bir	egy	bir	egy		DET;INDF
ip	kötelet	ip	kötel		N;ACC;SG
ip	kötél	ip	kötél		N;NOM;SG
ip	string	ip	string		N;NOM;SG
night	este	night	este		ADV
night	éjszaka	night	éjszaka		N;NOM;SG
hattı	vonal	hat	vonal		N;NOM;SG
doğa	jelleg	doğa	jelleg		N;NOM;SG
doğa	természet	doğa	természet		N;NOM;SG
recep	recep	recep	recep	PROPN;NOM;SG;3	
coğrafi	földrajzi	coğrafi	földrajz		ADJ;NOM;SG
coğrafi	földrajzi	coğrafi	földrajz		ADJ;NOM;SG
coğrafi	földrajz	coğrafi	földrajz		N;NOM;SG
inşaat	épület	inşaat	épület		N;NOM;SG
inşaat	építkezés	inşaat	építkezés		N;NOM;SG
inşaat	építési	inşaat	építési		ADJ;NOM;SG
inşaat	építés	inşaat	építés		N;NOM;SG
yönetici	adminisztrátor	yönetici	adminisztrátor		N;NOM;SG
yönetici	ügyvezető	yönetici	ügyvezető		N;NOM;SG
yönetici	ügyintéző	yönetici	ügyintéző		N;NOM;SG
yönetici	tisztviselő	yönetici	tisztviselő		N;NOM;SG
yönetici	adminisztrátor	yönetici	adminisztrátor		N;NOM;SG
yönetici	ügyvezető	yönetici	ügyvezető		N;NOM;SG
yönetici	rendező	yönetici	rendező		N;NOM;SG
yönetici	igazgató	yönetici	igazgató		N;NOM;SG
yönetici	menedzser	yönetici	menedzser		N;NOM;SG
yönetici	kezelő	yönetici	kezelő		ADJ;NOM;SG
yönetici	igazgató	yönetici	igazgató		N;NOM;SG
saray	bíróság	saray	bíróság		N;NOM;SG
saray	udvar	saray	udvar		N;NOM;SG
saray	számvevőszék	saray	számvevőszék		N;NOM;SG
saray	palota	saray	palota		N;NOM;SG
big	nagyok	big	nagy		N;NOM;PL
big	nagy	big	nagy		ADJ;NOM;SG
sağladı	feltéve	sağla	feltév	V;PFV;IND;SG;3;POS;PST	
katolik	katolikusok	katolik	katolikus		N;NOM;PL
katolik	katolicizmus	katolik	katolicizmus		N;NOM;SG
katolik	katolikusok	katolik	katolikus		N;NOM;PL
nazi	nácik	nazi	nácik		N;NOM;PL
nazi	nácik	nazi	nácik		N;NOM;PL
çağdaş	kortárs	çağdaş	kortárs		N;NOM;SG
faaliyet	tevékenységek	faaliyet	tevékenység		N;NOM;PL
faaliyet	tevékenység	faaliyet	tevékenység		N;NOM;SG
faaliyet	aktivitás	faaliyet	aktivitás		N;NOM;SG
sonu	befejezés	son	befejezés		N;NOM;SG
sonu	vége	son	vég		N;NOM;SG
sonu	vég	son	vég		N;NOM;SG
evlilik	házasságot	evlilik	házasság	N;NOM;SG;3	N;ACC;SG
evlilik	esküvőn	evlilik	esküvő	N;NOM;SG;3	N;ON+ESS;SG
evlilik	esküvőre	evlilik	esküvőre	N;NOM;SG;3	N;ON+ALL;SG
derin	mélyebben	derin	mély		ADV
derin	mélyebbre	derin	mélyebb		ADV
derin	mélyebb	derin	mély		ADJ;NOM;CMPR;SG
vefat	elhunyt	vefat	el+huny		V;INDF;IND;SG;3;PST;FIN;ACT
petrol	benzin	petrol	benzin		N;NOM;SG
petrol	olaj	petrol	olaj		N;NOM;SG
petrol	kőolaj	petrol	kőolaj		N;NOM;SG
petrol	olajjal	petrol	olajjal		N;INS;SG
petrol	olajat	petrol	olajat		N;ACC;SG
petrol	kőolaj	petrol	kőolaj		N;NOM;SG
petrol	ásványolaj	petrol	ásványolaj		N;NOM;SG
kuş	madárka	kuş	madárka		V;INDF;IND;SG;3;PRS;FIN;ACT
kuş	madár	kuş	madár		N;NOM;SG
alternatif	alternatíva	alternatif	alternatíva		N;NOM;SG
alternatif	alternatívák	alternatif	alternatív		N;NOM;PL
online	interneten	o	internet		N;ON+ESS;SG
eşit	egyenlők	eşit	egyenlő		N;NOM;PL
eşit	egyenlőek	eşit	egyenlő		N;NOM;PL
eşit	egyenlők	eşit	egyenlő		N;NOM;PL
teknoloji	technikus	teknoloji	technikus		N;NOM;SG
teknoloji	technológiák	teknoloji	technológia		N;NOM;PL
teknoloji	technológia	teknoloji	technológia		N;NOM;SG
teknoloji	technika	teknoloji	technika		N;NOM;SG
teknoloji	technológiai	teknoloji	technológiai		N;NOM;SG
eş	feleségem	eş	fel+eség		N;NOM;SG
eş	felesége	eş	fel+eség		N;NOM;SG
eş	feleség	eş	feleség		N;NOM;SG
eş	házastársa	eş	házastárs		N;NOM;SG
eş	házastárs	eş	házastárs		N;NOM;SG
who	ki	who	ki		PRO;NOM;SG;3
who	aki	who	aki		PRO;NOM;SG;3
imparatorluk	empire	imparatorluk	empi	N;NOM;SG;3	
imparatorluk	birodalmi	imparatorluk	birodalmi	N;NOM;SG;3	
imparatorluk	császári	imparatorluk	császári	N;NOM;SG;3	ADJ;NOM;SG
ölü	halottak	ölü	halott		N;NOM;PL
komutan	parancsnok	komut	parancsnok		N;NOM;SG
milyar	milliárd	milyar	milliárd		NUM;NOM;SG
altyazı	felirat	altyazı	felirat	N;NOM;SG;3	N;NOM;SG
altyazı	alcím	altyazı	alcím	N;NOM;SG;3	N;NOM;SG
öğretmen	tanárnő	öğretmen	tanárnő		N;NOM;SG
öğretmen	tanár	öğretmen	tanár		N;NOM;SG
öğretmen	tanárok	öğretmen	tanár		N;NOM;PL
kullanılabilir	elérhető	kullan	elérhető	V;IPFV;POT;SG;3;POS;PASS	ADJ;NOM;SG
kullanılabilir	rendelhető	kullan	rendelhető	V;IPFV;POT;SG;3;POS;PASS	ADJ;NOM;SG
kullanılabilir	felhasználható	kullan	felhasználható	V;IPFV;POT;SG;3;POS;PASS	ADJ;NOM;SG
kullanılabilir	használható	kullan	használható	V;IPFV;POT;SG;3;POS;PASS	ADJ;NOM;SG
hanedanı	dinasztia	hanedan	dinasztia	N;INS;SG;3	N;NOM;SG
katı	szigorúan	kat	szigorú		ADJ;FRML;SG
çeyrek	kvadránsban	çeyrek	kvadráns		N;IN+ESS;SG
çeyrek	negyedév	çeyrek	negyedév		N;NOM;SG
onur	becsület	onur	becsület		N;NOM;SG
onur	megtisztelő	onur	megtisztelő		ADJ;NOM;SG
onur	becsület	onur	becsület		N;NOM;SG
olmadan	nélkül	ol	nélkül	V;PFV;IND;NEG;PRS;V.CVB	ADP
olmadan	anélkül	ol	anélkül	V;PFV;IND;NEG;PRS;V.CVB	
kalp	szívem	kalp	szívem		V;DEF;IND;SG;1;PRS;FIN;ACT
kalp	szív	kalp	szív		N;NOM;SG
türleri	típusok	tür	típus	ADJ;NOM;PL;3	N;NOM;PL
türleri	típusai	tür	típus	ADJ;NOM;PL;3	N;NOM;PL
performans	előadás	performans	előadás		N;NOM;SG
performans	teljesítmény	performans	teljesítmény		N;NOM;SG
performans	előadások	performans	előadás		N;NOM;PL
bakış	áttekintése	bakış	áttekintés		N;NOM;SG
bakış	áttekintés	bakış	áttekintés		N;NOM;PL
gelişmiş	fejlett	geliş	fejlett	V;PFV;NFH;IND;POS;PST;V.PTCP	
gelişmiş	kidolgozott	geliş	kidolgozott	V;PFV;NFH;IND;POS;PST;V.PTCP	
gelişmiş	fejlett	geliş	fejlett	V;PFV;NFH;IND;POS;PST;V.PTCP	
gelişmiş	haladó	geliş	haladó	V;PFV;NFH;IND;POS;PST;V.PTCP	
bunları	ezek	bu	ez	PRO;ACC;PL;3	PRO;NOM;PL;3
tokyo	tokió	tokyo	tokió	PROPN;NOM;SG;3	
tokyo	tokiói	tokyo	tokiói	PROPN;NOM;SG;3	ADJ;NOM;SG
tokyo	tokyo	tokyo	tokyo	PROPN;NOM;SG;3	
millet	népek	millet	nép		N;NOM;PL
millet	pasik	millet	pasik		N;NOM;PL
millet	srácok	millet	srác		N;NOM;PL
millet	emberek	millet	ember		N;NOM;PL
hot	dögös	hot	dögös		N;NOM;SG
koyu	öböl	koyu	öböl		N;NOM;SG
nokta	pontokat	nokta	pont		N;ACC;PL
nokta	pontok	nokta	pont		N;NOM;PL
nokta	folt	nokta	folt		N;NOM;SG
nokta	foltos	nokta	foltos		N;NOM;SG
nokta	időszak	nokta	időszak		N;NOM;SG
nokta	időtartam	nokta	időtartam		N;NOM;SG
nokta	periódus	nokta	periódus		N;NOM;SG
cinsel	szexuálisan	cinsel	szexuális		ADJ;FRML;SG
cinsel	szexualitás	cinsel	szexualitás		N;NOM;SG
cinsel	szexuális	cinsel	szexuális		ADJ;NOM;SG
halil	halil	halil	halil		N;NOM;SG
onlar	őket	o	ők	PRO;NOM;PL;3	PRO;ACC;PL;3
modeli	model	model	model	N;NOM;SG;3	
plan	tervek	plan	terv		N;NOM;PL
plan	menetrend	plan	menetrend		N;NOM;SG
plan	ütemezés	plan	ütemezés		N;NOM;SG
plan	beosztás	plan	beosztás		N;NOM;SG
plan	terv	plan	terv		N;NOM;SG
klip	tárat	ki	tárat		N;ACC;SG
klip	tár	ki	tár		N;NOM;SG
akademik	akadémiai	akademik	akadémiai	ADJ	N;NOM;SG
hepsi	mindegyik	hepsi	mindegyik	PRO;NOM;PL;3	
hepsi	mind	hepsi	mind	PRO;NOM;PL;3	CONJ
hepsi	minden	hepsi	minden	PRO;NOM;PL;3	PRO;NOM;SG;3
istifa	lemondását	istifa	lemondás		N;ACC;SG
istifa	lemond	istifa	lemond		V;INDF;IND;SG;3;PRS;FIN;ACT
premier	premier	premi	premier	PROPN;NOM;SG;3	
official	hivatalos	official	hivatalos	N;NOM;SG;3	ADJ;NOM;SG
idam	végrehajtani	idam	végrehajt		V;NFIN;ACT
idam	kivégzés	idam	kivégzés		N;NOM;SG
idam	végrehajtás	idam	végrehajtás		N;NOM;SG
idam	kivitelezés	idam	kivitelezés		N;NOM;SG
balkan	balkán	balkan	balkán		N;NOM;SG
balkan	balkán	balkan	balkán		N;NOM;SG
halka	gyűrűt	halka	gyűrű		N;ACC;SG
halka	gyűrűvel	halka	gyűrű		N;INS;SG
halka	gyűrű	halka	gyűrű		N;NOM;SG
halka	gyűrű	halka	gyűrű		N;NOM;SG
halka	gyűrűket	halka	gyűrű		N;ACC;PL
halka	gyűrűk	halka	gyűrűk		N;NOM;PL
çek	húzd	çek	húzd		V;DEF;IMP;SG;2;PRS;FIN;ACT
çek	cseh	çek	cseh		ADJ;NOM;SG
çek	csekk	çek	csekk		N;NOM;SG
çek	csekket	çek	csekket		N;ACC;SG
çek	csekk	çek	csekk		N;NOM;SG
çek	csekket	çek	csekket		N;ACC;SG
çek	ellenőrzés	çek	ellenőrzés		N;NOM;SG
şarkılar	dalokat	şarkı	dalok	N;NOM;PL;3	N;ACC;PL
üyeler	tagoknak	üye	tag	N;NOM;PL;3	N;DAT;PL
aracı	szerszám	araç	szerszám	N;ACC;SG;3	N;NOM;SG
aracı	eszköz	araç	eszköz	N;ACC;SG;3	N;NOM;SG
aracı	közvetítő	araç	közvetítő	N;ACC;SG;3	ADJ;NOM;SG
aracı	közvetítő	araç	közvetítő	N;ACC;SG;3	ADJ;NOM;SG
will	fog	will	fog		V;INDF;IND;SG;3;PRS;ACT
will	akarat	will	akarat		N;NOM;SG
ihtiyaç	kell	ihtiyaç	kell		V;INDF;IND;SG;3;PRS;FIN;ACT
ihtiyaç	szükséglet	ihtiyaç	szükséglet		N;NOM;SG
ihtiyaç	szükségletei	ihtiyaç	szükséglet		N;NOM;PL
ihtiyaç	szükségletek	ihtiyaç	szükséglet		N;NOM;PL
ihtiyaç	kellett	ihtiyaç	kell		V;INDF;IND;SG;3;PST;FIN;ACT
ihtiyaç	szükséges	ihtiyaç	szükséges		ADJ;NOM;SG
ihtiyaç	szükséglet	ihtiyaç	szükséglet		N;NOM;SG
ihtiyaç	kell	ihtiyaç	kell		V;INDF;IND;SG;3;PRS;FIN;ACT
ihtiyaç	szükséges	ihtiyaç	szükséges		ADJ;NOM;SG
katılıyorum	egyetértek	kat	egyetért	V;PROG;IND;SG;1;POS;INFM;PRS;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
test	vizsgálati	test	vizsgálati		N;NOM;SG
test	vizsgálat	test	vizsgálat		N;NOM;SG
test	próba	test	pró		N;NOM;SG
test	teszt	test	tesz		N;NOM;SG
test	vizsgálatok	test	vizsgálat		N;NOM;PL
test	tesztek	test	tesz		N;NOM;PL
test	tesztelés	test	tesztelés		N;NOM;SG
test	vizsgálati	test	vizsgálati		N;NOM;SG
test	vizsgálat	test	vizsgálat		N;NOM;SG
test	próba	test	pró		N;NOM;SG
test	teszt	test	tesz		N;NOM;SG
hitler	hitlert	hit	hitler	PROPN;NOM;SG;3	
hitler	hitler	hit	hitler	PROPN;NOM;SG;3	
çoğunluğu	többségi	çoğunluk	többségi	N;ACC;SG;3	ADJ;NOM;SG
çoğunluğu	többség	çoğunluk	többség	N;ACC;SG;3	
zamanlar	idők	zaman	idő	N;NOM;PL;3	
zamanlar	times	zaman	times	N;NOM;PL;3	N;NOM;SG
gider	megy	gider	megy		V;INDF;IND;SG;3;PRS;FIN;ACT
düz	lakás	düz	lakás		N;NOM;SG
uzunluk	hossz	uzunluk	hossz	N;NOM;SG;3	
siyaset	politika	siyaset	politika		N;NOM;SG
barcelona	barcelonában	barcelon	barcelon	N;NOM;SG;3	N;IN+ESS;SG
barcelona	barcelonai	barcelon	barcelonai	N;NOM;SG;3	V;DEF;IND;PL;3;PRS;FIN;ACT
barcelona	barcelona	barcelon	barcelona	N;NOM;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
tedavi	kezelésre	tedavi	kezelés	N;NOM;SG;3	N;ON+ALL;SG
tedavi	kezelések	tedavi	kezelés	N;NOM;SG;3	N;NOM;PL
dvd	dvd	iv	dvd		N;NOM;SG
karmaşık	összetett	karmaşık	összetett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
karmaşık	komplex	karmaşık	komplex	ADJ	
karmaşık	komplikált	karmaşık	komplikált	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
karmaşık	bonyolult	karmaşık	bonyolult	ADJ	
etrafında	körül	etraf	körül	N;ESS;SG;3	ADP
etrafında	körbe	etraf	kör	N;ESS;SG;3	ADV
football	foci	football	foci		N;NOM;SG
football	football	football	football		N;IN+ESS;SG
football	futball	football	futball		N;NOM;SG
ağ	háló	ağ	háló		N;NOM;SG
ağ	webes	ağ	webes		N;NOM;SG
ağ	háló	ağ	háló		N;NOM;SG
ağ	net	ağ	net		N;NOM;SG
ağ	hálózat	ağ	hálózat		N;NOM;SG
ağ	hálózati	ağ	hálózat		N;NOM;SG
balık	halak	balık	hal		N;NOM;PL
balık	halak	balık	hal		N;NOM;PL
balık	hal	balık	hal		N;NOM;SG
balık	halat	balık	hal		N;ACC;SG
balık	halászat	balık	halász		N;NOM;SG
balık	halászati	balık	halászati		ADJ;NOM;SG
balık	horgászat	balık	horgász		N;NOM;SG
yaşlı	idős	yaşlı	idős	ADJ	
yaşlı	régit	yaşlı	régit	ADJ	N;ACC;SG
yaşlı	régi	yaşlı	régi	ADJ	
yaşlı	öreg	yaşlı	öreg	ADJ	
yaşlı	régiek	yaşlı	régiek	ADJ	N;NOM;PL
yaşlı	idős	yaşlı	idős	ADJ	
yaşlı	idősek	yaşlı	idős	ADJ	N;NOM;PL
yaşlı	idősebbek	yaşlı	idős	ADJ	N;NOM;PL
alanları	mezők	alan	mező	N;ACC;PL;3	N;NOM;PL
alanları	fields	alan	fields	N;ACC;PL;3	
alanları	földek	alan	föld	N;ACC;PL;3	N;NOM;PL
alanları	mező	alan	mező	N;ACC;PL;3	N;NOM;SG
alanları	térségek	alan	térség	N;ACC;PL;3	N;NOM;PL
alanları	területek	alan	terület	N;ACC;PL;3	N;NOM;PL
oluşturulan	keletkező	oluş	keletkező	V;PFV;IND;POS;PRS;V.PTCP;PASS	
oluşturulan	generált	oluş	generál	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
oluşturulan	keletkezett	oluş	keletkezett	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
oluşturulan	létrehozott	oluş	létrehozott	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;ACC;SG
oluşturulan	létrehozva	oluş	létrehozva	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;NOM;SG
oluşturulan	teremtett	oluş	teremtett	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
basın	média	basın	média		N;NOM;SG
sscb	szovjetunió	sscb	szovjetunió	PROPN;NOM;SG;3	
tarihsel	történelmi	tarihsel	történelmi		ADJ;NOM;SG
tarihsel	történeti	tarihsel	történeti		N;NOM;SG
çelik	acél	çelik	acél		N;NOM;SG
karakteri	jellem	karakteri	jellem	N;ESS;SG;3	N;NOM;SG
karakteri	karakter	karakteri	karakter	N;ESS;SG;3	N;NOM;SG
cilt	kötet	cilt	kötet		N;NOM;SG
cilt	térfogat	cilt	térfog		N;NOM;SG
cilt	mennyiség	cilt	mennyiség		N;NOM;SG
cilt	bőre	cilt	bő		N;NOM;SG
cilt	bőr	cilt	bőr		N;NOM;SG
süresi	időtartam	süre	időtartam	N;NOM;SG;3	N;NOM;SG
değerli	érték	değerli	ők		N;NOM;SG
değerli	értéke	değerli	érték		N;NOM;SG
değerli	értékesek	değerli	értékes		ADJ;NOM;PL
değerli	érdemes	değerli	érdemes		ADJ;NOM;SG
tasarım	dizájn	tas	dizájn		N;NOM;SG
tasarım	tervezési	tas	tervezési		ADJ;NOM;SG
tasarım	tervezés	tas	tervezés		N;NOM;SG
maça	pikk	maça	pikk	N;DAT;SG;3	
maça	spade	maça	spad	N;DAT;SG;3	
maça	pikk	maça	pikk	N;DAT;SG;3	
haçlı	hadjárat	haçlı	hadjárat		N;NOM;SG
dergi	magazin	dergi	magazin		N;NOM;SG
dergi	tár	dergi	tár		N;NOM;SG
dergi	újság	dergi	újság		N;NOM;SG
dergi	magazinok	dergi	magazik		N;NOM;PL
dergi	magazinokat	dergi	magazin		N;ACC;PL
makedonya	macedón	makedonya	macedón	PROPN;NOM;SG;3	N;NOM;SG
makedonya	macedónia	makedonya	macedónia	PROPN;NOM;SG;3	
kaleci	kapus	kaleci	kapus		N;NOM;SG
kaleci	kapus	kaleci	kapus		N;NOM;SG
bosna	bosznia	bosna	bosznia	PROPN;NOM;SG;3	N;NOM;SG
bosna	boszniai	bosna	boszniai	PROPN;NOM;SG;3	ADJ;NOM;SG
milliyetçi	nacionalista	milliyetçi	nacionalista		ADJ;NOM;SG
milliyetçi	nacionalisták	milliyetçi	nacionalista		N;NOM;PL
esnasında	során	esna	sor	N;ESS;SG;3	N;ON+ESS;SG
hücre	cella	hücre	cella		N;NOM;SG
hücre	sejt	hücre	sejt		N;NOM;SG
hücre	sejtek	hücre	sej		N;NOM;PL
hücre	cellák	hücre	cellák		N;NOM;PL
aslan	oroszlán	aslan	oroszlán		N;NOM;SG
dahi	géniusz	dahi	géniusz		N;NOM;SG
dahi	zseni	dahi	zseni		N;NOM;SG
dahi	csodagyerek	dahi	csodagyer		N;NOM;SG
devletler	államokat	devlet	állam	N;NOM;PL;3	N;ACC;PL
voleybol	röplabda	voleybol	röplabda		N;NOM;SG
tour	tour	tour	tour	N;NOM;SG;3	
açıldı	megnyitott	aç	megnyitott	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
açıldı	megnyílt	aç	megnyílt	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
davet	meghívni	davet	meg+hív		V;NFIN;ACT
davet	meghívó	davet	meghívó		N;NOM;SG
davet	meghívás	davet	meghívás		N;NOM;SG
davet	meghívást	davet	meghívás		N;ACC;SG
davet	meghívó	davet	meghívó		N;NOM;SG
davet	meghívás	davet	meghívás		N;NOM;SG
davet	meghívást	davet	meghívás		N;ACC;SG
davet	meghívó	davet	meghívó		N;NOM;SG
davet	felkéri	davet	felkéri		V;DEF;IND;SG;3;PRS;FIN;ACT
davet	meghívókat	davet	meg+hívó		N;ACC;PL
davet	meghívás	davet	meghívás		N;NOM;SG
yerleri	helyszínek	yer	helyszín	N;ACC;PL;3	N;NOM;PL
yerleri	helyek	yer	hely	N;ACC;PL;3	N;NOM;PL
yerleri	helyszínek	yer	helyszín	N;ACC;PL;3	N;NOM;PL
yerleri	helyek	yer	hely	N;ACC;PL;3	N;NOM;PL
derecesi	fokozat	derece	fokozat	N;NOM;SG;3	N;NOM;SG
derecesi	diploma	derece	diploma	N;NOM;SG;3	N;NOM;SG
derecesi	fok	derece	fok	N;NOM;SG;3	N;NOM;SG
chicago	chicagóban	chicago	chicagó	PROPN;NOM;SG;3	N;IN+ESS;SG
chicago	chicagói	chicago	chicagó	PROPN;NOM;SG;3	N;NOM;SG
chicago	chicago	chicago	chicago	PROPN;NOM;SG;3	
olmaz	nem	ol	nem	V;IPFV;IND;SG;3;NEG	ADV
sabah	reggel	sabah	reggel	N;NOM;SG;3	
young	fiatalok	young	fiatal		N;NOM;PL
young	fiatalos	young	fiatalos		ADJ;NOM;SG
emir	megrendelés	imir	megrendelés		N;NOM;SG
emir	rendelés	imir	rendelés		N;NOM;SG
emir	rend	imir	rend		N;NOM;SG
emir	parancs	imir	parancs		N;NOM;SG
emir	parancsok	imir	parancsok		N;NOM;PL
emir	megrendelések	imir	megrendelés		N;NOM;PL
emir	parancs	imir	parancs		N;NOM;SG
emir	parancsot	imir	parancsot		N;ACC;SG
gruplar	csoportoknak	grup	csoport	N;NOM;PL;3	N;DAT;PL
ders	leckéket	ders	leckék		N;ACC;SG
ders	előadás	ders	előadás		N;NOM;SG
ders	lecke	ders	leck		N;NOM;SG
ders	leckét	ders	leck		N;ACC;SG
ders	tanulság	ders	tanulság		N;NOM;SG
ders	óra	ders	óra		N;NOM;SG
ders	osztály	ders	osztály		N;NOM;SG
filmler	filmeket	film	film	N;NOM;PL;3	N;ACC;PL
filmler	mozi	film	mozi	N;NOM;PL;3	N;NOM;SG
filmler	filmeket	film	film	N;NOM;PL;3	N;ACC;PL
mahmut	mahmoud	mahmut	mahmoud	PROPN;NOM;SG;3	
bölümleri	epizódjainak	bölüm	epizód	N;ACC;PL;3	N;GEN;PL
bölümleri	epizódok	bölüm	epizód	N;ACC;PL;3	N;NOM;PL
bölümleri	epizód	bölüm	epizód	N;ACC;PL;3	N;NOM;SG
bölümleri	szakaszok	bölüm	szakasz	N;ACC;PL;3	N;NOM;PL
bölümleri	szelvény	bölüm	szelvény	N;ACC;PL;3	N;NOM;SG
sistemleri	rendszerek	sistem	rendszer	N;ACC;PL;3	N;NOM;PL
sistemleri	systems	sistem	systems	N;ACC;PL;3	
ağaç	fát	ağaç	fát		N;ACC;SG
ağaç	fája	ağaç	fája		N;NOM;SG
ağaç	fákon	ağaç	fakon		N;ON+ESS;SG
ağaç	fákat	ağaç	faka		N;ACC;SG
gürcistan	grúzia	gürcistan	grúzia	PROPN;NOM;SG;3	
gürcistan	georgia	gürcistan	georgia	PROPN;NOM;SG;3	
hareketler	mozgás	hareket	mozgás	N;NOM;PL;3	N;NOM;SG
hareketler	tevékenység	hareket	tevékenység	N;NOM;PL;3	N;NOM;SG
hareketler	aktivitás	hareket	aktivitás	N;NOM;PL;3	N;NOM;SG
hareketler	mozog	hareket	mozog	N;NOM;PL;3	V;INDF;IND;SG;3;PRS;FIN;ACT
hareketler	mozgását	hareket	mozgás	N;NOM;PL;3	N;ACC;SG
birleşmiş	egységes	birleş	egységes		ADJ;NOM;SG
birleşmiş	egyesített	birleş	egyesített		V;INDF;IND;SG;3;PST;FIN;ACT
birleşmiş	egyesült	birleş	egyesül		V;INDF;IND;SG;3;PST;FIN;ACT
gelecek	jövőbeli	gel	jövőbeli		ADJ;NOM;SG
gelecek	jövő	gel	jövő		ADJ;NOM;SG
piyano	zongorát	piyano	zongora		N;ACC;SG
piyano	zongorán	piyano	zongora		N;ON+ESS;SG
state	állapot	state	állap		N;NOM;SG
state	állam	state	állam		N;NOM;SG
başkent	főváros	başkent	főváros		N;NOM;SG
başkent	tőke	başkent	tőke		N;NOM;SG
tank	tartály	tank	tartály		N;NOM;SG
komitesi	bizottság	komite	bizottság	N;NOM;SG;3	N;NOM;SG
edebiyatı	irodalom	edebiyat	irodalom	N;ACC;SG;3	N;NOM;SG
odası	kamra	oda	kamra	N;NOM;SG;3	N;NOM;SG
odası	kamrában	oda	kamra	N;NOM;SG;3	N;IN+ESS;SG
liga	liga	liga	liga		N;NOM;SG
kaydı	felvétel	kay	felvétel		N;NOM;SG
kaydı	rögzítés	kay	rögzítés		N;NOM;SG
alexander	sándor	alerander	sándor	PROPN;NOM;SG;3	
alexander	alexander	alerander	alexander	PROPN;NOM;SG;3	
filmleri	filmek	film	film	N;ACC;PL;3	N;NOM;PL
ödüller	jutalmat	ödül	jutalom	N;NOM;PL;3	N;ACC;SG
ödüller	jutalom	ödül	jutalom	N;NOM;PL;3	N;NOM;SG
ödüller	gála	ödül	gála	N;NOM;PL;3	N;NOM;SG
ödüller	díjakat	ödül	díj	N;NOM;PL;3	N;ACC;PL
ödüller	nyeremény	ödül	nyeremény	N;NOM;PL;3	N;NOM;SG
yazılı	megírva	yazılı	megírva		ADV;V.CVB
yazılı	írásbeli	yazılı	írásbeli		ADJ;NOM;SG
yazılı	írta	yazılı	ír		V;DEF;IND;SG;3;PST;FIN;ACT
yazılı	írott	yazılı	írott		V;INDF;IND;SG;3;PST;FIN;ACT
tepe	dombon	tepe	dombon		N;ON+ESS;SG
tepe	domb	tepe	domb		N;NOM;SG
tepe	hegy	tepe	hegy		N;NOM;SG
tepe	dombra	tepe	dombra		N;ON+ALL;SG
tepe	hegyen	tepe	hegy		N;ON+ESS;SG
tepe	dombok	tepe	domb		N;NOM;PL
servisi	kiszolgálás	servi	kiszolgálás	N;NOM;SG;3	
servisi	szerviz	servi	szerviz	N;NOM;SG;3	N;NOM;SG
servisi	szolgálat	servi	szolgálat	N;NOM;SG;3	N;NOM;SG
servisi	szolgáltatás	servi	szolgáltatás	N;NOM;SG;3	N;NOM;SG
kelime	szó	kelim	szó		N;NOM;SG
kelime	szava	kelim	szó		N;NOM;SG
kelime	szótár	kelim	szótár		N;NOM;SG
kelime	szókincse	kelim	szókincse		N;NOM;SG
kelime	szavakat	kelim	szó		N;ACC;PL
kelime	szavak	kelim	szó		N;NOM;PL
miktarda	összegek	miktar	összeg	N;ESS;SG;3	N;NOM;PL
miktarda	mennyiségek	miktar	mennyiség	N;ESS;SG;3	N;NOM;PL
miktarda	mennyiség	miktar	mennyiség	N;ESS;SG;3	N;NOM;SG
evet	igen	evet	igen	N;NOM;SG;3	
evet	igen	evet	igen	N;NOM;SG;3	
göl	tó	göl	tó		N;NOM;SG
göl	tavon	göl	tavon		N;ON+ESS;SG
antonio	antonio	antonio	antonio	PROPN;NOM;SG;3	
sıcaklık	melegség	sıcaklık	melegség	N;NOM;SG;3	
ürünleri	termékek	ürün	termék	N;ACC;PL;3	N;NOM;PL
ürünleri	termék	ürün	termék	N;ACC;PL;3	N;NOM;SG
aracılığıyla	via	aracılık	via	N;INS;SG;3	
aracılığıyla	keresztül	aracılık	keresztül	N;INS;SG;3	ADP
aracılığıyla	át	aracılık	át	N;INS;SG;3	ADV
konuk	vendégek	konuk	vendég	N;NOM;SG;3	N;NOM;PL
adım	lépés	adım	lépés		N;NOM;SG
adım	lépcső	adım	lépcső		N;NOM;SG
münih	münchen	münih	münchen	PROPN;NOM;SG;3	N;NOM;SG
ermenistan	örményország	ermenistan	örményország	PROPN;NOM;SG;3	N;NOM;SG
coğrafya	földrajz	coğrafya	földrajz		N;NOM;SG
ulaştı	elért	ulaş	elért	V;PFV;IND;SG;3;POS;PST	
kimse	bárkinek	kimse	bárki	N;NOM;SG;3	
kimse	valaki	kimse	valaki	N;NOM;SG;3	
