pat	pat	pat	pat	PROPN;NOM;MASC;SG	PROPN;NOM;SG
zmožnost	valmiudet	zmožnost	valmius	N;NOM;FEM;SG	N;NOM;PL
zmožnost	kyvyt	zmožnost	kyky	N;NOM;FEM;SG	N;NOM;PL
zmožnost	kyvyn	zmožnost	kyky	N;NOM;FEM;SG	N;GEN;SG
zmožnost	valmiudet	zmožnost	valmius	N;NOM;FEM;SG	N;NOM;PL
harvey	harvey	harvey	harvey	N;NOM;MASC;SG	PROPN;NOM;SG
metka	kerttu	metek	kerttu	ADJ;NOM;FEM;SG	N;NOM;SG
metka	luodin	metek	luoda	ADJ;NOM;FEM;SG	N;GEN;SG
metka	luoti	metek	luottaa	ADJ;NOM;FEM;SG	N;NOM;SG
podpis	allekirjoittaa	podpis	alle#kirjoittaa	N;NOM;MASC;SG	V;SG;NFIN;ACT
melodije	melodioita	melodija	melodia	N;NOM;FEM;PL	N;PRT;PL
neapelj	napolissa	neapelj	napoli	PROPN;NOM;MASC;SG	PROPN;IN+ESS;SG
neapelj	napolin	neapelj	napoli	PROPN;NOM;MASC;SG	N;GEN;SG
vzorca	näytteiden	vzorec	näyte	N;NOM;MASC;SG	N;GEN;PL
vzorca	näytteitä	vzorec	näyte	N;NOM;MASC;SG	N;PRT;PL
vzorca	näytteet	vzorec	näyte	N;NOM;MASC;SG	N;NOM;PL
larry	larryn	larry	larry	PROPN;NOM;MASC;SG	N;GEN;SG
larry	larry	larry	larry	PROPN;NOM;MASC;SG	PROPN;NOM;SG
obrambno	puolustus	obramben	puolustus	ADJ;NOM;NEUT;SG	N;NOM;SG
termin	termiä	termin	termi	N;NOM;MASC;SG	N;PRT;SG
robin	robinin	robina	robin	N;NOM;MASC;SG	N;GEN;SG
lesena	puiset	lesen	puinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
lesena	puu	lesen	puu	ADJ;NOM;FEM;SG	N;NOM;SG
lesena	puuta	lesen	puu	ADJ;NOM;FEM;SG	N;PRT;SG
lesena	puusta	lesen	puu	ADJ;NOM;FEM;SG	N;IN+ABL;SG
datotek	kansiot	datoteka	kansio	N;GEN;FEM;PL	N;NOM;PL
datotek	tiedostoja	datoteka	tiedosto	N;GEN;FEM;PL	N;PRT;PL
datotek	tiedostot	datoteka	tiedosto	N;GEN;FEM;PL	N;NOM;PL
samodejno	automaattinen	samodejno	automaattinen	ADV	ADJ;NOM;SG
samodejno	auto	samodejno	auto	ADV	N;NOM;SG
samodejno	automaattinen	samodejno	automaattinen	ADV	ADJ;NOM;SG
samodejno	automaattiset	samodejno	automaattinen	ADV	ADJ;NOM;PL
samodejno	automaatti	samodejno	automaatti	ADV	N;NOM;SG
kvartet	kvartetin	kvartet	kvartetti	N;NOM;MASC;SG	N;GEN;SG
wallace	wallace	wallace	wallace	N;NOM;MASC;SG	PROPN;NOM;SG
preprečili	vältetty	preprečiti	välttää	V;PFV;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;PASS
pozitivni	positiiviset	pozitiven	positiivinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
pozitivni	positiivista	pozitiven	positiivinen	ADJ;NOM;MASC;SG	ADJ;PRT;SG
nedavno	viimeaikainen	nedavno	viimeaikainen	ADV	ADJ;NOM;SG
nedavno	viimeaikaiset	nedavno	viimeaikainen	ADV	ADJ;NOM;PL
nedavno	viimeisimmät	nedavno	viimeinen	ADV	ADJ;NOM;CMPR;PL
piramida	pyramidin	piramid	pyrama	N;NOM;FEM;SG	N;GEN;SG
vesoljska	tila	vesoljski	tila	ADJ;NOM;FEM;SG	N;NOM;SG
vesoljska	avaruus	vesoljski	avaruus	ADJ;NOM;FEM;SG	N;NOM;SG
vesoljska	tilaa	vesoljski	tila	ADJ;NOM;FEM;SG	N;PRT;SG
vesoljska	space	vesoljski	space	ADJ;NOM;FEM;SG	
ricardo	ricardo	ricarda	ricardo	PROPN;NOM;MASC;SG	N;NOM;SG
eur	euroa	eura	euro	N;NOM;MASC;SG	N;PRT;SG
zvočni	kuultavissa	zvočen	kuulla	ADJ;NOM;MASC;SG	V;IN+ESS;PL;V.PTCP;PASS
slava	mainetta	slava	maine	N;NOM;FEM;SG	N;PRT;SG
slava	kunniaa	slava	kunnia	N;NOM;FEM;SG	N;PRT;SG
sočasno	samanaikaista	sočasno	saman#aikainen	ADV	ADJ;PRT;SG
sočasno	samanaikainen	sočasno	samanaikainen	ADV	ADJ;NOM;SG
sočasno	samanaikaista	sočasno	saman#aikainen	ADV	ADJ;PRT;SG
sočasno	samanaikainen	sočasno	samanaikainen	ADV	ADJ;NOM;SG
duševno	henkistä	duševno	henkinen	ADJ;NOM;NEUT;SG	N;PRT;SG
duševno	henkisesti	duševno	henkisesti	ADJ;NOM;NEUT;SG	ADV
allan	allan	allan	alta	PROPN;NOM;MASC;SG	N;NOM;SG
ekip	ryhmät	ekipa	ryhmä	N;GEN;FEM;PL	N;NOM;PL
ekip	joukkueet	ekipa	joukkue	N;GEN;FEM;PL	N;NOM;PL
lokacijo	sijainti	lokacija	sijainti	N;ACC;FEM;SG	N;NOM;SG
valovi	aaltoja	val	aalto	N;NOM;MASC;PL	N;PRT;PL
zvezno	liittovaltion	zvezen	liitto#valtio	ADJ;NOM;NEUT;SG	N;GEN;SG
zvezno	liittovaltio	zvezen	liitto#valtio	ADJ;NOM;NEUT;SG	N;NOM;SG
populacija	väestön	populacija	väestö	N;NOM;FEM;SG	N;GEN;SG
zamenjava	vaihtaa	zamenjava	vaihtaa	N;NOM;FEM;SG	V;SG;NFIN;ACT
zamenjava	vaihda	zamenjava	vaihda	N;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
zamenjava	korvaamista	zamenjava	korvaaminen	N;NOM;FEM;SG	N;PRT;SG
zamenjava	korvaava	zamenjava	korvata	N;NOM;FEM;SG	V;NOM;SG;V.PTCP;ACT
kače	käärmeitä	kača	käärme	N;NOM;FEM;PL	N;PRT;PL
kače	snake	kača	snake	N;NOM;FEM;PL	
kače	käärme	kača	käärme	N;NOM;FEM;PL	N;NOM;SG
skoki	hyppii	skok	hyppiä	N;NOM;MASC;PL	V;IND;SG;2;PRS;FIN;ACT
skoki	hyppy	skok	hyppy	N;NOM;MASC;PL	N;NOM;SG
delavce	työntekijöitä	delavec	työ#tekijä	N;ACC;MASC;PL	N;PRT;PL
delavce	työläiset	delavec	työ#läinen	N;ACC;MASC;PL	N;NOM;PL
delavce	työntekijöiden	delavec	työ#tekijä	N;ACC;MASC;PL	N;GEN;PL
delavce	työntekijät	delavec	työn#tekijä	N;ACC;MASC;PL	N;NOM;PL
napadalec	hyökkääjän	napadalec	hyökkääjä	N;NOM;MASC;SG	N;GEN;SG
srbijo	serbiassa	srbeti	serbia	N;ACC;FEM;SG	N;IN+ESS;SG
srbijo	serbia	srbeti	serbi	N;ACC;FEM;SG	PROPN;NOM;SG
srbijo	serbian	srbeti	serbia	N;ACC;FEM;SG	N;GEN;SG
čustveno	tunteet	čustven	tunne	ADV	N;NOM;PL
čustveno	tunteellinen	čustven	tunteellinen	ADV	ADJ;NOM;SG
čustveno	tunteisiin	čustven	tunne	ADV	N;IN+ALL;PL
encima	entsyymin	encim	entsyymi	N;NOM;MASC;SG	N;GEN;SG
tokio	tokioon	tokio	tokio	PROPN;NOM;MASC;SG	N;IN+ALL;SG
tokio	tokion	tokio	tokio	PROPN;NOM;MASC;SG	N;GEN;SG
dream	unta	dream	uni	N;NOM;MASC;SG	N;PRT;SG
dream	haaveilla	dream	haaveilla	N;NOM;MASC;SG	V;SG;NFIN;ACT
dream	dream	dream	dream	N;NOM;MASC;SG	
germain	germain	germain	germa	N;NOM;MASC;SG	
matt	matt	matt	matta	PROPN;NOM;MASC;SG	PROPN;NOM;SG
matt	matti	matt	matti	PROPN;NOM;MASC;SG	PROPN;NOM;SG
pérez	pérez	pérez	pérez	PROPN;NOM;MASC;SG	PROPN;NOM;SG
slovenia	slovenia	slovenia	sloven		N;NOM;PL
slovenia	sloveniassa	slovenia	slovenia		N;IN+ESS;SG
slovenia	slovenian	slovenia	slovenia		N;GEN;PL
oscar	oscar	oscar	oscar	PROPN;NOM;MASC;SG	N;NOM;SG
oscar	oscarin	oscar	oscari	PROPN;NOM;MASC;SG	N;GEN;SG
ronnie	ronnie	ronnie	ronnie	ADJ;NOM;MASC;SG	N;NOM;SG
uefa	uefa	uefa	uefa	PROPN;NOM;MASC;SG	N;NOM;SG
vlaken	kuitu	vlakno	kuittua	N;GEN;NEUT;PL	N;NOM;SG
vlaken	kuidut	vlakno	kuittua	N;GEN;NEUT;PL	N;NOM;PL
propad	doom	propad	doom	N;NOM;MASC;SG	PROPN;NOM;SG
propad	romahtaa	propad	romahtaa	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
turistične	turistit	turističen	turisti	ADJ;NOM;FEM;PL	N;NOM;PL
turistične	matkailu	turističen	matkailu	ADJ;NOM;FEM;PL	N;NOM;SG
turistične	turisti	turističen	turisti	ADJ;NOM;FEM;PL	N;NOM;SG
clarke	clarken	clarka	clarke	N;NOM;MASC;SG	N;GEN;SG
krona	kruunua	krona	kruunu	N;NOM;FEM;SG	N;PRT;SG
krona	crown	krona	crown	N;NOM;FEM;SG	
krona	kruunun	krona	kruunu	N;NOM;FEM;SG	N;GEN;SG
uran	uraani	uran	ura	N;NOM;MASC;SG	N;PRT;SG
uran	uraania	uran	ura#ani	N;NOM;MASC;SG	N;PRT;SG
celično	solujen	celičen	solu	ADJ;NOM;NEUT;SG	N;GEN;PL
celično	solu	celičen	solu	ADJ;NOM;NEUT;SG	N;NOM;SG
celično	matkapuhelin	celičen	matka#puheli	ADJ;NOM;NEUT;SG	N;NOM;SG
resnica	totta	resnica	tosi	N;NOM;FEM;SG	ADJ;PRT;SG
resnica	totuuden	resnica	totuus	N;NOM;FEM;SG	N;GEN;SG
resnica	totuutta	resnica	totuus	N;NOM;FEM;SG	N;PRT;SG
bruhanje	oksentelua	bruhanje	oksentelu	N;NOM;NEUT;SG	N;PRT;SG
pripadal	kuuluivat	pripadati	kuulua	V;IPFV;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN;ACT
pripadal	kuuluneet	pripadati	kuulua	V;IPFV;MASC;SG;V.PTCP	V;NOM;PL;V.PTCP;ACT
dodana	lisättiin	dodan	lisätä	ADJ;NOM;FEM;SG;V.PTCP	V;IND;PST;FIN;PASS
dodana	lisäsi	dodan	lisätä	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN;ACT
dodana	lisätty	dodan	lisätä	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
menihi	munkkeja	menih	munkki	N;NOM;MASC;PL	N;PRT;PL
menihi	munkkien	menih	munkki	N;NOM;MASC;PL	N;GEN;PL
funtov	kiloa	funt	kilo	N;GEN;MASC;PL	N;PRT;SG
odziva	vastaaminen	odziv	vastaaminen	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
odziva	vastaus	odziv	vastaus	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
odziva	vaste	odziv	vaste	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
tesla	tesla	tesel	tesla	PROPN;NOM;MASC;SG	N;NOM;SG
sloj	kerroksen	sloj	kerros	N;NOM;MASC;SG	N;GEN;SG
padli	kaatunut	pasti	kaatua	V;PFV;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;ACT
padli	langennut	pasti	langennut	V;PFV;MASC;PL;V.PTCP	ADJ;NOM;SG
padli	putosi	pasti	pudota	V;PFV;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN;ACT
padli	pudonnut	pasti	pudota	V;PFV;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;ACT
padli	kaatui	pasti	kaatua	V;PFV;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN;ACT
viktorija	victorian	viktorij	victoria	N;NOM;FEM;SG	N;GEN;SG
akcija	toimintaa	akcija	toiminta	N;NOM;FEM;SG	N;PRT;SG
akcija	toimi	akcija	toimia	N;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
akcija	toimia	akcija	toimia	N;NOM;FEM;SG	V;SG;NFIN;ACT
tiska	lehdistö	tisk	lehdistö	N;GEN;MASC;SG	N;NOM;SG
tiska	paina	tisk	painaa	N;GEN;MASC;SG	V;IMP;SG;2;FIN;ACT
ščiti	suojat	ščititi	suoja	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
ščiti	kilvet	ščititi	kilvi	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
vickers	vickers	vickers	vickers	N;NOM;MASC;SG	PROPN;NOM;SG
luknje	reikiä	luknja	reikä	N;NOM;FEM;PL	N;PRT;PL
luknje	aukkoja	luknja	aukko	N;NOM;FEM;PL	N;PRT;PL
waffen	waffen	waffen	waffen	PROPN;NOM;MASC;SG	N;NOM;SG
andre	andre	andre	andre	PROPN;NOM;MASC;SG	PROPN;NOM;SG
andre	andré	andre	andré	PROPN;NOM;MASC;SG	PROPN;NOM;SG
andre	andré	andre	andré	PROPN;NOM;MASC;SG	PROPN;NOM;SG
ban	kieltää	ban	kieltää	N;NOM;MASC;SG	V;IND;SG;PRS;FIN;ACT
ban	kiellä	ban	kieltää	N;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
ema	emman	ema	empa	PROPN;NOM;FEM;SG	N;GEN;SG
ema	emma	ema	ei#man	PROPN;NOM;FEM;SG	N;NOM;SG
ema	ema	ema	ema	PROPN;NOM;FEM;SG	N;NOM;SG
listina	peruskirjan	listina	perus#kirja	N;NOM;FEM;SG	N;GEN;SG
pljuč	keuhkot	pljuč	keuhko	N;NOM;MASC;SG	N;NOM;PL
pljuč	keuhkot	pljuč	keuhko	N;NOM;MASC;SG	N;NOM;PL
nasprotnikov	vastustajat	nasprotnik	vastustaja	N;GEN;MASC;PL	N;NOM;PL
nasprotnikov	vastustajia	nasprotnik	vastustaja	N;GEN;MASC;PL	N;PRT;PL
okoliščine	olosuhteissa	okoliščina	olo#suhteet	N;NOM;FEM;PL	N;IN+ESS;PL
krizo	kriisit	kriza	kriisi	N;ACC;FEM;SG	N;NOM;PL
krizo	kriisin	kriza	kriisi	N;ACC;FEM;SG	N;GEN;SG
krizo	kriisi	kriza	kriisi	N;ACC;FEM;SG	N;NOM;SG
silver	hopeaa	silver	hopea	N;NOM;MASC;SG	N;PRT;SG
silver	hopeinen	silver	hopeinen	N;NOM;MASC;SG	ADJ;NOM;SG
silver	silver	silver	silver	N;NOM;MASC;SG	
léon	léon	léon	léon	PROPN;NOM;MASC;SG	PROPN;NOM;SG
planine	vuoria	planina	vuori	N;NOM;FEM;PL	N;PRT;PL
planine	vuorten	planina	vuori	N;NOM;FEM;PL	N;GEN;PL
planine	vuoristo	planina	vuoristo	N;NOM;FEM;PL	N;NOM;SG
vzpostavitev	perustamista	vzpostavitev	perustaminen	N;NOM;FEM;SG	N;PRT;SG
priznana	tunnustettu	priznan	tunnustaa	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
priznana	tunnustetaan	priznan	tunnustaa	ADJ;NOM;FEM;SG;V.PTCP	V;IND;PRS;FIN;PASS
priznana	myönsi	priznan	myöntää	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN;ACT
priznana	tunnustettiin	priznan	tunnustaa	ADJ;NOM;FEM;SG;V.PTCP	V;IND;PST;FIN;PASS
priznana	tunnustettu	priznan	tunnustaa	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
priznana	tunnustettu	priznan	tunnustaa	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
priznana	tunnistin	priznan	tunnistaa	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;1;PST;FIN;ACT
priznana	tunnisti	priznan	tunnistaa	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN;ACT
upokojen	eläkkeelle	upokojen	eläke	ADJ;NOM;INDF;MASC;SG	N;AT+ALL;SG
upokojen	eläkkeellä	upokojen	eläke	ADJ;NOM;INDF;MASC;SG	N;AT+ESS
;SG
pre	pre	pre	pre		N;NOM;SG
kalibra	kaliiperinen	kaliber	kaliiperinen	N;NOM;MASC;SG	ADJ;NOM;SG
jason	jason	jason	jaso	PROPN;NOM;MASC;SG	N;NOM;SG
jason	jasonin	jason	jasoni	PROPN;NOM;MASC;SG	N;GEN;SG
guillaume	guillaume	guillauma	guillaume	N;NOM;MASC;SG	N;AT+ESS
;PL
danny	danny	danny	danny	PROPN;NOM;MASC;SG	N;NOM;SG
skrajno	äärimmäinen	skrajno	äärimmäinen	ADV	ADJ;NOM;SG
skrajno	äärimmäisen	skrajno	äärimmäinen	ADV	ADJ;GEN;SG
skrajno	äärimmäistä	skrajno	äärimmäinen	ADV	ADJ;PRT;SG
ravna	litteä	raven	litteä	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;SG
ravna	tasainen	raven	tasainen	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;SG
instrument	välineen	instrument	väline	N;NOM;MASC;SG	N;GEN;SG
instrument	instrumentin	instrument	instrumentti	N;NOM;MASC;SG	N;GEN;SG
delec	hiukkasten	delec	hiukkanen	N;NOM;MASC;SG	N;GEN;PL
negativna	negatiiviset	negativen	negatiivinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
učitelji	opettajille	učitelj	opettaja	N;NOM;MASC;PL	N;AT+ALL;PL
učitelji	opettajia	učitelj	opettaja	N;NOM;MASC;PL	N;PRT;PL
izkoristek	tehon	izkoristek	teho	N;NOM;MASC;SG	N;GEN;SG
izkoristek	tehokkuutta	izkoristek	tehokkuus	N;NOM;MASC;SG	N;PRT;SG
izkoristek	tehoa	izkoristek	teho	N;NOM;MASC;SG	N;PRT;SG
izkoristek	tehokkuutta	izkoristek	tehokkuus	N;NOM;MASC;SG	N;PRT;SG
izkoristek	tehokkuuden	izkoristek	tehokkuus	N;NOM;MASC;SG	N;GEN;SG
zatočišče	suojaa	zatočišče	suoja	N;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
zatočišče	turvapaikan	zatočišče	turva#paikka	N;NOM;NEUT;SG	N;GEN;SG
brod	brod	brod	brod	N;NOM;MASC;SG	INTJ
zaposlitve	työpaikkoja	zaposlitev	työ#paikka	N;NOM;FEM;PL	N;PRT;PL
zaposlitve	työllisyys	zaposlitev	työllisyys	N;NOM;FEM;PL	N;NOM;SG
zaposlitve	työllisyyden	zaposlitev	työllisyys	N;NOM;FEM;PL	N;GEN;SG
sivo	gray	siv	gray	ADJ;NOM;NEUT;SG	PROPN;NOM;SG
sivo	harmaata	siv	harmaa	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
sivo	harmaita	siv	harmaa	ADJ;NOM;NEUT;SG	ADJ;PRT;PL
sivo	harmaata	siv	harmaa	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
sivo	grey	siv	grey	ADJ;NOM;NEUT;SG	
vlakna	kuitu	vlakno	kuittua	N;NOM;NEUT;PL	N;NOM;SG
vlakna	kuituja	vlakno	kuitu	N;NOM;NEUT;PL	N;PRT;PL
vlakna	kuitu	vlakno	kuittua	N;NOM;NEUT;PL	N;NOM;SG
vlakna	kuitua	vlakno	kuitua	N;NOM;NEUT;PL	N;PRT;SG
vlakna	kuituja	vlakno	kuitu	N;NOM;NEUT;PL	N;PRT;PL
vlakna	kuitujen	vlakno	kuitu	N;NOM;NEUT;PL	N;GEN;PL
vlakna	kuituja	vlakno	kuitu	N;NOM;NEUT;PL	N;PRT;PL
izdelani	tekaistu	izdelan	tekaista	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;PASS
keramike	keramiikka	keramika	keramiikka	N;NOM;FEM;PL	N;NOM;SG
arizona	arizonassa	arizon	arizona	PROPN;NOM;MASC;SG	N;IN+ESS;SG
arizona	arizonan	arizon	arizona	PROPN;NOM;MASC;SG	N;GEN;SG
zmogljivosti	kapasiteetti	zmogljivost	kapasiteetti	N;GEN;FEM;SG	N;NOM;SG
zmogljivosti	valmiuksia	zmogljivost	valmius	N;GEN;FEM;SG	N;PRT;PL
zmogljivosti	valmiudet	zmogljivost	valmius	N;GEN;FEM;SG	N;NOM;PL
zmogljivosti	kapasiteetti	zmogljivost	kapasiteetti	N;GEN;FEM;SG	N;NOM;SG
zmogljivosti	valmius	zmogljivost	valmius	N;GEN;FEM;SG	N;NOM;SG
zmogljivosti	valmiudet	zmogljivost	valmius	N;GEN;FEM;SG	N;NOM;PL
zmogljivosti	valmiudet	zmogljivost	valmius	N;GEN;FEM;SG	N;NOM;PL
zmogljivosti	kyvyt	zmogljivost	kyky	N;GEN;FEM;SG	N;NOM;PL
zmogljivosti	valmiuksia	zmogljivost	valmius	N;GEN;FEM;SG	N;PRT;PL
spektra	taajuuksien	spekter	taajuus	N;NOM;MASC;SG	N;GEN;PL
santo	santo	santa	santo	N;NOM;MASC;SG	PROPN;NOM;SG
meč	miekkaa	meč	miekka	N;NOM;MASC;SG	N;PRT;SG
meč	miekan	meč	miekka	N;NOM;MASC;SG	N;GEN;SG
upanje	toivoa	upanje	toivo	N;NOM;NEUT;SG	N;PRT;SG
upanje	toivottavasti	upanje	toivottavasti	N;NOM;NEUT;SG	ADV
avtomobilska	autoteollisuus	avtomobilski	autoteollisuus	ADJ;NOM;FEM;SG	N;NOM;SG
avtomobilska	autojen	avtomobilski	auto	ADJ;NOM;FEM;SG	N;GEN;PL
spoštovanje	kunnioittaa	spoštovanje	kunnioittaa	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
spoštovanje	kunnioita	spoštovanje	kunnio	N;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
spoštovanje	kunnioitusta	spoštovanje	kunnioitus	N;NOM;NEUT;SG	N;PRT;SG
chapelle	chapelle	chapella	chape	PROPN;NOM;FEM;SG	
arheološki	arkeologinen	arheološki	arkeologinen	ADJ;NOM;MASC;PL	ADJ;NOM;SG
eksplozije	räjähdys	eksplozija	räjähdys	N;NOM;FEM;PL	N;NOM;SG
eksplozije	räjähdyksen	eksplozija	räjähdys	N;NOM;FEM;PL	N;GEN;SG
eksplozije	räjähdyksiä	eksplozija	räjähdys	N;NOM;FEM;PL	N;PRT;PL
demokratična	demokraattiset	demokratičen	demokraattinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
preostale	jäljellä	preostal	jäljellä	ADJ;NOM;FEM;PL;V.PTCP	ADV
razvite	kehittynyt	razvit	kehittyä	ADJ;NOM;FEM;PL	V;NOM;SG;V.PTCP;ACT
razvite	kehitetty	razvit	kehittää	ADJ;NOM;FEM;PL	V;NOM;SG;V.PTCP;PASS
razvite	kehittyneet	razvit	kehittyä	ADJ;NOM;FEM;PL	V;NOM;PL;V.PTCP;ACT
razvite	kehitettiin	razvit	kehittää	ADJ;NOM;FEM;PL	V;IND;PST;FIN;PASS
moralno	moraalisesti	moralen	moraalisesti	ADJ;NOM;NEUT;SG	ADV
moralno	moraali	moralen	moraali	ADJ;NOM;NEUT;SG	N;NOM;SG
moralno	moraalista	moralen	moraali	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
negativni	negatiiviset	negativen	negatiivinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
razni	sekalaiset	razen	sekalainen	ADJ;NOM;MASC;PL	N;NOM;PL
zadovoljstvo	tyydytystä	zadovoljstvo	tyydytys	N;NOM;NEUT;SG	N;PRT;SG
zadovoljstvo	mielihyvää	zadovoljstvo	mieli#hyvä	N;NOM;NEUT;SG	N;PRT;SG
predpisi	sääntöjä	predpis	sääntö	N;NOM;MASC;PL	N;PRT;PL
usmerjeno	suunnattu	usmerjen	suunnata	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
usmerjeno	kohdistettu	usmerjen	kohdistaa	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
usmerjeno	kohdennettu	usmerjen	kohdentaa	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
hribi	vuoria	hrib	vuori	N;NOM;MASC;PL	N;PRT;PL
hribi	vuorten	hrib	vuori	N;NOM;MASC;PL	N;GEN;PL
hribi	vuoristo	hrib	vuoristo	N;NOM;MASC;PL	N;NOM;SG
hribi	hillsin	hrib	hilltä	N;NOM;MASC;PL	N;GEN;SG
hribi	hills	hrib	hills	N;NOM;MASC;PL	
oblačil	vaatteet	oblačilo	vaate	N;GEN;NEUT;PL	N;NOM;PL
oblačil	vaatetus	oblačilo	vaatetus	N;GEN;NEUT;PL	N;NOM;SG
oblačil	vaate	oblačilo	vaate	N;GEN;NEUT;PL	N;NOM;SG
oblačil	vaatteita	oblačilo	vaate	N;GEN;NEUT;PL	N;PRT;PL
administrator	valvojan	administrator	valvoja	N;NOM;MASC;SG	N;GEN;SG
licenca	lupakirjan	licenca	lupa#kirja	N;NOM;FEM;SG	N;GEN;SG
ska	ska	ska	ska	N;NOM;MASC;SG	PROPN;NOM;SG
tisoče	tuhannet	tisoče	tuhat	N;ACC;MASC;SG	N;NOM;PL
tisoče	tuhansia	tisoče	tuhat	N;ACC;MASC;SG	NUM;PRT;PL
ločitev	eroa	ločitev	ero	N;NOM;FEM;SG	N;PRT;SG
ločitev	avioeron	ločitev	avio#ero	N;NOM;FEM;SG	N;GEN;SG
meritev	mittauksia	meritev	mittaus	N;NOM;FEM;SG	N;PRT;PL
meritev	mittaukset	meritev	mittaus	N;NOM;FEM;SG	N;NOM;PL
meritev	mittaukset	meritev	mittaus	N;NOM;FEM;SG	N;NOM;PL
mine	maamiinojen	miniti	maa#miina	V;PFV;IND;SG;3;PRS;FIN	N;GEN;PL
mine	miinoja	miniti	miina	V;PFV;IND;SG;3;PRS;FIN	N;PRT;PL
spopadov	yhteenottoja	spopad	yhteen#otto	N;GEN;MASC;PL	N;PRT;PL
patent	patentin	patent	patentti	N;NOM;MASC;SG	N;GEN;SG
župnijo	seurakunta	župen	seura#kunta	N;ACC;FEM;SG	N;NOM;SG
tommy	tommyn	tommy	tommy		N;GEN;SG
tommy	tommy	tommy	tommy		PROPN;NOM;SG
bra	rintaliivit	bra	rinta#liivi	N;NOM;MASC;SG	N;NOM;PL
videm	udine	videm	udine	PROPN;NOM;MASC;SG	PROPN;NOM;SG
težavah	vaikeuksia	težava	vaikeus	N;ESS;FEM;PL	N;PRT;PL
težavah	vaikeudet	težava	vaikeus	N;ESS;FEM;PL	N;NOM;PL
težavah	vaikeus	težava	vaikeus	N;ESS;FEM;PL	N;NOM;SG
doris	doris	doris	doris	PROPN;NOM;FEM;SG	N;NOM;SG
primerni	sopivan	primeren	sopia	ADJ;NOM;MASC;PL	V;GEN;SG;V.PTCP;ACT
primerni	soveltuva	primeren	soveltua	ADJ;NOM;MASC;PL	V;NOM;SG;V.PTCP;ACT
primerni	sopiva	primeren	sopiva	ADJ;NOM;MASC;PL	ADJ;NOM;SG
auf	auf	auf	auf		INTJ
tower	torni	tower	torni		N;NOM;SG
tower	tower	tower	tower		N;NOM;SG
tower	tornissa	tower	torni		N;IN+ESS;SG
tower	tornin	tower	torni		N;GEN;SG
odvisni	riippuvaisia	odvisen	riippuvainen	ADJ;NOM;MASC;PL	ADJ;PRT;PL
odvisni	riippuvainen	odvisen	riippuvainen	ADJ;NOM;MASC;PL	ADJ;NOM;SG
dodajanje	lisäystä	dodajanje	lisäys	N;NOM;NEUT;SG	N;PRT;SG
dodajanje	lisätään	dodajanje	lisätä	N;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
dodajanje	lisää	dodajanje	lisää	N;NOM;NEUT;SG	ADV
