категория	kategori	категория	kategori	N;INDF;FEM;SG	
земя	yeryüzü	земя	yeryüzü	N;INDF;FEM;SG	
земя	toprak	земя	toprak	N;INDF;FEM;SG	
земя	arazi	земя	arazi	N;INDF;FEM;SG	
земя	kara	земя	kara	N;INDF;FEM;SG	
земя	land	земя	la	N;INDF;FEM;SG	PROPN;NOM;SG;3
земя	zemin	земя	zemin	N;INDF;FEM;SG	
земи	toprak	земя	toprak	N;INDF;FEM;PL	
земи	arsa	земя	arsa	N;INDF;FEM;PL	N;NOM;SG;3
земи	arazi	земя	arazi	N;INDF;FEM;PL	
земи	kara	земя	kara	N;INDF;FEM;PL	
земи	land	земя	la	N;INDF;FEM;PL	PROPN;NOM;SG;3
цска	cska	цски	cska	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
турски	türkçe	турски	türkçe	ADJ;INDF;MASC;SG	
проблеми	sıkıntı	проблем	sıkıntı	N;INDF;MASC;PL	
проблеми	bela	проблем	bela	N;INDF;MASC;PL	
проблеми	dert	проблем	dert	N;INDF;MASC;PL	
проблеми	sorun	проблем	sorun	N;INDF;MASC;PL	
европейски	avrupa	европейски	avrupa	ADJ;INDF;MASC;SG	
европейски	avrupalı	европейски	avrupalı	ADJ;INDF;MASC;SG	
пост	post	пост	post	N;INDF;MASC;SG	
пътя	yol	път	yol	N;DEF;MASC;SG	
процес	süreç	процес	süreç	N;INDF;MASC;SG	
процес	işlem	процес	işlem	N;INDF;MASC;SG	
процес	duruşma	процес	duruş	N;INDF;MASC;SG	
представител	temsilci	представител	temsilci	N;INDF;MASC;SG	
представител	temsilci	представител	temsilci	N;INDF;MASC;SG	
участието	katılım	участие	katılım	N;DEF;NEUT;SG	
гай	gaius	гай	gaius	PROPN;INDF;MASC;SG	
гай	guy	гай	guy	PROPN;INDF;MASC;SG	
гай	adam	гай	adam	PROPN;INDF;MASC;SG	N;NOM;SG;3
ново	yeni	нов	yeni	ADV	ADJ
списание	dergi	списание	dergi	N;INDF;NEUT;SG	
списание	magazin	списание	magazin	N;INDF;NEUT;SG	
неговия	onunki	мой	onunki	DET;DEF;MASC;SG;3	
неговия	onun	мой	o	DET;DEF;MASC;SG;3	PRO;GEN;SG;3
елементи	element	елемент	element	N;INDF;MASC;PL	N;NOM;SG;3
битка	savas	битка	savas	N;INDF;FEM;SG	
битка	dövüş	битка	dövüş	N;INDF;FEM;SG	
битка	mücadele	битка	mücadele	N;INDF;FEM;SG	
съдия	yargıç	съдия	yargıç	N;INDF;MASC;SG	
съдия	hâkim	съдия	hâkim	N;INDF;MASC;SG	
съдия	hakim	съдия	hakim	N;INDF;MASC;SG	
съдия	hakem	съдия	hakem	N;INDF;MASC;SG	
показва	gösteriyor	показвам-(се)	göster	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
връзки	bağlar	връзка	bağla	N;INDF;FEM;PL	
връзки	ilişki	връзка	ilişki	N;INDF;FEM;PL	N;NOM;SG;3
връзки	bağlar	връзка	bağla	N;INDF;FEM;PL	
средства	fon	средство	fon	N;INDF;NEUT;PL	
произведения	çalışır	произведение	çalış	N;INDF;NEUT;PL	
произведения	çalışıyor	произведение	çalış	N;INDF;NEUT;PL	V;PROG;IND;SG;3;POS;INFM;PRS
ниво	düzey	ниво	düzey	N;INDF;NEUT;SG	
ниво	seviye	ниво	sev	N;INDF;NEUT;SG	
езерото	göl	езеро	göl	N;DEF;NEUT;SG	
армията	ordu	армия	ordu	N;DEF;FEM;SG	
разположена	bulunan	разположа-(се)	bulun	V;PFV;INDF;FEM;SG;V.PTCP;PASS	
петров	petrov	петров	petrov	N;INDF;MASC;SG	
месец	aylık	месец	aylık	N;INDF;MASC;SG	
испански	ispanyollar	испански	ispanyol	ADJ;INDF;MASC;SG	N;NOM;PL;3
испански	ispanyol	испански	ispanyol	ADJ;INDF;MASC;SG	
испански	ispanyolca	испански	ispanyolca	ADJ;INDF;MASC;SG	
развива	geliştirir	развивам-(се)	geliş	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;CAUS
украйна	ukrayna	украйна	ukra	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
убит	öldürdüm	убия	öl	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;SG;1;POS;PST;CAUS
убит	öldürdü	убия	öl	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;CAUS
столица	başkent	столица	başkent	N;INDF;FEM;SG	
столица	sermaye	столица	sermaye	N;INDF;FEM;SG	
черно	black	черен	black	ADV	
черно	siyah	черен	siyah	ADV	
черно	kara	черен	kara	ADV	
децата	çocuk	дете	çocuk	N;DEF;NEUT;PL	N;NOM;SG;3
открива	keşfeder	откривам-(се)	keşfe	V;IPFV;IND;SG;3;PRS;FIN;ACT	
поет	şair	поет	şair	N;INDF;MASC;SG	
двойки	çiftlere	двойка	çift	N;INDF;FEM;PL	ADJ;DAT;PL;3
двойки	çiftler	двойка	çift	N;INDF;FEM;PL	ADJ;NOM;PL;3
двойки	çiftleri	двойка	çift	N;INDF;FEM;PL	ADJ;ACC;PL;3
двойки	çiftler	двойка	çift	N;INDF;FEM;PL	ADJ;NOM;PL;3
републикански	cumhuriyet	републикански	cumhuriyet	ADJ;INDF;MASC;SG	
републикански	cumhuriyetçiler	републикански	cumhuriyetçi	ADJ;INDF;MASC;SG	N;NOM;PL;3
републикански	cumhuriyetçi	републикански	cumhuriyetçi	ADJ;INDF;MASC;SG	N;NOM;SG;3
успех	başarılar	успех	başarı	N;INDF;MASC;SG	N;NOM;PL;3
успех	başarılı	успех	başarılı	N;INDF;MASC;SG	
успех	başarı	успех	başarı	N;INDF;MASC;SG	
павел	pavel	павел	pavel	PROPN;INDF;MASC;SG	
секретар	sekreter	секретар	sekreter	N;INDF;MASC;SG	
секретар	bakan	секретар	bak	N;INDF;MASC;SG	
компания	şirket	компания	şirket	N;INDF;FEM;SG	
компания	bölük	компания	bölük	N;INDF;FEM;SG	
съпругата	eş	съпруга	eş	N;DEF;FEM;SG	
съпругата	eşi	съпруга	eş	N;DEF;FEM;SG	ADJ;NOM;SG;3
съпругата	karın	съпруга	kar	N;DEF;FEM;SG	
участват	katılmak	участвам	kat	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
годишна	yıllık	годишна	yıllık	ADJ;INDF;FEM;SG	
годишна	senelik	годишна	senelik	ADJ;INDF;FEM;SG	
вместо	yerine	вместо	yer	ADP	N;DAT;SG;3
тракия	trakya	трак	trakya	PROPN;INDF;FEM;SG	
възможно	muhtemel	възможно	muhtemel	ADV	
възможно	mümkün	възможно	mümkün	ADV	
възможно	olası	възможно	olası	ADV	
висока	high	висок	high	ADJ;INDF;FEM;SG	
висока	yükseklerde	висок	yüksek	ADJ;INDF;FEM;SG	ADJ;ESS;PL;3
висока	çak	висок	çak	ADJ;INDF;FEM;SG	
висока	yükseğe	висок	yüksek	ADJ;INDF;FEM;SG	
висока	uzundu	висок	uzun	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;POS;PST;PASS
ширина	genişlik	ширина	genişlik	N;INDF;FEM;SG	
обявява	duyurdu	обявявам-(се)	duyur	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PST
загора	zagora	загора	zagor	N;INDF;FEM;SG	PROPN;NOM;SG;3
източник	kaynağı	източник	kaynak	N;INDF;MASC;SG	
източник	kaynak	източник	kaynak	N;INDF;MASC;SG	
модел	manken	модел	manken	N;INDF;MASC;SG	
модел	model	модел	model	N;INDF;MASC;SG	
колев	kolev	колев	kolev	PROPN;INDF;MASC;SG	
културни	kültür	културен	kültür	ADJ;INDF;PL	
статистика	istatistikleri	статистика	ista	N;INDF;FEM;SG	N;NOM;PL;3
статистика	istatistik	статистика	istatistik	N;INDF;FEM;SG	
статистика	istatistikler	статистика	istatistik	N;INDF;FEM;SG	N;NOM;PL;3
статистика	istatistikleri	статистика	ista	N;INDF;FEM;SG	N;NOM;PL;3
статистика	istatistik	статистика	istatistik	N;INDF;FEM;SG	
статистика	istatistikler	статистика	istatistik	N;INDF;FEM;SG	N;NOM;PL;3
статистика	istatistik	статистика	istatistik	N;INDF;FEM;SG	
анна	anna	анна	anna	PROPN;INDF;FEM;SG	
момент	anı	момент	an	N;INDF;MASC;SG	
температура	ateş	температура	ateş	N;INDF;FEM;SG	
температура	ates	температура	ates	N;INDF;FEM;SG	
температура	isı	температура	isı	N;INDF;FEM;SG	
предлага	teklifler	предлагам	teklif	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
предлага	teklifleri	предлагам	teklif	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
предлага	teklif	предлагам	teklif	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG;3
глава	bölüm	глава	bölüm	N;INDF;FEM;SG	
глава	kafa	глава	kafa	N;INDF;FEM;SG	
водата	su	вода	su	N;DEF;FEM;SG	
дело	case	дело	case	N;INDF;NEUT;SG	
дело	vaka	дело	vaka	N;INDF;NEUT;SG	
дело	dava	дело	dava	N;INDF;NEUT;SG	
отношения	ilişki	отношение	ilişki	N;INDF;NEUT;PL	N;NOM;SG;3
отношения	ilişki	отношение	ilişki	N;INDF;NEUT;PL	N;NOM;SG;3
отношения	ilişkisi	отношение	ilişki	N;INDF;NEUT;PL	N;NOM;SG;3
позволява	sağlar	позволявам-(си)	sağ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
въпрос	soru	въпрос	soru	N;INDF;MASC;SG	
въпрос	sorum	въпрос	sorum	N;INDF;MASC;SG	
пол	cinsiyet	пол	cinsiyet	N;INDF;MASC;SG	
пол	paul	пол	paul	N;INDF;MASC;SG	
дружество	şirket	дружество	şirket	N;INDF;NEUT;SG	
дружество	bölük	дружество	bölük	N;INDF;NEUT;SG	
профил	profil	профил	profil	N;INDF;MASC;SG	
профил	profili	профил	profili	N;INDF;MASC;SG	
сезона	mevsim	сезон	mevsim	N;DEF;MASC;SG	
сезона	sezon	сезон	sezon	N;DEF;MASC;SG	
сградата	inşaat	сграда	inşaat	N;DEF;FEM;SG	
сградата	bina	сграда	bina	N;DEF;FEM;SG	
сградата	inşa	сграда	inşa	N;DEF;FEM;SG	
значително	önemli	значително	önemli	ADV	
определя	belirler	определям-(се)	belir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
определя	set	определям-(се)	set	V;IPFV;IND;SG;3;PRS;FIN;ACT	
определя	setleri	определям-(се)	set	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
определя	ayarlar	определям-(се)	ayar	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
определя	tanımlar	определям-(се)	tanım	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
русе	ruse	русе	rus	PROPN;INDF;NEUT;SG	PROPN;NOM;SG;3
кораб	gemi	кораб	gemi	N;INDF;MASC;SG	
кораб	gemi	кораб	gemi	N;INDF;MASC;SG	
кораб	kayık	кораб	kayık	N;INDF;MASC;SG	
кораб	tekne	кораб	tekne	N;INDF;MASC;SG	
кораб	sandal	кораб	sandal	N;INDF;MASC;SG	
кораб	bot	кораб	bot	N;INDF;MASC;SG	
кораб	gemi	кораб	gemi	N;INDF;MASC;SG	
икономика	ekonomi	икономика	ekonomi	N;INDF;FEM;SG	
икономика	ekonomik	икономика	ekonomik	N;INDF;FEM;SG	ADJ
икономика	ekonomi	икономика	ekonomi	N;INDF;FEM;SG	
офицер	memur	офицер	memur	N;INDF;MASC;SG	
офицер	subay	офицер	subay	N;INDF;MASC;SG	
цялото	tüm	цял	tüm	ADJ;DEF;NEUT;SG	DET
цялото	tamamı	цял	tamam	ADJ;DEF;NEUT;SG	
общество	topluluk	общество	topluluk	N;INDF;NEUT;SG	
общество	toplum	общество	toplum	N;INDF;NEUT;SG	
дълго	uzun	дълго	uzun	ADV	ADJ
дълго	long	дълго	long	ADV	
езеро	göl	езеро	göl	N;INDF;NEUT;SG	
папа	papa	пап	papa	N;INDF;MASC;SG	
папа	pope	пап	pope	N;INDF;MASC;SG	
спас	spas	спас	spas	PROPN;INDF;MASC;SG	
основа	temel	основа	temel	N;INDF;FEM;SG	ADJ
основа	vakıf	основа	vakıf	N;INDF;FEM;SG	
основа	üs	основа	üs	N;INDF;FEM;SG	
основа	baz	основа	baz	N;INDF;FEM;SG	
основа	üssü	основа	üss	N;INDF;FEM;SG	
основа	taban	основа	taban	N;INDF;FEM;SG	
елизабет	elisabeth	елизабет	elisabeth	N;INDF;FEM;SG	PROPN;NOM;SG;3
дума	kelime	дума	kelim	N;INDF;FEM;SG	
дума	laf	дума	laf	N;INDF;FEM;SG	
дума	söz	дума	söz	N;INDF;FEM;SG	
дума	sözcük	дума	sözcük	N;INDF;FEM;SG	
полет	uçuş	полет	uçuş	N;INDF;MASC;SG	
двама	iki	двама	iki	NUM;INDF;PL	
реки	rivers	река	rivers	N;INDF;FEM;PL	PROPN;NOM;SG;3
среда	çevre	среда	çevre	N;INDF;FEM;SG	
среда	ortam	среда	ortam	N;INDF;FEM;SG	
среда	çevre	среда	çevre	N;INDF;FEM;SG	
избори	seçim	избор	seçim	N;INDF;MASC;PL	
избори	seçim	избор	seçim	N;INDF;MASC;PL	
ясно	açık	ясно	açık	ADV	ADJ
ясно	net	ясно	net	ADV	
ясно	temizle	ясно	temiz	ADV	V;PFV;IMP;SG;2;POS;PRS
ясно	temiz	ясно	temiz	ADV	
ясно	berrak	ясно	berrak	ADV	
ясно	açıkça	ясно	açıkça	ADV	
актриси	aktrisler	актриса	aktris	N;INDF;FEM;PL	
актриси	artist	актриса	artist	N;INDF;FEM;PL	
актриси	aktris	актриса	aktris	N;INDF;FEM;PL	
актриси	oyuncu	актриса	oyuncu	N;INDF;FEM;PL	
минути	dakika	минута	dakika	N;INDF;FEM;PL	
минути	dakika	минута	dakika	N;INDF;FEM;PL	
паметник	anıt	паметник	anıt	N;INDF;MASC;SG	
губи	kaybetmek	губя-(се)	kaybet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
губи	kaybediyor	губя-(се)	kaybet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
губи	kaybediyor	губя-(се)	kaybet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
губи	kaybeder	губя-(се)	kaybet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
губи	kaybetmek	губя-(се)	kaybet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
губи	kaybeder	губя-(се)	kaybet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
достатъчно	yeter	достатъчно	yet	ADV	
формата	şekil	форма	şekil	N;DEF;FEM;SG	
формата	biçim	форма	biçim	N;DEF;FEM;SG	
включват	dahil	включвам-(се)	dahil	V;IPFV;IND;PL;3;PRS;FIN;ACT	
включват	içerir	включвам-(се)	içeri	V;IPFV;IND;PL;3;PRS;FIN;ACT	
включват	dahil	включвам-(се)	dahil	V;IPFV;IND;PL;3;PRS;FIN;ACT	
уилям	william	уилям	william	N;INDF;MASC;SG	
белгия	belçika	белгия	belçika	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
говори	konuş	говоря	konuş	V;IPFV;IND;SG;3;PRS;FIN;ACT	
говори	konuşmak	говоря	konuş	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
говори	talk	говоря	talk	V;IPFV;IND;SG;3;PRS;FIN;ACT	
говори	konuşma	говоря	konuş	V;IPFV;IND;SG;3;PRS;FIN;ACT	
говори	konuş	говоря	konuş	V;IPFV;IND;SG;3;PRS;FIN;ACT	
думи	kelime	дума	kelim	N;INDF;FEM;PL	
школа	okul	школа	okul	N;INDF;FEM;SG	
школа	school	школа	school	N;INDF;FEM;SG	
шест	six	шест	six	NUM;INDF;PL	
шест	alti	шест	alti	NUM;INDF;PL	
хиляди	binlerce	хиляда	binlerce	N;INDF;FEM;PL	NUM
хиляди	binlercesi	хиляда	binle	N;INDF;FEM;PL	ADV
заместник	vekil	заместник	vekil	N;INDF;MASC;SG	
заместник	yardımcı	заместник	yardımcı	N;INDF;MASC;SG	
гвинея	gine	гвинея	gin	N;INDF;FEM;SG	
храм	temple	храм	temp	N;INDF;MASC;SG	PROPN;NOM;SG;3
горна	üst	горен	üst	ADJ;INDF;FEM;SG	
отказва	reddediyor	отказвам-(се)	reddet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
отказва	reddetti	отказвам-(се)	reddet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PST
ботев	botev	ботев	botev	PROPN;INDF;MASC;SG	
постепенно	kademeli	постепенно	kademeli	ADV	
постепенно	aşamalı	постепенно	aşamalı	ADV	
построена	inşa	построя-(се)	inşa	V;PFV;INDF;FEM;SG;V.PTCP;PASS	
забележителности	nundur	забележителност	nundur	N;INDF;FEM;PL	
забележителности	gezinti	забележителност	gezint	N;INDF;FEM;PL	
забележителности	gezi	забележителност	gez	N;INDF;FEM;PL	
контрол	kontrol	контрол	kontrol	N;INDF;MASC;SG	
контрол	control	контрол	control	N;INDF;MASC;SG	
контрол	denetim	контрол	denetim	N;INDF;MASC;SG	
контрол	kontroller	контрол	kontrol	N;INDF;MASC;SG	N;NOM;PL;3
контрол	kontrolleri	контрол	kontrol	N;INDF;MASC;SG	N;ACC;PL;3
жан	jean	жан	jean	PROPN;INDF;MASC;SG	
жан	jeanne	жан	Teanne	PROPN;INDF;MASC;SG	
американска	amerikalı	американски	amerikalı	ADJ;INDF;FEM;SG	
американска	amerikan	американски	amerikan	ADJ;INDF;FEM;SG	
американска	american	американски	american	ADJ;INDF;FEM;SG	N;NOM;SG;3
границата	sınır	граница	sınır	N;DEF;FEM;SG	
римска	romalı	римски	romalı	ADJ;INDF;FEM;SG	
римска	roman	римски	roman	ADJ;INDF;FEM;SG	
океан	okyanus	океан	okyanus	N;INDF;MASC;SG	
океан	okyanuslar	океан	okyanus	N;INDF;MASC;SG	N;NOM;PL;3
зрители	seyirci	зрител	seyirci	N;INDF;MASC;PL	
зрители	görenler	зрител	gören	N;INDF;MASC;PL	
география	coğrafi	география	coğrafi	N;INDF;FEM;SG	
география	coğrafya	география	coğrafya	N;INDF;FEM;SG	
административно	idari	административен	idari	ADV	
победи	alt	победа	alt	N;INDF;FEM;PL	
победи	kazanın	победа	kaza	N;INDF;FEM;PL	N;GEN;SG;3
победи	kazanmak	победа	kazan	N;INDF;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
победи	galibiyet	победа	galibiyet	N;INDF;FEM;PL	N;NOM;SG;3
победи	kazan	победа	kazan	N;INDF;FEM;PL	
елена	helena	елен	helen	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
елена	elena	елен	elen	PROPN;INDF;FEM;SG	
статистиката	istatistikleri	статистика	ista	N;DEF;FEM;SG	N;NOM;PL;3
статистиката	istatistik	статистика	istatistik	N;DEF;FEM;SG	
статистиката	istatistikler	статистика	istatistik	N;DEF;FEM;SG	N;NOM;PL;3
роли	rol	рола	rol	N;INDF;FEM;PL	
роли	roller	рола	rol	N;INDF;FEM;PL	
роли	rulo	рола	rulo	N;INDF;FEM;PL	
роли	rolls	рола	rolls	N;INDF;FEM;PL	
лудвиг	ludwig	лудвиг	ludbig	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
космически	evrensel	космически	evrensel	ADJ;INDF;MASC;SG	
космически	kozmik	космически	kozmik	ADJ;INDF;MASC;SG	
представя	hediye	представям-(се)	hedi	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG;3
представя	sunar	представям-(се)	sunar	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG;3
представя	hediyeleri	представям-(се)	hediye	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ACC;PL;3
представя	hediyeler	представям-(се)	hediye	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
сграда	inşaat	сграда	inşaat	N;INDF;FEM;SG	
сграда	bina	сграда	bina	N;INDF;FEM;SG	
сграда	inşa	сграда	inşa	N;INDF;FEM;SG	
македонски	makedonya	македонски	makedonya	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
македонски	makedon	македонски	makedon	PROPN;INDF;MASC;SG	
виж	görün	видя-(се)	görün	V;PFV;IMP;SG;2;FIN	V;PFV;IMP;PL;2;POS;PRS
виж	görmek	видя-(се)	gör	V;PFV;IMP;SG;2;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
съдържание	içerik	съдържание	içerik	N;INDF;NEUT;SG	
съдържание	içerikler	съдържание	içerik	N;INDF;NEUT;SG	N;NOM;PL;3
съдържание	içindekiler	съдържание	içindeki	N;INDF;NEUT;SG	ADJ;NOM;PL;3
съдържание	içerik	съдържание	içerik	N;INDF;NEUT;SG	
съдържание	içerikler	съдържание	içerik	N;INDF;NEUT;SG	N;NOM;PL;3
китара	gitar	китар	gitar	N;INDF;FEM;SG	
мъже	erkekler	мъж	erkek	N;INDF;MASC;PL	ADJ;NOM;PL;3
мъже	men	мъж	men	N;INDF;MASC;PL	
мъже	erkek	мъж	erkek	N;INDF;MASC;PL	
югославия	yugoslavya	югославия	yugoslavya	PROPN;INDF;FEM;SG	N;NOM;SG;3
епископ	piskopos	епископ	piskopos	N;INDF;MASC;SG	
епископ	bishop	епископ	bishop	N;INDF;MASC;SG	PROPN;NOM;SG;3
епископ	fil	епископ	fil	N;INDF;MASC;SG	
северно	kuzey	северно	kuzey	ADV	
северно	kuzeyde	северно	kuzeyde	ADV	N;ESS;SG;3
северно	north	северно	north	ADV	PROPN;NOM;SG;3
северно	kuzeye	северно	kuze	ADV	N;DAT;SG;3
георгиев	georgiev	георгиев	georgiev	PROPN;INDF;MASC;SG	
музиката	music	музика	music	N;DEF;FEM;SG	
музиката	müzik	музика	müzik	N;DEF;FEM;SG	
острова	ada	острова	ada	N;DEF;MASC;SG	
морски	marine	морски	marin	ADJ;INDF;MASC;SG	
морски	deniz	морски	deniz	ADJ;INDF;MASC;SG	
морски	denizcilik	морски	denizcilik	ADJ;INDF;MASC;SG	N;NOM;SG;3
морски	denizci	морски	denizci	ADJ;INDF;MASC;SG	
морски	denizcilik	морски	denizcilik	ADJ;INDF;MASC;SG	N;NOM;SG;3
морски	denizcilik	морски	denizcilik	ADJ;INDF;MASC;SG	N;NOM;SG;3
иска	istiyor	искам	iste	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
черна	black	чер	black	ADJ;INDF;FEM;SG	
черна	siyah	чер	siyah	ADJ;INDF;FEM;SG	
черна	kara	чер	kara	ADJ;INDF;FEM;SG	
високо	high	високо	high	ADV	
високо	yükseklerde	високо	yüksek	ADV	ADJ;ESS;PL;3
високо	çak	високо	çak	ADV	
високо	yükseğe	високо	yüksek	ADV	
високо	yüksek	високо	yüksek	ADV	ADJ
използвани	kullanılan	използвам	kullan	V;IPFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
използвани	kullanılmış	използвам	kullan	V;IPFV;INDF;PL;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
използвани	kullanıldı	използвам	kullan	V;IPFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
използвани	kullanılır	използвам	kullan	V;IPFV;INDF;PL;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PASS
революция	devrim	революция	devrim	N;INDF;FEM;SG	
пример	örnek	пример	örnek	N;INDF;MASC;SG	
пример	örneğin	пример	örneğin	N;INDF;MASC;SG	CONJ
луи	louis	луя	louis	N;INDF;MASC;SG	
луи	louie	луя	loui	N;INDF;MASC;SG	
олимпийски	olimpiyat	олимпийски	olimpiyat	PROPN;INDF;MASC;SG	N;NOM;SG;3
олимпийски	olimpik	олимпийски	ol	PROPN;INDF;MASC;SG	N;NOM;SG;3
колумбия	kolombiya	колумбия	kolombiya	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
колумбия	columbia	колумбия	columbia	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
колумбия	kolombiya	колумбия	kolombiya	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
полски	polonyalı	полски	polonyalı	ADJ;INDF;MASC;SG	
полски	lehçe	полски	lehçe	ADJ;INDF;MASC;SG	
радио	radio	радио	radio	N;INDF;NEUT;SG	
радио	radyo	радио	radyo	N;INDF;NEUT;SG	
радио	telsiz	радио	telsiz	N;INDF;NEUT;SG	ADJ
национална	millî	национален	millî	ADJ;INDF;FEM;SG	
национална	national	национален	national	ADJ;INDF;FEM;SG	N;DAT;SG;3
национална	ulusal	национален	ulusal	ADJ;INDF;FEM;SG	
политическа	siyasi	политически	siyasi	ADJ;INDF;FEM;SG	
политическа	politik	политически	politik	ADJ;INDF;FEM;SG	
политическа	siyasal	политически	siyasal	ADJ;INDF;FEM;SG	
сръбски	sırp	сръбски	sırp	ADJ;INDF;MASC;SG	
сръбски	sırp	сръбски	sırp	ADJ;INDF;MASC;SG	
маса	tablo	маса	tablo	N;INDF;FEM;SG	
маса	sofra	маса	sofra	N;INDF;FEM;SG	
маса	masa	маса	masa	N;INDF;FEM;SG	
маса	kitle	маса	kitle	N;INDF;FEM;SG	
маса	ayin	маса	ayin	N;INDF;FEM;SG	
маса	toplu	маса	toplu	N;INDF;FEM;SG	
маса	kütle	маса	kütle	N;INDF;FEM;SG	
обекти	nesne	обект	nesne	N;INDF;MASC;PL	
робърт	robert	робърт	robert	PROPN;INDF;MASC;SG	
борба	güreş	борба	güreş	N;INDF;FEM;SG	
борба	mücadele	борба	mücadele	N;INDF;FEM;SG	
борба	dövüşmek	борба	dövüş	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
борба	dövüş	борба	dövüş	N;INDF;FEM;SG	
борба	mücadele	борба	mücadele	N;INDF;FEM;SG	
борба	dövüş	борба	dövüş	N;INDF;FEM;SG	
борба	mücadele	борба	mücadele	N;INDF;FEM;SG	
практика	antrenman	практика	antrenman	N;INDF;FEM;SG	
практика	pratik	практика	pratik	N;INDF;FEM;SG	
практика	alıştırma	практика	alış	N;INDF;FEM;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
епоха	çağ	епоха	çağ	N;INDF;FEM;SG	
план	plân	план	pl	N;INDF;MASC;SG	
план	planla	план	plan	N;INDF;MASC;SG	
план	plan	план	plan	N;INDF;MASC;SG	
швейцария	isviçre	швейцария	isviçre	PROPN;INDF;FEM;SG	
швейцария	isviçreli	швейцария	isviçreli	PROPN;INDF;FEM;SG	
посолство	elçilik	посолство	elçilik	N;INDF;NEUT;SG	
военно	askeriye	военен	askeri	ADV	N;DAT;SG;3
военно	ordu	военен	ordu	ADV	
военно	asker	военен	asker	ADV	
военно	askerlik	военен	askerlik	ADV	N;NOM;SG;3
военно	askeri	военен	askeri	ADV	
средно	ortalama	средно	ortalama	ADV	
средно	medyum	средно	medyu	ADV	N;NOM;SG;3
средно	ortam	средно	ortam	ADV	
средно	orta	средно	orta	ADV	
сериал	serisi	сериал	seri	N;INDF;MASC;SG	PROPN;NOM;SG;3
