năm	pět	năm	pět	N	NUM;NOM;SG
gồm	včetně	gồm	včetně	V	ADP;GEN
gồm	zahrnuto	gồm	zahrnutý	V	ADJ;NEUT;SG;POS;V.PTCP;PASS
gồm	zahrnuté	gồm	zahrnutý	V	ADJ;NOM;NEUT;SG;POS
gồm	sestávající	gồm	sestávající	V	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
kinh	sútra	kinh	sútra	V	N;NOM;FEM;SG;POS
kinh	peking	kinh	peking	V	PROPN;INAN;NOM;MASC;SG;POS
kinh	peking	kinh	peking	V	PROPN;INAN;NOM;MASC;SG;POS
biển	mořská	biển	mořský	N	ADJ;NOM;FEM;SG;POS
biển	ocean	biển	ocean	N	PROPN;NOM;MASC;SG;POS
cứng	těžce	cứng	těžce	ADJ	ADV;POS
cứng	tvrdě	cứng	tvrdě	ADJ	ADV
tiếp	další	tiếp	další	V	ADJ;NOM;MASC;SG;POS
tiếp	dále	tiếp	dále	V	ADV
thảo	konferenční	thảo	konferenční	N	ADJ;NOM;MASC;SG;POS
rằng	to	rằng	ten	CONJ	DET;NOM;NEUT;SG
rằng	že	rằng	že	CONJ	CONJ
đánh	beat	đánh	beat	V	N;INAN;NOM;MASC;SG;POS
đánh	hit	đánh	hit	V	N;INAN;NOM;MASC;SG;POS
nhạc	hudbu	nhạc	hudba	V	N;ACC;FEM;SG;POS
nhạc	music	nhạc	music	V	PROPN;FEM;POS
nhạc	hudba	nhạc	hudba	V	N;NOM;FEM;SG;POS
nhạc	hudební	nhạc	hudební	V	ADJ;NOM;MASC;SG;POS
nhạc	muzikál	nhạc	muzikál	V	N;INAN;NOM;MASC;SG;POS
nhạc	hudební	nhạc	hudební	V	ADJ;NOM;MASC;SG;POS
hóa	chemická	hóa	chemický		ADJ;NOM;FEM;SG;POS
hóa	chemikálie	hóa	chemikálie		N;NOM;FEM;PL;POS
hóa	chemické	hóa	chemický		ADJ;NOM;MASC;SG;POS
hóa	chemický	hóa	chemický		ADJ;INAN;NOM;MASC;SG;POS
hóa	chemii	hóa	chemie		N;ACC;FEM;SG;POS
hóa	chemie	hóa	chemie		N;NOM;FEM;SG;POS
tranh	malovat	tranh	malovat	N	V;IPFV;POS;NFIN
gọi	volání	gọi	volání	V	N;NOM;NEUT;SG;POS
gọi	volání	gọi	volání	V	N;NOM;NEUT;SG;POS
trang	boční	trang	boční	N	ADJ;NOM;MASC;SG;POS
trang	page	trang	page	N	PROPN;MASC;SG;POS
nguyên	yuan	nguyên	yuan	N	PROPN;ANIM;NOM;MASC;SG;POS
tạo	vytvoření	tạo	vytvoření	V	N;NOM;NEUT;SG;POS
tạo	vytváření	tạo	vytváření	V	N;NOM;NEUT;SG;POS
tạo	vytvořené	tạo	vytvořený	V	ADJ;NOM;MASC;PL;POS
tạo	vytvořeno	tạo	vytvořený	V	ADJ;NEUT;SG;POS;V.PTCP;PASS
tạo	vytvořena	tạo	vytvořený	V	ADJ;POS;V.PTCP;PASS
tạo	vytvořen	tạo	vytvořený	V	ADJ;MASC;SG;POS;V.PTCP;PASS
tạo	vytvoření	tạo	vytvoření	V	N;NOM;NEUT;SG;POS
tạo	vytváření	tạo	vytváření	V	N;NOM;NEUT;SG;POS
tạo	tvorba	tạo	tvorba	V	N;NOM;FEM;SG;POS
tạo	vznik	tạo	vznik	V	N;INAN;NOM;MASC;SG;POS
tạo	vytvoření	tạo	vytvoření	V	N;NOM;NEUT;SG;POS
tạo	vytváření	tạo	vytváření	V	N;NOM;NEUT;SG;POS
tạo	tvoření	tạo	tvoření	V	N;NOM;NEUT;SG;POS
tạo	mužstvo	tạo	mužstvo	V	N;NOM;NEUT;SG;POS
tạo	tým	tạo	tým	V	N;INAN;NOM;MASC;SG;POS
tạo	team	tạo	team	V	N;INAN;NOM;MASC;SG;POS
đặc	solidní	đặc	solidní	N	ADJ;NOM;MASC;SG;POS
đặc	pevná	đặc	pevný	N	ADJ;NOM;FEM;SG;POS
đặc	pevné	đặc	pevný	N	ADJ;NOM;MASC;PL;POS
đặc	pevný	đặc	pevný	N	ADJ;INAN;NOM;MASC;SG;POS
đặc	somálsku	đặc	somálsko	N	PROPN;DAT;NEUT;SG;POS
trận	battle	trận	battle	N	PROPN;MASC;SG;POS
phương	zoe	phương	zoe	N	PROPN;NOM;FEM;SG;POS
phương	fang	phương	fang	N	PROPN;ANIM;NOM;MASC;SG;POS
mới	nový	mới	nový		ADJ;INAN;NOM;MASC;SG;POS
mới	nově	mới	nově		ADV;POS
mới	nové	mới	nový		ADJ;NOM;MASC;PL;POS
mới	nová	mới	nový		ADJ;NOM;FEM;SG;POS
mới	novinka	mới	novinka		N;NOM;FEM;SG;POS
lịch	naplánovat	lịch	naplánovat	N	V;PFV;POS;NFIN
đạo	morální	đạo	morální	N	ADJ;NOM;MASC;SG;POS
bắt	úlovek	bắt	úlovek	V	N;INAN;NOM;MASC;SG;POS
bắt	přijata	bắt	přijatý	V	ADJ;POS;V.PTCP;PASS
bắt	přijatá	bắt	přijatý	V	ADJ;NOM;FEM;SG;POS
bắt	zachycení	bắt	zachycení	V	N;NOM;NEUT;SG;POS
bắt	zachycování	bắt	zachycování	V	N;NOM;NEUT;SG;POS
bắt	zajetí	bắt	zajetí	V	N;NOM;NEUT;SG;POS
tinh	jing	tinh	jing	N	PROPN;ANIM;NOM;MASC;SG;POS
rất	velice	rất	velice		ADV
rất	velmi	rất	velmi		ADV
đất	pozemní	đất	pozemní	N	ADJ;NOM;MASC;SG;POS
thức	recept	thức	recept	V	N;INAN;NOM;MASC;SG;POS
luận	komentovat	luận	komentovat	N	V;POS;NFIN
luận	logická	luận	logický	N	ADJ;NOM;FEM;SG;POS
luận	logický	luận	logický	N	ADJ;INAN;NOM;MASC;SG;POS
luận	logické	luận	logický	N	ADJ;NOM;NEUT;SG;POS
hải	hai	hải	hai	N	PROPN;ANIM;NOM;MASC;SG;POS
khoảng	prostory	khoảng	prostora	ADJ	N;INAN;NOM;MASC;PL;POS
khoảng	mezery	khoảng	mezera	ADJ	N;NOM;FEM;PL;POS
khoảng	okolo	khoảng	okolo	ADJ	ADP;GEN
khoảng	kolem	khoảng	kolem	ADJ	ADP;GEN
khoảng	cca	khoảng	cca	ADJ	N;FEM;POS
khoảng	zhruba	khoảng	zhruba	ADJ	ADV
khoảng	přibližně	khoảng	přibližně	ADJ	ADV;POS
lần	krát	lần	krát	N	ADV
lần	times	lần	times	N	PROPN;INAN;MASC;PL;POS
vương	crown	vương	crown	N	PROPN;INAN;NOM;MASC;SG;POS
vương	wang	vương	wang	N	PROPN;ANIM;NOM;MASC;SG;POS
vương	bohaté	vương	bohatý	N	ADJ;NOM;NEUT;SG;POS
vương	bohatí	vương	bohatý	N	ADJ;ANIM;NOM;MASC;PL;POS
vương	bohatá	vương	bohatý	N	ADJ;NOM;FEM;SG;POS
vương	rich	vương	rich	N	PROPN;ANIM;NOM;MASC;SG;POS
vương	bohatý	vương	bohatý	N	ADJ;INAN;NOM;MASC;SG;POS
toàn	celý	toàn	celý	N	ADJ;INAN;NOM;MASC;SG;POS
toàn	celou	toàn	celý	N	ADJ;ACC;FEM;SG;POS
toàn	celá	toàn	celý	N	ADJ;NOM;FEM;SG;POS
toàn	celé	toàn	celý	N	ADJ;NOM;NEUT;SG;POS
nhật	japonské	nhật	japonský		ADJ;NOM;MASC;PL;POS
nhật	japonská	nhật	japonský		ADJ;NOM;FEM;SG;POS
nhật	japonský	nhật	japonský		ADJ;INAN;NOM;MASC;SG;POS
nhật	japonec	nhật	japonec		N;ANIM;NOM;MASC;SG;POS
viết	tiskárna	viết	tiskárna	V	N;NOM;FEM;SG;POS
viết	tiskárny	viết	tiskárna	V	N;NOM;FEM;PL;POS
viết	psaní	viết	psaní	V	N;NOM;NEUT;SG;POS
lan	ian	lan	ian	N	PROPN;ANIM;NOM;MASC;SG;POS
lan	ian	lan	ian	N	PROPN;ANIM;NOM;MASC;SG;POS
lan	iana	lan	Ťano	N	PROPN;ANIM;ACC;MASC;SG;POS
bảo	bao	bảo	bao	V	PROPN;ANIM;NOM;MASC;SG;POS
đơn	svobodná	đơn	svobodný	N	ADJ;NOM;FEM;SG;POS
đơn	jednotné	đơn	jednotný	N	ADJ;NOM;NEUT;SG;POS
đơn	svobodný	đơn	svobodný	N	ADJ;ANIM;NOM;MASC;SG;POS
điện	elektrická	điện	elektrický	N	ADJ;NOM;FEM;SG;POS
điện	elektrický	điện	elektrický	N	ADJ;INAN;NOM;MASC;SG;POS
điện	elektrické	điện	elektrický	N	ADJ;NOM;NEUT;SG;POS
điện	elektrická	điện	elektrický	N	ADJ;NOM;FEM;SG;POS
điện	elektrický	điện	elektrický	N	ADJ;INAN;NOM;MASC;SG;POS
điện	elektrické	điện	elektrický	N	ADJ;NOM;NEUT;SG;POS
bao	bao	bao	bao		PROPN;ANIM;NOM;MASC;SG;POS
bao	nikdy	bao	nikdy		ADV
bao	pytel	bao	pytel		N;INAN;NOM;MASC;SG;POS
bao	jak	bao	jak		ADV
truyền	transfer	truyền	transfer	V	N;INAN;NOM;MASC;SG;POS
truyền	přesun	truyền	přesun	V	N;INAN;NOM;MASC;SG;POS
truyền	převod	truyền	převod	V	N;INAN;NOM;MASC;SG;POS
truyền	přenos	truyền	přenos	V	N;INAN;NOM;MASC;SG;POS
truyền	převody	truyền	převod	V	N;INAN;NOM;MASC;PL;POS
truyền	transfery	truyền	transfer	V	N;INAN;NOM;MASC;PL;POS
nghiệp	chudák	nghiệp	chudák	ADJ	N;ANIM;NOM;MASC;SG;POS
nghiệp	kariéra	nghiệp	kariéra	ADJ	N;NOM;FEM;SG;POS
nghiệp	kariéru	nghiệp	kariéra	ADJ	N;ACC;FEM;SG;POS
nội	vnitřní	nội	vnitřní	N	ADJ;NOM;MASC;SG;POS
nội	interní	nội	interní	N	ADJ;NOM;MASC;SG;POS
nội	vnitřní	nội	vnitřní	N	ADJ;NOM;MASC;SG;POS
thuật	magic	thuật	magic	N	PROPN;INAN;NOM;MASC;SG;POS
thuật	kouzelné	thuật	kouzelný	N	ADJ;NOM;NEUT;SG;POS
tiêu	pepper	tiêu	pepper	N	PROPN;ANIM;NOM;MASC;SG;POS
tiêu	siao	tiêu	siao	N	PROPN;ANIM;NOM;MASC;SG;POS
tiêu	xiao	tiêu	xiao	N	PROPN;NOM;FEM;SG;POS
thiết	potřebná	thiết	potřebný	V	ADJ;NOM;FEM;SG;POS
thiết	potřeba	thiết	potřeba	V	N;NOM;FEM;SG;POS
thiết	potřebné	thiết	potřebný	V	ADJ;NOM;NEUT;SG;POS
thiết	potřebný	thiết	potřebný	V	ADJ;INAN;NOM;MASC;SG;POS
gian	gian	gian	gian	N	PROPN;ANIM;NOM;MASC;SG;POS
tướng	obecně	tướng	obecně	N	ADV;POS
tướng	všeobecné	tướng	všeobecný	N	ADJ;NOM;MASC;SG;POS
tướng	obecné	tướng	obecný	N	ADJ;NOM;MASC;SG;POS
phong	feng	phong	feng	N	PROPN;NOM;MASC;SG;POS
phong	phong	phong	phong	N	PROPN;NOM;MASC;SG;POS
đảo	ostrovní	đảo	ostrovní	N	ADJ;NOM;MASC;SG;POS
tâm	centrum	tâm	centrum		N;NOM;NEUT;SG;POS
tâm	střed	tâm	střed		N;INAN;NOM;MASC;SG;POS
tâm	center	tâm	centrum		N;NOM;NEUT;PL;POS
thanh	zpěv	thanh	zpěv		N;INAN;NOM;MASC;SG;POS
thanh	vokální	thanh	vokální		ADJ;NOM;MASC;SG;POS
thanh	bary	thanh	bar		N;INAN;NOM;MASC;PL;POS
thanh	mříže	thanh	mříž		N;NOM;FEM;PL;POS
thanh	barech	thanh	bar		N;INAN;GEN;MASC;PL;POS
thanh	barů	thanh	bar		N;INAN;GEN;MASC;PL;POS
thanh	tyče	thanh	tyč		N;NOM;FEM;PL;POS
thanh	thanh	thanh	thanh		PROPN;ANIM;NOM;MASC;SG;POS
thanh	lišta	thanh	lišta		N;NOM;FEM;SG;POS
dùng	využití	dùng	využití	V	N;NOM;NEUT;SG;POS
dùng	použití	dùng	použití	V	N;NOM;NEUT;SG;POS
dùng	užití	dùng	užití	V	N;NOM;NEUT;SG;POS
dùng	uživatele	dùng	uživatel	V	N;ANIM;ACC;MASC;PL;POS
dùng	uživatelem	dùng	uživatel	V	N;ANIM;INS;MASC;SG;POS
dùng	uživatel	dùng	uživatel	V	N;ANIM;NOM;MASC;SG;POS
sông	river	sông	rivr	N	PROPN;INAN;NOM;MASC;SG;POS
sông	rivers	sông	rivers	N	PROPN;ANIM;NOM;MASC;SG;POS
hoạt	animace	hoạt	animace	V	N;NOM;FEM;SG;POS
phủ	rak	phủ	rak	N	PROPN;ANIM;NOM;MASC;SG;POS
đang	jsou	đang	být		V;IND;PL;3;POS;PRS;FIN;ACT
giữa	středem	giữa	střed	ADP	N;INAN;INS;MASC;SG;POS
giữa	střed	giữa	střed	ADP	N;INAN;NOM;MASC;SG;POS
giữa	střední	giữa	střední	ADP	ADJ;NOM;MASC;SG;POS
giữa	prostřední	giữa	prostřední	ADP	ADJ;NOM;MASC;SG;POS
phòng	řím	phòng	řím	N	PROPN;INAN;NOM;MASC;SG;POS
đổi	změna	đổi	změna	V	N;NOM;FEM;SG;POS
đổi	změny	đổi	změna	V	N;NOM;FEM;PL;POS
chuyển	transfer	chuyển	transfer	V	N;INAN;NOM;MASC;SG;POS
chuyển	přesun	chuyển	přesun	V	N;INAN;NOM;MASC;SG;POS
chuyển	převod	chuyển	převod	V	N;INAN;NOM;MASC;SG;POS
chuyển	přenos	chuyển	přenos	V	N;INAN;NOM;MASC;SG;POS
chuyển	přepínač	chuyển	přepínač	V	N;INAN;NOM;MASC;SG;POS
chuyển	přesun	chuyển	přesun	V	N;INAN;NOM;MASC;SG;POS
chuyển	pohyb	chuyển	pohyb	V	N;INAN;NOM;MASC;SG;POS
nay	dneska	nay	dneska	PROPN	ADV
nay	dnešek	nay	dnešek	PROPN	N;INAN;NOM;MASC;SG;POS
nay	dnes	nay	dnes	PROPN	ADV
trọng	důležitý	trọng	důležitý		ADJ;INAN;NOM;MASC;SG;POS
trọng	důležitá	trọng	důležitý		ADJ;NOM;FEM;SG;POS
trọng	důležité	trọng	důležitý		ADJ;NOM;NEUT;SG;POS
trọng	důležití	trọng	důležitý		ADJ;ANIM;NOM;MASC;PL;POS
dịch	překlady	dịch	překlad		N;INAN;NOM;MASC;PL;POS
dịch	překladů	dịch	překlad		N;INAN;GEN;MASC;PL;POS
dịch	tlumočník	dịch	tlumočník		N;ANIM;NOM;MASC;SG;POS
dịch	překladatel	dịch	překladatel		N;ANIM;NOM;MASC;SG;POS
dịch	překlady	dịch	překlad		N;INAN;NOM;MASC;PL;POS
dịch	překlad	dịch	překlad		N;INAN;NOM;MASC;SG;POS
dịch	přeložit	dịch	přeložit		V;PFV;POS;NFIN
dịch	překládat	dịch	překládat		V;IPFV;POS;NFIN
tài	talentovaný	tài	talentovaný	N	ADJ;ANIM;NOM;MASC;SG;POS
tài	talentovaná	tài	talentovaný	N	ADJ;NOM;FEM;SG;POS
chế	vyrobil	chế	vyrobit	N	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
chế	vyrobeny	chế	vyrobený	N	ADJ;INAN;PL;POS;V.PTCP;PASS
chế	vyrobený	chế	vyrobený	N	ADJ;INAN;NOM;MASC;SG;POS
chế	udělal	chế	udělat	N	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
chế	vyrobené	chế	vyrobený	N	ADJ;NOM;NEUT;PL;POS
chế	vyrobeno	chế	vyrobený	N	ADJ;NEUT;SG;POS;V.PTCP;PASS
biết	know	biết	know	V	N;FEM;SG;POS
nằm	umístěné	nằm	umístěný	V	ADJ;NOM;MASC;PL;POS
nằm	umístěno	nằm	umístěný	V	ADJ;NEUT;SG;POS;V.PTCP;PASS
nằm	lží	nằm	lež	V	N;INS;FEM;SG;POS
nằm	lži	nằm	lež	V	N;NOM;FEM;PL;POS
chất	specifikované	chất	specifikovaný	N	ADJ;NOM;NEUT;SG;POS
chất	uvedené	chất	uvedený	N	ADJ;NOM;MASC;PL;POS
sáng	bystrá	sáng	bystrý	N	ADJ;NOM;FEM;SG;POS
sáng	ráno	sáng	ráno	N	ADV
sáng	ranní	sáng	ranní	N	ADJ;NOM;MASC;SG;POS
thân	tělo	thân	tělo		N;NOM;NEUT;SG;POS
cuối	poslední	cuối	poslední	N	ADJ;NOM;MASC;SG;POS
cuối	naposledy	cuối	naposledy	N	ADV
cuối	naposled	cuối	naposled	N	ADV
tăng	navýšení	tăng	navýšení	V	N;NOM;NEUT;SG;POS
tăng	zvýšení	tăng	zvýšení	V	N;NOM;NEUT;SG;POS
tăng	nárůst	tăng	nárůst	V	N;INAN;NOM;MASC;SG;POS
tăng	tanku	tăng	tank	V	N;INAN;DAT;MASC;SG;POS
tăng	tank	tăng	tank	V	N;INAN;NOM;MASC;SG;POS
tăng	nádrž	tăng	nádrž	V	N;NOM;FEM;SG;POS
tăng	nádrže	tăng	nádrž	V	N;NOM;FEM;PL;POS
tăng	tanky	tăng	tank	V	N;INAN;NOM;MASC;PL;POS
tăng	cisterny	tăng	cisterna	V	N;NOM;FEM;PL;POS
tăng	zvýšený	tăng	zvýšený	V	ADJ;INAN;NOM;MASC;SG;POS
tăng	zvýšená	tăng	zvýšený	V	ADJ;NOM;FEM;SG;POS
tăng	zvýšení	tăng	zvýšení	V	N;NOM;NEUT;SG;POS
tăng	zvýšené	tăng	zvýšený	V	ADJ;NOM;NEUT;SG;POS
trưởng	kapitáne	trưởng	kapitán		N;ANIM;NOM;MASC;SG;POS
trưởng	kapitán	trưởng	kapitán		N;ANIM;NOM;MASC;SG;POS
lưu	liou	lưu	lia	V	PROPN;ANIM;NOM;MASC;SG;POS
lưu	liu	lưu	lium	V	PROPN;ANIM;NOM;MASC;SG;POS
viện	nemocniční	viện	nemocniční	N	ADJ;NOM;MASC;SG;POS
sân	yard	sân	yard	N	PROPN;INAN;NOM;MASC;SG;POS
nổi	slavná	nổi	slavný		ADJ;NOM;FEM;SG;POS
nổi	slavní	nổi	slavný		ADJ;ANIM;NOM;MASC;PL;POS
nổi	slavný	nổi	slavný		ADJ;ANIM;NOM;MASC;SG;POS
nổi	slavné	nổi	slavný		ADJ;NOM;NEUT;SG;POS
nổi	celebrita	nổi	celebrita		N;NOM;FEM;SG;POS
nổi	celebrity	nổi	celebrita		N;NOM;FEM;PL;POS
nổi	plavat	nổi	plavat		V;IPFV;POS;NFIN
nổi	plout	nổi	plout		V;POS;NFIN
đặt	sada	đặt	sada	V	N;NOM;FEM;SG;POS
đặt	set	đặt	sto	V	N;NOM;NEUT;PL;POS
đình	ting	đình	ting	N	PROPN;ANIM;NOM;MASC;SG;POS
đình	rodinný	đình	rodinný	N	ADJ;INAN;NOM;MASC;SG;POS
đình	rodinná	đình	rodinný	N	ADJ;NOM;FEM;SG;POS
đình	rodinné	đình	rodinný	N	ADJ;NOM;MASC;PL;POS
chim	bird	chim	bird	N	PROPN;ANIM;NOM;MASC;SG;POS
chim	ptačí	chim	ptačí	N	ADJ;NOM;MASC;SG;POS
dài	dlouho	dài	dlouho	ADJ	ADV;POS
bóng	ball	bóng	ballo	N	PROPN;ANIM;NOM;MASC;SG;POS
vua	king	vua	king	N	PROPN;ANIM;NOM;MASC;SG;POS
vua	kings	vua	kings	N	PROPN;INAN;NOM;MASC;SG;POS
vua	králové	vua	král	N	PROPN;NOM;FEM;SG;POS
phi	phi	phi	phi	N	PROPN;ANIM;NOM;MASC;SG;POS
phi	africe	phi	afrika	N	PROPN;DAT;FEM;SG;POS
biệt	vzduchem	biệt	vzduch		N;INAN;INS;MASC;SG;POS
biến	proměnnou	biến	proměnnout	V	ADJ;ACC;FEM;SG;POS
biến	proměnná	biến	proměnný	V	ADJ;NOM;FEM;SG;POS
biến	proměnné	biến	proměnný	V	ADJ;NOM;MASC;PL;POS
hậu	královna	hậu	královna		N;NOM;FEM;SG;POS
hậu	queen	hậu	queený		PROPN;INAN;NOM;MASC;SG;POS
hậu	královno	hậu	královno		N;NOM;MASC;SG;POS
chưa	nee	chưa	nee		PROPN;MASC;SG;POS
chưa	přesto	chưa	přesto		ADV;POS
thu	čt	thu	čt	V	PROPN;FEM;POS
bên	boční	bên	boční	N	ADJ;NOM;MASC;SG;POS
vẫn	stále	vẫn	stále		ADV
vẫn	porad	vẫn	porada		N;NOM;FEM;SG;POS
vẫn	pořád	vẫn	pořád		ADV
vẫn	ještě	vẫn	ještě		ADV
nghệ	umělecké	nghệ	umělecký	N	ADJ;NOM;MASC;SG;POS
nghệ	umělecká	nghệ	umělecký	N	ADJ;NOM;FEM;SG;POS
nghệ	umělecký	nghệ	umělecký	N	ADJ;ANIM;NOM;MASC;SG;POS
mất	ztracený	mất	ztracený	V	ADJ;INAN;NOM;MASC;SG;POS
mất	ztraceno	mất	ztracený	V	ADJ;NEUT;SG;POS;V.PTCP;PASS
mất	ztraceni	mất	ztracený	V	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
mất	ztracen	mất	ztracený	V	ADJ;MASC;SG;POS;V.PTCP;PASS
mất	ztracená	mất	ztracený	V	ADJ;NOM;FEM;SG;POS
liệu	dokument	liệu	dokument	V	N;INAN;NOM;MASC;SG;POS
liệu	dokumentu	liệu	dokument	V	N;INAN;GEN;MASC;SG;POS
liệu	doklad	liệu	doklad	V	N;INAN;NOM;MASC;SG;POS
sơn	namaloval	sơn	namalovat	N	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
sơn	malovat	sơn	malovat	N	V;IPFV;POS;NFIN
sơn	malovat	sơn	malovat	N	V;IPFV;POS;NFIN
tìm	hledání	tìm	hledání	V	N;NOM;NEUT;SG;POS
tìm	vyhledávání	tìm	vyhledávání	V	N;NOM;NEUT;SG;POS
tìm	finna	tìm	finna	V	N;ANIM;ACC;MASC;SG;POS
tìm	finn	tìm	finn	V	PROPN;ANIM;NOM;MASC;SG;POS
kiến	mravenčí	kiến	mravenčí	N	ADJ;NOM;MASC;SG;POS
giao	rozhraní	giao	rozhraní	V	N;NOM;NEUT;SG;POS
bạn	vy	bạn	ty	N	PRO;NOM;PL;2
bạn	jsi	bạn	být	N	V;IND;SG;2;POS;PRS;FIN;ACT
bạn	ty	bạn	ten	N	DET;NOM;MASC;PL
hữu	majitel	hữu	majitel		N;ANIM;NOM;MASC;SG;POS
hữu	vlastník	hữu	vlastník		N;ANIM;NOM;MASC;SG;POS
hữu	majitelka	hữu	majitelka		N;NOM;FEM;SG;POS
thay	změna	thay	změna	V	N;NOM;FEM;SG;POS
thay	změny	thay	změna	V	N;NOM;FEM;PL;POS
giá	price	giá	price	N	PROPN;ANIM;NOM;MASC;SG;POS
nhiệt	tepelné	nhiệt	tepelný	N	ADJ;NOM;MASC;PL;POS
nhiệt	tepelná	nhiệt	tepelný	N	ADJ;NOM;FEM;SG;POS
nhiệt	termální	nhiệt	termální	N	ADJ;NOM;MASC;SG;POS
vai	vai	vai	vai	N	PROPN;ANIM;NOM;MASC;SG;POS
gần	skoro	gần	skoro	ADJ	ADV
gần	téměř	gần	téměř	ADJ	ADV
gần	uzavřít	gần	uzavřít	ADJ	V;POS;NFIN
gần	zavřít	gần	zavřít	ADJ	V;POS;NFIN
gần	blízko	gần	blízko	ADJ	ADV;POS
gần	poblíž	gần	poblíž	ADJ	ADP;GEN
gần	blízko	gần	blízko	ADJ	ADV;POS
cứu	pomoc	cứu	pomoc	V	N;NOM;FEM;SG;POS
cứu	záchrana	cứu	záchrana	V	N;NOM;FEM;SG;POS
cứu	záchranu	cứu	záchrana	V	N;ACC;FEM;SG;POS
quyết	odhodlaný	quyết	odhodlaný	N	ADJ;ANIM;NOM;MASC;SG;POS
quyết	odhodlaná	quyết	odhodlaný	N	ADJ;NOM;FEM;SG;POS
quyết	rozhodnuto	quyết	rozhodnutý	N	ADJ;NEUT;SG;POS;V.PTCP;PASS
quyết	rozhodl	quyết	rozhodnout	N	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
quyết	rozhodli	quyết	rozhodnout	N	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
quyết	rozhodla	quyết	rozhodnout	N	V;PFV;POS;PST;V.PTCP;ACT
thương	zranění	thương	zranění	V	N;NOM;NEUT;SG;POS
thương	zraněn	thương	zraněný	V	ADJ;MASC;SG;POS;V.PTCP;PASS
thương	zraněný	thương	zraněný	V	ADJ;ANIM;NOM;MASC;SG;POS
thương	zraněné	thương	zraněný	V	ADJ;NOM;NEUT;SG;POS
thương	roztomilý	thương	roztomilý	V	ADJ;INAN;NOM;MASC;SG;POS
thương	roztomilé	thương	roztomilý	V	ADJ;NOM;NEUT;SG;POS
thương	roztomilá	thương	roztomilý	V	ADJ;NOM;FEM;SG;POS
thương	zranění	thương	zranění	V	N;NOM;NEUT;SG;POS
thương	zraněn	thương	zraněný	V	ADJ;MASC;SG;POS;V.PTCP;PASS
thương	zraněný	thương	zraněný	V	ADJ;ANIM;NOM;MASC;SG;POS
hát	zpívání	hát	zpívání	V	N;NOM;NEUT;SG;POS
hát	zpěv	hát	zpěv	V	N;INAN;NOM;MASC;SG;POS
phục	serveru	phục	server	V	N;INAN;GEN;MASC;SG;POS
phục	server	phục	server	V	N;INAN;NOM;MASC;SG;POS
tuổi	starý	tuổi	starý	N	ADJ;INAN;NOM;MASC;SG;POS
tuổi	staré	tuổi	starý	N	ADJ;NOM;MASC;PL;POS
tuổi	stará	tuổi	starý	N	ADJ;NOM;FEM;SG;POS
tân	panenské	tân	panenský	N	ADJ;NOM;MASC;PL;POS
tân	tan	tân	tan	N	PROPN;NOM;MASC;SG;POS
đời	life	đời	life	N	PROPN;INAN;NOM;MASC;SG;POS
đời	životní	đời	životní	N	ADJ;NOM;MASC;SG;POS
cần	potřeba	cần	potřeba	V	N;NOM;FEM;SG;POS
hoàn	hero	hoàn	hero		PROPN;INAN;NOM;MASC;SG;POS
hoàn	hrdina	hoàn	hrdina		N;ANIM;NOM;MASC;SG;POS
chơi	hra	chơi	hra	V	N;NOM;FEM;SG;POS
chơi	play	chơi	play	V	N;FEM;POS
chơi	hru	chơi	hra	V	N;ACC;FEM;SG;POS
chơi	zápas	chơi	zápas	V	N;INAN;NOM;MASC;SG;POS
chơi	hra	chơi	hra	V	N;NOM;FEM;SG;POS
chơi	hraní	chơi	hraní	V	N;NOM;NEUT;SG;POS
mùa	seasons	mùa	seasons	N	PROPN;INAN;MASC;PL;POS
kim	jine	kim	jine	N	ADJ;NOM;MASC;SG;POS
kim	jin	kim	jin	N	PROPN;ANIM;NOM;MASC;SG;POS
kim	kim	kim	kim	N	PROPN;ANIM;NOM;MASC;SG;POS
long	dlouho	long	dlouho	N	ADV;POS
long	dlouhá	long	dlouhý	N	ADJ;NOM;FEM;SG;POS
long	dlouhý	long	dlouhý	N	ADJ;ANIM;NOM;MASC;SG;POS
long	dlouhé	long	dlouhý	N	ADJ;NOM;NEUT;SG;POS
đóng	blízko	đóng	blízko	V	ADV;POS
đóng	zavírání	đóng	zavírání	V	N;NOM;NEUT;SG;POS
đóng	uzavření	đóng	uzavření	V	N;NOM;NEUT;SG;POS
đóng	uzavřené	đóng	uzavřený	V	ADJ;NOM;NEUT;SG;POS
đóng	zavřeno	đóng	zavřený	V	ADJ;NEUT;SG;POS;V.PTCP;PASS
đóng	uzavřený	đóng	uzavřený	V	ADJ;INAN;NOM;MASC;SG;POS
đóng	zavřené	đóng	zavřený	V	ADJ;NOM;NEUT;SG;POS
dẫn	vodítka	dẫn	vodítka	V	N;NOM;NEUT;PL;POS
dẫn	olovo	dẫn	olovo	V	N;NOM;NEUT;SG;POS
quá	taky	quá	také		ADV
thắng	win	thắng	win	N	PROPN;NOM;MASC;SG;POS
