河岸	flussufer	河岸	flußuf	N	ADJ
和	eintracht	和	eintrachen	ADP	PROPN
和	harmony	和	harmony	ADP	PROPN
和	harmonisch	和	harmonisch	ADP	ADJ
和	einklang	和	einklang	ADP	ADJ
撤消	widerruf	撤消	widerrufen	V	N
室外	außerhalb	室外	außerhalb	N	ADP
室外	aussen	室外	außenßen	N	
室外	außen	室外	außen	N	ADV
室外	draussen	室外	draussen	N	ADV
室外	draußen	室外	draußen	N	ADV
室外	außenbereich	室外	außenbereich	N	ADJ
室外	draussen	室外	draussen	N	ADV
室外	outdoor	室外	outdoor	N	
室外	außen	室外	außen	N	ADV
室外	draußen	室外	draußen	N	ADV
室外	außenbereich	室外	außenbereich	N	ADJ
室外	draussen	室外	draussen	N	ADV
室外	draußen	室外	draußen	N	ADV
鵝	gans	鵝	gans	N	
鵝	gänse	鵝	gans	N	
鵝	gänse	鵝	gans	N	
刺殺	attentate	刺殺	attentaten	V	N;NOM;FEM;PL
刺殺	anschlag	刺殺	anschlagen	V	N;SG
刺殺	ermordung	刺殺	ermordung	V	
刺殺	mord	刺殺	mord	V	
刺殺	attentat	刺殺	attentaben	V	N;NOM;SG
彈劾	amtsenthebung	彈劾	amtsenthebung	N	ADJ
坐標	koordinaten	坐標	koordinat	N	
坐標	koordinieren	坐標	koordinieren	N	V;NFIN
坐標	koordinaten	坐標	koordinat	N	
永恆	ewigkeit	永恆	ewigkeit	N	
永恆	zeitlos	永恆	zeitlos	N	ADJ
永恆	ewig	永恆	ewig	N	
永恆	ewigen	永恆	ewig	N	ADJ;SG
永恆	ewige	永恆	ewig	N	ADJ;NOM;FEM;SG
永恆	ewiges	永恆	ewig	N	ADJ;NOM;NEUT;SG
永恆	ewiger	永恆	ewig	N	ADJ
津	vergütungen	津	vergütigen	PROPN	V;NFIN
津	zertifikaten	津	zertifikaten	PROPN	V;FIN
津	zertifikate	津	zertifikate	PROPN	ADJ;NOM;FEM;SG
津	zulage	津	zulage	PROPN	
津	taschengeld	津	taschengeld	PROPN	ADJ
津	freibetrag	津	freibetrag	PROPN	V;IND;SG;3;PRS;FIN
破解	crack	破解	crack	V	
甲殼	krebstiere	甲殼	krebstieren	N	
捲	rollen	捲	roll	N	V;NFIN
捲	roll	捲	roll	N	PROPN
捲	brötchen	捲	brötchen	N	V;NFIN
捲	würfeln	捲	würfeln	N	V;NFIN
卡車	lkw	卡車	lkw	N	
卡車	lastwagen	卡車	lastwagen	N	V;NFIN
卡車	truck	卡車	truck	N	
卡車	lkw	卡車	lkw	N	
卡車	lastwagen	卡車	lastwagen	N	V;NFIN
卡車	nutzfahrzeuge	卡車	nutzfahrzeuge	N	ADJ
卡車	lkws	卡車	lkws	N	
麻雀	spatzen	麻雀	spatzen	PROPN	
麻雀	spatz	麻雀	spatz	PROPN	
麻雀	sparrow	麻雀	sparrow	PROPN	PROPN;NOM;SG
阻力	drag	阻力	driegen	N	
阻力	schleppen	阻力	schleppen	N	V;NFIN
阻力	ziehen	阻力	ziehen	N	V;NFIN
阻力	widerstände	阻力	widerstände	N	
阻力	widerstand	阻力	widerstehen	N	ADV
阻力	resistenz	阻力	resistenz	N	PROPN;NOM;SG
阻力	beständigkeit	阻力	beständigkeit	N	
阻力	widerstandsfähigkeit	阻力	widerstandsfähigkeit	N	ADJ;NOM;FEM;SG
關	fürsorge	關	fürsorge	PROPN	
關	pflege	關	pfleg	PROPN	
沙拉	salate	沙拉	salat	N	PROPN;SG
沙拉	salat	沙拉	Salat	N	PROPN
熔岩	lava	熔岩	lava	N	
盧森堡	luxemburg	盧森堡	luxemburg	PROPN	PROPN;NOM;NEUT;SG
疼痛	schmerz	疼痛	schmerz	N	PROPN
疼痛	schmerzen	疼痛	schmerz	N	V;NFIN
鷗	gull	鷗	gull	N	
佔有	besitzes	佔有	besitzes	V	N;NOM;NEUT;SG
佔有	besessenheit	佔有	besessenheit	V	ADJ
佔有	besitz	佔有	besitz	V	N
獨家	exklusiver	獨家	exklusiv		ADJ
獨家	exklusive	獨家	exklusive		ADJ;NOM;FEM;PL
獨家	exklusiven	獨家	exklusiv		ADJ
獨家	exklusives	獨家	exklusives		ADJ;NOM;NEUT;SG
獨家	exklusiv	獨家	exklusiv		ADJ
冥王	pluto	冥王	pluto	N	PROPN
停火	waffenruhe	停火	waffenruhe	V	N;NOM;FEM;SG
停火	waffenstillstand	停火	waffenstillstand	V	ADV
約束	bedingung	約束	bedingung	N	
約束	zwang	約束	zwingen	N	V;SG;FIN
約束	einschränkungen	約束	einschränkungen	N	V
掩護	cover	掩護	cover	N	PROPN
掩護	umschlag	掩護	umschlagen	N	
掩護	decken	掩護	decken	N	V;NFIN
掩護	deckung	掩護	deckung	N	ADV
鈍	stumpf	鈍	stumpf	N	ADJ
鈍	blunt	鈍	blunen	N	PROPN;NOM;SG
復原	restauration	復原	Restauration	V	N;NOM;SG
復原	instandsetzung	復原	instandsetzung	V	
復原	wiederherstellung	復原	wiederherstellung	V	ADJ;NOM;FEM;SG
復原	restaurierung	復原	restaurierung	V	N;NOM;FEM;SG
復原	erholung	復原	erholung	V	ADJ
復原	rückgewinnung	復原	rückgewinnung	V	N;NOM;FEM;SG
復原	rückforderung	復原	Rückforderung	V	ADJ;NOM;FEM;SG
真主	allah	真主	allah	PROPN	PROPN;NOM;SG
清潔	sauberkeit	清潔	sauberkeit	V	N
清潔	reinigungsmittel	清潔	reinigungsmittel	V	ADJ
清潔	reinigung	清潔	reinigung	V	N;NOM;FEM;SG
清潔	sauber	清潔	sauber	V	ADJ
清潔	sauberkeit	清潔	sauberkeit	V	N
長壽	lebenserwartung	長壽	lebenserwartung	N	ADJ
長壽	langlebigkeit	長壽	langlebigkeit	N	
友誼	freundschaft	友誼	freundschaft	N	
友誼	freundschaften	友誼	freundschaften	N	ADJ
多	diversifizierung	多	diversifizierung	NUM	N;NOM;FEM;SG
多	pluralismus	多	pluralismus	NUM	ADV
多	vielfalt	多	vielfalt	NUM	N;NOM;FEM;SG
多	pluralität	多	pluralität	NUM	PROPN
多	vielfalt	多	vielfalt	NUM	N;NOM;FEM;SG
多	diversity	多	diversity	NUM	PROPN
多	diversität	多	diversität	NUM	ADJ
多	vielfältigkeit	多	vielfältigkeit	NUM	ADJ
多	diversifizierung	多	diversifizierung	NUM	N;NOM;FEM;SG
多	pluralismus	多	pluralismus	NUM	ADV
友善	freundlicher	友善	freundlich	N	ADJ
友善	freundlich	友善	freundlich	N	ADJ
友善	friendly	友善	friendly	N	
友善	freundliche	友善	freundlich	N	ADJ;NOM;FEM;SG
山麓	piemont	山麓	piemont	N	PROPN;SG
山麓	ausläufer	山麓	ausläufer	N	ADJ
山麓	ausläufern	山麓	ausläufern	N	V;NFIN
甜蜜	süße	甜蜜	süß	N	
甜蜜	süss	甜蜜	süßen	N	ADJ
甜蜜	süßen	甜蜜	süßen	N	ADJ
甜蜜	süß	甜蜜	süß	N	ADJ
甜蜜	sweet	甜蜜	sween	N	PROPN
瘦	dünn	瘦	dünn	N	ADJ
瘦	schlank	瘦	schlank	N	ADJ
瘦	dünne	瘦	dünn	N	ADJ;NOM;PL
瘦	schmal	瘦	schmal	N	ADJ
瘦	mager	瘦	mager	N	ADJ
瘦	schmalen	瘦	schmal	N	ADJ
瘦	schlank	瘦	schlank	N	ADJ
瘦	slim	瘦	slim	N	PROPN;NOM;SG
瘦	schmal	瘦	schmal	N	ADJ
瘦	schlanke	瘦	schlank	N	ADJ;NOM;FEM;PL
瘦	lean	瘦	lean	N	PROPN;NOM;MASC;SG
瘦	schlanke	瘦	schlank	N	ADJ;NOM;FEM;PL
瘦	lehnen	瘦	lehnen	N	V;NFIN
瘦	schlank	瘦	schlank	N	ADJ
瘦	dünn	瘦	dünn	N	ADJ
瘦	dünnen	瘦	dünn	N	
瘦	dünne	瘦	dünn	N	ADJ;NOM;PL
學界	academia	學界	academia	N	PROPN;NOM;SG
甲烷	methan	甲烷	methan	N	
優質	qualitätssicherung	優質	qualitätssicherung	N	ADJ
優質	qualitätskontrolle	優質	qualitätskontrolle	N	ADJ;NOM;FEM;SG
書法	kalligraphie	書法	kalligraphie	N	ADJ
船員	besatzung	船員	Besatzung	N	ADJ
船員	besatzungsmitglieder	船員	besatzungsmitglieder	N	ADJ
船員	mannschaft	船員	mannschaft	N	ADJ
船員	crew	船員	crew	N	PROPN
前衛	avantgarde	前衛	avantgard	N	
前衛	vorreiter	前衛	vorreiter	N	ADJ
前衛	vanguard	前衛	vanguard	N	PROPN
稀少	knappe	稀少	knapp	ADJ	N;NOM;FEM;PL
山羊	ziegen	山羊	ziegen	N	
山羊	ziege	山羊	ziehen	N	
山羊	ziegen	山羊	ziegen	N	
山羊	ziege	山羊	ziehen	N	
丟	wurf	丟	werfen	V	N;SG
雪梨	sydney	雪梨	sydney	PROPN	PROPN;NOM;MASC;SG
財團	konsortium	財團	konsortium	N	PROPN
財團	arbeitsgemeinschaft	財團	arbeitsgemeinschaft	N	ADJ
批量	lose	批量	los	N	ADJ
批量	hauptteil	批量	hauptteil	N	ADJ
批量	großteil	批量	großteil	N	ADV
批量	masse	批量	massen	N	
批量	massen	批量	massen	N	
鳳蝶	papilio	鳳蝶	papilio	N	
消化	verdauung	消化	verdauung	V	
消化	verdauung	消化	verdauung	V	
消化	verdauungssystem	消化	verdauungssystem	V	ADJ
消化	nachschlagewerk	消化	nachschlagewerk	V	ADJ
消化	kompendium	消化	kompendium	V	PROPN
消化	digest	消化	digesn	V	PROPN;NOM;SG
成效	effektivität	成效	effektivität	N	ADJ
成效	wirksamkeit	成效	wirksamkeit	N	ADJ
成效	effizienz	成效	effizienz	N	
樹木	baum	樹木	baum	N	
樹木	bäumen	樹木	bäumen	N	
陶器	keramik	陶器	keramik	N	
租賃	leasing	租賃	leasing	N	
租賃	pacht	租賃	pachen	N	PROPN
租賃	pachtverträge	租賃	pachtverträge	N	ADJ;NOM;PL
租賃	mieten	租賃	mieten	N	V;NFIN
租賃	miete	租賃	miet	N	
租賃	vermietung	租賃	vermietung	N	
租賃	mietvertrag	租賃	mietvertrag	N	ADJ
租賃	miete	租賃	miet	N	
租賃	pacht	租賃	pachen	N	PROPN
凱撒	cäsar	凱撒	cäsar	PROPN	PROPN;NOM;MASC;SG
凱撒	caesar	凱撒	caesar	PROPN	PROPN;NOM;SG
馬達加斯加	madagaskar	馬達加斯加	madagaskar	PROPN	PROPN;NOM;SG
馬達加斯加	kapverden	馬達加斯加	kapverden	PROPN	
告別	adieu	告別	adieu	V	
告別	lebewohl	告別	lebewohl	V	
告別	abschied	告別	abscheiden	V	
胖	fetten	胖	fett	N	V;NFIN
胖	fettgehalt	胖	fetthalt	N	ADJ
胖	fett	胖	fett	N	
裁決	urteil	裁決	urteil	V	N;SG
裁決	urteil	裁決	urteil	V	N;SG
裁決	entscheidung	裁決	entscheidung	V	N;NOM;FEM;SG
無力	machtlos	無力	machtlos	N	ADJ
節省	ersparnisse	節省	ersparnis	V	ADJ;NOM;FEM;PL
節省	ersparnis	節省	ersparnis	V	ADJ
節省	einsparung	節省	einsparung	V	N;FEM;SG
節省	ersparnis	節省	ersparnis	V	ADJ
節省	einsparung	節省	einsparung	V	N;FEM;SG
磚	ziegel	磚	ziegel	N	
磚	brick	磚	brick	N	PROPN
磚	ziegel	磚	ziegel	N	
利率	satz	利率	satz	N	
利率	steuersatz	利率	steuersatz	N	ADJ
水下	unterwasser	水下	unterwasser	N	
意向	absicht	意向	absechen	N	
意向	absichten	意向	absichten	N	V;NFIN
意向	vorsätze	意向	vorsätzen	N	
意向	neigung	意向	neigung	N	ADJ
意向	absichten	意向	absichten	N	V;NFIN
意向	absicht	意向	absechen	N	
意向	vorsatz	意向	vorsatzen	N	PROPN
意向	intention	意向	intention	N	ADJ
意向	absicht	意向	absechen	N	
壓制	repression	壓制	Repression	V	PROPN
壓制	repressionen	壓制	repression	V	N;NOM;PL
壓制	verdrängung	壓制	verdrängung	V	ADJ
壓制	unterdrückung	壓制	unterdrückung	V	
壓制	unterdrückung	壓制	unterdrückung	V	
進度	fortschritten	進度	fortschreiten	N	V;NFIN
進度	fortschritts	進度	fortschritts	N	
進度	fortschritte	進度	fortschritt	N	
進度	fortschritt	進度	fortschreiten	N	PROPN
指稱	anschuldigungen	指稱	anschuldigung	V	N;NOM;FEM;PL
指稱	vorwürfe	指稱	vorwürfen	V	ADJ
指稱	vorwurf	指稱	vorwerfen	V	ADV
指稱	behauptung	指稱	behauptung	V	ADV
哺乳	säugetiere	哺乳	säugetieren	N	
哺乳	säugetier	哺乳	säugetier	N	
哺乳	säugetieren	哺乳	säugetieren	N	
哺乳	säugetiere	哺乳	säugetieren	N	
爺爺	großvaters	爺爺	großvaters	N	ADJ
爺爺	grandpa	爺爺	grandpa	N	PROPN
爺爺	opa	爺爺	opa	N	
爺爺	großvater	爺爺	großvat	N	ADJ
突襲	überfall	突襲	überfall	V	ADJ
突襲	angriff	突襲	angreifen	V	N
突襲	razzia	突襲	razzia	V	N;SG
突襲	raid	突襲	raiden	V	
突襲	durchsuchung	突襲	durchsuchung	V	N;SG
突襲	razzien	突襲	razzien	V	
突襲	überfälle	突襲	überfallen	V	ADJ
情侶	paare	情侶	paaren	N	
情侶	pärchen	情侶	pärchen	N	
情侶	paar	情侶	paar	N	ADV
情侶	ehepaar	情侶	ehepaar	N	ADJ
情侶	pärchen	情侶	pärchen	N	
情侶	verliebte	情侶	verlieben	N	V;IND;SG;3;PST;FIN
情侶	liebhaber	情侶	liebhaber	N	ADJ
交接	übergabe	交接	übergabe	V	N
示	vorbild	示	vorbild	V	ADJ
示	model	示	model	V	
示	modell	示	modell	V	ADJ
示	nachweis	示	nachweis	V	N
示	demonstration	示	demonstration	V	N;NOM;SG
示	vorführung	示	vorführung	V	N;FEM;SG
示	kundgebung	示	kundgebung	V	N;SG
示	demo	示	demo	V	
保全	bewahren	保全	bewahren	N	V;NFIN
保全	bewahrung	保全	bewahrung	N	
保全	aufbewahrung	保全	aufbewahrung	N	PROPN
宮殿	schloss	宮殿	schließen	N	V;SG
宮殿	palais	宮殿	palais	N	PROPN;NOM;SG
宮殿	palast	宮殿	palast	N	PROPN;SG
智力	intelligenz	智力	intelligenz	N	ADJ
智力	geheimdienst	智力	geheimdienst	N	PROPN;NOM;SG
智力	nachrichtendienst	智力	nachrichtendienst	N	ADJ
智力	intellektueller	智力	intellektuell	N	ADJ
智力	intellektuelle	智力	intellektuell	N	ADJ;NOM;FEM;PL
智力	intellektuell	智力	intellektuell	N	ADJ
智力	intellektuellen	智力	intellektuell	N	ADJ
智力	geistiges	智力	geistig	N	ADJ;NOM;NEUT;SG
爆破	sprengen	爆破	sprengen	N	V;NFIN
爆破	strahlen	爆破	strahlen	N	V;NFIN
羽田	haneda	羽田	haneda	PROPN	PROPN;NOM;SG
渡口	fähren	渡口	fähren	N	V;NFIN
渡口	fährhafen	渡口	fährhafen	N	
糾紛	streitsachen	糾紛	streitsach	N	V;NFIN
糾紛	streit	糾紛	streit	N	ADJ
糾紛	streitfälle	糾紛	streitfall	N	
糾紛	anfechten	糾紛	anfechten	N	V;NFIN
糾紛	anfechtung	糾紛	anfechtung	N	ADJ
糾紛	streitigkeit	糾紛	streitigkeit	N	ADJ
糾紛	streit	糾紛	streit	N	ADJ
發光	schein	發光	schein	V	
發光	glanz	發光	glanz	V	
發光	leuchtende	發光	leuchtend	V	ADJ;NOM;FEM;SG
發光	leuchtend	發光	leuchtend	V	ADJ
發光	leuchtende	發光	leuchtend	V	ADJ;NOM;FEM;SG
發光	leuchtend	發光	leuchtend	V	ADJ
發光	schein	發光	schein	V	
發光	glühen	發光	glüh	V	
結盟	bündnis	結盟	bündnis	V	
結盟	alliance	結盟	alliance	V	PROPN;NOM;SG
結盟	allianz	結盟	allianz	V	PROPN;NOM;SG
阿拉伯	arabischen	阿拉伯	arabisch	PROPN	ADJ;NOM;PL
阿拉伯	arabische	阿拉伯	arabisch	PROPN	ADJ;NOM;FEM;PL
阿拉伯	arabisch	阿拉伯	arabisch	PROPN	ADJ
阿拉伯	araber	阿拉伯	araber	PROPN	
異議	einwand	異議	einwand	N	ADV
係數	koeffizient	係數	koeffizient	N	ADJ
係數	koeffizienten	係數	koeffizient	N	V;FIN
係數	koeffizient	係數	koeffizient	N	ADJ
係數	koeffizienten	係數	koeffizient	N	V;FIN
抱怨	beschwerde	抱怨	beschwerde	V	ADJ
窮	schlecht	窮	schlecht		ADJ
窮	arme	窮	arm		ADJ;NOM
窮	arm	窮	arm		ADJ
窮	armen	窮	arm		ADJ
窮	armer	窮	armer		ADJ
投球	spielfeld	投球	spielfeld	V	ADJ
投球	pitch	投球	pitch	V	
投球	stellplatz	投球	stellplatz	V	ADJ
銀色	silber	銀色	silber	N	
銀色	silberne	銀色	silbern	N	ADJ;NOM;FEM;PL
銀色	silver	銀色	silver	N	PROPN
鞘	scheide	鞘	scheide	N	PROPN
小牛	kälber	小牛	kalb	PROPN	
小牛	kalb	小牛	kalb	PROPN	
訪談	interview	訪談	interveiwen	V	N;SG
訪談	befragung	訪談	befragung	V	N;NOM;FEM;SG
訪談	gespräch	訪談	gespräch	V	N;NOM;NEUT;SG
訪談	vorstellungsgespräch	訪談	vorstellungsgespräch	V	ADJ
訪談	befragung	訪談	befragung	V	N;NOM;FEM;SG
訪談	interviews	訪談	interviews	V	
訪談	gespräche	訪談	gespräch	V	ADJ
口味	aromen	口味	arom	N	V;NFIN
口味	schmeckt	口味	schmecken	N	V;IND;SG;3;PRS;FIN
口味	geschmack	口味	geschmack	N	ADJ
揚州	yangzhou	揚州	yangzhou	PROPN	
就	eröffnungsfeier	就	eröffnungsfeier	ADV	ADJ
就	inbetriebnahme	就	inbetriebnahme	ADV	N;NOM;FEM;SG
就	eröffnung	就	Eröffnung	ADV	
就	einweihung	就	einweihung	ADV	N
人性	menschlichkeit	人性	menschlichkeit	N	ADJ
人性	menschheit	人性	menschheit	N	
噴發	entlüftung	噴發	entlüftung	V	ADJ
噴發	ausbrüche	噴發	ausbrüchen	V	
噴發	ausbruch	噴發	ausbruch	V	N
噴發	eruption	噴發	Eruption	V	PROPN
噴發	ausbrüche	噴發	ausbrüchen	V	
饒	rao	饒	rao	V	PROPN;NOM;MASC;SG
失誤	fehler	失誤	fehler	N	ADJ
失誤	fehlern	失誤	fehlern	N	V;NFIN
失誤	irrtümer	失誤	irrtum	N	ADJ
溶解	auflösung	溶解	auflösung	V	N;NOM;FEM;SG
主觀	subjektive	主觀	subjektiv	N	ADJ;NOM;FEM;PL
主觀	subjektiven	主觀	subjektiv	N	ADJ;PL
主觀	subjektiv	主觀	subjektiv	N	ADJ
主觀	subjektivität	主觀	subjektivität	N	ADJ
桃源	taoyuan	桃源	taoyuan	N	PROPN;NOM;MASC;SG
天平	waage	天平	waage	N	
天平	skalen	天平	skalen	N	V;NFIN
天平	schuppen	天平	schuppen	N	V;NFIN
天平	waagen	天平	waagen	N	
外國	fremden	外國	fremd	N	ADJ
外國	aliens	外國	aliens	N	PROPN
外國	außerirdische	外國	außerirdisch	N	ADJ;NOM;FEM;PL
外國	ausländern	外國	ausländern	N	V;NFIN
外國	ausländer	外國	ausländer	N	
外國	ausländer	外國	ausländer	N	
外國	ausländern	外國	ausländern	N	V;NFIN
外國	ausländer	外國	ausländer	N	
反感	abgeneigt	反感	abgeneigen	V	ADJ
反感	abneigung	反感	abneigung	V	
反感	empört	反感	empören	V	ADJ
反感	ekel	反感	ekel	V	PROPN;SG
反感	angewidert	反感	anwidern	V	ADJ
神仙	feen	神仙	feen	N	
神仙	fee	神仙	fee	N	
李	pflaumen	李	pflaum	PROPN	V;NFIN
李	plum	李	plum	PROPN	PROPN;NOM;SG
李	pflaumen	李	pflaum	PROPN	V;NFIN
腸	würstchen	腸	würstchen	N	V;NFIN
腸	wurst	腸	würsen	N	
腸	würste	腸	würsen	N	
腸	darm	腸	darm	N	
腸	darm	腸	darm	N	
腸	darm	腸	darm	N	
腸	eingeweide	腸	eingeweide	N	ADJ;NOM
鹼	alkali	鹼	alkali	N	
鹼	alkalische	鹼	alkalisch	N	ADJ;NOM;FEM;PL
石板	schiefer	石板	schiefer	N	ADJ
石板	tablette	石板	tablett	N	ADJ;NOM;FEM;PL
石板	tablett	石板	tablett	N	
石板	tablet	石板	tablen	N	
秋山	akiyama	秋山	akiyama	PROPN	PROPN;NOM;MASC;SG
液晶	lcd	液晶	lcd	N	
福爾摩斯	holmes	福爾摩斯	holm	PROPN	N;NOM;NEUT;SG
君主	monarchie	君主	monarchie	N	PROPN
野心	ambitionen	野心	ambitionen	N	V;NFIN
野心	anspruchsvoll	野心	anspruchsvoll	N	ADJ
野心	ehrgeizig	野心	ehrgeizig	N	ADJ
野心	ehrgeizigen	野心	ehrgeizig	N	ADJ
野心	ehrgeizige	野心	ehrgeizig	N	ADJ;NOM;FEM;PL
野心	ambitionen	野心	ambitionen	N	V;NFIN
野心	ambition	野心	ambition	N	PROPN;SG
別墅	villa	別墅	villa	N	
別墅	landhaus	別墅	landhaus	N	
幅度	reicht	幅度	reichen	N	V;IND;SG;3;PRS;FIN
幅度	ranges	幅度	rang	N	ADJ;NOM;NEUT;SG
幅度	bereichen	幅度	bereichen	N	V;NFIN
幅度	bereiche	幅度	bereich	N	
印地安	inder	印地安	inder	PROPN	
印地安	indianer	印地安	indianer	PROPN	
籠	käfige	籠	käfige	N	ADJ;NOM;FEM;PL
籠	cage	籠	cage	N	PROPN;NOM;MASC;SG
籠	käfig	籠	käfig	N	ADJ
監管	aufsicht	監管	aufsichen	N	
監管	beaufsichtigung	監管	Beaufsichtigung	N	ADJ
監管	kontrolle	監管	kontroll	N	ADJ;NOM;FEM;SG
顯示	bildschirm	顯示	bildschirm	V	ADV
顯示	darstellung	顯示	darstellung	V	N;NOM;FEM;SG
顯示	anzeige	顯示	anzeig	V	
顯示	display	顯示	display	V	PROPN
顯示	monitore	顯示	monitore	V	
顯示	bildschirme	顯示	bildschirm	V	ADJ;NOM;FEM;PL
顯示	beobachter	顯示	beobachter	V	ADJ
有害	schädlichen	有害	schädlich	N	ADJ
有害	gesundheitsschädlich	有害	gesundheitsschädlich	N	ADJ
有害	schädlich	有害	schädlich	N	ADJ
有害	schädliche	有害	schädlich	N	ADJ;NOM;FEM;PL
銀河	galaxien	銀河	galaxien	PROPN	
銀河	galaxie	銀河	galaxie	PROPN	
銀河	galaxis	銀河	galaxis	PROPN	PROPN;NOM;SG
銀河	galaxy	銀河	galaxy	PROPN	PROPN;NOM;SG
銀河	milchstraße	銀河	milchstraße	PROPN	N;NOM;FEM;SG
罰款	geldbußen	罰款	geldbußen	N	V;NFIN
罰款	geldstrafe	罰款	geldstrafe	N	ADJ
罰款	bußgelder	罰款	bußlder	N	ADJ
罰款	geldstrafen	罰款	geldstrafen	N	V;V.PTCP
罰款	strafen	罰款	strafen	N	V;NFIN
葡萄	glukose	葡萄	glukos	N	ADJ;NOM;FEM;SG
鋰	lithium	鋰	lithium	N	
劍橋	cambridge	劍橋	cambridge	PROPN	PROPN;NOM;SG
詛咒	verflucht	詛咒	verfluchen	V	ADJ;V.PTCP
詛咒	fluch	詛咒	fluch	V	PROPN
達拉斯	dallas	達拉斯	dallas	PROPN	PROPN;NOM;MASC;SG
徒步	wandern	徒步	wandern	N	V;NFIN
草莓	erdbeere	草莓	erdbeere	V	ADJ;NOM;SG
奶奶	großmutter	奶奶	großmutt	N	ADJ
奶奶	oma	奶奶	oma	N	
奶奶	omi	奶奶	omi	N	PROPN;NOM;MASC;SG
奶奶	grandma	奶奶	grandma	N	PROPN
蚊	mücken	蚊	mücken	N	V;NFIN
蚊	mücke	蚊	mücken	N	
補償	ausgleichszahlungen	補償	ausgleichszahlung	N	V;NFIN
補償	ausgleich	補償	ausgleich	N	ADJ
補償	schadenersatz	補償	schadenersatz	N	ADJ
補償	ausgleichszahlungen	補償	ausgleichszahlung	N	V;NFIN
補償	ausgleichsmaßnahmen	補償	ausgleichsmaßnahmen	N	V;NFIN
補償	ausgleichszahlung	補償	ausgleichszahlung	N	ADJ
補償	wiedergutmachung	補償	wiedergutmachung	N	ADJ
教父	paten	教父	patun	N	
教父	pate	教父	pate	N	
蝙	batman	蝙	batman	N	PROPN
廁	körperpflege	廁	körperpfleg	V	ADJ;NOM;FEM;PL
廁	wc	廁	wc	V	
廁	toilette	廁	toilenn	V	PROPN;NOM;SG
廁	badezimmer	廁	badezimmer	V	
廁	bad	廁	bad	V	
廁	waschraum	廁	waschraum	V	
葉子	laub	葉子	laub	N	
葉子	blätter	葉子	blätt	N	ADJ
葉子	blättern	葉子	blättern	N	V;NFIN
葉子	leaf	葉子	leaf	N	
葉子	blatt	葉子	blatt	N	ADJ
葉子	blätter	葉子	blätt	N	ADJ
葉子	blättern	葉子	blättern	N	V;NFIN
葉子	yoko	葉子	yoko	N	PROPN;NOM;MASC;SG
激進	radikal	激進	radikal	N	ADJ
激進	radikalen	激進	radikal	N	ADJ
激進	radikaler	激進	radikal	N	ADJ
激進	radikale	激進	radikal	N	ADJ;NOM;FEM;PL
乙醇	ethanol	乙醇	ethanol	N	
有罪	schuldigen	有罪	schuldig	V	ADJ
有罪	schuldig	有罪	schuldig	V	ADJ
有罪	übeltäter	有罪	übeltät	V	ADJ
禮拜	dient	禮拜	dienen	N	V;IND;SG;3;PRS;FIN
禮拜	anbetung	禮拜	anbetungen	N	
禮拜	verehren	禮拜	verehren	N	V;NFIN
禮拜	verehrung	禮拜	verehrung	N	
禮拜	anbeten	禮拜	anbet	N	V;NFIN
禮拜	gottesdienst	禮拜	gottesdienst	N	ADJ
樣式	stile	樣式	stil	N	ADJ
樣式	stil	樣式	stil	N	ADJ
樣式	vorlagen	樣式	vorliegen	N	V;NFIN
樣式	stil	樣式	stil	N	ADJ
樣式	style	樣式	stylen	N	
遷徙	wanderung	遷徙	wanderung	V	N;NOM;FEM;SG
遷徙	einwanderung	遷徙	einwanderung	V	
遷徙	migration	遷徙	Migration	V	PROPN
交響	sinfonie	交響	sinfonie	N	
交響	symphony	交響	symphony	N	
交響	symphonie	交響	symphonie	N	
抄襲	plagiat	抄襲	plagiat	V	ADJ
海倫	helena	海倫	helena	PROPN	PROPN;NOM;SG
海倫	helene	海倫	helen	PROPN	PROPN;NOM;FEM;SG
海倫	helen	海倫	helen	PROPN	PROPN;NOM;SG
螢	ying	螢	ying	N	
讀音	aussprache	讀音	aussprechen	N	
聖殿	basilika	聖殿	basilika	N	PROPN;NOM;SG
聖殿	tempels	聖殿	tempels	N	
聖殿	tempel	聖殿	tempel	N	
空格	leerzeichen	空格	leerzeichen	N	V;NFIN
郵票	stempel	郵票	stempel	N	ADJ
郵票	briefmarke	郵票	briefmark	N	ADJ;NOM;FEM;SG
郵票	briefmarken	郵票	briefmarken	N	ADJ
郵票	briefmarken	郵票	briefmarken	N	ADJ
郵票	stempel	郵票	stempel	N	ADJ
多瑙	donau	多瑙	donau	PROPN	PROPN;NOM;SG
阿爾及利亞	algerien	阿爾及利亞	algerien	PROPN	
騷擾	belästigung	騷擾	belästigung	V	ADJ
騷擾	mobbing	騷擾	mobbing	V	
騷擾	schikanen	騷擾	schikan	V	ADJ
騷擾	belästigung	騷擾	belästigung	V	ADJ
冷卻	abkühlen	冷卻	abkühlen	N	V;NFIN
冷卻	kühlen	冷卻	kühlen	N	V;NFIN
冷卻	kälte	冷卻	kälen	N	
攝影	digitalkamera	攝影	digitalkamera	V	
攝影	kamera	攝影	kamera	V	PROPN
攝影	kameras	攝影	kameras	V	ADV
攝影	videokamera	攝影	videokamera	V	
拜	besuch	拜	besuchen	PROPN	V;IND;SG;3;PST;FIN
拜	besuchen	拜	besuchen	PROPN	V;NFIN
皇宮	schloss	皇宮	schließen	N	V;SG
