από	from	από	from	ADP	PROPN
τύμπανα	барабан	τύμπανο	барабан	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
ανακάλυψη	обнаружить	ανακάλυψη	обнаружить	N;ACC;FEM;SG	V;PFV;NFIN;ACT
ανακάλυψη	открытие	ανακάλυψη	открытие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ανακάλυψη	обнаружение	ανακάλυψη	обнаружение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ιδρυτής	основателя	ιδρυτός	основатель	N;NOM;MASC;SG	N;ANIM;GEN;MASC;SG
κινήσεις	движется	κίνηση	двигаться	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;MID
πυρήνα	core	πυρήνας	core	N;ACC;MASC;SG	PROPN
πυρήνα	ядро	πυρήνας	ядро	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
πυρήνα	ядро	πυρήνας	ядро	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
πυρήνα	ядра	πυρήνας	ядро	N;ACC;MASC;SG	N;INAN;NOM;NEUT;PL
ποιος	кто	ποιος	кто	DET;NOM;DEF;MASC;SG	PRO;NOM
ποιος	who	ποιος	who	DET;NOM;DEF;MASC;SG	PROPN
ποιος	воз	ποιος	воз	DET;NOM;DEF;MASC;SG	N;INAN;NOM;MASC;SG
νόμπελ	нобелевской	νόμπελ	нобелевский	N;NOM;NEUT;SG	ADJ;INS;FEM;SG
κανονική	регулярные	κανονικός	регулярный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
κανονική	регулярного	κανονικός	регулярный	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
βραζιλία	бразилия	βραζιλία	бразилие	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
βραζιλία	бразилию	βραζιλία	бразилие	PROPN;ACC;FEM;SG	N;INAN;ACC;FEM;SG
βραζιλία	бразилии	βραζιλία	бразилия	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
βορρά	северный	βορράς	северный	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
βορρά	северная	βορράς	северный	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
βορρά	север	βορράς	север	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
βορρά	норт	βορράς	норт	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
βορρά	северной	βορράς	северный	N;ACC;MASC;SG	ADJ;INS;FEM;SG
δύσκολο	жестко	δύσκολος	жестко	ADJ;NOM;NEUT;SG	ADV
προσπαθεί	пытается	προσπαθώ	пытаться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
προσπαθεί	старается	προσπαθώ	стараться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
προσπαθεί	стараюсь	προσπαθώ	стараться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;MID
προσπαθεί	пытаюсь	προσπαθώ	пытаться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;MID
προσπαθεί	попытка	προσπαθώ	попытка	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
αριθμούς	цифры	αριθμός	цифра	N;ACC;MASC;PL	N;INAN;NOM;FEM;PL
αριθμούς	номера	αριθμός	номер	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
αριθμούς	числа	αριθμός	число	N;ACC;MASC;PL	N;INAN;GEN;NEUT;SG
συνεργάστηκε	сотрудничал	συνεργώ	сотрудничать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
συνεργάστηκε	сотрудничала	συνεργώ	сотрудничать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;FEM;IND;SG;PST;FIN;ACT
συνεργάστηκε	сотрудничали	συνεργώ	сотрудничать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;IND;PL;PST;FIN;ACT
συνεργάστηκε	сотрудничал	συνεργώ	сотрудничать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
συνεργάστηκε	сотрудничала	συνεργώ	сотрудничать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;FEM;IND;SG;PST;FIN;ACT
συνεργάστηκε	сотрудничали	συνεργώ	сотрудничать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;IND;PL;PST;FIN;ACT
ιερουσαλήμ	иерусалим	ιερουσαλήμ	иерусаль	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
εννέα	nine	εννέα	nine	NUM;NOM;NEUT;PL	PROPN
διαφορετικό	разные	διαφορετικός	разный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
διαφορετικό	различных	διαφορετικός	различный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
αλήθεια	true	αλήθεια	true	N;NOM;FEM;SG	PROPN
αλήθεια	правда	αλήθεια	правда	N;NOM;FEM;SG	ADV
αλήθεια	правда	αλήθεια	правда	N;NOM;FEM;SG	ADV
αλήθεια	правду	αλήθεια	правда	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
αλήθεια	реально	αλήθεια	реально	N;NOM;FEM;SG	ADV
αλήθεια	действительно	αλήθεια	действительно	N;NOM;FEM;SG	ADV
δισκογραφία	дискография	δισκογραφία	дискография	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
διαδρομή	маршрут	διαδρομή	маршрут	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
διαδρομή	трасса	διαδρομή	трасса	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
διαδρομή	путь	διαδρομή	путь	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
νερά	водах	νερό	вода	N;NOM;NEUT;PL	N;INAN;ESS;FEM;PL
σουηδία	швеции	σουηδία	швеция	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
σουηδία	швеция	σουηδία	швеция	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
λατινική	латинской	λατινικός	латинский	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
ολόκληρο	целые	ολόκληρος	целый	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ολόκληρο	целое	ολόκληρος	целое	ADJ;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
ολόκληρο	целиком	ολόκληρος	целиком	ADJ;NOM;NEUT;SG	ADV
έκφραση	выражение	έκφραση	выражение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
υπολογιστή	компьютер	υπολογιστής	компьютер	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
υπολογιστή	computer	υπολογιστής	computer	N;ACC;MASC;SG	PROPN
γνωστοί	известное	γνωστός	известный	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
γνωστοί	известный	γνωστός	известный	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
γνωστοί	известен	γνωστός	известный	ADJ;NOM;MASC;PL	ADJ;MASC;SG
γνωστοί	известная	γνωστός	известный	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
γνωστοί	знакомые	γνωστός	знакомый	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
γνωστοί	знакомых	γνωστός	знакомый	ADJ;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
προσφορά	ставка	προσφορά	ставка	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
προσφορά	предложение	προσφορά	предложение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
αρκετοί	несколько	αρκετός	несколько	PRO;NOM;MASC;PL;3	ADV
άξονα	ось	άξονας	ось	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
άξονα	оси	άξονας	ось	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
άξονα	ось	άξονας	ось	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
υποψηφιότητα	кандидатура	υποψηφιότητα	кандидатура	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
υποψηφιότητα	назначение	υποψηφιότητα	назначение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
υποψηφιότητα	выдвижение	υποψηφιότητα	выдвижение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
υποψηφιότητα	номинации	υποψηφιότητα	номинация	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
πνεύμα	духом	πνεύμα	дух	N;NOM;NEUT;SG	N;INAN;INS;MASC;SG
παλιό	old	παλιός	old	ADJ;NOM;NEUT;SG	PROPN
παλιό	старые	παλιός	старый	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
τομείς	секторов	τομέας	сектор	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
συμφωνώ	согласен	συμφωνώ	согласный	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;MASC;SG
συμφωνώ	согласна	συμφωνώ	согласный	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;FEM;SG
συμφωνώ	согласны	συμφωνώ	согласный	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;PL
συμφωνώ	согласиться	συμφωνώ	согласиться	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PFV;NFIN;MID
συρία	сирию	συρία	сирия	PROPN;ACC;FEM;SG	N;INAN;ACC;FEM;SG
συρία	сирия	συρία	сирия	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
συρία	сирии	συρία	сирия	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
γενιά	поколения	γενιά	поколение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
κατανομή	распределения	κατανομή	распределение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
στίχους	стихи	στίχος	стихи	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
στίχους	знамения	στίχος	знамение	N;ACC;MASC;PL	N;INAN;NOM;NEUT;PL
κλειστό	закрыта	κλειστός	закрыть	N;NOM;NEUT;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
κλειστό	закрыто	κλειστός	закрыть	N;NOM;NEUT;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
κλειστό	закрытая	κλειστός	закрытый	N;NOM;NEUT;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
κλειστό	закрытое	κλειστός	закрытый	N;NOM;NEUT;SG	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
κλειστό	закрыты	κλειστός	закрыть	N;NOM;NEUT;SG	V;PFV;PL;PST;V.PTCP;PASS
αυτοκίνητο	машину	αυτοκίνητο	машина	N;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
αυτοκίνητο	car	αυτοκίνητο	car	N;NOM;NEUT;SG	PROPN
εξαρτάται	зависит	εξαρτώ	зависеть	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
εξαρτάται	смотря	εξαρτώ	смотреть	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;PRS;V.CVB;ACT
κατάταξη	рейтинг	κατάταξη	рейтинг	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
κατάταξη	классификации	κατάταξη	классификация	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
κατάταξη	классификация	κατάταξη	классификация	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
δικαιοσύνης	правосудия	δικαιοσύνη	правосудие	N;GEN;FEM;SG	N;INAN;NOM;NEUT;PL
δικαιοσύνης	справедливость	δικαιοσύνη	справедливость	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
δικαιοσύνης	правосудие	δικαιοσύνη	правосудие	N;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
μεξικό	мексику	μεξικό	мексика	PROPN;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
μεξικό	мексики	μεξικό	мексика	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
μεξικό	мексика	μεξικό	мексика	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
φυσικός	естественные	φυσικός	естественный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
φυσικός	природных	φυσικός	природный	ADJ;NOM;MASC;SG	ADJ;GEN;PL
φυσικός	натуральные	φυσικός	натуральный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
φυσικός	физик	φυσικός	физик	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
τουρνουά	турниры	τουρνο	турнир	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
σωματεία	профсоюзов	σωματείο	профсоюз	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
αντίτυπα	копий	αντίτυπο	копия	N;NOM;NEUT;PL	N;INAN;GEN;FEM;PL
ημερολόγιο	journal	ημερολόγιο	journal	N;NOM;NEUT;SG	PROPN
στατιστικά	статистика	στατιστικός	статистика	ADV	N;INAN;NOM;FEM;SG
συμβολή	взнос	συμβολή	взнос	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
συμβολή	вклад	συμβολή	вклад	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
βασικές	базовый	βασικός	базовый	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
βασικές	базовая	βασικός	базовый	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
βασικές	basic	βασικός	basic	ADJ;NOM;FEM;PL	PROPN
στυλ	стили	στυλ	стиль	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
στυλ	стилей	στυλ	стиль	N;NOM;NEUT;SG	N;INAN;GEN;MASC;PL
στυλ	style	στυλ	style	N;NOM;NEUT;SG	PROPN
ήλιο	гелий	ήλιο	гелий	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
τοπικές	местная	τοπικός	местный	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
τοπικές	местных	τοπικός	местный	ADJ;NOM;FEM;PL	ADJ;GEN;PL
τοπικές	местное	τοπικός	местный	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
τοπικές	местный	τοπικός	местный	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
ρεάλ	real	ρεάλ	real		PROPN
ρεάλ	настоящий	ρεάλ	настоящий		ADJ;NOM;MASC;SG
ρεάλ	настоящие	ρεάλ	настоящий		ADJ;NOM;PL
ρεάλ	настоящая	ρεάλ	настоящий		ADJ;NOM;FEM;SG
ρεάλ	реальные	ρεάλ	реальный		ADJ;NOM;PL
βοήθησε	помогли	βοηθώ	помочь	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
κρατών	государства	κράτος	государство	N;GEN;NEUT;PL	N;INAN;NOM;NEUT;PL
κρατών	штаты	κράτος	штат	N;GEN;NEUT;PL	N;INAN;NOM;MASC;PL
γράφτηκε	письменные	γράφτω	письменный	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;PL
γράφτηκε	письменное	γράφτω	письменный	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;NEUT;SG
γράφτηκε	письменный	γράφτω	письменный	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;MASC;SG
ελβετία	швейцария	ελβετία	швейцария	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ελβετία	швейцарию	ελβετία	швейцария	PROPN;ACC;FEM;SG	N;INAN;ACC;FEM;SG
ελβετία	швейцарии	ελβετία	швейцария	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
αναζήτηση	искать	αναζήτηση	искать	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
αναζήτηση	ищите	αναζήτηση	искать	N;NOM;FEM;SG	V;IPFV;IMP;PL;2;FIN;ACT
υποστήριξε	поддерживаемые	υποστηρίζω	поддерживать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
υποστήριξε	поддерживается	υποστηρίζω	поддерживать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
υποστήριξε	поддерживаются	υποστηρίζω	поддерживать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
καλλιτεχνικό	художественных	καλλιτεχνικός	художественный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
καλλιτεχνικό	художественные	καλλιτεχνικός	художественный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
εσύ	тебя	εσύ	ты	V;IPFV;IND;SG;1;PRS;FIN;ACT	PRO;ACC;SG;2
εσύ	you	εσύ	you	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
εσύ	вы	εσύ	вы	V;IPFV;IND;SG;1;PRS;FIN;ACT	PRO;NOM;PL;2
εσύ	ты	εσύ	ты	V;IPFV;IND;SG;1;PRS;FIN;ACT	PRO;NOM;SG;2
μπάσκετ	баскетбол	μπάσκετ	баскетбол		N;INAN;NOM;MASC;SG
επιστρέφει	возвращения	επιστρέφω	возвращение	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;GEN;NEUT;SG
επιστρέφει	возвращается	επιστρέφω	возвращаться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
επιστρέφει	возвращение	επιστρέφω	возвращение	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
μουσικοί	музыкантов	μουσικός	музыкант	ADJ;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
μουσικοί	музыканты	μουσικός	музыкант	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
κοιλάδα	долине	κοιλάδα	долина	N;ACC;FEM;SG	N;INAN;DAT;FEM;SG
κοιλάδα	долина	κοιλάδα	долина	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
προϊόν	продукта	προϊόν	продукт	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
πασά	паша	πασάς	паша	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
συγχώνευση	слияния	συγχώνευση	слияние	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
συγχώνευση	объединить	συγχώνευση	объединить	N;NOM;FEM;SG	V;PFV;NFIN;ACT
εμπειρία	опыт	εμπειρία	опыт	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
καθ	кэт	καθ	кэт	ADP	N;ANIM;NOM;FEM;SG
αθλητικά	кроссовки	αθλητικά	кроссовки	ADV	N;INAN;NOM;FEM;PL
αθλητικά	спортивные	αθλητικά	спортивный	ADV	ADJ;NOM;PL
αθλητικά	спорт	αθλητικά	спорт	ADV	N;INAN;NOM;MASC;SG
αθλητικά	спортивная	αθλητικά	спортивный	ADV	ADJ;NOM;FEM;SG
αθλητικά	sports	αθλητικά	sports	ADV	PROPN
χρυσός	золотая	χρυσός	золотой	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
χρυσός	золотые	χρυσός	золотой	N;NOM;MASC;SG	ADJ;NOM;PL
χρυσός	золотой	χρυσός	золотой	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
χρυσός	golden	χρυσός	golden	N;NOM;MASC;SG	PROPN
χρυσός	золотой	χρυσός	золотой	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
χρυσός	золотая	χρυσός	золотой	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
χρυσός	gold	χρυσός	gold	N;NOM;MASC;SG	PROPN
χρυσός	золотые	χρυσός	золотой	N;NOM;MASC;SG	ADJ;NOM;PL
φίλος	друга	φίλος	друг	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
τρίτος	третье	τρίτος	третий	NUM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
τρίτος	третий	τρίτος	третий	NUM;NOM;MASC;SG	ADJ;NOM;MASC;SG
τρίτος	третья	τρίτος	третий	NUM;NOM;MASC;SG	ADJ;NOM;FEM;SG
ανακοινώθηκε	объявили	ανακοινώνω	объявить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
ανακοινώθηκε	объявил	ανακοινώνω	объявить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
ανακοινώθηκε	объявленные	ανακοινώνω	объявить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
ανακοινώθηκε	объявила	ανακοινώνω	объявить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
ηττήθηκε	поражение	ηττώμαι	поражение	V;PFV;IND;SG;3;PST;FIN;PASS	N;INAN;NOM;NEUT;SG
ηττήθηκε	победил	ηττώμαι	победить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
δώδεκα	twelve	δώδεκα	twelve	NUM;NOM;MASC;PL	PROPN
διεξαγωγή	поведение	διεξαγωγή	поведение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
έφυγε	ушли	φεύγω	уйти	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
οδηγός	водителя	οδηγός	водитель	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
οδηγός	руководства	οδηγός	руководство	N;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
δρόμος	street	δρόμος	street	N;NOM;MASC;SG	PROPN
δρόμος	дорожной	δρόμος	дорожный	N;NOM;MASC;SG	ADJ;INS;FEM;SG
δρόμος	road	δρόμος	road	N;NOM;MASC;SG	PROPN
τελικός	окончательного	τελικός	окончательный	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;SG
τελικός	заключительные	τελικός	заключительный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
δήμους	муниципалитеты	δήμος	муниципалитет	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
δήμους	муниципалитетов	δήμος	муниципалитет	N;ACC;MASC;PL	N;INAN;GEN;MASC;PL
πιστεύεται	верила	πιστεύεται	верить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;FEM;IND;SG;PST;FIN;ACT
πιστεύεται	поверил	πιστεύεται	поверить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
πιστεύεται	поверила	πιστεύεται	поверить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
πιστεύεται	верил	πιστεύεται	верить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
συνέβη	случилось	συμβαίνω	случиться	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;MID
τοπικά	местная	τοπικά	местный	ADV	ADJ;NOM;FEM;SG
τοπικά	локальные	τοπικά	локальный	ADV	ADJ;NOM;PL
τοπικά	местных	τοπικά	местный	ADV	ADJ;GEN;PL
τοπικά	местное	τοπικά	местный	ADV	ADJ;NOM;NEUT;SG
τοπικά	местный	τοπικά	местный	ADV	ADJ;NOM;MASC;SG
τοπικά	местные	τοπικά	местный	ADV	ADJ;NOM;PL
πίστη	вере	πίστα	вера	N;NOM;FEM;SG	N;INAN;DAT;FEM;SG
πίστη	веру	πίστα	вера	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
παραδοσιακά	традиционный	παραδοσιακός	традиционный	ADV	ADJ;NOM;MASC;SG
παραδοσιακά	традиционная	παραδοσιακός	традиционный	ADV	ADJ;NOM;FEM;SG
παραδοσιακά	традиционные	παραδοσιακός	традиционный	ADV	ADJ;NOM;PL
παραδοσιακά	традиционное	παραδοσιακός	традиционный	ADV	ADJ;NOM;NEUT;SG
προέλευση	происхождение	προέλευση	происхождение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
προέλευση	происхождения	προέλευση	происхождение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
προέλευση	происхождение	προέλευση	происхождение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
προέλευση	происхождение	προέλευση	происхождение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
προέλευση	происхождения	προέλευση	происхождение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ισχυρή	мощные	ισχυρός	мощный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
διαχείριση	управлять	διαχείριση	управлять	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
σταδιοδρομία	карьеры	σταδιοδρομία	карьера	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
σταδιοδρομία	карьеры	σταδιοδρομία	карьера	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
ιράν	иран	ιράν	иран		N;INAN;NOM;MASC;SG
πιθανό	вероятно	πιθανός	вероятно	ADJ;NOM;NEUT;SG	ADV
τζορτζ	георг	τζορτζ	георг		N;ANIM;NOM;MASC;SG
τζορτζ	джордж	τζορτζ	джордж		N;ANIM;NOM;MASC;SG
τζορτζ	георгий	τζορτζ	георгий		N;ANIM;NOM;MASC;SG
συναυλίες	концертов	συναυλία	концерт	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
αίμα	blood	αίμα	blood	N;NOM;NEUT;SG	PROPN
ιστορικές	исторических	ιστορικός	исторический	ADJ;NOM;FEM;PL	ADJ;GEN;PL
ιστορικές	историческое	ιστορικός	исторический	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
ιστορικές	исторический	ιστορικός	исторический	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
ιστορικές	историческая	ιστορικός	исторический	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
αντίστοιχη	соответствующая	αντίστοιχος	соответствовать	ADJ;NOM;FEM;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
ζωγραφική	картина	ζωγραφικός	картина	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ζωγραφική	живопись	ζωγραφικός	живопись	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ζωγραφική	рисование	ζωγραφικός	рисование	ADJ;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
βελτίωση	совершенствование	βελτίωση	совершенствование	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
βελτίωση	улучшение	βελτίωση	улучшение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
βελτίωση	усовершенствования	βελτίωση	усовершенствование	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
βελτίωση	улучшения	βελτίωση	улучшение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
βελτίωση	улучшение	βελτίωση	улучшение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
βελτίωση	улучшать	βελτίωση	улучшать	N;ACC;FEM;SG	V;IPFV;NFIN;ACT
βελτίωση	улучшить	βελτίωση	улучшить	N;ACC;FEM;SG	V;PFV;NFIN;ACT
βελτίωση	совершенствование	βελτίωση	совершенствование	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
βελτίωση	улучшение	βελτίωση	улучшение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
βέλγιο	бельгии	βέλγιο	бельгия	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
βέλγιο	бельгия	βέλγιο	бельгия	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
βέλγιο	бельгию	βέλγιο	бельгия	PROPN;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
