başrolde	بطولة	başrol	بُطُولَة	N;ESS;SG;3	N;NOM;INDF;SG
anlık	الفورية	anlık	فَورِيّ		ADJ;NOM;DEF;FEM;SG
anlık	فوري	anlık	فَورِيّ		ADJ;NOM;INDF;MASC;SG
mode	مود	mode	مود		
mode	النمط	mode	نَمَط		N;NOM;DEF;SG
mode	الوضع	mode	وَضع		N;NOM;DEF;SG
mode	نمط	mode	نَمَط		N;NOM;INDF;SG
gür	خصبة	gür	خصبة		ADJ;NOM;INDF;FEM;SG
gür	الخصبة	gür	خَصبَة		N;NOM;DEF;SG
buyuk	الكبير	buyuk	كَبِير		ADJ;NOM;DEF;MASC;SG
buyuk	كبيرة	buyuk	كَبِير		ADJ;NOM;INDF;FEM;SG
buyuk	كبيره	buyuk	كبيره		
buyuk	كبير	buyuk	كَبِير		ADJ;NOM;INDF;MASC;SG
oturum	الدورة	oturum	دَورَة		N;NOM;DEF;SG
oturum	جلسة	oturum	جَلسَة		N;NOM;INDF;SG
oturum	الجلسة	oturum	جَلسَة		N;NOM;DEF;SG
arkası	خلف	arka	خلف	N;NOM;SG;3	
arkası	وراء	arka	وَرَاءَ	N;NOM;SG;3	ADP;ACC
harper	هاربر	harper	هاربر		
teatro	teat	teatro	قَشِيق	PROPN;NOM;SG;3	
yaratıcısı	الخالق	yaratıcı	خَالِق	N;NOM;SG;3	
yaratıcısı	خالق	yaratıcı	خَالِق	N;NOM;SG;3	
şikago	شيكاغو	şikago	شِيكَاغُو		
şikago	شيكاجو	şikago	شِيكَاجُو		
curtis	كيرتيس	curtis	كيرتيس		
alba	البا	alba	بَا	PROPN;NOM;SG;3	
ayrılık	فراق	ayrılık	فِرَاق	N;NOM;SG;3	
aletleri	صكوك	alet	صَكّ	N;ACC;PL;3	N;NOM;INDF;PL
aletleri	الصكوك	alet	صَكّ	N;ACC;PL;3	N;NOM;DEF;PL
aletleri	الالات	alet	آلَة	N;ACC;PL;3	N;NOM;DEF;PL
louisiana	لويزيانا	loui	لويزيانا	PROPN;NOM;SG;3	
istekleri	الطلبات	istek	طَلَب	N;ACC;PL;3	N;NOM;DEF;PL
istekleri	طلبات	istek	طَلَب	N;ACC;PL;3	N;NOM;INDF;PL
cümleler	الجمل	cümle	جَمَل	N;NOM;PL;3	
cümleler	جمل	cümle	جَمَل	N;NOM;PL;3	N;NOM;INDF;SG
döngü	دوار	döngü	دَوَار		
döngü	الدوار	döngü	دَوَار		N;NOM;DEF;SG
döngü	حلقة	döngü	حَلقَة		N;NOM;INDF;SG
döngü	الحلقة	döngü	حَلقَة		N;NOM;DEF;SG
döngü	الدورة	döngü	دَورَة		N;NOM;DEF;SG
döngü	دورة	döngü	دَورَة		N;NOM;INDF;SG
uçaklar	الطائرة	uçak	طَائِرَة	N;NOM;PL;3	N;NOM;DEF;SG
uçaklar	طائرة	uçak	طَائِرَة	N;NOM;PL;3	N;NOM;INDF;SG
atılmış	نبذ	at	نبذ	V;PFV;NFH;IND;SG;3;POS;PST;PASS	
atılmış	القيت	at	قَيت	V;PFV;NFH;IND;SG;3;POS;PST;PASS	
vurgu	التشديد	vurgu	تَشدِيد		N;NOM;DEF;SG
lynch	لينش	lynch	لينش		
odaları	الغرف	oda	غُرفَة	N;ACC;PL;3	N;NOM;DEF;PL
odaları	غرف	oda	غُرفَة	N;ACC;PL;3	N;NOM;INDF;PL
sergei	سيرغي	sergei	سيرغي		
sergei	سيرجي	sergei	سِيرجِي		
tekne	المركب	tekne	مُرَكَّب		N;NOM;DEF;SG
tekne	القارب	tekne	قَارِب		N;NOM;DEF;SG
tekne	قارب	tekne	قَارِب		N;NOM;INDF;SG
tekne	زورق	tekne	زورق		N;NOM;INDF;SG
tekne	مركب	tekne	مركب		N;NOM;INDF;SG
aus	a	aus	a		
klein	كلين	kle	كلين		
klein	كلاين	kle	كلَايِن		
sıralı	متتالية	sıralı	مُتَتَالِي		ADJ;NOM;INDF;FEM;SG
sıralı	التسلسل	sıralı	تَسَلسُل		N;NOM;DEF;SG
sıralı	تسلسل	sıralı	تسِلسِل		N;NOM;INDF;SG
komşuları	الجيران	komşu	جِيرَان	ADJ;NOM;PL;3	N;NOM;DEF;SG
komşuları	جيران	komşu	جِيرَان	ADJ;NOM;PL;3	
komşuları	الجيران	komşu	جِيرَان	ADJ;NOM;PL;3	N;NOM;DEF;SG
gezgin	المتجول	gezgin	مُتَجَوِّل	N;NOM;SG;3	
tuzlu	مالح	tuzlu	مَالِح		
tuzlu	المملح	tuzlu	مُمَلَّح		N;NOM;DEF;SG
tuzlu	المملحة	tuzlu	مَملَحَة		N;NOM;DEF;SG
mesele	المسالة	mesele	مَسأَلَة		N;NOM;DEF;SG
mesele	اصدار	mesele	إِصدَار		N;NOM;INDF;SG
oğul	ابن	oğul	ابن		
oğul	بني	oğul	بني		
oğul	الابن	oğul	اِبن		N;NOM;DEF;SG
nine	نانا	nine	نانا		
elmalı	ابل	el	أَبل		
elmalı	التفاحة	el	تَفَاحَة		N;NOM;DEF;SG
elmalı	تفاحة	el	تَفَاحَة		N;NOM;INDF;SG
elmalı	تفاح	el	تَفَاحِي		
ifadeleri	التصريحات	ifade	تَصرِيح	N;ACC;PL;3	N;NOM;DEF;PL
ifadeleri	البيانات	ifade	بَيَان	N;ACC;PL;3	N;NOM;DEF;PL
kolonisi	المستعمرة	koloni	مُستَعمِر	N;ACC;SG;3	N;NOM;DEF;SG
kolonisi	مستعمرة	koloni	مُستَعمِر	N;ACC;SG;3	N;NOM;INDF;SG
zeka	استخبارات	zeka	اِستِخبَار		N;NOM;INDF;PL
zeka	الاستخبارات	zeka	اِستِخبَار		N;NOM;DEF;PL
zeka	الذكاء	zeka	ذَكَاء		N;NOM;DEF;SG
zeka	المخابرات	zeka	مُخَابَرَات		N;NOM;DEF;PL
zeka	مخابرات	zeka	مُخَابَرَات		N;NOM;INDF;PL
zeka	ذكاء	zeka	ذَكَاء		
yıldönümü	ذكرى	yıldönüm	ذِكرَى	N;ACC;SG;3	N;NOM;INDF;SG
gibson	جبسون	gibson	جبسون		
gibson	جيبسون	gibson	جِيبسُون		
gibson	غيبسون	gibson	غيبسون		
porter	بورتر	porter	بُورتِر		
girişimleri	المبادرات	girişim	مُبَادَرَة	N;ACC;PL;3	N;NOM;DEF;PL
girişimleri	مبادرات	girişim	مُبَادَرَة	N;ACC;PL;3	N;NOM;INDF;PL
girişimleri	المحاولات	girişim	مُحَاوَلَة	N;ACC;PL;3	N;NOM;DEF;PL
girişimleri	محاولات	girişim	مُحَاوَلَة	N;ACC;PL;3	N;NOM;INDF;PL
buldum	وجد	bul	وَجَد	V;PFV;IND;SG;1;POS;PST	V;PFV;MASC;SG;3;ACT
buldum	خلصت	bul	خَلَّص	V;PFV;IND;SG;1;POS;PST	V;PFV;FEM;SG;3;ACT
buldum	وجدت	bul	وَجَد	V;PFV;IND;SG;1;POS;PST	V;PFV;FEM;SG;3;ACT
dalgalar	موج	dalga	مَوج	N;NOM;PL;3	N;NOM;INDF;SG
dalgalar	امواج	dalga	امواج	N;NOM;PL;3	
musevi	اليهودية	musevi	يَهُودِيّ		ADJ;NOM;DEF;FEM;SG
musevi	يهودية	musevi	يَهُودِيّ		ADJ;NOM;INDF;FEM;SG
musevi	يهودي	musevi	يَهُودِيّ		ADJ;NOM;INDF;MASC;SG
nat	نات	nat	نَات		
antonius	انطونيوس	antonius	أَنطُونِيُوس		
spider	عنكبوت	spider	عُنكُبُوت		
spider	سبايدر	spider	سبَايدَر		
spider	العنكبوت	spider	العنكبوت		N;NOM;DEF;SG
flüt	الفلوت	flüt	فِلَىت		N;NOM;DEF;SG
flüt	الناي	flüt	نَايِي		N;NOM;DEF;SG
harap	المتداعية	harap	مُتَدَاعِي		ADJ;NOM;DEF;FEM;SG
salı	الثلاثاء	salı	ثُلَاثَاء		N;NOM;DEF;SG
bölük	سرب	bölük	سَرب		N;NOM;INDF;SG
bölük	السرب	bölük	سِرب		N;NOM;DEF;SG
bölük	شركه	bölük	شركه		
bölük	شركة	bölük	شَرِكَة		N;NOM;INDF;SG
bölük	الشركة	bölük	شَرِكَة		N;NOM;DEF;SG
bölük	رفقة	bölük	رِفقَة		N;NOM;INDF;SG
bölük	فرقة	bölük	فِرقَة		N;NOM;INDF;SG
bölük	الفرقة	bölük	فِرقَة		N;NOM;DEF;SG
tohum	البذور	tohum	بَذر	N;NOM;SG;3	N;NOM;DEF;PL
tohum	بذور	tohum	بَذر	N;NOM;SG;3	N;NOM;INDF;PL
tohum	البذور	tohum	بَذر	N;NOM;SG;3	N;NOM;DEF;PL
tayfun	اعصار	tayfun	إِعصَار		N;NOM;INDF;SG
tayfun	الاعصار	tayfun	عَصَر		N;NOM;DEF;SG
molekül	الجزيئية	molekül	جَزِيئَة	N;NOM;SG;3	
molekül	جزيء	molekül	جُزيُو	N;NOM;SG;3	
molekül	جزيئات	molekül	جَزِيمَة	N;NOM;SG;3	N;NOM;INDF;PL
madencilik	المناجم	madencilik	مَنجَم	N;NOM;SG;3	N;NOM;DEF;PL
papaz	قسيس	papaz	قسيس		
papaz	كاهن	papaz	كَاهِن		
papaz	الكاهن	papaz	كَاهِن		N;NOM;DEF;SG
papaz	قس	papaz	قِس		
con	يخدع	con	خَدَع	INTJ	V;IPFV;MASC;IND;SG;3;FIN;ACT
edwin	ادوين	et	أَدُويُن		
queens	كوينز	queens	كوينز	PROPN;NOM;SG;3	
queens	الملكات	queens	مَلَكَّة	PROPN;NOM;SG;3	N;NOM;DEF;PL
yayıldı	انشر	yay	انشر	V;PFV;IND;SG;3;POS;PST;PASS	
yayıldı	انتشر	yay	اِنتَشَر	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;ACT
yayıldı	انتشار	yay	اِنتِشَار	V;PFV;IND;SG;3;POS;PST;PASS	N;NOM;INDF;SG
terminal	طرفية	terminal	طَرَفِيّ		ADJ;NOM;INDF;FEM;SG
terminal	الطرفية	terminal	طَرَفِيّ		ADJ;NOM;DEF;FEM;SG
terminal	محطة	terminal	مَحَطَّة		N;NOM;INDF;SG
bilişsel	المعرفية	bilişsel	مَعرِفِيّ		N;NOM;DEF;SG
yanma	الاحتراق	yan	اِحتِرَاق		N;NOM;DEF;SG
yanma	احتراق	yan	اِحتِرَاق		N;NOM;INDF;SG
yanma	يحترق	yan	اِحتَرَق		V;IPFV;MASC;IND;SG;3;FIN;ACT
yanma	احتراق	yan	اِحتِرَاق		N;NOM;INDF;SG
yanma	حرق	yan	حَرق		
yanma	الحرق	yan	حَرِيق		N;NOM;DEF;SG
yanma	تحترق	yan	اِحتَرَق		V;IPFV;MASC;IND;SG;3;FIN;ACT
diger	اخرى	diger	آخَر		ADJ;NOM;INDF;FEM;SG
diger	اخرون	diger	آخَر		ADJ;NOM;INDF;MASC;PL
diger	اخرين	diger	آخَر		ADJ;ACC;INDF;MASC;PL
diger	الاخرون	diger	آخَر		ADJ;NOM;DEF;MASC;PL
fiil	فعل	fiil	فِعل		N;NOM;INDF;SG
fiil	الفعل	fiil	فِعل		N;NOM;DEF;SG
voldemort	فولدمورت	voldemort	فُولدَمُور	N;NOM;SG;3	
ima	ضمنيا	ima	ضَمَنِيّ		ADJ;ACC;INDF;MASC;SG
ima	الضمني	ima	ضَمَنِيّ		ADJ;NOM;DEF;MASC;SG
ima	ضمنية	ima	ضَمَنِيّ		ADJ;NOM;INDF;FEM;SG
owen	اوين	owen	اوين	PROPN;NOM;SG;3	
sophie	صوفى	sophie	صُوفِي		
sophie	صوفي	sophie	صُوفِي		
yayılması	انتشار	yay	اِنتِشَار	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;INDF;SG
muazzam	فاب	muazzam	فَاب		
magazin	مجلة	magazin	مَجَلَّة		N;NOM;INDF;SG
magazin	المجله	magazin	مُجَلِّه		
magazin	المجلة	magazin	مَجَلَّة		N;NOM;DEF;SG
magazin	المجلات	magazin	مَجَلّ		N;NOM;DEF;PL
magazin	مجلات	magazin	مَجَلَّة		N;NOM;INDF;PL
tüketim	استهلاك	tüket	اِستِهلَاك		N;NOM;INDF;SG
tüketim	الاستهلاك	tüket	اِستِهلَاك		N;NOM;DEF;SG
frankenstein	فرانكنشتاين	frankens	فرَانكُنشِيّ	N;NOM;SG;3	
frankenstein	فرانكشتاين	frankens	فرَانكشتَاين	N;NOM;SG;3	
saraybosna	سراييفو	saraybo	سَرَايِيفُو	PROPN;NOM;SG;3	
azalma	التخفيض	azal	تَخفِيض		N;NOM;DEF;SG
azalma	تخفيض	azal	تَخفِيض		N;NOM;INDF;SG
azalma	انخفاض	azal	اِنخِفَاض		N;NOM;INDF;SG
azalma	النقصان	azal	نِقصَان		N;NOM;DEF;SG
azalma	نقصان	azal	نقصان		N;NOM;INDF;SG
azalma	خفض	azal	خَفض		N;NOM;INDF;SG
patent	البراءات	patent	بِرَاء	N;NOM;SG;3	N;NOM;DEF;PL
tara	تارا	tara	تارا		
tara	مسح	tara	مسح		N;NOM;INDF;SG
tara	المسح	tara	مُسَحِّ		N;NOM;DEF;SG
oya	اصوات	oya	صَوت		N;NOM;INDF;PL
oya	الاصوات	oya	صَوت		N;NOM;DEF;PL
gauss	غاوس	gauss	غَاوس		
lori	lo	None	ضَا		
lori	lorik	None	lorik		
basılı	مطبوعة	basılı	مَطبُوع		ADJ;NOM;INDF;FEM;SG
basılı	مطبوع	basılı	مُطبَو		ADJ;NOM;INDF;MASC;SG
atıfta	مشيرا	atıf	مُشِير	N;ESS;SG;3	ADJ;ACC;INDF;MASC;SG
jam	مربى	jam	مَربَى		
jam	المربى	jam	مَربَى		N;NOM;DEF;SG
jam	جام	jam	جَام		
düzenle	حرر	düzen	حَرَّر	N;INS;SG;3	V;PFV;MASC;SG;3;ACT
düzenle	تحرير	düzen	تَحرِير	N;INS;SG;3	N;NOM;INDF;SG
düzenle	تعديل	düzen	تَعدِيل	N;INS;SG;3	N;NOM;INDF;SG
düzenle	التحرير	düzen	تَحرِير	N;INS;SG;3	N;NOM;DEF;SG
düzenle	تعديل	düzen	تَعدِيل	N;INS;SG;3	N;NOM;INDF;SG
düzenle	تعدل	düzen	عَدَّل	N;INS;SG;3	V;IPFV;FEM;IND;SG;3;FIN;ACT
dağıstan	داغستان	dağıs	داغستان		
mantıksal	منطق	mantıksal	مَنطِق	ADJ	N;NOM;INDF;SG
mantıksal	المنطق	mantıksal	مَنطِق	ADJ	N;NOM;DEF;SG
morrison	موريسون	morrison	مُورِيسُون		
atomik	الذرية	atomik	ذُريَة	ADJ	
tuzla	توزلا	tuz	تَوَزَّل		N;ACC;INDF;SG
bölünmüş	انقسام	böl	اِنقِسَام	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;NOM;INDF;SG
bölünmüş	مقسم	böl	مَقسِم	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
bölünmüş	مقسمة	böl	مُقَسَّم	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
bölünmüş	انقسام	böl	اِنقِسَام	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;NOM;INDF;SG
bölünmüş	التقسيم	böl	تَقسِيم	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;NOM;DEF;SG
bölünmüş	تقسيم	böl	تَقسِيم	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;NOM;INDF;SG
crown	تاج	crown	تاج		
crown	كراون	crown	كرَاون		
crown	التاج	crown	تَاج		N;NOM;DEF;SG
mineral	معادن	mineral	مَعدِن		N;NOM;INDF;PL
mineral	معدن	mineral	مَعدِن		N;NOM;INDF;SG
mineral	المعادن	mineral	مَعدِن		N;NOM;DEF;PL
mineral	المعدنية	mineral	مَعدِنِيّ		ADJ;NOM;DEF;FEM;SG
mineral	معادن	mineral	مَعدِن		N;NOM;INDF;PL
mineral	المعادن	mineral	مَعدِن		N;NOM;DEF;PL
eşdeğer	مكافئ	eşdeğer	مكافئ		ADJ;NOM;INDF;MASC;SG
tuğla	الطوب	tuğ	طُوب		N;NOM;DEF;SG
tuğla	طوب	tuğ	طُوب		
tuğla	طوب	tuğ	طُوب		
tuğla	بريك	tuğ	بَرِيك		
ekşi	حامض	ekşi	حَامِض		
bitişik	المتاخمة	bitişik	مُتَاخِم		N;NOM;DEF;SG
bitişik	مجاور	bitişik	مِجوَر		N;NOM;INDF;SG
bitişik	المتاخمة	bitişik	مُتَاخِم		N;NOM;DEF;SG
brandenburg	براندنبورغ	brandenburg	براندنبورغ	PROPN;NOM;SG;3	
milton	ميلتون	milton	ميلتون	PROPN;NOM;SG;3	
kap	حاوية	kap	حَاوِيَة		N;NOM;INDF;SG
kap	الحاوية	kap	حَاوِيَة		N;NOM;DEF;SG
kap	حاويات	kap	حَاوِيَة		N;NOM;INDF;PL
saçma	سخافة	saç	سَخَافَة		N;NOM;INDF;SG
tate	تيت	tate	تيت		
tate	تايت	tate	تَايت		
bakkal	البقال	bakkal	بَقَال		N;NOM;DEF;SG
bakkal	بقالة	bakkal	بَقَّال		
bakkal	البقالة	bakkal	بِقَالَة		N;NOM;DEF;SG
bakkal	بقالة	bakkal	بَقَّال		
maliyet	التكاليف	maliyet	تَكلِيف	N;NOM;SG;3	N;NOM;DEF;PL
maliyet	التكاليف	maliyet	تَكلِيف	N;NOM;SG;3	N;NOM;DEF;PL
maliyet	تكاليف	maliyet	تَكلِفَة	N;NOM;SG;3	N;NOM;INDF;PL
muhasebe	المحاسبة	muhasebe	مُحَاسَبَة		N;NOM;DEF;SG
muhasebe	محاسبة	muhasebe	مُحَاسَبَة		N;NOM;INDF;SG
muhasebe	المحاسب	muhasebe	مُحَاسِب		N;NOM;DEF;SG
muhasebe	محاسب	muhasebe	مُحَاسِب		N;NOM;INDF;SG
muhasebe	محاسبة	muhasebe	مُحَاسَبَة		N;NOM;INDF;SG
paylaştı	المشتركة	paylaş	مُشتَرَك	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;DEF;FEM;SG
paylaştı	تقاسم	paylaş	تَقَاسُم	V;PFV;IND;SG;3;POS;PST	N;NOM;INDF;SG
paylaştı	مشترك	paylaş	مُشتَرَك	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;MASC;SG
paylaştı	نشر	paylaş	نَشر	V;PFV;IND;SG;3;POS;PST	N;NOM;INDF;SG
eleştirmeni	ناقد	eleştir	نَاقِد	V;PFV;ACC;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
mektuplar	الاحرف	mektup	أَحرَف	N;NOM;PL;3	N;NOM;DEF;SG
sindirim	الهضمية	sindir	هَضمِيّ		N;NOM;DEF;SG
sindirim	الهضم	sindir	هَضم		N;NOM;DEF;SG
sindirim	الهضمي	sindir	هَضمِيّ		N;NOM;DEF;SG
tüccar	تاجر	tüccar	تَاجِر		N;NOM;INDF;SG
tüccar	التاجر	tüccar	تَاجِر		N;NOM;DEF;SG
tüccar	تاجر	tüccar	تَاجِر		N;NOM;INDF;SG
tüccar	التاجر	tüccar	تَاجِر		N;NOM;DEF;SG
motorlar	موتورز	motor	مُوتُورز	N;NOM;PL;3	
pancar	البنجر	pancar	بُنجَر		N;NOM;DEF;SG
tacikistan	طاجيكستان	tacikistan	طاجيكستان	PROPN;NOM;SG;3	
sacramento	ساكرامينتو	sacramento	ساكرامينتو	PROPN;NOM;SG;3	
sacramento	ساكرامنتو	sacramento	ساكرامنتو	PROPN;NOM;SG;3	
sacramento	سكرامنتو	sacramento	سكرامنتو	PROPN;NOM;SG;3	
büyükler	شيوخ	büyük	شَيخ	ADJ;NOM;PL;3	N;NOM;INDF;PL
büyükler	الشيوخ	büyük	شَيخ	ADJ;NOM;PL;3	N;NOM;DEF;PL
büyükler	بالغين	büyük	بَالِغ	ADJ;NOM;PL;3	N;NOM;INDF;PL
dolgu	حشو	dolgu	حَشو		N;NOM;INDF;SG
dolgu	حشو	dolgu	حَشو		N;NOM;INDF;SG
dolgu	ملء	dolgu	مَلء		N;NOM;INDF;SG
solar	شمسية	solar	شَمسِيّ		ADJ;NOM;INDF;FEM;SG
solar	شمسي	solar	شمسي		ADJ;NOM;INDF;MASC;SG
solar	الشمسية	solar	شَمسِيّ		ADJ;NOM;DEF;FEM;SG
aydınlatma	انارة	aydınlat	أُنرَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
aydınlatma	الاضاءة	aydınlat	إِضَاءَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
aydınlatma	اضاءة	aydınlat	إِضَاءَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
aydınlatma	منورة	aydınlat	منورة	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADJ;NOM;INDF;FEM;SG
wolfsburg	فولفسبورغ	wolfsburg	فولفسبورغ	PROPN;NOM;SG;3	
atık	النفايات	atık	نُفَايَة		N;NOM;DEF;PL
atık	هدر	atık	هَدر		N;NOM;INDF;SG
brooks	بروكس	brooks	بروكس		
taşınır	حركات	taşı	حَرَكَة	V;IPFV;IND;SG;3;POS;PASS	N;NOM;INDF;PL
taşınır	التحركات	taşı	تَحَرُّك	V;IPFV;IND;SG;3;POS;PASS	N;NOM;DEF;PL
taşınır	الحركات	taşı	حَرَكَة	V;IPFV;IND;SG;3;POS;PASS	N;NOM;DEF;PL
seth	سيث	seth	سيث		
caroline	كارولين	carol	كارولين	N;DAT;SG;3	
unix	يونكس	unix	يُونكس		
unix	يونيكس	unix	يونيكس		
devir	r	devir	لَ		
abdul	عبد	abdul	عبد		
boşnak	البوسنية	boşnak	بُوسنِيّ		N;NOM;DEF;SG
boşnak	البوسنة	boşnak	بُوسنَة		N;NOM;DEF;SG
temsili	التمثيل	temsili	تَمثِيل		N;NOM;DEF;SG
temsili	تمثيل	temsili	تَمثِيل		N;NOM;INDF;SG
telaffuz	نطق	telaffuz	نَطَق	N;NOM;SG;3	V;PFV;MASC;SG;3;ACT
telaffuz	نطق	telaffuz	نَطَق	N;NOM;SG;3	V;PFV;MASC;SG;3;ACT
nasır	نصير	nasır	نصير		
nasır	ناصر	nasır	ناصر		
nasır	ناصر	nasır	ناصر		
kaplama	تصفيح	kapla	تَصفِيح		N;NOM;INDF;SG
kaplama	غشاء	kapla	غِشَاء		N;NOM;INDF;SG
standartları	معايير	standart	مِعيَار	ADJ;NOM;PL;3	N;NOM;INDF;PL
standartları	المقاييس	standart	مِقيَاس	ADJ;NOM;PL;3	N;NOM;DEF;PL
standartları	المعايير	standart	مِعيَار	ADJ;NOM;PL;3	N;NOM;DEF;PL
eleman	العنصر	eleman	عُنصُر		N;NOM;DEF;SG
eleman	عنصر	eleman	عُنصُر		N;NOM;INDF;SG
dün	امس	dün	أَمسِ	N;NOM;SG;3	ADV
dün	البارحة	dün	بَارِحَة	N;NOM;SG;3	
dün	البارحه	dün	بَارِح	N;NOM;SG;3	
rossi	روسي	ross	رُوسِيّ		ADJ;NOM;INDF;MASC;SG
vaftiz	تعميد	vaftiz	تَعمِيد		N;NOM;INDF;SG
vaftiz	عمدت	vaftiz	عَمَد		V;PFV;FEM;SG;3;ACT
vaftiz	التعميد	vaftiz	تَعمِيد		N;NOM;DEF;SG
gelecekteki	مستقبل	gel	مُستَقبَل	V;PFV;IND;SG;3;POS;FUT	N;NOM;INDF;SG
gelecekteki	مستقبلا	gel	مُستَقبَل	V;PFV;IND;SG;3;POS;FUT	N;ACC;INDF;SG
gelecekteki	المستقبل	gel	مُستَقبَل	V;PFV;IND;SG;3;POS;FUT	N;NOM;DEF;SG
telli	سلسلة	telli	سِلسِلَة		N;NOM;INDF;SG
telli	خيط	telli	خَيط		N;NOM;INDF;SG
telli	السلسلة	telli	سِلسِلَة		N;NOM;DEF;SG
memorial	التذكاري	memorial	تَذَكَّار	N;NOM;SG;3	
benzin	البنزين	benz	بِنزِين		N;NOM;DEF;SG
benzin	بنزين	benz	بِنزِين		N;NOM;INDF;SG
benzin	البنزين	benz	بِنزِين		N;NOM;DEF;SG
benzin	بنزين	benz	بِنزِين		N;NOM;INDF;SG
benzin	الغاز	benz	غَاز		N;NOM;DEF;SG
benzin	غاز	benz	غَاز		N;NOM;INDF;SG
benzin	غازات	benz	غَاز		N;NOM;INDF;PL
benzin	وقود	benz	وَقُود		N;NOM;INDF;SG
benzin	الوقود	benz	وَقُود		N;NOM;DEF;SG
uzunlukta	طول	uzunluk	طُول	N;ESS;SG;3	N;NOM;INDF;SG
uzunlukta	الطول	uzunluk	طُول	N;ESS;SG;3	N;NOM;DEF;SG
naruto	ناروتو	naruto	ناروتو		
bağımsızlığı	استقلال	bağımsızlık	اِستِقلَال	N;ACC;SG;3	N;NOM;INDF;SG
bağımsızlığı	الاستقلال	bağımsızlık	اِستِقلَال	N;ACC;SG;3	N;NOM;DEF;SG
bağımsızlığı	الاستقلالية	bağımsızlık	اِستِقلَالِيّ	N;ACC;SG;3	ADJ;NOM;DEF;FEM;SG
bağımsızlığı	استقلالية	bağımsızlık	اِستِقلَالِيّ	N;ACC;SG;3	ADJ;NOM;INDF;FEM;SG
hunt	هنت	hunt	هُنَا		
hunt	هانت	hunt	هٰذَا		
hamidiye	حميدية	hamiti	حميدية	N;NOM;SG;3	
niçin	ليش	niçin	لَيش		
niçin	لماذا	niçin	لِمَاذَا		DET
niçin	لما	niçin	لَمَّا		
nagoya	ناغويا	nago	نَاغُوِيَا	PROPN;NOM;SG;3	
zorluk	الصعوبات	zorluk	صُعُوبَة	N;NOM;SG;3	N;NOM;DEF;PL
zorluk	الصعوبات	zorluk	صُعُوبَة	N;NOM;SG;3	N;NOM;DEF;PL
zorluk	المصاعب	zorluk	مَصعَب	N;NOM;SG;3	N;NOM;DEF;PL
zorluk	صعوبات	zorluk	صُعُوبَة	N;NOM;SG;3	N;NOM;INDF;PL
zorluk	مصاعب	zorluk	مَصعَب	N;NOM;SG;3	N;NOM;INDF;PL
zorluk	عسر	zorluk	عَسِر	N;NOM;SG;3	
wells	ويلز	wells	ويلز	PROPN;NOM;SG;3	
wells	ابار	wells	أَبَار	PROPN;NOM;SG;3	
wells	الابار	wells	بِئر	PROPN;NOM;SG;3	N;NOM;DEF;PL
huzur	سلام	huzur	سَلَام		N;NOM;INDF;SG
huzur	السلام	huzur	سَلَام		N;NOM;DEF;SG
huzur	صفاء	huzur	صَفَاء		
huzur	السلمية	huzur	سِلمِيّ		ADJ;NOM;DEF;FEM;SG
huzur	سلمية	huzur	سِلمِيّ		ADJ;NOM;INDF;FEM;SG
huzur	سلمي	huzur	سِلمِيّ		ADJ;NOM;INDF;MASC;SG
gömülü	دفنت	göm	دَفَن		V;PFV;FEM;SG;3;ACT
gömülü	دفن	göm	دَفَن		V;PFV;MASC;SG;3;ACT
gömülü	مدفون	göm	مَدفُون		ADJ;NOM;INDF;MASC;SG
gömülü	مدفونة	göm	مَدفُون		ADJ;NOM;INDF;FEM;SG
gömülü	المضمنة	göm	مَضمَنَة		ADJ;NOM;DEF;FEM;SG
gömülü	مدمج	göm	مدمج		N;NOM;INDF;SG
spencer	سبنسر	spencer	سبنسر	PROPN;NOM;SG;3	
spencer	سبينسر	spencer	سبينسر	PROPN;NOM;SG;3	
mia	ميا	mia	ميا		
rauf	رؤوف	rauf	رؤوف		
foto	صورة	foto	صُورَة		N;NOM;INDF;SG
foto	الصورة	foto	صُورَة		N;NOM;DEF;SG
foto	p	foto	!		
foto	f	foto	!		
kabuk	شيل	kabuk	شيل		
kabuk	صدفة	kabuk	صَدَفَة		N;NOM;INDF;SG
kabuk	الصدفة	kabuk	صُدفَة		N;NOM;DEF;SG
kabuk	قشرة	kabuk	قَشَرَة		N;NOM;INDF;SG
