que	att	que	att	CONJ	PART
protección	skyddande	protección	skydda	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
protección	beskyddande	protección	beskyddande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
géneros	släkten	género	släkt	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
géneros	släkte	género	släkte	N;MASC;PL	N;NOM;INDF;NEUT;SG
naciones	nations	nación	nation	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ferrocarril	järnvägar	ferrocarril	järnväg	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
notas	noterar	nota	notera	N;FEM;PL	V;IND;PRS;FIN;ACT
american	amerikanskt	americar	amerikansk	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
american	amerikansk	americar	amerikansk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
american	amerikanska	americar	amerikansk	N;FEM;SG	ADJ;NOM;PL
proyectos	projekt	proyecto	projekt	N;MASC;PL	N;NOM;INDF;NEUT;SG
white	vita	white	vit	N	ADJ;NOM;PL
white	vit	white	vit	N	ADJ;NOM;INDF;MASC+FEM;SG
white	vitt	white	vitt	N	ADJ;NOM;INDF;NEUT;SG
corona	crown	corona	crown	N;FEM;SG	PROPN;NOM
corona	corona	corona	corona	N;FEM;SG	PROPN;NOM
guillermo	william	guillermo	william	N;MASC;SG	PROPN;NOM
guillermo	vilhelm	guillermo	vilhelm	N;MASC;SG	PROPN;NOM
guillermo	guillermo	guillermo	guillermo	N;MASC;SG	PROPN;NOM
guillermo	wilhelm	guillermo	wilhelm	N;MASC;SG	PROPN;NOM
prensa	dagstidningar	prensa	dagstidning	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
prensa	tidningar	prensa	tidning	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
haya	haag	haber	haag	V;SBJV;SG;3;PRS;FIN	PROPN;NOM
haya	beech	haber	beech	V;SBJV;SG;3;PRS;FIN	PROPN;NOM
www	w	www	w	INTJ	PROPN;NOM
isabel	isabella	isabel	isabell	N;FEM;SG	PROPN;NOM
isabel	elisabet	isabel	elisabet	N;FEM;SG	PROPN;NOM
isabel	elisabeth	isabel	elisabeth	N;FEM;SG	PROPN;NOM
isabel	elizabeth	isabel	elizabeth	N;FEM;SG	PROPN;NOM
isabel	isabelle	isabel	isabelle	N;FEM;SG	PROPN;NOM
isabel	elisabet	isabel	elisabet	N;FEM;SG	PROPN;NOM
isabel	elisabeth	isabel	elisabeth	N;FEM;SG	PROPN;NOM
isabel	isabel	isabel	isabel	N;FEM;SG	PROPN;NOM
gómez	gomez	gómez	gom	PROPN	PROPN;NOM
gómez	gómez	gómez	gemez	PROPN	PROPN;NOM
mario	mario	mario	mario		PROPN;NOM
mario	marius	mario	marius		N;NOM;INDF;MASC+FEM;SG
romano	roman	romano	roman	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
romano	romerska	romano	romersk	ADJ;MASC;SG	ADJ;NOM;PL
romano	romano	romano	romano	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
griego	grekiskt	griego	grekisk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
griego	grekisk	griego	grekisk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
griego	grekiska	griego	grekisk	N;MASC;SG	ADJ;NOM;PL
thomas	tomas	thoma	tomas	PROPN	PROPN;NOM
thomas	thomas	thoma	thomas	PROPN	N;NOM;INDF;MASC+FEM;SG
all	allt	all	all	N	PRO;INDF;NEUT;SG
all	alla	all	all	N	PRO;INDF;PL
habla	snacka	hablar	snacka	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
habla	föredrag	hablar	föredrag	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
habla	prat	hablar	prat	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
habla	talk	hablar	talk	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
habla	prata	hablar	prata	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
habla	tala	hablar	tala	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
cierto	sanna	cierto	sanna	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cierto	sant	cierto	sant	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
cierto	true	cierto	true	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
memoria	minnen	memoria	min	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
creó	skapad	crear	skapa	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
creó	skapat	crear	skapa	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
siglos	sekel	siglo	sekel	N;MASC;PL	N;NOM;INDF;NEUT;SG
mantener	keep	mantener	keep	V;NFIN	N;NOM;INDF;MASC+FEM;SG
#aaa	#aaa	#aaa	#aaa		N;NOM;INDF;MASC+FEM;SG
austria	österrike	austria	österrike	N;MASC;SG	PROPN;NOM
construido	byggda	construido	bygga	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
construido	byggde	construido	bygga	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
construido	konstruerade	construido	konstruerad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
martin	martin	martin	martin	PROPN	PROPN;NOM
berlín	berlins	berlín	berlins	N;MASC;SG	PROPN;GEN
berlín	berlin	berlín	berlin	N;MASC;SG	PROPN;NOM
llama	låga	llamar	låg	V;IND;SG;3;PRS;FIN	ADJ;NOM;PL
llama	flamma	llamar	flamma	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
llama	flamman	llamar	flamma	V;IND;SG;3;PRS;FIN	N;NOM;DEF;MASC+FEM;SG
llama	ring	llamar	ring	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
llama	call	llamar	call	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
llama	samtal	llamar	samtal	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
directamente	straight	directamente	straight	ADV	N;NOM;INDF;MASC+FEM;SG
directamente	rak	directamente	rak	ADV	ADJ;NOM;INDF;MASC+FEM;SG
directamente	raka	directamente	rak	ADV	ADJ;NOM;PL
directamente	direkta	directamente	direkt	ADV	ADJ;NOM;PL
directamente	regissera	directamente	regissera	ADV	V;IMP;FIN;ACT
directamente	direct	directamente	direct	ADV	N;NOM;INDF;MASC+FEM;SG
lanzamiento	frisläppande	lanzamiento	frisläppande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
lanzamiento	släpp	lanzamiento	släpp	N;MASC;SG	V;IMP;FIN;ACT
lanzamiento	släppa	lanzamiento	släppa	N;MASC;SG	V;IMP;FIN;ACT
lanzamiento	lanserar	lanzamiento	lansera	N;MASC;SG	V;IND;PRS;FIN;ACT
lanzamiento	lanseras	lanzamiento	lansera	N;MASC;SG	V;NFIN;PASS
lanzamiento	starter	lanzamiento	start	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
lanzamiento	inleda	lanzamiento	inleda	N;MASC;SG	V;IMP;FIN;ACT
lanzamiento	starta	lanzamiento	starta	N;MASC;SG	V;IMP;NFIN;ACT
javier	xavier	javier	xavi		PROPN;NOM
javier	javier	javier	javi		PROPN;NOM
probablemente	troligt	probablemente	trolig	ADV	ADJ;NOM;INDF;NEUT;SG
probablemente	sannolik	probablemente	sannolik	ADV	ADJ;NOM;INDF;MASC+FEM;SG
larga	långa	largo	lång	ADJ;FEM;SG	ADJ;NOM;PL
larga	långt	largo	långt	ADJ;FEM;SG	ADV
larga	long	largo	long	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
larga	länge	largo	länge	ADJ;FEM;SG	ADV
colspan	colspan	colspar	colspan		N;NOM;INDF;MASC+FEM;SG
bolivia	bolivianska	bolivia	boliviansk	N;FEM;SG	ADJ;NOM;PL
bolivia	bolivia	bolivia	bolivi	N;FEM;SG	PROPN;NOM
tradición	traditioner	tradición	tradition	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
podía	kan	poder	kunna	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
podía	kunde	poder	kunna	V;IND;SG;3;IPFV;FIN	V;IND;PST;FIN;ACT
autónoma	autonoma	autónomo	autonom	ADJ;FEM;SG	ADJ;NOM;PL
hojas	löv	hoja	löv	N;FEM;PL	N;NOM;INDF;NEUT;SG
hojas	blad	hoja	blad	N;FEM;PL	N;NOM;INDF;NEUT;SG
hojas	löv	hoja	löv	N;FEM;PL	N;NOM;INDF;NEUT;SG
hojas	plåt	hoja	plåt	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
hojas	lakan	hoja	laka	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
hojas	blad	hoja	blad	N;FEM;PL	N;NOM;INDF;NEUT;SG
hojas	blad	hoja	blad	N;FEM;PL	N;NOM;INDF;NEUT;SG
ricardo	richard	ricardo	richard	N;MASC;SG	PROPN;NOM
soviética	sovjetiska	soviético	sovjetisk	ADJ;FEM;SG	ADJ;NOM;PL
soviética	sovjet	soviético	sovjet	ADJ;FEM;SG	PROPN;NOM
tomar	take	tomar	take	V;NFIN	N;NOM;INDF;MASC+FEM;SG
tomar	tagning	tomar	tagning	V;NFIN	N;NOM;INDF;MASC+FEM;SG
necesario	nödvändiga	necesario	nödvändig	ADJ;MASC;SG	ADJ;NOM;PL
texas	texas	texa	texa	N;FEM;PL	PROPN;GEN
jugar	pjäs	jugar	pjäs	V;NFIN	N;NOM;INDF;MASC+FEM;SG
jugar	play	jugar	play	V;NFIN	N;NOM;INDF;MASC+FEM;SG
papa	påve	papa	påve	N;MASC;SG	PROPN;NOM
papa	pope	papa	pope	N;MASC;SG	PROPN;NOM
latinos	latino	latino	latino	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
firma	undertecknar	firma	undertecknar	N;FEM;SG	V;IND;PRS;FIN;ACT
firma	undertecknande	firma	undertecknande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
firma	undertecknande	firma	undertecknande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
firma	underteckna	firma	undertecken	N;FEM;SG	V;IMP;FIN;ACT
firma	signera	firma	signera	N;FEM;SG	V;IMP;FIN;ACT
decide	besluta	decidir	besluta	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
respuesta	besvara	respuesta	besvara	N;FEM;SG	V;IMP;FIN;ACT
respuesta	svara	respuesta	svara	N;FEM;SG	V;IMP;FIN;ACT
respuesta	svara	respuesta	svara	N;FEM;SG	V;IMP;FIN;ACT
google	googles	google	googles	N;MASC;SG	PROPN;GEN
google	googla	google	googel	N;MASC;SG	V;IMP;FIN;ACT
pruebas	test	prueba	test	N;FEM;PL	N;NOM;INDF;NEUT;SG
pruebas	testar	prueba	testa	N;FEM;PL	V;IMP;PRS;FIN;ACT
pruebas	testa	prueba	testa	N;FEM;PL	V;IMP;FIN;ACT
pruebas	test	prueba	test	N;FEM;PL	N;NOM;INDF;NEUT;SG
pruebas	testar	prueba	testa	N;FEM;PL	V;IMP;PRS;FIN;ACT
pruebas	testning	prueba	testning	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pruebas	provning	prueba	provning	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pruebas	bevis	prueba	bevis	N;FEM;PL	N;NOM;INDF;NEUT;SG
pruebas	bevis	prueba	bevis	N;FEM;PL	N;NOM;INDF;NEUT;SG
pruebas	belägg	prueba	belägg	N;FEM;PL	N;NOM;INDF;NEUT;SG
pruebas	bevisning	prueba	bevisning	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pruebas	bevismaterial	prueba	bevismaterial	N;FEM;PL	N;NOM;INDF;NEUT;SG
richard	rikard	richard	rikard	PROPN	N;NOM;INDF;MASC+FEM;SG
richard	richard	richard	richard	PROPN	PROPN;NOM
richard	rickard	richard	rickard	PROPN	N;NOM;INDF;MASC+FEM;SG
médico	läkare	médico	läkare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
médico	läkare	médico	läkare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
médico	medicinska	médico	medicinsk	N;MASC;SG	ADJ;NOM;PL
médico	medicinsk	médico	medicinsk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
médico	medicinskt	médico	medicinsk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
marina	marina	marina	marin	N;FEM;SG	ADJ;NOM;PL
marina	marinsoldater	marina	marinsoldat	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
marina	marina	marina	marin	N;FEM;SG	ADJ;NOM;PL
marina	marine	marina	marine	N;FEM;SG	PROPN;NOM
marina	marint	marina	marint	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
eventos	evenemang	evento	evenemang	N;MASC;PL	N;NOM;INDF;NEUT;SG
exterior	utomhus	exterior	utomhus	ADJ;SG	N;NOM;INDF;MASC+FEM;SG
exterior	utomhus	exterior	utomhus	ADJ;SG	N;NOM;INDF;MASC+FEM;SG
exterior	utanför	exterior	utanför	ADJ;SG	ADP
exterior	utsidan	exterior	utsida	ADJ;SG	N;NOM;DEF;MASC+FEM;SG
exterior	externt	exterior	extern	ADJ;SG	ADV
exterior	externa	exterior	ext	ADJ;SG	N;NOM;DEF;MASC+FEM;PL
exterior	utvändigt	exterior	utvändig	ADJ;SG	ADV
exterior	utvändig	exterior	utvändig	ADJ;SG	N;NOM;INDF;MASC+FEM;SG
británica	brittiska	británico	brittisk	ADJ;FEM;SG	ADJ;NOM;PL
británica	britter	británico	britt	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;PL
visto	upptäckta	visto	upptäckt	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
visto	såg	visto	se	ADJ;MASC;SG;V.PTCP	V;IMP;FIN;ACT
visto	tittat	visto	titta	ADJ;MASC;SG;V.PTCP	V;V.CVB;ACT
visto	tittade	visto	titta	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
visto	bevakade	visto	bevaka	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
visto	såg	visto	se	ADJ;MASC;SG;V.PTCP	V;IMP;FIN;ACT
visto	visade	visto	visa	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
visto	visat	visto	visa	ADJ;MASC;SG;V.PTCP	V;V.CVB;ACT
visto	sedda	visto	sedda	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
estudió	studerat	estudiar	studera	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
suiza	schweiz	suiza	schweiz	N;FEM;SG	PROPN;NOM
suiza	schweiziska	suiza	schweizisk	N;FEM;SG	ADJ;NOM;PL
suiza	schweizisk	suiza	schweizisk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
coronel	överste	coronel	överste	N;MASC;SG	ADJ;NOM;DEF;RL
coronel	coronel	coronel	coronel	N;MASC;SG	PROPN;NOM
física	fysik	físico	fysik	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
física	fysiska	físico	fysisk	ADJ;FEM;SG	ADJ;NOM;PL
dan	dan	dar	dan	V;IND;PL;3;PRS;FIN	PROPN;NOM
presentó	inlämnade	presentar	inlämna	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
presentó	arkiverat	presentar	arkiverad	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
presentó	arkiverade	presentar	arkiverad	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
práctica	öva	práctica	öva	N;FEM;SG	V;IMP;FIN;ACT
práctica	praktiskt	práctica	praktisk	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
práctica	praktisk	práctica	praktisk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
práctica	praktiska	práctica	praktisk	N;FEM;SG	ADJ;NOM;PL
grecia	grekland	grecia	grekland	N;FEM;SG	PROPN;NOM
zaragoza	zaragoza	zaragoza	zaragoz	N;MASC;SG	PROPN;NOM
exposición	uppvisar	exposición	uppvisa	N;FEM;SG	V;IND;PRS;FIN;ACT
industrial	industriell	industrial	industriell	ADJ;SG	N;NOM;INDF;MASC+FEM;SG
industrial	industriella	industrial	industriell	ADJ;SG	ADJ;NOM;PL
industrial	industriman	industrial	industriman	ADJ;SG	N;NOM;INDF;MASC+FEM;SG
asiáticos	asiatiskt	asiático	asiatisk	ADJ;MASC;PL	N;NOM;INDF;NEUT;SG
asiáticos	asiatisk	asiático	asiatisk	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
asiáticos	asiatiskt	asiático	asiatisk	ADJ;MASC;PL	N;NOM;INDF;NEUT;SG
asiáticos	asiater	asiático	asiat	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cuadro	målar	cuadro	måla	N;MASC;SG	V;IND;PRS;FIN;ACT
fundada	grundats	fundado	grunda	ADJ;FEM;SG;V.PTCP	V;V.CVB;PASS
fundada	grundades	fundado	grunda	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;PASS
fundada	grundade	fundado	grunda	ADJ;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
enfermedad	sjukdomar	enfermedad	sjukdom	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
nba	nba	nba	nba	N;FEM;SG	PROPN;NOM
colonia	köln	colonia	köln	N;FEM;SG	PROPN;NOM
díaz	díaz	díaz	díaz	PROPN	PROPN;NOM
díaz	wayne	díaz	wayne	PROPN	PROPN;NOM
díaz	díaz	díaz	díaz	PROPN	PROPN;NOM
díaz	diaz	díaz	di	PROPN	PROPN;NOM
pequeñas	small	pequeño	small	ADJ;FEM;PL	N;NOM;INDF;NEUT;SG
pequeñas	litet	pequeño	litet	ADJ;FEM;PL	ADV
pequeñas	liten	pequeño	liten	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
show	visa	show	visa	N;MASC;SG	V;IMP;FIN;ACT
national	nationella	national	nationell	ADJ;SG	ADJ;NOM;PL
national	national	national	national	ADJ;SG	N;NOM;INDF;MASC+FEM;SG
anunció	tillkännagav	anunciar	tillkännagav	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
anunció	meddelat	anunciar	meddela	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
anunció	aviserat	anunciar	avisera	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dinero	pengar	dinero	pengar	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
dinero	kontanta	dinero	kontant	N;MASC;SG	ADJ;NOM;PL
dinero	kontanter	dinero	kontant	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
aparición	framträdande	aparición	framträdande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
operaciones	verksamhet	operación	verksamhet	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
concepto	begrepp	concepto	begrepp	N;MASC;SG	N;NOM;INDF;NEUT;PL
calles	streets	calle	stre	N;FEM;PL	N;GEN;DEF;NEUT;SG
calles	gatan	calle	gata	N;FEM;PL	N;NOM;DEF;MASC+FEM;SG
calles	street	calle	stre	N;FEM;PL	PROPN;NOM
calles	gata	calle	gata	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ambiente	omgivande	ambiente	omgivande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
gestión	hantera	gestión	hantera	N;FEM;SG	V;IMP;FIN;ACT
gestión	förvalta	gestión	förvalta	N;FEM;SG	V;IMP;FIN;ACT
salida	avsluta	salida	avsluta	N;FEM;SG	V;IMP;FIN;ACT
salida	avresa	salida	avresa	N;FEM;SG	V;IMP;FIN;ACT
salida	utlopp	salida	utlopp	N;FEM;SG	V;IMP;FIN;ACT
italiana	italienare	italiano	italienare	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;PL
italiana	italienska	italiano	italiensk	ADJ;FEM;SG	ADJ;NOM;PL
acciones	bestånd	acción	bestånd	N;FEM;PL	N;NOM;INDF;NEUT;SG
acciones	stock	acción	stock	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
acciones	bestånd	acción	bestånd	N;FEM;PL	N;NOM;INDF;NEUT;SG
acciones	aktie	acción	aktie	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
cristo	kristus	cristo	kristus	N;MASC;SG	PROPN;NOM
medicina	läkemedel	medicina	läkemedel	N;FEM;SG	N;NOM;INDF;NEUT;PL
medicina	medicinska	medicina	medicinsk	N;FEM;SG	ADJ;NOM;PL
medicina	medicinsk	medicina	medicinsk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
medicina	medicinskt	medicina	medicinsk	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
alcanzó	uppnådda	alcanzar	uppnådd	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
alcanzó	nått	alcanzar	nå	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
alcanzó	nådd	alcanzar	nådd	V;IND;SG;3;PST;FIN	N;NOM;INDF;MASC+FEM;SG
modelos	modellen	modelo	modell	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
modelos	förebild	modelo	förebild	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
modelos	model	modelo	model	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
modelos	förlaga	modelo	förlaga	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
modelos	modell	modelo	modell	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
venta	säljer	venta	sälja	N;FEM;SG	V;IND;PRS;FIN;ACT
venta	sälja	venta	sälja	N;FEM;SG	V;IMP;FIN;ACT
venta	säljer	venta	sälja	N;FEM;SG	V;IND;PRS;FIN;ACT
venta	sälja	venta	sälja	N;FEM;SG	V;IMP;FIN;ACT
venta	salu	venta	salu	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
fundador	grundare	fundador	grund	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
roberto	roberto	roberto	roberto	N;MASC;SG	PROPN;NOM
ganar	win	ganar	pi	V;NFIN	N;NOM;INDF;NEUT;SG
ganar	vinst	ganar	vinst	V;NFIN	N;NOM;INDF;MASC+FEM;SG
ganar	vinnande	ganar	vinnande	V;NFIN	ADJ;NOM;PRS;V.PTCP
campeonatos	mästerskap	campeonato	mästerskap	N;MASC;PL	N;NOM;INDF;NEUT;SG
campeonatos	championships	campeonato	championships	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
campeonatos	mästerskap	campeonato	mästerskap	N;MASC;PL	N;NOM;INDF;NEUT;SG
campeonatos	championship	campeonato	championship	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
campeonatos	mästerskapet	campeonato	mästerskap	N;MASC;PL	N;NOM;DEF;NEUT;SG
alemana	tyska	alemán	tysk	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rosario	rosario	rosario	rosario	N;MASC;SG	PROPN;NOM
menores	minderårig	menor	minderårig	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
menores	minderårig	menor	minderårig	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
menores	mindre	menor	lite	ADJ;PL	ADV;CMPR
menores	minor	menor	mina	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
pertenecían	tillhörde	pertenecer	tillhöra	V;IND;PL;3;IPFV;FIN	V;IND;PST;FIN;ACT
hispanos	latinamerikanska	hispano	latinamerikansk	N;MASC;PL	ADJ;NOM;PL
conocimiento	kunskaper	conocimiento	kunskap	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
debajo	under	debajo	under	ADV	ADP
generación	generationerna	generación	generation	N;FEM;SG	N;NOM;DEF;MASC+FEM;PL
generación	generationers	generación	generation	N;FEM;SG	N;GEN;INDF;MASC+FEM;PL
generación	generationer	generación	generation	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
bronce	brass	bronce	brass	N;MASC;SG	PROPN;NOM
vio	såg	ver	se	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
armada	flotta	armado	flotta	ADJ;FEM;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
armada	navy	armado	navy	ADJ;FEM;SG;V.PTCP	N;NOM;INDF;NEUT;SG
armada	flottan	armado	flottan	ADJ;FEM;SG;V.PTCP	N;NOM;DEF;MASC+FEM;SG
armada	marinen	armado	marin	ADJ;FEM;SG;V.PTCP	N;NOM;DEF;MASC+FEM;SG
armada	armada	armado	armad	ADJ;FEM;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
armada	beväpnade	armado	beväpna	ADJ;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
armada	väpnade	armado	väpna	ADJ;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
armada	arméns	armado	arm	ADJ;FEM;SG;V.PTCP	N;GEN;INDF;MASC+FEM;SG
armada	arme	armado	arm	ADJ;FEM;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
armada	armén	armado	arm	ADJ;FEM;SG;V.PTCP	N;NOM;DEF;MASC+FEM;SG
armada	army	armado	army	ADJ;FEM;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
armada	armé	armado	arm	ADJ;FEM;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
pareja	delägare	pareja	delägare	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
producto	intäkterna	producto	intäkt	N;MASC;SG	N;NOM;DEF;MASC+FEM;PL
producto	intäkter	producto	intäkt	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
gol	gol	gol	gol	N;MASC;SG	V;IMP;FIN;ACT
reconocimiento	erkännanden	reconocimiento	erkännande	N;MASC;SG	N;NOM;INDF;NEUT;PL
escrita	skriftliga	escrito	skriftlig	ADJ;FEM;SG;V.PTCP	ADJ;NOM;PL
escrita	skrivna	escrito	skrivna	ADJ;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
adelante	vidarebefordra	adelante	vidarebefordra	ADV	V;IMP;FIN;ACT
cerro	hill	cerro	hill	N;MASC;SG	PROPN;NOM
enlace	länka	enlace	länka	N;MASC;SG	V;IMP;FIN;ACT
traducción	översättningar	traducción	översättning	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
máxima	maximalt	máximo	maximal	ADJ;FEM;SG	ADV
máxima	maximum	máximo	maximum	ADJ;FEM;SG	N;NOM;INDF;NEUT;SG
máxima	maxim	máximo	maxim	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
contaba	räknat	contar	räkna	V;IND;SG;3;IPFV;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
contaba	räknades	contar	räkna	V;IND;SG;3;IPFV;FIN	V;IND;PST;FIN;PASS
contaba	räknade	contar	räkna	V;IND;SG;3;IPFV;FIN	V;IND;PST;FIN;ACT
fundado	grundats	fundado	grunda	ADJ;MASC;SG;V.PTCP	V;V.CVB;PASS
fundado	grundades	fundado	grunda	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;PASS
fundado	grundade	fundado	grunda	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
paraguay	paraguay	paraguay	paraguay	N;MASC;SG	PROPN;NOM
estrellas	stars	estrella	star	N;PL	N;NOM;INDF;NEUT;SG
