que	tu	que	tu	PRO	INTJ
viva	alive	vivo	alive	ADJ	N;MASC;SG
viva	vivos	vivo	vivo	ADJ	N;MASC;PL
viva	living	vivo	living	ADJ	N;MASC;SG
viva	vivendo	vivo	viver	ADJ	V;V.MSDR
viva	viver	vivo	viver	ADJ	V;NFIN
viva	longo	vivo	longo	ADJ	ADV
viva	comprido	vivo	comprido	ADJ	N;MASC;SG
viva	long	vivo	long	ADJ	N;MASC;SG
viva	viva	vivo	vivo	ADJ	N;FEM;SG
viva	live	vivo	live	ADJ	N;MASC;SG
viva	viver	vivo	viver	ADJ	V;NFIN
preguntar	pergunta	preguntar	pergunta	V	N;FEM;SG
preguntar	questão	preguntar	questão	V	N;FEM;SG
preguntar	pergunta	preguntar	pergunta	V	N;FEM;SG
preguntar	tu	preguntar	tu	V	INTJ
preguntar	você	preguntar	você	V	PRO;NOM;SG;3
preguntar	vc	preguntar	vc	V	PRO;NOM;MASC;SG;3
haber	ai	haber	ai	V	INTJ
haber	ali	haber	ali	V	ADV
haber	aí	haber	aí	V	ADV
haber	lá	haber	lá	V	ADV
fácil	easy	fácil	easy	ADJ	N;MASC;SG
fácil	calma	fácil	calma	ADJ	N;FEM;SG
fermosa	belo	fermosa	belo	ADJ	N;MASC;SG
fermosa	nice	fermosa	nice	ADJ	N;MASC;SG
fermosa	pretty	fermosa	pretty	ADJ	N;MASC;SG
traballa	obras	traballar	obra	V	N;FEM;PL
traballa	trabalhos	traballar	trabalho	V	N;MASC;PL
traballa	works	traballar	work	V	N;MASC;SG
traballa	trabalhos	traballar	trabalho	V	N;MASC;PL
traballa	trabalho	traballar	trabalho	V	N;MASC;SG
traballa	ela	traballar	ela	V	PRO;NOM;FEM;SG;3
traballa	she	traballar	she	V	N;MASC;SG
sexas	tu	ser	tu		INTJ
sexas	você	ser	você		PRO;NOM;SG;3
sexas	vc	ser	vc		PRO;NOM;MASC;SG;3
sexas	don	ser	don		PROPN;MASC;SG
falando	sobre	falar	sobre	V	ADP
falando	conversa	falar	conversa	V	N;FEM;SG
100	hundred	100	hundred	NUM	N;MASC;SG
100	centena	100	centena	NUM	N;FEM;SG
xeral	generalidades	xeral	generalidade	ADJ	N;MASC;PL
xeral	gerais	xeral	geral	ADJ	N;MASC;PL
xeral	geral	xeral	geral	ADJ	N;MASC;SG
xeral	general	xeral	general	ADJ	N;MASC;SG
xeral	geralmente	xeral	geralmente	ADJ	ADV
poucos	poucas	pouco	pouco	DET	PRO;FEM;PL
poucos	poucos	pouco	pouco	DET	PRO;MASC;PL
río	os	río	o	N	PRO;ACC;MASC;PL;3
pensando	pensamento	pensar	pensamento	V	N;MASC;SG
pensando	sobre	pensar	sobre	V	ADP
pensando	mind	pensar	mind	V	N;MASC;SG
pensando	mente	pensar	mente	V	N;FEM;SG
volveu	costas	volver	costa	V	N;FEM;PL
volveu	volta	volver	volta	V	N;FEM;SG
volveu	novamente	volver	novamente	V	ADV
volveu	home	volver	home	V	N;MASC;SG
volveu	casa	volver	casa	V	N;FEM;SG
volveu	lar	volver	lar	V	N;MASC;SG
coñeces	tu	coñecer	tu	V	INTJ
coñeces	você	coñecer	você	V	PRO;NOM;SG;3
coñeces	vc	coñecer	vc	V	PRO;NOM;MASC;SG;3
especial	special	especial	special	ADJ	N;MASC;SG
12	twelve	12	twelver	NUM	N;MASC;SG
connosco	com	connosco	com	ADV	ADP
connosco	nossa	connosco	nosso	ADV	DET;FEM;SG
connosco	nossas	connosco	nosso	ADV	DET;FEM;PL
connosco	nossos	connosco	nosso	ADV	DET;MASC;PL
connosco	nosso	connosco	nosso	ADV	DET;MASC;SG
estaría	iria	estar	ir	V	V;COND;SG;3;FIN
estaría	faria	estar	fazer	V	V;COND;SG;3;FIN
busca	olhar	buscar	olhar	V	N;MASC;SG
busca	por	buscar	por	V	ADP
busca	para	buscar	para	V	ADP
busca	perseguição	buscar	perseguição	V	N;FEM;SG
busca	pesquisa	buscar	pesquisa	V	N;FEM;SG
busca	busca	buscar	busca	V	N;FEM;SG
necesito	need	necesito	need	V	N;MASC;SG
necesito	preciso	necesito	preciso	V	ADJ;MASC;SG
necesito	necessidade	necesito	necessidade	V	N;FEM;SG
xenial	realmente	xenial	realmente	ADJ	ADV
xenial	fixe	xenial	fixe	ADJ	V;SBJV;SG;3;PRS;FIN
xenial	cool	xenial	cool	ADJ	N;MASC;SG
andar	caminhada	andar	caminhar	V	N;FEM;SG
andar	caminhada	andar	caminhar	V	N;FEM;SG
andar	passeio	andar	passeio	V	N;MASC;SG
andar	chão	andar	chão	V	N;MASC;SG
andar	pavimento	andar	pavimento	V	N;MASC;SG
andar	piso	andar	piso	V	N;MASC;SG
darlle	dê	darlle	dar	ADJ	V;SBJV;SG;3;PRS;FIN
darlle	dar	darlle	dar	ADJ	V;NFIN
darlle	dá	darlle	dar	ADJ	V;IND;SG;3;PRS;FIN
darlle	ele	darlle	ele	ADJ	PRO;NOM;MASC;SG;3
humana	humanas	humano	humano	ADJ	N;FEM;PL
humana	human	humano	human	ADJ	N;MASC;SG
demo	os	demo	o	N	PRO;ACC;MASC;PL;3
poderiamos	poderiam	poder	poder	V	V;COND;PL;3;FIN
pracer	prazer	pracer	prazer	V	N;MASC;SG
pracer	tu	pracer	tu	V	INTJ
pracer	você	pracer	você	V	PRO;NOM;SG;3
pracer	vc	pracer	vc	V	PRO;NOM;MASC;SG;3
pracer	boa	pracer	bom	V	ADJ;FEM;SG
pracer	belo	pracer	belo	V	N;MASC;SG
pracer	bom	pracer	bom	V	ADJ;MASC;SG
pracer	legal	pracer	legal	V	ADJ;MASC;SG
pracer	nice	pracer	nice	V	N;MASC;SG
consello	os	consello	o	N	PRO;ACC;MASC;PL;3
europa	europa	europa	europa	PROPN	N;FEM;SG
europa	europa	europa	europa	PROPN	N;FEM;SG
poderías	poderiam	poder	poder	V	V;COND;PL;3;FIN
poderías	tu	poder	tu	V	INTJ
poderías	você	poder	você	V	PRO;NOM;SG;3
poderías	vc	poder	vc	V	PRO;NOM;MASC;SG;3
dúbida	duvido	dúbida	duvido	N	V;IND;SG;1;PRS;FIN
dúbida	certamente	dúbida	certamente	N	ADV
dúbida	sobre	dúbida	sobre	N	ADP
entendes	tu	entender	tu	V	INTJ
entendes	você	entender	você	V	PRO;NOM;SG;3
entendes	vc	entender	vc	V	PRO;NOM;MASC;SG;3
entendes	média	entender	média	V	N;FEM;SG
entendes	escavação	entender	escavação	V	N;FEM;SG
entendes	dig	entender	dizer	V	N;MASC;SG
costas	atrás	costa	atrás	N	ADV
costas	voltar	costa	voltar	N	V;NFIN
costas	seu	costa	seu	N	DET;MASC;SG
costas	sua	costa	seu	N	DET;FEM;SG
costas	seu	costa	seu	N	DET;MASC;SG
costas	sua	costa	seu	N	DET;FEM;SG
inimigo	inimigo	inimigo	inimigo	ADJ	N;MASC;SG
inimigo	inimigas	inimigo	inimiga	ADJ	N;FEM;PL
inimigo	inimiga	inimigo	inimigar	ADJ	N;FEM;SG
inimigo	inimigos	inimigo	inimigo	ADJ	N;MASC;PL
comezo	primeira	comezo	primeiro	N	ADJ;FEM;SG
comezo	primeiros	comezo	primeiro	N	ADJ;MASC;PL
comezo	primeiramente	comezo	primeiramente	N	ADV
comezo	primeiro	comezo	primeiro	N	ADV
comezo	começando	comezo	começar	N	V;V.MSDR
comezo	iniciando	comezo	iniciar	N	V;V.MSDR
comezo	comece	comezo	começar	N	V;SBJV;SG;3;PRS;FIN
comezo	comecem	comezo	começar	N	V;SBJV;PL;3;PRS;FIN
comezo	iniciar	comezo	iniciar	N	V;NFIN
comezo	começa	comezo	começar	N	V;IND;SG;3;PRS;FIN
comezo	começar	comezo	começar	N	V;NFIN
comezo	os	comezo	o	N	PRO;ACC;MASC;PL;3
doado	easy	doado	easy	ADJ	N;MASC;SG
doado	calma	doado	calma	ADJ	N;FEM;SG
doado	facilmente	doado	facilmente	ADJ	ADV
doado	hard	doado	hard	ADJ	N;MASC;SG
doado	dura	doado	durar	ADJ	V;IND;SG;3;PRS;FIN
falamos	sobre	falar	sobre	V	ADP
falamos	conversa	falar	conversa	V	N;FEM;SG
reino	os	reino	o	N	PRO;ACC;MASC;PL;3
común	common	común	common	ADJ	N;MASC;SG
semella	looks	semellar	looko	V	N;MASC;PL
semella	olhares	semellar	olhar	V	N;MASC;PL
semella	like	semellar	like	V	N;MASC;SG
semella	curta	semellar	curto	V	ADJ;FEM;SG
semella	como	semellar	como	V	ADV
tivese	sido	ter	ser	V	V;MASC;SG;V.PTCP
tivese	estava	ter	estar	V	V;IND;SG;3;IPFV;FIN
tivese	tava	ter	tavo	V	V;IND;SG;1;IPFV;FIN
tivese	foi	ter	foi	V	ADV
sentir	feel	sentir	feel	V	N;MASC;SG
sentir	sentimento	sentir	sentimento	V	N;MASC;SG
sentir	sensação	sentir	sensação	V	N;FEM;SG
sentir	feeling	sentir	feeling	V	N;MASC;SG
sentir	tu	sentir	tu	V	INTJ
sentir	você	sentir	você	V	PRO;NOM;SG;3
sentir	vc	sentir	vc	V	PRO;NOM;MASC;SG;3
gustaría	like	gustar	like	V	N;MASC;SG
gustaría	curta	gustar	curto	V	ADJ;FEM;SG
gustaría	como	gustar	como	V	ADV
coñece	tu	coñecer	tu	V	INTJ
coñece	você	coñecer	você	V	PRO;NOM;SG;3
coñece	vc	coñecer	vc	V	PRO;NOM;MASC;SG;3
niso	pensamento	niso	pensamento	ADV	N;MASC;SG
niso	pensando	niso	pensar	ADV	V;V.MSDR
niso	pensar	niso	pensar	ADV	V;NFIN
niso	sobre	niso	sobre	ADV	ADP
niso	essa	niso	esse	ADV	PRO;FEM;SG
niso	isso	niso	isso	ADV	PRO;MASC;SG
niso	que	niso	que	ADV	PRO;MASC;SG
tratar	deal	tratar	deal	V	N;MASC;SG
8	eight	8	eight	NUM	N;MASC;SG
vimos	visto	ver	ver	V	PROPN;MASC;SG;V.PTCP
serán	eles	ser	eles	V	PRO;NOM;MASC;PL;3
serán	elas	ser	ele	V	PRO;NOM;FEM;PL;3
serán	will	ser	will	V	N;MASC;SG
serán	vontade	ser	vontade	V	N;FEM;SG
serán	noite	ser	noite	V	N;FEM;SG
vellos	velho	vello	velho	N	ADJ;MASC;SG
vellos	antigo	vello	antigo	N	ADJ;MASC;SG
vellos	velha	vello	velho	N	ADJ;FEM;SG
rematar	end	rematar	end	V	N;MASC;SG
rematar	final	rematar	final	V	N;MASC;SG
rematar	fim	rematar	fim	V	N;MASC;SG
rematar	acabamento	rematar	acabamento	V	N;MASC;SG
tola	doida	tola	doida	PROPN	V;FEM;SG;V.PTCP
tola	louca	tola	louco	PROPN	N;FEM;SG
tola	maluco	tola	maluco	PROPN	N;MASC;SG
tola	doido	tola	doido	PROPN	V;MASC;SG;V.PTCP
tola	louco	tola	louco	PROPN	ADJ;MASC;SG
tola	mulher	tola	mulher	PROPN	N;FEM;SG
tola	mad	tola	mad	PROPN	N;MASC;SG
tola	louco	tola	louco	PROPN	ADJ;MASC;SG
tola	sobre	tola	sobre	PROPN	ADP
fermoso	belo	fermoso	belo	ADJ	N;MASC;SG
fermoso	nice	fermoso	nice	ADJ	N;MASC;SG
esperar	espera	esperar	espera	V	N;FEM;SG
esperar	por	esperar	por	V	ADP
esperar	para	esperar	para	V	ADP
disco	gravar	disco	gravar	N	V;NFIN
américa	america	américar	americar	PROPN	N;MASC;SG
américa	américa	américar	américo	PROPN	N;FEM;SG
vidas	mora	vida	morar	N	V;IND;SG;3;PRS;FIN
vidas	vive	vida	viver	N	V;IND;SG;3;PRS;FIN
vidas	suas	vida	seu	N	DET;FEM;PL
mirade	relógio	mirade	relógio	V	N;MASC;SG
últimos	last	último	last	ADJ	N;MASC;SG
últimos	passadas	último	passar	ADJ	V;FEM;PL;V.PTCP
últimos	passados	último	passar	ADJ	V;MASC;PL;V.PTCP
últimos	passado	último	passar	ADJ	V;MASC;SG;V.PTCP
últimos	poucas	último	pouco	ADJ	PRO;FEM;PL
últimos	poucos	último	pouco	ADJ	PRO;MASC;PL
últimos	os	último	o	ADJ	PRO;ACC;MASC;PL;3
últimos	recentes	último	recente	ADJ	N;MASC;PL
traballando	trabalhos	traballar	trabalho	V	N;MASC;PL
traballando	trabalho	traballar	trabalho	V	N;MASC;SG
faino	faz	faino	fazer	N	V;IND;SG;3;PRS;FIN
faino	faça	faino	fazer	N	V;SBJV;SG;3;PRS;FIN
agardo	esperança	agardo	esperança	V	N;FEM;SG
agardo	hope	agardo	hope	V	N;MASC;SG
agardo	esperanças	agardo	esperança	V	N;FEM;PL
agardo	espera	agardo	espera	V	N;FEM;SG
quente	gostosas	quente	gostoso	N	ADJ;FEM;PL
quente	quentes	quente	quente	N	ADJ;MASC;PL
quente	morno	quente	morno	N	ADJ;MASC;SG
zona	os	zona	o	N	PRO;ACC;MASC;PL;3
medios	significa	medio	significar	N	V;IND;SG;3;PRS;FIN
síntome	feel	síntome	feel	V	N;MASC;SG
síntome	sentimento	síntome	sentimento	V	N;MASC;SG
síntome	sensação	síntome	sensação	V	N;FEM;SG
síntome	feeling	síntome	feeling	V	N;MASC;SG
cabaleiros	cavalheiros	cabaleiro	cavalheiro	ADJ	N;MASC;PL
cabaleiros	senhores	cabaleiro	senhor	ADJ	N;MASC;PL
cabaleiros	knights	cabaleiro	knights	ADJ	N;MASC;SG
cabaleiros	cavaleiros	cabaleiro	cavaleiro	ADJ	N;MASC;PL
bastardo	tu	bastardo	tu	N	INTJ
bastardo	você	bastardo	você	N	PRO;NOM;SG;3
bastardo	vc	bastardo	vc	N	PRO;NOM;MASC;SG;3
iuáns	yuan	iuán	yuan	PROPN	N;MASC;SG
soños	sonha	soño	sonhar	N	V;IND;SG;3;PRS;FIN
soños	sonhar	soño	sonhar	N	V;NFIN
verte	tu	verte	tu	V	INTJ
verte	você	verte	você	V	PRO;NOM;SG;3
verte	vc	verte	vc	V	PRO;NOM;MASC;SG;3
nove	nove	nove	nove	N	NUM
puido	poderiam	poder	poder	V	V;COND;PL;3;FIN
puido	ela	poder	ela	V	PRO;NOM;FEM;SG;3
puido	she	poder	she	V	N;MASC;SG
aquela	essa	aquel	esse	DET	PRO;FEM;SG
aquela	isso	aquel	isso	DET	PRO;MASC;SG
aquela	que	aquel	que	DET	PRO;MASC;SG
aquela	os	aquel	o	DET	PRO;ACC;MASC;PL;3
oe	dizer	oe	dizer	N	V;NFIN
oe	digam	oe	dizer	N	V;SBJV;PL;3;PRS;FIN
oe	diga	oe	dizer	N	V;SBJV;SG;3;PRS;FIN
oe	diz	oe	dizer	N	V;IND;SG;3;PRS;FIN
oe	agora	oe	agora	N	ADV
inverno	vindo	inverno	vir	N	V;MASC;V.PTCP
inverno	chegando	inverno	chegar	N	V;V.MSDR
pra	por	pra	por	PROPN	ADP
pra	para	pra	para	PROPN	ADP
militar	militares	militar	militar	ADJ	N;MASC;PL
militar	militar	militar	militar	ADJ	N;MASC;SG
teñas	tu	ter	tu	V	INTJ
teñas	você	ter	você	V	PRO;NOM;SG;3
teñas	vc	ter	vc	V	PRO;NOM;MASC;SG;3
teñas	don	ter	don	V	PROPN;MASC;SG
poderían	poderiam	poder	poder	V	V;COND;PL;3;FIN
poderían	eles	poder	eles	V	PRO;NOM;MASC;PL;3
poderían	elas	poder	ele	V	PRO;NOM;FEM;PL;3
poderían	may	poder	may	V	N;MASC;SG
poderían	maio	poder	maio	V	N;MASC;SG
poderían	sido	poder	ser	V	V;MASC;SG;V.PTCP
canción	este	canción	este	N	DET;MASC;SG
canción	esta	canción	este	N	PRO;FEM;SG
canción	isso	canción	isso	N	PRO;MASC;SG
canción	isto	canción	isto	N	PRO;MASC;SG
canción	essa	canción	esse	N	PRO;FEM;SG
canción	esse	canción	esse	N	DET;MASC;SG
nesa	este	neso	este	PROPN	DET;MASC;SG
nesa	esta	neso	este	PROPN	PRO;FEM;SG
nesa	isso	neso	isso	PROPN	PRO;MASC;SG
nesa	isto	neso	isto	PROPN	PRO;MASC;SG
nesa	essa	neso	esse	PROPN	PRO;FEM;SG
nesa	esse	neso	esse	PROPN	DET;MASC;SG
nesa	essa	neso	esse	PROPN	PRO;FEM;SG
nesa	isso	neso	isso	PROPN	PRO;MASC;SG
nesa	que	neso	que	PROPN	PRO;MASC;SG
probas	testar	proba	testar	N	V;NFIN
deixou	esquerdo	deixar	esquerdo	V	N;MASC;SG
deixou	left	deixar	left	V	N;MASC;SG
deixou	esquerda	deixar	esquerda	V	N;FEM;SG
deixou	ela	deixar	ela	V	PRO;NOM;FEM;SG;3
deixou	she	deixar	she	V	N;MASC;SG
sente	feel	sente	feel	V	N;MASC;SG
sente	down	sente	down	V	N;MASC;SG
sente	assento	sente	assento	V	N;MASC;SG
traballadores	trabalhando	traballador	trabalhar	N	V;V.MSDR
traballadores	trabalhar	traballador	trabalhar	N	V;NFIN
traballadores	funcionando	traballador	funcionar	N	V;V.MSDR
oficial	funcionário	oficial	funcionário	ADJ	N;MASC;SG
oficial	official	oficial	official	ADJ	N;MASC;SG
oficial	oficiais	oficial	oficial	ADJ	N;MASC;PL
oficial	companheiro	oficial	companheiro	ADJ	N;MASC;SG
oficial	mate	oficial	mate	ADJ	V;SBJV;SG;3;PRS;FIN
oficial	agente	oficial	agente	ADJ	N;MASC;SG
oficial	policial	oficial	policial	ADJ	N;MASC;SG
carreira	executar	carreira	executar	N	V;NFIN
carreira	corra	carreira	corra	N	V;SBJV;SG;3;PRS;FIN
carreira	correr	carreira	correr	N	V;NFIN
carreira	corre	carreira	correr	N	V;IND;SG;3;PRS;FIN
finalmente	último	final	último	ADV	ADJ;MASC;SG
finalmente	últimas	final	último	ADV	ADJ;FEM;PL
finalmente	last	final	last	ADV	N;MASC;SG
finalmente	últimos	final	último	ADV	ADJ;MASC;PL
finalmente	última	final	último	ADV	ADJ;FEM;SG
dereitos	bill	dereito	bill	N	PROPN;MASC;SG
dereitos	certo	dereito	certo	N	ADJ;MASC;SG
próxima	próximo	próximo	próximo	ADJ	ADV
próxima	next	próximo	next	ADJ	N;MASC;SG
próxima	hora	próximo	hora	ADJ	N;FEM;SG
próxima	horário	próximo	horário	ADJ	N;MASC;SG
próxima	tempo	próximo	tempo	ADJ	N;MASC;SG
próxima	time	próximo	time	ADJ	N;MASC;SG
próxima	tu	próximo	tu	ADJ	INTJ
próxima	você	próximo	você	ADJ	PRO;NOM;SG;3
próxima	vc	próximo	vc	ADJ	PRO;NOM;MASC;SG;3
evitar	socorro	evitar	socorro	V	N;MASC;SG
evitar	ajuda	evitar	ajuda	V	N;FEM;SG
posto	desde	posto	desde	N	ADP
posto	postar	posto	postar	N	V;NFIN
posto	publicar	posto	publicar	N	V;NFIN
nel	ele	nel	ele	PROPN	PRO;NOM;MASC;SG;3
rematou	over	rematar	over	V	N;MASC;SG
odio	odiar	odio	odiar	N	V;NFIN
odio	odeio	odio	odeio	N	V;IND;SG;1;PRS;FIN
odio	odeia	odio	odeia	N	V;IND;SG;3;PRS;FIN
deberiamos	deveriam	deberir	dever	V	V;COND;PL;3;FIN
milady	moça	milady	moça	PROPN	N;FEM;SG
milady	senhora	milady	senhora	PROPN	N;FEM;SG
milady	dama	milady	dama	PROPN	N;FEM;SG
milady	seu	milady	seu	PROPN	DET;MASC;SG
milady	sua	milady	seu	PROPN	DET;FEM;SG
milady	milady	milady	milady	PROPN	N;MASC;SG
cento	cem	cento	cem	N	NUM
diría	say	dir	say	V	N;MASC;SG
coñecer	queres	coñecer	querer	V	INTJ
pedir	pergunta	pedir	pergunta	V	N;FEM;SG
pedir	por	pedir	por	V	ADP
pedir	para	pedir	para	V	ADP
pedir	tu	pedir	tu	V	INTJ
pedir	você	pedir	você	V	PRO;NOM;SG;3
pedir	vc	pedir	vc	V	PRO;NOM;MASC;SG;3
pequenas	pouco	pequeno	pouco	ADJ	ADV
pequenas	little	pequeno	little	ADJ	N;MASC;SG
pequenas	small	pequeno	small	ADJ	N;MASC;SG
idiota	tu	idiota	tu	N	INTJ
idiota	você	idiota	você	N	PRO;NOM;SG;3
idiota	vc	idiota	vc	N	PRO;NOM;MASC;SG;3
idiota	bobo	idiota	bobo	N	ADJ;MASC;SG
idiota	tolo	idiota	tolo	N	ADJ;MASC;SG
idiota	parvo	idiota	parvo	N	ADJ;MASC;SG
violencia	violento	violencia	violento	N	ADJ;MASC;SG
violencia	violentas	violencia	violento	N	ADJ;FEM;PL
violencia	violenta	violencia	violento	N	ADJ;FEM;SG
negros	negro	negro	negro	N	ADJ;MASC;SG
telo	tenha	telo	ter	ADV	V;SBJV;SG;3;PRS;FIN
telo	ter	telo	ter	ADV	V;NFIN
telo	mantenha	telo	manter	ADV	V;SBJV;SG;3;PRS;FIN
telo	continue	telo	continuar	ADV	V;SBJV;SG;3;PRS;FIN
telo	continuem	telo	continuar	ADV	V;SBJV;PL;3;PRS;FIN
telo	manter	telo	manter	ADV	V;NFIN
telo	got	telo	got	ADV	N;MASC;SG
telo	tu	telo	tu	ADV	INTJ
telo	você	telo	você	ADV	PRO;NOM;SG;3
telo	vc	telo	vc	ADV	PRO;NOM;MASC;SG;3
telo	ele	telo	ele	ADV	PRO;NOM;MASC;SG;3
queiras	tu	queira	tu	V	INTJ
queiras	você	queira	você	V	PRO;NOM;SG;3
queiras	vc	queira	vc	V	PRO;NOM;MASC;SG;3
queiras	like	queira	like	V	N;MASC;SG
queiras	curta	queira	curto	V	ADJ;FEM;SG
queiras	como	queira	como	V	ADV
queiras	queres	queira	querer	V	INTJ
gusto	curta	gusto	curto	N	ADJ;FEM;SG
gusto	como	gusto	como	N	ADV
gusto	provar	gusto	provar	N	V;NFIN
gusto	prove	gusto	provar	N	V;SBJV;SG;3;PRS;FIN
gusto	tu	gusto	tu	N	INTJ
gusto	você	gusto	você	N	PRO;NOM;SG;3
gusto	vc	gusto	vc	N	PRO;NOM;MASC;SG;3
saíu	fora	saíu	fora	V	ADV
saíu	out	saíu	out	V	N;MASC;SG
saíu	esquerdo	saíu	esquerdo	V	N;MASC;SG
saíu	left	saíu	left	V	N;MASC;SG
saíu	esquerda	saíu	esquerda	V	N;FEM;SG
saíu	ai	saíu	ai	V	INTJ
saíu	ali	saíu	ali	V	ADV
saíu	aí	saíu	aí	V	ADV
saíu	lá	saíu	lá	V	ADV
saíu	estava	saíu	estar	V	V;IND;SG;3;IPFV;FIN
saíu	tava	saíu	tavo	V	V;IND;SG;1;IPFV;FIN
saíu	foi	saíu	foi	V	ADV
corte	corta	corte	cortar	N	V;IND;SG;3;PRS;FIN
corte	cortar	corte	cortar	N	V;NFIN
botar	take	botar	take	V	N;MASC;SG
botar	fora	botar	fora	V	ADV
botar	out	botar	out	V	N;MASC;SG
tren	treinar	tren	treinar	N	V;NFIN
base	baseado	base	basear	N	V;MASC;SG;V.PTCP
base	baseados	base	basear	N	V;MASC;PL;V.PTCP
fuches	tu	fuches	tu	V	INTJ
fuches	você	fuches	você	V	PRO;NOM;SG;3
fuches	vc	fuches	vc	V	PRO;NOM;MASC;SG;3
fuches	did	fuches	dider	V	PROPN;MASC;SG
fuches	sido	fuches	ser	V	V;MASC;SG;V.PTCP
fuches	estava	fuches	estar	V	V;IND;SG;3;IPFV;FIN
fuches	tava	fuches	tavo	V	V;IND;SG;1;IPFV;FIN
fuches	foi	fuches	foi	V	ADV
fuches	foram	fuches	ser	V	V;IND;PL;3;PST;FIN
fuches	eram	fuches	ser	V	V;IND;PL;3;IPFV;FIN
resultado	os	resultado	o	N	PRO;ACC;MASC;PL;3
tocar	play	tocar	play	V	N;MASC;SG
tocar	touch	tocar	touch	V	N;MASC;SG
tocar	toques	tocar	toque	V	N;MASC;PL
tocar	toque	tocar	toque	V	N;MASC;SG
chámase	nome	chámase	nome	V	N;MASC;SG
chámase	dela	chámase	dela	V	N;MASC;SG
chámase	ela	chámase	ela	V	PRO;NOM;FEM;SG;3
chámase	her	chámase	her	V	N;MASC;SG
chea	cheia	chea	cheio	N	ADJ;FEM;SG
chea	plena	chea	pleno	N	ADJ;FEM;SG
chea	pleno	chea	pleno	N	ADJ;MASC;SG
chea	cheio	chea	cheio	N	ADJ;MASC;SG
chea	com	chea	com	N	ADP
avó	vô	avó	vô	N	V;IND;SG;1;PRS;FIN
acto	agir	acto	agir	N	V;NFIN
brazo	armar	brazo	armar	N	V;NFIN
hollywood	hollywood	hollywood	hollywood	PROPN	N;MASC;SG
muro	os	muro	o	N	PRO;ACC;MASC;PL;3
marchou	ela	marchar	ela	V	PRO;NOM;FEM;SG;3
marchou	she	marchar	she	V	N;MASC;SG
marchou	esquerdo	marchar	esquerdo	V	N;MASC;SG
marchou	left	marchar	left	V	N;MASC;SG
marchou	esquerda	marchar	esquerda	V	N;FEM;SG
marchou	away	marchar	away	V	N;MASC;SG
marchou	fora	marchar	fora	V	ADV
marchou	out	marchar	out	V	N;MASC;SG
marchou	gone	marchar	gone	V	N;MASC;SG
estiveches	tu	estiveche	tu	V	INTJ
estiveches	você	estiveche	você	V	PRO;NOM;SG;3
estiveches	vc	estiveche	vc	V	PRO;NOM;MASC;SG;3
estiveches	sido	estiveche	ser	V	V;MASC;SG;V.PTCP
estiveches	foram	estiveche	ser	V	V;IND;PL;3;PST;FIN
estiveches	eram	estiveche	ser	V	V;IND;PL;3;IPFV;FIN
estiveches	ever	estiveche	ever	V	N;MASC;SG
estiveches	nunca	estiveche	nunca	V	ADV
ponte	apanha	ponte	apanhar	N	V;IND;SG;3;PRS;FIN
ponte	obtenha	ponte	obter	N	V;SBJV;SG;3;PRS;FIN
ponte	receba	ponte	receber	N	V;SBJV;SG;3;PRS;FIN
ponte	obter	ponte	obter	N	V;NFIN
lembras	tu	lembra	tu	N	INTJ
lembras	você	lembra	você	N	PRO;NOM;SG;3
lembras	vc	lembra	vc	N	PRO;NOM;MASC;SG;3
lembras	lembrar	lembra	lembrar	N	V;NFIN
deses	estes	dar	este	PROPN	DET;MASC;PL
deses	essas	dar	esse	PROPN	PRO;FEM;PL
deses	estas	dar	este	PROPN	PRO;FEM;PL
deses	esses	dar	esse	PROPN	DET;MASC;PL
deses	essas	dar	esse	PROPN	PRO;FEM;PL
deses	aqueles	dar	aquele	PROPN	DET;MASC;PL
deses	esses	dar	esse	PROPN	DET;MASC;PL
deses	aquelas	dar	aquele	PROPN	DET;FEM;PL
deses	um	dar	um	PROPN	NUM
deses	uma	dar	um	PROPN	NUM
deses	one	dar	one	PROPN	N;MASC;SG
deses	eles	dar	eles	PROPN	PRO;NOM;MASC;PL;3
viven	vivos	vivir	vivo	V	N;MASC;PL
viven	living	vivir	living	V	N;MASC;SG
viven	viva	vivir	vivo	V	N;FEM;SG
viven	live	vivir	live	V	N;MASC;SG
viven	eles	vivir	eles	V	PRO;NOM;MASC;PL;3
viven	elas	vivir	ele	V	PRO;NOM;FEM;PL;3
desexo	por	desexo	por	N	ADP
desexo	para	desexo	para	N	ADP
desexo	deseje	desexo	desejar	N	V;SBJV;SG;3;PRS;FIN
desexo	desejar	desexo	desejar	N	V;NFIN
visita	visitando	visita	visitar	N	V;V.MSDR
visita	visite	visita	visitir	N	V;SBJV;SG;3;PRS;FIN
visita	visitar	visita	visitar	N	V;NFIN
visita	tenha	visita	ter	N	V;SBJV;SG;3;PRS;FIN
visita	ter	visita	ter	N	V;NFIN
fará	make	facer	make	V	N;FEM;SG
fará	will	facer	will	V	N;MASC;SG
fará	vontade	facer	vontade	V	N;FEM;SG
fará	won	facer	won	V	N;MASC;SG
mozas	jovem	mozo	jovem	N	ADJ;MASC;SG
han	will	haber	will	V	N;MASC;SG
han	vontade	haber	vontade	V	N;FEM;SG
han	eles	haber	eles	V	PRO;NOM;MASC;PL;3
han	elas	haber	ele	V	PRO;NOM;FEM;PL;3
han	won	haber	won	V	N;MASC;SG
ataque	atacar	ataque	atacar	N	V;NFIN
