loại	tasteaza	loại	tastează	N	V;IND;SG;3;IPFV;FIN
bảo	intreaba	bảo	intreba	V	N;DEF;FEM;SG
bảo	ask	bảo	ask	V	N;INDF;MASC;SG
bảo	bảo	bảo	bảo	V	
bảo	said	bảo	said	V	
bảo	bao	bảo	bao	V	N;INDF;MASC;SG
đơn	singura	đơn	singur	N	ADJ;DEF;FEM;SG
đơn	singur	đơn	singur	N	ADJ;INDF;MASC;SG
thiên	paradise	thiên	paradis	N	PROPN
điện	electrice	điện	electric	N	ADJ;INDF;FEM;PL
điện	electric	điện	electric	N	ADJ;INDF;MASC;SG
điện	electrice	điện	electric	N	ADJ;INDF;FEM;PL
điện	electric	điện	electric	N	ADJ;INDF;MASC;SG
thấy	vazute	thấy	vazut	V	ADJ;INDF;FEM;PL
thấy	vazut	thấy	vaz	V	ADJ;INDF;MASC;SG
thấy	vazut	thấy	vaz	V	ADJ;INDF;MASC;SG
thấy	vazuta	thấy	vazut	V	ADJ;DEF;FEM;SG
bao	bao	bao	bao		N;INDF;MASC;SG
bao	sac	bao	sac		N;INDF;MASC;SG
bao	sack	bao	sack		N;INDF;MASC;SG
bao	cum	bao	cum		ADV
truyền	transfer	truyền	transfer	V	N;INDF;MASC;SG
truyền	transferul	truyền	transfer	V	N;DEF;MASC;SG
truyền	infuzie	truyền	infuzie	V	N;INDF;FEM;SG
truyền	perfuzie	truyền	perfuzie	V	N;INDF;FEM;SG
truyền	transferuri	truyền	transfer	V	N;INDF;FEM;PL
truyền	transferurile	truyền	transfer	V	N;DEF;FEM;PL
nghiệp	saracul	nghiệp	sarac	ADJ	N;DEF;MASC;SG
nghiệp	saraci	nghiệp	sarac	ADJ	
nghiệp	cariera	nghiệp	carieră	ADJ	N;DEF;FEM;SG
nghiệp	cariera	nghiệp	carieră	ADJ	N;DEF;FEM;SG
nội	intern	nội	intern	N	ADJ;INDF;MASC;SG
nội	interne	nội	intern	N	ADJ;INDF;FEM;PL
nội	interioara	nội	interior	N	ADJ;DEF;FEM;SG
thuật	magice	thuật	magic	N	ADJ;INDF;FEM;PL
thuật	magic	thuật	magic	N	ADJ;INDF;MASC;SG
thuật	magica	thuật	magică	N	ADJ;DEF;FEM;SG
năng	abilitati	năng	abilitati	N	
tiêu	ardei	tiêu	ardei	N	
tiêu	xiao	tiêu	xiao	N	PROPN
thiết	nevoie	thiết	nevoie	V	N;INDF;FEM;SG
gian	gian	gian	gian	N	PROPN
tướng	generale	tướng	general	N	ADJ;INDF;FEM;PL
tướng	general	tướng	general	N	ADJ;INDF;MASC;SG
phong	feng	phong	feng	N	
tâm	centrul	tâm	centru		N;DEF;MASC;SG
tâm	centru	tâm	centru		N;INDF;MASC;SG
thanh	vocale	thanh	vocal		N;INDF;FEM;PL
thanh	vocal	thanh	vocal		ADJ;INDF;MASC;SG
thanh	gratii	thanh	gratie		N;DEF;MASC;PL
thanh	baruri	thanh	bar		N;INDF;FEM;PL
thanh	bare	thanh	bară		N;INDF;FEM;PL
thanh	thanh	thanh	thanh		N;INDF;MASC;SG
dùng	utilizarea	dùng	utilizare	V	N;DEF;FEM;SG
dùng	utilizare	dùng	utilizare	V	N;INDF;FEM;SG
dùng	utilizatorul	dùng	utilizator	V	N;DEF;MASC;SG
dùng	utilizator	dùng	utilizator	V	N;INDF;MASC;SG
nói	said	nói	said	V	
lats	lats	lats	lats	N	
sông	rau	sông	rau	N	
sông	river	sông	river	N	PROPN
sông	rivers	sông	rivers	N	PROPN
hoạt	animatii	hoạt	animatie	V	N;INDF;FEM;PL
phủ	suprapune	phủ	suprapune	N	V;IND;SG;3;PRS;FIN
đang	sunt	đang	fi		V;IND;PL;3;PRS;FIN
giữa	centrat	giữa	centra	ADP	ADJ;INDF;MASC;SG
giữa	mijloc	giữa	mijloc	ADP	N;INDF;MASC;SG
giữa	centrat	giữa	centra	ADP	ADJ;INDF;MASC;SG
giữa	intre	giữa	intra	ADP	V;SBJV;3;PRS;FIN
giữa	intre	giữa	intra	ADP	V;SBJV;3;PRS;FIN
phòng	roma	phòng	romă	N	PROPN
đổi	rascumpere	đổi	rascumpere	V	
đổi	schimbare	đổi	schimbare	V	N;INDF;FEM;SG
đổi	schimbarea	đổi	schimbare	V	N;DEF;FEM;SG
chuyển	transfer	chuyển	transfer	V	N;INDF;MASC;SG
chuyển	transferul	chuyển	transfer	V	N;DEF;MASC;SG
chuyển	comutator	chuyển	comutator	V	N;INDF;MASC;SG
chuyển	comutare	chuyển	comutare	V	N;INDF;FEM;SG
chuyển	mutare	chuyển	mutare	V	N;INDF;FEM;SG
nay	astazi	nay	astazi	PROPN	
nay	azi	nay	azi	PROPN	ADV
nay	astazi	nay	astazi	PROPN	
trọng	importante	trọng	important		ADJ;INDF;FEM;PL
trọng	important	trọng	important		ADV
trọng	importanta	trọng	important		ADJ;DEF;FEM;SG
trọng	importanta	trọng	important		ADJ;DEF;FEM;SG
dịch	traduceri	dịch	traducere		N;INDF;FEM;PL
dịch	translator	dịch	translator		N;INDF;MASC;SG
dịch	traducator	dịch	traducator		N;INDF;MASC;SG
dịch	traducere	dịch	traducere		N;INDF;FEM;SG
dịch	traducerea	dịch	traducere		N;DEF;FEM;SG
dịch	traduce	dịch	traduce		V;IND;SG;3;PRS;FIN
tài	talentat	tài	talentat	N	ADJ;INDF;MASC;SG
tài	talentata	tài	talentat	N	ADJ;DEF;FEM;SG
tài	talentati	tài	talentati	N	ADJ;INDF;MASC;PL
tài	talentata	tài	talentat	N	ADJ;DEF;FEM;SG
chế	facute	chế	face	N	ADJ;INDF;FEM;PL
chế	made	chế	made	N	
chế	facuta	chế	facuta	N	ADJ;DEF;FEM;SG
chế	facut	chế	face	N	ADJ;INDF;MASC;SG
biết	stiu	biết	stiu	V	
nằm	localizata	nằm	localizat	V	ADJ;DEF;FEM;SG
nằm	localizat	nằm	localiza	V	ADJ;INDF;MASC;SG
nằm	situat	nằm	situa	V	ADJ;INDF;MASC;SG
nằm	minciunile	nằm	minciune	V	N;DEF;FEM;PL
nằm	minciuni	nằm	minciună	V	N;INDF;FEM;PL
chất	precizata	chất	precizat	N	ADJ;DEF;FEM;SG
chất	specificate	chất	specifica	N	ADJ;INDF;FEM;PL
chất	specificat	chất	specificat	N	ADJ;INDF;MASC;SG
chất	specificata	chất	specificat	N	ADJ;DEF;FEM;SG
sáng	luminos	sáng	luminos	N	ADJ;INDF;MASC;SG
thân	body	thân	body		N;INDF;MASC;SG
thân	organism	thân	organism		N;INDF;MASC;SG
thân	corp	thân	corp		N;INDF;MASC;SG
thân	corpul	thân	corp		N;DEF;MASC;SG
thân	trup	thân	trup		N;INDF;MASC;SG
cuối	ultimele	cuối	ultim	N	NUM;DEF;FEM;PL
cuối	ultima	cuối	ultim	N	NUM;DEF;FEM;SG
cuối	ultimul	cuối	ultim	N	NUM;DEF;MASC;SG
tăng	crestere	tăng	crestere	V	N;INDF;FEM;SG
tăng	tank	tăng	tank	V	N;INDF;MASC;SG
tăng	rezervor	tăng	rezervor	V	N;INDF;MASC;SG
tăng	tanc	tăng	tanc	V	N;INDF;MASC;SG
tăng	tancuri	tăng	tanc	V	N;INDF;FEM;PL
tăng	cisterne	tăng	cistern	V	N;INDF;FEM;PL
tăng	tancurile	tăng	tanc	V	N;DEF;FEM;PL
tăng	rezervoare	tăng	rezervor	V	N;INDF;FEM;PL
tăng	zeng	tăng	zeng	V	PROPN
tăng	crescuta	tăng	crescut	V	ADJ;DEF;FEM;SG
tăng	majorat	tăng	majorat	V	ADJ;INDF;MASC;SG
trưởng	capitan	trưởng	capitan		N;INDF;MASC;SG
nguyễn	nguyễn	nguyễn	nguyễn	N	
nguyễn	nguyen	nguyễn	nguyen	N	PROPN
lưu	liu	lưu	liu	V	N
lưu	salvati	lưu	salva	V	
nổi	celebra	nổi	celebra		ADJ;DEF;FEM;SG
nổi	faimoasa	nổi	faimos		ADJ;DEF;FEM;SG
nổi	faimos	nổi	faimos		ADJ;INDF;MASC;SG
nổi	celebru	nổi	celebru		ADJ;INDF;MASC;SG
nổi	celebritate	nổi	celebritate		N;INDF;FEM;SG
nổi	celebritatea	nổi	celebritate		N;DEF;FEM;SG
nổi	plutesc	nổi	pluti		V;IND;PL;3;PRS;FIN
đặt	pus	đặt	pune	V	ADJ;INDF;MASC;SG
đặt	setata	đặt	setată	V	N;DEF;FEM;SG
đặt	set	đặt	set	V	N;INDF;MASC;SG
đặt	setat	đặt	setat	V	ADJ;INDF;MASC;SG
đặt	selectare	đặt	selectare	V	N;INDF;FEM;SG
dài	long	dài	long	ADJ	
bóng	ball	bóng	ball	N	PROPN
biến	variabil	biến	variabil	V	ADJ;INDF;MASC;SG
biến	variabila	biến	variabilă	V	N;DEF;FEM;SG
biến	variabile	biến	variabilă	V	N;INDF;FEM;PL
biến	variabila	biến	variabilă	V	N;DEF;FEM;SG
hậu	regina	hậu	regină		N;DEF;FEM;SG
hậu	dama	hậu	damă		N;INDF;MASC;SG
hậu	regina	hậu	regină		N;DEF;FEM;SG
hậu	queen	hậu	queen		N;INDF;MASC;SG
thu	thu	thu	thu	V	
bên	lateral	bên	lateral	N	ADV
bên	side	bên	side	N	
vẫn	inca	vẫn	inca		
vẫn	inca	vẫn	inca		
vẫn	tot	vẫn	tot		PRO;MASC;SG;3
nghệ	artistice	nghệ	artistic	N	ADJ;INDF;FEM;PL
nghệ	artistic	nghệ	artistic	N	ADJ;INDF;MASC;SG
nghệ	artistica	nghệ	artistică	N	ADJ;DEF;FEM;SG
mất	pierdut	mất	pierdut	V	ADJ;INDF;MASC;SG
mất	pierdute	mất	pierdut	V	ADJ;INDF;FEM;PL
mất	pierduta	mất	pierdut	V	ADJ;DEF;FEM;SG
mất	lost	mất	lost	V	N;INDF;MASC;SG
liệu	documentul	liệu	document	V	N;DEF;MASC;SG
liệu	document	liệu	document	V	N;INDF;MASC;SG
sơn	vopsite	sơn	vopsi	N	ADJ;INDF;FEM;PL
sơn	vopsit	sơn	vopsi	N	ADJ;INDF;MASC;SG
sơn	pictate	sơn	picta	N	ADJ;INDF;FEM;PL
sơn	pictat	sơn	picta	N	ADJ;INDF;MASC;SG
sơn	pictata	sơn	pictată	N	ADJ;DEF;FEM;SG
sơn	picteaza	sơn	pictează	N	V;IND;SG;3;IPFV;FIN
sơn	sơn	sơn	sơn	N	
mục	inscrieri	mục	inscriere	N	
tìm	cautare	tìm	cautare	V	N;INDF;FEM;SG
tìm	cautare	tìm	cautare	V	N;INDF;FEM;SG
tìm	gasiti	tìm	gasit	V	
tìm	finn	tìm	finn	V	
giao	interfata	giao	interfată	V	N;DEF;FEM;SG
giao	interfata	giao	interfată	V	N;DEF;FEM;SG
tương	xiang	tương	xiang		PROPN
bạn	ai	bạn	avea	N	V;SG;2
bạn	te	bạn	tu	N	PRO;ACC;SG;2
bạn	tu	bạn	tu	N	PRO;NOM;SG;2
hữu	proprietar	hữu	proprietar		N;INDF;MASC;SG
hữu	proprietarul	hữu	proprietar		N;DEF;MASC;SG
hữu	detine	hữu	detină		V;IND;SG;3;PRS;FIN
thay	schimbare	thay	schimbare	V	N;INDF;FEM;SG
thay	schimbarea	thay	schimbare	V	N;DEF;FEM;SG
giá	pret	giá	pret	N	
giá	pret	giá	pret	N	
giá	worth	giá	worth	N	PROPN
chí	chí	chí	chí	N	
nhiệt	termice	nhiệt	termic	N	ADJ;INDF;FEM;PL
nhiệt	termic	nhiệt	termic	N	ADJ;INDF;MASC;SG
gần	aproape	gần	aproape	ADJ	ADV
gần	inchide	gần	inchide	ADJ	V;IND;SG;3;PRS;FIN
gần	inchide	gần	inchide	ADJ	V;IND;SG;3;PRS;FIN
gần	langa	gần	langă	ADJ	
cứu	salvati	cứu	salva	V	
cứu	ajutor	cứu	ajutor	V	N;INDF;MASC;SG
cứu	salvare	cứu	salvare	V	N;INDF;FEM;SG
quyết	determinate	quyết	determinat	N	ADJ;INDF;FEM;PL
quyết	determinata	quyết	determinat	N	ADJ;DEF;FEM;SG
quyết	determinat	quyết	determina	N	ADJ;INDF;MASC;SG
quyết	hotarat	quyết	hotarat	N	ADJ;INDF;MASC;SG
thương	accidentat	thương	accidentat	V	ADJ;INDF;MASC;SG
thương	ranit	thương	ranit	V	ADJ;INDF;MASC;SG
thương	draguta	thương	draguta	V	ADJ;DEF;FEM;SG
thương	dragut	thương	dragut	V	ADJ;INDF;MASC;SG
thương	dragut	thương	dragut	V	ADJ;INDF;MASC;SG
thương	ranit	thương	ranit	V	ADJ;INDF;MASC;SG
thương	ranita	thương	ranită	V	ADJ;DEF;FEM;SG
thương	ranit	thương	ranit	V	ADJ;INDF;MASC;SG
thương	ranit	thương	ranit	V	ADJ;INDF;MASC;SG
thương	ranit	thương	ranit	V	ADJ;INDF;MASC;SG
hát	canto	hát	canto	V	N;INDF;MASC;SG
hát	cantand	hát	cantand	V	
hát	cantand	hát	cantand	V	
phục	serverul	phục	server	V	N;DEF;MASC;SG
phục	server	phục	server	V	N;INDF;MASC;SG
tuổi	age	tuổi	age	N	
tuổi	vechi	tuổi	vechi	N	ADJ;INDF;MASC;SG
tuổi	veche	tuổi	vechi	N	ADJ;INDF;FEM;SG
đời	life	đời	life	N	
cần	nevoie	cần	nevoie	V	N;INDF;FEM;SG
hoàn	erou	hoàn	erou		N;INDF;MASC;SG
hoàn	hero	hoàn	hero		N;INDF;MASC;SG
hoàn	eroul	hoàn	erou		N;DEF;MASC;SG
hoàn	huan	hoàn	huan		N;INDF;MASC;SG
chơi	joaca	chơi	joacă	V	N;DEF;FEM;SG
chơi	joaca	chơi	joacă	V	N;DEF;FEM;SG
chơi	joc	chơi	joc	V	N;INDF;MASC;SG
chơi	jocul	chơi	joc	V	N;DEF;MASC;SG
chơi	redarea	chơi	redare	V	N;DEF;FEM;SG
chơi	jucand	chơi	juca	V	N;INDF;MASC;SG
kim	jin	kim	jin	N	PROPN
kim	kim	kim	kim	N	PROPN
long	lung	long	lung	N	ADJ;INDF;MASC;SG
long	lunga	long	lung	N	ADJ;DEF;FEM;SG
long	long	long	long	N	
đưa	dati	đưa	da	V	
đưa	da	đưa	da	V	ADV
đóng	inchidere	đóng	inchidere	V	N;INDF;FEM;SG
đóng	inchidere	đóng	inchidere	V	N;INDF;FEM;SG
đóng	inchis	đóng	inchis	V	ADJ;INDF;MASC;SG
đóng	inchisa	đóng	inchisa	V	ADJ;DEF;FEM;SG
đóng	inchis	đóng	inchis	V	ADJ;INDF;MASC;SG
dẫn	piste	dẫn	piste	V	N;INDF;FEM;PL
dẫn	plumbul	dẫn	plumb	V	N;DEF;MASC;SG
dẫn	plumb	dẫn	plumb	V	N;INDF;MASC;SG
quá	prea	quá	prea		ADV
thắng	castiga	thắng	castiga	N	V;IND;SG;3;IPFV;FIN
thắng	castiga	thắng	castiga	N	V;IND;SG;3;IPFV;FIN
thắng	castigatoare	thắng	castigatoare	N	ADJ;INDF;FEM
thắng	won	thắng	won	N	PROPN
thắng	castigat	thắng	castigat	N	ADJ;INDF;MASC;SG
mang	cara	mang	cară	V	
mang	mang	mang	mang	V	PROPN
giáp	armura	giáp	armură	V	N;DEF;FEM;SG
giáp	armura	giáp	armură	V	N;DEF;FEM;SG
giáp	armuri	giáp	arm	V	N;INDF;FEM;PL
giáp	armura	giáp	armură	V	N;DEF;FEM;SG
giáp	armura	giáp	armură	V	N;DEF;FEM;SG
giáp	armuri	giáp	arm	V	N;INDF;FEM;PL
hướng	huong	hướng	huong	N	
huy	huy	huy	huy	N	
huy	hui	huy	hui	N	PROPN
giữ	tineti	giữ	tineti	V	
giữ	tine	giữ	tu	V	PRO;ACC;SG;2
giữ	pastrati	giữ	pastra	V	
tra	tra	tra	tră	V	
tra	verificare	tra	verificare	V	N;INDF;FEM;SG
tra	bifat	tra	bifa	V	N;INDF;MASC;SG
chiếm	ocupand	chiếm	ocupand	V	ADJ;INDF;MASC;SG
nga	rusesc	nga	rusesc	N	ADV
nga	rus	nga	rus	N	ADJ;INDF;MASC;SG
nga	rusia	nga	rusie	N	PROPN
nga	nga	nga	ngă	N	
triệu	zhao	triệu	zhao	NUM	
phép	permise	phép	permite	N	V;IND;SG;3;PST;FIN
phép	permisa	phép	permisa	N	ADJ;DEF;FEM;SG
new	nou	new	nou		ADJ;INDF;MASC;SG
new	noua	new	nou		ADJ;DEF;FEM;SG
new	noi	new	eu		PRO;PL;1
new	noua	new	nou		ADJ;DEF;FEM;SG
yếu	slaba	yếu	slab	N	ADJ;DEF;FEM;SG
yếu	slab	yếu	slab	N	ADV
yếu	slaba	yếu	slab	N	ADJ;DEF;FEM;SG
lãnh	leng	lãnh	leng	N	
ghi	scrierea	ghi	scriere	V	N;DEF;FEM;SG
ghi	scriere	ghi	scriere	V	N;INDF;FEM;SG
sao	dece	sao	dece	PROPN	
giả	jia	giả	ji		N;INDF;MASC;SG
giả	fals	giả	fals		ADJ;INDF;MASC;SG
giả	falsa	giả	fals		ADJ;DEF;FEM;SG
giả	falsa	giả	fals		ADJ;DEF;FEM;SG
giả	false	giả	fals		ADJ;INDF;FEM;PL
giả	fals	giả	fals		ADJ;INDF;MASC;SG
giả	falsa	giả	fals		ADJ;DEF;FEM;SG
kích	rangeri	kích	ranger	N	
cung	cung	cung	cung	V	
cung	arc	cung	arc	V	N;INDF;MASC;SG
cung	plecaciune	cung	plecaciune	V	N;INDF;FEM;SG
cung	arcul	cung	arc	V	N;DEF;MASC;SG
cung	bow	cung	bow	V	PROPN
cung	arcuri	cung	arc	V	N;INDF;FEM;PL
chống	curaj	chống	curaj	V	N;INDF;MASC;SG
chống	curajul	chống	curaj	V	N;DEF;MASC;SG
chống	contra	chống	contra	V	
chống	impotriva	chống	impotriva	V	N;DEF;FEM;SG
chống	impotriva	chống	impotriva	V	N;DEF;FEM;SG
chống	impotriva	chống	impotriva	V	N;DEF;FEM;SG
nhập	intrare	nhập	intrare	V	N;INDF;FEM;SG
nhập	introdu	nhập	introdu	V	
nhập	introduceti	nhập	introduce	V	
nhập	enter	nhập	enter	V	
nhập	importul	nhập	import	V	N;DEF;MASC;SG
nhập	import	nhập	import	V	N;INDF;MASC;SG
chết	deces	chết	deces	V	N;INDF;MASC;SG
chết	moartea	chết	moarte	V	N;DEF;FEM;SG
chết	moarte	chết	moarte	V	N;INDF;FEM;SG
chết	moarta	chết	moarte	V	ADJ;DEF;FEM;SG
chết	dead	chết	dead	V	
chết	mort	chết	mort	V	ADJ;INDF;MASC;SG
chung	mutual	chung	mutual	ADJ	N;INDF;MASC;SG
chung	reciproc	chung	reciproc	ADJ	ADV
chung	reciproca	chung	reciproca	ADJ	
chung	chung	chung	chung	ADJ	PROPN
chung	generalul	chung	general	ADJ	N;DEF;MASC;SG
chung	comuna	chung	comună	ADJ	N;DEF;FEM;SG
chung	comuna	chung	comună	ADJ	N;DEF;FEM;SG
màu	color	màu	color	N	ADJ
màu	color	màu	color	N	ADJ
trần	chen	trần	chen	N	PROPN
trần	chan	trần	chan	N	PROPN
tất	ciorap	tất	ciorap		N;INDF;MASC;SG
mạnh	meng	mạnh	meng	ADJ	N;INDF;MASC;SG
mạnh	strong	mạnh	strong	ADJ	
trái	stanga	trái	stanga		N;DEF;FEM;SG
trái	stanga	trái	stanga		N;DEF;FEM;SG
trái	stinga	trái	stingă		N;DEF;FEM;SG
từng	vreodata	từng	vreodată	PROPN	
bán	vand	bán	vand	V	
bán	vand	bán	vand	V	
bán	vind	bán	vinde	V	
bán	vandut	bán	vandut	V	ADJ;INDF;MASC;SG
bán	vandute	bán	vandut	V	ADJ;INDF;FEM;PL
bán	vanduta	bán	vanduta	V	ADJ;DEF;FEM;SG
bán	vandut	bán	vandut	V	ADJ;INDF;MASC;SG
bán	vand	bán	vand	V	
bán	vind	bán	vinde	V	
bán	vand	bán	vand	V	
bán	vanzare	bán	vanzare	V	N;INDF;FEM;SG
bán	vanzare	bán	vanzare	V	N;INDF;FEM;SG
bán	vanzarea	bán	vanzare	V	N;DEF;FEM;SG
bán	vanzari	bán	vanzar	V	N;INDF;MASC;PL
bán	vanzarile	bán	vanzare	V	N;DEF;FEM;PL
bán	vanzari	bán	vanzar	V	N;INDF;MASC;PL
bán	vanzari	bán	vanzar	V	N;INDF;MASC;PL
rộng	latimea	rộng	latimă	ADJ	N;DEF;FEM;SG
rộng	latime	rộng	latimă	ADJ	
rộng	larg	rộng	larg	ADJ	ADV
thủy	vrajitoare	thủy	vrajitor	V	ADJ;INDF;FEM
thủy	vrajitoare	thủy	vrajitor	V	ADJ;INDF;FEM
thủy	shui	thủy	shui	V	
album	inregistreaza	album	inregistra	N	V;IND;SG;3;IPFV;FIN
giờ	acum	giờ	acum	N	ADV
mỗi	fiecare	mỗi	fiecare	NUM	PRO;SG;3
mỗi	fiecare	mỗi	fiecare	NUM	PRO;SG;3
núi	mount	núi	mount	N	PROPN
núi	munti	núi	munti	N	
sang	luxoasa	sang	luxosa	V	ADJ;DEF;FEM;SG
sang	luxos	sang	luxos	V	ADJ;INDF;MASC;SG
sang	sang	sang	sang	V	
sang	cantat	sang	canta	V	
lấy	ia	lấy	lua	V	
lấy	luati	lấy	lua	V	
lấy	ia	lấy	lua	V	
phản	tradat	phản	tradat	V	ADJ;INDF;MASC;SG
phản	tradata	phản	tradată	V	ADJ;DEF;FEM;SG
phản	tradat	phản	tradat	V	ADJ;INDF;MASC;SG
phản	tradare	phản	tradare	V	N;INDF;FEM;SG
phản	tradare	phản	tradare	V	N;INDF;FEM;SG
yêu	iubit	yêu	iubit	V	ADJ;INDF;MASC;SG
yêu	iubire	yêu	iubire	V	N;INDF;FEM;SG
yêu	iubirea	yêu	iubire	V	N;DEF;FEM;SG
yêu	dragoste	yêu	dragoste	V	N;INDF;MASC
yêu	dragostea	yêu	dragoste	V	N;DEF;FEM;SG
yêu	luv	yêu	luv	V	
yêu	iubitoare	yêu	iubitor	V	ADJ;INDF;FEM
yêu	iubitor	yêu	iubitor	V	ADJ;INDF;MASC;SG
môi	lip	môi	lip	N	
kiện	sue	kiện	sue	V	
align	aliniaza	align	aliniază		V;IND;SG;3;IPFV;FIN
align	alinia	align	alinie		V;IND;SG;3;IPFV;FIN
align	aliniere	align	aliniere		N;INDF;FEM;SG
độc	singuri	độc	singur	ADJ	V;IND;PL;2;IPFV;FIN
độc	otravita	độc	otravita	ADJ	N;DEF;FEM;SG
hiệp	rotund	hiệp	rotund	N	ADJ;INDF;MASC;SG
hiệp	rotunde	hiệp	rotund	N	ADJ;INDF;FEM;PL
giúp	ajutor	giúp	ajutor	V	N;INDF;MASC;SG
nha	dentist	nha	dentist		N;INDF;MASC;SG
nha	stomatolog	nha	stomatolog		N;INDF;MASC;SG
nha	nha	nha	nhăduni		N;INDF;MASC;SG
nha	dentara	nha	dentara		N;DEF;FEM;SG
nha	dentare	nha	dentar		N;INDF;FEM;PL
phá	break	phá	break	V	N;INDF;MASC;SG
phá	pauza	phá	pauză	V	N;DEF;FEM;SG
phá	pauza	phá	pauză	V	N;DEF;FEM;SG
phá	rupere	phá	rupere	V	N;INDF;FEM;SG
phổ	prusiei	phổ	prusie	N	PROPN;DEF;FEM;SG
tay	brate	tay	brate	N	
tay	brate	tay	brate	N	
tay	maini	tay	maini	N	
quảng	kuang	quảng	kuang	N	
quảng	guang	quảng	guang	N	PROPN
quảng	quảng	quảng	quảng	N	
hồng	roz	hồng	roz	N	
rồi	atunci	rồi	atunci	CONJ	ADV
rồi	apoi	rồi	apoi	CONJ	ADV
nghị	bud	nghị	bud	N	PROPN
chia	partajate	chia	partaja	V	ADJ;INDF;FEM;PL
chia	distribuit	chia	distribui	V	ADJ;INDF;MASC;SG
chia	distribuite	chia	distribuit	V	ADJ;INDF;FEM;PL
chia	distribuita	chia	distribuita	V	N;DEF;FEM;SG
chia	divizat	chia	diviza	V	ADJ;INDF;MASC;SG
chia	divizata	chia	divizat	V	ADJ;DEF;FEM;SG
chia	cota	chia	cotă	V	N;DEF;FEM;SG
chia	share	chia	share	V	
chia	divizat	chia	diviza	V	ADJ;INDF;MASC;SG
chia	split	chia	split	V	N;INDF;MASC;SG
tiết	xue	tiết	xul	N	PROPN
ruồi	fly	ruồi	fly	N	
ruồi	zboara	ruồi	zboară	N	V;IND;SG;3;IPFV;FIN
ruồi	zboara	ruồi	zboară	N	V;IND;SG;3;IPFV;FIN
ruồi	muste	ruồi	muste	N	
phạm	criminala	phạm	criminal	N	ADJ;DEF;FEM;SG
chọn	selectie	chọn	selectie	V	N;INDF;FEM;SG
chọn	selectia	chọn	selectie	V	N;DEF;FEM;SG
chọn	alege	chọn	alege	V	
chọn	alege	chọn	alege	V	
chọn	selectare	chọn	selectare	V	N;INDF;FEM;SG
lục	verzi	lục	verde	N	ADJ;INDF;PL
lục	verde	lục	verde	N	
đai	deportat	đai	deporta	N	ADJ;INDF;MASC;SG
tông	concret	tông	concret	N	ADJ;INDF;MASC;SG
tông	concrete	tông	concret	N	ADJ;INDF;FEM;PL
tuần	saptamani	tuần	saptaman	N	
tuần	saptamani	tuần	saptaman	N	
trực	directa	trực	directa	V	ADJ;DEF;FEM;SG
trực	directe	trực	direct	V	ADJ;INDF;FEM;PL
trực	directa	trực	directa	V	ADJ;DEF;FEM;SG
trực	direct	trực	direct	V	ADV
dung	continutul	dung	continut		N;DEF;MASC;SG
dung	continut	dung	continut		N;INDF;MASC;SG
dung	continut	dung	continut		N;INDF;MASC;SG
dung	balega	dung	balega		N;DEF;FEM;SG
dung	balegar	dung	balegar		N;INDF;MASC;SG
bệnh	bolnav	bệnh	bolnav	N	ADJ;INDF;MASC;SG
bệnh	bolnava	bệnh	bolnavă	N	ADJ;DEF;FEM;SG
bệnh	bolnava	bệnh	bolnavă	N	ADJ;DEF;FEM;SG
vòng	rotund	vòng	rotund	N	ADJ;INDF;MASC;SG
vòng	rotunde	vòng	rotund	N	ADJ;INDF;FEM;PL
phái	trimit	phái	trimite	N	V;IND;PL;3;PRS;FIN
đào	piersici	đào	piersice	N	
đào	sape	đào	săpa	N	
đào	tao	đào	tao	N	
đào	piersici	đào	piersice	N	
khai	khai	khai	khai	V	PROPN
khai	pretentii	khai	pretent	V	N;INDF;FEM;PL
khai	creante	khai	creantă	V	N;INDF;FEM;PL
tốt	bine	tốt	bine	ADJ	ADV
lệnh	comenzi	lệnh	comandă		N;INDF;FEM;PL
lệnh	comanda	lệnh	comandă		N;DEF;FEM;SG
lệnh	comanda	lệnh	comandă		N;DEF;FEM;SG
lệnh	ordine	lệnh	ordine		N;INDF;FEM;SG
lệnh	ordinele	lệnh	ordin		N;DEF;FEM;PL
lệnh	comenzi	lệnh	comandă		N;INDF;FEM;PL
chuẩn	standardul	chuẩn	standard	V	N;DEF;MASC;SG
chuẩn	standard	chuẩn	standard	V	ADJ
chuẩn	normale	chuẩn	normal	V	ADJ;INDF;FEM;PL
chuẩn	normala	chuẩn	normal	V	ADJ;DEF;FEM;SG
chuẩn	normal	chuẩn	normal	V	ADV
gây	aparut	gây	aparut	V	ADJ;INDF;MASC;SG
gây	cauzand	gây	cauzand	V	N;INDF;MASC;SG
gây	provocand	gây	provoca	V	
duy	doar	duy	doar	N	ADV
duy	numai	duy	numai	N	ADV
thiếu	lipsa	thiếu	lipsă	V	N;DEF;FEM;SG
hết	totul	hết	tot	V	PRO;MASC;SG;3
hết	toti	hết	toti	V	
hết	toti	hết	toti	V	
hết	toate	hết	tot	V	PRO;FEM;PL;3
hết	tot	hết	tot	V	PRO;MASC;SG;3
hết	peste	hết	peste	V	ADP;ACC
hết	over	hết	over	V	N;INDF;MASC;SG
hầu	aproape	hầu	aproape		ADV
hầu	hou	hầu	hou		PROPN
mặc	purtarea	mặc	purtare	V	N;DEF;FEM;SG
mặc	purtand	mặc	purta	V	N;INDF;MASC;SG
