категорія	категории	категорія	категория	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
море	моря	море	море	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
море	sea	море	sea	N;INAN;NOM;NEUT;SG	PROPN
факультету	преподаватели	факультет	преподаватель	N;INAN;GEN;MASC;SG	N;ANIM;NOM;MASC;PL
факультету	факультет	факультет	факультет	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
розділ	глава	розділ	глава	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
розділ	главу	розділ	глава	N;INAN;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
учнів	ученики	учень	ученик	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
учнів	зрачки	учень	зрачок	N;ANIM;ACC;MASC;PL	N;INAN;NOM;MASC;PL
учнів	учащиеся	учень	учащийся	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
учнів	школьники	учень	школьник	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
узбережжя	береговая	узбережжя	береговой	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
температура	температуры	температура	температура	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
температура	температуру	температура	температура	N;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
температура	температуры	температура	температура	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
галактика	галактике	галактик	галактика	N;INAN;NOM;FEM;SG	N;INAN;DAT;FEM;SG
галактика	galaxy	галактик	galaxy	N;INAN;NOM;FEM;SG	PROPN
мітка	tag	мітка	tag	N;INAN;NOM;FEM;SG	PROPN
мітка	метки	мітка	метка	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
мітка	отметить	мітка	отметить	N;INAN;NOM;FEM;SG	V;PFV;NFIN;ACT
попередні	предыдущая	попередній	предыдущий	ADJ;NOM;PL	ADJ;NOM;FEM;SG
попередні	предыдущий	попередній	предыдущий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
попередні	предыдущее	попередній	предыдущий	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
кожна	каждому	кожний	каждый	DET;NOM;FEM;SG	DET;DAT;MASC;SG
жан	жан	жан	жан	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
жан	джин	жан	джин	PROPN;ANIM;NOM;MASC;SG	PART
рима	рифма	рима	рифма	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
рима	рима	рима	рим	PROPN;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
голосів	голоса	голос	голос	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
годин	часы	година	часы	N;INAN;GEN;FEM;PL	N;INAN;NOM;MASC;PL
нато	нато	нато	нато	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
навчальні	обучение	навчальний	обучение	ADJ;NOM;PL	N;INAN;NOM;NEUT;SG
навчальні	преподавание	навчальний	преподавание	ADJ;NOM;PL	N;INAN;NOM;NEUT;SG
навчальні	преподавания	навчальний	преподавание	ADJ;NOM;PL	N;INAN;GEN;NEUT;SG
працювала	сработало	працювати	сработать	V;IPFV;FEM;IND;SG;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
працювала	работали	працювати	работать	V;IPFV;FEM;IND;SG;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
американська	американские	американський	американский	ADJ;NOM;FEM;SG	ADJ;NOM;PL
американська	american	американський	american	ADJ;NOM;FEM;SG	PROPN
американська	американских	американський	американский	ADJ;NOM;FEM;SG	ADJ;GEN;PL
американська	американец	американський	американец	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
форм	бланки	форма	бланк	N;INAN;GEN;FEM;PL	N;INAN;NOM;MASC;PL
форм	формы	форма	форма	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
форм	формах	форма	форма	N;INAN;GEN;FEM;PL	N;INAN;ESS;FEM;PL
форм	фигуры	форма	фигура	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
форм	формы	форма	форма	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
актори	субъектов	актор	субъект	N;ANIM;NOM;MASC;PL	N;INAN;GEN;MASC;PL
австро	австро	австро	австро		
історичний	исторические	історичний	исторический	ADJ;NOM;MASC;SG	ADJ;NOM;PL
історичний	исторической	історичний	исторический	ADJ;NOM;MASC;SG	ADJ;INS;FEM;SG
земля	earth	земля	earth	N;INAN;NOM;FEM;SG	PROPN
земля	земли	земля	земля	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
земля	земельный	земля	земельный	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
земля	land	земля	land	N;INAN;NOM;FEM;SG	PROPN
земля	почвы	земля	почва	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
асоціації	ассоциаций	асоціація	ассоциация	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
асоціації	ассоциация	асоціація	ассоциация	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
дім	дома	дім	дома	N;INAN;NOM;MASC;SG	ADV
дім	домой	дім	домой	N;INAN;NOM;MASC;SG	ADV
дім	домашний	дім	домашний	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
дім	home	дім	home	N;INAN;NOM;MASC;SG	PROPN
символ	персонаж	символ	персонаж	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
аналіз	анализа	аналіз	анализ	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
аналіз	статистику	аналіз	статистика	N;INAN;NOM;MASC;SG	N;INAN;ACC;FEM;SG
пол	павел	поле	павел		N;ANIM;NOM;MASC;SG
пол	пол	поле	пол		N;INAN;NOM;MASC;SG
пол	пауль	поле	пауль		N;ANIM;NOM;MASC;SG
пол	поль	поле	поль		N;ANIM;NOM;MASC;SG
одеса	одесса	одеса	одесс	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
потужність	потенциала	потужність	потенциал	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG
зростання	роста	зростання	рост	N;INAN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
зростання	восходящей	зростання	восходить	N;INAN;NOM;NEUT;SG	V;IPFV;INS;FEM;SG;PRS;V.PTCP;ACT
повідомлення	сообщения	повідомлення	сообщение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
повідомлення	сообщений	повідомлення	сообщение	N;INAN;NOM;NEUT;SG	N;INAN;GEN;NEUT;PL
повідомлення	послания	повідомлення	послание	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
структури	структур	структура	структура	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
структури	структура	структура	структура	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
інше	разные	інший	разный	DET;NOM;NEUT;SG	ADJ;NOM;PL
інше	различных	інший	различный	DET;NOM;NEUT;SG	ADJ;GEN;PL
інше	другой	інший	другой	DET;NOM;NEUT;SG	ADJ;NOM;MASC;SG
інше	другая	інший	другой	DET;NOM;NEUT;SG	ADJ;NOM;FEM;SG
інше	другое	інший	другой	DET;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
інше	другие	інший	другой	DET;NOM;NEUT;SG	ADJ;NOM;PL
інше	прочие	інший	прочий	DET;NOM;NEUT;SG	ADJ;NOM;PL
громадян	граждане	громадянин	гражданин	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
громадян	граждан	громадянин	гражданин	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
встановлення	установки	встановлення	установка	N;INAN;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
встановлення	установите	встановлення	установить	N;INAN;NOM;NEUT;SG	V;PFV;IMP;PL;2;FIN;ACT
встановлення	установить	встановлення	установить	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
причому	суждение	причому	суждение	ADV	N;INAN;NOM;NEUT;SG
вартість	затраты	вартість	затрата	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
автомобіль	машину	автомобіль	машина	N;INAN;NOM;MASC;SG	N;INAN;ACC;FEM;SG
автомобіль	car	автомобіль	car	N;INAN;NOM;MASC;SG	PROPN
полі	поли	поле	поль	N;INAN;NOM;NEUT;SG	
полі	поли	поле	поль	N;INAN;NOM;NEUT;SG	
технологій	технологии	технологія	технология	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
громад	сообщества	громада	сообщество	N;INAN;GEN;FEM;PL	N;INAN;NOM;NEUT;PL
громад	общины	громада	община	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
випуск	освободить	випускати	освободить	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
випуск	освобождения	випускати	освобождение	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
випуск	диспетчер	випускати	диспетчер	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
бригади	бригад	бригада	бригада	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
бригади	бригада	бригада	бригада	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
установи	учреждение	установа	учреждение	N;INAN;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
установи	институт	установа	институт	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG
уєфа	europa	увфа	europa	N;INAN;NOM;NEUT;SG	PROPN
уєфа	уефа	увфа	уефа	N;INAN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
комітет	комитета	комітет	комитет	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
бразилії	бразилия	бразилія	бразилие	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
бразилії	бразилию	бразилія	бразилие	PROPN;INAN;GEN;FEM;SG	N;INAN;ACC;FEM;SG
бразилії	бразилии	бразилія	бразилия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
живе	жизней	жити	жизнь	V;IPFV;IND;SG;3;PRS;FIN	N;INAN;GEN;FEM;PL
живе	жизни	жити	жизнь	V;IPFV;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;PL
лос	los	лос	los		PROPN
лос	лос	лос	лос		
номінації	назначение	номінація	назначение	N;INAN;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
номінації	выдвижение	номінація	выдвижение	N;INAN;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
працювали	работал	працювати	работать	V;IPFV;IND;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
працювали	работала	працювати	работать	V;IPFV;IND;PL;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
працювали	сработало	працювати	сработать	V;IPFV;IND;PL;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
хрест	креста	хрест	крест	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
вік	вик	вік	вик	N;INAN;NOM;MASC;SG	
польський	polski	польський	polski	ADJ;NOM;MASC;SG	PROPN
завершення	завершения	завершення	завершение	N;INAN;NOM;NEUT;SG	N;INAN;GEN;NEUT;SG
завершення	полный	завершення	полный	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
завершення	полная	завершення	полный	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
завершення	завершить	завершення	завершить	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
завершення	заканчиваю	завершення	заканчивать	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
ніхто	никому	ніхто	никто	PRO;ANIM;NOM	PRO;DAT
речовини	вещество	речовина	вещество	N;INAN;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
процесів	процессы	процес	процесс	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
червоний	красные	червоний	красный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
червоний	красного	червоний	красный	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;SG
червоний	red	червоний	red	ADJ;NOM;MASC;SG	
фронт	передние	фронт	передний	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
фронт	передняя	фронт	передний	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
вибори	выборы	вибори	выборы	N;INAN;NOM	N;INAN;NOM;MASC;PL
вибори	выборы	вибори	выборы	N;INAN;NOM	N;INAN;NOM;MASC;PL
вибори	избрание	вибори	избрание	N;INAN;NOM	N;INAN;NOM;NEUT;SG
достатньо	хватит	достатньо	хватить	ADV	V;PFV;IND;SG;3;FUT;FIN;ACT
достатньо	достаточно	достатньо	достаточный	ADV	ADJ;NEUT;SG
достатньо	достаточное	достатньо	достаточный	ADV	ADJ;NOM;NEUT;SG
достатньо	достаточный	достатньо	достаточный	ADV	ADJ;NOM;MASC;SG
достатньо	достаточная	достатньо	достаточный	ADV	ADJ;NOM;FEM;SG
хмельницького	хмельницкий	хмельницький	хмельницкий	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
грі	gta	гра	gta	N;INAN;DAT;FEM;SG	PROPN
грі	гри	гра	гри	N;INAN;DAT;FEM;SG	ADV
сучасний	современных	сучасний	современный	ADJ;NOM;MASC;SG	ADJ;GEN;PL
сучасний	современные	сучасний	современный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
голів	орёл	голіти	ореть	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;SG
голів	головы	голіти	голова	N;INAN;GEN;MASC;PL	N;INAN;NOM;FEM;PL
теми	тема	тема	тема	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
теми	теме	тема	тема	N;INAN;NOM;FEM;PL	N;INAN;DAT;FEM;SG
теми	тема	тема	тема	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
сучасна	современные	сучасний	современный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
сучасна	современных	сучасний	современный	ADJ;NOM;FEM;SG	ADJ;GEN;PL
надання	предоставлении	надання	предоставление	N;INAN;NOM;NEUT;SG	N;INAN;ESS;NEUT;SG
редакції	пересмотр	редакція	пересмотр	N;INAN;ACC;FEM;PL	N;INAN;NOM;MASC;SG
редакції	пересмотра	редакція	пересмотр	N;INAN;ACC;FEM;PL	N;INAN;GEN;MASC;SG
століть	века	століття	век	N;INAN;GEN;NEUT;PL	N;INAN;NOM;MASC;PL
століть	столетия	століття	столетие	N;INAN;GEN;NEUT;PL	N;INAN;NOM;NEUT;PL
основу	скелет	основа	скелет	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG
приєднався	присоединились	приєднатися	присоединиться	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;MID
відповідь	отвечайте	відповідь	отвечать	N;INAN;NOM;FEM;SG	V;IPFV;IMP;PL;2;FIN;ACT
відповідь	ответить	відповідь	ответить	N;INAN;NOM;FEM;SG	V;PFV;NFIN;ACT
відповідь	ответить	відповідь	ответить	N;INAN;NOM;FEM;SG	V;PFV;NFIN;ACT
париж	paris	париж	paris	PROPN;INAN;NOM;MASC;SG	PROPN
париж	париже	париж	париж	PROPN;INAN;NOM;MASC;SG	N;INAN;ESS;MASC;SG
париж	париж	париж	париж	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
париж	парижский	париж	парижский	PROPN;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
виявлені	обнаружен	виявлений	обнаружить	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
виявлені	обнаружена	виявлений	обнаружить	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
виявлені	обнаружены	виявлений	обнаружить	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
виявлені	обнаружено	виявлений	обнаружить	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
основна	начального	основний	начальный	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
основна	первичные	основний	первичный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
джеймс	джеймс	джеймс	джеймс	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ірландії	ирландию	ірландія	ирландия	PROPN;INAN;GEN;FEM;SG	N;INAN;ACC;FEM;SG
ірландії	ирландия	ірландія	ирландия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
ірландії	ирландии	ірландія	ирландия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
карла	карла	карний	карла	PROPN;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
карла	карла	карний	карла	PROPN;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
керування	контроля	керування	контроль	N;INAN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
керування	управлять	керування	управлять	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
керування	руководящего	керування	руководить	N;INAN;NOM;NEUT;SG	V;IPFV;GEN;MASC;SG;PRS;V.PTCP;ACT
традиції	традиций	традиція	традиция	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
традиції	традиция	традиція	традиция	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
головні	основная	головний	основной	ADJ;NOM;PL	ADJ;NOM;FEM;SG
головні	главная	головний	главный	ADJ;NOM;PL	ADJ;NOM;FEM;SG
головні	основных	головний	основной	ADJ;NOM;PL	ADJ;GEN;PL
голосування	голосования	голосування	голосование	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
голосування	проголосовать	голосування	голосовать	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
голосування	голосовать	голосування	голосовать	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
голосування	голосуйте	голосування	голосовать	N;INAN;NOM;NEUT;SG	V;IPFV;IMP;PL;2;FIN;ACT
голосування	голосования	голосування	голосование	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
флора	флоры	флора	флора	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
дружини	жен	дружина	жена	N;ANIM;NOM;FEM;PL	N;ANIM;GEN;FEM;PL
дружини	жён	дружина	жина	N;ANIM;NOM;FEM;PL	N;ANIM;GEN;FEM;PL
майор	основных	майор	основной	N;ANIM;NOM;MASC;SG	ADJ;GEN;PL
річок	реки	річка	река	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
свята	святая	свято	святой	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
свята	святые	свято	святой	N;INAN;NOM;NEUT;SG	ADJ;NOM;PL
свята	святой	свято	святой	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
свята	святейший	свято	святой	N;INAN;NOM;NEUT;SG	ADJ;NOM;RL;MASC;SG
свята	святое	свято	святой	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
свята	праздники	свято	праздник	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
вода	воды	вода	вода	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
вода	воду	вода	вода	N;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
боротьба	бои	боротьба	бой	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL
словенії	словении	словенія	словение	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
словенії	словения	словенія	словение	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
знання	знания	знання	знание	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
аналізу	анализируя	аналіз	анализировать	N;INAN;GEN;MASC;SG	V;IPFV;PRS;V.CVB;ACT
регіонів	регионы	регіон	регион	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
кораблі	кораблей	корабель	корабль	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
білорусь	беларусь	білорися	беларусь	PROPN;INAN;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;MID
франка	франка	франка	франк	N;ANIM;NOM;MASC;SG	N;ANIM;GEN;MASC;SG
зустрічаються	познакомиться	зустрічатися	знакомиться	V;IPFV;IND;PL;3;PRS;FIN	V;PFV;NFIN;MID
зустрічаються	знакомьтесь	зустрічатися	знакомиться	V;IPFV;IND;PL;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN;MID
зустрічаються	встретиться	зустрічатися	встретиться	V;IPFV;IND;PL;3;PRS;FIN	V;PFV;NFIN;MID
сюр	сюр	сюр	сюртить		N;INAN;NOM;MASC;SG
тему	тема	тема	тема	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
тему	теме	тема	тема	N;INAN;ACC;FEM;SG	N;INAN;DAT;FEM;SG
тему	тема	тема	тема	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
центральний	центральной	центральний	центральный	ADJ;NOM;MASC;SG	ADJ;INS;FEM;SG
сезони	сезонов	сезон	сезон	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
лежить	ложь	лежати	ложь	V;IPFV;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;SG
шотландії	шотландия	шотландія	шотландия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
шотландії	шотландии	шотландія	шотландия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
середньої	средняя	середній	средний	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
середньої	ближнем	середній	ближний	ADJ;GEN;FEM;SG	ADJ;ESS;MASC;SG
середньої	средний	середній	средний	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
середньої	среднее	середній	средний	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
основний	core	основний	core	ADJ;NOM;MASC;SG	PROPN
основний	ядро	основний	ядро	ADJ;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
основний	начального	основний	начальный	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;SG
основний	первичные	основний	первичный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
основний	предпочла	основний	предпочесть	ADJ;NOM;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
основний	предпочтение	основний	предпочтение	ADJ;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
основний	базовые	основний	базовый	ADJ;NOM;MASC;SG	ADJ;NOM;PL
основний	основные	основний	основной	ADJ;NOM;MASC;SG	ADJ;NOM;PL
основний	basic	основний	basic	ADJ;NOM;MASC;SG	PROPN
представник	представителю	представник	представитель	N;ANIM;NOM;MASC;SG	N;ANIM;DAT;MASC;SG
представник	представителя	представник	представитель	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
триває	текущих	тривати	текущий	V;IPFV;IND;SG;3;PRS;FIN	ADJ;GEN;PL
розширення	продления	розширення	продление	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
художників	художники	художник	художник	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
художників	художники	художник	художник	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
художників	артисты	художник	артист	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
художників	исполнители	художник	исполнитель	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
залежності	зависимости	залежність	зависимость	N;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
містечко	town	містечко	town	N;INAN;NOM;NEUT;SG	PROPN
білий	белые	білий	белый	ADJ;NOM;MASC;SG	ADJ;NOM;PL
білий	уайт	білий	уайт	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
білий	white	білий	white	ADJ;NOM;MASC;SG	PROPN
західна	западные	західний	западный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
західна	западной	західний	западный	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
успішно	успешное	успішно	успешный	ADV	ADJ;NOM;NEUT;SG
успішно	успешные	успішно	успешный	ADV	ADJ;NOM;PL
успішно	успешного	успішно	успешный	ADV	ADJ;GEN;MASC;SG
успішно	успешная	успішно	успешный	ADV	ADJ;NOM;FEM;SG
успішно	успешный	успішно	успешный	ADV	ADJ;NOM;MASC;SG
місяці	месяца	місяць	месяц	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;SG
місяці	месяцев	місяць	месяц	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
створені	созданные	створений	создать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
створені	созданный	створений	создать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
створені	создано	створений	создать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
створені	создана	створений	создать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
створені	создан	створений	создать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
літак	плоскости	літак	плоскость	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
літак	самолеты	літак	самолет	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
літак	самолета	літак	самолет	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
втрати	потеря	втрата	потеря	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
втрати	утрата	втрата	утрата	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
втрати	проиграть	втрата	проиграть	N;INAN;NOM;FEM;PL	V;PFV;NFIN;ACT
втрати	теряем	втрата	терять	N;INAN;NOM;FEM;PL	V;IPFV;IND;PL;1;PRS;FIN;ACT
втрати	потеря	втрата	потеря	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
втрати	проигрывать	втрата	проигрывать	N;INAN;NOM;FEM;PL	V;IPFV;NFIN;ACT
втрати	потерять	втрата	терять	N;INAN;NOM;FEM;PL	V;PFV;NFIN;ACT
втрати	пострадавшие	втрата	пострадавший	N;INAN;NOM;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;ACT
втрати	жертвы	втрата	жертва	N;INAN;NOM;FEM;PL	N;ANIM;NOM;FEM;PL
підпис	подписания	підпис	подписание	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
підпис	подписи	підпис	подпись	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
протікає	потоки	протікати	поток	V;IPFV;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
автором	автор	автор	автор	N;ANIM;INS;MASC;SG	N;ANIM;NOM;MASC;SG
архітектура	архитектуры	архітектура	архитектура	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
таку	таку	такий	так	DET;ACC;FEM;SG	N;INAN;ACC;FEM;SG
порід	породы	порода	порода	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
порід	порождает	порода	порождать	N;INAN;GEN;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
політична	политических	політичний	политический	ADJ;NOM;FEM;SG	ADJ;GEN;PL
легко	полегче	легко	легкий	ADV	ADJ;CMPR
легко	легче	легко	легкий	ADV	ADJ;CMPR
легко	легко	легко	легкий	ADV	ADJ;NEUT;SG
