năm	pet	năm	pet	N	NUM
bạch	bijela	bạch	bijel	N	ADJ;NOM;DEF;FEM;SG
bạch	bijelo	bạch	bijel	N	ADJ;NOM;NEUT;SG
bạch	bai	bạch	bai	N	PROPN;NOM;MASC;SG
phê	kave	phê	kava		N;NOM;FEM;PL
phê	kavu	phê	kava		N;ACC;FEM;SG
phê	kafa	phê	kafa		N;NOM;FEM;SG
phê	kafu	phê	kafati		N;ACC;FEM;SG
phê	kava	phê	kava		N;NOM;FEM;SG
hoá	probavlja	hoá	probavljati	N	V;IND;SG;3;PRS;FIN
liền	pokvareni	liền	pokvaren		ADJ;NOM;DEF;MASC;PL
liền	prolivena	liền	proliviti		ADJ;NOM;FEM;SG
liền	kopno	liền	kopno		N;NOM;NEUT;SG
cắt	rezanje	cắt	rezanje	V	N;NOM;NEUT;SG
cắt	usjevi	cắt	usjev	V	N;NOM;MASC;PL
cắt	obrezivanje	cắt	obrezivanje	V	N;NOM;NEUT;SG
cắt	usjeva	cắt	usjev	V	N;NOM;MASC;SG
cắt	rezovi	cắt	rez	V	N;NOM;MASC;PL
bạc	srebrni	bạc	srebrn	N	ADJ;NOM;DEF;MASC;SG
bạc	silver	bạc	silver	N	ADP
http	http	http	http		N;NOM;MASC;SG
đền	temple	đền	temple	N	ADP
bào	press	bào	press	N	ADP
bào	pritisnite	bào	pritisnuti	N	V;IMP;PL;2;FIN
bào	pritisni	bào	pritisan	N	V;IMP;SG;2;PRS;FIN
chỉnh	tuning	chỉnh	tuning	V	N;NOM;MASC;SG
nghề	job	nghề	job	N	PROPN;NOM;MASC;SG
bão	uragana	bão	uragati	N	ADJ;NOM;DEF;FEM;SG;V.PTCP
bão	storm	bão	storm	N	ADP
sur	sur	sur	sur	NUM	PROPN;NOM;MASC;SG
bày	ekran	bày	ekran	V	N;NOM;MASC;SG
bày	platno	bày	platno	V	ADJ;NOM;NEUT;SG
bày	zaslon	bày	zaslon	V	N;NOM;MASC;SG
voi	slonovi	voi	slon		N;NOM;MASC;PL
voi	slonova	voi	slon		N;GEN;MASC;PL
voi	slon	voi	slon		N;NOM;MASC;SG
voi	slona	voi	slona		N;ACC;MASC;SG
nghĩ	razmišljanje	nghĩ	razmišljanje	V	N;NOM;NEUT;SG
nghĩ	misleći	nghĩ	misliti	V	ADV;RL;V.CVB
nghĩ	misao	nghĩ	misao	V	N;NOM;FEM;SG
nguy	opasnost	nguy	opasnost	V	N;NOM;FEM;SG
quyển	bilježnica	quyển	bilježnica		N;NOM;FEM;SG
quyển	notes	quyển	notes		ADP
quyển	bilježnicu	quyển	bilježnica		N;ACC;FEM;SG
thác	napuštena	thác	napustiti	N	ADJ;NOM;DEF;FEM;SG;V.PTCP
thác	napušten	thác	napustiti	N	ADJ;NOM;MASC;SG;V.PTCP;PASS
thác	napušteni	thác	napustiti	N	ADJ;NOM;DEF;MASC;PL;V.PTCP
thác	napušteno	thác	napustiti	N	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
thác	pada	thác	padati	N	V;IND;SG;3;PRS;FIN
thác	padne	thác	pasti	N	V;IND;SG;3;PRS;FIN
thác	falls	thác	falls	N	PROPN;NOM;MASC;SG
von	von	von	von		PROPN;NOM;MASC;SG
sung	sung	sung	sung	V	N;NOM;MASC;SG
sung	priključak	sung	Priključak	V	N;NOM;MASC;SG
sung	dodatak	sung	dodatak	V	N;NOM;MASC;SG
sung	umetak	sung	umetak	V	N;NOM;MASC;SG
arctiidae	arctiidae	arctiidae	arctiida		N;NOM;MASC;SG
gửi	slanje	gửi	slanje	V	N;NOM;NEUT;SG
ngầm	implicitno	ngầm	implicitan	N	ADV
thụ	višak	thụ	višak	V	N;NOM;MASC;SG
cựu	bivši	cựu	bivši	N	ADJ;NOM;DEF;MASC;SG
nhớ	gospođice	nhớ	gospođica	V	N;NOM;FEM;PL
nhớ	miss	nhớ	miss	V	N;NOM;FEM;SG
nhớ	gospođica	nhớ	gospođica	V	N;NOM;FEM;SG
nhớ	zapamti	nhớ	zapamtiti	V	N;NOM;MASC;SG
thoát	izlaz	thoát	izlaz	V	N;NOM;MASC;SG
thoát	bijeg	thoát	bijeg	V	N;NOM;MASC;SG
đẩy	gurnut	đẩy	gurnut	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
tùy	ovisi	tùy	ovisiti	PART	V;IND;SG;3;PRS;FIN
tùy	zavisi	tùy	zavisiti	PART	V;IND;SG;3;PRS;FIN
vạn	porijeklo	vạn	porijeklo	ADJ	N;NOM;NEUT;SG
vạn	podrijetlo	vạn	podrijetlo	ADJ	N;NOM;NEUT;SG
trại	camp	trại	camp	N	PROPN;NOM;MASC;SG
lượt	trip	lượt	trip		N;NOM;MASC;SG
lượt	putovanje	lượt	putovanje		N;NOM;NEUT;SG
tan	tan	tan	tan	V	PROPN;NOM;MASC;SG
tan	ten	tan	ten	V	N;NOM;MASC;SG
vuông	trgu	vuông	trg	ADJ	N;DAT;MASC;SG
vuông	trg	vuông	trg	ADJ	N;NOM;MASC;SG
vuông	kvadrat	vuông	kvadrat	ADJ	N;NOM;MASC;SG
nửa	polovice	nửa	polovica	NUM	N;NOM;FEM;PL
nửa	polovina	nửa	polovina	NUM	N;NOM;FEM;SG
nửa	polovica	nửa	polovica	NUM	N;NOM;FEM;SG
nửa	pola	nửa	pola	NUM	ADV
đan	shan	đan	shan		ADP
đan	pletenje	đan	pletenje		N;NOM;NEUT;SG
united	ujedinjeni	united	ujediniti	N	ADJ;NOM;DEF;MASC;PL;V.PTCP
iii	iii	iii	iii	NUM	ADJ
hung	hung	hung	hung	N	ADP
hung	objesio	hung	objesiti	N	V;MASC;SG;PST;V.PTCP;ACT
hung	obješen	hung	obješen	N	ADJ;NOM;MASC;SG;V.PTCP
hung	mađarski	hung	mađarski	N	ADJ;NOM;DEF;MASC;SG
ngụy	wei	ngụy	wei	V	PROPN;NOM;MASC;SG
sài	chai	sài	chai	N	ADP
league	league	league	league	N	ADP
phan	knut	phan	knut		N;NOM;MASC;SG
phan	phan	phan	phan		ADP
thẳng	ravno	thẳng	ravan	ADJ	ADV
vịnh	bay	vịnh	bay	N	PROPN;NOM;MASC;SG
soạn	sastavi	soạn	sastav	V	N;NOM;MASC;PL
chuồn	clover	chuồn	clover	N	ADP
illinois	illinois	illinois	illinois	N	PROPN;NOM;FEM;SG
tiện	tokarilica	tiện	tokarilica	ADJ	N;NOM;FEM;SG
ngược	unazad	ngược	unazad	V	ADV
ngược	unatrag	ngược	unatrag	V	ADV
ngược	unazad	ngược	unazad	V	ADV
ngược	unatrag	ngược	unatrag	V	ADV
ngược	obrnuto	ngược	obrnuto	V	ADV
ngược	nasuprot	ngược	nasuprot	V	N;NOM;MASC;SG
ngược	suprotno	ngược	suprotno	V	ADV
london	london	london	london		N;NOM;MASC;SG
điền	tian	điền	tian	V	PROPN;NOM;MASC;SG
gắn	nakaze	gắn	nakaza	V	N;NOM;MASC;PL
quỹ	temelji	quỹ	temeljiti	N	V;IND;SG;3;PRS;FIN
tặng	daj	tặng	dati	V	INTJ
tặng	dar	tặng	dar	V	N;NOM;MASC;SG
tặng	poklon	tặng	poklon	V	N;NOM;MASC;SG
tắc	krpelja	tắc	krpelj	V	N;NOM;MASC;SG
tắc	tik	tắc	tik	V	N;NOM;FEM;SG
dọc	okomito	dọc	okomito	N	ADV
dọc	okomito	dọc	okomito	N	ADV
dọc	uspravno	dọc	uspravno	N	ADV
dọc	vertikalni	dọc	vertikalan	N	ADJ;NOM;DEF;MASC;SG
dạy	nastava	dạy	nastava	V	N;NOM;FEM;SG
tránh	izbjegavanje	tránh	izbjegavanje	V	N;NOM;NEUT;SG
sớm	rano	sớm	rano	ADJ	ADV
sớm	uskoro	sớm	uskoro	ADJ	ADV
mười	desetka	mười	desetak	NUM	N;NOM;FEM;SG
lông	krzno	lông	krzno	N	ADJ;NOM;NEUT;SG
săn	lovi	săn	lov	N	V;IND;SG;3;PRS;FIN
săn	hunt	săn	hunt	N	ADP
săn	lovi	săn	lov	N	V;IND;SG;3;PRS;FIN
tàng	parc	tàng	parc	N	PROPN;NOM;MASC;SG
hungary	mađarske	hungary	mađarski	N	ADJ;NOM;FEM;PL
hungary	mađarskoj	hungary	mađarski	N	ADJ;DAT;DEF;FEM;SG
hungary	mađarska	hungary	mađarski	N	ADJ;NOM;DEF;FEM;SG
hungary	mađari	hungary	mađar	N	PROPN;NOM;MASC;PL
hungary	mađarski	hungary	mađarski	N	ADJ;NOM;DEF;MASC;SG
tắt	onemogućen	tắt	onemogućen		ADJ;NOM;MASC;SG;V.PTCP
tắt	invalid	tắt	invalid		N;NOM;MASC;SG
tắt	onesposobiti	tắt	onesposobiti		V;NFIN
tắt	onemogućiti	tắt	onemogućiti		V;NFIN
tắt	isključeno	tắt	isključiti		ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
tắt	off	tắt	off		PROPN;NOM;MASC;SG
tắt	isključi	tắt	isključiti		V;IND;SG;3;PRS;FIN
tắt	nijemi	tắt	nijem		ADJ;NOM;DEF;MASC;PL
chấm	tačke	chấm	tačak	V	ADJ;NOM;DEF;FEM;PL
chấm	točke	chấm	točka	V	N;NOM;FEM;PL
chấm	točkice	chấm	točkica	V	N;NOM;FEM;PL
chấm	dot	chấm	dot	V	ADP
chấm	točka	chấm	točka	V	N;NOM;FEM;SG
gòn	gon	gòn	gon	N	PROPN;NOM;MASC;SG
tĩnh	statički	tĩnh	statički	N	ADV
tri	prorok	tri	prorok		N;NOM;MASC;SG
tri	poslanik	tri	poslanik		N;NOM;MASC;SG
trích	kopiraj	trích	kopiraj	V	INTJ
trích	kopija	trích	kopija	V	N;NOM;FEM;SG
body	body	body	body		PROPN;NOM;MASC;SG
body	telo	body	telo		N;NOM;NEUT;SG
body	tijelo	body	tijelo		N;NOM;NEUT;SG
hài	smiješno	hài	smiješan	N	ADJ;NOM;DEF;NEUT;SG
trồng	sadnju	trồng	sadnja	V	N;ACC;FEM;SG
trồng	biljke	trồng	biljka	V	N;NOM;FEM;PL
trồng	biljka	trồng	biljka	V	N;NOM;FEM;SG
mexico	meksiko	mexico	meksiko	N	PROPN;NOM;MASC;SG
mexico	mexico	mexico	mexico	N	PROPN;NOM;MASC;SG
ngang	vodoravno	ngang	vodoravno	ADJ	ADV
ngang	vodoravno	ngang	vodoravno	ADJ	ADV
nhẹ	blaga	nhẹ	blago		N;NOM;FEM;SG
nhẹ	blage	nhẹ	blag		N;NOM;FEM;PL
nhẹ	blagi	nhẹ	blag		ADJ;NOM;DEF;MASC;SG
nhẹ	blag	nhẹ	blag		ADJ;NOM;INDF;MASC;SG
nhẹ	lagano	nhẹ	lagano		ADV
nhẹ	lako	nhẹ	lako		ADV
nhẹ	lagani	nhẹ	lagan		ADJ;NOM;DEF;MASC;SG
nhẹ	lagana	nhẹ	lagan		ADJ;NOM;DEF;FEM;SG
nhẹ	mršava	nhẹ	mršava		N;NOM;FEM;SG
nhẹ	mršav	nhẹ	mršav		ADJ;NOM;INDF;MASC;SG
nhẹ	mršavi	nhẹ	mršav		ADJ;NOM;DEF;MASC;PL
lightgrey	lightgrey	lightgrey	lightgrey		PROPN;NOM;MASC;SG
đáp	zemlja	đáp	zemlja	V	N;NOM;FEM;SG
đáp	kopno	đáp	kopno	V	N;NOM;NEUT;SG
đáp	land	đáp	land	V	ADP
đáp	zemljište	đáp	zemljište	V	N;NOM;NEUT;SG
khô	suha	khô	suh	V	ADJ;NOM;DEF;FEM;SG
khô	suhi	khô	suhi	V	ADJ;NOM;DEF;MASC;SG
khô	suho	khô	suho	V	N;NOM;NEUT;SG
ném	bacanje	ném	bacanje	V	N;NOM;NEUT;SG
ném	bačeni	ném	bačen	V	ADJ;NOM;DEF;MASC;PL;V.PTCP
ném	bačena	ném	bacen	V	ADJ;NOM;FEM;SG;V.PTCP
ném	bačen	ném	bačen	V	ADJ;NOM;MASC;SG;V.PTCP;PASS
gridcolor	gridcolor	gridcolor	gridcolor		N;NOM;MASC;SG
xúc	uvrede	xúc	uvreda	V	N;NOM;FEM;PL
xúc	uvreda	xúc	uvred	V	N;NOM;FEM;SG
rơi	falls	rơi	falls	V	PROPN;NOM;MASC;SG
rơi	jesen	rơi	jesen	V	N;ACC;FEM;SG
rơi	pad	rơi	pad	V	N;NOM;MASC;SG
rơi	padanje	rơi	padanje	V	N;NOM;NEUT;SG
kém	loše	kém	loše	ADJ	ADV
kém	bad	kém	bad	ADJ	PROPN;NOM;MASC;SG
huyền	epski	huyền	epski	N	ADJ;NOM;MASC;SG
tổn	traume	tổn	trauma	V	N;NOM;FEM;PL
tổn	trauma	tổn	trauma	V	N;NOM;FEM;SG
darkgrey	darkgrey	darkgrey	darkgrey		PROPN;NOM;MASC;SG
mời	pozivnica	mời	pozivnica	V	N;NOM;FEM;SG
mời	pozvan	mời	pozvati	V	ADJ;NOM;MASC;SG;V.PTCP
mời	pozvana	mời	pozvati	V	ADJ;NOM;DEF;FEM;SG;V.PTCP
mời	pozvani	mời	pozvati	V	ADJ;NOM;DEF;MASC;PL;V.PTCP
mời	pozivnica	mời	pozivnica	V	N;NOM;FEM;SG
mời	pozivnicu	mời	pozivnica	V	N;ACC;FEM;SG
mời	poziv	mời	poziv	V	N;INAN;ACC;MASC;SG
mời	pozivnice	mời	pozivnica	V	N;NOM;FEM;PL
chinh	križ	chinh	križ		N;NOM;MASC;SG
chinh	cross	chinh	cross		ADP
chinh	krst	chinh	krst		N;NOM;MASC;SG
chinh	kros	chinh	kros		N;NOM;MASC;SG
simon	simone	simon	simon		N;NOM;FEM;SG
simon	simon	simon	simon		PROPN;NOM;MASC;SG
simon	simona	simon	simon		N;NOM;MASC;SG
hoà	dutch	hoà	dutch		ADP
hoà	nizozemski	hoà	nizozemski		ADJ;NOM;DEF;MASC;SG
pennsylvania	pennsylvania	pennsylvania	pennsylvan		PROPN;NOM;MASC;SG
pennsylvania	pennsylvaniji	pennsylvania	pennsylvan		ADJ;NOM;DEF;CMPR;MASC;SG
thiệt	real	thiệt	real	PART	PROPN;NOM;MASC;SG
thiệt	pravi	thiệt	prav	PART	ADJ;NOM;DEF;MASC;SG
lang	hall	lang	hall	N	PROPN;NOM;MASC;SG
tào	cao	tào	cao	N	PROPN;NOM;MASC;SG
chữa	lijek	chữa	lijek	V	N;NOM;MASC;SG
lỗi	krivo	lỗi	krivo	N	ADV
lỗi	pogrešno	lỗi	pogrešno	N	ADV
background	pozadina	background	pozadina		N;NOM;FEM;SG
lôi	lei	lôi	lei	V	PROPN;NOM;MASC;SG
ngọt	slatko	ngọt	slatko	ADJ	N;NOM;NEUT;SG
ngọt	milina	ngọt	milina	ADJ	N;NOM;FEM;SG
ngọt	slast	ngọt	slast	ADJ	N;ACC;FEM;SG
ngọt	pivovare	ngọt	pivovara	ADJ	N;NOM;FEM;PL
thăm	posjeti	thăm	posjeta	V	N;NOM;MASC;SG
thăm	posjet	thăm	posjet	V	N;NOM;MASC;SG
thăm	posjeta	thăm	posjet	V	N;GEN;MASC;SG
bảy	sedmica	bảy	sedmica	NUM	N;NOM;FEM;SG
sóc	vjeverica	sóc	vjeverica	V	N;NOM;FEM;SG
sóc	vjeverice	sóc	vjeverica	V	N;NOM;FEM;PL
sóc	vjeverice	sóc	vjeverica	V	N;NOM;FEM;PL
chặn	blokove	chặn	blok	V	N;ACC;MASC;PL
chặn	blokovi	chặn	blok	V	N;NOM;MASC;PL
chặn	blokiranje	chặn	blokiranje	V	N;NOM;NEUT;SG
chặn	blok	chặn	blok	V	N;NOM;MASC;SG
thôi	otkazati	thôi	otkazati	PART	V;NFIN
ống	dodirni	ống	dodiran	N	ADV
phước	blagoslovljen	phước	blagosloviti	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
trống	bubanj	trống	bubanj	V	N;NOM;MASC;SG
trống	prazno	trống	prazno	V	ADV
trống	prazan	trống	prazati	V	ADJ;NOM;INDF;MASC;SG
trống	bubnjevi	trống	bubanj	V	N;NOM;MASC;PL
trống	bubnjeve	trống	bubanj	V	N;ACC;MASC;PL
trống	prazno	trống	prazno	V	ADV
trống	isprazni	trống	isprazan	V	ADV
trống	prazan	trống	prazati	V	ADJ;NOM;INDF;MASC;SG
trống	prazni	trống	prazan	V	ADJ;NOM;DEF;MASC;SG
trống	prazna	trống	prazan	V	ADJ;NOM;DEF;FEM;SG
indonesia	indonezijski	indonesia	indonezijski	N	ADJ;NOM;DEF;MASC;SG
jpl	jpl	jpl	jpl		PROPN;NOM;MASC;SG
nhiễm	zaražen	nhiễm	zaražen	V	ADJ;NOM;MASC;SG;V.PTCP
nhiễm	zaražena	nhiễm	zaražen	V	ADJ;NOM;DEF;FEM;SG;V.PTCP
nhiễm	zaraženo	nhiễm	zaražen	V	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
nhiễm	zaraženi	nhiễm	zaražen	V	ADJ;NOM;DEF;MASC;PL;V.PTCP
tàn	gušiti	tàn	gušiti	ADJ	V;NFIN
đuổi	otpušten	đuổi	otpustiti	V	ADJ;NOM;MASC;SG;V.PTCP;PASS
đuổi	chase	đuổi	chase	V	PROPN;NOM;MASC;SG
bách	ozbiljna	bách	ozbiljan	N	ADJ;NOM;DEF;FEM;SG
bách	ozbiljan	bách	ozbiljan	N	ADJ;NOM;INDF;MASC;SG
bách	ozbiljni	bách	ozbiljan	N	ADJ;NOM;DEF;MASC;PL
bách	ozbiljno	bách	ozbiljno	N	ADV
hấp	pari	hấp	par	V	N;ACC;FEM;SG
png	png	png	png	N	ADP
hút	dim	hút	dim	V	N;NOM;MASC;SG
hút	dima	hút	dim	V	N;NOM;MASC;SG
william	william	william	william		PROPN;NOM;MASC;SG
george	george	george	george		N;NOM;MASC;SG
air	zrak	air	zrak		N;NOM;MASC;SG
air	zraka	air	zrak		N;GEN;MASC;SG
air	air	air	air		ADP
cam	narančasta	cam	narančast	N	ADJ;NOM;DEF;FEM;SG
cam	orange	cam	oranga	N	ADP
cam	narančasto	cam	narančasto	N	ADV
biện	bian	biện	bian	N	
họp	susret	họp	susret	V	N;NOM;MASC;SG
họp	sastanak	họp	sastanak	V	N;NOM;MASC;SG
họp	upoznavanje	họp	upoznavanje	V	N;NOM;NEUT;SG
usd	pedeset	usd	pedeset	N	NUM
usd	fifty	usd	fifty	N	PROPN;NOM;MASC;SG
may	svibanj	may	svibanj	ADJ	N;NOM;MASC;SG
may	may	may	may	ADJ	PROPN;NOM;MASC;SG
may	svibnja	may	svibanj	ADJ	N;GEN;MASC;SG
may	šivanje	may	šivanje	ADJ	N;NOM;NEUT;SG
chép	kopiraj	chép	kopiraj	V	INTJ
chép	kopija	chép	kopija	V	N;NOM;FEM;SG
kia	kia	kia	kia	PROPN	N;NOM;MASC;SG
kia	tamo	kia	tamo	PROPN	ADV
robert	robert	robert	robert		N;NOM;MASC;SG
robert	roberte	robert	robert		N;NOM;MASC;PL
david	david	david	david		N;NOM;MASC;SG
ohio	ohio	ohio	ohio	N	PROPN;NOM;MASC;SG
dặm	miles	dặm	miles	N	ADP
dặm	mile	dặm	mili	N	PROPN;NOM;MASC;SG
hoang	divlja	hoang	divlji	ADJ	N;NOM;FEM;SG
hoang	divlje	hoang	divlje	ADJ	N;NOM;FEM;PL
hoang	hoang	hoang	hoang	ADJ	N;NOM;MASC;SG
đâu	gdje	đâu	gdje	PROPN	ADV
sắp	skoro	sắp	skoro		ADV
sắp	gotovo	sắp	gotovo		ADV
sắp	uskoro	sắp	uskoro		ADV
sắp	nadolazeći	sắp	nadolaziti		ADV;PRS;V.CVB
sắp	predstojeće	sắp	predstojeći		ADJ;NOM;DEF;FEM;PL
sắp	nadolazeće	sắp	nadolazeće		ADJ;NOM;DEF;FEM;PL
cân	težina	cân	težina	V	N;NOM;FEM;SG
cân	težinu	cân	težina	V	N;ACC;FEM;SG
hiếu	gostoljubivost	hiếu	gostoljubivost		N;NOM;FEM;SG
hiếu	gostoprimstvo	hiếu	gostoprimstvo		N;NOM;NEUT;SG
tận	terminal	tận	terminal	ADP	N;NOM;MASC;SG
tận	krajnja	tận	krajnji	ADP	ADJ;NOM;DEF;FEM;SG
mong	mong	mong	mong	V	ADP
mong	nada	mong	nada	V	N;NOM;FEM;SG
mong	nade	mong	nada	V	N;NOM;FEM;PL
rối	nevolje	rối	nevolja	V	N;NOM;FEM;PL
rối	problemi	rối	problem	V	N;NOM;MASC;PL
rối	nevolja	rối	nevolja	V	N;NOM;FEM;SG
rối	lutak	rối	lutak	V	N;NOM;MASC;SG
rối	marioneta	rối	marionet	V	N;NOM;FEM;SG
rượu	whiskey	rượu	whiskey	N	ADJ;NOM;DEF;MASC;SG
texas	texas	texas	texas	N	PROPN;NOM;MASC;SG
dakota	dakota	dakota	dakot	N	PROPN;NOM;MASC;SG
james	james	james	james	N	PROPN;NOM;MASC;SG
phu	phu	phu	phu	N	ADP
nghỉ	odmor	nghỉ	odmor	V	N;NOM;MASC;SG
nghỉ	odmor	nghỉ	odmor	V	N;NOM;MASC;SG
paul	pavao	paul	pavati		N;NOM;MASC;SG
paul	pavle	paul	pav		PROPN;NOM;MASC;SG
paul	paul	paul	paul		PROPN;NOM;MASC;SG
thua	gubljenje	thua	gubljenje	V	N;NOM;NEUT;SG
thua	gubitnik	thua	gubitnik	V	N;NOM;MASC;SG
thua	izgubljeni	thua	izgubljen	V	ADJ;NOM;DEF;MASC;PL;V.PTCP
thua	izgubljena	thua	izgubiti	V	ADJ;NOM;DEF;FEM;SG;V.PTCP
thua	izgubljeno	thua	izgubiti	V	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
thua	izgubljen	thua	izgubiti	V	ADJ;NOM;MASC;SG;V.PTCP
rock	rock	rock	rock	N	ADP
uống	piće	uống	piće	V	N;NOM;NEUT;SG
uống	pića	uống	piće	V	N;NOM;NEUT;PL
uống	piće	uống	piće	V	N;NOM;NEUT;SG
nhu	treba	nhu	trebati	N	V;IND;SG;3;PRS;FIN
phạt	kažnjeni	phạt	kazniti	N	ADJ;NOM;DEF;MASC;PL;V.PTCP
phạt	kažnjen	phạt	kazniti	N	ADJ;NOM;MASC;SG;V.PTCP;PASS
đoán	nagađanje	đoán	nagađanje	V	N;NOM;NEUT;SG
chị	sister	chị	sister	N	ADP
cốt	bi	cốt	biti	N	V;COND;SG;3;PST;FIN
lam	lam	lam	lam	N	PROPN;NOM;MASC;SG
lam	gotov	lam	gotov	N	ADJ;NOM;INDF;MASC;SG
lam	gotovo	lam	gotovo	N	ADV
hoài	ostvaren	hoài	ostvariti	N	ADJ;NOM;MASC;SG;V.PTCP;PASS
hoài	postigao	hoài	postići	N	V;MASC;SG;PST;V.PTCP;ACT
del	dela	del	delo		N;GEN;MASC;SG
internet	interneta	internet	internet		N;GEN;MASC;SG
internet	internet	internet	internet		N;NOM;MASC;SG
haute	haute	haute	hauta		N;NOM;FEM;PL
der	der	der	der	N	ADP
kiên	strpljenja	kiên	strpljenje	ADJ	N;NOM;NEUT;PL
kiên	strpljenje	kiên	strpljenje	ADJ	N;NOM;NEUT;SG
malaysia	malezijski	malaysia	malezijski	N	ADJ;NOM;DEF;MASC;SG
nóng	vrelo	nóng	vrelo	ADJ	N;NOM;NEUT;SG
pha	pha	pha	pha	N	PROPN;NOM;MASC;SG
pha	make	pha	maka	N	ADP
pha	napraviti	pha	napraviti	N	V;NFIN
pha	napravi	pha	napraviti	N	V;IND;SG;3;PRS;FIN
phức	mikroskopom	phức	mikroskop	V	N;INS;MASC;SG
phức	mikroskop	phức	mikroskop	V	N;NOM;MASC;SG
tròn	krug	tròn	krug	ADJ	N;NOM;MASC;SG
nhảy	skok	nhảy	skok	V	N;NOM;MASC;SG
nhảy	skakanje	nhảy	skakanje	V	N;NOM;NEUT;SG
đòi	potražnja	đòi	potražnja	V	N;NOM;FEM;SG
washington	washington	washington	washington		PROPN;NOM;MASC;SG
tiêm	ubrizgavanje	tiêm	ubrizgavanje	V	N;NOM;NEUT;SG
tiêm	injekcije	tiêm	injekcija	V	N;NOM;FEM;PL
tiêm	injekciju	tiêm	injekcija	V	N;ACC;FEM;SG
tiêm	injekcija	tiêm	injekcija	V	N;NOM;FEM;SG
tiêm	stanje	tiêm	stanje	V	N;NOM;NEUT;SG
tiêm	uvjet	tiêm	uvjet	V	N;NOM;MASC;SG
trốn	skrivanje	trốn	skrivanje	V	N;NOM;NEUT;SG
bottom	dno	bottom	dno		N;NOM;NEUT;SG
nhi	nhi	nhi	nhi	N	PROPN;NOM;MASC;SG
nhi	sine	nhi	sina	N	INTJ
đau	boli	đau	bol	ADJ	N;NOM;FEM;SG
đau	boli	đau	bol	ADJ	N;NOM;FEM;SG
đau	bol	đau	bol	ADJ	N;NOM;FEM;SG
đau	bolovi	đau	bol	ADJ	N;NOM;MASC;PL
đau	bolno	đau	bolno	ADJ	ADV
đau	povrijediti	đau	povrijediti	ADJ	V;NFIN
lọc	filter	lọc	filter	V	N;NOM;MASC;SG
lọc	filtar	lọc	filtar	V	N;NOM;MASC;SG
lọc	filtriranje	lọc	filtriranje	V	N;NOM;NEUT;SG
lọc	filteri	lọc	filter	V	N;NOM;MASC;PL
vui	smiješno	vui	smiješan		ADJ;NOM;DEF;NEUT;SG
vui	zabavno	vui	zabavno		ADV
vui	zabava	vui	zabava		N;NOM;FEM;SG
vui	zabavna	vui	zabavan		ADJ;NOM;DEF;FEM;SG
vui	sretno	vui	sretno		ADV
vui	sretan	vui	sretan		ADJ;NOM;INDF;MASC;SG
israel	izraela	israel	izraeta		N;GEN;MASC;SG
israel	izrael	israel	izrael		PROPN;NOM;MASC;SG
khổ	patnje	khổ	patnja	ADJ	N;NOM;FEM;PL
khổ	patnju	khổ	patnja	ADJ	N;ACC;FEM;SG
khổ	patnja	khổ	patnja	ADJ	N;NOM;FEM;SG
khổ	teško	khổ	teško	ADJ	ADV
khổ	jad	khổ	jad	ADJ	N;NOM;MASC;SG
khổ	bijeda	khổ	bijeda	ADJ	N;NOM;FEM;SG
site	site	site	site		N;NOM;MASC;SG
site	sajt	site	sajt		N;NOM;MASC;SG
liêu	liao	liêu	liao	N	PROPN;NOM;MASC;SG
kansas	kansas	kansas	kansas	N	PROPN;NOM;MASC;SG
dày	gusto	dày	gusto	ADJ	ADV
love	ljubavi	love	ljubav		N;INS;FEM;SG
love	volim	love	voljeti		V;IND;SG;1;PRS;FIN
love	ljubav	love	ljubav		N;NOM;FEM;SG
nương	fifi	nương	fif	N	PROPN;NOM;MASC;SG
des	des	des	des	N	ADP
dinh	dinh	dinh	dinh		N;NOM;MASC;SG
trạm	krajnja	trạm	krajnji	N	ADJ;NOM;DEF;FEM;SG
michael	mihael	michael	mihael		PROPN;NOM;MASC;SG
michael	michael	michael	michael		PROPN;NOM;MASC;SG
non	non	non	non	N	ADP
insee	insee	insee	inse	N	
lee	lee	lee	lee	N	PROPN;NOM;MASC;SG
campuchia	kambodžanski	campuchia	kambodžanski	N	ADV
colombia	kolumbijski	colombia	kolumbijski	N	ADJ;NOM;DEF;MASC;SG
charles	charles	charles	charles		N;NOM;MASC;SG
charles	karlo	charles	karlo		N;NOM;MASC;SG
than	ugljen	than	ugljen		N;NOM;MASC;SG
than	ugljena	than	ugljen		N;NOM;MASC;SG
than	žaliti	than	žaliti		V;NFIN
than	ugljen	than	ugljen		N;NOM;MASC;SG
socorro	socorro	socorro	socorro	NUM	N;NOM;MASC;SG
đốt	gori	đốt	gorjeti	V	PROPN;DAT;FEM;SG
henry	henrik	henry	henrik		N;NOM;MASC;SG
henry	henry	henry	henry		PROPN;NOM;MASC;SG
buôn	trgovac	buôn	trgovac	V	N;NOM;MASC;SG
buôn	trgovac	buôn	trgovac	V	N;NOM;MASC;SG
buôn	kokain	buôn	kokain	V	N;NOM;MASC;SG
