til	za	til	za	ADV	
våben	pištola	våben	pištol	N;INDF;NEUT;PL	N;NOM;FEM;SG
våben	pištolo	våben	pištola	N;INDF;NEUT;PL	N;ACC;FEM;SG
våben	orožje	våben	orožje	N;INDF;NEUT;PL	N;NOM;NEUT;SG
våben	roki	våben	roka	N;INDF;NEUT;PL	N;NOM;FEM;DU
wien	wien	wien	wien	PROPN	PROPN;NOM;MASC;SG
wien	dunaj	wien	dunaj	PROPN	N;NOM;MASC;SG
wien	dunajski	wien	dunajski	PROPN	ADJ;NOM;MASC;SG
spor	skladbe	spor	skladba	N;INDF;NEUT;SG	N;NOM;FEM;PL
spor	sledi	spor	slediti	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
spor	tiri	spor	tirje	N;INDF;NEUT;SG	N;NOM;MASC;PL
klar	pripravljeni	klar	pripravljen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
klar	počisti	klar	počist	ADJ;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;PRS;FIN
venner	friends	ven	friends	N;INDF;MASC+FEM;PL	
west	zahodna	west	zahoden	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
west	zahodno	west	zahodno	N;INDF;MASC+FEM;SG	ADV
rejste	potovala	rejse	potovati	V;PL;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
rejste	potoval	rejse	potovati	V;PL;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
rejste	potoval	rejse	potovati	V;PL;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
penge	denar	penge	denar	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
lys	svetlo	lys	svetlo	N;INDF;NEUT;SG	ADV
lys	lahka	lys	lahek	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
lys	lučke	lys	lučka	N;INDF;NEUT;SG	N;NOM;FEM;PL
lys	luči	lys	luč	N;INDF;NEUT;SG	N;NOM;FEM;PL
ekstra	dodatno	ekstra	dodatno	ADJ	ADV
ekstra	ekstra	ekstra	ekstra	ADJ	
ekstra	extra	ekstra	extra	ADJ	
hvilke	katero	hvilken	kateri	PRO;PL	DET;ACC;NEUT;SG
hvilke	kateri	hvilken	kateri	PRO;PL	DET;NOM;MASC;SG
hvilke	katere	hvilken	kateri	PRO;PL	DET;ACC;FEM;PL
hvilke	katerih	hvilken	kateri	PRO;PL	DET;GEN;MASC;PL
hvilke	ki	hvilken	ki	PRO;PL	CONJ
hvilke	katerega	hvilken	kateri	PRO;PL	DET;GEN;MASC;SG
stift	togo	stiv	tog	ADJ;INDF;NEUT;SG	ADV
stift	toge	stiv	tog	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
stift	škofije	stiv	škofija	ADJ;INDF;NEUT;SG	N;NOM;FEM;PL
åbnede	odprto	åbne	odprt	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
tekniske	tehnično	teknisk	tehnično	ADJ;PL	ADV
tekniske	tehnični	teknisk	tehničen	ADJ;PL	ADJ;NOM;MASC;SG
tekniske	tehnična	teknisk	tehničen	ADJ;PL	ADJ;NOM;FEM;SG
fører	voznika	føre	voznik	V;IND;PRS;FIN;ACT	N;ANIM;ACC;MASC;SG
fører	voznik	føre	voznik	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
fører	strojevodja	føre	strojevodje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
fører	šofer	føre	šofer	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
fører	firer	føre	firer	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
fører	führer	føre	führer	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
huset	house	hus	hous	N;DEF;NEUT;SG	
spanske	špansko	spansk	španski	ADJ;PL	ADJ;NOM;NEUT;SG
spanske	španščina	spansk	španščina	ADJ;PL	N;NOM;FEM;SG
spanske	španski	spansk	španski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
spanske	španska	spansk	španski	ADJ;PL	ADJ;NOM;FEM;SG
forældre	starša	forælder	starš	N;INDF;MASC+FEM;PL	N;NOM;MASC;DU
forældre	starša	forælder	starš	N;INDF;MASC+FEM;PL	N;NOM;MASC;DU
forældre	starš	forælder	starš	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
tabte	izgubljena	tabe	izgubljen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
tabte	izgubljeni	tabe	izgubljen	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
tabte	izgubljeno	tabe	izgubljen	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
tabte	izgubljen	tabe	izgubljen	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
kongens	king	konge	king	N;GEN;DEF;MASC+FEM;SG	
kongens	kralj	konge	kralj	N;GEN;DEF;MASC+FEM;SG	N;NOM;MASC;SG
fjerde	četrtič	fjerde	četrtič	ADJ	N;NOM;MASC;SG
minutter	zapisnik	minut	zapisnik	N;INDF;NEUT;PL	N;NOM;MASC;SG
sten	kamne	sten	kamen	N;INDF;MASC+FEM;SG	ADJ;ACC;FEM;PL
sten	kamenje	sten	kamenje	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
sten	kamni	sten	kamen	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
sten	skale	sten	skala	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
sten	kamenje	sten	kamenje	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
sten	kamni	sten	kamen	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
professionel	profesionalno	professionel	profesionalen	ADJ;INDF;MASC+FEM;SG	ADV
professionel	strokovno	professionel	strokovno	ADJ;INDF;MASC+FEM;SG	ADV
professionel	poklicne	professionel	poklicen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
australien	avstralijo	australie	avstralija	PROPN	N;ACC;FEM;SG
australien	avstralije	australie	avstralija	PROPN	N;NOM;FEM;PL
australien	avstraliji	australie	avstralija	PROPN	N;NOM;FEM;SG
australien	avstralija	australie	avstralij	PROPN	N;NOM;FEM;SG
sørensen	sørensen	sørense	sørensen	PROPN	
lade	hlev	lade	hlev	V;NFIN;ACT	N;NOM;MASC;SG
lade	skedenj	lade	skedenje	V;NFIN;ACT	N;NOM;MASC;SG
lade	skednju	lade	skednji	V;NFIN;ACT	N;DAT;MASC;SG
solgte	prodani	sælge	prodan	V;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
solgte	prodano	sælge	prodan	V;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
solgte	prodana	sælge	prodan	V;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
solgte	prodan	sælge	prodan	V;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
stiftet	oblikovane	stift	oblikovan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
stiftet	oblikovani	stift	oblikovan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
stiftet	škofije	stift	škofija	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;PL
skriver	napiši	skrive	napisati	V;IND;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN
skriver	pisanje	skrive	pisanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
skriver	tipkanje	skrive	tipkanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
skriver	pisanje	skrive	pisanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
studier	študija	studi	študij	N;INDF;NEUT;PL	N;NOM;FEM;SG
studier	študij	studi	študij	N;INDF;NEUT;PL	N;NOM;MASC;SG
sagde	said	sige	said	V;IND;PST;FIN;ACT	
hvid	bel	hvid	bel	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hvid	belo	hvid	bel	ADJ;INDF;MASC+FEM;SG	ADV
hvid	beli	hvid	bel	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
hvid	bele	hvid	bel	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
private	zasebno	privat	zaseben	ADJ;PL	ADJ;NOM;NEUT;SG
private	privat	privat	privati	ADJ;PL	
private	zasebna	privat	zaseben	ADJ;PL	ADJ;NOM;FEM;SG
private	zasebnega	privat	zaseben	ADJ;PL	ADJ;GEN;NEUT;SG
private	zasebni	privat	zaseben	ADJ;PL	ADJ;NOM;MASC;SG
ønsker	željo	ønske	želja	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
ønsker	želja	ønske	želja	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
ønsker	željo	ønske	želja	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
ønsker	želja	ønske	želja	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
ønsker	želje	ønske	želja	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
los	los	los	los	PROPN	PROPN;NOM;MASC;SG
los	ris	los	ris	PROPN	N;NOM;MASC;SG
besluttede	odločeno	beslutte	odločen	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
trak	drew	trække	drew	V;IND;PST;FIN;ACT	PROPN;NOM;MASC;SG
oprindelig	začetni	oprindelig	začeten	ADV	ADJ;NOM;DEF;MASC;SG
oprindelig	začetna	oprindelig	začeten	ADV	ADJ;NOM;FEM;SG
oprindelig	začetno	oprindelig	začeten	ADV	ADJ;NOM;NEUT;SG
oprindelig	prvotna	oprindelig	prvoten	ADV	ADJ;NOM;FEM;SG
oprindelig	izvirnik	oprindelig	izvirnik	ADV	N;NOM;MASC;SG
oprindelig	izvirno	oprindelig	izviren	ADV	ADJ;NOM;NEUT;SG
oprindelig	prvotni	oprindelig	prvoten	ADV	ADJ;NOM;DEF;MASC;SG
oprindelig	original	oprindelig	original	ADV	N;NOM;MASC;SG
central	osrednje	central	osrednji	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
central	centralne	central	centralen	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
central	centralno	central	centralno	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
central	osrednji	central	osrednji	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
central	centralni	central	centralen	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
seneste	nedavne	sen	nedaven	ADJ;DEF;RL	ADJ;NOM;FEM;PL
seneste	nedavno	sen	nedavno	ADJ;DEF;RL	ADV
seneste	nedavna	sen	nedaven	ADJ;DEF;RL	ADJ;NOM;FEM;SG
flåde	mornariška	flåde	mornariški	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
flåde	mornariški	flåde	mornariški	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
flåde	mornarice	flåde	mornarica	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
flåde	flote	flåde	flot	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
sorte	črno	sort	črn	ADJ;PL	ADJ;NOM;NEUT;SG
sorte	črn	sort	črn	ADJ;PL	ADJ;NOM;INDF;MASC;SG
sorte	črni	sort	črn	ADJ;PL	ADJ;NOM;MASC;SG
sorte	črna	sort	črn	ADJ;PL	ADJ;NOM;FEM;SG
sorte	črnci	sort	črnec	ADJ;PL	N;NOM;MASC;PL
lee	leeja	lee	leeja		N;GEN;MASC;SG
lee	lee	lee	lee		PROPN;NOM;MASC;SG
saint	sveti	saint	svet		ADJ;NOM;DEF;MASC;SG
saint	svetnik	saint	svetnik		N;NOM;MASC;SG
saint	svetnica	saint	svetnica		N;NOM;FEM;SG
saint	saint	saint	saint		PROPN;NOM;MASC;SG
vigtige	pomembno	vigtig	pomemben	ADJ;PL	ADJ;NOM;NEUT;SG
vigtige	pomemben	vigtig	pomemben	ADJ;PL	ADJ;NOM;INDF;MASC;SG
vigtige	pomembna	vigtig	pomemben	ADJ;PL	ADJ;NOM;FEM;SG
angrebet	napadi	angreb	napad	N;DEF;NEUT;SG	N;NOM;MASC;PL
angrebet	napaden	angreb	napaden	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
angrebet	napadeni	angreb	napaden	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
angrebet	napadel	angreb	napadel	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
angrebet	napadena	angreb	napaden	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
angrebet	napadli	angreb	napasti	N;DEF;NEUT;SG	V;PFV;MASC;PL;V.PTCP
kvinde	ženski	kvinde	ženski	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
stationen	postaji	station	postaja	N;DEF;MASC+FEM;SG	N;NOM;FEM;DU
henry	gašper	henry	gašper		N;NOM;MASC;SG
henry	henry	henry	henry		PROPN;NOM;MASC;SG
oplysninger	info	oplysning	info	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
oplysninger	obveščanje	oplysning	obveščanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
oplysninger	informacija	oplysning	informacija	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
oplysninger	podatek	oplysning	podatek	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
besejrede	poražen	besejre	poražen	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
besejrede	premagani	besejre	premagan	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
besejrede	poraženi	besejre	poražen	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
besejrede	premagan	besejre	premagan	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
intet	nič	ingen	nič	PRO;NEUT;SG	PRO;NOM;NEUT;SG
svært	trde	svær	trd	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
svært	trdo	svær	trdo	ADJ;INDF;NEUT;SG	ADV
energi	energije	energi	energija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
joseph	joseph	joseph	joseph	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
line	črta	lin	črta		N;NOM;FEM;SG
line	vrstica	lin	vrstica		N;NOM;FEM;SG
græske	grški	græsk	grški	ADJ;PL	ADJ;NOM;MASC;SG
græske	grško	græsk	grški	ADJ;PL	ADJ;NOM;NEUT;SG
græske	grk	græsk	grk	ADJ;PL	N;NOM;MASC;SG
græske	grška	græsk	grški	ADJ;PL	ADJ;NOM;FEM;SG
jord	tla	jord	tla	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
jord	tleh	jord	tla	N;INDF;MASC+FEM;SG	N;ESS;NEUT;PL
jord	prsti	jord	prst	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
jord	zemljišča	jord	zemljišče	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
jord	zemeljska	jord	zemeljski	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
dig	si	du	biti	PRO;ACC;MASC+FEM;SG;2	V;IND;SG;2;POS;PRS;FIN
dig	ti	du	ti	PRO;ACC;MASC+FEM;SG;2	PRO;NOM;MASC;PL;2
berømte	slavni	berømt	slaven	ADJ;PL	ADJ;NOM;DEF;MASC;SG
berømte	slaven	berømt	slaven	ADJ;PL	ADJ;NOM;INDF;MASC;SG
berømte	znana	berømt	znan	ADJ;PL	ADJ;NOM;FEM;SG;V.PTCP
berømte	znan	berømt	znan	ADJ;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
bad	tuš	bede	tuša	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
bad	prha	bede	prha	V;IND;PST;FIN;ACT	N;NOM;FEM;SG
bad	hudo	bede	hudo	V;IND;PST;FIN;ACT	ADV
bad	slaba	bede	slab	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG
bad	slabo	bede	slabo	V;IND;PST;FIN;ACT	ADV
bad	bad	bede	bada	V;IND;PST;FIN;ACT	PROPN;NOM;MASC;SG
bad	slab	bede	slab	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
bad	kopel	bede	kopel	V;IND;PST;FIN;ACT	N;NOM;FEM;SG
bad	kopanje	bede	kopanje	V;IND;PST;FIN;ACT	N;NOM;NEUT;SG
bad	kad	bede	kad	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
former	obrazca	form	obrazec	N;INDF;MASC+FEM;PL	N;GEN;MASC;SG
star	zvezdica	star	zvezdica		N;NOM;FEM;SG
star	zvezdo	star	zvezda		N;ACC;FEM;SG
star	zvezda	star	zvezda		N;NOM;FEM;SG
latin	latino	latin	latina		N;NOM;FEM;SG
latin	latinsko	latin	latinsko		ADJ;NOM;NEUT;SG
religion	religije	religion	religija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
religion	vere	religion	vera	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
grønland	grenlandije	grønland	grenlandija	N;INDF;NEUT;SG	N;NOM;FEM;PL
efteråret	jeseni	efterår	jeseni	N;DEF;NEUT;SG	ADV
efteråret	jesenski	efterår	jesenski	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
klart	jasna	klart	jasen	ADV	ADJ;NOM;FEM;SG
klart	počisti	klart	počist	ADV	V;PFV;IND;SG;3;PRS;FIN
klart	jasno	klart	jasen	ADV	ADJ;NOM;NEUT;SG
klart	jasno	klart	jasen	ADV	ADJ;NOM;NEUT;SG
holder	imetnik	holde	imetnik	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
münchen	münchen	münche	münchen	PROPN	PROPN;NOM;MASC;SG
münchen	münchnu	münche	münchen	PROPN	PROPN;DAT;MASC;SG
bayern	bavarska	bay	bavarski	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
frank	frank	frank	franka		N;NOM;MASC;SG
frank	frenk	frank	frenk		N;NOM;MASC;SG
show	pokaži	show	pokaža	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
show	prikaži	show	prikažati	N;INDF;NEUT;SG	
show	oddaja	show	oddajati	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
north	severna	north	severen	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
north	severni	north	severen	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
north	severno	north	severen	N;INDF;MASC+FEM;SG	ADV
american	ameriške	american	ameriški	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
american	ameriško	american	ameriški	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
american	ameriški	american	ameriški	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
american	ameriška	american	ameriški	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
materiale	materialno	materiale	materialno	N;INDF;NEUT;SG	ADV
materiale	materiali	materiale	material	N;INDF;NEUT;SG	N;NOM;MASC;PL
materiale	materialov	materiale	material	N;INDF;NEUT;SG	N;GEN;MASC;PL
biskop	bishop	biskop	bishop	N;INDF;MASC+FEM;SG	
kirker	cerkva	kirke	cerkva	N;INDF;MASC+FEM;PL	N;GEN;FEM;SG
indhold	vsebine	indhold	vsebina	N;INDF;NEUT;SG	N;NOM;FEM;PL
indhold	vsebine	indhold	vsebina	N;INDF;NEUT;SG	N;NOM;FEM;PL
maler	barve	male	barva	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
air	zrak	air	zrak		N;NOM;MASC;SG
air	zračno	air	zračen		ADJ;NOM;NEUT;SG
air	zračna	air	zračen		ADJ;NOM;FEM;SG
air	air	air	air		N;NOM;MASC;SG
nedlagt	dotrajanosti	nedlægge	dotrajanost	V;INDF;SG;PST;V.PTCP	N;GEN;FEM;SG
personlige	osebno	personlig	oseben	ADJ;PL	ADJ;NOM;NEUT;SG
personlige	osebni	personlig	oseben	ADJ;PL	ADJ;NOM;MASC;SG
personlige	osebna	personlig	oseben	ADJ;PL	ADJ;NOM;FEM;SG
sidder	sedenje	sidde	sedenje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
stå	stojalo	stå	stojati	V;NFIN;ACT	N;NOM;NEUT;SG
stå	stand	stå	standa	V;NFIN;ACT	N;NOM;MASC;SG
andreas	andreas	andrens	andreas	PROPN	PROPN;NOM;MASC;SG
umiddelbart	takojšnja	umiddelbart	takojšnji	ADV	ADJ;NOM;FEM;SG
umiddelbart	takojšnje	umiddelbart	takojšnji	ADV	ADJ;NOM;NEUT;SG
olympiske	olympic	olympisk	olympica	ADJ;PL	N;NOM;MASC;SG
ejer	lastnik	eje	lastnik	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
ejer	lastnica	eje	lastnica	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
moskva	moskvi	moskva	moskv	PROPN	PROPN;NOM;FEM;SG
moskva	moskva	moskva	moskva	PROPN	PROPN;NOM;FEM;SG
king	king	king	king		
king	kralj	king	kralj		N;NOM;MASC;SG
press	tiska	press	tisk		N;GEN;MASC;SG
press	pritisni	press	pritisniti		V;PFV;IND;SG;2;FIN
press	tisk	press	tisk		N;NOM;MASC;SG
press	novinarji	press	novinar		N;NOM;MASC;PL
ung	mladi	ung	mlad	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
ung	young	ung	young	ADJ;INDF;MASC+FEM;SG	
mit	rudnik	min	rudnik	DET;NEUT;SG;1	N;NOM;MASC;SG
france	francijo	france	francija		N;ACC;FEM;SG
france	francija	france	francija		N;NOM;FEM;SG
france	france	france	franca		N;NOM;MASC;SG
flyttet	prestavljen	flytte	prestavljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
flyttet	premaknjena	flytte	premaknjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
smith	smith	smith	smit		N;NOM;MASC;SG
forbundet	povezana	forbund	povezan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
forbundet	povezani	forbund	povezan	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
forbundet	povezano	forbund	povezan	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
forbundet	povezana	forbund	povezan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
forbundet	povezano	forbund	povezan	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
forbundet	povezani	forbund	povezan	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
bestående	obstoječa	bestå	obstoječ	V;PRS;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
bestående	obstoječo	bestå	obstoječ	V;PRS;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
bestående	obstoječe	bestå	obstoječ	V;PRS;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
bestående	obstoječi	bestå	obstoječ	V;PRS;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
inspireret	navdih	inspirere	navdih	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG
praksis	vaje	praksis	vaja	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
praksis	prakse	praksis	praksa	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
praksis	prakse	praksis	praksa	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tro	faith	tro	faith	V;NFIN;ACT	N;NOM;FEM;SG
tro	vera	tro	vera	V;NFIN;ACT	N;NOM;FEM;SG
tro	vere	tro	vera	V;NFIN;ACT	N;NOM;FEM;PL
tro	veri	tro	vera	V;NFIN;ACT	N;NOM;FEM;SG
tro	vero	tro	vera	V;NFIN;ACT	N;ACC;FEM;SG
tro	verovanje	tro	verovanje	V;NFIN;ACT	N;NOM;NEUT;SG
tro	prepričanje	tro	prepričanje	V;NFIN;ACT	N;NOM;NEUT;SG
indien	indija	indien	indija	PROPN	N;NOM;FEM;SG
indien	indijo	indien	indeti	PROPN	N;ACC;FEM;SG
jack	jack	jack	jack		
fordel	ugodnosti	fordel	ugodnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
fordel	prednosti	fordel	prednost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
præget	reliefni	præge	reliefen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
lund	lund	lund	lund		PROPN;NOM;MASC;SG
nogensinde	ever	nogensinde	ever	ADV	
foråret	spomladanska	forår	spomladanski	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
foråret	pomladno	forår	pomladno	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
sophie	sophie	sophie	sophia	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
skabelon	predloge	skabelon	predlog	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
israel	izrael	israel	izrati		N;NOM;MASC;SG
israel	izraelski	israel	izraelski		ADJ;NOM;MASC;SG
israel	izraelsko	israel	izraelski		ADJ;NOM;NEUT;SG
brød	zlomil	brød	zlomiti	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
din	tvoje	din	tvoj	DET;MASC+FEM;SG;2	DET;NOM;NEUT;SG;1
din	tvoji	din	tvoj	DET;MASC+FEM;SG;2	DET;NOM;MASC;SG;1
din	vaš	din	vaš	DET;MASC+FEM;SG;2	DET;NOM;MASC;SG;2
din	tvoj	din	tvoj	DET;MASC+FEM;SG;2	DET;NOM;MASC;SG;1
din	tvoja	din	tvoj	DET;MASC+FEM;SG;2	DET;NOM;FEM;SG;1
din	vaša	din	vaš	DET;MASC+FEM;SG;2	DET;NOM;FEM;SG;2
din	tvojo	din	tvoj	DET;MASC+FEM;SG;2	DET;NOM;NEUT;SG;1
din	tvoje	din	tvoj	DET;MASC+FEM;SG;2	DET;NOM;NEUT;SG;1
din	tvoj	din	tvoj	DET;MASC+FEM;SG;2	DET;NOM;MASC;SG;1
din	tvoji	din	tvoj	DET;MASC+FEM;SG;2	DET;NOM;MASC;SG;1
din	tvoja	din	tvoj	DET;MASC+FEM;SG;2	DET;NOM;FEM;SG;1
mødte	izpolnjeni	møde	izpolnjen	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
mødte	met	møde	met	V;IND;PST;FIN;ACT	
månen	moon	mån	moon	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
morten	morten	morten	morten	PROPN	ADJ;NOM;INDF;MASC;SG
californien	california	californi	california	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
delt	skupna	delt	skupen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
delt	deljeno	delt	deljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
delt	deljena	delt	deljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
delt	narazen	delt	narazen	V;INDF;SG;PST;V.PTCP	ADV
delt	razdeli	delt	razdeti	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
delt	split	delt	split	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG
optræder	opravljanje	optræde	opravljanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
bred	široki	bred	širok	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
bred	široko	bred	široko	ADJ;INDF;MASC+FEM;SG	ADV
bred	široko	bred	široko	ADJ;INDF;MASC+FEM;SG	ADV
tegnet	vpisani	tegne	vpisan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
