kategória	categoría	kategória	categoría		N
évente	anual	éven	anual	N;ON+ESS;SG	ADJ
fényes	e	fényes	e		CONJ
fényes	brillantes	fényes	brillante		ADJ
fényes	brillante	fényes	brillante		ADJ
fényes	brillante	fényes	brillante		ADJ
fényes	brillantes	fényes	brillante		ADJ
éva	eva	év	eve	N;NOM;SG	PROPN
éva	noitevella	év	noitevella	N;NOM;SG	PROPN
vas	ferro	vas	ferro		N
főiskola	que	főiskola	que	N;NOM;SG	PRO
főiskola	college	főiskola	collegar	N;NOM;SG	PROPN
tartja	a	tart	o	V;DEF;IND;SG;3;PRS;FIN;ACT	DET
tartja	así	tart	así	V;DEF;IND;SG;3;PRS;FIN;ACT	ADV
használata	usando	használat	usar	N;NOM;SG	V
használata	usar	használat	usar	N;NOM;SG	V
használata	usan	használat	usar	N;NOM;SG	V
használata	usamos	használat	usar	N;NOM;SG	V
használata	usar	használat	usar	N;NOM;SG	V
használata	usan	használat	usar	N;NOM;SG	V
igazán	verdade	igazán	verdade		N
igazán	realmente	igazán	real		ADV
igazán	global	igazán	global		ADJ
igazán	de	igazán	de		ADP
igazán	realmente	igazán	real		ADV
igazán	moi	igazán	moi		ADV
igazán	que	igazán	que		PRO
igazán	en	igazán	en		ADP
igazán	verdade	igazán	verdade		N
live	vivir	live	vivir		V
live	vivo	live	vivo		ADJ
live	viven	live	vivir		V
live	vive	live	vivir		V
live	viva	live	vivo		ADJ
lehetőség	esta	lehetőség	este	N;NOM;SG	DET
lehetőség	de	lehetőség	de	N;NOM;SG	ADP
lehetőség	a	lehetőség	o	N;NOM;SG	DET
projekt	proxecto	projekt	proxecto		N
max	max	max	max		PROPN
magasabb	máis	magas	máis	ADJ;NOM;CMPR;SG	ADV
magasabb	altos	magas	alto	ADJ;NOM;CMPR;SG	N
magasabb	máis	magas	máis	ADJ;NOM;CMPR;SG	ADV
magasabb	altos	magas	alto	ADJ;NOM;CMPR;SG	N
magasabb	tan	magas	tan	ADJ;NOM;CMPR;SG	ADV
williams	williams	williams	williams		PROPN
látta	vino	lát	ver	V;DEF;IND;SG;3;PST;FIN;ACT	N
dalt	cantar	dalt	cantar	N;ACC;SG	V
dalt	canto	dalt	canto	N;ACC;SG	PRO
végső	final	végső	final		N
végső	derradeira	végső	derradeiro		ADJ
végső	último	végső	último		ADJ
végső	axuntémonos	végső	axuntémonos		V
végső	todos	végső	todo		DET
végső	definitivo	végső	definitivo		ADJ
louis	luis	louis	luis		PROPN
louis	louis	louis	loui		PROPN
rengeteg	moito	rengeteg	moito		ADV
rengeteg	chea	rengeteg	chea		N
rengeteg	moita	rengeteg	moito		DET
rengeteg	moitas	rengeteg	moito		DET
rengeteg	xente	rengeteg	xente		N
napi	día	napi	día		N
napi	diariamente	napi	diariamente		ADV
napi	daily	napi	daily		ADJ
napi	cotiá	napi	cotián		N
napi	diario	napi	diario		N
mexikó	méxico	mexikó	méxico		PROPN
szavazás	votamos	szavazás	votar	N;NOM;SG	V
szavazás	votan	szavazás	votar	N;NOM;SG	V
szavazás	votar	szavazás	votar	N;NOM;SG	V
szavazás	voten	szavazás	votar	N;NOM;SG	V
felfedezés	explorar	felfedezés	explorar	N;NOM;SG	V
felfedezés	descubrir	felfedezés	descubrir	N;NOM;SG	V
felfedezés	que	felfedezés	que	N;NOM;SG	PRO
felfedezés	descobren	felfedezés	descobrar	N;NOM;SG	V
kedves	querido	kedves	querer		V
kedves	querida	kedves	querer		V
kedves	fermoso	kedves	fermoso		ADJ
kedves	encantador	kedves	encantador		ADJ
kedves	preciosa	kedves	precioso		ADJ
mondta	que	mond	que	V;DEF;IND;SG;3;PST;FIN;ACT	PRO
térkép	mapa	térkép	mapa		N
tony	tony	tony	tony		PROPN
ázsia	asia	ázsia	asia		PROPN
ázsia	de	ázsia	de		ADP
diagram	gráfica	diagram	gráfico	N;NOM;SG	ADJ
diagram	amosa	diagram	amosar	N;NOM;SG	V
diagram	gráfico	diagram	gráfico	N;NOM;SG	ADJ
egységes	uniforme	egységes	uniforme	ADJ;NOM;SG	N
jog	a	jog	o	N;NOM;SG	DET
santa	santa	santa	santo		N
számít	importante	számít	importante	V;INDF;IND;SG;3;PRS;FIN;ACT	ADJ
számít	igual	számít	igual	V;INDF;IND;SG;3;PRS;FIN;ACT	ADV
számít	nada	számít	nada	V;INDF;IND;SG;3;PRS;FIN;ACT	PRO
számít	experiencia	számít	experiencia	V;INDF;IND;SG;3;PRS;FIN;ACT	N
számít	conta	számít	conta	V;INDF;IND;SG;3;PRS;FIN;ACT	N
számít	o	számít	o	V;INDF;IND;SG;3;PRS;FIN;ACT	DET
számít	contigo	számít	contigo	V;INDF;IND;SG;3;PRS;FIN;ACT	ADV
számít	materia	számít	materia	V;INDF;IND;SG;3;PRS;FIN;ACT	N
számít	che	számít	che	V;INDF;IND;SG;3;PRS;FIN;ACT	
afrika	áfrica	afrika	áfrica		PROPN
afrika	sudáfrica	afrika	sudáfricar		ADJ
nagyjából	sobre	nagy	sobre	N;IN+ABL;SG	ADP
nagyjából	de	nagy	de	N;IN+ABL;SG	ADP
nagyjából	traducido	nagy	traducir	N;IN+ABL;SG	V
pálya	track	pálya	track	N;NOM;SG	PROPN
metal	de	metal	de		ADP
metal	metal	metal	metal		N
hasznos	beneficiosa	hasznos	beneficioso		ADJ
hasznos	útil	hasznos	útil		ADJ
hasznos	útiles	hasznos	útil		ADJ
hasznos	para	hasznos	para		ADP
hasznos	útil	hasznos	útil		ADJ
hasznos	axuda	hasznos	axuda		N
alapvető	esenciais	alapvető	esencial		ADJ
alapvető	esencial	alapvető	esencial		ADJ
alapvető	fundamental	alapvető	fundamental		ADJ
alapvető	básica	alapvető	básico		ADJ
alapvető	básicos	alapvető	básico		ADJ
alapvető	básico	alapvető	básico		ADJ
alapvető	básicas	alapvető	básico		ADJ
alapvető	as	alapvető	o		DET
róbert	robert	róber	roberto	N;NOM;SG	V
lenni	a	lesz	o	V;NFIN;ACT	DET
lenni	se	lesz	se	V;NFIN;ACT	CONJ
zárt	pechado	zárt	pechado	V;INDF;IND;SG;3;PST;FIN;ACT	N
zárt	sondaxes	zárt	sondaxe	V;INDF;IND;SG;3;PST;FIN;ACT	N
grand	dólares	grand	dólar		N
grand	10000	grand	10000		NUM
grand	mil	grand	mil		N
szülei	os	szül	o	N;NOM;PL	DET
kemény	aproximada	kemény	aproximar		V
kemény	vaga	kemény	vagar		N
kemény	duro	kemény	duro		ADJ
kemény	mal	kemény	mal		ADV
kemény	moi	kemény	moi		ADV
kemény	duros	kemény	duro		ADJ
kemény	duras	kemény	duro		ADJ
kemény	difícil	kemény	difícil		ADJ
kemény	duro	kemény	duro		ADJ
kemény	dura	kemény	durar		V
kemény	por	kemény	por		ADP
kemény	duro	kemény	duro		ADJ
kemény	duros	kemény	duro		ADJ
kemény	difícil	kemény	difícil		ADJ
páros	par	páros	par		N
énekesnő	cantante	énekesnő	cantante		N
sötét	escuras	söt	escura		ADJ
sötét	escuro	söt	escuro		ADJ
sötét	escura	söt	escurar		ADJ
sötét	escuridade	söt	escuridade		N
sötét	noite	söt	noite		N
kettős	o	kettős	o	ADJ;NOM;SG	DET
kettős	dobre	kettős	dobre	ADJ;NOM;SG	N
kettős	double	kettős	double	ADJ;NOM;SG	PROPN
értéke	canto	érték	canto	N;NOM;SG	PRO
mark	mark	mark	mark		PROPN
mark	marca	mark	marca		N
mark	a	mark	o		DET
mark	marcos	mark	marco		N
németül	alemán	németül	alemán		ADJ
németül	alemana	németül	alemanar		ADJ
németül	alemaña	németül	alemaña		PROPN
németül	alemáns	németül	alemán		N
kapitány	meu	kapitány	meu	N;NOM;SG	DET
interneten	en	internet	en	N;ON+ESS;SG	ADP
interneten	internet	internet	internet	N;ON+ESS;SG	PROPN
jézus	por	jézus	por	N;NOM;SG	ADP
valamit	algo	valamit	algo		PRO
valamit	cousa	valamit	cousa		N
lehetőséget	de	lehetőség	de	N;ACC;SG	ADP
lehetőséget	a	lehetőség	o	N;ACC;SG	DET
idők	veces	idő	vez		N
idők	times	idő	time		PROPN
idők	tempos	idő	tempo		N
ausztrália	australia	ausztrália	australia	N;NOM;SG	PROPN
karl	karl	karl	karl		PROPN
gyakori	común	gyakori	común		ADJ
gyakori	comúns	gyakori	común		ADJ
fordul	que	fordul	que	V;INDF;IND;SG;3;PRS;FIN;ACT	PRO
fordul	volta	fordul	volta	V;INDF;IND;SG;3;PRS;FIN;ACT	N
nevek	os	név	o	N;NOM;PL	DET
erdő	bosque	erdő	bosque		N
erdő	bosques	erdő	bosque		N
erdő	árbores	erdő	árbor		N
erdő	monte	erdő	monte		N
erdő	madeira	erdő	madeira		N
erdő	bosque	erdő	bosque		N
szavak	as	szó	o	N;NOM;PL	DET
jön	se	jön	se	V;INDF;IND;SG;3;PRS;FIN;ACT	CONJ
jön	que	jön	que	V;INDF;IND;SG;3;PRS;FIN;ACT	PRO
párizsi	parís	párizsi	parí		PROPN
elérhető	dispor	elérhető	dispor	ADJ;NOM;SG	V
elérhető	haxa	elérhető	haber	ADJ;NOM;SG	V
matematikai	matemática	matematikai	matemático	N;NOM;SG	ADJ
matematikai	matemática	matematikai	matemático	N;NOM;SG	ADJ
matematikai	as	matematikai	o	N;NOM;SG	DET
hold	lúa	hold	lúa		N
hold	moon	hold	moon		PROPN
nemes	nobre	nemes	nobre		N
kutatási	de	kutatási	de	N;NOM;SG	ADP
kutatási	investigar	kutatási	investigar	N;NOM;SG	V
dalok	escribir	dalok	escribir	N;NOM;PL	V
art	arte	ar	arte		N
art	art	ar	art		PROPN
art	a	ar	o		DET
felelős	responsable	felelős	responsable		N
felelős	responsables	felelős	responsable		N
felelős	responsábeis	felelős	responsábel		N
felelős	responsábel	felelős	responsábel		N
apró	diminutos	apró	diminuto		N
apró	pequena	apró	pequeno		ADJ
apró	pequenos	apró	pequeno		ADJ
apró	diminuto	apró	diminuto		N
apró	pequeno	apró	pequeno		ADJ
apró	minúsculas	apró	minúscula		N
apró	diminuta	apró	diminuta		ADJ
apró	pequenas	apró	pequeno		ADJ
felnőtt	medrara	felnőtt	medrara		V
felnőtt	grande	felnőtt	grande		ADJ
felnőtt	medrou	felnőtt	medrar		V
felnőtt	xa	felnőtt	xa		ADV
felnőtt	es	felnőtt	e		N
felnőtt	adulto	felnőtt	adulto		N
felnőtt	maior	felnőtt	maior		ADJ
felnőtt	adultos	felnőtt	adulto		N
felnőtt	adulta	felnőtt	adulto		ADJ
felnőtt	adulto	felnőtt	adulto		N
felnőtt	dun	felnőtt	dun		PROPN
felnőtt	adultos	felnőtt	adulto		N
felnőtt	os	felnőtt	o		DET
harry	harry	harry	harry		PROPN
hangja	a	hang	o	N;NOM;SG	DET
megmaradt	restante	meg+marad	restante	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ
megmaradt	para	meg+marad	para	V;INDF;IND;SG;3;PST;FIN;ACT	ADP
könyvek	os	könyv	o	N;NOM;PL	DET
life	vida	life	vida		N
life	a	life	o		DET
hónap	ao	hónap	ao	N;NOM;SG	PROPN
lee	lee	lee	lee		PROPN
miniszter	cabinet	miniszter	cabinet	N;NOM;SG	PROPN
miniszter	o	miniszter	o	N;NOM;SG	DET
erők	as	erő	o	N;NOM;PL	DET
real	real	real	real		ADJ
real	de	real	de		ADP
real	verdade	real	verdade		N
fölött	ascende	fölött	ascender	ADP	V
fölött	riba	fölött	riba	ADP	ADV
fölött	da	fölött	da	ADP	V
fölött	enriba	fölött	enriba	ADP	ADV
fölött	arriba	fölött	arriba	ADP	ADV
india	india	india	indiar		PROPN
állat	os	állat	o	N;NOM;SG	DET
művészet	art	művészet	art	N;NOM;SG	PROPN
művészet	a	művészet	o	N;NOM;SG	DET
smith	smith	smith	smith		PROPN
smith	veña	smith	vir		V
késő	tarde	késő	tarde		N
oroszul	rusa	orosz	rusa		ADJ
oroszul	ruso	orosz	ruso		N
összetett	complexo	összetett	complexo	V;INDF;IND;SG;3;PST;FIN;ACT	N
összetett	complexas	összetett	complexo	V;INDF;IND;SG;3;PST;FIN;ACT	N
összetett	complexa	összetett	complexo	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ
összetett	complexos	összetett	complexo	V;INDF;IND;SG;3;PST;FIN;ACT	N
figyelembe	relato	figyel	relato		N
figyelembe	contas	figyel	conta		N
figyelembe	conta	figyel	conta		N
királynő	queen	királynő	quen	N;NOM;SG	PROPN
henry	henry	henry	henry		PROPN
henry	de	henry	de		ADP
kissé	lixeiramente	kissé	lixeiramente		ADV
jelölt	marcados	jelöl	marcar		V
tudomány	a	tudomány	o	N;NOM;SG	DET
tudomány	científica	tudomány	científico	N;NOM;SG	ADJ
velencei	venecia	velencei	venecia		N
vezet	a	vezet	o	V;INDF;IND;SG;3;PRS;FIN;ACT	DET
vezet	até	vezet	até	V;INDF;IND;SG;3;PRS;FIN;ACT	ADV
vezet	a	vezet	o	V;INDF;IND;SG;3;PRS;FIN;ACT	DET
vezet	leads	vezet	lear	V;INDF;IND;SG;3;PRS;FIN;ACT	PROPN
legfőbb	corte	fő	corte	ADJ;NOM;RL;SG	N
legfőbb	suprema	fő	suprema	ADJ;NOM;RL;SG	N
legfőbb	supremo	fő	supremo	ADJ;NOM;RL;SG	N
közösségi	comunidade	közösségi	comunidade	ADJ;NOM;SG	N
hang	son	hang	ser	N;NOM;SG	V
hang	de	hang	de	N;NOM;SG	ADP
hang	parece	hang	parecer	N;NOM;SG	V
hang	a	hang	o	N;NOM;SG	DET
szocialista	socialista	szocialista	socialista		ADJ
vallás	relixioso	vallás	relixioso	N;NOM;SG	ADJ
vallás	relixiosa	vallás	relixioso	N;NOM;SG	ADJ
keletre	este	keletr	este	N;ON+ALL;SG	DET
keletre	do	keletr	do	N;ON+ALL;SG	PROPN
keletre	próximo	keletr	próximo	N;ON+ALL;SG	ADJ
tour	xira	tour	xira		N
barna	brown	bar	brown		PROPN
barna	marróns	bar	marrón		N
barna	marrón	bar	marrón		N
barna	claro	bar	claro		ADJ
pénzügyi	finanzas	pénzügyi	finanzas	ADJ;NOM;SG	PROPN
titkos	segredo	titkos	segredo		N
titkos	secreto	titkos	secreto		N
titkos	secreta	titkos	secreta		N
pierre	pierre	pierre	pierre		PROPN
régió	do	régió	do	N;NOM;SG	PROPN
régió	sudeste	régió	sudeste	N;NOM;SG	PROPN
keletkezett	neuronas	keletkezett	neurona	V;INDF;IND;SG;3;PST;FIN;ACT	N
magasság	altura	magasság	altura		N
meghatározott	con	meghatározott	con	V;INDF;IND;SG;3;PST;FIN;ACT	ADP
átlagos	media	átlagos	media	ADJ;NOM;SG	N
átlagos	medio	átlagos	medio	ADJ;NOM;SG	N
átlagos	de	átlagos	de	ADJ;NOM;SG	ADP
átlagos	mediocre	átlagos	mediocre	ADJ;NOM;SG	N
egyenes	en	egyenes	en		ADP
egyenes	directo	egyenes	directo		ADJ
egyenes	dereito	egyenes	dereito		N
egyenes	directa	egyenes	directo		ADJ
lassan	ou	lassú	ou	ADJ;FRML;SG	CONJ
lassan	frean	lassú	frear	ADJ;FRML;SG	V
lassan	vagar	lassú	vagar	ADJ;FRML;SG	V
lassan	lentamente	lassú	lentamente	ADJ;FRML;SG	ADV
lassan	despacio	lassú	despacio	ADJ;FRML;SG	ADV
lassan	modo	lassú	modo	ADJ;FRML;SG	N
lassan	pouco	lassú	pouco	ADJ;FRML;SG	ADV
lassan	a	lassú	o	ADJ;FRML;SG	DET
családok	as	családok	o	N;NOM;PL	DET
nőtt	medrei	nő	medrar	V;INDF;IND;SG;3;PST;FIN;ACT	ADV
nőtt	crecín	nő	crecín	V;INDF;IND;SG;3;PST;FIN;ACT	PROPN
nőtt	cando	nő	cando	V;INDF;IND;SG;3;PST;FIN;ACT	PRO
szóval	así	szó	así		ADV
szóval	que	szó	que		PRO
szóval	entón	szó	entón		ADV
szóval	tan	szó	tan		ADV
magazin	time	magazin	timir	N;NOM;SG	PROPN
esemény	de	esemény	de	N;NOM;SG	ADP
esemény	os	esemény	o	N;NOM;SG	DET
jakab	james	ja	jame		PROPN
hátsó	última	hátsó	último		ADJ
hátsó	fila	hátsó	fila		N
hátsó	parte	hátsó	parte		N
hátsó	traseira	hátsó	traseiro		N
ritka	pouco	ritka	pouco		ADV
képviselők	do	képviselő	do	N;NOM;PL	PROPN
kivéve	excepto	kivév	excepto		ADV
kivéve	só	kivév	só		ADV
kivéve	pero	kivév	pero		CONJ
kivéve	agás	kivév	agás		ADP
kivéve	menos	kivév	menos		ADV
svédország	suecia	svédország	suecia	N;NOM;SG	PROPN
jellegzetes	típico	jellegzetes	típico		ADJ
érték	canto	ők	canto	N;NOM;SG	PRO
kilenc	nove	kilenc	nove		N
kilenc	9	kilenc	9		NUM
mike	mike	mike	mikir		PROPN
szerelem	o	szerelem	o	N;NOM;SG	DET
moszkva	moscova	moszkva	moscovar		PROPN
kapcsolatot	conectarnos	kapcsolat	conectarno	N;ACC;SG	ADJ
időszak	a	időszak	o	N;NOM;SG	DET
jones	jones	jones	jone		PROPN
andrew	andrew	andrew	andrew		PROPN
dob	drum	dob	drum	V;INDF;IND;SG;3;PRS;FIN;ACT	N
dob	tambores	dob	tambor	V;INDF;IND;SG;3;PRS;FIN;ACT	N
dob	os	dob	o	V;INDF;IND;SG;3;PRS;FIN;ACT	DET
mondja	que	mond	que	V;DEF;IND;SG;3;PRS;FIN;ACT	PRO
írtam	escribiume	ír	escribiume	V;INDF;IND;SG;1;PST;FIN;ACT	PROPN
írtam	a	ír	o	V;INDF;IND;SG;1;PST;FIN;ACT	DET
napjainkban	hoxe	nap	hoxe	N;IN+ESS;PL	ADV
műhely	de	műhely	de	N;NOM;SG	ADP
műhely	mae	műhely	mae	N;NOM;SG	PROPN
műhely	choio	műhely	choio	N;NOM;SG	ADV
városok	nas	város	nas	N;NOM;PL	PROPN
szerződés	contrato	szerződés	contrato		N
színes	de	színes	de	N;NOM;SG	ADP
színes	de	színes	de	N;NOM;SG	ADP
színes	ser	színes	ser	N;NOM;SG	V
folyamatos	constante	folyamatos	constante		ADJ
folyamatos	continuo	folyamatos	continuo		ADJ
folyamatos	continua	folyamatos	continuo		ADJ
folyamatos	continuou	folyamatos	continuar		V
oktatási	educación	oktatási	educación	ADJ;NOM;SG	N
oktatási	a	oktatási	o	ADJ;NOM;SG	DET
walter	walter	walter	walter		PROPN
profi	profesionais	profi	profesional		N
profi	profesional	profi	profesional		ADJ
profi	un	profi	un		DET
tiszta	claro	tiszta	claro		ADJ
tiszta	clara	tiszta	claro		ADJ
tiszta	claras	tiszta	claro		ADJ
tiszta	puro	tiszta	puro		N
tiszta	pura	tiszta	puro		N
tiszta	puros	tiszta	puro		N
tiszta	limpa	tiszta	limpo		ADJ
tiszta	limpo	tiszta	limpo		ADJ
tiszta	limpar	tiszta	limpar		V
londoni	londres	londoni	londres		N
londoni	london	londoni	london		PROPN
szociális	social	szociális	social	N;NOM;SG	ADJ
szociális	sociais	szociális	social	N;NOM;SG	ADJ
maradtak	por	marad	por	V;INDF;IND;PL;3;PST;FIN;ACT	ADP
este	esta	este	este	ADV	DET
este	noite	este	noite	ADV	N
este	tarde	este	tarde	ADV	N
este	noite	este	noite	ADV	N
este	serán	este	ser	ADV	V
este	noites	este	noite	ADV	N
este	tardes	este	tarde	ADV	N
este	noite	este	noite	ADV	N
este	pola	este	pola	ADV	N
este	noites	este	noite	ADV	N
gray	gris	gray	gris		PROPN
szellemi	espiritual	szellemi	espiritual		ADJ
szellemi	senda	szellemi	senda		N
szellemi	mentais	szellemi	mental		N
szellemi	mental	szellemi	mental		ADJ
szellemi	intelectual	szellemi	intelectual		ADJ
ázsiai	asia	ázsiai	asia	ADJ;NOM;SG	PROPN
ázsiai	de	ázsiai	de	ADJ;NOM;SG	ADP
csillag	star	csillag	star	N;NOM;SG	V
per	por	per	por	N;NOM;SG	ADP
per	ao	per	ao	N;NOM;SG	PROPN
per	miligramos	per	miligrar	N;NOM;SG	V
per	cada	per	cada	N;NOM;SG	DET
esik	a	esik	o	V;INDF;IND;SG;3;PRS;FIN;ACT	DET
edward	eduardo	edward	eduardo		N
edward	edward	edward	edward		PROPN
szintű	nivel	szintű	nivel		N
fordult	volta	fordul	volta	V;INDF;IND;SG;3;PST;FIN;ACT	N
biztonsági	de	biztonsági	de	ADJ;NOM;SG	ADP
biztonsági	seguridade	biztonsági	seguridade	ADJ;NOM;SG	N
biztonsági	seguridade	biztonsági	seguridade	ADJ;NOM;SG	N
történelme	da	történelem	da	N;NOM;SG	V
jackson	jackson	jackson	jackson		PROPN
béke	paz	béke	paz		N
béke	a	béke	o		DET
könnyű	sinxelo	könnyű	sinxelo		ADJ
könnyű	fácil	könnyű	fácil		ADJ
könnyű	doado	könnyű	doado		ADJ
könnyű	calma	könnyű	calma		N
könnyű	acouguen	könnyű	acougar		PROPN
egyedi	único	egyedi	único		ADJ
egyedi	únicas	egyedi	único		ADJ
életben	vivos	élet	vivo	N;IN+ESS;SG	ADJ
életben	viva	élet	vivo	N;IN+ESS;SG	ADJ
életben	vivo	élet	vivo	N;IN+ESS;SG	ADJ
életben	con	élet	con	N;IN+ESS;SG	ADP
mester	o	mester	o	N;NOM;SG	DET
meglehetősen	bastante	meglehetős	bastante	ADJ;FRML;SG	ADV
eső	chove	eső	chove		V
eső	chuvia	eső	chuvia		N
eső	choiva	eső	choiva		N
eső	nos	eső	nos		PRO
eső	topásemos	eső	topásemo		V
eső	con	eső	con		ADP
eső	outras	eső	outro		DET
eső	razas	eső	raza		N
eső	chover	eső	chover		V
eső	a	eső	o		DET
kész	listos	kész	listo		V
kész	lista	kész	lista		N
kész	preparados	kész	preparar		N
kész	listo	kész	listo		N
kész	preparado	kész	preparado		N
kész	rematei	kész	rematar		V
kész	xa	kész	xa		ADV
kész	rematado	kész	rematar		V
kész	remate	kész	remate		PROPN
kész	acabado	kész	acabar		V
kész	rematar	kész	rematar		V
kész	rematou	kész	rematar		V
kész	remataches	kész	remataches		N
kész	fixen	kész	facer		V
kész	feito	kész	feito		N
kész	fixemos	kész	facer		V
kész	facer	kész	facer		V
kész	fixeches	kész	fixeche		V
digitális	dixital	digitális	dixital	N;NOM;SG	ADJ
óceán	océano	óceán	océano		N
óceán	océanos	óceán	océano		N
szerep	rol	szerep	rol	N;NOM;SG	PROPN
sikeresen	éxito	sikeres	éxito	ADJ;FRML;SG	N
sikeresen	éxito	sikeres	éxito	ADJ;FRML;SG	N
sikeresen	con	sikeres	con	ADJ;FRML;SG	ADP
párizsban	parís	párizs	parí	PROPN;IN+ESS;SG	PROPN
elektronikus	electrónica	elektronikus	electrónico	N;NOM;SG	ADJ
elektronikus	electrónico	elektronikus	electrónico	N;NOM;SG	ADJ
konkrét	específicas	konkrét	específico		ADJ
konkrét	específica	konkrét	específico		ADJ
konkrét	específico	konkrét	específico		ADJ
konkrét	concreto	konkrét	concreto		ADJ
konkrét	específicos	konkrét	específico		ADJ
start	a	start	o		DET
start	comezar	start	comezar		V
start	empezar	start	empezar		V
tartottak	reunión	tart	reunión	V;INDF;IND;PL;3;PST;FIN;ACT	N
tartottak	mans	tart	man	V;INDF;IND;PL;3;PST;FIN;ACT	N
tartottak	hoxe	tart	hoxe	V;INDF;IND;PL;3;PST;FIN;ACT	ADV
show	amosar	show	amosar		V
show	espectáculo	show	espectáculo		N
kezdete	comezando	kezdet	comezar	N;NOM;SG	V
kezdete	empezando	kezdet	empezar	N;NOM;SG	V
szoros	preto	szoros	preto		ADV
szigeten	island	sziget	island	N;ON+ESS;SG	PROPN
forma	figura	forma	figurar	N;NOM;SG	V
úszó	flotante	úszó	flotante		N
úszó	aboiando	úszó	aboiar		V
úszó	nadando	úszó	nadar		V
úszó	nadar	úszó	nadar		V
úszó	piscina	úszó	piscina		N
úszó	á	úszó	á		N
úszó	a	úszó	o		DET
úszó	nado	úszó	nacer		V
kanada	canadá	kanada	canadá	PROPN;NOM;SG	PROPN
egészségügyi	saúde	egészségügyi	saúde	ADJ;NOM;SG	N
egészségügyi	a	egészségügyi	o	ADJ;NOM;SG	DET
egészségügyi	health	egészségügyi	health	ADJ;NOM;SG	PROPN
támadás	atacar	támadás	atacar	N;NOM;SG	V
csendes	silencio	csendes	silencio		N
szerkesztője	de	szerkesztő	de	N;NOM;SG	ADP
tanított	ensináronnos	tanít	ensináronno	V;INDF;IND;SG;3;PST;FIN;ACT	N
tanított	que	tanít	que	V;INDF;IND;SG;3;PST;FIN;ACT	PRO
demokratikus	democrático	demokratikus	democrático	N;NOM;SG	ADJ
fele	a	fél	o	N;NOM;SG	DET
motor	en	motor	en	N;NOM;SG	ADP
motor	moto	motor	moto	N;NOM;SG	PROPN
motor	bici	motor	bici	N;NOM;SG	PROPN
idősebb	máis	idős	máis	ADJ;NOM;CMPR;SG	ADV
idősebb	vella	idős	vella	ADJ;NOM;CMPR;SG	N
idősebb	vello	idős	vello	ADJ;NOM;CMPR;SG	N
idősebb	os	idős	o	ADJ;NOM;CMPR;SG	DET
idősebb	ancián	idős	ancián	ADJ;NOM;CMPR;SG	N
idősebb	sexa	idős	ser	ADJ;NOM;CMPR;SG	V
idősebb	maiores	idős	maior	ADJ;NOM;CMPR;SG	N
idősebb	crecen	idős	crecer	ADJ;NOM;CMPR;SG	V
televízió	a	televízió	o	N;NOM;SG	DET
televízió	da	televízió	da	N;NOM;SG	V
televízió	tv	televízió	tv	N;NOM;SG	PROPN
kísérleti	experimental	kísérleti	experimental		ADJ
unió	unión	unió	unión	PROPN;NOM;SG	N
unió	sindicato	unió	sindicato	PROPN;NOM;SG	N
unió	sindicalista	unió	sindicalista	PROPN;NOM;SG	N
unió	sindical	unió	sindical	PROPN;NOM;SG	N
unió	do	unió	do	PROPN;NOM;SG	PROPN
chris	chris	chris	chris		PROPN
háttér	de	háttér	de	N;NOM;SG	ADP
báró	barón	báró	barón		N
báró	ao	báró	ao		PROPN
módszer	os	módszer	o	N;NOM;SG	DET
férfiak	os	férfi	o	N;NOM;PL	DET
okozott	causa	okoz	causa	V;INDF;IND;SG;3;PST;FIN;ACT	N
korszak	era	korsz	ser	N;NOM;SG	V
negatív	negativo	negatív	negativo		ADJ
dolgozik	a	dolgozik	o	V;INDF;IND;SG;3;PRS;FIN;ACT	DET
dolgozik	traballo	dolgozik	traballo	V;INDF;IND;SG;3;PRS;FIN;ACT	N
különös	curioso	különös	curioso		ADJ
különös	estraño	különös	estraño		ADJ
különös	estraña	különös	estraña		ADJ
különös	extraño	különös	extraño		ADJ
különös	moi	különös	moi		ADV
különös	rara	különös	raro		ADJ
különös	raro	különös	raro		ADJ
elért	independencia	elért	independencia		N
előtte	de	előtte	de		ADP
előtte	antes	előtte	antes		ADV
mindegyik	todo	mindegyik	todo		DET
mindegyik	todos	mindegyik	todo		DET
mindegyik	todas	mindegyik	todo		DET
mindegyik	entre	mindegyik	entre		ADP
mindegyik	cada	mindegyik	cada		DET
mindegyik	uns	mindegyik	un		DET
mindegyik	un	mindegyik	un		DET
tanulmányok	estudar	tanulmány	estudar	N;NOM;PL	V
tanulmányok	estudamos	tanulmány	estudar	N;NOM;PL	V
kapcsolat	coñecidos	kapcsolat	coñecer	N;NOM;SG	V
kapcsolat	en	kapcsolat	en	N;NOM;SG	ADP
kapcsolat	con	kapcsolat	con	N;NOM;SG	ADP
kapcsolat	podo	kapcsolat	podar	N;NOM;SG	V
kapcsolat	contactar	kapcsolat	contactar	N;NOM;SG	V
utazott	por	utazik	por	V;INDF;IND;SG;3;PST;FIN;ACT	ADP
juan	juan	juan	juan		PROPN
fent	sobre	fent	sobre		ADP
fent	ascende	fent	ascender		V
fent	por	fent	por		ADP
fent	riba	fent	riba		ADV
fent	da	fent	da		V
fent	enriba	fent	enriba		ADV
fent	arriba	fent	arriba		ADV
fent	arriba	fent	arriba		ADV
