del	del	del	del	ADP;MASC;SG	PROPN;ANIM;NOM;MASC;SG
interior	vnútra	interior	vnútro	N;MASC;SG	N;NOM;NEUT;PL
plata	strieborný	plata	strieborný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
plata	strieborná	plata	strieborný	N;FEM;SG	ADJ;NOM;FEM;SG
lemmon	lemmon	lemmon	lemmon	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
japón	japonsko	japón	japonsko	N;MASC;SG	
japón	japonsku	japón	japonsko	N;MASC;SG	ADV
control	ovládať	control	ovládať	N;MASC;SG	V;IPFV;POS;NFIN
control	kontrolovať	control	kontrolovať	N;MASC;SG	V;IPFV;POS;NFIN
consejo	poradiť	consejo	poradiť	N;MASC;SG	V;PFV;POS;NFIN
consejo	rady	consejo	rada	N;MASC;SG	N;NOM;FEM;PL
consejo	rady	consejo	rada	N;MASC;SG	N;NOM;FEM;PL
menor	menšie	menor	malý	ADJ;SG	ADV;CMPR
menor	menšie	menor	malý	ADJ;SG	ADV;CMPR
seis	šesť	seis	šesť	NUM;PL	NUM;NOM;NEUT;SG
seis	six	seis	six	NUM;PL	
libre	volne	libre	volna	ADJ;SG	N;NOM;FEM;SG
libre	free	libre	free	ADJ;SG	
valle	údolia	valle	údolie	N;MASC;SG	N;NOM;NEUT;PL
festival	slávnosti	festival	slávnosť	N;MASC;SG	N;NOM;FEM;PL
trata	obchodovanie	tratar	obchodovanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
principalmente	najmä	principalmente	najmä	ADV	PART
david	dávid	david	dávid	PROPN	N;ANIM;NOM;MASC;SG
david	david	david	david	PROPN	PROPN;ANIM;NOM;MASC;SG
castillo	castle	castillo	castľa	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
castillo	castillo	castillo	castillo	N;MASC;SG	
publicado	uverejnil	publicado	uverejniť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
publicado	pridal	publicado	pridať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
publicado	posta	publicado	posta	ADJ;MASC;SG;V.PTCP	INTJ
cantante	singer	cantante	singer	N;SG	PROPN;ANIM;NOM;MASC;SG
referencia	referenčné	referencia	referenčný	N;FEM;SG	ADJ;NOM;NEUT;SG
referencia	referencie	referencia	referencia	N;FEM;SG	N;NOM;FEM;PL
inglaterra	england	inglaterra	england	PROPN	
inglaterra	anglicko	inglaterra	anglicko	PROPN	ADV
inglaterra	anglicka	inglaterra	anglicko	PROPN	N;NOM;FEM;SG
resto	odpočinúť	resto	odpočinúť	N;MASC;SG	V;PFV;POS;NFIN
editorial	redakčné	editorial	redakčný	N;FEM;SG	ADJ;NOM;NEUT;SG
deporte	športový	deporte	športový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
deporte	sport	deporte	sport	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
deporte	športové	deporte	športový	N;MASC;SG	ADJ;NOM;NEUT;SG
deporte	športová	deporte	športový	N;MASC;SG	ADJ;NOM;FEM;SG
deporte	športy	deporte	šport	N;MASC;SG	N;INAN;NOM;MASC;PL
deporte	športové	deporte	športový	N;MASC;SG	ADJ;NOM;NEUT;SG
saint	svätá	saint	svätý	N;MASC	ADJ;NOM;FEM;SG
saint	svätý	saint	svätý	N;MASC	ADJ;ANIM;NOM;MASC;SG
saint	saint	saint	saint	N;MASC	PROPN;ANIM;NOM;MASC;SG
espacio	medzery	espacio	medzer	N;MASC;SG	N;NOM;FEM;PL
espacio	priestory	espacio	priestor	N;MASC;SG	N;INAN;NOM;MASC;PL
espacio	space	espacio	space	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
asociación	partnerstva	asociación	partnerstvo	N;FEM;SG	N;NOM;NEUT;PL
asociación	asociácie	asociación	asociácia	N;FEM;SG	N;NOM;FEM;PL
hija	dcera	hija	dcera	N;FEM;SG	PROPN;NOM;FEM;SG
acción	akcie	acción	akcia	N;FEM;SG	N;NOM;FEM;PL
acción	akčné	acción	akčný	N;FEM;SG	ADJ;NOM;NEUT;SG
blanco	ciele	blanco	cieľ	ADJ;MASC;SG	N;INAN;NOM;MASC;PL
blanco	white	blanco	whit	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
blanco	bielo	blanco	bielo	ADJ;MASC;SG	ADV
blanco	prázdna	blanco	prázdno	ADJ;MASC;SG	N;NOM;FEM;SG
blanco	cieľ	blanco	cieľ	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
blanco	target	blanco	target	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
blanco	blanco	blanco	blanco	ADJ;MASC;SG	
profesional	profesionálne	profesional	profesionálny	ADJ;SG	ADV
profesional	profesionál	profesional	profesionál	ADJ;SG	N;ANIM;NOM;MASC;SG
principios	zásada	principio	zásada	N;MASC;PL	N;NOM;FEM;SG
principios	princípe	principio	princíp	N;MASC;PL	N;INAN;NOM;MASC;SG
principios	princíp	principio	princíp	N;MASC;PL	N;INAN;NOM;MASC;SG
imperio	ríše	imperio	ríša	N;MASC;SG	N;NOM;FEM;PL
imperio	empire	imperio	empir	N;MASC;SG	
ganó	vyhrali	ganar	vyhrať	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
ganó	won	ganar	won	V;IND;SG;3;PST;FIN	PROPN;ANIM;NOM;MASC;SG
dicho	povedal	dicho	povedať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
dicho	povedalo	dicho	povedať	ADJ;MASC;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
dicho	povedala	dicho	povedať	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
investigación	výskumné	investigación	výskumný	N;FEM;SG	ADJ;NOM;NEUT;SG
investigación	výskumy	investigación	výskum	N;FEM;SG	N;INAN;NOM;MASC;PL
estar	bytia	estar	byť	V;NFIN	N;NOM;NEUT;SG
estar	byť	estar	byť	V;NFIN	V;IPFV;POS;NFIN
estar	bytosť	estar	bytosť	V;NFIN	N;NOM;FEM;SG
from	zo	from	z	N	ADP;GEN
from	od	from	od	N	ADP;GEN
problemas	problem	problema	problem	N;MASC;PL	INTJ
problemas	problém	problema	problém	N;MASC;PL	N;INAN;NOM;MASC;SG
problemas	problému	problema	problém	N;MASC;PL	N;INAN;GEN;MASC;SG
favor	prosim	favor	prosim	N;MASC;SG	INTJ
favor	poprosím	favor	poprosiť	N;MASC;SG	V;PFV;IND;SG;1;POS;PRS;FIN
favor	prosím	favor	prosiť	N;MASC;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
favor	uprednostňovať	favor	uprednostňovať	N;MASC;SG	V;IPFV;POS;NFIN
actividad	aktivity	actividad	aktivita	N;FEM;SG	N;NOM;FEM;PL
joven	mladé	joven	mladý	N;SG	ADJ;NOM;NEUT;SG
joven	mladí	joven	mladý	N;SG	ADJ;ANIM;NOM;MASC;PL
joven	young	joven	young	N;SG	PROPN;ANIM;NOM;MASC;SG
joven	mladá	joven	mladý	N;SG	ADJ;NOM;FEM;SG
formación	školenia	formación	školenie	N;FEM;SG	N;NOM;NEUT;PL
incluyendo	vrátane	incluir	vrátane	V;V.MSDR	ADV
incluyendo	včítane	incluir	včítane	V;V.MSDR	ADV
planta	rastlín	planta	rastlina	N;FEM;SG	N;GEN;FEM;PL
planta	rastliny	planta	rastlina	N;FEM;SG	N;NOM;FEM;PL
planta	rastliny	planta	rastlina	N;FEM;SG	N;NOM;FEM;PL
planta	rastlín	planta	rastlina	N;FEM;SG	N;GEN;FEM;PL
planta	podlahové	planta	podlahový	N;FEM;SG	ADJ;NOM;NEUT;SG
montañas	hora	montaña	hora	N;FEM;PL	N;NOM;FEM;SG
montañas	horský	montaña	horský	N;FEM;PL	ADJ;ANIM;NOM;MASC;SG
montañas	horské	montaña	horský	N;FEM;PL	ADJ;NOM;NEUT;PL
ronda	ronda	ronda	ronda	N;FEM;SG	
ronda	okrúhle	ronda	okrúhle	N;FEM;SG	ADJ;NOM;NEUT;PL
ronda	okrúhly	ronda	okrúhly	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
ronda	kola	ronda	kolo	N;FEM;SG	N;NOM;NEUT;PL
clase	triedy	clase	trieda	N;FEM;SG	N;NOM;FEM;PL
especialmente	obzvlášť	especialmente	obzvlášť	ADV	PART
especialmente	obzvlášť	especialmente	obzvlášť	ADV	PART
especialmente	najmä	especialmente	najmä	ADV	PART
oficina	kancelárie	oficina	kancelária	N;FEM;SG	N;NOM;FEM;PL
oficina	kancelárske	oficina	kancelársky	N;FEM;SG	ADJ;NOM;NEUT;PL
oficina	pracovne	oficina	pracovne	N;FEM;SG	N;NOM;FEM;PL
pasó	prešli	pasar	prejsť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
estaban	boli	estar	byť	V;IND;PL;3;IPFV;FIN	V;IPFV;MASC;PL;POS;PST;V.PTCP
longitud	dĺžky	longitud	dĺžka	N;FEM;SG	N;NOM;FEM;PL
políticos	politika	político	politika	N;MASC;PL	N;NOM;FEM;SG
políticos	politike	político	politika	N;MASC;PL	N;DAT;FEM;SG
deportivo	deportivo	deportivo	deportivo	ADJ;MASC;SG	N;NOM;NEUT;SG
deportivo	šport	deportivo	šport	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
deportivo	športy	deportivo	šport	ADJ;MASC;SG	N;INAN;NOM;MASC;PL
arquitectura	architektúry	arquitectura	architektúra	N;FEM;SG	N;NOM;FEM;PL
creación	vytvára	creación	vytvárať	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
barrio	okolia	barrio	okolie	N;MASC;SG	N;NOM;NEUT;PL
argentino	argentínsky	argentino	argentínsky	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
argentino	argentínska	argentino	argentínsky	N;MASC;SG	ADJ;NOM;FEM;SG
olímpicos	olympijské	olímpico	olympijský	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
olímpicos	olympic	olímpico	olympica	ADJ;MASC;PL	PROPN;ANIM;NOM;MASC;SG
jorge	jorge	jorge	jorga	PROPN	PROPN;ANIM;NOM;MASC;SG
jorge	george	jorge	georga	PROPN	PROPN;ANIM;NOM;MASC;SG
razas	plemeno	raza	plemeno	N;FEM;PL	N;NOM;NEUT;SG
academia	academy	academia	academ	N;FEM;SG	N;NOM;FEM;PL
academia	akadémie	academia	akadémia	N;FEM;SG	N;NOM;FEM;PL
jefe	šéfe	jefe	šéf	N;MASC;SG	INTJ
jefe	boss	jefe	boss	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
defensa	obrany	defensa	obrana	N;SG	N;NOM;FEM;PL
características	charakteristika	característica	charakteristika	N;FEM;PL	N;NOM;FEM;SG
amor	amor	amor	amor	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
amor	love	amor	lov	N;MASC;SG	
amor	lásky	amor	láska	N;MASC;SG	N;NOM;FEM;PL
amor	milovať	amor	milovať	N;MASC;SG	V;IPFV;POS;NFIN
fuente	zdrojový	fuente	zdrojový	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
fuente	fontány	fuente	fontána	N;FEM;SG	N;NOM;FEM;PL
fuente	fuente	fuente	fuent	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
nuevos	nová	nuevo	nový	ADJ;MASC;PL	ADJ;NOM;FEM;SG
nuevos	nove	nuevo	nový	ADJ;MASC;PL	N;NOM;FEM;PL
nuevos	nový	nuevo	nový	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
nuevos	nové	nuevo	nový	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
nuevos	novinka	nuevo	novinka	ADJ;MASC;PL	N;NOM;FEM;SG
martín	martín	martín	martina	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
martín	martin	martín	martin	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
nombrado	menom	nombrado	menom	ADJ;MASC;SG;V.PTCP	N;INS;NEUT;SG
nombrado	vymenovaní	nombrado	vymenovanie	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
ellas	ony	él	ona	PRO;FEM;PL;3	N;NOM;MASC;PL
derechos	autorských	derecho	autorský	N;MASC;PL	ADJ;GEN;MASC;PL
interés	úroky	interés	úrok	N;MASC;SG	N;INAN;NOM;MASC;PL
series	séria	serie	séria	N;FEM;PL	N;NOM;FEM;SG
series	rad	serie	rad	N;FEM;PL	N;INAN;NOM;MASC;SG
series	sériu	serie	séria	N;FEM;PL	N;ACC;FEM;SG
texto	textový	texto	textový	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
capacidad	kapacity	capacidad	kapacita	N;FEM;SG	N;NOM;FEM;PL
capacidad	schopnosti	capacidad	schopný	N;FEM;SG	N;NOM;FEM;PL
capacidad	spôsobilosti	capacidad	spôsobilosť	N;FEM;SG	N;NOM;FEM;PL
capacidad	schopnosti	capacidad	schopný	N;FEM;SG	N;NOM;FEM;PL
artes	umení	arte	umenie	N;PL	N;NOM;NEUT;SG
artes	umenie	arte	umenie	N;PL	N;NOM;NEUT;SG
artes	výstroj	arte	výstroj	N;PL	N;NOM;FEM;SG
artes	výstroja	arte	výstroj	N;PL	N;INAN;GEN;MASC;SG
artes	výstroj	arte	výstroj	N;PL	N;NOM;FEM;SG
artes	výstroja	arte	výstroj	N;PL	N;INAN;GEN;MASC;SG
participó	zúčastnili	participar	zúčastniť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
cantidad	množstva	cantidad	množstvo	N;FEM;SG	N;NOM;NEUT;PL
cantidad	množstvá	cantidad	množstvo	N;FEM;SG	N;NOM;NEUT;PL
fuentes	fuentes	fuente	fuentes	N;FEM;PL	N;ANIM;NOM;MASC;SG
vista	vista	visto	vista	ADJ;FEM;SG;V.PTCP	N;INAN;NOM;MASC;SG
vista	výhľad	visto	výhľad	ADJ;FEM;SG;V.PTCP	N;INAN;NOM;MASC;SG
vista	zobraziť	visto	zobraziť	ADJ;FEM;SG;V.PTCP	V;PFV;POS;NFIN
vista	pohľad	visto	pohľad	ADJ;FEM;SG;V.PTCP	N;INAN;NOM;MASC;SG
vista	zobrazenie	visto	zobrazenie	ADJ;FEM;SG;V.PTCP	N;NOM;NEUT;SG
luz	ľahký	luz	ľahký	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
luz	svetla	luz	svetlo	N;FEM;SG	N;NOM;NEUT;PL
luz	luz	luz	luz	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
baja	baja	baja	baj	N;FEM;SG	PROPN;NOM;FEM;SG
baja	nízko	baja	nízko	N;FEM;SG	ADV
baja	nízke	baja	nízka	N;FEM;SG	N;INAN;NOM;MASC;PL
baja	low	baja	low	N;FEM;SG	
paz	paz	paz	paz	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
paz	peace	paz	peace	N;FEM;SG	INTJ
tercer	tretích	tercero	tretí	ADJ;MASC;SG	ADJ;ANIM;GEN;MASC;PL
tercer	tretina	tercero	tretina	ADJ;MASC;SG	N;NOM;FEM;SG
vuelta	vrátiť	vuelta	vrátiť	N;FEM;SG	V;PFV;POS;NFIN
noche	večer	noche	večer	N;FEM;SG	ADV
noche	večerný	noche	večerný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
noche	večerné	noche	večerný	N;FEM;SG	ADJ;NOM;NEUT;SG
noche	večerná	noche	večerný	N;FEM;SG	ADJ;NOM;FEM;SG
noche	nočná	noche	nočný	N;FEM;SG	ADJ;NOM;FEM;SG
noche	nočné	noche	nočný	N;FEM;SG	ADJ;NOM;NEUT;SG
muestra	vzorky	mostrar	vzorka	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
muestra	vzorku	mostrar	vzork	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
muestra	vzorka	mostrar	vzorka	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
muestra	ukážka	mostrar	ukážka	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
muestra	relácie	mostrar	relácia	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
rusia	ruské	rusia	ruský	N;FEM;SG	ADJ;NOM;NEUT;SG
rusia	ruská	rusia	ruský	N;FEM;SG	ADJ;NOM;FEM;SG
rusia	ruskej	rusia	ruský	N;FEM;SG	ADJ;GEN;FEM;SG
rusia	rusky	rusia	rusky	N;FEM;SG	ADV
rusia	ruský	rusia	ruský	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
rusia	rus	rusia	rus	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
personal	personal	personal	personať	ADJ;SG	N;INAN;NOM;MASC;SG
personal	zamestnanci	personal	zamestnanec	ADJ;SG	N;ANIM;NOM;MASC;PL
personal	personál	personal	personál	ADJ;SG	N;INAN;NOM;MASC;SG
personal	personálne	personal	personálne	ADJ;SG	ADV
personal	zamestnanci	personal	zamestnanec	ADJ;SG	N;ANIM;NOM;MASC;PL
personal	personál	personal	personál	ADJ;SG	N;INAN;NOM;MASC;SG
robert	robert	robert	robert	PROPN	PROPN;ANIM;NOM;MASC;SG
robert	róbert	robert	róbert	PROPN	N;ANIM;NOM;MASC;SG
aeropuerto	letiskové	aeropuerto	letiskový	N;MASC;SG	ADJ;NOM;NEUT;SG
aeropuerto	letiska	aeropuerto	letisko	N;MASC;SG	N;NOM;NEUT;PL
apoyo	support	apoyo	support	N;MASC;SG	INTJ
apoyo	podporiť	apoyo	podporiť	N;MASC;SG	V;PFV;POS;NFIN
apoyo	podporovať	apoyo	podporovať	N;MASC;SG	V;IPFV;POS;NFIN
semana	tyzden	semana	tyzden	N;FEM;SG	INTJ
propia	vlastniť	propio	vlastniť	ADJ;FEM;SG	V;PFV;POS;NFIN
pacífico	tichomorských	pacífico	tichomorský	ADJ;MASC;SG	ADJ;GEN;MASC;PL
pacífico	pacific	pacífico	pacific	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
roma	rím	roma	rím	N;SG	PROPN;INAN;NOM;MASC;SG
roma	rómov	roma	róm	N;SG	N;INAN;GEN;MASC;PL
roma	rómovia	roma	róm	N;SG	N;ANIM;NOM;MASC;PL
roma	rómske	roma	rómsky	N;SG	ADJ;NOM;NEUT;SG
roma	roma	roma	rom	N;SG	PROPN;ANIM;NOM;MASC;SG
diseño	design	diseño	design	N;MASC;SG	INTJ
diseño	navrhnúť	diseño	navrhnúť	N;MASC;SG	V;PFV;POS;NFIN
negro	neger	negro	neger	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
negro	čiernu	negro	čierny	ADJ;MASC;SG	N;ACC;FEM;SG
negro	black	negro	black	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
negro	negro	negro	negro	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
negro	černoch	negro	černý	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
camino	cestná	camino	cestný	N;MASC;SG	ADJ;NOM;FEM;SG
camino	cestný	camino	cestný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
camino	road	camino	road	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
camino	camino	camino	camino	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ayuda	pomôžte	ayuda	pomôcť	N;FEM;SG	V;PFV;IMP;PL;2;POS;FIN
ayuda	pomôže	ayuda	pomôcť	N;FEM;SG	V;PFV;IND;SG;3;POS;PRS;FIN
ayuda	pomôcť	ayuda	pomôcť	N;FEM;SG	V;PFV;POS;NFIN
podría	moze	poder	moz	V;COND;SG;3;FIN	
podría	mohla	poder	môcť	V;COND;SG;3;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
podría	mohol	poder	môcť	V;COND;SG;3;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
podría	mohli	poder	môcť	V;COND;SG;3;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
podría	mohlo	poder	môcť	V;COND;SG;3;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
causa	spôsobiť	causa	spôsobiť	N;FEM;SG	V;PFV;POS;NFIN
causa	spôsobuje	causa	spôsobovať	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
causa	príčiny	causa	príčina	N;FEM;SG	N;NOM;FEM;PL
causa	príčin	causa	príčina	N;FEM;SG	N;GEN;FEM;PL
horario	hodín	horario	hodiny	N;MASC;SG	N;GEN;FEM;PL
horario	hodiny	horario	hodina	N;MASC;SG	N;NOM;FEM;PL
horario	rozvrh	horario	rozvrh	N;MASC;SG	N;NOM;FEM;PL
horario	naplánovať	horario	naplánovať	N;MASC;SG	V;POS;NFIN
ciencias	vedu	ciencia	veda	N;FEM;PL	N;ACC;FEM;SG
ciencias	veda	ciencia	veda	N;FEM;PL	N;NOM;FEM;SG
últimos	posledným	último	posledný	ADJ;MASC;PL	ADJ;INS;NEUT;SG
últimos	posledný	último	posledný	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
últimos	naposledy	último	naposledy	ADJ;MASC;PL	ADV
últimos	posledná	último	posledný	ADJ;MASC;PL	N;NOM;FEM;SG
últimos	posledné	último	posledný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
últimos	najnovšie	último	mový	ADJ;MASC;PL	ADV;RL
últimos	posledné	último	posledný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
últimos	najnovší	último	nový	ADJ;MASC;PL	ADJ;ANIM;NOM;RL;MASC;SG
tamaño	veľkosti	tamaño	veľkosť	N;MASC;SG	N;NOM;FEM;PL
nacimiento	narodenia	nacimiento	narodenie	N;MASC;SG	N;NOM;NEUT;PL
nada	nic	nada	nic	PRO;SG	INTJ
nada	nič	nada	nič	PRO;SG	PRO;NOM;NEUT;SG
nada	nada	nada	nada	PRO;SG	PROPN;ANIM;NOM;MASC;SG
etapa	fázy	etapa	fáza	N;FEM;SG	N;NOM;FEM;PL
actualidad	súčasné	actualidad	súčasný	N;FEM;SG	ADJ;NOM;NEUT;SG
actualidad	aktuálna	actualidad	aktuálny	N;FEM;SG	ADJ;NOM;FEM;SG
actualidad	súčasný	actualidad	súčasný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
actualidad	aktuálne	actualidad	aktuálny	N;FEM;SG	ADV
actualidad	aktuálny	actualidad	aktuálny	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
actualidad	aktuálna	actualidad	aktuálny	N;FEM;SG	ADJ;NOM;FEM;SG
actualidad	aktuálny	actualidad	aktuálny	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
pequeño	small	pequeño	small	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pequeño	malých	pequeño	malý	ADJ;MASC;SG	N;ANIM;GEN;MASC;PL
pequeño	málo	pequeño	málo	ADJ;MASC;SG	ADV
pequeño	maly	pequeño	maly	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
santo	santo	santo	santo		PROPN;INAN;NOM;MASC;SG
santo	svätá	santo	svätý		ADJ;NOM;FEM;SG
santo	svätý	santo	svätý		ADJ;ANIM;NOM;MASC;SG
santo	sväté	santo	svätý		ADJ;NOM;NEUT;SG
santo	svätá	santo	svätý		ADJ;NOM;FEM;SG
santo	svätý	santo	svätý		ADJ;ANIM;NOM;MASC;SG
santo	saint	santo	saint		PROPN;ANIM;NOM;MASC;SG
santo	svätec	santo	svätec		N;ANIM;NOM;MASC;SG
lópez	lópez	lópez	lópez	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lópez	lopez	lópez	lopez	N;MASC;SG	PROPN;NOM;FEM;SG
dios	boh	dios	boh	INTJ	N;ANIM;NOM;MASC;SG
dios	boha	dios	boh	INTJ	N;ANIM;ACC;MASC;SG
presente	prítomnosť	presente	prítomnosť	ADJ;SG	N;NOM;FEM;SG
presente	prezentovať	presente	prezentovať	ADJ;SG	V;IPFV;POS;NFIN
presente	darček	presente	darček	ADJ;SG	N;INAN;NOM;MASC;SG
australia	austrálie	australia	austrálie	N;FEM;SG	N;NOM;FEM;PL
qué	čo	qué	čo	PRO;SG	PRO;NOM;NEUT;SG
qué	co	qué	c	PRO;SG	INTJ
qué	aké	qué	aký	PRO;SG	DET;NOM;NEUT;SG
pablo	pavol	pablo	pavol	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pablo	paul	pablo	paul	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pablo	pavla	pablo	pavnúť	N;MASC;SG	PROPN;ANIM;ACC;MASC;SG
pablo	pablo	pablo	pabnúť	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
relaciones	vztah	relación	vztah	N;FEM;PL	N;INAN;NOM;MASC;SG
relaciones	vzťahu	relación	vzťah	N;FEM;PL	N;INAN;DAT;MASC;SG
relaciones	vzťah	relación	vzťah	N;FEM;PL	N;INAN;NOM;MASC;SG
compuesto	zlúčenina	compuesto	zlúčenina	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
partes	časti	parte	časť	N;FEM;PL	N;DAT;FEM;SG
text	textový	text	textový	N	ADJ;INAN;NOM;MASC;SG
diversos	rozličné	diverso	rozličný	PRO;MASC;PL	ADJ;NOM;NEUT;SG
diversos	rôzne	diverso	rôzny	PRO;MASC;PL	ADJ;NOM;NEUT;SG
militares	armáda	militar	armáda	N;PL	N;NOM;FEM;SG
militares	vojsko	militar	vojsko	N;PL	N;NOM;NEUT;SG
militares	vojenský	militar	vojenský	N;PL	ADJ;ANIM;NOM;MASC;SG
militares	vojenské	militar	vojenský	N;PL	ADJ;NOM;NEUT;SG
torre	torre	torre	torre	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
torre	tower	torre	tower	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
dado	daný	dar	daný	V;MASC;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG
dado	vzhľadom	dar	vzhľad	V;MASC;SG;PST;V.PTCP	N;INAN;INS;MASC;SG
dado	dané	dar	daný	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dado	daná	dar	daň	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
actividades	činnosť	actividad	činnosť	N;FEM;PL	N;NOM;FEM;SG
nacionales	národný	nacional	národný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
nacionales	vnútroštátne	nacional	vnútroštátne	ADJ;PL	ADV
nacionales	národná	nacional	národný	ADJ;PL	ADJ;NOM;FEM;SG
nacionales	vnútroštátna	nacional	vnútroštátny	ADJ;PL	ADJ;NOM;FEM;SG
nacionales	národné	nacional	národný	ADJ;PL	ADJ;NOM;NEUT;SG
nuevas	nová	nuevo	nový	ADJ;FEM;PL	ADJ;NOM;FEM;SG
nuevas	nove	nuevo	nový	ADJ;FEM;PL	N;NOM;FEM;PL
nuevas	nový	nuevo	nový	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
nuevas	nové	nuevo	nový	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
nuevas	novinka	nuevo	novinka	ADJ;FEM;PL	N;NOM;FEM;SG
sencillo	jednoduche	sencillo	jednoduch	ADJ;MASC;SG	
sencillo	single	sencillo	singľa	ADJ;MASC;SG	N;INAN;NOM;MASC;PL
sencillo	ľahko	sencillo	ľahko	ADJ;MASC;SG	ADV
sencillo	easy	sencillo	eas	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
participación	zúčastnené	participación	zúčastnený	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
