die	os	die	o	DET;DEF	PRO;ACC;MASC;PL;3
geheel	totalidade	geheel	totalidade	ADV	N;FEM;SG
viii	viii	viii	viier		ADJ;MASC;SG
ton	toneladas	ton	tonelada	N;SG	N;FEM;PL
ton	toneladas	ton	tonelada	N;SG	N;FEM;PL
nes	nest	nes	nest		N;MASC;SG
nes	ninho	nes	ninho		N;MASC;SG
nes	ninhos	nes	ninho		N;MASC;PL
spaans	castelhano	spaans	castelhano		N;MASC;SG
spaans	espanhola	spaans	espanhola		N;FEM;SG
spaans	espanhóis	spaans	espanhol		N;MASC;PL
spaans	espanhol	spaans	espanhol		N;MASC;SG
joubert	joubert	joubert	joubert		N;MASC;SG
gevolglik	resultante	gevolglik	resultante	ADV	ADJ;MASC;SG
gevolglik	resultando	gevolglik	resultar	ADV	V;V.MSDR
pierre	pierre	pierre	pierre		N;MASC;SG
midde	meados	midde	meado	N;SG	N;MASC;PL
midde	médio	midde	médio	N;SG	ADJ;MASC;SG
midde	meio	midde	meio	N;SG	ADV
midde	meados	midde	meado	N;SG	N;MASC;PL
publiek	públicas	publiek	público	N;SG	N;FEM;PL
publiek	públicos	publiek	público	N;SG	N;MASC;PL
turkye	turquia	turky	turquia		N;FEM;SG
godsdiens	religiões	godsdiens	religião	N;SG	N;FEM;PL
golf	acenar	golf	acenar	N;SG	V;NFIN
natuurlik	curso	natuurlik	curso		N;MASC;SG
omstandighede	circunstância	omstandigheid	circunstância	N;PL	N;FEM;SG
mooi	linda	mooi	linda		ADJ;FEM;SG
mooi	bonito	mooi	bonito		ADJ;MASC;SG
mooi	bonita	mooi	bonito		ADJ;FEM;SG
mooi	pretty	mooi	pretty		N;MASC;SG
predikante	clero	predikant	clero	N;PL	N;MASC;SG
direk	directa	direk	directo		N;FEM;SG
direk	direta	direk	direto		ADJ;FEM;SG
direk	diretos	direk	direto		N;MASC;PL
direk	direct	direk	direct		N;MASC;SG
direk	direto	direk	direto		N;MASC;SG
verwant	relacionados	verwant	relacionar		V;MASC;PL;V.PTCP
verwant	relacionada	verwant	relacionar		V;FEM;SG;V.PTCP
verwant	relacionadas	verwant	relacionar		V;FEM;PL;V.PTCP
verwant	relacionado	verwant	relacionar		V;MASC;SG;V.PTCP
gregorius	gregory	gregorius	gregory		N;MASC;SG
gregorius	gregório	gregorius	gregório		N;MASC;SG
ontdekking	descobertas	ontdekking	descobrir	N;SG	V;FEM;PL;V.PTCP
wilhelm	wilhelm	wilhelm	wilhelm		N;MASC;SG
wilhelm	guilherme	wilhelm	guilherme		N;MASC;SG
soortgelyk	semelhante	soortgelyk	semelhante		ADJ;MASC;SG
soortgelyk	sósia	soortgelyk	sósia		N;MASC;SG
soortgelyk	semelhantes	soortgelyk	semelhante		ADJ;MASC;PL
bietjie	pequeno	bietjie	pequeno	DET	ADJ;MASC;SG
bietjie	pouco	bietjie	pouco	DET	ADV
bietjie	pequena	bietjie	pequeno	DET	ADJ;FEM;SG
bietjie	little	bietjie	little	DET	N;MASC;SG
amsterdam	amsterdão	amsterdam	amsterdão		N;MASC;SG
amsterdam	amsterdam	amsterdam	amsterdar		N;MASC;PL
amsterdam	amesterdão	amsterdam	amesterdão		N;MASC;SG
amsterdam	amsterdã	amsterdam	amsterdã		N;MASC;SG
siekte	doenças	siekte	doença	N;SG	N;FEM;PL
siekte	doenças	siekte	doença	N;SG	N;FEM;PL
afrikaner	afrikaner	afrikaner	afrikaner		N;MASC;SG
bywoning	presenças	bywoning	presença	N;SG	N;FEM;PL
professionele	professional	professioneel	professional	ADJ;NOM	N;MASC;SG
professionele	profissionais	professioneel	profissional	ADJ;NOM	N;MASC;PL
professionele	profissional	professioneel	profissional	ADJ;NOM	N;MASC;SG
mediese	médica	medies	médico	ADJ;NOM	N;FEM;SG
mediese	medico	medies	medico	ADJ;NOM	N;MASC;SG
mediese	medicina	medies	medicina	ADJ;NOM	N;FEM;SG
mediese	médicos	medies	médico	ADJ;NOM	N;MASC;PL
uitvoerende	executivo	uitvoer	executivo	ADJ;NOM	N;MASC;SG
uitvoerende	executivos	uitvoer	executivo	ADJ;NOM	N;MASC;PL
uitvoerende	executiva	uitvoer	executivo	ADJ;NOM	N;FEM;SG
getrou	casou	trou	casar	ADV	V;IND;SG;3;PST;FIN
getrou	casada	trou	casado	ADV	N;FEM;SG
getrou	casado	trou	casado	ADV	N;MASC;SG
getrou	casados	trou	casado	ADV	N;MASC;PL
kolonies	colonização	kolonies	colonização	N;PL	N;FEM;SG
toegang	acessar	toegang	acessar	N;SG	V;NFIN
toegang	acessos	toegang	acesso	N;SG	N;MASC;PL
suidoos	sudeste	suidoos	sudeste		N;MASC;SG
phil	phil	phil	phil		N;MASC;SG
teken	empate	teken	empate	V;PRS	N;MASC;SG
teken	sorteio	teken	sorteio	V;PRS	N;MASC;SG
teken	assine	teken	assine	V;PRS	INTJ
teken	signo	teken	signo	V;PRS	N;MASC;SG
teken	sinal	teken	sinal	V;PRS	N;MASC;SG
skaars	mal	skaars	mal	V;PRS	ADV
skaars	raros	skaars	raro	V;PRS	ADJ;MASC;PL
skaars	rara	skaars	raro	V;PRS	ADJ;FEM;SG
skaars	raras	skaars	raro	V;PRS	ADJ;FEM;PL
skaars	raro	skaars	raro	V;PRS	ADJ;MASC;SG
ooit	ever	ooit	ever	ADV	N;MASC;SG
ierse	irlandeses	ierse	irlandês	DET;DEF	N;MASC;PL
ierse	irish	ierse	irish	DET;DEF	N;MASC;SG
ierse	irlandesa	ierse	irlandesa	DET;DEF	N;FEM;SG
ierse	irlandês	ierse	irlandês	DET;DEF	N;MASC;SG
suster	sister	suster	sister		N;MASC;SG
suster	irmã	suster	irmã		N;FEM;SG
piet	piet	piet	piet		N;MASC;SG
myl	quilómetros	myl	quilómetro	N;SG	N;MASC;PL
myl	milhas	myl	milha	N;SG	N;FEM;PL
eens	once	eens	once	ADV	N;MASC;SG
tegnologie	tecnologia	tegnologie	tecnologia		N;FEM;SG
tegnologie	tecnologias	tegnologie	tecnologia		N;FEM;PL
verby	beyond	verby	beyond	ADP	N;MASC;SG
verby	além	verby	além	ADP	ADV
verby	passou	verby	passar	ADP	V;IND;SG;3;PST;FIN
marais	marais	marais	maral		N;MASC;SG
christus	cristo	christus	cristo		N;MASC;SG
portugal	portugal	portugal	portugal		N;MASC;SG
afsonderlike	separe	afsonderlik	separe	ADJ;NOM	V;SBJV;SG;3;PRS;FIN
afsonderlike	separado	afsonderlik	separar	ADJ;NOM	V;MASC;SG;V.PTCP
afsonderlike	separados	afsonderlik	separar	ADJ;NOM	V;MASC;PL;V.PTCP
afsonderlike	separar	afsonderlik	separar	ADJ;NOM	V;NFIN
vliegtuig	aviões	vliegtuig	avião	N;SG	N;MASC;PL
vliegtuig	aeronaves	vliegtuig	aeronave	N;SG	N;FEM;PL
gauteng	gauteng	gauteng	gauteng		N;MASC;SG
genaamd	nomeada	genaamd	nomear		V;FEM;SG;V.PTCP
genaamd	nomeado	genaamd	nomear		V;MASC;SG;V.PTCP
onderkant	fundo	onderkant	fundo		N;MASC;SG
onderkant	bottom	onderkant	bottom		N;MASC;SG
vas	firma	vas	firma	ADV	N;FEM;SG
vas	firme	vas	firme	ADV	ADJ;FEM;SG
vas	firmeza	vas	firmeza	ADV	N;FEM;SG
vas	firmes	vas	firme	ADV	ADJ;MASC;PL
manlike	macho	manlik	macho	ADJ;NOM	N;MASC;SG
manlike	masculino	manlik	masculino	ADJ;NOM	N;MASC;SG
mars	marte	mars	marte		N;MASC;SG
mars	mars	mars	mar		N;MASC;SG
beaufort	beaufort	beaufort	beaufort	PROPN;SG	N;MASC;SG
privaat	private	privaat	private	ADJ;NOM	N;MASC;SG
aktief	adjectivo	aktief	adjectivo	ADV	N;MASC;SG
aktief	ativo	aktief	ativo	ADV	ADJ;MASC;SG
aktief	activo	aktief	activo	ADV	ADJ;MASC;SG
aktief	ativa	aktief	ativo	ADV	ADJ;FEM;SG
aktief	activa	aktief	activo	ADV	ADJ;FEM;SG
aktief	ativos	aktief	ativo	ADV	N;MASC;PL
aktief	ablativo	aktief	ablativo	ADV	ADJ;MASC;SG
aktief	acusativo	aktief	acusativo	ADV	ADJ;MASC;SG
aktief	atividades	aktief	atividade	ADV	N;FEM;PL
aktief	actividades	aktief	actividade	ADV	N;FEM;PL
abraham	abraham	abraham	abrahar		N;MASC;SG
abraham	abraão	abraham	abraão		N;MASC;SG
spyte	despeito	spyte	despeito	N;PL	ADV
benedictus	benedict	benedictus	benedict		N;MASC;SG
benedictus	bento	benedictus	bento		N;MASC;SG
eindig	pontas	eindig	ponta		N;FEM;PL
eindig	termina	eindig	terminar		V;IND;SG;3;PRS;FIN
eindig	extremidades	eindig	extremidade		N;FEM;PL
eindig	encerrando	eindig	encerrar		V;V.MSDR
eindig	terminando	eindig	terminar		V;V.MSDR
tegniese	técnicos	tegnies	técnico	ADJ;NOM	N;MASC;PL
tegniese	técnico	tegnies	técnico	ADJ;NOM	N;MASC;SG
tegniese	técnica	tegnies	técnica	ADJ;NOM	N;FEM;SG
nag	noite	nag	noite	V;PRS	N;FEM;SG
nag	night	nag	night	V;PRS	N;MASC;SG
hans	hans	hans	haver		N;MASC;SG
bedek	tampas	bedek	tampa	V;PRS	N;FEM;PL
bedek	covers	bedek	cover	V;PRS	N;FEM;PL
bedek	coberturas	bedek	cobertura	V;PRS	N;FEM;PL
bedek	capas	bedek	capa	V;PRS	N;FEM;PL
koue	frio	koud	frio	V;PRS	N;MASC;SG
koue	cold	koud	cold	V;PRS	N;MASC;SG
koue	frios	koud	frio	V;PRS	N;MASC;PL
koue	fria	koud	fria	V;PRS	N;FEM;SG
via	via	via	via	ADP	N;FEM;SG
bespreek	livro	bespreek	livro	V;PRS	N;MASC;SG
bespreek	livros	bespreek	livro	V;PRS	N;MASC;PL
bespreek	reserva	bespreek	reserva	V;PRS	N;FEM;SG
ben	ben	ben	ben		N;MASC;SG
droë	seca	droog	seca	V;PRS	N;FEM;SG
droë	secos	droog	seco	V;PRS	N;MASC;PL
droë	secas	droog	seca	V;PRS	N;FEM;PL
droë	seco	droog	seco	V;PRS	ADJ;MASC;SG
bestudeer	estudo	bestudeer	estudo	V;PRS	N;MASC;SG
olie	óleos	olie	óleos	N;SG	N;MASC;PL
twaalf	twelve	twaalf	twelver	NUM	N;MASC;SG
stof	poeiras	stof	poeira	N;SG	N;FEM;PL
kommersiële	comerciais	kommersieel	comercial	ADJ;NOM	N;MASC;PL
primêre	primária	primêr	primária	ADJ;NOM	N;FEM;SG
primêre	primário	primêr	primário	ADJ;NOM	N;MASC;SG
primêre	primárias	primêr	primária	ADJ;NOM	N;FEM;PL
primêre	primários	primêr	primário	ADJ;NOM	N;MASC;PL
jode	judeus	jode	judeu	N;SG	N;MASC;PL
persiese	persa	persies	persa	ADJ;NOM	N;MASC;SG
persiese	persas	persies	persa	ADJ;NOM	N;MASC;PL
helder	brilhante	helder	brilhante		ADJ;MASC;SG
helder	bright	helder	bright		N;MASC;SG
helder	brilhantes	helder	brilhante		N;MASC;PL
rio	rio	rio	rio	PROPN;SG	N;MASC;SG
toekoms	futuras	toekoms	futuro	N;SG	ADJ;FEM;PL
toekoms	futuros	toekoms	futuro	N;SG	ADJ;MASC;PL
boonste	superior	boonste	alto		ADJ;MASC;SG
boonste	upper	boonste	upper		N;MASC;SG
duisende	milhares	duisende	milhar	PRO	N;MASC;PL
geslag	sexos	geslag	sexo	N;SG	N;MASC;PL
geslag	gêneros	geslag	gênero	N;SG	N;MASC;PL
graf	grave	graf	grave	N;SG	ADJ;MASC;SG
air	ar	air	ar		N;MASC;SG
air	air	air	air		N;MASC;SG
item	item	item	item		N;MASC;SG
korea	coréia	korea	coréia	PROPN;SG	N;MASC;SG
korea	korea	korea	korea	PROPN;SG	N;MASC;SG
korea	coreia	korea	coreia	PROPN;SG	N;FEM;SG
basiese	básicas	basies	básico	ADJ;NOM	N;FEM;PL
basiese	básicas	basies	básico	ADJ;NOM	N;FEM;PL
basiese	básica	basies	básico	ADJ;NOM	N;FEM;SG
basiese	basic	basies	basic	ADJ;NOM	N;MASC;SG
basiese	básicos	basies	básico	ADJ;NOM	N;MASC;PL
benodig	need	benodig	need	V;PRS	N;MASC;SG
benodig	preciso	benodig	preciso	V;PRS	ADJ;MASC;SG
benodig	necessidade	benodig	necessidade	V;PRS	N;FEM;SG
benodig	obrigatório	benodig	obrigatório	V;PRS	ADJ;MASC;SG
benodig	necessária	benodig	necessário	V;PRS	ADJ;FEM;SG
benodig	necessário	benodig	necessário	V;PRS	ADJ;MASC;SG
germaanse	germânica	germaans	germânico	ADJ;NOM	N;FEM;SG
germaanse	germânicos	germaans	germânico	ADJ;NOM	N;MASC;PL
mond	bocas	mond	boca	N;SG	N;FEM;PL
unesco	unesco	unesco	unesco	ADP	N;FEM;SG
united	unidas	united	unida		N;FEM;PL
united	unida	united	unida		V;FEM;SG;V.PTCP
united	united	united	united		N;MASC;SG
united	unidos	united	unido		N;MASC;PL
paulus	paulo	paulus	paulo		N;MASC;SG
paulus	paul	paulus	paul		N;MASC;SG
house	casa	hous	casa	PROPN;SG	N;FEM;SG
gunste	favor	gun	favor		N;MASC;SG
gunste	favorecer	gun	favorecer		V;NFIN
aktiwiteite	acontecimento	aktiwiteit	acontecimento	N;PL	N;MASC;SG
aktiwiteite	evento	aktiwiteit	evento	N;PL	N;MASC;SG
konflik	conflitos	konflik	conflito	N;SG	N;MASC;PL
gemeenskaplike	common	gemeenskaplik	common	ADJ;NOM	N;MASC;SG
inkomste	receitas	inkomste	receita	N;SG	N;FEM;PL
inkomste	proveitos	inkomste	proveito	N;SG	N;MASC;PL
inkomste	rendimentos	inkomste	rendimento	N;SG	N;MASC;PL
inkomste	receitas	inkomste	receita	N;SG	N;FEM;PL
pretorius	pretorius	pretorius	pretorir		N;MASC;SG
karoo	karoo	karoo	karoo		N;MASC;SG
ligte	light	lig	light	ADJ;NOM	N;MASC;SG
ligte	luz	lig	luz	ADJ;NOM	N;FEM;SG
ligte	leve	lig	levar	ADJ;NOM	V;SBJV;SG;3;PRS;FIN
ligte	ligeira	lig	ligeira	ADJ;NOM	N;FEM;SG
andries	andries	andries	andrie		N;MASC;SG
mosambiek	moçambique	mosambiek	moçambique	PROPN;SG	N;MASC;SG
blomme	flores	blomm	flor	N;SG	N;FEM;PL
tuiste	vivos	tuiste	vivo	N;SG	N;MASC;PL
tuiste	vivendo	tuiste	viver	N;SG	V;V.MSDR
tuiste	viver	tuiste	viver	N;SG	V;NFIN
johann	johann	johann	johann		N;MASC;SG
verwante	relacionados	verwant	relacionar	ADJ;NOM	V;MASC;PL;V.PTCP
verwante	relacionada	verwant	relacionar	ADJ;NOM	V;FEM;SG;V.PTCP
verwante	relacionadas	verwant	relacionar	ADJ;NOM	V;FEM;PL;V.PTCP
verwante	relacionado	verwant	relacionar	ADJ;NOM	V;MASC;SG;V.PTCP
sport	esportes	sport	esporte	N;SG	N;MASC;PL
sport	desportos	sport	desporto	N;SG	N;MASC;PL
selfstandige	independent	selfstandig	independent	ADJ;NOM	N;MASC;SG
selfstandige	independentes	selfstandig	independente	ADJ;NOM	N;MASC;PL
beroemde	celebridade	beroem	celebridade	ADJ;NOM	N;FEM;SG
beroemde	celebridades	beroem	celebridade	ADJ;NOM	N;FEM;PL
twintig	twenty	twintig	twenty	NUM	N;MASC;SG
berig	story	berig	story		N;MASC;SG
berig	história	berig	história		N;FEM;SG
coetzee	coetzee	coetzee	coetzee		N;MASC;SG
ford	ford	ford	ford		N;FEM;SG
jongste	último	jonk	último		ADJ;MASC;SG
jongste	últimas	jonk	último		ADJ;FEM;PL
jongste	last	jonk	last		N;MASC;SG
jongste	últimos	jonk	último		ADJ;MASC;PL
jongste	última	jonk	último		ADJ;FEM;SG
jongste	últimos	jonk	último		ADJ;MASC;PL
jongste	últimas	jonk	último		ADJ;FEM;PL
berge	montanhas	berg	montanha	V;PRS	N;FEM;PL
lange	lange	lank	lange	ADJ;NOM	N;MASC;SG
saamgesmelt	derretida	saamsmelt	derreter	V;PST;V.PTCP	N;FEM;SG
kommunistiese	comunistas	kommunisties	comunista	ADJ;NOM	N;MASC;PL
daniel	daniel	daniel	daniel		N;MASC;SG
eric	eric	eric	eric		N;MASC;SG
voel	feel	voel	feel		N;MASC;SG
voel	sentir	voel	sentir		V;NFIN
voel	sente	voel	sentir		V;IND;SG;3;PRS;FIN
voel	sinta	voel	sinta		V;SBJV;SG;3;PRS;FIN
voel	sente	voel	sentir		V;IND;SG;3;PRS;FIN
voel	sentimento	voel	sentimento		N;MASC;SG
voel	sentindo	voel	sentir		V;V.MSDR
voel	sensação	voel	sensação		N;FEM;SG
voel	feeling	voel	feeling		N;MASC;SG
optrede	comportamentos	optrede	comportamento	N;SG	N;MASC;PL
optrede	comportamentos	optrede	comportamento	N;SG	N;MASC;PL
outonome	autónomo	outonome	autónomo	V;PRS	ADJ;MASC;SG
outonome	autônomo	outonome	autônomo	V;PRS	N;MASC;SG
outonome	autónoma	outonome	autónomo	V;PRS	N;FEM;SG
outonome	autônoma	outonome	autônomo	V;PRS	ADJ;FEM;SG
opvoedkundige	educacionais	opvoedkundig	educacional	ADJ;NOM	N;MASC;PL
opvoedkundige	educação	opvoedkundig	educação	ADJ;NOM	N;FEM;SG
vliegtuie	avião	vliegtuig	avião	N;PL	N;MASC;SG
vliegtuie	aeronave	vliegtuig	aeronave	N;PL	N;FEM;SG
effens	mal	effens	mal		ADV
effens	levemente	effens	levemente		ADV
effens	ligeiramente	effens	ligeiramente		ADV
vaste	enlatados	vas	enlatar	PRO	V;MASC;PL;V.PTCP
vaste	conservas	vas	conserva	PRO	N;FEM;PL
vaste	rígida	vas	rígido	PRO	ADJ;FEM;SG
vaste	rígidos	vas	rígido	PRO	ADJ;MASC;PL
vaste	rígidas	vas	rígido	PRO	ADJ;FEM;PL
vaste	rígido	vas	rígido	PRO	N;MASC;SG
vaste	rigidez	vas	rigidez	PRO	N;FEM;SG
soria	soria	soria	ser		N;FEM;SG
transvaalse	transvaal	transvaals	transvaal	N;PL	N;MASC;SG
fokus	focus	fokus	focu	V;PRS	N;MASC;SG
fokus	foco	fokus	foco	V;PRS	N;MASC;SG
been	osso	been	osso		N;MASC;SG
been	ossos	been	osso		N;MASC;PL
been	bone	been	bone		N;MASC;SG
geklassifiseer	confidencial	klassifiseer	confidencial	V;PST;V.PTCP	ADJ;MASC;SG
jacques	jacques	jacque	jacque		N;MASC;SG
gevaar	perigos	gevaar	perigo		N;MASC;PL
gevaar	perigo	gevaar	perigo		N;MASC;SG
kroon	coroa	kroon	coroa		N;FEM;SG
kroon	crown	kroon	crown		N;MASC;SG
finland	finlândia	finland	finlândia		N;FEM;SG
finland	finlandia	finland	finlandia		N;FEM;SG
mee	mee	mee	mee		N;MASC;SG
mee	com	mee	com		ADP
altesaam	por	altesaam	por	DET	ADP
altesaam	para	altesaam	para	DET	ADP
presies	exatamente	presies	exatamente		ADV
presies	exactamente	presies	exactamente		ADV
presies	exatos	presies	exato		N;MASC;PL
presies	exato	presies	exato		N;MASC;SG
presies	exata	presies	exato		ADJ;FEM;SG
presies	exatas	presies	exato		N;FEM;PL
beplan	planejou	beplan	planejar	V;PRS	V;IND;SG;3;PST;FIN
carl	carlos	carl	carlo	PROPN;SG	N;MASC;SG
carl	carl	carl	carl	PROPN;SG	N;MASC;SG
vallei	vale	vallei	valer	N;SG	V;IND;SG;3;PRS;FIN
hede	presentes	hede	presente	N;PL	ADJ;MASC;PL
hede	presente	hede	presente	N;PL	ADJ;MASC;SG
adam	adão	adam	adão		N;MASC;SG
adam	adam	adam	adar		N;MASC;SG
profiel	profile	profiel	profilir		N;MASC;SG
profiel	perfil	profiel	perfil		N;MASC;SG
bygedra	estampagem	bydra	estampagem	V;PST;V.PTCP	N;FEM;SG
sosialistiese	socialistas	sosialisties	socialista	ADJ;NOM	N;MASC;PL
sosialistiese	socialista	sosialisties	socialista	ADJ;NOM	N;MASC;SG
ondersteuning	apoios	ondersteuning	apoio	N;SG	N;MASC;PL
aansienlik	substancialmente	aansienlik	substancialmente		ADV
hertzog	hertzog	hertzog	hertzog		N;MASC;SG
minute	acta	minute	actar	N;PL	N;FEM;SG
oprigting	construções	oprigting	construção	N;SG	N;FEM;PL
biblioteek	biblioteca	biblioteek	biblioteca	V;PRS	N;FEM;SG
kandidaat	candidatos	kandidaat	candidato	N;SG	N;MASC;PL
suksesvolle	sucesso	suksesvol	sucesso	ADJ;NOM	N;MASC;SG
eet	comendo	eet	comer	N;SG	V;V.MSDR
eet	comer	eet	comer	N;SG	V;NFIN
litause	lituano	litaus	lituano	ADJ;NOM	N;MASC;SG
litause	lituânia	litaus	lituânia	ADJ;NOM	N;FEM;SG
litause	lituanos	litaus	lituano	ADJ;NOM	N;MASC;PL
angola	angola	angola	angola	PROPN;SG	N;FEM;SG
angola	mongólia	angola	mongólia	PROPN;SG	N;FEM;SG
parameter	parâmetro	parameter	parâmetro		N;MASC;SG
parameter	parâmetros	parameter	parâmetro		N;MASC;PL
christiaan	christiaan	christiaan	christiaan		N;MASC;SG
christiaan	christian	christiaan	christian		N;MASC;SG
christiaan	cristã	christiaan	cristã		N;FEM;SG
christiaan	cristiano	christiaan	cristiano		N;MASC;SG
christiaan	cristão	christiaan	cristão		N;MASC;SG
christiaan	cristãos	christiaan	cristão		N;MASC;PL
suiwer	puras	suiwer	puro		ADJ;FEM;PL
suiwer	pura	suiwer	puro		ADJ;FEM;SG
suiwer	puro	suiwer	puro		ADJ;MASC;SG
suiwer	puros	suiwer	puro		ADJ;MASC;PL
suiwer	pure	suiwer	por		N;MASC;SG
middelburg	middelburg	middelburg	middelburg		N;MASC;SG
smit	smit	smit	smit		N;MASC;SG
wikimedia	wikimedia	wikimedia	wikimedia		N;MASC;SG
sesde	seis	sesde	seis	ADJ;NOM	NUM
sesde	six	sesde	six	ADJ;NOM	N;MASC;SG
oxford	oxford	oxford	oxford	PROPN;SG	N;MASC;SG
hongarye	hungria	hongarye	hungria	N;PL	N;FEM;SG
getref	bate	tref	bater	V;PST;V.PTCP	V;IND;SG;3;PRS;FIN
getref	hit	tref	hit	V;PST;V.PTCP	N;MASC;SG
temperature	temperaturas	temperature	temperatura	N;SG	N;FEM;PL
washington	washington	washington	washington		N;MASC;SG
ere	honra	ere	honra	ADP	N;FEM;SG
ere	honor	ere	honor	ADP	N;MASC;SG
vereis	obrigatório	vereis	obrigatório	V;PRS	ADJ;MASC;SG
vereis	necessária	vereis	necessário	V;PRS	ADJ;FEM;SG
vereis	necessário	vereis	necessário	V;PRS	ADJ;MASC;SG
hout	madeiras	hout	madeira	N;SG	N;FEM;PL
skerp	afiada	skerp	afiar		V;FEM;SG;V.PTCP
skerp	sharp	skerp	sharp		N;MASC;SG
skerp	afiados	skerp	afiado		V;MASC;PL;V.PTCP
skerp	afiado	skerp	afiar		V;MASC;SG;V.PTCP
sydney	sidney	sydney	sidney	PROPN;SG	N;MASC;SG
sydney	sydney	sydney	sydney	PROPN;SG	N;MASC;SG
dier	animais	dier	animal	N;SG	N;MASC;PL
rig	directa	rig	directo	V;PRS	N;FEM;SG
rig	direta	rig	direto	V;PRS	ADJ;FEM;SG
rig	diretos	rig	direto	V;PRS	N;MASC;PL
rig	direct	rig	direct	V;PRS	N;MASC;SG
rig	direto	rig	direto	V;PRS	N;MASC;SG
vry	livre	vry	livre		ADJ;MASC;SG
vry	grátis	vry	grátis		N;MASC;SG
vry	free	vry	free		N;MASC;SG
vry	gratuito	vry	gratuito		ADJ;MASC;SG
wiskundige	matemático	wiskundig	matemático	ADJ;NOM	N;MASC;SG
arabies	árabe	arabies	árabe	PROPN;SG	N;MASC;SG
arabies	árabes	arabies	árabe	PROPN;SG	N;MASC;PL
kimberley	kimberley	kimberley	kimberley	PROPN;SG	N;MASC;SG
kritiek	críticas	kritiek	crítica	N;SG	N;FEM;PL
kritiek	critica	kritiek	criticar	N;SG	V;IND;SG;3;PRS;FIN
kritiek	críticos	kritiek	crítico	N;SG	N;MASC;PL
alfred	alfredo	alfred	alfredo	PROPN;SG	N;MASC;SG
alfred	alfred	alfred	alfred	PROPN;SG	N;MASC;SG
boer	valete	boer	valete		N;MASC;SG
boer	jack	boer	jack		N;MASC;SG
onderrig	explicações	onderrig	explicação	N;SG	N;FEM;PL
harry	henrique	harry	henrique	V;PRS	N;MASC;SG
harry	harry	harry	harry	V;PRS	N;MASC;SG
voordeel	benefícios	voordeel	benefício	N;SG	N;MASC;PL
voordeel	beneficiar	voordeel	beneficiar	N;SG	V;NFIN
gees	gees	gees	gees	N;SG	N;MASC;PL
toets	teste	toets	teste	V;PRS	N;MASC;SG
toets	ensaio	toets	ensaio	V;PRS	N;MASC;SG
toets	ensaios	toets	ensaio	V;PRS	N;MASC;PL
toets	teste	toets	teste	V;PRS	N;MASC;SG
toets	testes	toets	teste	V;PRS	N;MASC;PL
toets	ensaio	toets	ensaio	V;PRS	N;MASC;SG
kontak	contacto	kontak	contacto	V;PRS	N;MASC;SG
kontak	contato	kontak	contato	V;PRS	N;MASC;SG
aangepas	costume	aanpas	costume	V;PST;V.PTCP	N;MASC;SG
vriende	friends	vriend	friend	N;PL	N;MASC;SG
oorsese	ultramarinos	oorsee	ultramarino	ADJ;NOM	N;MASC;PL
oorsese	ultramar	oorsee	ultramar	ADJ;NOM	N;MASC;SG
union	union	union	union		N;MASC;SG
union	união	union	união		N;FEM;SG
les	les	les	les		N;MASC;SG
les	leslie	les	leslie		N;MASC;SG
jack	valete	jack	valete		N;MASC;SG
jack	jack	jack	jack		N;MASC;SG
tsaar	czar	tsaar	czar		N;MASC;SG
burgerlike	cívico	burgerlik	cívico	ADJ;NOM	N;MASC;SG
burgerlike	cívica	burgerlik	cívico	ADJ;NOM	N;FEM;SG
burgerlike	civic	burgerlik	civic	ADJ;NOM	N;MASC;SG
aanvalle	ataca	aanval	atacar	N;PL	V;IND;SG;3;PRS;FIN
font	fonte	font	fonte		N;FEM;SG
botswana	botswana	botswana	botswano	PROPN;SG	N;MASC;SG
botswana	botsuana	botswana	botsuano	PROPN;SG	N;FEM;SG
televisie	televisão	televisie	televisão		N;FEM;SG
dadelik	imediato	dadelik	imediato	ADV	N;MASC;SG
omring	cercados	omring	cercado		V;MASC;PL;V.PTCP
omring	cercada	omring	cercar		V;FEM;SG;V.PTCP
omring	rodeada	omring	rodear		V;FEM;SG;V.PTCP
omring	rodeado	omring	rodear		V;MASC;SG;V.PTCP
omring	cercado	omring	cercar		V;MASC;SG;V.PTCP
onderteken	assine	onderteken	assine	V;PRS	INTJ
onderteken	signo	onderteken	signo	V;PRS	N;MASC;SG
onderteken	sinal	onderteken	sinal	V;PRS	N;MASC;SG
voorganger	predecessor	voorganger	predecessor	V;PRS	N;MASC;SG
voorganger	antecessora	voorganger	antecessora	V;PRS	N;FEM;SG
voorganger	antecessor	voorganger	antecessor	V;PRS	N;MASC;SG
sending	missão	sending	missão		N;FEM;SG
sending	missao	sending	missao		N;FEM;SG
sending	mission	sending	mission		N;MASC;SG
american	americano	american	americano		N;MASC;SG
american	americanos	american	americano		N;MASC;PL
american	american	american	american		N;MASC;SG
american	americana	american	americana		N;FEM;SG
nelson	nelson	nelson	nelson	PROPN;SG	N;MASC;SG
verbied	nego	verbied	nego	V;PRS	N;MASC;SG
marie	marie	marie	marie		N;FEM;SG
marie	maria	marie	maria		N;FEM;SG
islamitiese	islâmica	islamities	islâmico	ADJ;NOM	N;FEM;SG
islamitiese	islâmicos	islamities	islâmico	ADJ;NOM	N;MASC;PL
islamitiese	islâmicas	islamities	islâmico	ADJ;NOM	N;FEM;PL
wysig	edit	wysig	edit	V;PRS	N;MASC;SG
wysig	mudança	wysig	mudança	V;PRS	N;FEM;SG
