את	你	את	你	PART;ACC	PRO;2
גדוד	營	גדוד	營	PROPN	N
אמור	說	אמור	說	ADJ;MASC;SG	V
אמור	應	אמור	應	ADJ;MASC;SG	V
אלון	橡樹	אלון	橡樹	PROPN	N
אלון	橡木	אלון	橡木	PROPN	N
אלון	橡	אלון	橡	PROPN	N
אלון	櫟	אלון	櫟	PROPN	N
מדע	科學	מדע	科學		N
הסביבה	環境	הסביב	環境	V;FEM;SG;3;PST;ACT	N
אפריל	四	אפריל	四	PROPN	NUM
אפריל	四	אפריל	四	PROPN	NUM
חום	棕	חום	棕		N
חום	褐	חום	褐		N
חום	布朗	חום	布朗		PROPN
חום	brown	חום	brown		
חום	棕色	חום	棕色		N
חום	熱	חום	熱		PART
חום	熱火	חום	熱火		N
חום	加熱	חום	加熱		V
חום	熱力	חום	熱力		N
חום	熱量	חום	熱量		N
חום	發燒	חום	發燒		V
חום	發熱	חום	發熱		V
חום	溫暖	חום	溫暖		N
בטוח	安全	None	安全		N
בטוח	平安	None	平安		PROPN
מעורב	混合	מעורב	混合	ADJ;MASC;SG	V
וידאו	視訊	וידאו	視訊	PROPN	N
וידאו	影片	וידאו	影片	PROPN	N
חוזר	重復	חזר	重復	PROPN	N
נפוץ	通用	נפוץ	通用	V;MASC;SG;V.PTCP;MID	N
נפוץ	共同	נפוץ	共同	V;MASC;SG;V.PTCP;MID	ADV
יוסי	yossi	יוסי	yossi	PROPN	
לעמוד	站	עמד	站	V;NFIN;ACT	N
היצירה	創作	היצירה	創作	ADV	V
היצירה	創建	היצירה	創建	ADV	V
היצירה	創造	היצירה	創造	ADV	V
היצירה	建立	היצירה	建立	ADV	V
לאתר	定位	איתר	定位	V;NFIN;ACT	N
ואחרים	其他	ואחר	其他	PROPN	DET
צעירים	年輕	צעיר	年輕	N;MASC;PL	ADJ
צעירים	young	צעיר	young	N;MASC;PL	
שיתוף	共用	שיתוף	共用	N;MASC;SG	V
שיתוף	共享	שיתוף	共享	N;MASC;SG	V
שיתוף	分享	שיתוף	分享	N;MASC;SG	V
שיתוף	共用	שיתוף	共用	N;MASC;SG	V
שיתוף	共享	שיתוף	共享	N;MASC;SG	V
שיתוף	分享	שיתוף	分享	N;MASC;SG	V
שיתוף	share	שיתוף	share	N;MASC;SG	
מגדל	tower	מגדל	tower	PROPN	
מגדל	塔	מגדל	塔	PROPN	N
מגדל	塔台	מגדל	塔台	PROPN	N
הונגריה	匈牙利	הונגריה	匈牙利	PROPN	PROPN
מסכים	商定	הסכים	商定	V;MASC;SG;V.PTCP;ACT	
הסיבה	理由	הסיב	理由	V;FEM;SG;3;PST;ACT	N
הסיבה	理性	הסיב	理性	V;FEM;SG;3;PST;ACT	N
הסיבה	原因	הסיב	原因	V;FEM;SG;3;PST;ACT	N
אריאל	ariel	אריאל	ariel	PROPN	
פרשת	退休	פרשה	退休	N;FEM;SG	V
פרשת	退役	פרשה	退役	N;FEM;SG	V
כיבוש	征服	כיבוש	征服	N;MASC;SG	V
כיבוש	佔領	כיבוש	佔領	N;MASC;SG	V
שבועות	周	שבוע	周	N;MASC;PL	PROPN
קטנות	小型	קטן	小型	ADJ;FEM;PL	N
קטנות	小	קטן	小	ADJ;FEM;PL	PART
האגודה	結社	האגודה	結社	PROPN	V
האגודה	協會	האגודה	協會	PROPN	N
אליהו	elijah	אליהו	elijah	PROPN	
פרסום	出版	פרסום	出版	N;MASC;SG	V
פרסום	出版	פרסום	出版	N;MASC;SG	V
פרסום	張	פרסום	張	N;MASC;SG	PROPN
פרסום	post	פרסום	post	N;MASC;SG	
פרסום	張	פרסום	張	N;MASC;SG	PROPN
פרסום	發文	פרסום	發文	N;MASC;SG	V
פרסום	出版	פרסום	出版	N;MASC;SG	V
פרסום	發表	פרסום	發表	N;MASC;SG	V
דצמבר	十二	דצמבר	十二	PROPN	NUM
אהבה	愛	אהבה	愛	N;FEM;SG	V
אהבה	love	אהבה	love	N;FEM;SG	
השישי	第六	השישי	第六	PROPN	NUM
אדוארד	edward	אדוארד	edward	PROPN	
אוסקר	oscar	אוסקר	oscar	PROPN	
לשיר	唱	השיר	唱		N
לשיר	唱歌	השיר	唱歌		N
לשיר	歌唱	השיר	歌唱		N
שבוע	周	שבוע	周	N;MASC;SG	PROPN
הפרלמנט	國會	הפרלמנט	國會	PROPN	N
הפרלמנט	議會	הפרלמנט	議會	PROPN	N
פועלים	勞動	פועל	勞動	N;MASC;PL	V
כעת	現在	כעת	現在	ADV	N
מדוע	為何	מדוע	為何	ADV	
מדוע	為	מדוע	為	ADV	ADP
מדוע	為	מדוע	為	ADV	ADP
סיני	西奈	סיני	西奈	PROPN	PROPN
סיני	中文	סיני	中文	PROPN	N
סיני	漢	סיני	漢	PROPN	PROPN
סיני	華	סיני	華	PROPN	PROPN
שותף	合伙	שותף	合伙	N;MASC;SG	V
השחור	黑	השחור	黑		N
השחור	black	השחור	black		
השחור	黑色	השחור	黑色		N
השחור	黑人	השחור	黑人		N
צרפתי	法文	צרפתי	法文	PROPN	N
צרפתי	法	צרפתי	法	PROPN	PROPN
שלישית	第三	None	第三	ADV	NUM
קיימות	現存	קיים	現存	ADJ;FEM;PL	V
קיימות	現有	קיים	現有	ADJ;FEM;PL	V
פיקוד	命令	פיקוד	命令	N;MASC;SG	V
פיקוד	指揮	פיקוד	指揮	N;MASC;SG	V
מרטין	martin	מרטין	martin	PROPN	
מרטין	馬丁	מרטין	馬丁	PROPN	PROPN
יכולות	能力	יכול	能力	ADJ;FEM;PL	N
אמריקאית	美式	אמריקני	美式	ADV	N
יין	陰	יין	陰		N
יין	殷	יין	殷		PROPN
יין	酒	יין	酒		N
יין	葡萄	יין	葡萄		N
חייב	必須	חייב	必須	ADJ;MASC;SG	V
אחראי	負責	אחראי	負責	ADJ;MASC	V
מוסקבה	莫斯科	מוסקבה	莫斯科	PROPN	PROPN
הולנד	荷蘭	הולנד	荷蘭	PROPN	PROPN
הרוח	風	הרוח	風		N
מחקרים	研究	מחקר	研究	N;MASC;PL	V
מתאים	適當	התאים	適當	V;MASC;SG;V.PTCP;ACT	ADV
מתאים	合適	התאים	合適	V;MASC;SG;V.PTCP;ACT	ADJ
ברזיל	巴西	ברזיל	巴西	PROPN	PROPN
אישית	個人	אישית	個人	ADV	N
הארי	哈利	הארי	哈利	PROPN	PROPN
הארי	harry	הארי	harry	PROPN	
יחס	比	יחס	比	N;MASC;SG	ADP
ניהול	管理	ניהול	管理	N;MASC;SG	V
ניהול	管理	ניהול	管理	N;MASC;SG	V
ניהול	管理	ניהול	管理	N;MASC;SG	V
עיצוב	設計	עיצוב	設計	N;MASC;SG	V
המהפכה	革命	המהפכה	革命	PROPN	N
קצרה	簡短	קצר	簡短	ADV	ADJ
קצרה	短期	קצר	短期	ADV	N
קצרה	短	קצר	短	ADV	PART
קצרה	矮	קצר	矮	ADV	N
נשוי	已婚	נשוי	已婚		N
קליפורניה	加利福尼亞	קליפורניה	加利福尼亞	PROPN	PROPN
קליפורניה	加州	קליפורניה	加州	PROPN	PROPN
משתנה	變數	השתנה	變數	V;MASC;SG;V.PTCP	N
משתנה	可	השתנה	可	V;MASC;SG;V.PTCP	V
משתנה	更	השתנה	更	V;MASC;SG;V.PTCP	ADV
ציור	畫畫	ציור	畫畫	N;MASC;SG	V
ציור	畫畫	ציור	畫畫	N;MASC;SG	V
צריכה	需求	צריך	需求	ADJ;FEM;SG	N
צריכה	需要	צריך	需要	ADJ;FEM;SG	V
נמוכה	低低	נמוך	低低	ADJ;FEM;SG	N
נמוכה	低	נמוך	低	ADJ;FEM;SG	PART
ברוך	祝	ברוך	祝	PROPN	V
ברוך	有	ברוך	有	PROPN	V
קומיקס	漫畫	קומיקס	漫畫	PROPN	N
קומיקס	漫畫	קומיקס	漫畫	PROPN	N
מיוחדת	特別	מיוחד	特別	ADJ;FEM;SG	ADV
תום	tom	תום	tom	PROPN	
חוף	沙灘	חוף	沙灘	PROPN	N
חוף	海灘	חוף	海灘	PROPN	N
טבע	大	טבע	大		ADJ
טבע	自然	טבע	自然		N
טבע	性質	טבע	性質		N
גבול	限制	גבול	限制	N;MASC;SG	V
התנגדות	反對	התנגדות	反對	N;FEM;SG	V
התנגדות	抵抗	התנגדות	抵抗	N;FEM;SG	V
התנגדות	抵制	התנגדות	抵制	N;FEM;SG	V
התנגדות	反對	התנגדות	反對	N;FEM;SG	V
התנגדות	反對	התנגדות	反對	N;FEM;SG	V
התנגדות	反對	התנגדות	反對	N;FEM;SG	V
חברתית	社交	חברתי	社交	ADV	N
חברתית	社會	חברתי	社會	ADV	N
חברתית	社交	חברתי	社交	ADV	N
לילה	layla	לילה	layla	N;MASC;SG	
אדמה	地球	אדמה	地球	N;FEM;SG	PROPN
שלישי	星期	שלישי	星期	PROPN	N
שלישי	週二	שלישי	週二	PROPN	N
שלישי	第三	שלישי	第三	PROPN	NUM
כבד	重	כבד	重		N
כבד	重型	כבד	重型		N
כבד	沈	כבד	沈		PROPN
כבד	肝臟	כבד	肝臟		N
כבד	肝	כבד	肝		N
אלן	allen	אלן	allen	PROPN	
אלן	ellen	אלן	ellen	PROPN	
אלן	alan	אלן	alan	PROPN	
דוגמאות	舉例	דוגמה	舉例	N;FEM;PL	V
בוגרי	畢業	בוגר	畢業	PROPN	V
נהרג	被	נהרג	被	V;MASC;SG;3;PST;MID	V;PASS
מפתח	key	מפתח	key	N;MASC;SG	
מלאה	飽	מלא	飽	ADV	N
מלאה	完整	מלא	完整	ADV	N
מלאה	滿	מלא	滿	ADV	PROPN
השלום	平安	השלום	平安		PROPN
השלום	和平	השלום	和平		N
מילה	word	מילה	word	N;FEM;SG	
ישו	基督	ישו	基督		PROPN
ילד	boy	ילד	boy	N;MASC;SG	
סוריה	敘利亞	סוריה	敘利亞	PROPN	PROPN
מוסד	研究	מוסד	研究	N;MASC;SG	V
מוסד	建立	מוסד	建立	N;MASC;SG	V
הערים	城市	הערים	城市	V;MASC;SG;3;PST;ACT	N
מאחורי	背後	מאחורי	背後	ADP	N
מאחורי	後面	מאחורי	後面	ADP	N
מאחורי	身後	מאחורי	身後	ADP	N
עצם	骨	עצם	骨		N
עצם	骨骼	עצם	骨骼		N
עצם	骨頭	עצם	骨頭		N
נישא	已婚	נישא	已婚	V;MASC;SG;3;PST;MID	N
פיטר	彼得	פיטר	彼得	PROPN	PROPN
פיטר	peter	פיטר	peter	PROPN	
מריה	瑪利亞	מריה	瑪利亞	PROPN	PROPN
מריה	瑪麗亞	מריה	瑪麗亞	PROPN	PROPN
מריה	maria	מריה	maria	PROPN	
טבעי	自然	טבעי	自然	ADJ;MASC;SG	N
ההר	山	ההר	山		N
ההר	山區	ההר	山區		N
ההר	山地	ההר	山地		N
הנסיך	王子	הנסיך	王子	PROPN	N
הנסיך	太子	הנסיך	太子	PROPN	N
הנסיך	親王	הנסיך	親王	PROPN	N
תא	細胞	תא	細胞		N
תא	牢房	תא	牢房		N
ישירות	直接	ישירות	直接		ADV
ישירות	直接	ישירות	直接		ADV
לואי	louis	לואי	louis	PROPN	
לואי	路易	לואי	路易	PROPN	PROPN
לואי	路易斯	לואי	路易斯	PROPN	PROPN
פורסם	張	פורסם	張	V;MASC;SG;3;PST;PASS	PROPN
שבט	氏族	שבט	氏族	PROPN	N
שבט	部族	שבט	部族	PROPN	N
שבט	氏	שבט	氏	PROPN	N
שבט	部族	שבט	部族	PROPN	N
שבט	部落	שבט	部落	PROPN	N
שבט	部落	שבט	部落	PROPN	N
מנהיג	領導	מנהיג	領導	N;MASC;SG	V
מנהיג	領導	מנהיג	領導	N;MASC;SG	V
דייוויד	大衛	דייוויד	大衛	PROPN	PROPN
דייוויד	david	דייוויד	david	PROPN	
דוקטור	醫師	None	醫師	PROPN	N
דוקטור	醫生	None	醫生	PROPN	N
דוקטור	博士	None	博士	PROPN	N
מטה	向	מטה	向	N;MASC;SG	ADP
מטה	元	מטה	元	N;MASC;SG	PROPN
לפתוח	開	פתח	開	V;NFIN;ACT	
שליטה	控制	שליטה	控制	N;FEM;SG	V
שליטה	控制	שליטה	控制	N;FEM;SG	V
שליטה	支配	שליטה	支配	N;FEM;SG	V
שליטה	支配	שליטה	支配	N;FEM;SG	V
מידי	midi	מידי	midi		
האו	豪	האו	豪	PROPN	PROPN
האו	howe	האו	howe	PROPN	
מצליח	成功	הצליח	成功	V;MASC;SG;V.PTCP;ACT	N
סביר	合理	סביר	合理	ADJ;MASC;SG	N
המלכה	女王	המלכה	女王		N
המלכה	皇后	המלכה	皇后		N
המלכה	queen	המלכה	queen		
המלכה	王后	המלכה	王后		N
מר	mer	מר	mer	PROPN	
ניתוח	分析	ניתוח	分析	N;MASC;SG	V
מידה	測量	מידה	測量	N;FEM;SG	V
מידה	衡量	מידה	衡量	N;FEM;SG	V
כרך	體積	כרך	體積		N
כרך	音量	כרך	音量		N
קשת	弧	קשת	弧		N
קשת	拱	קשת	拱		N
קשת	拱門	קשת	拱門		N
השיטה	法	השיט	法	V;FEM;SG;3;PST;ACT	PROPN
השיטה	方法	השיט	方法	V;FEM;SG;3;PST;ACT	N
השיטה	辦法	השיט	辦法	V;FEM;SG;3;PST;ACT	N
השיטה	方式	השיט	方式	V;FEM;SG;3;PST;ACT	N
פועל	勞動	פועל	勞動	N;MASC;SG	V
ציבור	公開	ציבור	公開	N;MASC;SG	V
חגי	假期	חגי	假期	PROPN	N
חגי	假日	חגי	假日	PROPN	N
חגי	節假	חגי	節假	PROPN	N
חגי	節日	חגי	節日	PROPN	N
היטלר	希特勒	היטלר	希特勒	PROPN	PROPN
עצמי	自	עצמו	自	PRO;SG;1;REFL	ADP
פגיעה	撞擊	פגיעה	撞擊	N;FEM;SG	V
פגיעה	影響	פגיעה	影響	N;FEM;SG	V
פגיעה	影響	פגיעה	影響	N;FEM;SG	V
פגיעה	衝擊	פגיעה	衝擊	N;FEM;SG	V
שאול	saul	שאול	saul	PROPN	
לעיל	上方	לעיל	上方	ADV	N
לעיל	以上	לעיל	以上	ADV	DET
רוחב	寬	רוחב	寬	N;MASC;SG	PART
הגביע	戰利	הגביע	戰利	PROPN	N
הגביע	獎	הגביע	獎	PROPN	N
הגביע	獎杯	הגביע	獎杯	PROPN	N
הדגל	旗幟	הדגל	旗幟		N
הדגל	國旗	הדגל	國旗		N
הדגל	旗	הדגל	旗		N
הדגל	旗子	הדגל	旗子		N
מקסיקו	墨西哥	מקסיקו	墨西哥	PROPN	PROPN
ערכי	編輯	ערך	編輯		N
מבט	凝視	מבט	凝視		V
ומתן	談判	ומתן	談判	PROPN	V
הקרן	基金	הקרן	基金		N
מגן	保護	מגן	保護	PROPN	V
מגן	盾牌	מגן	盾牌	PROPN	N
מגן	後衛	מגן	後衛	PROPN	N
שרון	sharon	שרון	sharon	PROPN	
שרון	沙龍	שרון	沙龍	PROPN	N
יישוב	定居	יישוב	定居	N;MASC;SG	V
יישוב	定居	יישוב	定居	N;MASC;SG	V
איחוד	統一	None	統一	N;MASC;SG	V
איחוד	團圓	None	團圓	N;MASC;SG	V
איחוד	重逢	None	重逢	N;MASC;SG	V
מוחמד	穆罕默德	מוחמד	穆罕默德	PROPN	PROPN
מוחמד	穆罕默德	מוחמד	穆罕默德	PROPN	PROPN
גרמנית	德文	גרמנית	德文	PROPN	PROPN
גרמנית	德	גרמנית	德	PROPN	PROPN
אוסטריה	奧地利	אוסטריה	奧地利	PROPN	PROPN
חלקם	一些	חלקם	一些		ADJ
חלקם	有些	חלקם	有些		V
מנוע	發動	מנוע	發動	N;MASC;SG	V
מנוע	發動	מנוע	發動	N;MASC;SG	V
המלוכה	君主	המלוך	君主	PROPN	N
המלוכה	君主	המלוך	君主	PROPN	N
המלוכה	君主	המלוך	君主	PROPN	N
שיטה	法	שיטה	法	N;FEM;SG	PROPN
הכניסה	入場	הכניס	入場	V;FEM;SG;3;PST;ACT	N
הכניסה	入口	הכניס	入口	V;FEM;SG;3;PST;ACT	N
תרומות	捐款	תרומה	捐款	N;FEM;PL	V
תרומות	繳款	תרומה	繳款	N;FEM;PL	V
תרומות	捐贈	תרומה	捐贈	N;FEM;PL	V
תרומות	捐助	תרומה	捐助	N;FEM;PL	V
תרומות	捐款	תרומה	捐款	N;FEM;PL	V
ציבורית	公眾	ציבורי	公眾	ADV	N
ציבורית	公開	ציבורי	公開	ADV	V
קיום	存在	קיום	存在	N;MASC;SG	V
המוות	死亡	המווה	死亡		V
המוות	死神	המווה	死神		N
מיוחדים	特價	מיוחד	特價	ADJ;MASC;PL	
מיוחדים	特別	מיוחד	特別	ADJ;MASC;PL	ADV
פרסים	頒獎	פרס	頒獎	N;MASC;PL	V
קוק	做飯	קוק	做飯	PROPN	V
קוק	煮	קוק	煮	PROPN	V
קוק	廚師	קוק	廚師	PROPN	N
אוקטובר	十月	אוקטובר	十月	PROPN	
אוקטובר	十	אוקטובר	十	PROPN	NUM
מועמד	提名	מועמד	提名	N;MASC;SG	V
מועמד	候選	מועמד	候選	N;MASC;SG	V
מועמד	候選	מועמד	候選	N;MASC;SG	V
ברצלונה	巴塞隆納	ברצלונה	巴塞隆納	PROPN	PROPN
ברצלונה	barcelona	ברצלונה	barcelona	PROPN	
פסטיבל	節	פסטיבל	節	N;MASC;SG	PROPN
בנה	建	בנה	建		V
בנה	內建	בנה	內建		N
בנה	建	בנה	建		V
בנה	建立	בנה	建立		V
ייצור	製造	ייצור	製造	N;MASC;SG	V
ייצור	製造	ייצור	製造	N;MASC;SG	V
ייצור	生產	ייצור	生產	N;MASC;SG	V
ייצור	製作	ייצור	製作	N;MASC;SG	V
ייצור	生產	ייצור	生產	N;MASC;SG	V
ייצור	製造	ייצור	製造	N;MASC;SG	V
ייצור	製造	ייצור	製造	N;MASC;SG	V
הטקסט	文字	הטקסט	文字	PROPN	N
הטקסט	案文	הטקסט	案文	PROPN	N
הקהל	觀眾	הקהל	觀眾	PROPN	N
הקהל	人群	הקהל	人群	PROPN	N
הקהל	群眾	הקהל	群眾	PROPN	N
הקונגרס	國會	הקונגרס	國會	PROPN	N
המורשת	傳承	המורשה	傳承	N;FEM;SG	V
המורשת	遺贈	המורשה	遺贈	N;FEM;SG	V
המורשת	遺留	המורשה	遺留	N;FEM;SG	V
קורות	梁	קורה	梁	N;FEM;PL	PROPN
קורות	恢復	קורה	恢復	N;FEM;PL	V
ארוכה	久	ארוך	久	ADJ;FEM;SG	N
ארוכה	長	ארוך	長	ADJ;FEM;SG	PART
בעצם	實際	בעצם	實際	ADV	N
בעצם	其	בעצם	其	ADV	PRO;3
הנאצים	納粹	הנאץ	納粹	N;MASC;PL	PROPN
הנאצים	納粹	הנאץ	納粹	N;MASC;PL	PROPN
יונה	鴿	יונה	鴿	PROPN	N
יונה	鴿子	יונה	鴿子	PROPN	N
יונה	鳩	יונה	鳩	PROPN	PROPN
יונה	鴿	יונה	鴿	PROPN	N
יונה	鴿子	יונה	鴿子	PROPN	N
יונה	jonah	יונה	jonah	PROPN	
זמר	singer	זמר	singer	PROPN	
זמר	歌手	זמר	歌手	PROPN	N
רומן	roman	רומן	roman	PROPN	
רומן	小說	רומן	小說	PROPN	N
עמק	河谷	עמק	河谷		N
עמק	谷	עמק	谷		N
עמק	山谷	עמק	山谷		N
עמק	谷地	עמק	谷地		N
כחול	blue	כחול	blue		
כחול	藍	כחול	藍		N
כחול	藍色	כחול	藍色		N
קדם	推廣	קדם	推廣	ADV	V
עבריים	希伯	עבריים	希伯	N;MASC;PL	PROPN
דור	一	דור	一		NUM
דור	世代	דור	世代		N
מוכר	熟悉	מוכר	熟悉		ADJ
מוכר	銷售	מוכר	銷售		V
מוכר	賣	מוכר	賣		V
מוכר	賣方	מוכר	賣方		N
אס	ace	אס	ace	PROPN	
אס	王牌	אס	王牌	PROPN	N
הסבר	解釋	הסבר	解釋	N;MASC;SG	V
הסבר	解釋	הסבר	解釋	N;MASC;SG	V
באנגליה	英國	באנגליה	英國	PROPN	PROPN
באנגליה	英格蘭	באנגליה	英格蘭	PROPN	PROPN
מחנה	露營	מחנה	露營	N;MASC;SG	V
נותר	剩餘	נותר	剩餘	V;MASC;SG;V.PTCP;MID	N
ברזל	鋼鐵	ברזל	鋼鐵		N
ברזל	鐵	ברזל	鐵		PROPN
אריק	eric	אריק	eric	PROPN	
אריק	erik	אריק	erik	PROPN	
המעבר	過渡	המעבר	過渡	PROPN	V
המעבר	轉型	המעבר	轉型	PROPN	V
הלב	心	הלב	心		N
הלב	心臟	הלב	心臟		N
האב	樞紐	האב	樞紐		N
האב	中	האב	中		N
חוקרים	探險	חוקר	探險	N;MASC;PL	V
חוקרים	研究	חוקר	研究	N;MASC;PL	V
הספרייה	圖書	הספרייה	圖書	PROPN	N
רגיל	常態	רגיל	常態	ADJ;MASC;SG	N
רגיל	正常	רגיל	正常	ADJ;MASC;SG	N
רגיל	定期	רגיל	定期	ADJ;MASC;SG	N
רגיל	經常	רגיל	經常	ADJ;MASC;SG	ADV
רגיל	平凡	רגיל	平凡	ADJ;MASC;SG	N
מודל	示	מודל	示	N;MASC;SG	V
מזכיר	提及	מזכיר	提及	N;MASC;SG	V
מזכיר	mentions	מזכיר	mentions	N;MASC;SG	
איסור	禁止	איסור	禁止	N;MASC;SG	V
כיכר	正	כיכר	正	PROPN	PART
כיכר	平方	כיכר	平方	PROPN	N
כיכר	方塊	כיכר	方塊	PROPN	N
כיכר	方形	כיכר	方形	PROPN	N
כיכר	廣場	כיכר	廣場	PROPN	N
השירות	服務	השירות	服務		V
להלן	下方	להלן	下方	ADV	N
להלן	以下	להלן	以下	ADV	DET
הלילה	今夜	הלילה	今夜		N
הלילה	今晚	הלילה	今晚		N
האופרה	opera	האופרה	opera	PROPN	
האופרה	歌劇	האופרה	歌劇	PROPN	N
נזק	受損	נזק	受損	N;MASC;SG	V
כלכלית	經濟	כלכלי	經濟	ADV	N
טורקיה	土耳其	טורקיה	土耳其	PROPN	PROPN
ארגנטינה	阿根廷	ארגנטינה	阿根廷	PROPN	PROPN
סמית	smith	סמית	smith	PROPN	
סמית	史密斯	סמית	史密斯	PROPN	PROPN
מגורים	居住	מגורים	居住	N;MASC;PL	V
מגורים	住	מגורים	住	N;MASC;PL	V
סיבוב	旋轉	סיבוב	旋轉	N;MASC;SG	V
סיבוב	自轉	סיבוב	自轉	N;MASC;SG	V
סיבוב	輪換	סיבוב	輪換	N;MASC;SG	V
סיבוב	圓	סיבוב	圓	N;MASC;SG	
האמת	真理	האמה	真理	ADV	N
האמת	事實	האמה	事實	ADV	N
האמת	真相	האמה	真相	ADV	N
אמה	艾瑪	אמה	艾瑪		PROPN
אמה	emma	אמה	emma		
המוסד	研究	המוסד	研究		V
המוסד	體制	המוסד	體制		N
המוסד	機構	המוסד	機構		N
החזית	前面	החזית	前面	ADV	N
החזית	陣線	החזית	陣線	ADV	N
הפרק	插曲	הפרק	插曲	PROPN	N
הפרק	集	הפרק	集	PROPN	N
החלטה	決定	החלטה	決定	N;FEM;SG	V
אירלנד	愛爾蘭	אירלנד	愛爾蘭	PROPN	PROPN
הורה	家長	הורה	家長	V;MASC;SG;3;PST;ACT	N
הורה	父母	הורה	父母	V;MASC;SG;3;PST;ACT	N
רי	蕾	רי	蕾		PROPN
שפירא	shapiro	שפירא	shapiro	PROPN	
הבמה	舞台	הבמה	舞台		N
הבמה	階段	הבמה	階段		N
מועדונים	梅花	מועדון	梅花	N;MASC;PL	PROPN
טוען	債權	טען	債權	V;MASC;SG;V.PTCP;ACT	N
טוען	收費	טען	收費	V;MASC;SG;V.PTCP;ACT	N
מאה	hundred	מאה	hundred	NUM;FEM;SG	
מאה	百	מאה	百	NUM;FEM;SG	PROPN
חזק	強大	חזק	強大	ADJ;MASC;SG	N
חזק	強國	חזק	強國	ADJ;MASC;SG	N
חזק	緊	חזק	緊	ADJ;MASC;SG	
חזק	強大	חזק	強大	ADJ;MASC;SG	N
חזק	強	חזק	強	ADJ;MASC;SG	N
אישור	允許	אישור	允許	N;MASC;SG	V
אישור	許	אישור	許	N;MASC;SG	PROPN
אישור	確認	אישור	確認	N;MASC;SG	V
אישור	證實	אישור	證實	N;MASC;SG	V
אישור	確認	אישור	確認	N;MASC;SG	V
אישור	證實	אישור	證實	N;MASC;SG	V
מוות	死亡	מוות	死亡	N;MASC;SG	V
בולגריה	保加利亞	בולגריה	保加利亞	PROPN	PROPN
מיליארד	億	מיליארד	億	NUM;MASC;SG	PROPN
מיקום	安置	מיקום	安置	N;MASC;SG	V
מיקום	所	מיקום	所	N;MASC;SG	ADV
רגל	腳	רגל	腳		N
רגל	英尺	רגל	英尺		N
רגל	英尺	רגל	英尺		N
רגל	腳	רגל	腳		N
רגל	腿	רגל	腿		N
רגל	leg	רגל	leg		
תשכ	educ	תשכ	educ		
דומים	類似	דומה	類似	N;MASC;PL	V
דומים	相似	דומה	相似	N;MASC;PL	V
מאמן	輔導	מאמן	輔導	N;MASC;SG	V
נולדו	天生	נולד	天生	V;PL;3;PST;MID	N
לחם	麵	לחם	麵		N
שבעה	seven	שבעה	seven	NUM;MASC;SG	
יישובים	定居	יישוב	定居	N;MASC;PL	V
פסל	雕塑	פסל	雕塑	PROPN	N
פסל	雕刻	פסל	雕刻	PROPN	V
פסל	雕像	פסל	雕像	PROPN	N
פסל	雕塑	פסל	雕塑	PROPN	N
פסל	塑像	פסל	塑像	PROPN	N
קרא	閱讀	קרא	閱讀	V;MASC;SG;3;PST;ACT	N
מרי	marie	מרי	marie	PROPN	
מרי	mary	מרי	mary	PROPN	
מרי	瑪麗	מרי	瑪麗	PROPN	PROPN
מרי	瑪莉	מרי	瑪莉	PROPN	PROPN
הסדר	定居	הסדר	定居	N;MASC;SG	V
הסדר	定居	הסדר	定居	N;MASC;SG	V
הסדר	訂單	הסדר	訂單	N;MASC;SG	V
הסדר	命令	הסדר	命令	N;MASC;SG	V
הסדר	訂購	הסדר	訂購	N;MASC;SG	V
הסדר	安排	הסדר	安排	N;MASC;SG	V
שלטונו	統治	שלטונו	統治		V
ינואר	一	ינואר	一	PROPN	NUM
גילוי	探測	גילוי	探測	N;MASC;SG	V
גילוי	偵測	גילוי	偵測	N;MASC;SG	V
גילוי	發現	גילוי	發現	N;MASC;SG	V
גילוי	探索	גילוי	探索	N;MASC;SG	V
לחיים	歡呼	לחיים	歡呼		N
הצעה	推薦	הצעה	推薦	N;FEM;SG	V
הצעה	提議	הצעה	提議	N;FEM;SG	V
הצעה	建議	הצעה	建議	N;FEM;SG	V
הצעה	建議	הצעה	建議	N;FEM;SG	V
שלם	付費	שלם	付費	ADJ;MASC;SG	V
שלם	付款	שלם	付款	ADJ;MASC;SG	V
שלם	支付	שלם	支付	ADJ;MASC;SG	V
שלם	完整	שלם	完整	ADJ;MASC;SG	N
שלם	完成	שלם	完成	ADJ;MASC;SG	V
הכיבוש	職業	הכיבוש	職業	V;PL;3;PST;ACT	N
סימון	simon	סימון	simon	PROPN	
סימון	西蒙	סימון	西蒙	PROPN	PROPN
סימון	西門	סימון	西門	PROPN	PROPN
ערן	eran	ערן	eran	PROPN	
ארתור	阿瑟	ארתור	阿瑟	PROPN	PROPN
ארתור	arthur	ארתור	arthur	PROPN	
אמת	真實	אמת	真實	N;FEM;SG	ADJ
נוצרים	基督	נוצר	基督	V;MASC;PL;V.PTCP;MID	PROPN
נוצרים	基督	נוצר	基督	V;MASC;PL;V.PTCP;MID	PROPN
בי	bea	ב	bea	PROPN	
בי	碧	ב	碧	PROPN	PROPN
בי	蜂	ב	蜂	PROPN	N
בי	蜜蜂	ב	蜜蜂	PROPN	N
מורכבת	合成	הורכב	合成	V;FEM;SG;V.PTCP;PASS	N
מורכבת	複雜	הורכב	複雜	V;FEM;SG;V.PTCP;PASS	ADJ
משותף	共用	משותף	共用	ADJ;MASC;SG	V
