algeriet	algeria	algeri	algeri	N;DEF;NEUT;SG	PROPN;NOM;SG
cia	cia	cia	cia		N;NOM;SG
cia	cia	cia	cia		N;NOM;SG
cia	cla	cia	cla		N;NOM;SG
forberede	valmistellaan	forbere	valmistella	V;NFIN;ACT	V;IND;PRS;FIN;PASS
richmond	richmond	richmond	richmond	N;INDF;NEUT;SG	PROPN;NOM;SG
lissabon	lissabon	lissabon	lissabo		N;NOM;SG
lissabon	lissabonin	lissabon	lissabon		N;GEN;SG
lissabon	lissabonissa	lissabon	lissabon		N;IN+ESS;SG
grace	armo	grace	armo		N;NOM;SG
grace	armon	grace	armo		N;GEN;SG
grace	grace	grace	grace		PROPN;NOM;SG
tusind	tuhat	tusind	tuhat	N;INDF;NEUT;SG	NUM;NOM;SG
tusind	tuhatta	tusind	tuhat	N;INDF;NEUT;SG	NUM;PRT;SG
tusind	tuhansia	tusind	tuhat	N;INDF;NEUT;SG	NUM;PRT;PL
templet	temple	temple	temple	N;DEF;NEUT;SG	
håbet	toivoen	håb	toivoa	N;DEF;NEUT;SG	V;INS;SG;NFIN;ACT
håbet	toivottavasti	håb	toivottavasti	N;DEF;NEUT;SG	ADV
håbet	toivoi	håb	toivoa	N;DEF;NEUT;SG	V;IND;SG;3;PST;FIN;ACT
reform	uudistetaan	reform	uudistaa	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
reform	uudistukset	reform	uudistus	N;INDF;MASC+FEM;SG	N;NOM;PL
psykisk	meedio	psykisk	meedio	ADJ;INDF;SG	N;NOM;SG
psykisk	psyykkiset	psykisk	psyykkinen	ADJ;INDF;SG	ADJ;NOM;PL
psykisk	psykiatria	psykisk	psykiatri	ADJ;INDF;SG	N;PRT;SG
psykisk	henkistä	psykisk	henkinen	ADJ;INDF;SG	N;PRT;SG
psykisk	henkisesti	psykisk	henkisesti	ADJ;INDF;SG	ADV
clara	clara	clara	clara		INTJ
hoteller	hotellia	hotel	hotelli	N;INDF;NEUT;PL	N;PRT;SG
ward	ward	ward	ward		PROPN;NOM;SG
ward	osastolla	ward	osasto		N;AT+ESS
;SG
modtagelse	saava	modtagelse	saada	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;ACT
modtagelse	vastaanottavat	modtagelse	vastaanottaa	N;INDF;MASC+FEM;SG	V;IND;PL;3;PRS;FIN;ACT
modtagelse	vastaanottava	modtagelse	vastaanottaa	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;ACT
support	tue	support	tukea	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
hævet	kasvatit	hæve	kasvatti	V;INDF;SG;PST;V.PTCP	N;NOM;PL
manuelt	käyttöohje	manuel	käyttö#ohje	ADJ;INDF;SG	N;NOM;SG
manuelt	käsikirjan	manuel	käsi#kirja	ADJ;INDF;SG	N;GEN;SG
manuelt	käsikirja	manuel	käsi#kirja	ADJ;INDF;SG	N;NOM;SG
manuelt	käsin	manuel	käsi	ADJ;INDF;SG	N;INS;PL
manuelt	manuaalisesti	manuel	manuaalisesti	ADJ;INDF;SG	ADV
inn	majatalo	inn	maja#talo		N;NOM;SG
magic	taikaa	magic	taikaa		N;PRT;SG
magic	magic	magic	magic		
magic	taikuutta	magic	taikuus		N;PRT;SG
magic	taikuus	magic	taikuus		N;NOM;SG
magic	taika	magic	taika		N;NOM;SG
racer	racer	race	racer	N;INDF;MASC+FEM;PL	N;NOM;SG
specialiseret	erikoistuneet	specialisere	erikoistua	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
specialiseret	erikoistuneet	specialisere	erikoistua	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
voice	ääntä	voice	ääni		N;PRT;SG
voice	äänen	voice	ääni		N;GEN;SG
voice	ääni	voice	ääni		N;NOM;SG
øre	korvat	øre	korva	N;INDF;MASC+FEM;SG	N;NOM;PL
øre	korvia	øre	korva	N;INDF;MASC+FEM;SG	N;PRT;PL
øre	korvien	øre	korva	N;INDF;MASC+FEM;SG	N;GEN;PL
walt	walt	walt	walt		PROPN;NOM;SG
hudson	hudson	hudson	hudson		
schwerin	schwerin	schwerin	schwer	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
rapporterede	ilmoitettu	rapportere	ilmoittaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
rapporterede	raportoitu	rapportere	raportoida	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
rapporterede	ilmoitetut	rapportere	ilmoittaa	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
elben	elbe	elben	elbe	PROPN	N;NOM;SG
karsten	karsten	karsten	karsi	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
triple	kolminkertainen	triple	kolmin#kertainen		ADJ;NOM;SG
triple	triple	triple	triple		
klassificeret	salaista	klassificere	salainen	V;INDF;SG;PST;V.PTCP	ADJ;PRT;SG
klassificeret	salainen	klassificere	salainen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
sædvanlige	tavallinen	sædvanlig	tavallinen	ADJ;PL	ADJ;NOM;SG
sædvanlige	tavallista	sædvanlig	tavallinen	ADJ;PL	ADJ;PRT;SG
sædvanlige	tavanomainen	sædvanlig	tavan#omainen	ADJ;PL	ADJ;NOM;SG
produktet	tuotteet	produkt	tuote	N;DEF;NEUT;SG	N;NOM;PL
taber	häviäjä	tabe	hävi#äijä	V;IND;PRS;FIN;ACT	N;NOM;SG
taber	häviä	tabe	hävi	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
tropiske	trooppinen	tropisk	trooppinen	ADJ;PL	ADJ;NOM;SG
hand	käsi	hand	käsi		N;NOM;SG
hand	käden	hand	käsi		N;GEN;SG
indstilling	asetukset	indstilling	asetus	N;INDF;MASC+FEM;SG	N;NOM;PL
munch	munchin	munch	munch		N;GEN;SG
busk	bush	busk	bush	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
rapporter	kertomus	rapport	kertomus	N;INDF;MASC+FEM;PL	N;NOM;SG
rapporter	mietinnön	rapport	mietintö	N;INDF;MASC+FEM;PL	N;GEN;SG
rapporter	raportin	rapport	raportti	N;INDF;MASC+FEM;PL	N;GEN;SG
rapporter	raportti	rapport	raportti	N;INDF;MASC+FEM;PL	N;NOM;SG
kompleks	monimutkaiset	kompleks	monimutkainen	ADJ;INDF;SG	ADJ;NOM;PL
fænomener	ilmiötä	fænomene	ilmiö	N;INDF;NEUT;PL	N;PRT;SG
wallace	wallace	wallace	wallace	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
redigere	edit	redig	edit	V;NFIN;ACT	N;NOM;SG
redigere	muokkaa	redig	muokka	V;NFIN;ACT	N;NOM;SG
glenn	glenn	glenn	glenn		N;NOM;SG
eksport	vie	eksport	vie	N;INDF;MASC+FEM;SG	INTJ
lært	oppi	lære	oppia	V;INDF;SG;PST;V.PTCP	N;NOM;SG
lært	oppineet	lære	oppia	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
nedsatte	alentunut	nedsat	alentua	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
nedsatte	vähentynyt	nedsat	vähentyä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
nedsatte	alennettu	nedsat	alentaa	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
spurgte	pyydetty	spørge	pyytää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
spurgte	kysyttiin	spørge	kysyä	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
spurgte	kysytty	spørge	kysyä	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
kørsel	ajettu	kørsel	ajaa	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;PASS
kørsel	ajaa	kørsel	ajaa	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
symboliserer	symboloi	symbolisere	symboloida	V;IND;PRS;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
legendariske	legendaarinen	legendarisk	legendaarinen	ADJ;PL	ADJ;NOM;SG
memorial	muistomerkki	memorial	muisto#merkki		N;NOM;SG
memorial	memorial	memorial	memorial		N;NOM;SG
udtrykker	ilmaistaan	udtrykke	ilmaista	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
polo	polo	polo	polo	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
frugter	hedelmä	frugte	hedelmä	N;INDF;MASC+FEM;PL	N;NOM;SG
tunesien	tunisia	tunesien	tuninen	PROPN	N;NOM;PL
tunesien	tunisian	tunesien	tunisia	PROPN	N;GEN;SG
tunesien	tunisian	tunesien	tunisia	PROPN	N;GEN;SG
hood	hood	hood	hood	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
anklager	syyttäjä	anklage	syyttäjä	N;INDF;MASC+FEM;PL	N;NOM;SG
peters	peters	peters	peters		PROPN;NOM;SG
venezuela	venezuelan	venezuela	vene#zuela		N;GEN;SG
venezuela	venezuelan	venezuela	vene#zuela		N;GEN;SG
alexandria	alexandria	alexandria	alexandr		PROPN;NOM;SG
ride	ratsastus	ride	ratsastus	V;NFIN;ACT	N;NOM;SG
ride	kyyti	ride	kyyti	V;NFIN;ACT	N;NOM;SG
ride	kyytiä	ride	kyyti	V;NFIN;ACT	N;PRT;SG
forklarede	selitetty	forklare	selittää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
arrangement	järjestelyt	arrangement	järjestely	N;INDF;NEUT;SG	N;NOM;PL
ridge	ridge	ridge	ridge		PROPN;NOM;SG
classic	klassinen	classic	klassinen		ADJ;NOM;SG
classic	classic	classic	classic		N;NOM;SG
classic	klassista	classic	klassinen		ADJ;PRT;SG
classic	klassikko	classic	klassikko		N;NOM;SG
ritualer	rituaali	ritual	rituaali	N;INDF;NEUT;PL	N;NOM;SG
sekund	toisena	sekund	toinen	N;INDF;NEUT;SG	ADJ;FRML;SG
sekund	toiseksi	sekund	toinen	N;INDF;NEUT;SG	ADJ;TRANS;SG
sekund	toinen	sekund	toinen	N;INDF;NEUT;SG	PRO;NOM;SG
newcastle	newcastlen	newcastel	newcaste		PROPN;GEN;SG
ontario	ontarion	ontario	ontario		N;GEN;SG
åndelige	henkinen	åndelig	henkinen	ADJ;PL	ADJ;NOM;SG
åndelige	henkistä	åndelig	henkinen	ADJ;PL	N;PRT;SG
åndelige	hengellinen	åndelig	hengellinen	ADJ;PL	ADJ;NOM;SG
panzer	panzer	panze	panzer	N;INDF;MASC+FEM;PL	N;NOM;SG
iversen	iversen	iversen	iversen		N;NOM;SG
særskilt	erikseen	særskilt	erikseen	ADJ;INDF;SG	ADV
særskilt	erikseen	særskilt	erikseen	ADJ;INDF;SG	ADV
særskilt	erilliset	særskilt	erillinen	ADJ;INDF;SG	ADJ;NOM;PL
højdepunkt	korostaa	højdepunkt	korostaa	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
højdepunkt	korosta	højdepunkt	korko	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
kommunistisk	kommunisti	kommunistisk	kommunisti	ADV	N;NOM;SG
kommunistisk	kommunistinen	kommunistisk	kommunistinen	ADV	ADJ;NOM;SG
kommunistisk	kommunistit	kommunistisk	kommunisti	ADV	N;NOM;PL
sko	kengän	sko	kenkä	N;INDF;MASC+FEM;PL	N;GEN;SG
sko	kenkä	sko	kenkä	N;INDF;MASC+FEM;PL	N;NOM;SG
lider	kärsi	lide	kärsiä	V;IND;PRS;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
bakken	hill	bakke	hillemmäk	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
track	jäljittää	track	jäljittää		V;SG;NFIN;ACT
track	radan	track	rata		N;GEN;SG
track	rataa	track	rata		N;PRT;SG
track	raita	track	raita		N;NOM;SG
track	rata	track	rata		N;NOM;SG
intelligens	älykkyys	intellig	älykkyys	N;GEN;INDF;MASC+FEM;SG	N;NOM;SG
intelligens	tiedustelu	intellig	tiedustelu	N;GEN;INDF;MASC+FEM;SG	N;NOM;SG
intelligens	älyä	intellig	elyä	N;GEN;INDF;MASC+FEM;SG	N;PRT;SG
intelligens	tiedustelupalvelu	intellig	tiedustelu#palvelu	N;GEN;INDF;MASC+FEM;SG	N;NOM;SG
eastwood	eastwood	eastwood	eastwood		PROPN;NOM;SG
virus	virukset	virus	virus	N;INDF;MASC+FEM;SG	N;NOM;PL
virus	viruksia	virus	virus	N;INDF;MASC+FEM;SG	N;PRT;PL
virus	virukset	virus	virus	N;INDF;MASC+FEM;SG	N;NOM;PL
virus	virusten	virus	virus	N;INDF;MASC+FEM;SG	N;GEN;PL
marcel	marcel	marcel	marcel		PROPN;NOM;SG
leonard	leonard	leonard	leonard		N;NOM;SG
halle	halle	halle	halle	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
birger	birger	birger	birger	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
seattle	seattlen	seattle	seattie		N;GEN;SG
seattle	seattle	seattle	seada		
mozart	mozart	mozart	mozart		PROPN;NOM;SG
korstog	ristiretkiä	korstog	risti#retki	N;INDF;NEUT;SG	N;PRT;PL
evil	pahaa	evil	paha		ADJ;PRT;SG
evil	ilkeä	evil	ilkeä		ADJ;NOM;SG
evil	paha	evil	paha		ADJ;NOM;SG
evil	pahuus	evil	pahuus		N;NOM;SG
dylan	dylan	dylan	dyla		N;NOM;SG
gæst	vierasta	gæst	vieras	N;INDF;MASC+FEM;SG	ADJ;PRT;SG
statsborger	kansalaista	statsborger	kansalainen	ADJ;INDF;MASC+FEM;SG	N;PRT;SG
statsborger	kansalainen	statsborger	kansalainen	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
definerer	määrittele	definere	määritellä	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
definerer	määritä	definere	määrittää	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
definerer	määritellään	definere	määritellä	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
definerer	määritellään	definere	määritellä	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
ugift	naimaton	ugift	naimaton	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
brasilianske	brasilian	brasiliansk	brasilia	ADJ;PL	N;GEN;SG
zulu	zulu	zulu	zulu		N;NOM;SG
beat	hakata	beat	hakata	N;INDF;NEUT;SG	V;SG;NFIN;ACT
beat	hakkaa	beat	hakata	N;INDF;NEUT;SG	V;IMP;SG;2;PRS;FIN;ACT
gradvis	asteittainen	gradvis	asteittainen	ADV	ADJ;NOM;SG
gradvis	asteittainen	gradvis	asteittainen	ADV	ADJ;NOM;SG
winter	talven	winter	talvi		N;GEN;SG
winter	talvi	winter	talvi		N;NOM;SG
winter	winter	winter	winter		
winter	talvella	winter	talvi		N;AT+ESS
;SG
gert	gert	gern	gert		PROPN;NOM;SG
peace	rauhaa	peace	rauha		N;PRT;SG
peace	peace	peace	peace		
peace	rauha	peace	rauha		N;NOM;SG
ralph	ralph	ralph	ralph		PROPN;NOM;SG
percussion	lyömäsoittimet	percussion	lyömäsoitin	N;INDF;MASC+FEM;SG	N;NOM;PL
matcher	ottelut	matcher	ottelu	V;IND;PRS;FIN;ACT	N;NOM;PL
matcher	tulitikkuja	matcher	tuli#tikku	V;IND;PRS;FIN;ACT	N;PRT;PL
matcher	täsmää	matcher	täsmä	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
matcher	samanlaiset	matcher	samanlainen	V;IND;PRS;FIN;ACT	ADJ;NOM;PL
matcher	täsmää	matcher	täsmä	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
matcher	vastaavuus	matcher	vastaavuus	V;IND;PRS;FIN;ACT	N;NOM;SG
matcher	vastaavuus	matcher	vastaavuus	V;IND;PRS;FIN;ACT	N;NOM;SG
matcher	täsmää	matcher	täsmä	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
matcher	ottelu	matcher	ottelu	V;IND;PRS;FIN;ACT	N;NOM;SG
medmindre	ellei	medmindre	jos#ei	ADV	V;SG;3;NEG;FIN;ACT
vedrører	huolia	vedrøre	huoli	V;IND;PRS;FIN;ACT	N;PRT;PL
vedrører	huolet	vedrøre	huoli	V;IND;PRS;FIN;ACT	N;NOM;PL
tilbyde	tarjoaminen	tilbyde	tarjoaminen	V;NFIN;ACT	N;NOM;SG
tilbyde	tarjous	tilbyde	tarjous	V;NFIN;ACT	N;NOM;SG
tilbyde	tarjouksen	tilbyde	tarjous	V;NFIN;ACT	N;GEN;SG
hope	toivoa	hope	toivo		N;PRT;SG
hope	toivo	hope	toivo		N;NOM;SG
hope	toivottavasti	hope	toivottavasti		ADV
regelmæssigt	tavallinen	regelmæssigt	tavallinen	ADV	ADJ;NOM;SG
regelmæssigt	säännöllinen	regelmæssigt	säännöllinen	ADV	ADJ;NOM;SG
regelmæssigt	säännölliset	regelmæssigt	säännöllinen	ADV	ADJ;NOM;PL
rigdom	rikkaudet	rigdom	rikkaus	N;INDF;MASC+FEM;SG	N;NOM;PL
nævne	maininta	nævne	maininta	V;NFIN;ACT	N;NOM;SG
finansieret	rahoittaa	finansiere	rahoittaa	V;INDF;SG;PST;V.PTCP	V;IND;SG;PRS;FIN;ACT
akt	toimi	akt	toimia	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
personale	henkilöstö	personal	henkilöstö	ADJ;PL	N;NOM;SG
personale	henkilöstön	personal	henkilöstö	ADJ;PL	N;GEN;SG
personale	henkilökunta	personal	henkilö#kunta	ADJ;PL	N;NOM;SG
personale	henkilöstö	personal	henkilöstö	ADJ;PL	N;NOM;SG
personale	henkilöstön	personal	henkilöstö	ADJ;PL	N;GEN;SG
personale	henkilökunta	personal	henkilö#kunta	ADJ;PL	N;NOM;SG
kaster	heitto	kaste	heitto	V;IND;PRS;FIN;ACT	N;NOM;SG
happy	hyvää	happy	hyvä		ADJ;PRT;SG
happy	onnellinen	happy	onnellinen		ADJ;NOM;SG
happy	tyytyväinen	happy	tyytyväinen		ADJ;NOM;SG
happy	iloinen	happy	iloinen		ADJ;NOM;SG
ansøgning	sovellukset	ansøgning	sovellus	N;INDF;MASC+FEM;SG	N;NOM;PL
ansøgning	hakemukset	ansøgning	hakemus	N;INDF;MASC+FEM;SG	N;NOM;PL
ansøgning	sovellusten	ansøgning	soveltus	N;INDF;MASC+FEM;SG	N;GEN;PL
ansøgning	sovelluksia	ansøgning	sovellus	N;INDF;MASC+FEM;SG	N;PRT;PL
command	komento	command	komento		N;NOM;SG
command	komentoa	command	komento		N;PRT;SG
command	komennon	command	komento		N;GEN;SG
joakim	joakim	joakim	joakim		PROPN;NOM;SG
joakim	roope	joakim	roope		N;NOM;SG
hemmelig	salaisuuden	hemmelig	salaisuus	ADJ;INDF;MASC+FEM;SG	N;GEN;SG
hemmelig	salaisuus	hemmelig	salaisuus	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
følges	seurasi	følges	seurata	V;NFIN;PASS	V;IND;SG;3;PST;FIN;ACT
følges	seurannut	følges	seurata	V;NFIN;PASS	V;NOM;SG;V.PTCP;ACT
følges	seurasin	følges	seurata	V;NFIN;PASS	V;IND;SG;1;PST;FIN;ACT
bue	arc	bue	arc	N;INDF;MASC+FEM;SG	
bue	arch	bue	arch	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
bue	kumartaa	bue	kumartaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
christoph	christoph	christoph	christoph	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
udtalelser	lausumat	udtalelse	lausua	N;INDF;MASC+FEM;PL	V;NOM;PL;V.PTCP;ACT
simpsons	simpsonit	simpsons	simpsoni	N;GEN;INDF;MASC+FEM;SG	N;NOM;PL
simpsons	simpson	simpsons	simpso	N;GEN;INDF;MASC+FEM;SG	N;NOM;SG
bryggeri	brewer	bryggeri	brewer	N;INDF;NEUT;SG	PROPN;NOM;SG
madison	madison	madison	madison		N;NOM;SG
sørger	sure	sørge	surra	V;IND;PRS;FIN;ACT	INTJ
sørger	suru	sørge	suru	V;IND;PRS;FIN;ACT	N;NOM;SG
sørger	surun	sørge	suru	V;IND;PRS;FIN;ACT	N;GEN;SG
sørger	sure	sørge	surra	V;IND;PRS;FIN;ACT	INTJ
sørger	sureva	sørge	sureva	V;IND;PRS;FIN;ACT	N;NOM;SG
atlético	atlético	atlético	atlético	N;INDF;MASC+FEM;SG	
blom	blom	blom	blom	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
indtaget	ottaa	indtage	ottaa	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
indtaget	saanti	indtage	saanti	V;INDF;SG;PST;V.PTCP	N;NOM;SG
indtaget	kulutetaan	indtage	kuluttaa	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
devil	paholainen	devil	paholainen		N;NOM;SG
devil	piru	devil	piru		INTJ
devil	devil	devil	devil		
ungdoms	nuoret	ungdom	nuori	N;GEN;INDF;MASC+FEM;SG	N;NOM;PL
ungdoms	nuorisoa	ungdom	nuoriso	N;GEN;INDF;MASC+FEM;SG	N;PRT;SG
ungdoms	nuoriso	ungdom	nuoriso	N;GEN;INDF;MASC+FEM;SG	N;NOM;SG
ungdoms	nuoruus	ungdom	nuoruus	N;GEN;INDF;MASC+FEM;SG	N;NOM;SG
søgning	etsi	søgning	etsiä	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
søgning	etsii	søgning	etsiä	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
søgning	etsitään	søgning	etsiä	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
vidne	todistajat	vidne	todistaja	N;INDF;NEUT;SG	N;NOM;PL
ombord	aluksella	ombord	alus	ADV	N;AT+ESS
;SG
ombord	kyydissä	ombord	kyydissä	ADV	N;IN+ESS;SG
seksuel	sukupuoli	seksuel	suku#puoli	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
landede	purettu	lande	purkaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
foretrak	suosi	foretrak	suosia	V;IND;PST;FIN;ACT	V;IMP;SG;2;FIN;ACT
beskeden	viesti	beskeden	viesti	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
beskeden	viestiä	beskeden	viesti	ADJ;INDF;MASC+FEM;SG	N;PRT;SG
beskeden	viestin	beskeden	viesti	ADJ;INDF;MASC+FEM;SG	N;GEN;SG
lead	lyijyä	lead	lyijyä		N;PRT;SG
lead	johda	lead	johtaa		V;IMP;SG;2;FIN;ACT
lead	lyijy	lead	lyijy		N;NOM;SG
lead	johtaa	lead	johtaa		V;IND;SG;3;PRS;FIN;ACT
krydsere	risteilijää	krydser	risteilijä	N;INDF;NEUT;PL	N;PRT;SG
montana	montana	montana	monta		PRO;NOM;SG
brock	brock	brock	brock	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
falsk	väärät	falsk	väärä	ADJ;INDF;SG	ADJ;NOM;PL
falsk	väärennös	falsk	väärennös	ADJ;INDF;SG	N;NOM;SG
falsk	teko	falsk	teko	ADJ;INDF;SG	N;NOM;SG
falsk	väärennetty	falsk	väärentää	ADJ;INDF;SG	V;NOM;SG;V.PTCP;PASS
falsk	tekaistu	falsk	tekaista	ADJ;INDF;SG	V;NOM;SG;V.PTCP;PASS
observeret	todetut	observere	todeta	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
observeret	havaitut	observere	havaita	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
nash	nash	nash	nash	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
pil	nuoli	pil	nuoli	V;IMP	N;NOM;SG
moral	moraalinen	moral	moraalinen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
moral	moraalista	moral	moraali	N;INDF;MASC+FEM;SG	ADJ;PRT;SG
moral	moraalista	moral	moraali	N;INDF;MASC+FEM;SG	ADJ;PRT;SG
gilbert	gilbert	gilbert	gilbert	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
dokumenteret	todistetusti	dokumenteret	todistetusti	V;INDF;SG;PST;V.PTCP	ADV
kosovo	kosovossa	kosovo	koso#vossa	PROPN	N;IN+ESS;SG
kosovo	kosovon	kosovo	koso#von	PROPN	N;GEN;SG
kosovo	kosovo	kosovo	kosovo	PROPN	N;NOM;SG
nacional	nacional	nacional	nacional		N;FRML;SG
afvikles	vakiintunut	afvikle	vakiintua	V;IND;PRS;FIN;PASS	V;NOM;SG;V.PTCP;ACT
strengt	tiukat	strengt	tiukka	ADV	ADJ;NOM;PL
strengt	tiukkaa	strengt	tiukka	ADV	ADJ;PRT;SG
strengt	tiukka	strengt	tiukka	ADV	ADJ;NOM;SG
strengt	ankara	strengt	ankara	ADV	ADJ;NOM;SG
torino	torino	torino	torino	PROPN	N;NOM;SG
torino	torinon	torino	torino	PROPN	N;GEN;SG
akustisk	kuultavissa	akustisk	kuulla	ADJ;INDF;SG	V;IN+ESS;PL;V.PTCP;PASS
massive	massiivinen	massive	massiivinen	ADJ;PL	ADJ;NOM;SG
massive	valtava	massive	valtava	ADJ;PL	ADJ;NOM;SG
leveres	toimitettiin	levere	toimittaa	V;IND;PRS;FIN;PASS	V;IND;PST;FIN;PASS
kyster	rannikolla	kyste	rannikko	N;INDF;MASC+FEM;PL	N;AT+ESS
;SG
kyster	rannikko	kyste	rannikko	N;INDF;MASC+FEM;PL	N;NOM;SG
frisk	tuoreet	frisk	tuore	ADJ;INDF;SG	ADJ;NOM;PL
stabil	talli	stabil	talli	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
stabil	vakaat	stabil	vakaa	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
germain	germain	germain	germa	N;INDF;NEUT;SG	
seat	istuin	seat	istua	N;INDF;MASC+FEM;SG	V;IND;SG;1;PST;FIN;ACT
anime	anime	anim	anime		
ask	kysyä	ask	kysyä		V;SG;NFIN;ACT
ask	kysy	ask	kysyä		V;IMP;SG;2;FIN;ACT
ask	pyydä	ask	pyydä		V;IMP;SG;2;FIN;ACT
ask	tuhka	ask	tuhka		N;NOM;SG
ask	ash	ask	ash		PROPN;NOM;SG
ask	tuhkaa	ask	tuhka		N;PRT;SG
limited	limited	limited	limited		
limited	rajattu	limited	rajata		V;NOM;SG;V.PTCP;PASS
limited	rajoitettu	limited	rajoittaa		V;NOM;SG;V.PTCP;PASS
limited	rajallinen	limited	rajallinen		ADJ;NOM;SG
murphy	murphy	murphy	murphy		N;NOM;SG
murphy	murphyn	murphy	murphy		N;GEN;SG
analyser	analytics	analyse	analytics	N;INDF;MASC+FEM;PL	N;NOM;SG
analyser	analyysi	analyse	analyysi	N;INDF;MASC+FEM;PL	N;NOM;SG
analyser	analysointi	analyse	analysointi	N;INDF;MASC+FEM;PL	N;NOM;SG
analyser	analyysin	analyse	analyysi	N;INDF;MASC+FEM;PL	N;GEN;SG
faxe	faksi	faxe	faksi		N;NOM;SG
diamond	timantti	diamond	timantti		N;NOM;SG
diamond	timanttia	diamond	timantti		N;PRT;SG
diamond	diamond	diamond	diamond		N;NOM;SG
diamond	timantin	diamond	timantti		N;GEN;SG
detaljeret	yksityiskohtainen	detaljeret	yksityis#kohtainen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
detaljeret	yksityiskohtaiset	detaljeret	yksityis#kohtainen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL
bekendte	tutut	bekendt	tuttu	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
