اتھاہ	diep	اتھاہ	diep		ADV
اسمات	aanwysings	اسمات	aanwysing	PROPN;NOM;MASC;SG;3	N;PL
اسمات	voorskrifte	اسمات	voorskrif	PROPN;NOM;MASC;SG;3	N;PL
اسماع	ore	اسماع	ore	PROPN;NOM;MASC;SG;3	N;PL
اسمبَھو	onmoontlik	اسمبَھو	onmoontlik	PROPN;NOM;MASC;SG;3	ADV
اسنان	tande	اسنان	tande	PROPN;NOM;MASC;SG;3	N;PL
اسنان	ouderdomme	اسنان	ouderdomme	PROPN;NOM;MASC;SG;3	N;PL
اسنان	jare	اسنان	jaar	PROPN;NOM;MASC;SG;3	N;PL
اسنیٰ	hoër	اسنیٰ	hoog	PROPN;NOM;MASC;SG;3	ADJ;NOM;CMPR
اسوار	rider	اسوار	rider	PROPN;NOM;MASC;SG;3	
اسوار	kavallerie	اسوار	kavallerie	PROPN;NOM;MASC;SG;3	N;SG
اسُوجھ	versteek	اسُوجھ	versteek	PROPN;NOM;MASC;SG;3	V;PRS
اسُوجھ	weggesteek	اسُوجھ	wegsteek	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
اسُوجھ	verberg	اسُوجھ	verberg	PROPN;NOM;MASC;SG;3	
اسوچ	tevredenheid	اسوچ	tevredenheid	PROPN;NOM;MASC;SG;3	N;SG
اسوَد	swart	اسوَد	swart	PROPN;NOM;MASC;SG;3	
اُسوہ	nabootsing	اُسوہ	nabootsing	PROPN;NOM;MASC;SG;3	N;SG
اُسوہ	voorbeelde	اُسوہ	voorbeeld	PROPN;NOM;MASC;SG;3	N;PL
اُسوہ	voorbeeld	اُسوہ	voorbeeld	PROPN;NOM;MASC;SG;3	N;SG
اِسہام	vennootskap	اِسہام	vennootskap	PROPN;NOM;MASC;SG;3	N;SG
اسہنیہ	intolerable	اسہنیہ	intolerabebl	PROPN;NOM;MASC;SG;3	
اسئلہ	vrae	اسئلہ	vraag	PROPN;NOM;MASC;SG;3	N;PL
اسّی	eighty	اسّی	eighty		
اِسے	hierdie	اِسا	hierdie	PRO;NOM;SG;3	DET
اِسے	dié	اِسا	dié	PRO;NOM;SG;3	DET
اسیر	gebind	اسیر	bind	PROPN;NOM;MASC;SG;3	
اسیر	gevangene	اسیر	gevang	PROPN;NOM;MASC;SG;3	N;SG
اسیر	captive	اسیر	captive	PROPN;NOM;MASC;SG;3	
اسیری	gevangenskap	اسیری	gevangenskap	PROPN;NOM;MASC;SG;3	N;SG
اسیری	uitdien	اسیری	uitdien	PROPN;NOM;MASC;SG;3	
اسیری	gevangenskap	اسیری	gevangenskap	PROPN;NOM;MASC;SG;3	N;SG
اسیس	blessing	اسیس	blessing	PROPN;NOM;MASC;SG;3	N;SG
اِشارات	voetnotas	اِشار	voetnotas	N;NOM;MASC;PL;3	N;SG
اشارف	gentlemen	اشارف	gentlemen	PROPN;NOM;MASC;SG;3	
اشارف	menere	اشارف	mener	PROPN;NOM;MASC;SG;3	N;PL
اِشارہ	bestel	اِشارہ	bestel	N;NOM;MASC;SG;3	V;PRS
اِشارہ	rangskik	اِشارہ	rangskik	N;NOM;MASC;SG;3	
اِشارہ	teken	اِشارہ	teken	N;NOM;MASC;SG;3	V;PRS
اِشارہ	onderteken	اِشارہ	onderteken	N;NOM;MASC;SG;3	V;PRS
اِشارہ	voorstel	اِشارہ	voorstel	N;NOM;MASC;SG;3	V;PRS
اِشارہ	gebaar	اِشارہ	gebaar	N;NOM;MASC;SG;3	
اِشارے	gebare	اِشارہ	gebare	PROPN;NOM;MASC;SG;3	ADJ;NOM
اِشارے	wenke	اِشارہ	wenk	PROPN;NOM;MASC;SG;3	N;PL
اِشاریت	symbolism	اِشاریت	symbolism	PROPN;NOM;MASC;SG;3	
اِشاریہ	indeks	اِشاریہ	indeks	PROPN;NOM;MASC;SG;3	N;SG
اِشاعت	uitgawe	اِشاعت	uitgawe	PROPN;NOM;MASC;SG;3	N;SG
اِشاعت	sirkulasie	اِشاعت	sirkulasie	PROPN;NOM;MASC;SG;3	N;SG
اِشاعت	publisering	اِشاعت	publisering	PROPN;NOM;MASC;SG;3	N;SG
اِشاعت	publisiteit	اِشاعت	publisiteit	PROPN;NOM;MASC;SG;3	N;SG
اشانت	angstig	اشانت	angstig	PROPN;NOM;MASC;SG;3	
اشباح	bodies	اشباح	bodie	PROPN;NOM;MASC;SG;3	
اشباح	voorwerpe	اشباح	voorwerpe	PROPN;NOM;MASC;SG;3	N;PL
اشباح	objekte	اشباح	objekte	PROPN;NOM;MASC;SG;3	N;PL
اشباہ	modelle	اشباہ	modelle	PROPN;NOM;MASC;SG;3	N;PL
اشباہ	voorbeelde	اشباہ	voorbeeld	PROPN;NOM;MASC;SG;3	N;PL
اشباہ	prente	اشباہ	prent	PROPN;NOM;MASC;SG;3	N;PL
اشباہ	beelde	اشباہ	beelde	PROPN;NOM;MASC;SG;3	N;PL
اِشتباہ	suspicion	اِشتباہ	suspicion	PROPN;NOM;MASC;SG;3	
اِشتباہ	twyfel	اِشتباہ	twyfel	PROPN;NOM;MASC;SG;3	
اِشتباہی	verdagte	اِشتباہی	verdag	PROPN;NOM;MASC;SG;3	N;PL
اِشتباہی	verdag	اِشتباہی	verdag	PROPN;NOM;MASC;SG;3	V;PRS
اشتُت	loof	اشتُت	loof	PROPN;NOM;MASC;SG;3	V;PRS
اشتُت	lofprysing	اشتُت	lofprysing	PROPN;NOM;MASC;SG;3	N;SG
اُشتُر	kameel	اُشتُر	kameel	PROPN;NOM;MASC;SG;3	N;SG
اُشتُر	camel	اُشتُر	camel	PROPN;NOM;MASC;SG;3	PROPN;SG
اِشترا	aankoop	اِشترا	aankoop	PROPN;NOM;MASC;SG;3	V;PRS
اِشترا	aankope	اِشترا	aankoop	PROPN;NOM;MASC;SG;3	N;PL
اِشترا	verruil	اِشترا	verruil	PROPN;NOM;MASC;SG;3	V;PRS
اِشترا	handel	اِشترا	handel	PROPN;NOM;MASC;SG;3	V;PRS
اِشترا	verkoop	اِشترا	verkoop	PROPN;NOM;MASC;SG;3	V;PRS
اِشتراک	deelname	اِشتراک	deelname	PROPN;NOM;MASC;SG;3	N;SG
اِشتراک	samewerking	اِشتراک	samewerking	PROPN;NOM;MASC;SG;3	N;SG
اِشتراک	sosialisme	اِشتراک	sosialisme	PROPN;NOM;MASC;SG;3	N;SG
اِشتراک	vennootskap	اِشتراک	vennootskap	PROPN;NOM;MASC;SG;3	N;SG
اِشتراک	fellowship	اِشتراک	fellowship	PROPN;NOM;MASC;SG;3	
اِشتعال	brandende	اِشتعال	brand	PROPN;NOM;MASC;SG;3	ADJ;NOM
اِشتعال	skryfwerk	اِشتعال	skryfwerk	PROPN;NOM;MASC;SG;3	N;SG
اِشتعال	woede	اِشتعال	woede	PROPN;NOM;MASC;SG;3	N;SG
اِشتعالک	opgewondenheid	اِشتعالک	opgewondenheid	PROPN;NOM;MASC;SG;3	N;SG
اِشتغال	besetting	اِشتغال	besetting	PROPN;NOM;MASC;SG;3	N;SG
اِشتغال	besigheid	اِشتغال	besigheid	PROPN;NOM;MASC;SG;3	N;SG
اِشتغال	employment	اِشتغال	employment	PROPN;NOM;MASC;SG;3	
اِشتغال	indiensneming	اِشتغال	indiensneming	PROPN;NOM;MASC;SG;3	N;SG
اِشتقاق	voorkoms	اِشتقاق	voorkoms	PROPN;NOM;MASC;SG;3	N;SG
اِشتقاقیات	etimologie	اِشتقاقی	etimologie	N;NOM;MASC;PL;3	N;SG
اُشتُلُم	geraas	اُشتُلُم	raas	PROPN;NOM;MASC;SG;3	PRO;SG;3
اُشتُلُم	force	اُشتُلُم	force	PROPN;NOM;MASC;SG;3	
اُشتُلُم	forseer	اُشتُلُم	forseer	PROPN;NOM;MASC;SG;3	V;PRS
اُشتُلُم	krag	اُشتُلُم	krag	PROPN;NOM;MASC;SG;3	N;SG
اُشتُلُم	dwing	اُشتُلُم	dwing	PROPN;NOM;MASC;SG;3	V;PRS
اِشتمال	insluiting	اِشتمال	insluiting	PROPN;NOM;MASC;SG;3	N;SG
اِشتمام	fragrance	اِشتمام	fragranc	PROPN;NOM;MASC;SG;3	
اِشتمام	reuk	اِشتمام	reuk	PROPN;NOM;MASC;SG;3	N;SG
اِشتمام	ruik	اِشتمام	ruik	PROPN;NOM;MASC;SG;3	V;PRS
اِشتہا	begeerte	اِشتہا	begeerte	PROPN;NOM;MASC;SG;3	N;SG
اِشتہا	wens	اِشتہا	wens	PROPN;NOM;MASC;SG;3	
اِشتہاد	testimony	اِشتہاد	testimony	PROPN;NOM;MASC;SG;3	
اِشتہاد	bewyse	اِشتہاد	bewys	PROPN;NOM;MASC;SG;3	N;PL
اِشتہاد	getuienis	اِشتہاد	getuienis	PROPN;NOM;MASC;SG;3	N;SG
اِشتہار	kennisgewing	اِشتہار	kennisgewing	PROPN;NOM;MASC;SG;3	N;SG
اِشتہار	advertensie	اِشتہار	advertensie	PROPN;NOM;MASC;SG;3	
اِشتہار	proklamasie	اِشتہار	proklamasie	PROPN;NOM;MASC;SG;3	N;SG
اِشتہار	aankondiging	اِشتہار	aankondiging	PROPN;NOM;MASC;SG;3	N;SG
اِشتہاری	geadverteer	اِشتہاری	adverteer	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
اِشتیاق	begeerte	اِشتیاق	begeerte	PROPN;NOM;MASC;SG;3	N;SG
اِشٹام	seal	اِشٹام	seal	PROPN;NOM;MASC;SG;3	
اِشٹام	seël	اِشٹام	seël	PROPN;NOM;MASC;SG;3	N;SG
اِشٹام	stamp	اِشٹام	stamp	PROPN;NOM;MASC;SG;3	
اِشٹام	stempel	اِشٹام	stempel	PROPN;NOM;MASC;SG;3	V;PRS
اشٹم	eighth	اشٹم	eighth	PROPN;NOM;MASC;SG;3	
اشجار	bome	اشجار	bome		N;PL
اشخاص	mense	اشخاص	mens	N;NOM;MASC;SG;3	N;PL
اشخاص	mans	اشخاص	man	N;NOM;MASC;SG;3	N;PL
اشخاص	manne	اشخاص	man	N;NOM;MASC;SG;3	N;PL
اشد	severe	اشد	sever	N;NOM;MASC;SG;3	
اشرار	wicked	اشرار	wicked	PROPN;NOM;MASC;SG;3	
اشراف	gentlemen	اشراف	gentlemen	N;NOM;MASC;SG;3	
اشراف	menere	اشراف	mener	N;NOM;MASC;SG;3	N;PL
اشرافیہ	aristokrasie	اشرافیہ	aristokrasie	PROPN;NOM;MASC;SG;3	N;SG
اِشراق	dawn	اِشراق	dawn	PROPN;NOM;MASC;SG;3	
اِشراق	sonsopkoms	اِشراق	sonsopkoms	PROPN;NOM;MASC;SG;3	N;SG
اِشراک	politeïsme	اِشراک	politeïsme	PROPN;NOM;MASC;SG;3	N;SG
اشربہ	drankies	اشربہ	drankies	PROPN;NOM;MASC;SG;3	N;SG
اشرف	gentleman	اشرف	gentleman	PROPN;NOM;MASC;SG;3	
اشعار	hare	اشعار	haar	N;NOM;MASC;PL;3	N;SG
اشعار	verses	اشعار	verses	N;NOM;MASC;PL;3	
اِشعاع	straling	اِشعاع	straling	PROPN;NOM;MASC;SG;3	N;SG
اِشعاع	ratkas	اِشعاع	ratkas	PROPN;NOM;MASC;SG;3	N;SG
اشغال	interaksie	اشغال	interaksie	N;NOM;MASC;SG;3	
اُشغُلہ	lie	اُشغُلہ	lie	PROPN;NOM;MASC;SG;3	N;SG
اُشغُلہ	jok	اُشغُلہ	jok	PROPN;NOM;MASC;SG;3	
اُشغُلہ	leuen	اُشغُلہ	leuen	PROPN;NOM;MASC;SG;3	
اِشفاق	teerheid	اِشفاق	teerheid	PROPN;NOM;MASC;SG;3	N;SG
اِشقاق	consequence	اِشقاق	consequence	PROPN;NOM;MASC;SG;3	
اِشقاق	aftermath	اِشقاق	aftermath	PROPN;NOM;MASC;SG;3	
اُشقُلہ	lie	اُشقُلہ	lie	PROPN;NOM;MASC;SG;3	N;SG
اُشقُلہ	jok	اُشقُلہ	jok	PROPN;NOM;MASC;SG;3	
اُشقُلہ	leuen	اُشقُلہ	leuen	PROPN;NOM;MASC;SG;3	
اشک	skeur	اشک	skeur	PROPN;NOM;MASC;SG;3	V;PRS
اشکال	bodies	اشکال	bodie	N;NOM;MASC;SG;3	
اشکال	idols	اشکال	idols	N;NOM;MASC;SG;3	
اشکال	vorms	اشکال	vorm	N;NOM;MASC;SG;3	N;PL
اشکال	gesigte	اشکال	gesig	N;NOM;MASC;SG;3	N;PL
اشکال	standbeelde	اشکال	standbeeld	N;NOM;MASC;SG;3	N;PL
اِشکال	suspicion	اِشکال	suspicion	PROPN;NOM;MASC;SG;3	
اِشکال	moeilikheidsgraad	اِشکال	moeilikheidsgraad	PROPN;NOM;MASC;SG;3	N;SG
اِشکال	moeilikheid	اِشکال	moeilikheid	PROPN;NOM;MASC;SG;3	N;SG
اِشکال	twyfel	اِشکال	twyfel	PROPN;NOM;MASC;SG;3	
اشکل	harder	اشکل	harder	PROPN;NOM;MASC;SG;3	V;PRS
اشمخ	hoër	اشمخ	hoog	PROPN;NOM;MASC;SG;3	ADJ;NOM;CMPR
اشواق	belangstellings	اشواق	belangstelling	PROPN;NOM;MASC;SG;3	N;PL
اشواق	begeer	اشواق	begeer	PROPN;NOM;MASC;SG;3	V;PRS
اِشہا	begeerte	اِشہا	begeerte	PROPN;NOM;MASC;SG;3	N;SG
اِشہا	inclination	اِشہا	inclination	PROPN;NOM;MASC;SG;3	
اشہاد	getuies	اشہاد	getuie	PROPN;NOM;MASC;SG;3	N;PL
اشہب	grys	اشہب	grys		ADV
اشہب	grey	اشہب	grey		PROPN;SG
اشیرباد	goedkeuring	اشیرباد	goedkeuring	PROPN;NOM;MASC;SG;3	N;SG
اشیرباد	verkies	اشیرباد	verkies	PROPN;NOM;MASC;SG;3	V;PRS
اشیرباد	gunste	اشیرباد	gun	PROPN;NOM;MASC;SG;3	
اشیرباد	blessing	اشیرباد	blessing	PROPN;NOM;MASC;SG;3	N;SG
اصالتاً	beslis	اصالتاً	beslis	ADV	
اصحاب	kamerade	صاحب	kameraag	N;NOM;MASC;SG;3	N;PL
اصحاب	comrades	صاحب	comrade	N;NOM;MASC;SG;3	N;PL
اصحاب	mans	صاحب	man	N;NOM;MASC;SG;3	N;PL
اصحاب	manne	صاحب	man	N;NOM;MASC;SG;3	N;PL
اصحاب	gentlemen	صاحب	gentlemen	N;NOM;MASC;SG;3	
اصحاب	menere	صاحب	mener	N;NOM;MASC;SG;3	N;PL
اصحاب	vriende	صاحب	vriend	N;NOM;MASC;SG;3	N;PL
اِصرار	volharding	اِصرار	volharding	PROPN;NOM;MASC;SG;3	N;SG
اِصطباغ	dying	اِصطباغ	dying	PROPN;NOM;MASC;SG;3	PROPN;SG
اصطبل	stabiel	اصطبل	stabiel	PROPN;NOM;MASC;SG;3	ADV
اصطبل	stable	اصطبل	stable	PROPN;NOM;MASC;SG;3	
اصطبل	stabiele	اصطبل	stabiel	PROPN;NOM;MASC;SG;3	ADJ;NOM
اِصطخر	kasteel	اِصطخر	kasteel	PROPN;NOM;MASC;SG;3	N;SG
اِصطخر	dammetjie	اِصطخر	dammetjie	PROPN;NOM;MASC;SG;3	N;SG
اِصطخر	persepolis	اِصطخر	persepolis	PROPN;NOM;MASC;SG;3	N;SG
اِصطفا	reinheid	اِصطفا	reinheid	PROPN;NOM;MASC;SG;3	N;SG
اِصطکاک	wrywing	اِصطکاک	wrywing	PROPN;NOM;MASC;SG;3	N;SG
اِصطلاح	terminology	اِصطلاح	terminology	N;NOM;MASC;SG;3	
اصغر	kleinste	اصغر	kleins	PROPN;NOM;MASC;SG;3	
اصغر	oorleg	اصغر	oorleg	PROPN;NOM;MASC;SG;3	
اصفار	nulle	اصفار	nulle	PROPN;NOM;MASC;SG;3	
اصفیا	saints	اصفیا	saints	PROPN;NOM;MASC;SG;3	
اصل	waar	اصل	waar	ADJ	PRO
اصل	true	اصل	true	ADJ	
اصل	suiwer	اصل	suiwer	ADJ	
اصل	hoofstad	اصل	hoofstad	ADJ	N;SG
اصل	oorsprong	اصل	oorsprong	ADJ	N;SG
اصل	regte	اصل	reg	ADJ	N;PL
اصل	egte	اصل	egte	ADJ	N;PL
اصل	standaard	اصل	standaard	ADJ	N;SG
اصل	ware	اصل	waar	ADJ	N;SG
اصل	aktiwiteite	اصل	aktiwiteit	ADJ	N;PL
اصل	geleentheid	اصل	geleentheid	ADJ	N;SG
اصل	prototipe	اصل	prototip	ADJ	N;SG
اصل	fondament	اصل	fondament	ADJ	N;SG
اصل	bronne	اصل	bron	ADJ	N;PL
اصل	bron	اصل	bron	ADJ	N;SG
اصل	oorspronklik	اصل	oorspronklik	ADJ	ADV
اصل	familie	اصل	familie	ADJ	N;SG
اصل	gesin	اصل	gesin	ADJ	N;SG
اصل	base	اصل	base	ADJ	
اصل	basis	اصل	basis	ADJ	N;SG
اصل	waar	اصل	waar	ADJ	PRO
اصل	true	اصل	true	ADJ	
اصل	suiwer	اصل	suiwer	ADJ	
اصل	hoofstad	اصل	hoofstad	ADJ	N;SG
اصل	oorsprong	اصل	oorsprong	ADJ	N;SG
اصل	regte	اصل	reg	ADJ	N;PL
اصل	egte	اصل	egte	ADJ	N;PL
اصل	standaard	اصل	standaard	ADJ	N;SG
اصل	ware	اصل	waar	ADJ	N;SG
اصل	aktiwiteite	اصل	aktiwiteit	ADJ	N;PL
اصل	geleentheid	اصل	geleentheid	ADJ	N;SG
اصل	prototipe	اصل	prototip	ADJ	N;SG
اصل	fondament	اصل	fondament	ADJ	N;SG
اصل	bronne	اصل	bron	ADJ	N;PL
اصل	bron	اصل	bron	ADJ	N;SG
اصل	oorspronklik	اصل	oorspronklik	ADJ	ADV
اصل	familie	اصل	familie	ADJ	N;SG
اصل	gesin	اصل	gesin	ADJ	N;SG
اصل	stam	اصل	stam	ADJ	N;SG
اصل	root	اصل	root	ADJ	
اصل	base	اصل	base	ADJ	
اصل	basis	اصل	basis	ADJ	N;SG
اصلا	ooit	اصلا	ooit		ADV
اصلاً	werklik	اصلاً	werklik		PART
اصلاً	voorwaar	اصلاً	voorwaar		N;SG
اصلاب	generations	اصلاب	generations	PROPN;NOM;MASC;SG;3	
اِصلاح	hervorm	اِصلاح	hervorm	N;NOM;MASC;SG;3	V;PRS
اِصلاحی	reggestel	اِصلاحی	regstel	ADJ;NOM	V;PST;V.PTCP
اِصلاحی	korrigeer	اِصلاحی	korrigeer	ADJ;NOM	V;PRS
اصلح	superior	اصلح	superior	PROPN;NOM;MASC;SG;3	
اصلح	beter	اصلح	goed	PROPN;NOM;MASC;SG;3	ADV;CMPR
اصلی	suiwer	اصلی	suiwer	ADJ	
اصلی	waar	اصلی	waar	ADJ	PRO
اصلی	true	اصلی	true	ADJ	
اصلی	oorspronklik	اصلی	oorspronklik	ADJ	ADV
اصلی	inherent	اصلی	inherent	ADJ	
اصلی	genuine	اصلی	genuine	ADJ	
اصلی	essential	اصلی	essential	ADJ	
اصلی	suiwer	اصلی	suiwer	ADJ	
اصلی	waar	اصلی	waar	ADJ	PRO
اصلی	true	اصلی	true	ADJ	
اصلی	regte	اصلی	reg	ADJ	N;PL
اصلی	egte	اصلی	egte	ADJ	N;PL
اصلی	oorspronklik	اصلی	oorspronklik	ADJ	ADV
اصلی	inherent	اصلی	inherent	ADJ	
اصلی	genuine	اصلی	genuine	ADJ	
اصلی	essential	اصلی	essential	ADJ	
اصلیّت	vermoë	اصلیّت	vermoë	PROPN;NOM;MASC;SG;3	N;SG
اصلیّت	vermoeë	اصلیّت	vermoeë	PROPN;NOM;MASC;SG;3	V;PRS
اصلیّت	realiteit	اصلیّت	realiteit	PROPN;NOM;MASC;SG;3	N;SG
اصلیّت	werklikheid	اصلیّت	werklikheid	PROPN;NOM;MASC;SG;3	N;SG
اصلیّت	instinct	اصلیّت	instinct	PROPN;NOM;MASC;SG;3	
اصلیّت	base	اصلیّت	base	PROPN;NOM;MASC;SG;3	
اصلیّت	onderliggende	اصلیّت	onderliggend	PROPN;NOM;MASC;SG;3	ADJ;NOM
اصلیّت	basis	اصلیّت	basis	PROPN;NOM;MASC;SG;3	N;SG
اصلیّت	stam	اصلیّت	stam	PROPN;NOM;MASC;SG;3	N;SG
اصلیّت	root	اصلیّت	root	PROPN;NOM;MASC;SG;3	
اصلیّت	fondament	اصلیّت	fondament	PROPN;NOM;MASC;SG;3	N;SG
اصلیّت	egtheid	اصلیّت	egtheid	PROPN;NOM;MASC;SG;3	N;SG
اصناف	spesie	اصناف	spesie	N;NOM;MASC;PL;3	N;SG
اصناف	kinds	اصناف	kinds	N;NOM;MASC;PL;3	
اصنام	ikone	اصنام	ikone		N;PL
اصوات	klink	اصوات	klink	N;NOM;MASC;PL;3	V;PRS
اصوَب	verhewe	اصوَب	verhewe	PROPN;NOM;MASC;SG;3	
اصوَب	verbeterde	اصوَب	verbeter	PROPN;NOM;MASC;SG;3	ADJ;NOM
اُصول	air	اُصول	air	N;NOM;MASC;SG;3	
اُصول	lug	اُصول	lug	N;NOM;MASC;SG;3	
اُصول	heers	اُصول	heers	N;NOM;MASC;SG;3	V;PRS
اُصول	reël	اُصول	reël	N;NOM;MASC;SG;3	V;PRS
اُصول	beginsel	اُصول	beginsel	N;NOM;MASC;SG;3	
اصیل	suiwer	اصیل	suiwer	PROPN;NOM;MASC;SG;3	
اِضاعت	verlies	اِضاعت	verlies	PROPN;NOM;MASC;SG;3	N;SG
اِضاعت	afval	اِضاعت	afval	PROPN;NOM;MASC;SG;3	V;PRS
اِضافہ	verhoog	اِضافہ	verhoog	N;NOM;MASC;SG;3	V;PRS
اِضافہ	vermeerder	اِضافہ	vermeerder	N;NOM;MASC;SG;3	V;PRS
اِضافہ	increment	اِضافہ	increment	N;NOM;MASC;SG;3	
اِضافہ	optel	اِضافہ	optel	N;NOM;MASC;SG;3	V;PRS
اِضافی	ekstra	اِضافی	ekstra	ADJ	
اِضافی	relatief	اِضافی	relatief	ADJ	
اِضافی	relatiewe	اِضافی	relatief	ADJ	
اُضحوکہ	lag	اُضحوکہ	lag	PROPN;NOM;MASC;SG;3	N;SG
اُضحوکہ	joke	اُضحوکہ	jok	PROPN;NOM;MASC;SG;3	
اضحی	opofferings	اضحی	opoffering	PROPN;NOM;MASC;SG;3	N;PL
اُضحیہّ	sacrifice	اُضحیہّ	sacrific	PROPN;NOM;MASC;SG;3	
اُضحیہّ	opoffering	اُضحیہّ	opoffering	PROPN;NOM;MASC;SG;3	N;SG
اضرار	skadevergoeding	اضرار	skadevergoeding	PROPN;NOM;MASC;SG;3	N;SG
اِضطراری	skielike	اِضطراری	skielik	N;NOM;MASC;SG;3	ADJ;NOM
اضلاع	parte	ضلع	part	N;NOM;MASC;PL;3	
اِضمحلال	depressie	اِضمحلال	depressie	PROPN;NOM;MASC;SG;3	
اِطاعت	allegiance	اِطاعت	allegiance	PROPN;NOM;MASC;SG;3	
اِطاعت	instuur	اِطاعت	instuur	PROPN;NOM;MASC;SG;3	V;PRS
اُطاق	kamer	اُطاق	kamer		N;SG
اِطالوی	italiaanse	اِطالوی	italiaans	PROPN;NOM;MASC;SG;3	ADJ;NOM
اِطالوی	italiaans	اِطالوی	italiaans	PROPN;NOM;MASC;SG;3	
اِطالیہ	italië	اِطالیہ	italië	PROPN;NOM;MASC;SG;3	
اطِبّا	dokters	اطِبّا	dokter	PROPN;NOM;MASC;SG;3	N;PL
اطراف	suburbs	اطراف	suburbs	ADP;NOM;MASC;SG;3	
اطراف	voorstede	اطراف	voorstede	ADP;NOM;MASC;SG;3	N;PL
اطراف	rond	اطراف	rond	ADP;NOM;MASC;SG;3	
اطراف	naby	اطراف	naby	ADP;NOM;MASC;SG;3	ADP
اطراف	ledemate	اطراف	ledemaat	ADP;NOM;MASC;SG;3	N;PL
اطراف	kante	اطراف	kant	ADP;NOM;MASC;SG;3	N;PL
اطعِمہ	limited	اطعِمہ	limited	PROPN;NOM;MASC;SG;3	
اطعِمہ	foods	اطعِمہ	foods	PROPN;NOM;MASC;SG;3	
اطعِمہ	etes	اطعِمہ	etes	PROPN;NOM;MASC;SG;3	N;PL
اطفال	kinders	اطفال	kind	PROPN;NOM;MASC;SG;3	N;PL
اِطّلاع	intelligensie	اِطّلاع	intelligensie	PROPN;NOM;MASC;SG;3	N;SG
اِطّلاع	informasie	اِطّلاع	informasie	PROPN;NOM;MASC;SG;3	N;SG
اِطّلاع	inligting	اِطّلاع	inligting	PROPN;NOM;MASC;SG;3	N;SG
اِطّلاع	kennisgewing	اِطّلاع	kennisgewing	PROPN;NOM;MASC;SG;3	N;SG
اِطّلاع	kennis	اِطّلاع	kennis	PROPN;NOM;MASC;SG;3	N;SG
اِطّلاع	aankondiging	اِطّلاع	aankondiging	PROPN;NOM;MASC;SG;3	N;SG
اِطّلاع	nuus	اِطّلاع	nuus	PROPN;NOM;MASC;SG;3	N;SG
اِطّلاع	rapporteer	اِطّلاع	rapporteer	PROPN;NOM;MASC;SG;3	V;PRS
اِطلاقی	toepaslik	اِطلاقی	toepaslik	ADJ;NOM	V;PRS
اِطلاقی	toegepas	اِطلاقی	toepas	ADJ;NOM	V;PST;V.PTCP
اِطلاقی	aangewend	اِطلاقی	aanwend	ADJ;NOM	V;PST;V.PTCP
اِطمینان	trust	اِطمینان	trust	N;NOM;MASC;SG;3	
اِطمینان	vertrou	اِطمینان	vertrou	N;NOM;MASC;SG;3	V;PRS
اطناب	kabels	اطناب	kabel	PROPN;NOM;MASC;SG;3	N;PL
اطوار	maniere	اطوار	manier	N;NOM;MASC;SG;3	N;PL
اطوار	modusse	اطوار	modus	N;NOM;MASC;SG;3	N;PL
اطوار	gewoontes	اطوار	gewoontes	N;NOM;MASC;SG;3	N;PL
اطوار	wyses	اطوار	wyses	N;NOM;MASC;SG;3	N;PL
اطوار	maniere	اطوار	manier	N;NOM;MASC;SG;3	N;PL
اطوار	practice	اطوار	practic	N;NOM;MASC;SG;3	
اطوار	oefen	اطوار	oefen	N;NOM;MASC;SG;3	V;PRS
اطوار	aangepas	اطوار	aanpas	N;NOM;MASC;SG;3	V;PST;V.PTCP
اظلال	skaduwees	اظلال	skaduwee	PROPN;NOM;MASC;SG;3	
اِظہار	testimony	اِظہار	testimony	PROPN;NOM;MASC;SG;3	
اِظہار	stelling	اِظہار	stelling	PROPN;NOM;MASC;SG;3	N;SG
اِظہار	verklaring	اِظہار	verklaring	PROPN;NOM;MASC;SG;3	N;SG
اِظہار	sigbare	اِظہار	sigbaar	PROPN;NOM;MASC;SG;3	ADJ;NOM
اِظہار	sigbaar	اِظہار	sigbaar	PROPN;NOM;MASC;SG;3	
اِظہار	proklamasie	اِظہار	proklamasie	PROPN;NOM;MASC;SG;3	N;SG
اِظہار	uitdrukking	اِظہار	uitdrukking	PROPN;NOM;MASC;SG;3	N;SG
اِظہار	bekendmaking	اِظہار	bekendmaking	PROPN;NOM;MASC;SG;3	N;SG
اِعادہ	eggo	اِعادہ	eggo	PROPN;NOM;MASC;SG;3	
اعادی	vyande	اعادی	vyand	ADJ	N;PL
اِعانت	help	اِعانت	help	PROPN;NOM;MASC;SG;3	V;PRS
اِعانت	hulp	اِعانت	hulp	PROPN;NOM;MASC;SG;3	N;SG
اِعانت	ondersteuning	اِعانت	ondersteuning	PROPN;NOM;MASC;SG;3	N;SG
اِعانت	ondersteun	اِعانت	ondersteun	PROPN;NOM;MASC;SG;3	V;PRS
اِعانت	steun	اِعانت	steun	PROPN;NOM;MASC;SG;3	V;PRS
اِعانت	bystand	اِعانت	bystand	PROPN;NOM;MASC;SG;3	N;SG
اِعتاق	bevryding	اِعتاق	bevryding	PROPN;NOM;MASC;SG;3	N;SG
اِعتبار	belief	اِعتبار	belief	PROPN;NOM;MASC;SG;3	
اِعتبار	gewete	اِعتبار	weet	PROPN;NOM;MASC;SG;3	N;SG
