что	מה	что	מה	PRO;NOM	ADV
премьер	פריים	премьер	פריים	N;ANIM;NOM;MASC;SG	
сначала	ראשון	сначала	ראשון	ADV	PROPN
игра	המשחק	игра	המשחק	N;INAN;NOM;FEM;SG	PROPN
строительство	בונה	строительство	בנה	N;INAN;NOM;NEUT;SG	
пункт	הפריט	пункт	הפריט	N;INAN;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
мать	אימא	мать	אימא	N;ANIM;NOM;FEM;SG	
старший	אלדר	старший	אלדר	ADJ;NOM;MASC;SG	PROPN
старший	חונך	старший	חונך	ADJ;NOM;MASC;SG	N;MASC;SG
конечно	בטח	конечно	בטח	ADV	
конечно	בטוח	конечно	None	ADV	
тренер	המאמן	тренер	המאמן	N;ANIM;NOM;MASC;SG	PROPN
написал	כתבה	писать	כתבה	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
написал	כתב	писать	כתב	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
написал	כתבת	писать	כתב	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
женщины	נשי	женщина	איש	N;ANIM;NOM;FEM;PL	
женщины	נקבה	женщина	נקבה	N;ANIM;NOM;FEM;PL	PROPN
труда	צירים	труд	ציר	N;INAN;GEN;MASC;SG	N;MASC;PL
провинция	נפה	провинция	נפה	N;INAN;NOM;FEM;SG	PROPN
храм	מקדש	храм	מקדש	N;INAN;NOM;MASC;SG	PROPN
храм	המקדש	храм	המקדש	N;INAN;NOM;MASC;SG	PROPN
исследования	לימודי	исследование	לימודים	N;INAN;NOM;NEUT;PL	PROPN
исследования	מחקר	исследование	מחקר	N;INAN;NOM;NEUT;PL	N;MASC;SG
какие	מה	какой	מה	DET;NOM;PL	ADV
обороны	הגנה	оборона	הגנה	N;INAN;NOM;FEM;PL	N;FEM;SG
обороны	הגנה	оборона	הגנה	N;INAN;NOM;FEM;PL	N;FEM;SG
мнение	הדעה	мнение	הדעה	N;INAN;NOM;NEUT;SG	ADV
мнение	דעות	мнение	דעה	N;INAN;NOM;NEUT;SG	N;FEM;PL
сообщения	תקשורת	сообщение	תקשורת	N;INAN;NOM;NEUT;PL	N;FEM;SG
раздел	מקטע	раздел	מקטע	N;INAN;NOM;MASC;SG	
раздел	החלוקה	раздел	החלוקה	N;INAN;NOM;MASC;SG	PROPN
востоке	מזרחה	восток	מזרחה	N;INAN;ESS;MASC;SG	ADV
востоке	המזרח	восток	המזרח	N;INAN;ESS;MASC;SG	PROPN
востоке	איסט	восток	איסט	N;INAN;ESS;MASC;SG	PROPN
быстро	מהיר	быстро	מהיר	ADV	
быстро	מהיר	быстро	מהיר	ADV	
удаление	מסיר	удаление	מסיר	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
удаление	מוחקת	удаление	הוחק	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;PASS
удаление	מוחק	удаление	מוחק	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
удаление	למחוק	удаление	מחק	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
удаление	מחק	удаление	מחק	N;INAN;NOM;NEUT;SG	
проходит	עובר	проходить	עבר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
епископ	בישופ	епископ	בישופ	N;ANIM;NOM;MASC;SG	PROPN
епископ	בישוף	епископ	בישוף	N;ANIM;NOM;MASC;SG	PROPN
следующий	הבא	следующий	הבא	ADJ;NOM;MASC;SG	PROPN
максимальная	מרבי	максимальный	מרבי	ADJ;NOM;FEM;SG	
максимальная	מקסימום	максимальный	מקסימום	ADJ;NOM;FEM;SG	N;MASC;SG
максимальная	המקסימום	максимальный	המקסימום	ADJ;NOM;FEM;SG	PROPN
англии	באנגליה	англия	באנגליה	N;INAN;NOM;FEM;SG	PROPN
англии	אנגליה	англия	אנגליה	N;INAN;NOM;FEM;SG	PROPN
капитан	קפטן	капитан	קפטן	N;ANIM;NOM;MASC;SG	PROPN
капитан	סרן	капитан	סרן	N;ANIM;NOM;MASC;SG	PROPN
работает	פועל	работать	פועל	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
работает	יצירות	работать	יצירה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
работает	עובדת	работать	עובדה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
работает	עובד	работать	עובד	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
ленина	לנין	ленин	לנין	N;ANIM;ACC;MASC;SG	PROPN
интернет	אינטרנט	интернет	אינטרנט	N;INAN;NOM;MASC;SG	
интернет	האינטרנט	интернет	האינטרנט	N;INAN;NOM;MASC;SG	PROPN
руководитель	מפקחת	руководитель	פיקח	N;ANIM;NOM;MASC;SG	V;FEM;SG;V.PTCP;ACT
руководитель	המנהיג	руководитель	המנהיג	N;ANIM;NOM;MASC;SG	PROPN
лейтенант	לוטננט	лейтенант	לוטננט	N;ANIM;NOM;MASC;SG	PROPN
лейтенант	הסגן	лейтенант	הסגן	N;ANIM;NOM;MASC;SG	
лейтенант	לוטנט	лейтенант	לוטנט	N;ANIM;NOM;MASC;SG	PROPN
науки	מדע	наука	מדע	N;INAN;NOM;FEM;PL	
версия	גרסא	версия	גרסא	N;INAN;NOM;FEM;SG	PROPN
школе	לימודים	школа	לימודים	N;INAN;DAT;FEM;SG	N;MASC;PL
думаю	חושבת	думать	חשב	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
думаю	חשיבה	думать	חשיבה	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
думаю	חושב	думать	חשב	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
думаю	מניחה	думать	מניחה	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
думаю	נחשו	думать	נחשה	V;IPFV;IND;SG;1;PRS;FIN;ACT	
думаю	מניח	думать	הניח	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
думаю	נחש	думать	נחש	V;IPFV;IND;SG;1;PRS;FIN;ACT	
полковник	קולונל	полковник	קולונל	N;ANIM;NOM;MASC;SG	PROPN
воды	מיים	вода	מיים	N;INAN;NOM;FEM;PL	PROPN
князь	נסיך	князь	נסיך	N;ANIM;NOM;MASC;SG	PROPN
князь	פרינס	князь	פרינס	N;ANIM;NOM;MASC;SG	PROPN
князь	הנסיך	князь	הנסיך	N;ANIM;NOM;MASC;SG	PROPN
стадион	האצטדיון	стадион	האצטדיון	N;INAN;NOM;MASC;SG	PROPN
деревне	הכפר	деревня	הכפר	N;INAN;DAT;FEM;SG	
кубок	ספל	кубок	ספל	N;INAN;NOM;MASC;SG	PROPN
кубок	כוס	кубок	כוס	N;INAN;NOM;MASC;SG	
помимо	שמעבר	помимо	שמעבר	ADP	PROPN
помимо	מעבר	помимо	מעבר	ADP	
пять	five	пять	five	NUM;NOM	
движение	התנועה	движение	התנועה	N;INAN;NOM;NEUT;SG	V;MASC;SG;3;PST
выпуск	פלט	выпуск	פלט	N;INAN;NOM;MASC;SG	
выпуск	גיליון	выпуск	גיליון	N;INAN;NOM;MASC;SG	PROPN
святой	קדוש	святой	קדוש	ADJ;NOM;MASC;SG	
святой	הקדוש	святой	הקדוש	ADJ;NOM;MASC;SG	PROPN
святой	קדושה	святой	קדוש	ADJ;NOM;MASC;SG	PROPN
святой	קדושה	святой	קדוש	ADJ;NOM;MASC;SG	PROPN
святой	קודש	святой	קודש	ADJ;NOM;MASC;SG	
святой	קדוש	святой	קדוש	ADJ;NOM;MASC;SG	
святой	קדושים	святой	קדוש	ADJ;NOM;MASC;SG	N;MASC;PL
союз	האיחוד	союз	האיחוד	N;INAN;NOM;MASC;SG	PROPN
союз	סויוז	союз	סויוז	N;INAN;NOM;MASC;SG	PROPN
удалено	נמחקו	удалить	נמחק	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PL;3;PST;MID
удалено	נמחקה	удалить	נמחק	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;3;PST;MID
удалено	נמחק	удалить	נמחק	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
удалено	הוסרו	удалить	הוסר	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PL;3;PST;PASS
ван	ואן	ван	ואן	PART	PROPN
ван	ואנג	ван	ואנג	PART	PROPN
ван	וונג	ван	וונג	PART	PROPN
ван	וואנג	ван	וואנג	PART	PROPN
удалить	הסרת	удалить	הסרה	V;PFV;NFIN;ACT	N;PSSD;FEM;SG
удалить	הסר	удалить	הסר	V;PFV;NFIN;ACT	
удалить	הסרה	удалить	הסרה	V;PFV;NFIN;ACT	N;FEM;SG
удалить	מחק	удалить	מחק	V;PFV;NFIN;ACT	
удалить	מחיקה	удалить	מחיקה	V;PFV;NFIN;ACT	N;FEM;SG
остров	אי	остров	אי	N;INAN;NOM;MASC;SG	ADV
остров	האי	остров	האי	N;INAN;NOM;MASC;SG	
прав	זכויות	прав	זכות	ADJ;MASC;SG	N;FEM;PL
прав	הזכויות	прав	הזכות	ADJ;MASC;SG	N;FEM;PL
французский	צרפתי	французский	צרפתי	ADJ;NOM;MASC;SG	PROPN
французский	צרפתית	французский	צרפתית	ADJ;NOM;MASC;SG	PROPN
французский	צרפתים	французский	צרפתי	ADJ;NOM;MASC;SG	N;MASC;PL
издание	המהדורה	издание	המהדורה	N;INAN;NOM;NEUT;SG	PROPN
необходимо	צורך	необходимый	צורך	ADJ;NEUT;SG	N;MASC;SG
результаты	התוצאות	результат	התוצאות	N;INAN;NOM;MASC;PL	N;FEM;SG
говорит	אומרת	говорить	אמר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
говорит	אומר	говорить	אמר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
павел	פאול	павел	פאול	N;ANIM;NOM;MASC;SG	PROPN
павел	פול	павел	פול	N;ANIM;NOM;MASC;SG	PROPN
павел	פאבל	павел	פאבל	N;ANIM;NOM;MASC;SG	PROPN
пётр	פיטר	пётр	פיטר	N;ANIM;NOM;MASC;SG	PROPN
пётр	פטרוס	пётр	פטרוס	N;ANIM;NOM;MASC;SG	PROPN
пётр	פטר	пётр	פטר	N;ANIM;NOM;MASC;SG	PROPN
пётр	פיוטר	пётр	פיוטר	N;ANIM;NOM;MASC;SG	PROPN
золотой	זהב	золотой	זהב	ADJ;NOM;MASC;SG	N;MASC;SG
золотой	זהוב	золотой	זהוב	ADJ;NOM;MASC;SG	
золотой	גולדן	золотой	גולדן	ADJ;NOM;MASC;SG	PROPN
золотой	זהב	золотой	זהב	ADJ;NOM;MASC;SG	N;MASC;SG
золотой	גולד	золотой	גולד	ADJ;NOM;MASC;SG	PROPN
последние	אחרונה	последний	אחרון	ADJ;NOM;PL	ADJ;FEM;SG
последние	אחרונות	последний	אחרון	ADJ;NOM;PL	N;FEM;PL
последние	האחרון	последний	האחרון	ADJ;NOM;PL	PROPN
последние	אחרון	последний	אחרון	ADJ;NOM;PL	ADJ;MASC;SG
последние	אחרונות	последний	אחרון	ADJ;NOM;PL	N;FEM;PL
последние	לאחרונה	последний	לאחרונה	ADJ;NOM;PL	ADV
известный	ידוע	известный	ידוע	ADJ;NOM;MASC;SG	N;MASC;SG
известный	הידוע	известный	הידוע	ADJ;NOM;MASC;SG	
известный	ידועה	известный	ידע	ADJ;NOM;MASC;SG	V;FEM;SG;V.PTCP;ACT
известный	ידועים	известный	ידוע	ADJ;NOM;MASC;SG	N;MASC;PL
известный	מפורסם	известный	מפורסם	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP;PASS
известный	מפורסמים	известный	מפורסם	ADJ;NOM;MASC;SG	ADJ;MASC;PL
известный	המפורסם	известный	המפורסם	ADJ;NOM;MASC;SG	PROPN
известный	מפורסמות	известный	מפורסם	ADJ;NOM;MASC;SG	ADJ;FEM;PL
использование	משתמשת	использование	השתמש	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP
использование	משתמש	использование	השתמש	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP
использование	להשתמש	использование	השתמש	N;INAN;NOM;NEUT;SG	V;NFIN
использование	השתמש	использование	השתמש	N;INAN;NOM;NEUT;SG	V;MASC;SG;3;PST
далее	הבא	далее	הבא	ADV	PROPN
немецкий	גרמני	немецкий	גרמני	ADJ;NOM;MASC;SG	N;MASC;SG
немецкий	גרמנית	немецкий	גרמנית	ADJ;NOM;MASC;SG	PROPN
немецкий	גרמנים	немецкий	גרמני	ADJ;NOM;MASC;SG	N;MASC;PL
немецкий	גרמניה	немецкий	גרמניה	ADJ;NOM;MASC;SG	PROPN
империя	אמפייר	империя	אמפייר	N;INAN;NOM;FEM;SG	PROPN
империя	אימפריה	империя	אימפריה	N;INAN;NOM;FEM;SG	PROPN
империя	האימפריה	империя	האימפריה	N;INAN;NOM;FEM;SG	PROPN
очередь	תור	очередь	תור	N;INAN;NOM;FEM;SG	
очередь	פנה	очередь	פנה	N;INAN;NOM;FEM;SG	V;MASC;SG;3;PST;ACT
записи	רישומי	запись	רישום	N;INAN;NOM;FEM;PL	ADJ;MASC;PL
мог	יכולת	мочь	יכולת	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
мог	יכול	мочь	None	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
термин	מונח	термин	הונח	N;INAN;NOM;MASC;SG	V;MASC;SG;V.PTCP;PASS
вокруг	בסביבה	вокруг	בסביבה	ADV	
вокруг	מסביב	вокруг	מסביב	ADV	
вторая	שניה	второй	שניה	ADJ;NOM;FEM;SG	NUM;FEM;SG
вторая	שנייה	второй	שנייה	ADJ;NOM;FEM;SG	NUM;FEM;SG
вторая	שני	второй	שני	ADJ;NOM;FEM;SG	NUM;MASC;PL
вторая	שנית	второй	שנית	ADJ;NOM;FEM;SG	
издательство	מפרסם	издательство	פרסם	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
действий	פעולה	действие	פעולה	N;INAN;GEN;NEUT;PL	N;FEM;SG
действий	עשייה	действие	עשייה	N;INAN;GEN;NEUT;PL	N;FEM;SG
действий	אקשן	действие	אקשן	N;INAN;GEN;NEUT;PL	N;MASC;SG
карьера	קריירות	карьера	קריירות	N;INAN;NOM;FEM;SG	N;FEM;PL
франция	צרפת	франция	צרפת	N;INAN;NOM;FEM;SG	PROPN
композитор	מלחין	композитор	מלחין	N;ANIM;NOM;MASC;SG	PROPN
композитор	המלחין	композитор	המלחין	N;ANIM;NOM;MASC;SG	PROPN
семьи	משפחה	семья	משפחה	N;INAN;NOM;FEM;PL	N;FEM;SG
военный	צבא	военный	צבא	ADJ;NOM;MASC;SG	N;MASC;SG
английский	אנגלית	английский	אנגלית	ADJ;NOM;MASC;SG	PROPN
числа	מספרים	число	מספר	N;INAN;GEN;NEUT;SG	N;MASC;PL
создание	צרי	создание	צרי	N;INAN;NOM;NEUT;SG	
создание	צור	создание	צור	N;INAN;NOM;NEUT;SG	PROPN
создание	ליצור	создание	יצר	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
создание	היצירה	создание	היצירה	N;INAN;NOM;NEUT;SG	ADV
создание	יוצר	создание	יצר	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
создание	יוצרת	создание	יצר	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;ACT
азии	אסייתית	азия	אסייתי	N;INAN;NOM;FEM;SG	ADV
азии	אסייתי	азия	אסייתי	N;INAN;NOM;FEM;SG	PROPN
азии	אסיאתית	азия	אסיאתי	N;INAN;NOM;FEM;SG	PROPN
азии	אסיה	азия	אסיה	N;INAN;NOM;FEM;SG	PROPN
азии	אסיאתי	азия	אסיאתי	N;INAN;NOM;FEM;SG	PROPN
азии	אסיה	азия	אסיה	N;INAN;NOM;FEM;SG	PROPN
петербург	פטרסבורג	петербург	פטרסבורג	N;INAN;NOM;MASC;SG	PROPN
петербург	פטרבורג	петербург	פטרבורג	N;INAN;NOM;MASC;SG	PROPN
писать	כתיבה	писать	כתיבה	V;IPFV;NFIN;ACT	N;FEM;SG
корпус	קורפוס	корпус	קורפוס	N;INAN;NOM;MASC;SG	PROPN
корпус	החיל	корпус	החיל	N;INAN;NOM;MASC;SG	ADV
корпус	חיל	корпус	חיל	N;INAN;NOM;MASC;SG	PROPN
евгений	יבגני	евгений	יבגן	N;ANIM;NOM;MASC;SG	PROPN
евгений	יוג	евгений	יוג	N;ANIM;NOM;MASC;SG	
жена	אשתו	жена	אשת	N;ANIM;NOM;FEM;SG	
жена	רעיה	жена	רעיה	N;ANIM;NOM;FEM;SG	PROPN
борис	בוריס	борис	בוריס	PROPN;ANIM;NOM;MASC;SG	PROPN
вики	ויקי	вик	ויקי	V;IPFV;IND;FIN;ACT	PROPN
вики	ויקי	вик	ויקי	V;IPFV;IND;FIN;ACT	PROPN
вики	ויקי	вик	ויקי	V;IPFV;IND;FIN;ACT	PROPN
вики	ויקי	вик	ויקי	V;IPFV;IND;FIN;ACT	PROPN
центральной	סנטרל	центральный	סנטרל	ADJ;INS;FEM;SG	PROPN
центральной	מרכזית	центральный	מרכזי	ADJ;INS;FEM;SG	ADV
центральной	מרכז	центральный	מרכז	ADJ;INS;FEM;SG	N;MASC;SG
правительство	הממשלה	правительство	הממשלה	N;INAN;NOM;NEUT;SG	PROPN
знак	חתום	знак	חתום	N;INAN;NOM;MASC;SG	PROPN
знак	שלט	знак	שלט	N;INAN;NOM;MASC;SG	
энциклопедия	אנציקלופדיה	энциклопедия	אנציקלופדיה	N;INAN;NOM;FEM;SG	PROPN
энциклопедия	אנציקלופדיה	энциклопедия	אנציקלופדיה	N;INAN;NOM;FEM;SG	PROPN
поэт	המשורר	поэт	המשורר	N;ANIM;NOM;MASC;SG	PROPN
революции	מהפכה	революция	מהפכה	N;INAN;NOM;FEM;PL	N;FEM;SG
революции	המהפכה	революция	המהפכה	N;INAN;NOM;FEM;PL	PROPN
спб	spb	спб	spb	N;INAN;NOM;FEM;SG	
парк	פארק	парк	פארק	N;INAN;NOM;MASC;SG	PROPN
мало	מאלו	мало	מאלו	ADV	
мало	קטן	мало	קטן	ADV	ADJ;MASC;SG
мало	קטנה	мало	קטן	ADV	ADJ;FEM;SG
мало	ליטל	мало	ניטל	ADV	PROPN
возможности	הזדמנות	возможность	הזדמנות	N;INAN;NOM;FEM;PL	N;FEM;SG
позволяет	מאפשר	позволять	None	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;V.PTCP
позволяет	מאפשר	позволять	None	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;V.PTCP
позволяет	מאפשרת	позволять	None	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP
позволяет	מתיר	позволять	מתיר	V;IPFV;IND;SG;3;PRS;FIN;ACT	
ран	פצעי	ран	פצע	N;INAN;NOM;FEM;SG	PROPN
ран	פצעים	ран	פצע	N;INAN;NOM;FEM;SG	N;MASC;PL
третий	שלישי	третий	שלישי	ADJ;NOM;MASC;SG	PROPN
третий	השלישי	третий	השליש	ADJ;NOM;MASC;SG	PROPN
третий	שלישית	третий	None	ADJ;NOM;MASC;SG	ADV
оставить	עזוב	оставить	עזוב	V;PFV;NFIN;ACT	
начальник	ראשי	начальник	ראש	N;ANIM;NOM;MASC;SG	N;PSSD;MASC;PL
начальник	מפקחת	начальник	פיקח	N;ANIM;NOM;MASC;SG	V;FEM;SG;V.PTCP;ACT
брат	אחי	брат	אחי	N;ANIM;NOM;MASC;SG	
брат	בהאי	брат	בהאי	N;ANIM;NOM;MASC;SG	PROPN
брат	אח	брат	אח	N;ANIM;NOM;MASC;SG	
брат	אחי	брат	אחי	N;ANIM;NOM;MASC;SG	
писал	כתבה	писать	כתבה	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
писал	כתב	писать	כתב	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
писал	כתבת	писать	כתב	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN
могу	יכולה	мочь	יכול	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;FEM;SG;V.PTCP
могу	יכול	мочь	None	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;MASC;SG;V.PTCP
цвета	צבע	цвет	צבע	N;INAN;NOM;MASC;PL	N;MASC;SG
цвета	הצבע	цвет	הצבע	N;INAN;NOM;MASC;PL	
цвета	צבע	цвет	צבע	N;INAN;NOM;MASC;PL	N;MASC;SG
победы	הניצחונות	победа	הניצחון	N;INAN;NOM;FEM;PL	PROPN
победы	הניצחון	победа	הניצחון	N;INAN;NOM;FEM;PL	PROPN
победы	נצחון	победа	ניצחון	N;INAN;NOM;FEM;PL	N;MASC;SG
победы	ניצחון	победа	ניצחון	N;INAN;NOM;FEM;PL	N;MASC;SG
победы	מנצחת	победа	ניצח	N;INAN;NOM;FEM;PL	V;FEM;SG;V.PTCP;ACT
победы	מנצח	победа	מנצח	N;INAN;NOM;FEM;PL	N;MASC;SG
победы	זכייה	победа	זכייה	N;INAN;NOM;FEM;PL	N;FEM;SG
единицы	יחידה	единица	יחידה	N;INAN;NOM;FEM;PL	N;FEM;SG
интервью	ריאיון	интервью	ריאיון	N;INAN;NOM;NEUT;SG	PROPN
интервью	ראיונות	интервью	ריאיון	N;INAN;NOM;NEUT;SG	N;MASC;PL
путь	נתיב	путь	נתיב	N;INAN;NOM;MASC;SG	
путь	שביל	путь	שביל	N;INAN;NOM;MASC;SG	
путь	הנתיב	путь	הנתיב	N;INAN;NOM;MASC;SG	ADV
путь	דרך	путь	דרך	N;INAN;NOM;MASC;SG	
новое	חדשים	новый	חדש	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
бывший	לשעבר	бывший	לשעבר	ADJ;NOM;MASC;SG	ADV
шоу	שו	шоу	שו	N;INAN;NOM;NEUT;SG	
шоу	הראה	шоу	הראה	N;INAN;NOM;NEUT;SG	V;MASC;SG;3;PST;ACT
шоу	הצג	шоу	הצג	N;INAN;NOM;NEUT;SG	
участок	העלילה	участок	העליל	N;INAN;NOM;MASC;SG	V;FEM;SG;3;PST;ACT
темп	פייס	темп	פייס	N;INAN;NOM;MASC;SG	PROPN
темп	קצב	темп	קצב	N;INAN;NOM;MASC;SG	PROPN
служил	שירת	служить	שירת	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN
организация	הארגון	организация	הארגון	N;INAN;NOM;FEM;SG	PROPN
красного	רד	красный	רד	ADJ;GEN;MASC;SG	PROPN
красного	אדומים	красный	אדום	ADJ;GEN;MASC;SG	N;MASC;PL
красного	אדומה	красный	אדום	ADJ;GEN;MASC;SG	N;FEM;SG
изменения	משתנה	изменение	השתנה	N;INAN;NOM;NEUT;PL	V;MASC;SG;V.PTCP
изменения	שינויי	изменение	שינוי	N;INAN;NOM;NEUT;PL	ADJ;MASC;PL
изменения	שינוי	изменение	שינוי	N;INAN;NOM;NEUT;PL	N;MASC;SG
изменения	עודף	изменение	עודף	N;INAN;NOM;NEUT;PL	
перевод	התרגום	перевод	התרגום	N;INAN;NOM;MASC;SG	
прежде	לפני	прежде	לפני	ADV	ADP
играл	שיחק	играть	שיחק	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN
играл	ניגן	играть	ניגן	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
море	הים	море	הים	N;INAN;NOM;NEUT;SG	
век	העפעפיים	век	העפעףי	N;INAN;NOM;MASC;SG	N;MASC;PL
век	המאה	век	המאה	N;INAN;NOM;MASC;SG	
сети	הרשת	сеть	הרשה	N;INAN;NOM;FEM;PL	PROPN
сети	רשת	сеть	רשת	N;INAN;NOM;FEM;PL	N;FEM;SG
епархии	הדיוקסיה	епархия	הדיוקסיה	N;INAN;NOM;FEM;PL	PROPN
гражданство	לאום	гражданство	לאום	N;INAN;NOM;NEUT;SG	
считаю	סופרת	считать	סופר	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
считаю	ספירה	считать	ספירה	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
вице	הסגנית	вице	הסגנית	N;ANIM;NOM;MASC;SG	PROPN
научный	מדעי	научный	מדע	ADJ;NOM;MASC;SG	PROPN
показана	מוצגים	показать	הוצג	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
стиль	הסגנון	стиль	הסגנון	N;INAN;NOM;MASC;SG	PROPN
стиль	סטייל	стиль	סטייל	N;INAN;NOM;MASC;SG	PROPN
назад	בחזרה	назад	בחזרה	ADV	
военных	צבא	военный	צבא	N;ANIM;GEN;MASC;PL	N;MASC;SG
военных	צבאי	военный	צבאי	N;ANIM;GEN;MASC;PL	ADJ;MASC;SG
границы	גבול	граница	גבול	N;INAN;NOM;FEM;PL	N;MASC;SG
городов	הערים	город	הערים	N;INAN;GEN;MASC;PL	V;MASC;SG;3;PST;ACT
процесс	התהליך	процесс	התהליך	N;INAN;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
удалена	נמחקו	удалить	נמחק	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PL;3;PST;MID
удалена	נמחקה	удалить	נמחק	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;FEM;SG;3;PST;MID
удалена	נמחק	удалить	נמחק	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
удалена	הוסרו	удалить	הוסר	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PL;3;PST;PASS
скорость	ספיד	скорость	ספיד	N;INAN;NOM;FEM;SG	PROPN
похоронен	קבורה	хоронить	קבורה	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;FEM;SG
похоронен	נקבר	хоронить	נקבר	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
похоронен	קבורים	хоронить	קבור	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;MASC;PL
похоронен	קבור	хоронить	קבור	V;PFV;MASC;SG;PST;V.PTCP;PASS	PROPN
вышла	ויצא	выйти	ויצא	V;PFV;FEM;IND;SG;PST;FIN;ACT	PROPN
текста	הטקסט	текст	הטקסט	N;INAN;GEN;MASC;SG	PROPN
факультет	סגל	факультет	סגל	N;INAN;NOM;MASC;SG	PROPN
факультет	הפקולטה	факультет	הפקולטה	N;INAN;NOM;MASC;SG	PROPN
основан	נוסדה	основать	נוסד	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FEM;SG;3;PST;MID
основан	נוסד	основать	נוסד	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
основан	ייסד	основать	ייסד	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;MASC;SG
политики	פוליטיקה	политика	פוליטיקה	N;ANIM;NOM;MASC;PL	N;FEM;SG
пик	להציץ	пик	הציץ	N;INAN;NOM;MASC;SG	V;NFIN;ACT
пик	פיק	пик	פיק	N;INAN;NOM;MASC;SG	PROPN
пик	פסגת	пик	פסגה	N;INAN;NOM;MASC;SG	PROPN
пик	פסגה	пик	פסגה	N;INAN;NOM;MASC;SG	PROPN
создан	נוצרה	создать	נוצר	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FEM;SG;3;PST;MID
создан	נוצרו	создать	נוצר	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PL;3;PST;MID
создан	יצרת	создать	יצרת	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;FEM;SG
