של	shel	של	shel	PART;GEN	N;MASC;SG
טענה	reclamadas	טענה	reclamado	N;FEM;SG	ADJ;FEM;PL
טענה	alegó	טענה	alegar	N;FEM;SG	V;IND;SG;3;PST;FIN
טענה	reclamada	טענה	reclamado	N;FEM;SG	ADJ;FEM;SG;V.PTCP
עותקים	copia	עותק	copia	N;MASC;PL	N;FEM;SG
חזקה	strong	חזק	strong	ADJ;FEM;SG	N
חזקה	fuertes	חזק	fuerte	ADJ;FEM;SG	ADJ;PL
חזקה	poderosas	חזק	poderoso	ADJ;FEM;SG	ADJ;FEM;PL
חזקה	poderosos	חזק	poderoso	ADJ;FEM;SG	ADJ;MASC;PL
שיעור	calificar	שיעור	calificar	N;MASC;SG	V;NFIN
מבקש	preguntado	ביקש	preguntado	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
יי	yee	יי	yee	PROPN	N
טקס	ceremonias	טקס	ceremonia	N;MASC;SG	N;FEM;PL
טקס	ritual	טקס	ritual	N;MASC;SG	ADJ;SG
טקס	rituales	טקס	ritual	N;MASC;SG	ADJ;PL
חיה	beast	None	beast	V;FEM;SG;V.PTCP;ACT	N
חיה	bestia	None	bestia	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
חיה	animales	None	animal	V;FEM;SG;V.PTCP;ACT	N;MASC;PL
חיה	animal	None	animal	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
פברואר	febrero	פברואר	febrero	PROPN	N
נשא	portaaviones	נשא	portavión	V;MASC;SG;3;PST	N;MASC;PL
נשא	porteador	נשא	porteador	V;MASC;SG;3;PST	N;MASC;SG
נשא	transportista	נשא	transportista	V;MASC;SG;3;PST	N;SG
נשא	llevado	נשא	llevado	V;MASC;SG;3;PST	ADJ;MASC;SG;V.PTCP
התנהגות	comportamientos	התנהגות	comportamiento	N;FEM;SG	N;MASC;PL
אפשרי	posibles	אפשרי	posible	ADJ;MASC;SG	ADJ;PL
לתקן	fix	תיקן	fix	V;NFIN;ACT	N
תכנון	planificar	תכנון	planificar	N;MASC;SG	V;NFIN
העלילה	trama	העליל	trama	V;FEM;SG;3;PST;ACT	N;FEM;SG
העלילה	argumento	העליל	argumento	V;FEM;SG;3;PST;ACT	N;MASC;SG
העלילה	complot	העליל	complot	V;FEM;SG;3;PST;ACT	N;MASC;SG
העלילה	parcela	העליל	parcela	V;FEM;SG;3;PST;ACT	N;FEM;SG
שינה	cambiado	שינה	cambiar	PROPN	ADJ;MASC;SG;V.PTCP
שינה	cambiada	שינה	cambiado	PROPN	ADJ;FEM;SG;V.PTCP
שינה	cambió	שינה	cambiar	PROPN	V;IND;SG;3;PST;FIN
שינה	duerma	שינה	duerma	PROPN	V;SBJV;SG;3;FIN
שינה	duerme	שינה	dormir	PROPN	V;IND;SG;3;PRS;FIN
שינה	dormir	שינה	dormir	PROPN	V;NFIN
שינה	sueño	שינה	sueño	PROPN	N;MASC;SG
שינה	sheena	שינה	shenna	PROPN	N;FEM;SG
שינה	durmiendo	שינה	dormir	PROPN	V;V.MSDR
שינה	dormido	שינה	dormido	PROPN	ADJ;MASC;SG;V.PTCP
שינה	dormir	שינה	dormir	PROPN	V;NFIN
שינה	dormida	שינה	dormido	PROPN	ADJ;FEM;SG;V.PTCP
הציע	sugerida	הציע	sugerido	V;MASC;SG;3;PST;ACT	ADJ;FEM;SG;V.PTCP
הציע	sugerido	הציע	sugerir	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;V.PTCP
עצמאי	independent	עצמאי	independent	ADJ;MASC;SG	N;SG
עצמאי	independientes	עצמאי	independiente	ADJ;MASC;SG	N;PL
נבחרה	seleccionados	נבחר	seleccionado	V;FEM;SG;3;PST;MID	ADJ;MASC;PL;V.PTCP
נבחרה	seleccionado	נבחר	seleccionado	V;FEM;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
נבחרה	seleccionada	נבחר	seleccionado	V;FEM;SG;3;PST;MID	ADJ;FEM;SG;V.PTCP
נבחרה	seleccionadas	נבחר	seleccionado	V;FEM;SG;3;PST;MID	ADJ;FEM;PL;V.PTCP
מטרות	blanco	מטרה	blanco	N;FEM;PL	ADJ;MASC;SG
אנטי	anti	אנטי	anti	ADV	
רות	ruth	רות	ruth	PROPN	PROPN
ידועים	conocidas	ידוע	conocido	N;MASC;PL	ADJ;FEM;PL;V.PTCP
ידועים	conocida	ידוע	conocido	N;MASC;PL	ADJ;FEM;SG;V.PTCP
ידועים	conocido	ידוע	conocido	N;MASC;PL	ADJ;MASC;SG;V.PTCP
ידועים	conocidos	ידוע	conocido	N;MASC;PL	ADJ;MASC;PL;V.PTCP
בשר	carne	בשר	carne		N;FEM;SG
בשר	carnes	בשר	carne		N;FEM;PL
חיפוש	buscar	חיפוש	buscar	N;MASC;SG	V;NFIN
חיפוש	busque	חיפוש	buscar	N;MASC;SG	V;IMP;SG;3;FIN
חיפוש	buscando	חיפוש	buscar	N;MASC;SG	V;V.MSDR
דופן	delfín	דופן	delfín		N;MASC;SG
האיים	islas	האיים	isla	PROPN	N;FEM;PL
אנה	ana	אנה	ana	PROPN	N;FEM;SG
אנה	ana	אנה	ana	PROPN	N;FEM;SG
אנה	anna	אנה	anno	PROPN	PROPN
התפקיד	rol	התפקיד	rol	V;PL;1;PST;ACT	N;MASC;SG
ענק	inmensa	ענק	inmenso	N;MASC;SG	ADJ;FEM;SG
ענק	inmenso	ענק	inmenso	N;MASC;SG	ADJ;MASC;SG
ענק	enormes	ענק	enorme	N;MASC;SG	ADJ;PL
ענק	enorme	ענק	enorme	N;MASC;SG	ADJ;SG
ענק	gigantes	ענק	gigante	N;MASC;SG	N;PL
נפרד	separadas	נפרד	separado	ADJ;MASC;SG	ADJ;FEM;PL;V.PTCP
נפרד	separados	נפרד	separado	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
נפרד	separados	נפרד	separado	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
נפרד	separar	נפרד	separar	ADJ;MASC;SG	V;NFIN
אחדות	unity	אחדים	unity	ADJ;FEM;PL	PRO;SG;2
אחדות	unidad	אחדים	unidad	ADJ;FEM;PL	N;FEM;SG
בחירות	elección	בחירות	elección	N;FEM;PL	N;FEM;SG
בחירות	eleccion	בחירות	eleccion	N;FEM;PL	N;FEM;SG
בחירות	electorales	בחירות	electoral	N;FEM;PL	ADJ;PL
זרם	actual	זרם	actual	N;MASC;SG	ADJ;SG
בחזרה	volver	בחזרה	volver		V;NFIN
בחזרה	espalda	בחזרה	espalda		N;FEM;SG
בחזרה	regreso	בחזרה	regreso		N;MASC;SG
נתון	dado	נתון	dar	N;MASC;SG	V;MASC;SG;PST;V.PTCP
נתון	dados	נתון	dado	N;MASC;SG	ADJ;MASC;PL;V.PTCP
כאילו	gustar	כאילו	gustar	CONJ	V;NFIN
כאילו	like	כאילו	like	CONJ	N
כאילו	como	כאילו	como	CONJ	CONJ
מלון	hoteles	מלון	hotel	N;MASC;SG	N;MASC;PL
רחל	raquel	רחל	raquel	PROPN	PROPN
רחל	rachel	רחל	rachel	PROPN	N;FEM;SG
עיטור	medallas	עיטור	medalla	N;MASC;SG	N;FEM;PL
לשון	lengua	לשון	lengua		N;FEM;SG
מדריד	madrid	מדריד	madrid	PROPN	N;MASC;SG
עצמאית	independent	עצמאי	independent	ADV	N;SG
עצמאית	independiente	עצמאי	independiente	ADV	ADJ;SG
עצמאית	independientes	עצמאי	independiente	ADV	N;PL
לוחמי	warriors	לוחם	warriors	PROPN	N;PL
לוחמי	guerreros	לוחם	guerrero	PROPN	N;MASC;PL
לוחמי	combatientes	לוחם	combatiente	PROPN	N;PL
לוחמי	luchadores	לוחם	luchador	PROPN	N;MASC;PL
לוחמי	fighters	לוחם	fighter	PROPN	N
לוחמי	boxeadores	לוחם	boxeador	PROPN	N;MASC;PL
עיבוד	procesando	עיבוד	procesar	N;MASC;SG	V;V.MSDR
עיבוד	procesado	עיבוד	procesado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
העליונה	upper	העליונה	upper	PROPN	N
ערבית	arabe	ערבי	arabar	PROPN	N;SG
ערבית	árabe	ערבי	árabe	PROPN	N;SG
מופיעים	aparecen	הופיע	aparecer	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
השבת	sábados	השבת	sábado	ADV	N;MASC;PL
השבת	sábado	השבת	sábado	ADV	N
השבת	sabado	השבת	sabar	ADV	ADJ;MASC;SG;V.PTCP
השבת	sabbath	השבת	sabbath	ADV	N;FEM;SG
קרקע	suelos	קרקע	suelo	N;FEM;SG	N;MASC;PL
קרקע	terrenos	קרקע	terreno	N;FEM;SG	N;MASC;PL
קרקע	tierras	קרקע	tierra	N;FEM;SG	N;FEM;PL
קרקע	molido	קרקע	molido	N;FEM;SG	ADJ;MASC;SG;V.PTCP
לכאורה	supuesta	לכאורה	supuesto	ADV	ADJ;FEM;SG;V.PTCP
לכאורה	presuntos	לכאורה	presunto	ADV	ADJ;MASC;PL
לכאורה	presunta	לכאורה	presunto	ADV	ADJ;FEM;SG
לכאורה	alegado	לכאורה	alegado	ADV	ADJ;MASC;SG;V.PTCP
לכאורה	presunto	לכאורה	presunto	ADV	ADJ;MASC;SG
מעניין	interesantes	מעניין	interesante	ADJ;MASC;SG	ADJ;PL
קצב	calificar	קצב	calificar	PROPN	V;NFIN
קצב	tasa	קצב	tasa	PROPN	N;FEM;SG
קצב	tempo	קצב	tempo	PROPN	N;MASC;SG
קצב	carnicero	קצב	carnicero	PROPN	N;MASC;SG
קצב	carnicería	קצב	carnicería	PROPN	N;FEM;SG
קצב	ritmo	קצב	ritmo	PROPN	N;MASC;SG
קצב	rítmica	קצב	rítmica	PROPN	ADJ;FEM;SG
חקר	prospección	חקר	prospección		N;FEM;SG
חקר	exploración	חקר	exploración		N;FEM;SG
חקר	exploraciones	חקר	exploración		N;FEM;PL
הצלב	cruzado	הצלב	cruzar	N;MASC;SG	ADJ;MASC;SG;V.PTCP
חשובה	importantes	חשוב	importante	ADJ;FEM;SG	ADJ;PL
צרפתית	francés	צרפתית	francés	PROPN	N;MASC;SG
צרפתית	francesa	צרפתית	francés	PROPN	ADJ;FEM;SG
צרפתית	franceses	צרפתית	francés	PROPN	N;MASC;PL
נחום	nahum	נחום	nahum	PROPN	N;MASC;SG
ציוד	equipamientos	ציוד	equipamiento	N;MASC;SG	N;MASC;PL
ציוד	equipos	ציוד	equipo	N;MASC;SG	N;MASC;PL
ציוד	engranajes	ציוד	engranaje	N;MASC;SG	N;MASC;PL
ציוד	artes	ציוד	arte	N;MASC;SG	N;PL
המטרה	objetivas	המטרה	objetivo	PROPN	ADJ;FEM;PL
המטרה	objetiva	המטרה	objetivo	PROPN	ADJ;FEM;SG
המטרה	objetivo	המטרה	objetivo	PROPN	N;MASC;SG
המטרה	objetivo	המטרה	objetivo	PROPN	N;MASC;SG
המטרה	target	המטרה	target	PROPN	N;SG
המטרה	blanco	המטרה	blanco	PROPN	ADJ;MASC;SG
טל	tal	טל	tal	PROPN	N
טל	tel	טל	tel	PROPN	
טל	rocio	טל	rocio	PROPN	N;FEM;SG
טל	rocío	טל	rocío	PROPN	N;MASC;SG
עיתון	periódicos	עיתון	periódico	N;MASC;SG	N;MASC;PL
דגם	modelos	דגם	modelo	N;MASC;SG	N;MASC;PL
טעם	degustar	טעם	degustar	N;MASC;SG	V;NFIN
טעם	gustos	טעם	gusto	N;MASC;SG	N;MASC;PL
מפורטת	detallada	פורט	detallado	V;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
מפורטת	detalladas	פורט	detallado	V;FEM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
מפורטת	detallado	פורט	detallado	V;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
שכר	sueldos	שכר	sueldo	N;MASC;SG	N;MASC;PL
שכר	sueldos	שכר	sueldo	N;MASC;SG	N;MASC;PL
שכר	salarios	שכר	salario	N;MASC;SG	N;MASC;PL
שכר	contrató	שכר	contratar	N;MASC;SG	V;IND;SG;3;PST;FIN
שכר	contratados	שכר	contratado	N;MASC;SG	ADJ;MASC;PL;V.PTCP
שכר	contratado	שכר	contratado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
שכר	contratada	שכר	contratado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
יואב	yoav	יואב	yoav	PROPN	PROPN
דודו	dodo	דודו	dodo	PROPN	N;MASC;SG
דודו	dudu	דודו	dudu	PROPN	N;MASC;SG
מחבר	autor	מחבר	autor		N;MASC;SG
מחבר	autora	מחבר	autora		N;FEM;SG
האירוע	acontecimiento	האירוע	acontecimiento	PROPN	N;MASC;SG
האירוע	evento	האירוע	evento	PROPN	N;MASC;SG
חשבון	cuenta	חשבון	contar	N;MASC;SG	V;IND;SG;3;PRS;FIN
חשבון	aritmética	חשבון	aritmético	N;MASC;SG	ADJ;FEM;SG
מחיקה	eliminando	מחיקה	eliminar	N;FEM;SG	V;V.MSDR
מחיקה	borrando	מחיקה	borrar	N;FEM;SG	V;V.MSDR
מחיקה	borrado	מחיקה	borrado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
מחיקה	borrar	מחיקה	borrar	N;FEM;SG	V;NFIN
מחיקה	eliminar	מחיקה	eliminar	N;FEM;SG	V;NFIN
מחיקה	suprimir	מחיקה	suprimir	N;FEM;SG	V;NFIN
מפת	plano	מפה	plano		N;MASC;SG
מפת	mapa	מפה	mapa		N;MASC;SG
מפת	mapas	מפה	mapa		N;MASC;PL
קוריאה	corea	קוריאה	corear	PROPN	N;SG
קוריאה	korea	קוריאה	korea	PROPN	N;FEM;SG
אנציקלופדיה	enciclopedia	אנציקלופדיה	enciclopedia	PROPN	N;FEM;SG
אנציקלופדיה	enciclopedia	אנציקלופדיה	enciclopedia	PROPN	N;FEM;SG
מסוגל	capaz	מסוגל	capaz	V;MASC;SG	ADJ;SG
מסוגל	capaces	מסוגל	capaz	V;MASC;SG	ADJ;PL
מסוגל	capaz	מסוגל	capaz	V;MASC;SG	ADJ;SG
תיקון	reparaciones	תיקון	reparación	N;MASC;SG	N;FEM;PL
תיקון	reparar	תיקון	reparar	N;MASC;SG	V;NFIN
ספטמבר	setiembre	ספטמבר	setiembre	PROPN	N
ספטמבר	septiembre	ספטמבר	septiembre	PROPN	N
נותרו	restante	נותר	restante	V;PL;3;PST;MID	ADJ;SG
נותרו	restantes	נותר	restante	V;PL;3;PST;MID	ADJ;PL
פעילים	activo	פעיל	activo	N;MASC;PL	ADJ;MASC;SG
פעילים	activa	פעיל	activo	N;MASC;PL	ADJ;FEM;SG
אח	chimenea	אח	chimenea		N;FEM;SG
אח	hermano	אח	hermano		N;MASC;SG
אח	brother	אח	brother		N
יעל	yael	יעל	yael	PROPN	PROPN
הכוללת	globalmente	הכולל	globalmente	PROPN	ADV
גאורגיה	georgiano	גאורגיה	georgiano	PROPN	ADJ;MASC;SG
גאורגיה	georgianos	גאורגיה	georgiano	PROPN	N;MASC;PL
באב	bab	באב	bab		N;MASC;SG
תשובה	contestar	תשובה	contestar	N;FEM;SG	V;NFIN
תשובה	contesta	תשובה	contestar	N;FEM;SG	V;IND;SG;3;PRS;FIN
תשובה	responder	תשובה	responder	N;FEM;SG	V;NFIN
תשובה	contestar	תשובה	contestar	N;FEM;SG	V;NFIN
תשובה	responder	תשובה	responder	N;FEM;SG	V;NFIN
הלל	hillel	הלל	hillel	PROPN	N;SG
צרפתים	francés	צרפתי	francés	N;MASC;PL	N;MASC;SG
צרפתים	francesa	צרפתי	francés	N;MASC;PL	ADJ;FEM;SG
קווי	líneas	קו	línea		N;FEM;PL
קווי	lines	קו	lín		N
קווי	lineas	קו	linea		N;FEM;PL
גבוהים	alto	גבוה	alto	ADJ;MASC;PL	ADJ;MASC;SG
לפגוע	lastimado	פגע	lastimado	V;NFIN;ACT	ADJ;MASC;SG;V.PTCP
לפגוע	herido	פגע	herido	V;NFIN;ACT	ADJ;MASC;SG;V.PTCP
למדה	aprendí	למד	aprender	V;FEM;SG;3;PST	V;IND;SG;1;PST;FIN
למדה	aprendido	למד	aprender	V;FEM;SG;3;PST	ADJ;MASC;SG;V.PTCP
למדה	estudié	למד	estudiar	V;FEM;SG;3;PST	V;IND;SG;1;PST;FIN
למדה	estudiados	למד	estudiado	V;FEM;SG;3;PST	ADJ;MASC;PL;V.PTCP
למדה	estudiado	למד	estudiar	V;FEM;SG;3;PST	ADJ;MASC;SG;V.PTCP
למדה	lambda	למד	lambda	V;FEM;SG;3;PST	N;FEM;SG
שמש	sun	שמש	sun		N;SG
שמש	sol	שמש	sol		N;MASC;SG
שמש	sunshine	שמש	sunshinir		N;MASC;SG
שמש	sol	שמש	sol		N;MASC;SG
שמש	soleado	שמש	soleado		ADJ;MASC;SG;V.PTCP
שמש	sunny	שמש	sunny		N
שמש	soleada	שמש	soleada		ADJ;FEM;SG;V.PTCP
שמש	solares	שמש	solar		N;MASC;PL
שמש	solar	שמש	solar		N;MASC;SG
היסטורי	historico	היסטורי	historico	PROPN	ADJ;MASC;SG
היסטורי	histórico	היסטורי	histórico	PROPN	ADJ;MASC;SG
היסטורי	históricas	היסטורי	histórico	PROPN	ADJ;FEM;PL
היסטורי	histórica	היסטורי	histórico	PROPN	ADJ;FEM;SG
היסטורי	históricos	היסטורי	histórico	PROPN	ADJ;MASC;PL
היסטורי	históricas	היסטורי	histórico	PROPN	ADJ;FEM;PL
היסטורי	históricos	היסטורי	histórico	PROPN	ADJ;MASC;PL
היסטורי	histórica	היסטורי	histórico	PROPN	ADJ;FEM;SG
היסטורי	historico	היסטורי	historico	PROPN	ADJ;MASC;SG
היסטורי	histórico	היסטורי	histórico	PROPN	ADJ;MASC;SG
הקשה	aprovechar	הקשה	aprovechar		V;NFIN
קשור	atados	קשר	atado	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
קשור	atado	קשר	atado	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
קשור	empatados	קשר	empatado	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
קשור	atadas	קשר	atado	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
קשור	até	קשר	até	V;MASC;SG;V.PTCP;ACT	
קשור	relacionada	קשר	relacionado	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
קשור	afines	קשר	afín	V;MASC;SG;V.PTCP;ACT	ADJ;PL
קשור	conexo	קשר	conexo	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
קשור	conexas	קשר	conexa	V;MASC;SG;V.PTCP;ACT	N;FEM;PL
קשור	relacionado	קשר	relacionado	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
עלייה	aumentar	עלייה	aumentar	N;FEM;SG	V;NFIN
עלייה	aumenta	עלייה	aumentar	N;FEM;SG	V;IND;SG;3;PRS;FIN
עלייה	aumentan	עלייה	aumentar	N;FEM;SG	V;IND;PL;3;PRS;FIN
ויקי	wiki	ויקי	wiki	PROPN	N;MASC;SG
ויקי	vickie	ויקי	vickie	PROPN	N;FEM;SG
ויקי	vicky	ויקי	vicky	PROPN	N;FEM;SG
ויקי	vicki	ויקי	vicki	PROPN	N;FEM;SG
ויקי	vicky	ויקי	vicky	PROPN	N;FEM;SG
זרים	desconocidos	זר	desconocido	N;MASC;PL	ADJ;MASC;PL;V.PTCP
זרים	extraños	זר	extraño	N;MASC;PL	ADJ;MASC;PL
זרים	extranjería	זר	extranjería	N;MASC;PL	N;FEM;SG
בחר	elija	בחר	elegir	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PRS;FIN
בחר	escoja	בחר	escoger	V;MASC;SG;3;PST;ACT	V;SBJV;SG;3;PRS;FIN
בחר	elige	בחר	elegir	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PRS;FIN
בחר	selecciona	בחר	seleccionar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PRS;FIN
קורס	estrellarse	קורס	estrellarse	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
קורס	chocando	קורס	chocar	N;MASC;SG	V;V.MSDR
הקודמת	anterior	הקודם	anterior	N;FEM;SG	ADJ;SG
הקודמת	previo	הקודם	previo	N;FEM;SG	ADJ;MASC;SG
הקודמת	anteriores	הקודם	anterior	N;FEM;SG	ADJ;PL
הקודמת	previos	הקודם	previo	N;FEM;SG	ADJ;MASC;PL
חיבור	conectando	חיבור	conectar	N;MASC;SG	V;V.MSDR
חיבור	conectarse	חיבור	conectarse	N;MASC;SG	V;SBJV;SG;3;IPFV;FIN
חיבור	conectar	חיבור	conectar	N;MASC;SG	V;NFIN
וושינגטון	washington	ואשינגטון	washington	PROPN	PROPN
מרים	miriam	מרים	miriam	PROPN	N;FEM;SG
מרים	myriam	מרים	myriam	PROPN	N;FEM;SG
מדגם	muestra	מדגם	mostrar	N;MASC;SG	V;IND;SG;3;PRS;FIN
מדגם	muestras	מדגם	muestra	N;MASC;SG	N;FEM;PL
ישיר	directa	ישיר	directo		ADJ;FEM;SG
ישיר	directo	ישיר	directo		ADJ;MASC;SG
ישיר	directamente	ישיר	directamente		ADV
ישיר	direct	ישיר	directo		N
ישיר	directos	ישיר	directo		ADJ;MASC;PL
ישיר	directas	ישיר	directo		ADJ;FEM;PL
הכריז	declaradas	הכריז	declarado	V;MASC;SG;3;PST;ACT	ADJ;FEM;PL;V.PTCP
הכריז	declarada	הכריז	declarar	V;MASC;SG;3;PST;ACT	ADJ;FEM;SG;V.PTCP
הכריז	declarado	הכריז	declarado	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;V.PTCP
הכריז	declarados	הכריז	declarado	V;MASC;SG;3;PST;ACT	ADJ;MASC;PL;V.PTCP
חול	arena	חול	arena		N;FEM;SG
חול	sand	חול	sand		N
פיליפ	phillip	פיליפ	phillip	PROPN	N;MASC;SG
פיליפ	felipe	פיליפ	felipe	PROPN	PROPN
פיליפ	felipe	פיליפ	felipe	PROPN	PROPN
פיליפ	filipo	פיליפ	filipo	PROPN	N;MASC;SG
פיליפ	philippe	פיליפ	philippe	PROPN	PROPN
מערך	array	מערך	array	PROPN	N;MASC;SG
מערך	matriz	מערך	matriz	PROPN	N;FEM;SG
מערך	formación	מערך	formación	PROPN	N;FEM;SG
רצון	deseo	רצון	desear	N;MASC;SG	V;IND;SG;1;PRS;FIN
שלט	controladas	שלט	controlado		ADJ;FEM;PL;V.PTCP
שלט	controlada	שלט	controlado		ADJ;FEM;SG;V.PTCP
שלט	controlado	שלט	controlar		ADJ;MASC;SG;V.PTCP
שלט	controlados	שלט	controlado		ADJ;MASC;PL;V.PTCP
שלט	señal	שלט	señal		N;FEM;SG
שלט	firma	שלט	firma		N;FEM;SG
שלט	signo	שלט	signo		N;MASC;SG
שלט	firme	שלט	firmar		V;SBJV;SG;3;PRS;FIN
שלט	firmar	שלט	firmar		V;NFIN
עומר	omer	עומר	omer		N;MASC;SG
עומר	omar	עומר	omar		PROPN
פתוח	abrir	פתוח	abrir	ADJ;MASC;SG	V;NFIN
פתוח	abre	פתוח	abrir	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
פתוח	abra	פתוח	abrir	ADJ;MASC;SG	V;IMP;SG;3;FIN
להצטרף	unirse	הצטרף	unir	V;NFIN	PROPN
שילוב	combinando	שילוב	combinar	N;MASC;SG	V;V.MSDR
חשמל	eléctrica	חשמל	eléctrico	N;MASC;SG	ADJ;FEM;SG
חשמל	eléctrico	חשמל	eléctrico	N;MASC;SG	ADJ;MASC;SG
חשמל	eléctricas	חשמל	eléctrico	N;MASC;SG	ADJ;FEM;PL
אסור	prohibidas	אסור	prohibido	ADJ;MASC;SG	ADJ;FEM;PL;V.PTCP
אסור	prohibidos	אסור	prohibido	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
אסור	prohibidas	אסור	prohibido	ADJ;MASC;SG	ADJ;FEM;PL;V.PTCP
אסור	prohibidos	אסור	prohibido	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
ביאליק	bialik	ביאליק	bialik	PROPN	N;FEM;SG
המוח	brain	המוח	brain		N
המוח	cerebro	המוח	cerebro		N;MASC;SG
עיראק	irak	עיראק	irak	PROPN	N;FEM;SG
עיראק	iraq	עיראק	iraq	PROPN	N;FEM;SG
המסורת	tradición	המסורה	tradición	PROPN	N;FEM;SG
המסורת	tradiciones	המסורה	tradición	PROPN	N;FEM;PL
מותר	permitidos	מותר	permitido	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
אוקראינה	ucrania	אוקראינה	ucrania	PROPN	N;FEM;SG
ראיון	entrevistas	ראיון	entrevista	N;MASC;SG	N;FEM;PL
רפאל	raphael	רפאל	raphael	PROPN	N;MASC;SG
רפאל	rafael	רפאל	rafael	PROPN	N;MASC;SG
רפאל	rafael	רפאל	rafael	PROPN	N;MASC;SG
היכולת	capacidad	היכולת	capacidad	PROPN	N;FEM;SG
היכולת	habilidad	היכולת	habilidad	PROPN	N;FEM;SG
רוצים	quieres	רצה	querer	V;MASC;PL;V.PTCP;ACT	V;IND;SG;2;PRS;FIN
רוצים	quiero	רצה	querer	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
רוצים	want	רצה	want	V;MASC;PL;V.PTCP;ACT	N
רוצים	quieren	רצה	querer	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
חובה	deber	חובה	deber	N;FEM;SG	V;NFIN
חובה	requeridos	חובה	requerido	N;FEM;SG	ADJ;MASC;PL;V.PTCP
חובה	exigido	חובה	exigido	N;FEM;SG	ADJ;MASC;SG;V.PTCP
חובה	requerido	חובה	requerir	N;FEM;SG	ADJ;MASC;SG;V.PTCP
חובה	requerida	חובה	requerido	N;FEM;SG	ADJ;FEM;SG;V.PTCP
חובה	obligatoria	חובה	obligatorio	N;FEM;SG	ADJ;FEM;SG
חובה	obligatorio	חובה	obligatorio	N;FEM;SG	ADJ;MASC;SG
חובה	obligatorios	חובה	obligatorio	N;FEM;SG	ADJ;MASC;PL
חובה	obligatorias	חובה	obligatorio	N;FEM;SG	ADJ;FEM;PL
חובה	obligatoria	חובה	obligatorio	N;FEM;SG	ADJ;FEM;SG
חובה	obligatorio	חובה	obligatorio	N;FEM;SG	ADJ;MASC;SG
חובה	obligatorios	חובה	obligatorio	N;FEM;SG	ADJ;MASC;PL
חובה	obligatorias	חובה	obligatorio	N;FEM;SG	ADJ;FEM;PL
אתיופיה	etiopía	אתיופיה	etiopía	PROPN	N;FEM;SG
לקח	tomaron	לקח	tomar	N;MASC;SG	V;IND;PL;3;PST;FIN
לקח	tomó	לקח	tomar	N;MASC;SG	V;IND;SG;3;PST;FIN
הצד	lateral	הצד	lateral		N;SG
הצד	costado	הצד	costar		ADJ;MASC;SG;V.PTCP
הצד	laterales	הצד	lateral		N;PL
הצד	lado	הצד	lado		N;MASC;SG
הכלל	regla	הכלל	regla	PROPN	N;FEM;SG
ערבים	arabe	ערבי	arabar	N;MASC;PL	N;SG
ערבים	árabe	ערבי	árabe	N;MASC;PL	N;SG
הודעה	notificaciones	הודעה	notificación	N;FEM;SG	N;FEM;PL
הודעה	mensajes	הודעה	mensaje	N;FEM;SG	N;MASC;PL
פוליטי	político	פוליטי	político	N;MASC;SG	ADJ;MASC;SG
שירותי	servicios	שירותי	servicio	PROPN	N;MASC;PL
מארק	orujo	מארק	orujo	PROPN	N;MASC;SG
מארק	marc	מארק	marc	PROPN	PROPN
מארק	mark	מארק	mark	PROPN	PROPN
מארק	marcar	מארק	marcar	PROPN	V;NFIN
מארק	marca	מארק	marca	PROPN	N;FEM;SG
מארק	marcos	מארק	marco	PROPN	N;MASC;PL
