van	din	van	din		ADP;ACC
sir	domnule	sir	domn		N;VOC;DEF;MASC;SG
webtuiste	website	webtuiste	websit	N;SG	
vinnig	repede	vinnig	repede		ADV
vinnig	rapid	vinnig	rapid		ADV
vinnig	rapida	vinnig	rapida		ADJ;DEF;FEM;SG
agt	eight	agt	eight	NUM	N;INDF;MASC;SG
goue	aurit	goud	auri		ADJ;INDF;MASC;SG
goue	auriu	goud	auriu		ADJ;INDF;MASC;SG
goue	golden	goud	golden		N;INDF;MASC;SG
buitelandse	straina	buitelands	straină	ADJ;NOM	ADJ;DEF;FEM;SG
buitelandse	strainatate	buitelands	strainatate	ADJ;NOM	N;INDF;FEM;SG
aangebied	oferit	aanbied	oferit	V;PST;V.PTCP	ADJ;INDF;MASC;SG
aangebied	oferita	aanbied	oferita	V;PST;V.PTCP	N;DEF;FEM;SG
aangebied	oferite	aanbied	oferit	V;PST;V.PTCP	ADJ;INDF;FEM;PL
aangebied	gazduit	aanbied	gazduit	V;PST;V.PTCP	ADJ;INDF;MASC;SG
ingesluit	inclusa	insluit	inclus	V;PST;V.PTCP	ADJ;DEF;FEM;SG
ingesluit	inclus	insluit	include	V;PST;V.PTCP	ADJ;INDF;MASC;SG
ingesluit	incluse	insluit	inclus	V;PST;V.PTCP	ADJ;INDF;FEM;PL
ingesluit	include	insluit	include	V;PST;V.PTCP	V;IND;SG;3;PRS;FIN
ingesluit	includ	insluit	include	V;PST;V.PTCP	V;IND;PL;3;PRS;FIN
tipe	tipul	tipe	tip		N;DEF;MASC;SG
tipe	tasteaza	tipe	tastează		V;IND;SG;3;IPFV;FIN
tipe	tip	tipe	tip		N;INDF;MASC;SG
peter	peter	peter	peter		PROPN
km²	km²	km²	km²	PROPN;SG	
poskode	fermoar	poskode	fermoar		N;INDF;MASC;SG
poskode	zip	poskode	zip		N;INDF;MASC;SG
stemme	voturile	stemm	vot	N;SG	N;DEF;FEM;PL
stemme	voturi	stemm	vot	N;SG	N;INDF;FEM;PL
biskop	episcop	biskop	episcop		N;INDF;MASC;SG
biskop	bishop	biskop	bishop		N;INDF;MASC;SG
biskop	episcopul	biskop	episcop		N;DEF;MASC;SG
leiding	indrumari	leiding	indrumar	N;SG	N;INDF;FEM;PL
anders	diferit	anders	diferit	CONJ	ADJ;INDF;MASC;SG
anders	diferite	anders	diferit	CONJ	ADJ;INDF;FEM;PL
anders	diferita	anders	diferita	CONJ	ADJ;DEF;FEM;SG
anders	diferita	anders	diferita	CONJ	ADJ;DEF;FEM;SG
pieter	pieter	pieter	pieter		N;INDF;MASC;SG
tree	ia	tree	lua	V;PRS	
tree	luati	tree	lua	V;PRS	
toon	smoala	toon	smoală	V;PRS	N;DEF;FEM;SG
toon	aruncare	toon	aruncare	V;PRS	N;INDF;FEM;SG
pas	meci	pas	meci		N;INDF;MASC;SG
pas	match	pas	match		N;INDF;MASC;SG
pas	potrivire	pas	potrivire		N;INDF;FEM;SG
alias	alias	alias	alias		PROPN
voorgestel	sugerat	voorstel	sugera	V;PST;V.PTCP	ADJ;INDF;MASC;SG
voorgestel	sugerate	voorstel	sugera	V;PST;V.PTCP	ADJ;INDF;FEM;PL
jacobus	jacobus	jacobus	jacobus		N;INDF;MASC;SG
besit	posesie	besit	posesie	V;PRS	N;INDF;FEM;SG
besit	posesia	besit	posesie	V;PRS	N;DEF;FEM;SG
vorige	trecutul	vorige	trecut	ADJ;NOM	N;DEF;MASC;SG
gesê	spuse	sê	spune		V;IND;SG;3;PST;FIN
gesê	spus	sê	spune		V;MASC;SG;V.PTCP
spaanse	spaniola	spaans	spaniolă	ADJ;NOM	N;DEF;FEM;SG
spaanse	spaniola	spaans	spaniolă	ADJ;NOM	N;DEF;FEM;SG
argitek	arhitect	argitek	arhitect		N;INDF;MASC;SG
lewer	ficatul	lewer	ficat	V;PRS	N;DEF;MASC;SG
lewer	ficat	lewer	ficat	V;PRS	N;INDF;MASC;SG
mark	marcu	mark	marcu	N;SG	
mark	marcheaza	mark	marcheaza	N;SG	V;IND;SG;3;IPFV;FIN
mark	mark	mark	mark	N;SG	PROPN
den	sclava	den	sclavă		N;DEF;FEM;SG
den	sclava	den	sclavă		N;DEF;FEM;SG
den	sclav	den	sclav		N;INDF;MASC;SG
getroud	casatorita	trou	casatorita	V;PST;V.PTCP	N;DEF;FEM;SG
getroud	maritata	trou	maritate	V;PST;V.PTCP	N;DEF;FEM;SG
getroud	casatorit	trou	casatori	V;PST;V.PTCP	ADJ;INDF;MASC;SG
getroud	casatorit	trou	casatori	V;PST;V.PTCP	ADJ;INDF;MASC;SG
spesie	specii	spesie	specie	N;SG	N;INDF;FEM;PL
hoogte	inaltime	hoogte	inaltim	N;SG	
hoogte	inaltime	hoogte	inaltim	N;SG	
hoogte	inaltime	hoogte	inaltim	N;SG	
suidwes	southwest	suidwe	southwest		PROPN
lae	straturi	laag	strat		N;INDF;FEM;PL
lae	scazuta	laag	scazuta		ADJ;DEF;FEM;SG
lae	scazut	laag	scazut		ADJ;INDF;MASC;SG
gelderland	gelderland	gelderland	gelderland		N;INDF;MASC;SG
namibië	namibia	namibië	namibia	PROPN;SG	PROPN
verwerf	castiga	verwerf	castiga	V;PRS	V;IND;SG;3;IPFV;FIN
afgelei	derivat	aflei	derivat		ADJ;INDF;MASC;SG
afgelei	derivate	aflei	derivat		ADJ;INDF;FEM;PL
admin	administrator	admin	administrator		N;INDF;MASC;SG
admin	administratorul	admin	administrator		N;DEF;MASC;SG
gekies	selectate	kies	selecta	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gekies	selectata	kies	selectat	V;PST;V.PTCP	ADJ;DEF;FEM;SG
gekies	selectat	kies	selectat	V;PST;V.PTCP	ADJ;INDF;MASC;SG
hoog	inalta	hoog	inalta		ADJ;DEF;FEM;SG
hoog	inalta	hoog	inalta		ADJ;DEF;FEM;SG
hoog	inalt	hoog	inalt		ADJ;INDF;MASC;SG
hoog	inalta	hoog	inalta		ADJ;DEF;FEM;SG
hoog	inalt	hoog	inalt		ADJ;INDF;MASC;SG
hoog	inalta	hoog	inalta		ADJ;DEF;FEM;SG
mans	masculi	man	mascul	N;PL	ADJ;INDF;MASC;PL
mans	barbati	man	barba	N;PL	
mans	barbati	man	barba	N;PL	
lug	cerul	lug	cer		N;DEF;MASC;SG
lug	sky	lug	sky		N;INDF;MASC;SG
lug	cer	lug	cere		V;IND;SG;3;PRS;FIN
lug	aer	lug	aer		N;INDF;MASC;SG
lug	aerul	lug	aer		N;DEF;MASC;SG
lug	air	lug	air		N;INDF;MASC;SG
regte	real	reg	real	N;PL	ADJ;INDF;MASC;SG
regte	reale	reg	real	N;PL	ADJ;INDF;FEM;PL
regte	reala	reg	reală	N;PL	ADJ;DEF;FEM;SG
dorpie	village	dorpie	villag	N;SG	PROPN
oranje	orange	oranje	orange		N;INDF;MASC;SG
oranje	portocala	oranje	portocală		N;DEF;FEM;SG
oranje	portocaliu	oranje	portocaliu		ADV
oranje	portocalie	oranje	portocalie		N;INDF;FEM;SG
digter	poet	digter	poet		N;INDF;MASC;SG
digter	poetul	digter	poet		N;DEF;MASC;SG
then	atunci	then	atunci		ADV
then	apoi	then	apoi		ADV
tien	ten	tien	ten		N;INDF;MASC;SG
tien	zece	tien	zece		NUM;PL
ondersoek	sonda	ondersoek	sondă	V;PRS	N;DEF;FEM;SG
ondersoek	sonda	ondersoek	sondă	V;PRS	N;DEF;FEM;SG
ondersoek	detecta	ondersoek	detecta	V;PRS	V;IND;SG;3;IPFV;FIN
ondersoek	detecteaza	ondersoek	detecteaz	V;PRS	V;IND;SG;3;IPFV;FIN
alles	toti	alles	toti	PRO	
alles	toti	alles	toti	PRO	
onafhanklike	independent	onafhanklik	independent	ADJ;NOM	ADV
onafhanklike	independenta	onafhanklik	independent	ADJ;NOM	N;DEF;FEM;SG
onafhanklike	independenta	onafhanklik	independent	ADJ;NOM	N;DEF;FEM;SG
demokratiese	democrata	demokraties	democrata	ADJ;NOM	N;DEF;FEM;SG
demokratiese	democratica	demokraties	democratică	ADJ;NOM	N;DEF;FEM;SG
demokratiese	democrat	demokraties	democrat	ADJ;NOM	N;INDF;MASC;SG
wys	arata	wys	arata	V;PRS	V;IND;SG;3;IPFV;FIN
wys	arata	wys	arata	V;PRS	V;IND;SG;3;IPFV;FIN
wys	spectacol	wys	spectacol	V;PRS	N;INDF;MASC;SG
wys	afiseaza	wys	afisea	V;PRS	V;IND;SG;3;IPFV;FIN
botha	botha	botha	bothă	PROPN;SG	
seeland	zeelanda	seeland	zeelanda		N;DEF;FEM;SG
spesifieke	specifica	spesifiek	specifica	ADJ;NOM	N;DEF;FEM;SG
gemiddelde	medii	gemiddel	medie	ADJ;NOM	N;INDF;FEM;PL
gemiddelde	medie	gemiddel	medie	ADJ;NOM	N;INDF;FEM;SG
vrygestel	lansat	vrystel	lansat	V;PST;V.PTCP	ADJ;INDF;MASC;SG
vrygestel	eliberat	vrystel	elibera	V;PST;V.PTCP	ADJ;INDF;MASC;SG
vrygestel	eliberata	vrystel	eliberat	V;PST;V.PTCP	N;DEF;FEM;SG
leër	armata	leër	armată	V;PRS	N;DEF;FEM;SG
leër	armata	leër	armată	V;PRS	N;DEF;FEM;SG
leër	army	leër	army	V;PRS	N;INDF;MASC;SG
robert	robert	robert	robert		PROPN
ouer	parinte	oud	parinte	ADV;CMPR	
ouer	parinte	oud	parinte	ADV;CMPR	
leef	living	leef	living	V;PRS	N;INDF;MASC;SG
leef	traind	leef	trai	V;PRS	
toegeken	atribuit	toeken	atribui	V;PST;V.PTCP	ADJ;INDF;MASC;SG
toegeken	repartizat	toeken	repartiza	V;PST;V.PTCP	ADJ;INDF;MASC;SG
toegeken	atribuita	toeken	atribuit	V;PST;V.PTCP	N;DEF;FEM;SG
toegeken	atribuite	toeken	atribuit	V;PST;V.PTCP	ADJ;INDF;FEM;PL
toegeken	desemnat	toeken	desemnat	V;PST;V.PTCP	ADJ;INDF;MASC;SG
beïnvloed	influenta	beïnvloed	influenta	V;PRS	N;DEF;FEM;SG
beïnvloed	influenta	beïnvloed	influenta	V;PRS	N;DEF;FEM;SG
beïnvloed	influenta	beïnvloed	influenta	V;PRS	N;DEF;FEM;SG
beïnvloed	afecteaza	beïnvloed	afecta	V;PRS	V;IND;SG;3;IPFV;FIN
beïnvloed	afecta	beïnvloed	afecta	V;PRS	V;IND;SG;3;IPFV;FIN
behalwe	exceptand	behalwe	excepta	CONJ	ADV
naamlik	numit	naamlik	numit	ADV	ADJ;INDF;MASC;SG
alexander	alexandru	alexander	alexandru		PROPN
alexander	alexander	alexander	alexander		PROPN
kind	copile	kind	copil	N;SG	N;INDF;FEM;PL
kind	copile	kind	copil	N;SG	N;INDF;FEM;PL
gepraat	vorbind	gepraat	vorbi		V;V.MSDR
genoeg	destul	genoeg	destul		ADV
voorbeelde	exemplu	voorbeeld	exemplu	N;PL	N;INDF;MASC;SG
voorbeelde	exemplul	voorbeeld	exemplu	N;PL	N;DEF;MASC;SG
strek	intindere	strek	intindere	V;PRS	N;INDF;FEM;SG
kruger	kruger	kruger	kruger		PROPN
ierland	irlanda	ierland	irlanda		PROPN
ierland	irlandei	ierland	irlandă		PROPN;DEF;FEM;SG
mate	masuratori	mate	masurator	N;SG	N;INDF;MASC;PL
smith	smith	smith	smith		PROPN
bevorder	promovata	bevorder	promovat	V;PRS	ADJ;DEF;FEM;SG
bevorder	promovate	bevorder	promova	V;PRS	ADJ;INDF;FEM;PL
bevorder	promovat	bevorder	promova	V;PRS	ADJ;INDF;MASC;SG
bevorder	promovata	bevorder	promovat	V;PRS	ADJ;DEF;FEM;SG
bevorder	promovate	bevorder	promova	V;PRS	ADJ;INDF;FEM;PL
bevorder	promoveaza	bevorder	promoveaza	V;PRS	V;IND;SG;3;IPFV;FIN
bevorder	promova	bevorder	promova	V;PRS	V;IND;SG;3;IPFV;FIN
bevorder	promoveaza	bevorder	promoveaza	V;PRS	V;IND;SG;3;IPFV;FIN
bevorder	impuls	bevorder	impuls	V;PRS	N;INDF;MASC;SG
studie	studiaza	studie	studiază	N;SG	V;IND;SG;3;IPFV;FIN
studie	studii	studie	studiu	N;SG	N;INDF;FEM;PL
burgemeester	primare	burgemeester	primar	N;SG	ADJ;INDF;FEM;PL
gebaseer	bazat	baseer	baza	V;PST;V.PTCP	ADJ;INDF;MASC;SG
sit	stand	sit	sta	V;PRS	
sit	sedinta	sit	sedintă	V;PRS	N;DEF;FEM;SG
aangeneem	presupus	aanneem	presupune	V;PST;V.PTCP	ADJ;INDF;MASC;SG
aangeneem	asumat	aanneem	asuma	V;PST;V.PTCP	ADJ;INDF;MASC;SG
aangeneem	adoptat	aanneem	adopta	V;PST;V.PTCP	ADJ;INDF;MASC;SG
aangeneem	adoptata	aanneem	adopta	V;PST;V.PTCP	N;DEF;FEM;SG
navorsing	cercetari	navorsing	cercetar	N;SG	
navorsing	cercetari	navorsing	cercetar	N;SG	
durban	durban	durban	durban	PROPN;SG	N;INDF;MASC;SG
bestuur	gestioneaza	bestuur	gestiona	V;PRS	V;IND;SG;3;IPFV;FIN
bestuur	administreaza	bestuur	administrează	V;PRS	V;IND;SG;3;IPFV;FIN
bestuur	administra	bestuur	administra	V;PRS	V;IND;SG;3;IPFV;FIN
bestuur	gestionare	bestuur	gestionare	V;PRS	N;INDF;FEM;SG
bestuur	conducerea	bestuur	conducere	V;PRS	N;DEF;FEM;SG
bestuur	managementul	bestuur	management	V;PRS	N;DEF;MASC;SG
bestuur	gestionarea	bestuur	gestionare	V;PRS	N;DEF;FEM;SG
bestuur	management	bestuur	management	V;PRS	N;INDF;MASC;SG
bestuur	conducand	bestuur	conduca	V;PRS	N;INDF;MASC;SG
bestuur	conducere	bestuur	conducere	V;PRS	N;INDF;FEM;SG
opgeneem	inregistrate	opneem	inregistra	V;PST;V.PTCP	ADJ;INDF;FEM;PL
opgeneem	inregistrata	opneem	inregistrat	V;PST;V.PTCP	N;DEF;FEM;SG
opgeneem	inregistrat	opneem	inregistra	V;PST;V.PTCP	ADJ;INDF;MASC;SG
opgeneem	inregistrat	opneem	inregistra	V;PST;V.PTCP	ADJ;INDF;MASC;SG
oop	deschis	oop	deschis	ADV	ADJ;INDF;MASC;SG
oop	deschide	oop	deschide	ADV	V;IND;SG;3;PRS;FIN
oop	open	oop	open	ADV	N;INDF;MASC;SG
swede	suedia	swede	suedia	N;PL	PROPN
benoem	nume	benoem	nume	V;PRS	N;INDF
benoem	numele	benoem	nume	V;PRS	N;DEF;MASC;SG
benoem	denumire	benoem	denumire	V;PRS	N;INDF;FEM;SG
benoem	name	benoem	name	V;PRS	
petrus	petrus	petrus	petrus		PROPN
petrus	peter	petrus	peter		PROPN
bedien	servi	bedien	serv	V;PRS	V;IND;SG;3;PST;FIN
gewilde	popular	gewild	popular	ADV	ADJ;INDF;MASC;SG
gewilde	populare	gewild	popular	ADV	ADJ;INDF;FEM;PL
gewilde	populara	gewild	populară	ADV	N;DEF;FEM;SG
gewilde	populara	gewild	populară	ADV	N;DEF;FEM;SG
african	africani	african	african	PROPN;SG	ADJ;INDF;MASC;PL
african	africana	african	african	PROPN;SG	N;DEF;FEM;SG
african	africane	african	african	PROPN;SG	ADJ;INDF;FEM;PL
african	african	african	african	PROPN;SG	ADJ;INDF;MASC;SG
thomas	toma	thomas	toma		PROPN
thomas	thomas	thomas	thomas		PROPN
elektriese	electrica	elektries	electrică	ADJ;NOM	N;DEF;FEM;SG
elektriese	electrica	elektries	electrică	ADJ;NOM	N;DEF;FEM;SG
laer	inferioara	laag	inferiora	V;PRS	ADJ;DEF;FEM;SG
venter	venter	venter	venter		N;INDF;MASC;SG
aandag	atentie	aandag	atentie	N;SG	
aandag	atentie	aandag	atentie	N;SG	
aandag	autentic	aandag	autentic	N;SG	ADV
aandag	autentice	aandag	autentic	N;SG	ADJ;INDF;FEM;PL
aandag	autentica	aandag	autentic	N;SG	ADJ;DEF;FEM;SG
paleis	palatul	paleis	palat		N;DEF;MASC;SG
paleis	palat	paleis	palat		N;INDF;MASC;SG
paleis	palace	paleis	palac		N;INDF;MASC;SG
sjinese	chineza	sjines	chineza	PROPN;SG	N;DEF;FEM;SG
sjinese	chineza	sjines	chineza	PROPN;SG	N;DEF;FEM;SG
sjinese	chinezesc	sjines	chinezesc	PROPN;SG	ADJ;INDF;MASC;SG
sjinese	chinez	sjines	chinez	PROPN;SG	ADJ;INDF;MASC;SG
sjinese	chinezi	sjines	chinez	PROPN;SG	ADJ;INDF;MASC;PL
voorsien	furnizati	voorsien	furniza	V;PRS	V;IND;PL;2;IPFV;FIN
voorsien	furnizeaza	voorsien	furnizeaza	V;PRS	V;IND;SG;3;IPFV;FIN
all	toate	all	tot		PRO;FEM;PL;3
all	tot	all	tot		PRO;MASC;SG;3
steun	suport	steun	suport	V;PRS	N;INDF;MASC;SG
steun	sprijin	steun	sprijin	V;PRS	N;INDF;MASC;SG
steun	sprijinul	steun	sprijin	V;PRS	N;DEF;MASC;SG
leer	piele	leer	piele	V;PRS	N;INDF;FEM;SG
leer	invatare	leer	invatare	V;PRS	N;INDF;FEM;SG
leer	invata	leer	invata	V;PRS	V;IND;SG;3;IPFV;FIN
leer	afla	leer	afla	V;PRS	V;IND;SG;3;IPFV;FIN
leer	invata	leer	invata	V;PRS	V;IND;SG;3;IPFV;FIN
vloei	flux	vloei	flux	V;PRS	N;INDF;MASC;SG
vloei	fluxul	vloei	flux	V;PRS	N;DEF;MASC;SG
vloei	debit	vloei	debit	V;PRS	N;INDF;MASC;SG
kyk	ceas	kyk	ceas	V;PRS	N;INDF;MASC;SG
kyk	uite	kyk	uita	V;PRS	
kyk	privind	kyk	privind	V;PRS	ADP;ACC
kyk	vizionarea	kyk	vizionare	V;PRS	N;DEF;FEM;SG
henry	henric	henry	henric		N;INDF;MASC;SG
henry	henry	henry	henry		PROPN
seuns	baieti	seun	baiet	N;PL	
seuns	baieti	seun	baiet	N;PL	
seuns	sons	seun	sons	N;PL	N;INDF;MASC;SG
vroeg	early	vroeg	early		N;INDF;MASC;SG
vroeg	timpuriu	vroeg	timpuriu		ADV
vroeg	devreme	vroeg	devreme		ADV
html	html	html	html		N;INDF;MASC;SG
denemarke	danemarca	denemarke	danemarca	ADJ;NOM	PROPN
denemarke	numitor	denemarke	numitor	ADJ;NOM	N;INDF;MASC;SG
des	dec	des	dec		N;INDF;MASC
vrye	rezerva	vry	rezervă	PRO	N;DEF;FEM;SG
bladsy	paginile	bladsy	pagină	N;SG	N;DEF;FEM;PL
bladsy	pagini	bladsy	pagină	N;SG	N;INDF;FEM;PL
diep	adanc	diep	adanc	ADV	
diep	adanca	diep	adanca	ADV	ADJ;DEF;FEM;SG
diep	adanc	diep	adanc	ADV	
italiaanse	italiana	italiaans	italiană	ADJ;NOM	N;DEF;FEM;SG
italiaanse	italiana	italiaans	italiană	ADJ;NOM	N;DEF;FEM;SG
murray	murray	murray	murray		PROPN
soek	cautare	soek	cautare		N;INDF;FEM;SG
soek	cautare	soek	cautare		N;INDF;FEM;SG
soek	cauta	soek	cauta		V;IND;SG;3;IPFV;FIN
soek	cauta	soek	cauta		V;IND;SG;3;IPFV;FIN
grand	grand	grand	grand		N;INDF;MASC;SG
soldate	soldat	soldate	soldat	N;PL	N;INDF;MASC;SG
ouers	parinti	ouer	parinti	N;PL	
ouers	parinti	ouer	parinti	N;PL	
struik	arbust	struik	arbust		N;INDF;MASC;SG
koninklike	regala	koninklik	regală	ADJ;NOM	ADJ;DEF;FEM;SG
koninklike	royal	koninklik	royal	ADJ;NOM	N;INDF;MASC;SG
weet	stiu	weet	stiu	V;PRS	
verslaan	invinsa	verslaan	invinsa	V;PRS	N;DEF;FEM;SG
verslaan	invins	verslaan	invinge	V;PRS	ADJ;INDF;MASC;SG
verslaan	invins	verslaan	invinge	V;PRS	ADJ;INDF;MASC;SG
verslaan	infrant	verslaan	infrant	V;PRS	
toring	tower	toring	tower	N;SG	PROPN
vervoer	transportare	vervoer	transportare	V;PRS	N;INDF;FEM;SG
vervoer	transporturi	vervoer	transport	V;PRS	N;INDF;FEM;PL
vervoer	transport	vervoer	transport	V;PRS	N;INDF;MASC;SG
vervoer	transportul	vervoer	transport	V;PRS	N;DEF;MASC;SG
vervoer	transporturi	vervoer	transport	V;PRS	N;INDF;FEM;PL
vervoer	transport	vervoer	transport	V;PRS	N;INDF;MASC;SG
vervoer	transportul	vervoer	transport	V;PRS	N;DEF;MASC;SG
walt	walt	walt	walt		PROPN
poolse	poloneze	pools	polonez	V;PRS	ADJ;INDF;FEM;PL
poolse	poloneza	pools	polonez	V;PRS	ADJ;DEF;FEM;SG
poolse	polonez	pools	polonez	V;PRS	ADJ;INDF;MASC;SG
opvolger	urmaritor	opvolger	urmaritor	V;PRS	ADJ;INDF;MASC;SG
opvolger	adept	opvolger	adept	V;PRS	N;INDF;MASC;SG
opvolger	urmaritori	opvolger	urmaritor	V;PRS	ADJ;INDF;MASC;PL
betekenis	insemnand	betekenis	insemna	N;SG	
federale	federala	federaal	federală	ADJ;NOM	N;DEF;FEM;SG
donker	dark	donker	dark	ADJ;NOM	N;INDF;MASC;SG
donker	intuneric	donker	intuneric	ADJ;NOM	N;INDF;MASC;SG
donker	intuneric	donker	intuneric	ADJ;NOM	N;INDF;MASC;SG
nege	noua	neg	nou	NUM	ADJ;DEF;FEM;SG
nege	nine	neg	nine	NUM	N;INDF;MASC;SG
richard	richard	richard	richard	N;SG	PROPN
internet	internetul	internet	internet	PROPN;SG	N;DEF;MASC;SG
internet	internet	internet	internet	PROPN;SG	N;INDF;MASC;SG
san	san	san	san		PROPN
klassieke	clasica	klassiek	clasică	DET;DEF	ADJ;DEF;FEM;SG
klassieke	clasic	klassiek	clasic	DET;DEF	ADV
klassieke	clasica	klassiek	clasică	DET;DEF	ADJ;DEF;FEM;SG
klassieke	clasica	klassiek	clasică	DET;DEF	ADJ;DEF;FEM;SG
klassieke	clasic	klassiek	clasic	DET;DEF	ADV
klassieke	clasica	klassiek	clasică	DET;DEF	ADJ;DEF;FEM;SG
klassieke	classic	klassiek	classic	DET;DEF	PROPN
dink	gandeste	dink	gandeste		V;IND;SG;3;PRS;FIN
url	url	url	url		N;INDF;MASC;SG
afrikaners	afrikaner	afrikaner	afrikaner	N;PL	N;INDF;MASC;SG
beskerm	protejat	beskerm	protejat	V;PRS	ADJ;INDF;MASC;SG
beskerm	protejata	beskerm	protejat	V;PRS	ADJ;DEF;FEM;SG
beskerm	protejate	beskerm	protejat	V;PRS	ADJ;INDF;FEM;PL
maklik	usor	maklik	usor	CONJ	ADV
maklik	usor	maklik	usor	CONJ	ADV
persoonlike	personal	persoonlik	personal	ADJ;NOM	ADV
persoonlike	personala	persoonlik	personal	ADJ;NOM	ADJ;DEF;FEM;SG
persoonlike	personala	persoonlik	personal	ADJ;NOM	ADJ;DEF;FEM;SG
https	https	http	https		N
burgers	cetateni	burger	cetaten	N;PL	ADJ;INDF;MASC;PL
burgers	cetateni	burger	cetaten	N;PL	ADJ;INDF;MASC;PL
swaar	heavy	swaar	heavy		N;INDF;MASC;SG
swaar	greu	swaar	greu		ADV
swaar	grele	swaar	greu		ADJ;INDF;FEM;PL
swaar	grea	swaar	greu		ADJ;INDF;FEM;SG
swaar	grei	swaar	grei		ADJ;INDF;MASC;PL
reis	calatorii	reis	calator	N;SG	N;INDF;FEM;PL
reis	calatorind	reis	calatori	N;SG	V;V.MSDR
reis	calatoresc	reis	calatori	N;SG	V;IND;PL;3;PRS;FIN
burger	cetatean	burger	cetatean	N;SG	ADJ;INDF;MASC;SG
burger	cetatean	burger	cetatean	N;SG	ADJ;INDF;MASC;SG
andrew	andrew	andrew	andrew	PROPN;SG	PROPN
ondersteun	sprijinirea	ondersteun	sprijinire	V;PRS	N;DEF;FEM;SG
ondersteun	suport	ondersteun	suport	V;PRS	N;INDF;MASC;SG
ondersteun	sprijin	ondersteun	sprijin	V;PRS	N;INDF;MASC;SG
ondersteun	sprijinul	ondersteun	sprijin	V;PRS	N;DEF;MASC;SG
gewoon	plain	gewoon	plain	V;PST;V.PTCP	N;INDF;MASC;SG
gewoon	campia	gewoon	campie	V;PST;V.PTCP	N;DEF;FEM;SG
gewoon	campie	gewoon	campie	V;PST;V.PTCP	
gewoon	ordinar	gewoon	ordinar	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gewoon	obisnuit	gewoon	obisnui	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gewoon	ordinare	gewoon	ordinare	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gewoon	obisnuita	gewoon	obisnuit	V;PST;V.PTCP	ADJ;DEF;FEM;SG
onderwerp	subiect	onderwerp	subiect		N;INDF;MASC;SG
onderwerp	subiect	onderwerp	subiect		N;INDF;MASC;SG
onderwerp	subiectul	onderwerp	subiect		N;DEF;MASC;SG
materiaal	materiale	materiaal	material	N;SG	N;INDF;FEM;PL
materiaal	materiale	materiaal	material	N;SG	N;INDF;FEM;PL
materiaal	materialele	materiaal	material	N;SG	N;DEF;FEM;PL
studeer	studiaza	studeer	studiază	V;PRS	V;IND;SG;3;IPFV;FIN
studeer	studii	studeer	studiu	V;PRS	N;INDF;FEM;PL
studeer	studiul	studeer	studiu	V;PRS	N;DEF;MASC;SG
studeer	studiu	studeer	studiu	V;PRS	N;INDF;MASC;SG
studeer	studii	studeer	studiu	V;PRS	N;INDF;FEM;PL
studeer	studiile	studeer	studiu	V;PRS	N;DEF;FEM;PL
goud	auriu	goud	auriu	N;SG	ADJ;INDF;MASC;SG
goud	gold	goud	gold	N;SG	
volle	plina	volle	plină	ADV	ADJ;DEF;FEM;SG
volle	full	volle	full	ADV	
volle	plina	volle	plină	ADV	ADJ;DEF;FEM;SG
bestaande	existenta	bestaan	existent	ADJ;NOM	N;DEF;FEM;SG
bestaande	existand	bestaan	existand	ADJ;NOM	
iso	iso	iso	iso	PROPN;SG	N;INDF;MASC
groepeer	grupa	groepeer	grupă	N;PL	N;DEF;FEM;SG
groepeer	grup	groepeer	grup	N;PL	N;INDF;MASC;SG
groepeer	grupul	groepeer	grup	N;PL	N;DEF;MASC;SG
groepeer	grupa	groepeer	grupă	N;PL	N;DEF;FEM;SG
nature	natura	nature	natură		N;DEF;FEM;SG
nature	natura	nature	natură		N;DEF;FEM;SG
gevalle	resort	geval	resort	N;PL	N;INDF;MASC;SG
gevalle	statiune	geval	statiune	N;PL	N;INDF;FEM;SG
watter	care	watter	care	PRO	PRO;3
belgië	belgia	belgië	belgie		PROPN
behou	tinut	behou	tinut	V;PRS	ADJ;INDF;MASC;SG
behou	tine	behou	tu	V;PRS	PRO;ACC;SG;2
behou	pastrati	behou	pastra	V;PRS	
behou	pastreaza	behou	pastreză	V;PRS	V;IND;SG;3;IPFV;FIN
noorweë	nevada	noorweë	nevada	ADJ;NOM	PROPN
noorweë	norvegia	noorweë	norvegie	ADJ;NOM	N;DEF;FEM;SG
versoek	solicitate	versoek	solicitat	V;PRS	ADJ;INDF;FEM;PL
versoek	solicitat	versoek	solicita	V;PRS	ADJ;INDF;MASC;SG
versoek	cerut	versoek	cere	V;PRS	ADJ;INDF;MASC;SG
versoek	solicitata	versoek	solicitat	V;PRS	ADJ;DEF;FEM;SG
versoek	solicitare	versoek	solicitare	V;PRS	N;INDF;FEM;SG
versoek	cererea	versoek	cerere	V;PRS	N;DEF;FEM;SG
versoek	cerere	versoek	cerere	V;PRS	N;INDF;FEM;SG
hulp	ajuta	hulp	ajuta	N;SG	V;IND;SG;3;IPFV;FIN
hoop	speranta	hoop	sperant	V;PRS	N;DEF;FEM;SG
hoop	speranta	hoop	sperant	V;PRS	N;DEF;FEM;SG
hoop	speranta	hoop	sperant	V;PRS	N;DEF;FEM;SG
