から	от	から	от	CONJ	ADP
同意	съгласен	同意	съгласен	V	ADJ;INDF;MASC;SG
これら	тези	これら	този	PRO	DET;PL
平均	среден	平均	среден	N	ADJ;INDF;MASC;SG
平均	средно	平均	средно	N	ADV
事実	фактите	事実	факт	ADV	N;DEF;MASC;PL
事実	факти	事実	факт	ADV	N;INDF;MASC;PL
事実	факт	事実	факт	ADV	N;INDF;MASC;SG
複数	множествена	複数	множествен	N	ADJ;INDF;FEM;SG
複数	многобройни	複数	многоброен	N	ADJ;INDF;PL
観光	туристическа	観光	туристически	N	ADJ;INDF;FEM;SG
観光	туристически	観光	туристически	N	ADJ;INDF;MASC;SG
取得	иск	取得	иск	V	N;INDF;MASC;SG
取得	твърдение	取得	твърдение	V	N;INDF;NEUT;SG
取得	претенция	取得	претенция	V	N;INDF;FEM;SG
秋田	акита	秋田	акит	PROPN	N;INDF;FEM;SG
上記	над	上記	над	N	ADP
上記	отгоре	上記	отгоре	N	ADV
トップ	top	トップ	top	N	ADV
付近	близко	付近	близък	N	ADV
付近	близо	付近	близо	N	ADV
リン	лин	リン	лин	PROPN	PROPN;INDF;FEM;SG
リン	фосфор	リン	фосфор	PROPN	N;INDF;MASC;SG
輸送	транспорт	輸送	транспорт	V	N;INDF;MASC;SG
輸送	транспортиране	輸送	транспортиране	V	N;INDF;NEUT;SG
輸送	превоз	輸送	превоз	V	N;INDF;MASC;SG
輸送	транспорт	輸送	транспорт	V	N;INDF;MASC;SG
輸送	превоз	輸送	превоз	V	N;INDF;MASC;SG
輸送	транспортиране	輸送	транспортиране	V	N;INDF;NEUT;SG
長崎	нагасаки	長崎	нагасаки	PROPN	N;INDF;MASC;PL
メイン	основни	メイン	основен	N	ADJ;INDF;PL
メイン	основна	メイン	основен	N	ADJ;INDF;FEM;SG
メイン	главна	メイン	главен	N	ADJ;INDF;FEM;SG
メイン	главен	メイン	главен	N	ADJ;INDF;MASC;SG
メイン	главни	メイン	главен	N	ADJ;INDF;PL
メイン	мейн	メイン	мейн	N	PROPN;INDF;MASC;SG
メイン	първична	メイン	първичен	N	ADJ;INDF;FEM;SG
メイン	първични	メイン	първичен	N	ADJ;INDF;PL
メイン	първичен	メイン	първичен	N	ADJ;INDF;MASC;SG
メイン	първично	メイン	първичен	N	ADV
ロード	зареди	ロード	заредя	N	V;PFV;IMP;SG;2;FIN
エル	ел	エル	ел	N	PROPN
札幌	сапоро	札幌	сапоро	PROPN	N;INDF;MASC;SG
息子	синко	息子	синко	N	INTJ
息子	сине	息子	син	N	PART
松本	мацумото	松本	мацум	PROPN	N;DEF;NEUT;SG
自然	естество	自然	естество	ADJ	N;INDF;NEUT;SG
自然	природа	自然	природа	ADJ	N;INDF;FEM;SG
自然	природата	自然	природа	ADJ	N;DEF;FEM;SG
マイル	майлс	マイル	майлс	N	PROPN;INDF;MASC;SG
マイル	мили	マイル	мил	N	ADJ;INDF;PL
鹿児島	кагошима	鹿児島	кагошим	PROPN	ADJ;INDF;FEM;SG
変化	промени	変化	промяна	V	N;INDF;FEM;PL
変化	смяна	変化	смяна	V	N;INDF;FEM;SG
変化	промяна	変化	промяна	V	N;INDF;FEM;SG
石川	ишикава	石川	ишикавам	PROPN	N;INDF;FEM;SG
パリ	парис	パリ	парис	PROPN	N;INDF;MASC;SG
パリ	париж	パリ	париж	PROPN	PROPN;INDF;MASC;SG
南部	южни	南部	южен	N	ADJ;INDF;PL
南部	южна	南部	южен	N	ADJ;INDF;FEM;SG
経験	опитен	経験	опитен	V	ADJ;INDF;MASC;SG
経験	опитна	経験	опитна-(се)	V	ADJ;INDF;FEM;SG
経験	опитни	経験	опитен	V	ADJ;INDF;PL
経験	опитът	経験	опит	V	N;DEF;MASC;SG
経験	преживяване	経験	преживяване	V	N;INDF;NEUT;SG
経験	опит	経験	опит	V	N;INDF;MASC;SG
経験	изживяване	経験	изживяване	V	N;INDF;NEUT;SG
延長	продължение	延長	продължение	V	N;INDF;NEUT;SG
延長	удължаване	延長	удължаване	V	N;INDF;NEUT;SG
延長	разширение	延長	разширение	V	N;INDF;NEUT;SG
条件	условно	条件	условно	N	ADV
条件	условна	条件	условен	N	ADJ;INDF;FEM;SG
伝説	легендарно	伝説	легендарен	N	ADV
伝説	легендарен	伝説	легендарен	N	ADJ;INDF;MASC;SG
ロンドン	london	ロンドン	london	PROPN	PROPN;INDF;MASC;SG
ロンドン	лондон	ロンドン	лондон	PROPN	PROPN;INDF;MASC;SG
本部	седалище	本部	седалище	PROPN	N;INDF;NEUT;SG
本部	щаб	本部	щаб	PROPN	N;INDF;MASC;SG
本部	щаба	本部	щаб	PROPN	N;DEF;MASC;SG
本部	централа	本部	централа	PROPN	N;INDF;FEM;SG
フリー	свободно	フリー	свободно	PROPN	ADV
フリー	свободни	フリー	свободен	PROPN	ADJ;INDF;PL
フリー	свободен	フリー	свободен	PROPN	ADJ;INDF;MASC;SG
フリー	свободна	フリー	свободен	PROPN	ADJ;INDF;FEM;SG
フリー	безплатни	フリー	безплатен	PROPN	ADJ;INDF;PL
フリー	безплатно	フリー	безплатно	PROPN	ADV
競走	състезателни	競走	състезателен	N	ADJ;INDF;PL
高橋	такахаши	高橋	такахаш	PROPN	V;IPFV;IND;SG;3;PST;FIN;ACT
デジタル	цифров	デジタル	цифров	ADJ	N;INDF;MASC;SG
デジタル	цифрово	デジタル	цифров	ADJ	ADV
山田	ямада	山田	ямада	PROPN	N;INDF;FEM;SG
台湾	тайван	台湾	тайван	PROPN	PROPN;INDF;MASC;SG
インド	индия	インド	индия	PROPN	PROPN;INDF;FEM;SG
吉田	йошида	吉田	йошида	PROPN	N;INDF;MASC;SG
東海	токай	東海	токай	PROPN	N;INDF;MASC;SG
提案	предложения	提案	предложение	V	N;INDF;NEUT;PL
提案	предложение	提案	предложение	V	N;INDF;NEUT;SG
提案	предложение	提案	предложение	V	N;INDF;NEUT;SG
シティ	град	シティ	град	PROPN	N;INDF;MASC;SG
シティ	градът	シティ	град	PROPN	N;DEF;MASC;SG
シティ	сити	シティ	сит	PROPN	N;INDF;MASC;SG
シティ	city	シティ	city	PROPN	PROPN;INDF;MASC;SG
ミュージック	music	ミュージック	music	N	PROPN;INDF;MASC;SG
予選	допустими	予選	допустим	N	ADJ;INDF;PL
解説	обяснения	解説	обясня-(се)	V	N;INDF;NEUT;PL
解説	обяснение	解説	обяснение	V	N;INDF;NEUT;SG
解説	разяснения	解説	разяснение	V	N;INDF;NEUT;PL
解説	обяснения	解説	обясня-(се)	V	N;INDF;NEUT;PL
解説	разяснения	解説	разяснение	V	N;INDF;NEUT;PL
解説	описание	解説	описание	V	N;INDF;NEUT;SG
レギュラー	редовно	レギュラー	редовно	N	ADV
レギュラー	редовен	レギュラー	редовен	N	ADJ;INDF;MASC;SG
レギュラー	редовни	レギュラー	редовен	N	ADJ;INDF;PL
レギュラー	редовна	レギュラー	редовен	N	ADJ;INDF;FEM;SG
太郎	таро	太郎	таро	PROPN	N;INDF;MASC;SG
改正	изменения	改正	изменение	V	N;INDF;NEUT;PL
改正	поправки	改正	поправка	V	N;INDF;FEM;PL
改正	ревизия	改正	ревизия	V	N;INDF;FEM;SG
改正	преработка	改正	преработка	V	N;INDF;FEM;SG
改正	преразглеждане	改正	преразглеждане	V	N;INDF;NEUT;SG
徒歩	пеша	徒歩	пеша	N	ADV
更新	актуализиране	更新	актуализиране	V	N;INDF;NEUT;SG
更新	обновяване	更新	обновяване	V	N;INDF;NEUT;SG
更新	актуализация	更新	актуализация	V	N;INDF;FEM;SG
更新	обновяване	更新	обновяване	V	N;INDF;NEUT;SG
更新	актуализации	更新	актуализация	V	N;INDF;FEM;PL
配信	доставяне	配信	доставяне	V	N;INDF;NEUT;SG
配信	доставката	配信	доставка	V	N;DEF;FEM;SG
配信	доставка	配信	доставка	V	N;INDF;FEM;SG
配信	излъчване	配信	излъчване	V	N;INDF;NEUT;SG
山本	ямамото	山本	ямам	PROPN	N;DEF;NEUT;SG
仕事	работи	仕事	работя	N	V;IPFV;IMP;SG;2;FIN
メディア	средна	メディア	среден	N	ADJ;INDF;FEM;SG
メディア	среден	メディア	среден	N	ADJ;INDF;MASC;SG
メディア	средни	メディア	среден	N	ADJ;INDF;PL
メディア	средно	メディア	средно	N	ADV
ただ	просто	ただ	просто	CONJ	ADV
ただ	само	ただ	само	CONJ	ADV
外国	чужди	外国	чужд	N	ADJ;INDF;PL
外国	чуждестранни	外国	чуждестранен	N	ADJ;INDF;PL
外国	чужд	外国	чужд	N	ADJ;INDF;MASC;SG
外国	чужда	外国	чужд	N	ADJ;INDF;FEM;SG
艦隊	флотилия	艦隊	флотилия	N	ADJ;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
支配	господство	支配	господство	V	N;INDF;NEUT;SG
支配	постановление	支配	постановление	V	N;INDF;NEUT;SG
支配	управляващата	支配	управлявам	V	ADJ;IPFV;DEF;FEM;SG;PRS;V.PTCP;ACT
支配	управляваща	支配	управлявам	V	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
強い	силно	強い	силно	ADJ	ADV
継承	наследяването	継承	наследяване	V	N;DEF;NEUT;SG
継承	наследството	継承	наследство	V	N;DEF;NEUT;SG
継承	наследство	継承	наследство	V	N;INDF;NEUT;SG
旅客	пътнически	旅客	пътнически	N	ADJ;INDF;MASC;SG
執筆	писане	執筆	писане	V	N;INDF;NEUT;SG
基準	стандартна	基準	стандартен	N	ADJ;INDF;FEM;SG
基準	стандартни	基準	стандартен	N	ADJ;INDF;PL
基準	стандартно	基準	стандартен	N	ADV
基準	стандартен	基準	стандартен	N	ADJ;INDF;MASC;SG
化学	химична	化学	химичен	N	ADJ;INDF;FEM;SG
化学	химически	化学	химически	N	ADJ;INDF;MASC;SG
接続	връзки	接続	връзка	V	N;INDF;FEM;PL
接続	свързване	接続	свързване	V	N;INDF;NEUT;SG
接続	връзка	接続	връзка	V	N;INDF;FEM;SG
接続	връзката	接続	връзка	V	N;DEF;FEM;SG
接続	свързване	接続	свързване	V	N;INDF;NEUT;SG
接続	свързващи	接続	свързвам-(се)	V	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
接続	връзка	接続	връзка	V	N;INDF;FEM;SG
接続	свързване	接続	свързване	V	N;INDF;NEUT;SG
勝ち	победи	勝つ	победа	V	N;INDF;FEM;PL
勝ち	победа	勝つ	победа	V	N;INDF;FEM;SG
関東	канто	関東	канто	PROPN	N;INDF;NEUT;SG
小林	кобаяши	小林	кобая	PROPN	PROPN;INDF;MASC;SG
ブル	бик	ブル	бика	PROPN	N;INDF;MASC;SG
ブル	бул	ブル	бул	PROPN	N;INDF;MASC;SG
将軍	обща	将軍	общ	N	ADJ;INDF;FEM;SG
将軍	общи	将軍	общ	N	ADJ;INDF;PL
奈良	нара	奈良	нара	PROPN	N;INDF;MASC;SG
富山	тояма	富山	тояма	PROPN	N;INDF;FEM;SG
分割	разделяне	分割	разделяне	V	N;INDF;NEUT;SG
分割	сплит	分割	сплит	V	N;INDF;MASC;SG
分割	разделяне	分割	разделяне	V	N;INDF;NEUT;SG
商業	търговско	商業	търговски	N	ADV
商業	търговска	商業	търговски	N	ADJ;INDF;FEM;SG
商業	търговски	商業	търговски	N	ADJ;INDF;MASC;SG
リング	пръстен	リング	пръстен	N	ADJ;INDF;MASC;SG
リング	пръстени	リング	пръстя	N	ADJ;INDF;PL
リング	пръстените	リング	пръстя	N	ADJ;DEF;PL
報告	докладване	報告	докладване	V	N;INDF;NEUT;SG
報告	доклад	報告	доклад	V	N;INDF;MASC;SG
報告	докладване	報告	докладване	V	N;INDF;NEUT;SG
報告	отчитане	報告	отчитане	V	N;INDF;NEUT;SG
報告	отчети	報告	отчета-(се)	V	N;INDF;MASC;PL
報告	доклади	報告	доклад	V	N;INDF;MASC;PL
マーク	марк	マーク	марк	N	PROPN;INDF;MASC;SG
宣言	деклариране	宣言	деклариране	V	N;INDF;NEUT;SG
宣言	декларация	宣言	декларация	V	N;INDF;FEM;SG
伊藤	ито	伊藤	ито	PROPN	N;INDF;MASC;SG
ハイ	висок	ハイ	висок	N	ADJ;INDF;MASC;SG
ハイ	висока	ハイ	висок	N	ADJ;INDF;FEM;SG
ハイ	високи	ハイ	висок	N	ADJ;INDF;PL
ハイ	високо	ハイ	високо	N	ADV
ベル	бел	ベル	бел	N	PROPN;INDF;MASC;SG
ベル	бел	ベル	бел	N	PROPN;INDF;MASC;SG
提出	внасяне	提出	внасяне	V	N;INDF;NEUT;SG
提出	представяне	提出	представяне	V	N;INDF;NEUT;SG
提出	подаване	提出	подаване	V	N;INDF;NEUT;SG
提出	подчинение	提出	подчинение	V	N;INDF;NEUT;SG
入学	появяване	入学	появяване	V	N;INDF;NEUT;SG
入学	вход	入学	вход	V	N;INDF;MASC;SG
入学	допускане	入学	допускане	V	N;INDF;NEUT;SG
入学	приемане	入学	приемане	V	N;INDF;NEUT;SG
支持	подпомагане	支持	подпомагане	V	N;INDF;NEUT;SG
支持	подкрепа	支持	подкрепа	V	N;INDF;FEM;SG
支持	поддръжка	支持	поддръжка	V	N;INDF;FEM;SG
復活	възкресението	復活	възкресение	V	N;DEF;NEUT;SG
復活	възкресение	復活	възкресение	V	N;INDF;NEUT;SG
週間	седмични	週間	седмичен	N	ADJ;INDF;PL
週間	седмично	週間	седмичен	N	ADV
週間	седмична	週間	седмичен	N	ADJ;INDF;FEM;SG
週間	седмичен	週間	седмичен	N	ADJ;INDF;MASC;SG
定義	дефиниция	定義	дефиниция	V	N;INDF;FEM;SG
定義	определение	定義	определение	V	N;INDF;NEUT;SG
定義	определящ	定義	определям-(се)	V	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
定義	определящи	定義	определям-(се)	V	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
定義	определения	定義	определение	V	ADJ;PFV;DEF;MASC;SG;V.PTCP;PASS
日本人	японско	日本人	японски	N	ADV
日本人	японска	日本人	японски	N	ADJ;INDF;FEM;SG
日本人	японски	日本人	японски	N	ADJ;INDF;MASC;SG
カナダ	канада	カナダ	канад	PROPN	N;INDF;FEM;SG
カナダ	канадци	カナダ	канадец	PROPN	N;INDF;MASC;PL
カナダ	канадска	カナダ	канадски	PROPN	ADJ;INDF;FEM;SG
カナダ	канадец	カナダ	канадец	PROPN	N;INDF;MASC;SG
カナダ	канадски	カナダ	канадски	PROPN	ADJ;INDF;MASC;SG
ピアノ	пианото	ピアノ	пиано	N	ADJ;DEF;NEUT;SG
ピアノ	пиано	ピアノ	пиано	N	ADV
ピアノ	пияно	ピアノ	пиян	N	ADV
良い	добро	良い	добър	ADJ	ADV
良い	добре	良い	добре	ADJ	ADV
即時	незабавно	即時	незабавно	N	ADV
達成	постижение	達成	постижение	V	N;INDF;NEUT;SG
達成	постижения	達成	постижение	V	N;INDF;NEUT;PL
達成	постигането	達成	постигане	V	N;DEF;NEUT;SG
見る	изглед	見る	изглед	V	N;INDF;MASC;SG
見る	гледка	見る	гледка	V	N;INDF;FEM;SG
見る	оглед	見る	оглед	V	N;INDF;MASC;SG
見る	преглед	見る	преглед	V	N;INDF;MASC;SG
規定	разпоредби	規定	разпоредба	V	N;INDF;FEM;PL
規定	провизии	規定	провизия	V	N;INDF;FEM;PL
ライト	светло	ライト	светло	N	ADV
ライト	райт	ライト	райт	N	PROPN;INDF;MASC;SG
ヒット	попадения	ヒット	попадение	V	N;INDF;NEUT;PL
ヒット	хитове	ヒット	хит	V	N;INDF;MASC;PL
ヒット	удари	ヒット	удар	V	N;INDF;MASC;PL
ヒット	хит	ヒット	хит	V	N;INDF;MASC;SG
ブルー	сини	ブルー	син	N	ADJ;INDF;PL
ブルー	синьо	ブルー	син	N	ADV
ブルー	синя	ブルー	син	N	ADJ;INDF;FEM;SG
流れ	поток	流れる	поток	V	N;INDF;MASC;SG
宮城	мияги	宮城	мияг	PROPN	N;INDF;MASC;PL
作業	работи	作業	работя	N	V;IPFV;IMP;SG;2;FIN
作業	работещ	作業	работя	N	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
作業	работен	作業	работен	N	ADJ;INDF;MASC;SG
作業	работим	作業	работя	N	V;IPFV;IND;PL;1;PRS;FIN;ACT
貨物	товарен	貨物	товарен	N	ADJ;INDF;MASC;SG
市場	пазарна	市場	пазарен	N	ADJ;INDF;FEM;SG
市場	пазарен	市場	пазарен	N	ADJ;INDF;MASC;SG
青森	аомори	青森	аомор	PROPN	N;INDF;MASC;SG
通算	доживотен	通算	доживотен	N	ADJ;INDF;MASC;SG
翻訳	преводач	翻訳	преводач	V	N;INDF;MASC;SG
翻訳	преводача	翻訳	преводач	V	N;DEF;MASC;SG
翻訳	превод	翻訳	превод	V	N;INDF;MASC;SG
翻訳	преводи	翻訳	превод	V	N;INDF;MASC;PL
配置	разполагане	配置	разполагане	V	N;INDF;NEUT;SG
配置	поставяне	配置	поставяне	V	N;INDF;NEUT;SG
配置	позициониране	配置	позициониране	V	N;INDF;NEUT;SG
配置	подредба	配置	подредба	V	N;INDF;FEM;SG
配置	уговорка	配置	уговорка	V	N;INDF;FEM;SG
配置	споразумение	配置	споразумение	V	N;INDF;NEUT;SG
配置	изравняване	配置	изравняване	V	N;INDF;NEUT;SG
配置	подравняване	配置	подравняване	V	N;INDF;NEUT;SG
配置	разполагане	配置	разполагане	V	N;INDF;NEUT;SG
配置	разгръщане	配置	разгръщане	V	N;INDF;NEUT;SG
配置	разполагането	配置	разполагане	V	N;DEF;NEUT;SG
配置	внедряване	配置	внедряване	V	N;INDF;NEUT;SG
配置	назначения	配置	назначение	V	N;INDF;NEUT;PL
米国	сащ	米国	сащ	PROPN	PROPN;INDF;MASC;PL
米国	usa	米国	usa	PROPN	PROPN;INDF;MASC;SG
そこ	там	そこ	там	PRO	ADV
安全	безопасно	安全	безопасен	ADJ	ADV
安全	сейф	安全	сейф	ADJ	N;INDF;FEM;SG
安全	безопасност	安全	безопасност	ADJ	N;INDF;FEM;SG
安全	предпазител	安全	предпазител	ADJ	N;INDF;MASC;SG
番目	второ	番目	втори	N	ADV
番目	втора	番目	втори	N	ADJ;INDF;FEM;SG
番目	втори	番目	втори	N	ADJ;INDF;MASC;SG
番目	трети	番目	трети	N	ADJ;INDF;MASC;SG
番目	трета	番目	трети	N	ADJ;INDF;FEM;SG
番目	трето	番目	трето	N	ADV
侵害	нарушение	侵害	нарушение	V	N;INDF;NEUT;SG
詳細	подробно	詳細	подробно	N	ADV
詳細	подробен	詳細	подробен	N	ADJ;INDF;MASC;SG
詳細	подробна	詳細	подробен	N	ADJ;INDF;FEM;SG
詳細	подробни	詳細	подробен	N	ADJ;INDF;PL
加藤	kato	加藤	kato	PROPN	PROPN;INDF;MASC;SG
渡辺	уатанабе	渡辺	уатанабе	PROPN	N;INDF;MASC;SG
マイ	mai	マイ	mai	N	INTJ
マイ	маи	マイ	май	N	ADV
地元	локално	地元	локално	N	ADV
地元	локална	地元	локален	N	ADJ;INDF;FEM;SG
地元	местна	地元	местен	N	ADJ;INDF;FEM;SG
地元	локално	地元	локално	N	ADV
地元	местно	地元	местен	N	ADV
地元	местни	地元	местен	N	ADJ;INDF;PL
地元	местен	地元	местя-(се)	N	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
地元	местни	地元	местен	N	ADJ;INDF;PL
これら	тези	これら	този	PRO	DET;PL
増加	увеличаване	増加	увеличаване	V	N;INDF;NEUT;SG
増加	увеличение	増加	увеличение	V	N;INDF;NEUT;SG
増加	повишаване	増加	повишаване	V	N;INDF;NEUT;SG
農業	селскостопански	農業	селскостопански	N	ADJ;INDF;MASC;SG
農業	селскостопанска	農業	селскостопански	N	ADJ;INDF;FEM;SG
農業	земеделски	農業	земеделски	N	ADJ;INDF;MASC;SG
北部	северни	北部	северен	PROPN	ADJ;INDF;PL
北部	северен	北部	северен	PROPN	N;INDF;MASC;SG
北部	северна	北部	северен	PROPN	ADJ;INDF;FEM;SG
オーストラリア	австралийски	オーストラリア	австралийски	PROPN	ADJ;INDF;MASC;SG
オーストラリア	австралия	オーストラリア	австралия	PROPN	PROPN;INDF;FEM;SG
欧州	европа	欧州	европа	PROPN	PROPN;INDF;FEM;SG
成長	отглеждане	成長	отглеждане	V	N;INDF;NEUT;SG
成長	израстване	成長	израстване	V	N;INDF;NEUT;SG
成長	растеж	成長	растеж	V	N;INDF;MASC;SG
成長	ръст	成長	ръст	V	N;INDF;MASC;SG
賛成	съгласна	賛成	съгласен	N	ADJ;INDF;FEM;SG
賛成	съгласен	賛成	съгласен	N	ADJ;INDF;MASC;SG
生物	биологичен	生物	биологичен	N	ADJ;INDF;MASC;SG
生物	биологично	生物	биологично	N	ADV
生物	биологични	生物	биологичен	N	ADJ;INDF;PL
生物	биологична	生物	биологичен	N	ADJ;INDF;FEM;SG
感じ	усеща	感じ	усещам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
理解	разбирателство	理解	разбирателство	V	N;INDF;NEUT;SG
理解	разбиране	理解	разбиране	V	N;INDF;NEUT;SG
出力	изходящи	出力	изходящ	N	V;IPFV;INDF;PL;PST;V.PTCP;ACT
主催	хостинг	主催	хостинг	V	N;INDF;MASC;SG
主催	домакин	主催	домакин	V	N;INDF;MASC;SG
主催	приемник	主催	приемник	V	N;INDF;MASC;SG
主催	водещ	主催	водя	V	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
主催	организатор	主催	организатор	V	N;INDF;MASC;SG
茨城	ибараки	茨城	ибарак	PROPN	N;INDF;MASC;PL
料理	храни	料理	храна	V	N;INDF;FEM;PL
料理	храна	料理	храна	V	N;INDF;FEM;SG
料理	кухня	料理	кухня	V	N;INDF;FEM;SG
料理	готвенето	料理	готвене	V	N;DEF;NEUT;SG
料理	готвене	料理	готвене	V	N;INDF;NEUT;SG
報道	журналистическа	報道	журналистически	V	ADJ;INDF;FEM;SG
報道	журналистика	報道	журналистика	V	N;INDF;FEM;SG
報道	журналистиката	報道	журналистика	V	N;DEF;FEM;SG
昇格	ескалация	昇格	ескалация	V	N;INDF;FEM;SG
山形	ямагата	山形	ямага	PROPN	N;DEF;FEM;SG
破壊	унищожаване	破壊	унищожаване	V	N;INDF;NEUT;SG
破壊	фрактури	破壊	фрактура	V	N;INDF;FEM;PL
破壊	фрактура	破壊	фрактура	V	N;INDF;FEM;SG
破壊	счупване	破壊	счупване	V	N;INDF;NEUT;SG
破壊	унищожаване	破壊	унищожаване	V	N;INDF;NEUT;SG
破壊	разрушение	破壊	разрушение	V	N;INDF;NEUT;SG
破壊	разрушения	破壊	разрушение	V	N;INDF;NEUT;PL
破壊	унищожение	破壊	унищожение	V	N;INDF;NEUT;SG
破壊	разрушаване	破壊	разрушаване	V	N;INDF;NEUT;SG
停止	спиране	停止	спиране	V	N;INDF;NEUT;SG
解散	разпад	解散	разпад	V	N;INDF;MASC;SG
解散	разпускане	解散	разпускане	V	N;INDF;NEUT;SG
解散	разпадане	解散	разпадане	V	N;INDF;NEUT;SG
解散	разтваряне	解散	разтваряне	V	N;INDF;NEUT;SG
解散	разтворен	解散	разтворя-(се)	V	N;INDF;MASC;SG
捜査	разследван	捜査	разследвам	N	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
違い	разлики	違う	разлика	V	N;INDF;FEM;PL
違い	различия	違う	различия	V	N;INDF;NEUT;PL
違い	разликата	違う	разлика	V	N;DEF;FEM;SG
違い	разлика	違う	разлика	V	N;INDF;FEM;SG
軍事	военно	軍事	военен	N	ADV
軍事	военен	軍事	военен	N	ADJ;INDF;MASC;SG
軍事	военна	軍事	военен	N	ADJ;INDF;FEM;SG
軍事	военни	軍事	военен	N	ADJ;INDF;PL
創設	основаването	創設	основаване	V	N;DEF;NEUT;SG
ハン	хан	ハン	хан	PROPN	N;INDF;MASC;SG
カラー	цветен	カラー	цветен	N	ADJ;INDF;MASC;SG
カラー	цветно	カラー	цветен	N	ADV
カラー	цветна	カラー	цветна	N	ADJ;INDF;FEM;SG
カラー	цветен	カラー	цветен	N	ADJ;INDF;MASC;SG
カラー	цветно	カラー	цветен	N	ADV
川崎	кавазаки	川崎	кавазак	PROPN	N;INDF;MASC;PL
西部	западно	西部	западно	N	ADV
西部	западна	西部	западна	N	ADJ;INDF;FEM;SG
西部	западен	西部	западя-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
西部	уест	西部	уест	N	PROPN;INDF;MASC;SG
オランダ	нидерландия	オランダ	нидерланд	PROPN	N;INDF;FEM;SG
オランダ	нидерландски	オランダ	нидерландски	PROPN	ADJ;INDF;MASC;SG
オランダ	холандия	オランダ	холандия	PROPN	PROPN;INDF;FEM;SG
オランダ	холандия	オランダ	холандия	PROPN	PROPN;INDF;FEM;SG
オランダ	холанд	オランダ	холанд	PROPN	N;INDF;MASC;SG
セット	залязва	セット	залязвам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
セット	определя	セット	определям-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
動物	животинска	動物	животински	N	ADJ;INDF;FEM;SG
動物	животински	動物	животински	N	ADJ;INDF;MASC;SG
住民	пребиваващи	住民	пребивавам	N	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
民族	етническа	民族	етнически	N	ADJ;INDF;FEM;SG
民族	етническо	民族	етнически	N	ADV
民族	етнически	民族	етнически	N	ADJ;INDF;MASC;SG
福井	фукуи	福井	фукуя	PROPN	N;INDF;MASC;SG
あなた	си	あなた	съм	PRO	V;IPFV;IND;SG;2;PRS;FIN;ACT
選択	селекция	選択	селекция	V	N;INDF;FEM;SG
選択	подбор	選択	подбор	V	N;INDF;MASC;SG
選択	избор	選択	избор	V	N;INDF;MASC;SG
選択	избор	選択	избор	V	N;INDF;MASC;SG
選択	избор	選択	избор	V	N;INDF;MASC;SG
選択	избор	選択	избор	V	N;INDF;MASC;SG
選択	маркиране	選択	маркиране	V	N;INDF;NEUT;SG
選択	избиране	選択	избиране	V	N;INDF;NEUT;SG
ジョージ	джордж	ジョージ	джордж	PROPN	PROPN;INDF;MASC;SG
失敗	неизправност	失敗	неизправност	V	N;INDF;FEM;SG
失敗	провал	失敗	провал	V	N;INDF;MASC;SG
失敗	неуспех	失敗	неуспех	V	N;INDF;MASC;SG
失敗	повреда	失敗	повреда	V	N;INDF;FEM;SG
失敗	неуспехи	失敗	неуспех	V	N;INDF;MASC;PL
失敗	неуспешна	失敗	неуспешен	V	ADJ;INDF;FEM;SG
失敗	неуспешно	失敗	неуспешно	V	ADV
失敗	неуспех	失敗	неуспех	V	N;INDF;MASC;SG
標準	стандартна	標準	стандартен	N	ADJ;INDF;FEM;SG
標準	стандартни	標準	стандартен	N	ADJ;INDF;PL
標準	стандартно	標準	стандартен	N	ADV
標準	стандартен	標準	стандартен	N	ADJ;INDF;MASC;SG
ワン	една	ワン	един	N	NUM;INDF;FEM;SG
ワン	един	ワン	един	N	NUM;INDF;MASC;SG
ワン	едно	ワン	един	N	NUM;INDF;NEUT;SG
購入	покупка	購入	покупка	V	N;INDF;FEM;SG
購入	закупуване	購入	закупуване	V	N;INDF;NEUT;SG
購入	купуване	購入	купуване	V	N;INDF;NEUT;SG
購入	закупуване	購入	закупуване	V	N;INDF;NEUT;SG
購入	покупки	購入	покупка	V	N;INDF;FEM;PL
購入	покупките	購入	покупка	V	N;DEF;FEM;PL
購入	закупуване	購入	закупуване	V	N;INDF;NEUT;SG
購入	купуване	購入	купуване	V	N;INDF;NEUT;SG
リア	лиа	リア	лиа	N	PROPN;INDF;FEM;SG
リア	лия	リア	лия	N	PROPN;INDF;FEM;SG
レッド	червена	レッド	червен	N	ADJ;INDF;FEM;SG
レッド	червен	レッド	червен	N	ADJ;INDF;MASC;SG
レッド	червени	レッド	червен	N	ADJ;INDF;PL
