של	шел	של	шел	PART;GEN	N;INDF;MASC;SG
פתח	отвори	פתח	отворя-(се)	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
פתח	отваряне	פתח	отваряне	PROPN	N;INDF;NEUT;SG
הכל	всичко	הכיל	всеки	N	PRO;NOM;NEUT;SG
הכל	всички	הכיל	всеки	N	PRO;NOM;PL
הכל	всичко	הכיל	всеки	N	PRO;NOM;NEUT;SG
מדיניות	полици	מדיניות	полица	N;FEM;SG	N;INDF;MASC;PL
מדיניות	политики	מדיניות	политика	N;FEM;SG	N;INDF;FEM;PL
שירות	услуги	שירות	услуга	N;MASC;SG	N;INDF;FEM;PL
גדולים	голямо	גדול	голям	ADJ;MASC;PL	ADV
גדולים	голям	גדול	голям	ADJ;MASC;PL	ADJ;INDF;MASC;SG
גדולים	голяма	גדול	голям	ADJ;MASC;PL	ADJ;INDF;FEM;SG
גדולים	биг	גדול	биг	ADJ;MASC;PL	N;INDF;MASC;SG
גדולים	голямо	גדול	голям	ADJ;MASC;PL	ADV
גדולים	голям	גדול	голям	ADJ;MASC;PL	ADJ;INDF;MASC;SG
גדולים	голяма	גדול	голям	ADJ;MASC;PL	ADJ;INDF;FEM;SG
למנוע	предотвратяване	מנע	предотвратяване	V;NFIN;ACT	N;INDF;NEUT;SG
מצרים	египет	מצרים	египет	PROPN	PROPN;INDF;MASC;SG
ספורט	спортен	ספורט	спортен	N;MASC;SG	ADJ;INDF;MASC;SG
ספורט	спортни	ספורט	спортен	N;MASC;SG	ADJ;INDF;PL
ספורט	спортен	ספורט	спортен	N;MASC;SG	ADJ;INDF;MASC;SG
ספורט	спортно	ספורט	спортен	N;MASC;SG	ADV
ספורט	спортове	ספורט	спорт	N;MASC;SG	N;INDF;MASC;PL
מס	данъци	מס	данък	N;MASC;SG	N;INDF;MASC;PL
צוות	служители	צוות	служител	N;FEM;SG	N;INDF;MASC;PL
צוות	тийм	צוות	тийм	N;FEM;SG	N;INDF;MASC;PL
צוות	team	צוות	team	N;FEM;SG	PROPN;INDF;MASC;SG
גיל	гил	גיל	гило	N;MASC;SG	PROPN;INDF;MASC;SG
גיל	гил	גיל	гило	N;MASC;SG	PROPN;INDF;MASC;SG
הליגה	лигата	הליגה	лига		N;DEF;FEM;SG
הליגה	лига	הליגה	лига		N;INDF;FEM;SG
לבן	бяла	לבן	бял		ADJ;INDF;FEM;SG
לבן	бели	לבן	бял		ADJ;INDF;PL
לבן	бял	לבן	бял		ADJ;INDF;MASC;SG
לבן	бяло	לבן	бял		ADV
מת	умрял	מת	умра	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
מת	умряла	מת	умра	ADJ;MASC;SG	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
מת	мъртви	מת	мъртъв	ADJ;MASC;SG	ADJ;INDF;PL
מת	мъртъв	מת	мъртъв	ADJ;MASC;SG	N;INDF;MASC;SG
סגל	персонал	סגל	персонал	PROPN	N;INDF;MASC;SG
סגל	персонал	סגל	персонал	PROPN	N;INDF;MASC;SG
סגל	персоналът	סגל	персонал	PROPN	N;DEF;MASC;SG
סגל	служители	סגל	служител	PROPN	N;INDF;MASC;PL
סגל	преподаватели	סגל	преподавател	PROPN	N;INDF;MASC;PL
סגל	факултета	סגל	факултет	PROPN	N;DEF;MASC;SG
סגל	факултет	סגל	факултет	PROPN	N;INDF;MASC;SG
יו	хю	יו	хю		N;INDF;MASC;SG
מסע	пътувания	מסע	пътуване	N;MASC;SG	N;INDF;NEUT;PL
מסע	пътувам	מסע	пътувам	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
מסע	пътуват	מסע	пътувам	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
מסע	пътешествия	מסע	пътешествие	N;MASC;SG	N;INDF;NEUT;PL
מערב	западно	מערב	западно	N;MASC;SG	ADV
מערב	западна	מערב	западна	N;MASC;SG	ADJ;INDF;FEM;SG
מערב	западен	מערב	западя-(се)	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מערב	уест	מערב	уест	N;MASC;SG	PROPN;INDF;MASC;SG
מערב	западна	מערב	западна	N;MASC;SG	ADJ;INDF;FEM;SG
מערב	западни	מערב	западен	N;MASC;SG	ADJ;INDF;PL
מערב	западен	מערב	западя-(се)	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מערב	западните	מערב	западен	N;MASC;SG	ADJ;DEF;PL
שום	чесън	שום	чесън	DET;PSSD	N;INDF;MASC;SG
עברה	преместени	עבר	преместя-(се)	V;FEM;SG;3;PST	V;PFV;INDF;PL;V.PTCP;PASS
לוח	дъска	לוח	дъска		N;INDF;FEM;SG
לוח	борд	לוח	борд		N;INDF;MASC;SG
לוח	борда	לוח	борд		N;DEF;MASC;SG
לוח	таблетка	לוח	таблетка		N;INDF;FEM;SG
לוח	плоча	לוח	плоча-(се)		N;INDF;FEM;SG
לוח	панела	לוח	панела		N;DEF;MASC;SG
לוח	панел	לוח	панел		N;INDF;MASC;SG
חושב	мислене	חשב	мислене	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
חושב	мисли	חשב	мисля	V;MASC;SG;V.PTCP;ACT	V;IPFV;IMP;SG;2;FIN
חושב	помисли	חשב	помисля	V;MASC;SG;V.PTCP;ACT	V;PFV;IMP;SG;2;FIN
תחילת	ранни	תחילה	ранна	N;PSSD;FEM;SG	ADJ;INDF;PL
תחילת	рано	תחילה	рано	N;PSSD;FEM;SG	ADV
תחילת	ърли	תחילה	ъръл	N;PSSD;FEM;SG	N;INDF;FEM;PL
הבינלאומי	международно	הבינלאומי	международно	PROPN	ADV
הבינלאומי	международен	הבינלאומי	международен	PROPN	ADJ;INDF;MASC;SG
הבינלאומי	интернешънъл	הבינלאומי	интернешънъл	PROPN	N;INDF;MASC;SG
הבינלאומי	международни	הבינלאומי	международен	PROPN	ADJ;INDF;PL
הבינלאומי	международна	הבינלאומי	международен	PROPN	ADJ;INDF;FEM;SG
מאות	уста	מאות	уста	NUM;FEM;PL	N;INDF;FEM;SG
מאות	устата	מאות	уста	NUM;FEM;PL	N;DEF;FEM;SG
מאות	вековете	מאות	век	NUM;FEM;PL	N;DEF;MASC;PL
מאות	столетия	מאות	столетие	NUM;FEM;PL	N;INDF;NEUT;PL
מאות	векове	מאות	век	NUM;FEM;PL	N;INDF;MASC;PL
מאות	стотици	מאות	стотица	NUM;FEM;PL	N;INDF;FEM;PL
הצטרף	присъединяване	הצטרף	присъединяване	V;MASC;SG;3;PST	N;INDF;NEUT;SG
הצטרף	съединени	הצטרף	съединя-(се)	V;MASC;SG;3;PST	V;PFV;INDF;PL;V.PTCP;PASS
נכתב	писмено	נכתב	писмен	V;MASC;SG;3;PST;MID	ADV
נכתב	написана	נכתב	напиша	V;MASC;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נכתב	написано	נכתב	напиша	V;MASC;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נכתב	писмен	נכתב	писмен	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נכתב	писмена	נכתב	писмен	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;SG
השאר	почивка	השאר	почивка		N;INDF;FEM;SG
דרור	спароу	דרור	спароу	PROPN	N;INDF;MASC;SG
דרור	врабче	דרור	врабче	PROPN	N;INDF;NEUT;SG
מהווה	позира	היווה	позирам	V;FEM;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
מהווה	пози	היווה	позя-(се)	V;FEM;SG;V.PTCP	N;INDF;FEM;PL
האוניברסיטה	university	האוניברסיטה	university	N;FEM;SG	PROPN;INDF;MASC;SG
אמר	саид	אמר	саид	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
עובד	работник	עובד	работник	PROPN	N;INDF;MASC;SG
עובד	служител	עובד	служител	PROPN	N;INDF;MASC;SG
עובד	служителка	עובד	служителка	PROPN	N;INDF;FEM;SG
עובד	работи	עובד	работя	PROPN	V;IPFV;IMP;SG;2;FIN
עובד	произведения	עובד	произведение	PROPN	N;INDF;NEUT;PL
עובד	работник	עובד	работник	PROPN	N;INDF;MASC;SG
עובד	работещ	עובד	работя	PROPN	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
עובד	работен	עובד	работен	PROPN	ADJ;INDF;MASC;SG
עובד	работим	עובד	работя	PROPN	V;IPFV;IND;PL;1;PRS;FIN;ACT
גילגמש	гилгамеш	גילגמש	гилгамаш	PROPN	N;INDF;MASC;SG
פולין	полша	פולין	полша	PROPN	PROPN;INDF;FEM;SG
מכבי	макаби	מכבי	макаби	PROPN	N;INDF;MASC;SG
אנגליה	англия	אנגליה	англия	PROPN	PROPN;INDF;FEM;SG
התמונה	имидж	התמונה	имидж	V;FEM;SG;3;PST	N;INDF;MASC;SG
התמונה	картинка	התמונה	картинка	V;FEM;SG;3;PST	N;INDF;FEM;SG
התמונה	образ	התמונה	образ	V;FEM;SG;3;PST	N;INDF;MASC;SG
התמונה	изображение	התמונה	изображение	V;FEM;SG;3;PST	N;INDF;NEUT;SG
התמונה	снимка	התמונה	снимка	V;FEM;SG;3;PST	N;INDF;FEM;SG
התמונה	картинка	התמונה	картинка	V;FEM;SG;3;PST	N;INDF;FEM;SG
הימים	дена	הימה	ден	N;MASC;PL	N;DEF;MASC;SG
חדשות	новина	חדשות	новина	N;FEM;PL	N;INDF;FEM;SG
הנוער	младежта	הנוער	младеж		N;DEF;FEM;SG
הנוער	младост	הנוער	младост		N;INDF;FEM;SG
הנוער	младеж	הנוער	младеж		N;INDF;MASC;SG
הנוער	младостта	הנוער	младост		N;DEF;FEM;SG
הנוער	младежи	הנוער	младеж		N;INDF;MASC;PL
אנג	енг	אנג	енг	PROPN	N;INDF;MASC;SG
אנג	анг	אנג	анг	PROPN	N;INDF;MASC;SG
מיוחד	специално	מיוחד	специално	ADJ;MASC;SG	ADV
מיוחד	специални	מיוחד	специален	ADJ;MASC;SG	ADJ;INDF;PL
הצי	флотилия	הצי	флотилия	N;MASC;SG	ADJ;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
פרסם	post	פרסם	post	V;MASC;SG;3;PST;ACT	N
פרסם	публикация	פרסם	публикация	V;MASC;SG;3;PST;ACT	N;INDF;FEM;SG
פרסם	публикуване	פרסם	публикуване	V;MASC;SG;3;PST;ACT	N;INDF;NEUT;SG
פרסם	пост	פרסם	пост	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
פרסם	публикуван	פרסם	публикувам	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
פרסם	публикувано	פרסם	публикувам	V;MASC;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
פרסם	рекламират	פרסם	рекламирам	V;MASC;SG;3;PST;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
פרסם	публикува	פרסם	публикувам	V;MASC;SG;3;PST;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
פרסם	публикуване	פרסם	публикуване	V;MASC;SG;3;PST;ACT	N;INDF;NEUT;SG
פרסם	публикувайте	פרסם	публикувам	V;MASC;SG;3;PST;ACT	V;IPFV;IMP;PL;2;FIN
פרסם	публикувани	פרסם	публикувам	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
פרסם	публикуван	פרסם	публикувам	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
פרסם	публикувана	פרסם	публикувам	V;MASC;SG;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
פרסם	публикувано	פרסם	публикувам	V;MASC;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מישהו	всеки	מישהו	всеки	N;MASC;SG	PRO;NOM;MASC;SG
מישהו	някой	מישהו	някой	N;MASC;SG	PRO;NOM;MASC;SG
מישהו	някой	מישהו	някой	N;MASC;SG	PRO;NOM;MASC;SG
קרן	основи	קרן	основа	N;FEM;SG	N;INDF;FEM;PL
קרן	керън	קרן	керън	N;FEM;SG	PROPN;INDF;FEM;SG
קרן	карън	קרן	карън	N;FEM;SG	PROPN;INDF;FEM;SG
קרן	фондове	קרן	фонд	N;FEM;SG	N;INDF;MASC;PL
חברים	friends	חבר	friends	N;MASC;PL	PROPN;INDF;MASC;SG
מלא	пълна	מלא	пълен		ADJ;INDF;FEM;SG
מלא	пълни	מלא	пълен		ADJ;INDF;PL
מלא	пълен	מלא	пълен		ADJ;INDF;MASC;SG
מלא	пълно	מלא	пълен		ADV
גוף	телесно	גוף	телесно	N;MASC;SG	ADV
גוף	телата	גוף	тяло	N;MASC;SG	N;DEF;NEUT;PL
גוף	тела	גוף	тяло	N;MASC;SG	N;INDF;NEUT;PL
גוף	трупове	גוף	труп	N;MASC;SG	N;INDF;MASC;PL
לוי	ливай	לוי	ливай	PROPN	V;IPFV;IMP;SG;2;FIN
לוי	леви	לוי	ляв	PROPN	ADJ;INDF;PL
לוי	леви	לוי	ляв	PROPN	ADJ;INDF;PL
רואה	видя	ראה	видя-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
רואה	вижте	ראה	видя-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;IMP;PL;2;FIN
רואה	виж	ראה	видя-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;IMP;SG;2;FIN
קיימים	съществуват	קיים	съществувам	ADJ;MASC;PL	V;IPFV;IND;PL;3;PRS;FIN;ACT
קיימים	съществуващо	קיים	съществуващо	ADJ;MASC;PL	ADV
קיימים	съществуващ	קיים	съществувам	ADJ;MASC;PL	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
קיימים	съществуваща	קיים	съществувам	ADJ;MASC;PL	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
ערב	вечер	ערב	вечер		N;INDF;FEM;SG
ערב	вечерта	ערב	вечер		N;DEF;FEM;SG
ערב	вечерно	ערב	вечерен		ADV
לונדון	london	לונדון	london	PROPN	PROPN;INDF;MASC;SG
לונדון	лондон	לונדון	лондон	PROPN	PROPN;INDF;MASC;SG
ימין	правилно	ימין	правилно	N;MASC;SG	ADV
קול	звук	קול	звук		N;INDF;MASC;SG
קול	звука	קול	звук		N;DEF;MASC;SG
קול	гласът	קול	глас		N;DEF;MASC;SG
קול	глас	קול	глас		N;INDF;MASC;SG
קול	кол	קול	кол		N;INDF;MASC;SG
קול	коул	קול	коул		PROPN;INDF;MASC;SG
יהדות	еврейски	יהדות	еврейски	N;FEM;SG	ADJ;INDF;MASC;SG
יהדות	еврейско	יהדות	еврейски	N;FEM;SG	ADV
יהדות	евреите	יהדות	евреин	N;FEM;SG	N;DEF;MASC;PL
יהדות	евреи	יהדות	евреин	N;FEM;SG	N;INDF;MASC;PL
המועצה	съветът	המועצה	съвет	PROPN	N;DEF;MASC;SG
המועצה	съвет	המועצה	съвет	PROPN	N;INDF;MASC;SG
המועצה	съвета	המועצה	съвет	PROPN	N;DEF;MASC;SG
סופר	super	סופר	super	N;MASC;SG	PROPN;INDF;MASC;SG
סופר	супер	סופר	супер	N;MASC;SG	ADV
דוגמה	примерна	דוגמה	примерна-(се)	N;FEM;SG	ADJ;INDF;FEM;SG
עץ	дървен	עץ	дървен	N;MASC;SG	ADJ;INDF;MASC;SG
עץ	дърва	עץ	дърво	N;MASC;SG	N;INDF;NEUT;PL
עץ	дървени	עץ	дървен	N;MASC;SG	ADJ;INDF;PL
חזרה	репетицията	None	репетиция	ADV	N;DEF;FEM;SG
חזרה	репетиция	None	репетиция	ADV	N;INDF;FEM;SG
חזרה	повтаряне	None	повтаряне	ADV	N;INDF;NEUT;SG
חזרה	повторение	None	повторение	ADV	N;INDF;NEUT;SG
חזרה	гръб	None	гръб	ADV	N;INDF;MASC;SG
הציבור	публично	הציבור	публично		ADV
הציבור	публични	הציבור	публичен		ADJ;INDF;PL
הציבור	публична	הציבור	публичен		ADJ;INDF;FEM;SG
הציבור	обществено	הציבור	обществен		ADV
הציבור	публичен	הציבור	публичен		ADJ;INDF;MASC;SG
הציבור	обществени	הציבור	обществен		ADJ;INDF;PL
אלף	алф	אלף	алф	NUM;MASC;SG	PROPN;INDF;MASC;SG
אלף	хиляда	אלף	хиляда	NUM;MASC;SG	NUM;INDF;PL
מנהל	изпълнителна	מנהל	изпълнителен	N;MASC;SG	ADJ;INDF;FEM;SG
מנהל	изпълнителни	מנהל	изпълнителен	N;MASC;SG	ADJ;INDF;PL
נתן	нейтън	נתן	нейтън	PROPN	N;INDF;MASC;SG
נתן	даде	נתן	дам-(се)	PROPN	V;PFV;IMP;SG;2;PST;FIN
נתן	дала	נתן	дала	PROPN	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
דברים	неща	דבר	някой	N;MASC;PL	DET;INDF;PL
דברים	нещата	דבר	някой	N;MASC;PL	PRO;NOM;DEF;PL
דברים	неща	דבר	някой	N;MASC;PL	DET;INDF;PL
להוסיף	добавяне	הוסיף	добавяне	V;NFIN;ACT	N;INDF;NEUT;SG
אריה	лъв	אריה	лъв	PROPN	N;INDF;MASC;SG
אריה	ария	אריה	ария	PROPN	PROPN;INDF;FEM;SG
אריה	ариа	אריה	ариа	PROPN	N;INDF;NEUT;SG
בראשית	битие	בראשית	битие	ADV	N;INDF;NEUT;SG
קטנה	малки	קטן	малък	ADJ;FEM;SG	ADJ;INDF;PL
קטנה	малки	קטן	малък	ADJ;FEM;SG	ADJ;INDF;PL
קטנה	литъл	קטן	литъл	ADJ;FEM;SG	N;INDF;MASC;SG
קטנה	малко	קטן	малко	ADJ;FEM;SG	ADV;INDF;PL
סן	сен	סן	сен	PROPN	PROPN
סן	сан	סן	сан	PROPN	PROPN;INDF;MASC;SG
יוני	йони	יוני	сона	PROPN	N;INDF;FEM;PL
יוני	джун	יוני	джун	PROPN	N;INDF;MASC;SG
יוני	юни	יוני	юни	PROPN	N;INDF;MASC;SG
אודות	относно	אודות	относно		ADP
מוזיאון	музеите	מוזיאון	музей	N;MASC;SG	N;DEF;FEM;PL
מוזיאון	музеи	מוזיאון	музей	N;MASC;SG	N;INDF;MASC;PL
כנסת	кнесета	כנסת	кнесет	PROPN	N;DEF;MASC;SG
כנסת	синагогата	כנסת	синагогат	PROPN	N;DEF;FEM;SG
יחסי	относителна	יחסים	относителен	N;PSSD;MASC;PL	ADJ;INDF;FEM;SG
יחסי	роднина	יחסים	роднина	N;PSSD;MASC;PL	N;INDF;MASC;SG
יחסי	относително	יחסים	относително	N;PSSD;MASC;PL	ADV
יחסי	взаимоотношения	יחסים	взаимоотношение	N;PSSD;MASC;PL	N;INDF;NEUT;PL
יחסי	отношения	יחסים	отношение	N;PSSD;MASC;PL	N;INDF;NEUT;PL
רחוב	street	רחוב	street	N;MASC;SG	PROPN;INDF;MASC;SG
גברים	мъжки	גבר	мъжки	N;MASC;PL	ADJ;INDF;PL
גברים	men	גבר	men	N;MASC;PL	N;INDF;MASC;SG
דן	дан	דן	дан	PROPN	N;INDF;MASC;SG
השואה	холокоста	השואה	холокост	PROPN	N;INDF;FEM;SG
הגוף	тялото	הגוף	тяло		N;DEF;NEUT;SG
הגוף	тяло	הגוף	тяло		N;INDF;NEUT;SG
הגוף	телесно	הגוף	телесно		ADV
אדום	ред	אדום	ред	ADJ;MASC;SG	N;INDF;MASC;SG
אדום	червени	אדום	червен	ADJ;MASC;SG	ADJ;INDF;PL
אדום	червено	אדום	червено	ADJ;MASC;SG	ADV
חד	шарп	חד	шарп	ADV	PROPN;INDF;MASC;SG
חד	остър	חד	остър	ADV	N;INDF;MASC;SG
חד	остра	חד	остър	ADV	N;INDF;FEM;SG
חד	остри	חד	остър	ADV	ADJ;INDF;PL
אומר	казвайки	אמר	казвам-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IMP;SG;2;FIN
אומר	казва	אמר	казвам-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
המערכת	система	המערך	система		N;INDF;FEM;SG
המערכת	системата	המערך	система		N;DEF;FEM;SG
המערכת	системни	המערך	системен		ADJ;INDF;PL
החליט	решено	החליט	реша	V;MASC;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
עברית	иврит	עברית	иврит	PROPN	N;INDF;MASC;SG
עברית	еврейски	עברית	еврейски	PROPN	ADJ;INDF;MASC;SG
כולם	всички	None	всеки	N;MASC;PL	PRO;NOM;PL
כולם	всичко	None	всеки	N;MASC;PL	PRO;NOM;NEUT;SG
כולם	всички	None	всеки	N;MASC;PL	PRO;NOM;PL
כולם	всеки	None	всеки	N;MASC;PL	PRO;NOM;MASC;SG
קטנים	малка	קטן	малък	ADJ;MASC;PL	ADJ;INDF;FEM;SG
קטנים	малък	קטן	малък	ADJ;MASC;PL	ADJ;INDF;MASC;SG
קטנים	дребен	קטן	дребен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
עמד	стоеше	עמד	стоя	V;MASC;SG;3;PST	V;IPFV;IND;SG;3;IPFV;FIN;ACT
נוצר	създадени	נוצר	създам	V;MASC;SG;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נוצר	създадено	נוצר	създам	V;MASC;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נוצר	създадена	נוצר	създам	V;MASC;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נוצר	създаде	נוצר	създам	V;MASC;SG;3;PST;MID	V;PFV;IND;SG;3;PST;FIN;ACT
נוצר	създаден	נוצר	създам	V;MASC;SG;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נוצר	генерирани	נוצר	генерирам	V;MASC;SG;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
מקורות	произход	מקור	произход	N;MASC;PL	N;INDF;MASC;SG
בפועל	действителна	בפועל	действителен	ADV	ADJ;INDF;FEM;SG
בפועל	действителен	בפועל	действителен	ADV	ADJ;INDF;MASC;SG
ספרות	цифри	ספרות	цифра	N;FEM;SG	N;INDF;FEM;PL
קבוע	постоянни	קבוע	постоянен	ADJ;MASC;SG	ADJ;INDF;PL
קבוע	константа	קבוע	констант	ADJ;MASC;SG	N;INDF;FEM;SG
קבוע	постоянни	קבוע	постоянен	ADJ;MASC;SG	ADJ;INDF;PL
קבוע	редовно	קבוע	редовно	ADJ;MASC;SG	ADV
קבוע	редовни	קבוע	редовен	ADJ;MASC;SG	ADJ;INDF;PL
קבוע	фиксирани	קבוע	фиксирам	ADJ;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
קבוע	фиксирана	קבוע	фиксирам	ADJ;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
קבוע	поправен	קבוע	поправя-(се)	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
קבוע	фиксиран	קבוע	фиксирам	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
עולה	разходи	עולה	разход	N;MASC;SG	N;INDF;MASC;PL
עולה	изгряваща	עולה	изгрявам	N;MASC;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
עולה	възходящ	עולה	възходящ	N;MASC;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
מפלגת	party	מפלגה	party	N;FEM;SG	ADJ
לידי	лиди	לידי	лид		N;INDF;FEM;PL
ויליאם	уилям	ויליאם	уилям	PROPN	N;INDF;MASC;SG
ברק	светкавица	ברק	светкавица	PROPN	N;INDF;FEM;SG
ברק	светкавици	ברק	светкавица	PROPN	N;INDF;FEM;PL
ברק	светкавица	ברק	светкавица	PROPN	N;INDF;FEM;SG
ברק	светкавици	ברק	светкавица	PROPN	N;INDF;FEM;PL
ברק	мълния	ברק	мълния	PROPN	N;INDF;FEM;SG
פנים	интериор	פנים	интериор	N;MASC;PL	N;INDF;MASC;SG
פנים	вътрешна	פנים	вътрешен	N;MASC;PL	ADJ;INDF;FEM;SG
פנים	вътрешно	פנים	вътрешен	N;MASC;PL	ADV
פנים	вътрешен	פנים	вътрешен	N;MASC;PL	ADJ;INDF;MASC;SG
פנים	фейс	פנים	фейс	N;MASC;PL	N;INDF;MASC;SG
פנים	лицето	פנים	лице	N;MASC;PL	N;DEF;NEUT;SG
פנים	лице	פנים	лице	N;MASC;PL	N;INDF;NEUT;SG
מגיע	очаквайте	הגיע	очаквам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IMP;PL;2;FIN
מגיע	идва	הגיע	идвам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
מגיע	идвам	הגיע	идвам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
צבאי	военно	צבאי	военен	ADJ;MASC;SG	ADV
צבאי	военни	צבאי	военен	ADJ;MASC;SG	ADJ;INDF;PL
סין	порцелан	סין	порцелам	PROPN	N;INDF;MASC;SG
סין	китай	סין	китай	PROPN	N;INDF;MASC;SG
סין	чайна	סין	чаен	PROPN	N;INDF;FEM;SG
העיקרי	първична	העיקר	първичен	PROPN	ADJ;INDF;FEM;SG
העיקרי	първични	העיקר	първичен	PROPN	ADJ;INDF;PL
העיקרי	първичен	העיקר	първичен	PROPN	ADJ;INDF;MASC;SG
העיקרי	първично	העיקר	първичен	PROPN	ADV
ואז	тогава	ואז	тогава		ADV
הנושא	тема	הנושא	тема		N;INDF;FEM;SG
ישראלית	израелски	ישראלי	израелски	PROPN	ADJ;INDF;MASC;SG
חומר	материали	חומר	материал	N;MASC;SG	N;INDF;MASC;PL
חומר	материално	חומר	материален	N;MASC;SG	ADV
חומר	неща	חומר	някой	N;MASC;SG	DET;INDF;PL
חומר	материалите	חומר	материал	N;MASC;SG	N;DEF;MASC;PL
חומר	материали	חומר	материал	N;MASC;SG	N;INDF;MASC;PL
כאלה	такава	כאלה	такъв	PROPN	DET;FEM;SG
כאלה	такива	כאלה	такъв	PROPN	DET;PL
כאלה	такова	כאלה	такъв	PROPN	DET;NEUT;SG
כאלה	такъв	כאלה	такъв	PROPN	DET;MASC;SG
פרי	пери	פרי	пери		PROPN;INDF;MASC;SG
פרי	плодове	פרי	плод		N;INDF;MASC;PL
פרי	плод	פרי	плод		N;INDF;MASC;SG
רד	ред	רד	ред	PROPN	N;INDF;MASC;SG
רד	червена	רד	червен	PROPN	ADJ;INDF;FEM;SG
רד	червен	רד	червен	PROPN	ADJ;INDF;MASC;SG
רד	червени	רד	червен	PROPN	ADJ;INDF;PL
רד	червено	רד	червено	PROPN	ADV
ההצבעה	гласуването	ההצבעה	гласуване	PROPN	N;DEF;NEUT;SG
ההצבעה	гласуване	ההצבעה	гласуване	PROPN	N;INDF;NEUT;SG
עניין	лихви	עניין	лихва	N;MASC;SG	N;INDF;FEM;PL
הכפר	село	הכפר	село		N;INDF;NEUT;SG
יפן	япония	יפן	япония	PROPN	N;INDF;FEM;SG
נשק	оръжия	נשק	оръжие	N;MASC;SG	N;INDF;NEUT;PL
נשק	оръжията	נשק	оръжие	N;MASC;SG	N;DEF;NEUT;PL
נשק	ръце	נשק	ръка	N;MASC;SG	N;INDF;FEM;PL
נשק	оръжия	נשק	оръжие	N;MASC;SG	N;INDF;NEUT;PL
מיני	мини	מין	мина		N;INDF;FEM;PL
מיני	сексуален	מין	сексуален		ADJ;INDF;MASC;SG
מיני	сексуално	מין	сексуално		ADV
מיני	сексуална	מין	сексуален		ADJ;INDF;FEM;SG
מיני	сексуални	מין	сексуален		ADJ;INDF;PL
מיני	мини	מין	мина		N;INDF;FEM;PL
