les	را	le	را	DET;DEF;PL	PART
yeux	چشمی	oeil	چشم	N;MASC;PL	N;SG
all	همه	all	همه		PRO
reprise	رپرایز	reprendre	رپرایز	V;FEM;SG;PST;V.PTCP	N;SG
retraite	بازنشسته	retraite	بازنشسته	N;FEM;SG	ADJ;SG;3;V.PTCP
description	مشخصات	description	مشخصه	N;FEM;SG	N;PL
ferroviaire	ریل	ferroviaire	ریل	ADJ;MASC;SG	N;SG
antonio	آنتونیو	antonio	آنتونیو	PROPN	N;SG
emploi	کارها	emploi	کار	N;MASC;SG	N;PL
emploi	کارهای	emploi	کار	N;MASC;SG	N;PL
promotion	تبلیغات	promotion	تبلیغ	N;FEM;SG	N;PL
québécois	کبک	québécois	کبک	ADJ;MASC;SG	N;SG
quel	چی	quel	چه	DET;MASC;SG	ADV
quel	چه	quel	چه	DET;MASC;SG	CONJ
importantes	مهمند	important	مهمند	ADJ;FEM;PL	N;SG
brun	قهوهای	brun	قهو	ADJ;MASC;SG	N;PL
brun	براون	brun	براون	ADJ;MASC;SG	N;SG
faune	جانداران	faune	None	N;FEM;SG	N;PL
actions	سهم	action	سهم	N;FEM;PL	N;SG
actions	اشتراک	action	اشتراک	N;FEM;PL	N;SG
actions	کنش	action	None	N;FEM;PL	N;SG
effets	اثر	effet	اثر	N;MASC;PL	N;SG
effets	جلوه	effet	جلوه	N;MASC;PL	N;SG
effets	تأثیر	effet	تأثیر	N;MASC;PL	N;SG
bosnie	بوسنی	bosnie	None	PROPN	N;SG
dominique	دومنیک	dominique	دومنیک	ADJ;MASC;SG	N;SG
serbe	صرب	serbe	صرب	ADJ;MASC;SG	N;SG
serbe	صرب	serbe	صرب	ADJ;MASC;SG	N;SG
serbe	صربی	serbe	صربی	ADJ;MASC;SG	N;SG
raisons	دلیلی	raison	دلیل	N;FEM;PL	N;SG
raisons	علت	raison	علت	N;FEM;PL	N;SG
raisons	دلیل	raison	دلیل	N;FEM;PL	N;SG
francis	فرنسیس	francis	فرنسیس	PROPN	N;SG
francis	فرانسیس	francis	فرانسیس	PROPN	N;SG
atlantique	اطلس	atlantique	None	ADJ;MASC;SG	
atlantique	اطلسی	atlantique	اطلسی	ADJ;MASC;SG	N;SG
atlantique	آتلانتیک	atlantique	آتلانتیک	ADJ;MASC;SG	N;SG
cent	سنت	cent	سنت	NUM	N;SG
communiste	کمونیست	communiste	None	ADJ;MASC;SG	N;SG
communiste	کمونیستی	communiste	None	ADJ;MASC;SG	N;SG
étranger	بیگانه	étranger	بیگانه	N;MASC;SG	ADJ
étranger	خارجه	étranger	خارجه	N;MASC;SG	ADJ
étranger	خارجی	étranger	خارجی	N;MASC;SG	ADJ
cartes	ورق	carte	ورق	N;FEM;PL	N;SG
cartes	نگاشت	carte	نگاشت#گار	N;FEM;PL	N;SG
cartes	نقشه	carte	None	N;FEM;PL	N;SG
sièges	صندلی	siège	صندلی	N;MASC;PL	N;SG
secret	رازی	secret	راز	ADJ;MASC;SG	N;SG
secret	راز	secret	راز	ADJ;MASC;SG	N;SG
secret	مخفی	secret	مخفی	ADJ;MASC;SG	N;SG
publics	همگانی	public	همگانی	ADJ;MASC;PL	N;SG
publics	public	public	public	ADJ;MASC;PL	N;SG
mary	ماری	mary	None	PROPN	N;SG
mary	مریم	mary	مریم	PROPN	N;SG
mary	مری	mary	None	PROPN	N;SG
mines	معدن	mine	None	N;FEM;PL	N;SG
mains	دست	main	دست	N;FEM;PL	N;SG
locaux	محلی	local	محل	ADJ;MASC;PL	N;SG
publiée	پست	publier	پست	V;FEM;SG;PST;V.PTCP	N;SG
soir	شبها	soir	شب	N;MASC;SG	N;PL
soir	شبانه	soir	شبانه	N;MASC;SG	ADV
musicale	موزیکال	musical	موزیکال	ADJ;FEM;SG	N;SG
connexe	مرتبط	connexe	مرتبط	ADJ;MASC;SG	N;SG
privée	خلوت	priver	None	V;FEM;SG;PST;V.PTCP	N;SG
privée	شخصی	priver	شخص	V;FEM;SG;PST;V.PTCP	N;SG
privée	سرباز	priver	سرباز	V;FEM;SG;PST;V.PTCP	N;SG
privée	private	priver	private	V;FEM;SG;PST;V.PTCP	N;SG
privée	خصوصی	priver	خصوصی	V;FEM;SG;PST;V.PTCP	N;SG
électrique	برق	électrique	برق	ADJ;MASC;SG	N;SG
électrique	electrical	électrique	electrical	ADJ;MASC;SG	N;SG
électrique	الکتریکی	électrique	الکتریکی	ADJ;MASC;SG	N;SG
électrique	برقی	électrique	برق	ADJ;MASC;SG	N;SG
électrique	الکتریکی	électrique	الکتریکی	ADJ;MASC;SG	N;SG
électrique	الکتریک	électrique	الکتریک	ADJ;MASC;SG	N;SG
vite	روزه	vite	روزه	ADV	N;SG
vite	تند	vite	None	ADV	ADJ
identité	همانی	identité	None	N;FEM;SG	
culturel	فرهنگی	culturel	فرهنگی	ADJ;MASC;SG	N;SG
romans	رمان	roman	رمان	N;MASC;PL	N;SG
sportive	sport	sportif	sport	ADJ;FEM;SG	N;SG
sportive	اسپورت	sportif	اسپورت	ADJ;FEM;SG	N;SG
sportive	ورزش	sportif	ورزش	ADJ;FEM;SG	N;SG
sportive	ورزشی	sportif	ورزشی	ADJ;FEM;SG	N;SG
sportive	ورزشکار	sportif	ورزشکار	ADJ;FEM;SG	N;SG
rejoindre	پیوستن	rejoindre	پیوستن	V;NFIN	N;SG
rejoindre	پیوستن	rejoindre	پیوستن	V;NFIN	N;SG
hommage	وطنم	hommage	وطنم	N;MASC;SG	
transports	انتقال	transport	انتقال	N;MASC;PL	N;SG
transports	ترابری	transport	None	N;MASC;PL	N;SG
seuls	تنهایی	seul	تنهایی	ADJ;MASC;PL	N;SG
seuls	تنها	seul	تنها	ADJ;MASC;PL	ADV
rio	ریو	rio	ریو	PROPN	N;SG
francisco	فرانسیسکو	francisco	فرانسیسکو	PROPN	N;SG
francisco	فرانچسکو	francisco	فرانچسکو	PROPN	N;SG
néerlandais	هلندی	néerlandais	هلندی	ADJ;MASC;SG	N;SG
néerlandais	داچ	néerlandais	داچ	ADJ;MASC;SG	N;SG
néerlandais	هلند	néerlandais	هلند	ADJ;MASC;SG	N;SG
complexe	هرات	complexe	هرات	ADJ;MASC;SG	N;SG
universitaire	دانشگاه	universitaire	دانشگاه	ADJ;MASC;SG	N;SG
universitaire	qom	universitaire	qom	ADJ;MASC;SG	N;SG
universitaire	دانشگاهی	universitaire	دانشگاهی	ADJ;MASC;SG	N;SG
universitaire	آکادمیک	universitaire	آکادمیک	ADJ;MASC;SG	N;SG
universitaire	تحصیلی	universitaire	تحصیلی	ADJ;MASC;SG	N;SG
contact	آشنا	contact	آشنا	N;MASC;SG	ADJ
ferme	مزرعه	ferme	None	ADJ;FEM;SG	N;SG
ferme	فارم	ferme	فارم	ADJ;FEM;SG	N;SG
one	یکی	one	یک	PROPN	NUM
one	یگانه	one	یگانه	PROPN	N;SG
one	یک	one	یک	PROPN	NUM
hautes	والا	haut	None	ADJ;FEM;PL	
hautes	رفیع	haut	None	ADJ;FEM;PL	N;SG
édouard	ادوار	édouard	دور	N;MASC;SG	N;PL
massif	یکدست	massif	یکدست	N;MASC;SG	ADJ
massif	حجیم	massif	حجیم	N;MASC;SG	ADJ
vente	sale	vente	sale	N;FEM;SG	
culte	پرستش	culte	پرستش	N;MASC;SG	
matériel	مواد	matériel	ماده	N;MASC;SG	N;PL
matériel	مصالح	matériel	مصالح	N;MASC;SG	N;PL
matériel	تجهیزات	matériel	تجهیزات	N;MASC;SG	N;PL
matériel	وسایل	matériel	وسیله	N;MASC;SG	N;PL
bras	بازوان	bras	بازوان	N;MASC;SG	
bras	بازوها	bras	بازو	N;MASC;SG	N;PL
calais	کاله	calais	کاله	PROPN	N;SG
proposition	فرمایشات	proposition	فرمایش	N;FEM;SG	N;PL
nice	خوبی	nice	خوبی	PROPN	N;SG
nice	قشنگ	nice	None	PROPN	ADJ
nice	قشنگه	nice	قشنگه	PROPN	N;SG
atteindre	رسا	atteindre	رسا	V;NFIN	N;SG
promu	ترفیع	promouvoir	ترفیع	V;MASC;SG;PST;V.PTCP	N;SG
portes	گیت	porte	گرفت#گیر	N;FEM;PL	N;SG
portes	گیتس	porte	گیتس	N;FEM;PL	N;SG
informatique	رایانه	informatique	رایانه	ADJ;MASC;SG	N;SG
informatique	کامپیوتر	informatique	کامپیو	ADJ;MASC;SG	N;SG
informatique	کامپیوترها	informatique	کامپیوتر	ADJ;MASC;SG	N;PL
informatique	محاسبات	informatique	محاسبه	ADJ;MASC;SG	N;PL
informatique	رایانه	informatique	رایانه	ADJ;MASC;SG	N;SG
informatique	رایانش	informatique	رایانش	ADJ;MASC;SG	N;SG
mur	وال	mur	وال	N;MASC;SG	
scientifiques	علمی	scientifique	علمی	ADJ;MASC;PL	N;SG
scientifiques	دانشمندان	scientifique	دانشمند	ADJ;MASC;PL	N;PL
passant	گذشتن	passer	گذشتن	V;PRS;V.PTCP	N;SG
passant	وفات	passer	وفات	V;PRS;V.PTCP	N;SG
passant	گذر	passer	None	V;PRS;V.PTCP	N;SG
photos	عکس	photo	عکس	N;FEM;PL	N;SG
photos	pics	photo	pics	N;FEM;PL	
photos	پیکچرز	photo	پیکچرز	N;FEM;PL	N;SG
photos	عکس	photo	عکس	N;FEM;PL	N;SG
construire	ساختن	construire	ساختن	V;NFIN	N;SG
construire	ایجاد	construire	ایجاد	V;NFIN	N;SG
construire	ساختن	construire	ساختن	V;NFIN	N;SG
tente	چادری	tenter	چادری	V;IND;SG;3;PRS;FIN	N;SG
tente	چادر	tenter	چادر	V;IND;SG;3;PRS;FIN	N;SG
tente	خیمه	tenter	خیمه	V;IND;SG;3;PRS;FIN	N;SG
contrairement	خلاف	contrairement	خلاف	ADV	N;SG
contrairement	برخلاف	contrairement	برخلاف	ADV	CONJ
liège	لیژ	liège	لیژ	PROPN	N;SG
liège	کورک	liège	کورک	PROPN	N;SG
tourné	فیلمبرداری	tourner	فیلمبرداری	V;MASC;SG;PST;V.PTCP	N;SG
joe	جو	joe	جو	PROPN	N;SG
espagnole	اسپانیا	espagnol	اسپانیا	ADJ;FEM;SG	N;SG
espagnole	اسپانیایی	espagnol	اسپانیایی	ADJ;FEM;SG	N;SG
faux	اشتباه	faux	اشتباه	ADJ;MASC;SG	N;SG
faux	نادرست	faux	نادرست	ADJ;MASC;SG	N;SG
faux	کاذب	faux	کاذب	ADJ;MASC;SG	N;SG
faux	دروغین	faux	دروغین	ADJ;MASC;SG	N;SG
faux	نادرست	faux	نادرست	ADJ;MASC;SG	N;SG
faux	باطل	faux	None	ADJ;MASC;SG	N;SG
faux	تقلبی	faux	تقلبی	ADJ;MASC;SG	N;SG
faux	الکی	faux	الکی	ADJ;MASC;SG	N;SG
faux	زرشک	faux	زرشک	ADJ;MASC;SG	N;SG
faux	جعل	faux	None	ADJ;MASC;SG	N;SG
faux	جعلی	faux	جعلی	ADJ;MASC;SG	N;SG
colombie	کلمبیا	colombie	کلمبیا	PROPN	N;SG
baie	بای	baie	با	N;FEM;SG	
contraire	خلاف	contraire	خلاف	ADJ;MASC;SG	N;SG
contraire	مخالف	contraire	مخالف	ADJ;MASC;SG	N;SG
destination	مقاصد	destination	مقاصد	N;FEM;SG	N;PL
champs	فیلدز	champ	فیلدز	N;MASC;PL	N;SG
vierge	virgo	vierge	virgo	ADJ;MASC;SG	N;SG
vierge	باکرگی	vierge	باکرگی	ADJ;MASC;SG	N;SG
vierge	باکره	vierge	باکره	ADJ;MASC;SG	N;SG
vierge	ویرجین	vierge	ویرجین	ADJ;MASC;SG	N;SG
vierge	خالی	vierge	خالی	ADJ;MASC;SG	N;SG
lesquels	کدام	lequel	کدام	PRO;MASC;PL	N;SG
essais	آزمون	essai	آزمون	N;MASC;PL	N;SG
essais	آزمودن	essai	آزمودن	N;MASC;PL	N;SG
essais	آزمایش	essai	آزمایش	N;MASC;PL	N;SG
essais	تست	essai	None	N;MASC;PL	N;SG
essais	انشاء	essai	انشاء	N;MASC;PL	N;SG
aider	کمک	aider	کمک	V;NFIN	N;SG
arrêt	تعطیل	arrêt	None	N;MASC;SG	ADJ
pouvait	میتوانست	pouvoir	توانست#توان	V;IND;SG;3;IPFV;FIN	V;SG;3;PST
sais	بدانند	savoir	دانست#دان	INTJ	V;SBJV;PL;3;PRS
sais	بدانید	savoir	None	INTJ	V;IMP;PL;2
domaines	فیلدز	domaine	فیلدز	N;MASC;PL	N;SG
parlementaire	پارلمانی	parlementaire	پارلمانی	ADJ;MASC;SG	N;SG
roland	رولند	roland	رولند	PROPN	N;SG
roland	رولاند	roland	رولاند	PROPN	N;SG
étoiles	استار	étoile	استار	N;FEM;PL	N;SG
étoiles	ستاره	étoile	ستاره	N;FEM;PL	N;SG
réforme	اصلاحات	réforme	اصلاح	N;FEM;SG	N;PL
réforme	اصلاحات	réforme	اصلاح	N;FEM;SG	N;PL
chris	کریس	chris	کریس	PROPN	N;SG
élevé	والا	élevé	None	ADJ;MASC;SG	
élevé	رفیع	élevé	None	ADJ;MASC;SG	N;SG
dos	پشت	dos	پشت	N;MASC;SG	ADP
dos	باز	dos	باز	N;MASC;SG	ADJ
dos	برگشت	dos	بر#گشت#گرد	N;MASC;SG	V;SG;3;PST
noël	کریسمس	noël	کریسمس	PROPN	N;SG
enquête	تحقیقات	enquête	تحقیق	N;FEM;SG	N;PL
majeur	ماژور	majeur	ماژور	ADJ;MASC;SG	N;SG
majeur	سرگرد	majeur	سرگرد	ADJ;MASC;SG	N;SG
beau	زیباست	beau	زیباست	ADJ;MASC;SG	N;SG
beau	خوشگل	beau	خوشگل	ADJ;MASC;SG	N;SG
beau	خوشتیپ	beau	خوشت#خویس	ADJ;MASC;SG	N;SG
villa	ویا	villa	ویا	N;FEM;SG	CONJ
lecture	بخوان	lecture	None	N;FEM;SG	V;IMP;SG;2
lecture	خوانده	lecture	خواند#خوان	N;FEM;SG	V;SG;3;V.PTCP
lecture	بخوانند	lecture	خواند#خوان	N;FEM;SG	V;SBJV;PL;3;PRS
lecture	بخوانید	lecture	خواند#خوان	N;FEM;SG	V;SBJV;PL;2;PRS
dollars	دلار	dollar	دلار	N;MASC;PL	N;SG
dollars	دالر	dollar	دالر	N;MASC;PL	N;SG
professionnelle	حرفهای	professionnel	حرف	ADJ;FEM;SG	N;PL
masculin	مذکر	masculin	None	ADJ;MASC;SG	N;SG
masculin	نر	masculin	نر	ADJ;MASC;SG	N;SG
masculin	مذکر	masculin	None	ADJ;MASC;SG	N;SG
masculin	مردانه	masculin	None	ADJ;MASC;SG	N;SG
masculin	مردانگی	masculin	مردانگی	ADJ;MASC;SG	N;SG
démocratique	دمکراتیک	démocratique	None	ADJ;MASC;SG	N;SG
démocratique	دموکراتیک	démocratique	دموکراتیک	ADJ;MASC;SG	N;SG
démocratique	دموکرات	démocratique	دموکر	ADJ;MASC;SG	N;SG
nancy	نانسی	nancy	نانسی	PROPN	N;SG
ascendant	صعودی	ascendant	صعودی	V;PRS;V.PTCP	N;SG
ascendant	عروج	ascendant	عروج	V;PRS;V.PTCP	N;SG
sait	داند	savoir	دانست#دان	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS
participer	شرکت	participer	شرکت	V;NFIN	N;SG
west	وست	west	None	PROPN	N;SG
west	باختر	west	باخت#باز	PROPN	N;SG
west	غرب	west	غرب	PROPN	N;SG
west	غربی	west	غربی	PROPN	ADJ
venir	آمدن	venir	آمدن	V;NFIN	N;SG
laisser	رها	laisser	رها	V;NFIN	N;SG
laisser	برار	laisser	برار	V;NFIN	
laisser	ترک	laisser	ترک	V;NFIN	N;SG
gilles	گیلز	gille	گیلز	PROPN	
gilles	ژیل	gille	ژیل	PROPN	N;SG
vivant	living	vivre	None	V;PRS;V.PTCP	N;SG
vivant	وزندگی	vivre	وزندگی	V;PRS;V.PTCP	N;SG
vivant	زندگی	vivre	زندگی	V;PRS;V.PTCP	N;SG
vivant	زنده	vivre	زنده	V;PRS;V.PTCP	ADJ
ajouter	افزودن	ajouter	افزودن	V;NFIN	N;SG
féminine	زنانگی	féminin	زنانگی	ADJ;FEM;SG	N;SG
féminine	زنانه	féminin	None	ADJ;FEM;SG	N;SG
rencontres	دوستیابی	rencontre	دوستیابی	N;FEM;PL	N;SG
demander	درخواست	demander	درخواست	V;NFIN	N;SG
généraux	ژنرال	général	ژنرال	ADJ;MASC;PL	N;SG
généraux	جنرال	général	جنرال	ADJ;MASC;PL	N;SG
présenté	عرضه	présenter	عرضه	V;MASC;SG;PST;V.PTCP	N;SG
mike	مایک	mike	مایک	PROPN	N;SG
net	تور	net	تور	ADJ;MASC;SG	N;SG
net	net	net	net	ADJ;MASC;SG	N;SG
auparavant	پیش	auparavant	پیش	ADV	ADP
idées	ایده	idée	ایده	N;FEM;PL	N;SG
combats	جنگیدن	combat	None	N;MASC;PL	N;SG
combats	دعوا	combat	None	N;MASC;PL	N;SG
corée	کره	corée	کره	PROPN	N;SG
totale	مجموع	total	مجموع	ADJ;FEM;SG	N;SG
totale	کلا	total	None	ADJ;FEM;SG	
finales	فینال	finale	فینال	ADJ;FEM;PL	N;SG
certaine	یقین	certain	None	ADJ;FEM;SG	N;SG
comprendre	فهم	comprendre	فهم	V;NFIN	N;SG
comprendre	درک	comprendre	درک	V;NFIN	N;SG
comprendre	عقل	comprendre	عقل	V;NFIN	N;SG
vivre	living	vivre	None	V;NFIN	N;SG
vivre	وزندگی	vivre	وزندگی	V;NFIN	N;SG
vivre	زندگی	vivre	زندگی	V;NFIN	N;SG
ordres	فرمان	ordre	فرمان	N;MASC;PL	N;SG
ordres	دستور	ordre	دستور	N;MASC;PL	N;SG
arme	سلاح	arme	سلاح	N;FEM;SG	N;PL
arme	اسلحه	arme	اسلحه	N;FEM;SG	N;PL
williams	ویلیامز	william	ویلیامز	PROPN	N;SG
expédition	کشتیرانی	expédition	کشتیرانی	N;FEM;SG	N;PL
européens	اروپاییها	européen	اروپایی	ADJ;MASC;PL	N;PL
européens	جاده	européen	جاده	ADJ;MASC;PL	N;SG
européens	اروپایی	européen	اروپایی	ADJ;MASC;PL	N;SG
walter	والتر	walter	None	PROPN	N;SG
euros	یورو	euro	None	N;MASC;PL	N;SG
euros	یورو	euro	None	N;MASC;PL	N;SG
eugène	اوژن	eugène	اوژن	PROPN	N;SG
eugène	یوجین	eugène	یوجین	PROPN	N;SG
eugène	اوژن	eugène	اوژن	PROPN	N;SG
avions	هواپیمای	avion	هواپیما	N;MASC;PL	N;SG
avions	هواگرد	avion	هواگرد	N;MASC;PL	N;SG
vos	شما	son	شما	DET;MASC;PL	PRO;PL;2
bruno	برونو	bruno	برونو	PROPN	N;SG
travailler	کار	travailler	کار	V;NFIN	N;SG
travailler	کاری	travailler	کار	V;NFIN	N;SG
travailler	کار	travailler	کار	V;NFIN	N;SG
mouvements	جنبش	mouvement	جنبش	N;MASC;PL	N;SG
mouvements	تحرک	mouvement	تحرک	N;MASC;PL	N;SG
mouvements	نهضت	mouvement	نهضت	N;MASC;PL	N;SG
germain	ژرمن	germain	ژرمن	PROPN	N;SG
oiseaux	پرنده	oiseau	پرنده	N;MASC;PL	N;SG
homonymie	ابهامزدایی	homonymie	ابهامزدایی	ADJ;FEM;SG	N;SG
sûr	ایمن	sûr	None	ADJ;MASC;SG	N;SG
sûr	امان	sûr	امان	ADJ;MASC;SG	N;SG
sûr	امن	sûr	None	ADJ;MASC;SG	N;SG
totalement	کلا	totalement	None	ADV	
continentale	قارهای	continental	قار	ADJ;FEM;SG	N;PL
législatives	قانونگذاری	législatif	قانونگذاری	ADJ;FEM;PL	N;SG
antique	آنتیک	antique	آنتیک	ADJ;MASC;SG	N;SG
antique	عتیقه	antique	عتیقه	ADJ;MASC;SG	N;SG
monte	مونته	monter	مونته	V;IND;SG;3;PRS;FIN	N;SG
canadienne	کانادایی	canadien	کانادایی	ADJ;FEM;SG	N;SG
canadienne	کانادا	canadien	کانادا	ADJ;FEM;SG	N;SG
électronique	الکترونیک	électronique	None	ADJ;MASC;SG	N;SG
électronique	electronic	électronique	electronic	ADJ;MASC;SG	N;SG
électronique	الکترونیکی	électronique	None	ADJ;MASC;SG	N;SG
électronique	الکترونیک	électronique	None	ADJ;MASC;SG	N;SG
sixième	ششمی	sixième	ششمی	ADJ;MASC;SG	N;SG
cérémonie	مراسم	cérémonie	مراسم	N;FEM;SG	N;PL
bill	بیل	bill	بیل	PROPN	N;SG
humaine	انسان	humain	انسان	ADJ;FEM;SG	N;SG
humaine	انسانی	humain	انسانی	ADJ;FEM;SG	N;SG
humaine	بشر	humain	بشر	ADJ;FEM;SG	N;SG
nationales	نشنال	national	نشنال	ADJ;FEM;PL	N;SG
riche	ثروتمند	riche	ثروتمند	ADJ;MASC;SG	N;SG
riche	ثروتمندان	riche	ثروتمند	ADJ;MASC;SG	N;PL
riche	پولدار	riche	None	ADJ;MASC;SG	N;SG
riche	پولداری	riche	پولداری	ADJ;MASC;SG	N;SG
riche	ریچ	riche	ریچ	ADJ;MASC;SG	N;SG
riche	ثروتمندان	riche	ثروتمند	ADJ;MASC;SG	N;PL
riche	ثروتمندی	riche	ثروتمندی	ADJ;MASC;SG	N;SG
riche	پولدار	riche	None	ADJ;MASC;SG	N;SG
riche	ثروتمند	riche	ثروتمند	ADJ;MASC;SG	N;SG
complète	پر	complet	پر	ADJ;FEM;SG	N;SG
complète	کاملش	complet	کاملش	ADJ;FEM;SG	N;SG
complète	فول	complet	فول	ADJ;FEM;SG	N;SG
complète	پره	complet	پره	ADJ;FEM;SG	N;SG
complète	تکمیل	complet	تکمیل	ADJ;FEM;SG	N;SG
néo	نیو	néo	نیو	PROPN	N;SG
néo	نئو	néo	نئو	PROPN	
feuilles	برگی	feuille	برگی	N;FEM;PL	N;SG
feuilles	برگ	feuille	برگ	N;FEM;PL	N;SG
feuilles	برگ	feuille	برگ	N;FEM;PL	N;SG
feuilles	ملافه	feuille	ملافه	N;FEM;PL	N;SG
répondre	پاسخگویی	répondre	پاسخگویی	V;NFIN	N;SG
répondre	جواب	répondre	جواب	V;NFIN	N;SG
répondre	پاسخ	répondre	پاسخ	V;NFIN	N;SG
répondre	پاسخ	répondre	پاسخ	V;NFIN	N;SG
numérique	عددی	numérique	عدد	ADJ;MASC;SG	N;SG
numérique	عددی	numérique	عدد	ADJ;MASC;SG	N;SG
numérique	رقمی	numérique	None	ADJ;MASC;SG	N;SG
numérique	digital	numérique	digital	ADJ;MASC;SG	N;SG
numérique	دیجیتالی	numérique	None	ADJ;MASC;SG	N;SG
numérique	دیجیتال	numérique	None	ADJ;MASC;SG	N;SG
mayotte	مایوت	mayotte	مایوت	ADJ;FEM;SG	N;SG
rendu	رندر	rendre	رندر	V;MASC;SG;PST;V.PTCP	N;SG
rendu	رندر	rendre	رندر	V;MASC;SG;PST;V.PTCP	N;SG
rendu	پرداخت	rendre	پرداخت	V;MASC;SG;PST;V.PTCP	N;SG
disparu	گمشده	disparaître	گمشده	V;MASC;SG;PST;V.PTCP	N;SG
biens	ویژگی	bien	ویژگی	N;MASC;PL	N;SG
biens	دارایی	bien	دارایی	N;MASC;PL	N;SG
biens	ملک	bien	ملک	N;MASC;PL	N;SG
biens	مالکیت	bien	مالکیت	N;MASC;PL	N;SG
biens	کالا	bien	کالا	N;MASC;PL	N;SG
rouges	رد	rouge	رد	ADJ;MASC;PL	N;SG
rouges	قرمز	rouge	قرمز	ADJ;MASC;PL	N;SG
rouges	سرخ	rouge	سرخ	ADJ;MASC;PL	N;SG
ouverte	باز	ouvrir	باز	V;FEM;SG;PST;V.PTCP	ADJ
productions	productions	production	productions	N;FEM;PL	N;SG
fédéral	فدرال	fédéral	فدرال	ADJ;MASC;SG	N;SG
big	بیگ	big	بیگ	INTJ	N;SG
big	b	big	b	INTJ	N;SG
big	بزرگ	big	بزرگ	INTJ	ADJ
big	بزرگی	big	بزرگی	INTJ	N;SG
montagnes	کوهستان	montagne	کوهستان	N;FEM;PL	N;SG
montagnes	کوهستانی	montagne	کوهستانی	N;FEM;PL	N;SG
montagnes	کوهی	montagne	None	N;FEM;PL	N;SG
montagnes	کوه	montagne	کوه	N;FEM;PL	N;SG
montagnes	کوهستان	montagne	کوهستان	N;FEM;PL	N;SG
supprimer	حذف	supprimer	حذف	V;NFIN	N;SG
supprimer	حذف	supprimer	حذف	V;NFIN	N;SG
harry	هری	harry	هری	PROPN	N;SG
consacré	اخلاص	consacrer	اخلاص	V;MASC;SG;PST;V.PTCP	N;SG
claire	کلر	clair	کلر	ADJ;FEM;SG	N;SG
claire	کلیر	clair	None	ADJ;FEM;SG	N;SG
claire	کلر	clair	کلر	ADJ;FEM;SG	N;SG
religieuse	دینی	religieux	دین	ADJ;FEM;SG	N;SG
dirigé	کارگردانی	diriger	کارگردانی	V;MASC;SG;PST;V.PTCP	N;SG
carlos	کارلوس	carlos	کارلوس	PROPN	N;SG
carlos	اوس	carlos	اوس	PROPN	N;SG
anna	آنا	anna	آن	PROPN	N;SG
anna	انا	anna	انا	PROPN	
steve	استیو	steve	استیو	PROPN	N;SG
initialement	اصالتا	initialement	اصالتا	ADV	N;SG
actif	داراییهای	actif	دارایی	ADJ;MASC;SG	N;PL
actif	دارائی	actif	دارائی	ADJ;MASC;SG	N;SG
actif	دارایی	actif	دارایی	ADJ;MASC;SG	N;SG
actif	دارائی	actif	دارائی	ADJ;MASC;SG	N;SG
actif	دارایی	actif	دارایی	ADJ;MASC;SG	N;SG
actif	داراییها	actif	دارایی	ADJ;MASC;SG	N;PL
installe	نصب	installer	نصب	V;IND;SG;3;PRS;FIN	N;SG
fonctionnement	عملیات	fonctionnement	عملیات	N;MASC;SG	N;PL
rennes	رن	renne	رن	PROPN	N;SG
extrême	افراطی	extrême	افراطی	ADJ;MASC;SG	N;SG
populations	جمعیت	population	جمعیت	N;FEM;PL	N;SG
populations	جمعیتی	population	جمعیتی	N;FEM;PL	N;SG
venise	ونیز	venise	ونیز	PROPN	
associé	همکار	associer	همکار	V;MASC;SG;PST;V.PTCP	N;SG
associé	شریک	associer	None	V;MASC;SG;PST;V.PTCP	N;SG
associé	همتای	associer	همتا	V;MASC;SG;PST;V.PTCP	N;SG
civil	civil	civil	civil	ADJ;MASC;SG	N;SG
civil	مدنی	civil	مدنی	ADJ;MASC;SG	N;SG
civil	غیرنظامی	civil	غیرنظامی	ADJ;MASC;SG	N;SG
lancer	لنسر	lancer	لنسر	V;NFIN	N;SG
lancer	پرتاب	lancer	None	V;NFIN	N;SG
tiers	سومین	tiers	سومین	N;MASC;SG	ADJ;RL
tiers	سوم	tiers	سوم	N;MASC;SG	ADJ
porté	ساییده	porter	ساییده	V;MASC;SG;PST;V.PTCP	N;SG
quelle	چی	quel	چه	DET;FEM;SG	ADV
quelle	چه	quel	چه	DET;FEM;SG	CONJ
tony	تونی	tony	تونی	PROPN	V;SBJV
médias	رسانه	média	رسانه	N;MASC;PL	N;SG
introduction	اشنایی	introduction	اشنایی	N;FEM;SG	N;PL
porter	پورتر	porter	پورتر	V;NFIN	N;SG
porter	پرتر	porter	پرتر	V;NFIN	N;SG
boston	بوستون	boston	بوستون	PROPN	N;SG
liés	مربوط	lier	مربوط	V;MASC;PL;PST;V.PTCP	ADJ
liés	مرتبط	lier	مرتبط	V;MASC;PL;PST;V.PTCP	N;SG
liés	پیوند	lier	پیوند	V;MASC;PL;PST;V.PTCP	N;SG
eric	اریک	eric	اریک	PROPN	N;SG
pose	مطرح	pose	مطرح	N;FEM;SG	ADJ
adam	ادم	adam	ادم	PROPN	N;SG
adam	آدم	adam	آدم	PROPN	N;SG
adam	آدام	adam	آدام	PROPN	N;SG
fleurs	گل	fleur	گل	N;FEM;PL	N;SG
fleurs	گل	fleur	گل	N;FEM;PL	N;SG
fleurs	شکوفه	fleur	شکوفه	N;FEM;PL	N;SG
