din	від	din	від	ADP;ACC	ADP;GEN
știință	науки	știință	наука	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
acordat	розуміється	acordat	розумітися	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
acordat	нараховується	acordat	нараховуватися	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
alții	інших	altul	інший	PRO;MASC;PL;3	DET;GEN;PL
alții	інші	altul	інший	PRO;MASC;PL;3	DET;NOM;PL
alții	іншими	altul	інший	PRO;MASC;PL;3	DET;INS;PL
teoria	теорія	teorie	теорія	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
karl	карл	karl	карл	PROPN	PROPN;ANIM;NOM;MASC;SG
folosește	користування	folosi	користування	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
folosește	використання	folosi	використання	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
valoare	значення	valoare	значення	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
valoare	вартість	valoare	вартість	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
civil	цивільно	civil	цивільно	ADJ;INDF;MASC;SG	ADV
civil	цивільних	civil	цивільний	ADJ;INDF;MASC;SG	ADJ;ACC;PL
armată	військові	armată	військовий	N;INDF;FEM;SG	ADJ;NOM;PL
armată	військовий	armată	військовий	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
armată	армії	armată	армія	N;INDF;FEM;SG	N;INAN;GEN;FEM;SG
armată	армія	armată	армія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
armată	військо	armată	військо	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
armată	армійський	armată	армійський	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
tudor	тудор	tudor	тудор	PROPN	PROPN;ANIM;NOM;MASC;SG
modul	режим	mod	режим	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
modul	лад	mod	лад	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
modul	mode	mod	mode	N;DEF;MASC;SG	
modul	модуль	mod	модуль	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
modul	додатком	mod	додаток	N;DEF;MASC;SG	N;INAN;INS;MASC;SG
modul	додаток	mod	додаток	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
albert	альберт	albert	альберт	PROPN	PROPN;ANIM;NOM;MASC;SG
albert	альбер	albert	альбер	PROPN	PROPN;ANIM;NOM;MASC;SG
sursă	джерело	sursă	джерело	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
sursă	джерела	sursă	джерело	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
lacul	озеро	lac	озеро	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
lacul	озера	lac	озеро	N;DEF;MASC;SG	N;INAN;NOM;NEUT;PL
ocupă	займають	ocupa	займати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN
per	пер	per	пер		
italian	італієць	italian	італієць	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
schimb	поміняти	schimb	поміняти	N;INDF;MASC;SG	V;PFV;NFIN
singură	наодинці	singur	наодинці	ADJ;INDF;FEM;SG	ADV
singură	поодинці	singur	поодинець	ADJ;INDF;FEM;SG	ADV
singură	сама	singur	сам	ADJ;INDF;FEM;SG	DET;NOM;FEM;SG;REFL
singură	самі	singur	сам	ADJ;INDF;FEM;SG	DET;NOM;PL;REFL
singură	окремі	singur	окремий	ADJ;INDF;FEM;SG	ADJ;NOM;PL
singură	single	singur	single	ADJ;INDF;FEM;SG	
singură	самотній	singur	самотній	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
culoare	колір	culoare	колір	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
culoare	кольорова	culoare	кольоровий	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
culoare	колір	culoare	колір	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
culoare	кольорова	culoare	кольоровий	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
chitară	гітару	chitară	гітар	V;IND;SG;3;PST;FIN	N;INAN;ACC;FEM;SG
chitară	гітара	chitară	гітар	V;IND;SG;3;PST;FIN	N;ANIM;NOM;FEM;SG
muncă	роботи	muncă	робота	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
muncă	робота	muncă	робота	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
muncă	працюю	muncă	працювати	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN
muncă	працюють	muncă	працювати	N;INDF;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN
muncă	роботу	muncă	робота	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
muncă	робочий	muncă	робочий	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
model	моделі	model	модель	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
model	template	model	template	N;INDF;MASC;SG	
trece	мине	trece	мине	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN
trece	завершилися	trece	завершитися	V;IND;SG;3;PRS;FIN	V;PFV;IND;PL;PST;FIN
trece	перевал	trece	переваль	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
folosind	користування	folosi	користування	V;V.MSDR	N;INAN;NOM;NEUT;SG
folosind	використання	folosi	використання	V;V.MSDR	N;INAN;NOM;NEUT;SG
literare	літературна	literar	літературний	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
literare	літературний	literar	літературний	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
găsește	пошук	găsi	пошук	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
găsește	знайдіть	găsi	знайти	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
găsește	find	găsi	find	V;IND;SG;3;PRS;FIN	
apropiere	близькості	apropiere	близькість	N;INDF;FEM;SG	N;INAN;DAT;FEM;SG
studio	студії	studio	студія	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
studio	studio	studio	studio	N;INDF;MASC;SG	
studio	майстерні	studio	майстерня	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
studio	денне	studio	денний	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
jîtomîr	житомир	jîtomîr	житомир		PROPN;INAN;NOM;MASC;SG
materiale	матеріал	material	матеріал	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
dezvoltat	розробили	dezvolta	розробити	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN
dezvoltat	розроблено	dezvolta	розробити	ADJ;INDF;MASC;SG	V;PFV;IND;0;FIN
populară	популярні	popular	популярний	ADJ;INDF;FEM;SG	ADJ;NOM;PL
populară	популярне	popular	популярний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
populară	популярна	popular	популярний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
populară	популярний	popular	популярний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
frederic	фредерік	frederic	фредерік	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
corpul	тіло	corp	тіло	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
corpul	тіла	corp	тіло	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
elena	олена	elena	олена	N;DEF;FEM;SG	PROPN;ANIM;NOM;FEM;SG
elena	елена	elena	елена	N;DEF;FEM;SG	PROPN;ANIM;NOM;FEM;SG
populare	популярне	popular	популярний	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
populare	популярна	popular	популярний	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
populare	популярний	popular	популярний	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
ideea	idea	idee	idea	N;DEF;FEM;SG	
ideea	ідея	idee	ідея	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
ideea	ідею	idee	ідея	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
diagrama	діаграма	diagramă	діаграма	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
cercetare	дослідження	cercetare	дослідження	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
cercetare	research	cercetare	research	N;INDF;FEM;SG	
actual	поточні	actual	поточний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
actual	течія	actual	течія	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
actual	струм	actual	струм	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
companie	компанія	companie	компанія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
crimeea	криму	crimee	крим	N;DEF;FEM;SG	PROPN;INAN;GEN;MASC;SG
crimeea	кримський	crimee	кримський	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
crimeea	крим	crimee	крим	N;DEF;FEM;SG	
crimeea	кримський	crimee	кримський	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
crimeea	кримська	crimee	кримський	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
crimeea	кримські	crimee	кримський	N;DEF;FEM;SG	ADJ;NOM;PL
controlul	контроль	control	контроль	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
controlul	контрольна	control	контрольний	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
controlul	керування	control	керування	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
california	каліфорнію	californie	каліфорнія	N;DEF;FEM;SG	ADJ;ACC;FEM;SG
california	california	californie	california	N;DEF;FEM;SG	
california	каліфорнія	californie	каліфорнія	N;DEF;FEM;SG	PROPN;INAN;NOM;FEM;SG
pace	миру	pace	мир	N;INDF;FEM;SG	N;INAN;GEN;MASC;SG
pace	мир	pace	мир	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
galați	галац	gala	галац	N;INDF;MASC;PL	PROPN;INAN;NOM;FEM;SG
societatea	суспільство	societate	суспільство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
societatea	товариства	societate	товариство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
societatea	товариство	societate	товариство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
comitat	шир	comita	шир	N;INDF;MASC;SG	
formula	формула	formulă	формула	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
meci	сірники	meci	сірник	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
contra	contra	contra	contra		
contra	лічильник	contra	лічильник		N;INAN;NOM;MASC;SG
contra	проти	contra	проти		ADV
buzău	бузеу	buzău	бузе	PROPN	PROPN;INAN;NOM;FEM;SG
apariția	спостерігали	apariție	спостерігати	N;DEF;FEM;SG	V;IPFV;IND;PL;PST;FIN
suedia	швеція	suedia	швеція	PROPN	PROPN;INAN;NOM;FEM;SG
suedia	швеції	suedia	швеція	PROPN	PROPN;INAN;GEN;FEM;SG
locuitorii	мешканці	locuitor	мешканець	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
locuitorii	мешканців	locuitor	мешканець	N;DEF;MASC;PL	N;ANIM;ACC;MASC;PL
prințesa	принцеса	prințesă	принцес	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
prințesa	princess	prințesă	princess	N;DEF;FEM;SG	
comunitatea	громада	comunitate	громада	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
comunitatea	спільнота	comunitate	спільнота	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
comunitatea	спільноти	comunitate	спільнота	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
cap	head	cap	head	N;INDF;MASC;SG	
cap	кап	cap	кап	N;INDF;MASC;SG	
echipă	команда	echipă	команда	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
colaborare	співпраця	colaborare	співпраця	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
colaborare	колективу	colaborare	колектив	N;INDF;FEM;SG	N;INAN;GEN;MASC;SG
jocurile	ігор	joc	гра	N;DEF;FEM;PL	PROPN;ANIM;NOM;FEM;SG
jocurile	games	joc	games	N;DEF;FEM;PL	
jocurile	ігри	joc	ігра	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
literatura	література	literatură	література	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
mijlocul	середина	mijloc	середина	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
mijlocul	середини	mijloc	середина	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
personal	особисті	personal	особистий	ADV	ADJ;NOM;PL
personal	особисте	personal	особистий	ADV	ADJ;NOM;NEUT;SG
personal	особистий	personal	особистий	ADV	ADJ;NOM;MASC;SG
personal	персональний	personal	персональний	ADV	ADJ;NOM;MASC;SG
personal	персоналу	personal	персонал	ADV	N;INAN;GEN;MASC;SG
personal	персонал	personal	персонал	ADV	N;INAN;NOM;MASC;SG
personal	штаб	personal	штаб	ADV	N;INAN;NOM;MASC;SG
albă	білий	alb	білий	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
albă	біла	alb	білий	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
albă	біле	alb	білий	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
albă	білі	alb	білий	ADJ;INDF;FEM;SG	ADJ;NOM;PL
albă	вайт	alb	вайт	ADJ;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
cine	хто	cine	хто	PRO;3	PRO;ANIM;NOM;MASC;SG
cine	who	cine	who	PRO;3	
star	зоря	star	зоря		N;INAN;NOM;FEM;SG
star	зірочки	star	зірочка		N;INAN;NOM;MASC;PL
star	зоряні	star	зоряний		ADJ;NOM;PL
star	зірка	star	зірка		N;ANIM;NOM;FEM;SG
inferioară	нижній	inferior	нижній	ADJ;INDF;FEM;SG	ADJ;DAT;FEM;SG
inferioară	опустити	inferior	опустити	ADJ;INDF;FEM;SG	V;PFV;NFIN
inferioară	нижня	inferior	нижній	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
inferioară	нижча	inferior	нижча	ADJ;INDF;FEM;SG	ADJ;NOM;RL;FEM;SG
marie	марі	marie	марий	N;INDF;FEM;SG	PROPN;ANIM;NOM;FEM;SG
muzical	мюзикл	muzical	мюзикл	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
muzical	музичні	muzical	музичний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
organizat	організовані	organiza	організований	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
literar	літературні	literar	літературний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
situl	сайт	sit	сайт	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
publicată	опублікований	publicat	опублікований	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
publicată	оприлюднено	publicat	оприлюднити	ADJ;INDF;FEM;SG	V;PFV;IND;0;FIN
publicată	опубліковано	publicat	опубліковано	ADJ;INDF;FEM;SG	V;PFV;IND;0;FIN
atac	атаки	atac	атаки	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
copil	дитяче	copil	дитячий	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
copil	дитяча	copil	дитячий	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
discuri	records	disc	records	N;INDF;FEM;PL	
port	пор	port	пор.	N;INDF;MASC;SG	
numere	числа	număr	число	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
scrise	записано	scrie	записати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
scrise	написано	scrie	написати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
scrise	записані	scrie	записаний	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
clubul	club	club	club	N;DEF;MASC;SG	
clubul	клуб	club	клуб	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
romi	roma	rom	roma	N;INDF;MASC;PL	
romi	рома	rom	рома	N;INDF;MASC;PL	PROPN;ANIM;NOM;MASC;SG
infanterie	піхота	infanterie	піхота	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
pagină	сторінку	pagină	сторінка	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
pagină	сторінка	pagină	сторінка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
pagină	сторінки	pagină	сторінка	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
pagină	пейдж	pagină	пейдж	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
considerată	вважається	considerat	вважатися	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
considerată	вважаються	considerat	вважатися	ADJ;INDF;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN
considerată	вважають	considerat	вважати	ADJ;INDF;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN
considerată	вважалося	considerat	вважатися	ADJ;INDF;FEM;SG	V;IPFV;NEUT;IND;SG;PST;FIN
xvi	xvi	xvi	xvi		
cineva	кимось	cineva	хтися	PRO;SG;3	PRO;ANIM;INS;NEUT;SG
cineva	когось	cineva	хтось	PRO;SG;3	PRO;ANIM;ACC
cineva	хтось	cineva	хтось	PRO;SG;3	PRO;ANIM;NOM
cineva	кимось	cineva	хтися	PRO;SG;3	PRO;ANIM;INS;NEUT;SG
cineva	когось	cineva	хтось	PRO;SG;3	PRO;ANIM;ACC
cineva	хтось	cineva	хтось	PRO;SG;3	PRO;ANIM;NOM
olimpice	олімпіади	olimpic	олімпіада	ADJ;INDF;FEM;PL	N;INAN;NOM;FEM;PL
olimpice	олімпійська	olimpic	олімпійський	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
olimpice	олімпійський	olimpic	олімпійський	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
europei	європу	europă	європа	PROPN;DEF;FEM;SG	PROPN;INAN;ACC;FEM;SG
europei	європа	europă	європа	PROPN;DEF;FEM;SG	PROPN;INAN;NOM;FEM;SG
europei	європі	europă	європа	PROPN;DEF;FEM;SG	PROPN;INAN;DAT;FEM;SG
voce	голос	voce	голос	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
voce	голосом	voce	голос	N;INDF;FEM;SG	N;INAN;INS;MASC;SG
voce	голосу	voce	голос	N;INDF;FEM;SG	N;INAN;GEN;MASC;SG
liberă	вільна	liber	вільний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
liberă	безкоштовне	liber	безкоштовний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
liberă	вільний	liber	вільний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
liberă	безкоштовно	liber	безкоштовно	ADJ;INDF;FEM;SG	ADV
liberă	вільно	liber	вільно	ADJ;INDF;FEM;SG	ADV
popescu	попеску	popescu	попеску	PROPN	N;INAN;NOM;FEM;SG
greu	heavy	greu	heavy	ADV	
greu	важкий	greu	важкий	ADV	ADJ;NOM;MASC;SG
greu	сильний	greu	сильний	ADV	ADJ;NOM;MASC;SG
greu	hard	greu	hard	ADV	
greu	важкий	greu	важкий	ADV	ADJ;NOM;MASC;SG
greu	складна	greu	складний	ADV	ADJ;NOM;FEM;SG
greu	важка	greu	важка	ADV	ADJ;NOM;FEM;SG
greu	жорсткий	greu	жорсткий	ADV	ADJ;NOM;MASC;SG
greu	витривалі	greu	витривалий	ADV	ADJ;NOM;PL
crescut	виріс	crescut	виріс	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN
crescut	виховали	crescut	виховати	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN
crescut	виростили	crescut	виростити	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN
crescut	карпатські	crescut	карпатський	ADJ;INDF;MASC;SG	ADJ;NOM;PL
crescut	підняли	crescut	підняти	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN
rezoluție	resolution	rezoluție	resolution	N;INDF;FEM;SG	
proiectul	project	proiect	project	N;DEF;MASC;SG	
proiectul	проект	proiect	проект	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
olanda	нідерланди	olanda	нідерланда	PROPN	PROPN;INAN;NOM
olanda	нідерландах	olanda	нідерланда	PROPN	N;INAN;ESS
olanda	нідерландів	olanda	нідерландіти	PROPN	PROPN;INAN;GEN
olanda	голландії	olanda	голландія	PROPN	PROPN;INAN;DAT;FEM;SG
olanda	голландія	olanda	голландія	PROPN	N;INAN;NOM;FEM;SG
henry	генрі	henry	генрі	PROPN	PROPN;ANIM;NOM;MASC;SG
henry	генріх	henry	генрій	PROPN	PROPN;ANIM;NOM;MASC;SG
henry	анрі	henry	анрі	PROPN	PROPN;ANIM;NOM;MASC;SG
finală	фінал	finală	фінал	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
finală	остаточний	finală	остаточний	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
finală	final	finală	final	N;INDF;FEM;SG	
israel	ізраїлі	israel	ізраїль	PROPN	PROPN;INAN;DAT;MASC;SG
israel	ізраїлю	israel	ізраїля	PROPN	PROPN;INAN;GEN;MASC;SG
israel	ізраїль	israel	ізраїль	PROPN	PROPN;INAN;NOM;MASC;SG
intrarea	запис	intrare	запис	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
intrarea	вхід	intrare	вхід	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
vară	літо	vară	літо	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
versiunea	версія	versiune	версія	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
prezența	присутність	prezență	присутність	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
vladimir	володимир	vladimir	володимир	PROPN	ADJ;NOM;MASC;SG
vladimir	владимир	vladimir	владимир	PROPN	ADJ;NOM;PL
vladimir	владімір	vladimir	владімір	PROPN	N;ANIM;NOM;MASC;SG
neagră	чорні	negru	чорний	ADJ;INDF;FEM;SG	ADJ;NOM;PL
neagră	чорне	negru	чорний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
neagră	чорна	negru	чорний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
neagră	чорний	negru	чорний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
bihor	біхор	bihor	біхор	PROPN	N;INAN;NOM;MASC;PL
uefa	уєфа	uefa	увфа	PROPN	N;INAN;NOM;NEUT;SG
popular	популярні	popular	популярний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
existența	існування	existență	існування	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
justificare	порадившись	justificare	порадитися	N;INDF;FEM;SG	V;PFV;PST;V.CVB
papa	папа	papă	пап		N;ANIM;NOM;MASC;SG
papa	папи	papă	папа		PROPN;ANIM;ACC;MASC;SG
papa	папа	papă	пап		N;ANIM;NOM;MASC;SG
cernigău	чернігів	cernigău	черніг	N;INDF;FEM;SG	PROPN;INAN;NOM;MASC;SG
cernigău	чернігова	cernigău	черніговий	N;INDF;FEM;SG	PROPN;INAN;NOM;MASC;SG
cernigău	чернігівське	cernigău	чернігівський	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
sport	спортивні	sport	спортивний	N;INDF;MASC;SG	ADJ;NOM;PL
ministrul	міністр	ministru	міністр	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
ministrul	міністру	ministru	міністр	N;DEF;MASC;SG	N;ANIM;DAT;MASC;SG
poloniei	польщу	polonie	польща	PROPN;DEF;FEM;SG	PROPN;INAN;ACC;FEM;SG
poloniei	польща	polonie	польща	PROPN;DEF;FEM;SG	PROPN;INAN;NOM;FEM;SG
poloniei	польщі	polonie	польща	PROPN;DEF;FEM;SG	PROPN;INAN;GEN;FEM;SG
creșterea	росту	creștere	ростий	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
creșterea	зростання	creștere	зростання	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
creșterea	ріст	creștere	ріст	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
studiat	вчився	studiat	вчитися	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN
studiat	вивчав	studiat	вивчати	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN
studiat	вивчила	studiat	вивчити	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN
studiat	навчався	studiat	навчатися	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN
plasa	нетто	plasa	нетто	N;DEF;FEM;SG	
plasa	net	plasa	net	N;DEF;FEM;SG	
vâlcea	вилча	vâlcea	вилча	PROPN	N;INAN;NOM;FEM;SG
mutat	переїхала	muta	переїхати	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN
mutat	переїхали	muta	переїхати	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN
mutat	переїхав	muta	переїхати	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN
scrisă	писав	scris	писати	ADJ;INDF;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN
scrisă	записано	scris	записати	ADJ;INDF;FEM;SG	V;PFV;IND;0;FIN
scrisă	написано	scris	написати	ADJ;INDF;FEM;SG	V;PFV;IND;0;FIN
scrisă	записані	scris	записаний	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
noastre	наше	meu	наш	DET;FEM;PL;1	DET;NOM;NEUT;SG;1
noastre	наша	meu	наш	DET;FEM;PL;1	DET;NOM;FEM;SG;1
noastre	наш	meu	наш	DET;FEM;PL;1	DET;NOM;MASC;SG;1
generale	генерал	general	генерал	ADJ;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
generale	загальний	general	загальний	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
generale	загальне	general	загальний	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
filip	філіп	filip	філіп	PROPN	PROPN;ANIM;NOM;MASC;SG
filip	філіп	filip	філіп	PROPN	PROPN;ANIM;NOM;MASC;SG
subiect	теми	subiect	тема	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
politica	правила	politică	правило	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
politica	політики	politică	політика	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
politica	policy	politică	policy	N;DEF;FEM;SG	
politica	політика	politică	політика	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
politica	політикою	politică	політика	N;DEF;FEM;SG	N;INAN;INS;FEM;SG
politica	політика	politică	політика	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
zece	десятка	zece	десяток	NUM;PL	N;INAN;NOM;MASC;SG
zece	тен	zece	тен	NUM;PL	
insulele	острови	insulă	острів	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
arta	арт	artă	арт	N;DEF;FEM;SG	
arta	мистецтво	artă	мистецтво	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
arta	художня	artă	художній	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
bgcolor	bgcolor	bgcolor	bgcolor		
gradul	градус	grad	градус	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
gradul	ступінь	grad	ступінь	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
gradul	звання	grad	звання	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
gradul	вартості	grad	вартість	N;DEF;MASC;SG	N;INAN;GEN;FEM;PL
autorul	автор	autor	автор	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
autorul	автора	autor	автор	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
autorul	автором	autor	автор	N;DEF;MASC;SG	N;ANIM;INS;MASC;SG
ora	ora	oră	ora	N;DEF;FEM;SG	
