von	from	von	from	ADP	PROPN
jede	каждый	jed	каждый	PRO;NOM;INDF;FEM;SG	DET;NOM;MASC;SG
jede	каждое	jed	каждый	PRO;NOM;INDF;FEM;SG	DET;NOM;NEUT;SG
jede	любой	jed	любой	PRO;NOM;INDF;FEM;SG	DET;NOM;MASC;SG
jede	любую	jed	любой	PRO;NOM;INDF;FEM;SG	DET;ACC;FEM;SG
jede	любые	jed	любой	PRO;NOM;INDF;FEM;SG	DET;NOM;PL
jede	любое	jed	любой	PRO;NOM;INDF;FEM;SG	DET;NOM;NEUT;SG
jede	любая	jed	любой	PRO;NOM;INDF;FEM;SG	DET;NOM;FEM;SG
jede	каждая	jed	каждый	PRO;NOM;INDF;FEM;SG	DET;NOM;FEM;SG
jede	каждому	jed	каждый	PRO;NOM;INDF;FEM;SG	DET;DAT;MASC;SG
jede	каждый	jed	каждый	PRO;NOM;INDF;FEM;SG	DET;NOM;MASC;SG
jede	каждое	jed	каждый	PRO;NOM;INDF;FEM;SG	DET;NOM;NEUT;SG
dagegen	против	dagegen	против	ADV	ADP
liebe	дорогая	lieb	дорогой	PROPN;NOM;SG	ADJ;NOM;FEM;SG
liebe	дорогие	lieb	дорогой	PROPN;NOM;SG	ADJ;NOM;PL
liebe	дорогой	lieb	дорога	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
liebe	любить	lieb	любить	PROPN;NOM;SG	V;IPFV;NFIN;ACT
liebe	love	lieb	love	PROPN;NOM;SG	PROPN
liebe	люблю	lieb	любить	PROPN;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
liebe	любовь	lieb	любовь	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
liebe	любим	lieb	любить	PROPN;NOM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
rom	рим	rom	рим	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
rom	ром	rom	ром	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
rom	пзу	rom	пзо	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
rom	rom	rom	rom	PROPN;NOM;NEUT;SG	PROPN
umfasst	обложки	umfassen	обложка	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;PL
nachfolger	преемниками	nachfolg	преемник	ADJ	N;ANIM;INS;MASC;PL
nachfolger	преемник	nachfolg	преемник	ADJ	N;ANIM;NOM;MASC;SG
nachfolger	преемника	nachfolg	преемник	ADJ	N;ANIM;ACC;MASC;SG
wenige	немногим	wenig	немногие	ADJ;NOM;INDF;PL	ADJ;INS;NEUT;SG
wenige	немногих	wenig	немногие	ADJ;NOM;INDF;PL	ADJ;GEN;PL
grenze	лимит	grenze	лимит	ADJ	N;INAN;NOM;MASC;SG
grenze	ограничение	grenze	ограничение	ADJ	N;INAN;NOM;NEUT;SG
grenze	предел	grenze	предел	ADJ	N;INAN;NOM;MASC;SG
grenze	ограничить	grenze	ограничить	ADJ	V;PFV;NFIN;ACT
grenze	граница	grenze	граница	ADJ	N;INAN;NOM;FEM;SG
grenze	границы	grenze	граница	ADJ	N;INAN;NOM;FEM;PL
grenze	граница	grenze	граница	ADJ	N;INAN;NOM;FEM;SG
grenze	границы	grenze	граница	ADJ	N;INAN;NOM;FEM;PL
grenze	границу	grenze	граница	ADJ	N;INAN;ACC;FEM;SG
grenze	граница	grenze	граница	ADJ	N;INAN;NOM;FEM;SG
grenze	рубеж	grenze	рубеж	ADJ	N;INAN;NOM;MASC;SG
nächsten	далее	nah	далее	ADJ;PL	ADV
nächsten	следующий	nah	следующий	ADJ;PL	ADJ;NOM;MASC;SG
nächsten	следующая	nah	следующий	ADJ;PL	ADJ;NOM;FEM;SG
nächsten	next	nah	next	ADJ;PL	PROPN
truppen	войска	truppen	войска	V;NFIN	N;INAN;NOM;NEUT;PL
mitarbeiter	работник	Mitarbeiter	работник	ADJ	N;ANIM;NOM;MASC;SG
mitarbeiter	сотрудник	Mitarbeiter	сотрудник	ADJ	N;ANIM;NOM;MASC;SG
mitarbeiter	служащий	Mitarbeiter	служащий	ADJ	N;ANIM;NOM;MASC;SG
mitarbeiter	работников	Mitarbeiter	работник	ADJ	N;ANIM;GEN;MASC;PL
mitarbeiter	работники	Mitarbeiter	работник	ADJ	N;ANIM;NOM;MASC;PL
mitarbeiter	служащие	Mitarbeiter	служащий	ADJ	N;ANIM;NOM;MASC;PL
mitarbeiter	сотрудники	Mitarbeiter	сотрудник	ADJ	N;ANIM;NOM;MASC;PL
mitarbeiter	сообщников	Mitarbeiter	сообщник	ADJ	N;ANIM;GEN;MASC;PL
mitarbeiter	персонал	Mitarbeiter	персонал	ADJ	N;INAN;NOM;MASC;SG
mitarbeiter	сотрудники	Mitarbeiter	сотрудник	ADJ	N;ANIM;NOM;MASC;PL
britischen	британское	britisch	британский	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
britischen	британская	britisch	британский	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
britischen	великобритании	britisch	великобритание	ADJ;NOM;MASC;PL	N;INAN;NOM;FEM;SG
britischen	британцы	britisch	британец	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
britischen	британский	britisch	британский	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
werner	вернер	wern	вернер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
verwendung	используйте	verwendung	использовать	N;SG	V;IPFV;IMP;PL;2;FIN;ACT
verwendung	использовать	verwendung	использовать	N;SG	V;IPFV;NFIN;ACT
verwendung	использует	verwendung	использовать	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sieg	победить	seigen	победить	N;NOM;SG	V;PFV;NFIN;ACT
sieg	выиграть	seigen	выиграть	N;NOM;SG	V;PFV;NFIN;ACT
sieg	победу	seigen	победа	N;NOM;SG	N;INAN;ACC;FEM;SG
sieg	победы	seigen	победа	N;NOM;SG	N;INAN;NOM;FEM;PL
veröffentlichte	освобождены	veröffentlichen	освободить	V;IND;SG;3;PST;FIN	V;PFV;PL;PST;V.PTCP;PASS
veröffentlichte	неопубликованные	veröffentlichen	неопубликованный	V;IND;SG;3;PST;FIN	ADJ;NOM;PL
veröffentlichte	опубликованные	veröffentlichen	опубликовать	V;IND;SG;3;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
china	china	china	china	PROPN;NOM;MASC;SG	PROPN
china	китай	china	китай	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
hohe	высокий	hoch	высокий	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
hohe	high	hoch	high	ADJ;NOM;FEM;PL	PROPN
hohe	высоко	hoch	высоко	ADJ;NOM;FEM;PL	ADV
hohe	высокого	hoch	высокий	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;SG
hohe	высокая	hoch	высокий	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
falls	фоллс	falls	фоллс	CONJ	N;INAN;NOM;MASC;SG
falls	падает	falls	падать	CONJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
leicht	light	leicht	light	ADJ	PROPN
leicht	свет	leicht	свет	ADJ	N;INAN;NOM;MASC;SG
leicht	света	leicht	свет	ADJ	N;INAN;GEN;MASC;SG
leicht	немного	leicht	немного	ADJ	ADV
leicht	незначительно	leicht	незначительно	ADJ	ADV
leicht	слегка	leicht	слегка	ADJ	ADV
verbunden	ассоциированные	verbinden	ассоциированный	ADJ;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
verbunden	придает	verbinden	придавать	ADJ;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
verbunden	прилагается	verbinden	прилагать	ADJ;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
verbunden	связаны	verbinden	связать	ADJ;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
verbunden	связанных	verbinden	связать	ADJ;V.PTCP	V;PFV;GEN;PL;PST;V.PTCP;PASS
verbunden	связанный	verbinden	связать	ADJ;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
verbunden	связанные	verbinden	связать	ADJ;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
bald	лысый	bald	лысый	ADV	ADJ;NOM;MASC;SG
autoren	писатели	autor	писатель		N;ANIM;NOM;MASC;PL
autoren	писателей	autor	писатель		N;ANIM;ACC;MASC;PL
autoren	автор	autor	автор		N;ANIM;NOM;MASC;SG
autoren	авторов	autor	автор		N;ANIM;GEN;MASC;PL
autoren	авторы	autor	автор		N;ANIM;NOM;MASC;PL
all	всем	all	все	ADV	PRO;ANIM;DAT;PL
all	всех	all	все	ADV	PRO;ANIM;ACC;PL
all	all	all	all	ADV	PROPN
all	все	all	все	ADV	PRO;INAN;NOM;NEUT;SG
tiefe	глубины	tief	глубина		N;INAN;NOM;FEM;PL
tiefe	глубин	tief	глубина		N;INAN;GEN;FEM;PL
tiefe	глубины	tief	глубина		N;INAN;NOM;FEM;PL
tiefe	глубина	tief	глубина		N;INAN;NOM;FEM;SG
tiefe	глубину	tief	глубина		N;INAN;ACC;FEM;SG
tiefe	глубокую	tief	глубокий		ADJ;ACC;FEM;SG
tiefe	глубокое	tief	глубокий		ADJ;NOM;NEUT;SG
tiefe	глубокая	tief	глубокий		ADJ;NOM;FEM;SG
tiefe	глубокие	tief	глубокий		ADJ;NOM;PL
tiefe	глубоко	tief	глубоко		ADV
tiefe	глубокий	tief	глубокий		ADJ;NOM;MASC;SG
press	печати	press	печать	PROPN	N;INAN;NOM;FEM;PL
press	пресса	press	пресса	PROPN	N;INAN;NOM;FEM;SG
press	пресс	press	пресс	PROPN	N;INAN;NOM;MASC;SG
press	нажмите	press	нажмить	PROPN	V;PFV;IMP;PL;2;FIN;ACT
press	press	press	press	PROPN	PROPN
press	нажать	press	нажать	PROPN	V;PFV;NFIN;ACT
gattung	род	gattung	род	ADJ	N;ANIM;NOM;MASC;SG
gattung	видов	gattung	вид	ADJ	N;INAN;GEN;MASC;PL
gattung	виды	gattung	вид	ADJ	N;INAN;NOM;MASC;PL
gattung	вид	gattung	вид	ADJ	N;INAN;NOM;MASC;SG
allein	одна	allein	один	ADV	DET;NOM;FEM;SG
allein	одни	allein	один	ADV	DET;NOM;PL
allein	один	allein	один	ADV	NUM;NOM;MASC
allein	соло	allein	соло	ADV	
bürgermeister	мэр	bürgermeister	мэр	ADJ	N;ANIM;NOM;MASC;SG
bürgermeister	мэров	bürgermeister	мэр	ADJ	N;ANIM;GEN;MASC;PL
bürgermeister	мэры	bürgermeister	мэр	ADJ	N;ANIM;NOM;MASC;PL
polen	польши	polen	польша		N;INAN;NOM;FEM;SG
polen	польша	polen	польша		N;INAN;NOM;FEM;SG
polen	польшу	polen	польша		N;INAN;ACC;FEM;SG
polen	поляки	polen	поляк		N;ANIM;NOM;MASC;PL
link	связать	link	связать	N;SG	V;PFV;NFIN;ACT
nord	север	nord	север	ADJ	N;INAN;NOM;MASC;SG
nord	норт	nord	норт	ADJ	N;INAN;NOM;MASC;SG
nord	нор	nord	нора	ADJ	N;INAN;NOM;MASC;PL
nord	nord	nord	nord	ADJ	PROPN
bestehen	существование	bestehen	существование	V;NFIN	N;INAN;NOM;NEUT;SG
bestehen	бытие	bestehen	бытие	V;NFIN	N;INAN;NOM;NEUT;SG
zuletzt	последние	zuletzt	последний	ADV	ADJ;NOM;PL
zuletzt	последнее	zuletzt	последний	ADV	ADJ;NOM;NEUT;SG
zuletzt	last	zuletzt	last	ADV	PROPN
zuletzt	последний	zuletzt	последний	ADV	ADJ;NOM;MASC;SG
zuletzt	последняя	zuletzt	последний	ADV	ADJ;NOM;FEM;SG
verheiratet	женился	verheiraten	жениться	ADJ;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;MID
verheiratet	замужем	verheiraten	замужем	ADJ;V.PTCP	N;ANIM;INS;MASC;SG
verheiratet	женат	verheiraten	женатый	ADJ;V.PTCP	N;ANIM;NOM;MASC;SG
verheiratet	ср	verheiraten	срондент	ADJ;V.PTCP	
entwickelte	развитые	entwickeln	развить	V;IND;SG;3;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
entwickelte	развитых	entwickeln	развить	V;IND;SG;3;PST;FIN	V;PFV;GEN;PL;PST;V.PTCP;PASS
entwickelte	эволюционировали	entwickeln	эволюционировать	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
produktion	вывод	produktion	вывод		N;INAN;NOM;MASC;SG
produktion	выпуск	produktion	выпуск		N;INAN;NOM;MASC;SG
produktion	производство	produktion	производство		N;INAN;NOM;NEUT;SG
produktion	производства	produktion	производство		N;INAN;NOM;NEUT;PL
produktion	productions	produktion	productions		PROPN
produktion	производство	produktion	производство		N;INAN;NOM;NEUT;SG
produktion	изготовление	produktion	изготовление		N;INAN;NOM;NEUT;SG
herrschaft	господства	herrschaft	господство	ADJ	N;INAN;NOM;NEUT;PL
herrschaft	господство	herrschaft	господство	ADJ	N;INAN;NOM;NEUT;SG
berg	горы	berg	гора	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
berg	горный	berg	горный	PROPN;NOM;MASC;SG	ADJ;NOM;MASC;SG
berg	гора	berg	гора	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
berg	горных	berg	горный	PROPN;NOM;MASC;SG	ADJ;GEN;PL
berg	берг	berg	берга	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
berg	горы	berg	гора	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
berg	гора	berg	гора	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
berg	маунт	berg	маунт	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
berg	холм	berg	холм	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
berg	хилл	berg	хилл	PROPN;NOM;MASC;SG	
berg	hill	berg	hill	PROPN;NOM;MASC;SG	PROPN
alt	альто	alt	альто	ADJ	N;INAN;NOM;MASC;SG
alt	alt	alt	alt	ADJ	PROPN
alt	old	alt	old	ADJ	PROPN
punkt	пункт	punken	пункт		N;INAN;NOM;MASC;SG
punkt	товар	punken	товар		N;INAN;NOM;MASC;SG
punkt	точка	punken	точка		N;INAN;NOM;FEM;SG
punkt	дот	punken	дот		N;INAN;NOM;MASC;SG
punkt	точка	punken	точка		N;INAN;NOM;FEM;SG
punkt	очко	punken	очко		N;INAN;NOM;NEUT;SG
punkt	point	punken	point		PROPN
andreas	андреас	andreas	андреас	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
andreas	эндрю	andreas	эндрю	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
andreas	андрей	andreas	андрей	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
stiftung	foundation	stiftung	foundation	N;NOM;FEM;SG	PROPN
stiftung	stiftung	stiftung	stiftung	N;NOM;FEM;SG	PROPN
aktiv	активно	aktiv	активно	ADJ	ADV
familienname	фамилии	familiennam	фамилия	ADJ	N;INAN;NOM;FEM;PL
familienname	фамилия	familiennam	фамилия	ADJ	N;INAN;NOM;FEM;SG
gute	хорошо	gut	хорошо	ADJ;NOM;SG	ADV
österreichischen	австрийская	österreichisch	австрийский	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
österreichischen	австрии	österreichisch	австрия	ADJ;NOM;MASC;PL	N;INAN;NOM;FEM;SG
österreichischen	австрийский	österreichisch	австрийский	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
österreichischen	österreichische	österreichisch	österreichische	ADJ;NOM;MASC;PL	PROPN
punkte	точками	punken	точка	N;NOM;MASC;PL	N;INAN;INS;FEM;PL
punkte	точек	punken	точка	N;NOM;MASC;PL	N;INAN;GEN;FEM;PL
punkte	очков	punken	очко	N;NOM;MASC;PL	N;INAN;GEN;NEUT;PL
gegensatz	контрастирует	gegensatz	контрастировать	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
gegensatz	противоречие	gegensatz	противоречие	ADJ	N;INAN;NOM;NEUT;SG
gegensatz	противоречия	gegensatz	противоречие	ADJ	N;INAN;NOM;NEUT;PL
gegensatz	контраст	gegensatz	контраст	ADJ	N;INAN;NOM;MASC;SG
minuten	минуты	minuten	минута	V;NFIN	N;INAN;NOM;FEM;PL
minuten	минут	minuten	минута	V;NFIN	N;INAN;GEN;FEM;PL
minuten	мин	minuten	минута	V;NFIN	N;INAN;NOM;FEM;SG
frühen	рано	früh	рано	ADJ	ADV
diente	служили	dienen	служить	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
historischen	исторические	historisch	исторический	ADJ;NOM;MASC;SG	ADJ;NOM;PL
historischen	исторической	historisch	исторический	ADJ;NOM;MASC;SG	ADJ;INS;FEM;SG
historischen	исторических	historisch	исторический	ADJ;NOM;MASC;SG	ADJ;GEN;PL
historischen	исторические	historisch	исторический	ADJ;NOM;MASC;SG	ADJ;NOM;PL
ähnlich	аналогично	ähnlich	аналогично	ADJ	ADV
finale	окончательный	final	окончательный	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
finale	окончательного	final	окончательный	N;NOM;NEUT;SG	ADJ;GEN;MASC;SG
finale	заключительный	final	заключительный	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
finale	заключительные	final	заключительный	N;NOM;NEUT;SG	ADJ;NOM;PL
jeden	каждая	jed	каждый	PRO;ACC;INDF;MASC;SG	DET;NOM;FEM;SG
jeden	каждую	jed	каждый	PRO;ACC;INDF;MASC;SG	DET;ACC;FEM;SG
jeden	каждый	jed	каждый	PRO;ACC;INDF;MASC;SG	DET;NOM;MASC;SG
jeden	каждое	jed	каждый	PRO;ACC;INDF;MASC;SG	DET;NOM;NEUT;SG
jeden	каждая	jed	каждый	PRO;ACC;INDF;MASC;SG	DET;NOM;FEM;SG
jeden	каждому	jed	каждый	PRO;ACC;INDF;MASC;SG	DET;DAT;MASC;SG
jeden	каждый	jed	каждый	PRO;ACC;INDF;MASC;SG	DET;NOM;MASC;SG
jeden	каждое	jed	каждый	PRO;ACC;INDF;MASC;SG	DET;NOM;NEUT;SG
jeden	любой	jed	любой	PRO;ACC;INDF;MASC;SG	DET;NOM;MASC;SG
jeden	любую	jed	любой	PRO;ACC;INDF;MASC;SG	DET;ACC;FEM;SG
jeden	любые	jed	любой	PRO;ACC;INDF;MASC;SG	DET;NOM;PL
jeden	любое	jed	любой	PRO;ACC;INDF;MASC;SG	DET;NOM;NEUT;SG
jeden	любая	jed	любой	PRO;ACC;INDF;MASC;SG	DET;NOM;FEM;SG
verfahren	процесса	verfahren	процесс	V;NFIN	N;INAN;GEN;MASC;SG
verfahren	процесс	verfahren	процесс	V;NFIN	N;INAN;NOM;MASC;SG
verfahren	процедуры	verfahren	процедура	V;NFIN	N;INAN;NOM;FEM;PL
verfahren	способ	verfahren	способ	V;NFIN	N;INAN;NOM;MASC;SG
verfahren	метод	verfahren	метод	V;NFIN	N;INAN;NOM;MASC;SG
verfahren	процедура	verfahren	процедура	V;NFIN	N;INAN;NOM;FEM;SG
verfahren	процедуры	verfahren	процедура	V;NFIN	N;INAN;NOM;FEM;PL
tour	tour	tour	tour		PROPN
tour	тур	tour	тур		N;INAN;NOM;MASC;SG
tour	гастроли	tour	гастроль		N;INAN;NOM;MASC;PL
wollen	хотеть	wollen	хотеть	V;IND;PL;3;PRS;FIN	V;IPFV;NFIN;ACT
wollen	хочу	wollen	хотеть	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
wollen	хочешь	wollen	хотеть	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
ergebnis	итоги	ergebnis	итог	ADJ	N;INAN;NOM;MASC;PL
ergebnis	заработок	ergebnis	заработок	ADJ	N;INAN;NOM;MASC;SG
ergebnis	прибыль	ergebnis	прибыль	ADJ	N;INAN;NOM;FEM;SG
ergebnis	итоги	ergebnis	итог	ADJ	N;INAN;NOM;MASC;PL
ergebnis	итог	ergebnis	итог	ADJ	N;INAN;NOM;MASC;SG
ergebnis	результат	ergebnis	результат	ADJ	N;INAN;NOM;MASC;SG
ergebnis	результаты	ergebnis	результат	ADJ	N;INAN;NOM;MASC;PL
ergebnis	результат	ergebnis	результат	ADJ	N;INAN;NOM;MASC;SG
mark	марк	mark	марк	PROPN	N;ANIM;NOM;MASC;SG
mark	mark	mark	mark	PROPN	PROPN
mark	отметить	mark	отметить	PROPN	V;PFV;NFIN;ACT
mark	метка	mark	метка	PROPN	N;INAN;NOM;FEM;SG
mark	марка	mark	марка	PROPN	N;INAN;NOM;FEM;SG
leitung	режиссер	leitung	режиссер	ADJ	N;ANIM;NOM;MASC;SG
leitung	режиссёр	leitung	режиссёр	ADJ	N;ANIM;NOM;MASC;SG
leitung	директор	leitung	директор	ADJ	N;ANIM;NOM;MASC;SG
leitung	руководство	leitung	руководство	ADJ	N;INAN;NOM;NEUT;SG
leitung	лидерство	leitung	лидерство	ADJ	N;INAN;NOM;NEUT;SG
württemberg	вюртемберг	württemberg	вюртемберг	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
falsch	ложь	falsch	ложь	ADJ	N;INAN;NOM;FEM;SG
artikeln	статьи	artikeln	статья	ADJ	N;INAN;NOM;FEM;PL
artikeln	статей	artikeln	статья	ADJ	N;INAN;GEN;FEM;PL
artikeln	изделия	artikeln	изделие	ADJ	N;INAN;NOM;NEUT;PL
gold	золотой	gold	золотой		ADJ;NOM;MASC;SG
gold	золотая	gold	золотой		ADJ;NOM;FEM;SG
gold	gold	gold	gold		PROPN
gold	золото	gold	золото		N;INAN;NOM;NEUT;SG
gold	золотые	gold	золотой		ADJ;NOM;PL
weise	мудро	weis	мудро	ADJ	ADV
weise	мудро	weis	мудро	ADJ	ADV
weise	путь	weis	путь	ADJ	N;INAN;NOM;MASC;SG
weise	way	weis	way	ADJ	PROPN
weise	способ	weis	способ	ADJ	N;INAN;NOM;MASC;SG
heiligen	святых	heilig	святой	ADJ	N;ANIM;GEN;MASC;PL
heiligen	сен	heilig	сен	ADJ	
heiligen	сент	heilig	сент	ADJ	N;INAN;NOM;MASC;SG
möglichkeit	возможность	möglichkeit	возможность	ADJ	N;INAN;NOM;FEM;SG
möglichkeit	возможности	möglichkeit	возможность	ADJ	N;INAN;NOM;FEM;PL
möglichkeit	опция	möglichkeit	опция	ADJ	N;INAN;NOM;FEM;SG
möglichkeit	вариант	möglichkeit	вариант	ADJ	N;INAN;NOM;MASC;SG
möglichkeit	возможность	möglichkeit	возможность	ADJ	N;INAN;NOM;FEM;SG
leiter	лестнице	leiter	лестница	ADJ	N;INAN;DAT;FEM;SG
leiter	лестница	leiter	лестница	ADJ	N;INAN;NOM;FEM;SG
leiter	лестницу	leiter	лестница	ADJ	N;INAN;ACC;FEM;SG
leiter	head	leiter	head	ADJ	PROPN
leiter	головка	leiter	головка	ADJ	N;INAN;NOM;FEM;SG
leiter	голова	leiter	голова	ADJ	N;INAN;NOM;FEM;SG
leiter	голову	leiter	голова	ADJ	N;INAN;ACC;FEM;SG
leiter	руководитель	leiter	руководитель	ADJ	N;ANIM;NOM;MASC;SG
leiter	лидер	leiter	лидер	ADJ	N;ANIM;NOM;MASC;SG
ausgabe	издания	ausgeben	издание	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
los	los	los	los	ADV	PROPN
los	лос	los	лос	ADV	
river	ривер	river	ривер	PROPN;NOM;SG	
river	река	river	река	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
river	реки	river	река	PROPN;NOM;SG	N;INAN;NOM;FEM;PL
rennen	гонки	rennen	гонка	V;NFIN	N;INAN;NOM;FEM;PL
rennen	гонки	rennen	гонка	V;NFIN	N;INAN;NOM;FEM;PL
rennen	гонка	rennen	гонка	V;NFIN	N;INAN;NOM;FEM;SG
rennen	расы	rennen	раса	V;NFIN	N;INAN;NOM;FEM;PL
rennen	раса	rennen	раса	V;NFIN	N;INAN;NOM;FEM;SG
rennen	гонки	rennen	гонка	V;NFIN	N;INAN;NOM;FEM;PL
rennen	racing	rennen	racing	V;NFIN	PROPN
rennen	скачки	rennen	скачок	V;NFIN	N;INAN;NOM;MASC;PL
del	дель	del	дель	PROPN;SG	PART
del	del	del	del	PROPN;SG	PROPN
union	союз	union	союз	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
union	union	union	union	PROPN;NOM;SG	PROPN
union	профсоюз	union	профсоюз	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
union	юнион	union	юнион	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
union	союза	union	союз	PROPN;NOM;SG	N;INAN;GEN;MASC;SG
japan	japan	japan	japan	PROPN;NOM;NEUT;SG	PROPN
japan	японии	japan	япония	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
japan	япония	japan	япония	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
belegt	занято	belegen	занять	ADJ;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
belegt	занят	belegen	занять	ADJ;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
belegt	занята	belegen	занять	ADJ;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
belegt	заняты	belegen	занять	ADJ;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
belegt	обоснованными	belegen	обоснованный	ADJ;V.PTCP	V;PFV;INS;PL;PST;V.PTCP;PASS
belegt	доказана	belegen	доказать	ADJ;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
belegt	доказано	belegen	доказать	ADJ;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
belegt	доказал	belegen	доказать	ADJ;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
belegt	документально	belegen	документально	ADJ;V.PTCP	ADV
belegt	оккупированные	belegen	оккупировать	ADJ;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
belegt	занято	belegen	занять	ADJ;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
belegt	оккупированных	belegen	оккупировать	ADJ;V.PTCP	V;PFV;GEN;PL;PST;V.PTCP;PASS
belegt	продемонстрирована	belegen	демонстрировать	ADJ;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
belegt	продемонстрировал	belegen	демонстрировать	ADJ;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
belegt	продемонстрировали	belegen	демонстрировать	ADJ;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
belegt	продемонстрировала	belegen	демонстрировать	ADJ;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
knapp	узко	knapp	узко	ADJ	ADV
knapp	кнапп	knapp	кнапп	ADJ	
knapp	крепко	knapp	крепко	ADJ	ADV
fläche	поверхности	fläche	поверхность	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
webseite	вебсайт	webseite	вебсайт		N;INAN;NOM;MASC;SG
webseite	сайт	webseite	сайт		N;INAN;NOM;MASC;SG
webseite	сайт	webseite	сайт		N;INAN;NOM;MASC;SG
webseite	сайты	webseite	сайт		N;INAN;NOM;MASC;PL
webseite	web	webseite	веб		N;INAN;NOM;MASC;SG
webseite	веб	webseite	веб		N;INAN;NOM;MASC;SG
großer	großer	groß	großer	ADJ	PROPN
müller	мюллер	müll	мюллер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
müller	миллер	müll	миллер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
müller	мюллер	müll	мюллер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
müller	мюллер	müll	мюллер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
