月	moon	月	moon	N	PROPN;NOM;MASC;SG
北方	severna	北方	severen	N	ADJ;NOM;FEM;SG
北方	severno	北方	severen	N	ADV
北方	severni	北方	severen	N	ADJ;NOM;DEF;MASC;SG
北方	severne	北方	severen	N	ADJ;NOM;FEM;PL
活躍	aktivna	活躍	aktiven	N	ADJ;NOM;FEM;SG
活躍	dejavno	活躍	dejavno	N	ADV
活躍	aktiven	活躍	aktiven	N	ADJ;NOM;INDF;MASC;SG
活躍	aktivni	活躍	aktiven	N	ADJ;NOM;MASC;PL
活躍	aktivno	活躍	aktivno	N	ADV
首播	premiero	首播	premiera	V	N;ACC;FEM;SG
首播	premiera	首播	premier	V	N;NOM;MASC;SG
首播	premieri	首播	premiera	V	N;NOM;FEM;DU
射	ustreli	射	ustreti	N	V;PFV;IND;SG;3;PRS;FIN
啟	kai	啟	kai	ADP	
極	polarni	極	polaren		ADJ;NOM;DEF;MASC;SG
極	izjemno	極	izjemno		ADV
極	izredno	極	izredno		ADV
野	divja	野	divji	PROPN	ADJ;NOM;FEM;SG
野	wild	野	wild	PROPN	
野	divje	野	divji	PROPN	ADJ;NOM;FEM;PL
野	divji	野	divji	PROPN	ADJ;NOM;DEF;MASC;SG
投資	vlagati	投資	vlagati	N	V;IPFV;NFIN
機會	chance	機會	chanec	N	
錯誤	narobe	錯誤	narobe	N	ADV
錯誤	napačno	錯誤	napačen	N	ADJ;NOM;NEUT;SG
錯誤	napačen	錯誤	napačen	N	ADJ;NOM;INDF;MASC;SG
健康	zdrave	健康	zdrav	N	ADJ;NOM;FEM;PL
健康	zdrav	健康	zdrav	N	ADJ;NOM;INDF;MASC;SG
健康	zdravi	健康	zdrav	N	ADJ;NOM;MASC;PL
熱	vroče	熱	vroč	PART	ADJ;NOM;NEUT;SG
熱	vroč	熱	vroč	PART	ADJ;NOM;INDF;MASC;SG
熱	vroča	熱	vroč	PART	ADJ;NOM;FEM;SG
熱	vročina	熱	vročina	PART	N;NOM;FEM;SG
熱	toplota	熱	toplota	PART	N;NOM;FEM;SG
熱	toplote	熱	toplota	PART	N;NOM;FEM;PL
空中	zračni	空中	zračen	N	ADJ;NOM;DEF;MASC;SG
空中	zračno	空中	zračen	N	ADJ;NOM;NEUT;SG
空中	zračna	空中	zračen	N	ADJ;NOM;FEM;SG
輕	svetlo	輕	svetlo		ADV
輕	svetloba	輕	svetloba		N;NOM;FEM;SG
輕	luč	輕	luč		N;NOM;FEM;SG
輕	lahka	輕	lahek		ADJ;NOM;FEM;SG
輕	vžigalnik	輕	vžigalnik		N;NOM;MASC;SG
輕	lažji	輕	lahek		ADJ;NOM;DEF;CMPR;MASC;SG
輕	lažja	輕	lahek		ADJ;NOM;CMPR;FEM;SG
經常	redni	經常	reden	ADV	ADJ;NOM;MASC;SG
經常	redna	經常	reden	ADV	ADJ;NOM;FEM;SG
臺	terasa	臺	teras	PROPN	N;NOM;FEM;SG
臺	teraso	臺	terasa	PROPN	N;ACC;FEM;SG
滿	poln	滿	poln	PROPN	ADJ;NOM;INDF;MASC;SG
滿	full	滿	full	PROPN	N;NOM;MASC;SG
滿	polno	滿	polno	PROPN	ADV
滿	polni	滿	poln	PROPN	ADJ;NOM;MASC;PL
滿	polna	滿	poln	PROPN	ADJ;NOM;FEM;SG
負	negativen	負	negativen		ADJ;NOM;INDF;MASC;SG
負	negativna	負	negativen		ADJ;NOM;FEM;SG
負	negativno	負	negativen		ADV
負	negativni	負	negativen		ADJ;NOM;MASC;SG
亨利	gašper	亨利	gašper	PROPN	N;NOM;MASC;SG
亨利	henry	亨利	henry	PROPN	PROPN;NOM;MASC;SG
交易	transakcija	交易	transakcija	V	N;NOM;FEM;SG
交易	transakcijo	交易	transakcija	V	N;ACC;FEM;SG
交易	transakcije	交易	transakcija	V	N;NOM;FEM;PL
交易	trgovanje	交易	trgovanje	V	N;NOM;NEUT;SG
交易	dogovor	交易	dogovor	V	N;NOM;MASC;SG
交易	transakcije	交易	transakcija	V	N;NOM;FEM;PL
黑色	črno	黑色	črn	N	ADJ;NOM;NEUT;SG
黑色	črne	黑色	črn	N	ADJ;NOM;FEM;PL
黑色	črn	黑色	črn	N	ADJ;NOM;INDF;MASC;SG
黑色	črni	黑色	črn	N	ADJ;NOM;MASC;SG
黑色	črna	黑色	črn	N	ADJ;NOM;FEM;SG
爆炸	sunek	爆炸	sunek	V	N;NOM;MASC;SG
爆炸	eksplozija	爆炸	eksplozija	V	N;NOM;FEM;SG
爆炸	eksplozije	爆炸	eksplozija	V	N;NOM;FEM;PL
爆炸	eksplozijo	爆炸	eksplozija	V	N;ACC;FEM;SG
爆炸	detonacije	爆炸	detonacija	V	N;NOM;FEM;PL
爆炸	detonacijo	爆炸	detonacija	V	N;ACC;FEM;SG
喜歡	kot	喜歡	kot	V	CONJ
十七	seventeen	十七	seventeen	NUM	N;NOM;MASC;SG
尹	yoon	尹	yoon	PROPN	
普遍	univerzalno	普遍	univerzalno	ADV	ADJ;NOM;NEUT;SG
普遍	univerzalnih	普遍	univerzalen	ADV	ADJ;GEN;MASC;PL
普遍	univerzalni	普遍	univerzalen	ADV	ADJ;NOM;MASC;SG
普遍	univerzalne	普遍	univerzalen	ADV	ADJ;NOM;FEM;PL
普遍	univerzalna	普遍	univerzalen	ADV	ADJ;NOM;FEM;SG
十	desetletju	十	desetletje	NUM	N;DAT;NEUT;SG
十	desetletje	十	desetletje	NUM	N;NOM;NEUT;SG
昆	kun	昆	kun	PROPN	N;NOM;MASC;SG
鼠	podgana	鼠	podgan	N	ADJ;NOM;FEM;SG;V.PTCP
鼠	miška	鼠	miški	N	ADJ;NOM;FEM;SG
鼠	miško	鼠	miški	N	ADV
鼠	miške	鼠	miški	N	ADJ;NOM;FEM;PL
鼠	miške	鼠	miški	N	ADJ;NOM;FEM;PL
必要	potrebno	必要	potreben	N	ADJ;NOM;NEUT;SG
俄	rusija	俄	rusija	PROPN	N;NOM;FEM;SG
俄	rusijo	俄	rusija	PROPN	N;ACC;FEM;SG
南極	antarktiko	南極	antarktika	PROPN	N;ACC;FEM;SG
南極	antarktiki	南極	antarktika	PROPN	N;DAT;FEM;SG
小型	majhno	小型	majhen	N	ADJ;NOM;NEUT;SG
小型	majhni	小型	majhen	N	ADJ;NOM;MASC;PL
小型	majhen	小型	majhen	N	ADJ;NOM;INDF;MASC;SG
小型	majhne	小型	majhen	N	ADJ;NOM;FEM;PL
小型	majhna	小型	majhen	N	ADJ;NOM;FEM;SG
退出	odpoved	退出	odpoved	V	N;NOM;MASC;SG
退出	izhod	退出	izhod	V	N;NOM;MASC;SG
退出	izstop	退出	izstop	V	
以色列	izrael	以色列	izrati	PROPN	N;NOM;MASC;SG
以色列	izraelski	以色列	izraelski	PROPN	ADJ;NOM;MASC;SG
以色列	izraelsko	以色列	izraelski	PROPN	ADJ;NOM;NEUT;SG
東部	vzhodni	東部	vzhoden	N	ADJ;NOM;DEF;MASC;SG
東部	vzhodna	東部	vzhoden	N	ADJ;NOM;FEM;SG
東部	vzhodno	東部	vzhoden	N	ADV
東部	vzhodni	東部	vzhoden	N	ADJ;NOM;DEF;MASC;SG
東部	vzhodna	東部	vzhoden	N	ADJ;NOM;FEM;SG
東部	vzhodno	東部	vzhoden	N	ADV
逐漸	postopna	逐漸	postopen	ADV	ADJ;NOM;FEM;SG
固定	popravljeno	固定	popravljen	N	ADJ;NOM;NEUT;SG;V.PTCP
固定	fiksno	固定	fiksen	N	ADJ;NOM;NEUT;SG
固定	popravil	固定	popravilo	N	V;PFV;MASC;SG;V.PTCP
固定	fiksna	固定	fiksen	N	ADJ;NOM;FEM;SG
固定	miruje	固定	mirovati	N	V;IPFV;IND;SG;3;PRS;FIN
江西	jiangxi	江西	jiangen	PROPN	N;NOM;MASC;SG
游	plavati	游	plavati	N	V;IPFV;NFIN
薛	xue	薛	xue	PROPN	N;NOM;MASC;SG
病	bolan	病	bolan	N	ADJ;NOM;INDF;MASC;SG
問	vprašajte	問	vprašati		V;PFV;IMP;PL;2;FIN
問	vprašaj	問	vprašaj		N;NOM;MASC;SG
翡翠	jade	翡翠	jada	PROPN	N;NOM;FEM;SG
維持	vzdrževanje	維持	vzdrževanje	V	N;NOM;NEUT;SG
臺北	tajpeju	臺北	tajpej	PROPN	N;DAT;MASC;SG
互	medsebojno	互	medsebojno	N	ADV
互	obojestransko	互	obojestransko	N	ADV
互	medsebojna	互	medsebojen	N	ADJ;NOM;FEM;SG
互	vzajemno	互	vzajemen	N	ADV
刺	zabodel	刺	zabodeti	N	V;PFV;MASC;SG;V.PTCP
建設	gradnja	建設	gradnja	V	N;NOM;FEM;SG
建設	konstrukcija	建設	konstrukcija	V	N;NOM;FEM;SG
建設	gradbeništvo	建設	gradbeništvo	V	N;NOM;NEUT;SG
風暴	storm	風暴	storm	N	
定義	opredeli	定義	opredeliti	N	V;PFV;IND;SG;3;PRS;FIN
定義	opredeliti	定義	opredeliti	N	V;PFV;NFIN
步兵	pehotna	步兵	pehoten	N	ADJ;NOM;FEM;SG
指定	določitev	指定	določitev	V	N;NOM;FEM;SG
指定	označba	指定	označba	V	N;NOM;FEM;SG
指定	poimenovanje	指定	poimenovanje	V	N;NOM;NEUT;SG
指定	določen	指定	določen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
指定	določena	指定	določen	V	ADJ;NOM;FEM;SG;V.PTCP
火箭	raketni	火箭	raketen	N	ADJ;NOM;DEF;MASC;SG
指揮	poveljstvo	指揮	poveljstvo	V	N;NOM;NEUT;SG
指揮	ukaz	指揮	ukaz	V	N;NOM;MASC;SG
指揮	dirigent	指揮	dirigent	V	N;NOM;MASC;SG
安排	ureditve	安排	ureditev	V	N;NOM;FEM;PL
安排	dogovori	安排	dogovor	V	N;NOM;MASC;PL
安排	ureditev	安排	ureditev	V	N;NOM;FEM;SG
安排	dogovor	安排	dogovor	V	N;NOM;MASC;SG
安排	aranžma	安排	aranž	V	N;NOM;MASC;SG
安排	ureditev	安排	ureditev	V	N;NOM;FEM;SG
安排	razporeditev	安排	razporeditev	V	N;NOM;FEM;SG
象	sloni	象	sloneti	N	V;IPFV;IND;SG;3;PRS;FIN
爆發	izbruha	爆發	izbruh	V	N;GEN;MASC;SG
爆發	izbruh	爆發	izbruh	V	N;NOM;MASC;SG
爆發	izbruha	爆發	izbruh	V	N;GEN;MASC;SG
爆發	izbruh	爆發	izbruh	V	N;NOM;MASC;SG
現任	trenutni	現任	trenuten	N	ADJ;NOM;MASC;SG
現任	trenutna	現任	trenuten	N	ADJ;NOM;FEM;SG
現任	sedanji	現任	sedanji	N	ADJ;NOM;MASC;SG
現任	prisotna	現任	prisoten	N	ADJ;NOM;FEM;SG
現任	prisotni	現任	prisoten	N	ADJ;NOM;MASC;PL
現任	prisotno	現任	prisotno	N	ADJ;NOM;NEUT;SG
現任	prisoten	現任	prisoten	N	ADJ;NOM;INDF;MASC;SG
你	tvoje	你	tvoj	PRO;2	DET;NOM;NEUT;SG;1
你	tvoji	你	tvoj	PRO;2	DET;NOM;MASC;SG;1
你	vaš	你	vaš	PRO;2	DET;NOM;MASC;SG;2
你	tvoj	你	tvoj	PRO;2	DET;NOM;MASC;SG;1
你	tvoja	你	tvoj	PRO;2	DET;NOM;FEM;SG;1
你	vaša	你	vaš	PRO;2	DET;NOM;FEM;SG;2
匈牙利	madžarsko	匈牙利	madžarski	PROPN	ADJ;NOM;NEUT;SG
匈牙利	madžarska	匈牙利	madžarski	PROPN	ADJ;NOM;FEM;SG
匈牙利	madžarsko	匈牙利	madžarski	PROPN	ADJ;NOM;NEUT;SG
匈牙利	madžarski	匈牙利	madžarski	PROPN	ADJ;NOM;DEF;MASC;SG
匈牙利	madžarska	匈牙利	madžarski	PROPN	ADJ;NOM;FEM;SG
河流	river	河流	river	N	
改造	preobrazbo	改造	preobrazba	V	N;ACC;FEM;SG
改造	preobrazba	改造	preobrazba	V	N;NOM;FEM;SG
車輛	vozil	車輛	voziti	N	V;IPFV;MASC;SG;V.PTCP
京	kjotskega	京	kjotski	PROPN	ADJ;GEN;NEUT;SG
五	maj	五	maj	NUM	
五	maja	五	maj	NUM	N;GEN;MASC;SG
上午	dopoldne	上午	dopoldne	N	ADV
上午	jutranja	上午	jutranji	N	ADJ;NOM;FEM;SG
河北	hebei	河北	hebeti	PROPN	N;NOM;MASC;SG
馮	feng	馮	feng	PROPN	N;NOM;MASC;SG
使用	uporabnika	使用	uporabnik	V	N;ANIM;ACC;MASC;SG
使用	uporabnik	使用	uporabnik	V	N;NOM;MASC;SG
使用	uporabniki	使用	uporabnik	V	N;NOM;MASC;PL
鄧	deng	鄧	deng	PROPN	N;NOM;MASC;SG
機械	mehanska	機械	mehanski	N	ADJ;NOM;FEM;SG
機械	mehansko	機械	mehanski	N	ADV
機械	mehanski	機械	mehanski	N	ADJ;NOM;MASC;PL
機械	mehanske	機械	mehanski	N	ADJ;NOM;FEM;PL
爭議	spornih	爭議	sporen	N	ADJ;GEN;MASC;PL
爭議	sporni	爭議	sporniti	N	ADJ;NOM;MASC;SG
爭議	sporna	爭議	sporen	N	ADJ;NOM;FEM;SG
爭議	sporno	爭議	sporen	N	ADJ;NOM;NEUT;SG
爭議	sporne	爭議	sporen	N	ADJ;NOM;FEM;PL
爭議	sporne	爭議	sporen	N	ADJ;NOM;FEM;PL
爭議	sporna	爭議	sporen	N	ADJ;NOM;FEM;SG
爭議	sporno	爭議	sporen	N	ADJ;NOM;NEUT;SG
爭議	sporen	爭議	sporen	N	ADJ;NOM;INDF;MASC;SG
發射	izstrelitev	發射	izstrelitev	V	N;NOM;FEM;SG
首先	prva	首先	prvi		ADJ;NOM;FEM;SG
首先	prvo	首先	prvi		ADJ;ACC;NEUT;SG
首先	prvi	首先	prvi		ADJ;NOM;MASC;PL
首先	najprej	首先	najprej		ADV;RL
入侵	invazijo	入侵	invazija	V	N;ACC;FEM;SG
入侵	invazija	入侵	invazija	V	N;NOM;FEM;SG
入侵	vpadov	入侵	vpada	V	N;GEN;MASC;PL
轉換	pretvorba	轉換	pretvorba	V	N;NOM;FEM;SG
轉換	preusmeritev	轉換	preusmeritev	V	N;NOM;FEM;SG
轉換	pretvorbe	轉換	pretvorba	V	N;NOM;FEM;PL
轉換	pretvarjanje	轉換	pretvarjanje	V	N;NOM;NEUT;SG
轉換	preoblikovanje	轉換	preoblikovanje	V	N;NOM;NEUT;SG
轉換	transformacije	轉換	transformacija	V	N;NOM;FEM;PL
轉換	preobrazba	轉換	preobrazba	V	N;NOM;FEM;SG
疑似	sum	疑似	sum	V	N;NOM;MASC;SG
唱	poj	唱	poj	N	ADV
蕭	shaw	蕭	shaw	PROPN	
監督	nadzorovano	監督	nadzorovan	N	ADJ;NOM;NEUT;SG;V.PTCP
監督	nadzorovana	監督	nadzorovan	N	ADJ;NOM;FEM;SG;V.PTCP
監督	nadzorovan	監督	nadzorovan	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
監督	nadzorovani	監督	nadzorovan	N	ADJ;NOM;MASC;PL;V.PTCP
軌道	orbitalni	軌道	orbitalen	N	ADJ;NOM;MASC;PL
軌道	sledi	軌道	slediti	N	V;IPFV;IND;SG;3;PRS;FIN
今日	danes	今日	danes	N	ADV
狼	wolf	狼	wolf	N	PROPN;NOM;MASC;SG
狼	volčji	狼	volčja	N	ADJ;NOM;DEF;CMPR;MASC;SG
尼斯	lep	尼斯	lep	PROPN	ADJ;NOM;INDF;MASC;SG
尼斯	prijetno	尼斯	prijeten	PROPN	ADJ;NOM;NEUT;SG
尼斯	lepo	尼斯	lep	PROPN	ADJ;NOM;NEUT;SG
沿	vzdolž	沿	vzdolž	N	ADV
南極	antarktiki	南極	antarktika	PROPN	N;DAT;FEM;SG
南極	antarktiko	南極	antarktika	PROPN	N;ACC;FEM;SG
綜合	sintezo	綜合	sinteza	V	N;ACC;FEM;SG
廣播	oddaja	廣播	oddajati	N	V;IPFV;IND;SG;3;PRS;FIN
河畔	nad	河畔	nad	N	ADP;INS
比例	sorazmeren	比例	sorazmeren	N	ADJ;NOM;INDF;MASC;SG
比例	sorazmerna	比例	sorazmeren	N	ADJ;NOM;FEM;SG
比例	sorazmerno	比例	sorazmerno	N	ADV
比例	sorazmerni	比例	sorazmeren	N	ADJ;NOM;MASC;PL
側	bočni	側	bočen	N	ADJ;NOM;MASC;SG
側	bočna	側	bočen	N	ADJ;NOM;FEM;SG
側	bočno	側	bočno	N	ADV
怡	jardine	怡	jardina	PROPN	N;NOM;FEM;PL
它們	so	它	biti	PRO;PL;3	V;IND;PL;3;POS;PRS;FIN
鍾	ura	鍾	ura	PROPN	N;NOM;FEM;SG
廖	liao	廖	liaa	PROPN	N;NOM;MASC;SG
飛行	leteči	飛行	leteč	V	ADJ;NOM;MASC;SG;V.PTCP
飛行	letenje	飛行	letenje	V	N;NOM;NEUT;SG
飛行	polet	飛行	polet	V	N;NOM;MASC;SG
飛行	let	飛行	leto	V	N;GEN;NEUT;PL
統一	enotno	統一	enoten	V	ADJ;NOM;NEUT;SG
統一	enotna	統一	enoten	V	ADJ;NOM;FEM;SG
統一	enotnost	統一	enotnost	V	N;NOM;FEM;SG
統一	enotnosti	統一	enotnost	V	N;GEN;FEM;SG
冬	zimska	冬	zimski	N	ADJ;NOM;FEM;SG
冬	zimsko	冬	zimski	N	ADJ;NOM;NEUT;SG
恢復	obnovi	恢復	obnova	V	N;DAT;FEM;SG
恢復	obnovitev	恢復	obnovitev	V	N;NOM;FEM;SG
恢復	obnavljanje	恢復	obnavljanje	V	N;NOM;NEUT;SG
恢復	obnova	恢復	obnova	V	N;NOM;FEM;SG
恢復	obnovo	恢復	obnova	V	N;ACC;FEM;SG
恢復	predelava	恢復	predelava	V	N;NOM;FEM;SG
恢復	okrevanje	恢復	okrevanje	V	N;NOM;NEUT;SG
恢復	vračilo	恢復	vračilo	V	N;NOM;NEUT;SG
綠	zeleno	綠	zelen	N	ADV
綠	zelene	綠	zelen	N	ADJ;NOM;FEM;PL
綠	green	綠	green	N	
綠	zeleni	綠	zelen	N	ADJ;NOM;DEF;MASC;SG
綠	zelena	綠	zelen	N	ADJ;NOM;FEM;SG
退役	razgradnja	退役	razgradnja	V	N;NOM;FEM;SG
退役	upokojeni	退役	upokojen	V	ADJ;NOM;DEF;MASC;SG
退役	upokojen	退役	upokojen	V	ADJ;NOM;INDF;MASC;SG
退役	dotrajanosti	退役	dotrajanost	V	N;GEN;FEM;SG
住宅	stanovanjske	住宅	stanovanjski	N	ADJ;NOM;FEM;PL
住宅	stanovanjska	住宅	stanovanjski	N	ADJ;NOM;FEM;SG
住宅	stanovanjsko	住宅	stanovanjski	N	ADJ;NOM;NEUT;SG
住宅	stanovanjskih	住宅	stanovanjski	N	ADJ;GEN;MASC;PL
住宅	stanovanjski	住宅	stanovanjski	N	ADJ;NOM;MASC;PL
伊朗	iranu	伊朗	iran	PROPN	N;DAT;MASC;SG
伊朗	irana	伊朗	iran	PROPN	N;GEN;MASC;SG
伊朗	iran	伊朗	iran	PROPN	PROPN;NOM;MASC;SG
伊朗	iranski	伊朗	iranski	PROPN	ADJ;NOM;MASC;SG
伊朗	iransko	伊朗	iranski	PROPN	ADJ;NOM;NEUT;SG
莊	bankir	莊	bankir	PROPN	N;NOM;MASC;SG
混合	hibridni	混合	hibriden	V	ADJ;NOM;DEF;MASC;SG
混合	križanec	混合	križanec	V	N;NOM;MASC;SG
混合	hibrid	混合	hibrid	V	N;NOM;MASC;SG
混合	mix	混合	mix	V	
混合	mešanica	混合	mešanica	V	N;NOM;FEM;SG
混合	mešanje	混合	mešanje	V	N;NOM;NEUT;SG
混合	mešani	混合	mešan	V	ADJ;NOM;MASC;SG;V.PTCP
混合	mešana	混合	mešan	V	ADJ;NOM;FEM;SG;V.PTCP
混合	mešane	混合	mešan	V	ADJ;NOM;FEM;PL;V.PTCP
混合	mešano	混合	mešan	V	ADJ;NOM;NEUT;SG;V.PTCP
混合	mešanica	混合	mešanica	V	N;NOM;FEM;SG
混合	mešanje	混合	mešanje	V	N;NOM;NEUT;SG
上海	šanghaju	上海	šanghaj	PROPN	N;DAT;MASC;SG
上海	šanghaj	上海	šanghaj	PROPN	N;NOM;MASC;SG
莫斯科	moskvi	莫斯科	moskv	PROPN	PROPN;NOM;FEM;SG
莫斯科	moskva	莫斯科	moskva	PROPN	PROPN;NOM;FEM;SG
希臘	grški	希臘	grški	PROPN	ADJ;NOM;MASC;SG
希臘	grško	希臘	grški	PROPN	ADJ;NOM;NEUT;SG
希臘	grk	希臘	grk	PROPN	N;NOM;MASC;SG
希臘	grška	希臘	grški	PROPN	ADJ;NOM;FEM;SG
希臘	grčija	希臘	grčija	PROPN	N;NOM;FEM;SG
法案	bill	法案	biti	N	PROPN;NOM;MASC;SG
被	prisiljeni	被	prisiljen	V;PASS	ADJ;NOM;MASC;PL;V.PTCP
被	prisiljen	被	prisiljen	V;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
被	prisiljena	被	prisiljen	V;PASS	ADJ;NOM;FEM;SG;V.PTCP
被	prisilno	被	prisilno	V;PASS	ADV
湖北	hubei	湖北	hubeti	PROPN	
合成	sintetične	合成	sintetičen	N	ADJ;NOM;FEM;PL
合成	sintetična	合成	sintetičen	N	ADJ;NOM;FEM;SG
合成	sintetični	合成	sintetičen	N	ADJ;NOM;MASC;SG
合成	sintetičnih	合成	sintetičen	N	ADJ;GEN;MASC;PL
合成	sestavljeni	合成	sestavljen	N	ADJ;NOM;MASC;PL;V.PTCP
合成	sestavljena	合成	sestavljen	N	ADJ;NOM;FEM;SG;V.PTCP
合成	sestavljeno	合成	sestavljen	N	ADJ;NOM;NEUT;SG;V.PTCP
四十	forty	四十	forty	NUM	N;NOM;MASC;SG
鳥	bird	鳥	bird	N	
展示	prikaži	展示	prikažati	V	
展示	prikaz	展示	prikaz	V	N;NOM;MASC;SG
湘	xiang	湘	xiang	PROPN	N;NOM;MASC;SG
只要	le	只要	le	ADP	PART
只要	samo	只要	samo	ADP	PART
義大利	italija	義大利	italija	PROPN	N;NOM;FEM;SG
義大利	italijanske	義大利	italijanski	PROPN	ADJ;NOM;FEM;PL
義大利	italijanski	義大利	italijanski	PROPN	ADJ;NOM;MASC;SG
義大利	italijansko	義大利	italijanski	PROPN	ADJ;NOM;NEUT;SG
義大利	italijanska	義大利	italijanski	PROPN	ADJ;NOM;FEM;SG
義大利	italijan	義大利	italijan	PROPN	N;NOM;MASC;SG
讀	branje	讀	branje	V	N;NOM;NEUT;SG
讀	preberi	讀	prebrr	V	N;NOM;MASC;SG
讀	branje	讀	branje	V	N;NOM;NEUT;SG
成都	čengdu	成都	čengd	PROPN	N;NOM;MASC;SG
追	pregon	追	pregon	V	N;NOM;MASC;SG
追	chase	追	chas	V	N;NOM;MASC;SG
厚	debelo	厚	debel	PART	ADV
厚	debel	厚	debel	PART	ADJ;NOM;INDF;MASC;SG
厚	gosto	厚	gost	PART	ADV
厚	debela	厚	debela	PART	ADJ;NOM;FEM;SG
統治	vladavina	統治	vladavina	V	N;NOM;FEM;SG
統治	vladavino	統治	vladavina	V	N;ACC;FEM;SG
統治	vladanje	統治	vladanje	V	N;NOM;NEUT;SG
藩	področje	藩	področje	PROPN	N;NOM;NEUT;SG
部落	plemenski	部落	plemenski	N	ADJ;NOM;MASC;PL
圓	krog	圓	krog		N;NOM;MASC;SG
圓	krog	圓	krog		N;NOM;MASC;SG
圓	okrogla	圓	okrogel		ADJ;NOM;FEM;SG
圓	okrogle	圓	okrogel		ADJ;NOM;FEM;PL
圓	rundo	圓	rundo		N;ACC;FEM;SG
圓	okrogel	圓	okrogeti		ADJ;NOM;INDF;MASC;SG
圓	okroglo	圓	okrogel		ADJ;NOM;NEUT;SG
幫助	pomagaj	幫助	pomagaj	V	N;ACC;MASC;SG
幫助	pomoč	幫助	pomoč	V	N;NOM;FEM;SG
連結	povezovanje	連結	povezovanje	V	N;NOM;NEUT;SG
連結	link	連結	linka	V	N;NOM;MASC;SG
連結	povezava	連結	povezava	V	N;NOM;FEM;SG
設定	komplet	設定	komplet	V	N;NOM;MASC;SG
設定	nastavljanje	設定	nastavljanje	V	N;NOM;NEUT;SG
設定	nastavitev	設定	nastavitev	V	N;NOM;FEM;SG
設定	nastavitve	設定	nastavitev	V	N;NOM;FEM;PL
鳳	phoenix	鳳	phoenixa	PROPN	N;NOM;MASC;SG
假	lažno	假	lažen	N	ADJ;NOM;NEUT;SG
假	ponarejena	假	ponarejen	N	ADJ;NOM;FEM;SG;V.PTCP
假	lažno	假	lažen	N	ADJ;NOM;NEUT;SG
感	smiselno	感	smiseln	N	ADJ;NOM;NEUT;SG
方便	priročno	方便	priročen	V	ADJ;NOM;NEUT;SG
方便	priročna	方便	priročen	V	ADJ;NOM;FEM;SG
領	ovratnico	領	ovratnica		N;ACC;FEM;SG
領	ovratnik	領	ovratnik		N;NOM;MASC;SG
合理	razumen	合理	razumen	N	ADJ;NOM;INDF;MASC;SG
挪威	norveško	挪威	norveški	PROPN	ADJ;NOM;NEUT;SG
挪威	norveške	挪威	norveški	PROPN	ADJ;NOM;FEM;PL
挪威	norveška	挪威	norveški	PROPN	ADJ;NOM;FEM;SG
挪威	norveški	挪威	norveški	PROPN	ADJ;NOM;DEF;MASC;SG
挪威	norveško	挪威	norveški	PROPN	ADJ;NOM;NEUT;SG
挪威	norveška	挪威	norveški	PROPN	ADJ;NOM;FEM;SG
勇	yong	勇	yong	N	PROPN;NOM;MASC;SG
所	lokacija	所	lokacija	ADV	N;NOM;FEM;SG
所	lokacijo	所	lokacija	ADV	N;ACC;FEM;SG
解釋	razlage	解釋	razlaga	V	N;NOM;FEM;PL
解釋	obrazložitev	解釋	obrazložitev	V	N;NOM;FEM;SG
解釋	obrazložitve	解釋	obrazložitev	V	N;NOM;FEM;PL
解釋	pojasnila	解釋	pojasnilo	V	N;NOM;NEUT;PL
解釋	pojasnilo	解釋	pojasniti	V	N;NOM;NEUT;SG
解釋	obrazložitev	解釋	obrazložitev	V	N;NOM;FEM;SG
解釋	razlaga	解釋	razlagati	V	N;NOM;FEM;SG
十九	nineteen	十九	nineteen	NUM	N;NOM;MASC;SG
批評	kritika	批評	kritika	V	N;NOM;FEM;SG
批評	kritiko	批評	kritika	V	N;ACC;FEM;SG
批評	kritik	批評	kritik	V	N;NOM;MASC;SG
批評	kritike	批評	kritika	V	N;NOM;FEM;PL
批評	kritik	批評	kritik	V	N;NOM;MASC;SG
批評	kritike	批評	kritika	V	N;NOM;FEM;PL
太子	prince	太子	prince	N	
狗	dog	狗	dog	N	
狗	pasja	狗	pasja	N	ADJ;NOM;FEM;SG
狗	pasji	狗	pasja	N	ADJ;NOM;MASC;SG
富士	fuji	富士	fuja	PROPN	N;NOM;MASC;SG
阿根廷	argentina	阿根廷	argentina	PROPN	N;NOM;FEM;SG
阿根廷	argentino	阿根廷	argentina	PROPN	N;ACC;FEM;SG
當選	izvoljeni	當選	izvoljen	V	ADJ;NOM;MASC;PL;V.PTCP
當選	izvoljen	當選	izvoljen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
當選	izvoljena	當選	izvoljen	V	ADJ;NOM;FEM;SG;V.PTCP
創	tron	創	trona		N;NOM;MASC;SG
計算	izračunavanje	計算	izračunavanje	V	N;NOM;NEUT;SG
計算	računalništvo	計算	računalništvo	V	N;NOM;NEUT;SG
計算	izračun	計算	izračun	V	N;NOM;MASC;SG
計算	izračuni	計算	izračun	V	N;NOM;MASC;PL
碧	bea	碧	bea	PROPN	PROPN;NOM;MASC;SG
一	dan	一	dan	NUM	N;NOM;MASC;SG
一	day	一	day	NUM	
廣州	guangzhou	廣州	guangho	PROPN	N;NOM;MASC;SG
食用	užitno	食用	užitno	V	ADJ;NOM;NEUT;SG
