fundamentala	fundamentales	fundamental	fundamental	ADJ;DEF;FEM;SG	ADJ;PL
intrand	ingresando	intrand	ingresar		V;V.MSDR
indiei	india	indie	india	PROPN;DEF;FEM;SG	N;FEM;SG
keith	keith	keith	keith	PROPN	PROPN
asigurata	aseguradas	asigurat	asegurado	ADJ;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
asigurata	asegurados	asigurat	asegurado	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
emise	emitidos	emite	emitido	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
emise	expedido	emite	expedir	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
emise	expedida	emite	expedido	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
emise	emitido	emite	emitido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
campionatele	campeonato	campionat	campeonato	N;DEF;FEM;PL	N;MASC;SG
louisiana	luisiana	louisiană	luisiano	N;DEF;FEM;SG	ADJ;FEM;SG
organ	órganos	organ	órgano	N;INDF;MASC;SG	N;MASC;PL
hotelul	hoteles	hotel	hotel	N;DEF;MASC;SG	N;MASC;PL
cald	hot	cald	hot	ADJ;INDF;MASC;SG	N
cald	calientes	cald	caliente	ADJ;INDF;MASC;SG	ADJ;PL
cald	calor	cald	calor	ADJ;INDF;MASC;SG	N;MASC;SG
adanc	profundo	adanc	profundo		ADJ;MASC;SG
adanc	profunda	adanc	profundo		ADJ;FEM;SG
adanc	deep	adanc	deep		N
adanc	profundo	adanc	profundo		ADJ;MASC;SG
adanc	profunda	adanc	profundo		ADJ;FEM;SG
adanc	deep	adanc	deep		N
salvare	rescatar	salvare	rescatar	N;INDF;FEM;SG	V;NFIN
vacanta	feriado	vacanta	feriado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
vacanta	vacaciones	vacanta	vacaciones	N;DEF;FEM;SG	N;FEM;PL
vacanta	festivo	vacanta	festivo	N;DEF;FEM;SG	ADJ;MASC;SG
vacanta	vacaciones	vacanta	vacaciones	N;DEF;FEM;SG	N;FEM;PL
vacanta	vacaciones	vacanta	vacaciones	N;DEF;FEM;SG	N;FEM;PL
vacanta	feriado	vacanta	feriado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
vacanta	vacaciones	vacanta	vacaciones	N;DEF;FEM;SG	N;FEM;PL
vacanta	festivo	vacanta	festivo	N;DEF;FEM;SG	ADJ;MASC;SG
vacanta	vacaciones	vacanta	vacaciones	N;DEF;FEM;SG	N;FEM;PL
malta	malta	malta	malta	PROPN	N;FEM;SG
radical	radical	radical	radical	ADV	ADJ;SG
radical	radicales	radical	radical	ADV	ADJ;PL
renault	renault	renault	renault	PROPN	N;MASC;SG
sierra	sierra	sierră	sierra	PROPN	N;FEM;SG
specializate	especializado	specializat	especializado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
specializate	especializada	specializat	especializado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
specializate	especializado	specializat	especializado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
specializate	especializada	specializat	especializado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
dificultati	dificultad	dificultati	dificultad		N;FEM;SG
dificultati	dificultades	dificultati	dificultad		N;FEM;PL
dificultati	dificultad	dificultati	dificultad		N;FEM;SG
dificultati	dificultades	dificultati	dificultad		N;FEM;PL
grove	grove	grov	grove	PROPN	N;MASC;SG
grove	arboleda	grov	arboleda	PROPN	N;FEM;SG
studios	studios	studios	studio	N;INDF;MASC;SG	N;MASC;PL
studios	estudios	studios	estudio	N;INDF;MASC;SG	N;MASC;PL
vieti	vive	vieti	vivir		V;IND;SG;3;PRS;FIN
vieti	vidas	vieti	vida		N;FEM;PL
vieti	vive	vieti	vivir		V;IND;SG;3;PRS;FIN
vieti	vidas	vieti	vida		N;FEM;PL
oferind	ofrenda	oferi	ofrenda	V;V.MSDR	N;FEM;SG
oferind	ofrecimiento	oferi	ofrecimiento	V;V.MSDR	N;MASC;SG
letonia	letonia	letonie	letoniar	PROPN	N;FEM;SG
islanda	islandia	islanda	islandia	PROPN	ADJ;FEM;SG
hanovra	hanover	hanovră	hanover	PROPN	N;MASC;SG
hanovra	hannover	hanovră	hannover	PROPN	N;MASC;SG
hanovra	hannover	hanovră	hannover	PROPN	N;MASC;SG
silva	silva	silvă	silva	PROPN	N;MASC;SG
democratic	democráticamente	democratic	democráticamente	ADJ;INDF;MASC;SG	ADV
democratic	democráticos	democratic	democrático	ADJ;INDF;MASC;SG	ADJ;MASC;PL
distinge	distinguen	distinge	distinguir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
chalukya	chalukya	chalukya	chalukya	PROPN	
vrei	quiero	vrea	querer	V;IND;SG;2;PRS;FIN	V;IND;SG;1;PRS;FIN
vrei	want	vrea	want	V;IND;SG;2;PRS;FIN	N
vrei	quieren	vrea	querer	V;IND;SG;2;PRS;FIN	V;IND;PL;3;PRS;FIN
strategice	estratégico	strategic	estratégico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
strategice	estratégica	strategic	estratégico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
utilizand	usando	utiliza	usar	ADV	V;V.MSDR
utilizand	utilizando	utiliza	utilizar	ADV	V;V.MSDR
numeric	numérico	numeric	numérico	ADV	ADJ;MASC;SG
numeric	numéricos	numeric	numérico	ADV	ADJ;MASC;PL
numeric	numérica	numeric	numérico	ADV	ADJ;FEM;SG
simte	feel	simți	feel	V;IND;SG;3;PRS;FIN	N
simte	siento	simți	sentir	V;IND;SG;3;PRS;FIN	V;IND;SG;1;PRS;FIN
lloyd	lloyd	lloyd	lloyd	PROPN	PROPN
oldenburg	oldenburg	oldenburg	oldenburg	PROPN	N;MASC;SG
controverse	polémica	controversă	polémica	N;INDF;FEM;PL	N;FEM;SG
controverse	controversia	controversă	controversia	N;INDF;FEM;PL	N;FEM;SG
bordeaux	bordeaux	bordeaux	bordeaux	PROPN	N;MASC;SG
bordeaux	burdeos	bordeaux	burdeo	PROPN	N;MASC;PL
jay	jay	jay	jayto	PROPN	PROPN
aventuri	aventura	avent	aventura	N;INDF;FEM;PL	N;FEM;SG
autoritati	autoridades	autoritati	autoridad		N;FEM;PL
estimare	estimaciones	estimare	estimación	N;INDF;FEM;SG	N;FEM;PL
estimare	estimado	estimare	estimado	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
estimare	estimar	estimare	estimar	N;INDF;FEM;SG	V;NFIN
comparativ	comparativo	comparativ	comparativo	ADV	ADJ;MASC;SG
comparativ	comparado	comparativ	comparado	ADV	ADJ;MASC;SG;V.PTCP
comparativ	comparativas	comparativ	comparativo	ADV	ADJ;FEM;PL
comparativ	comparativa	comparativ	comparativo	ADV	N;FEM;SG
comparativ	comparadas	comparativ	comparado	ADV	ADJ;FEM;PL;V.PTCP
comparativ	comparado	comparativ	comparado	ADV	ADJ;MASC;SG;V.PTCP
comparativ	comparó	comparativ	comparar	ADV	V;IND;SG;3;PST;FIN
comparativ	comparados	comparativ	comparado	ADV	ADJ;MASC;PL;V.PTCP
islamice	islámico	islamic	islámico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
islamice	islámica	islamic	islámico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
salt	salta	salt	salta	N;INDF;MASC;SG	
salt	saltar	salt	saltar	N;INDF;MASC;SG	V;NFIN
tensiune	tensiones	tensiune	tensión	N;INDF;FEM;SG	N;FEM;PL
lycosa	lycosa	lycosa	lícoso	N;DEF;FEM;SG	ADJ;FEM;SG
pius	pío	pius	pío	PROPN	PROPN
pius	pio	pius	pio	PROPN	
traiasca	vivir	traiască	vivir	N;DEF;FEM;SG	V;NFIN
traiasca	vive	traiască	vivir	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
exprimate	reparto	exprima	reparto	ADJ;INDF;FEM;PL	N;MASC;SG
exprimate	elenco	exprima	elenco	ADJ;INDF;FEM;PL	N;MASC;SG
exprimate	expresada	exprima	expresado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
exprimate	expresó	exprima	expresar	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
exprimate	expresado	exprima	expresado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
romeo	romeo	romeo	romeo	PROPN	N;MASC;SG
concomitent	concomitante	concomitent	concomitante	ADV	ADJ;SG
concomitent	concomitantes	concomitent	concomitante	ADV	N;PL
recenta	recientes	recent	reciente	ADJ;DEF;FEM;SG	ADJ;PL
recenta	recientes	recent	reciente	ADJ;DEF;FEM;SG	ADJ;PL
trenul	trenes	tren	tren	N;DEF;MASC;SG	N;MASC;PL
trenul	entrenar	tren	entrenar	N;DEF;MASC;SG	V;NFIN
bate	beat	bate	beat	V;IND;SG;3;PRS;FIN	N
bate	ritmos	bate	ritmo	V;IND;SG;3;PRS;FIN	N;MASC;PL
bate	latidos	bate	latido	V;IND;SG;3;PRS;FIN	N;MASC;PL
bate	murciélagos	bate	murciélago	V;IND;SG;3;PRS;FIN	N;MASC;PL
propuse	propuesto	propus	propuesto	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
propuse	propuesta	propus	propuesta	ADJ;INDF;FEM;PL	N;FEM;SG
propuse	proponía	propus	proponer	ADJ;INDF;FEM;PL	V;IND;SG;3;IPFV;FIN
propuse	propuestas	propus	propuesta	ADJ;INDF;FEM;PL	N;FEM;PL
propuse	propuso	propus	proponer	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
manuscris	manuscritos	manuscris	manuscrito	N;INDF;MASC;SG	N;MASC;PL
tanc	tanques	tanc	tanque	N;INDF;MASC;SG	N;MASC;PL
veliko	veliko	veliko	veliko	PROPN	N;MASC;SG
zguduit	sacudió	zguduit	sacudir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
zguduit	sacudió	zguduit	sacudir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
bolnav	enfermas	bolnav	enferma	ADJ;INDF;MASC;SG	ADJ;FEM;PL
bolnav	enfermos	bolnav	enfermo	ADJ;INDF;MASC;SG	N;MASC;PL
nguyen	nguyen	nguyen	nguir	PROPN	N
afecteaza	afecta	afecta	afectar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
afecteaza	afectan	afecta	afectar	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
afecteaza	afecta	afecta	afectar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
afecteaza	afecta	afecta	afectar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
nigeria	nigeria	nigerie	nigeria	PROPN	N;FEM;SG
gust	degustar	gust	degustar	N;INDF;MASC;SG	V;NFIN
gust	gustos	gust	gusto	N;INDF;MASC;SG	N;MASC;PL
gilbert	gilbert	gilbert	gilbert	N;INDF;MASC;SG	PROPN
allah	allah	allah	allah		N;SG
allah	alá	allah	alá		N;MASC;SG
joan	juan	joan	juan	PROPN	PROPN
joan	joan	joan	joan	PROPN	PROPN
joan	juana	joan	juana	PROPN	N;FEM;SG
bor	boro	bor	boro		N;MASC;SG
györgy	györgy	györgy	györgy	PROPN	PROPN
gabrovo	gabrovo	gabrovo	gabrovo	N;INDF;MASC;SG	
strategic	estratégicamente	strategic	estratégicamente	ADJ;INDF;MASC;SG	ADV
strategic	estratégicos	strategic	estratégico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
strategic	estratégicas	strategic	estratégico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
privit	observados	privi	observado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
privit	miraba	privi	mirar	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
dennis	dennis	dennis	denni	PROPN	PROPN
miami	miami	miam	miami	PROPN	PROPN
lang	lang	lang	lang	PROPN	PROPN
bugetul	presupuestos	buget	presupuesto	N;DEF;MASC;SG	N;MASC;PL
matthew	matthew	matthew	matthew	PROPN	PROPN
matthew	mateo	matthew	mateo	PROPN	PROPN
wisconsin	wisconsin	wisconsin	wisconsin	PROPN	N;MASC;SG
sunete	suena	sunet	sonar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
cablu	cables	cablu	cable	N;INDF;MASC;SG	N;MASC;PL
autonom	autónomas	autonom	autónomo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
autonom	autonomía	autonom	autonomía	ADJ;INDF;MASC;SG	N;FEM;SG
autonom	autónomos	autonom	autónomo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
lucas	lucas	lucas	luca	PROPN	N;FEM;PL
justin	justin	justin	justin		PROPN
laurent	laurent	laurent	laurent	PROPN	PROPN
lingvistice	lingüístico	lingvistic	lingüístico	N;INDF;FEM;PL	ADJ;MASC;SG
northern	norte	northern	norte	PROPN	N;MASC;SG
northern	septentrional	northern	septentrional	PROPN	ADJ;SG
northern	northern	northern	northern	PROPN	N
northern	norteña	northern	norteño	PROPN	ADJ;FEM;SG
zaharia	zacarías	zaharia	zacaría	N;DEF;FEM;SG	V;COND;SG;3;FIN
caussols	caussols	caussols	caussols		PROPN
marx	marx	marx	marx	PROPN	N;MASC;SG
aprox	aprox	aprox	aprox	N;INDF;MASC;SG	
gandirea	pensando	gandire	pensar	N;DEF;FEM;SG	V;V.MSDR
gandirea	pensar	gandire	pensar	N;DEF;FEM;SG	V;NFIN
esential	esenciales	esential	esencial	ADJ;INDF;MASC;SG	ADJ;PL
esential	imprescindibles	esential	imprescindible	ADJ;INDF;MASC;SG	ADJ;PL
esential	esenciales	esential	esencial	ADJ;INDF;MASC;SG	ADJ;PL
esential	imprescindibles	esential	imprescindible	ADJ;INDF;MASC;SG	ADJ;PL
consecutive	consecutivo	consecutiv	consecutivo	ADJ;INDF;FEM;PL	ADJ;MASC;SG
consecutive	consecutiva	consecutiv	consecutivo	ADJ;INDF;FEM;PL	ADJ;FEM;SG
navarra	navarra	navarra	navarra	PROPN	ADJ;FEM;SG
asimov	asimov	asimov	asimov	PROPN	N;MASC;SG
carnivore	carnívoro	carnivor	carnívoro	N;INDF;FEM;PL	ADJ;MASC;SG
repere	destacadas	repere	destacado	N;INDF;FEM;PL	ADJ;FEM;PL;V.PTCP
repere	destaca	repere	destacar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
repere	destacados	repere	destacado	N;INDF;FEM;PL	ADJ;MASC;PL;V.PTCP
singapore	singapur	singapore	singapur	N;INDF;FEM;PL	N;MASC;SG
interpreta	interpreta	interpreta	interpretar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
acoperire	revestimientos	acoperire	revestimiento	N;INDF;FEM;SG	N;MASC;PL
acoperire	cubierta	acoperire	cubierto	N;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
acoperire	cubrir	acoperire	cubrir	N;INDF;FEM;SG	V;NFIN
acoperire	coberturas	acoperire	cobertura	N;INDF;FEM;SG	N;FEM;PL
wells	pozos	wells	pozo	PROPN	N;MASC;PL
wells	wells	wells	wells	PROPN	N;SG
pasare	aves	pasar	ave	N;INDF;FEM;SG	N;FEM;PL
pasare	aves	pasar	ave	N;INDF;FEM;SG	N;FEM;PL
ocazional	ocasionales	ocazional	ocasional	ADV	ADJ;PL
ocazional	ocasional	ocazional	ocasional	ADV	ADJ;SG
dedesubt	debajo	dedesubt	debajo		ADV
dedesubt	debajo	dedesubt	debajo		ADV
dedesubt	abajo	dedesubt	abajo		ADV
springs	muelles	springs	muelle	N;INDF;MASC;SG	N;MASC;PL
springs	springs	springs	springs	N;INDF;MASC;SG	N;MASC;PL
springs	resortes	springs	resorte	N;INDF;MASC;SG	N;MASC;PL
springs	manantiales	springs	manantial	N;INDF;MASC;SG	N;MASC;PL
detaliate	detallada	detalia	detallado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
detaliate	detallado	detalia	detallado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
estimat	estimados	estima	estimado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
estimat	estimación	estima	estimación	ADJ;INDF;MASC;SG	N;FEM;SG
derivate	derivada	derivat	derivado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
derivate	derivado	derivat	derivado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
derivate	derivada	derivat	derivado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
derivate	derivado	derivat	derivado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
liban	líbano	liban	líbano	PROPN	N;MASC;SG
gov	gov	gov	gov	N;INDF;MASC;SG	
béla	bela	bcla	bela	PROPN	N;MASC;SG
béla	béla	bcla	béla	PROPN	N;MASC;SG
aparand	aparecer	aparand	aparecer		V;NFIN
aparand	apareciendo	aparand	aparecer		V;V.MSDR
aparand	defendiendo	aparand	defender		V;V.MSDR
aparand	defender	aparand	defender		V;NFIN
emma	emma	emma	emma	PROPN	N;FEM;SG
persana	persas	persană	persa	N;DEF;FEM;SG	N;PL
doyle	doyle	doylu	doyle	PROPN	N;SG
efectuarea	hacer	efectuare	hacer	N;DEF;FEM;SG	V;NFIN
efectuarea	haciendo	efectuare	hacer	N;DEF;FEM;SG	V;V.MSDR
efectuarea	realizar	efectuare	realizar	N;DEF;FEM;SG	V;NFIN
efectuarea	realizando	efectuare	realizar	N;DEF;FEM;SG	V;V.MSDR
organe	órgano	organ	órgano	N;INDF;FEM;PL	N;MASC;SG
goethe	goethe	goethe	goethe	PROPN	N;MASC;SG
aug	agosto	augi	agosto		N
bobby	bobby	bobby	bobby	PROPN	PROPN
sever	severas	sever	severo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
bretagne	bretagne	bretagnu	bretagne	PROPN	N;FEM;SG
cameron	cameron	cameron	camer	PROPN	N;MASC;SG
decisiv	decisivos	decisiv	decisivo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
salbatice	wild	salbatic	wild	ADJ;INDF;FEM;PL	N
salbatice	silvestre	salbatic	silvestre	ADJ;INDF;FEM;PL	ADJ;SG
salbatice	silvestres	salbatic	silvestre	ADJ;INDF;FEM;PL	N;FEM;PL
salbatice	salvajes	salbatic	salvaje	ADJ;INDF;FEM;PL	N;PL
salbatice	salvaje	salbatic	salvaje	ADJ;INDF;FEM;PL	ADJ;SG
averea	riquezas	avere	riqueza	N;DEF;FEM;SG	N;FEM;PL
practicat	practicó	practica	practicar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
dati	dar	da	dar		V;NFIN
tinta	blanco	tinta	blanco	N;DEF;FEM;SG	ADJ;MASC;SG
tinta	blanco	tinta	blanco	N;DEF;FEM;SG	ADJ;MASC;SG
nenumarate	sinnúmero	nenumarat	sinnúmero	ADJ;INDF;FEM;PL	N;MASC;SG
nenumarate	sinnúmero	nenumarat	sinnúmero	ADJ;INDF;FEM;PL	N;MASC;SG
vanzare	rebajas	vanzare	rebaja	N;INDF;FEM;SG	N;FEM;PL
vanzare	rebajas	vanzare	rebaja	N;INDF;FEM;SG	N;FEM;PL
cunostinta	conocido	cunostinta	conocido	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
cunostinta	conocidos	cunostinta	conocido	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
cunostinta	conocido	cunostinta	conocido	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
cunostinta	conocidos	cunostinta	conocido	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
mer	mer	mer	mer		N
automata	automática	automată	automático	N;DEF;FEM;SG	ADJ;FEM;SG
automata	automático	automată	automático	N;DEF;FEM;SG	ADJ;MASC;SG
refugiati	refugiados	refugia	refugiado	ADJ;INDF;MASC;PL	N;MASC;PL
refugiati	refugiado	refugia	refugiado	ADJ;INDF;MASC;PL	ADJ;MASC;SG;V.PTCP
refugiati	refugiados	refugia	refugiado	ADJ;INDF;MASC;PL	N;MASC;PL
refugiati	refugiado	refugia	refugiado	ADJ;INDF;MASC;PL	ADJ;MASC;SG;V.PTCP
dominat	dominados	domina	dominado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
dominat	dominadas	domina	dominado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
creasca	crecen	crească	crecer	N;DEF;FEM;SG	V;IND;PL;3;PRS;FIN
creasca	crecer	crească	crecer	N;DEF;FEM;SG	V;NFIN
creasca	crece	crească	crecer	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
rebel	rebeldes	rebel	rebelde	ADJ;INDF;MASC;SG	N;PL
uruguay	uruguay	uruguay	uruguay	PROPN	PROPN
pascal	pascal	pascal	pascal	N;INDF;MASC;SG	PROPN
iugoslaviei	yugoslavia	iugoslavie	yugoslavia	PROPN;DEF;FEM;SG	N;FEM;SG
damian	damian	damian	damian	PROPN	PROPN
damian	damián	damian	damián	PROPN	PROPN
preluarea	obteniendo	preluare	obtener	N;DEF;FEM;SG	V;V.MSDR
semneaza	señal	semneaza	señal	V;IND;SG;3;IPFV;FIN	N;FEM;SG
semneaza	firma	semneaza	firma	V;IND;SG;3;IPFV;FIN	N;FEM;SG
semneaza	signo	semneaza	signo	V;IND;SG;3;IPFV;FIN	N;MASC;SG
semneaza	firme	semneaza	firmar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
semneaza	señal	semneaza	señal	V;IND;SG;3;IPFV;FIN	N;FEM;SG
semneaza	firma	semneaza	firma	V;IND;SG;3;IPFV;FIN	N;FEM;SG
semneaza	signo	semneaza	signo	V;IND;SG;3;IPFV;FIN	N;MASC;SG
semneaza	firme	semneaza	firmar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
palermo	palermo	palermo	palermo	N;INDF;MASC;SG	
hugh	hugo	hugh	hugo	PROPN	N;MASC;SG
termica	térmicos	termica	térmico	N;DEF;FEM;SG	ADJ;MASC;PL
termica	térmico	termica	térmico	N;DEF;FEM;SG	ADJ;MASC;SG
termica	termal	termica	termal	N;DEF;FEM;SG	ADJ;SG
termica	térmica	termica	térmico	N;DEF;FEM;SG	ADJ;FEM;SG
laos	laos	laos	el	ADV	N;FEM;SG
argumentele	argumentación	argument	argumentación	N;DEF;FEM;PL	N;FEM;SG
fir	alambres	fir	alambre	N;INDF;MASC;SG	N;MASC;PL
fir	hilos	fir	hilo	N;INDF;MASC;SG	N;MASC;PL
localizata	localizados	localizat	localizar	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
mon	mon	mon	mon		N
square	cuadrada	square	cuadrado	N;INDF;MASC;SG	ADJ;FEM;SG
incet	despacito	incet	despacito		INTJ
incet	lentamente	incet	lentamente		ADV
call	llamada	call	llamado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
call	llame	call	llamar	N;INDF;MASC;SG	V;IMP;SG;3;FIN
call	llamar	call	llamar	N;INDF;MASC;SG	V;NFIN
call	llama	call	llamar	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
esentiale	imprescindible	esential	imprescindible	ADJ;INDF;FEM;PL	ADJ;SG
esentiale	indispensable	esential	indispensable	ADJ;INDF;FEM;PL	ADJ;SG
esentiale	esencial	esential	esencial	ADJ;INDF;FEM;PL	ADJ;SG
transferul	traslados	transfer	traslado	N;DEF;MASC;SG	N;MASC;PL
creatorul	creadora	creator	creador	N;DEF;MASC;SG	ADJ;FEM;SG
gibson	gibson	gibson	gibson	PROPN	N;MASC;SG
inconjurata	rodeados	inconjurat	rodeado	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
viktor	viktor	viktor	viktor	PROPN	N;MASC;SG
babes	nenas	babes	neno	N;INDF;MASC;SG	N;FEM;PL
babes	nenas	babes	neno	N;INDF;MASC;SG	N;FEM;PL
adulti	adultos	adult	adulto		N;MASC;PL
adulti	adulto	adult	adulto		ADJ;MASC;SG
adulti	adulta	adult	adultar		ADJ;FEM;SG
adulti	adultos	adult	adulto		N;MASC;PL
adulti	adultos	adult	adulto		N;MASC;PL
estadio	estadio	estadio	estadio	PROPN	N;MASC;SG
atribuita	atribuida	atribuit	atribuido	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
atribuita	atribuidas	atribuit	atribuido	N;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
atribuita	atribuidos	atribuit	atribuido	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
atribuita	atribuido	atribuit	atribuido	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
atribuita	atribuyó	atribuit	atribuir	N;DEF;FEM;SG	V;IND;SG;3;PST;FIN
atribuita	asignadas	atribuit	asignado	N;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
atribuita	asignada	atribuit	asignar	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
atribuita	asignado	atribuit	asignar	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
atribuita	asignados	atribuit	asignado	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
wood	maderas	wood	madera	PROPN	N;FEM;PL
wood	madera	wood	madera	PROPN	N;FEM;SG
wood	leña	wood	echar_leña	PROPN	N;FEM;SG
wood	wood	wood	wood	PROPN	N
geo	geo	geo	geo	N;INDF;MASC;SG	INTJ
coordonatele	coordinadas	coordonată	coordinado	N;DEF;FEM;PL	ADJ;FEM;PL;V.PTCP
coordonatele	coordina	coordonată	coordina	N;DEF;FEM;PL	V;IND;SG;3;PRS;FIN
johan	johan	johan	johar	PROPN	N;MASC;SG
santos	santos	santos	santo	PROPN	N;MASC;PL
armament	armamentos	armament	armamento	N;INDF;MASC;SG	N;MASC;PL
armament	armamentos	armament	armamento	N;INDF;MASC;SG	N;MASC;PL
credit	créditos	credit	crédito	N;INDF;MASC;SG	N;MASC;PL
simfonia	sinfónica	simfonie	sinfónico	N;DEF;FEM;SG	ADJ;FEM;SG
marcand	anotando	marcand	anotar		V;V.MSDR
marcand	puntuación	marcand	puntuación		N;FEM;SG
marcand	anotar	marcand	anotar		V;NFIN
visul	sueña	vis	soñar	N;DEF;MASC;SG	V;IND;SG;3;PRS;FIN
visul	ensueño	vis	ensueño	N;DEF;MASC;SG	ADJ;MASC;SG
visul	soñar	vis	soñar	N;DEF;MASC;SG	V;NFIN
eddie	eddie	eddie	eddie	PROPN	N;MASC;SG
pescuit	pesquerías	pescuit	pesquería	N;INDF;MASC;SG	N;FEM;PL
pescuit	pescar	pescuit	pescar	N;INDF;MASC;SG	V;NFIN
pescuit	pescando	pescuit	pescar	N;INDF;MASC;SG	V;V.MSDR
opozitia	oposiciones	opozitie	oposición	N;DEF;FEM;SG	N;FEM;PL
opozitia	opositores	opozitie	opositor	N;DEF;FEM;SG	N;MASC;PL
jorge	jorge	jorge	jorge	PROPN	PROPN
atribuite	atribuida	atribuit	atribuido	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
atribuite	atribuido	atribuit	atribuido	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
atribuite	atribuyó	atribuit	atribuir	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
atribuite	asignada	atribuit	asignar	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
atribuite	asignado	atribuit	asignar	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
bursa	becas	bursă	beca	N;DEF;FEM;SG	N;FEM;PL
bursa	becas	bursă	beca	N;DEF;FEM;SG	N;FEM;PL
dragomir	dragomir	dragomir	dragomir	PROPN	
