med	med	med	med	ADP	N;INAN;NOM;MASC;SG;POS
verksamhet	aktivitu	verksamhet	aktivita	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
verksamhet	aktivity	verksamhet	aktivita	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
lever	jater	leva	játra	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL;POS
lever	játra	leva	játra	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL;POS
minst	minimální	lite	minimální	ADV;RL	ADJ;NOM;MASC;SG;POS
minst	minimum	lite	minimum	ADV;RL	N;NOM;NEUT;SG;POS
minst	minimálně	lite	minimálně	ADV;RL	ADV;POS
adolf	adolf	adolf	adolf	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
adolf	adolf	adolf	adolf	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
albert	alberta	albert	albert	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
albert	albert	albert	albert	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
betyder	prostředky	betyda	prostředek	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL;POS
utflöde	odtoku	utflöda	odtok	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;SG;POS
ned	ned	ned	ned	ADV	PROPN;NOM;MASC;SG;POS
ned	neda	ned	neda	ADV	N;NOM;MASC;SG;POS
belgien	belgie	belgien	belgie	PROPN;NOM	PROPN;NOM;FEM;SG;POS
belgien	belgii	belgien	belgie	PROPN;NOM	PROPN;DAT;FEM;SG;POS
böcker	knih	bok	kniha	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL;POS
olof	olof	olof	olof	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
texas	texasu	texa	texas	PROPN;GEN	PROPN;INAN;GEN;MASC;SG;POS
texas	texas	texa	texas	PROPN;GEN	PROPN;INAN;NOM;MASC;SG;POS
victoria	viktorie	victoria	viktorie	PROPN;NOM	N;NOM;FEM;SG;POS
victoria	victorie	victoria	victorie	PROPN;NOM	N;NOM;FEM;SG;POS
victoria	victoria	victoria	victorium	PROPN;NOM	N;NOM;FEM;SG;POS
officiella	úředník	officiell	úředník	ADJ;NOM;PL	N;ANIM;NOM;MASC;SG;POS
officiella	oficiální	officiell	oficiální	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
officiella	úřední	officiell	úřední	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
rev	útesy	rev	útes	V;IMP;FIN;ACT	N;INAN;NOM;MASC;PL;POS
rev	rev	rev	rev	V;IMP;FIN;ACT	N;MASC;SG;POS
rev	útesu	rev	útes	V;IMP;FIN;ACT	N;INAN;GEN;MASC;SG;POS
rev	útes	rev	útes	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG;POS
långa	ling	lång	ling	ADJ;NOM;PL	PROPN;ANIM;NOM;MASC;SG;POS
långa	dlouho	lång	dlouho	ADJ;NOM;PL	ADV;POS
långa	dlouhá	lång	dlouhý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
långa	dlouhý	lång	dlouhý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;SG;POS
långa	dlouhé	lång	dlouhý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
heinrich	heinrich	heinrich	heinrich	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
fotbollsspelare	fotbalista	fotbollsspelare	fotbalista	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG;POS
solid	solidní	solid	solidní	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
solid	pevná	solid	pevný	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
solid	pevné	solid	pevný	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
solid	pevný	solid	pevný	N;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
slott	hrady	slott	hrad	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
familj	rodinný	familj	rodinný	N;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
familj	rodinná	familj	rodinný	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
familj	rodinné	familj	rodinný	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
huset	house	hus	house	N;NOM;DEF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
regeringen	kabinetu	regering	kabinet	N;NOM;DEF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
regeringen	vládou	regering	vláda	N;NOM;DEF;MASC+FEM;SG	N;INS;FEM;SG;POS
regeringen	vlády	regering	vláda	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
trummor	bicí	trummor	bicí	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;MASC;SG;POS
spel	hru	spel	hra	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG;POS
spel	hry	spel	hra	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL;POS
spel	hrách	spel	hra	N;NOM;INDF;NEUT;SG	N;DAT;FEM;PL;POS
aten	aténách	aten	atény	PROPN;NOM	N;DAT;FEM;PL;POS
svenskt	švédské	svensk	švédský	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
rad	rad	rad	rada	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;PL;POS
rad	řadě	rad	řada	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG;POS
sett	viděl	se	vidět	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
sett	viděli	se	vidět	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
johansson	johansson	johansson	johansson	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
hus	house	hus	house	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
hus	rody	hus	rod	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
hus	domy	hus	dům	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
långt	dlouhá	långt	dlouhý	ADV	ADJ;NOM;FEM;SG;POS
långt	dlouhý	långt	dlouhý	ADV	ADJ;ANIM;NOM;MASC;SG;POS
långt	dlouhé	långt	dlouhý	ADV	ADJ;NOM;NEUT;SG;POS
förlorade	ztracený	förlora	ztracený	ADJ;NOM;PL;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
förlorade	ztraceno	förlora	ztracený	ADJ;NOM;PL;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
förlorade	ztratil	förlora	ztratit	ADJ;NOM;PL;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
förlorade	ztracen	förlora	ztracený	ADJ;NOM;PL;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
förlorade	ztracená	förlora	ztracený	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
tio	tio	tio	tio	NUM;NOM	N;NOM;MASC;SG;POS
tio	desítka	tio	desítka	NUM;NOM	N;NOM;FEM;SG;POS
par	páry	par	pár	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
par	páry	par	pár	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
enbart	jen	enbart	jen	ADV	PART
enbart	jenom	enbart	jenom	ADV	PART
stefan	stephen	stefan	stephen	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
stefan	stephena	stefan	stephený	PROPN;NOM	N;ANIM;ACC;MASC;SG;POS
stefan	stefana	stefan	stefan	PROPN;NOM	N;ANIM;ACC;MASC;SG;POS
stefan	stefan	stefan	stefan	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
fast	uvízl	fast	uvíznout	ADV	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
fast	stanovena	fast	stanovený	ADV	ADJ;POS;V.PTCP;PASS
fast	pevná	fast	pevný	ADV	ADJ;NOM;FEM;SG;POS
fast	pevné	fast	pevný	ADV	ADJ;NOM;MASC;PL;POS
fast	fixní	fast	fixní	ADV	ADJ;NOM;MASC;SG;POS
åtta	eight	åtta	eight	NUM;NOM	N;NOM;MASC;SG;POS
åtta	osmička	åtta	osmička	NUM;NOM	N;NOM;FEM;SG;POS
arabiska	arabský	arabisk	arabský	N;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
arabiska	arabské	arabisk	arabský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
arabiska	arabský	arabisk	arabský	N;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
arabiska	arabské	arabisk	arabský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
arabiska	arabsky	arabisk	arabsky	N;NOM;INDF;MASC+FEM;SG	ADV;POS
santo	santo	santo	santo	N;NOM;INDF;NEUT;SG	PROPN;NOM;NEUT;SG;POS
bern	bern	bern	bern	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
bern	berne	bern	bernoe	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
tror	mysli	tro	mysl	V;IND;PRS;FIN;ACT	N;DAT;FEM;SG;POS
peru	peru	peru	per	PROPN;NOM	PROPN;NEUT;POS
djibouti	džibuti	djibouti	džibut	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL;POS
costa	costa	costa	costa	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
chef	vedoucí	chef	vedoucí	N;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
system	systému	system	systém	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;SG;POS
system	systémy	system	systém	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
system	systémů	system	systém	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;PL;POS
stöd	podporu	stöd	podpora	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG;POS
stöd	podporovat	stöd	podporovat	N;NOM;INDF;NEUT;SG	V;IPFV;POS;NFIN
stöd	podpořit	stöd	podpořit	N;NOM;INDF;NEUT;SG	V;PFV;POS;NFIN
gridcolor	gridcolor	gridcola	gridcolor	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
nilsson	nilsson	nilsson	nilsson	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
brukar	většinou	bruka	většinou	V;IND;PRS;FIN;ACT	ADV
brukar	obvykle	bruka	obvykle	V;IND;PRS;FIN;ACT	ADV;POS
innehåll	obsahu	innehåll	obsah	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;SG;POS
mellersta	střed	mellersta	střed	ADJ;NOM;DEF;RL	N;INAN;NOM;MASC;SG;POS
mellersta	střední	mellersta	střední	ADJ;NOM;DEF;RL	ADJ;NOM;MASC;SG;POS
mellersta	prostřední	mellersta	prostřední	ADJ;NOM;DEF;RL	ADJ;NOM;MASC;SG;POS
mellersta	ústřední	mellersta	ústřední	ADJ;NOM;DEF;RL	ADJ;NOM;MASC;SG;POS
mellersta	centrální	mellersta	centrální	ADJ;NOM;DEF;RL	ADJ;NOM;MASC;SG;POS
mellersta	centrála	mellersta	centrála	ADJ;NOM;DEF;RL	N;NOM;FEM;SG;POS
axel	rameno	axel	rameno	PROPN;NOM	N;NOM;NEUT;SG;POS
axel	axel	axel	axel	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
axel	nápravu	axel	náprava	PROPN;NOM	N;ACC;FEM;SG;POS
axel	náprava	axel	náprava	PROPN;NOM	N;NOM;FEM;SG;POS
axel	osy	axel	osa	PROPN;NOM	N;NOM;FEM;PL;POS
axel	osa	axel	osa	PROPN;NOM	N;NOM;FEM;SG;POS
axel	osu	axel	osu	PROPN;NOM	N;NOM;FEM;SG;POS
omfattar	kryty	omfatta	krytý	V;IND;PRS;FIN;ACT	ADJ;INAN;PL;POS;V.PTCP;PASS
ackumulerade	nahromaděné	ackumulera	nahromaděný	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
ackumulerade	kumulativní	ackumulera	kumulativní	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;POS
skolan	školy	skola	škola	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
skolan	školu	skola	škola	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG;POS
kontinent	kontinentu	kontinent	kontinent	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
roman	římské	roman	římský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;PL;POS
roman	roman	roman	roman	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
roman	římská	roman	římský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
stadium	stadionu	stadium	stadión	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;SG;POS
stadium	fázi	stadium	fáze	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG;POS
gränsen	hranici	gräns	hranice	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG;POS
dansk	dane	dansk	daň	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;POS
företag	obchod	företag	obchod	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
företag	obchodní	företag	obchodní	N;NOM;INDF;NEUT;PL	ADJ;NOM;MASC;SG;POS
företag	podnikání	företag	podnikání	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG;POS
företag	byznys	företag	byznys	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
företag	firma	företag	firma	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG;POS
företag	společnost	företag	společnost	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG;POS
företag	podnik	företag	podnik	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
företag	podnikání	företag	podnikání	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG;POS
företag	enterprise	företag	enterpris	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG;POS
startade	zahájena	starta	zahájený	V;IND;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
gunnar	gunnar	gunnar	gunnar	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
nere	down	nere	down	ADV	PROPN;NOM;MASC;SG;POS
nere	dolu	nere	důl	ADV	N;INAN;GEN;MASC;SG;POS
nere	dole	nere	důl	ADV	N;INAN;NOM;MASC;SG;POS
örebro	örebro	örebro	örebro	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
rom	řím	rom	řím	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
rom	rome	rom	rom	PROPN;NOM	PROPN;NOM;MASC;SG;POS
rom	rom	rom	rom	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
rom	rum	rom	rum	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
betydelse	důležitosti	betydelse	důležitost	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
betydelse	myšleno	betydelse	myšlený	N;NOM;INDF;MASC+FEM;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
plotarea	plotarea	plotare	plotarno	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
scalemajor	scalemajor	scalemajo	scalemajor	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
starkt	silná	stark	silný	ADV	ADJ;NOM;FEM;SG;POS
starkt	silné	stark	silný	ADV	ADJ;NOM;NEUT;SG;POS
starkt	silný	stark	silný	ADV	ADJ;INAN;NOM;MASC;SG;POS
johann	johann	johan	johann	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
insee	insee	insee	insee	V;IMP;FIN;ACT	PROPN;MASC;POS
textcolor	textcolor	textcola	textcolor	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
josé	josé	josé	josé	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
finska	finské	finsk	finský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
köpenhamn	kodani	köpenhamn	kodan	PROPN;NOM	N;DAT;FEM;SG;POS
köpenhamn	kodaň	köpenhamn	kodaň	PROPN;NOM	PROPN;NOM;FEM;SG;POS
skapa	vytvoření	skapa	vytvoření	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
skapa	vytváření	skapa	vytváření	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
skapa	vytvoření	skapa	vytvoření	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
skapa	vytváření	skapa	vytváření	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
musiker	hudebník	musik	hudebník	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG;POS
musiker	muzikant	musik	muzikant	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG;POS
sångare	zpěváci	sång	zpěvák	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL;POS
mont	mont	mont	mont	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
hem	doma	hem	doma	N;NOM;INDF;NEUT;SG	ADV
hem	domácí	hem	domácí	N;NOM;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;PL;POS
hem	domů	hem	domů	N;NOM;INDF;NEUT;SG	ADV
ursprung	původu	ursprung	původ	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;SG;POS
vet	know	veta	know	V;IND;PRS;FIN;ACT	N;FEM;SG;POS
polen	polsko	pol	polský	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
polen	polskem	pol	polsko	PROPN;NOM	PROPN;INS;NEUT;SG;POS
håller	držící	hålla	držící	V;IND;PRS;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
håller	držení	hålla	držení	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
håller	hospodářství	hålla	hospodářství	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
bulgarien	bulharsko	bulgarien	bulharský	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;NEUT;SG;POS
längs	podél	längs	podél	ADV	ADP;GEN
ordning	objednat	ordning	objednat	N;NOM;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
förslag	návrhů	förslag	návrh	N;NOM;INDF;NEUT;PL	N;INAN;GEN;MASC;PL;POS
förslag	návrh	förslag	návrh	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
förslag	návrh	förslag	návrh	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
förlag	vydavatele	förlag	vydavatel	N;NOM;INDF;NEUT;SG	N;ANIM;ACC;MASC;SG;POS
förlag	vydavatelé	förlag	vydavatel	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL;POS
parti	párty	parti	párt	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL;POS
parti	party	parti	part	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
parti	lot	parti	lot	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
singel	svobodná	singel	svobodný	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
singel	jednotné	singel	jednotný	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS
singel	svobodný	singel	svobodný	N;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
behöver	potřeba	behöva	potřeba	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;POS
behöver	potřeb	behöva	potřeba	V;IND;PRS;FIN;ACT	N;GEN;FEM;PL;POS
behöver	potřeby	behöva	potřeba	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
alfred	alfreda	alfred	alfreda	PROPN;NOM	N;ANIM;ACC;MASC;SG;POS
alfred	alfred	alfred	alfréd	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
jar	jar	ja	jar	N;NOM;INDF;NEUT;SG	N;GEN;NEUT;PL;POS
icke	non	icke	non	PART;NEG	PROPN;NOM;MASC;SG;POS
danska	dánský	dansk	dánský	N;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
danska	dánská	dansk	dánský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
danska	dánské	dansk	dánský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS
colorado	colorada	colorado	colorada	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
colorado	colorado	colorado	colorado	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
kali	kali	kali	kali	N	PROPN;ANIM;NOM;MASC;SG;POS
procent	procenta	procent	procento	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
procent	procenta	procent	procento	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
procent	procenta	procent	procento	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
ernst	ernst	ernst	ernst	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
live	živé	live	živý	N;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS
live	živá	live	živý	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG;POS
live	živě	live	živě	N;NOM;INDF;NEUT;SG	ADV;POS
live	žít	live	žít	N;NOM;INDF;NEUT;SG	V;POS;NFIN
live	žij	live	žij	N;NOM;INDF;NEUT;SG	V;IMP;SG;2;POS;FIN
live	live	live	live	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
ludwig	ludvík	ludwig	ludvík	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
ludwig	ludwig	ludwig	ludwig	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
sul	sul	sul	sule	V;IMP;FIN;ACT	PROPN;NOM;MASC;SG;POS
vägen	silniční	väg	silniční	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
vägen	road	väg	road	N;NOM;DEF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
gammal	staré	gammal	starý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
tryckta	tištěné	trycka	tištěný	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;POS
modern	moderní	mor	moderní	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
centrum	center	centrum	centrum	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL;POS
centrum	centre	centrum	centre	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
sådana	takové	sån	takový	PRO;INDF;PL	DET;NOM;NEUT;PL
sådana	taková	sån	takový	PRO;INDF;PL	DET;NOM;FEM;SG
sådana	takový	sån	takový	PRO;INDF;PL	DET;NOM;MASC;SG
studier	studium	studie	studium	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
studier	studijní	studie	studijní	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL;POS
studier	studovat	studie	studovat	N;NOM;INDF;MASC+FEM;PL	V;IPFV;POS;NFIN
studier	studium	studie	studium	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
carolina	karolíně	carolin	karolín	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG;POS
ben	kostí	ben	kost	N;NOM;INDF;NEUT;PL	N;INS;FEM;SG;POS
ben	bene	ben	bene	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG;POS
ben	ben	ben	ben	N;NOM;INDF;NEUT;PL	PROPN;ANIM;NOM;MASC;SG;POS
ben	kost	ben	kost	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG;POS
ben	kostí	ben	kost	N;NOM;INDF;NEUT;PL	N;INS;FEM;SG;POS
ben	bone	ben	bon	N;NOM;INDF;NEUT;PL	PROPN;INAN;NOM;MASC;SG;POS
ben	noha	ben	noha	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG;POS
ben	etapa	ben	etapa	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG;POS
ben	nohu	ben	noha	N;NOM;INDF;NEUT;PL	N;ACC;FEM;SG;POS
ben	noze	ben	noha	N;NOM;INDF;NEUT;PL	N;DAT;FEM;SG;POS
fylke	kraje	fylka	kraj	PROPN;NOM	N;INAN;NOM;MASC;PL;POS
fylke	kraj	fylka	kraj	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
roller	rolí	roll	role	N;NOM;INDF;MASC+FEM;PL	N;INS;FEM;SG;POS
roller	role	roll	role	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
skopje	skopje	skopje	skopj	PROPN;NOM	PROPN;NOM;FEM;SG;POS
uppdrag	úkoly	uppdrag	úkol	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
rivière	rivière	rivière	rivičra	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
francis	františka	francis	františka	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
francis	francis	francis	francis	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
vita	bílá	vit	bílý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
vita	white	vit	white	ADJ;NOM;PL	PROPN;ANIM;NOM;MASC;SG;POS
vita	bílý	vit	bílý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;SG;POS
vita	vita	vit	vita	ADJ;NOM;PL	N;NOM;FEM;SG;POS
kanal	kanálu	kanal	kanál	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
ålder	věku	ålder	věk	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
emot	proti	emot	proti	ADV	ADP;DAT
club	club	club	club	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
club	klubová	club	klubový	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG;POS
club	klubu	club	klub	N;NOM;INDF;NEUT;SG	N;INAN;DAT;MASC;SG;POS
morro	morro	morro	morro	V;IMP;FIN;ACT	PROPN;INAN;NOM;MASC;SG;POS
tidigt	rané	tidig	raný	ADV	ADJ;NOM;NEUT;SG;POS
konstnär	malíři	konstnär	malíř	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL;POS
konstnär	malíře	konstnär	malíř	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG;POS
konstnär	umělce	konstnär	umělec	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL;POS
stil	stylu	stil	styl	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
troligen	asi	troligen	asi	ADV	PART
troligen	pravděpodobný	troligen	pravděpodobný	ADV	ADJ;INAN;NOM;MASC;SG;POS
