寺廟	temple	寺廟	temple	N	
檢視	razgled	檢視	razgled	V	N;NOM;MASC;SG
檢視	pogled	檢視	pogled	V	N;NOM;MASC;SG
大	čelo	大	čelo	PART	N;NOM;NEUT;SG
加熱	vročina	加熱	vročina	V	N;NOM;FEM;SG
加熱	toplota	加熱	toplota	V	N;NOM;FEM;SG
加熱	toplote	加熱	toplota	V	N;NOM;FEM;PL
加熱	gretje	加熱	gretje	V	N;NOM;NEUT;SG
加熱	segrevanje	加熱	segrevanje	V	N;NOM;NEUT;SG
加熱	ogrevanje	加熱	ogrevanje	V	N;NOM;NEUT;SG
加熱	ogrevana	加熱	ogrevan	V	ADJ;NOM;FEM;SG;V.PTCP
還	obnovi	還	obnova	ADV	N;DAT;FEM;SG
暴風	storm	暴風	storm	N	
巴頓	patton	巴頓	patton	PROPN	N;NOM;MASC;SG
華沙	varšavi	華沙	varšava	PROPN	PROPN;NOM;FEM;SG
掃	pregledovanje	掃	pregledovanje	V	N;NOM;NEUT;SG
掃	skeniranje	掃	skeniranje	V	N;NOM;NEUT;SG
掃	skeniranje	掃	skeniranje	V	N;NOM;NEUT;SG
升降	dvigalo	升降	dvigati	V	N;NOM;NEUT;SG
機密	zaupni	機密	zaupen	N	ADJ;NOM;MASC;PL
機密	zaupno	機密	zaupen	N	ADV
機密	zaupna	機密	zaupen	N	ADJ;NOM;FEM;SG
機密	zaupen	機密	zaupen	N	ADJ;NOM;INDF;MASC;SG
諾曼	norman	諾曼	norman	PROPN	N;NOM;MASC;SG
斐濟	fidži	斐濟	fidža	PROPN	N;NOM;MASC;SG
潛在	potencialno	潛在	potencialen	V	ADV
潛在	potencial	潛在	potencial	V	N;NOM;MASC;SG
呼叫	poklici	呼叫	poklic	V	N;NOM;MASC;PL
呼叫	klic	呼叫	klic	V	N;NOM;MASC;SG
呼叫	klicanje	呼叫	klicanje	V	N;NOM;NEUT;SG
嵌	vgrajeni	嵌	vgrajen	V	ADJ;NOM;MASC;PL;V.PTCP
嵌	vgrajeno	嵌	vgrajen	V	ADJ;NOM;NEUT;SG;V.PTCP
嵌	mnogoterosti	嵌	mnogoterost	V	N;NOM;FEM;PL
嵌	vključevanje	嵌	vključevanje	V	N;NOM;NEUT;SG
出血	krvavitve	出血	krvavitev	V	N;NOM;FEM;PL
出血	krvavitev	出血	krvavitev	V	N;NOM;FEM;SG
出血	krvavitev	出血	krvavitev	V	N;NOM;FEM;SG
烤	pečeno	烤	pečen	V	ADJ;NOM;NEUT;SG;V.PTCP
烤	pečenka	烤	pečenka	V	N;NOM;FEM;SG
烤	pečena	烤	pečen	V	ADJ;NOM;FEM;SG;V.PTCP
烤	pečenko	烤	pečenka	V	N;ACC;FEM;SG
口腔	ustno	口腔	ustno	N	ADV
口腔	peroralno	口腔	peroralen	N	ADV
口腔	ustni	口腔	usten	N	ADJ;NOM;DEF;MASC;SG
港灣	harbor	港灣	harbor	PROPN	N;NOM;MASC;SG
港灣	harbour	港灣	harbour	PROPN	N;NOM;MASC;SG
牽引	vlečne	牽引	vlečen	V	ADJ;NOM;FEM;PL
滑翔	drsne	滑翔	drsen	N	ADJ;NOM;FEM;PL
左邊	levi	左邊	lev	N	ADJ;NOM;MASC;SG
左邊	levo	左邊	levo	N	ADV
左邊	leva	左邊	lev	N	ADJ;NOM;FEM;SG
絕望	obupa	絕望	obup	N	V;PFV;IND;SG;3;PRS;FIN
絕望	obupana	絕望	obupan	N	ADJ;NOM;FEM;SG;V.PTCP
絕望	obupan	絕望	obupan	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
摩納哥	monako	摩納哥	monako	PROPN	PROPN;NOM;MASC;SG
甘肅	gansu	甘肅	gans	PROPN	N;NOM;MASC;SG
敵對	sovražnost	敵對	sovražnost	V	N;NOM;FEM;SG
敵對	sovražnosti	敵對	sovražnost	V	N;GEN;FEM;SG
敵對	sovražni	敵對	sovražen	V	ADJ;NOM;MASC;SG
敵對	sovražna	敵對	sovražen	V	ADJ;NOM;FEM;SG
敵對	sovražno	敵對	sovražno	V	ADV
出處	izvor	出處	izvor	V	N;NOM;MASC;SG
出處	poreklo	出處	poreklo	V	N;NOM;NEUT;SG
電磁	elektromagnetno	電磁	elektromagneten	N	ADJ;NOM;NEUT;SG
電磁	elektromagnetne	電磁	elektromagneten	N	ADJ;NOM;FEM;PL
電磁	elektromagnetni	電磁	elektromagneten	N	ADJ;NOM;MASC;PL
電磁	elektromagnetna	電磁	elektromagneten	N	ADJ;NOM;FEM;SG
瘋	nora	瘋	nor		N;NOM;FEM;SG
瘋	noro	瘋	nora		ADV
瘋	nori	瘋	nor		ADJ;NOM;MASC;PL
金子	zlat	金子	zlat	PROPN	N;NOM;MASC;SG
金子	zlato	金子	zlat	PROPN	ADJ;NOM;NEUT;SG
金子	zlate	金子	zlat	PROPN	ADJ;NOM;FEM;PL
金子	zlati	金子	zlat	PROPN	ADJ;NOM;DEF;MASC;SG
金子	zlata	金子	zlat	PROPN	ADJ;NOM;FEM;SG
贏	zmaga	贏	zmaga	V	N;NOM;FEM;SG
贏	zmago	贏	zmaga	V	N;ACC;FEM;SG
開除	razrešitev	開除	razrešitev	V	N;NOM;FEM;SG
持久	trajen	持久	trajen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
持久	trajna	持久	trajen	V	ADJ;NOM;FEM;SG
持久	trajen	持久	trajen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
持久	trajna	持久	trajen	V	ADJ;NOM;FEM;SG
持久	trajni	持久	trajen	V	ADJ;NOM;DEF;MASC;SG
持久	trajne	持久	trajen	V	ADJ;NOM;FEM;PL
永久	trajnost	永久	trajnost	ADJ	N;NOM;FEM;SG
捐助	donacij	捐助	donacija	V	N;GEN;FEM;PL
捐助	prispevki	捐助	prispevek	V	N;NOM;MASC;PL
捐助	donacije	捐助	donacija	V	N;NOM;FEM;PL
東正	pravoslavne	東正	pravoslaven	PROPN	ADJ;NOM;FEM;PL
燕子	pogoltne	燕子	pogoltne	PROPN	ADJ;NOM;FEM;SG
橢	ovalne	橢	ovalen	N	ADJ;NOM;FEM;PL
橢	eliptične	橢	eliptičen	N	ADJ;NOM;FEM;PL
追逐	zasledovanje	追逐	zasledovanje	V	N;NOM;NEUT;SG
追逐	pregon	追逐	pregon	V	N;NOM;MASC;SG
追逐	pregon	追逐	pregon	V	N;NOM;MASC;SG
追逐	chase	追逐	chas	V	N;NOM;MASC;SG
君士坦丁	constantine	君士坦丁	constantina	PROPN	PROPN;NOM;MASC;SG
天然	bencin	天然	bencin	ADJ	N;NOM;MASC;SG
天然	gas	天然	gas	ADJ	N;NOM;MASC;SG
天然	plin	天然	plin	ADJ	N;NOM;MASC;SG
方塊	kvadratnih	方塊	kvadraten	N	ADJ;GEN;MASC;PL
均衡	uravnotežen	均衡	uravnotežen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
均衡	uravnotežene	均衡	uravnotežen	N	ADJ;NOM;FEM;PL;V.PTCP
均衡	uravnoteženo	均衡	uravnotežen	N	ADJ;NOM;NEUT;SG;V.PTCP
均衡	uravnotežena	均衡	uravnotežen	N	ADJ;NOM;FEM;SG;V.PTCP
藏	tibetanski	藏	tibetanski	PROPN	ADJ;NOM;MASC;SG
保管	hrambo	保管	hramba	V	N;ACC;FEM;SG
保管	skrbništvo	保管	skrbništvo	V	N;NOM;NEUT;SG
粗糙	grobi	粗糙	grobiti	N	ADJ;NOM;MASC;PL
粗糙	grobo	粗糙	grobo	N	ADV
激情	strastna	激情	strasten	N	ADJ;NOM;FEM;SG
激情	strasten	激情	strasten	N	ADJ;NOM;INDF;MASC;SG
激情	strastno	激情	strastno	N	ADV
珍貴	dragoceno	珍貴	dragocen	N	ADJ;NOM;NEUT;SG
珍貴	dragocena	珍貴	dragocen	N	ADJ;NOM;FEM;SG
珍貴	dragocen	珍貴	dragocen	N	ADJ;NOM;INDF;MASC;SG
珍貴	dragoceni	珍貴	dragocen	N	ADJ;NOM;MASC;PL
嚴厲	grobo	嚴厲	grobo	N	ADV
俄亥俄	ohio	俄亥俄	ohio	PROPN	PROPN;NOM;MASC;SG
獅子	lea	獅子	le	N	PROPN;NOM;FEM;SG
約瑟	joseph	約瑟	joseph	PROPN	PROPN;NOM;MASC;SG
約瑟	jožef	約瑟	jožef	PROPN	N;NOM;MASC;SG
愛心	skrbna	愛心	skrbno	N	ADJ;NOM;FEM;SG
約旦	jordan	約旦	jordan	PROPN	N;NOM;MASC;SG
赦	pomilostitev	赦	pomilostitev	V	N;NOM;FEM;SG
昨天	včeraj	昨天	včeraj	N	ADV
應對	soočanje	應對	soočanje	V	N;NOM;NEUT;SG
生殖	reproduktivne	生殖	reproduktiven	N	ADJ;NOM;FEM;PL
十	ten	十	ten	NUM	N;NOM;MASC;SG
金石	lazuli	金石	lazul	PROPN	N;NOM;MASC;SG
交配	mate	交配	mati	V	
交配	parjenja	交配	parjenje	V	N;GEN;NEUT;SG
交配	parjenje	交配	parjenje	V	N;NOM;NEUT;SG
投射	projekcija	投射	projekcija	V	N;NOM;FEM;SG
投射	projekcijo	投射	projekcija	V	N;ACC;FEM;SG
漢	seulu	漢	seul	PROPN	PROPN;DAT;MASC;SG
藥用	zdravilne	藥用	zdravilen	N	ADJ;NOM;FEM;PL
酸性	kisla	酸性	kisel	N	ADJ;NOM;FEM;SG
酸性	kislo	酸性	kisel	N	ADV
展望	vidu	展望	vido	N	V;MASC;SG;V.PTCP
多明尼加	dominikanski	多明尼加	dominikanski	PROPN	ADJ;NOM;MASC;SG
歐文	owen	歐文	owen	PROPN	N;NOM;MASC;SG
歐文	irving	歐文	irving	PROPN	N;NOM;MASC;SG
俄	ruska	俄	ruski	PROPN	ADJ;NOM;FEM;SG
俄	rus	俄	rus	PROPN	N;NOM;MASC;SG
俄	ruski	俄	ruski	PROPN	ADJ;NOM;DEF;MASC;SG
俄	rusko	俄	ruski	PROPN	ADJ;NOM;NEUT;SG
妄想	paranoičen	妄想	paranoičen	N	ADJ;NOM;INDF;MASC;SG
妄想	blede	妄想	bled	N	ADJ;NOM;FEM;PL
成年	odraslih	成年	odrasel	V	ADJ;GEN;MASC;PL;V.PTCP
成年	odrasel	成年	odrasel	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
成年	odrasli	成年	odrasel	V	ADJ;NOM;MASC;PL;V.PTCP
成年	odrasle	成年	odrasel	V	ADJ;NOM;FEM;PL;V.PTCP
成年	odrasli	成年	odrasel	V	ADJ;NOM;MASC;PL;V.PTCP
冬青	holly	冬青	holly	PROPN	PROPN;NOM;MASC;SG
明智	modro	明智	moder	N	ADV
明智	moder	明智	moder	N	ADJ;NOM;INDF;MASC;SG
抽籤	žreb	抽籤	žreb	V	N;NOM;MASC;SG
椅	predseduje	椅	predsedovati	N	V;IPFV;IND;SG;3;PRS;FIN
椅	predsedujoči	椅	predsedujoč	N	ADJ;NOM;MASC;PL;V.PTCP
聖人	sveti	聖人	svet	N	ADJ;NOM;DEF;MASC;SG
聖人	saint	聖人	saint	N	PROPN;NOM;MASC;SG
阿瑟	arthur	阿瑟	arthur	PROPN	N;NOM;MASC;SG
阿瑟	arthurja	阿瑟	arthur	PROPN	N;ANIM;ACC;MASC;SG
阿瑟	artur	阿瑟	artur	PROPN	N;NOM;MASC;SG
捕獲	zajetje	捕獲	zajetje	V	N;NOM;NEUT;SG
捕獲	zajemanje	捕獲	zajemanje	V	N;NOM;NEUT;SG
捕獲	zajemanje	捕獲	zajemanje	V	N;NOM;NEUT;SG
布魯塞爾	bruselj	布魯塞爾	bruselj	PROPN	PROPN;NOM;MASC;SG
失業	brezposelne	失業	brezposeln	V	ADJ;NOM;FEM;PL
失業	brezposelnih	失業	brezposeln	V	ADJ;GEN;MASC;PL
失業	brezposeln	失業	brezposeln	V	ADJ;NOM;INDF;MASC;SG
失業	brezposelni	失業	brezposeln	V	ADJ;NOM;MASC;PL
失業	brezposelnosti	失業	brezposelnost	V	N;GEN;FEM;SG
失業	brezposelnost	失業	brezposelnost	V	N;NOM;FEM;SG
野生	divjad	野生	divjad	ADJ	N;NOM;FEM;SG
昂貴	drago	昂貴	drag	N	ADV
昂貴	drage	昂貴	drag	N	ADJ;NOM;FEM;PL
昂貴	drag	昂貴	drag	N	ADJ;NOM;INDF;MASC;SG
大	konoplje	大	konoplja	PART	N;NOM;FEM;PL
大	konopljo	大	konoplja	PART	N;ACC;FEM;SG
大	konoplja	大	konoplja	PART	N;NOM;FEM;SG
大	marihuana	大	marihuan	PART	N;NOM;FEM;SG
大	marihuano	大	marihuana	PART	N;ACC;FEM;SG
大	marihuane	大	marihuana	PART	N;NOM;FEM;PL
大	trava	大	trava	PART	N;NOM;FEM;SG
大	trave	大	trava	PART	N;NOM;FEM;PL
大	travo	大	trava	PART	N;ACC;FEM;SG
可	sumljivo	可	sumljiv	V	ADJ;NOM;NEUT;SG
可	sumljive	可	sumljiv	V	ADJ;NOM;FEM;PL
可	sumljiv	可	sumljiv	V	ADJ;NOM;INDF;MASC;SG
可	sumljiva	可	sumljiv	V	ADJ;NOM;FEM;SG
抗	antibiotiki	抗	antibiotika	V	N;NOM;MASC;PL
抗	antibiotike	抗	antibiotika	V	N;NOM;FEM;PL
抗	antibiotik	抗	antibiotik	V	N;NOM;MASC;SG
專營	franšize	專營	franšiza	V	N;NOM;FEM;PL
專營	franšizo	專營	franšiza	V	N;ACC;FEM;SG
字面	dobesedno	字面	dobesedno	N	ADV
自轉	zasuk	自轉	zasuka	V	N;NOM;MASC;SG
自轉	rotacije	自轉	rotacija	V	N;NOM;FEM;PL
自轉	kroženje	自轉	kroženje	V	N;NOM;NEUT;SG
自轉	vrtenje	自轉	vrtenje	V	N;NOM;NEUT;SG
大通	pregon	大通	pregon	PROPN	N;NOM;MASC;SG
大通	chase	大通	chas	PROPN	N;NOM;MASC;SG
破碎	zlomljen	破碎	zlomljen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
破碎	zlomljeni	破碎	zlomljen	N	ADJ;NOM;MASC;PL;V.PTCP
破碎	zlomljeno	破碎	zlomljen	N	ADJ;NOM;NEUT;SG;V.PTCP
破碎	razbito	破碎	razbit	N	ADJ;NOM;NEUT;SG;V.PTCP
老年	starejša	老年	star	N	ADJ;NOM;CMPR;FEM;SG
老年	starejši	老年	star	N	ADJ;NOM;DEF;CMPR;MASC;SG
老年	starejše	老年	star	N	ADJ;NOM;CMPR;FEM;SG
隔離	karantene	隔離	karanten	N	ADJ;NOM;NEUT;SG
隔離	karanteno	隔離	karanten	N	ADV
隔離	osamljen	隔離	osamljen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
隔離	izolirana	隔離	izoliran	N	ADJ;NOM;FEM;SG;V.PTCP
隔離	izoliranih	隔離	izoliran	N	ADJ;GEN;MASC;PL;V.PTCP
隔離	izolirane	隔離	izoliran	N	ADJ;NOM;FEM;PL;V.PTCP
隔離	izolirano	隔離	izoliran	N	ADJ;NOM;NEUT;SG;V.PTCP
砸	razbiti	砸	razbiti	ADP	V;PFV;NFIN
砸	razbil	砸	razbiti	ADP	V;PFV;MASC;SG;V.PTCP
砸	razbijanje	砸	razbijanje	ADP	N;NOM;NEUT;SG
生病	bolan	生病	bolan	V	ADJ;NOM;INDF;MASC;SG
證書	spričevala	證書	spričevati	N	V;IPFV;FEM;PL;V.PTCP
證書	potrdila	證書	potrditi	N	V;PFV;FEM;SG;V.PTCP
佈局	razporedi	佈局	razpored	N	V;PFV;IND;SG;3;PRS;FIN
探險	raziskovalec	探險	raziskovalec	V	N;NOM;MASC;SG
探險	raziskovalci	探險	raziskovalec	V	N;NOM;MASC;PL
拖延	zakasnitev	拖延	zakasnitev	V	N;NOM;FEM;SG
拖延	zamik	拖延	zamik	V	N;NOM;MASC;SG
拖延	zamuda	拖延	zamuda	V	N;NOM;FEM;SG
拖延	zamude	拖延	zamuda	V	N;NOM;FEM;PL
拖延	zamud	拖延	zamud	V	N;GEN;FEM;PL
拖延	zamuda	拖延	zamuda	V	N;NOM;FEM;SG
伴隨	spremljevalni	伴隨	spremljevalen	V	ADJ;NOM;MASC;SG
伴隨	spremljevalne	伴隨	spremljevalen	V	ADJ;NOM;FEM;PL
伴隨	spremni	伴隨	spremeniti	V	ADJ;NOM;DEF;MASC;SG
安息	opp	安息	opp	PROPN	N;NOM;MASC;SG
安息	rip	安息	rip	PROPN	N;NOM;MASC;SG
預留	rezervirano	預留	rezervirano	V	ADJ;NOM;NEUT;SG;V.PTCP
預留	rezervirane	預留	rezerviran	V	ADJ;NOM;FEM;PL;V.PTCP
預留	rezervirana	預留	rezerviran	V	ADJ;NOM;FEM;SG;V.PTCP
預留	rezerviran	預留	rezerviran	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
震撼	stresel	震撼	stresti	N	V;PFV;MASC;SG;V.PTCP
鮑威爾	powell	鮑威爾	powelati	PROPN	
混合	mešanica	混合	mešanica	V	N;NOM;FEM;SG
混合	zmes	混合	zmes	V	N;NOM;FEM;SG
混合	zmesi	混合	zmes	V	N;NOM;FEM;PL
混合	mešanice	混合	mešanica	V	N;NOM;FEM;PL
粉紅	rožnata	粉紅	rožnat	N	ADJ;NOM;FEM;SG
粉紅	rožnate	粉紅	rožnat	N	ADJ;NOM;FEM;PL
粉紅	rožnati	粉紅	rožnat	N	ADJ;NOM;MASC;PL
粉紅	rožnato	粉紅	rožnato	N	ADJ;NOM;NEUT;SG
脆	krhke	脆	krhek	N	ADJ;NOM;FEM;PL
脆	krhka	脆	krhek	N	ADJ;NOM;FEM;SG
脆	krhko	脆	krhek	N	ADJ;NOM;NEUT;SG
脆	krhek	脆	krhek	N	ADJ;NOM;INDF;MASC;SG
脆	ranljive	脆	ranljiv	N	ADJ;NOM;FEM;PL
脆	ranljiv	脆	ranljiv	N	ADJ;NOM;INDF;MASC;SG
脆	ranljivo	脆	ranljivo	N	ADJ;NOM;NEUT;SG
脆	ranljiva	脆	ranljiv	N	ADJ;NOM;FEM;SG
脆	ranljivi	脆	ranljiv	N	ADJ;NOM;MASC;PL
定制	prilagajanje	定制	prilagajanje	V	N;NOM;NEUT;SG
定制	prirejen	定制	prirejen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
定制	običaj	定制	običaj	V	N;NOM;MASC;SG
協和	concord	協和	concord	PROPN	PROPN;NOM;MASC;SG
亞馬遜	amazonki	亞馬遜	amazonka	PROPN	N;NOM;FEM;SG
休假	dopust	休假	dopust	V	N;NOM;MASC;SG
海牙	haagu	海牙	hagg	PROPN	N;DAT;MASC;SG
領導	vodja	領導	vodja	V	N;NOM;MASC;SG
領導	leader	領導	leader	V	N;NOM;MASC;SG
領導	vodje	領導	vodja	V	N;NOM;MASC;PL
領導	voditelji	領導	voditelj	V	N;NOM;MASC;PL
言	besed	言	beseda	V	N;GEN;FEM;PL
言	besede	言	beseda	V	N;NOM;FEM;PL
肢	ude	肢	uda	N	
拆解	razstavljanje	拆解	razstavljanje	V	N;NOM;NEUT;SG
容忍	toleranca	容忍	toleranca	V	N;NOM;FEM;SG
容忍	tolerance	容忍	toleranca	V	N;NOM;FEM;PL
容忍	strpnost	容忍	strpnost	V	N;NOM;FEM;SG
四	kvartet	四	kvartet	NUM	N;NOM;MASC;SG
偏好	prednostno	偏好	prednostno	N	ADV
偏好	zaželeno	偏好	zaželen	N	ADJ;NOM;NEUT;SG;V.PTCP
利潤	dobiček	利潤	dobiček		N;NOM;MASC;SG
利潤	donosnost	利潤	donosnost		N;NOM;FEM;SG
利潤	dobiček	利潤	dobiček		N;NOM;MASC;SG
利潤	dobički	利潤	dobiček		N;NOM;MASC;PL
弊	zaporniki	弊	zapornik	V	N;NOM;MASC;PL
切換	stikalo	切換	stikalo	V	N;NOM;NEUT;SG
切換	preklop	切換	preklop	V	N;NOM;MASC;SG
切換	preklapljanje	切換	preklapljanje	V	N;NOM;NEUT;SG
奔	tek	奔	tek	V	N;NOM;MASC;SG
震驚	pretresljivo	震驚	pretresljivo	N	ADJ;NOM;NEUT;SG
震驚	šokantno	震驚	šokanten	N	ADJ;NOM;NEUT;SG
震驚	šokiran	震驚	šokiran	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
震驚	pretresen	震驚	pretresen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
震驚	šokirana	震驚	šokiran	N	ADJ;NOM;FEM;SG;V.PTCP
無視	neupoštevanje	無視	neupoštevanje	V	N;NOM;NEUT;SG
代理	zastopniki	代理	zastopnik	V	N;NOM;MASC;PL
代理	agentje	代理	agent	V	N;NOM;MASC;PL
代理	agenti	代理	agent	V	N;NOM;MASC;PL
代理	zastopnik	代理	zastopnik	V	N;NOM;MASC;SG
代理	posrednika	代理	posrednik	V	N;ANIM;ACC;MASC;SG
代理	približek	代理	približek	V	N;NOM;MASC;SG
代理	agentka	代理	agentka	V	N;NOM;FEM;SG
代理	zastopnik	代理	zastopnik	V	N;NOM;MASC;SG
代理	agent	代理	agent	V	N;NOM;MASC;SG
材質	materialno	材質	materialno	N	ADV
美味	okusna	美味	okusen	N	ADJ;NOM;FEM;SG
美味	okusno	美味	okusno	N	ADV
美味	okusen	美味	okusen	N	ADJ;NOM;INDF;MASC;SG
美味	okusna	美味	okusen	N	ADJ;NOM;FEM;SG
美味	okusno	美味	okusno	N	ADV
熔	stopil	熔	stopiti	N	V;PFV;MASC;SG;V.PTCP
熔	stopi	熔	stopiti	N	V;PFV;IND;SG;3;PRS;FIN
蜜蜂	čebelji	蜜蜂	čebelji	N	ADJ;NOM;DEF;MASC;SG
蜜蜂	bee	蜜蜂	bee	N	
吸入	vdih	吸入	vdih	V	N;NOM;MASC;SG
吸入	vdihavanje	吸入	vdihavanje	V	N;NOM;NEUT;SG
吸入	vdihavanju	吸入	vdihavanje	V	N;DAT;NEUT;SG
吸入	vdih	吸入	vdih	V	N;NOM;MASC;SG
安第斯	andih	安第斯	andih	PROPN	N;ESS;MASC;PL
茉莉	molly	茉莉	molly	PROPN	PROPN;NOM;MASC;SG
注意	pozor	注意	pozor	V	
注意	pozornost	注意	pozornost	V	N;NOM;FEM;SG
狐狸	fox	狐狸	fox	N	PROPN;NOM;MASC;SG
站立	stojalo	站立	stojati	V	N;NOM;NEUT;SG
站立	stand	站立	standa	V	N;NOM;MASC;SG
鼓吹	zagovornik	鼓吹	zagovornik	V	N;NOM;MASC;SG
印度	indokini	印度	indokina	PROPN	N;NOM;MASC;PL
同化	asimilacijo	同化	asimilacija	V	N;ACC;FEM;SG
對峙	soočenje	對峙	soočenje	V	N;NOM;NEUT;SG
常年	trajne	常年	trajen	N	ADJ;NOM;FEM;PL
孵化	inkubacije	孵化	inkubacija	V	N;NOM;FEM;PL
孵化	loputo	孵化	loput	V	N;ACC;FEM;SG
孵化	loputa	孵化	loput	V	N;NOM;FEM;SG
大連	dalian	大連	dalian	PROPN	PROPN;NOM;MASC;SG
文藝	renesančni	文藝	renesančen	N	ADJ;NOM;MASC;SG
忠誠	zvesti	忠誠	zvesti	N	ADJ;NOM;MASC;PL
忠誠	zvest	忠誠	zvest	N	ADJ;NOM;INDF;MASC;SG
忠誠	vdan	忠誠	vdan	N	ADJ;NOM;INDF;MASC;SG
忠誠	zvesto	忠誠	zvesto	N	ADV
忠誠	zvest	忠誠	zvest	N	ADJ;NOM;INDF;MASC;SG
忠誠	zvesti	忠誠	zvesti	N	ADJ;NOM;MASC;PL
祖國	domovinska	祖國	domovinski	N	ADJ;NOM;FEM;SG
休士頓	houston	休士頓	houston	PROPN	PROPN;NOM;MASC;SG
供電	elektrike	供電	elektrik	V	N;GEN;FEM;SG
供電	elektrika	供電	elektrika	V	N;NOM;FEM;SG
四	okončine	四	okončina	NUM	N;NOM;FEM;PL
四	udov	四	ud	NUM	N;GEN;MASC;PL
四	ude	四	uda	NUM	
視	windows	視	windows	V	N;NOM;MASC;SG
視	okna	視	okno	V	N;NOM;NEUT;PL
視	okence	視	okenca	V	N;ACC;MASC;PL
視	okno	視	okno	V	N;NOM;NEUT;SG
抗	antigen	抗	antigen	V	N;NOM;MASC;SG
抗	antigena	抗	antigen	V	N;NOM;MASC;SG
抗	antigenov	抗	antigen	V	N;GEN;MASC;PL
多哈	dohi	多哈	dohi	PROPN	N;NOM;MASC;SG
守護	varuh	守護	varuh	V	N;NOM;MASC;SG
守護	skrbnik	守護	skrbnik	V	N;NOM;MASC;SG
守護	varuhi	守護	varuh	V	N;NOM;MASC;PL
守護	skrbniki	守護	skrbnik	V	N;NOM;MASC;PL
發育	razvojna	發育	razvojen	V	ADJ;NOM;FEM;SG
仇恨	sovražim	仇恨	sovražiti	N	V;IPFV;IND;SG;1;PRS;FIN
不	nepravilen	不	nepravilen	ADV;NEG	ADJ;NOM;INDF;MASC;SG
不	nepravilnih	不	nepravilen	ADV;NEG	ADJ;GEN;MASC;PL
穩定	obstojnost	穩定	obstojnost	ADJ	N;NOM;FEM;SG
穩定	stabilnost	穩定	stabilnost	ADJ	N;NOM;FEM;SG
鑰匙	ključno	鑰匙	ključen	N	ADJ;NOM;NEUT;SG
世襲	dedno	世襲	deden	N	ADV
櫻桃	cherry	櫻桃	cherry	PROPN	
櫻桃	češnja	櫻桃	češnja	PROPN	ADJ;NOM;FEM;SG
櫻桃	češnje	櫻桃	češnji	PROPN	ADJ;NOM;FEM;PL
哀悼	sožalje	哀悼	sožalje	V	N;ACC;MASC;PL
哀悼	žalovanje	哀悼	žalovanje	V	N;NOM;NEUT;SG
哀悼	žalovanja	哀悼	žalovanje	V	N;GEN;NEUT;SG
地雷	mine	地雷	miniti	N	V;PFV;IND;SG;3;PRS;FIN
地雷	mine	地雷	miniti	N	V;PFV;IND;SG;3;PRS;FIN
大	mogotec	大	mogotec	ADJ	N;NOM;MASC;SG
大	mogotec	大	mogotec	ADJ	N;NOM;MASC;SG
安慰	tolažba	安慰	tolažba	V	N;NOM;FEM;SG
安慰	udobje	安慰	udobje	V	N;NOM;NEUT;SG
乾燥	posuši	乾燥	posušiti	ADJ	V;PFV;IND;SG;3;PRS;FIN
乾燥	suho	乾燥	suh	ADJ	ADV
乾燥	sušenje	乾燥	sušenje	ADJ	N;NOM;NEUT;SG
土佐	tosa	土佐	tosa	PROPN	
潛力	potencialno	潛力	potencialen	N	ADV
勞倫斯	lawrence	勞倫斯	lawrenca	PROPN	N;NOM;MASC;SG
長年	trajne	長年	trajen	N	ADJ;NOM;FEM;PL
奧斯汀	austin	奧斯汀	austina	PROPN	
推算	ekstrapolacijo	推算	ekstrapolacija	V	N;ACC;FEM;SG
管理	upravnik	管理	upravnik	V	N;NOM;MASC;SG
管理	upravitelj	管理	upravitelj	V	N;NOM;MASC;SG
管理	upravljalnik	管理	upravljalnik	V	N;NOM;MASC;SG
管理	menedžer	管理	menedžer	V	N;NOM;MASC;SG
管理	upravljavci	管理	upravljavec	V	N;NOM;MASC;PL
管理	upravitelji	管理	upravitelj	V	N;NOM;MASC;PL
哈桑	hassan	哈桑	hassan	PROPN	
委派	dodeljevanje	委派	dodeljevanje	V	N;NOM;NEUT;SG
委派	naloga	委派	naloga	V	N;NOM;FEM;SG
委派	dodelitev	委派	dodelitev	V	N;NOM;FEM;SG
卸	raztovarjanje	卸	raztovarjanje	V	N;NOM;NEUT;SG
聚焦	osredotočanje	聚焦	osredotočanje	V	N;NOM;NEUT;SG
聚焦	osredotočanje	聚焦	osredotočanje	V	N;NOM;NEUT;SG
聚焦	osredotočenost	聚焦	osredotočenost	V	N;NOM;FEM;SG
佐賀	saga	佐賀	sag	PROPN	N;NOM;FEM;SG
佛羅里達	florido	佛羅里達	florid	PROPN	N;ACC;FEM;SG
佛羅里達	florida	佛羅里達	florida	PROPN	N;NOM;FEM;SG
誤導	zavajanje	誤導	zavajanje	V	N;NOM;NEUT;SG
