الليثيوم	litiu	الليثيوم	litiu		N;INDF;MASC;SG
معماري	arhitecturale	مُعَمَّار	arhitectural	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
الروك	piatră	رُوك	piatră		N;INDF;FEM;SG
الروك	piatra	رُوك	piatră		N;DEF;FEM;SG
الروك	stânca	رُوك	stâncă		N;DEF;FEM;SG
الروك	stâncă	رُوك	stâncă		N;INDF;FEM;SG
الروك	rock	رُوك	rock		N;INDF;MASC;SG
الترخيص	licență	تَرخِيص	licență	N;NOM;DEF;SG	N;INDF;FEM;SG
الترخيص	licența	تَرخِيص	licență	N;NOM;DEF;SG	N;DEF;FEM;SG
الترخيص	autorizare	تَرخِيص	autorizare	N;NOM;DEF;SG	N;INDF;FEM;SG
الترخيص	licență	تَرخِيص	licență	N;NOM;DEF;SG	N;INDF;FEM;SG
الترخيص	licența	تَرخِيص	licență	N;NOM;DEF;SG	N;DEF;FEM;SG
الترخيص	licenta	تَرخِيص	licentă	N;NOM;DEF;SG	N;DEF;FEM;SG
المعاملات	tranzacția	مُعَامَلَة	tranzacție	N;NOM;DEF;PL	N;DEF;FEM;SG
المعاملات	tranzacție	مُعَامَلَة	tranzacție	N;NOM;DEF;PL	N;INDF;FEM;SG
المعاملات	tranzacții	مُعَامَلَة	tranzacție	N;NOM;DEF;PL	N;INDF;FEM;PL
المعاملات	operațiuni	مُعَامَلَة	operațiune	N;NOM;DEF;PL	N;INDF;FEM;PL
المعاملات	tranzacțiile	مُعَامَلَة	tranzacție	N;NOM;DEF;PL	N;DEF;FEM;PL
بورقيبة	bourguiba	بُورقِيبَة	bourguiba		
المختبر	laboratorul	مُختَبَر	laborator	N;NOM;DEF;SG	N;DEF;MASC;SG
المختبر	laborator	مُختَبَر	laborator	N;NOM;DEF;SG	N;INDF;MASC;SG
المختبر	laboratorul	مُختَبَر	laborator	N;NOM;DEF;SG	N;DEF;MASC;SG
المختبر	laborator	مُختَبَر	laborator	N;NOM;DEF;SG	N;INDF;MASC;SG
التحرك	mută	تَحَرُّك	muta	N;NOM;DEF;SG	V;IND;SG;3;PST;FIN
التحرك	misca	تَحَرُّك	misca	N;NOM;DEF;SG	V;IND;SG;3;IPFV;FIN
التحرك	mutare	تَحَرُّك	mutare	N;NOM;DEF;SG	N;INDF;FEM;SG
التحرك	mutarea	تَحَرُّك	mutare	N;NOM;DEF;SG	N;DEF;FEM;SG
اكتملت	încheiat	اِكتَمَل	încheia	V;PFV;FEM;SG;3;ACT	ADJ;INDF;MASC;SG
اكتملت	finalizat	اِكتَمَل	finaliza	V;PFV;FEM;SG;3;ACT	ADJ;INDF;MASC;SG
اكتملت	completat	اِكتَمَل	completa	V;PFV;FEM;SG;3;ACT	ADJ;INDF;MASC;SG
اكتملت	finalizată	اِكتَمَل	finaliza	V;PFV;FEM;SG;3;ACT	ADJ;INDF;FEM;SG
سلمى	selma	سلمى	selmă		N;DEF;FEM;SG
سلمى	salma	سلمى	salmă		N;DEF;FEM;SG
غسان	ghassan	غسان	ghassan		
واقعة	incidente	وَاقِع	incident	N;NOM;INDF;SG	N;INDF;FEM;PL
واقعة	incidentul	وَاقِع	incident	N;NOM;INDF;SG	N;DEF;MASC;SG
ستيفان	ștefan	ستِيفَان	ștefan		PROPN
ستيفان	stefan	ستِيفَان	stefan		PROPN
ستيفان	ştefan	ستِيفَان	ştefan		PROPN
قضائية	judiciare	قَضَائِيّ	judiciar	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
قضائية	judiciară	قَضَائِيّ	judiciar	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
دينامو	dinamo	دِينَامُو	dinamo		N;INDF;MASC;SG
الشريك	partenere	شَرِيك	partenere	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
الشريك	parteneră	شَرِيك	partener	N;NOM;DEF;SG	N;INDF;FEM;SG
الشريك	partenerul	شَرِيك	partener	N;NOM;DEF;SG	N;DEF;MASC;SG
الشريك	partener	شَرِيك	partener	N;NOM;DEF;SG	N;INDF;MASC;SG
القران	coran	قَرن	coran	N;NOM;DEF;SG	
القران	coranul	قَرن	coran	N;NOM;DEF;SG	N;DEF;MASC;SG
القران	coran	قَرن	coran	N;NOM;DEF;SG	
القران	coranul	قَرن	coran	N;NOM;DEF;SG	N;DEF;MASC;SG
التجريبي	demo	تَجرِيبِيّ	demo	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
التجريبي	demonstrație	تَجرِيبِيّ	demonstrație	ADJ;NOM;DEF;MASC;SG	N;INDF;FEM;SG
وجبة	masă	وجبة	masă	N;NOM;INDF;SG	N;INDF;FEM;SG
وجبة	masa	وجبة	masă	N;NOM;INDF;SG	N;DEF;FEM;SG
هوارد	howard	هوارد	howard		PROPN
البقاع	bekaa	بِقَاع	bekaa		
دافع	motivul	دَافَع	motiv	V;PFV;MASC;SG;3;ACT	N;DEF;MASC;SG
دافع	motiv	دَافَع	motiv	V;PFV;MASC;SG;3;ACT	N;INDF;MASC;SG
دافع	motivare	دَافَع	motivar	V;PFV;MASC;SG;3;ACT	N;INDF;FEM;SG
دافع	motivarea	دَافَع	motivare	V;PFV;MASC;SG;3;ACT	N;DEF;FEM;SG
دافع	motivatie	دَافَع	motivatie	V;PFV;MASC;SG;3;ACT	N;INDF;FEM;SG
بارد	frig	بَارِد	frig		N;INDF;MASC;SG
بارد	reci	بَارِد	rece		ADJ;INDF;PL
بارد	rece	بَارِد	rece		ADV
مسجلة	înregistrate	مُسَجَّل	înregistra	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
مسجلة	înregistrată	مُسَجَّل	înregistrat	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
الاشتراك	subscribe	اِشتِرَاك	subscrib	N;NOM;DEF;SG	
الاشتراك	abonament	اِشتِرَاك	abonament	N;NOM;DEF;SG	N;INDF;MASC;SG
كيلي	kelly	كيلي	kelly		PROPN
الجذر	radacina	جِذر	radacina	N;NOM;DEF;SG	N;DEF;FEM;SG
الجذر	root	جِذر	root	N;NOM;DEF;SG	N;INDF;MASC;SG
الجذر	rădăcina	جِذر	rădăcină	N;NOM;DEF;SG	N;DEF;FEM;SG
الجذر	rădăcină	جِذر	rădăcină	N;NOM;DEF;SG	N;INDF;FEM;SG
قمع	reprimarea	قَمع	reprimare	N;NOM;INDF;SG	N;DEF;FEM;SG
قمع	represiune	قَمع	represiune	N;NOM;INDF;SG	N;INDF;FEM;SG
قمع	represiunea	قَمع	represiune	N;NOM;INDF;SG	N;DEF;FEM;SG
قمع	suprima	قَمع	suprima	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
قمع	pâlnie	قَمع	pâlnie	N;NOM;INDF;SG	N;INDF;FEM;SG
قمع	suprimarea	قَمع	suprimare	N;NOM;INDF;SG	N;DEF;FEM;SG
قمع	suprimarea	قَمع	suprimare	N;NOM;INDF;SG	N;DEF;FEM;SG
الولاء	loialitate	وَلَاء	loialitate	N;NOM;DEF;SG	N;INDF;FEM;SG
الولاء	loialitatea	وَلَاء	loialitate	N;NOM;DEF;SG	N;DEF;FEM;SG
تنافس	competitie	نَافَس	competitie	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;INDF;FEM;SG
تنافس	concurs	نَافَس	concurs	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;INDF;MASC;SG
تنافس	concurență	نَافَس	concurență	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;INDF;FEM;SG
تنافس	concurența	نَافَس	concurență	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;DEF;FEM;SG
مستقرة	stabile	مُستَقِرّ	stabil	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
مستقرة	grajd	مُستَقِرّ	grajd	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
مستقرة	stabilă	مُستَقِرّ	stabil	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
دمياط	damietta	دُميَاط	damiettă		N;DEF;FEM;SG
ريفر	râu	رِيفِر	râu		N;INDF;MASC;SG
ريفر	râul	رِيفِر	râu		N;DEF;MASC;SG
ريفر	river	رِيفِر	river		PROPN
ميلا	mila	مِيل	milă		N;DEF;FEM;SG
جيرمان	germain	جِيرَمَان	germain		PROPN
السند	bond	سَنَد	bond	N;NOM;DEF;SG	N;INDF;MASC;SG
السند	sindh	سَنَد	sindh	N;NOM;DEF;SG	
بلانك	planck	بَلَانِك	planck		N;INDF;MASC;SG
بلانك	scândură	بَلَانِك	scândură		N;INDF;FEM;SG
الاحتراق	ardere	اِحتِرَاق	ardere	N;NOM;DEF;SG	N;INDF;FEM;SG
الاحتراق	combustie	اِحتِرَاق	combustie	N;NOM;DEF;SG	N;INDF;FEM;SG
تقاليد	traditia	تَقلِيد	traditie	N;NOM;INDF;PL	N;DEF;FEM;SG
تقاليد	tradiție	تَقلِيد	tradiție	N;NOM;INDF;PL	N;INDF;FEM;SG
تقاليد	traditie	تَقلِيد	traditie	N;NOM;INDF;PL	N;INDF;FEM;SG
تقاليد	tradiția	تَقلِيد	tradiție	N;NOM;INDF;PL	N;DEF;FEM;SG
تقاليد	traditiile	تَقلِيد	traditie	N;NOM;INDF;PL	N;DEF;FEM;PL
جيري	jerry	جيري	jerry		PROPN
سنان	sinan	سنان	sinan		
مكتوم	maktoum	مكتوم	maktoum		
مكتوم	înăbușit	مكتوم	înăbușit		ADJ;INDF;MASC;SG
مكسيكو	mexicul	مَكسِيكُو	mexic		N;DEF;MASC;SG
مكسيكو	mexico	مَكسِيكُو	mexico		N;INDF;MASC;SG
مكسيكو	mexic	مَكسِيكُو	mexic		N;INDF;MASC;SG
هاوس	house	هاوس	hou		N;INDF;MASC;SG
هاوس	casa	هاوس	casă		N;DEF;FEM;SG
هاوس	casă	هاوس	casă		N;INDF;FEM;SG
الشك	îndoiala	شَكّ	îndoială	N;NOM;DEF;SG	N;DEF;FEM;SG
الشك	îndoială	شَكّ	îndoială	N;NOM;DEF;SG	N;INDF;FEM;SG
الشك	indoiala	شَكّ	indoială	N;NOM;DEF;SG	ADJ;DEF;FEM;SG
المخيم	tabără	مُخَيَّم	tabără	N;NOM;DEF;SG	N;INDF;FEM;SG
المخيم	camp	مُخَيَّم	camp	N;NOM;DEF;SG	N;INDF;MASC;SG
المخيم	tabăra	مُخَيَّم	tabără	N;NOM;DEF;SG	N;DEF;FEM;SG
المخيم	lagăr	مُخَيَّم	lagăr	N;NOM;DEF;SG	N;INDF;MASC;SG
المخيم	tabara	مُخَيَّم	tabară	N;NOM;DEF;SG	N;DEF;FEM;SG
كيس	sac	كَيس	sac		N;INDF;MASC;SG
كيس	punga	كَيس	pungă		N;DEF;FEM;SG
كيس	pungă	كَيس	pungă		N;INDF;FEM;SG
كيس	geanta	كَيس	geantă		N;DEF;FEM;SG
كيس	sac	كَيس	sac		N;INDF;MASC;SG
كيس	sack	كَيس	sack		N;INDF;MASC;SG
مد	mareea	مَدّ	mare	N;NOM;INDF;SG	N;DEF;FEM;SG
مد	maree	مَدّ	maree	N;NOM;INDF;SG	N;INDF;FEM;PL
مد	maree	مَدّ	maree	N;NOM;INDF;SG	N;INDF;FEM;PL
لورنس	lawrence	لُورنس	lawrenc		PROPN
شخصيا	personal	شَخصِيّ	personal	ADJ;ACC;INDF;MASC;SG	ADV
البشير	bashir	البشير	bashir		N;INDF;MASC;SG
موثقة	documentate	موثقة	documenta	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
موثقة	documentată	موثقة	documenta	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
عصابة	bandă	عِصَابَة	bandă	N;NOM;INDF;SG	N;INDF;FEM;SG
عصابة	gasca	عِصَابَة	gască	N;NOM;INDF;SG	N;DEF;FEM;SG
هلسنكي	helsinki	هِلسِنكِي	helsinki		PROPN
البخار	aburi	بِخَار	abur	N;NOM;DEF;SG	N;INDF;MASC;PL
البخار	abur	بِخَار	abur	N;NOM;DEF;SG	N;INDF;MASC;SG
الحفريات	fosile	حَفرِيَّات	fosilă		N;INDF;FEM;PL
الحفريات	săpăturile	حَفرِيَّات	săpătură		N;DEF;FEM;PL
الحفريات	săpături	حَفرِيَّات	săpătură		N;INDF;FEM;PL
تفجيرات	exploziile	تَفجِير	explozie	N;NOM;INDF;PL	N;DEF;FEM;PL
براين	brian	برَايِن	brian		PROPN
الانفصال	separare	اِنفِصَال	separare	N;NOM;DEF;SG	N;INDF;FEM;SG
الانفصال	separarea	اِنفِصَال	separare	N;NOM;DEF;SG	N;DEF;FEM;SG
التحدث	vorbim	تَحَدُّث	vorbi	N;NOM;DEF;SG	V;IND;PL;1;PRS;FIN
وال	și	وَال	și	N;NOM;DEF;SG	CONJ;POS
وال	si	وَال	sine	N;NOM;DEF;SG	
وال	şi	وَال	şi	N;NOM;DEF;SG	CONJ;POS
هان	han	هان	han		N;INDF;MASC;SG
القطط	pisicile	قُطَّة	pisică	N;NOM;DEF;PL	N;DEF;FEM;PL
القطط	pisici	قُطَّة	pisică	N;NOM;DEF;PL	N;INDF;FEM;PL
المرمى	gol	مَرمَى	gol	N;NOM;DEF;SG	N;INDF;MASC;SG
المرمى	obiectiv	مَرمَى	obiectiv	N;NOM;DEF;SG	N;INDF;MASC;SG
المرمى	scopul	مَرمَى	scop	N;NOM;DEF;SG	N;DEF;MASC;SG
مصير	soarta	مَصِير	soartă	N;NOM;INDF;SG	N;DEF;FEM;SG
مصير	soartă	مَصِير	soartă	N;NOM;INDF;SG	N;INDF;FEM;SG
زنجبار	zanzibar	زنجبار	zanzibar		N;INDF;MASC;SG
بون	bonn	بون	bonn		PROPN
المرتبط	asociate	مُرتَبِط	asociat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
المرتبط	asociat	مُرتَبِط	asociat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
المرتبط	asociată	مُرتَبِط	asociat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
بلغراد	belgrad	بلغراد	belgrad		N;INDF;MASC;SG
بلغراد	belgradul	بلغراد	belgrad		N;DEF;MASC;SG
نينوى	ninive	نينوى	niniv		
صدى	ecoul	صَدَى	ecou	N;NOM;INDF;SG	N;DEF;MASC;SG
صدى	echo	صَدَى	echo	N;NOM;INDF;SG	
الحجاب	hijab	حِجَاب	hijab	N;NOM;DEF;SG	N;INDF;MASC;SG
الحجاب	vălul	حِجَاب	văl	N;NOM;DEF;SG	N;DEF;MASC;SG
الحجاب	voal	حِجَاب	voal	N;NOM;DEF;SG	N;INDF;MASC;SG
الحجاب	văl	حِجَاب	văl	N;NOM;DEF;SG	N;INDF;MASC;SG
الحجاب	văl	حِجَاب	văl	N;NOM;DEF;SG	N;INDF;MASC;SG
معمل	laboratorul	مُعمَل	laborator	N;NOM;INDF;SG	N;DEF;MASC;SG
ذهبي	golden	ذهبي	golden	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
ذهبي	aur	ذهبي	aur	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
ذهبي	gold	ذهبي	gold	ADJ;NOM;INDF;MASC;SG	
ذهبي	aurul	ذهبي	aur	ADJ;NOM;INDF;MASC;SG	N;DEF;MASC;SG
ساكسونيا	saxonia	ساكسونيا	saxonie		PROPN
عموم	tigaie	عُمُوم	tigaie	N;NOM;INDF;SG	N;INDF;FEM;SG
عموم	pan	عُمُوم	pan	N;NOM;INDF;SG	
القنبلة	bomba	قُنبُلَة	bombă	N;NOM;DEF;SG	N;DEF;FEM;SG
القنبلة	bombă	قُنبُلَة	bombă	N;NOM;DEF;SG	N;INDF;FEM;SG
مسبق	avansează	مُسبَق	avansa	N;NOM;INDF;SG	V;IND;3;PRS;FIN
دعاية	propaganda	دِعَايَة	propagandă	N;NOM;INDF;SG	N;DEF;FEM;SG
دعاية	propagandă	دِعَايَة	propagandă	N;NOM;INDF;SG	N;INDF;FEM;SG
وزيرة	ministrul	وَزِيرَة	ministru	N;NOM;INDF;SG	N;DEF;MASC;SG
احتفال	sărbătoresc	اِحتِفَال	sărbătoresc	N;NOM;INDF;SG	V;IND;PL;3;PRS;FIN
احتفال	sărbătorind	اِحتِفَال	sărbători	N;NOM;INDF;SG	V;V.MSDR
احتفال	sărbătorire	اِحتِفَال	sărbătorire	N;NOM;INDF;SG	N;INDF;FEM;SG
احتفال	sărbătoare	اِحتِفَال	sărbător	N;NOM;INDF;SG	N;INDF;FEM;SG
التحديد	selecție	تَحدِيد	selecție	N;NOM;DEF;SG	N;INDF;FEM;SG
التحديد	selecția	تَحدِيد	selecție	N;NOM;DEF;SG	N;DEF;FEM;SG
التحديد	identificarea	تَحدِيد	identificare	N;NOM;DEF;SG	N;DEF;FEM;SG
التحديد	identificare	تَحدِيد	identificare	N;NOM;DEF;SG	N;INDF;FEM;SG
ليفي	levy	لِيفِي	levy		PROPN
الاستخدامات	utilizările	اِستِخدَام	utilizare	N;NOM;DEF;PL	N;DEF;FEM;PL
الاستخدامات	utilizări	اِستِخدَام	utilizare	N;NOM;DEF;PL	N;INDF;FEM;PL
العبودية	sclavie	عُبُودِيّ	sclavie	N;NOM;DEF;SG	N;INDF;FEM;SG
العبودية	sclavia	عُبُودِيّ	sclavia	N;NOM;DEF;SG	N;DEF;FEM;SG
العبودية	sclavie	عُبُودِيّ	sclavie	N;NOM;DEF;SG	N;INDF;FEM;SG
فوج	fogg	فَوجَ	fogg	N;NOM;INDF;SG	
الروائي	romancier	رِوَائِيّ	romancier	N;NOM;DEF;SG	N;INDF;MASC;SG
منحنى	curba	منحنى	curbă	N;NOM;INDF;SG	N;DEF;FEM;SG
منحنى	curbă	منحنى	curbă	N;NOM;INDF;SG	N;INDF;FEM;SG
السلك	fir	سِلكَة	fir	N;NOM;DEF;SG	N;INDF;MASC;SG
السلك	sârmă	سِلكَة	sârmă	N;NOM;DEF;SG	N;INDF;FEM;SG
السلك	sarma	سِلكَة	sarmă	N;NOM;DEF;SG	N;DEF;FEM;SG
لغوية	lingvistice	لَغوِيّ	lingvistic	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;PL
لغوية	lingvistică	لَغوِيّ	lingvistic	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
وطن	patria	وَطَن	patrie	N;NOM;INDF;SG	N;DEF;FEM;SG
وطن	patriei	وَطَن	patrie	N;NOM;INDF;SG	PROPN;DEF;FEM;SG
وطن	patrie	وَطَن	patrie	N;NOM;INDF;SG	N;INDF;FEM;SG
استضافة	găzduire	اِستِضَافَة	găzduire	N;NOM;INDF;SG	N;INDF;FEM;SG
استضافة	găzduirea	اِستِضَافَة	găzduire	N;NOM;INDF;SG	N;DEF;FEM;SG
استضافة	găzduit	اِستِضَافَة	găzdui	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
المحاكمة	proces	مُحَاكَمَة	proces	N;NOM;DEF;SG	N;INDF;MASC;SG
المحاكمة	procesul	مُحَاكَمَة	proces	N;NOM;DEF;SG	N;DEF;MASC;SG
المحاكمة	acuzare	مُحَاكَمَة	acuzare	N;NOM;DEF;SG	N;INDF;FEM;SG
المحاكمة	acuzarea	مُحَاكَمَة	acuzare	N;NOM;DEF;SG	N;DEF;FEM;SG
الشبكية	retină	شَبَكِيّ	retină		N;INDF;FEM;SG
الشبكية	retina	شَبَكِيّ	retina		N;DEF;FEM;SG
تعامل	trata	تَعَامُل	trata	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تعامل	trateaza	تَعَامُل	tratează	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تعامل	tratează	تَعَامُل	trata	N;NOM;INDF;SG	V;IND;3;PRS;FIN
عنق	gât	عَنق	gât		N;INDF;MASC;SG
عنق	gat	عَنق	gat		
عنق	gâtul	عَنق	gât		N;DEF;MASC;SG
التشريع	legislația	تَشرِيع	legislație	N;NOM;DEF;SG	N;DEF;FEM;SG
التشريع	legislație	تَشرِيع	legislație	N;NOM;DEF;SG	N;INDF;FEM;SG
انعدام	lipsa	اِنعِدَام	lipsă	N;NOM;INDF;SG	N;DEF;FEM;SG
كونيتيكت	connecticut	كُونِيتِيكت	connecticut		N;INDF;MASC;SG
بادن	baden	بَادِن	baden		PROPN
الاطفال	copii	طِفل	copil	N;NOM;DEF;PL	N;INDF;MASC;PL
الاطفال	copiii	طِفل	copil	N;NOM;DEF;PL	N;DEF;MASC;PL
الاطفال	copii	طِفل	copil	N;NOM;DEF;PL	N;INDF;MASC;PL
الاطفال	copiii	طِفل	copil	N;NOM;DEF;PL	N;DEF;MASC;PL
بار	barul	بَار	bar		N;DEF;MASC;SG
بار	bar	بَار	bar		N;INDF;MASC;SG
قراصنة	pirati	قراصنة	pirat		N;INDF;MASC;PL
قراصنة	piratii	قراصنة	pirată		N;DEF;MASC;PL
سويدي	suedeza	سويدي	suedeză	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
سويدي	suedezi	سويدي	suedez	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;PL
سويدي	suedeză	سويدي	suedeză	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;SG
الضرب	multiplicare	ضَرب	multiplicare	N;NOM;DEF;SG	N;INDF;FEM;SG
ملح	sarea	ملح	sare	N;NOM;INDF;SG	N;DEF;FEM;SG
ملح	sare	ملح	sare	N;NOM;INDF;SG	N;INDF;FEM;SG
بوخارست	bucurești	بُوخرَست	bucuresc		PROPN
بوخارست	bucuresti	بُوخرَست	bucurest		PROPN
بوخارست	bucureşti	بُوخرَست	bucureant		PROPN
حبيبي	iubire	حبيبي	iubire		N;INDF;FEM;SG
حبيبي	baby	حبيبي	baby		
حبيبي	copil	حبيبي	copil		N;INDF;MASC;SG
حبيبي	iubito	حبيبي	iubito		N;INDF;MASC;SG
حبيبي	bebe	حبيبي	bebe		
حبيبي	habibi	حبيبي	habib		
الشروق	răsăritul	شُرُوق	răsărit	N;NOM;DEF;SG	N;DEF;MASC;SG
الشروق	rasarit	شُرُوق	rasarit	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الشروق	răsărit	شُرُوق	răsărit	N;NOM;DEF;SG	N;INDF;MASC;SG
مزدوج	duplex	مزدوج	duplex	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
مزدوج	dubla	مزدوج	dublu	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
مزدوج	dublă	مزدوج	dublu	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مزدوج	duble	مزدوج	dublu	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;PL
كلود	claude	كلود	claudă		PROPN
العمق	adancime	عُمق	adancime	N;NOM;DEF;SG	
العمق	adâncimea	عُمق	adâncime	N;NOM;DEF;SG	N;DEF;FEM;SG
العمق	adâncime	عُمق	adâncime	N;NOM;DEF;SG	N;INDF;FEM;SG
العمق	profunzime	عُمق	profunzime	N;NOM;DEF;SG	N;INDF;FEM;SG
مصنوع	făcute	مَصنُوع	făcut	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
مصنوع	made	مَصنُوع	made	ADJ;NOM;INDF;MASC;SG	
مصنوع	făcută	مَصنُوع	făcut	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مصنوع	făcut	مَصنُوع	face	ADJ;NOM;INDF;MASC;SG	V;MASC;SG;V.PTCP
غازات	gaz	غَاز	gaz	N;NOM;INDF;PL	N;INDF;MASC;SG
غازات	gazele	غَاز	gaz	N;NOM;INDF;PL	N;DEF;FEM;PL
داروين	darwin	دَارُوين	darwin		PROPN
كارول	carol	كارول	carol		N;INDF;MASC;SG
تطبق	aplicate	طَبَّق	aplicat	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;INDF;FEM;PL
تطبق	aplicat	طَبَّق	aplicat	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;INDF;MASC;SG
تطبق	aplicată	طَبَّق	aplica	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;INDF;FEM;SG
كوسوفو	kosovo	كُوسُوفُو	kosovo		PROPN
المستحيل	imposibil	مُستَحِيل	imposibil	ADJ;NOM;DEF;MASC;SG	ADV
المستحيل	imposibilă	مُستَحِيل	imposibil	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
الدجاج	găină	دَجَاج	găină	N;NOM;DEF;SG	N;INDF;FEM;SG
الدجاج	pui	دَجَاج	pune	N;NOM;DEF;SG	
الدجاج	gaina	دَجَاج	gaină	N;NOM;DEF;SG	N;DEF;FEM;SG
السباقات	rase	سِبَاقَة	rasă	N;NOM;DEF;PL	N;INDF;FEM;PL
السباقات	curse	سِبَاقَة	cursă	N;NOM;DEF;PL	N;INDF;FEM;PL
السباقات	curse	سِبَاقَة	cursă	N;NOM;DEF;PL	N;INDF;FEM;PL
التحديات	provocări	تَحَدِّي	provocare	N;NOM;DEF;PL	N;INDF;FEM;PL
التحديات	provocările	تَحَدِّي	provocare	N;NOM;DEF;PL	N;DEF;FEM;PL
كريمة	crema	كَرِيم	cremă	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
كريمة	smântână	كَرِيم	smântână	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
كريمة	crem	كَرِيم	crem	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
كريمة	cremă	كَرِيم	cremă	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
جونغ	jung	جُونغ	jung		PROPN
ساكن	locuitori	سَاكِن	locuitor	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;PL
ساكن	statice	سَاكِن	static	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
ساكن	statică	سَاكِن	static	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
ساكن	static	سَاكِن	static	ADJ;NOM;INDF;MASC;SG	ADV
شهيرة	celebră	شَهِيرَة	celebră	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
شهيرة	faimoasă	شَهِيرَة	faimos	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
التجديد	inovare	تَجدِيد	inovare	N;NOM;DEF;SG	N;INDF;FEM;SG
التجديد	inovarea	تَجدِيد	inovare	N;NOM;DEF;SG	N;DEF;FEM;SG
التجديد	renovări	تَجدِيد	renovare	N;NOM;DEF;SG	N;INDF;FEM;PL
التجديد	renovarea	تَجدِيد	renovare	N;NOM;DEF;SG	N;DEF;FEM;SG
التجديد	renovare	تَجدِيد	renovare	N;NOM;DEF;SG	N;INDF;FEM;SG
التجديد	reînnoire	تَجدِيد	reînnoire	N;NOM;DEF;SG	N;INDF;FEM;SG
التجديد	reînnoirea	تَجدِيد	reînnoire	N;NOM;DEF;SG	N;DEF;FEM;SG
المدرعة	blindat	مَدرَعَة	blinda	N;NOM;DEF;SG	N;INDF;MASC;SG
المدرعة	blindată	مَدرَعَة	blindată	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
المدرعة	blindate	مَدرَعَة	blinda	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
المدرعة	blindat	مَدرَعَة	blinda	N;NOM;DEF;SG	N;INDF;MASC;SG
المدرعة	blindată	مَدرَعَة	blindată	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
المدرعة	blindate	مَدرَعَة	blinda	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
طبعا	sigur	طَبع	sigur	N;ACC;INDF;SG	ADV
تروي	troy	رَوَى	troy	V;IPFV;FEM;IND;SG;3;FIN;ACT	PROPN
تروي	troia	رَوَى	troi	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;DEF;FEM;SG
