hovards	howard	hovards	howard	PROPN;NOM;MASC;SG	N;MASC;SG
ieteicams	recomendados	ieteikt	recomendar	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
ieteicams	recomendou	ieteikt	recomendar	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
ieteicams	aconselhou	ieteikt	aconselhar	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
ieteicams	aconselhados	ieteikt	aconselhar	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
cukurs	açúcares	cukurs	açúcar	N;NOM;MASC	N;MASC;PL
cukurs	açúcar	cukurs	açúcar	N;NOM;MASC	N;MASC;SG
cukurs	sugar	cukurs	sugar	N;NOM;MASC	V;NFIN
cukurs	açucar	cukurs	açucar	N;NOM;MASC	N;MASC;SG
remonta	reparar	remonts	reparar	N;GEN;MASC;SG	V;NFIN
remonta	reparações	remonts	reparação	N;GEN;MASC;SG	N;FEM;PL
patērētāju	consumidores	patērētājs	consumidor	N;ACC;MASC;SG	N;MASC;PL
matīss	mathis	matīss	mather	PROPN;NOM;MASC;SG	N;MASC;SG
ģeogrāfiskā	geográficos	ģeogrāfiska	geográfico	ADJ;NOM;FEM;SG	N;MASC;PL
franko	franco	franka	franco	PROPN	N;MASC;SG
veimāras	weimar	veimāra	weimar	N;NOM;FEM;PL	N;MASC;SG
elites	elite	elite	elite	N;NOM;FEM;PL	N;FEM;SG
kanāriju	canárias	kanārija	canária	N;ACC;FEM;SG	N;FEM;PL
definē	definiu	definēt	definir	V;FH;IND;3;POS;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
definē	defina	definēt	definar	V;FH;IND;3;POS;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
kaija	gull	kaija	gull	PROPN;NOM;FEM;SG	N;MASC;SG
kaija	gaivota	kaija	gaivota	PROPN;NOM;FEM;SG	N;FEM;SG
uzskaitīti	listada	uzskaitīt	listar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
uzskaitīti	listado	uzskaitīt	listar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
atbilde	responde	atbilde	responder	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
atbilde	responder	atbilde	responder	N;NOM;FEM;SG	V;NFIN
atbilde	responda	atbilde	responder	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
atbilde	responde	atbilde	responder	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
atbilde	responder	atbilde	responder	N;NOM;FEM;SG	V;NFIN
atbilde	responda	atbilde	responder	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
logotips	logo	logotips	logo	N;NOM;MASC;SG	ADV
ziņojums	denunciar	ziņojums	denunciar	N;NOM;MASC;SG	V;NFIN
ziņojums	relatar	ziņojums	relatar	N;NOM;MASC;SG	V;NFIN
organisko	orgânicas	organiska	orgânico	ADJ;ACC;MASC;SG	N;FEM;PL
organisko	orgânica	organiska	orgânico	ADJ;ACC;MASC;SG	N;FEM;SG
organisko	orgânico	organiska	orgânico	ADJ;ACC;MASC;SG	N;MASC;SG
organisko	orgânicos	organiska	orgânico	ADJ;ACC;MASC;SG	N;MASC;PL
venecuēlas	venezuelana	venecuēla	venezuelano	PROPN;NOM;FEM;PL	ADJ;FEM;SG
venecuēlas	venezuelano	venecuēla	venezuelano	PROPN;NOM;FEM;PL	N;MASC;SG
venecuēlas	venezuela	venecuēla	venezuela	PROPN;NOM;FEM;PL	N;FEM;SG
editpage	editpage	editpage	editpage		N;FEM;SG
milānas	milão	milāna	milão	PROPN;NOM;FEM;SG	N;MASC;SG
milānas	milan	milāna	milan	PROPN;NOM;FEM;SG	N;MASC;SG
automātiskā	automáticos	automātisks	automático	ADJ;NOM;FEM;SG	ADJ;MASC;PL
automātiskā	automáticas	automātisks	automático	ADJ;NOM;FEM;SG	N;FEM;PL
bens	ben	bens	ben	PROPN;NOM;MASC;SG	N;MASC;SG
ieradies	chegaram	ierasties	chegar	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;IND;PL;3;FIN
csstext	csstext	csstext	csstext		N;MASC;SG
habsburgs	habsburgos	habsburgs	habsburgo	N;NOM;MASC;SG	N;MASC;PL
starojums	radiações	starojums	radiação	N;NOM;MASC;SG	N;FEM;PL
nikola	nikola	nikols	nikola	PROPN;NOM;FEM;SG	N;MASC;SG
nikola	nicole	nikols	nicole	PROPN;NOM;FEM;SG	N;FEM;SG
ola	ovos	ola	ovo	N;NOM;FEM;SG	N;MASC;PL
andrea	andreia	andrea	andreia		N;FEM;SG
andrea	andrea	andrea	andrear		N;FEM;SG
hana	hana	hana	hanar	PROPN;NOM;FEM;SG	N;MASC;SG
raiens	ryan	raiens	ryan	PROPN;NOM;MASC;SG	N;MASC;SG
vērtīgs	precious	vērtīgs	precious	ADJ;NOM;MASC;SG	N;MASC;SG
vērtīgs	preciosidade	vērtīgs	preciosidade	ADJ;NOM;MASC;SG	N;FEM;SG
vērtīgs	preciosos	vērtīgs	precioso	ADJ;NOM;MASC;SG	ADJ;MASC;PL
vērtīgs	valiosas	vērtīgs	valioso	ADJ;NOM;MASC;SG	ADJ;FEM;PL
vērtīgs	valiosos	vērtīgs	valioso	ADJ;NOM;MASC;SG	ADJ;MASC;PL
septītais	seventh	septīt	seventh	ADJ;NOM;MASC;SG	N;MASC;SG
klods	cláudia	klods	cláudia	PROPN;NOM;MASC;SG	N;FEM;SG
klods	claude	klods	claude	PROPN;NOM;MASC;SG	N;MASC;SG
iebrukums	invasões	iebrukums	invasão	N;NOM;MASC;SG	N;FEM;PL
stade	stade	stade	stade		N;MASC;SG
negatīvi	negativa	negatīvi	negativa	ADV	N;FEM;SG
negatīvi	negativas	negatīvi	negativo	ADV	ADJ;FEM;PL
negatīvi	negativos	negatīvi	negativo	ADV	N;MASC;PL
negatīvi	negativo	negatīvi	negativo	ADV	ADJ;MASC;SG
starpkaru	entreguerras	starpkars	entreguerra	N;ACC;MASC;SG	N;MASC;PL
madridē	madrid	madride	madrid	PROPN;ESS;FEM;SG	N;MASC;SG
madridē	madri	madride	madri	PROPN;ESS;FEM;SG	N;MASC;SG
austrumi	oriente	austrumi	oriente	N;NOM;MASC	N;MASC;SG
austrumi	leste	austrumi	leste	N;NOM;MASC	N;MASC;SG
austrumi	east	austrumi	east	N;NOM;MASC	N;MASC;SG
linecolor	linecolor	linecolor	linecolor	N	ADV
nīlas	nilo	nīla	nilo	N;NOM;FEM;PL	N;MASC;SG
labāku	melhor	labs	melhor	ADJ;ACC;CMPR;MASC;SG	ADV
labāku	melhores	labs	bom	ADJ;ACC;CMPR;MASC;SG	ADJ;MASC;PL
buļļu	touros	buļļa	touros	N;ACC;FEM;SG	N;MASC;PL
buļļu	bulls	buļļa	bull	N;ACC;FEM;SG	N;MASC;PL
georgijs	georgy	georgijs	georgy	PROPN;NOM;MASC;SG	N;MASC;SG
georgijs	georgi	georgijs	georgi	PROPN;NOM;MASC;SG	N;MASC;SG
kļūda	erros	kļūda	erro	N;NOM;FEM;SG	N;MASC;PL
nora	nora	nora	nora	PROPN;NOM;FEM;SG	N;FEM;SG
sur	sur	sur	sur		N;MASC;SG
log	log	logt	log		N;MASC;SG
pagarināts	prolongados	pagarināt	prolongar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
gultas	cama	gulta	cama	N;NOM;FEM;PL	N;FEM;SG
grizzlies	grizzlies	grizzlies	grizzlies	N;NOM;MASC;SG	N;MASC;PL
karaļi	kings	karalis	kings	N;NOM;MASC;PL	N;MASC;SG
olivers	oliver	olivers	oliver	PROPN;NOM;MASC;SG	N;MASC;SG
vienpadsmit	eleven	vienpadsmit	eleven	NUM;PL	N;MASC;SG
papildina	complementos	papildināt	complemento	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
papildina	complemento	papildināt	complemento	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;SG
papildina	complementar	papildināt	complementar	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;SG
simti	hundred	simti	hundred	N;NOM;MASC;PL	N;MASC;SG
simti	cem	simti	cem	N;NOM;MASC;PL	NUM
simti	centena	simti	centena	N;NOM;MASC;PL	N;FEM;SG
sociālais	sociais	sociāls	social	ADJ;NOM;MASC;SG	ADJ;MASC;PL
abū	yas	abū	yas	PROPN	N;MASC;SG
modas	matilde	moda	matilde	N;NOM;FEM;PL	N;FEM;SG
modas	maud	moda	maud	N;NOM;FEM;PL	N;FEM;SG
barošanas	alimentando	barošana	alimentar	N;NOM;FEM;SG	V;V.MSDR
pārveidot	conversão	pārveidot	conversão	V;POS;NFIN	N;FEM;SG
briesmas	perigos	briesmas	perigo	N;NOM;FEM	N;MASC;PL
briesmas	perigos	briesmas	perigo	N;NOM;FEM	N;MASC;PL
briesmas	perigo	briesmas	perigo	N;NOM;FEM	N;MASC;SG
atvaļināts	reformados	atvaļināt	reformar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
atvaļināts	aposentados	atvaļināt	aposentado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;MASC;PL
mēreni	moderada	mēreni	moderar	ADV	V;FEM;SG;V.PTCP
novērotas	observado	novērot	observar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
novērotas	observada	novērot	observar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
novērotas	observou	novērot	observar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
sociālistu	socialistas	sociālists	socialista	N;ACC;MASC;SG	N;MASC;PL
piecdesmit	fifty	piecdesmit	fifty	NUM;PL	N;MASC;SG
piekļūt	acessos	piekļūt	acesso	V;POS;NFIN	N;MASC;PL
piekļūt	acesso	piekļūt	acesso	V;POS;NFIN	N;MASC;SG
atcelta	cancelado	atcelt	cancelar	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
atcelta	cancelou	atcelt	cancelar	ADJ;NOM;FEM;SG	V;IND;SG;3;PST;FIN
atcelta	cancelados	atcelt	cancelar	ADJ;NOM;FEM;SG	V;MASC;PL;V.PTCP
atcelta	cancelei	atcelt	canceler	ADJ;NOM;FEM;SG	V;IND;SG;1;PST;FIN
atcelta	cancelada	atcelt	cancelar	ADJ;NOM;FEM;SG	V;FEM;SG;V.PTCP
atcelta	cancelado	atcelt	cancelar	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
atcelta	cancelou	atcelt	cancelar	ADJ;NOM;FEM;SG	V;IND;SG;3;PST;FIN
atcelta	cancelados	atcelt	cancelar	ADJ;NOM;FEM;SG	V;MASC;PL;V.PTCP
atcelta	cancelada	atcelt	cancelar	ADJ;NOM;FEM;SG	V;FEM;SG;V.PTCP
barbara	bárbara	barbars	bárbara	PROPN;NOM;FEM;SG	N;FEM;SG
barbara	barbara	barbars	barbara	PROPN;NOM;FEM;SG	N;FEM;SG
masačūsetsas	massachusetts	masačūsets	massachusetts	PROPN;NOM;FEM;SG	N;MASC;PL
prezidentūras	presidência	prezidentūra	presidência	N;NOM;FEM;PL	N;FEM;SG
neapoles	nápoles	neapole	nápoles	PROPN;NOM;FEM;SG	N;MASC;SG
kaļķu	lime	kaļķis	lime	N;GEN;MASC;PL	N;MASC;SG
kaļķu	lima	kaļķis	lima	N;GEN;MASC;PL	N;MASC;SG
kaļķu	cal	kaļķis	cal	N;GEN;MASC;PL	N;FEM;SG
čaka	chaka	čaka	chaka	PROPN;NOM;FEM;SG	N;MASC;SG
čaka	chuck	čaka	chuck	PROPN;NOM;FEM;SG	N;MASC;SG
uzstādīt	conjunto	uzstādīt	conjunto	V;POS;NFIN	N;MASC;SG
uzstādīt	set	uzstādīt	set	V;POS;NFIN	N;MASC;SG
uzstādīt	instalação	uzstādīt	instalação	V;POS;NFIN	N;FEM;SG
pastāvīga	permanentes	pastāvīga	permanente	ADJ;NOM;FEM;SG	ADJ;MASC;PL
tendence	tendências	tendence	tendência	N;NOM;FEM;SG	N;FEM;PL
nogāzes	ladeira	nogāze	ladeira	N;NOM;FEM;PL	N;FEM;SG
nogāzes	encosta	nogāze	encosta	N;NOM;FEM;PL	N;FEM;SG
nogāzes	inclinação	nogāze	inclinação	N;NOM;FEM;PL	N;FEM;SG
nogāzes	declive	nogāze	declive	N;NOM;FEM;PL	N;MASC;SG
noslēdz	fecha	noslēgt	fechar	V;FH;IND;SG;2;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
noslēdz	conclui	noslēgt	concluir	V;FH;IND;SG;2;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ienaidnieks	inimigas	ienaidnieks	inimiga	N;NOM;MASC;SG	N;FEM;PL
ienaidnieks	inimigos	ienaidnieks	inimigo	N;NOM;MASC;SG	N;MASC;PL
ērgļi	eagles	Ērglis	eagle	N;NOM;MASC;PL	N;MASC;SG
pagātnes	passadas	pagātne	passar	N;NOM;FEM;PL	V;FEM;PL;V.PTCP
pagātnes	passados	pagātne	passar	N;NOM;FEM;PL	V;MASC;PL;V.PTCP
pagātnes	passado	pagātne	passar	N;NOM;FEM;PL	V;MASC;SG;V.PTCP
piedzīvojumi	adventures	piedzīvojums	adventure	N;NOM;MASC;PL	N;MASC;SG
piedzīvojumi	aventura	piedzīvojums	aventura	N;NOM;MASC;PL	N;FEM;SG
piedzīvojumi	adventure	piedzīvojums	adventure	N;NOM;MASC;PL	N;MASC;SG
atvērt	open	atvērt	open	V;POS;NFIN	N;MASC;SG
uzsver	destaques	uzsvērt	destaque	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
donavas	danúbio	donava	danúbio	N;NOM;FEM;PL	N;MASC;SG
auss	ouvidos	auss	ouvir	N;NOM;FEM;SG	V;MASC;PL;V.PTCP
auss	orelhas	auss	orelha	N;NOM;FEM;SG	N;FEM;PL
auss	ouvido	auss	ouvir	N;NOM;FEM;SG	V;MASC;SG;V.PTCP
lcp	lcp	lcp	lcp	PROPN	N;MASC;SG
kviešu	trigo	kvietis	trigo	N;GEN;MASC;PL	N;MASC;SG
šaura	estreito	šaura	estreito	ADJ;NOM;FEM;SG	N;MASC;SG
šaura	estreitas	šaura	estreito	ADJ;NOM;FEM;SG	N;FEM;PL
ledu	ice	ledus	ice	N;ACC;MASC	N;MASC;SG
ledu	gelo	ledus	gelo	N;ACC;MASC	N;MASC;SG
neolīta	neolítico	neolīt	neolítico	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;MASC;SG
izgatavota	fabricados	izgatavot	fabricar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
izgatavota	fabricadas	izgatavot	fabricar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
egejas	egeu	egeja	egeu	N;NOM;FEM;PL	N;MASC;SG
ienākumus	renda	ienākums	renda	N;ACC;MASC;PL	N;FEM;SG
ienākumus	rendimento	ienākums	rendimento	N;ACC;MASC;PL	N;MASC;SG
skalas	balança	skala	balança	N;NOM;FEM;PL	N;FEM;SG
akts	agir	akts	agir	N;NOM;MASC;SG	V;NFIN
galīgi	definitiva	galīgi	definitivo	ADV	ADJ;FEM;SG
galīgi	definitivas	galīgi	definitivo	ADV	ADJ;FEM;PL
galīgi	definitivos	galīgi	definitivo	ADV	ADJ;MASC;PL
galīgi	definitivo	galīgi	definitivo	ADV	ADJ;MASC;SG
kaujinieku	combatentes	kaujinieks	combatente	N;ACC;MASC;SG	N;MASC;PL
kaujinieku	milícias	kaujinieks	milícia	N;ACC;MASC;SG	N;MASC;PL
pakešu	pacote	pakeša	pacote	N;ACC;MASC;PL	N;MASC;SG
mainījies	mudou	mainīties	mudar	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mainījies	mudei	mainīties	mudar	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	V;IND;SG;1;PST;FIN
iepriekšējie	anterior	iepriekšējs	anterior	ADJ;NOM;MASC;PL	ADJ;MASC;SG
ipv	ipu	ipv	ipu		N;MASC;SG
plazmas	plasma	plazma	plasma	N;NOM;FEM;PL	N;MASC;SG
pētījums	estuda	pētījums	estudar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
pētījums	estude	pētījums	estude	N;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
pētījums	estudar	pētījums	estudar	N;NOM;MASC;SG	V;NFIN
derīgas	apto	derīga	apto	ADJ;NOM;FEM;PL	ADJ;MASC;SG
derīgas	fit	derīga	fit	ADJ;NOM;FEM;PL	N;MASC;SG
nelsons	nelson	nelsons	nelson	PROPN;NOM;MASC;SG	N;MASC;SG
rasels	russel	rasels	russel	PROPN;NOM;MASC;SG	N;MASC;SG
rasels	russell	rasels	russell	PROPN;NOM;MASC;SG	N;MASC;SG
halles	halle	halle	halle	N;NOM;FEM;PL	N;FEM;SG
irbe	partridge	irbe	partridgir	PROPN;NOM;MASC;SG	N;MASC;SG
nesaskaņas	desentendimento	nesaskaņa	desentendimento	N;NOM;FEM;PL	N;MASC;SG
nesaskaņas	desacordo	nesaskaņa	desacordo	N;NOM;FEM;PL	N;MASC;SG
nesaskaņas	discordância	nesaskaņa	discordância	N;NOM;FEM;PL	N;FEM;SG
nesaskaņas	discórdia	nesaskaņa	discórdia	N;NOM;FEM;PL	N;FEM;SG
magnētisko	magnéticas	magnētiska	magnético	ADJ;ACC;MASC;SG	N;FEM;PL
magnētisko	magnética	magnētiska	magnético	ADJ;ACC;MASC;SG	N;FEM;SG
magnētisko	magnético	magnētiska	magnético	ADJ;ACC;MASC;SG	N;MASC;SG
magnētisko	magnéticos	magnētiska	magnético	ADJ;ACC;MASC;SG	N;MASC;PL
iziešanas	saida	iziešana	saida	N;NOM;FEM;PL	N;FEM;SG
iziešanas	saída	iziešana	saída	N;NOM;FEM;PL	N;FEM;SG
iziešanas	sair	iziešana	sair	N;NOM;FEM;PL	V;NFIN
iziešanas	saindo	iziešana	sair	N;NOM;FEM;PL	V;V.MSDR
fords	ford	fords	ford	PROPN;NOM;MASC;SG	N;FEM;SG
deivs	dave	deivs	daver	PROPN;NOM;MASC;SG	PROPN;MASC;SG
ķēde	circuitos	ķēde	circuito	N;NOM;FEM;SG	N;MASC;PL
apmaiņa	trocas	apmaiņa	troca	N;NOM;FEM;SG	N;FEM;PL
apmaiņa	intercâmbios	apmaiņa	intercâmbio	N;NOM;FEM;SG	N;MASC;PL
deviņu	nine	deviņi	nine	NUM;ACC;MASC;PL	N;MASC;SG
veiksmīgu	sucesso	veiksmīga	sucesso	ADJ;ACC;MASC;SG	N;MASC;SG
england	inglaterra	england	inglaterra		N;FEM;SG
england	england	england	england		N;MASC;SG
poznaņas	poznań	poznaņa	poznań	PROPN;NOM;FEM;SG	N;MASC;SG
vera	vera	vērt	ver	PROPN;NOM;FEM;SG	N;FEM;SG
petrovs	petrov	petrovs	petrov	PROPN;NOM;MASC;SG	N;MASC;SG
pretinieks	inimigas	pretinieks	inimiga	N;NOM;MASC;SG	N;FEM;PL
pretinieks	inimigos	pretinieks	inimigo	N;NOM;MASC;SG	N;MASC;PL
pretinieks	adversários	pretinieks	adversário	N;NOM;MASC;SG	N;MASC;PL
nodrošināta	garantidos	nodrošināt	garantir	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
vdk	kgb	vdk	kgb	PROPN	N;MASC;SG
drīzumā	logo	drīzums	logo	N;ESS;MASC;SG	ADV
drīzumā	brevemente	drīzums	brevemente	N;ESS;MASC;SG	ADV
drīzumā	próximas	drīzums	próximo	N;ESS;MASC;SG	ADJ;FEM;PL
drīzumā	próximos	drīzums	próximo	N;ESS;MASC;SG	ADJ;MASC;PL
sēklu	sementes	sēkla	semente	N;ACC;MASC;SG	N;FEM;PL
gaļa	carnes	gaļa	carne	N;NOM;FEM;SG	N;FEM;PL
sietlas	seattle	sietla	seattle	PROPN;NOM;FEM;PL	N;MASC;SG
smiltis	areia	smilts	areiar	N;NOM;FEM;PL	N;FEM;SG
pievienoti	adicionado	pievienot	adicionar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
pievienoti	adicionada	pievienot	adicionar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
pievienoti	acrescentado	pievienot	acrescentar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
pievienoti	adicionou	pievienot	adicionar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
pievienoti	anexada	pievienot	anexar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
pievienoti	anexa	pievienot	anexo	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	N;FEM;SG
pievienoti	anexado	pievienot	anexado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
tuvo	passando	tuvot	passar	ADJ;ACC;MASC;SG	V;V.MSDR
tumša	dark	tumša	dark	ADJ;NOM;FEM;SG	N;MASC;SG
novēro	observem	novērot	observar	V;IMP;SG;2;POS;PRS;FIN;ACT	V;SBJV;PL;3;PRS;FIN
novēro	observe	novērot	observar	V;IMP;SG;2;POS;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
dzejā	versos	dzeja	verso	N;ESS;FEM;SG	N;MASC;PL
iesaistās	envolventes	iesaistīties	envolvente	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	ADJ;MASC;PL
iesaistās	envolvente	iesaistīties	envolvente	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	ADJ;MASC;SG
papua	papua	papust	papua		N;FEM;SG
papua	papuásia	papust	papuásia		N;FEM;SG
varoņi	heroes	varonis	heroes	N;NOM;MASC;PL	N;MASC;SG
hip	hip	hipēt	hip		N;MASC;SG
hip	quadril	hipēt	quadril		N;MASC;SG
hip	anca	hipēt	ancar		N;FEM;SG
gēnu	genes	gēns	gene	N;ACC;MASC;SG	N;MASC;PL
romeo	romeu	romeo	romer		N;MASC;SG
romeo	romeo	romeo	romeo		N;MASC;SG
amatniecības	artesanal	amatniecība	artesanal	N;NOM;FEM;PL	ADJ;MASC;SG
amatniecības	artesanato	amatniecība	artesanato	N;NOM;FEM;PL	N;MASC;SG
amatniecības	artesanato	amatniecība	artesanato	N;NOM;FEM;PL	N;MASC;SG
euro	euros	euro	euro		N;MASC;PL
euro	euro	euro	euro		N;MASC;SG
uzņemti	inscrito	uzņemt	inscrito	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
atļauj	permita	atļaut	permitir	V;FH;IND;3;POS;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
smags	pesado	smags	pesar	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
smags	heavy	smags	heavy	ADJ;NOM;MASC;SG	N;MASC;SG
smags	pesadas	smags	pesar	ADJ;NOM;MASC;SG	V;FEM;PL;V.PTCP
smags	pesados	smags	pesar	ADJ;NOM;MASC;SG	V;MASC;PL;V.PTCP
smags	pesada	smags	pesar	ADJ;NOM;MASC;SG	V;FEM;SG;V.PTCP
smags	severo	smags	severo	ADJ;NOM;MASC;SG	N;MASC;SG
smags	severas	smags	severa	ADJ;NOM;MASC;SG	ADJ;FEM;PL
arnis	arnis	arnis	arnis	PROPN;NOM;MASC;SG	N;MASC;SG
artis	artis	arts	arti	PROPN;NOM;MASC;SG	N;MASC;SG
krava	carregar	krava	carregar	N;NOM;FEM;SG	V;NFIN
krava	mercadorias	krava	mercadoria	N;NOM;FEM;SG	N;FEM;PL
iekšzemē	internamente	iekšzeme	internamente	N;ESS;FEM;SG	ADV
ieguldījums	investimentos	ieguldījums	investimento	N;NOM;MASC;SG	N;MASC;PL
militāri	militares	militāre	militar	ADV	N;MASC;PL
militāri	militar	militāre	militar	ADV	N;MASC;SG
somālijas	somália	somālija	somália	N;NOM;FEM;PL	N;FEM;SG
somālijas	somália	somālija	somália	N;NOM;FEM;PL	N;FEM;SG
somālijas	somali	somālija	somali	N;NOM;FEM;PL	N;MASC;SG
ženēvas	genebra	ženēva	genebra	PROPN;NOM;FEM;SG	N;FEM;SG
pusvadītāju	semicondutores	pusvadītājs	semicondutor	N;ACC;MASC;SG	N;MASC;PL
pusvadītāju	semicondutores	pusvadītājs	semicondutor	N;ACC;MASC;SG	N;MASC;PL
skudru	formigas	skudra	formiga	N;ACC;MASC;SG	N;FEM;PL
zirgam	cavalos	zirgs	cavalo	N;DAT;MASC;SG	N;MASC;PL
pozitīvi	positivos	pozitīvi	positivo	ADV	N;MASC;PL
pozitīvi	positivas	pozitīvi	positivo	ADV	ADJ;FEM;PL
pozitīvi	positivo	pozitīvi	positivo	ADV	ADJ;MASC;SG
pozitīvi	positiva	pozitīvi	positivo	ADV	ADJ;FEM;SG
atzīmēta	marcados	atzīmēt	marcar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
čeļabinskas	chelyabinsk	čeļabinska	chelyabinsk	N;NOM;FEM;PL	N;MASC;SG
vērsts	orientados	vērst	orientar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
vērsts	orientadas	vērst	orientar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
vilces	tracção	vilce	tracção	N;NOM;FEM;PL	N;FEM;SG
vilces	tração	vilce	tração	N;NOM;FEM;PL	N;FEM;SG
vilces	impulso	vilce	impulso	N;NOM;FEM;PL	N;MASC;SG
izteiktas	pronunciado	izteikt	pronunciar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
izteiktas	pronunciada	izteikt	pronunciar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
pierādījumu	provas	pierādījums	prova	N;ACC;MASC;SG	N;FEM;PL
izvairās	evita	izvairīties	evitar	V;FH;IND;3;POS;REFL;FUT;FIN;ACT	V;IND;SG;3;PRS;FIN
stiprs	strong	stiprs	strong	ADJ;NOM;MASC;SG	N;MASC;SG
stiprs	fortes	stiprs	forte	ADJ;NOM;MASC;SG	ADJ;MASC;PL
zoo	zoológico	zoo	zoológico		N;MASC;SG
zoo	zoo	zoo	zoo		N;MASC;SG
olimpiāde	olimpíadas	olimpiāde	olimpíar	N;NOM;FEM;SG	N;FEM;PL
nulle	zero	nulle	zero	N;NOM;FEM;SG	NUM
aprīkots	equipados	aprīkot	equipar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
aprīkots	equipados	aprīkot	equipar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
aprīkots	equipadas	aprīkot	equipar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
disney	disney	disney	disney		N;FEM;SG
zaļas	verde	zaļa	verde	ADJ;NOM;FEM;PL	ADJ;MASC;SG
zaļas	green	zaļa	green	ADJ;NOM;FEM;PL	N;MASC;SG
zaļas	verdes	zaļa	verdes	ADJ;NOM;FEM;PL	N;MASC;PL
zum	zum	zus	zum		N;MASC;SG
ņem	pega	ņemt	pegar	V;IMP;SG;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
