категория	الفئة	категория	فِئَة	N;INDF;FEM;SG	N;NOM;DEF;SG
войници	الجنود	войник	جُندِيّ	N;INDF;MASC;PL	N;NOM;DEF;PL
войници	القوات	войник	قُوَّة	N;INDF;MASC;PL	N;NOM;DEF;PL
турнир	البطولة	турнир	بُطُولَة	N;INDF;MASC;SG	N;NOM;DEF;SG
международни	الدولية	международен	دُوَلِيّ	ADJ;INDF;PL	ADJ;NOM;DEF;FEM;SG
международни	الدولي	международен	دُوَلِيّ	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
международни	دولية	международен	دُوَلِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
международни	دولي	международен	دُوَلِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
броя	العد	броя-(се)	عَدّ	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;DEF;SG
съюза	نقابة	съюз	نِقَابَة	N;DEF;MASC;SG	N;NOM;INDF;SG
съюза	يونيون	съюз	يُونِيُون	N;DEF;MASC;SG	
подобни	مشابهة	подобен	مُشَابِه	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
подобни	مماثل	подобен	مُمَاثِل	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
подобни	مماثلة	подобен	مُمَاثِل	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
подобни	مشابه	подобен	مشابه	ADJ;INDF;PL	
последно	الاخيرة	последно	أَخِير	ADV	ADJ;NOM;DEF;FEM;SG
последно	اخر	последно	آخَر	ADV	ADJ;NOM;INDF;MASC;SG
последно	اخير	последно	أَخِير	ADV	ADJ;NOM;INDF;MASC;SG
последно	تدوم	последно	دَام	ADV	V;IPFV;FEM;IND;SG;3;FIN;ACT
последно	الاخير	последно	أَخِير	ADV	ADJ;NOM;DEF;MASC;SG
положение	الوضع	положение	وَضع	N;INDF;NEUT;SG	N;NOM;DEF;SG
положение	الحالة	положение	حَالَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
положение	المنصب	положение	مَنصِب	N;INDF;NEUT;SG	N;NOM;DEF;SG
положение	الموضع	положение	مُوَضَّع	N;INDF;NEUT;SG	N;NOM;DEF;SG
положение	الموقف	положение	مَوقِف	N;INDF;NEUT;SG	N;NOM;DEF;SG
положение	الوضع	положение	وَضع	N;INDF;NEUT;SG	N;NOM;DEF;SG
положение	الموقف	положение	مَوقِف	N;INDF;NEUT;SG	N;NOM;DEF;SG
положение	الحالة	положение	حَالَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
лесно	السهل	лесно	سَهل	ADV	N;NOM;DEF;SG
лесно	سهل	лесно	سَهل	ADV	ADJ;NOM;INDF;MASC;SG
лесно	سهلة	лесно	سَهل	ADV	ADJ;NOM;INDF;FEM;SG
отряд	الفرقة	отряд	فِرقَة	N;INDF;MASC;SG	N;NOM;DEF;SG
селата	قرى	село	قَريَة	N;DEF;NEUT;PL	N;NOM;INDF;PL
твърди	المطالبات	твърдя	مُطَالَبَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
твърди	مطالبات	твърдя	مُطَالَبَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
стойност	القيمة	стойност	قِيمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
кратко	قصيرة	кратко	قَصِير	ADV	ADJ;NOM;INDF;FEM;SG
кратко	القصير	кратко	قَصِير	ADV	
кратко	قصير	кратко	قَصِير	ADV	ADJ;NOM;INDF;MASC;SG
кратко	شورت	кратко	شورت	ADV	
кратко	موجزة	кратко	مُوجَز	ADV	N;NOM;INDF;SG
кратко	موجز	кратко	مُوجَز	ADV	N;NOM;INDF;SG
кратко	مختصر	кратко	مُختَصِر	ADV	ADJ;NOM;INDF;MASC;SG
игра	المباراة	игра	مُبَارَاة	N;INDF;FEM;SG	N;NOM;DEF;SG
игра	اللعبة	игра	لَعبَة	N;INDF;FEM;SG	N;NOM;DEF;SG
игра	تلعب	игра	لَعِب	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
игра	العب	игра	العب	N;INDF;FEM;SG	
игра	لعب	игра	لَعِب	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
игра	اللعب	игра	لَعب	N;INDF;FEM;SG	N;NOM;DEF;SG
локомотив	القاطرة	локомотив	قَاطِرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
блок	بلوك	блок	بَلوَك	N;INDF;MASC;SG	
инструменти	الصكوك	инструмент	صَكّ	N;INDF;MASC;PL	N;NOM;DEF;PL
инструменти	الالات	инструмент	آلَة	N;INDF;MASC;PL	N;NOM;DEF;PL
инструменти	الادوات	инструмент	أَدَاة	N;INDF;MASC;PL	N;NOM;DEF;PL
средна	المتوسط	среден	مُتَوَسِّط	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
подобно	مشابهة	подобно	مُشَابِه	ADV	ADJ;NOM;INDF;FEM;SG
подобно	مماثل	подобно	مُمَاثِل	ADV	ADJ;NOM;INDF;MASC;SG
подобно	مماثلة	подобно	مُمَاثِل	ADV	ADJ;NOM;INDF;FEM;SG
подобно	مشابه	подобно	مشابه	ADV	
къща	المنزل	къща	مَنزِل	N;INDF;FEM;SG	N;NOM;DEF;SG
къща	هاوس	къща	هاوس	N;INDF;FEM;SG	
къща	البيت	къща	بَيت	N;INDF;FEM;SG	N;NOM;DEF;SG
обучение	التدريب	обучение	تَدرِيب	N;INDF;NEUT;SG	N;NOM;DEF;SG
обучение	التربية	обучение	تَربِيَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
обучение	التعليم	обучение	تَعلِيم	N;INDF;NEUT;SG	N;NOM;DEF;SG
обучение	تعليمي	обучение	تَعلِيمِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
канал	القناة	канал	قَنَاة	N;INDF;MASC;SG	N;NOM;DEF;SG
канал	القناة	канал	قَنَاة	N;INDF;MASC;SG	N;NOM;DEF;SG
наука	العلوم	наука	عِلم	N;INDF;FEM;SG	N;NOM;DEF;PL
наука	علوم	наука	عِلم	N;INDF;FEM;SG	N;NOM;INDF;PL
наука	العلم	наука	عِلم	N;INDF;FEM;SG	N;NOM;DEF;SG
факултет	الكلية	факултет	كُلِّيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
кмет	عمدة	кмет	عُمدَة	N;INDF;MASC;SG	
кмет	العمدة	кмет	العمدة	N;INDF;MASC;SG	N;NOM;DEF;SG
основен	الاساسية	основен	أَسَاسِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
пари	فلوس	пара	فِلم	N;INDF;FEM;PL	
пари	المال	пара	مَال	N;INDF;FEM;PL	N;NOM;DEF;SG
пари	مال	пара	مَال	N;INDF;FEM;PL	
том	توم	том	تَومّ	PROPN;INDF;MASC;SG	
семейства	العائلات	семейство	عَائِلَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
семейства	الاسر	семейство	أُسرَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
семейства	العوائل	семейство	عَائِلَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
семейства	اسر	семейство	أُسرَة	N;INDF;NEUT;PL	
зависимост	التبعية	зависимост	تَبعِيَة	N;INDF;FEM;SG	N;NOM;DEF;SG
зависимост	الاعتماد	зависимост	اِعتِمَاد	N;INDF;FEM;SG	N;NOM;DEF;SG
зависимост	الادمان	зависимост	إِدمَان	N;INDF;FEM;SG	N;NOM;DEF;SG
зависимост	التبعية	зависимост	تَبعِيَة	N;INDF;FEM;SG	N;NOM;DEF;SG
зависимост	الاعتماد	зависимост	اِعتِمَاد	N;INDF;FEM;SG	N;NOM;DEF;SG
рота	شركه	рота	شركه	N;INDF;FEM;SG	
рота	الشركة	рота	شَرِكَة	N;INDF;FEM;SG	N;NOM;DEF;SG
майор	رائد	майор	رائد	N;INDF;MASC;SG	
майор	ماجور	майор	ماجور	N;INDF;MASC;SG	
майор	الرائد	майор	رَائِد	N;INDF;MASC;SG	N;NOM;DEF;SG
относно	بشان	относно	بشان	ADP	N;NOM;INDF;SG
относно	بخصوص	относно	بخصوص	ADP	N;NOM;INDF;SG
бан	بحظر	бан	بحظر	PROPN;INDF;MASC;SG	
бан	الحظر	бан	حَظر	PROPN;INDF;MASC;SG	N;NOM;DEF;SG
бан	حظر	бан	حَظر	PROPN;INDF;MASC;SG	N;NOM;INDF;SG
изтриване	يحذف	изтриване	حَذَف	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
изтриване	الحذف	изтриване	حَذف	N;INDF;NEUT;SG	N;NOM;DEF;SG
изтриване	احذف	изтриване	أَحذَف	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
изтриване	تحذف	изтриване	حَذَف	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
изтриване	حذف	изтриване	حَذف	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
научни	علمية	научен	عِلمِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
научни	علميا	научен	عِلمِيّ	ADJ;INDF;PL	ADJ;ACC;INDF;MASC;SG
композитор	الملحن	композитор	مَلحَن	N;INDF;MASC;SG	N;NOM;DEF;SG
композитор	المؤلف	композитор	مُؤَلِّف	N;INDF;MASC;SG	
йордан	الاردن	йордан	أُردُنّ	PROPN;INDF;MASC;SG	N;NOM;DEF;SG
йордан	jorda	йордан	مَذِيث	PROPN;INDF;MASC;SG	
йордан	جوردان	йордан	جُوردَان	PROPN;INDF;MASC;SG	
космос	الكون	космос	كَون	N;INDF;MASC;SG	N;NOM;DEF;SG
космос	الفضاء	космос	فَضَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
определени	معرف	определя-(се)	مَعرِف	V;PFV;INDF;PL;V.PTCP;PASS	
структура	الهيكل	структура	هَيكَل	N;INDF;FEM;SG	N;NOM;DEF;SG
манастира	دير	манастирам	دير	N;DEF;MASC;SG	
рано	المبكر	рано	مُبَكِّر	ADV	ADJ;NOM;DEF;MASC;SG
рано	باكرا	рано	بَاكِر	ADV	ADJ;ACC;INDF;MASC;SG
рано	اوائل	рано	أَوَّل	ADV	N;NOM;INDF;PL
рано	مبكرة	рано	مُبَكِّر	ADV	ADJ;NOM;INDF;FEM;SG
рано	مبكر	рано	مُبَكِّر	ADV	ADJ;NOM;INDF;MASC;SG
рано	مبكرا	рано	مُبَكِّر	ADV	ADJ;ACC;INDF;MASC;SG
действие	اكشن	действие	اكشن	N;INDF;NEUT;SG	
действие	العمل	действие	عَمَل	N;INDF;NEUT;SG	N;NOM;DEF;SG
действие	الاجراء	действие	إِجرَاء	N;INDF;NEUT;SG	N;NOM;DEF;SG
действие	الحركة	действие	حَرَكَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
португалия	البرتغال	португалия	اَلبُرتُغَال	PROPN;INDF;FEM;SG	
дейвид	ديفيد	дейвид	دِيفِيد	PROPN;INDF;MASC;SG	
дейвид	داود	дейвид	دَاوُد	PROPN;INDF;MASC;SG	
дейвид	ديفد	дейвид	دَيَّف	PROPN;INDF;MASC;SG	
дейвид	دايفيد	дейвид	دايفيد	PROPN;INDF;MASC;SG	
дейвид	دافيد	дейвид	دَافِيد	PROPN;INDF;MASC;SG	
градски	الحضر	градски	حَضَر	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
градски	الحضري	градски	حَضَرِيّ	ADJ;INDF;MASC;SG	
градски	الحضرية	градски	حَضَرِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
градски	حضري	градски	حضري	ADJ;INDF;MASC;SG	
национално	الوطنية	национален	وَطَنِيَّة	ADV	N;NOM;DEF;SG
национално	ناشيونال	национален	ناشيونال	ADV	
национално	وطنية	национален	وَطَنِيّ	ADV	ADJ;NOM;INDF;FEM;SG
национално	وطني	национален	وَطَنِيّ	ADV	ADJ;NOM;INDF;MASC;SG
кръст	كروس	кръст	كروس	N;INDF;MASC;SG	
кръст	الصليب	кръст	صَلِيب	N;INDF;MASC;SG	N;NOM;DEF;SG
дунав	الدانوب	дунав	دَانُوب	PROPN;INDF;MASC;SG	
предишна	سابقة	предишен	سَابِقَة	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
предишна	السابق	предишен	سَابِق	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
предишна	السابقة	предишен	سَابِق	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
съвета	مجلس	съвет	مَجلِس	N;DEF;MASC;SG	N;NOM;INDF;SG
полета	الحقول	поле	حَقل	N;INDF;NEUT;PL	N;NOM;DEF;PL
полета	الميادين	поле	مَيدَان	N;INDF;NEUT;PL	N;NOM;DEF;PL
полета	الرحلة	поле	رِحلَة	N;INDF;NEUT;PL	N;NOM;DEF;SG
полета	طيران	поле	طَيَرَان	N;INDF;NEUT;PL	N;NOM;INDF;SG
полета	الطيران	поле	طَيَرَان	N;INDF;NEUT;PL	N;NOM;DEF;SG
чест	الشرف	чест	شَرَف	N;INDF;FEM;SG	N;NOM;DEF;SG
чест	شرف	чест	شَرَف	N;INDF;FEM;SG	
час	ساعه	час	ساعه	N;INDF;MASC;SG	
час	الساعة	час	سَاعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
гори	يحرق	гора	حَرَّق	N;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
гори	بيرنز	гора	بِيرنز	N;INDF;FEM;PL	
гори	حرق	гора	حَرق	N;INDF;FEM;PL	
гори	بحرق	гора	بحرق	N;INDF;FEM;PL	
гори	احرق	гора	أَحرَق	N;INDF;FEM;PL	V;PFV;MASC;SG;3;ACT
гори	الحرق	гора	حَرِيق	N;INDF;FEM;PL	N;NOM;DEF;SG
гори	الغابات	гора	غَابَة	N;INDF;FEM;PL	N;NOM;DEF;PL
гори	يحترق	гора	اِحتَرَق	N;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
гори	احتراق	гора	اِحتِرَاق	N;INDF;FEM;PL	N;NOM;INDF;SG
гори	حرق	гора	حَرق	N;INDF;FEM;PL	
гори	الحرق	гора	حَرِيق	N;INDF;FEM;PL	N;NOM;DEF;SG
гори	تحترق	гора	اِحتَرَق	N;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
майкъл	مايكل	майкъл	مَايكِل	PROPN;INDF;MASC;SG	
индонезия	اندونيسيا	индонезия	إِندُونِيسِيَا	N;INDF;FEM;SG	
съоръжения	المرافق	съоръжение	مِرفَق	N;INDF;NEUT;PL	N;NOM;DEF;PL
съоръжения	التسهيلات	съоръжение	تَسهِيل	N;INDF;NEUT;PL	N;NOM;DEF;PL
построен	مبني	построя-(се)	مَبنِيّ	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
рядко	نادرا	рядко	نَادِر	ADV	ADJ;ACC;INDF;MASC;SG
рядко	النادر	рядко	نَادِر	ADV	ADJ;NOM;DEF;MASC;SG
рядко	نادر	рядко	نَادِر	ADV	ADJ;NOM;INDF;MASC;SG
рядко	نادرة	рядко	نَادِر	ADV	ADJ;NOM;INDF;FEM;SG
търговски	التجاري	търговски	تِجَارِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
комисия	اللجنة	комисия	لَجنَة	N;INDF;FEM;SG	N;NOM;DEF;SG
комисия	اللجنة	комисия	لَجنَة	N;INDF;FEM;SG	N;NOM;DEF;SG
планински	ماونتن	планински	مُاُونَة	ADJ;INDF;MASC;SG	
планински	جبل	планински	جَبَل	ADJ;INDF;MASC;SG	
планински	الجبل	планински	جَبَل	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
християни	المسيحيين	християнин	مَسِيحِيّ	N;INDF;MASC;PL	N;ACC;DEF;PL
учени	العلماء	учен	عَالِم	N;INDF;MASC;PL	N;NOM;DEF;PL
израел	اسرائيل	израел	إِسرَائِيل	PROPN;INDF;MASC;SG	N;NOM;INDF;SG
корея	كوريا	корей	كُورِيَا	PROPN;INDF;FEM;SG	
единица	الوحدة	единица	وَحدَة	N;INDF;FEM;SG	N;NOM;DEF;SG
чета	قرا	чета	قِرّ	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;INDF;SG
чета	قرات	чета	قَرَّة	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
чета	القراءة	чета	قِرَاءَة	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;DEF;SG
чета	قراءة	чета	قِرَاءَة	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;INDF;SG
чета	اقرا	чета	أَقَرّ	V;IPFV;IND;SG;1;PRS;FIN;ACT	
чета	القراءة	чета	قِرَاءَة	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;DEF;SG
чета	قراءة	чета	قِرَاءَة	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;INDF;SG
чета	يقرا	чета	قَرَا	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
чета	اقرا	чета	أَقَرّ	V;IPFV;IND;SG;1;PRS;FIN;ACT	
въпроси	المسائل	въпрос	مَسأَلَة	N;INDF;MASC;PL	N;NOM;DEF;PL
въпроси	القضايا	въпрос	قَضِيَّة	N;INDF;MASC;PL	N;NOM;DEF;PL
въпроси	الاسئلة	въпрос	سُؤَال	N;INDF;MASC;PL	N;NOM;DEF;PL
изпълнение	التنفيذ	изпълнение	تَنفِيذ	N;INDF;NEUT;SG	N;NOM;DEF;SG
изпълнение	الاداء	изпълнение	أَدَاء	N;INDF;NEUT;SG	N;NOM;DEF;SG
изпълнение	التنفيذ	изпълнение	تَنفِيذ	N;INDF;NEUT;SG	N;NOM;DEF;SG
изпълнение	الاعدام	изпълнение	إِعدَام	N;INDF;NEUT;SG	N;NOM;DEF;SG
флот	البحرية	флот	بَحرِيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
флот	بحرية	флот	بَحرِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
флот	الاسطول	флот	أُسطُول	N;INDF;MASC;SG	N;NOM;DEF;SG
герои	الابطال	герой	بَطَل	N;INDF;MASC;PL	N;NOM;DEF;PL
герои	الاحرف	герой	أَحرَف	N;INDF;MASC;PL	N;NOM;DEF;SG
герои	الشخصيات	герой	شَخصِيَّة	N;INDF;MASC;PL	N;NOM;DEF;PL
официална	الرسمي	официален	رَسمِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
официална	مسؤول	официален	مَسؤُول	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
официална	الرسمي	официален	رَسمِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
компании	الشركات	компания	شَرِكَة	N;INDF;FEM;PL	N;NOM;DEF;PL
възпитаници	الخريجين	възпитаник	خَرِيج	N;INDF;MASC;PL	N;ACC;DEF;DU
мир	السلام	мир	سَلَام	N;INDF;MASC;SG	N;NOM;DEF;SG
певица	مغنية	певица	مَغَنِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
певица	المغني	певица	مَغَنِيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
растения	النباتات	растение	نَبَات	N;INDF;NEUT;PL	N;NOM;DEF;PL
творчество	الابداع	творчество	بَدَع	N;INDF;NEUT;SG	N;NOM;DEF;SG
продуцент	المنتج	продуцент	مُنتَج	N;INDF;MASC;SG	N;NOM;DEF;SG
продуцент	منتجة	продуцент	مُنتِج	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
продуцент	المنتجة	продуцент	مُنتِج	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
принц	برنس	принц	برنس	N;INDF;MASC;SG	
принц	برينس	принц	برِينس	N;INDF;MASC;SG	
принц	الامير	принц	أَمِير	N;INDF;MASC;SG	N;NOM;DEF;SG
стена	الحائط	стена	حَائِط	N;INDF;FEM;SG	N;NOM;DEF;SG
стена	وول	стена	وُول	N;INDF;FEM;SG	
стена	الجدار	стена	جِدَار	N;INDF;FEM;SG	N;NOM;DEF;SG
разкази	الحكايات	разказ	حِكَايَة	N;INDF;MASC;PL	N;NOM;DEF;PL
разкази	القصص	разказ	قِصَّة	N;INDF;MASC;PL	N;NOM;DEF;PL
загуби	خسارة	загуба	خَسَارَة	N;INDF;FEM;PL	N;NOM;INDF;SG
загуби	الخسارة	загуба	خَسَارَة	N;INDF;FEM;PL	N;NOM;DEF;SG
загуби	الخسائر	загуба	خَسَارَة	N;INDF;FEM;PL	N;NOM;DEF;PL
загуби	خسرت	загуба	خَسِر	N;INDF;FEM;PL	V;PFV;FEM;SG;3;ACT
загуби	خسر	загуба	خَسِر	N;INDF;FEM;PL	V;PFV;MASC;SG;3;ACT
загуби	فقدت	загуба	فَقَد	N;INDF;FEM;PL	V;PFV;FEM;SG;3;ACT
загуби	ضاع	загуба	ضَاع	N;INDF;FEM;PL	V;PFV;MASC;SG;3;ACT
загуби	ضائع	загуба	ضَائِع	N;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
смисъл	المعنى	смисъл	مَعنَى	N;INDF;MASC;SG	N;NOM;DEF;SG
смисъл	يعنى	смисъл	عَنَى	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
смисъл	يعني	смисъл	عَنَى	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
дълбочина	العمق	дълбочина	عُمق	N;INDF;FEM;SG	N;NOM;DEF;SG
мадрид	مدريد	мадрид	مَدرِيد	PROPN;INDF;MASC;SG	
фронт	الجبهة	фронт	جَبهَة	N;INDF;MASC;SG	N;NOM;DEF;SG
изследване	المسح	изследване	مُسَحِّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
изследване	ادرس	изследване	أَدرَس	N;INDF;NEUT;SG	
изследване	الدراسة	изследване	دِرَاسَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
изследване	بحوث	изследване	بَحث	N;INDF;NEUT;SG	N;NOM;INDF;PL
изследване	الابحاث	изследване	بَحث	N;INDF;NEUT;SG	N;NOM;DEF;PL
изследване	ابحاث	изследване	بَحث	N;INDF;NEUT;SG	N;NOM;INDF;PL
изследване	بحث	изследване	بَحَث	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
изследване	البحوث	изследване	بَحث	N;INDF;NEUT;SG	N;NOM;DEF;PL
изследване	البحث	изследване	بَحث	N;INDF;NEUT;SG	N;NOM;DEF;SG
изследване	الاستكشاف	изследване	اِستِكشَاف	N;INDF;NEUT;SG	N;NOM;DEF;SG
употреба	الاستعمال	употреба	اِستِعمَال	N;INDF;FEM;SG	N;NOM;DEF;SG
употреба	الاستخدام	употреба	اِستِخدَام	N;INDF;FEM;SG	N;NOM;DEF;SG
употреба	استعمل	употреба	اِستَعمَل	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
употреба	الاستعمال	употреба	اِستِعمَال	N;INDF;FEM;SG	N;NOM;DEF;SG
употреба	الاستخدام	употреба	اِستِخدَام	N;INDF;FEM;SG	N;NOM;DEF;SG
употреба	استخدم	употреба	اِستَخدَم	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
национални	الوطنية	национален	وَطَنِيَّة	ADJ;INDF;PL	N;NOM;DEF;SG
национални	ناشيونال	национален	ناشيونال	ADJ;INDF;PL	
национални	وطنية	национален	وَطَنِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
национални	وطني	национален	وَطَنِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
продукти	المنتج	продукт	مُنتَج	N;INDF;MASC;PL	N;NOM;DEF;SG
продукти	منتج	продукт	مُنتَج	N;INDF;MASC;PL	N;NOM;INDF;SG
продукти	المنتجات	продукт	مُنتَج	N;INDF;MASC;PL	N;NOM;DEF;PL
продукти	المنتجات	продукт	مُنتَج	N;INDF;MASC;PL	N;NOM;DEF;PL
министерството	وزارة	министерство	وِزَارَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
кой	من	кой	مِن	PRO;NOM;MASC;SG	ADP
кой	اللي	кой	لَيّ	PRO;NOM;MASC;SG	
техника	التقنية	техника	تَقنِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
стари	قديمه	стар	قديمه	ADJ;INDF;PL	
стари	عجوز	стар	عَجُوز	ADJ;INDF;PL	N;NOM;INDF;SG
стари	قديمة	стар	قَدِيم	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
стари	قديم	стар	قَدِيم	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
стари	القديم	стар	قَدِيم	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
тема	الموضوع	тема	مَوضُوع	N;INDF;FEM;SG	N;NOM;DEF;SG
тема	السمة	тема	سِمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
тема	الموضوع	тема	مَوضُوع	N;INDF;FEM;SG	N;NOM;DEF;SG
албания	البانيا	албания	أَلبَانِيَا	N;INDF;FEM;SG	
изкуството	ارت	изкуство	أَرت	N;DEF;NEUT;SG	
изкуството	فن	изкуство	فَنّ	N;DEF;NEUT;SG	
добро	خير	добър	خَير	ADV	ADJ;NOM;INDF;MASC;SG
добро	الخير	добър	خَير	ADV	N;NOM;DEF;SG
добро	طيب	добър	طيب	ADV	
добро	جيد	добър	جَيِّد	ADV	ADJ;NOM;INDF;MASC;SG
добро	بخير	добър	بخير	ADV	
подкрепа	الدعم	подкрепа	دَعم	N;INDF;FEM;SG	N;NOM;DEF;SG
активно	نشطة	активно	نَشَاط	ADV	ADJ;NOM;INDF;FEM;SG
активно	النشطة	активно	نَشَاط	ADV	N;NOM;DEF;SG
активно	نشط	активно	نَشِط	ADV	ADJ;NOM;INDF;MASC;SG
едновременно	متزامن	едновременно	مُتَزَامِن	ADV	ADJ;NOM;INDF;MASC;SG
изключение	الاستثناء	изключение	اِستِثنَاء	N;INDF;NEUT;SG	N;NOM;DEF;SG
реките	انهار	река	انهار	N;DEF;FEM;PL	
реките	ريفرز	река	ريفرز	N;DEF;FEM;PL	
снимки	الصور	снимка	الصور	N;INDF;FEM;PL	N;NOM;DEF;PL
снимки	الصور	снимка	الصور	N;INDF;FEM;PL	N;NOM;DEF;PL
автори	المؤلفين	автор	مُؤَلِّف	N;INDF;MASC;PL	ADJ;ACC;DEF;MASC;PL
братя	اخواني	брат	اخواني	N;INDF;MASC;PL	
братя	الاخوان	брат	أَخ	N;INDF;MASC;PL	N;NOM;DEF;PL
братя	الاخوة	брат	أُخُوَّة	N;INDF;MASC;PL	N;NOM;DEF;SG
братя	اخوة	брат	أُخُوَّة	N;INDF;MASC;PL	N;NOM;INDF;SG
братя	اخوان	брат	أَخ	N;INDF;MASC;PL	
видео	بالفيديو	видео	بالفيديو	N;INDF;NEUT;SG	N;NOM;DEF;SG
видео	الفيديو	видео	الفيديو	N;INDF;NEUT;SG	N;NOM;DEF;SG
успешно	ناجحة	успешно	نَاجِح	ADV	ADJ;NOM;INDF;FEM;SG
успешно	الناجحة	успешно	نَاجِح	ADV	ADJ;NOM;DEF;FEM;SG
успешно	ناجح	успешно	نَاجِح	ADV	ADJ;NOM;INDF;MASC;SG
успешно	بنجاح	успешно	بنجاح	ADV	
тяло	الجسد	тяло	جَسَد	N;INDF;NEUT;SG	N;NOM;DEF;SG
тяло	جسد	тяло	جَسَد	N;INDF;NEUT;SG	
тяло	الجسم	тяло	جِسم	N;INDF;NEUT;SG	N;NOM;DEF;SG
метъл	المعدن	метъл	مَعدِن	N;INDF;MASC;SG	N;NOM;DEF;SG
