και	وال	και	وَال	CONJ	N;NOM;DEF;SG
συνάρτηση	الوظيفة	συνάρτηση	وَظِيفَة	N;ACC;FEM;SG	N;NOM;DEF;SG
συνάρτηση	الدالة	συνάρτηση	دَالَة	N;ACC;FEM;SG	N;NOM;DEF;SG
συνάρτηση	دالة	συνάρτηση	دَالَة	N;ACC;FEM;SG	N;NOM;INDF;SG
συνάρτηση	وظيفة	συνάρτηση	وَظِيفَة	N;ACC;FEM;SG	N;NOM;INDF;SG
αξία	القيمة	αξία	قِيمَة	N;ACC;FEM;SG	N;NOM;DEF;SG
αξία	قيمة	αξία	قِيمَة	N;ACC;FEM;SG	N;NOM;INDF;SG
φράση	جملة	φράση	جُملَة	N;ACC;FEM;SG	N;NOM;INDF;SG
φράση	العبارة	φράση	عِبَارَة	N;ACC;FEM;SG	N;NOM;DEF;SG
φράση	عبارة	φράση	عِبَارَة	N;ACC;FEM;SG	N;NOM;INDF;SG
φυσικής	فيزياء	φυσικός	فِيزِيَاء	ADJ;GEN;FEM;SG	
φυσικής	الفيزياء	φυσικός	الفيزياء	ADJ;GEN;FEM;SG	
προσπάθησε	حاول	προσπαθώ	حَاوَل	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;IMP;SG;FIN
προσπάθησε	محاولة	προσπαθώ	مُحَاوَلَة	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
προσπάθησε	جرب	προσπαθώ	جُرب	V;PFV;IND;SG;3;PST;FIN;ACT	
φωνή	الصوت	φωνή	صَوت	N;ACC;FEM;SG	N;NOM;DEF;SG
φωνή	صوت	φωνή	صَوت	N;ACC;FEM;SG	N;NOM;INDF;SG
φωνή	صو	φωνή	صُو	N;ACC;FEM;SG	
οικογένειες	اسر	οικογένεια	أُسرَة	N;NOM;FEM;PL	
εντολή	امر	εντολή	أَمر	N;ACC;FEM;SG	N;NOM;INDF;SG
εντολή	قيادة	εντολή	قِيَادَة	N;ACC;FEM;SG	N;NOM;INDF;SG
εντολή	القيادة	εντολή	قِيَادَة	N;ACC;FEM;SG	N;NOM;DEF;SG
εντολή	الولاية	εντολή	وِلَايَة	N;ACC;FEM;SG	N;NOM;DEF;SG
γάλλοι	فرنسيا	γάλλος	فَرَنسِيّ	PROPN;NOM;MASC;PL	ADJ;ACC;INDF;MASC;SG
γάλλοι	فرنسية	γάλλος	فَرَنسِيّ	PROPN;NOM;MASC;PL	ADJ;NOM;INDF;FEM;SG
γάλλοι	بالفرنسية	γάλλος	بالفرنسية	PROPN;NOM;MASC;PL	N;NOM;DEF;SG
γάλλοι	الفرنسية	γάλλος	فَرَنسِيَّة	PROPN;NOM;MASC;PL	N;NOM;DEF;SG
γάλλοι	فرنسي	γάλλος	فَرَنسِيّ	PROPN;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
αδελφός	اخي	αδελφός	اخي	N;NOM;MASC;SG	
αδελφός	اخ	αδελφός	إِخ	N;NOM;MASC;SG	
αδελφός	الاخ	αδελφός	الاخ	N;NOM;MASC;SG	
ζήτησε	المطلوب	ζητώ	مَطلُوب	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;DEF;MASC;SG
επιρροή	النفوذ	επιρροή	نُفُوذ	N;ACC;FEM;SG	N;NOM;DEF;SG
επιρροή	تاثير	επιρροή	تَأثِير	N;ACC;FEM;SG	N;NOM;INDF;SG
επιρροή	التاثير	επιρροή	تَاثِير	N;ACC;FEM;SG	N;NOM;DEF;SG
κατάκτηση	الفتح	κατάκτηση	فَتح	N;ACC;FEM;SG	N;NOM;DEF;SG
κατάκτηση	الغزو	κατάκτηση	غَزو	N;ACC;FEM;SG	N;NOM;DEF;SG
κατάκτηση	غزو	κατάκτηση	غَزو	N;ACC;FEM;SG	N;NOM;INDF;SG
κατάκτηση	قهر	κατάκτηση	قُهر	N;ACC;FEM;SG	
υπέγραψε	موقعة	υπογράφω	مُوَقَّع	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
υπέγραψε	توقيع	υπογράφω	تَوقِيع	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
σοβιετική	السوفييتي	σοβιετικός	سُوفيِيتِيّ	ADJ;NOM;FEM;SG	
σοβιετική	السوفيتية	σοβιετικός	سُوفِيّ	ADJ;NOM;FEM;SG	
σοβιετική	السوفييت	σοβιετικός	سُوفيِيت	ADJ;NOM;FEM;SG	N;NOM;DEF;PL
συγγραφέα	كاتبة	συγγραφέα	كَاتِب	N;VOC;MASC;SG	ADJ;NOM;INDF;FEM;SG
συγγραφέα	الكاتب	συγγραφέα	كَاتِب	N;VOC;MASC;SG	N;NOM;DEF;SG
συγγραφέα	كاتب	συγγραφέα	كَاتِب	N;VOC;MASC;SG	N;NOM;INDF;SG
συγγραφέα	الكاتبة	συγγραφέα	كَاتِب	N;VOC;MASC;SG	N;NOM;DEF;SG
συγγραφέα	مؤلف	συγγραφέα	مؤلف	N;VOC;MASC;SG	ADJ;NOM;INDF;MASC;SG
συγγραφέα	الكاتب	συγγραφέα	كَاتِب	N;VOC;MASC;SG	N;NOM;DEF;SG
συγγραφέα	كاتب	συγγραφέα	كَاتِب	N;VOC;MASC;SG	N;NOM;INDF;SG
συγγραφέα	المؤلف	συγγραφέα	مُؤَلِّف	N;VOC;MASC;SG	
κερδίσει	فوز	κερδίζω	فَوز	V;PFV;NFIN;ACT	N;NOM;INDF;SG
κερδίσει	الفوز	κερδίζω	فَوز	V;PFV;NFIN;ACT	N;NOM;DEF;SG
παγκοσμίως	عالميا	παγκόσμια	عَالَمِيّ	ADV	ADJ;ACC;INDF;MASC;SG
μακριά	بعيدا	μακριά	بَعِيد	ADV	ADJ;ACC;INDF;MASC;SG
κρίση	الازمات	κρίση	الازمات	N;NOM;FEM;SG	N;NOM;DEF;PL
περιγραφή	وصف	περιγραφή	وَصَف	N;NOM;FEM;SG	V;PFV;MASC;SG;3;ACT
πύλη	البوابه	πύλη	بُوَابَهَة	N;NOM;FEM;SG	
ανακοίνωσε	يعلن	ανακοινώνω	أَعلَن	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
ανακοίνωσε	نعلن	ανακοινώνω	نعلن	V;PFV;IND;SG;3;PST;FIN;ACT	
ελ	ايل	ελ	ايل		
μήνυμα	رساله	μήνυμα	رساله	N;NOM;NEUT;SG	PRO;NOM;FEM;SG;3
βαθμολογία	تقييم	βαθμολογία	تَقيِيم	N;ACC;FEM;SG	N;NOM;INDF;SG
βαθμολογία	التقييم	βαθμολογία	تَقيِيم	N;ACC;FEM;SG	N;NOM;DEF;SG
βαθμολογία	التصنيف	βαθμολογία	تَصنِيف	N;ACC;FEM;SG	N;NOM;DEF;SG
βαθμολογία	تصنيف	βαθμολογία	تَصنِيف	N;ACC;FEM;SG	N;NOM;INDF;SG
βαθμολογία	النتيجة	βαθμολογία	نَتِيجَة	N;ACC;FEM;SG	N;NOM;DEF;SG
προκάλεσε	تحدى	προκαλώ	تَحَدِّي	V;PFV;IND;SG;3;PST;FIN;ACT	
μεγαλύτερος	الاقدم	μεγάλος	أَقدَم	ADJ;NOM;CMPR;MASC;SG	N;NOM;DEF;SG
μεγαλύτερος	اكبر	μεγάλος	اكبر	ADJ;NOM;CMPR;MASC;SG	
γεννημένος	ولد	γεννημένος	وَلَد	V;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
γεννημένος	تولد	γεννημένος	تَوَلُّد	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V;IPFV;FEM;IND;SG;3;FIN;ACT
γεννημένος	مولود	γεννημένος	مولود	V;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
γεννημένος	يولد	γεννημένος	وَلَّد	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
μοναστήρι	دير	μοναστήρι	دير	N;NOM;NEUT;SG	
δραστηριότητες	الانشطة	δραστηριότητα	الانشطة	N;NOM;FEM;PL	
χίτλερ	هتلر	χίτλερ	هِتلَر	PROPN;NOM;MASC;SG	
περιέχουν	احتواء	περιέχω	اِحتِوَاء	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;INDF;SG
μοναδική	فريدون	μοναδικός	فريدون	ADJ;NOM;FEM;SG	
μοναδική	فريد	μοναδικός	فريد	ADJ;NOM;FEM;SG	
ακτή	شور	ακτός	شَور	N;NOM;FEM;SG	
ακτή	ساحل	ακτός	سَاحِل	N;NOM;FEM;SG	
ακτή	كوست	ακτός	كُوست	N;NOM;FEM;SG	
ομοσπονδίας	الاتحاد	ομοσπονδία	اِتِّحَاد	N;GEN;FEM;SG	N;NOM;DEF;SG
ομοσπονδίας	اتحاد	ομοσπονδία	اِتِّحَاد	N;GEN;FEM;SG	N;NOM;INDF;SG
ιδιότητα	ملكية	ιδιότητα	مِلكِيَّة	N;ACC;FEM;SG	N;NOM;INDF;SG
ιδιότητα	الملكية	ιδιότητα	مِلكِيَّة	N;ACC;FEM;SG	N;NOM;DEF;SG
ιδιότητα	الممتلكات	ιδιότητα	مُمتَلَكَات	N;ACC;FEM;SG	N;NOM;DEF;PL
ιδιότητα	ممتلكات	ιδιότητα	مُمتَلَكَات	N;ACC;FEM;SG	N;NOM;INDF;PL
ήθελε	مطلوب	θέλω	مَطلُوب	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
χέρι	بذراع	χέρι	بذراع	N;NOM;NEUT;SG	
χέρι	يدا	χέρι	يَد	N;NOM;NEUT;SG	
μέθοδος	المنهج	μέθοδος	مُنهَج	N;NOM;FEM;SG	
μέθοδος	منهج	μέθοδος	منهج	N;NOM;FEM;SG	
στούντιο	الاستوديوهات	στούντιος	اِستَودَيُوه	N;NOM;NEUT;SG	
στούντιο	الاستديوهات	στούντιος	اِستَدَاو	N;NOM;NEUT;SG	N;NOM;DEF;PL
στούντιο	استوديوهات	στούντιος	استوديوهات	N;NOM;NEUT;SG	
στούντιο	استديوهات	στούντιος	اِستَدَاو	N;NOM;NEUT;SG	
στούντιο	ستوديوهات	στούντιος	ستوديوهات	N;NOM;NEUT;SG	N;NOM;INDF;PL
στούντιο	ستوديو	στούντιος	ستوديو	N;NOM;NEUT;SG	
στούντιο	الاستوديو	στούντιος	اِستَودَيُو	N;NOM;NEUT;SG	
κάρολος	شارل	κάρολος	شَارل	N;NOM;MASC;SG	
κάρολος	تشارليز	κάρολος	تشَارلِيز	N;NOM;MASC;SG	
κάρολος	تشارلز	κάρολος	تشَارلز	N;NOM;MASC;SG	
κάρολος	شارلز	κάρολος	شَارلز	N;NOM;MASC;SG	
πέτρος	بيتر	πέτρος	بِيتر	PROPN;NOM;MASC;SG	
πέτρος	بطرس	πέτρος	بطرس	PROPN;NOM;MASC;SG	
επιστημονική	علميا	επιστημονικός	عِلمِيّ	ADJ;NOM;FEM;SG	ADJ;ACC;INDF;MASC;SG
μέτωπο	جب	μέτωπο	جب	N;NOM;NEUT;SG	
ουσία	الجوهر	ουσία	الجوهر	N;NOM;FEM;SG	
δούκα	ديوك	δούκα	دَيك	N;ACC;MASC;SG	
δούκα	دوق	δούκα	دَوق	N;ACC;MASC;SG	
ρεύμα	الحالي	ρεύμα	حَالِيّ	N;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
τίποτα	لاشيء	τίποτα	لَاشِي	PRO;NOM;NEUT;SG;3	
δίκαιο	law	δίκαιο	شَصِم	N;NOM;NEUT;SG	
δίκαιο	عادل	δίκαιο	عادل	N;NOM;NEUT;SG	
δίκαιο	عادلة	δίκαιο	عَادِل	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
δίκαιο	عدل	δίκαιο	عدل	N;NOM;NEUT;SG	
δίκαιο	منصف	δίκαιο	مَنصِف	N;NOM;NEUT;SG	
εταιρία	شركه	εταιρία	شركه	N;NOM;FEM;SG	
ναυτικό	البحرية	ναυτικός	بَحرِيَّة	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
ανεξαρτησία	الاستقلالية	ανεξαρτησία	اِستِقلَالِيّ	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
ανεξαρτησία	استقلالية	ανεξαρτησία	اِستِقلَالِيّ	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
επιστήμη	العلوم	επιστήμα	عِلم	N;NOM;FEM;SG	N;NOM;DEF;PL
επιστήμη	علوم	επιστήμα	عِلم	N;NOM;FEM;SG	N;NOM;INDF;PL
μόνος	لوحدي	μόνος	لوحدي	ADJ;NOM;MASC;SG	
μόνος	وحده	μόνος	وحده	ADJ;NOM;MASC;SG	PRO;NOM;MASC;SG;3
μόνος	وحيد	μόνος	وحيد	ADJ;NOM;MASC;SG	
μόνος	وحدي	μόνος	وَحدِيّ	ADJ;NOM;MASC;SG	
στάση	المواقف	στάση	مَوقِف	N;NOM;FEM;SG	N;NOM;DEF;PL
πάπα	بوب	πάπα	بوب	N;VOC;MASC;SG	
πάπα	بابا	πάπα	بابا	N;VOC;MASC;SG	
πάπα	البابا	πάπα	البابا	N;VOC;MASC;SG	
χάρτης	خريطه	χάρτης	خريطه	N;NOM;MASC;SG	PRO;NOM;MASC;SG;3
μοντέλα	موديلات	μοντέλα	مُودِيل	N;NOM;NEUT;PL	
σχόλιο	علق	σχόλιο	عَلَّق	N;NOM;NEUT;SG	V;PFV;MASC;SG;3;ACT
νομό	مقاطعة	νομός	مُقَاطَعَة	ADV	N;NOM;INDF;SG
νομό	المقاطعة	νομός	مُقَاطَعَة	ADV	N;NOM;DEF;SG
μόνη	لوحدي	μόνος	لوحدي	ADJ;NOM;FEM;SG	
μόνη	وحده	μόνος	وحده	ADJ;NOM;FEM;SG	PRO;NOM;MASC;SG;3
μόνη	وحيد	μόνος	وحيد	ADJ;NOM;FEM;SG	
μόνη	وحدي	μόνος	وَحدِيّ	ADJ;NOM;FEM;SG	
οθωμανική	العثمانية	οθωμανικός	عُثمَانِيّ	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
σύγκρουση	تنازع	σύγκρουση	نَازَع	N;NOM;FEM;SG	V;PFV;MASC;SG;3;ACT
σύγκρουση	الصراعات	σύγκρουση	صِرَاع	N;NOM;FEM;SG	N;NOM;DEF;PL
ασφαλείας	الامن	ασφάλεια	أَمن	N;GEN;FEM;SG	N;NOM;DEF;SG
ασφαλείας	الامنية	ασφάλεια	أُمنِيَّة	N;GEN;FEM;SG	N;NOM;DEF;SG
σούπερ	سوبر	σούπερ	سُوبَر	N;FEM;SG	
τραγουδιστής	مغنية	τραγουδιστής	مَغَنِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
πρόσβαση	النفاذ	πρόσβαση	نَفَاذ	N;ACC;FEM;SG	N;NOM;DEF;SG
πρόσβαση	الوصول	πρόσβαση	وُصُول	N;ACC;FEM;SG	N;NOM;DEF;SG
ηπείρου	القارة	Ήπειρος	قَارَّة	PROPN;GEN;FEM;SG	N;NOM;DEF;SG
ηπείρου	قارة	Ήπειρος	قَارَّة	PROPN;GEN;FEM;SG	N;NOM;INDF;SG
παίζει	المسرحيات	παίζω	مَسرَحِيّ	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
παίζει	مسرحيات	παίζω	مَسرَحِيّ	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
παίζει	اللعب	παίζω	لَعب	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
ελέγχου	التحكم	έλεγχος	تَحَكُّم	N;GEN;MASC;SG	N;NOM;DEF;SG
ελέγχου	السيطرة	έλεγχος	سَيطَرَة	N;GEN;MASC;SG	N;NOM;DEF;SG
ελέγχου	سيطرة	έλεγχος	سَيطَرَة	N;GEN;MASC;SG	N;NOM;INDF;SG
ελέγχου	تحكم	έλεγχος	حَكَم	N;GEN;MASC;SG	
ευκαιρία	فرصة	ευκαιρία	فُرصَة	N;ACC;FEM;SG	N;NOM;INDF;SG
ευκαιρία	الفرصة	ευκαιρία	فُرصَة	N;ACC;FEM;SG	N;NOM;DEF;SG
ευκαιρία	فرصة	ευκαιρία	فُرصَة	N;ACC;FEM;SG	N;NOM;INDF;SG
ευκαιρία	الفرص	ευκαιρία	فُرصَة	N;ACC;FEM;SG	N;NOM;DEF;PL
ευκαιρία	الفرصة	ευκαιρία	فُرصَة	N;ACC;FEM;SG	N;NOM;DEF;SG
περιοδεία	جولة	περιοδείο	جَولَة	N;ACC;FEM;SG	N;NOM;INDF;SG
περιοδεία	الجولة	περιοδείο	جَولَة	N;ACC;FEM;SG	N;NOM;DEF;SG
ειδική	خاصة	ειδικός	خَاصّ	ADJ;NOM;FEM;SG	ADJ;ACC;INDF;FEM;SG
βασίλης	كلوز	βασίλης	كلوز	PROPN;NOM;MASC;SG	
εκτέλεση	نفذ	εκτέλεση	نَفَّذ	N;ACC;FEM;SG	V;PFV;MASC;SG;3;ACT
εκτέλεση	تنفيذ	εκτέλεση	تَنفِيذ	N;ACC;FEM;SG	N;NOM;INDF;SG
εκτέλεση	اعدام	εκτέλεση	إِعدَام	N;ACC;FEM;SG	N;NOM;INDF;SG
εκτέλεση	التنفيذ	εκτέλεση	تَنفِيذ	N;ACC;FEM;SG	N;NOM;DEF;SG
εκτέλεση	الاعدام	εκτέλεση	إِعدَام	N;ACC;FEM;SG	N;NOM;DEF;SG
ανατολή	شرقي	ανατολή	شَرقِيّ	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
ανατολή	ايست	ανατολή	أَيسَت	N;NOM;FEM;SG	
ανατολή	شرقا	ανατολή	شِرق	N;NOM;FEM;SG	N;ACC;INDF;SG
ανατολή	الشرقية	ανατολή	شَرقِيّ	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
ανατολή	شروق	ανατολή	شَرق	N;NOM;FEM;SG	N;NOM;INDF;PL
σταθερά	ثابت	σταθερά	ثابت	ADV	
σταθερά	ثبات	σταθερά	ثَبَات	ADV	N;NOM;INDF;SG
σταθερά	بثبات	σταθερά	بَثبَة	ADV	N;NOM;INDF;SG
σταθερά	ثابتة	σταθερά	ثَابِت	ADV	ADJ;NOM;INDF;FEM;SG
σταθερά	مستقر	σταθερά	مُستَقِرّ	ADV	ADJ;NOM;INDF;MASC;SG
σταθερά	مستقرة	σταθερά	مُستَقِرّ	ADV	ADJ;NOM;INDF;FEM;SG
κεφάλι	راسي	κεφάλι	راسي	N;NOM;NEUT;SG	
κεφάλι	راس	κεφάλι	رَأس	N;NOM;NEUT;SG	
πλάτος	العرض	πλάτος	عَرض	N;ACC;NEUT;SG	N;NOM;DEF;SG
πλάτος	الاتساع	πλάτος	اِتِّسَاع	N;ACC;NEUT;SG	N;NOM;DEF;SG
εγκαταστάθηκε	مثبتة	εγκαθιστώ	مُثَبِّت	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;FEM;SG
ιστορικός	المؤرخ	ιστορικός	مُؤَرَّخ	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
νύχτα	ليلا	νύχτα	ليلا	N;ACC;FEM;SG	N;NOM;INDF;SG
νύχτα	الليل	νύχτα	لَيل	N;ACC;FEM;SG	N;NOM;DEF;SG
νύχτα	ليلة	νύχτα	لَيلَة	N;ACC;FEM;SG	N;NOM;INDF;SG
νύχτα	ليل	νύχτα	لَيل	N;ACC;FEM;SG	N;NOM;INDF;SG
μάικλ	مايكل	μάικλ	مَايكِل		
μπάσο	الباس	μπάσο	بَاس		
μπάσο	باس	μπάσο	بَاس		
απόδοση	كفاءة	απόδοση	كَفَاءَة	N;ACC;FEM;SG	N;NOM;INDF;SG
απόδοση	الكفاءة	απόδοση	كَفَاءَة	N;ACC;FEM;SG	N;NOM;DEF;SG
απόδοση	الفعالية	απόδοση	فَعَّالِيَّة	N;ACC;FEM;SG	N;NOM;DEF;SG
απόδοση	العائد	απόδοση	عَائِد	N;ACC;FEM;SG	N;NOM;DEF;SG
απόδοση	مردود	απόδοση	مَردُود	N;ACC;FEM;SG	N;NOM;INDF;SG
απόδοση	الاداء	απόδοση	أَدَاء	N;ACC;FEM;SG	N;NOM;DEF;SG
απόδοση	اداء	απόδοση	أَدَاء	N;ACC;FEM;SG	N;NOM;INDF;SG
ελεύθερη	مجانا	ελεύθερος	مَجَّان	ADJ;NOM;FEM;SG	ADJ;ACC;INDF;MASC;SG
ελεύθερη	f	ελεύθερος	!	ADJ;NOM;FEM;SG	
ελεύθερη	حر	ελεύθερος	حُرّ	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
άλλαξε	تغير	αλλάζω	تَغَيُّر	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
ποταμός	ريفر	ποταμός	رِيفِر	N;NOM;MASC;SG	
υπόλοιπο	الرصيد	υπόλοιπος	رَصِيد	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
υπόλοιπο	التوازن	υπόλοιπος	تَوَازُن	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
υπόλοιπο	الميزان	υπόλοιπος	مِيزَان	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
υπόλοιπο	رصيد	υπόλοιπος	رَصِيد	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
υπόλοιπο	توازن	υπόλοιπος	تَوَازُن	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
χρυσή	ذهبي	χρυσός	ذهبي	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
χρυσή	الذهبي	χρυσός	ذَهَبِيّ	N;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
χρυσή	ذهبية	χρυσός	ذَهَبِيّ	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
μαθήματα	العبر	μάθημα	عَبرَة	N;NOM;NEUT;PL	
ιταλική	الايطالية	ιταλικός	إِيطَالِيَّة	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
ιταλική	ايطاليا	ιταλικός	إِيطَالِيَا	ADJ;NOM;FEM;SG	
ιταλική	الايطالي	ιταλικός	إِيطَالِيّ	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
ιταλός	ايطالي	ιταλός	إِيطَالِيّ	PROPN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
ιταλός	الايطالية	ιταλός	إِيطَالِيَّة	PROPN;NOM;MASC;SG	N;NOM;DEF;SG
ιταλός	ايطالية	ιταλός	إِيطَالِيّ	PROPN;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
ιταλός	ايطاليا	ιταλός	إِيطَالِيَا	PROPN;NOM;MASC;SG	
ιταλός	الايطالي	ιταλός	إِيطَالِيّ	PROPN;NOM;MASC;SG	N;NOM;DEF;SG
ιερό	المقدسة	ιερός	مُقَدَّس	N;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
ιερό	مقدس	ιερός	مَقدَس	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
ιερό	المقدسة	ιερός	مُقَدَّس	N;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
ιερό	مقدسة	ιερός	مُقَدَّس	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
ιερό	مقدس	ιερός	مَقدَس	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
πόδια	القدم	πόδι	قَدَم	N;NOM;NEUT;PL	N;NOM;DEF;SG
πόδια	قدم	πόδι	قَدَّم	N;NOM;NEUT;PL	V;PFV;MASC;SG;3;ACT
πόδια	القدمين	πόδι	قَدَم	N;NOM;NEUT;PL	N;ACC;DEF;DU
πόδια	ارجل	πόδι	أَرجَل	N;NOM;NEUT;PL	
πόδια	الارجل	πόδι	أَرجَل	N;NOM;NEUT;PL	N;NOM;DEF;SG
πόδια	السيقان	πόδι	سِيقَان	N;NOM;NEUT;PL	
πόδια	الساقين	πόδι	سَاقِين	N;NOM;NEUT;PL	N;NOM;DEF;DU
τίτλους	العناوين	τίτλο	عُنوَان	NUM;NOM;MASC;PL	N;NOM;DEF;PL
τίτλους	الالقاب	τίτλο	لَقب	NUM;NOM;MASC;PL	N;NOM;DEF;PL
τίτλους	عناوين	τίτλο	عُنوَان	NUM;NOM;MASC;PL	N;NOM;INDF;PL
τίτλους	القاب	τίτλο	قَابّ	NUM;NOM;MASC;PL	N;NOM;INDF;SG
αρχικό	الاولي	αρχικός	أَوَّلِيّ	ADJ;NOM;NEUT;SG	
αρχικό	اوليا	αρχικός	أَوَّلِيّ	ADJ;NOM;NEUT;SG	ADJ;ACC;INDF;MASC;SG
αρχικό	اصلي	αρχικός	أَصلِيّ	ADJ;NOM;NEUT;SG	
αρχικό	الاصل	αρχικός	أَصل	ADJ;NOM;NEUT;SG	
τηλεόραση	تلفاز	τηλεόραση	تَلفَاز	N;ACC;FEM;SG	N;NOM;INDF;SG
τηλεόραση	التلفاز	τηλεόραση	تَلَفُّز	N;ACC;FEM;SG	N;NOM;DEF;SG
τηλεόραση	التليفزيون	τηλεόραση	التليفزيون	N;ACC;FEM;SG	
τηλεόραση	تلفزيون	τηλεόραση	تِلفِزيُون	N;ACC;FEM;SG	N;NOM;INDF;SG
τηλεόραση	التلفزيون	τηλεόραση	تِلفِزيُون	N;ACC;FEM;SG	N;NOM;DEF;SG
χρήστος	كريستوس	χρήστος	كرِيستُوس	PROPN;NOM;MASC;SG	
λευκό	بيضاء	λευκός	بَيضَاء	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
λευκό	الابيض	λευκός	أَبيَض	N;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
λευκό	وايت	λευκός	وايت	N;NOM;NEUT;SG	
λευκό	ابيض	λευκός	أَبيَض	N;NOM;NEUT;SG	
μικρός	صغيره	μικρός	صغيره	ADJ;NOM;MASC;SG	PRO;NOM;FEM;SG;3
μικρός	صغر	μικρός	صَغَر	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
δούκας	ديوك	δούκα	دَيك	N;NOM;MASC;SG	
δούκας	دوق	δούκα	دَوق	N;NOM;MASC;SG	
γωνία	ركن	γωνία	ركن	N;NOM;FEM;SG	
δεκαετίες	عقودا	δεκαετία	عَقد	N;NOM;FEM;PL	N;ACC;INDF;PL
γράψει	مكتوب	γράψει	مَكتُوب	V;PFV;NFIN;ACT	
γράψει	خطية	γράψει	خَطِّيّ	V;PFV;NFIN;ACT	ADJ;NOM;INDF;FEM;SG
γράψει	مكتوبة	γράψει	مَكتُوب	V;PFV;NFIN;ACT	ADJ;NOM;INDF;FEM;SG
γεωγραφία	الجغرافيا	γεωγραφία	جُغرَافِيَا	N;NOM;FEM;SG	
γεωγραφία	جغرافيا	γεωγραφία	جُغرَافِيّ	N;NOM;FEM;SG	ADJ;ACC;INDF;MASC;SG
γεωγραφία	الجغرافية	γεωγραφία	جُغرَافِيّ	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
γεωγραφία	جغرافية	γεωγραφία	جُغرَافِيَّة	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
έστειλε	ارسلت	στέλνω	أَرسَل	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;PASS
ολοκληρώθηκε	اكتمل	ολοκληρώνω	اِكتَمَل	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
ολοκληρώθηκε	اكملت	ολοκληρώνω	أَكمَل	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
ολοκληρώθηκε	اكتملت	ολοκληρώνω	اِكتَمَل	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
