категорія	luokan	категорія	luokka	N;INAN;NOM;FEM;SG	N;GEN;SG
польоту	lento	політ	lento	N;INAN;GEN;MASC;SG	N;NOM;SG
польоту	lentoa	політ	lento	N;INAN;GEN;MASC;SG	N;PRT;SG
змі	tiedotusvälineet	змо	tiedotus#väline	PROPN;INAN;NOM;MASC;SG	N;NOM;PL
змі	media	змо	media	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
змі	mediaa	змо	media	PROPN;INAN;NOM;MASC;SG	N;PRT;SG
змі	medialle	змо	media	PROPN;INAN;NOM;MASC;SG	N;AT+ALL;SG
змі	tiedotusvälineiden	змо	tiedotus#väline	PROPN;INAN;NOM;MASC;SG	N;GEN;PL
богородиці	neitsyen	богородика	neitsyä	N;INAN;NOM;FEM;PL	V;INS;SG;NFIN;ACT
богородиці	neitsyt	богородика	neitsyä	N;INAN;NOM;FEM;PL	N;NOM;SG
слави	mainetta	слава	maine	N;INAN;NOM;FEM;PL	N;PRT;SG
слави	maine	слава	maine	N;INAN;NOM;FEM;PL	N;NOM;SG
слави	kuuluisuus	слава	kuuluisuus	N;INAN;NOM;FEM;PL	N;NOM;SG
перетворення	muunnetaan	перетворення	muuntaa	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
реалізації	toteuttaminen	реалізація	toteuttaminen	N;INAN;NOM;FEM;PL	N;NOM;SG
реалізації	täytäntöönpanon	реалізація	täytäntöönpano	N;INAN;NOM;FEM;PL	N;GEN;SG
реалізації	täytäntöönpanoa	реалізація	täytäntöönpano	N;INAN;NOM;FEM;PL	N;PRT;SG
реалізації	täytäntöönpano	реалізація	täytäntöönpano	N;INAN;NOM;FEM;PL	N;NOM;SG
реалізації	toteutus	реалізація	toteutus	N;INAN;NOM;FEM;PL	N;NOM;SG
реалізації	täytäntöönpano	реалізація	täytäntöönpano	N;INAN;NOM;FEM;PL	N;NOM;SG
реалізації	täytäntöönpanosta	реалізація	täytäntöönpano	N;INAN;NOM;FEM;PL	N;IN+ABL;SG
боротьбі	taistelut	боротьба	taistelu	N;INAN;DAT;FEM;SG	N;NOM;PL
боротьбі	taistella	боротьба	taistella	N;INAN;DAT;FEM;SG	V;SG;NFIN;ACT
боротьбі	taistelevat	боротьба	taistella	N;INAN;DAT;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
газ	kaasua	газ	kaasu	N;INAN;NOM;MASC;SG	N;PRT;SG
газ	kaasun	газ	kaasu	N;INAN;NOM;MASC;SG	N;GEN;SG
газ	gaz	газ	gaz	N;INAN;NOM;MASC;SG	INTJ
аеропорт	lentokentälle	аеропорт	lento#kenttä	N;INAN;NOM;MASC;SG	N;AT+ALL;SG
здатність	kyvyt	здатність	kyky	N;INAN;NOM;FEM;SG	N;NOM;PL
здатність	kyvyn	здатність	kyky	N;INAN;NOM;FEM;SG	N;GEN;SG
здатність	valmiudet	здатність	valmius	N;INAN;NOM;FEM;SG	N;NOM;PL
костел	kirkon	костел	kirkko	N;INAN;NOM;MASC;SG	N;GEN;SG
костел	kirkossa	костел	kirkko	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
костел	kirkkoon	костел	kirkko	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
героїв	sankarit	герой	sankari	N;ANIM;ACC;MASC;PL	N;NOM;PL
героїв	sankareita	герой	sankari	N;ANIM;ACC;MASC;PL	N;PRT;PL
жили	asunut	жити	asua	V;IPFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;ACT
жили	asui	жити	asua	V;IPFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN;ACT
жили	elänyt	жити	elää	V;IPFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;ACT
залізнична	rautateiden	залізничний	rauta#tie	ADJ;NOM;FEM;SG	N;GEN;PL
залізнична	rautatiet	залізничний	rauta#tie	ADJ;NOM;FEM;SG	N;NOM;PL
залізнична	rautatie	залізничний	rauta#tie	ADJ;NOM;FEM;SG	N;NOM;SG
альпи	alpit	альпа	alppi	N;INAN;NOM;FEM;PL	N;NOM;SG
альпи	alpes	альпа	alpes	N;INAN;NOM;FEM;PL	
жінка	naisten	жінка	nainen	N;ANIM;NOM;FEM;SG	N;GEN;PL
португалії	portugalissa	португалія	portugali	PROPN;INAN;GEN;FEM;SG	N;IN+ESS;SG
португалії	portugali	португалія	portugali	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
португалії	portugalin	португалія	portugali	PROPN;INAN;GEN;FEM;SG	N;GEN;SG
назад	selkä	назад	selkä	ADV	N;NOM;SG
органи	elinten	орган	elin	N;INAN;NOM;MASC;PL	N;GEN;PL
хвороби	sairaudesta	хвороба	sairaus	N;INAN;NOM;FEM;PL	N;IN+ABL;SG
хвороби	sairaus	хвороба	sairaus	N;INAN;NOM;FEM;PL	N;NOM;SG
хвороби	tauti	хвороба	tauti	N;INAN;NOM;FEM;PL	N;NOM;SG
хвороби	taudista	хвороба	tauti	N;INAN;NOM;FEM;PL	N;IN+ABL;SG
хвороби	sairaus	хвороба	sairaus	N;INAN;NOM;FEM;PL	N;NOM;SG
процеси	prosesseja	процес	prosessi	N;INAN;NOM;MASC;PL	N;PRT;PL
процеси	prosessien	процес	prosessi	N;INAN;NOM;MASC;PL	N;GEN;PL
наступних	tuleva	наступний	tulla	ADJ;GEN;PL	ADJ;NOM;SG
наступних	tulevia	наступний	tuleva	ADJ;GEN;PL	ADJ;PRT;PL
наступних	tulevat	наступний	tuleva	ADJ;GEN;PL	ADJ;NOM;PL
анна	anne	анна	antaa	PROPN;ANIM;NOM;FEM;SG	N;NOM;SG
анна	anna	анна	antaa	PROPN;ANIM;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
англійська	englanti	англійський	englanti	ADJ;NOM;FEM;SG	N;NOM;SG
англійська	englantia	англійський	englanti	ADJ;NOM;FEM;SG	N;PRT;SG
англійська	englanniksi	англійський	englanti	ADJ;NOM;FEM;SG	N;TRANS;SG
англійська	englannin	англійський	englanti	ADJ;NOM;FEM;SG	N;GEN;SG
надзвичайно	epätavallisen	надзвичайно	epä#tavallinen	ADV	ADJ;GEN;SG
надзвичайно	äärimmäisen	надзвичайно	äärimmäinen	ADV	ADJ;GEN;SG
надзвичайно	huomattavaa	надзвичайно	huomattava	ADV	ADJ;PRT;SG
надзвичайно	merkittävä	надзвичайно	merkittävä	ADV	ADJ;NOM;SG
надзвичайно	merkittävää	надзвичайно	merkittävä	ADV	ADJ;PRT;SG
надзвичайно	huomattava	надзвичайно	huomattava	ADV	ADJ;NOM;SG
течії	ylävirtaan	течія	ylä#virta	N;INAN;NOM;FEM;PL	N;IN+ALL;SG
мужність	rohkeutta	мужність	rohkeus	N;INAN;NOM;FEM;SG	N;PRT;SG
молдови	moldovan	молдова	moldova	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
молдови	moldovan	молдова	moldova	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
молдови	moldova	молдова	moldova	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG
спроби	yrittää	спроба	yrittää	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
спроби	yritän	спроба	yrittää	N;INAN;NOM;FEM;PL	V;IND;SG;1;PRS;FIN;ACT
причиною	syy	причина	syy	N;INAN;INS;FEM;SG	N;NOM;SG
причиною	aiheuttaa	причина	aiheuttaa	N;INAN;INS;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
причиною	koska	причина	koska	N;INAN;INS;FEM;SG	CONJ
причиною	aatteen	причина	aate	N;INAN;INS;FEM;SG	N;GEN;SG
відкрита	avaa	відкритий	avata	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IMP;SG;2;FIN;ACT
повний	täyden	повний	täysi	ADJ;NOM;MASC;SG	ADJ;GEN;SG
повний	täys	повний	täys	ADJ;NOM;MASC;SG	INTJ
повний	täydet	повний	täysi	ADJ;NOM;MASC;SG	ADJ;NOM;PL
повний	täynnä	повний	täynnä	ADJ;NOM;MASC;SG	ADV
повний	täydelliset	повний	täydellinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
повний	täytetään	повний	täyttää	ADJ;NOM;MASC;SG	V;IND;PRS;FIN;PASS
кошти	kertynyt	кошти	kertyä	N;INAN;NOM	V;NOM;SG;V.PTCP;ACT
кошти	kertyneet	кошти	kertyä	N;INAN;NOM	V;NOM;PL;V.PTCP;ACT
кошти	kustannukset	кошти	kustannus	N;INAN;NOM	N;NOM;PL
кошти	kulut	кошти	kulu	N;INAN;NOM	N;NOM;PL
випуску	vapauttaa	випуск	vapauttaa	N;INAN;GEN;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
випуску	vapauta	випуск	vapau	N;INAN;GEN;MASC;SG	V;IMP;SG;2;FIN;ACT
випуску	julkaisu	випуск	julkaisu	N;INAN;GEN;MASC;SG	N;NOM;SG
написання	kirjoittaa	написання	kirjoittaa	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
написання	kirjoitusta	написання	kirjoitus	N;INAN;NOM;NEUT;SG	N;PRT;SG
ситуації	tilanne	ситуація	tilanne	N;INAN;ACC;FEM;PL	N;NOM;SG
основою	tukikohta	основа	tuki#kohta	N;INAN;INS;FEM;SG	N;NOM;SG
основою	pohja	основа	pohja	N;INAN;INS;FEM;SG	N;NOM;SG
основою	perusta	основа	perusta	N;INAN;INS;FEM;SG	N;NOM;SG
родин	kotitaloudet	родина	koti#talous	N;INAN;ACC;FEM;PL	N;NOM;PL
родин	kotitalouksien	родина	koti#talous	N;INAN;ACC;FEM;PL	N;GEN;PL
родин	perheitä	родина	perhe	N;INAN;ACC;FEM;PL	N;PRT;PL
родин	perheet	родина	perhe	N;INAN;ACC;FEM;PL	N;NOM;PL
факт	faktaa	факт	fakta	N;INAN;NOM;MASC;SG	N;PRT;SG
народ	ihmiset	народ	ihminen	N;INAN;NOM;MASC;SG	N;NOM;PL
народ	ihmisiä	народ	ihminen	N;INAN;NOM;MASC;SG	N;PRT;PL
народ	henkilöt	народ	henkilö	N;INAN;NOM;MASC;SG	N;NOM;PL
герої	sankareita	герой	sankari	N;ANIM;NOM;MASC;PL	N;PRT;PL
збірка	kokoelman	збірка	kokoelma	N;INAN;NOM;FEM;SG	N;GEN;SG
прі	prix	про	prix		N;NOM;SG
долина	laaksoon	долина	laakso	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
долина	valley	долина	valley	N;INAN;NOM;FEM;SG	
леонід	leonidas	леонід	leonidas	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
леонід	leonid	леонід	leonid	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
спостереження	valvo	спостереження	valvo	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
спостереження	valvoa	спостереження	valvoa	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
спостереження	huomioita	спостереження	huomio	N;INAN;NOM;NEUT;SG	N;PRT;PL
спостереження	havainnot	спостереження	havainto	N;INAN;NOM;NEUT;SG	N;NOM;PL
спостереження	huomiot	спостереження	huomio	N;INAN;NOM;NEUT;SG	N;NOM;PL
спостереження	huomautuksia	спостереження	huomautus	N;INAN;NOM;NEUT;SG	N;PRT;PL
спостереження	huomautukset	спостереження	huomautus	N;INAN;NOM;NEUT;SG	N;NOM;PL
спостереження	tarkkailla	спостереження	tarkkailla	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
введення	kirjoittaa	введення	kirjoittaa	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
сторінок	sivuja	сторінка	siva	N;INAN;GEN;FEM;PL	N;PRT;PL
сторінок	sivut	сторінка	sivu	N;INAN;GEN;FEM;PL	N;NOM;PL
санта	pukki	санта	pukki	PROPN;ANIM;NOM;FEM;SG	N;NOM;SG
санта	santa	санта	santa	PROPN;ANIM;NOM;FEM;SG	
остання	last	останній	last	ADJ;NOM;FEM;SG	
остання	viimeisenä	останній	viimeinen	ADJ;NOM;FEM;SG	ADJ;FRML;SG
остання	viimeksi	останній	viimeksi	ADJ;NOM;FEM;SG	ADV
остання	viimeisin	останній	viimeinen	ADJ;NOM;FEM;SG	ADJ;NOM;RL;SG
остання	uusin	останній	uusi	ADJ;NOM;FEM;SG	ADJ;NOM;RL;SG
остання	uusimmat	останній	uusi	ADJ;NOM;FEM;SG	ADJ;NOM;RL;PL
остання	viimeisin	останній	viimeinen	ADJ;NOM;FEM;SG	ADJ;NOM;RL;SG
остання	viimeisimmät	останній	viimeinen	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;PL
гравців	toimijoiden	гравець	toimija	N;ANIM;ACC;MASC;PL	N;GEN;PL
гравців	pelaajien	гравець	pelaaja	N;ANIM;ACC;MASC;PL	N;GEN;PL
гравців	pelaajia	гравець	pelaaja	N;ANIM;ACC;MASC;PL	N;PRT;PL
гравців	pelaajat	гравець	pelaaja	N;ANIM;ACC;MASC;PL	N;NOM;PL
найбільший	suurimmat	найбільший	suuri	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;RL;PL
найбільший	suurin	найбільший	suuri	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;RL;SG
найбільший	isoin	найбільший	iso#i	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;RL;SG
морі	mori	море	mori	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
зміст	sisältöä	зміст	sisältö	N;INAN;NOM;MASC;SG	N;PRT;SG
нам	nam	ми	nam	PRO;ANIM;DAT;PL;1	INTJ
зберігання	hallussapidosta	зберігання	hallussa#pito	N;INAN;NOM;NEUT;SG	N;IN+ABL;SG
зберігання	hallussa	зберігання	hallussa	N;INAN;NOM;NEUT;SG	ADV
високий	high	високий	high	ADJ;NOM;MASC;SG	N;NOM;SG
високий	korkeat	високий	korkea	ADJ;NOM;MASC;SG	ADJ;NOM;PL
високий	korkealla	високий	korkea	ADJ;NOM;MASC;SG	ADJ;AT+ESS
;SG
обробки	jalostus	обробка	jalostus	N;INAN;NOM;FEM;PL	N;NOM;SG
обробки	käsittelyä	обробка	käsittely	N;INAN;NOM;FEM;PL	N;PRT;SG
обробки	käsittely	обробка	käsittely	N;INAN;NOM;FEM;PL	N;NOM;SG
силами	voimia	сила	voima	N;INAN;INS;FEM;PL	N;PRT;PL
силами	powers	сила	powers	N;INAN;INS;FEM;PL	PROPN;NOM;SG
силами	valtuudet	сила	valtuus	N;INAN;INS;FEM;PL	N;NOM;PL
силами	voimat	сила	voima	N;INAN;INS;FEM;PL	N;NOM;PL
польські	puola	польський	puola	ADJ;NOM;PL	PROPN;NOM;SG
польські	puolalaiset	польський	puolalainen	ADJ;NOM;PL	N;NOM;PL
польські	puolalainen	польський	puolalainen	ADJ;NOM;PL	ADJ;NOM;SG
польські	puolan	польський	puola	ADJ;NOM;PL	N;GEN;SG
вірменії	armenian	вірменія	armenia	PROPN;INAN;GEN;FEM;SG	N;GEN;SG
архів	arkistoidut	архів	arkistoida	N;INAN;NOM;MASC;SG	V;NOM;PL;V.PTCP;PASS
архів	arkistosta	архів	arkisto	N;INAN;NOM;MASC;SG	N;IN+ABL;SG
архів	arkistoon	архів	arkisto	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
архів	arkistot	архів	arkisto	N;INAN;NOM;MASC;SG	N;NOM;PL
архів	arkiston	архів	arkisto	N;INAN;NOM;MASC;SG	N;GEN;SG
банк	pankkiin	банк	pankki	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
банк	pankin	банк	pankki	N;INAN;NOM;MASC;SG	N;GEN;SG
стіни	seiniä	стіна	seinä	N;INAN;NOM;FEM;PL	N;PRT;PL
світло	kevyt	світло	kevyt	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
світло	valoa	світло	valo	N;INAN;NOM;NEUT;SG	N;PRT;SG
світло	light	світло	light	N;INAN;NOM;NEUT;SG	
світло	valot	світло	valo	N;INAN;NOM;NEUT;SG	N;NOM;PL
світло	valoja	світло	valo	N;INAN;NOM;NEUT;SG	N;PRT;PL
популярність	suosittu	популярність	suosittu	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
популярність	suosiota	популярність	suosio	N;INAN;NOM;FEM;SG	N;PRT;SG
популярність	suosion	популярність	suosio	N;INAN;NOM;FEM;SG	N;GEN;SG
попередній	aikaisemmat	попередній	aikainen	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;PL
попередній	edelliset	попередній	edellinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
попередній	aiemmat	попередній	aiempi	ADJ;NOM;MASC;SG	ADJ;NOM;PL
естонії	viron	естонія	viro	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
естонії	viro	естонія	viro	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
літаки	koneita	літаки	kone	N;INAN;NOM;MASC;PL	N;PRT;PL
літаки	lentokoneita	літаки	lento#kone	N;INAN;NOM;MASC;PL	N;PRT;PL
грузії	georgiassa	грузія	georgia	PROPN;INAN;GEN;FEM;SG	N;IN+ESS;SG
грузії	georgian	грузія	georgia	PROPN;INAN;GEN;FEM;SG	N;GEN;SG
грузії	georgia	грузія	georg	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
грузії	georgiaa	грузія	georgia	PROPN;INAN;GEN;FEM;SG	N;PRT;SG
дорівнює	tasa	дорівнювати	tasa	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
дорівнює	equal	дорівнювати	equal	V;IPFV;IND;SG;3;PRS;FIN	
будучи	olemisen	бути	oleminen	V;IPFV;PRS;V.CVB	N;GEN;SG
будучи	oleminen	бути	oleminen	V;IPFV;PRS;V.CVB	N;NOM;SG
авіації	lentoliikenne	авіація	lento#liikenne	N;INAN;NOM;FEM;PL	N;NOM;SG
авіації	ilmailu	авіація	ilmailu	N;INAN;NOM;FEM;PL	N;NOM;SG
авіації	ilmailun	авіація	ilma#ilu	N;INAN;NOM;FEM;PL	N;GEN;SG
федір	fedor	федір	fedor	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
федір	fjodor	федір	fjodor	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
найкращі	paras	найкращий	hyvä	ADJ;NOM;RL;PL	ADJ;NOM;RL;SG
найкращі	parhaiten	найкращий	parhaiten	ADJ;NOM;RL;PL	ADV
найкращі	best	найкращий	best	ADJ;NOM;RL;PL	
найкращі	parasta	найкращий	hyvä	ADJ;NOM;RL;PL	ADJ;PRT;RL;SG
японія	japanista	японія	japani	PROPN;INAN;NOM;FEM;SG	N;IN+ABL;SG
японія	japani	японія	japani	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
японія	japanissa	японія	japani	PROPN;INAN;NOM;FEM;SG	ADJ;IN+ESS;PL
японія	japanin	японія	japani	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
зміна	muuttuu	зміна	muuttua	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
зміна	muuttuvat	зміна	muuttua	N;INAN;NOM;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
зміна	muuttuva	зміна	muuttua	N;INAN;NOM;FEM;SG	V;NOM;SG;V.PTCP;ACT
зміна	muuttaa	зміна	muuttaa	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
зміна	muokata	зміна	muokata	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
зміна	vaihda	зміна	vaihda	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
зміна	muuta	зміна	muu	N;INAN;NOM;FEM;SG	PRO;PRT;SG
зміна	muuttaa	зміна	muuttaa	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
хтось	ketään	хтось	kukaan	PRO;ANIM;NOM	PRO;PRT;SG
хтось	jonkun	хтось	joku	PRO;ANIM;NOM	PRO;GEN;SG
хтось	jonkun	хтось	joku	PRO;ANIM;NOM	PRO;GEN;SG
залишки	pysyy	залишки	pysyä	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
залишки	jäänne	залишки	jäädä	N;INAN;NOM;FEM;PL	N;NOM;SG
риб	kala	риба	kala	N;ANIM;ACC;FEM;PL	N;NOM;SG
риб	kalastaa	риба	kalastaa	N;ANIM;ACC;FEM;PL	V;SG;NFIN;ACT
риб	kalaa	риба	kala	N;ANIM;ACC;FEM;PL	N;PRT;SG
риб	kalasta	риба	kala	N;ANIM;ACC;FEM;PL	N;IN+ABL;SG
риб	kalat	риба	kala	N;ANIM;ACC;FEM;PL	N;NOM;PL
підписав	allekirjoitus	підписати	allekirjoida	V;PFV;MASC;IND;SG;PST;FIN	N;NOM;SG
випадків	tapaukset	випадок	tapaus	N;INAN;GEN;MASC;PL	N;NOM;PL
випадків	tapauksissa	випадок	tapaus	N;INAN;GEN;MASC;PL	N;IN+ESS;PL
тетяна	tatiana	тетяний	tatia	PROPN;ANIM;NOM;FEM;SG	N;FRML;SG
технічні	tekninen	технічний	tekninen	ADJ;NOM;PL	ADJ;NOM;SG
характеру	sitoumus	характер	sitoumus	N;INAN;GEN;MASC;SG	N;NOM;SG
характеру	sitoutuminen	характер	sitoutuminen	N;INAN;GEN;MASC;SG	N;NOM;SG
характеру	sitoutumista	характер	sitoutuminen	N;INAN;GEN;MASC;SG	N;PRT;SG
метал	metal	метал	metal	N;INAN;NOM;MASC;SG	
метал	metallia	метал	metalli	N;INAN;NOM;MASC;SG	N;PRT;SG
метал	metallinen	метал	metallinen	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
будівель	kiinteistöt	будівля	kiinteistö	N;INAN;GEN;FEM;PL	N;NOM;PL
будівель	rakennukset	будівля	rakennus	N;INAN;GEN;FEM;PL	N;NOM;PL
будівель	rakennuksia	будівля	rakennus	N;INAN;GEN;FEM;PL	N;PRT;PL
музичний	musikaali	музичний	musikaali	ADJ;NOM;MASC;SG	N;NOM;SG
стоїть	pystyssä	стояти	pystyssä	V;IPFV;IND;SG;3;PRS;FIN	ADV
стоїть	pysyvän	стояти	pysyvä	V;IPFV;IND;SG;3;PRS;FIN	ADJ;GEN;SG
середнього	keskimääräinen	середній	keski#määräinen	ADJ;GEN;MASC;SG	ADJ;NOM;SG
середнього	keskiarvo	середній	keski#arvo	ADJ;GEN;MASC;SG	N;NOM;SG
зустрічі	tapaaminen	зустріч	tapaaminen	N;INAN;NOM;FEM;PL	N;NOM;SG
зустрічі	kokous	зустріч	kokous	N;INAN;NOM;FEM;PL	N;NOM;SG
зустрічі	kokouksiin	зустріч	kokous	N;INAN;NOM;FEM;PL	N;IN+ALL;PL
зустрічі	tapaamisia	зустріч	tapaaminen	N;INAN;NOM;FEM;PL	N;PRT;PL
зустрічі	nimityksiä	зустріч	nimitys	N;INAN;NOM;FEM;PL	N;PRT;PL
могила	hautaa	могила	hauta	N;INAN;NOM;FEM;SG	N;PRT;SG
малий	pienet	малий	pieni	ADJ;NOM;MASC;SG	ADJ;NOM;PL
малий	malin	малий	mali	ADJ;NOM;MASC;SG	N;GEN;SG
птахи	lintuja	птах	lintu	N;ANIM;NOM;MASC;PL	N;PRT;PL
птахи	lintujen	птах	lintu	N;ANIM;NOM;MASC;PL	N;GEN;PL
птахи	lintu	птах	lintu	N;ANIM;NOM;MASC;PL	N;NOM;SG
птахи	linnun	птах	lintu	N;ANIM;NOM;MASC;PL	N;GEN;SG
птахи	bird	птах	bird	N;ANIM;NOM;MASC;PL	
перехід	hypätä	перехід	hypätä	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
перехід	hyppää	перехід	hypätä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
китаї	kiinassa	китай	kiina	PROPN;INAN;NOM;MASC;SG	N;IN+ESS;SG
китаї	kiinan	китай	kiina	PROPN;INAN;NOM;MASC;SG	N;GEN;SG
китаї	kiina	китай	kiina	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
китаї	kiinasta	китай	kiina	PROPN;INAN;NOM;MASC;SG	N;IN+ABL;SG
міжнародна	kansainvälisen	міжнародний	kansain#välinen	ADJ;NOM;FEM;SG	ADJ;GEN;SG
міжнародна	kansainväliset	міжнародний	kansain#välinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
гармати	tykki	гармати	tykki	N;INAN;NOM;FEM;PL	N;NOM;SG
тур	tour	тур	tour	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
військо	armeijan	військо	armeija	N;INAN;NOM;NEUT;SG	N;GEN;SG
селяни	maalainen	селянин	maalainen	N;ANIM;NOM;MASC;PL	ADJ;NOM;SG
селяни	viljelijöiden	селянин	viljelijä	N;ANIM;NOM;MASC;PL	N;GEN;PL
селяни	viljelijöille	селянин	viljelijä	N;ANIM;NOM;MASC;PL	N;AT+ALL;PL
селяни	maanviljelijöitä	селянин	maa#viljelijä	N;ANIM;NOM;MASC;PL	N;PRT;PL
китай	kiinassa	китай	kiina	PROPN;INAN;NOM;MASC;SG	N;IN+ESS;SG
китай	kiinan	китай	kiina	PROPN;INAN;NOM;MASC;SG	N;GEN;SG
китай	kiina	китай	kiina	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
китай	kiinasta	китай	kiina	PROPN;INAN;NOM;MASC;SG	N;IN+ABL;SG
богдана	bohdan	богдан	bohta	PROPN;ANIM;NOM;MASC;SG	N;GEN;SG
пер	per	пер	per		ADV
реформи	uudistuksia	реформа	uudistus	N;INAN;NOM;FEM;PL	N;PRT;PL
реформи	uudistaminen	реформа	uudistaminen	N;INAN;NOM;FEM;PL	N;NOM;SG
реформи	uudistus	реформа	uudistus	N;INAN;NOM;FEM;PL	N;NOM;SG
реформи	uudistuksen	реформа	uudistus	N;INAN;NOM;FEM;PL	N;GEN;SG
залежно	riippuen	залежно	riippua	ADV	V;INS;SG;NFIN;ACT
дивізіон	jakoon	дивізіон	jako	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
зовнішні	ulkoisen	зовнішній	ulkoinen	ADJ;NOM;PL	ADJ;GEN;SG
зовнішні	ulkoinen	зовнішній	ulkoinen	ADJ;NOM;PL	ADJ;NOM;SG
зовнішні	ulkopuolinen	зовнішній	ulko#puolinen	ADJ;NOM;PL	ADJ;NOM;SG
тривала	kestänyt	тривалий	kestää	ADJ;NOM;FEM;SG	V;NOM;SG;V.PTCP;ACT
тривала	kestävät	тривалий	kestävä	ADJ;NOM;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
дороги	teiden	дорога	tie	N;INAN;NOM;FEM;PL	N;GEN;PL
срібний	hopea	срібний	hopea	ADJ;NOM;MASC;SG	N;NOM;SG
срібний	hopeaa	срібний	hopea	ADJ;NOM;MASC;SG	N;PRT;SG
срібний	silver	срібний	silver	ADJ;NOM;MASC;SG	
стор	stor	стор	stor		N;NOM;SG
дель	del	дель	del		
ринок	markkinoiden	ринок	markkinat	N;INAN;NOM;MASC;SG	N;GEN;PL
ринок	markkinat	ринок	markkinat	N;INAN;NOM;MASC;SG	N;NOM;PL
столиця	pääoman	столиця	pää#oma	N;INAN;NOM;FEM;SG	N;GEN;SG
власний	mukautettu	власний	mukauttaa	ADJ;NOM;MASC;SG	V;NOM;SG;V.PTCP;PASS
власний	itse	власний	itse	ADJ;NOM;MASC;SG	ADV
власний	omista	власний	oma	ADJ;NOM;MASC;SG	ADJ;IN+ABL;PL
власний	oman	власний	oma	ADJ;NOM;MASC;SG	ADJ;GEN;SG
власний	omat	власний	oma	ADJ;NOM;MASC;SG	ADJ;NOM;PL
джордж	yrjö	джордж	yrjö	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
джордж	george	джордж	george	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
джордж	ykä	джордж	ykä	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
