το	els	ο	el	DET;NOM;DEF;NEUT;SG	DET;DEF;MASC;PL
υπόλοιπα	descansa	υπόλοιπος	descansar	ADV	V;IND;SG;3;PRS;FIN
υπόλοιπα	descans	υπόλοιπος	descans	ADV	N;MASC;SG
υπόλοιπα	saldos	υπόλοιπος	saldo	ADV	N;MASC;PL
σχετική	relacionats	σχετικός	relacionat	ADJ;NOM;FEM;SG	ADJ;MASC;PL;V.PTCP
αρχιτεκτονική	arquitectura	αρχιτεκτονικός	arquitectura	ADJ;NOM;FEM;SG	N;FEM;SG
τεχνική	tècnics	τεχνικός	tècnic	ADJ;NOM;FEM;SG	N;MASC;PL
διαμέρισμα	plànols	διαμέρισμα	plànol	N;NOM;NEUT;SG	N;MASC;PL
διαμέρισμα	bemoll	διαμέρισμα	bemoll	N;NOM;NEUT;SG	
διαμέρισμα	plana	διαμέρισμα	plana	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
μακεδονία	macedònia	μακεδονία	macedònia	PROPN;ACC;FEM;SG	ADJ;FEM;SG
ανδρέας	andreas	ανδρέα	andrea	PROPN;NOM;MASC;SG	
υόρκη	york	υόρκη	york	PROPN;NOM;FEM;SG	
βασιλική	basílica	βασιλικός	basílica	ADJ;NOM;FEM;SG	N;FEM;SG
βασιλική	royal	βασιλικός	royal	ADJ;NOM;FEM;SG	
μνημείο	memorial	μνημείο	memorial	N;NOM;NEUT;SG	ADJ;SG
τζέιμς	james	τζέιμα	jama		PROPN
τζέιμς	jaume	τζέιμα	jaume		
δημοτική	municipals	δημοτικός	municipal	ADJ;NOM;FEM;SG	ADJ;PL
μάχες	lluitant	μάχη	lluitar	N;NOM;FEM;PL	V;V.MSDR
πολιτικά	política	πολιτικός	polític	ADV	ADJ;FEM;SG
ρωμαϊκή	roman	ρωμαϊκός	romandre	ADJ;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
ερτ	ert	ερτ	ert	N	
αφρικής	african	αφρικός	africar	ADJ;GEN;FEM;SG	
ολυμπιακούς	olimpíades	ολυμπιακός	olimpíat	ADJ;ACC;MASC;PL	N;FEM;PL
μοναδικό	úniques	μοναδικός	únic	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
ακολούθησαν	seguí	ακολουθώ	seguí	V;PFV;IND;PL;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
ακολούθησαν	seguit	ακολουθώ	seguit	V;PFV;IND;PL;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
εσωτερικών	interior	εσωτερικός	interior	N;GEN;FEM;PL	ADJ;SG
όρια	límit	όριο	límit	N;NOM;NEUT;PL	N;MASC;SG
φυσικό	naturals	φυσικός	natural	ADJ;NOM;NEUT;SG	ADJ;PL
συνθέτης	compositora	συνθέτης	compositor	N;NOM;MASC;SG	ADJ;FEM;SG
αίγυπτο	egypt	αίγυπτος	egypt	PROPN;ACC;FEM;SG	PROPN
αίγυπτο	egipte	αίγυπτος	egipte	PROPN;ACC;FEM;SG	
τρέχουσα	actuals	τρέχων	actual	ADJ;NOM;FEM;SG	ADJ;PL
τρέχουσα	corrent	τρέχων	corrent	ADJ;NOM;FEM;SG	
κώδικα	codi	κώδικας	codi	N	
αέρα	air	αέρας	air	N;ACC;MASC;SG	PROPN
δήλωσε	declarat	δηλώνω	declarat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
δήλωσε	declarada	δηλώνω	declarar	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
ακαδημία	academy	ακαδημία	academy	N;NOM;FEM;SG	
πτώση	falling	πτώση	falling	N;ACC;FEM;SG	PROPN
πτώση	caient	πτώση	caure	N;ACC;FEM;SG	
πτώση	llença	πτώση	llença	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
πτώση	gota	πτώση	gota	N;ACC;FEM;SG	
ζαν	jean	ζαν	jean	PROPN;NOM;MASC;SG	
ζαν	jeanne	ζαν	jeanne	PROPN;NOM;MASC;SG	
προσωπικό	personals	προσωπικό	personal	N;NOM;NEUT;SG	ADJ;PL
προσωπικό	personal	προσωπικό	personal	N;NOM;NEUT;SG	ADJ;SG
αυστραλία	austràlia	αυστραλία	austràlia	PROPN;ACC;FEM;SG	ADJ;FEM;SG
κίνα	xina	κίνα	xina	PROPN;ACC;FEM;SG	N;FEM;SG
κοινωνική	socials	κοινωνικός	social	ADJ;NOM;FEM;SG	ADJ;PL
πολιτεία	estat	πολιτεία	ser	N;ACC;FEM;SG	V;MASC;SG;PST;V.PTCP
αμερικανική	american	αμερικάνικος	american	ADJ;NOM;FEM;SG	
λεξικό	lèxic	λεξικός	lèxic	N;NOM;NEUT;SG	ADJ;MASC;SG
ζώα	ramaderia	ζώο	ramaderia	N;NOM;NEUT;PL	N;FEM;SG
ενάντια	contra	ενάντια	contra	ADV	ADP
ενάντια	against	ενάντια	against	ADV	
επαφή	contacte	επαφή	contacte	N;ACC;FEM;SG	
μπλε	blau	μπλε	blau	N	
εργασίες	treball	εργασία	treball	N;NOM;FEM;PL	N;MASC;SG
ρόμπερτ	robert	ρόμπερτ	robert		
επίσημο	official	επίσημος	official	ADJ;NOM;NEUT;SG	
επίσημο	formals	επίσημος	formal	ADJ;NOM;NEUT;SG	ADJ;PL
κρήτη	creta	κρήτος	creta	PROPN;ACC;FEM;SG	ADJ;FEM;SG
πλήρη	plens	πλήρης	ple	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ισχύει	vàlida	ισχύω	vàlid	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
ισχύει	vàlid	ισχύω	vàlid	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
ρώμης	roma	Ρώμη	roma	PROPN;GEN;FEM;SG	
πλήθος	multituds	πλήθος	multitud	N;NOM;NEUT;SG	N;FEM;PL
πλήθος	multitud	πλήθος	multitud	N;NOM;NEUT;SG	
ιερά	sagrat	ιερός	sagrat	ADV	ADJ;MASC;SG
μάζα	massa	μάζα	massa	N;NOM;FEM;SG	ADV
φράση	frase	φράση	frase	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
προσπάθησε	prova	προσπαθώ	prova	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
φωνή	veu	φωνή	veure	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
παοκ	paok	παοκ	paok		
εντολή	ordre	εντολή	ordre	N;ACC;FEM;SG	
εντολή	comandament	εντολή	comandament	N;ACC;FEM;SG	
γάλλοι	francès	γάλλος	francès	PROPN;NOM;MASC;PL	ADJ;MASC;SG
ζήτησε	preguntat	ζητώ	preguntar	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
κατάκτηση	conquerir	κατάκτηση	conquerir	N;ACC;FEM;SG	V;NFIN
υπέγραψε	signat	υπογράφω	signat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
υπέγραψε	firmat	υπογράφω	firmat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
παγκοσμίως	worldwide	παγκόσμια	worldwide	ADV	
βασικό	bàsics	βασικός	bàsic	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
βασικό	bàsiques	βασικός	bàsic	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
περ	aprox	περ	aproxar	N	
ανακοίνωσε	anunciada	ανακοινώνω	anunciat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
ανακοίνωσε	anunciat	ανακοινώνω	anunciat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
ελ	elle	ελ	elle		PROPN
βαθμολογία	puntuacions	βαθμολογία	puntuació	N;ACC;FEM;SG	N;FEM;PL
προκάλεσε	provocat	προκαλώ	provocat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
προκάλεσε	causat	προκαλώ	causat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
προκάλεσε	ocasionat	προκαλώ	ocasionar	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
προκάλεσε	provocada	προκαλώ	provocat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
προκάλεσε	impugnat	προκαλώ	impugnar	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
προκάλεσε	impugnades	προκαλώ	impugnat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
γεννημένος	nascut	γεννημένος	nascut	V;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
γεννημένος	born	γεννημένος	born	V;PFV;NOM;MASC;SG;V.PTCP;PASS	
χίτλερ	hitler	χίτλερ	hitler	PROPN;NOM;MASC;SG	
ταξίδι	voyage	ταξίδι	voyage	N;NOM;NEUT;SG	
ταξίδι	viatges	ταξίδι	viatge	N;NOM;NEUT;SG	N;MASC;PL
μοναδική	úniques	μοναδικός	únic	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ακτή	shore	ακτός	shore	N;NOM;FEM;SG	PROPN
ήθελε	volia	θέλω	voler	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
ήθελε	volien	θέλω	voler	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
ντεμπούτο	debut	ντεμπούτο	debut		N;MASC;SG
χέρι	braç	χέρι	braç	N;NOM;NEUT;SG	
χέρι	mà	χέρι	mà	N;NOM;NEUT;SG	
στούντιο	studios	στούντιος	studió	N;NOM;NEUT;SG	
στούντιο	studio	στούντιος	studio	N;NOM;NEUT;SG	
κάρολος	charles	κάρολος	charla	N;NOM;MASC;SG	
κάρολος	carles	κάρολος	carla	N;NOM;MASC;SG	
πέτρος	peter	πέτρος	peter	PROPN;NOM;MASC;SG	
πέτρος	pere	πέτρος	pere	PROPN;NOM;MASC;SG	
πέτρος	petros	πέτρος	petro	PROPN;NOM;MASC;SG	
μέτωπο	front	μέτωπο	front	N;NOM;NEUT;SG	
δούκα	duke	δούκα	duke	N;ACC;MASC;SG	PROPN
δούκα	duc	δούκα	duc	N;ACC;MASC;SG	
ρεύμα	actuals	ρεύμα	actual	N;NOM;NEUT;SG	ADJ;PL
ρεύμα	actual	ρεύμα	actual	N;NOM;NEUT;SG	ADJ;SG
ρεύμα	corrent	ρεύμα	corrent	N;NOM;NEUT;SG	
παναθηναϊκός	panathinaikos	παναθηναϊκός	panathinaiko	ADJ;NOM;MASC;SG	N;MASC;SG
ναυτικό	armada	ναυτικός	armat	ADJ;NOM;NEUT;SG	N;FEM;SG
επιστήμη	ciències	επιστήμα	ciència	N;NOM;FEM;SG	N;FEM;PL
θεραπεία	tractar	θεραπείο	tractar	N;NOM;FEM;SG	V;NFIN
θεραπεία	tracta	θεραπείο	tractar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
στάση	postura	στάση	postura	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
σχόλιο	comenta	σχόλιο	comentar	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
νομό	comtat	νομός	comtar	ADV	N;MASC;SG
μαθητές	alumnat	μαθητής	alumnat	N;NOM;MASC;PL	N;MASC;SG
σούπερ	super	σούπερ	super	N;FEM;SG	
τραγουδιστής	singer	τραγουδιστής	singer	N;NOM;MASC;SG	PROPN
ηπείρου	epir	Ήπειρος	epir	PROPN;GEN;FEM;SG	N;MASC;SG
ηπείρου	continent	Ήπειρος	continent	PROPN;GEN;FEM;SG	N;MASC;SG
θεός	déu	θεός	déu	N;NOM;MASC;SG	
περιοδεία	recorregut	περιοδείο	recorregut	N;ACC;FEM;SG	ADJ;MASC;SG;V.PTCP
περιοδεία	touring	περιοδείο	touring	N;ACC;FEM;SG	
ειδική	especials	ειδικός	especial	ADJ;NOM;FEM;SG	ADJ;PL
βασίλης	vasilis	βασίλης	vasili	PROPN;NOM;MASC;SG	PROPN
βασίλης	claus	βασίλης	clau	PROPN;NOM;MASC;SG	N;FEM;PL
εκτέλεση	executa	εκτέλεση	executar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
σταθερά	constant	σταθερά	constant	ADV	ADJ;SG
σταθερά	constants	σταθερά	constant	ADV	ADJ;PL
σταθερά	corregit	σταθερά	corregir	ADV	ADJ;MASC;SG;V.PTCP
σταθερά	fix	σταθερά	fix	ADV	
σταθερά	fixes	σταθερά	fix	ADV	ADJ;FEM;PL
σταθερά	arreglat	σταθερά	arreglar	ADV	ADJ;MASC;SG;V.PTCP
σταθερά	estable	σταθερά	estable	ADV	ADJ;SG
κεφάλι	head	κεφάλι	head	N;NOM;NEUT;SG	
πλάτος	latitud	πλάτος	latitud	N;ACC;NEUT;SG	
ιστορικός	historiador	ιστορικός	historiador	ADJ;NOM;MASC;SG	N;MASC;SG
νύχτα	nit	νύχτα	nit	N;ACC;FEM;SG	
μάικλ	michael	μάικλ	michael		N;SG
ελεύθερη	lliures	ελεύθερος	lliure	ADJ;NOM;FEM;SG	ADJ;PL
παπανδρέου	papandreu	παπάνδρεος	papandreu	N;NOM;MASC;SG	
άλλαξε	canviades	αλλάζω	canviat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
άλλαξε	canviat	αλλάζω	canviar	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
άλλαξε	canviada	αλλάζω	canviada	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
υπόλοιπο	balanç	υπόλοιπος	balanç	ADJ;NOM;NEUT;SG	N;MASC;SG
υπόλοιπο	saldo	υπόλοιπος	saldo	ADJ;NOM;NEUT;SG	N;MASC;SG
υπόλοιπο	equilibri	υπόλοιπος	equilibri	ADJ;NOM;NEUT;SG	N;MASC;SG
χρυσή	golden	χρυσός	goldre	N;NOM;FEM;SG	
ηγέτης	manava	ηγέτης	manar	N;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
ιταλός	italià	ιταλός	italià	PROPN;NOM;MASC;SG	ADJ;MASC;SG
ιερό	sagrat	ιερός	sagrat	N;NOM;NEUT;SG	ADJ;MASC;SG
πόδια	peus	πόδι	peu	N;NOM;NEUT;PL	
τίτλους	títols	τίτλο	títol	NUM;NOM;MASC;PL	N;MASC;PL
χρήστος	christos	χρήστος	christ	PROPN;NOM;MASC;SG	PROPN
λευκό	white	λευκός	white	N;NOM;NEUT;SG	PROPN
λευκό	blanc	λευκός	blanc	N;NOM;NEUT;SG	ADJ;MASC;SG
μικρός	petites	μικρός	petit	ADJ;NOM;MASC;SG	ADJ;FEM;PL
μισό	half	μισός	half	N;NOM;NEUT;SG	PROPN
δούκας	duke	δούκα	duke	N;NOM;MASC;SG	PROPN
δούκας	duc	δούκα	duc	N;NOM;MASC;SG	
γωνία	angle	γωνία	angle	N;NOM;FEM;SG	
νίκησε	derrotat	νικώ	derrotat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
νίκησε	vençut	νικώ	vèncer	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
νίκησε	vençuts	νικώ	vençut	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
γράψει	escrit	γράψει	escrit	V;PFV;NFIN;ACT	ADJ;MASC;SG;V.PTCP
έστειλε	enviats	στέλνω	enviat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
έστειλε	enviat	στέλνω	enviat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
ολοκληρώθηκε	completat	ολοκληρώνω	completar	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
ολοκληρώθηκε	finalitzats	ολοκληρώνω	finalitzat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
ολοκληρώθηκε	completa	ολοκληρώνω	complet	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;FEM;SG
ολοκληρώθηκε	complet	ολοκληρώνω	complet	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG
γεωργία	agricultura	γεωργία	agricultura	PROPN;ACC;FEM;SG	N;FEM;SG
βουλγαρία	bulgària	βουλγαρία	bulgari	PROPN;ACC;FEM;SG	ADJ;FEM;SG
φτάσει	arriben	φτάνω	arribar	V;PFV;NFIN;ACT	V;IND;PL;3;PRS;FIN
άμεση	directe	άμεσος	directe	ADJ;NOM;FEM;SG	
άμεση	direct	άμεσος	direct	ADJ;NOM;FEM;SG	PROPN
άμεση	directes	άμεσος	directe	ADJ;NOM;FEM;SG	ADJ;PL
θεόδωρος	theódoros	θεόδωρος	theódoro	PROPN;NOM;MASC;SG	ADJ;MASC;SG
διοικητικά	administratiu	διοικητικός	administratiu	ADV	ADJ;MASC;SG
διοικητικά	administratius	διοικητικός	administratiu	ADV	ADJ;MASC;PL
ελένη	eleni	ελένη	elenar	PROPN;NOM;FEM;SG	PROPN
ελένη	helen	ελένη	helen	PROPN;NOM;FEM;SG	PROPN
παναγιώτης	panagiotis	παναγιώτης	panagiotis	PROPN;NOM;MASC;SG	PROPN
ανανέωση	refresc	ανανέωση	refresc	N;ACC;FEM;SG	
ανανέωση	refresca	ανανέωση	refresca	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
πλήρες	plens	πλήρης	ple	N;NOM;NEUT;SG	ADJ;MASC;PL
πλήρες	ple	πλήρης	ple	N;NOM;NEUT;SG	ADJ;MASC;SG
πλήρες	plena	πλήρης	ple	N;NOM;NEUT;SG	ADJ;FEM;SG
πλήρες	completa	πλήρης	complet	N;NOM;NEUT;SG	ADJ;FEM;SG
πλήρες	complet	πλήρης	complet	N;NOM;NEUT;SG	ADJ;MASC;SG
θάνατος	mort	θάνατος	mort	N;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
τοπικό	locals	τοπικός	local	ADJ;NOM;NEUT;SG	ADJ;PL
τζάκσον	jackson	τζάκσον	jackson		
φωτογραφία	fotografia	φωτογραφία	fotografiar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
φωτογραφία	fotografía	φωτογραφία	fotografía	N;ACC;FEM;SG	
φωτογραφία	fotografiar	φωτογραφία	fotografiar	N;ACC;FEM;SG	V;NFIN
φωτογραφία	fotografia	φωτογραφία	fotografiar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
ηρακλής	hèrcules	ηρακλής	hèrcula	PROPN;NOM;MASC;SG	
κόσμος	world	κόσμος	world	N;NOM;MASC;SG	
κόσμος	persones	κόσμος	persona	N;NOM;MASC;SG	N;FEM;PL
καλύπτει	caràtules	καλύπτω	caràtula	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
καλύπτει	fundes	καλύπτω	funda	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
καλύπτει	cobrint	καλύπτω	cobrir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
καλύπτει	tapant	καλύπτω	tapant	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
καλύπτει	cobriment	καλύπτω	cobriment	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
αναπτύχθηκε	desenvolupat	αναπτύσσω	desenvolupar	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
αναπτύχθηκε	desenvolupats	αναπτύσσω	desenvolupat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
μεταφέρθηκε	moguda	μεταφέρω	moguda	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;FEM;SG;V.PTCP
μεταφέρθηκε	transferit	μεταφέρω	transferir	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
νικητής	guanyadora	νικητής	guanyador	N;NOM;MASC;SG	ADJ;FEM;SG
μουσικό	músic	μουσικός	músic	ADJ;NOM;NEUT;SG	N;MASC;SG
προσφέρει	ofertes	προσφέρω	oferta	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
ανδρέα	andreas	ανδρέα	andrea	PROPN;ACC;MASC;SG	
προκαλεί	causes	προκαλώ	causa	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
κατασκευάστηκε	construït	κατασκευάζω	construït	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
κατασκευάστηκε	construit	κατασκευάζω	construir	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
κατασκευάστηκε	edificat	κατασκευάζω	edificat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
κατασκευάστηκε	construïts	κατασκευάζω	construït	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
ιατρική	medicament	ιατρικός	medicament	ADJ;NOM;FEM;SG	N;MASC;SG
ιατρική	medicina	ιατρικός	medicina	ADJ;NOM;FEM;SG	N;FEM;SG
κύπελλα	cups	κύπελλος	cup	N;NOM;NEUT;PL	
λήξη	final	λήξη	final	N;ACC;FEM;SG	ADJ;SG
λήξη	caduquen	λήξη	caducar	N;ACC;FEM;SG	V;IND;PL;3;PRS;FIN
λήξη	expira	λήξη	expirar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
ινδία	índia	ινδία	índia	PROPN;NOM;FEM;SG	
ακτές	costes	ακτός	costa	ADV	N;FEM;PL
εμπορική	mercantils	εμπορικός	mercantil	ADJ;NOM;FEM;SG	ADJ;PL
εμπορική	comercials	εμπορικός	comercial	ADJ;NOM;FEM;SG	ADJ;PL
διακρίσεις	discriminació	διάκριση	discriminació	N;NOM;FEM;PL	N;FEM;SG
διακρίσεις	discriminatori	διάκριση	discriminatori	N;NOM;FEM;PL	ADJ;MASC;SG
καρλ	karl	καρλ	karl	N	PROPN
καρλ	carl	καρλ	carl	N	PROPN
διάδοχος	hereu	διάδοχος	hereu	N;NOM;MASC;SG	
διάδοχος	successor	διάδοχος	successor	N;NOM;MASC;SG	
παλαιά	antic	παλιός	antic	ADV	ADJ;MASC;SG
παίκτες	gamers	παίκτης	gamer	N;NOM;MASC;PL	
αρνήθηκε	denegat	αρνιέμαι	denegar	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
αρνήθηκε	denegada	αρνιέμαι	denegat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;FEM;SG;V.PTCP
αρνήθηκε	rebutjat	αρνιέμαι	rebutjat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
αρνήθηκε	disminuït	αρνιέμαι	disminuir	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
υλικά	material	υλικά	material	N;NOM;NEUT;PL	N;MASC;SG
γνώση	coneixements	γνώση	coneixement	N;ACC;FEM;SG	N;MASC;PL
βρήκε	trobat	βρίσκω	trobar	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
βασική	bàsics	βασικός	bàsic	ADJ;NOM;FEM;SG	ADJ;MASC;PL
βασική	bàsiques	βασικός	bàsic	ADJ;NOM;FEM;SG	ADJ;FEM;PL
πρόσφατα	recents	πρόσφατα	recent	ADV	ADJ;PL
πρόσφατα	recent	πρόσφατα	recent	ADV	ADJ;SG
χημεία	química	χημείο	químic	N;NOM;FEM;SG	ADJ;FEM;SG
ιδέες	ideas	ιδέα	idea	N;NOM;FEM;PL	
λογαριασμό	compte	λογαριασμός	compte	N;ACC;MASC;SG	
παραγωγός	fabricant	παραγωγός	fabricant	N;NOM;MASC;SG	V;V.MSDR
γενικές	general	γενικός	general	ADJ;NOM;FEM;PL	ADJ;SG
προφίλ	perfils	προφίλ	perfil	N;ACC;NEUT;SG	N;MASC;PL
σπίτια	casas	σπίτι	casas	N;NOM;NEUT;PL	
ικανότητα	habilitat	ικανότητα	habilitat	N;ACC;FEM;SG	ADJ;FEM;SG;V.PTCP
κκε	jrc	κκε	jrc	N	
αποκτήσει	adquirit	αποκτώ	adquirit	V;PFV;NFIN;ACT	ADJ;MASC;SG;V.PTCP
αποκτήσει	adquirits	αποκτώ	adquirit	V;PFV;NFIN;ACT	ADJ;MASC;PL;V.PTCP
λαμβάνει	percebi	λαμβάνω	percibar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
σπάνια	rars	σπάνια	rar	ADV	ADJ;MASC;PL
σπάνια	rares	σπάνια	rara	ADV	ADJ;FEM;PL
μαθηματικά	matemàtica	μαθηματικά	matemàtic	ADV	N;FEM;SG
μαθηματικά	matemàtiques	μαθηματικά	matemàtica	ADV	N;FEM;PL
μαθηματικά	matemàtica	μαθηματικά	matemàtic	ADV	N;FEM;SG
μαθηματικά	mates	μαθηματικά	mata	ADV	
μαθηματικά	matemàtica	μαθηματικά	matemàtic	ADV	N;FEM;SG
γέφυρα	bridge	γέφυρα	bridge	N;NOM;FEM;SG	
μαύρο	black	μαύρος	black	N;NOM;NEUT;SG	
μαύρο	negre	μαύρος	negre	N;NOM;NEUT;SG	
ζει	vides	ζω	vida	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
σφαίρα	bala	σφαίρα	bala	N;NOM;FEM;SG	
βήμα	pas	βήμα	pas	N;NOM;NEUT;SG	
έλλειψη	manca	έλλειψη	mancar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
έλλειψη	falta	έλλειψη	faltar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
υψηλή	high	ψηλός	high	ADJ;NOM;FEM;SG	N;SG
βρέθηκαν	trobat	βρίσκω	trobar	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
ευρώ	eur	ευρώ	eur	N;ACC;NEUT;SG	
προσωπικά	personals	προσωπικά	personal	ADV	ADJ;PL
γραφή	escrivint	γραφή	escriure	N;NOM;FEM;SG	V;V.MSDR
στρατιωτικός	militars	στρατιωτικός	militar	ADJ;NOM;MASC;SG	ADJ;PL
τούρκους	turcs	τούρκος	turc	PROPN;ACC;MASC;PL	N;MASC;PL
ρόλος	rol	ρόλος	rol	N;NOM;MASC;SG	
απόλλων	apollo	άπολλος	apollo	ADJ;NOM;MASC;SG	
κριτικές	ressenyes	κριτικός	ressenya	N;NOM;FEM;PL	
συμμετέχουν	participeu	συμμετέχω	participeu	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;1;PRS;FIN
πολιτικοί	polítics	πολιτικός	polític	ADJ;NOM;MASC;PL	N;MASC;PL
δει	vistos	βλέπω	vist	V;PFV;FIN;ACT	ADJ;MASC;PL;V.PTCP
δει	vist	βλέπω	vist	V;PFV;FIN;ACT	ADJ;MASC;SG;V.PTCP
εκδόθηκε	expedit	εκδίδω	expedir	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
εκδόθηκε	emès	εκδίδω	emès	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
βουλγαρίας	bulgària	βουλγάρια	bulgari	PROPN;GEN;FEM;SG	ADJ;FEM;SG
τίτλοι	títols	τίτλος	títol	NUM;NOM;MASC;PL	N;MASC;PL
ελληνίδα	grec	ελληνίδα	grec	N;NOM;FEM;SG	ADJ;MASC;SG
αυστρία	àustria	αυστρία	àustria	PROPN;ACC;FEM;SG	N;FEM;SG
