인피니티	nieskończoność	인피니티	nieskończoność		N;NOM;FEM;SG
평화로운	pokojowych	평화+롭+ㄴ	pokojowy		ADJ;GEN;MASC;PL
평화로운	spokojne	평화+롭+ㄴ	spokojny		ADJ;NOM;NEUT;SG
평화로운	spokojna	평화+롭+ㄴ	spokojny		ADJ;NOM;FEM;SG
끝없는	nieskończone	끝없+는	nieskończony		ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
더러운	paskudny	더럽+ㄴ	paskudny		ADJ;NOM;MASC;SG
더러운	paskudne	더럽+ㄴ	paskudny		ADJ;NOM;NEUT;SG
더러운	brudne	더럽+ㄴ	brudny		ADJ;NOM;NEUT;SG
더러운	brudny	더럽+ㄴ	brudny		ADJ;NOM;MASC;SG
더러운	brudne	더럽+ㄴ	brudny		ADJ;NOM;NEUT;SG
더러운	brudna	더럽+ㄴ	brudny		ADJ;NOM;FEM;SG
더러운	brudny	더럽+ㄴ	brudny		ADJ;NOM;MASC;SG
스프링필드	springfield	스프링필드	springfield	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
노드	węzła	노드	wązła	N	
노드	węzły	노드	wązła	N	V;PFV;MASC;IND;PL;PST;FIN;ACT
바흐	bach	바흐	bach	PROPN	PROPN;NOM;MASC;SG
트라이앵글	trójkąt	트라이앵글	trójkąt		N;ACC;MASC;SG
선포	oświadczam	선포	oświadczać	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
타지키스탄	tadżykistan	타지키스탄	tadżykistan	PROPN	
스웨덴어	szwedzki	스웨덴어	szwedzki		ADJ;NOM;MASC;SG
스웨덴어	szwedzkie	스웨덴어	szwedzki		ADJ;NOM;NEUT;SG
스웨덴어	szwedzka	스웨덴어	szwedzko		ADJ;NOM;FEM;SG
잠비아	zambii	잠비아	zambić	PROPN	PROPN;NOM;FEM;SG
잠비아	zambijski	잠비아	zambijski	PROPN	
길거리	ulica	길거리	ulica		N;NOM;FEM;SG
길거리	ulicy	길거리	ulica		N;DAT;FEM;SG
길거리	ulice	길거리	ulica		N;NOM;FEM;PL
글로리아	glorii	글로리아	gloria		N;GEN;FEM;SG
레이아웃	układy	레이아웃	układ		N;NOM;MASC;PL
레이아웃	układ	레이아웃	układ		N;NOM;MASC;SG
레이아웃	rozmieszczenie	레이아웃	rozmieszczenie		N;PFV;NOM;NEUT;SG;POS;V.MSDR
자극	bodźce	자극	bodźka	N	
갑옷	zbroja	갑옷	zbrój		N;NOM;FEM;SG
갑옷	zbroję	갑옷	zbrója		N;ACC;FEM;SG
갑옷	zbroi	갑옷	zbroić		N;GEN;FEM;SG
갑옷	pancerz	갑옷	pancerz		N;NOM;MASC;SG
갑옷	zbroja	갑옷	zbrój		N;NOM;FEM;SG
갑옷	zbroję	갑옷	zbrója		N;ACC;FEM;SG
갑옷	zbroi	갑옷	zbroić		N;GEN;FEM;SG
갑옷	pancerz	갑옷	pancerz		N;NOM;MASC;SG
평행	równolegle	평행	równolegle	N	ADV
평행	równoległy	평행	równolec	N	
평행	równoległego	평행	równoległy	N	ADJ;ACC;MASC;SG
평행	równoległych	평행	równoległy	N	ADJ;GEN;MASC;PL
평행	równoległ	평행	równolec	N	V;IPFV;MASC;IND;SG;PST;FIN;ACT
슈트	skafander	슈트	skafander		N;ACC;MASC;SG
슈트	kombinezon	슈트	kombinezon		N;NOM;MASC;SG
슈트	garnitur	슈트	garnitur		N;NOM;MASC;SG
현명한	mądry	현명+하+ㄴ	mądry	V	N;NOM;MASC;SG
현명한	mądrze	현명+하+ㄴ	mądrze	V	
현명한	mądra	현명+하+ㄴ	mądry	V	N;NOM;FEM;SG
아스타나	astana	아스타+나	astan	PROPN	PROPN;NOM;MASC;SG
노부유키	nobuyuki	노부유키	nobuyuka	PROPN	
수잔	susan	수잔	susan		PROPN;NOM;FEM;SG
수잔	zuzia	수잔	zuzia		PROPN;NOM;FEM;SG
수잔	zosia	수잔	zosia		PROPN;NOM;FEM;SG
프라이부르크	freiburg	프라이부르크	freiburg	PROPN	PROPN;NOM;MASC;SG
그리스인	grecy	그리스인	greca		N;NOM;MASC;PL
그리스인	greków	그리스인	grek		N;GEN;MASC;PL
열기	otwórz	열+기	otwórzyć		V;PFV;IMP;SG;2;FIN;ACT
열기	otwarte	열+기	otworzyć		ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
열기	otwarty	열+기	otworzyć		ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
열기	otwiera	열+기	otwierać		V;IPFV;IND;SG;3;PRS;FIN;ACT
셔틀	prom	셔틀	prom	N	
피스	pokoju	피스	pokój		N;GEN;MASC;SG
피스	pokój	피스	pokój		N;NOM;MASC;SG
정밀	precyzyjne	정밀	precyzyjny	N	ADJ;NOM;NEUT;SG
샌드위치	kanapki	샌드위치	kanapka		N;ACC;FEM;PL
샌드위치	kanapka	샌드위치	kanapka		N;NOM;FEM;SG
샌드위치	kanapki	샌드위치	kanapka		N;ACC;FEM;PL
모의	wizualizacji	모의	wizualizacja		N;GEN;FEM;SG
그라비아	wklęsłym	그라비아	wklęsły		ADJ;INS;MASC;SG
센타우루스자리	centauri	센타우루스자리	centaura	PROPN	
바리	bari	바리	bari		PROPN;NOM;MASC;SG
떨어지지	upadek	떨어지+지	upadek	V	N;NOM;MASC;SG
떨어지지	jesień	떨어지+지	jesień	V	
열정	namiętny	열정	namiętny	N	ADJ;NOM;MASC;SG
수백만	milionów	수백만	milion		N;GEN;MASC;PL
기린	żyrafa	기리+ㄴ	żyraf		N;NOM;FEM;SG
기린	żyrafy	기리+ㄴ	żyrafy		N;ACC;MASC;PL
수년	lat	수년	rok		N;GEN;MASC;PL
수년	lata	수년	rok		N;NOM;MASC;PL
아이패드	ipad	아이패드	ipad	N	
파산	upadłości	파산	upadłość		N;GEN;FEM;SG
버펄로	buffalo	버티+로	buffalo	ADV	N;NOM;MASC;SG
이시바시	ishibashi	이시바시	ishibashi		N;ACC;FEM;SG
무작위로	przypadkowe	무작위+로	przypadkowy	ADV	ADJ;NOM;NEUT;SG
무작위로	przypadkowa	무작위+로	przypadkowy	ADV	ADJ;NOM;FEM;SG
무작위로	przypadkowy	무작위+로	przypadkowy	ADV	ADJ;NOM;MASC;SG
무작위로	losowe	무작위+로	losowy	ADV	ADJ;NOM;NEUT;SG
배경색	tła	배경색	ten	N	
배경색	tle	배경색	tło	N	
배경색	tło	배경색	tło	N	
이겨	pokonać	이기+어	pokonać		V;PFV;NFIN;ACT
낙하산	spadochron	낙하산	spadochron		N;NOM;MASC;SG
홀로코스트	holokaustu	홀로코스트	holokaust	PROPN	N;GEN;MASC;SG
디스커버리	odkrycia	디스크리리	odkrycie		N;NOM;NEUT;SG
디스커버리	odkrywanie	디스크리리	odkrywać		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
디스커버리	odkrycie	디스크리리	odkrycie		N;NOM;NEUT;SG
샐리	sally	샐리	salla	N	
절약	uratowanie	절약	uratować		N;PFV;NOM;NEUT;SG;POS;V.MSDR
절약	oszczędność	절약	oszczędność		N;NOM;FEM;SG
절약	oszczędności	절약	oszczędność		N;ACC;FEM;PL
절약	ratowanie	절약	ratować		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
절약	zapisywanie	절약	zapisywać		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
절약	oszczędzania	절약	oszczędzanie		N;IPFV;GEN;NEUT;SG;POS;V.MSDR
곱셈	mnożenie	곱+과	mnożyć		N;NOM;NEUT;SG
곱셈	pomnożyć	곱+과	pomnożyć		V;PFV;NFIN;ACT
투르	tury	투르	tury		N;ACC;FEM;SG
투르	wycieczki	투르	wycieczka		N;NOM;FEM;PL
교정	naprawczych	교정	naprawczy	N	ADJ;GEN;MASC;PL
교정	poprawiony	교정	poprawić	N	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
교정	skorygowane	교정	skorygować	N	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
교정	poprawione	교정	poprawić	N	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
앙투안	antoni	앙투안	antoni	PROPN	PROPN;NOM;MASC;SG
앙투안	antoine	앙투안	antoiny	PROPN	PROPN;NOM;MASC;SG
리히텐슈타인	liechtenstein	리히+정레타인	liechtenstein	PROPN	
리히텐슈타인	liechtensteinu	리히+정레타인	liechtenstein	PROPN	
리히텐슈타인	lichtenstein	리히+정레타인	lichtenstein	PROPN	
오데사	odessie	오데사	odessać	PROPN	PROPN;NOM;MASC;SG
사모아	samoa	사모아	sam		PROPN;NOM;NEUT;SG
레이먼드	raymond	레이먼드	raymond	PROPN	PROPN;NOM;MASC;SG
레이먼드	raymonda	레이먼드	raymonda	PROPN	N;ACC;MASC;SG
저널리스트	dziennikarstwo	저널리스트	dziennikarstwo		N;NOM;NEUT;SG
저널리스트	dziennikarz	저널리스트	dziennikarz		N;NOM;MASC;SG
저널리스트	dziennikarka	저널리스트	dziennikarka		N;NOM;FEM;SG
저널리스트	dziennikarze	저널리스트	dziennikarz		N;NOM;MASC;PL
저널리스트	dziennikarzy	저널리스트	dziennikarz		N;ACC;MASC;PL
차드	czad	차드	czad	PROPN	
차드	czadu	차드	czad	PROPN	
차드	chad	차드	chad	PROPN	
무하마드	muhammad	무하마드	muhammad	PROPN	N;NOM;MASC;SG
강력	potężne	강력	potężny		ADJ;NOM;NEUT;SG
강력	potężna	강력	potężny		ADJ;NOM;FEM;SG
강력	potężny	강력	potężny		ADJ;NOM;MASC;SG
강력	mocne	강력	mocny		ADJ;NOM;NEUT;SG
해석학	analityczne	해석학	analityczny	N	ADJ;NOM;NEUT;SG
해석학	analityczna	해석학	analityczny	N	ADJ;NOM;FEM;SG
해석학	analitycznych	해석학	analityczny	N	ADJ;GEN;MASC;PL
해석학	analizy	해석학	analiza	N	
카사블랑카	casablance	카사블랑카	casablanka	PROPN	N;GEN;FEM;SG
커먼즈	commons	커먼즈	commons		N;ACC;MASC;SG
레지던트	rezydenta	레지던트	rezydent		N;ACC;MASC;SG
레지던트	mieszkaniec	레지던트	mieszkaniec		N;NOM;MASC;SG
레지던트	rezydentów	레지던트	rezydent		N;ACC;MASC;PL
레지던트	mieszkańców	레지던트	mieszkaniec		N;ACC;MASC;PL
레지던트	mieszkańcy	레지던트	mieszkaniec		N;NOM;MASC;PL
레지던트	staż	레지던트	staż		N;NOM;MASC;SG
파라오	faraonów	파라오	faraon		N;GEN;MASC;PL
파라오	faraon	파라오	faraon		N;NOM;MASC;SG
갇힌	uwięzieni	갇히+ㄴ	uwięzić	V	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
갇힌	uwięziony	갇히+ㄴ	uwięzić	V	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
갇힌	uwięziona	갇히+ㄴ	uwięzić	V	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
갇힌	uwięzione	갇히+ㄴ	uwięzić	V	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
제조사	producent	제조사	producent	N	
제조사	producenta	제조사	producent	N	
레슬리	lesley	레슬리	lesleć		V;IPFV;IND;SG;PRS;FIN;ACT
레슬리	leslie	레슬리	lasnąć		V;IPFV;IND;SG;2;PRS;FIN;ACT
에미레이트	emiraty	에미레이트	emirat	N	
학대	nadużycie	학대	nadużyty	N	V;PFV;IND;SG;FIN;ACT
올림포스	olimp	올림포스	olimp	PROPN	
에리크	eryk	에리크	eryk	PROPN	PROPN;NOM;MASC;SG
에리크	erik	에리크	erik	PROPN	PROPN;NOM;MASC;SG
에리크	eryk	에리크	eryk	PROPN	PROPN;NOM;MASC;SG
에리크	eric	에리크	eric	PROPN	PROPN;NOM;MASC;SG
퍼레이드	parada	퍼레이드	parada		N;NOM;FEM;SG
퍼레이드	paradę	퍼레이드	parada		N;ACC;FEM;SG
퍼레이드	pochód	퍼레이드	pochód		N;NOM;MASC;SG
리버티	wolność	리버티	wolność		N;NOM;FEM;SG
리버티	wolności	리버티	wolność		N;GEN;FEM;SG
로크	locke	로크	locka		N;NOM;MASC;SG
투르크메니스탄	turkmenistan	투르크메니스탄	turkmenistan	PROPN	
코카콜라	koksu	코카콜라	koks		N;ACC;MASC;SG
코카콜라	koks	코카콜라	koks		N;NOM;MASC;SG
오스트레일리아인	australijczycy	오스트레일리아인	australijczyk	V	N;NOM;MASC;PL
화합	harmonii	화합	harmonia		N;GEN;FEM;SG
화합	harmonia	화합	harmonia		N;NOM;FEM;SG
포탈	portale	포탈	portal		N;NOM;MASC;PL
포탈	portalu	포탈	portal		N;GEN;MASC;SG
포탈	portal	포탈	portal		N;NOM;MASC;SG
히브리	hebrajski	히브리	hebrajski		ADJ;NOM;MASC;SG
윤리학	etyki	윤리학	etyk	N	
브레스트	brest	브레스트	brest	PROPN	
낚시	ryby	낚시	ryba	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
밀리미터	milimetrach	밀리미터	milimetr		N;GEN;MASC;PL
밀리미터	milimetrów	밀리미터	milimetr		N;GEN;MASC;PL
밀리미터	centymetr	밀리미터	centymetr		N;NOM;MASC;SG
밀리미터	milimetrów	밀리미터	milimetr		N;GEN;MASC;PL
노퍽	norfolk	노퍽	norfolk		V;IPFV;IND;SG;PRS;FIN;ACT
기울여	tilt	기울이+어	tilt	V	
커스텀	zwyczaj	커스텀	zwyczaj		N;NOM;MASC;SG
커스텀	niestandardowych	커스텀	niestandardowy		ADJ;GEN;MASC;PL
커스텀	niestandardowe	커스텀	upandardowy		ADJ;NOM;NEUT;SG
커스텀	własny	커스텀	własny		ADJ;NOM;MASC;SG
비참한	nieszczęśliwa	비참+하+ㄴ	nieszczęśliwy	V	ADJ;NOM;FEM;SG
비참한	nieszczęśliwy	비참+하+ㄴ	nieszczęśliwy	V	ADJ;NOM;MASC;SG
디랙	diraca	디랙	diraca		V;IPFV;IND;SG;3;PRS;FIN;ACT
전망	perspektywa	전망	perspektywa		N;NOM;FEM;SG
전망	perspektyw	전망	perspektywa		N;GEN;FEM;PL
전망	perspektywy	전망	perspektywa		N;ACC;FEM;PL
전망	perspektywy	전망	perspektywa		N;ACC;FEM;PL
전망	perspektywa	전망	perspektywa		N;NOM;FEM;SG
메콩	mekong	메콩	mekong	PROPN	N;NOM;MASC;SG
앨릭스	alexa	앨릭스	alex		V;IPFV;IND;SG;3;PRS;FIN;ACT
앨릭스	alex	앨릭스	alex		PROPN;NOM;MASC;SG
선덜랜드	sunderland	선덜랜드	sunderland	PROPN	N;NOM;MASC;SG
동정	sympatii	동정	sympatia		N;GEN;FEM;SG
동정	współczucia	동정	współczucie		N;GEN;NEUT;SG
동정	współczucie	동정	współczucie		N;NOM;NEUT;SG
동정	współczucia	동정	współczucie		N;GEN;NEUT;SG
동정	współczucie	동정	współczucie		N;NOM;NEUT;SG
칼리아리	cagliari	칼리아리	cagliari	PROPN	PROPN;NOM;NEUT;SG
전자공학	elektronika	전자공학	elektronik	N	
검토하기	recenzja	검토+하+기	recenzja	V	N;NOM;FEM;SG
검토하기	przeglądu	검토+하+기	przegląd	V	N;GEN;MASC;SG
검토하기	przegląd	검토+하+기	przegląd	V	
검토하기	rewizja	검토+하+기	rewizja	V	N;NOM;FEM;SG
랠프	ralph	랠프	ralph	PROPN	PROPN;NOM;MASC;SG
아이오딘	jodu	아이오딘	jóde		N;GEN;MASC;SG
데이지	daisy	데이지	dais	N	
토리	tory	토리	tor		N;NOM;MASC;PL
실험실	laboratoryjne	실험실	laboratoryjny	N	ADJ;NOM;NEUT;SG
실험실	laboratoriów	실험실	laboratorie	N	
페레스	peres	페레스	peres		PROPN;NOM;MASC;SG
페레스	pérez	페레스	porez		PROPN;NOM;MASC;SG
플랑드르	flamandzkiej	플랑드르	flamandzki	PROPN	ADJ;GEN;FEM;SG
지우	wymazać	지우	wymazać		V;PFV;NFIN;ACT
반대편	przeciwieństwo	반대편	przeciwieństwo		N;NOM;NEUT;SG
프로그래머	programistów	프로그래머	programista		N;ACC;MASC;PL
프로그래머	programista	프로그래머	programista		N;NOM;MASC;SG
관광객	turystycznych	관광객	turystyczny	N	ADJ;GEN;MASC;PL
관광객	turystyczna	관광객	turystyczny	N	ADJ;NOM;FEM;SG
관광객	turystyczny	관광객	turystyczny	N	ADJ;NOM;MASC;SG
제럴드	gerald	제럴드	gerald	PROPN	N;NOM;MASC;SG
도끼	topór	도끼	topór	N	
도끼	topór	도끼	topór	N	
도끼	axe	도끼	axe	N	
월리스	wallace	월리스	wallace	PROPN	
재판소	court	재판소	court	N	
둘레	obwód	둘레	obwód		N;NOM;MASC;SG
상업용	komercyjny	상업용	komercyjny	N	ADJ;NOM;MASC;SG
상업용	komercyjne	상업용	komercyjny	N	ADJ;NOM;NEUT;SG
수영장	bilard	수영장	bilard	N	
환영	zapraszamy	환영	zapraszać		V;IPFV;IND;PL;1;PRS;FIN;ACT
환영	witam	환영	witać		V;IPFV;IND;SG;1;PRS;FIN;ACT
환영	witaj	환영	witać		V;IPFV;IMP;SG;2;FIN;ACT
환영	zapraszam	환영	zapraszać		V;IPFV;IND;SG;1;PRS;FIN;ACT
환영	witamy	환영	witać		V;IPFV;IND;PL;1;PRS;FIN;ACT
데이먼	damon	데이먼	damon	PROPN	V;PFV;IND;SG;PRS;FIN;ACT
데이먼	damona	데이먼	damon	PROPN	
자발적	dobrowolne	자발+적	dobrowolny	N	ADJ;NOM;NEUT;SG
자발적	dobrowolnie	자발+적	dobrowolnie	N	ADV
자발적	dobrowolny	자발+적	dobrowolny	N	ADJ;NOM;MASC;SG
자발적	dobrowolnego	자발+적	dobrowolny	N	ADJ;ACC;MASC;SG
황소	byka	황소	byk		N;ACC;MASC;SG
황소	byk	황소	byk		N;NOM;MASC;SG
안달루시아	andaluzji	안달루시아	andaluzja	PROPN	N;GEN;FEM;SG
안달루시아	andaluzji	안달루시아	andaluzja	PROPN	N;GEN;FEM;SG
화랑	galerii	화랑	galeria		N;GEN;FEM;SG
스택	stosie	스택	stos	N	
스택	stack	스택	stack	N	
블로거	bloger	블로거	bloger		N;NOM;MASC;SG
블로거	blogerów	블로거	bloger		N;ACC;MASC;PL
재무	finansowe	재무	finansowy	N	ADJ;NOM;NEUT;SG
재무	financial	재무	financial	N	
재무	finansowy	재무	finansowy	N	ADJ;NOM;MASC;SG
재무	finansowych	재무	finansowy	N	ADJ;GEN;MASC;PL
재무	finansowa	재무	finansowy	N	ADJ;NOM;FEM;SG
재무	finanse	재무	finans	N	
치과	dentystyczne	치+과	dentystyczny		ADJ;NOM;NEUT;SG
치과	stomatologii	치+과	stomatologia		N;GEN;FEM;SG
알렌	alan	알렌	alan		PROPN;NOM;MASC;SG
화살	strzałka	화살	strzałek	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
화살	arrow	화살	arrow	N	
화살	strzała	화살	strzał	N	
햄릿	hamlet	햄릿	hamlet	PROPN	
요시노부	yoshinobu	요시노부	yoshinób	PROPN	
구문	składni	구문	składnia	N	
그린란드	grenlandii	그린란드	grenlandia		N;GEN;FEM;SG
루브르	louvre	루브르	louvre	PROPN	
초원	meadow	초원	meadow	N	
무시	zignorować	무시	zignorować		V;PFV;NFIN;ACT
무시	ignorować	무시	ignorować		V;IPFV;NFIN;ACT
무시	wyrzucić	무시	wyrzucić		V;PFV;NFIN;ACT
무시	odrzucić	무시	odrzucić		V;PFV;NFIN;ACT
무시	odrzucić	무시	odrzucić		V;PFV;NFIN;ACT
무시	oddalenie	무시	oddalić		N;PFV;NOM;NEUT;SG;POS;V.MSDR
무시	zignorował	무시	zignorować		V;PFV;MASC;IND;SG;PST;FIN;ACT
땅콩	orzechowe	땅콩	orzechowy	N	ADJ;NOM;NEUT;SG
땅콩	orzeszki	땅콩	orzeszek	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
땅콩	nut	땅콩	nut	N	
땅콩	nuts	땅콩	nuts	N	
땅콩	orzeszki	땅콩	orzeszek	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
땅콩	orzeszki	땅콩	orzeszek	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
닐스	nils	닐스	nils	PROPN	PROPN;NOM;MASC;SG
대표자	reprezentatywna	대표자	reprezentatywny	N	ADJ;NOM;FEM;SG
대표자	reprezentatywne	대표자	reprezentatywny	N	ADJ;NOM;NEUT;SG
가끔은	czasami	가끔+은	czas		N;INS;MASC;PL
가끔은	czasem	가끔+은	czas		N;INS;MASC;SG
미러	lusterka	미+러	lusterka		N;NOM;NEUT;PL
미러	lustra	미+러	lustro		N;NOM;NEUT;SG
미러	lustro	미+러	lustro		N;NOM;NEUT;SG
미러	lusterko	미+러	lusterko		N;NOM;NEUT;SG
결제	zapłacić	결제	zapłacić	N	V;PFV;NFIN;ACT
결제	wypłaty	결제	wypłata	N	
트럼프	atut	트럼프	atut		N;NOM;MASC;SG
트럼프	trump	트럼프	trump		N;NOM;MASC;SG
브룩	brooke	브룩	brook	PROPN	N;NOM;FEM;SG
브룩	brook	브룩	brook	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
카이사르	caesar	카이사르	caesar		N;NOM;MASC;SG
카이사르	cezar	카이사르	cezar		V;IPFV;IND;SG;PRS;FIN;ACT
아름답다	pięknie	아름답+다	pięknie	ADJ	ADV
불행한	nieszczęśliwe	불행+하+ㄴ	nieszczęśliwy	V	ADJ;NOM;NEUT;SG
불행한	nieszczęśliwa	불행+하+ㄴ	nieszczęśliwy	V	ADJ;NOM;FEM;SG
불행한	niezadowolony	불행+하+ㄴ	niezadowolony	V	ADJ;NOM;MASC;SG
불행한	nieszczęśliwy	불행+하+ㄴ	nieszczęśliwy	V	ADJ;NOM;MASC;SG
불행한	niefortunne	불행+하+ㄴ	niefortunny	V	ADJ;NOM;NEUT;SG
안도라	andora	안도+라	andór	PROPN	PROPN;NOM;MASC;SG
마리야	marie	말리+아야	mara		PROPN;NOM;FEM;SG
띄어쓰기	odstęp	띄+어+가+기	odstęp	V	N;NOM;MASC;SG
띄어쓰기	odstępy	띄+어+가+기	odstęp	V	N;NOM;MASC;PL
허가서	licencja	허가+서	licencja		N;NOM;FEM;SG
허가서	licencji	허가+서	licencja		N;GEN;FEM;SG
허가서	licencje	허가+서	licencja		N;NOM;FEM;PL
어린시절	dzieciństwa	어린차절	dzieciństwo		N;GEN;NEUT;SG
어린시절	dzieciństwo	어린차절	dzieciństwo		N;NOM;NEUT;SG
어린시절	dzieciństwie	어린차절	dzieciństwo		N;DAT;NEUT;SG
달빛	księżyca	달빛	księżyc		N;GEN;MASC;SG
달빛	księżyc	달빛	księżyc		N;NOM;MASC;SG
어메이징	niesamowite	어메이+징	niesamowity		ADJ;NOM;NEUT;SG
어메이징	niesamowity	어메이+징	niesamowity		ADJ;NOM;MASC;SG
브렛	brett	브렛	brett	PROPN	PROPN;NOM;MASC;SG
올리비아	oliwia	올리비아	oliwia	PROPN	PROPN;NOM;FEM;SG
올리비아	olivia	올리비아	olivia	PROPN	N;NOM;FEM;SG
브라질리아	brasilii	브라질리아	brasilia	PROPN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
브라질리아	brasília	브라질리아	brasília	PROPN	N;NOM;MASC;SG
솔리드	stał	솔리드	stać		V;IPFV;MASC;IND;SG;PST;FIN;ACT
솔리드	solidne	솔리드	solidny		ADJ;NOM;NEUT;SG
솔리드	solidna	솔리드	solidny		ADJ;NOM;FEM;SG
솔리드	solidny	솔리드	solidny		ADJ;NOM;MASC;SG
외할아버지	dziadku	외할아버지	dziadek		N;VOC;MASC;SG
외할아버지	dziadek	외할아버지	dziadek		N;NOM;MASC;SG
캐머런	cameron	캐머렇+ㄴ	cameron	PROPN	PROPN;NOM;MASC;SG
눈물이	łez	눈물+이	łza	N	
눈물이	łzy	눈물+이	łza	N	V;IPFV;IND;SG;FIN;ACT
넓이	szeroki	넓이	szeroki		ADJ;NOM;MASC;SG
넓이	szeroka	넓이	szeroki		ADJ;NOM;FEM;SG
넓이	szeroko	넓이	szeroko		ADV
넓이	szerokie	넓이	szeroki		ADJ;NOM;NEUT;SG
베스	beth	베스	beth		PROPN;NOM;FEM;SG
임상	kliniczne	임상	kliniczny	N	ADJ;NOM;NEUT;SG
임상	kliniczna	임상	kliniczny	N	ADJ;NOM;FEM;SG
임상	klinicznych	임상	kliniczny	N	ADJ;GEN;MASC;PL
최단	najkrótszy	최단	krótki	N	ADJ;NOM;CMPR;MASC;SG
몽키	małpa	몽키	małpa		N;NOM;FEM;SG
몽키	małpka	몽키	małpka		N;NOM;FEM;SG
사슴	jelenia	사슴	jeleń	N	
로건	logana	로건	logać		ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
기독교인	chrześcijan	기독교인	chrześcijanin	N	
소원	życzymy	소원	życzyć		V;IPFV;IND;PL;1;PRS;FIN;ACT
소원	życzy	소원	życzyć		V;IPFV;IND;SG;3;PRS;FIN;ACT
소원	życzenie	소원	życzenie		N;NOM;NEUT;SG
소원	życzę	소원	życzyć		V;IPFV;IND;SG;1;PRS;FIN;ACT
소원	życzenia	소원	życzyć		N;NOM;NEUT;PL
소원	życzy	소원	życzyć		V;IPFV;IND;SG;3;PRS;FIN;ACT
소원	życzeń	소원	życzenie		N;GEN;NEUT;PL
병행	jednoczesnego	병행	jednoczesny		ADJ;ACC;MASC;SG
병행	równoległ	병행	równolec		V;IPFV;MASC;IND;SG;PST;FIN;ACT
존경하는	szanowany	존경+하+는	szanować	V	ADJ;NOM;MASC;SG
존경하는	przestrzegane	존경+하+는	przestrzegać	V	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
비례	proporcjonalnie	비례	proporcjonalnie		ADV
비례	proporcjonalny	비례	proporcjonalny		ADJ;NOM;MASC;SG
비례	proporcjonalna	비례	proporcjonalny		ADJ;NOM;FEM;SG
비례	proporcjonalne	비례	proporcjonalny		ADJ;NOM;NEUT;SG
비례	proporcjonalności	비례	proporcjonalność		N;GEN;FEM;SG
비례	proporcji	비례	proporcja		N;GEN;FEM;SG
비례	proporcjonalnie	비례	proporcjonalnie		ADV
비례	odsetek	비례	odsetka		N;ACC;MASC;SG
비례	proporcje	비례	proporcja		N;NOM;FEM;PL
런타임	runtime	셀타임	runtima	N	
베스트셀러	bestsellerów	베스트셀러	bestseller		N;GEN;MASC;PL
모니터링	monitorowane	모니터링	monitorować		ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
모니터링	monitorowany	모니터링	monitorować		ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
모니터링	monitoring	모니터링	monitoring		N;NOM;MASC;SG
모니터링	monitorowanie	모니터링	monitorowanie		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
모니터링	monitorowania	모니터링	monitorować		N;IPFV;GEN;NEUT;SG;POS;V.MSDR
모니터링	monitor	모니터링	monitor		N;NOM;MASC;SG
모니터링	monitorowanie	모니터링	monitorowanie		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
엣지	krawędź	짙+지	krawędź		N;NOM;FEM;SG
엣지	krawędzi	짙+지	krawądzić		N;GEN;MASC;SG
난이도	trudności	난이+도	trudność	ADV	N;ACC;FEM;PL
난이도	trudność	난이+도	trudność	ADV	N;NOM;FEM;SG
브룩스	brooke	브룩스	brook		N;NOM;FEM;SG
브룩스	brooks	브룩스	brooks		PROPN;NOM;MASC;SG
나뭇잎	li	나뭇잎	lić	N	PROPN;NOM;MASC;SG
나뭇잎	liście	나뭇잎	liść	N	
나뭇잎	li	나뭇잎	lić	N	PROPN;NOM;MASC;SG
나뭇잎	liść	나뭇잎	liść	N	
현관	ganku	현관	ganek		N;GEN;MASC;SG
미니애폴리스	minneapolis	미니애폴리스	minneapolis	PROPN	
사담	saddam	사담	saddać	PROPN	N;NOM;MASC;SG
