של	shel	של	shel	PART;GEN	PROPN;NOM;MASC;SG;POS
אמור	řekněme	אמור	říci	ADJ;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
אמור	řekněte	אמור	říci	ADJ;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
אמור	řekni	אמור	říci	ADJ;MASC;SG	V;IMP;SG;1;POS;FIN
אלון	alon	אלון	alon	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אלון	dub	אלון	dub	PROPN	N;INAN;NOM;MASC;SG;POS
אלון	oak	אלון	oak	PROPN	PROPN;INAN;NOM;MASC;SG;POS
אלון	dubu	אלון	dub	PROPN	N;INAN;GEN;MASC;SG;POS
להשיג	dosažení	השיג	dosažení	V;NFIN;ACT	N;NOM;NEUT;SG;POS
מדע	věda	מדע	věda		N;NOM;FEM;SG;POS
מדע	vědy	מדע	věda		N;NOM;FEM;PL;POS
הסביבה	prostředí	הסביב	prostředí	V;FEM;SG;3;PST;ACT	N;NOM;NEUT;SG;POS
בצד	stranou	בצד	strana		N;INS;FEM;SG;POS
אפריל	duben	אפריל	duben	PROPN	N;INAN;NOM;MASC;SG;POS
אפריל	dubna	אפריל	duben	PROPN	N;INAN;GEN;MASC;SG;POS
חום	hnědá	חום	hnědý		ADJ;NOM;FEM;SG;POS
חום	hnědý	חום	hnědý		ADJ;INAN;NOM;MASC;SG;POS
חום	brown	חום	brown		PROPN;ANIM;NOM;MASC;SG;POS
חום	hnědé	חום	hnědý		ADJ;NOM;NEUT;SG;POS
חום	horko	חום	horko		N;NOM;NEUT;SG;POS
חום	žár	חום	žár		N;INAN;NOM;MASC;SG;POS
חום	tepla	חום	teplo		N;NOM;NEUT;SG;POS
חום	teplo	חום	teplo		N;NOM;NEUT;SG;POS
חום	horečka	חום	horečka		N;NOM;FEM;SG;POS
חום	horečky	חום	horečka		N;NOM;FEM;PL;POS
חום	horečku	חום	horečka		N;ACC;FEM;SG;POS
חום	teplo	חום	teplo		N;NOM;NEUT;SG;POS
בטוח	bezpečné	None	bezpečný		ADJ;NOM;NEUT;SG;POS
בטוח	bezpečná	None	bezpečný		ADJ;NOM;FEM;SG;POS
בטוח	trezor	None	trezor		N;INAN;NOM;MASC;SG;POS
בטוח	bezpečný	None	bezpečný		ADJ;INAN;NOM;MASC;SG;POS
בטוח	sejf	None	sejf		N;INAN;NOM;MASC;SG;POS
מעורב	zapojena	מעורב	zapojený	ADJ;MASC;SG	ADJ;POS;V.PTCP;PASS
וידאו	video	וידאו	video	PROPN	N;NOM;NEUT;SG;POS
חוזר	opakovat	חזר	opakovat	PROPN	V;IPFV;POS;NFIN
חוזר	opakuji	חזר	opakovat	PROPN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
נפוץ	časté	נפוץ	častý	V;MASC;SG;V.PTCP;MID	ADJ;NOM;NEUT;SG;POS
נפוץ	společná	נפוץ	společný	V;MASC;SG;V.PTCP;MID	ADJ;NOM;FEM;SG;POS
נפוץ	společné	נפוץ	společný	V;MASC;SG;V.PTCP;MID	ADJ;NOM;NEUT;SG;POS
יוסי	josi	יוסי	jeť	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
לעמוד	stát	עמד	stát	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
מתחיל	začíná	התחיל	začínat	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
מתחיל	začíná	התחיל	začínat	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
מתחיל	začínám	התחיל	začínat	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
מתחיל	začínáme	התחיל	začínat	V;MASC;SG;V.PTCP	V;IPFV;IND;PL;1;POS;PRS;FIN;ACT
מתחיל	začíná	התחיל	začínat	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
מתחיל	startuje	התחיל	startovat	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
היצירה	tvorba	היצירה	tvorba	ADV	N;NOM;FEM;SG;POS
היצירה	vznik	היצירה	vznik	ADV	N;INAN;NOM;MASC;SG;POS
היצירה	vytvoření	היצירה	vytvoření	ADV	N;NOM;NEUT;SG;POS
היצירה	vytváření	היצירה	vytváření	ADV	N;NOM;NEUT;SG;POS
היצירה	tvoření	היצירה	tvoření	ADV	N;NOM;NEUT;SG;POS
ואחרים	ostatní	ואחר	ostatní	PROPN	ADJ;ANIM;NOM;MASC;PL;POS
ואחרים	jiní	ואחר	jiný	PROPN	ADJ;ANIM;NOM;MASC;PL;POS
ואחרים	jiné	ואחר	jiný	PROPN	ADJ;NOM;NEUT;SG;POS
צעירים	mladá	צעיר	mladý	N;MASC;PL	ADJ;NOM;FEM;SG;POS
צעירים	mladé	צעיר	mladý	N;MASC;PL	ADJ;NOM;MASC;PL;POS
צעירים	mladý	צעיר	mladý	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
צעירים	young	צעיר	young	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG;POS
צעירים	mladí	צעיר	mladý	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
שיתוף	sdílet	שיתוף	sdílet	N;MASC;SG	V;IPFV;POS;NFIN
מגדל	tower	מגדל	tower	PROPN	PROPN;NOM;FEM;SG;POS
מגדל	věži	מגדל	věž	PROPN	N;DAT;FEM;SG;POS
מגדל	věže	מגדל	věž	PROPN	N;NOM;FEM;PL;POS
מגדל	věž	מגדל	věž	PROPN	N;NOM;FEM;SG;POS
הונגריה	maďarsko	הונגריה	maďarský	PROPN	PROPN;NOM;NEUT;SG;POS
מסכים	souhlasím	הסכים	souhlasit	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
הסיבה	rozum	הסיב	rozum	V;FEM;SG;3;PST;ACT	N;INAN;NOM;MASC;SG;POS
הסיבה	důvod	הסיב	důvod	V;FEM;SG;3;PST;ACT	N;INAN;NOM;MASC;SG;POS
שש	šestka	שש	šestka	NUM;FEM;SG	N;NOM;FEM;SG;POS
אריאל	ariel	אריאל	ariel	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
הצליחה	uspěli	הצליח	uspět	V;FEM;SG;3;PST;ACT	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
בולטים	prominentní	בלט	prominentní	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;MASC;SG;POS
מכיל	obsahuje	הכיל	obsahovat	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
קטנות	malý	קטן	malý	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
קטנות	malá	קטן	malý	ADJ;FEM;PL	ADJ;NOM;FEM;SG;POS
בריטים	britská	בריטי	britský	N;MASC;PL	ADJ;NOM;FEM;SG;POS
בריטים	britové	בריטי	britový	N;MASC;PL	PROPN;ANIM;NOM;MASC;PL;POS
בריטים	britský	בריטי	britský	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
בריטים	british	בריטי	british	N;MASC;PL	ADJ;POS
בריטים	britské	בריטי	britský	N;MASC;PL	ADJ;NOM;MASC;SG;POS
פרנק	frank	פרנק	frank	PROPN	N;INAN;NOM;MASC;SG;POS
פרנק	franka	פרנק	franka	PROPN	N;ANIM;ACC;MASC;SG;POS
פרנק	franku	פרנק	frank	PROPN	N;INAN;GEN;MASC;SG;POS
מקבל	získání	קיבל	získání	V;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG;POS
מקבל	dostávám	קיבל	dostávat	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
מקבל	přijímá	קיבל	přijímat	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
מקבל	přijímá	קיבל	přijímat	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
מקבל	přijetí	קיבל	přijetí	V;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG;POS
מקבל	přijímající	קיבל	přijímající	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
מקבל	příjem	קיבל	příjem	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
האגודה	asociace	האגודה	asociace	PROPN	N;NOM;FEM;SG;POS
האגודה	sdružování	האגודה	sdružování	PROPN	N;NOM;NEUT;SG;POS
האגודה	sdružení	האגודה	sdružení	PROPN	N;NOM;NEUT;SG;POS
האגודה	přidružení	האגודה	přidružení	PROPN	N;NOM;NEUT;SG;POS
התבנית	šablony	התבנית	šablon	N;FEM;SG	N;INAN;NOM;MASC;PL;POS
אליהו	elijah	אליהו	elijah	PROPN	N;ANIM;NOM;MASC;SG;POS
אליהו	elijahu	אליהו	elijah	PROPN	N;INAN;NOM;MASC;SG;POS
דרכים	silnice	דרך	silnice	N;FEM;PL	N;NOM;FEM;SG;POS
פרסום	zveřejnit	פרסום	zveřejnit	N;MASC;SG	V;PFV;POS;NFIN
פרסום	reklamní	פרסום	reklamní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
פרסום	reklamy	פרסום	reklama	N;MASC;SG	N;NOM;FEM;PL;POS
פעל	jednala	פעל	jednat	V;MASC;SG;3;PST;ACT	V;IPFV;POS;PST;V.PTCP;ACT
דצמבר	prosince	דצמבר	prosinec	PROPN	N;INAN;GEN;MASC;SG;POS
דצמבר	prosinec	דצמבר	prosinec	PROPN	N;INAN;NOM;MASC;SG;POS
דצמבר	prosinci	דצמבר	prosinec	PROPN	N;INAN;DAT;MASC;SG;POS
אהבה	miluj	אהבה	milovat	N;FEM;SG	V;IMP;SG;2;POS;FIN
אהבה	lásky	אהבה	láska	N;FEM;SG	N;NOM;FEM;PL;POS
השישי	šestá	השישי	šestý	PROPN	ADJ;NOM;FEM;SG
השישי	šestý	השישי	šestý	PROPN	ADJ;ANIM;NOM;MASC;SG
השישי	šesté	השישי	šestý	PROPN	ADJ;NOM;MASC;SG
עסקים	obchod	עסק	obchod	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
עסקים	obchodní	עסק	obchodní	N;MASC;PL	ADJ;NOM;MASC;SG;POS
עסקים	podnikání	עסק	podnikání	N;MASC;PL	N;NOM;NEUT;SG;POS
עסקים	byznys	עסק	byznys	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
אדוארד	edwarda	אדוארד	edwarda	PROPN	N;ANIM;ACC;MASC;SG;POS
אדוארד	edward	אדוארד	edward	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אוסקר	oscar	אוסקר	oscar	PROPN	N;ANIM;NOM;MASC;SG;POS
אוסקר	oskar	אוסקר	oskar	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
מדליית	medaile	מדליה	medaile	N;PSSD;FEM;SG	N;NOM;FEM;PL;POS
לשיר	zpívej	השיר	zpívej		V;IMP;SG;2;POS;FIN
לשיר	zpívat	השיר	zpívat		V;IPFV;POS;NFIN
הפרלמנט	parlament	הפרלמנט	parlament	PROPN	N;INAN;NOM;MASC;SG;POS
הפרלמנט	parlamentu	הפרלמנט	parlament	PROPN	N;INAN;DAT;MASC;SG;POS
מדוע	proč	מדוע	proč	ADV	ADV
סיני	sinaj	סיני	sinaj	PROPN	N;INAN;NOM;MASC;SG;POS
סיני	čínský	סיני	čínský	PROPN	ADJ;INAN;NOM;MASC;SG;POS
סיני	čínská	סיני	čínský	PROPN	ADJ;NOM;FEM;SG;POS
סיני	číňan	סיני	číňan	PROPN	N;ANIM;NOM;MASC;SG;POS
סיני	čína	סיני	čína	PROPN	PROPN;NOM;FEM;SG;POS
סיני	čínské	סיני	čínský	PROPN	ADJ;NOM;NEUT;SG;POS
השחור	černá	השחור	černý		ADJ;NOM;FEM;SG;POS
השחור	black	השחור	black		PROPN;ANIM;NOM;MASC;SG;POS
השחור	černé	השחור	černý		ADJ;NOM;NEUT;SG;POS
השחור	černý	השחור	černý		ADJ;ANIM;NOM;MASC;SG;POS
אנרגיה	energetická	אנרגיה	energetický	N;FEM;SG	ADJ;NOM;FEM;SG;POS
צרפתי	francouzština	צרפתי	francouzština	PROPN	N;NOM;FEM;SG;POS
צרפתי	francouzské	צרפתי	francouzský	PROPN	ADJ;NOM;NEUT;SG;POS
צרפתי	francouzsky	צרפתי	francouzsky	PROPN	ADV;POS
צרפתי	francouzská	צרפתי	francouzský	PROPN	ADJ;NOM;FEM;SG;POS
צרפתי	francouz	צרפתי	francouz	PROPN	N;ANIM;NOM;MASC;SG;POS
שלישית	třetí	None	třetí	ADV	ADJ;NOM;MASC;SG
הרשות	autorita	הרשה	autorita	N;FEM;PL	N;NOM;FEM;SG;POS
הרשות	pravomoc	הרשה	pravomoc	N;FEM;PL	N;NOM;FEM;SG;POS
הרשות	orgán	הרשה	orgán	N;FEM;PL	N;INAN;NOM;MASC;SG;POS
קיימות	udržitelnosti	קיים	udržitelnost	ADJ;FEM;PL	N;NOM;FEM;SG;POS
קיימות	udržitelnost	קיים	udržitelnost	ADJ;FEM;PL	N;NOM;FEM;SG;POS
קיימות	existují	קיים	existovat	ADJ;FEM;PL	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
קיימות	existující	קיים	existující	ADJ;FEM;PL	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
קיימות	stávající	קיים	stávající	ADJ;FEM;PL	ADJ;NOM;MASC;SG;POS
מרטין	martine	מרטין	martina	PROPN	INTJ
מרטין	martina	מרטין	martina	PROPN	N;NOM;FEM;SG;POS
מרטין	martin	מרטין	martin	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
יכולות	schopnosti	יכול	schopnost	ADJ;FEM;PL	N;NOM;FEM;PL;POS
מדבר	mluvící	מדבר	mluvící	N;MASC;SG	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
מדבר	pouště	מדבר	poušť	N;MASC;SG	N;NOM;FEM;PL;POS
מדבר	pouštní	מדבר	pouštní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
אמריקאית	američan	אמריקני	američan	ADV	N;ANIM;NOM;MASC;SG;POS
אמריקאית	american	אמריקני	american	ADV	PROPN;MASC;SG;POS
אמריקאית	americká	אמריקני	americký	ADV	ADJ;NOM;FEM;SG;POS
אמריקאית	americké	אמריקני	americký	ADV	ADJ;NOM;MASC;PL;POS
אמריקאית	americký	אמריקני	americký	ADV	ADJ;ANIM;NOM;MASC;SG;POS
יין	jin	יין	jin		PROPN;ANIM;NOM;MASC;SG;POS
יין	yin	יין	yin		PROPN;ANIM;NOM;MASC;SG;POS
יין	víno	יין	víno		N;NOM;NEUT;SG;POS
יין	vína	יין	víno		N;NOM;NEUT;PL;POS
חייב	musí	חייב	muset	ADJ;MASC;SG	V;IND;SG;3;POS;PRS;FIN;ACT
אהרן	aaron	אהרן	aaron	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אהרן	aharon	אהרן	aharon	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
מגוון	odrůdy	מגוון	odrůda		N;NOM;FEM;PL;POS
מגוון	odrůda	מגוון	odrůda		N;NOM;FEM;SG;POS
מוסקבה	moskvy	מוסקבה	moskva	PROPN	PROPN;NOM;FEM;SG;POS
מוסקבה	moskvě	מוסקבה	moskva	PROPN	PROPN;DAT;FEM;SG;POS
מוסקבה	moskva	מוסקבה	moskva	PROPN	PROPN;NOM;FEM;SG;POS
הולנד	nizozemsko	הולנד	nizozemský	PROPN	PROPN;NOM;NEUT;SG;POS
הולנד	nizozemí	הולנד	nizozemí	PROPN	N;NOM;NEUT;SG;POS
הולנד	holandsko	הולנד	holandský	PROPN	ADJ;POS
הולנד	holland	הולנד	holland	PROPN	N;INAN;NOM;MASC;SG;POS
הרוח	vítr	הרוח	vítr		N;INAN;NOM;MASC;SG;POS
הרוח	větru	הרוח	vítr		N;INAN;DAT;MASC;SG;POS
מחקרים	studium	מחקר	studium	N;MASC;PL	N;NOM;NEUT;SG;POS
עוזי	uzi	עוזי	uzi	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
מתאים	sedí	התאים	sedět	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
מתאים	vhodný	התאים	vhodný	V;MASC;SG;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS
מתאים	vhodná	התאים	vhodný	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS
מתאים	vhodné	התאים	vhodný	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
מתאים	vhodný	התאים	vhodný	V;MASC;SG;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS
מתאים	vhodná	התאים	vhodný	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS
מתאים	vhodné	התאים	vhodný	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
ברזיל	brazílie	ברזיל	brazílie	PROPN	PROPN;NOM;FEM;SG;POS
אישית	osobní	אישית	osobní	ADV	ADJ;NOM;MASC;SG;POS
אישית	osobního	אישית	osobní	ADV	ADJ;ANIM;GEN;MASC;SG;POS
הארי	harryho	הארי	harry	PROPN	N;ANIM;GEN;MASC;SG;POS
הארי	harry	הארי	harr	PROPN	N;ANIM;NOM;MASC;SG;POS
נקודת	point	נקודה	point	N;FEM;SG	PROPN;NOM;MASC;SG;POS
מבוסס	zřízený	None	zřízený	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
מבוסס	zavedených	None	zavedený	V;MASC;SG;V.PTCP	ADJ;GEN;MASC;PL;POS
מבוסס	stanovena	None	stanovený	V;MASC;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
מבוסס	zavedené	None	zavedený	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
מבוסס	založen	None	založený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
מבוסס	založený	None	založený	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
מבוסס	založeno	None	založený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
ניהול	spravovat	ניהול	spravovat	N;MASC;SG	V;IPFV;POS;NFIN
המהפכה	revoluce	המהפכה	revoluce	PROPN	N;NOM;FEM;SG;POS
המהפכה	revoluci	המהפכה	revoluce	PROPN	N;ACC;FEM;SG;POS
עודד	oded	עודד	oded	PROPN	PROPN;NOM;MASC;SG;POS
יצר	vytvořené	יצר	vytvořený	N;MASC;SG	ADJ;NOM;MASC;PL;POS
יצר	stvořil	יצר	stvořit	N;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
יצר	vytvořeno	יצר	vytvořený	N;MASC;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
יצר	vytvořil	יצר	vytvořit	N;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
יצר	vytvořena	יצר	vytvořený	N;MASC;SG	ADJ;POS;V.PTCP;PASS
יצר	vytvořen	יצר	vytvořený	N;MASC;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
שישה	šestka	שישה	šestka	NUM;MASC;SG	N;NOM;FEM;SG;POS
קצרה	krátké	קצר	krátký	ADV	ADJ;NOM;NEUT;SG;POS
קצרה	krátká	קצר	krátký	ADV	ADJ;NOM;FEM;SG;POS
קצרה	krátký	קצר	krátký	ADV	ADJ;INAN;NOM;MASC;SG;POS
נשוי	manželé	נשוי	manžel		N;ANIM;NOM;MASC;PL;POS
נשוי	vdaná	נשוי	vdaný		ADJ;NOM;FEM;SG;POS
נשוי	ženatý	נשוי	ženatý		ADJ;ANIM;NOM;MASC;SG;POS
קליפורניה	kalifornie	קליפורניה	kalifornie	PROPN	PROPN;NOM;FEM;SG;POS
קליפורניה	californie	קליפורניה	californie	PROPN	N;NOM;FEM;SG;POS
קליפורניה	california	קליפורניה	californium	PROPN	PROPN;NOM;FEM;SG;POS
משתנה	proměnnou	השתנה	proměnnout	V;MASC;SG;V.PTCP	ADJ;ACC;FEM;SG;POS
משתנה	proměnná	השתנה	proměnný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
משתנה	proměnné	השתנה	proměnný	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
משתנה	měním	השתנה	měnit	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
משתנה	změny	השתנה	změna	V;MASC;SG;V.PTCP	N;NOM;FEM;PL;POS
משתנה	změn	השתנה	změna	V;MASC;SG;V.PTCP	N;GEN;FEM;PL;POS
איזה	kterou	איזה	který		DET;ACC;FEM;SG
איזה	který	איזה	který		DET;NOM;MASC;SG
איזה	což	איזה	což		PRO;NOM
איזה	která	איזה	který		DET;NOM;FEM;SG
איזה	které	איזה	který		DET;NOM;NEUT;PL
נשאר	zůstávám	נשאר	zůstávat	V;MASC;SG;3;PST;MID	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
נשאר	zůstane	נשאר	zůstat	V;MASC;SG;3;PST;MID	V;IND;SG;3;POS;PRS;FIN;ACT
נשאר	zůstává	נשאר	zůstávat	V;MASC;SG;3;PST;MID	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
נשאר	pobyty	נשאר	pobyt	V;MASC;SG;3;PST;MID	N;INAN;NOM;MASC;PL;POS
נשאר	zůstal	נשאר	zůstat	V;MASC;SG;3;PST;MID	V;MASC;SG;POS;PST;V.PTCP;ACT
נשאר	zůstala	נשאר	zůstat	V;MASC;SG;3;PST;MID	V;POS;PST;V.PTCP;ACT
ציור	malovat	ציור	malovat	N;MASC;SG	V;IPFV;POS;NFIN
צריכה	potřebovat	צריך	potřebovat	ADJ;FEM;SG	V;IPFV;POS;NFIN
צריכה	potřebuji	צריך	potřebovat	ADJ;FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
צריכה	potřebují	צריך	potřebovat	ADJ;FEM;SG	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
צריכה	potřeba	צריך	potřeba	ADJ;FEM;SG	N;NOM;FEM;SG;POS
נמוכה	nízko	נמוך	nízko	ADJ;FEM;SG	ADV;POS
נמוכה	nízké	נמוך	nízký	ADJ;FEM;SG	ADJ;NOM;MASC;PL;POS
ברוך	požehnané	ברוך	požehnaný	PROPN	ADJ;NOM;NEUT;PL;POS
ברוך	požehnaný	ברוך	požehnaný	PROPN	ADJ;INAN;NOM;MASC;SG;POS
ברוך	baruch	ברוך	baruch	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
קומיקס	komiks	קומיקס	komiks	PROPN	N;INAN;NOM;MASC;SG;POS
קומיקס	komiksy	קומיקס	komiks	PROPN	N;INAN;NOM;MASC;PL;POS
קומיקס	komiks	קומיקס	komiks	PROPN	N;INAN;NOM;MASC;SG;POS
קומיקס	comic	קומיקס	comic	PROPN	PROPN;NOM;MASC;SG;POS
קומיקס	komické	קומיקס	komický	PROPN	ADJ;NOM;NEUT;SG;POS
מיוחדת	speciál	מיוחד	speciál	ADJ;FEM;SG	N;INAN;NOM;MASC;SG;POS
מיוחדת	special	מיוחד	special	ADJ;FEM;SG	N;INAN;NOM;MASC;SG;POS
תום	tome	תום	ten	PROPN	V;IMP;SG;2;POS;FIN
תום	tom	תום	ten	PROPN	DET;DAT;SG
חוף	pláži	חוף	pláž	PROPN	N;DAT;FEM;SG;POS
חוף	pláže	חוף	pláž	PROPN	N;NOM;FEM;PL;POS
חוף	pláž	חוף	pláž	PROPN	N;NOM;FEM;SG;POS
טבע	utopil	טבע	utopit		V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
טבע	přírodní	טבע	přírodní		ADJ;NOM;MASC;PL;POS
טבע	povaha	טבע	povaha		N;NOM;FEM;SG;POS
טבע	příroda	טבע	příroda		N;NOM;FEM;SG;POS
טבע	přírodě	טבע	příroda		N;DAT;FEM;SG;POS
טבע	přirozenost	טבע	přirozenost		N;NOM;FEM;SG;POS
גבול	omezit	גבול	omezit	N;MASC;SG	V;PFV;POS;NFIN
התנגדות	námitky	התנגדות	námitka	N;FEM;SG	N;NOM;FEM;PL;POS
קרל	karla	קרל	kárel	PROPN	PROPN;ANIM;GEN;MASC;SG;POS
קרל	karl	קרל	karl	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
קרל	karle	קרל	karle	PROPN	N;INAN;NOM;MASC;SG;POS
קרל	carl	קרל	carl	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
חברתית	společenské	חברתי	společenský	ADV	ADJ;NOM;FEM;SG;POS
חברתית	sociální	חברתי	sociální	ADV	ADJ;NOM;MASC;SG;POS
חברתית	společenský	חברתי	společenský	ADV	ADJ;INAN;NOM;MASC;SG;POS
חברתית	společenská	חברתי	společenský	ADV	ADJ;NOM;FEM;SG;POS
לילה	noční	לילה	noční	N;MASC;SG	ADJ;NOM;MASC;SG;POS
לחימה	boje	לחימה	boj	N;FEM;SG	N;INAN;NOM;MASC;PL;POS
יחסים	vztah	יחסים	vztah	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
אדמה	půdy	אדמה	půda	N;FEM;SG	N;NOM;FEM;PL;POS
אדמה	pozemky	אדמה	pozemek	N;FEM;SG	N;INAN;NOM;MASC;PL;POS
שלישי	úterý	שלישי	úterý	PROPN	N;NOM;NEUT;SG;POS
שלישי	třetí	שלישי	třetí	PROPN	ADJ;NOM;MASC;SG
הלכה	pryč	הלכה	pryč	N;FEM;SG	ADV
הלכה	šel	הלכה	jít	N;FEM;SG	V;MASC;SG;POS;PST;V.PTCP;ACT
כבד	těžká	כבד	těžký		ADJ;NOM;FEM;SG;POS
כבד	těžké	כבד	těžký		ADJ;NOM;NEUT;SG;POS
כבד	těžký	כבד	těžký		ADJ;INAN;NOM;MASC;SG;POS
כבד	jater	כבד	játra		N;NOM;NEUT;PL;POS
כבד	játra	כבד	játra		N;NOM;NEUT;PL;POS
אלן	allen	אלן	allen	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אלן	allena	אלן	allen	PROPN	N;ANIM;ACC;MASC;SG;POS
אלן	ellen	אלן	ellen	PROPN	PROPN;FEM;SG;POS
אלן	alana	אלן	alana	PROPN	N;ANIM;ACC;MASC;SG;POS
אלן	alan	אלן	alan	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אלן	allan	אלן	allan	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
מורה	učiteli	מורה	učitel	N;MASC;SG	N;ANIM;NOM;MASC;PL;POS
שניים	dvojka	שניים	dvojka	NUM;MASC;PL	N;NOM;FEM;SG;POS
בוגרי	absolventů	בוגר	absolvent	PROPN	N;ANIM;GEN;MASC;PL;POS
בוגרי	absolventi	בוגר	absolvent	PROPN	N;ANIM;NOM;MASC;PL;POS
נהרג	zabiti	נהרג	zabitý	V;MASC;SG;3;PST;MID	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
נהרג	zabitý	נהרג	zabitý	V;MASC;SG;3;PST;MID	ADJ;ANIM;NOM;MASC;SG;POS
נהרג	zabita	נהרג	zabitý	V;MASC;SG;3;PST;MID	ADJ;POS;V.PTCP;PASS
נהרג	zabit	נהרג	zabitý	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;POS;V.PTCP;PASS
נהרג	zabil	נהרג	zabít	V;MASC;SG;3;PST;MID	V;MASC;SG;POS;PST;V.PTCP;ACT
אליעזר	eliezer	אליעזר	eliezer	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
למחוק	smazat	מחק	smazat	V;NFIN;ACT	N;ACC;FEM;SG;POS
