algeriet	algeria	algeri	algeria	N;DEF;NEUT;SG	PROPN
signatur	semnatura	signatur	semnatură	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
signatur	semnatura	signatur	semnatură	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
signatur	semnatura	signatur	semnatură	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
olga	olga	olga	olga		PROPN
romantisk	romantica	romantisk	romantică	ADV	ADJ;DEF;FEM;SG
romantisk	romantice	romantisk	romantic	ADV	ADJ;INDF;FEM;PL
romantisk	romantic	romantisk	romantic	ADV	ADJ;INDF;MASC;SG
romantisk	romantica	romantisk	romantică	ADV	ADJ;DEF;FEM;SG
blind	orbi	blind	orbi	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;MASC;PL
blind	oarba	blind	oarbă	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
blind	chior	blind	chior	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
blind	oarba	blind	oarbă	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN
kavaleri	cavaleria	kavaleri	cavalerie	N;INDF;NEUT;SG	N;DEF;FEM;SG
mel	faina	mel	faină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
mel	faina	mel	faină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
mel	mel	mel	mel	N;INDF;MASC+FEM;SG	
ronnie	ronnie	ronnie	ronnie		N;INDF;MASC;SG
køb	cumpara	køb	cumpară	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
køb	cumpara	køb	cumpară	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
køb	cumpar	køb	cumpar	N;INDF;NEUT;SG	V;IND;SG;1;PRS;FIN
køb	cumpara	køb	cumpară	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
køb	achizitiile	køb	achizitie	N;INDF;NEUT;SG	N;DEF;FEM;PL
køb	achizitii	køb	achizit	N;INDF;NEUT;SG	N;INDF;FEM;PL
køb	cumpar	køb	cumpar	N;INDF;NEUT;SG	V;IND;SG;1;PRS;FIN
walker	walker	walke	walker	N;INDF;MASC+FEM;SG	PROPN
statistisk	statistice	statistisk	statistic	ADV	ADJ;INDF;FEM;PL
statistisk	statistica	statistisk	statistică	ADV	N;DEF;FEM;SG
afslørede	dezvaluit	afsløre	dezvalui	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
afslørede	dezvaluita	afsløre	dezvaluita	V;IND;PST;FIN;ACT	ADJ;DEF;FEM;SG
afslørede	dezvaluit	afsløre	dezvalui	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
sporten	sport	sport	sport	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ruth	ruth	ruth	ruth	N;INDF;MASC+FEM;SG	PROPN
ruth	rut	ruth	rut	N;INDF;MASC+FEM;SG	
domstol	curtea	domstol	curte	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
domstol	instanta	domstol	instant	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
leverer	furnizeaza	levere	furnizeaza	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
leverer	livreaza	levere	livrează	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
grænserne	frontiere	grænse	frontiere	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
grænserne	frontiere	grænse	frontiere	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
separat	separat	separat	separat	ADV	ADJ;INDF;MASC;SG
separat	separat	separat	separat	ADV	ADJ;INDF;MASC;SG
separat	separa	separat	separa	ADV	V;IND;SG;3;IPFV;FIN
separat	separata	separat	separată	ADV	ADJ;DEF;FEM;SG
separat	separate	separat	separat	ADV	ADJ;INDF;FEM;PL
wikidata	wikidata	wikidata	wikidata		N;DEF;FEM;SG
komponenter	componentele	komponent	componentă	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
skulptur	sculptura	skulptur	sculptură	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
skulptur	sculptura	skulptur	sculptură	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
pearl	pearl	pearl	pearl	N;INDF;MASC+FEM;SG	PROPN
pearl	perla	pearl	perlă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
pearl	perla	pearl	perlă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
trykte	tiparit	trykte	tipari	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
trykte	printat	trykte	printa	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
trykte	tiparite	trykte	tiparit	V;PL;PST;V.PTCP	ADJ;INDF;FEM;PL
trykte	tiparita	trykte	tiparită	V;PL;PST;V.PTCP	ADJ;DEF;FEM;SG
trykte	imprimate	trykte	imprima	V;PL;PST;V.PTCP	ADJ;INDF;FEM;PL
godkendte	aprobat	godkende	aproba	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
godkendte	aprobate	godkende	aprobat	V;PL;PST;V.PTCP	ADJ;INDF;FEM;PL
godkendte	omologat	godkende	omologat	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
godkendte	aprobata	godkende	aprobat	V;PL;PST;V.PTCP	ADJ;DEF;FEM;SG
permanente	permanent	permanent	permanent	ADJ;PL	ADV
permanente	permanenta	permanent	permanent	ADJ;PL	ADJ;DEF;FEM;SG
permanente	permanenta	permanent	permanent	ADJ;PL	ADJ;DEF;FEM;SG
winston	winston	winston	winston	N;INDF;MASC+FEM;SG	PROPN
fisker	pescarul	fisker	pescar	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fisker	pescuiesc	fisker	pescui	N;INDF;MASC+FEM;SG	V;IND;PL;3;PRS;FIN
fisker	pescuitul	fisker	pescuit	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
dygtige	talentat	dygtig	talentat	ADJ;PL	ADJ;INDF;MASC;SG
dygtige	talentata	dygtig	talentat	ADJ;PL	ADJ;DEF;FEM;SG
dygtige	talentata	dygtig	talentat	ADJ;PL	ADJ;DEF;FEM;SG
oldenburg	oldenburg	oldenburg	oldenburg		PROPN
beton	concret	beton	concret	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
beton	concrete	beton	concret	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
mandat	mandatului	mandat	mandat	N;INDF;NEUT;SG	N;DEF;MASC;SG
mandat	mandatul	mandat	mandat	N;INDF;NEUT;SG	N;DEF;MASC;SG
dortmund	dortmund	dortmund	dortmunde	PROPN	PROPN
kæde	lantul	kæde	lant	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bureau	agentia	bureau	agentie	N;INDF;NEUT;SG	N;DEF;FEM;SG
bureau	agentia	bureau	agentie	N;INDF;NEUT;SG	N;DEF;FEM;SG
bureau	biroul	bureau	birou	N;INDF;NEUT;SG	N;DEF;MASC;SG
police	politia	police	politie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
police	politia	police	politie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
dragon	balaur	dragon	balaur		N;INDF;MASC;SG
dragon	dragonul	dragon	dragon		N;DEF;MASC;SG
dragon	dragon	dragon	dragon		N;INDF;MASC;SG
göttingen	göttingen	gytting	göttingen	N;DEF;MASC+FEM;SG	PROPN
rede	pregatit	rede	pregati	N	ADJ;INDF;MASC;SG
rede	pregatita	rede	pregatit	N	ADJ;DEF;FEM;SG
chopin	chopin	chopin	chopin		PROPN
drab	omucideri	drab	omucidere	N;INDF;NEUT;SG	N;INDF;FEM;PL
drab	omoruri	drab	omor	N;INDF;NEUT;SG	N;INDF;FEM;PL
drab	uciderea	drab	ucidere	N;INDF;NEUT;SG	N;DEF;FEM;SG
gad	gad	gide	gad	V;IND;PST;FIN;ACT	PROPN
dale	dale	dal	dale	N;INDF;MASC+FEM;PL	
pedro	pedro	pedro	pedro		PROPN
barry	barry	barry	barry		PROPN
barry	florin	barry	florin		PROPN
allieret	aliate	alliere	alia	V;INDF;SG;PST;V.PTCP	N;INDF;FEM;PL
allieret	aliata	alliere	aliată	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
allieret	aliat	alliere	aliat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
allieret	aliat	alliere	aliat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
allieret	ally	alliere	ally	V;INDF;SG;PST;V.PTCP	PROPN
allieret	aliatul	alliere	aliat	V;INDF;SG;PST;V.PTCP	N;DEF;MASC;SG
judas	iuda	judas	iuda		N;DEF;FEM;SG
humor	umorul	humor	umor	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
humor	umorul	humor	umor	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
lufthavne	aeroport	lufthavne	aeroport	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
lufthavne	aeroportul	lufthavne	aeroport	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
lufthavne	aeroporturile	lufthavne	aeroport	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
small	mic	small	mic		ADJ;INDF;MASC;SG
small	mica	small	mic		ADJ;DEF;FEM;SG
small	micii	small	mic		N;DEF;MASC;PL
small	mici	small	mic		ADJ;INDF;PL
kentucky	kentucky	kentucky	kentucky		PROPN
afløser	inlocuind	afløser	inlocui	N;INDF;MASC+FEM;SG	V;V.MSDR
afløser	inlocuirea	afløser	inlocuire	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
afløser	inlocuirea	afløser	inlocuire	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
afløser	inlocuitor	afløser	inlocuitor	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
fuldmægtig	administratorul	fuldmægtig	administrator	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
nassau	nassau	nassau	nassa	N;INDF;MASC+FEM;SG	PROPN
proteiner	proteinele	protein	proteină	N;INDF;NEUT;PL	N;DEF;FEM;PL
proteiner	proteina	protein	proteină	N;INDF;NEUT;PL	N;DEF;FEM;SG
proteiner	proteina	protein	proteină	N;INDF;NEUT;PL	N;DEF;FEM;SG
proteiner	proteinele	protein	proteină	N;INDF;NEUT;PL	N;DEF;FEM;PL
simpson	simpson	simpson	simpson		N;INDF;MASC;SG
nepal	nepal	nepal	nepal	PROPN	PROPN
koncentreret	concentrate	koncentrere	concentrat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
koncentreret	concentrat	koncentrere	concentrat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
koncentreret	concentrata	koncentrere	concentrat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
koncentreret	concentrarea	koncentrere	concentrare	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
påstand	revendica	påstand	revendica	N;INDF;MASC+FEM;SG	V;IND;SG;3;IPFV;FIN
westfalen	westfalia	westfale	westfalia	N;DEF;MASC+FEM;SG	PROPN
amy	amy	amy	amy	N;INDF;MASC+FEM;SG	PROPN
factor	factorul	factor	factor	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
walk	plimbare	walk	plimbare		N;INDF;FEM;SG
walk	walk	walk	walk		N;INDF;MASC;SG
opdagelsesrejsende	explorer	opdagelsesrejsende	explorer	ADJ	N;INDF;MASC;SG
opdagelsesrejsende	explorator	opdagelsesrejsende	explorator	ADJ	N;INDF;MASC;SG
opdagelsesrejsende	exploratori	opdagelsesrejsende	explorator	ADJ	N;INDF;MASC;PL
molekyler	moleculele	molekyle	moleculă	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
møbler	mobilier	møbel	mobilier	N;INDF;NEUT;PL	N;INDF;MASC;SG
møbler	mobila	møbel	mobilă	N;INDF;NEUT;PL	N;DEF;FEM;SG
møbler	mobila	møbel	mobilă	N;INDF;NEUT;PL	N;DEF;FEM;SG
rick	rick	rick	rick		PROPN
neutrale	neutru	neutral	neutru	ADJ;PL	ADJ;INDF;MASC;SG
neutrale	neutra	neutral	neutra	ADJ;PL	ADJ;DEF;FEM;SG
rob	rob	rob	rob		N;INDF;MASC;SG
omfattet	inclusa	omfatte	inclus	N;DEF;NEUT;SG	ADJ;DEF;FEM;SG
omfattet	inclus	omfatte	include	N;DEF;NEUT;SG	ADJ;INDF;MASC;SG
omfattet	incluse	omfatte	inclus	N;DEF;NEUT;SG	ADJ;INDF;FEM;PL
omfattet	acoperit	omfatte	acoperi	N;DEF;NEUT;SG	ADJ;INDF;MASC;SG
omfattet	acoperita	omfatte	acoperit	N;DEF;NEUT;SG	ADJ;DEF;FEM;SG
omfattet	acoperite	omfatte	acoperit	N;DEF;NEUT;SG	ADJ;INDF;FEM;PL
terror	teroarea	terror	teroare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
terror	terorismul	terror	terorism	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kriminelle	infractor	kriminel	infractor	ADJ;PL	N;INDF;MASC;SG
kriminelle	criminala	kriminel	criminal	ADJ;PL	ADJ;DEF;FEM;SG
kriminelle	criminal	kriminel	criminal	ADJ;PL	N;INDF;MASC;SG
kriminelle	penal	kriminel	penal	ADJ;PL	N;INDF;MASC;SG
kriminelle	criminali	kriminel	criminal	ADJ;PL	N;INDF;MASC;PL
kriminelle	infractorii	kriminel	infractor	ADJ;PL	N;DEF;MASC;PL
kriminelle	criminalii	kriminel	criminal	ADJ;PL	N;DEF;MASC;PL
kriminelle	infractori	kriminel	infractor	ADJ;PL	N;INDF;MASC;PL
kriminelle	criminalilor	kriminel	criminal	ADJ;PL	N;DEF;MASC;PL
leftarm	leftarm	leftarm	leftarm		N;INDF;MASC;SG
forøget	crescuta	forøge	crescut	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
forøget	majorat	forøge	majorat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
regelmæssige	regulata	regelmæssig	regulată	ADJ;PL	ADJ;DEF;FEM;SG
regelmæssige	regulat	regelmæssig	regulat	ADJ;PL	ADV
regelmæssige	obisnuit	regelmæssig	obisnui	ADJ;PL	ADJ;INDF;MASC;SG
cypern	ciprul	cypern	cipru	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
cypern	cipru	cypern	cipru	N;INDF;MASC+FEM;SG	PROPN
mitsubishi	mitsubishi	mitsubishi	mitsubish		N;INDF;MASC;SG
skarpe	sharp	skarp	sharp	ADJ;PL	N;INDF;MASC;SG
kriminalitet	infractiuni	kriminalitet	infractiune	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kriminalitet	delicte	kriminalitet	delict	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kriminalitet	infractiuni	kriminalitet	infractiune	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kriminalitet	crime	kriminalitet	crimă	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kriminalitet	crima	kriminalitet	crimă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kriminalitet	crima	kriminalitet	crimă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
undervist	predat	undervist	preda	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
undervist	invatat	undervist	invata	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
batteri	bateria	batteri	baterie	N;INDF;NEUT;SG	N;DEF;FEM;SG
batteri	bateriile	batteri	baterie	N;INDF;NEUT;SG	N;DEF;FEM;PL
batteri	baterii	batteri	baterie	N;INDF;NEUT;SG	N;INDF;FEM;PL
omkostninger	costurile	omkostning	cost	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
omkostninger	costul	omkostning	cost	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
omkostninger	cost	omkostning	cost	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
afdelingen	departament	afdeling	departament	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
mur	peretele	mur	perete	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
mur	wall	mur	wall	N;INDF;MASC+FEM;SG	PROPN
mur	zidul	mur	zid	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
motors	motors	motors	motors		PROPN
motors	motoare	motors	motor		N;INDF;FEM;PL
cia	cia	cia	cil		N
cia	cia	cia	cil		N
cia	cla	cia	cla		
forberede	pregatirea	forbere	pregatire	V;NFIN;ACT	N;DEF;FEM;SG
richmond	richmond	richmond	richmond	N;INDF;NEUT;SG	PROPN
lissabon	lisabona	lissabon	lisabonă		PROPN
lissabon	lisbon	lissabon	lisbon		N;INDF;MASC;SG
grace	har	grace	har		N;INDF;MASC;SG
grace	harul	grace	har		N;DEF;MASC;SG
grace	grace	grace	grac		PROPN
grace	gratie	grace	gratie		N;INDF;FEM;SG
skandinavisk	scandinave	skandinavisk	scandinavă	ADJ;INDF;SG	ADJ;INDF;FEM;PL
brugerne	utilizatori	bruger	utilizator	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
sct	sct	sct	sct	N;INDF;MASC+FEM;SG	
tusind	mii	tusind	mie	N;INDF;NEUT;SG	NUM;INDF;FEM;PL
templet	templu	temple	templu	N;DEF;NEUT;SG	N;INDF;MASC;SG
templet	temple	temple	templu	N;DEF;NEUT;SG	N;INDF;FEM;PL
håbet	sperand	håb	spera	N;DEF;NEUT;SG	
håbet	sper	håb	spera	N;DEF;NEUT;SG	V;IND;SG;1;PRS;FIN
håbet	sperat	håb	spera	N;DEF;NEUT;SG	ADJ;INDF;MASC;SG
indlagt	spitalizat	indlægge	spitaliza	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
indlagt	incrustat	indlægge	incrusta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
indlagt	spitalizat	indlægge	spitaliza	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
indlagt	admisa	indlægge	admisa	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
indlagt	admis	indlægge	admite	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
reform	reformarea	reform	reformare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
reform	reformei	reform	reformă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
reform	reforma	reform	reformă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
reform	reforma	reform	reformă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
videnskabeligt	stiintifica	videnskabelig	stiintifica	ADV	ADJ;DEF;FEM;SG
videnskabeligt	stiintific	videnskabelig	stiintific	ADV	ADJ;INDF;MASC;SG
videnskabeligt	stiintific	videnskabelig	stiintific	ADV	ADJ;INDF;MASC;SG
grenaa	grenaa	grenaa	grena	PROPN	N;DEF;FEM;SG
missioner	misiunile	mission	misiune	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
tidsrum	perioada	tidsrum	perioadă	N;INDF;NEUT;SG	N;DEF;FEM;SG
tidsrum	perioada	tidsrum	perioadă	N;INDF;NEUT;SG	N;DEF;FEM;SG
psykisk	psihologica	psykisk	psihologică	ADJ;INDF;SG	N;DEF;FEM;SG
psykisk	psihologice	psykisk	psihologic	ADJ;INDF;SG	ADJ;INDF;FEM;PL
psykisk	clarvazator	psykisk	clarvazator	ADJ;INDF;SG	N;INDF;MASC;SG
psykisk	medium	psykisk	medium	ADJ;INDF;SG	N;INDF;MASC;SG
psykisk	psihiatrie	psykisk	psihiatrie	ADJ;INDF;SG	N;INDF;FEM;SG
psykisk	psihiatrice	psykisk	psihiatric	ADJ;INDF;SG	ADJ;INDF;FEM;PL
psykisk	psihiatrica	psykisk	psihiatrică	ADJ;INDF;SG	N;DEF;FEM;SG
psykisk	mintala	psykisk	mintală	ADJ;INDF;SG	N;DEF;FEM;SG
psykisk	mentale	psykisk	mental	ADJ;INDF;SG	ADJ;INDF;FEM;PL
psykisk	mentala	psykisk	mentală	ADJ;INDF;SG	ADJ;DEF;FEM;SG
clara	clara	clara	clar		ADJ;DEF;FEM;SG
clara	clara	clara	clar		ADJ;DEF;FEM;SG
beskadiget	deteriorat	beskadige	deteriora	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
beskadiget	deteriorata	beskadige	deteriorat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
beskadiget	avariate	beskadige	avaria	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
beskadiget	avariat	beskadige	avariat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
beskadiget	deteriorate	beskadige	deteriorat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
rudolph	rudolph	rudolph	rudolph	N;INDF;MASC+FEM;SG	PROPN
rudolph	rudolf	rudolph	rudolf	N;INDF;MASC+FEM;SG	PROPN
ward	ward	ward	ward		PROPN
modtagelse	primirea	modtagelse	primire	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
modtagelse	primirea	modtagelse	primire	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
modtagelse	primind	modtagelse	primi	N;INDF;MASC+FEM;SG	V;V.MSDR
stribe	dunga	stribe	dungă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
support	sprijinul	support	sprijin	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sandhed	adevarul	sandhed	adevar	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sandhed	adevarul	sandhed	adevar	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
hævet	crescuta	hæve	crescut	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
hævet	ridicata	hæve	ridicată	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
hævet	crescut	hæve	crescut	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
hævet	umflate	hæve	umfla	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
hævet	umflat	hæve	umfla	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
hævet	umflata	hæve	umflată	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
manuelt	manuala	manuel	manual	ADJ;INDF;SG	N;DEF;FEM;SG
manuelt	manual	manuel	manual	ADJ;INDF;SG	N;INDF;MASC;SG
manuelt	manualul	manuel	manual	ADJ;INDF;SG	N;DEF;MASC;SG
inn	inn	inn	inn		N;INDF;MASC;SG
inn	hanul	inn	han		N;DEF;MASC;SG
inn	hanuri	inn	han		N;INDF;FEM;PL
præstation	performante	præstation	performant	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
præstation	performanta	præstation	performant	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
præstation	performanta	præstation	performant	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
præstation	performanta	præstation	performant	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
magic	magice	magic	magic		ADJ;INDF;FEM;PL
magic	magie	magic	magie		N;INDF;FEM;SG
magic	magic	magic	magic		ADJ;INDF;MASC;SG
magic	magica	magic	magică		ADJ;DEF;FEM;SG
magic	magia	magic	magie		N;DEF;FEM;SG
betragtede	considerata	betragte	considerat	V;IND;PST;FIN;ACT	ADJ;DEF;FEM;SG
betragtede	considerate	betragte	considerat	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
betragtede	considerata	betragte	considerat	V;IND;PST;FIN;ACT	ADJ;DEF;FEM;SG
betragtede	considerat	betragte	considerat	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
racer	racer	race	racer	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
boksning	boxul	boksning	box	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
augustus	augustus	augustus	augustus	N;INDF;MASC+FEM;SG	PROPN
iau	uai	iau	uai		
specialiseret	specializat	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
specialiseret	specializate	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
specialiseret	specializata	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
specialiseret	specializat	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
specialiseret	specializate	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
specialiseret	specializata	specialisere	specializat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
voice	glas	voice	glas		N;INDF;MASC;SG
voice	voice	voice	voic		N;INDF;MASC;SG
voice	voce	voice	voce		N;INDF;FEM;SG
voice	vocea	voice	voce		N;DEF;FEM;SG
cameron	cameron	cameron	cameron	N;INDF;MASC+FEM;SG	PROPN
holberg	holberg	holberg	holberg	N;INDF;MASC+FEM;SG	
fastholdt	mentinut	fastholde	mentinut	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
fastholdt	retinut	fastholde	retine	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
øre	urechea	øre	ureche	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
øre	urechi	øre	urechi	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
øre	urechile	øre	ureche	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
walt	walt	walt	walt		PROPN
katalog	catalogul	katalog	catalog	N;INDF;NEUT;SG	N;DEF;MASC;SG
katalog	catalogul	katalog	catalog	N;INDF;NEUT;SG	N;DEF;MASC;SG
hudson	hudson	hudson	hudson		PROPN
schwerin	schwerin	schwerin	schwerin	N;INDF;MASC+FEM;SG	PROPN
rapporterede	raportat	rapportere	raporta	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
rapporterede	raportata	rapportere	raportat	V;IND;PST;FIN;ACT	ADJ;DEF;FEM;SG
rapporterede	raportate	rapportere	raportat	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
elben	elba	elben	elbă	PROPN	PROPN
karsten	karsten	karsten	karsten	N;DEF;MASC+FEM;SG	PROPN
triple	tripla	triple	triplă		ADJ;DEF;FEM;SG
triple	tripla	triple	triplă		ADJ;DEF;FEM;SG
triple	triple	triple	triplu		
triple	triplu	triple	triplu		ADJ;INDF;MASC;SG
klassificeret	clasificate	klassificere	clasificat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
klassificeret	clasificat	klassificere	clasifica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
klassificeret	clasificata	klassificere	clasificat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
produktet	produse	produkt	produs	N;DEF;NEUT;SG	N;INDF;FEM;PL
produktet	produs	produkt	produs	N;DEF;NEUT;SG	N;INDF;MASC;SG
taber	ratat	tabe	ratat	V;IND;PRS;FIN;ACT	ADJ;INDF;MASC;SG
broadway	broadway	broadway	broadway	N;INDF;MASC+FEM;SG	PROPN
armenien	armean	armenie	armean	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
armenien	armeni	armenie	armen	N;DEF;MASC+FEM;SG	N;INDF;MASC;PL
armenien	armenia	armenie	armenia	N;DEF;MASC+FEM;SG	PROPN
tropiske	tropical	tropisk	tropical	ADJ;PL	ADJ;INDF;MASC;SG
tropiske	tropicala	tropisk	tropical	ADJ;PL	N;DEF;FEM;SG
hand	mina	hand	mină		N;DEF;FEM;SG
hand	mana	hand	mană		N;DEF;FEM;SG
hand	mana	hand	mană		N;DEF;FEM;SG
hand	mana	hand	mană		N;DEF;FEM;SG
indstilling	optiunea	indstilling	optiune	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
