van	soyadın	van	soya		N;NOM;SG;3
gemiddelde	ortalama	gemiddel	ortalama	ADJ;NOM	
stryd	mücadele	stryd	mücadele	N;SG	
vrygestel	serbest	vrystel	serbest	V;PST;V.PTCP	
leër	ordu	leër	ordu	V;PRS	
ouer	ebeveyn	oud	ebevey	ADV;CMPR	
ouer	veli	oud	veli	ADV;CMPR	
ouer	ebeveynler	oud	ebeveyn	ADV;CMPR	N;NOM;PL;3
ouer	yaşlı	oud	yaşlı	ADV;CMPR	ADJ
toegeken	atandı	toeken	atan	V;PST;V.PTCP	
toegeken	atanan	toeken	ata	V;PST;V.PTCP	
media	medya	media	medya	N;SG	
media	basın	media	basın	N;SG	
media	ortam	media	ortam	N;SG	
beïnvloed	etki	beïnvloed	etki	V;PRS	
beïnvloed	nüfuz	beïnvloed	nüfuz	V;PRS	
beïnvloed	etkisi	beïnvloed	etki	V;PRS	N;NOM;SG;3
bron	kaynağı	bron	kaynak	N;SG	
bron	kaynak	bron	kaynak	N;SG	
projek	proje	projek	proje	N;SG	
behalwe	hariç	behalwe	hariç	CONJ	
behalwe	dışında	behalwe	dış	CONJ	ADJ;ESS;SG;3
naamlik	aradı	naamlik	ara	ADV	V;PFV;IND;SG;3;POS;PST
alexander	alexander	alexander	alerander		PROPN;NOM;SG;3
kind	cocuk	kind	cocuk	N;SG	
kind	kid	kind	kid	N;SG	
kind	cocuk	kind	cocuk	N;SG	
voorbeelde	şablon	voorbeeld	şablon	N;PL	
voorbeelde	numune	voorbeeld	num	N;PL	N;DAT;SG;3
voorbeelde	örneği	voorbeeld	örnek	N;PL	N;NOM;SG;3
voorbeelde	örnek	voorbeeld	örnek	N;PL	
voorbeelde	örneğin	voorbeeld	örneğin	N;PL	CONJ
strek	stretch	strek	stretch	V;PRS	
kruger	kruger	kruger	kruger		PROPN;NOM;SG;3
eenheid	birlik	eenheid	birlik	N;SG	
eenheid	birim	eenheid	birim	N;SG	
eenheid	ünite	eenheid	ünite	N;SG	
teks	yazı	teks	yazı	N;SG	
teks	mesaj	teks	mesaj	N;SG	
teks	metin	teks	metin	N;SG	
ierland	irlanda	ierland	irlan		PROPN;NOM;SG;3
vloot	donanma	vloot	donan	N;SG	
mate	ölçme	mate	ölç	N;SG	
mate	ölçü	mate	ölçü	N;SG	
kommissie	komisyon	kommissie	komisyon	N;SG	
bevorder	tanıtımı	bevorder	tanıtım	V;PRS	N;NOM;SG;3
bevorder	tanıtımı	bevorder	tanıtım	V;PRS	N;NOM;SG;3
bevorder	tanıtımını	bevorder	tanıtım	V;PRS	N;ACC;SG;3
bevorder	tanıtım	bevorder	tanıtım	V;PRS	
bevorder	öne	bevorder	ön	V;PRS	
studie	çalış	studie	çalış	N;SG	
studie	çalışma	studie	çalış	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
gebaseer	temelli	baseer	temelli	V;PST;V.PTCP	
gebaseer	tabanlı	baseer	tabanlı	V;PST;V.PTCP	
afstand	mesafeler	afstand	mesafe	N;SG	N;NOM;PL;3
aangeneem	evlatlık	aanneem	evlatlık	V;PST;V.PTCP	N;NOM;SG;3
navorsing	araştırma	navorsing	araştır	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
navorsing	araştırmalar	navorsing	araştır	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
durban	durban	durban	durban	PROPN;SG	PROPN;NOM;SG;3
bestuur	yönetim	bestuur	yönetim	V;PRS	
bestuur	yönetimi	bestuur	yönetim	V;PRS	N;NOM;SG;3
bestuur	menajerlik	bestuur	menajerlik	V;PRS	N;NOM;SG;3
bestuur	sürüş	bestuur	sürüş	V;PRS	
skotland	iskoçya	skotland	iskoçya	N;SG	PROPN;NOM;SG;3
opgeneem	kaydedilen	opneem	kaydet	V;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
hand	manuel	hand	manuel	N;SG	
hand	elle	hand	el	N;SG	
hand	kılavuz	hand	kılavuz	N;SG	
oop	açık	oop	açık	ADV	ADJ
oop	open	oop	open	ADV	
oop	açın	oop	aç	ADV	V;PFV;IMP;PL;2;POS;PRS
oop	aç	oop	aç	ADV	
oop	açıl	oop	açıl	ADV	
swede	isveç	swede	isveç	N;PL	
benoem	adınız	benoem	adınız	V;PRS	N;NOM;SG;3
benoem	isim	benoem	isim	V;PRS	N;NOM;SG;3
benoem	ad	benoem	ad	V;PRS	N;NOM;SG;3
benoem	adın	benoem	ad	V;PRS	
benoem	adı	benoem	ad	V;PRS	N;NOM;SG;3
praat	konuş	praat	konuş	V;PRS	
praat	talk	praat	talk	V;PRS	
praat	konuşma	praat	konuş	V;PRS	
praat	konuş	praat	konuş	V;PRS	
bedien	hizmet	bedien	hizmet	V;PRS	N;NOM;SG;3
gewilde	popüler	gewild	popü	ADV	
gewilde	sevilen	gewild	sev	ADV	V;PFV;IND;POS;PRS;V.PTCP;PASS
african	afrika	african	afrika	PROPN;SG	
african	afrikalı	african	afrikalı	PROPN;SG	
elektriese	elektrikli	elektries	elektrikli	ADJ;NOM	
elektriese	elektrik	elektries	elektrik	ADJ;NOM	N;NOM;SG;3
elektriese	elektrikli	elektries	elektrikli	ADJ;NOM	
elektriese	elektrik	elektries	elektrik	ADJ;NOM	N;NOM;SG;3
laer	alt	laag	alt	V;PRS	
laer	aşağı	laag	aşağ	V;PRS	
aandag	hakiki	aandag	hakiki	N;SG	
paleis	sarayı	paleis	sara		N;ACC;SG;3
paleis	palace	paleis	palace		N;NOM;SG;3
sjinese	çinliler	sjines	çinli	PROPN;SG	ADJ;NOM;PL;3
sjinese	çinli	sjines	çinli	PROPN;SG	
sjinese	çince	sjines	çince	PROPN;SG	
all	hepsini	all	hepsi		PRO;ACC;PL;3
all	hepsi	all	hepsi		PRO;NOM;PL;3
geleentheid	olay	geleentheid	olay	N;SG	
steun	destekle	steun	destek	V;PRS	N;INS;SG;3
steun	desteği	steun	destek	V;PRS	N;NOM;SG;3
steun	destek	steun	destek	V;PRS	
leer	deri	leer	deri	V;PRS	
leer	öğrenim	leer	öğren	V;PRS	
leer	öğrenme	leer	öğren	V;PRS	
leer	öğren	leer	öğren	V;PRS	
vloei	akış	vloei	akış	V;PRS	
vloei	akışı	vloei	akış	V;PRS	N;NOM;SG;3
vloei	akar	vloei	akar	V;PRS	
kyk	izle	kyk	izle	V;PRS	
kyk	izlerken	kyk	izle	V;PRS	V;IPFV;IND;SG;3;POS;V.CVB
rolprente	film	rolprent	film	N;PL	
rolprente	sinema	rolprent	sine	N;PL	N;NOM;SG;3
seuns	gençler	seun	genç	N;PL	ADJ;NOM;PL;3
seuns	sons	seun	sons	N;PL	
glo	inan	glo	inan	V;PRS	
glo	iman	glo	iman	V;PRS	
glo	inanın	glo	inan	V;PRS	N;NOM;SG;3
vroeg	erkenden	vroeg	erken		ADJ;AT+ABL;SG;3
html	html	html	html		
denemarke	danimarka	denemarke	danim	ADJ;NOM	
denemarke	payda	denemarke	pay	ADJ;NOM	N;NOM;SG;3
kombinasie	kombine	kombinasie	kombine	N;SG	
kombinasie	kombinasyon	kombinasie	kombinasyon	N;SG	
des	aralık	des	aralık		N;NOM;SG;3
vrye	yedek	vry	yedek	PRO	
bladsy	çapa	bladsy	çapa	N;SG	
bladsy	demir	bladsy	demir	N;SG	
bladsy	sayfa	bladsy	sayf	N;SG	
bladsy	sayfaları	bladsy	sayfa	N;SG	N;ACC;PL;3
bladsy	sayfalar	bladsy	sayfa	N;SG	N;NOM;PL;3
diep	derine	diep	derin	ADV	
diep	derin	diep	derin	ADV	
diep	deep	diep	deep	ADV	
diep	derinden	diep	derin	ADV	ADJ;AT+ABL;SG;3
italiaanse	italyanca	italiaans	italyanca	ADJ;NOM	ADV
italiaanse	italyan	italiaans	italyan	ADJ;NOM	
roman	roman	roman	roman	N;SG	
kwazulu	kwazulu	kwazulu	kwazulu	PROPN;SG	PROPN;NOM;SG;3
geloof	faith	geloof	faith	N;SG	
geloof	iman	geloof	iman	N;SG	
geloof	inanç	geloof	inanç	N;SG	
soek	arayın	soek	ara		V;PFV;IMP;PL;2;POS;PRS
grand	grand	grand	grand		N;NOM;SG;3
graad	derece	graad	derece	N;SG	
soldate	asker	soldate	asker	N;PL	
ouers	ebeveyn	ouer	ebevey	N;PL	
elemente	element	element	element	N;PL	N;NOM;SG;3
koninklike	kraliyet	koninklik	kraliyet	ADJ;NOM	
koninklike	royal	koninklik	royal	ADJ;NOM	
weet	bil	weet	bil	V;PRS	
weet	bilin	weet	bil	V;PRS	
plante	bitki	plant	bitki	N;PL	
verslaan	yenilmiş	verslaan	yen	V;PRS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
verslaan	yenildi	verslaan	yenil	V;PRS	V;PFV;IND;SG;3;POS;PST;PASS
verslaan	mağlup	verslaan	mağlup	V;PRS	ADJ
toring	kule	toring	kule	N;SG	
toring	rook	toring	rook	N;SG	
vervoer	taşıma	vervoer	taşı	V;PRS	
vervoer	taşımacılık	vervoer	taşımacılık	V;PRS	N;NOM;SG;3
vervoer	ulaşım	vervoer	ulaşım	V;PRS	N;NOM;SG;3
vervoer	taşıt	vervoer	taşıt	V;PRS	
vervoer	taşıma	vervoer	taşı	V;PRS	
vervoer	nakliye	vervoer	nakil	V;PRS	
vervoer	ulaşım	vervoer	ulaşım	V;PRS	N;NOM;SG;3
rede	sebep	rede	sebep	N;SG	
rede	sebebi	rede	sebep	N;SG	
krag	zorla	krag	zor	N;SG	
krag	force	krag	force	N;SG	
krag	kuvvet	krag	kuvvet	N;SG	
krag	güç	krag	güç	N;SG	
krag	power	krag	power	N;SG	
krag	güç	krag	güç	N;SG	
versprei	dağıtma	versprei	dağıt	V;PRS	
poolse	polonyalı	pools	polonyalı	V;PRS	
poolse	lehçe	pools	lehçe	V;PRS	
opvolger	takipçi	opvolger	takipçi	V;PRS	N;NOM;SG;3
betekenis	anlam	betekenis	anlam	N;SG	
betekenis	anlami	betekenis	anlami	N;SG	
geniet	keyif	geniet	keyif	V;PRS	
geniet	keyifli	geniet	keyifli	V;PRS	ADJ
federale	federal	federaal	federal	ADJ;NOM	
gesin	family	gesin	family	N;SG	
gesin	aile	gesin	aile	N;SG	
donker	koyu	donker	koyu	ADJ;NOM	
donker	karanlık	donker	karanlık	ADJ;NOM	
donker	dark	donker	dark	ADJ;NOM	
versameling	koleksiyon	versameling	koleksiyon	N;SG	
versameling	toplama	versameling	toplama	N;SG	
nege	dokuzu	neg	dokuz	NUM	
nege	dokuz	neg	dokuz	NUM	
richard	richard	richard	richard	N;SG	
internet	internet	internet	internet	PROPN;SG	N;NOM;SG;3
klassieke	klasik	klassiek	klasik	DET;DEF	
klassieke	klasik	klassiek	klasik	DET;DEF	
dink	düşünüyor	dink	düşün		V;PROG;IND;SG;3;POS;INFM;PRS
dink	düşünün	dink	düşün		V;PFV;IMP;PL;2;POS;PRS
url	url	url	url		N;NOM;SG;3
fort	kale	fort	kale	N;SG	
fort	fort	fort	fort	N;SG	
afrikaners	afrikaner	afrikaner	afrikaner	N;PL	
beskerm	korunmuş	beskerm	korun	V;PRS	V;PFV;NFH;IND;POS;PST;V.PTCP
beskerm	korudu	beskerm	koru	V;PRS	V;PFV;IND;SG;3;POS;PST
maklik	yavaş	maklik	yavaş	CONJ	ADJ
maklik	kolay	maklik	kolay	CONJ	ADJ
maklik	easy	maklik	easy	CONJ	
persoonlike	şahsi	persoonlik	şahsi	ADJ;NOM	
persoonlike	kişisel	persoonlik	kişisel	ADJ;NOM	
burgers	vatandaş	burger	vatandaş	N;PL	
fishes	balıklar	fishes	balık		ADJ;NOM;PL;3
vrede	huzur	vrede	huzur	N;SG	
vrede	barış	vrede	barış	N;SG	
burger	burger	burger	burger	N;SG	
burger	hamburger	burger	hamburger	N;SG	
burger	yurttaş	burger	yurttaş	N;SG	
burger	vatandaş	burger	vatandaş	N;SG	
andrew	andrew	andrew	andrew	PROPN;SG	
ondersteun	destek	ondersteun	destek	V;PRS	
ondersteun	destekleyici	ondersteun	destekleyici	V;PRS	N;NOM;SG;3
ondersteun	destekle	ondersteun	destek	V;PRS	N;INS;SG;3
ondersteun	desteği	ondersteun	destek	V;PRS	N;NOM;SG;3
ondersteun	destek	ondersteun	destek	V;PRS	
gewoon	sade	gewoon	sade	V;PST;V.PTCP	
gewoon	düz	gewoon	düz	V;PST;V.PTCP	
gewoon	apaçık	gewoon	apaçık	V;PST;V.PTCP	
gewoon	yalın	gewoon	yalın	V;PST;V.PTCP	
gewoon	olağan	gewoon	olağan	V;PST;V.PTCP	
gewoon	sıradan	gewoon	sıradan	V;PST;V.PTCP	
moeder	ana	moeder	ana	N;SG	
materiaal	materyal	materiaal	materyal	N;SG	
materiaal	malzeme	materiaal	malzem	N;SG	
materiaal	malzeme	materiaal	malzem	N;SG	
materiaal	malzemeler	materiaal	malzeme	N;SG	N;NOM;PL;3
aktrise	artist	aktrise	artist	N;SG	
aktrise	aktris	aktrise	aktris	N;SG	
aktrise	oyuncu	aktrise	oyuncu	N;SG	
studeer	çalış	studeer	çalış	V;PRS	
goud	altınlar	goud	altın	N;SG	ADJ;NOM;PL;3
goud	altın	goud	altın	N;SG	
goud	gold	goud	gold	N;SG	
goud	altin	goud	altin	N;SG	
volle	tam	volle	tam	ADV	
volle	ful	volle	ful	ADV	
volle	full	volle	full	ADV	
volle	dolu	volle	dolu	ADV	
bestaande	mevcut	bestaan	mevcut	ADJ;NOM	
iso	iso	iso	iso	PROPN;SG	
groepeer	gurup	groepeer	gur	N;PL	
groepeer	grup	groepeer	grup	N;PL	
groepeer	grubu	groepeer	grup	N;PL	
nature	tabiat	nature	tabiat		
nature	doğa	nature	doğa		
chemiese	kimyasal	chemies	kimyasal	ADJ;NOM	
chemiese	kimya	chemies	kimya	ADJ;NOM	
gevalle	resort	geval	resort	N;PL	N;NOM;SG;3
skip	gemi	skip	gemi	N;SG	
ver	far	ver	far	ADV	
ver	uzakta	ver	uzak	ADV	ADJ;ESS;SG;3
ver	uzağa	ver	uzak	ADV	ADJ;DAT;SG;3
ver	uzak	ver	uzak	ADV	
watter	hangi	watter	hangi	PRO	ADJ
watter	hangisi	watter	hangi	PRO	
belgië	belçika	belgië	belçika		PROPN;NOM;SG;3
behou	devam	behou	devam	V;PRS	N;NOM;SG;3
noorweë	nevada	noorweë	neva	ADJ;NOM	PROPN;NOM;SG;3
noorweë	norveç	noorweë	norveç	ADJ;NOM	
versoek	talep	versoek	talep	V;PRS	
versoek	istendi	versoek	iste	V;PRS	V;PFV;IND;SG;3;POS;PST;PASS
versoek	talep	versoek	talep	V;PRS	
versoek	istek	versoek	istek	V;PRS	
versoek	rica	versoek	rica	V;PRS	
hulp	imdat	hulp	imdat	N;SG	
hulp	yardim	hulp	yardim	N;SG	
hoop	umut	hoop	umut	V;PRS	
hoop	hope	hoop	hope	V;PRS	
hoop	ümit	hoop	ümit	V;PRS	
jarige	olds	jarige	ol	N;SG	PROPN;NOM;SG;3
saint	saint	saint	saint		PROPN;NOM;SG;3
inheemse	yerli	inheems	yerli	DET;DEF	
dalk	belki	dalk	belki		ADV
warm	sicak	warm	sicak		ADJ
bruin	brown	bruin	brown	ADV	
bruin	kumral	bruin	kumral	ADV	
bruin	kahverengi	bruin	kahverengi	ADV	
bruin	esmer	bruin	esmer	ADV	
sukses	başarılar	sukses	başarı	N;SG	N;NOM;PL;3
sukses	başarılı	sukses	başarılı	N;SG	
sukses	başarı	sukses	başarı	N;SG	
eeue	yüzyıl	eeue	yüzyıl	N;PL	
eeue	asır	eeue	asır	N;PL	
voorwerpe	nesne	voorwerpe	nesne	N;PL	
onbekend	bilinmiyor	onbekend	bil		V;PROG;IND;SG;3;NEG;INFM;PRS;PASS
onbekend	bilinmeyen	onbekend	bil		V;PFV;IND;NEG;PRS;V.PTCP;PASS
temperatuur	isı	temperatuur	isı	N;SG	
wyk	ayrılıyor	wyk	ayrıl	ADV	V;PROG;IND;SG;3;POS;INFM;PRS
stig	stig	stig	stig	V;PRS	
karel	charles	karel	charles		PROPN;NOM;SG;3
verantwoordelik	sorumlusu	verantwoordelik	sorumlu	ADV	ADJ;NOM;SG;3
verantwoordelik	sorumlu	verantwoordelik	sorumlu	ADV	
kaarte	kartlar	kaart	kart		ADJ;NOM;PL;3
kaarte	kartları	kaart	kart		ADJ;ACC;PL;3
kaarte	harita	kaart	harit		N;NOM;SG;3
kaarte	haritalar	kaart	harita		N;NOM;PL;3
kaarte	haritaları	kaart	harita		N;NOM;PL;3
wissel	yüzen	wissel	yüz		V;PFV;IND;POS;PRS;V.PTCP
wissel	yüzüyor	wissel	yüz		V;PROG;IND;SG;3;POS;INFM;PRS
seisoen	mevsim	seisoen	mevsim	N;SG	
seisoen	sezon	seisoen	sezon	N;SG	
nasies	uluslar	nasie	ulus	N;PL	
grondwet	anayasa	grondwet	anayasa	N;SG	
kollege	üniversite	kollege	üniversite	N;SG	
kollege	kolej	kollege	kolej	N;SG	
kollege	college	kollege	college	N;SG	PROPN;NOM;SG;3
besig	meşgul	besig	meşgul	V;PRS	
besig	yoğun	besig	yoğun	V;PRS	
verhaal	kepçe	verhaal	kepçe	V;PRS	
uitgevoer	infaz	uitvoer	infaz	V;PST;V.PTCP	
soortgelyke	benzeri	soortgelyk	benzeri	ADJ;NOM	
soortgelyke	benzer	soortgelyk	benze	ADJ;NOM	
skiereiland	yarımadası	skiereiland	yarımada	N;SG	V;PFV;IND;SG;3;NEG;PST
wetenskap	fen	wetenskap	fen	N;SG	
wetenskap	bilimsel	wetenskap	bilimsel	N;SG	ADJ
tye	kez	tye	kez	N;PL	N;NOM;SG;3
tye	times	tye	times	N;PL	
gewild	popüler	gewild	popü	ADV	
gewild	sevilen	gewild	sev	ADV	V;PFV;IND;POS;PRS;V.PTCP;PASS
gewild	seçme	gewild	seç	ADV	
gewild	gündemdeki	gewild	gündemdek	ADV	N;ESS;SG;3
gewild	trend	gewild	trend	ADV	
gewild	gündemde	gewild	gündem	ADV	N;ESS;SG;3
gewild	gündem	gewild	gündem	ADV	
jaarlikse	yıllık	jaarliks	yıllık	ADJ;NOM	
jaarlikse	senelik	jaarliks	senelik	ADJ;NOM	
vermoor	öldürüldü	vermoor	öl	V;PRS	V;PFV;IND;SG;3;POS;PST;PASS
vermoor	öldürülmüş	vermoor	öl	V;PRS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
vermoor	öldürüldü	vermoor	öl	V;PRS	V;PFV;IND;SG;3;POS;PST;PASS
vermoor	öldürülmüş	vermoor	öl	V;PRS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
vermoor	öldürdüm	vermoor	öl	V;PRS	V;PFV;IND;SG;1;POS;PST;CAUS
vermoor	öldürdü	vermoor	öl	V;PRS	V;PFV;IND;SG;3;POS;PST;CAUS
kasteel	castle	kasteel	cast	N;SG	
kasteel	şato	kasteel	şato	N;SG	
kasteel	kale	kasteel	kale	N;SG	
lyf	ceset	lyf	ceset	N;SG	
lyf	vücut	lyf	vücut	N;SG	
lyf	beden	lyf	beden	N;SG	
wedstryde	eşleşme	wedstryde	eşleş	N;PL	
wedstryde	oyun	wedstryde	oyun	N;PL	
oostenryk	avusturya	oostenryk	avustur		PROPN;NOM;SG;3
moskou	moskova	moskou	moskova		PROPN;NOM;SG;3
hawe	harbor	hawe	harbor	N;SG	PROPN;NOM;SG;3
hawe	liman	hawe	liman	N;SG	
hawe	iskele	hawe	iskel	N;SG	
hawe	port	hawe	port	N;SG	
hawe	liman	hawe	liman	N;SG	
brasilië	brezilya	brasilië	brezilya		PROPN;NOM;SG;3
history	tarih	history	tarih		N;NOM;SG;3
plan	plân	plan	pl	N;SG	
plan	planla	plan	plan	N;SG	
plan	plan	plan	plan	N;SG	
michael	michael	michael	michael		
beelde	görseller	beelde	görsel	N;PL	V;PFV;PL;3;POS;PRS
beelde	görsel	beelde	görsel	N;PL	
beelde	resim	beelde	resim	N;PL	
beelde	görüntü	beelde	görüntü	N;PL	N;NOM;SG;3
beelde	imaj	beelde	imaj	N;PL	
gedigte	şiir	dig	şiir	N;PL	
ring	ring	ring	ring	N;SG	
ring	halka	ring	halka	N;SG	
oorwinning	zafer	oorwinning	zafer	N;SG	
finansiële	hiyerarşik	finansieel	hiyer	ADJ;NOM	
finansiële	finans	finansieel	finans	ADJ;NOM	
finansiële	mali	finansieel	mali	ADJ;NOM	
gevra	soran	vra	sor	V;PST;V.PTCP	
anna	anna	anna	anna	N;SG	
groete	saygılar	groet	saygı		N;NOM;PL;3
gebruikers	kullanıcı	gebruiker	kullanıcı	N;PL	N;NOM;SG;3
vergelyking	yükselme	vergelyking	yüksel	N;SG	
vergelyking	yükseliş	vergelyking	yükseliş	N;SG	
aangesluit	katılan	aansluit	kat	V;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
lyn	çizgi	lyn	çizgi	N;SG	
lyn	hattı	lyn	hat	N;SG	
lyn	satır	lyn	satır	N;SG	
lyn	line	lyn	line	N;SG	
lyn	hat	lyn	hat	N;SG	
soorte	türleri	soort	tür	N;PL	ADJ;NOM;PL;3
poging	gayret	poging	gayret	N;SG	
poging	emek	poging	emek	N;SG	
poging	çaba	poging	çaba	N;SG	
blare	yaprak	blaar	yaprak	N;PL	
drama	drama	drama	dra	N;SG	
drama	dram	drama	dram	N;SG	
wallis	wales	wallis	wales	PROPN;SG	PROPN;NOM;SG;3
wallis	galler	wallis	gal	PROPN;SG	
insluitend	dahil	insluit	dahil	ADJ;NOM	
hospitaal	hastane	hospitaal	hastan	N;SG	
hospitaal	hastahane	hospitaal	hastahane	N;SG	
arabiese	arapça	arabies	arapça		
arabiese	arap	arabies	arap		
onlangse	yakınlardaki	onlangs	yakınlardaki	ADJ;NOM	ADJ;ESS;PL;3
onlangse	yakınlarda	onlangs	yakın	ADJ;NOM	ADJ;ESS;PL;3
weeg	ağırlığında	weeg	ağırlık	V;PRS	N;ESS;SG;3
departement	bölüm	departement	bölüm	N;SG	
uur	saat	uur	saat	N;SG	
toestand	state	toestand	state	N;SG	
toestand	eyalet	toestand	eyalet	N;SG	
koerant	gazete	koerant	gazet	N;SG	
riviere	rivers	rivier	rivers	N;PL	PROPN;NOM;SG;3
verhoog	artış	verhoog	artış	V;PRS	
verhoog	artırma	verhoog	artırma	V;PRS	
verhoog	sahne	verhoog	sahne	V;PRS	
professor	profesör	professor	profesör	N;SG	
vlug	uçuş	vlug	uçuş	V;PRS	
wapen	silah	wapen	silah	N;SG	
hoeveelheid	miktarı	hoeveelheid	miktar		N;NOM;SG;3
sin	hüküm	sin	hüküm	V;PRS	
sin	cümle	sin	cümle	V;PRS	
sin	ceza	sin	ceza	V;PRS	N;NOM;SG;3
koste	ücret	koste	ücret	N;SG	
koste	ücreti	koste	ücret	N;SG	
koste	mal	koste	mal	N;SG	
insluitende	dahil	insluit	dahil	ADP	
ortodokse	ortodoks	ortodokse	ortodoks	ADJ;NOM	
nogtans	herneyse	nogtans	herneyse	ADV	
nogtans	neyse	nogtans	neyse	ADV	
gebeur	akıllı	gebeur	akıllı	V;PRS	
gebeur	bilge	gebeur	bilge	V;PRS	
gebeur	akıllıca	gebeur	akıllıca	V;PRS	ADV
opstand	isyan	opstand	isyan	N;SG	
opstand	isyanı	opstand	isyan	N;SG	
swak	zayıflar	swak	zayıf		N;NOM;PL;3
swak	güçsüz	swak	güçsüz		ADJ
insluit	dahil	insluit	dahil	V;PRS	
betaal	ödeme	betaal	öde	V;PRS	
betaal	öde	betaal	öd	V;PRS	
betaal	ödendi	betaal	öde	V;PRS	V;PFV;IND;SG;3;POS;PST;PASS
betaal	ücretli	betaal	ücretli	V;PRS	
simbool	simge	simbool	simge	N;SG	
simbool	sembol	simbool	sembol	N;SG	
simbool	heykelcik	simbool	heykelcik	N;SG	
bewys	kanıt	bewys	kanıt	N;SG	
bewys	kanıtı	bewys	kanıt	N;SG	
bewys	delil	bewys	delil	N;SG	
bewys	burhan	bewys	burhan	N;SG	
geskenk	hediye	geskenk	hedi	V;PST;V.PTCP	N;NOM;SG;3
geskenk	armağan	geskenk	armağan	V;PST;V.PTCP	
feit	gerçek	feit	gerçek	N;SG	
zimbabwe	zimbabwe	zimbabwe	zimbabwe	PROPN;SG	PROPN;NOM;SG;3
datum	tarihi	datum	tarih	N;SG	
datum	flört	datum	flört	N;SG	
datum	buluşma	datum	buluş	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
vertel	söyle	vertel	söyle	V;PRS	
vertel	anlat	vertel	anlat	V;PRS	
maand	aylık	maand	aylık	N;SG	
munisipale	civic	munisipaal	civic	ADJ;NOM	
studies	çalışmalar	studie	çalış	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
studies	çalışmaları	studie	çalış	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
verspreiding	dağılımı	verspreiding	dağılım	N;SG	
verspreiding	dağıtım	verspreiding	dağıt	N;SG	
kolonie	koloni	kolonie	koloni	N;SG	
ingevoer	girilen	invoer	gir	V;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
ingevoer	ithal	invoer	ithal	V;PST;V.PTCP	
struktuur	yapı	struktuur	yapı	N;SG	
kunstenaars	sanatçı	kunstenaar	sanatçı	N;PL	
wedstryd	yarışma	wedstryd	yarış	N;SG	
wedstryd	yarışması	wedstryd	yarış	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
liefde	ask	liefde	ask	N;SG	
liefde	sevda	liefde	sevda	N;SG	
liefde	sevgiler	liefde	sevgi	N;SG	N;NOM;PL;3
liefde	sevgi	liefde	sevgi	N;SG	
meksiko	meksika	meksiko	meksika		PROPN;NOM;SG;3
oblast	oblastı	oblast	obla	N;SG	
standaard	standard	standaard	standar	N;SG	
standaard	standart	standaard	standart	N;SG	
aanval	saldırı	aanval	saldırı	N;SG	
aanval	saldır	aanval	saldır	N;SG	
christian	christian	christian	christian		PROPN;NOM;SG;3
christian	hıristiyan	christian	hıristiyan		N;NOM;SG;3
christian	hristiyan	christian	hristiyan		N;NOM;SG;3
probleem	problem	probleem	problem	V;PRS	
probleem	sorun	probleem	sorun	V;PRS	
kanadese	kanadalı	kanades	kanadalı	ADJ;NOM	N;ESS;SG;3
voorstel	önerisi	voorstel	öneri	V;PRS	N;NOM;SG;3
voorstel	öneri	voorstel	öneri	V;PRS	N;NOM;SG;3
radio	telsiz	radio	telsiz		ADJ
stand	sıralamaları	stand	sırala	N;SG	N;NOM;PL;3
onafhanklik	bağımsız	onafhanklik	bağımsız	ADV	
bokant	üstte	bokant	üst		ADJ;ESS;SG;3
bokant	kopyala	bokant	kopyal		V;PFV;IMP;SG;2;POS;PRS
klimaat	iklim	klimaat	iklim	N;SG	
vernietig	imha	vernietig	imha	V;PRS	
vernietig	patlama	vernietig	patla	V;PRS	
weermag	ordu	weermag	ordu	N;SG	
metropolitaanse	metropolitan	metropolitaans	metropolitan	ADJ;NOM	
town	town	town	town		PROPN;NOM;SG;3
kos	yiyecek	kos	yiyecek	N;SG	
kos	yemekler	kos	yemek	N;SG	N;NOM;PL;3
kos	gıda	kos	gıda	N;SG	
kos	masraflar	kos	masraf	N;SG	N;NOM;PL;3
kos	maliyetleri	kos	maliyet	N;SG	N;NOM;PL;3
smuts	smuts	smuts	smuts	N;SG	
duur	süresi	duur	süre	V;PRS	N;NOM;SG;3
duur	süre	duur	süre	V;PRS	N;NOM;SG;3
heeltemal	tamamiyle	heeltemal	tamami		ADJ;INS;SG;3
heeltemal	tamamıyla	heeltemal	tamam		ADJ;INS;SG;3
verminder	ortadan	verminder	orta	V;PRS	ADJ;AT+ABL;SG;3
verminder	düşüş	verminder	düşüş	V;PRS	
verminder	azalma	verminder	azal	V;PRS	
