австралийский	australiska	австралийский	australisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
запретить	förbud	запретить	förbud	V;PFV;NFIN;ACT	N;NOM;INDF;NEUT;SG
промышленный	industriell	промышленный	industriell	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
промышленный	industriella	промышленный	industriell	ADJ;NOM;MASC;SG	ADJ;NOM;PL
объяснение	förklaringar	объяснение	förklaring	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
уэст	västra	уэст	onstra	PART	ADJ;NOM;DEF;SG
уэст	väst	уэст	väst	PART	N;NOM;INDF;MASC+FEM;SG
уэст	väster	уэст	väster	PART	N;NOM;INDF;MASC+FEM;SG
уэст	västerut	уэст	västerut	PART	ADV
атмосферу	atmosfär	атмосфера	atmosfär	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
атмосферу	stämning	атмосфера	stämning	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
сложный	komplexa	сложный	komplex	ADJ;NOM;MASC;SG	ADJ;NOM;PL
сложный	komplicerade	сложный	komplicerad	ADJ;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
лат	lat	латинский	lat		N;NOM;INDF;MASC+FEM;SG
приоритет	prioriterat	приоритет	prioriterad	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
приоритет	prioriterad	приоритет	prioriterad	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
кратко	kortfattat	кратко	kortfatta	ADV	N;NOM;INDF;NEUT;SG
кратко	kortvarigt	кратко	kortvarig	ADV	ADJ;NOM;INDF;NEUT;SG
кратко	korthet	кратко	korthet	ADV	N;NOM;INDF;MASC+FEM;SG
кратко	kortfattad	кратко	kortfattad	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
кратко	kortfattat	кратко	kortfatta	ADV	N;NOM;INDF;NEUT;SG
кратко	korta	кратко	kort	ADV	ADJ;NOM;PL
боли	smärta	боль	smärta	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
боли	pain	боль	pain	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
боли	värk	боль	värk	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
секс	sex	секс	sex	N;INAN;NOM;MASC;SG	NUM;NOM
уолтер	walter	уолтер	walter	N;ANIM;NOM;MASC;SG	PROPN;NOM
посредничества	medling	посредничество	medling	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
посредничества	medlingen	посредничество	medling	N;INAN;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
серый	grå	серый	grå	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
серый	gråa	серый	gråa	ADJ;NOM;MASC;SG	ADJ;NOM;PL
серый	grå	серый	grå	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
серый	gråa	серый	gråa	ADJ;NOM;MASC;SG	ADJ;NOM;PL
просмотра	visning	просмотр	visning	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
упорно	envist	упорно	envist	ADV	N;NOM;INDF;MASC+FEM;SG
белки	protein	белок	protein	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
мяса	kött	мясо	kött	N;INAN;GEN;NEUT;SG	N;NOM;INDF;NEUT;SG
скандал	skandaler	скандал	skandal	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
разницы	marginal	разница	marginal	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
свадьбы	bröllop	свадьба	bröllop	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
свадьбы	bröllop	свадьба	bröllop	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
ранение	skador	ранение	skada	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
ранение	personskador	ранение	personskada	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
орловская	orjol	орловский	orjol	ADJ;NOM;FEM;SG	PROPN;NOM
подразумевает	underförstådda	подразумевать	underförstådda	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
подразумевает	underförstådd	подразумевать	underförstådd	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
подразумевает	antydde	подразумевать	antyda	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PST;FIN;ACT
подразумевает	underförstått	подразумевать	underförstå	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
пенсильвания	pennsylvania	пенсильвание	pennsylvani	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
арбитра	skiljedomare	арбитр	skiljedomare	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
цепь	kretsar	цепь	krets	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
видна	synliga	видный	synlig	ADJ;FEM;SG	ADJ;NOM;PL
пятой	femtedel	пятый	femtedel	ADJ;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
пятой	femma	пятый	femma	ADJ;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
пятой	femte	пятый	fem	ADJ;INS;FEM;SG	ADJ;NOM
пятой	fifth	пятый	fifth	ADJ;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
волгоград	volgograd	волгоград	volgograd	N;INAN;NOM;MASC;SG	PROPN;NOM
умершего	avlidna	умереть	avliden	V;PFV;GEN;MASC;SG;PST;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
умершего	avliden	умереть	avlid	V;PFV;GEN;MASC;SG;PST;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
умершего	avlidne	умереть	avlidne	V;PFV;GEN;MASC;SG;PST;V.PTCP;ACT	N;NOM;DEF;MASC+FEM;SG
длиннее	längre	длинный	länge	ADJ;CMPR	ADV;CMPR
заменены	ersatta	заменить	ersätta	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
заменены	ersatt	заменить	ersatt	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
заменены	ersatta	заменить	ersätta	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
заменены	ersätts	заменить	ersätta	V;PFV;PL;PST;V.PTCP;PASS	V;IND;PRS;FIN;PASS
заменены	ersatte	заменить	ersätta	V;PFV;PL;PST;V.PTCP;PASS	V;IND;PST;FIN;ACT
заменены	ersatt	заменить	ersatt	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
заменены	utbytt	заменить	utbytt	V;PFV;PL;PST;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
процессор	processorer	процессор	processor	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
эксперименты	experimentera	эксперимент	experimentera	N;INAN;NOM;MASC;PL	V;IMP;FIN;ACT
эксперименты	experimenterade	эксперимент	experimentera	N;INAN;NOM;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
эксперименты	experimenterar	эксперимент	experimentera	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
гражданина	medborgaren	гражданин	medborgare	N;ANIM;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
гражданина	medborgare	гражданин	medborgare	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
флоренции	florence	флоренция	florence	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
флоренции	florens	флоренция	flor	N;INAN;NOM;FEM;PL	N;GEN;DEF;MASC+FEM;SG
занят	upptagna	занять	upptagen	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
занят	upptaget	занять	upptagen	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
занят	upptagen	занять	upptagen	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
баз	grunder	база	grund	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
баз	baser	база	bas	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
баз	baz	база	ba	N;INAN;GEN;FEM;PL	V;IMP;FIN;ACT
добровольцев	frivilliga	доброволец	frivillig	N;ANIM;ACC;MASC;PL	ADJ;NOM;PL
добровольцев	volontärer	доброволец	volontär	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
добровольцев	volontär	доброволец	volontär	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;SG
добровольцев	frivillig	доброволец	frivillig	N;ANIM;ACC;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
рождение	födda	рождение	född	N;INAN;NOM;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
рождение	födslar	рождение	födsla	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
винтовки	gevär	винтовка	gevär	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
самостоятельный	autonoma	самостоятельный	autonom	ADJ;NOM;MASC;SG	ADJ;NOM;PL
отступить	reträtt	отступить	reträtt	V;PFV;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
очевидна	uppenbara	очевидный	uppenbar	ADJ;FEM;SG	ADJ;NOM;PL
открытая	öppna	открыть	öppen	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;PL
открытая	open	открыть	open	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	PROPN;NOM
открытая	öppet	открыть	öppen	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADV
открытая	öppen	открыть	öppen	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
восьмой	åtta	восьмой	åtta	ADJ;NOM;MASC;SG	NUM;NOM
восьмой	eight	восьмой	eight	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
восьмой	eighth	восьмой	eighth	ADJ;NOM;MASC;SG	PROPN;NOM
оценил	betyg	оценить	betyg	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;INDF;NEUT;SG
оценил	nominellt	оценить	nominell	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
оценил	nominell	оценить	nominell	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
оценил	uppskattat	оценить	uppskatta	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
оценил	uppskattade	оценить	uppskattad	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
оценил	uppskattas	оценить	uppskatta	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NFIN;PASS
оценил	uppskattad	оценить	uppskattad	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
топливо	bränslen	топливо	bränsle	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;PL
педагогических	pedagogiskt	педагогический	pedagogisk	ADJ;GEN;PL	ADJ;NOM;INDF;NEUT;SG
педагогических	pedagogiska	педагогический	pedagogisk	ADJ;GEN;PL	ADJ;NOM;PL
педагогических	pedagogisk	педагогический	pedagogisk	ADJ;GEN;PL	ADJ;NOM;INDF;MASC+FEM;SG
кристаллическая	kristallint	кристаллический	kristallint	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
рико	rico	рико	rico	N;ANIM;NOM;MASC;SG	PROPN;NOM
снятие	uttagen	снятие	uttagen	N;INAN;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
снятие	lyfta	снятие	lyfta	N;INAN;NOM;NEUT;SG	V;IMP;NFIN;ACT
снятие	lyfter	снятие	lyfta	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
снятие	tillbakadragande	снятие	tillbakadragande	N;INAN;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
прекращения	avslutande	прекращение	avslutande	N;INAN;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
прекращения	upphörande	прекращение	upphörande	N;INAN;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
купил	inköpt	купить	inköpt	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
купил	inköpta	купить	inköpta	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
купил	köpta	купить	köpa	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
купил	köpt	купить	köpa	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
купил	köptes	купить	köpa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;PASS
купил	köpta	купить	köpa	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
купил	köpt	купить	köpa	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
срочно	angeläget	срочно	angelägen	ADV	ADJ;NOM;INDF;NEUT;SG
срочно	brådskande	срочно	brådskande	ADV	ADJ;NOM;PRS;V.PTCP
срочно	akut	срочно	akut	ADV	ADJ;NOM;INDF;NEUT;SG
срочно	omgående	срочно	omgående	ADV	ADJ;NOM;PRS;V.PTCP
похожие	likartat	похожий	likartad	ADJ;NOM;PL	ADV
похожие	likartad	похожий	likartad	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
похожие	dubbelgångare	похожий	dubbelgångare	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;PL
глубину	djup	глубина	djup	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
глубину	djupet	глубина	djup	N;INAN;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
уникальный	unika	уникальный	unik	ADJ;NOM;MASC;SG	ADJ;NOM;PL
павловна	pavlovna	павловна	pavloven	N;ANIM;NOM;FEM;SG	PROPN;NOM
мюллер	müller	мюллер	müller	N;ANIM;NOM;MASC;SG	PROPN;NOM
мюллер	mueller	мюллер	muell	N;ANIM;NOM;MASC;SG	PROPN;NOM
мюллер	muller	мюллер	muller	N;ANIM;NOM;MASC;SG	PROPN;NOM
мостов	bridges	мост	bridg	N;INAN;GEN;MASC;PL	PROPN;NOM
мостов	broarna	мост	bro	N;INAN;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
мостов	broar	мост	bro	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
миллион	miljoner	миллион	miljon	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
комнаты	rum	комната	rum	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
сократить	cut	сократить	cut	V;PFV;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
сократить	klippt	сократить	klippa	V;PFV;NFIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
стрельба	skjuta	стрельба	skjuta	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
стрельба	skjutande	стрельба	skjuta	N;INAN;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
раскопки	utgrävning	раскопка	utgrävning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
австрийская	österrikiska	австрийский	österrikisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
австрийская	österrikare	австрийский	österrik	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
перестал	stoppad	перестать	stoppa	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
перестал	stoppade	перестать	stoppa	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
перестал	slutat	перестать	sluta	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
региональный	regionala	региональный	regional	ADJ;NOM;MASC;SG	ADJ;NOM;PL
региональный	regional	региональный	regional	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
катание	skridskor	катание	skridska	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
победителей	vinnare	победитель	vinnare	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;SG
победителей	vinnarna	победитель	vinna	N;ANIM;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
борисов	borisov	борис	borisov	N;ANIM;NOM;MASC;SG	PROPN;NOM
землетрясения	jordskalv	землетрясение	jordskalv	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
землетрясения	jordskalv	землетрясение	jordskalv	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
землетрясения	jordbävningen	землетрясение	jordbävning	N;INAN;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
землетрясения	jordbävning	землетрясение	jordbävning	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
колоний	kolonier	колония	koloni	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
колоний	kolonierna	колония	kolonium	N;INAN;GEN;FEM;PL	N;NOM;DEF;MASC+FEM;PL
христиане	kristet	христианин	kristen	N;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
христиане	christian	христианин	christian	N;ANIM;NOM;MASC;PL	PROPN;NOM
христиане	kristna	христианин	kristen	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL
христиане	kristen	христианин	kristen	N;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
христиане	kristna	христианин	kristen	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL
тыл	bakre	тыл	bakre	N;INAN;NOM;MASC;SG	ADJ;NOM;CMPR
судьбу	öde	судьба	öd	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
судьбу	ödet	судьба	öd	N;INAN;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
судьбу	destiny	судьба	destiny	N;INAN;ACC;FEM;SG	PROPN;NOM
судьбу	öde	судьба	öd	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
судьбу	ödet	судьба	öd	N;INAN;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
глубины	djup	глубина	djup	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
глубины	djupet	глубина	djup	N;INAN;NOM;FEM;PL	N;NOM;DEF;NEUT;SG
ногу	fot	нога	fot	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ногу	foot	нога	foot	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ногу	benet	нога	ben	N;INAN;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
ногу	ben	нога	ben	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;PL
страх	frukta	страх	frukt	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
интересная	intressanta	интересный	intressant	ADJ;NOM;FEM;SG	ADJ;NOM;PL
побеждает	vinster	побеждать	vinst	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
побеждает	segrar	побеждать	segra	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
разработчик	utvecklare	разработчик	utvecklare	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
активная	aktiva	активный	aktiv	ADJ;NOM;FEM;SG	ADJ;NOM;PL
активная	aktivt	активный	aktiv	ADJ;NOM;FEM;SG	ADV
оперативной	operationella	оперативный	operationell	ADJ;INS;FEM;SG	ADJ;NOM;PL
оперативной	operativa	оперативный	operativ	ADJ;INS;FEM;SG	ADJ;NOM;PL
оперативной	operativ	оперативный	operativ	ADJ;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
оперативной	operativt	оперативный	operativ	ADJ;INS;FEM;SG	ADJ;NOM;INDF;NEUT;SG
начальное	primärt	начальный	primär	ADJ;NOM;NEUT;SG	ADV
начальное	primära	начальный	primär	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
растворяется	löses	растворяться	lösa	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;PRS;FIN;PASS
растворяется	upplöses	растворяться	upplösa	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;PRS;FIN;PASS
заметили	uppmärksammade	заметить	uppmärksammad	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
заметили	märkt	заметить	märka	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
вмешательства	störning	вмешательство	störning	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
вмешательства	interferens	вмешательство	interferens	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
вмешательства	inblandning	вмешательство	inblandning	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
вмешательства	ingripande	вмешательство	ingripande	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
вмешательства	intervention	вмешательство	intervention	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
корона	crown	корона	crown	N;INAN;NOM;FEM;SG	PROPN;NOM
корона	corona	корона	corona	N;INAN;NOM;FEM;SG	PROPN;NOM
политиков	politikerna	политик	politiker	N;ANIM;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
политиков	politiker	политик	politik	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
посла	ambassadören	посол	ambassadör	N;ANIM;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
посла	ambassadör	посол	ambassadör	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
регулярного	regelbundet	регулярный	regelbund	ADJ;GEN;MASC;SG	N;NOM;DEF;NEUT;SG
регулярного	regelbundna	регулярный	regelbunden	ADJ;GEN;MASC;SG	ADJ;NOM;PL
регулярного	regelbunden	регулярный	regelbund	ADJ;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
регулярного	ordinarie	регулярный	ordinarium	ADJ;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
нова	nova	новый	nova	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
разногласия	oenighet	разногласие	oenighet	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
разногласия	oenighet	разногласие	oenighet	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
производственного	produktivt	производственный	produktiv	ADJ;GEN;MASC;SG	ADJ;NOM;INDF;NEUT;SG
производственного	produktiv	производственный	produktiv	ADJ;GEN;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
производственного	produktiva	производственный	produktiv	ADJ;GEN;MASC;SG	ADJ;NOM;PL
эмигрировал	emigrerade	эмигрировать	emigrera	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
традиционный	traditionella	традиционный	traditionell	ADJ;NOM;MASC;SG	ADJ;NOM;PL
генералов	generaler	генерал	general	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
углы	hörn	угол	hörn	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
настоящим	härmed	настоящий	härmed	ADJ;INS;NEUT;SG	ADV
отчет	anmäla	отчет	anmäla	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
отчет	rapportera	отчет	rapportera	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
экспорт	exporterar	экспорт	exportera	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
экспорт	exporterar	экспорт	exportera	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
экспорт	exportera	экспорт	exportera	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
экспорт	exporterar	экспорт	exportera	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
экспорт	exportera	экспорт	exportera	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
антония	antonia	антоний	antonia	N;ANIM;ACC;MASC;SG	PROPN;NOM
целое	hel	целое	hel	N;INAN;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
целое	hela	целое	hel	N;INAN;NOM;NEUT;SG	ADJ;NOM;DEF;SG
учебников	läroböcker	учебник	lärobokock	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
подтверждено	bekräftade	подтвердить	bekräftad	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PST;V.PTCP;ACT
подтверждено	bekräftad	подтвердить	bekräftad	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
подтверждено	bekräftat	подтвердить	bekräftad	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
лёгкий	lätta	лёгкий	lätt	ADJ;NOM;MASC;SG	ADJ;NOM;PL
шведская	svensk	шведский	svensk	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
шведская	svenska	шведский	svensk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
товарищества	kamratskap	товарищество	kamratskap	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
враг	fiender	враг	fiende	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
изменилось	förändrad	измениться	förändra	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
изменилось	ändrat	измениться	ändra	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
изменилось	bytt	измениться	byta	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
изменилось	byttes	измениться	byta	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;IND;PST;FIN;PASS
изменилось	förändrats	измениться	förändra	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;V.CVB;PASS
изменилось	ändrats	измениться	ändra	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;V.CVB;PASS
богдана	bohdan	богданин	bohda	N;ANIM;ACC;MASC;SG	PROPN;NOM
коммунистическая	kommunistiska	коммунистический	kommunistisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
коммунистическая	kommunist	коммунистический	kommunist	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
широкая	breda	широкий	bred	ADJ;NOM;FEM;SG	ADJ;NOM;PL
широкая	breda	широкий	bred	ADJ;NOM;FEM;SG	ADJ;NOM;PL
широкая	wide	широкий	wide	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
мюзикл	musikaliska	мюзикл	musikalisk	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
