در	dveře	در	dveře	ADP	N;NOM;FEM;PL;POS
موجب	způsobuje	موجب	způsobovat	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
سوریه	sýrie	سوریه	sýrie	N;SG	PROPN;NOM;FEM;SG;POS
سوریه	sýrie	سوریه	sýrie	N;SG	PROPN;NOM;FEM;SG;POS
سوریه	syrské	سوریه	syrský	N;SG	ADJ;NOM;MASC;PL;POS
موزه	muzea	موزه	muzeum	N;SG	N;NOM;NEUT;PL;POS
پادشاه	king	پادشاه	king	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
عبارت	fráze	عبارت	fráze	N;SG	N;NOM;FEM;PL;POS
بازگشت	vrátil	بازگشت	vrátit	N;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
بازگشت	vráceny	بازگشت	vrácený	N;SG	ADJ;INAN;PL;POS;V.PTCP;PASS
استاندارد	standardní	استاندارد	standardní	N;SG	ADJ;NOM;MASC;SG;POS
بانک	banks	بانک	banks	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
بانک	banky	بانک	banka	N;SG	N;NOM;FEM;PL;POS
بانک	bankám	بانک	banka	N;SG	N;DAT;FEM;PL;POS
بانک	bank	بانک	banka	N;SG	N;GEN;FEM;PL;POS
بانک	bankovní	بانک	bankovní	N;SG	ADJ;NOM;MASC;SG;POS
بانک	banky	بانک	banka	N;SG	N;NOM;FEM;PL;POS
بانک	bank	بانک	banka	N;SG	N;GEN;FEM;PL;POS
مکزیک	mexická	مکزیک	mexický	N;SG	ADJ;NOM;FEM;SG;POS
مکزیک	mexický	مکزیک	mexický	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
مکزیک	mexické	مکزیک	mexický	N;SG	ADJ;NOM;MASC;SG;POS
دولتی	vlády	دولتی	vláda	N;SG	N;NOM;FEM;PL;POS
عملیات	operace	عملیات	operace	N;PL	N;NOM;FEM;SG;POS
عملیات	provoz	عملیات	provoz	N;PL	N;INAN;NOM;MASC;SG;POS
عملیات	operace	عملیات	operace	N;PL	N;NOM;FEM;SG;POS
نقل	citovat	نقل	citovat	N;SG	V;IPFV;POS;NFIN
نقل	cituji	نقل	citovat	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
نقل	odvozené	نقل	odvozený	N;SG	ADJ;NOM;NEUT;SG;POS
ترک	opustit	ترک	opustit	N;SG	V;PFV;POS;NFIN
ترک	odejít	ترک	odejít	N;SG	V;POS;NFIN
ترک	turku	ترک	turk	N;SG	PROPN;INAN;NOM;MASC;SG;POS
ترک	turk	ترک	turk	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
ترک	türk	ترک	türk	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
ترک	odchází	ترک	odcházet	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ترک	odcházím	ترک	odcházet	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
نشر	propustit	نشر	propustit	N;SG	V;PFV;POS;NFIN
نشر	uvolnit	نشر	uvolnit	N;SG	V;PFV;POS;NFIN
نشر	emise	نشر	emise	N;SG	N;NOM;FEM;PL;POS
نشر	emisní	نشر	emisní	N;SG	ADJ;NOM;MASC;SG;POS
سفر	cestovat	سفر	cestovat	N;SG	V;IPFV;POS;NFIN
سفر	cestovní	سفر	cestovní	N;SG	ADJ;NOM;MASC;SG;POS
پاریس	paříž	پاریس	paříž	N;SG	PROPN;NOM;FEM;SG;POS
توصیف	popište	توصیف	popišít	N;SG	V;PFV;IMP;PL;2;POS;FIN
توصیف	popsat	توصیف	popsat	N;SG	V;POS;NFIN
معنای	myšleno	معنا	myšlený	N;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
رابطه	vztahy	رابطه	vztah	N;SG	N;INAN;NOM;MASC;PL;POS
رابطه	vztahy	رابطه	vztah	N;SG	N;INAN;NOM;MASC;PL;POS
مراسم	ceremoniál	مراسم	ceremoniál	N;PL	N;INAN;NOM;MASC;SG;POS
مراسم	obřad	مراسم	obřad	N;PL	N;INAN;NOM;MASC;SG;POS
دریای	mare	دریا	mare	N;SG	PROPN;NOM;FEM;SG;POS
دریای	mořská	دریا	mořský	N;SG	ADJ;NOM;FEM;SG;POS
اتریش	rakouský	اتریش	rakouský	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
اتریش	rakouské	اتریش	rakouský	N;SG	ADJ;NOM;NEUT;SG;POS
اتریش	rakousko	اتریش	rakouský	N;SG	PROPN;NOM;NEUT;SG;POS
توان	power	توان	power	N;SG	ADJ;POS
پر	plné	پر	plný	N;SG	ADJ;NOM;NEUT;SG;POS
پر	plný	پر	plný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
پر	plná	پر	plný	N;SG	ADJ;NOM;FEM;SG;POS
پر	pere	پر	prát	N;SG	V;IND;SG;3;POS;PRS;FIN;ACT
پر	per	پر	per	N;SG	PROPN;MASC;SG;POS
ربات	bot	ربات	bota	N;SG	N;GEN;FEM;PL;POS
دستور	objednat	دستور	objednat	N;SG	V;PFV;POS;NFIN
دستور	příkazy	دستور	příkaz	N;SG	N;INAN;NOM;MASC;PL;POS
دستور	objednávky	دستور	objednávka	N;SG	N;NOM;FEM;PL;POS
دستور	rozkazy	دستور	rozkaz	N;SG	N;INAN;NOM;MASC;PL;POS
تیره	tmavá	تیره	tmavý	N;SG	ADJ;NOM;FEM;SG;POS
تیره	tmavé	تیره	tmavý	N;SG	ADJ;NOM;NEUT;SG;POS
تیره	temné	تیره	temný	N;SG	ADJ;NOM;MASC;PL;POS
تیره	tmavý	تیره	tmavý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
تیره	tmavě	تیره	tmavě	N;SG	ADV;POS
دوست	líbilo	دوست	líbit	N;SG	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
دوست	miluj	دوست	milovat	N;SG	V;IMP;SG;2;POS;FIN
دوست	lásky	دوست	láska	N;SG	N;NOM;FEM;PL;POS
حل	vyřešit	حل	vyřešit	N;SG	V;PFV;POS;NFIN
حل	řeší	حل	řešit	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
حل	vyřešené	حل	vyřešený	N;SG	ADJ;NOM;NEUT;SG;POS
حل	vyřešeny	حل	vyřešený	N;SG	ADJ;INAN;PL;POS;V.PTCP;PASS
حل	vyřešil	حل	vyřešit	N;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
حل	vyřešen	حل	vyřešený	N;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
حل	vyřešeno	حل	vyřešený	N;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
حل	řešit	حل	řešit	N;SG	V;IPFV;POS;NFIN
حل	vyřešit	حل	vyřešit	N;SG	V;PFV;POS;NFIN
تصمیم	rozhodne	تصمیم	rozhodnout	N;SG	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
تصمیم	rozhodnout	تصمیم	rozhodnout	N;SG	V;PFV;POS;NFIN
تلاش	zkouší	تلاش	zkoušit	N;SG	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
تلاش	zkouším	تلاش	zkoušit	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
دفتر	kanceláře	دفتر	kancelář	N;SG	N;NOM;FEM;PL;POS
ماده	ženská	ماده	ženský	N;SG	ADJ;NOM;FEM;SG;POS
بدست	získal	بدست	získat	N;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
بدست	získané	بدست	získaný	N;SG	ADJ;NOM;MASC;PL;POS
بدست	získaná	بدست	získaný	N;SG	ADJ;NOM;FEM;SG;POS
بدست	získán	بدست	získaný	N;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
بدست	získány	بدست	získaný	N;SG	ADJ;INAN;PL;POS;V.PTCP;PASS
بدست	získána	بدست	získaný	N;SG	ADJ;POS;V.PTCP;PASS
آموزشی	trénink	آموزشی	trénink	ADJ	N;INAN;NOM;MASC;SG;POS
آموزشی	výcvik	آموزشی	výcvik	ADJ	N;INAN;NOM;MASC;SG;POS
آموزشی	školení	آموزشی	školení	ADJ	N;NOM;NEUT;SG;POS
بلژیک	belgie	بلژیک	belgie	N;SG	PROPN;NOM;FEM;SG;POS
بلژیک	belgii	بلژیک	belgie	N;SG	PROPN;DAT;FEM;SG;POS
بلژیک	belgické	بلژیک	belgický	N;SG	ADJ;NOM;NEUT;SG;POS
بلژیک	belgických	بلژیک	belgický	N;SG	ADJ;ANIM;GEN;MASC;PL;POS
اصل	částky	اصل	částka	N;SG	N;NOM;FEM;PL;POS
اصل	sumy	اصل	suma	N;SG	N;NOM;FEM;PL;POS
اصل	zásady	اصل	zásada	N;SG	N;NOM;FEM;PL;POS
شریک	parťáci	None	parťák	N;SG	N;ANIM;NOM;MASC;PL;POS
شریک	partnery	None	partner	N;SG	N;ANIM;ACC;MASC;PL;POS
شریک	partneři	None	partner	N;SG	N;ANIM;NOM;MASC;PL;POS
تعیین	zhodnotit	تعیین	zhodnotit	N;SG	V;PFV;POS;NFIN
تعیین	posoudit	تعیین	posoudit	N;SG	V;PFV;POS;NFIN
تعیین	hodnotit	تعیین	hodnotit	N;SG	V;IPFV;POS;NFIN
تعیین	vyhodnotit	تعیین	vyhodnotit	N;SG	V;PFV;POS;NFIN
تعیین	určit	تعیین	určit	N;SG	V;POS;NFIN
مسابقه	závody	مسابقه	závod	N;SG	N;INAN;NOM;MASC;PL;POS
مسابقه	race	مسابقه	race	N;SG	PROPN;NOM;MASC;SG;POS
مسابقه	dostihy	مسابقه	dostih	N;SG	N;INAN;NOM;MASC;PL;POS
مسابقه	závody	مسابقه	závod	N;SG	N;INAN;NOM;MASC;PL;POS
مسابقه	závodní	مسابقه	závodní	N;SG	ADJ;NOM;MASC;SG;POS
مسابقه	soutěže	مسابقه	soutěž	N;SG	N;NOM;FEM;PL;POS
مسابقه	soutěžní	مسابقه	soutěžní	N;SG	ADJ;NOM;MASC;SG;POS
گرم	horko	گرم	horko	ADJ	N;NOM;NEUT;SG;POS
گرم	sexy	گرم	sex	ADJ	N;NOM;FEM;PL;POS
گرم	hot	گرم	hota	ADJ	PROPN;NOM;MASC;SG;POS
گرم	teplo	گرم	teplo	ADJ	N;NOM;NEUT;SG;POS
پاسخ	odpovězte	پاسخ	odpovězit	N;SG	V;PFV;IMP;PL;2;POS;FIN
پاسخ	odpovědět	پاسخ	odpovědět	N;SG	V;POS;NFIN
پاسخ	odpovědět	پاسخ	odpovědět	N;SG	V;POS;NFIN
درآمد	příjmy	درآمد	příjem	N;SG	N;INAN;NOM;MASC;PL;POS
درآمد	výnosy	درآمد	výnos	N;SG	N;INAN;NOM;MASC;PL;POS
درآمد	výdělky	درآمد	výdělek	N;SG	N;INAN;NOM;MASC;PL;POS
درآمد	příjmy	درآمد	příjem	N;SG	N;INAN;NOM;MASC;PL;POS
درآمد	výnosy	درآمد	výnos	N;SG	N;INAN;NOM;MASC;PL;POS
نبرد	battle	None	battle	N;SG	PROPN;MASC;SG;POS
شهرت	pověsti	شهرت	pověst	N;SG	N;NOM;FEM;PL;POS
شهرت	slávy	شهرت	sláva	N;SG	N;NOM;FEM;PL;POS
سبز	green	سبز	green	ADJ	PROPN;ANIM;NOM;MASC;SG;POS
سبز	zeleně	سبز	zeleň	ADJ	ADV;POS
حد	omezit	حد	omezit	N;SG	V;PFV;POS;NFIN
اداره	kanceláře	اداره	kancelář	N;SG	N;NOM;FEM;PL;POS
آرژانتین	argentina	آرژانتین	argentina	N;SG	PROPN;NOM;FEM;SG;POS
آرژانتین	argentiny	آرژانتین	argentina	N;SG	PROPN;NOM;FEM;SG;POS
آرژانتین	argentinské	آرژانتین	argentinský	N;SG	ADJ;NOM;NEUT;SG;POS
اش	jasan	او	jasan	PRO;SG;3	N;INAN;NOM;MASC;SG;POS
اش	ash	او	ash	PRO;SG;3	PROPN;ANIM;NOM;MASC;SG;POS
اش	popel	او	popel	PRO;SG;3	N;INAN;NOM;MASC;SG;POS
فرود	down	فرود	down	N;SG	PROPN;NOM;MASC;SG;POS
فرود	dolů	فرود	dolů	N;SG	ADV
تجاری	komerční	تجاری	komerční	N;SG	ADJ;NOM;FEM;SG;POS
تجاری	obchodní	تجاری	obchodní	N;SG	ADJ;NOM;MASC;SG;POS
اصلاح	opravy	اصلاح	oprava	N;SG	N;NOM;FEM;PL;POS
اصلاح	reformovat	اصلاح	reformovat	N;SG	V;PFV;POS;NFIN
اصلاح	reformy	اصلاح	reforma	N;SG	N;NOM;FEM;PL;POS
اقدام	akční	اقدام	akční	N;SG	ADJ;NOM;MASC;SG;POS
خون	blood	خون	blood	N;SG	PROPN;NOM;MASC;SG;POS
کلمبیا	kolumbie	کلمبیا	kolumbie	N;SG	PROPN;NOM;FEM;SG;POS
کلمبیا	kolumbijské	کلمبیا	kolumbijský	N;SG	ADJ;NOM;NEUT;SG;POS
کلمبیا	columbia	کلمبیا	columbium	N;SG	PROPN;NOM;FEM;SG;POS
کلمبیا	kolumbie	کلمبیا	kolumbie	N;SG	PROPN;NOM;FEM;SG;POS
کلمبیا	kolumbijské	کلمبیا	kolumbijský	N;SG	ADJ;NOM;NEUT;SG;POS
خوبی	dobře	خوبی	dobře	N;SG	ADV;POS
خوبی	dobrý	خوبی	dobrý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
خوبی	pěkný	خوبی	pěkný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
خوبی	hezky	خوبی	hezky	N;SG	ADV;POS
خوبی	hezký	خوبی	hezký	N;SG	ADJ;INAN;NOM;MASC;SG;POS
خوبی	pěkné	خوبی	pěkný	N;SG	ADJ;NOM;NEUT;SG;POS
خوبی	nice	خوبی	nic	N;SG	PROPN;NEUT;POS
مشاهده	pozorovací	مشاهده	pozorovací	N;SG	ADJ;NOM;MASC;SG;POS
یهودی	židovská	یهودی	židovský	N;SG	ADJ;NOM;FEM;SG;POS
یهودی	židovský	یهودی	židovský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
یهودی	židovské	یهودی	židovský	N;SG	ADJ;NOM;NEUT;SG;POS
یهودی	židům	یهودی	žid	N;SG	N;INAN;DAT;MASC;PL;POS
یهودی	židé	یهودی	žid	N;SG	N;ANIM;NOM;MASC;PL;POS
یهودی	židů	یهودی	žid	N;SG	N;ANIM;GEN;MASC;PL;POS
جاده	silniční	جاده	silniční	N;SG	ADJ;NOM;FEM;SG;POS
جاده	road	جاده	road	N;SG	PROPN;INAN;NOM;MASC;SG;POS
جاده	evropská	جاده	evropský	N;SG	ADJ;NOM;FEM;SG;POS
جاده	evropské	جاده	evropský	N;SG	ADJ;NOM;MASC;SG;POS
جاده	evropský	جاده	evropský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
روم	římské	None	římský		ADJ;NOM;NEUT;PL;POS
روم	roman	None	roman		PROPN;ANIM;NOM;MASC;SG;POS
روم	římská	None	římský		ADJ;NOM;FEM;SG;POS
روم	romane	None	romane		N;NOM;MASC;SG;POS
روم	říman	None	říman		N;ANIM;NOM;MASC;SG;POS
روم	řím	None	řím		PROPN;INAN;NOM;MASC;SG;POS
خلیج	bay	None	bay	N;SG	PROPN;INAN;NOM;MASC;SG;POS
رودخانه	river	رودخانه	rivr	N;SG	PROPN;INAN;NOM;MASC;SG;POS
جیمز	james	جیمز	james	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
جیمز	jakub	جیمز	jakub	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
جیمز	jamesi	جیمز	jamesi	N;SG	PROPN;ANIM;DAT;MASC;SG;POS
جیمز	jamese	جیمز	jamýsa	N;SG	PROPN;ANIM;ACC;MASC;SG;POS
آهنگ	melodie	آهنگ	melodie	N;SG	N;NOM;FEM;PL;POS
بزرگی	velký	بزرگی	velký	N;SG	ADJ;INAN;NOM;MASC;SG;POS
بزرگی	velké	بزرگی	velký	N;SG	ADJ;NOM;MASC;PL;POS
بزرگی	velká	بزرگی	velký	N;SG	ADJ;NOM;FEM;SG;POS
بزرگی	big	بزرگی	big	N;SG	ADJ;POS
بزرگی	obrovský	بزرگی	obrovský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
بزرگی	obrovské	بزرگی	obrovský	N;SG	ADJ;NOM;NEUT;SG;POS
بزرگی	obrovská	بزرگی	obrovský	N;SG	ADJ;NOM;FEM;SG;POS
گرفتن	chytit	گرفتن	chytit	N;SG	V;PFV;POS;NFIN
فیزیک	fyziky	فیزیک	fyzika	N;SG	N;NOM;FEM;PL;POS
فیزیک	fyzikální	فیزیک	fyzikální	N;SG	ADJ;NOM;MASC;SG;POS
عکس	photo	عکس	photo	N;SG	PROPN;NOM;MASC;SG;POS
عکس	pic	عکس	pic	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
عکس	fotky	عکس	fotka	N;SG	N;NOM;FEM;PL;POS
عکس	fotky	عکس	fotka	N;SG	N;NOM;FEM;PL;POS
عکس	obrázků	عکس	obrázek	N;SG	N;INAN;GEN;MASC;PL;POS
عکس	obrázky	عکس	obrázek	N;SG	N;INAN;NOM;MASC;PL;POS
جی	jay	جی	jay	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
ان	ann	None	ann	N;SG	PROPN;NOM;FEM;SG;POS
جلد	krýt	جلد	krýt	N;SG	V;POS;NFIN
همگانی	veřejné	همگانی	veřejný	N;SG	ADJ;NOM;NEUT;SG;POS
همگانی	veřejně	همگانی	veřejně	N;SG	ADV;POS
همگانی	veřejný	همگانی	veřejný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
همگانی	veřejná	همگانی	veřejný	N;SG	ADJ;NOM;FEM;SG;POS
پاپ	pope	پاپ	pope	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
نیوجرسی	jersey	نیوجرسی	jerse	N;SG	PROPN;NEUT;POS
ابن	eben	ابن	eben		PROPN;ANIM;NOM;MASC;SG;POS
ابن	ibn	ابن	ibn		PROPN;ANIM;NOM;MASC;SG;POS
متفاوت	vary	متفاوت	vary	ADJ	PROPN;INAN;NOM;MASC;PL;POS
پاکستان	pákistán	پاکستان	pákistaný	N;SG	PROPN;INAN;NOM;MASC;SG;POS
پاکستان	pákistánu	پاکستان	pákistán	N;SG	PROPN;INAN;GEN;MASC;SG;POS
تو	vy	تو	ty	PRO;SG;2	PRO;NOM;PL;2
تو	jsi	تو	být	PRO;SG;2	V;IND;SG;2;POS;PRS;FIN;ACT
تو	ty	تو	ten	PRO;SG;2	DET;NOM;MASC;PL
ایکائو	icao	ایکائو	icao	N;SG	PROPN;MASC;POS
انسانی	lidská	انسانی	lidský	N;SG	ADJ;NOM;FEM;SG;POS
انسانی	lidské	انسانی	lidský	N;SG	ADJ;NOM;NEUT;SG;POS
انسانی	lidský	انسانی	lidský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
مؤسسه	instituce	مؤسسه	instituce	N;SG	N;NOM;FEM;PL;POS
شخصیت	osobnosti	شخصیت	osobnost	N;SG	N;NOM;FEM;PL;POS
مایکل	michaela	مایکل	michael	N;SG	PROPN;NOM;FEM;SG;POS
مایکل	michal	مایکل	michal	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
مایکل	michael	مایکل	michael	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
پستانداران	savec	پستاندار	savec	N;PL	N;ANIM;NOM;MASC;SG;POS
درمان	ošetřit	درمان	ošetřit	N;SG	V;PFV;POS;NFIN
درمان	léčit	درمان	léčit	N;SG	V;IPFV;POS;NFIN
کودکان	dětské	کودک	dětský	N;PL	ADJ;NOM;MASC;SG;POS
کودکان	dítě	کودک	dítě	N;PL	N;NOM;NEUT;SG;POS
کودکان	dětská	کودک	dětský	N;PL	ADJ;NOM;FEM;SG;POS
میانه	střední	میانه	střední	N;SG	ADJ;NOM;MASC;SG;POS
میانه	prostřední	میانه	prostřední	N;SG	ADJ;NOM;MASC;SG;POS
میانه	mírná	میانه	mírný	N;SG	ADJ;NOM;FEM;SG;POS
میانه	mírné	میانه	mírný	N;SG	ADJ;NOM;NEUT;SG;POS
میانه	středně	میانه	středně	N;SG	ADV;POS
میانه	mírný	میانه	mírný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
شش	šestka	شش	šestka	NUM	N;NOM;FEM;SG;POS
ضد	anti	ضد	anti	ADP	PROPN;NOM;MASC;SG;POS
قهرمان	hero	قهرمان	hero	N;SG	PROPN;INAN;NOM;MASC;SG;POS
ساختار	struktury	ساختار	struktura	N;SG	N;NOM;FEM;PL;POS
یهودیان	židovská	یهودی	židovský	N;PL	ADJ;NOM;FEM;SG;POS
یهودیان	židovský	یهودی	židovský	N;PL	ADJ;INAN;NOM;MASC;SG;POS
یهودیان	žid	یهودی	žid	N;PL	N;ANIM;NOM;MASC;SG;POS
یهودیان	židovské	یهودی	židovský	N;PL	ADJ;NOM;NEUT;SG;POS
باستانی	starobylé	باستانی	starobylý	N;SG	ADJ;NOM;NEUT;SG;POS
باستانی	starověký	باستانی	starověký	N;SG	ADJ;INAN;NOM;MASC;SG;POS
باستانی	starověké	باستانی	starověký	N;SG	ADJ;NOM;NEUT;SG;POS
فشار	stiskněte	فشار	stisknout	N;SG	V;PFV;IMP;PL;2;POS;FIN
فشار	zatlačit	فشار	zatlačit	N;SG	V;PFV;POS;NFIN
فشار	tlačit	فشار	tlačit	N;SG	V;IPFV;POS;NFIN
گاز	kousnout	گاز	kousnout	N;SG	V;PFV;POS;NFIN
گاز	plynové	گاز	plynový	N;SG	ADJ;NOM;MASC;PL;POS
گاز	plyny	گاز	plyn	N;SG	N;INAN;NOM;MASC;PL;POS
جمع	sbírat	جمع	sbírat	N;SG	V;IPFV;POS;NFIN
جمع	shromažďovat	جمع	shromažďovat	N;SG	V;IPFV;POS;NFIN
جمع	shromáždit	جمع	shromáždit	N;SG	V;PFV;POS;NFIN
جمع	shromáždit	جمع	shromáždit	N;SG	V;PFV;POS;NFIN
فیلمی	filmová	فیلم	filmový	N;SG	ADJ;NOM;FEM;SG;POS
رخ	nastává	رخ	nastávat	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
جنبش	pohyby	جنبش	pohyb	N;SG	N;INAN;NOM;MASC;PL;POS
تحصیل	studijní	تحصیل	studijní	N;SG	ADJ;NOM;MASC;PL;POS
تحصیل	studovat	تحصیل	studovat	N;SG	V;IPFV;POS;NFIN
تحصیل	studie	تحصیل	studie	N;SG	N;NOM;FEM;PL;POS
شیعه	šíity	شیعه	šíita	N;SG	N;ANIM;ACC;MASC;PL;POS
سوئیس	švýcarsko	سوئیس	švýcarský	N;SG	PROPN;NOM;NEUT;SG;POS
سوئیس	švýcarsko	سوئیس	švýcarský	N;SG	PROPN;NOM;NEUT;SG;POS
سوئیس	švýcarský	سوئیس	švýcarský	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
سوئیس	švýcarská	سوئیس	švýcarský	N;SG	ADJ;NOM;FEM;SG;POS
سوئیس	švýcarské	سوئیس	švýcarský	N;SG	ADJ;NOM;MASC;SG;POS
اهمیت	důležitosti	اهمیت	důležitost	N;SG	N;NOM;FEM;PL;POS
دیوید	davide	دیوید	davide	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
دیوید	david	دیوید	david	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
کاربردی	uplatňována	کاربردی	uplatňovaný	N;SG	ADJ;POS;V.PTCP;PASS
کاربردی	použitelná	کاربردی	použitelný	N;SG	ADJ;NOM;FEM;SG;POS
کاربردی	použitelné	کاربردی	použitelný	N;SG	ADJ;NOM;NEUT;SG;POS
کاربردی	použitelný	کاربردی	použitelný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
عمر	omer	عمر	omer	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
عمر	umar	عمر	umar	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
عمر	omar	عمر	omar	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
عمر	omara	عمر	omara	N;SG	PROPN;ANIM;GEN;MASC;SG;POS
مهر	seals	مهر	seals	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
مهر	mehr	مهر	mehr	N;SG	PROPN;MASC;SG;POS
مهر	seal	مهر	seál	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
اجازه	povolit	اجازه	povolit	N;SG	V;PFV;POS;NFIN
امیر	amir	امیر	amir	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
ویلیام	william	ویلیام	william	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
عرضه	předložené	عرضه	předložený	N;SG	ADJ;NOM;MASC;PL;POS
عرضه	předkládané	عرضه	předkládaný	N;SG	ADJ;NOM;NEUT;PL;POS
عرضه	předložila	عرضه	předložit	N;SG	V;PFV;POS;PST;V.PTCP;ACT
عرضه	vystaveno	عرضه	vystavený	N;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
عرضه	vystaven	عرضه	vystavený	N;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
عرضه	vystavené	عرضه	vystavený	N;SG	ADJ;NOM;MASC;PL;POS
عرضه	nechráněný	عرضه	chráněný	N;SG	ADJ;INAN;NOM;MASC;SG;NEG
فضایی	mimozemské	فضا	mimozemský	N;SG	ADJ;NOM;MASC;PL;POS
فضایی	cizí	فضا	cizí	N;SG	ADJ;NOM;MASC;SG;POS
فضایی	prostorových	فضا	prostorový	N;SG	ADJ;GEN;MASC;PL;POS
فضایی	prostorové	فضا	prostorový	N;SG	ADJ;NOM;NEUT;SG;POS
فضایی	space	فضا	space	N;SG	PROPN;FEM;SG;POS
کارهای	zaměstnání	کار	zaměstnání	N;PL	N;NOM;NEUT;SG;POS
وزن	váhy	وزن	váha	N;SG	N;NOM;FEM;PL;POS
طلایی	golden	طلایی	golden	ADJ	PROPN;INAN;NOM;MASC;SG;POS
طلایی	zlato	طلایی	zlato	ADJ	N;NOM;NEUT;SG;POS
طلایی	gold	طلایی	gold	ADJ	PROPN;NOM;MASC;SG;POS
ستاره	star	ستاره	star	N;SG	PROPN;NOM;MASC;SG;POS
سنتی	tradiční	سنت	tradiční	N;SG	ADJ;NOM;MASC;SG;POS
پرورش	chovné	پرورش	chovný	N;SG	ADJ;NOM;MASC;SG;POS
طلا	tala	طلا	tala	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
طلا	zlatá	طلا	zlatý	N;SG	ADJ;NOM;FEM;SG;POS
طلا	zlatý	طلا	zlatý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
طلا	gold	طلا	gold	N;SG	PROPN;NOM;MASC;SG;POS
طلا	zlaté	طلا	zlatý	N;SG	ADJ;NOM;NEUT;PL;POS
داشتن	mít	داشتن	mít	N;SG	V;POS;NFIN
داشتن	mající	داشتن	mající	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
پرتغال	portugalské	پرتغال	portugalský	N;SG	ADJ;NOM;NEUT;SG;POS
پرتغال	portugalská	پرتغال	portugalský	N;SG	ADJ;NOM;FEM;SG;POS
عربستان	arábie	عربستان	arábie	N;SG	PROPN;NOM;FEM;SG;POS
عربستان	arabský	عربستان	arabský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
عربستان	arabské	عربستان	arabský	N;SG	ADJ;NOM;MASC;PL;POS
عربستان	saúdské	عربستان	saudský	N;SG	ADJ;NOM;FEM;PL;POS
هفته	týdnech	هفته	týden	N;SG	N;INAN;GEN;MASC;PL;POS
هفته	týdnů	هفته	týden	N;SG	N;INAN;GEN;MASC;PL;POS
هفته	týdny	هفته	týden	N;SG	N;INAN;NOM;MASC;PL;POS
قرمز	červeně	قرمز	červen	N;SG	ADV;POS
قرمز	červené	قرمز	červený	N;SG	ADJ;NOM;NEUT;SG;POS
قرمز	červená	قرمز	červený	N;SG	ADJ;NOM;FEM;SG;POS
