del	del	di	del	ADJ;SG	ADP;MASC;SG
canale	canales	canale	canal	N;MASC;SG	N;MASC;PL
popolare	populares	popolare	popular	ADJ;SG	N;PL
deceduto	fallecida	decedere	fallecido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
deceduto	fallecidos	decedere	fallecido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
deceduto	difuntos	decedere	difunto	V;MASC;SG;PST;V.PTCP	N;MASC;PL
deceduto	fallecido	decedere	fallecido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
rimane	restos	rimanere	resto	V;IND;SG;3;PRS;FIN	N;MASC;PL
ufficiali	oficial	ufficiale	oficial	N;MASC;PL	ADJ;SG
ufficiali	funcionario	ufficiale	funcionario	N;MASC;PL	N;MASC;SG
ufficiali	funcionaria	ufficiale	funcionaria	N;MASC;PL	N;FEM;SG
ufficiali	oficiales	ufficiale	oficial	N;MASC;PL	ADJ;PL
viaggio	viajar	viaggio	viajar	N;MASC;SG	V;NFIN
viaggio	viajes	viaggio	viaje	N;MASC;SG	N;MASC;PL
viaggio	trip	viaggio	trip	N;MASC;SG	
quarto	quarto	quarto	quarto	ADJ;MASC;SG	N;MASC;SG
inferiore	bajar	inferiore	bajar	ADJ;CMPR;SG	V;NFIN
inferiore	inferiores	inferiore	inferior	ADJ;CMPR;SG	ADJ;PL
ponte	cubierta	ponte	cubierto	N;MASC;SG	ADJ;FEM;SG;V.PTCP
ponte	ponte	ponte	ponte	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
materiale	materiales	materiale	material	N;MASC;SG	N;MASC;PL
bruno	bruno	bruno	bruno	N;MASC;SG	PROPN
fisica	física	fisica	físico	N;FEM;SG	ADJ;FEM;SG
fisica	físicas	fisica	físico	N;FEM;SG	ADJ;FEM;PL
fisica	física	fisica	físico	N;FEM;SG	ADJ;FEM;SG
fisica	físicas	fisica	físico	N;FEM;SG	ADJ;FEM;PL
fisica	fisico	fisica	fisico	N;FEM;SG	ADJ;MASC;SG
fisica	físicos	fisica	físico	N;FEM;SG	ADJ;MASC;PL
fisica	físico	fisica	físico	N;FEM;SG	ADJ;MASC;SG
contiene	contenga	contenere	contener	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
armi	armamento	arma	armamento	N;FEM;PL	N;MASC;SG
armi	brazo	arma	brazo	N;FEM;PL	N;MASC;SG
relazione	reportar	relazione	reportar	N;FEM;SG	V;NFIN
relazione	denunciar	relazione	denunciar	N;FEM;SG	V;NFIN
relazione	relaciones	relazione	relación	N;FEM;SG	N;FEM;PL
oggetto	objetar	oggetto	objetar	N;MASC;SG	V;NFIN
oggetto	sujeto	oggetto	sujeto	N;MASC;SG	ADJ;MASC;SG;V.PTCP
medico	médicas	medico	médico	N;MASC;SG	ADJ;FEM;PL
medico	médicos	medico	médico	N;MASC;SG	N;MASC;PL
conto	cuenta	conto	contar	N;MASC;SG	V;IND;SG;3;PRS;FIN
semplice	simples	semplice	simple	ADJ;SG	ADJ;PL
rimase	permanecido	rimanere	permanecer	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
rimase	permanecieron	rimanere	permanecer	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
prodotti	producto	prodotto	producto	N;MASC;PL	N;MASC;SG
sport	deportivo	sport	deportivo	N;MASC	ADJ;MASC;SG
grafica	gráficos	grafica	gráfico	N;FEM;SG	N;MASC;PL
grafica	gráfico	grafica	gráfico	N;FEM;SG	ADJ;MASC;SG
grafica	gráfica	grafica	gráfico	N;FEM;SG	ADJ;FEM;SG
grafica	gráficas	grafica	gráfico	N;FEM;SG	ADJ;FEM;PL
grafica	gráfica	grafica	gráfico	N;FEM;SG	ADJ;FEM;SG
grafica	gráfico	grafica	gráfico	N;FEM;SG	ADJ;MASC;SG
grafica	gráficos	grafica	gráfico	N;FEM;SG	N;MASC;PL
grafica	gráficas	grafica	gráfico	N;FEM;SG	ADJ;FEM;PL
creare	creación	creare	creación	V;NFIN	N;FEM;SG
medaglia	medallas	medaglia	medalla	N;FEM;SG	N;FEM;PL
testi	letra	testo	letra	N;MASC;PL	N;FEM;SG
creato	creado	creare	creado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
creato	creados	creare	creado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
creato	creadas	creare	creado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
creato	creada	creare	creado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
quarti	trimestres	quarto	trimestre	ADJ;MASC;PL	N;MASC;PL
quarti	cuartos	quarto	cuarto	ADJ;MASC;PL	N;MASC;PL
tratto	estirar	tratto	estirar	N;MASC;SG	V;NFIN
vecchio	viejos	vecchio	viejo	ADJ;MASC;SG	ADJ;MASC;PL
bassa	baja	basso	baja	ADJ;FEM;SG	N;FEM;SG
bassa	bajos	basso	bajo	ADJ;FEM;SG	ADJ;MASC;PL
bassa	bajas	basso	baja	ADJ;FEM;SG	N;FEM;PL
bassa	low	basso	low	ADJ;FEM;SG	
bassa	bajo	basso	bajo	ADJ;FEM;SG	ADP
matrimonio	matrimonios	matrimonio	matrimonio	N;MASC;SG	N;MASC;PL
matrimonio	matrimonial	matrimonio	matrimonial	N;MASC;SG	ADJ;SG
matrimonio	bodas	matrimonio	boda	N;MASC;SG	N;FEM;PL
minore	menores	minore	menor	ADJ;CMPR;SG	ADJ;PL
minore	minor	minore	minor	ADJ;CMPR;SG	N
meridionale	southern	meridionale	southern	ADJ;SG	N
meridionale	sur	meridionale	sur	ADJ;SG	N;MASC;SG
aggiornamento	actualizar	aggiornamento	actualizar	N;MASC;SG	V;NFIN
aggiornamento	actualizar	aggiornamento	actualizar	N;MASC;SG	V;NFIN
aggiornamento	actualizar	aggiornamento	actualizar	N;MASC;SG	V;NFIN
aggiornamento	actualizando	aggiornamento	actualizar	N;MASC;SG	V;V.MSDR
architetto	arquitectos	architetto	arquitecto	N;MASC;SG	N;MASC;PL
precedenti	precedentes	precedente	precedente	ADJ;PL	N;MASC;PL
precedenti	precedente	precedente	precedente	ADJ;PL	
precedenti	anterior	precedente	anterior	ADJ;PL	ADJ;SG
precedenti	previo	precedente	previo	ADJ;PL	ADJ;MASC;SG
dovuto	due	dovere	due	V;MASC;SG;PST;V.PTCP	N
dovuto	debido	dovere	debido	V;MASC;SG;PST;V.PTCP	ADJ
contratto	contractuales	contratto	contractual	N;MASC;SG	ADJ;PL
contratto	contractual	contratto	contractual	N;MASC;SG	ADJ;SG
filippo	felipe	filippo	felipe	N;MASC;SG	PROPN
filippo	felipe	filippo	felipe	N;MASC;SG	PROPN
battuto	beat	battere	beat	V;MASC;SG;PST;V.PTCP	N
battuto	golpeados	battere	golpeado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
battuto	vencido	battere	vencido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
battuto	golpeado	battere	golpear	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
raccolta	recogida	raccolta	recogido	N;FEM;SG	ADJ;FEM;SG;V.PTCP
raccolta	cosechando	raccolta	cosechar	N;FEM;SG	V;V.MSDR
nascita	nacimientos	nascita	nacimiento	N;FEM;SG	N;MASC;PL
mark	mark	mark	mark	N	PROPN
mark	marcar	mark	marcar	N	V;NFIN
naturale	naturalidad	naturale	naturalidad	ADJ;SG	N;FEM;SG
naturale	naturales	naturale	natural	ADJ;SG	ADJ;PL
scritta	escrito	scritto	escrito	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
scritta	escritas	scritto	escrito	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
scritta	escrita	scritto	escrito	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
scritta	escritos	scritto	escrito	V;FEM;SG;PST;V.PTCP	N;MASC;PL
presto	early	presto	early	ADV	N
presto	primeros	presto	primero	ADV	ADJ;MASC;PL
presto	soon	presto	soon	ADV	N
scelta	elegir	scelta	elegir	N;FEM;SG	V;NFIN
vedere	see	vedere	ser	V;NFIN	
federico	frederic	federico	frederic	ADJ;MASC;SG	PROPN
promozione	ascensos	promozione	ascenso	N;FEM;SG	N;MASC;PL
promozione	promociones	promozione	promoción	N;FEM;SG	N;FEM;PL
les	les	le	él		PRO;DAT;PL;3
condizioni	condicion	condizione	condicionr	N;FEM;PL	N;FEM;SG
condizioni	estado	condizione	estado	N;FEM;PL	N;MASC;SG
condizioni	condición	condizione	condición	N;FEM;PL	N;FEM;SG
complesso	complejas	complesso	complejo	ADJ;MASC;SG	ADJ;FEM;PL
complesso	complejos	complesso	complejo	ADJ;MASC;SG	N;MASC;PL
futuro	futuro	futuro	futuro	ADJ;MASC;SG	N;MASC;SG
futuro	future	futuro	future	ADJ;MASC;SG	N
futuro	porvenir	futuro	porvenir	ADJ;MASC;SG	N;MASC;SG
right	derecho	right	derecho		N;MASC;SG
right	correcto	right	correcto		ADJ;MASC;SG
right	derecha	right	derecha		N;FEM;SG
settore	sectorial	settore	sectorial	N;MASC;SG	ADJ;SG
camera	cuarto	camera	cuarto	N;FEM;SG	ADJ;MASC;SG
decise	decidido	decidere	decidido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
chiusa	cerrada	chiudere	cerrado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
chiusa	cerrado	chiudere	cerrado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
chiusa	cerrados	chiudere	cerrado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
potenza	poder	potenza	poder	N;FEM;SG	V;NFIN
giocato	jugaron	giocare	jugar	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
giocato	jugado	giocare	jugado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
giocato	desempeñado	giocare	desempeñado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
atto	act	atto	act	N;MASC;SG	PROPN
com	com	com	com	N;SG	
collaborazione	colaborar	collaborazione	colaborar	N;FEM;SG	V;NFIN
fin	aleta	fino	aletar	ADJ;SG	N;FEM;SG
fin	fin	fino	fin	ADJ;SG	N;MASC;SG
giovani	juventud	giovane	juventud	N;PL	N;FEM;SG
giovani	jóven	giovane	jóven	N;PL	ADJ;SG
giovani	young	giovane	young	N;PL	PROPN
giovani	joven	giovane	joven	N;PL	N;SG
croce	colas	croce	cola	N;FEM;SG	N;FEM;PL
croce	cruzado	croce	cruzar	N;FEM;SG	ADJ;MASC;SG;V.PTCP
zone	zona	zona	zona	N;FEM;PL	N;FEM;SG
cattolico	católicos	cattolico	católico	ADJ;MASC;SG	N;MASC;PL
michele	michele	michele	michele	N;MASC;SG	PROPN
michele	miguel	michele	miguel	N;MASC;SG	PROPN
francesi	francés	francese	francés	N;PL	N;MASC;SG
francesi	francesa	francese	francés	N;PL	ADJ;FEM;SG
conosciuto	conocidas	conoscere	conocido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
conosciuto	conocida	conoscere	conocido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
conosciuto	conocido	conoscere	conocido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
conosciuto	conocidos	conoscere	conocido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
tradizione	tradiciones	tradizione	tradición	N;FEM;SG	N;FEM;PL
polizia	policías	polizia	policía	N;FEM;SG	N;PL
migliori	best	migliore	best	ADJ;CMPR;PL	N;MASC;SG
migliori	mejor	migliore	mejor	ADJ;CMPR;PL	ADV
sconfitta	vencido	sconfitta	vencido	N;FEM;SG	ADJ;MASC;SG;V.PTCP
sconfitta	derrotada	sconfitta	derrotado	N;FEM;SG	ADJ;FEM;SG;V.PTCP
sconfitta	derrotado	sconfitta	derrotado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
sconfitta	vencidos	sconfitta	vencido	N;FEM;SG	ADJ;MASC;PL;V.PTCP
sconfitta	derrotados	sconfitta	derrotado	N;FEM;SG	ADJ;MASC;PL;V.PTCP
sconfitta	derrotas	sconfitta	derrota	N;FEM;SG	N;FEM;PL
palermo	palermo	palermo	palermo	N;MASC;SG	
massa	massa	massa	masso	N;FEM;SG	PROPN
massa	masas	massa	masa	N;FEM;SG	N;FEM;PL
massa	misas	massa	misa	N;FEM;SG	N;FEM;PL
energia	energías	energia	energía	N;FEM;SG	N;FEM;PL
energia	energética	energia	energético	N;FEM;SG	ADJ;FEM;SG
rosa	rosada	rosa	rosado	N;FEM;SG	ADJ;FEM;SG
militari	ejército	militare	ejército	N;PL	N;MASC;SG
militari	militar	militare	militar	N;PL	ADJ;SG
storici	históricas	storico	histórico	N;MASC;PL	ADJ;FEM;PL
storici	históricos	storico	histórico	N;MASC;PL	ADJ;MASC;PL
storici	histórica	storico	histórico	N;MASC;PL	ADJ;FEM;SG
storici	historico	storico	historico	N;MASC;PL	ADJ;MASC;SG
storici	histórico	storico	histórico	N;MASC;PL	ADJ;MASC;SG
fondata	fundado	fondare	fundado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
fondata	funda	fondare	funda	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
fondata	fundada	fondare	fundado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
diretta	directa	diretta	directo	N;FEM;SG	ADJ;FEM;SG
diretta	directo	diretta	directo	N;FEM;SG	ADJ;MASC;SG
diretta	directamente	diretta	directamente	N;FEM;SG	ADV
diretta	directos	diretta	directo	N;FEM;SG	ADJ;MASC;PL
diretta	directas	diretta	directo	N;FEM;SG	ADJ;FEM;PL
piccoli	small	piccolo	small	ADJ;MASC;PL	N
piccoli	pequeño	piccolo	pequeño	ADJ;MASC;PL	ADJ;MASC;SG
piccoli	pequeña	piccolo	pequeño	ADJ;MASC;PL	ADJ;FEM;SG
elezioni	elección	elezione	elección	N;FEM;PL	N;FEM;SG
elezioni	eleccion	elezione	eleccion	N;FEM;PL	N;FEM;SG
elezioni	electorales	elezione	electoral	N;FEM;PL	ADJ;PL
dieci	rte	dieci	rte	NUM	N;MASC;SG
dieci	ten	dieci	tener	NUM	V;IND;SG;2;PRS;FIN
internazionali	internacional	internazionale	internacional	ADJ;PL	ADJ;SG
internazionali	international	internazionale	international	ADJ;PL	ADJ;SG
tom	tomás	tom	tomás	N	PROPN
tom	tom	tom	tom	N	PROPN
joseph	josé	joseph	josé	N;MASC;SG	PROPN
uscita	salir	uscita	salir	N;FEM;SG	V;NFIN
distanza	distancias	distanza	distancia	N;FEM;SG	N;FEM;PL
portato	traído	portare	traer	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
portato	traída	portare	traído	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
pro	pro	pro	pro	N;SG	
max	máx	max	máx	N	
max	maximo	max	maximo	N	INTJ
max	máximo	max	máximo	N	ADJ;MASC;SG
max	max	max	max	N	PROPN
qualsiasi	cualquiera	qualsiasi	cualquiera	DET;SG	PRO;SG
memoria	recuerdos	memoria	recuerdo	N;FEM;SG	N;MASC;PL
memoria	recuerdo	memoria	recordar	N;FEM;SG	V;IND;SG;1;PRS;FIN
amici	amigo	amico	amigo	N;MASC;PL	N;MASC;SG
amici	amiga	amico	amiga	N;MASC;PL	N;FEM;SG
maestro	amo	maestro	amar	N;MASC;SG	V;IND;SG;1;PRS;FIN
libero	libres	libero	libre	ADJ;MASC;SG	ADJ;PL
libero	gratis	libero	gratis	ADJ;MASC;SG	
libero	free	libero	freer	ADJ;MASC;SG	N
giacomo	jacob	giacomo	jacob	N;MASC;SG	PROPN
giacomo	james	giacomo	jame	N;MASC;SG	PROPN
giacomo	jaime	giacomo	jaime	N;MASC;SG	PROPN
armata	armada	armata	armado	N;FEM;SG	ADJ;FEM;SG;V.PTCP
armata	armada	armata	armado	N;FEM;SG	ADJ;FEM;SG;V.PTCP
armata	armados	armata	armado	N;FEM;SG	ADJ;MASC;PL;V.PTCP
armata	armadas	armata	armado	N;FEM;SG	ADJ;FEM;PL;V.PTCP
armata	armado	armata	armado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
armata	armada	armata	armado	N;FEM;SG	ADJ;FEM;SG;V.PTCP
vera	vera	vero	ver	ADJ;FEM;SG	
standard	estándar	standard	estándar	N;MASC	ADJ;SG
standard	estandar	standard	estandar	N;MASC	V;IND;3;FIN
standard	standard	standard	standard	N;MASC	PROPN
fondo	fondos	fondo	fondo	N;MASC;SG	N;MASC;PL
smith	smith	smith	smith	N;MASC;SG	PROPN
scoperto	descubierta	scoprire	descubrir	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
scoperto	descubiertas	scoprire	descubierto	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
scoperto	descubiertos	scoprire	descubierto	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
fondazione	cimientos	fondazione	cimiento	N;FEM;SG	N;MASC;PL
fondazione	fundar	fondazione	fundar	N;FEM;SG	V;NFIN
fondazione	fundadores	fondazione	fundador	N;FEM;SG	N;MASC;PL
distribuito	distribuidas	distribuire	distribuido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
distribuito	distribuido	distribuire	distribuir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
distribuito	repartido	distribuire	repartido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
distribuito	distribuida	distribuire	distribuido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
cattolica	católicos	cattolico	católico	ADJ;FEM;SG	N;MASC;PL
cattolica	cattolica	cattolico	cattolicar	ADJ;FEM;SG	N;MASC;SG
villaggio	poblado	villaggio	poblado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
cerca	busqueda	cercare	busqueda	V;IMP;SG;2;PRS;FIN	N;FEM;SG
cerca	búsqueda	cercare	búsqueda	V;IMP;SG;2;PRS;FIN	N;FEM;SG
cerca	buscador	cercare	buscador	V;IMP;SG;2;PRS;FIN	N;MASC;SG
cerca	busque	cercare	buscar	V;IMP;SG;2;PRS;FIN	V;IMP;SG;3;FIN
scrivere	escritura	scrivere	escritura	V;NFIN	N;FEM;SG
scrivere	redacción	scrivere	redacción	V;NFIN	N;FEM;SG
scrivere	escritura	scrivere	escritura	V;NFIN	N;FEM;SG
morto	muerta	morire	muerto	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
morto	muertos	morire	muerto	V;MASC;SG;PST;V.PTCP	N;MASC;PL
morto	dead	morire	dead	V;MASC;SG;PST;V.PTCP	N
morto	muerto	morire	muerto	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dietro	detras	dietro	detra	ADV	N;FEM;SG
apertura	abriendo	apertura	abrir	N;FEM;SG	V;V.MSDR
apertura	abrir	apertura	abrir	N;FEM;SG	V;NFIN
vittorie	gana	vittoria	ganar	N;FEM;PL	V;IND;SG;3;PRS;FIN
vittorie	gane	vittoria	ganar	N;FEM;PL	V;IMP;SG;3;FIN
esperienza	experiencias	esperienza	experiencia	N;FEM;SG	N;FEM;PL
verde	green	verde	green	ADJ;SG	N;SG
verde	verdes	verde	verde	ADJ;SG	ADJ;PL
vince	victorias	vincere	victoria	V;IND;SG;3;PRS;FIN	N;FEM;PL
vince	gane	vincere	ganar	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
vince	vince	vincere	vince	V;IND;SG;3;PRS;FIN	PROPN
successivi	posterior	successivo	posterior	ADJ;MASC;PL	ADJ;SG
successivi	subsiguiente	successivo	subsiguiente	ADJ;MASC;PL	ADJ;SG
contributi	contribución	contributo	contribución	N;MASC;PL	N;FEM;SG
preso	tomado	prendere	tomado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
preso	tomadas	prendere	tomado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
preso	tomados	prendere	tomar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
preso	tomada	prendere	tomado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
hai	hai	avere	hacer	V;IND;SG;2;PRS;FIN	
bambini	niñez	bambino	niñez	N;MASC;PL	N;FEM;SG
bambini	infancia	bambino	infancia	N;MASC;PL	N;FEM;SG
santi	santi	santo	santi	N;MASC;PL	PROPN
luca	lucas	luca	luca	N;MASC;SG	N;FEM;PL
luca	luca	luca	luca	N;MASC;SG	PROPN
luca	lucas	luca	luca	N;MASC;SG	N;FEM;PL
passa	pases	passare	pase	V;IND;SG;3;PRS;FIN	N;MASC;PL
passa	pase	passare	pasar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
passa	paso	passare	paso	V;IND;SG;3;PRS;FIN	N;MASC;SG
passa	pasen	passare	pasar	V;IND;SG;3;PRS;FIN	V;IMP;PL;3;FIN
dedicato	devota	dedicare	devoto	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG
dedicato	devoto	dedicare	devoto	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
dedicato	devotos	dedicare	devoto	V;MASC;SG;PST;V.PTCP	N;MASC;PL
dedicato	dedicado	dedicare	dedicado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dedicato	dedicada	dedicare	dedicado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
dedicato	dedicados	dedicare	dedicado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
dedicato	dedicado	dedicare	dedicado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
partecipato	participado	partecipare	participado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
partecipato	participaron	partecipare	participar	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
elenco	listado	elenco	listado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
arrivo	llegadas	arrivo	llegado	N;MASC;SG	N;FEM;PL
arrivo	viene	arrivo	venir	N;MASC;SG	V;IND;SG;3;PRS;FIN
arrivo	llegando	arrivo	llegar	N;MASC;SG	V;V.MSDR
arrivo	venir	arrivo	venir	N;MASC;SG	V;NFIN
titolare	propietarios	titolare	propietario	N;SG	N;MASC;PL
titolare	propietaria	titolare	propietario	N;SG	ADJ;FEM;SG
latino	latinas	latino	latina	ADJ;MASC;SG	ADJ;FEM;PL
latino	latino	latino	latino	ADJ;MASC;SG	N;MASC;SG
latino	latin	latino	latin	ADJ;MASC;SG	N
latino	latín	latino	latín	ADJ;MASC;SG	N;MASC;SG
latino	latinos	latino	latino	ADJ;MASC;SG	N;MASC;PL
latino	latino	latino	latino	ADJ;MASC;SG	N;MASC;SG
elaborazione	procesando	elaborazione	procesar	N;FEM;SG	V;V.MSDR
elaborazione	procesado	elaborazione	procesado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
international	internacional	international	internacional	N;FEM	ADJ;SG
international	international	international	international	N;FEM	ADJ;SG
international	internacionales	international	internacional	N;FEM	ADJ;PL
open	abrir	open	abrir	N;MASC	V;NFIN
open	abre	open	abrir	N;MASC	V;IND;SG;3;PRS;FIN
open	abierta	open	abierto	N;MASC	ADJ;FEM;SG;V.PTCP
open	abra	open	abrir	N;MASC	V;IMP;SG;3;FIN
open	abierto	open	abierto	N;MASC	ADJ;MASC;SG;V.PTCP
continua	continua	continuare	continuo	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
continua	continúe	continuare	continuar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
continua	continuo	continuare	continuo	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
continua	continuas	continuare	continuo	V;IND;SG;3;PRS;FIN	ADJ;FEM;PL
continua	continua	continuare	continuo	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
regionale	regionales	regionale	regional	ADJ;SG	ADJ;PL
arriva	arriva	arrivare	arrivar	V;IND;SG;3;PRS;FIN	N;FEM;SG
frank	franco	frank	franco	N;MASC	
dovrebbe	deberían	dovere	deber	V;COND;SG;3;PRS;FIN	V;COND;PL;3;FIN
dovrebbe	deberia	dovere	deberia	V;COND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dovrebbe	debiera	dovere	deber	V;COND;SG;3;PRS;FIN	V;SBJV;SG;3;IPFV;FIN
composta	compuesta	comporre	compuesto	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
costruito	construidos	costruire	construido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
costruito	construido	costruire	construido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
costruito	construida	costruire	construido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
costruito	construidos	costruire	construido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
costruito	construido	costruire	construido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
costruito	construida	costruire	construido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
intervento	intervenciones	intervento	intervención	N;MASC;SG	N;FEM;PL
show	mostrar	show	mostrar	N	V;NFIN
national	nacionales	nationale	nacional	N	ADJ;PL
national	national	nationale	national	N	ADJ;SG
national	nacional	nationale	nacional	N	ADJ;SG
critica	críticas	critica	crítica	N;FEM;SG	N;FEM;PL
critica	criticas	critica	critica	N;FEM;SG	N;FEM;PL
critica	crítico	critica	crítico	N;FEM;SG	ADJ;MASC;SG
critica	critico	critica	critico	N;FEM;SG	ADJ;MASC;SG
critica	crítico	critica	crítico	N;FEM;SG	ADJ;MASC;SG
critica	critica	critica	criticar	N;FEM;SG	V;IND;SG;3;PRS;FIN
critica	críticos	critica	crítico	N;FEM;SG	N;MASC;PL
tecnico	técnico	tecnico	técnico	ADJ;MASC;SG	N;MASC;SG
tecnico	técnica	tecnico	técnica	ADJ;MASC;SG	N;FEM;SG
tecnico	tecnica	tecnico	tecnicar	ADJ;MASC;SG	N;FEM;SG
tecnico	técnicos	tecnico	técnico	ADJ;MASC;SG	N;MASC;PL
tecnico	técnico	tecnico	técnico	ADJ;MASC;SG	N;MASC;SG
tecnico	técnica	tecnico	técnica	ADJ;MASC;SG	N;FEM;SG
vittorio	victor	vittorio	victor	N;MASC;SG	PROPN
arbitro	referí	arbitro	referir	N;MASC;SG	V;IND;SG;1;PST;FIN
arbitro	ref	arbitro	ref	N;MASC;SG	
arbitro	referí	arbitro	referir	N;MASC;SG	V;IND;SG;1;PST;FIN
quell	sofocar	quello	sofocar	DET;SG	V;NFIN
blocca	lock	bloccare	lock	V;IND;SG;3;PRS;FIN	N
blocca	bloqueo	bloccare	bloqueo	V;IND;SG;3;PRS;FIN	N;MASC;SG
blocca	cerradura	bloccare	cerradura	V;IND;SG;3;PRS;FIN	N;FEM;SG
blocca	candado	bloccare	candar	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG;V.PTCP
blocca	bloque	bloccare	bloque	V;IND;SG;3;PRS;FIN	N;MASC;SG
blocca	bloqueo	bloccare	bloqueo	V;IND;SG;3;PRS;FIN	N;MASC;SG
blocca	cuadra	bloccare	cuadra	V;IND;SG;3;PRS;FIN	N;FEM;SG
vedi	véase	vedere	véase	V;IMP;SG;2;PRS;FIN	V;SBJV;SG;3;PRS;FIN
