nakład	усилия	nakład	усилие	N;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
dole	низ	dół	низ	V;PFV;IND;SG;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
dole	снизу	dół	снизу	V;PFV;IND;SG;PRS;FIN;ACT	ADV
dole	дно	dół	дно	V;PFV;IND;SG;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
marsa	марс	marsa	марс		N;INAN;NOM;MASC;SG
podpis	подпись	podpis	подпись	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
podpis	заголовок	podpis	заголовок	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
podpis	подпись	podpis	подпись	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
podpis	подписания	podpis	подписание	N;ACC;MASC;SG	N;INAN;NOM;NEUT;PL
podpis	подписание	podpis	подписание	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
podpis	подписи	podpis	подпись	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
znajomości	соединения	znajomość	соединение	N;GEN;FEM;SG	N;INAN;NOM;NEUT;PL
nigerii	нигерии	nigeria	нигерия		N;INAN;NOM;FEM;PL
nigerii	нигерии	nigeria	нигерия		N;INAN;NOM;FEM;PL
nigerii	нигерию	nigeria	нигерие		N;INAN;ACC;FEM;SG
nigerii	нигерия	nigeria	нигерий		N;INAN;NOM;FEM;SG
potencjał	потенциал	potencjać	потенциал	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
potencjał	потенциальная	potencjać	потенциальный	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
włoskie	итальянцы	włoski	итальянец	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;PL
włoskie	итальянские	włoski	итальянский	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
włoskie	италии	włoski	италия	ADJ;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
xbox	xbox	xbox	xbox		PROPN
boeing	boeing	boeing	boeing	N;NOM;MASC;SG	PROPN;NOM;SG
wirginia	вирджиния	wirginia	вирджиние		N;INAN;NOM;FEM;SG
dick	член	dick	член	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
dick	дик	dick	дик	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
konie	коней	koń	конь	N;NOM;MASC;PL	N;ANIM;GEN;FEM;PL
konie	лошадей	koń	лошадь	N;NOM;MASC;PL	N;ANIM;GEN;FEM;PL
konie	лошадь	koń	лошадь	N;NOM;MASC;PL	N;ANIM;NOM;FEM;SG
konie	лошадка	koń	лошадка	N;NOM;MASC;PL	N;INAN;NOM;FEM;SG
konie	конь	koń	конь	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
agresji	агрессии	agresja	агрессия	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
agresji	агрессия	agresja	агрессия	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
kiss	поцелуй	kiss	поцелуй		N;INAN;NOM;MASC;SG
kiss	kiss	kiss	kiss		PROPN
kiss	целуй	kiss	целуй		V;IPFV;IMP;SG;2;FIN;ACT
rezerw	резервы	rezerw	резерв		N;INAN;NOM;MASC;PL
rezerw	резервов	rezerw	резерв		N;INAN;GEN;MASC;PL
rezerw	запасы	rezerw	запас		N;INAN;NOM;MASC;PL
rezerw	резерв	rezerw	резерв		N;INAN;NOM;MASC;SG
kolejność	заказать	kolejność	заказать	N;NOM;FEM;SG	V;PFV;NFIN;ACT
kolejność	последовательности	kolejność	последовательность	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
imigrantów	иммигранты	imigrant	иммигрант	N;GEN;MASC;PL	N;ANIM;NOM;MASC;PL
pogrzeb	похороны	pogrzeb	похороны	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
pogrzeb	захоронения	pogrzeb	захоронение	N;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
pogrzeb	похороны	pogrzeb	похороны	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
angelo	анджело	angelo	анджело		N;ANIM;NOM;MASC;SG
angelo	анжело	angelo	анжело		N;INAN;NOM;MASC;SG
leszno	лешно	leszno	лешный		ADV
mostów	мосты	most	мост	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL
petra	петра	petr	петр	PROPN;NOM;FEM;SG	N;ANIM;ACC;MASC;SG
bułgaria	болгарии	bułgarium	болгария	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
lekkoatletyka	атлетике	lekkoatletyka	атлетика	N;NOM;MASC;SG	N;INAN;DAT;FEM;SG
kopia	скопировать	kopia	копировать	N;NOM;FEM;SG	V;PFV;NFIN;ACT
kopia	копировать	kopia	копировать	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
podróżnik	traveller	podróżnik	traveller	N;NOM;MASC;SG	PROPN
bogate	богатых	bogaty	богатый	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
bogate	рич	bogaty	рич	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
bogate	богатые	bogaty	богатый	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
odziedziczył	унаследовал	odziedziczyć	унаследовать	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
delegacji	делегирование	delegacja	делегирование	N;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
delegacji	делегация	delegacja	делегация	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
delegacji	делегации	delegacja	делегация	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
ems	эмс	ems	эмс		N;INAN;NOM;MASC;SG
zwolennicy	поддерживающие	zwolennik	поддерживать	N;NOM;MASC;PL	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
zwolennicy	сторонников	zwolennik	сторонник	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
wątek	нитки	wątek	нитка	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
wątek	нити	wątek	нить	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
wątek	нить	wątek	нить	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
związani	связаны	związać	связать	ADJ;NOM;MASC;PL	V;PFV;PL;PST;V.PTCP;PASS
nigdzie	нигде	nigdzie	нигде		ADV
nigdzie	никуда	nigdzie	никуда		ADV
nigdzie	некуда	nigdzie	некуда		ADV
ograniczone	ограниченные	ograniczyć	ограничить	ADJ;NOM;NEUT;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
ograniczone	ограниченное	ograniczyć	ограничить	ADJ;NOM;NEUT;SG	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
ograniczone	ограниченная	ograniczyć	ограничить	ADJ;NOM;NEUT;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
ograniczone	ограниченный	ograniczyć	ограничить	ADJ;NOM;NEUT;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
ograniczone	ограниченные	ograniczyć	ограничить	ADJ;NOM;NEUT;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
ograniczone	ограниченное	ograniczyć	ограничить	ADJ;NOM;NEUT;SG	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
ograniczone	ограничено	ograniczyć	ограничить	ADJ;NOM;NEUT;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kowalczyk	ковальчик	kowalczyk	ковальчик	PROPN;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
amerykanów	американцы	amerykanin	американец	N;GEN;MASC;PL	N;ANIM;NOM;MASC;PL
dowolny	фристайл	dowolny	фристайл	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dowolny	любой	dowolny	любой	ADJ;NOM;MASC;SG	DET;NOM;MASC;SG
dowolny	любую	dowolny	любой	ADJ;NOM;MASC;SG	DET;ACC;FEM;SG
dowolny	любые	dowolny	любой	ADJ;NOM;MASC;SG	DET;NOM;PL
dowolny	любое	dowolny	любой	ADJ;NOM;MASC;SG	DET;NOM;NEUT;SG
dowolny	любая	dowolny	любой	ADJ;NOM;MASC;SG	DET;NOM;FEM;SG
sosnowiec	сосновец	sosnowiec	сосновец		N;INAN;NOM;MASC;SG
alfons	альфонсо	alfons	альфонсо	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
właściwy	компетентным	właściwy	компетентный	ADJ;NOM;MASC;SG	ADJ;INS;NEUT;SG
amerykanin	американский	amerykanin	американский	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
amerykanin	американские	amerykanin	американский	N;NOM;MASC;SG	ADJ;NOM;PL
amerykanin	американская	amerykanin	американский	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
amerykanin	american	amerykanin	american	N;NOM;MASC;SG	PROPN
amerykanin	американских	amerykanin	американский	N;NOM;MASC;SG	ADJ;GEN;PL
linux	linux	linux	linux	N;NOM;MASC;SG	PROPN
teorie	теория	teoria	теория	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
hierarchii	иерархии	hierarchia	иерархия	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
hierarchii	иерархия	hierarchia	иерархия	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
centralne	центральной	centralny	центральный	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
porsche	порше	porscha	порша		N;INAN;NOM;MASC;SG
porsche	porsche	porscha	porsche		PROPN
emilia	эмилия	emilia	эмилия	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
powiązane	ассоциированные	powiązać	ассоциированный	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
powiązane	связаны	powiązać	связать	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
powiązane	связанный	powiązać	связать	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
powiązane	связанные	powiązać	связать	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
powiązane	связанные	powiązać	связать	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
milion	миллионов	milion	миллион		N;INAN;GEN;MASC;PL
milion	миллион	milion	миллион		N;INAN;NOM;MASC;SG
milion	млн	milion	миллион		N;INAN;NOM;MASC;SG
milion	миллиона	milion	миллион		N;INAN;GEN;MASC;SG
krążowniki	крейсеров	krążownik	крейсер	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
powierzono	возложенных	powierzyć	возложить	V;PFV;IND;0;PST;FIN;ACT	V;PFV;GEN;PL;PST;V.PTCP;PASS
etiopii	эфиопия	etiopia	эфиопия		N;INAN;NOM;FEM;SG
etiopii	эфиопию	etiopia	эфиопия		N;INAN;ACC;FEM;SG
etiopii	эфиопии	etiopia	эфиопия		N;INAN;NOM;FEM;PL
etiopii	эфиопия	etiopia	эфиопия		N;INAN;NOM;FEM;SG
etiopii	эфиопии	etiopia	эфиопия		N;INAN;NOM;FEM;PL
błędne	ошибочные	błędny	ошибочный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
doświadczeń	опыт	doświadczenie	опыт	N;GEN;NEUT;PL	N;INAN;NOM;MASC;SG
doświadczeń	опытом	doświadczenie	опыт	N;GEN;NEUT;PL	N;INAN;INS;MASC;SG
otwór	апертурой	otwór	апертура	N;NOM;MASC;SG	N;INAN;INS;FEM;SG
otwór	дыру	otwór	дыра	N;NOM;MASC;SG	N;INAN;ACC;FEM;SG
justyna	джастин	justyn	джастин	PROPN;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
justyna	джастин	justyn	джастин	PROPN;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
propagandy	пропаганды	propaganda	пропаганда	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
propagandy	пропаганда	propaganda	пропаганда	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
propagandy	пропаганду	propaganda	пропаганда	N;GEN;FEM;SG	N;INAN;ACC;FEM;SG
odpowiedzialność	обязанности	odpowiedzialność	обязанность	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
police	полицейские	polic	полицейский		N;ANIM;NOM;MASC;PL
police	полиции	polic	полиция		N;INAN;NOM;FEM;PL
police	полиция	polic	полиция		N;INAN;NOM;FEM;SG
police	полицейский	polic	полицейский		ADJ;NOM;MASC;SG
bundesligi	бундеслиги	bundesliga	бундеслига	N;ACC;MASC;PL	N;INAN;NOM;FEM;PL
dysku	диск	dysk	диск	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
liu	лю	liel	лю	PROPN;NOM;MASC;SG	PART
odkryty	открытый	odkryć	открыть	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
wyjaśnienia	пояснения	wyjaśnienie	пояснение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
wyjaśnienia	разъяснения	wyjaśnienie	разъяснение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
wyjaśnienia	пояснения	wyjaśnienie	пояснение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
wyjaśnienia	объяснения	wyjaśnienie	объяснение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
wyjaśnienia	разъяснения	wyjaśnienie	разъяснение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
wyjaśnienia	пояснения	wyjaśnienie	пояснение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
okrążenia	круг	okrążyć	круг	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
hop	хоп	hop	хоп		N;INAN;NOM;MASC;SG
współrzędnych	координаты	współrzędny	координата	ADJ;GEN;MASC;PL	N;INAN;NOM;FEM;PL
marynarzy	моряки	marynarz	моряк	N;GEN;MASC;PL	N;ANIM;NOM;MASC;PL
marynarzy	моряки	marynarz	моряк	N;GEN;MASC;PL	N;ANIM;NOM;MASC;PL
marynarzy	моряки	marynarz	моряк	N;GEN;MASC;PL	N;ANIM;NOM;MASC;PL
avenue	проспект	avenu	проспект		N;INAN;NOM;MASC;SG
avenue	avenue	avenu	avenue		PROPN
avenue	авеню	avenu	авень		N;INAN;NOM;MASC;SG
gustav	густав	gustav	густав	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mobile	mobile	mobil	mobile		PROPN
mobile	мобильные	mobil	мобильный		ADJ;NOM;PL
mobile	мобильных	mobil	мобильный		ADJ;GEN;PL
mobile	мобильный	mobil	мобильный		ADJ;NOM;MASC;SG
filadelfii	филадельфии	filadelfia	филадельфия	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
filadelfii	филадельфии	filadelfia	филадельфия	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
oddziaływania	воздействие	oddziaływać	воздействие	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;SG
poczta	почте	poczta	почта	N;NOM;FEM;SG	N;INAN;DAT;FEM;SG
poczta	mail	poczta	mail	N;NOM;FEM;SG	PROPN
poczta	post	poczta	post	N;NOM;FEM;SG	PROPN
poczta	опубликовать	poczta	опубликовать	N;NOM;FEM;SG	V;PFV;NFIN;ACT
wenus	венеры	wenus	венера		N;INAN;NOM;FEM;PL
wenus	венера	wenus	венера		N;INAN;NOM;FEM;SG
zapraszam	welcome	zapraszać	welcome	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
cosworth	cosworth	coswory	cosworth		PROPN
funduszu	фонд	fundusz	фонд	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
felipe	фелипе	felipy	фелип	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zasług	заслуги	zasługa	заслуга	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
wyemigrował	эмигрировал	wyemigrować	эмигрировать	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
wyemigrował	иммигрировал	wyemigrować	иммигрировать	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
zurychu	цюрихе	zurych	цюрих	PROPN;NOM;MASC;SG	N;INAN;DAT;MASC;SG
pasażerski	пассажирских	pasażerski	пассажирский	ADJ;NOM;MASC;SG	ADJ;GEN;PL
pasażerski	пассажир	pasażerski	пассажир	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
pasażerski	пассажира	pasażerski	пассажир	ADJ;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
cia	цру	cia	цру		N;INAN;NOM;NEUT;SG
cia	цру	cia	цру		N;INAN;NOM;NEUT;SG
pojedynczy	сингл	pojedynczy	сингл	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG
sprinter	sprinter	sprinter	sprinter		PROPN
ból	боли	ból	боль	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
ból	болью	ból	боль	N;NOM;MASC;SG	N;INAN;INS;FEM;SG
rgb	rgb	rgba	rgb		PROPN
pierwotne	primal	pierwotny	primal	ADJ;NOM;NEUT;SG	PROPN
pierwotne	начального	pierwotny	начальный	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG
pierwotne	первичные	pierwotny	первичный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
działało	сработало	działać	сработать	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
działało	работали	działać	работать	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN;ACT
grobu	могила	grób	могила	N;GEN;MASC;SG	N;INAN;NOM;FEM;SG
grobu	серьезную	grób	серьезный	N;GEN;MASC;SG	ADJ;ACC;FEM;SG
więzienie	тюрьме	więzienie	тюрьма	N;NOM;NEUT;SG	N;INAN;DAT;FEM;SG
więzienie	тюрьме	więzienie	тюрьма	N;NOM;NEUT;SG	N;INAN;DAT;FEM;SG
kupił	купили	kupić	купить	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
wycofany	снята	wycofać	снять	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
justin	джастин	justin	джастин	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
beck	бек	beck	бек	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
true	true	true	true		PROPN
true	правда	true	правда		ADV
ginie	джина	ginąć	джина	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ANIM;NOM;FEM;SG
collegium	коллегии	collegium	коллегия		N;INAN;NOM;FEM;PL
collegium	коллегия	collegium	коллегия		N;INAN;NOM;FEM;SG
sprawdzone	проверил	sprawdzić	проверить	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
sprawdzone	проверили	sprawdzić	проверить	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
sprawdzone	проверено	sprawdzić	проверить	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
sprawdzone	проверено	sprawdzić	проверить	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
sprawdzone	подтвержденные	sprawdzić	подтвердить	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
sprawdzone	испытанию	sprawdzić	испытание	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;INAN;DAT;NEUT;SG
żużlu	speedway	żużel	speedway		PROPN
rzymskie	роман	rzymski	роман	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
godło	эмблемы	godć	эмблем	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
hampshire	хэмпшир	hampshiry	хэмпшир		N;INAN;NOM;MASC;SG
tras	маршруты	tras	маршрут	N;GEN;FEM;PL	N;INAN;NOM;MASC;PL
hart	харт	hart	харт		N;ANIM;NOM;MASC;SG
khan	хан	khana	хан	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
podanie	пройти	podanie	пройти	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NFIN;ACT
luca	лука	luca	лук	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
luca	луки	luca	лук	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
akademickie	академических	akademicki	академический	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
szt	шт	szt	штука		N;INAN;NOM;MASC;SG
aparatu	камера	aparat	камера	N;GEN;MASC;SG	N;INAN;NOM;FEM;SG
aparatu	камеру	aparat	камера	N;GEN;MASC;SG	N;INAN;ACC;FEM;SG
aparatu	фотоаппарат	aparat	фотоаппарат	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
przywilej	привилегия	przywilej	привилегия	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
przywilej	привилегии	przywilej	привилегия	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
przywilej	привилегии	przywilej	привилегия	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
przywilej	привилегий	przywilej	привилегия	N;ACC;MASC;SG	N;INAN;GEN;FEM;PL
sri	шри	srać	шри	PROPN;NOM;MASC;SG	
sri	исп	srać	испа	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
lekki	light	lekki	light	ADJ;NOM;MASC;SG	PROPN
lekki	свет	lekki	свет	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG
lekki	света	lekki	свет	ADJ;NOM;MASC;SG	N;INAN;GEN;MASC;SG
lekki	легкие	lekki	легкий	ADJ;NOM;MASC;SG	ADJ;NOM;PL
karaibów	карибского	karaib	карибский	N;GEN;MASC;PL	ADJ;GEN;MASC;SG
konserwatorium	консерватории	konserwatorium	консерватория	N;ACC;NEUT;SG	N;INAN;NOM;FEM;PL
łatwiej	проще	łatwo	простой	ADV;CMPR	ADJ;CMPR
łatwiej	легче	łatwo	легкий	ADV;CMPR	ADJ;CMPR
roll	ролл	roll	ролл		N;INAN;NOM;MASC;SG
uchodźców	беженцы	uchodźca	беженец	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
uchodźców	беженцев	uchodźca	беженец	N;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
uchodźców	беженца	uchodźca	беженец	N;ACC;MASC;PL	N;ANIM;ACC;MASC;SG
uchodźców	беженец	uchodźca	беженец	N;ACC;MASC;PL	N;ANIM;NOM;MASC;SG
uchodźców	беженцы	uchodźca	беженец	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
owoc	фрукты	owoc	фрукт	N;NOM;MASC;SG	N;INAN;NOM;MASC;PL
owoc	плоды	owoc	плод	N;NOM;MASC;SG	N;INAN;NOM;MASC;PL
empire	империи	empir	империя		N;INAN;NOM;FEM;PL
empire	империя	empir	империя		N;INAN;NOM;FEM;SG
pióra	ручки	pióra	ручка	N;ACC;NEUT;PL	N;INAN;NOM;FEM;PL
pióra	перья	pióra	перо	N;ACC;NEUT;PL	N;INAN;NOM;NEUT;PL
ski	лыжи	skiot	лыжа		N;INAN;NOM;FEM;PL
ski	ski	skiot	ski		PROPN
okręgów	округа	okręg	округ	N;GEN;MASC;PL	N;INAN;GEN;MASC;SG
okręgów	районах	okręg	район	N;GEN;MASC;PL	N;INAN;ESS;MASC;PL
okręgów	районы	okręg	район	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL
regularne	регулярные	regularny	регулярный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
regularne	регулярного	regularny	регулярный	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG
break	сломать	break	ломать		V;PFV;NFIN;ACT
break	перерыв	break	перерыв		N;INAN;NOM;MASC;SG
druku	печать	druk	печать	N;GEN;MASC;SG	N;INAN;NOM;FEM;SG
zasoby	ресурс	zasóba	ресурс	N;NOM;MASC;PL	N;INAN;NOM;MASC;SG
zasoby	наличии	zasóba	наличие	N;NOM;MASC;PL	N;INAN;ESS;NEUT;SG
ran	ранение	rana	ранение		N;INAN;NOM;NEUT;SG
ran	рана	rana	рана		N;INAN;NOM;FEM;SG
ran	рану	rana	рана		N;INAN;ACC;FEM;SG
ran	раны	rana	рана		N;INAN;NOM;FEM;PL
ran	ран	rana	ран		N;INAN;NOM;FEM;SG
objętości	объём	objętość	объем	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG
objętości	объем	objętość	объем	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG
objętości	громкость	objętość	громкость	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
objętości	тома	objętość	том	N;GEN;FEM;SG	N;INAN;NOM;MASC;PL
objętości	томов	objętość	том	N;GEN;FEM;SG	N;INAN;GEN;MASC;PL
objętości	объемы	objętość	объем	N;GEN;FEM;SG	N;INAN;NOM;MASC;PL
czystości	чистоту	czystość	чистота	N;GEN;FEM;SG	N;INAN;ACC;FEM;SG
czystości	чистота	czystość	чистота	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
oskar	оскар	oskar	оскар	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
oskar	оскара	oskar	оскар	PROPN;NOM;MASC;SG	N;ANIM;GEN;MASC;SG
oskar	оскар	oskar	оскар	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
szczęścia	удача	szczęście	удача	N;GEN;NEUT;SG	N;INAN;NOM;FEM;SG
szczęścia	счастье	szczęście	счастье	N;GEN;NEUT;SG	N;INAN;NOM;NEUT;SG
modlitwa	молиться	modlitwa	молиться	N;NOM;FEM;SG	V;IPFV;NFIN;MID
modlitwa	молится	modlitwa	молиться	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;MID
modlitwa	молитвы	modlitwa	молитва	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
modlitwa	молитву	modlitwa	молитва	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
marine	морские	mariny	морской		ADJ;NOM;PL
marine	морской	mariny	морской		ADJ;NOM;MASC;SG
marine	морская	mariny	морской		ADJ;NOM;FEM;SG
rasa	породы	rasa	порода	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
rasa	гонки	rasa	гонка	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
rasa	расы	rasa	раса	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
tymczasowy	временно	tymczasowy	временно	ADJ;NOM;MASC;SG	ADV
tymczasowy	временные	tymczasowy	временный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
satelita	спутниковых	satelita	спутниковый	N;NOM;MASC;SG	ADJ;GEN;PL
satelita	спутниковое	satelita	спутниковый	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
satelita	спутники	satelita	спутник	N;NOM;MASC;SG	N;INAN;NOM;MASC;PL
pérez	перес	porez	перес	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
przykładów	примеры	przykład	пример	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL
era	эпоха	era	эпоха		N;INAN;NOM;FEM;SG
era	эпоха	era	эпоха		N;INAN;NOM;FEM;SG
era	эпоху	era	эпоха		N;INAN;ACC;FEM;SG
era	эра	era	эра		N;INAN;NOM;FEM;SG
lang	лэнг	lang	лэнг		PART
