oli	avea	olla	avea	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
löydettiin	găsite	löytää	găsi	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;PL
löydettiin	găsit	löytää	găsi	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
julkaisuja	postările	julkaisu	postare	N;PRT;PL	N;DEF;FEM;PL
käyttäjien	utilizatorilor	käyttäjä	utilizator	N;GEN;PL	N;DEF;MASC;PL
käyttäjien	utilizatorii	käyttäjä	utilizator	N;GEN;PL	N;DEF;MASC;PL
noussut	înviat	nousta	învia	V;NOM;SG;V.PTCP;ACT	
jalkapallo	fotbalul	jalka#pallo	fotbal	N;NOM;SG	N;DEF;MASC;SG
tähti	stea	tähti	sta	N;NOM;SG	V;IND;3;PRS;FIN
tähti	star	tähti	star	N;NOM;SG	
tähti	vedeta	tähti	vedeta	N;NOM;SG	N;DEF;FEM;SG
tähti	steaua	tähti	stea	N;NOM;SG	N;DEF;FEM;SG
suunnitellut	planificate	suunnitella	planificat	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
suunnitellut	plănuit	suunnitella	plănui	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
suunnitellut	planificat	suunnitella	planificat	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
suunnitellut	planificată	suunnitella	planifica	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
suunnitellut	proiectat	suunnitella	proiecta	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
suunnitellut	proiectată	suunnitella	proiecta	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
suunnitellut	conceput	suunnitella	conceput	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
suunnitellut	proiectate	suunnitella	proiecta	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
suunnitellut	concepute	suunnitella	conceput	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
tila	stare	tila	stare	N;NOM;SG	N;INDF;FEM;SG
tila	starea	tila	stare	N;NOM;SG	N;DEF;FEM;SG
tila	statutul	tila	statut	N;NOM;SG	N;DEF;MASC;SG
tila	ferma	tila	fermă	N;NOM;SG	N;DEF;FEM;SG
tila	fermă	tila	fermă	N;NOM;SG	N;INDF;FEM;SG
tila	modul	tila	mod	N;NOM;SG	N;DEF;MASC;SG
tila	spaţiul	tila	spagiu	N;NOM;SG	N;DEF;MASC;SG
tila	spațiul	tila	spațiu	N;NOM;SG	N;DEF;MASC;SG
chicago	chicago	chicago	chicago	PROPN;NOM;SG	PROPN
tarjoaa	oferte	tarjota	ofertă	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
tarjoaa	ofertele	tarjota	ofertă	V;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;PL
tarjoaa	oferirea	tarjota	oferire	V;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
tarjoaa	ofrandă	tarjota	ofrandă	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
tarjoaa	ofer	tarjota	oferi	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
tason	nivelul	taso	nivel	N;GEN;SG	N;DEF;MASC;SG
johnson	johnson	john#son	johnson	N;NOM;SG	PROPN
walter	walter	walter	walter	N;NOM;SG	PROPN
belgian	belgia	belgia	belgie	PROPN;GEN;SG	PROPN
belgian	belgiană	belgia	belgian	PROPN;GEN;SG	ADJ;INDF;FEM;SG
belgian	belgieni	belgia	belgian	PROPN;GEN;SG	ADJ;INDF;MASC;PL
belgian	belgiene	belgia	belgian	PROPN;GEN;SG	ADJ;INDF;FEM;PL
belgian	belgian	belgia	belgian	PROPN;GEN;SG	N;INDF;MASC;SG
tapahtumat	evenimentele	tapahtuma	eveniment	N;NOM;PL	N;DEF;FEM;PL
tapahtumat	tranzacțiile	tapahtuma	tranzacție	N;NOM;PL	N;DEF;FEM;PL
pikku	puțin	pikku	puțin	ADJ	ADV
johnny	johnny	johtaa	johnny	N;NOM;SG	PROPN
rahaa	banii	raha	ban	N;PRT;SG	N;DEF;MASC;PL
rahaa	bani	raha	ban	N;PRT;SG	N;INDF;MASC;PL
aalto	undei	aalto	undei	N;NOM;SG	
aalto	valul	aalto	val	N;NOM;SG	N;DEF;MASC;SG
tapahtumia	evenimentele	tapahtuma	eveniment	N;PRT;PL	N;DEF;FEM;PL
brown	căprui	brown	căprui	PROPN;NOM;SG	
brown	brown	brown	brown	PROPN;NOM;SG	PROPN
brown	maro	brown	maro	PROPN;NOM;SG	N;INDF;MASC;SG
ilkka	ilkka	ilkka	ilkka	PROPN;NOM;SG	
yhtiöt	companiile	yhtiö	companie	N;NOM;PL	N;DEF;FEM;PL
espoon	espoo	espo	espoo	N;GEN;SG	PROPN
ford	ford	ford	ford	PROPN;NOM;SG	N;INDF;MASC;SG
toivo	speranta	toivo	sperant	N;NOM;SG	N;DEF;FEM;SG
toivo	sper	toivo	spera	N;NOM;SG	V;IND;SG;1;PRS;FIN
toivo	speranța	toivo	speranță	N;NOM;SG	N;DEF;FEM;SG
toivo	speranță	toivo	speranță	N;NOM;SG	N;INDF;FEM;SG
kasvatti	crescută	kasvattaa	crescut	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
kasvatti	ridicată	kasvattaa	ridicat	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
kasvatti	crescut	kasvattaa	crescut	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
kasvatti	foster	kasvattaa	fost	V;IND;SG;3;PST;FIN;ACT	PROPN
kartanon	conacul	kartano	conac	N;GEN;SG	N;DEF;MASC;SG
apua	ajută	apu	ajuta	N;PRT;SG	V;IND;SG;3;PST;FIN
helsinkiin	helsinki	helsin	helsinki	N;IN+ALL;SG	PROPN
järjestö	organizare	järjestö	organizare	N;NOM;SG	N;INDF;FEM;SG
järjestö	organizația	järjestö	organizație	N;NOM;SG	N;DEF;FEM;SG
järjestö	organizație	järjestö	organizație	N;NOM;SG	N;INDF;FEM;SG
järjestö	organizare	järjestö	organizare	N;NOM;SG	N;INDF;FEM;SG
järjestö	organizația	järjestö	organizație	N;NOM;SG	N;DEF;FEM;SG
järjestö	organizarea	järjestö	organizare	N;NOM;SG	N;DEF;FEM;SG
järjestö	organizație	järjestö	organizație	N;NOM;SG	N;INDF;FEM;SG
hot	cald	hot	cald		ADJ;INDF;MASC;SG
hot	fierbinte	hot	fierbinte		
korean	coreeană	korea	coreean	N;GEN;SG	N;INDF;FEM;SG
korean	coreean	korea	coreean	N;GEN;SG	ADJ;INDF;MASC;SG
korean	coreea	korea	corea	N;GEN;SG	PROPN
roger	roger	roger	roger	PROPN;NOM;SG	PROPN
rakenne	textură	rakenne	textură	N;NOM;SG	N;INDF;FEM;SG
rakenne	textura	rakenne	textură	N;NOM;SG	N;DEF;FEM;SG
rakenne	structură	rakenne	structură	N;NOM;SG	N;INDF;FEM;SG
rakenne	structura	rakenne	structură	N;NOM;SG	N;DEF;FEM;SG
rakenne	structurii	rakenne	structură	N;NOM;SG	N;DEF;FEM;SG
luokiteltu	clasificate	luokitella	clasificat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
luokiteltu	clasificat	luokitella	clasifica	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
luokiteltu	clasificată	luokitella	clasificat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
lontoo	londra	lonto	londru	N;NOM;SG	PROPN
lontoo	london	lonto	london	N;NOM;SG	PROPN
jorma	jorma	jorma	jormă	PROPN;NOM;SG	
kielet	limbile	kieli	limbă	N;NOM;PL	N;DEF;FEM;PL
kielet	limba	kieli	limbă	N;NOM;PL	N;DEF;FEM;SG
kielet	limbă	kieli	limbă	N;NOM;PL	N;INDF;FEM;SG
kielet	limbaj	kieli	limbaj	N;NOM;PL	N;INDF;MASC;SG
kielet	limbajul	kieli	limbaj	N;NOM;PL	N;DEF;MASC;SG
juho	juho	juho	juho	PROPN;NOM;SG	
pojat	baieti	poika	baiet	N;NOM;PL	
kim	kim	kim	kim	PROPN;NOM;SG	PROPN
taiteilija	artistă	taiteilija	artistă	N;NOM;SG	N;INDF;FEM;SG
taiteilija	artista	taiteilija	artista	N;NOM;SG	N;DEF;FEM;SG
taiteilija	artistul	taiteilija	artist	N;NOM;SG	N;DEF;MASC;SG
elokuvia	filmele	elo#kuva	filme	N;PRT;PL	N;DEF;FEM;PL
pienempi	inferioară	pieni	inferior	ADJ;NOM;CMPR;SG	ADJ;INDF;FEM;SG
engl	engl	engl	engl	N;NOM;SG	
tunnin	oră	tunti	oră	N;GEN;SG	N;INDF;FEM;SG
tunnin	ora	tunti	oră	N;GEN;SG	N;DEF;FEM;SG
rautatieasema	staţie	rauta#tie#asema	staţie	N;NOM;SG	N;INDF;FEM;SG
rautatieasema	gara	rauta#tie#asema	gară	N;NOM;SG	N;DEF;FEM;SG
rautatieasema	stația	rauta#tie#asema	stație	N;NOM;SG	N;DEF;FEM;SG
rautatieasema	statie	rauta#tie#asema	statie	N;NOM;SG	N;INDF;FEM;SG
rautatieasema	stație	rauta#tie#asema	stație	N;NOM;SG	N;INDF;FEM;SG
rautatieasema	gară	rauta#tie#asema	gară	N;NOM;SG	N;INDF;FEM;SG
hyökkäyksen	invazia	hyökkäys	invazie	N;GEN;SG	N;DEF;FEM;SG
hyökkäyksen	invazie	hyökkäys	invazie	N;GEN;SG	N;INDF;FEM;SG
brian	brian	brian	brian	PROPN;NOM;SG	PROPN
pyhä	sfantul	pyhä	sfant	N;NOM;SG	N;DEF;MASC;SG
pyhä	sfântul	pyhä	sfânt	N;NOM;SG	N;DEF;MASC;SG
pyhä	sfântă	pyhä	sfânt	N;NOM;SG	ADJ;INDF;FEM;SG
pyhä	sfinte	pyhä	sfânt	N;NOM;SG	
pyhä	sacre	pyhä	sacru	N;NOM;SG	ADJ;INDF;FEM;PL
pyhä	sacru	pyhä	sacru	N;NOM;SG	ADJ;INDF;MASC;SG
pyhä	sacra	pyhä	sacră	N;NOM;SG	ADJ;DEF;FEM;SG
pyhä	sacră	pyhä	sacră	N;NOM;SG	ADJ;INDF;FEM;SG
renault	renault	renault	renault	N;NOM;SG	PROPN
väri	culoare	väri	culoare	N;NOM;SG	N;INDF;FEM;SG
väri	color	väri	color	N;NOM;SG	ADJ
väri	culoarea	väri	culoare	N;NOM;SG	N;DEF;FEM;SG
väri	culoare	väri	culoare	N;NOM;SG	N;INDF;FEM;SG
väri	color	väri	color	N;NOM;SG	ADJ
väri	culoarea	väri	culoare	N;NOM;SG	N;DEF;FEM;SG
vladimir	vladimir	vladimir	vladimir	N;NOM;SG	PROPN
kanta	tulpină	kanta	tulpină	N;NOM;SG	N;INDF;FEM;SG
kanta	tulpina	kanta	tulpină	N;NOM;SG	N;DEF;FEM;SG
kanta	pozitie	kanta	pozitie	N;NOM;SG	N;INDF;FEM;SG
kanta	poziția	kanta	poziție	N;NOM;SG	N;DEF;FEM;SG
kanta	poziţia	kanta	pozigie	N;NOM;SG	N;DEF;FEM;SG
kanta	poziţie	kanta	poziţie	N;NOM;SG	N;INDF;FEM;SG
kanta	poziție	kanta	poziție	N;NOM;SG	N;INDF;FEM;SG
tyttö	fată	tyttö	fată	N;NOM;SG	N;INDF;FEM;SG
tyttö	fata	tyttö	fată	N;NOM;SG	N;DEF;FEM;SG
mikael	mikael	mikael	mikael	PROPN;NOM;SG	PROPN
mikael	mihai	mikael	mihai	PROPN;NOM;SG	PROPN
mikael	michael	mikael	michael	PROPN;NOM;SG	PROPN
mikael	mihail	mikael	mihail	PROPN;NOM;SG	PROPN
merkittävästi	substanțial	merkittävästi	substanțial	ADV	ADJ;INDF;MASC;SG
rakentaminen	clădire	rakentaminen	clădire	N;NOM;SG	N;INDF;FEM;SG
rakentaminen	cladire	rakentaminen	cladire	N;NOM;SG	N;INDF;FEM;SG
rakentaminen	clădirea	rakentaminen	clădire	N;NOM;SG	N;DEF;FEM;SG
rakentaminen	construcții	rakentaminen	construcție	N;NOM;SG	N;INDF;FEM;PL
rakentaminen	constructie	rakentaminen	constructie	N;NOM;SG	N;INDF;FEM;SG
rakentaminen	construcție	rakentaminen	construcție	N;NOM;SG	N;INDF;FEM;SG
rakentaminen	constructii	rakentaminen	construct	N;NOM;SG	N;INDF;FEM;PL
merkitty	etichetate	merkitä	etichetate	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
merkitty	etichetat	merkitä	eticheta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
merkitty	etichetată	merkitä	eticheta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
merkitty	subscris	merkitä	subscrie	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
merkitty	marcată	merkitä	marca	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
merkitty	marcat	merkitä	marca	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
merkitty	marcate	merkitä	marca	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
long	lung	long	lung		ADJ;INDF;MASC;SG
long	lungă	long	lung		ADJ;INDF;FEM;SG
long	long	long	long		
esa	sae	esa	sae	PROPN;NOM;SG	N;INDF;MASC;SG
esa	esa	esa	esa	PROPN;NOM;SG	N;INDF;MASC
juan	juan	juan	juan	PROPN;NOM;SG	PROPN
hengen	spiritul	henki	spirit	N;GEN;SG	N;DEF;MASC;SG
media	presă	media	presă	N;NOM;SG	N;INDF;FEM;SG
media	media	media	medie	N;NOM;SG	N;DEF;FEM;SG
media	presa	media	presă	N;NOM;SG	N;DEF;FEM;SG
parlamentin	parlamentul	parlamentti	parlament	N;GEN;SG	N;DEF;MASC;SG
parlamentin	parlamentului	parlamentti	parlament	N;GEN;SG	N;DEF;MASC;SG
lippu	drapelul	lippu	drapel	N;NOM;SG	N;DEF;MASC;SG
lippu	steagul	lippu	steag	N;NOM;SG	N;DEF;MASC;SG
lippu	biletul	lippu	bilet	N;NOM;SG	N;DEF;MASC;SG
pelata	joaca	pelata	joacă	V;SG;NFIN;ACT	N;DEF;FEM;SG
tapio	tapio	tapio	tapio	N;NOM;SG	
vihreä	verzi	vihreä	verde	ADJ;NOM;SG	ADJ;INDF;PL
vihreä	verde	vihreä	verde	ADJ;NOM;SG	
vihreä	green	vihreä	green	ADJ;NOM;SG	N;INDF;MASC;SG
ystävä	prietenă	ystävä	prietenă	N;NOM;SG	N;INDF;FEM;SG
ystävä	prietene	ystävä	prieten	N;NOM;SG	N;INDF;FEM;PL
kutsuttu	invitată	kutsua	invita	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
kutsuttu	invitat	kutsua	invita	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
kutsuttu	numit	kutsua	numit	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
space	spaţiul	space	spagiu		N;DEF;MASC;SG
space	spațiu	space	spațiu		N;INDF;MASC;SG
space	spațiul	space	spațiu		N;DEF;MASC;SG
space	spatiu	space	spatiu		N;INDF;MASC;SG
space	spaţiu	space	spaţiu		N;INDF;MASC;SG
leena	leena	leena	leenă	N;NOM;SG	
leena	wendy	leena	wendy	N;NOM;SG	PROPN
kauppa	comertul	kauppa	comert	N;NOM;SG	N;DEF;MASC;SG
kauppa	magazinul	kauppa	magazin	N;NOM;SG	N;DEF;MASC;SG
kauppa	store	kauppa	stură	N;NOM;SG	
kauppa	stochează	kauppa	stoca	N;NOM;SG	V;IND;3;PRS;FIN
kauppa	comerțul	kauppa	comerț	N;NOM;SG	N;DEF;MASC;SG
adam	adam	adam	adăma	PROPN;NOM;SG	PROPN
yhteinen	comune	yhteinen	comun	ADJ;NOM;SG	ADJ;INDF;FEM;PL
yhteinen	joint	yhteinen	joint	ADJ;NOM;SG	N;INDF;MASC;SG
yhteinen	mutual	yhteinen	mutual	ADJ;NOM;SG	N;INDF;MASC;SG
yhteinen	reciproc	yhteinen	reciproc	ADJ;NOM;SG	ADV
yhteinen	reciprocă	yhteinen	reciproc	ADJ;NOM;SG	ADJ;INDF;FEM;SG
yhteinen	reciproce	yhteinen	reciproc	ADJ;NOM;SG	ADJ;INDF;FEM;PL
kanavan	canalul	kanava	canal	N;GEN;SG	N;DEF;MASC;SG
virtaa	fluxul	virta	flux	N;PRT;SG	N;DEF;MASC;SG
virtaa	fluxuri	virta	flux	N;PRT;SG	N;INDF;FEM;PL
virtaa	fluxurile	virta	flux	N;PRT;SG	N;DEF;FEM;PL
virtaa	curge	virta	curge	N;PRT;SG	V;IND;SG;3;PRS;FIN
virtaa	curgând	virta	curge	N;PRT;SG	V;V.MSDR
virtaa	curge	virta	curge	N;PRT;SG	V;IND;SG;3;PRS;FIN
vie	exportă	vie	exporta	INTJ	V;IND;SG;3;PST;FIN
vie	export	vie	export	INTJ	N;INDF;MASC;SG
vie	exportul	vie	export	INTJ	N;DEF;MASC;SG
koulussa	scoala	koulu	scoală	N;IN+ESS;SG	N;DEF;FEM;SG
koulussa	școala	koulu	școală	N;IN+ESS;SG	N;DEF;FEM;SG
koulussa	şcoala	koulu	pcoală	N;IN+ESS;SG	N;DEF;FEM;SG
koulussa	școală	koulu	școală	N;IN+ESS;SG	N;INDF;FEM;SG
koulussa	şcoală	koulu	şcoală	N;IN+ESS;SG	N;INDF;FEM;SG
jatkuu	continuăm	jatkua	continua	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;1;PRS;FIN
jatkuu	continuam	jatkua	continua	V;IND;SG;3;PRS;FIN;ACT	V;IND;1;IPFV;FIN
jatkuu	continuați	jatkua	continua	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;2;IPFV;FIN
jatkuu	continuă	jatkua	continua	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
jatkuu	continua	jatkua	continua	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
kirjasto	bibliotecă	kirjasto	bibliotecă	N;NOM;SG	N;INDF;FEM;SG
kirjasto	biblioteca	kirjasto	bibliotecă	N;NOM;SG	N;DEF;FEM;SG
kirjasto	librărie	kirjasto	librărie	N;NOM;SG	N;INDF;FEM;SG
peliä	jocul	peli	joc	N;PRT;SG	N;DEF;MASC;SG
lääketieteen	medical	lääke#tiede	medical	N;GEN;SG	ADJ;INDF;MASC;SG
lääketieteen	medicală	lääke#tiede	medical	N;GEN;SG	ADJ;INDF;FEM;SG
lääketieteen	medicale	lääke#tiede	medical	N;GEN;SG	ADJ;INDF;FEM;PL
valmistus	fabricare	valmistus	fabricare	N;NOM;SG	N;INDF;FEM;SG
valmistus	fabricarea	valmistus	fabricare	N;NOM;SG	N;DEF;FEM;SG
valmistus	fabricație	valmistus	fabricație	N;NOM;SG	N;INDF;FEM;SG
valmistus	pregătiri	valmistus	pregătire	N;NOM;SG	N;INDF;FEM;PL
valmistus	pregatire	valmistus	pregatire	N;NOM;SG	N;INDF;FEM;SG
valmistus	pregătire	valmistus	pregătire	N;NOM;SG	N;INDF;FEM;SG
valmistus	pregătirea	valmistus	pregătire	N;NOM;SG	N;DEF;FEM;SG
valmistus	fabricare	valmistus	fabricare	N;NOM;SG	N;INDF;FEM;SG
valmistus	fabricarea	valmistus	fabricare	N;NOM;SG	N;DEF;FEM;SG
valmistus	fabricație	valmistus	fabricație	N;NOM;SG	N;INDF;FEM;SG
sisään	interior	sisään	interior	ADV	N;INDF;MASC;SG
sisään	înăuntru	sisään	înăuntru	ADV	
katolinen	catolică	kato#linen	catolic	ADJ;NOM;SG	ADJ;INDF;FEM;SG
katolinen	catolica	kato#linen	catolică	ADJ;NOM;SG	N;DEF;FEM;SG
nokia	nokia	noki	nokie	PROPN;NOM;SG	PROPN
lääkäri	doctore	lääkäri	doctore	N;NOM;SG	
alukset	navele	alus	navă	N;NOM;PL	N;DEF;FEM;PL
lento	zborul	lento	zbor	N;NOM;SG	N;DEF;MASC;SG
vieraili	vizitate	vierailla	vizita	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
vieraili	vizitat	vierailla	vizita	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
ulkomailla	străinătate	ulko#maa	străinătate	N;AT+ESS
;PL	N;INDF;FEM;SG
ulkomailla	strainatate	ulko#maa	strainatate	N;AT+ESS
;PL	N;INDF;FEM;SG
ulkomailla	străinătate	ulko#maa	străinătate	N;AT+ESS
;PL	N;INDF;FEM;SG
kiitos	mersi	kiitos	mersi	N;NOM;SG	
kiitos	multumesc	kiitos	multumi	N;NOM;SG	V;IND;SG;3;PRS;FIN
kiitos	multumim	kiitos	multumim	N;NOM;SG	
kiitos	mulțumesc	kiitos	mulțumi	N;NOM;SG	V;IND;PL;3;PRS;FIN
välittömästi	instant	välittömästi	instant	ADV	
ray	ray	ray	ray	PROPN;NOM;SG	PROPN
dollarin	dolarul	dollari	dolar	N;GEN;SG	N;DEF;MASC;SG
järjesti	aranjată	järjestää	aranja	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
järjesti	aranjate	järjestää	aranja	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
järjesti	aranjat	järjestää	aranja	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
löytyi	găsită	löytyä	găsi	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
löytyi	găsite	löytyä	găsi	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
löytyi	găsit	löytyä	găsi	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
portugalin	portughez	portugali	portughez	N;GEN;SG	ADJ;INDF;MASC;SG
portugalin	portugheza	portugali	portugheza	N;GEN;SG	N;DEF;FEM;SG
portugalin	portugheză	portugali	portugheză	N;GEN;SG	N;INDF;FEM;SG
portugalin	portugalia	portugali	portugalia	N;GEN;SG	PROPN
vallankumouksen	revoluție	vallan#kumous	revoluție	N;GEN;SG	N;INDF;FEM;SG
vallankumouksen	revolutia	vallan#kumous	revolutie	N;GEN;SG	N;DEF;FEM;SG
vallankumouksen	revoluția	vallan#kumous	revoluție	N;GEN;SG	N;DEF;FEM;SG
vallankumouksen	revolutie	vallan#kumous	revolutie	N;GEN;SG	N;INDF;FEM;SG
yläpuolella	deasupra	yläpuolella	deasupra	ADV	ADP;GEN
egyptin	egipt	egypti	egipt	N;GEN;SG	PROPN
egyptin	egiptul	egypti	egipt	N;GEN;SG	N;DEF;MASC;SG
egyptin	egipteană	egypti	egiptean	N;GEN;SG	ADJ;INDF;FEM;SG
egyptin	egiptean	egypti	egiptean	N;GEN;SG	ADJ;INDF;MASC;SG
egyptin	egiptene	egypti	egipten	N;GEN;SG	ADJ;INDF;FEM;PL
artisti	artistă	artisti	artistă	N;NOM;SG	N;INDF;FEM;SG
artisti	artista	artisti	artista	N;NOM;SG	N;DEF;FEM;SG
artisti	artistul	artisti	artist	N;NOM;SG	N;DEF;MASC;SG
historiallinen	istorică	historiallinen	istoric	ADJ;NOM;SG	ADJ;INDF;FEM;SG
historiallinen	istorice	historiallinen	istoric	ADJ;NOM;SG	ADJ;INDF;FEM;PL
historiallinen	istorică	historiallinen	istoric	ADJ;NOM;SG	ADJ;INDF;FEM;SG
lähettää	trimiterea	lähettää	trimitere	V;SG;NFIN;ACT	N;DEF;FEM;SG
lähettää	trimit	lähettää	trimite	V;SG;NFIN;ACT	V;IND;PL;3;PRS;FIN
basisti	basistul	basisti	basist	N;NOM;SG	N;DEF;MASC;SG
käyttäen	folosirea	käyttää	folosire	V;INS;SG;NFIN;ACT	N;DEF;FEM;SG
käyttäen	utilizarea	käyttää	utilizare	V;INS;SG;NFIN;ACT	N;DEF;FEM;SG
tapahtuma	tranzacția	tapahtuma	tranzacție	N;NOM;SG	N;DEF;FEM;SG
tapahtuma	tranzacție	tapahtuma	tranzacție	N;NOM;SG	N;INDF;FEM;SG
tapahtuma	evenimentul	tapahtuma	eveniment	N;NOM;SG	N;DEF;MASC;SG
google	google	google	google	N;NOM;SG	
tyyppi	tipul	tyyppi	tip	N;NOM;SG	N;DEF;MASC;SG
tyyppi	tastează	tyyppi	tasta	N;NOM;SG	V;IND;3;PRS;FIN
tuomas	toma	tuomas	toma	N;NOM;SG	PROPN
tuomas	thomas	tuomas	thomas	N;NOM;SG	PROPN
moskova	moscova	moskova	moscova	N;NOM;SG	PROPN
moskova	moscovei	moskova	moscovă	N;NOM;SG	PROPN;DEF;FEM;SG
runoja	poemele	runo	poem	N;PRT;PL	N;DEF;FEM;PL
runoja	poeziile	runo	poezie	N;PRT;PL	N;DEF;FEM;PL
runoja	poezia	runo	poezie	N;PRT;PL	N;DEF;FEM;SG
runoja	poezie	runo	poezie	N;PRT;PL	N;INDF;FEM;SG
tonnia	tone	tonni	tonă	N;PRT;SG	N;INDF;FEM;PL
tonnia	tone	tonni	tonă	N;PRT;SG	N;INDF;FEM;PL
tonnia	tona	tonni	tonă	N;PRT;SG	N;DEF;FEM;SG
tonnia	tonă	tonni	tonă	N;PRT;SG	N;INDF;FEM;SG
tonnia	tone	tonni	tonă	N;PRT;SG	N;INDF;FEM;PL
lake	lacul	lake	lac		N;DEF;MASC;SG
lake	lake	lake	lakă		PROPN
lake	lac	lake	lac		N;INDF;MASC;SG
street	strada	street	stradă	N;NOM;SG	N;DEF;FEM;SG
street	stradă	street	stradă	N;NOM;SG	N;INDF;FEM;SG
jackson	jackson	jackso	jackson		PROPN
linkki	legătura	linkki	legătură	N;NOM;SG	N;DEF;FEM;SG
linkki	legătură	linkki	legătură	N;NOM;SG	N;INDF;FEM;SG
linkki	linkul	linkki	link	N;NOM;SG	N;DEF;MASC;SG
saarelle	insulă	saari	insulă	N;AT+ALL;SG	N;INDF;FEM;SG
saarelle	insula	saari	insulă	N;AT+ALL;SG	N;DEF;FEM;SG
tuloksena	rezultatul	tulos	rezultat	N;FRML;SG	N;DEF;MASC;SG
liettuan	lituaniană	liettu	lituanian	N;GEN;SG	ADJ;INDF;FEM;SG
liettuan	lituaniei	liettu	lituanie	N;GEN;SG	PROPN;DEF;FEM;SG
liettuan	lituania	liettu	lituanie	N;GEN;SG	PROPN
huomioon	contul	huomio	cont	N;IN+ALL;SG	N;DEF;MASC;SG
kehittää	dezvoltă	kehittää	dezvolta	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
kehittää	dezvolta	kehittää	dezvolta	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
kehittää	dezvoltă	kehittää	dezvolta	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
kehittää	dezvoltarea	kehittää	dezvoltare	V;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
pienet	mic	pieni	mic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
pienet	mică	pieni	mic	ADJ;NOM;PL	ADJ;INDF;FEM;SG
pienet	micii	pieni	mic	ADJ;NOM;PL	N;DEF;MASC;PL
museon	muzeul	museo	muzeu	N;GEN;SG	N;DEF;MASC;SG
pariisi	paris	pariisi	paris	N;NOM;SG	PROPN
pariisi	parisul	pariisi	paris	N;NOM;SG	N;DEF;MASC;SG
kirkossa	biserica	kirkko	biserică	N;IN+ESS;SG	N;DEF;FEM;SG
kirkossa	biserică	kirkko	biserică	N;IN+ESS;SG	N;INDF;FEM;SG
anne	anne	antaa	anne	N;NOM;SG	PROPN
