szczegółowe	podrobně	szczegółowy	podrobně	ADJ;NOM;NEUT;SG	ADV;POS
działki	děj	działka	děj	N;ACC;FEM;PL	N;INAN;NOM;MASC;SG;POS
działki	spiknutí	działka	spiknutí	N;ACC;FEM;PL	N;NOM;NEUT;SG;POS
krajowym	domácí	krajowy	domácí	ADJ;INS;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
nazwane	pojmenoval	nazwać	pojmenovat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
autorskie	copyright	autorski	copyright	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
parafie	farností	paraf	farnost	N;NOM;FEM;PL	N;INS;FEM;SG;POS
gilbert	gilbert	gilbert	gilbert	N;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
równanie	rovnici	równać	rovnice	N;NOM;NEUT;SG	N;ACC;FEM;SG;POS
davisa	davis	davisa	davis		PROPN;ANIM;NOM;MASC;SG;POS
davisa	davisová	davisa	davisový		ADJ;NOM;FEM;SG;POS
rzekomo	údajně	rzekomo	údajně	N;DAT;FEM;PL	ADV;POS
więzień	zajatec	więzienie	zajatec	N;GEN;NEUT;PL	N;ANIM;NOM;MASC;SG;POS
więzień	vězeň	więzienie	vězeň	N;GEN;NEUT;PL	N;ANIM;NOM;MASC;SG;POS
więzień	vězeň	więzienie	vězeň	N;GEN;NEUT;PL	N;ANIM;NOM;MASC;SG;POS
więzień	věznice	więzienie	věznice	N;GEN;NEUT;PL	N;NOM;FEM;SG;POS
poinformował	informovaný	poinformować	informovaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS
poinformował	informováni	poinformować	informovaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
poinformował	informován	poinformować	informovaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
telefon	telefonní	telefon	telefonní	N;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
telefon	telefonní	telefon	telefonní	N;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
jasno	bystrá	jasno	bystrý	ADV	ADJ;NOM;FEM;SG;POS
kuba	kubu	kuba	kub	PROPN;NOM;MASC;SG	PROPN;ACC;FEM;SG;POS
kuba	kuby	kuba	kub	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
kuba	kuba	kuba	kuba	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
utc	utc	utco	utc		N;MASC;POS
felix	felixe	felix	felixe	PROPN;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
felix	felix	felix	felix	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
franka	frank	franek	frank		N;INAN;NOM;MASC;SG;POS
franka	franka	franek	franka		N;ANIM;ACC;MASC;SG;POS
franka	franku	franek	frank		N;INAN;GEN;MASC;SG;POS
dachau	dachau	dachau	dacha	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
przemiany	proměna	przemiać	proměna	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
przemiany	přeměna	przemiać	přeměna	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
przemiany	transformace	przemiać	transformace	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
przemiany	proměny	przemiać	proměna	N;ACC;FEM;SG	N;NOM;FEM;PL;POS
gerard	gérard	gerard	gérard	N;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
gerard	gerard	gerard	gerard	N;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
wyrzutni	spouštěč	wyrzutniać	spouštěč	V;IPFV;IND;SG;FIN;ACT	N;INAN;NOM;MASC;SG;POS
wyrzutni	spouštění	wyrzutniać	spouštění	V;IPFV;IND;SG;FIN;ACT	N;NOM;NEUT;SG;POS
turynie	turín	turyn	turín	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
recenzji	recenze	recenzja	recenze	V;IPFV;IND;SG;2;FIN;ACT	N;NOM;FEM;SG;POS
pastor	pastore	pastor	pastore	N;NOM;MASC;SG	N;ANIM;NOM;MASC;PL;POS
pastor	pastora	pastor	pastor	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
urban	městský	urbany	městský		ADJ;INAN;NOM;MASC;SG;POS
urban	městská	urbany	městský		ADJ;NOM;FEM;SG;POS
urban	městské	urbany	městský		ADJ;NOM;FEM;SG;POS
zaatakował	napaden	zaatakować	napadený	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
zaatakował	napadena	zaatakować	napadený	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
zaatakował	napaden	zaatakować	napadený	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
zaatakował	napadena	zaatakować	napadený	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
zaatakował	napadli	zaatakować	napadnout	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
turystyczna	turistické	turystyczny	turistický	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
turystyczna	turista	turystyczny	turista	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
symboli	symbolů	symbolia	symbol		N;INAN;GEN;MASC;PL;POS
symboli	symboly	symbolia	symbol		N;INAN;NOM;MASC;PL;POS
podania	žádosti	podać	žádost	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;FEM;PL;POS
podania	aplikace	podać	aplikace	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;POS
podania	přihlášky	podać	přihláška	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;FEM;PL;POS
zabił	zabiti	zabić	zabitý	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
zabił	zabitý	zabić	zabitý	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS
zabił	zabita	zabić	zabitý	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
zabił	zabit	zabić	zabitý	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
rzeczywistość	reality	rzeczywistość	realita	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
korporacji	korporace	korporacja	korporace	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
korporacji	korporace	korporacja	korporace	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
korporacji	corporation	korporacja	corporation	N;GEN;FEM;SG	N;NOM;MASC;SG;POS
ludzkości	lidstvo	ludzkość	lidstvo	N;GEN;FEM;SG	N;NOM;NEUT;SG;POS
ludzkości	lidskost	ludzkość	lidskost	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
ludzkości	lidskosti	ludzkość	lidskost	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
ludzkości	lidstvo	ludzkość	lidstvo	N;GEN;FEM;SG	N;NOM;NEUT;SG;POS
twierdza	pevnost	twierdzać	pevnost		N;NOM;FEM;SG;POS
twierdza	pevnosti	twierdzać	pevnost		N;NOM;FEM;SG;POS
obserwacje	pozorování	obserwacja	pozorování	N;NOM;FEM;PL	N;NOM;NEUT;SG;POS
obserwacje	pozorování	obserwacja	pozorování	N;NOM;FEM;PL	N;NOM;NEUT;SG;POS
obserwacje	pozorovací	obserwacja	pozorovací	N;NOM;FEM;PL	ADJ;NOM;MASC;SG;POS
obserwacje	postřeh	obserwacja	postřeh	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
satelity	satelity	satelita	satelit	N;ACC;FEM;PL	N;INAN;NOM;MASC;PL;POS
satelity	družice	satelita	družice	N;ACC;FEM;PL	N;NOM;FEM;PL;POS
satelity	družice	satelita	družice	N;ACC;FEM;PL	N;NOM;FEM;PL;POS
satelity	satelitní	satelita	satelitní	N;ACC;FEM;PL	ADJ;NOM;MASC;SG;POS
satelity	satelit	satelita	satelit	N;ACC;FEM;PL	N;INAN;NOM;MASC;SG;POS
szyi	krk	szyi	krk		N;INAN;NOM;MASC;SG;POS
szyi	šíje	szyi	šíje		N;NOM;FEM;SG;POS
szyi	krku	szyi	krk		N;INAN;GEN;MASC;SG;POS
młodzi	mladá	młody	mladý	N;NOM;MASC;PL	ADJ;NOM;FEM;SG;POS
młodzi	mladé	młody	mladý	N;NOM;MASC;PL	ADJ;NOM;MASC;PL;POS
młodzi	mladý	młody	mladý	N;NOM;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
młodzi	young	młody	young	N;NOM;MASC;PL	PROPN;ANIM;NOM;MASC;SG;POS
młodzi	mladí	młody	mladý	N;NOM;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
akademickich	akademické	akademicki	akademický	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG;POS
akademickich	akademický	akademicki	akademický	ADJ;GEN;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS
stalina	stalin	stalina	stalina		N;ANIM;NOM;MASC;SG;POS
borys	boris	borys	boris	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
uznana	poznal	uznać	poznat	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
uznana	uznána	uznać	uznaný	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
tożsamość	totožnost	tożsamość	totožnost	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
tożsamość	identity	tożsamość	identita	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
tożsamość	identita	tożsamość	identita	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
machine	přístroj	machina	přístroj		N;INAN;NOM;MASC;SG;POS
machine	stroj	machina	stroj		N;INAN;NOM;MASC;SG;POS
składników	ingredience	składnik	ingredience	N;GEN;MASC;PL	N;NOM;FEM;PL;POS
składników	přísady	składnik	přísada	N;GEN;MASC;PL	N;NOM;FEM;PL;POS
sławy	celebrity	sława	celebrita		N;NOM;FEM;PL;POS
sławy	celebrit	sława	celebrita		N;GEN;FEM;PL;POS
sławy	sláva	sława	sláva		N;NOM;FEM;SG;POS
sławy	slávy	sława	sláva		N;NOM;FEM;PL;POS
sławy	slávu	sława	sláva		N;ACC;FEM;SG;POS
wykonawcy	umělců	wykonawca	umělec	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
wykonawcy	umělce	wykonawca	umělec	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
wykonawcy	stavitel	wykonawca	stavitel	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG;POS
wykonawcy	dodavatel	wykonawca	dodavatel	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG;POS
zaliczony	počítal	zaliczyć	počítat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
beta	beta	bet	beta		N;NOM;FEM;SG;POS
rodríguez	rodriguez	rodríguez	rodriguez	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
rodríguez	rodríguez	rodríguez	rodríguez	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
zysk	zisku	zysk	zisk	N;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
zysk	zisky	zysk	zisk	N;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
ring	kroužek	ring	kroužka		N;INAN;NOM;MASC;SG;POS
ring	ring	ring	ring		PROPN;NOM;MASC;SG;POS
ring	prsten	ring	prsten		N;INAN;NOM;MASC;SG;POS
ring	prstýnek	ring	prstýnek		N;INAN;NOM;MASC;SG;POS
instruktor	instruktora	instruktor	instruktor	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
iata	iata	iato	iata		PROPN;MASC;POS
ludzkie	člověk	ludzki	člověk	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG;POS
resztki	zbytky	resztka	zbytek	N;ACC;FEM;PL	N;INAN;NOM;MASC;PL;POS
zagrożony	ohrožené	zagrożyć	ohrožený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
zagrożony	ohrožení	zagrożyć	ohrožení	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;NEUT;SG;POS
zagrożony	vyhrožoval	zagrożyć	vyhrožovat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
zagrożony	vyhrožovali	zagrożyć	vyhrožovat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
martínez	martínez	martrnez	martínez	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
dzieciństwa	malička	dzieciństwo	malička	N;GEN;NEUT;SG	N;NOM;FEM;SG;POS
dzieciństwa	dětství	dzieciństwo	dětství	N;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
portów	přístavy	port	přístav	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
nicholas	nicholas	nicholas	nicholas	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
mateusza	matthew	mateusz	matthew	N;ACC;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
mateusza	matěj	mateusz	matěj	N;ACC;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
punk	punk	punk	punk		N;INAN;NOM;MASC;SG;POS
specjalistów	odborníci	specjalista	odborník	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
specjalistów	profesionálové	specjalista	profesionál	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
specjalistów	odborníci	specjalista	odborník	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
spencer	spencer	spencer	spencer	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
spencer	spencera	spencer	spencer	PROPN;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
wiatru	vítr	wiatr	vítr	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
wiatru	větru	wiatr	vítr	N;GEN;MASC;SG	N;INAN;DAT;MASC;SG;POS
syberii	sibiř	syberia	sibiř	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
romuald	romuald	romuald	romualda	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
przedstawiciela	zástupce	przedstawiciel	zástupce	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
przedstawiciela	představitel	przedstawiciel	představitel	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
przedstawiciela	reprezentativní	przedstawiciel	reprezentativní	N;ACC;MASC;SG	ADJ;NOM;MASC;SG;POS
piwo	pivní	piwo	pivní	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
piwo	piv	piwo	pivo	N;NOM;NEUT;SG	N;GEN;FEM;PL;POS
kultur	kultury	kultur	kultura		N;NOM;FEM;SG;POS
kultur	kultur	kultur	kultura		N;GEN;FEM;PL;POS
willi	willi	willa	willi	N;GEN;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
willi	vily	willa	vila	N;GEN;FEM;SG	N;NOM;FEM;PL;POS
katastrof	katastrofy	katastrofa	katastrofa	N;GEN;FEM;PL	N;NOM;FEM;PL;POS
katastrof	pohromy	katastrofa	pohroma	N;GEN;FEM;PL	N;NOM;FEM;PL;POS
katastrof	katastrofy	katastrofa	katastrofa	N;GEN;FEM;PL	N;NOM;FEM;PL;POS
komenda	příkaz	komenda	příkaz		N;INAN;NOM;MASC;SG;POS
komenda	velitelství	komenda	velitelství		N;NOM;NEUT;SG;POS
komenda	velení	komenda	velení		N;NOM;NEUT;SG;POS
atlantic	atlantic	atlantic	atlantic		PROPN;NOM;MASC;SG;POS
atlantic	atlantik	atlantic	atlantik		N;INAN;NOM;MASC;SG;POS
uni	uni	unia	uni		PROPN;INAN;NOM;MASC;SG;POS
pokonać	beat	pokonać	beat	V;PFV;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
pokonać	překonání	pokonać	překonání	V;PFV;NFIN;ACT	N;NOM;NEUT;SG;POS
pokonać	porážka	pokonać	porážka	V;PFV;NFIN;ACT	N;NOM;FEM;SG;POS
age	stáří	age	stáří		N;NOM;NEUT;SG;POS
age	věk	age	věk		N;INAN;NOM;MASC;SG;POS
age	věku	age	věk		N;INAN;GEN;MASC;SG;POS
urzędnicy	úředníků	urzędnik	úředník	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
panorama	panorama	panoram	panorama	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
gitarze	kytara	gitarz	kytara	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;FEM;SG;POS
gitarze	kytaru	gitarz	kytara	V;IPFV;IND;SG;PRS;FIN;ACT	N;ACC;FEM;SG;POS
karne	sankce	karny	sankce	N;NOM;MASC;SG	N;NOM;FEM;PL;POS
karne	trestní	karny	trestní	N;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
dole	spodní	dół	spodní	V;PFV;IND;SG;PRS;FIN;ACT	ADJ;NOM;MASC;SG;POS
dole	dno	dół	dno	V;PFV;IND;SG;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
dole	spodek	dół	spodek	V;PFV;IND;SG;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
dole	dně	dół	dno	V;PFV;IND;SG;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
marsa	marsu	marsa	marsu		N;INAN;NOM;MASC;SG;POS
marsa	mars	marsa	mars		N;INAN;NOM;MASC;SG;POS
podpis	titulek	podpis	titulek	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
podpis	popisek	podpis	popisek	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
podpis	podpis	podpis	podpis	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
znajomości	spoje	znajomość	spoj	N;GEN;FEM;SG	N;INAN;NOM;MASC;PL;POS
znajomości	spojení	znajomość	spojení	N;GEN;FEM;SG	N;NOM;NEUT;SG;POS
nigerii	nigerijské	nigeria	nigerijský		ADJ;NOM;FEM;SG;POS
nigerii	nigérie	nigeria	nigérie		PROPN;NOM;FEM;SG;POS
potencjał	potenciál	potencjać	potenciál	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
potencjał	potenciální	potencjać	potenciální	N;ACC;MASC;SG	ADJ;NOM;MASC;SG;POS
włoskie	itálie	włoski	itálie	ADJ;NOM;NEUT;SG	PROPN;NOM;FEM;SG;POS
włoskie	italsky	włoski	italsky	ADJ;NOM;NEUT;SG	ADV;POS
xbox	xbox	xbox	xbox		N;MASC;SG;POS
wirginia	virginie	wirginia	virginie		N;NOM;FEM;SG;POS
wirginia	virginia	wirginia	virginium		PROPN;NOM;FEM;SG;POS
wirginia	virginii	wirginia	virginie		PROPN;ACC;FEM;SG;POS
dick	dick	dick	dick	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
dick	kokot	dick	kokotit	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
konie	koně	koń	kůň	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
konie	koní	koń	kůň	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
konie	kůň	koń	kůň	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG;POS
konie	koně	koń	kůň	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
konie	koni	koń	kůň	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG;POS
agresji	agrese	agresja	agrese	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
agresji	agresi	agresja	agrese	N;GEN;FEM;SG	N;ACC;FEM;SG;POS
kiss	pusa	kiss	pusa		N;NOM;FEM;SG;POS
kiss	pusu	kiss	pus		N;ACC;FEM;SG;POS
kiss	kiss	kiss	kiss		PROPN;MASC;SG;POS
kiss	polibek	kiss	polibek		N;INAN;NOM;MASC;SG;POS
rezerw	rezervy	rezerw	rezerva		N;NOM;FEM;PL;POS
kolejność	objednat	kolejność	objednat	N;NOM;FEM;SG	V;PFV;POS;NFIN
imigrantów	přistěhovalci	imigrant	přistěhovalec	N;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
pogrzeb	pohřební	pogrzeb	pohřební	N;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
angelo	angelo	angelo	angelo		PROPN;ANIM;NOM;MASC;SG;POS
mostów	mosty	most	most	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
petra	petro	petr	petro	PROPN;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
petra	petra	petr	petra	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
bułgaria	bulharsko	bułgarium	bulharský	N;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
straße	straße	stras	strae	INTJ	PROPN;MASC;SG;POS
kopia	kopírovat	kopia	kopírovat	N;NOM;FEM;SG	V;IPFV;POS;NFIN
kopia	kopie	kopia	kopie	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
kopia	zkopírovat	kopia	zkopírovat	N;NOM;FEM;SG	V;PFV;POS;NFIN
bogate	bohatí	bogaty	bohatý	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;PL;POS
bogate	rich	bogaty	rich	ADJ;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
odziedziczył	zdědila	odziedziczyć	zdědit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;POS;PST;V.PTCP;ACT
delegacji	delegace	delegacja	delegace	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
delegacji	delegaci	delegacja	delegace	N;GEN;FEM;SG	N;ACC;FEM;SG;POS
delegacji	pověření	delegacja	pověření	N;GEN;FEM;SG	N;NOM;NEUT;SG;POS
delegacji	delegace	delegacja	delegace	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
delegacji	delegací	delegacja	delegace	N;GEN;FEM;SG	N;INS;FEM;SG;POS
ems	ems	ems	ems		N;INAN;MASC;POS
chelsea	chelsea	chelsie	chelsea		PROPN;FEM;POS
wątek	nitě	wątek	nit	N;ACC;MASC;SG	N;NOM;FEM;PL;POS
wątek	vlákno	wątek	vlákno	N;ACC;MASC;SG	N;NOM;NEUT;SG;POS
wątek	nit	wątek	nit	N;ACC;MASC;SG	N;NOM;FEM;SG;POS
związani	vázané	związać	vázaný	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG;POS
nigdzie	nikam	nigdzie	nikam		ADV
nigdzie	nikde	nigdzie	nikde		ADV
kowalczyk	kowalczyková	kowalczyk	kowalczykový	PROPN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
amerykanów	američané	amerykanin	američan	N;GEN;MASC;PL	PROPN;ANIM;NOM;MASC;PL;POS
amerykanów	američani	amerykanin	američan	N;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
amerykanów	američany	amerykanin	američan	N;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
dowolny	freestyle	dowolny	freestyle	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;POS
dowolny	jakékoliv	dowolny	jakýkoliv	ADJ;NOM;MASC;SG	DET;NOM;NEUT;PL
dowolny	jakýkoliv	dowolny	jakýkoliv	ADJ;NOM;MASC;SG	DET;NOM;MASC;SG
dowolny	jakoukoli	dowolny	jakýkoliv	ADJ;NOM;MASC;SG	DET;ACC;FEM;SG
dowolny	jakoukoliv	dowolny	jakýkoliv	ADJ;NOM;MASC;SG	DET;ACC;FEM;SG
dowolny	jakékoli	dowolny	jakýkoliv	ADJ;NOM;MASC;SG	DET;NOM;NEUT;PL
alfons	alfonso	alfons	alfonso	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
alfons	pasák	alfons	pasák	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
właściwy	příslušné	właściwy	příslušný	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
amerykanin	american	amerykanin	american	N;NOM;MASC;SG	PROPN;MASC;SG;POS
amerykanin	americká	amerykanin	americký	N;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
amerykanin	americké	amerykanin	americký	N;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
amerykanin	americký	amerykanin	americký	N;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
bordeaux	bordeaux	bordeaux	bordeaux	N;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
teorie	teorie	teoria	teorie	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
teorie	teorii	teoria	teorie	N;NOM;FEM;PL	N;ACC;FEM;SG;POS
teorie	teorie	teoria	teorie	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
hierarchii	hierarchii	hierarchia	hierarchie	N;GEN;FEM;SG	N;ACC;FEM;SG;POS
hierarchii	hierarchie	hierarchia	hierarchie	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
centralne	centrála	centralny	centrála	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;POS
porsche	porsche	porscha	porsche		PROPN;INAN;MASC;POS
emilia	emilia	emilia	emilium	PROPN;NOM;FEM;SG	N;NOM;FEM;SG;POS
emilia	emilie	emilia	emilie	PROPN;NOM;FEM;SG	N;NOM;FEM;SG;POS
powiązane	související	powiązać	související	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
powiązane	připojené	powiązać	připojený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
powiązane	spojené	powiązać	spojený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
powiązane	propojené	powiązać	propojený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
powiązane	související	powiązać	související	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
bolszewików	bolševici	bolszewik	bolševik	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
milion	milion	milion	milión		N;INAN;NOM;MASC;SG;POS
milion	milionů	milion	milión		N;INAN;GEN;MASC;PL;POS
milion	miliony	milion	milión		N;INAN;NOM;MASC;PL;POS
milion	milionu	milion	milión		N;INAN;GEN;MASC;SG;POS
powierzono	pověřené	powierzyć	pověřený	V;PFV;IND;0;PST;FIN;ACT	ADJ;NOM;NEUT;PL;POS
powierzono	pověřený	powierzyć	pověřený	V;PFV;IND;0;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS
etiopii	etiopie	etiopia	etiopie		PROPN;NOM;FEM;SG;POS
etiopii	etiopské	etiopia	etiopský		ADJ;NOM;MASC;SG;POS
doświadczeń	zkušenosti	doświadczenie	zkušenost	N;GEN;NEUT;PL	N;NOM;FEM;PL;POS
