категория	kategori	категория	kategori	N;INAN;NOM;FEM;SG	PROPN;SG
тела	tubuh	тело	tubuh	N;INAN;NOM;NEUT;PL	N;SG
тела	badan	тело	badan	N;INAN;NOM;NEUT;PL	N;SG
тела	badan	тело	badan	N;INAN;NOM;NEUT;PL	N;SG
тела	jenazah	тело	jenazah	N;INAN;NOM;NEUT;PL	N;SG
тела	tubuh	тело	tubuh	N;INAN;NOM;NEUT;PL	N;SG
общество	society	общество	society	N;INAN;NOM;NEUT;SG	PROPN
явно	jelas	явно	jelas	ADV	ADJ;SG
лично	pribadi	лично	pribadi	ADV	ADJ;SG
вида	vida	вид	vida	N;INAN;GEN;MASC;SG	PROPN
польши	polandia	польша	polandia	N;INAN;NOM;FEM;SG	PROPN;SG
польши	polish	польша	polish	N;INAN;NOM;FEM;SG	PROPN
польши	polandia	польша	polandia	N;INAN;NOM;FEM;SG	PROPN;SG
вероятно	kemungkinan	вероятно	kemungkinan	ADV	N;SG
часов	jam	час	jam	N;INAN;GEN;MASC;PL	N;SG
виды	spesies	вид	spesies	N;INAN;NOM;MASC;PL	N;SG
виды	jenis	вид	jenis	N;INAN;NOM;MASC;PL	N;SG
виды	tipe	вид	tipe	N;INAN;NOM;MASC;PL	N;SG
первоначально	aslinya	первоначально	asli	ADV	N;SG
исследований	studi	исследование	studi	N;INAN;GEN;NEUT;PL	N;SG
исследований	riset	исследование	riset	N;INAN;GEN;NEUT;PL	N;SG
исследований	penelitian	исследование	pentelitian	N;INAN;GEN;NEUT;PL	N;SG
начиная	dimulai	начинать	dimulai	V;IPFV;PRS;V.CVB;ACT	V;SG;PASS
начиная	starting	начинать	starting	V;IPFV;PRS;V.CVB;ACT	PROPN
номинации	nominasi	номинация	nominasi	N;INAN;NOM;FEM;PL	N;SG
пожалуйста	harap	пожалуйста	harap	ADV	
пожалуйста	tolong	пожалуйста	tolong	ADV	
пожалуйста	silakan	пожалуйста	silakan	ADV	
пожалуйста	silahkan	пожалуйста	silahkan	ADV	
петрович	petrovich	петрович	petrovich	N;ANIM;NOM;MASC;SG	PROPN
международный	international	международный	international	ADJ;NOM;MASC;SG	N
международный	mancanegara	международный	mancanegara	ADJ;NOM;MASC;SG	N
называется	disebut	называться	disebut	V;IPFV;IND;SG;3;PRS;FIN;MID	V;SG;PASS
называется	dipanggil	называться	dipanggil	V;IPFV;IND;SG;3;PRS;FIN;MID	V;SG;PASS
происхождения	origin	происхождение	origin	N;INAN;NOM;NEUT;SG	PROPN
сами	sami	сам	sami	ADJ;NOM;PL	PROPN
взгляд	menatap	взгляд	mentatap	N;INAN;NOM;MASC;SG	;ACT
взгляд	tatap	взгляд	tatap	N;INAN;NOM;MASC;SG	PROPN;SG
памяти	memory	память	memory	N;INAN;GEN;FEM;SG	PROPN
нарушение	melanggar	нарушение	menlanggar	N;INAN;NOM;NEUT;SG	V;SG;ACT
куда	mana	куда	mana	ADV	ADP;SG
сделал	made	делать	made	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
сделал	dibuat	делать	dibuat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;SG;PASS
анатолий	anatoliy	анатолий	anatoliy	N;ANIM;NOM;MASC;SG	PROPN
анатолий	anatoli	анатолий	anatoli	N;ANIM;NOM;MASC;SG	PROPN
анатолий	anatoly	анатолий	anatoly	N;ANIM;NOM;MASC;SG	PROPN
средний	middle	средний	middle	ADJ;NOM;MASC;SG	PROPN
средний	pertengahan	средний	pertengahan	ADJ;NOM;MASC;SG	N;SG
средний	tengah	средний	tengah	ADJ;NOM;MASC;SG	PROPN;SG
средний	medium	средний	medium	ADJ;NOM;MASC;SG	N
средний	sedang	средний	sedang	ADJ;NOM;MASC;SG	ADV
средний	menengah	средний	menengah	ADJ;NOM;MASC;SG	N;SG
мастер	wizard	мастер	wizard	N;ANIM;NOM;MASC;SG	PROPN
мастер	master	мастер	master	N;ANIM;NOM;MASC;SG	PROPN
факты	fakta	факт	fakta	N;INAN;NOM;MASC;PL	N;SG
русская	russian	русский	russian	ADJ;NOM;FEM;SG	PROPN
русская	rusia	русский	rusia	ADJ;NOM;FEM;SG	PROPN
бассейн	pool	бассейн	pool	N;INAN;NOM;MASC;SG	PROPN
писатели	penulis	писатель	pentulis	N;ANIM;NOM;MASC;PL	N;SG
игорь	igor	игорь	igor	N;ANIM;NOM;MASC;SG	PROPN
оба	berdua	оба	berdua	NUM;NOM;MASC	
оба	keduanya	оба	kedua	NUM;NOM;MASC	N
значительно	signifikan	значительно	signifikan	ADV	ADJ;SG
средства	dana	средства	dana	N;INAN;NOM;NEUT;PL	N;SG
материалы	isi	материал	isi	N;INAN;NOM;MASC;PL	N;SG
материалы	konten	материал	konten	N;INAN;NOM;MASC;PL	N;SG
материалы	bahan	материал	bahan	N;INAN;NOM;MASC;PL	N;SG
материалы	materi	материал	materi	N;INAN;NOM;MASC;PL	N;SG
материалы	material	материал	material	N;INAN;NOM;MASC;PL	N;SG
материалы	bahan	материал	bahan	N;INAN;NOM;MASC;PL	N;SG
материалы	materi	материал	materi	N;INAN;NOM;MASC;PL	N;SG
материалы	material	материал	material	N;INAN;NOM;MASC;PL	N;SG
приток	inflow	приток	inflow	N;INAN;NOM;MASC;SG	PROPN
объектов	obyek	объект	obyek	N;INAN;GEN;MASC;PL	N;SG
объектов	objek	объект	objek	N;INAN;GEN;MASC;PL	N;SG
объектов	benda	объект	benda	N;INAN;GEN;MASC;PL	N;SG
сегодня	tonight	сегодня	tonight	ADV	PROPN
сегодня	today	сегодня	today	ADV	PROPN
солдат	soldier	солдат	soldier	N;ANIM;NOM;MASC;SG	PROPN
линия	garis	линия	garis	N;INAN;NOM;FEM;SG	PROPN;SG
официально	formal	официально	formal	ADV	ADJ
научная	scientific	научный	scientific	ADJ;NOM;FEM;SG	PROPN
советская	soviet	советский	soviet	ADJ;NOM;FEM;SG	PROPN
власть	power	власть	power	N;INAN;NOM;FEM;SG	PROPN
славы	ketenaran	слава	ketenaran	N;INAN;NOM;FEM;PL	N;SG
славы	fame	слава	fame	N;INAN;NOM;FEM;PL	PROPN
анна	anne	анна	anne	N;ANIM;NOM;FEM;SG	PROPN
анна	anna	анна	anna	N;ANIM;NOM;FEM;SG	PROPN
команд	perintah	команда	perintah	N;INAN;GEN;FEM;PL	N;SG
разные	beda	разный	beda	ADJ;NOM;PL	ADJ;SG
разные	berbeda	разный	berbeda	ADJ;NOM;PL	V;SG;ACT
умершие	almarhum	умереть	almarhum	V;PFV;NOM;PL;PST;V.PTCP;ACT	N
умершие	wafat	умереть	wafat	V;PFV;NOM;PL;PST;V.PTCP;ACT	N
умершие	meninggal	умереть	mentinggal	V;PFV;NOM;PL;PST;V.PTCP;ACT	V;SG;ACT
умершие	kematian	умереть	kematian	V;PFV;NOM;PL;PST;V.PTCP;ACT	N;SG
месяцев	bulan	месяц	bulan	N;INAN;GEN;MASC;PL	N;SG
растений	tanaman	растение	tanaman	N;INAN;GEN;NEUT;PL	N;SG
растений	plant	растение	plant	N;INAN;GEN;NEUT;PL	PROPN
растений	tumbuhan	растение	tumbuhan	N;INAN;GEN;NEUT;PL	N;SG
слева	kiri	слева	kiri	ADV	N;SG
слева	tersisa	слева	tersisa	ADV	V;SG;PASS
языки	bahasa	язык	bahasa	N;INAN;NOM;MASC;PL	N;SG
раза	raza	раз	raza	N;INAN;GEN;MASC;SG	PROPN
вокал	vocal	вокал	vocal	N;INAN;NOM;MASC;SG	PROPN
стать	menjadi	стать	menjadi	V;PFV;NFIN;MID	V;SG;ACT
комиссии	komisi	комиссия	komisi	N;INAN;NOM;FEM;PL	N;SG
комиссии	komisi	комиссия	komisi	N;INAN;NOM;FEM;PL	N;SG
дорога	road	дорога	road	N;INAN;NOM;FEM;SG	PROPN
принято	taken	принять	taken	V;PFV;NEUT;SG;PST;V.PTCP;PASS	PROPN
принято	adopsi	принять	adopsi	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;SG
принято	mengadopsi	принять	menadopsi	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;SG;ACT
газеты	koran	газета	koran	N;INAN;NOM;FEM;PL	N;SG
газеты	koran	газета	koran	N;INAN;NOM;FEM;PL	N;SG
переулок	lane	переулок	lane	N;INAN;NOM;MASC;SG	PROPN
переулок	alley	переулок	alley	N;INAN;NOM;MASC;SG	PROPN
начали	dimulai	начать	dimulai	V;PFV;IND;PL;PST;FIN;ACT	V;SG;PASS
начали	memulai	начать	menmulai	V;PFV;IND;PL;PST;FIN;ACT	V;SG;ACT
форме	shape	форма	shape	N;INAN;DAT;FEM;SG	PROPN
форме	membentuk	форма	menbentuk	N;INAN;DAT;FEM;SG	V;SG;ACT
форме	form	форма	form	N;INAN;DAT;FEM;SG	PROPN
точно	tepat	точно	tepat	ADV	ADJ;SG
точно	persis	точно	persis	ADV	;SG
точно	tepatnya	точно	tepat	ADV	N;SG
скончался	almarhum	скончаться	almarhum	V;PFV;MASC;IND;SG;PST;FIN;MID	N
скончался	wafat	скончаться	wafat	V;PFV;MASC;IND;SG;PST;FIN;MID	N
скончался	meninggal	скончаться	mentinggal	V;PFV;MASC;IND;SG;PST;FIN;MID	V;SG;ACT
чемпионы	juara	чемпион	juara	N;ANIM;NOM;MASC;PL	N;SG
чемпионы	champs	чемпион	champs	N;ANIM;NOM;MASC;PL	PROPN
упоминается	mention	упоминать	mention	V;IPFV;IND;SG;3;PRS;FIN;PASS	PROPN
упоминается	penyebutan	упоминать	pensebutan	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
упоминается	mentions	упоминать	mentions	V;IPFV;IND;SG;3;PRS;FIN;PASS	PROPN
упоминается	sebutan	упоминать	sebutan	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
итоги	hasil	итог	hasil	N;INAN;NOM;MASC;PL	N;SG
факт	fact	факт	fact	N;INAN;NOM;MASC;SG	PROPN
карьеры	karir	карьера	karir	N;INAN;NOM;FEM;PL	N;SG
карьеры	karier	карьера	karier	N;INAN;NOM;FEM;PL	N;SG
карьеры	berkarir	карьера	berkarir	N;INAN;NOM;FEM;PL	V;SG;ACT
карьеры	karir	карьера	karir	N;INAN;NOM;FEM;PL	N;SG
карьеры	karier	карьера	karier	N;INAN;NOM;FEM;PL	N;SG
константин	constantin	константин	constantin	N;ANIM;NOM;MASC;SG	PROPN
константин	konstantin	константин	konstantin	N;ANIM;NOM;MASC;SG	PROPN
константин	konstantinus	константин	konstantinus	N;ANIM;NOM;MASC;SG	PROPN
константин	constantine	константин	constantine	N;ANIM;NOM;MASC;SG	PROPN
константин	konstantin	константин	konstantin	N;ANIM;NOM;MASC;SG	PROPN
суд	court	суд	court	N;INAN;NOM;MASC;SG	PROPN
основных	major	основной	major	ADJ;GEN;PL	PROPN
основных	mayor	основной	mayor	ADJ;GEN;PL	PROPN
основных	jurusan	основной	jurusan	ADJ;GEN;PL	N;SG
основных	utama	основной	utama	ADJ;GEN;PL	ADJ;SG
морской	marinir	морской	marinir	ADJ;NOM;MASC;SG	N
морской	marine	морской	marine	ADJ;NOM;MASC;SG	PROPN
морской	laut	морской	laut	ADJ;NOM;MASC;SG	N;SG
морской	kelautan	морской	kelautan	ADJ;NOM;MASC;SG	N;SG
морской	maritime	морской	maritime	ADJ;NOM;MASC;SG	PROPN
морской	maritim	морской	maritim	ADJ;NOM;MASC;SG	N
германия	jerman	германий	jerman	N;INAN;NOM;NEUT;SG	PROPN;SG
восток	vostok	восток	vostok	N;INAN;NOM;MASC;SG	PROPN
восток	east	восток	east	N;INAN;NOM;MASC;SG	PROPN
срок	dandi	срок	dandi	N;INAN;NOM;MASC;SG	
помощь	membantu	помощь	menbantu	N;INAN;NOM;FEM;SG	V;SG;ACT
дважды	twice	дважды	twice	ADV	PROPN
постоянно	constant	постоянно	constant	ADV	PROPN
постоянно	konstanta	постоянно	konstanta	ADV	N
постоянно	konstan	постоянно	konstan	ADV	
постоянно	permanen	постоянно	permanen	ADV	ADJ;SG
издания	edisi	издание	edisi	N;INAN;NOM;NEUT;PL	N;SG
позиция	attitude	позиция	attitude	N;INAN;NOM;FEM;SG	PROPN
стороне	side	сторона	side	N;INAN;DAT;FEM;SG	PROPN
передачи	transmisi	передача	transmisi	N;INAN;NOM;FEM;PL	N;SG
передачи	transfer	передача	transfer	N;INAN;NOM;FEM;PL	N;SG
зависимости	dependensi	зависимость	dependensi	N;INAN;NOM;FEM;PL	N;SG
зависимости	dependensi	зависимость	dependensi	N;INAN;NOM;FEM;PL	N;SG
дебютировал	debut	дебютировать	debut	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;SG
дебютировал	debutnya	дебютировать	debut	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;SG
закон	law	закон	law	N;INAN;NOM;MASC;SG	PROPN
сми	media	смотреть	media	N;INAN;NOM;NEUT;PL	N;SG
радио	radio	радио	radio	N;INAN;NOM;NEUT;SG	PROPN;SG
кантон	canton	кантон	canton	N;INAN;NOM;MASC;SG	PROPN
кантон	kanton	кантон	kanton	N;INAN;NOM;MASC;SG	PROPN
иностранных	asing	иностранный	asing	ADJ;GEN;PL	ADJ;SG
иностранных	foreign	иностранный	foreign	ADJ;GEN;PL	PROPN
ответ	jawablah	ответ	jawab	N;INAN;NOM;MASC;SG	V;SG;ACT
ответ	menjawab	ответ	menjawab	N;INAN;NOM;MASC;SG	V;SG;ACT
ответ	balas	ответ	balas	N;INAN;NOM;MASC;SG	V;SG;ACT
ответ	reply	ответ	reply	N;INAN;NOM;MASC;SG	PROPN
ответ	ans	ответ	ans	N;INAN;NOM;MASC;SG	PROPN
цвет	color	цвет	color	N;INAN;NOM;MASC;SG	PROPN
цвет	berwarna	цвет	berwarna	N;INAN;NOM;MASC;SG	V;SG;ACT
цвет	colour	цвет	colour	N;INAN;NOM;MASC;SG	PROPN
систем	sistem	система	sistem	N;INAN;GEN;FEM;PL	N;SG
систем	systems	система	systems	N;INAN;GEN;FEM;PL	PROPN
комплекс	complex	комплекс	complex	N;INAN;NOM;MASC;SG	PROPN
комплекс	rumit	комплекс	rumit	N;INAN;NOM;MASC;SG	ADJ;SG
функции	fungsi	функция	fungsi	N;INAN;NOM;FEM;PL	N;SG
функции	fungsi	функция	fungsi	N;INAN;NOM;FEM;PL	N;SG
функции	fitur	функция	fitur	N;INAN;NOM;FEM;PL	N;SG
состояние	state	состояние	state	N;INAN;NOM;NEUT;SG	PROPN
означает	artinya	означать	arti	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
означает	sarana	означать	sarana	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
общая	common	общий	common	ADJ;NOM;FEM;SG	PROPN
представителей	perwakilan	представитель	perwakilan	N;ANIM;ACC;MASC;PL	N;SG
модели	models	модель	models	N;INAN;NOM;FEM;PL	PROPN
модели	model	модель	model	N;INAN;NOM;FEM;PL	N;SG
модели	model	модель	model	N;INAN;NOM;FEM;PL	N;SG
меньше	kurang	мало	kurang	NUM	ADV;SG
минут	menit	минута	menit	N;INAN;GEN;FEM;PL	N;SG
животных	hewan	животное	hewan	N;ANIM;GEN;NEUT;PL	N;SG
животных	animals	животное	animals	N;ANIM;GEN;NEUT;PL	PROPN
животных	binatang	животное	binatang	N;ANIM;GEN;NEUT;PL	N;SG
сен	seine	сен	seine		PROPN
сен	santo	сен	santo		PROPN
сен	saint	сен	saint		PROPN
создать	buat	создать	buat	V;PFV;NFIN;ACT	
красный	red	красный	red	ADJ;NOM;MASC;SG	PROPN
конец	akhiri	конец	akhiri	N;INAN;NOM;MASC;SG	V;SG;ACT
конец	end	конец	end	N;INAN;NOM;MASC;SG	PROPN
конец	ending	конец	ending	N;INAN;NOM;MASC;SG	PROPN
конец	berakhiran	конец	berakhiran	N;INAN;NOM;MASC;SG	V;SG;ACT
конец	mengakhiri	конец	menakhiri	N;INAN;NOM;MASC;SG	V;SG;ACT
конец	berakhir	конец	berakhir	N;INAN;NOM;MASC;SG	V;SG;ACT
проблема	problem	проблема	problem	N;INAN;NOM;FEM;SG	PROPN
мужчины	jantan	мужчина	jantan	N;ANIM;NOM;MASC;PL	N;SG
мужчины	pria	мужчина	pria	N;ANIM;NOM;MASC;PL	N;SG
мужчины	men	мужчина	men	N;ANIM;NOM;MASC;PL	PROPN
слов	kata	слово	kata	N;INAN;GEN;NEUT;PL	N;SG
бой	battle	бой	battle	N;INAN;NOM;MASC;SG	PROPN
бой	combat	бой	combat	N;INAN;NOM;MASC;SG	PROPN
бой	bertarung	бой	bertarung	N;INAN;NOM;MASC;SG	V;SG;ACT
бой	berkelahi	бой	berkelahi	N;INAN;NOM;MASC;SG	V;SG;ACT
бой	fight	бой	fight	N;INAN;NOM;MASC;SG	PROPN
бой	melawan	бой	menlawan	N;INAN;NOM;MASC;SG	ADP;SG;ACT
бой	berjuang	бой	berjuang	N;INAN;NOM;MASC;SG	V;SG;ACT
написать	tulis	писать	tulis	V;PFV;NFIN;ACT	N;SG;ACT
внутри	inside	внутри	inside	ADV	PROPN
внутри	didalam	внутри	didalam	ADV	ADP;SG;PASS
победу	victory	победа	victory	N;INAN;ACC;FEM;SG	PROPN
роберт	robert	роберт	robert	N;ANIM;NOM;MASC;SG	PROPN
отсутствие	kurangnya	отсутствие	kurang	N;INAN;NOM;NEUT;SG	ADV
австралии	australian	австралия	australian	N;INAN;NOM;FEM;PL	PROPN
австралии	australia	австралия	australia	N;INAN;NOM;FEM;PL	PROPN;SG
австралии	australia	австралия	australia	N;INAN;NOM;FEM;PL	PROPN;SG
император	kaisar	император	kaisar	N;ANIM;NOM;MASC;SG	PROPN;SG
статистика	stat	статистика	stat	N;INAN;NOM;FEM;SG	PROPN
киев	kiev	киев	kiev	N;INAN;NOM;MASC;SG	PROPN
киев	kiev	киев	kiev	N;INAN;NOM;MASC;SG	PROPN
предложение	promo	предложение	promo	N;INAN;NOM;NEUT;SG	PROPN
предложение	menawarkan	предложение	mentawarkan	N;INAN;NOM;NEUT;SG	V;SG;ACT
предложение	tawarkan	предложение	tawarkan	N;INAN;NOM;NEUT;SG	V;SG;ACT
представители	perwakilan	представитель	perwakilan	N;ANIM;NOM;MASC;PL	N;SG
дела	kasusnya	дело	kasus	N;INAN;NOM;NEUT;PL	N;SG
дела	kasus	дело	kasus	N;INAN;NOM;NEUT;PL	N;SG
равно	sederajat	равный	sederajat	ADJ;NEUT;SG	N;SG
мэр	walikota	мэр	walikota	N;ANIM;NOM;MASC;SG	PROPN
мэр	mayor	мэр	mayor	N;ANIM;NOM;MASC;SG	PROPN
второе	detik	второй	detik	ADJ;NOM;NEUT;SG	N;SG
второе	kedua	второй	kedua	ADJ;NOM;NEUT;SG	NUM
второе	second	второй	second	ADJ;NOM;NEUT;SG	PROPN
смог	smog	мочь	smog	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
преимущественно	kebanyakan	преимущественно	kebanyakan	ADV	DET;SG
преимущественно	didominasi	преимущественно	didominasi	ADV	V;SG;PASS
книгу	book	книга	book	N;INAN;ACC;FEM;SG	PROPN
фото	photo	фото	photo	N;INAN;NOM;MASC;SG	PROPN
фото	foto	фото	foto	N;INAN;NOM;MASC;SG	PROPN;SG
фото	foto	фото	foto	N;INAN;NOM;MASC;SG	PROPN;SG
округе	county	округ	county	N;INAN;ESS;MASC;SG	PROPN
индии	indian	индия	indian	N;INAN;NOM;FEM;SG	PROPN
индии	india	индия	india	N;INAN;NOM;FEM;SG	PROPN
индии	hindia	индия	hindia	N;INAN;NOM;FEM;SG	PROPN
индии	india	индия	india	N;INAN;NOM;FEM;SG	PROPN
золотая	golden	золотой	golden	ADJ;NOM;FEM;SG	PROPN
золотая	emas	золотой	emas	ADJ;NOM;FEM;SG	N;SG
золотая	keemasan	золотой	keemasan	ADJ;NOM;FEM;SG	N;SG
золотая	emas	золотой	emas	ADJ;NOM;FEM;SG	N;SG
золотая	gold	золотой	gold	ADJ;NOM;FEM;SG	PROPN
точка	dot	точка	dot	N;INAN;NOM;FEM;SG	PROPN
районы	distrik	район	distrik	N;INAN;NOM;MASC;PL	N;SG
районы	area	район	area	N;INAN;NOM;MASC;PL	N;SG
йорк	york	йорк	york	N;INAN;NOM;MASC;SG	PROPN;SG
иметь	telah	иметь	telah	V;IPFV;NFIN;ACT	ADV
силу	force	сила	force	N;INAN;ACC;FEM;SG	PROPN
силу	memaksa	сила	menpaksa	N;INAN;ACC;FEM;SG	V;SG;ACT
силу	paksakan	сила	paksakan	N;INAN;ACC;FEM;SG	V;SG;ACT
семья	family	семья	family	N;INAN;NOM;FEM;SG	PROPN
озера	lakes	озеро	lakes	N;INAN;NOM;NEUT;PL	PROPN
озера	danau	озеро	danau	N;INAN;NOM;NEUT;PL	N;SG
северная	utara	северный	utara	ADJ;NOM;FEM;SG	PROPN;SG
северная	north	северный	north	ADJ;NOM;FEM;SG	PROPN
северная	utara	северный	utara	ADJ;NOM;FEM;SG	PROPN;SG
северная	northern	северный	northern	ADJ;NOM;FEM;SG	PROPN
крупных	besar	крупный	besar	ADJ;GEN;PL	ADJ;SG
народов	bangsa	народ	bangsa	N;INAN;GEN;MASC;PL	N;SG
связь	communications	связь	communications	N;INAN;NOM;FEM;SG	PROPN
владимирович	vladimirovich	владимирович	vladimirovich	N;ANIM;NOM;MASC;SG	PROPN
изначально	aslinya	изначально	asli	ADV	N;SG
родилась	born	рождаться	born	V;PFV;FEM;IND;SG;PST;FIN;MID	PROPN
родилась	lahir	рождаться	lahir	V;PFV;FEM;IND;SG;PST;FIN;MID	V;SG;ACT
родилась	terlahir	рождаться	terlahir	V;PFV;FEM;IND;SG;PST;FIN;MID	V;SG;PASS
родилась	dilahirkan	рождаться	dilahirkan	V;PFV;FEM;IND;SG;PST;FIN;MID	V;SG;PASS
принять	take	принять	take	V;PFV;NFIN;ACT	PROPN
принять	terima	принять	terrima	V;PFV;NFIN;ACT	N;SG;ACT
лица	muka	лицо	muka	N;INAN;NOM;NEUT;PL	N;SG
лица	wajah	лицо	wajah	N;INAN;NOM;NEUT;PL	N;SG
лица	faces	лицо	faces	N;INAN;NOM;NEUT;PL	PROPN
крупные	besar	крупный	besar	ADJ;NOM;PL	ADJ;SG
художники	pelukis	художник	penlukis	N;ANIM;NOM;MASC;PL	N;SG
художники	seniman	художник	seniman	N;ANIM;NOM;MASC;PL	N;SG
художники	artis	художник	artis	N;ANIM;NOM;MASC;PL	N;SG
мост	bridge	мост	bridge	N;INAN;NOM;MASC;SG	PROPN
большие	besar	большой	besar	ADJ;NOM;PL	ADJ;SG
большие	big	большой	big	ADJ;NOM;PL	PROPN
большие	besar	большой	besar	ADJ;NOM;PL	ADJ;SG
страниц	halaman	страница	halaman	N;INAN;GEN;FEM;PL	N;SG
оао	ojsc	оао	ojsc	N;INAN;NOM;NEUT;SG	PROPN
проблем	masalah	проблема	masalah	N;INAN;GEN;FEM;PL	N;SG
сообщества	komunitas	сообщество	komunitas	N;INAN;NOM;NEUT;PL	N;SG
сообщества	komunitas	сообщество	komunitas	N;INAN;NOM;NEUT;PL	N;SG
сообщества	masyarakat	сообщество	masyarakat	N;INAN;NOM;NEUT;PL	N;SG
сообщества	community	сообщество	community	N;INAN;NOM;NEUT;PL	PROPN
бригады	brigade	бригада	brigade	N;INAN;NOM;FEM;PL	PROPN
бригады	brigade	бригада	brigade	N;INAN;NOM;FEM;PL	PROPN
бразилии	brazil	бразилия	brazil	N;INAN;NOM;FEM;PL	PROPN
бразилии	brasil	бразилия	brasil	N;INAN;NOM;FEM;PL	PROPN;SG
бразилии	brazil	бразилия	brazil	N;INAN;NOM;FEM;PL	PROPN
бразилии	brasil	бразилия	brasil	N;INAN;NOM;FEM;PL	PROPN;SG
групп	grup	группа	grup	N;INAN;GEN;FEM;PL	N;SG
групп	kelompok	группа	kelompok	N;INAN;GEN;FEM;PL	N;SG
отдельных	diskret	отдельный	diskret	ADJ;GEN;PL	N
отдельных	individu	отдельный	individu	ADJ;GEN;PL	N;SG
отдельных	individual	отдельный	individual	ADJ;GEN;PL	N
отдельных	perorangan	отдельный	perorangan	ADJ;GEN;PL	N;SG
частей	parts	часть	parts	N;INAN;GEN;FEM;PL	PROPN
частей	bagian	часть	bagian	N;INAN;GEN;FEM;PL	N;SG
жители	penghuninya	житель	penhuni	N;ANIM;NOM;MASC;PL	N;SG
жители	penduduk	житель	penduduk	N;ANIM;NOM;MASC;PL	N;SG
жители	warga	житель	warga	N;ANIM;NOM;MASC;PL	N;SG
жители	penghuni	житель	penhuni	N;ANIM;NOM;MASC;PL	N;SG
жан	jean	жан	jean	N;ANIM;NOM;MASC;SG	PROPN
петра	petra	петр	petra	N;ANIM;ACC;MASC;SG	PROPN
замок	lock	замок	lock	N;INAN;NOM;MASC;SG	PROPN
замок	mengunci	замок	menkunci	N;INAN;NOM;MASC;SG	V;SG;ACT
замок	castle	замок	castle	N;INAN;NOM;MASC;SG	PROPN
замок	château	замок	château	N;INAN;NOM;MASC;SG	PROPN
пусть	biarkan	пусть	biarkan	PART	;ACT
пусть	biarlah	пусть	biar	PART	V;SG;ACT
пусть	let	пусть	let	PART	PROPN
мин	ming	минута	ming	N;INAN;NOM;FEM;SG	PROPN
мин	mines	минута	mines	N;INAN;NOM;FEM;SG	PROPN
мин	mnt	минута	mnt	N;INAN;NOM;FEM;SG	PROPN
мин	min	минута	min	N;INAN;NOM;FEM;SG	PROPN
италия	italy	италия	italy	N;INAN;NOM;FEM;SG	PROPN
италия	italia	италия	italia	N;INAN;NOM;FEM;SG	PROPN
согласен	setuju	согласный	setuju	ADJ;MASC;SG	V;SG;ACT
согласен	disepakati	согласный	disepakati	ADJ;MASC;SG	V;SG;PASS
согласен	setuju	согласный	setuju	ADJ;MASC;SG	V;SG;ACT
корабль	ship	корабль	ship	N;INAN;NOM;MASC;SG	PROPN
военные	militer	военный	militer	N;ANIM;NOM;MASC;PL	ADJ;SG
военные	kemiliteran	военный	kemiliteran	N;ANIM;NOM;MASC;PL	N;SG
понимаю	pahamilah	понимать	pahami	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
понимаю	mengerti	понимать	mengerti	V;IPFV;IND;SG;1;PRS;FIN;ACT	;SG
начинается	dimulai	начинаться	dimulai	V;IPFV;IND;SG;3;PRS;FIN;MID	V;SG;PASS
видео	vidio	видео	vidio	N;INAN;NOM;NEUT;SG	PROPN;SG
видео	videos	видео	videos	N;INAN;NOM;NEUT;SG	PROPN
предприятия	bisnis	предприятие	bisnis	N;INAN;NOM;NEUT;PL	N;SG
предприятия	enterprises	предприятие	enterprises	N;INAN;NOM;NEUT;PL	PROPN
георгий	georgi	георгий	georgi	N;ANIM;NOM;MASC;SG	PROPN
георгий	giorgi	георгий	giorgi	N;ANIM;NOM;MASC;SG	PROPN
георгий	george	георгий	george	N;ANIM;NOM;MASC;SG	PROPN
сказать	say	сказать	say	V;PFV;NFIN;ACT	PROPN
волость	parish	волость	parish	N;INAN;NOM;FEM;SG	PROPN
сказал	said	сказать	said	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
сказал	katanya	сказать	kata	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;SG
сказал	kata	сказать	kata	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;SG
операция	bedah	операция	bedah	N;INAN;NOM;FEM;SG	PROPN
художников	seniman	художник	seniman	N;ANIM;ACC;MASC;PL	N;SG
художников	artis	художник	artis	N;ANIM;ACC;MASC;PL	N;SG
ситуация	pgn	ситуация	pgn	N;INAN;NOM;FEM;SG	PROPN
горы	gunung	гора	gunung	N;INAN;NOM;FEM;PL	N;SG
горы	pegunungan	гора	pegunungan	N;INAN;NOM;FEM;PL	N;SG
горы	gunung	гора	gunung	N;INAN;NOM;FEM;PL	N;SG
