категорія	kategorien	категорія	kategorien	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
віктор	viktor	віктор	viktor	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
віктор	wiktor	віктор	wiktor	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
віктор	viktor	віктор	viktor	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
віктор	sieger	віктор	sieger	PROPN;ANIM;NOM;MASC;SG	
віктор	victor	віктор	victor	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
будівництва	bauwesen	будівництво	bauwesen	N;INAN;NOM;NEUT;SG	
будівництва	baumaschinen	будівництво	baumaschinen	N;INAN;NOM;NEUT;SG	V;NFIN
будівництва	baugewerbe	будівництво	baugewerbe	N;INAN;NOM;NEUT;SG	
будівництва	bauindustrie	будівництво	bauindustrie	N;INAN;NOM;NEUT;SG	ADJ
читати	read	читати	read	V;IPFV;NFIN	PROPN;SG
читати	lies	читати	lesen	V;IPFV;NFIN	
застосування	angewandte	застосування	angewandt	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;PL
застосування	angewandt	застосування	anwenden	N;INAN;NOM;NEUT;SG	V;V.PTCP
застосування	angewendet	застосування	anwenden	N;INAN;NOM;NEUT;SG	V;V.PTCP
застосування	beantragte	застосування	beantragen	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
застосування	imposanten	застосування	imposant	N;INAN;NOM;NEUT;SG	ADJ
застосування	auferlegen	застосування	auferlegen	N;INAN;NOM;NEUT;SG	V;NFIN
застосування	imposante	застосування	imposant	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;PL
закінчення	beenden	закінчення	beenden	N;INAN;NOM;NEUT;SG	V;NFIN
закінчення	end	закінчення	end	N;INAN;NOM;NEUT;SG	
закінчення	ende	закінчення	ende	N;INAN;NOM;NEUT;SG	N;ACC;NEUT;SG
останній	letzten	останній	letzt	ADJ;NOM;MASC;SG	ADJ;PL
останній	zuletzt	останній	zuletzt	ADJ;NOM;MASC;SG	ADV
перше	erste	перше	erst	ADV	ADJ;NOM;FEM;PL
перше	erster	перше	erst	ADV	ADJ;NOM;MASC;SG
перше	first	перше	fersen	ADV	PROPN
перше	ersten	перше	erst	ADV	ADJ;NOM;PL
скликання	rada	скликання	rada	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
книга	buch	книга	bachen	N;INAN;NOM;FEM;SG	ADV
книга	buchen	книга	buchen	N;INAN;NOM;FEM;SG	V;NFIN
книга	reservieren	книга	reservieren	N;INAN;NOM;FEM;SG	V;NFIN
захисту	schützende	захист	schützend	N;INAN;GEN;MASC;SG	ADJ;NOM;FEM;PL
захисту	schutzausrüstung	захист	schutzausrüstung	N;INAN;GEN;MASC;SG	ADJ
захисту	schutzmaßnahmen	захист	schutzmaßnahmen	N;INAN;GEN;MASC;SG	V;NFIN
захисту	schützen	захист	schützen	N;INAN;GEN;MASC;SG	V;NFIN
захисту	beschützen	захист	beschützen	N;INAN;GEN;MASC;SG	V;NFIN
виступи	kürzer	виступ	kurz	N;INAN;NOM;MASC;PL	ADJ
виступи	kürzere	виступ	kurz	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
виступи	kürzerer	виступ	kurz	N;INAN;NOM;MASC;PL	ADJ
виступи	auftritte	виступ	auftritten	N;INAN;NOM;MASC;PL	V;IND;SG;3;PST;FIN
виступи	auftritten	виступ	auftreten	N;INAN;NOM;MASC;PL	V;IND;PL;3;FIN
виступи	schein	виступ	schein	N;INAN;NOM;MASC;PL	
виступи	erscheinungen	виступ	erscheinung	N;INAN;NOM;MASC;PL	V;NFIN
центрі	auftragnehmer	центр	auftragnehm	N;INAN;DAT;MASC;SG	ADJ
центрі	vertragspartner	центр	vertragspartner	N;INAN;DAT;MASC;SG	ADJ
центрі	abnehmer	центр	abnehmer	N;INAN;DAT;MASC;SG	ADJ
центрі	bauunternehmer	центр	bauunternehmer	N;INAN;DAT;MASC;SG	ADJ
центрі	unternehmer	центр	unternehmer	N;INAN;DAT;MASC;SG	ADJ
гри	spiel	гра	spielen	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
гри	gameplay	гра	gameplay	N;INAN;NOM;FEM;PL	ADJ
гри	spiel	гра	spielen	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
призначений	vorgesehene	призначений	vorgesehen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL
призначений	beabsichtigte	призначений	beabsichtigen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
призначений	beabsichtigt	призначений	beabsichtigen	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;V.PTCP
тіла	body	тіло	body	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
тіла	körper	тіло	körp	N;INAN;NOM;NEUT;SG	
тіла	karosserie	тіло	karosserie	N;INAN;NOM;NEUT;SG	ADJ
тіла	stelle	тіло	stellen	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
тіла	karosserien	тіло	karosserie	N;INAN;NOM;NEUT;SG	N;NOM;PL
тіла	gremien	тіло	gremien	N;INAN;NOM;NEUT;SG	ADJ
тіла	körper	тіло	körp	N;INAN;NOM;NEUT;SG	
тіла	körperschaften	тіло	körperschaft	N;INAN;NOM;NEUT;SG	ADJ
сезон	staffel	сезон	staffel	N;INAN;NOM;MASC;SG	
сезон	jahreszeit	сезон	jahreszeit	N;INAN;NOM;MASC;SG	ADJ
жителів	anwohner	житель	anwohner	N;ANIM;ACC;MASC;PL	
жителів	einheimische	житель	einheimisch	N;ANIM;ACC;MASC;PL	ADJ;NOM;FEM;PL
жителів	einheimischen	житель	einheimisch	N;ANIM;ACC;MASC;PL	ADJ
назвали	namens	назвати	namens	V;PFV;IND;PL;PST;FIN	ADV
назвали	benannte	назвати	benennen	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN
назвали	rief	назвати	rufen	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN
марія	marija	марія	marija	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
марія	marija	марія	marija	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
марія	maria	марія	maria	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
футболіст	fußballer	футболіст	fußballer	N;ANIM;NOM;MASC;SG	ADJ
футболіст	fußballspieler	футболіст	fußballspieler	N;ANIM;NOM;MASC;SG	ADJ
теж	zu	теж	zu	ADV	PART
теж	too	теж	too	ADV	ADJ
кількості	unterlegen	кількість	unterliegen	N;INAN;GEN;FEM;SG	ADJ
джон	johannes	джон	johannes	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
джон	johann	джон	johann	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
джон	john	джон	john	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
джон	jon	джон	jon	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
володар	fürst	володар	fürsen	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
володар	lord	володар	lord	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
поет	poet	поет	poet	N;ANIM;NOM;MASC;SG	PROPN
поет	dichter	поет	dicht	N;ANIM;NOM;MASC;SG	ADJ
поет	dichterin	поет	dichterin	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
поет	lyriker	поет	lyrik	N;ANIM;NOM;MASC;SG	ADJ
матчів	übereinstimmungen	матч	übereinstimmung	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
матчів	spiele	матч	spiel	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
матчів	treffer	матч	treffer	N;INAN;GEN;MASC;PL	
клуби	clubs	клуб	club	N;INAN;NOM;MASC;PL	
клуби	vereine	клуб	verein	N;INAN;NOM;MASC;PL	
клуби	klubs	клуб	klubsen	N;INAN;NOM;MASC;PL	ADV
ігри	gaming	ігра	gaming	N;INAN;NOM;MASC;PL	PROPN
ігри	glücksspiel	ігра	glücksspiel	N;INAN;NOM;MASC;PL	
ігри	videospiele	ігра	videospiel	N;INAN;NOM;MASC;PL	
ігри	spiel	ігра	spielen	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
ігри	videospiele	ігра	videospiel	N;INAN;NOM;MASC;PL	
ігри	spielen	ігра	spielen	N;INAN;NOM;MASC;PL	V;NFIN
відома	bekannte	відомий	bekannt	ADJ;NOM;FEM;SG	ADJ;NOM;PL
відома	bekannten	відомий	bekannt	ADJ;NOM;FEM;SG	ADJ;PL
відома	berühmte	відомий	berühmt	ADJ;NOM;FEM;SG	ADJ;NOM;PL
відома	berühmten	відомий	berühmt	ADJ;NOM;FEM;SG	ADJ;PL
відкриті	geöffnet	відкритий	öffnen	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;V.PTCP
відкриті	open	відкритий	open	ADJ;PFV;NOM;PL;V.PTCP;PASS	
відкриті	öffnen	відкритий	öffnen	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;NFIN
відкриті	eröffnet	відкритий	eröffnen	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;V.PTCP
відкриті	geöffnet	відкритий	öffnen	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;V.PTCP
відкриті	öffnete	відкритий	öffnen	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN
директор	direktor	директор	direktor	N;ANIM;NOM;MASC;SG	ADJ
директор	regisseurin	директор	regisseurin	N;ANIM;NOM;MASC;SG	ADJ
директор	leitung	директор	leitung	N;ANIM;NOM;MASC;SG	ADJ
директор	direktorin	директор	direktorin	N;ANIM;NOM;MASC;SG	ADJ
директор	schulleiter	директор	schulleit	N;ANIM;NOM;MASC;SG	ADJ
директор	rektor	директор	rektor	N;ANIM;NOM;MASC;SG	PROPN
народний	leute	народний	leute	ADJ;NOM;MASC;SG	N;NOM;PL
народний	volksmusik	народний	volksmusik	ADJ;NOM;MASC;SG	PROPN
народний	volk	народний	volk	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
заступник	schauspielerei	заступник	schauspielerei	N;ANIM;NOM;MASC;SG	ADJ
заступник	handeln	заступник	handeln	N;ANIM;NOM;MASC;SG	V;NFIN
заступник	schauspiel	заступник	schauspiel	N;ANIM;NOM;MASC;SG	
заступник	schauspielern	заступник	schauspielern	N;ANIM;NOM;MASC;SG	V;NFIN
заступник	vize	заступник	vize	N;ANIM;NOM;MASC;SG	
заступник	sitte	заступник	sitte	N;ANIM;NOM;MASC;SG	
заступник	vizepräsidentin	заступник	vizepräsidentin	N;ANIM;NOM;MASC;SG	ADJ
заступник	vizepräsident	заступник	vizepräsident	N;ANIM;NOM;MASC;SG	ADJ
заступник	vice	заступник	vice	N;ANIM;NOM;MASC;SG	PROPN
заступник	stellvertretende	заступник	stellvertretend	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
заступник	stellvertreter	заступник	stellvertreter	N;ANIM;NOM;MASC;SG	ADJ
заступник	stellvertretender	заступник	stellvertretend	N;ANIM;NOM;MASC;SG	ADJ
заступник	deputy	заступник	deputy	N;ANIM;NOM;MASC;SG	PROPN
заслужений	geehrt	заслужений	ehren	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;V.PTCP
заслужений	geehrt	заслужений	ehren	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;V.PTCP
часи	zeiten	час	zeiten	N;INAN;NOM;MASC;PL	V;NFIN
часи	male	час	malen	N;INAN;NOM;MASC;PL	ADJ
часи	mal	час	mal	N;INAN;NOM;MASC;PL	ADV
часи	times	час	times	N;INAN;NOM;MASC;PL	PROPN;NOM;SG
теорії	theorie	теорія	theorie	N;INAN;NOM;FEM;PL	PROPN
середній	middle	середній	middle	ADJ;NOM;MASC;SG	PROPN
середній	mittlere	середній	mittler	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
середній	mitte	середній	mitte	ADJ;NOM;MASC;SG	ADV
середній	durchschnitt	середній	durchschneiden	ADJ;NOM;MASC;SG	
середній	mittelwert	середній	mittelwern	ADJ;NOM;MASC;SG	
середній	durchschnittliche	середній	durchschnittlich	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
середній	mittlere	середній	mittler	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
середній	medium	середній	medium	ADJ;NOM;MASC;SG	
середній	mittel	середній	mittel	ADJ;NOM;MASC;SG	ADV
уряд	regierungen	уряд	regierung	N;INAN;NOM;MASC;SG	V;NFIN
уряд	regierung	уряд	Regierung	N;INAN;NOM;MASC;SG	
виробництво	produktion	виробництво	produktion	N;INAN;NOM;NEUT;SG	
виробництво	produktion	виробництво	produktion	N;INAN;NOM;NEUT;SG	
кіно	filme	кіно	filmen	N;INAN;NOM;NEUT;SG	
кіно	kinos	кіно	kinos	N;INAN;NOM;NEUT;SG	
кіно	kinofilm	кіно	kinofilm	N;INAN;NOM;NEUT;SG	PROPN
кіно	kinos	кіно	kinos	N;INAN;NOM;NEUT;SG	
кіно	spielfilm	кіно	spielfilm	N;INAN;NOM;NEUT;SG	PROPN
кіно	kinofilm	кіно	kinofilm	N;INAN;NOM;NEUT;SG	PROPN
кіно	film	кіно	falmen	N;INAN;NOM;NEUT;SG	
парк	freizeitpark	парк	freizeitpark	N;INAN;NOM;MASC;SG	PROPN
парк	park	парк	park	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
парк	naturpark	парк	naturpark	N;INAN;NOM;MASC;SG	PROPN
парк	nationalpark	парк	nationalpark	N;INAN;NOM;MASC;SG	ADJ
створено	generierten	створити	generiert	V;PFV;IND;0;FIN	V;IND;PL;3;PST;FIN
створено	erzeugte	створити	erzeugen	V;PFV;IND;0;FIN	ADJ;NOM;SG
створено	erstellte	створити	erstellt	V;PFV;IND;0;FIN	V;IND;SG;3;PST;FIN
окрім	auseinander	окрім	auseinander		ADV
окрім	außer	окрім	außer		ADP
окрім	apart	окрім	aparen		PROPN
окрім	abgesehen	окрім	abgesehen		V;V.PTCP
окрім	außer	окрім	außer		ADP
окрім	ausser	окрім	außernernern		
окрім	ausgenommen	окрім	ausgenommen		V;V.PTCP
окрім	außerdem	окрім	außerdem		ADV
окрім	neben	окрім	neben		ADP
окрім	beiseite	окрім	beiseite		
окрім	abgesehen	окрім	abgesehen		V;V.PTCP
повстання	aufstand	повстання	aufstehen	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
повстання	aufstand	повстання	aufstehen	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
повстання	revolte	повстання	revolt	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
повстання	riot	повстання	raoten	N;INAN;NOM;NEUT;SG	PROPN
повстання	unruhen	повстання	unruh	N;INAN;NOM;NEUT;SG	V;NFIN
повстання	aufstand	повстання	aufstehen	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
повстання	rebellion	повстання	rebellion	N;INAN;NOM;NEUT;SG	PROPN
навколо	um	навколо	um		ADP
навколо	rund	навколо	rund		ADV
навколо	herum	навколо	herum		ADV
жінок	frauen	жінка	frau	N;ANIM;ACC;FEM;PL	V;NFIN
провінція	bundesland	провінція	bundesland	N;INAN;NOM;FEM;SG	
провінція	provinz	провінція	provinz	N;INAN;NOM;FEM;SG	
спорту	freizeit	спорт	freizeit	N;INAN;GEN;MASC;SG	
спорту	sportarten	спорт	sportarten	N;INAN;GEN;MASC;SG	V;NFIN
спорту	sport	спорт	sporen	N;INAN;GEN;MASC;SG	PROPN;SG
речі	sachen	річ	sachen	N;INAN;NOM;FEM;PL	V;NFIN
речі	dinge	річ	ding	N;INAN;NOM;FEM;PL	
європі	europa	європа	europa	PROPN;INAN;DAT;FEM;SG	PROPN;NOM;SG
відділення	squad	відділення	squad	N;INAN;NOM;NEUT;SG	PROPN
метрів	metern	метр	metern	N;INAN;GEN;MASC;PL	ADJ
метрів	zähler	метр	zähl	N;INAN;GEN;MASC;PL	
метрів	messgeräte	метр	meßgerät	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
метрів	meter	метр	meter	N;INAN;GEN;MASC;PL	ADV
метрів	metern	метр	metern	N;INAN;GEN;MASC;PL	ADJ
метрів	meter	метр	meter	N;INAN;GEN;MASC;PL	ADV
потрібно	bedarf	потрібно	bedarf	ADV	
потрібно	benötigen	потрібно	benötigen	ADV	V;NFIN
потрібно	benötigt	потрібно	benötigen	ADV	V;V.PTCP
потрібно	brauchen	потрібно	brauchen	ADV	V;NFIN
потрібно	brauch	потрібно	brauch	ADV	V;IND;SG;3;PRS;FIN
найкращий	best	найкращий	best	ADJ;NOM;CMPR;MASC;SG	PROPN
найкращий	beste	найкращий	gut	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;PL
ван	wan	ван	wan		
ван	van	ван	van		PROPN;NOM;MASC;SG
ван	wang	ван	wang		PROPN;NOM;MASC;SG
безпеки	sicherheits	безпека	sicherheits	N;INAN;GEN;FEM;SG	ADJ
безпеки	sicherheitspolitik	безпека	sicherheitspolitik	N;INAN;GEN;FEM;SG	ADJ
безпеки	sicherheit	безпека	sicherheit	N;INAN;GEN;FEM;SG	N;NOM;SG
досягнення	errungenschaften	досягнення	errungenschaft	N;INAN;NOM;NEUT;SG	V;NFIN
досягнення	ergebnisse	досягнення	ergebnis	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
досягнення	leistungen	досягнення	leistung	N;INAN;NOM;NEUT;SG	V;PL
досягнення	erfolge	досягнення	erfolge	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
одночасно	zeitgleich	одночасно	zeitgleich	ADV	ADJ
одночасно	gleichzeitig	одночасно	gleichzeitig	ADV	ADJ
одночасно	simultan	одночасно	simultan	ADV	ADJ
вийшов	aus	вийти	aus	V;PFV;MASC;IND;SG;PST;FIN	ADP
вийшов	draußen	вийти	draußen	V;PFV;MASC;IND;SG;PST;FIN	ADV
вийшов	raus	вийти	raus	V;PFV;MASC;IND;SG;PST;FIN	ADV
вийшов	out	вийти	out	V;PFV;MASC;IND;SG;PST;FIN	PROPN
мешканців	anwohner	мешканець	anwohner	N;ANIM;ACC;MASC;PL	
мешканців	einwohner	мешканець	einwohner	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
мешканців	bewohner	мешканець	bewohner	N;ANIM;ACC;MASC;PL	ADJ
німеччині	deutschland	німеччина	deutschland	PROPN;INAN;DAT;FEM;SG	PROPN;NOM
герой	held	герой	held	N;ANIM;NOM;MASC;SG	PROPN;SG
герой	heldin	герой	heldin	N;ANIM;NOM;MASC;SG	
герой	hero	герой	hero	N;ANIM;NOM;MASC;SG	
герой	helden	герой	helden	N;ANIM;NOM;MASC;SG	V;NFIN
острів	island	острів	island	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
острів	isle	острів	isle	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
загальні	unisex	загальний	unisex	ADJ;NOM;PL	
загальні	generika	загальний	generika	ADJ;NOM;PL	
загальні	gemeinsamen	загальний	gemeinsam	ADJ;NOM;PL	ADJ;SG
загальні	gemeinsames	загальний	gemeinsam	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
загальні	allgemeines	загальний	allgemein	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
культура	kultur	культура	kultur	N;INAN;NOM;FEM;SG	
представників	repräsentanten	представник	repräsentant	N;ANIM;ACC;MASC;PL	V;PL;FIN
представників	vertreter	представник	vertreter	N;ANIM;ACC;MASC;PL	ADJ
представників	vertretungen	представник	vertretungen	N;ANIM;ACC;MASC;PL	N;NOM;FEM;PL
одиниця	unit	одиниця	unit	N;INAN;NOM;FEM;SG	
одиниця	maßeinheit	одиниця	maßeinheit	N;INAN;NOM;FEM;SG	ADJ
бібліотека	bücherei	бібліотека	bücherei	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
раді	froh	радий	froh	N;ANIM;NOM;MASC;PL	ADJ
профіль	selbstverständnis	профіль	selbstverständnis	N;INAN;NOM;MASC;SG	ADJ
профіль	identitäten	профіль	identität	N;INAN;NOM;MASC;SG	N;PL
профіль	identität	профіль	identität	N;INAN;NOM;MASC;SG	
малі	kleines	малий	klein	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
малі	mali	малий	mali	ADJ;NOM;PL	
швидко	quick	швидко	quick	ADV	
швидко	schneller	швидко	schnell	ADV	ADJ
швидко	rasch	швидко	rasch	ADV	ADJ
швидко	schnelle	швидко	schnell	ADV	ADJ;NOM;FEM;PL
швидко	schnell	швидко	schnell	ADV	ADJ
швидко	rasch	швидко	rasch	ADV	ADJ
швидко	schneller	швидко	schnell	ADV	ADJ
швидко	schnelle	швидко	schnell	ADV	ADJ;NOM;FEM;PL
швидко	schnell	швидко	schnell	ADV	ADJ
швидко	schnellen	швидко	schnell	ADV	ADJ
швидко	rasch	швидко	rasch	ADV	ADJ
швидко	schnell	швидко	schnell	ADV	ADJ
оборони	verteidigung	оборона	verteidigung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
оборони	verteidigungsministerium	оборона	verteidigungsministerium	N;INAN;NOM;FEM;PL	ADJ
оборони	abwehr	оборона	abwehr	N;INAN;NOM;FEM;PL	N;SG
оборони	selbstverteidigung	оборона	selbstverteidigung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
америки	amerika	америка	amerika	PROPN;INAN;NOM;FEM;SG	
америки	nordamerika	америка	nordamerika	PROPN;INAN;NOM;FEM;SG	ADJ
санкт	sankt	санкт	sanken		
санкт	st	санкт	st		;SG
російсько	russo	російський	russo	ADV	PROPN;NOM;SG
момент	moment	момент	moment	N;INAN;NOM;MASC;SG	ADJ
момент	augenblick	момент	augenblick	N;INAN;NOM;MASC;SG	
момент	drehmoment	момент	drehmoment	N;INAN;NOM;MASC;SG	ADJ
увагу	kühlen	увага	kühlen	N;INAN;ACC;FEM;SG	V;NFIN
рахунок	rechnung	рахунок	rechnung	N;INAN;NOM;MASC;SG	PROPN;SG
рахунок	benutzerkonto	рахунок	benutzerkonto	N;INAN;NOM;MASC;SG	ADJ
рахунок	score	рахунок	scoren	N;INAN;NOM;MASC;SG	PROPN
робота	job	робота	jeben	N;INAN;NOM;FEM;SG	
робота	arbeiten	робота	arbeiten	N;INAN;NOM;FEM;SG	V;NFIN
робота	arbeitsplatz	робота	arbeitsplatz	N;INAN;NOM;FEM;SG	
робота	arbeiten	робота	arbeiten	N;INAN;NOM;FEM;SG	V;NFIN
робота	arbeitszeit	робота	arbeitszeit	N;INAN;NOM;FEM;SG	
література	fachliteratur	література	fachliteratur	N;INAN;NOM;FEM;SG	ADJ
література	literatur	література	literatur	N;INAN;NOM;FEM;SG	ADJ
премія	preisgeld	премія	preisgeld	N;INAN;NOM;FEM;SG	
премія	preis	премія	preis	N;INAN;NOM;FEM;SG	PROPN
замок	schloss	замка	schließen	N;INAN;NOM;MASC;SG	V;SG
замок	burg	замка	burg	N;INAN;NOM;MASC;SG	
замок	schloß	замка	schließen	N;INAN;NOM;MASC;SG	
титул	überschrift	титул	überschreifen	N;ANIM;NOM;MASC;SG	
титул	titel	титул	titel	N;ANIM;NOM;MASC;SG	
титул	anrede	титул	anred	N;ANIM;NOM;MASC;SG	
ролі	rolle	роль	roll	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
ролі	rollen	роль	roll	N;INAN;NOM;FEM;PL	V;NFIN
ролі	rolle	роль	roll	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
ролі	funktionen	роль	funktionen	N;INAN;NOM;FEM;PL	V;NFIN
ролі	aufgaben	роль	aufgeben	N;INAN;NOM;FEM;PL	V;NFIN
одне	einen	один	ein	DET;NOM;NEUT;SG	PRO;ACC;INDF;MASC;SG
одне	eins	один	ein	DET;NOM;NEUT;SG	
одне	einer	один	ein	DET;NOM;NEUT;SG	PRO;NOM;INDF;MASC;SG
одне	eine	один	ein	DET;NOM;NEUT;SG	DET;NOM;INDF;FEM;SG
одне	ein	один	ein	DET;NOM;NEUT;SG	ADV
англ	anglo	англ.	anglo		PROPN;NOM;MASC;SG
систем	systemen	система	systemen	N;INAN;GEN;FEM;PL	V;NFIN
систем	systeme	система	system	N;INAN;GEN;FEM;PL	N;NOM
систем	system	система	system	N;INAN;GEN;FEM;PL	N;NOM;NEUT;SG
актор	schauspieler	актор	schauspieler	N;ANIM;NOM;MASC;SG	ADJ
актор	akteur	актор	akteur	N;ANIM;NOM;MASC;SG	
актор	darsteller	актор	darsteller	N;ANIM;NOM;MASC;SG	ADJ
взагалі	genaugenommen	взагалі	genaugenommen	ADV	ADJ;V.PTCP
взагалі	tatsächlich	взагалі	tatsächlich	ADV	ADJ
армія	heer	армія	heer	N;INAN;NOM;FEM;SG	
армія	army	армія	army	N;INAN;NOM;FEM;SG	
російська	russischen	російський	russisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
російська	russen	російський	russen	ADJ;NOM;FEM;SG	
карти	karten	карта	kart	N;INAN;NOM;FEM;PL	V;NFIN
карти	kreditkarten	карта	kreditkarten	N;INAN;NOM;FEM;PL	ADJ
карти	speicherkarten	карта	speicherkarten	N;INAN;NOM;FEM;PL	V;NFIN
карти	kartenspiel	карта	kartenspiel	N;INAN;NOM;FEM;PL	ADJ
карти	karten	карта	kart	N;INAN;NOM;FEM;PL	V;NFIN
карти	maps	карта	maps	N;INAN;NOM;FEM;PL	PROPN;SG
карти	landkarten	карта	landkarten	N;INAN;NOM;FEM;PL	V;NFIN
карти	landkarte	карта	landkart	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG
моделі	vorbilder	модель	vorbild	N;INAN;NOM;FEM;PL	ADJ
моделі	modell	модель	modell	N;INAN;NOM;FEM;PL	ADJ
моделі	vorbild	модель	vorbild	N;INAN;NOM;FEM;PL	ADJ
моделі	model	модель	model	N;INAN;NOM;FEM;PL	
моделі	modell	модель	modell	N;INAN;NOM;FEM;PL	ADJ
нагороджений	verziert	нагороджений	verzieren	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;V.PTCP
нагороджений	dekoriert	нагороджений	dekorieren	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;V.PTCP
нагороджений	geschmückt	нагороджений	schmücken	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;V.PTCP
стан	zustand	стан	zustand	N;INAN;NOM;MASC;SG	
стан	stan	стан	stan	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
стан	bundesland	стан	bundesland	N;INAN;NOM;MASC;SG	
стан	zustand	стан	zustand	N;INAN;NOM;MASC;SG	
стан	mitgliedstaat	стан	mitgliedstaat	N;INAN;NOM;MASC;SG	ADJ
стан	bundesstaat	стан	bundesstaat	N;INAN;NOM;MASC;SG	ADJ
олександра	alexandra	олександр	alexandra	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;SG
рівень	ebene	рівень	eben	N;INAN;NOM;MASC;SG	
рівень	stufe	рівень	stufen	N;INAN;NOM;MASC;SG	ADJ
рівень	level	рівень	level	N;INAN;NOM;MASC;SG	
рівень	niveau	рівень	niveau	N;INAN;NOM;MASC;SG	ADV
утворення	formationen	утворення	formation	N;INAN;NOM;NEUT;SG	V;NFIN
утворення	zusammenstellungen	утворення	zusammenstellingen	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
утворення	verschwommen	утворення	verschwehmen	N;INAN;NOM;NEUT;SG	ADJ
відкриття	entdecken	відкриття	entdecken	N;INAN;NOM;NEUT;SG	V;NFIN
