در	ajtó	در	ajtó	ADP	N;NOM;SG
مؤسسه	intézmények	مؤسسه	intézmény	N;SG	N;NOM;PL
شخص	személy	شخص	személy	N;SG	
شخص	személyre	شخص	személy	N;SG	
مایکل	michael	مایکل	michael	N;SG	
مایکل	mihály	مایکل	mihály	N;SG	
پستانداران	emlős	پستاندار	emlős	N;PL	N;NOM;SG
درمان	gyógyító	درمان	gyógyító	N;SG	ADJ;NOM;SG
درمان	kezelni	درمان	kezel	N;SG	V;NFIN;ACT
درمان	kezeljük	درمان	kezel	N;SG	V;DEF;IND;PL;1;PRS;FIN;ACT
کودکان	gyermek	کودک	gyermek	N;PL	N;NOM;SG
کودکان	gyermek	کودک	gyermek	N;PL	N;NOM;SG
کودکان	gyermeke	کودک	gyermeke	N;PL	N;NOM;SG
کودکان	gyermekem	کودک	gyermekem	N;PL	N;NOM;SG
کودکان	gyerek	کودک	gyerek	N;PL	N;NOM;SG
میانه	közép	میانه	közép	N;SG	
میانه	középső	میانه	középső	N;SG	
میانه	közepes	میانه	közepes	N;SG	ADJ;NOM;SG
میانه	mérsékelt	میانه	mérsékel	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
اساسی	alapvető	اساسی	alapvető	ADJ	
شش	hat	شش	hat	NUM	
ضد	anti	ضد	anti	ADP	
یهودیان	zsidó	یهودی	zsidó	N;PL	
باستانی	ősi	باستانی	ősi	N;SG	
باستانی	ős	باستانی	ős	N;SG	
باستانی	ókori	باستانی	ókori	N;SG	
فشار	push	فشار	push	N;SG	
فشار	nyomja	فشار	nyom	N;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
فشار	nyomd	فشار	nyomd	N;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
مسئله	gond	مسئله	gond	N;SG	
مسئله	baj	مسئله	baj	N;SG	
گاهی	néha	گاه	néha	ADV	
جمع	összegyűjti	جمع	összegyűjti	N;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
جمع	gyűjteni	جمع	gyűjt	N;SG	V;NFIN;ACT
تحصیل	tanulmányok	تحصیل	tanulmány	N;SG	N;NOM;PL
سوئیس	svájc	سوئیس	svájc	N;SG	
سوئیس	svájc	سوئیس	svájc	N;SG	
سوئیس	svájci	سوئیس	svájci	N;SG	
ارشد	senior	ارشد	senior	N;SG	
دیوید	david	دیوید	david	N;SG	
دیوید	dávid	دیوید	dávid	N;SG	
کاربردی	alkalmazták	کاربردی	alkalmaz	N;SG	V;DEF;IND;PL;3;PST;FIN;ACT
کاربردی	kérelem	کاربردی	kérel	N;SG	
کاربردی	alkalmazandó	کاربردی	alkalmazandó	N;SG	ADJ;NOM;SG
کاربردی	alkalmazható	کاربردی	alkalmazható	N;SG	ADJ;NOM;SG
نیمه	félig	نیمه	félig	N;SG	
عمر	umar	عمر	umar	N;SG	
عمر	omar	عمر	omar	N;SG	
مهر	fókák	مهر	fóka	N;SG	N;NOM;PL
مهر	mehr	مهر	mehr	N;SG	
مهر	lezárva	مهر	lezárva	N;SG	ADV;V.CVB
مهر	lezárt	مهر	lezárt	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
مهر	seal	مهر	seal	N;SG	
جدول	asztali	جدول	asztali	N;SG	
اجازه	engedély	اجازه	engedély	N;SG	
اجازه	engedély	اجازه	engedély	N;SG	
امیر	emir	امیر	emir	N;SG	
امیر	amir	امیر	amir	N;SG	
ویلیام	william	ویلیام	william	N;SG	
ویلیام	vilmos	ویلیام	vilmos	N;SG	
عرضه	bemutatott	عرضه	bemutatott	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
عرضه	kitett	عرضه	kitett	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
فضایی	idegen	فضا	idegen	N;SG	
فضایی	űrlény	فضا	űrlény	N;SG	
فضایی	térbeli	فضا	térbeli	N;SG	ADJ;NOM;SG
کارهای	állás	کار	állás	N;PL	N;NOM;SG
سنای	szenátusi	سنا	szenátusi	N;SG	ADJ;NOM;SG
دار	dar	دار	dar	N;SG	
تقریباً	majdnem	تقریباً	majdnem	ADV	
قرآن	korán	قرآن	korán	N;SG	
طلایی	golden	طلایی	golden	ADJ	
طلایی	arany	طلایی	arany	ADJ	
طلایی	arany	طلایی	arany	ADJ	
سنتی	hagyományos	سنت	hagyományos	N;SG	
سنتی	tradicionális	سنت	tradicionális	N;SG	ADJ;NOM;SG
تصویب	jóváhagyás	تصویب	jóváhagyás	N;SG	
تصویب	jóváhagyási	تصویب	jóváhagyási	N;SG	ADJ;NOM;SG
پرورش	tenyésztési	پرورش	tenyésztési	N;SG	ADJ;NOM;SG
طلا	arany	طلا	arany	N;SG	
دره	valley	دره	valley	N;SG	
پرتغال	portugál	پرتغال	portugál	N;SG	
عربستان	arab	عربستان	arab	N;SG	
عربستان	szaúdi	عربستان	szaúdi	N;SG	
عربستان	szaúd	عربستان	szaúd	N;SG	
هفته	hetekig	هفته	het	N;SG	N;PL
سیتی	city	سیتی	city	N;SG	
سیتی	városi	سیتی	városi	N;SG	ADJ;NOM;SG
قرمز	piros	قرمز	piros	N;SG	
قرمز	piroska	قرمز	piroska	N;SG	
قرمز	vörös	قرمز	vörös	N;SG	
ثابت	állandósult	ثابت	állandósul	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
ثابت	egyenletes	ثابت	egyenletes	ADJ	
ثابت	rögzített	ثابت	rögzített	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
ثابت	fix	ثابت	fix	ADJ	
ثابت	rögzítve	ثابت	rögzítve	ADJ	N;NOM;SG
ثابت	állandó	ثابت	állandó	ADJ	
ثابت	folyamatos	ثابت	folyamatos	ADJ	
ثابت	bizonyított	ثابت	bizonyított	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
متحد	united	None	united	N;SG	
متحد	egyesült	None	egyesül	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
متحد	egyesíteni	None	egyesít	N;SG	V;NFIN;ACT
متحد	szövetséges	None	szövetséges	N;SG	ADJ;NOM;SG
خبر	hírek	خبر	hír	N;SG	N;NOM;PL
ورود	érkezés	ورود	érkezés	N;SG	
ورود	belép	ورود	belép	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
ورود	belépni	ورود	belép	N;SG	V;NFIN;ACT
ورود	belépés	ورود	belépés	N;SG	
برجسته	kiemelkedő	برجسته	kiemelkedő	ADJ	
برجسته	kimagasló	برجسته	kimagasló	ADJ	
میلیارد	milliárd	میلیارد	milliárd	N;SG	NUM;NOM;SG
میلیارد	egymilliárd	میلیارد	egymilliárd	N;SG	
میلیارد	milliárd	میلیارد	milliárd	N;SG	NUM;NOM;SG
قبلی	előző	قبل	előző	ADJ	
قبلی	korábbi	قبل	korábbi	ADJ	ADJ;NOM;CMPR;SG
نقطه	pontokat	نقطه	pont	N;SG	N;ACC;PL
نقطه	pontok	نقطه	pont	N;SG	N;NOM;PL
نقطه	pont	نقطه	pont	N;SG	
نقطه	point	نقطه	point	N;SG	
حفظ	fenntartani	حفظ	fenn+tart	N;SG	V;NFIN;ACT
مشترک	közös	مشترک	közös	ADJ	
مشترک	gyakori	مشترک	gyakori	ADJ	
آتش	tűz	آتش	tűz	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
گاه	összecsukható	گاه	összecsukható	ADV	ADJ;NOM;SG
فنی	technikai	فنی	technikai	N;SG	ADJ;NOM;SG
فنی	fanny	فنی	fanny	N;SG	
چشمه	spa	چشمه	spa	N;SG	
چشمه	szökőkút	چشمه	szökő	N;SG	N;ACC;PL
ایلینوی	illinois	ایلینوی	illinois	N;SG	
پوشش	fedezze	پوشش	fedez	N;SG	V;DEF;IMP;SG;3;PRS;FIN;ACT
پوشش	címlap	پوشش	címlap	N;SG	CONJ
پوشش	fedezni	پوشش	fedez	N;SG	V;NFIN;ACT
سلطنتی	királyi	سلطنت	királyi	N;SG	
سلطنتی	royal	سلطنت	royal	N;SG	
سلطنتی	birodalmi	سلطنت	birodalmi	N;SG	
سلطنتی	császári	سلطنت	császári	N;SG	ADJ;NOM;SG
تشخیص	diagnosztizálni	تشخیص	diagnosztizál	N;SG	V;NFIN;ACT
تشخیص	észlelni	تشخیص	észlel	N;SG	V;NFIN;ACT
درخت	fán	درخت	fán	N;SG	
درخت	fa	درخت	fa	N;SG	
درخت	fák	درخت	fák	N;SG	
درخت	fák	درخت	fák	N;SG	
نزدیکی	közel	نزدیک	közel	N;SG	
دید	láttam	دید#بین	lát	N;SG	V;DEF;IND;SG;1;PST;FIN;ACT
دید	látta	دید#بین	lát	N;SG	V;DEF;IND;SG;3;PST;FIN;ACT
دید	elképzelés	دید#بین	elképzelés	N;SG	
خدمت	szolgálta	خدمت	szolgál	N;SG	V;DEF;IND;SG;3;PST;FIN;ACT
خدمت	szolgált	خدمت	szolgál	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
خدمت	felszolgáló	خدمت	felszolgáló	N;SG	
خدمت	szolgálni	خدمت	szolgál	N;SG	V;NFIN;ACT
خدمت	szolgálni	خدمت	szolgál	N;SG	V;NFIN;ACT
خدمت	kiszolgálás	خدمت	kiszolgálás	N;SG	
داستانی	story	داستان	story	N;SG	
ایرلند	írek	ایرلند	ír	N;SG	N;NOM;PL
ایرلند	ír	ایرلند	ír	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
پرواز	repülni	پرواز	repül	N;SG	V;NFIN;ACT
پرواز	repül	پرواز	repül	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
پرواز	repülj	پرواز	repül	N;SG	V;DEF;IMP;SG;2;PRS;FIN;ACT
پرواز	repül	پرواز	repül	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
پرواز	repülő	پرواز	repülő	N;SG	
پرواز	repülési	پرواز	repülési	N;SG	ADJ;NOM;SG
رمان	újszerű	رمان	újszerű	N;SG	
رمان	regényeket	رمان	regény	N;SG	N;ACC;PL
ادبی	irodalmi	ادبی	irodalmi	N;SG	
خرد	összetört	خرد	összetört	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
آسیایی	ázsiai	آسیایی	ázsiai	N;SG	ADJ;NOM;SG
بنیاد	alap	None	alap	N;SG	
الله	allah	الله	allah		N;NOM;SG
الله	isten	الله	isten		N;NOM;SG
رهبری	vezetői	رهبر	vezető	N;SG	N;NOM;PL
بریتانیایی	britek	بریتانی	brit	N;SG	N;NOM;PL
بریتانیایی	angol	بریتانی	angol	N;SG	
بریتانیایی	brit	بریتانی	brit	N;SG	
تحقیقات	vizsgálat	تحقیق	vizsgálat	N;PL	N;NOM;SG
تحقیقات	nyomozás	تحقیق	nyomozás	N;PL	N;NOM;SG
تحقیقات	kivizsgálás	تحقیق	kivizsgálás	N;PL	N;NOM;SG
تحقیقات	kutatás	تحقیق	kutatás	N;PL	N;NOM;SG
تحقیقات	kutatási	تحقیق	kutatási	N;PL	N;NOM;SG
کلاسیک	klasszikus	کلاسیک	klasszikus	N;SG	
کلاسیک	klasszikus	کلاسیک	klasszikus	N;SG	
کلاسیک	classic	کلاسیک	classic	N;SG	
هوا	air	هوا	air	N;SG	
برق	elektromos	برق	elektromos	N;SG	
خورشید	sun	خورشید	sun	N;SG	
نقاشی	rajzol	نقاشی	rajzol	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
تیر	tir	تیر	tir	N;SG	
مطالعه	tanulok	مطالعه	tanul	N;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
مطالعه	tanul	مطالعه	tanul	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
مطالعه	tanulmányok	مطالعه	tanulmány	N;SG	N;NOM;PL
رادیو	rádiós	رادیو	rádiós	N;SG	
رادیو	radio	رادیو	radio	N;SG	
بومی	bennszülött	بومی	bennszülött	N;SG	
بومی	őshonos	بومی	őshonos	N;SG	
بومی	belföldi	بومی	belföldi	N;SG	
بومی	őslakos	بومی	őslakos	N;SG	
بومی	bennszülött	بومی	bennszülött	N;SG	
بومی	őslakos	بومی	őslakos	N;SG	
بومی	őshonos	بومی	őshonos	N;SG	
بومی	bennszülöttek	بومی	bennszülött	N;SG	V;INDF;IND;PL;3;PST;FIN;ACT
نقشه	térkép	None	térkép	N;SG	
تغییرات	változás	تغییر	változás	N;PL	N;NOM;SG
تغییرات	változtatás	تغییر	változtatás	N;PL	N;NOM;SG
بلند	high	بلند	high	ADJ	
بلند	magasan	بلند	magasan	ADJ	
بلند	hangos	بلند	hangos	ADJ	
خودرو	kocsival	خودرو	kocsi	N;SG	
خودرو	járművek	خودرو	jármű	N;SG	N;NOM;PL
ایتالیایی	olasz	ایتالیایی	olasz	N;SG	
ایتالیایی	olaszország	ایتالیایی	olaszország	N;SG	
نگاه	néz	نگاه	néz	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
نگاه	keresem	نگاه	keresem	N;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
نماینده	reprezentatív	نماینده	reprezentatív	N;SG	
نماینده	megbízott	نماینده	meg+bízik	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
اوج	felül	اوج	felül	N;SG	
اوج	top	اوج	top	N;SG	
اوج	csúcs	اوج	csúcs	N;SG	
اوج	felső	اوج	felső	N;SG	
اوج	legfelső	اوج	legfelső	N;SG	
اوج	csúcs	اوج	csúcs	N;SG	
اوج	zenith	اوج	zenith	N;SG	
مقدس	szent	مقدس	szent	ADJ	
مقدس	szent	مقدس	szent	ADJ	
حرف	beszél	حرف	beszél	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
حرف	beszélő	حرف	beszélő	N;SG	ADJ;NOM;SG
حرف	beszélni	حرف	beszél	N;SG	V;NFIN;ACT
ابراهیم	abraham	ابراهیم	abraha	N;SG	
اشتباه	rossz	اشتباه	rossz	N;SG	
اشتباه	helytelen	اشتباه	helytelen	N;SG	
شهرک	town	شهرک	town	N;SG	
جامع	átfogó	جامع	átfogó	N;SG	
یونانی	görög	یونانی	görög	N;SG	
یونانی	görögök	یونانی	görög	N;SG	
جعبه	box	جعبه	box	N;SG	
جعبه	rovat	جعبه	rovat	N;SG	
جعبه	dobozok	جعبه	doboz	N;SG	N;NOM;PL
جعبه	dobozokat	جعبه	doboz	N;SG	N;ACC;PL
جعبه	ládák	جعبه	láda	N;SG	N;NOM;PL
محدود	limited	محدود	limited	ADJ	
محدود	limitált	محدود	limitál	ADJ	
محدود	korlátozott	محدود	korlátozott	ADJ	
محدود	korlátolt	محدود	korlátolt	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
محدود	határ	محدود	határ	ADJ	N;NOM;SG
محدود	korlátozás	محدود	korlátozás	ADJ	
محدود	határérték	محدود	határérték	ADJ	N;NOM;SG
محدود	limit	محدود	limi	ADJ	
محدود	korlát	محدود	korlát	ADJ	N;NOM;SG
احتمال	esélyek	احتمال	esély	N;SG	N;NOM;PL
احتمال	esélyes	احتمال	esélyes	N;SG	
احتمال	valószínűség	احتمال	valószínűség	N;SG	
نروژ	norvég	نروژ	norvég	N;SG	
عشق	love	عشق	love	N;SG	
مجارستان	hungary	مجارستان	hungary	N;SG	
مجارستان	magyarul	مجارستان	magyar	N;SG	
مجارستان	magyarok	مجارستان	magyar	N;SG	N;NOM;PL
مجارستان	magyar	مجارستان	magyar	N;SG	ADJ;NOM;SG
مجارستان	hungarian	مجارستان	hungarian	N;SG	
ارمنی	örmény	ارمنی	örmény	N;SG	
ارمنی	örmények	ارمنی	örmény	N;SG	N;NOM;PL
چک	csehország	چک	csehország	N;SG	
چک	cseh	چک	cseh	N;SG	ADJ;NOM;SG
چک	ellenőrzések	چک	ellenőrzés	N;SG	N;NOM;PL
خصوصی	magán	خصوصی	maga	N;SG	
خصوصی	privát	خصوصی	priva	N;SG	
آلاباما	alabama	None	alabam	N;SG	
ساده	szimpla	ساده	szimpla	ADJ	
ساده	sima	ساده	sima	ADJ	
ساده	könnyű	ساده	könnyű	ADJ	
شنا	úszik	None	úszik	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
شنا	úszni	None	úsz	N;SG	V;NFIN;ACT
شنا	úszó	None	úszó	N;SG	
شنا	úszni	None	úsz	N;SG	V;NFIN;ACT
بندی	bandy	بندی	bandy	N;SG	
برج	tornyok	برج	torny	N;SG	N;NOM;PL
برج	tower	برج	tower	N;SG	
سرانجام	végre	سرانجام	végre	ADV	
اسکاتلند	skót	اسکاتلند	skó	N;SG	
اوهایو	ohio	اوهایو	ohio	N;SG	
نقاط	pont	نقطه	pont	N;PL	
رابرت	robert	None	rober	N;SG	
اسید	lsd	اسید	lsd	N;SG	
اسید	savas	اسید	savas	N;SG	
لس	los	لس	los	N;SG	
لس	les	لس	les	N;SG	
اوایل	korán	اول	korán	N;PL	
اوایل	korai	اول	korai	N;PL	
پشتیبانی	támogatott	پشتیبانی	támogat	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
پشتیبانی	tartalék	پشتیبانی	tartalék	N;SG	
برده	szolga	برد#بر	szolga	V;SG;3;V.PTCP	N;NOM;SG
برده	rabszolga	برد#بر	rabszolga	V;SG;3;V.PTCP	N;NOM;SG
جورجیا	grúzia	None	grúzia	N;SG	
جورجیا	georgia	None	georgia	N;SG	
توزیع	forgalmazási	توزیع	forgalmazási	N;SG	ADJ;NOM;SG
برخورد	clash	برخورد	clash	N;SG	
واشینگتن	washington	واشینگتن	washington	N;SG	
عرب	arab	عرب	arab	N;SG	
عرب	arabok	عرب	arab	N;SG	N;NOM;PL
برادر	tesó	برادر	tesó	N;SG	
مشکلات	nehézség	مشکل	nehézség	N;PL	N;NOM;SG
مشکلات	probléma	مشکل	probléma	N;PL	N;NOM;SG
اقیانوس	óceánok	None	óceán	N;SG	N;NOM;PL
اقیانوس	óceán	None	óceán	N;SG	
اقیانوس	ocean	None	ocean	N;SG	
سریع	gyorsan	سریع	gyors	ADV	ADJ;FRML;SG
سریع	gyors	سریع	gyors	ADV	
سریع	gyorsan	سریع	gyors	ADV	ADJ;FRML;SG
سریع	gyors	سریع	gyors	ADV	
جوان	joan	جوان	joan	N;SG	
جوان	jeanne	جوان	jelenik	N;SG	
جوان	fiatalok	جوان	fiatal	N;SG	N;NOM;PL
جوان	fiatal	جوان	fiatal	N;SG	
جوان	fiatalos	جوان	fiatalos	N;SG	ADJ;NOM;SG
سرطان	rákos	سرطان	rákos	N;SG	
مشابه	hasonlók	مشابه	hasonló	ADJ	N;NOM;PL
جشن	ünnepel	جشن	ünnepel	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
جشن	ünnepelni	جشن	ünnepel	N;SG	V;NFIN;ACT
جشن	party	جشن	party	N;SG	
جشن	parti	جشن	parti	N;SG	ADJ;NOM;SG
جشن	ünnepelni	جشن	ünnepel	N;SG	V;NFIN;ACT
جمهور	elnökök	جمهور	elnök	N;SG	N;NOM;PL
آینده	jövőbeli	آینده	jövőbeli	N;SG	ADJ;NOM;SG
آینده	jövő	آینده	jövő	N;SG	ADJ;NOM;SG
اسپانیایی	spanyolul	اسپانیایی	spanyolul	N;SG	
اسپانیایی	spanyolok	اسپانیایی	spanyol	N;SG	N;NOM;PL
اسپانیایی	spanyol	اسپانیایی	spanyol	N;SG	
اوکراین	ukrajna	None	ukrajna	N;SG	PROPN;NOM;SG
رد	piros	رد	piros	N;SG	
رد	piroska	رد	piroska	N;SG	
رد	vörös	رد	vörös	N;SG	
مازندران	caspian	مازندران	caspian	N;SG	
اخیر	nemrég	اخیر	nemrég	ADJ	ADV
اخیر	legutóbbi	اخیر	legutóbbi	ADJ	
تدوین	szerkesztés	تدوین	szerkesztés	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
تدوین	vágó	تدوین	vágó	N;SG	
جوانان	ifjúsági	جوان	ifjúsági	N;PL	ADJ;NOM;SG
جوانان	fiatalság	جوان	fiatalság	N;PL	N;NOM;SG
جوانان	ifjúság	جوان	ifjúság	N;PL	N;NOM;SG
تازه	frissen	تازه	frissen	ADV	
تازه	friss	تازه	friss	ADV	
تازه	újdonság	تازه	újdonság	ADV	N;NOM;SG
تازه	új	تازه	új	ADV	ADJ;NOM;SG
سرخ	piros	سرخ	piros	N;SG	
سرخ	piroska	سرخ	piroska	N;SG	
سرخ	vörös	سرخ	vörös	N;SG	
دل	szívem	دل	szívem	N;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
دل	szívvel	دل	szív	N;SG	
دل	del	دل	del	N;SG	
دل	dell	دل	dell	N;SG	PROPN;NOM;SG
دل	szívek	دل	szív	N;SG	N;NOM;PL
رهبر	vezér	رهبر	vezér	N;SG	
رهبر	leader	رهبر	leader	N;SG	
رهبر	vezető	رهبر	vezető	N;SG	
ناشر	kiadók	ناشر	kiadó	N;SG	N;NOM;PL
دیگران	másoknak	دیگری	más	PRO	PRO;DAT;PL;3
دیگران	egyéb	دیگری	egyéb	PRO	
دیگران	mások	دیگری	más	PRO	
دیگران	egyebek	دیگری	egyéb	PRO	
واقعی	real	واقعی	real	ADJ	
واقعی	igazi	واقعی	igazi	ADJ	
واقعی	valódi	واقعی	valódi	ADJ	
واقعی	tényleges	واقعی	tényleges	ADJ	
هواپیمایی	légiközlekedési	هواپیمایی	légiközlekedési	N;SG	ADJ;NOM;SG
هواپیمایی	sík	هواپیمایی	sík	N;SG	
هواپیمایی	repülő	هواپیمایی	repülő	N;SG	
هواپیمایی	légitársaságok	هواپیمایی	légitársaság	N;SG	N;NOM;PL
فیلمبرداری	lő	فیلمبرداری	lő	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
آورده	hozták	آورد#آور	hoz	V;SG;3;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
آورده	hoztam	آورد#آور	hoz	V;SG;3;V.PTCP	V;DEF;IND;SG;1;PRS;FIN;ACT
جایگزین	utánpótlás	جایگزین	utánpótlás	ADJ	N;NOM;SG
جایگزین	alternatív	جایگزین	alternatív	ADJ	
جایگزین	alternatíva	جایگزین	alternatíva	ADJ	N;NOM;SG
جایگزین	csere	جایگزین	csere	ADJ	N;NOM;SG
جایگزین	cseréje	جایگزین	csere	ADJ	N;NOM;SG
جایگزین	levált	جایگزین	levál	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
جایگزین	helyébe	جایگزین	hely	ADJ	N;IN+ALL;SG
جایگزین	helyettesíteni	جایگزین	helyettesít	ADJ	V;NFIN;ACT
حفاظت	oltalom	حفاظت	oltalom	N;SG	
شبیه	mint	شبیه	mint	ADJ	CONJ
شبیه	like	شبیه	lik	ADJ	
شبیه	tetszik	شبیه	tetszik	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
معادل	megfelelője	معادل	megfelelő	ADJ	N;NOM;SG
بافت	szövetek	بافت	szövet	N;SG	N;NOM;PL
مسائل	probléma	مسأله	probléma	N;PL	N;NOM;SG
بهبود	javul	بهبود	javul	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
بهبود	gyógyuló	بهبود	gyógyuló	N;SG	
کانزاس	kansasi	کانزاس	kansasi	N;SG	
کانزاس	kansas	کانزاس	kansas	N;SG	
پنسیلوانیا	pennsylvania	None	pennsylvania	N;SG	V;SG;3;NFIN;ACT
داکوتای	dakota	داکوتا	dakota	N;SG	
ایرانیان	perzsa	ایرانی	perzsa	N;PL	N;NOM;SG
ایرانیان	iráni	ایرانی	iráni	N;PL	
عبدالله	abdullah	عبدالله	abdullah	N;SG	
تک	egyedülálló	تک	egyedülálló	N;SG	
تک	single	تک	single	N;SG	
تک	egyetlen	تک	egyetlen	N;SG	
رومانی	román	رومانی	roma	N;SG	
رومانی	romániai	رومانی	romániai	N;SG	ADJ;NOM;SG
استادان	masters	استاد	masters	N;PL	
نهایی	végleges	نهایی	végleges	ADJ	
نهایی	záró	نهایی	záró	ADJ	N;NOM;SG
نهایی	utolsó	نهایی	utolsó	ADJ	
نهایی	végső	نهایی	végső	ADJ	
نهایی	végső	نهایی	végső	ADJ	
سومین	harmadik	سومین	harmadik	ADJ;RL	
سومین	harmadszor	سومین	harmadszor	ADJ;RL	
فلزی	metál	فلزی	metál	N;SG	
فلزی	metal	فلزی	metal	N;SG	
فلزی	fémek	فلزی	fém	N;SG	N;NOM;PL
فلزی	fém	فلزی	fém	N;SG	
فلزی	fémes	فلزی	fémes	N;SG	
فلزی	fém	فلزی	fém	N;SG	
ژاپنی	japán	ژاپنی	japán	N;SG	
ژاپنی	japánok	ژاپنی	japán	N;SG	N;NOM;PL
هنرهای	művészet	هنر	művészet	N;PL	N;NOM;SG
هنرهای	művészeti	هنر	művészeti	N;PL	N;NOM;SG
پرچم	megjelölés	پرچم	megjelölés	N;SG	
پرچم	lobogó	پرچم	lobogó	N;SG	
پرچم	zászlók	پرچم	zászló	N;SG	N;NOM;PL
کاخ	palazzo	کاخ	palazzo	N;SG	
کاخ	palace	کاخ	palace	N;SG	
تحصیلات	oktatási	تحصیل	oktatási	N;PL	ADJ;NOM;SG
تحصیلات	oktatás	تحصیل	oktatás	N;PL	N;NOM;SG
واکنش	reakciók	واکنش	reakció	N;SG	N;NOM;PL
اکثر	legtöbb	اکثر	legtöbb	ADJ	
ورودی	belépés	ورودی	belépés	N;SG	
روشن	fény	روشن	fény	ADJ	N;NOM;SG
روشن	light	روشن	light	ADJ	
روشن	fényt	روشن	fény	ADJ	N;ACC;SG
روشن	tiszta	روشن	tiszta	ADJ	
رسیدگی	figyelembe	رسیدگی	figyel	N;SG	
صورتی	pink	صورت	pink	N;SG	
صورتی	rózsaszín	صورت	rózsaszín	N;SG	
صورتی	rózsaszínű	صورت	rózsaszínű	N;SG	
سعی	próbálom	سعی	próbál	N;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
ساسانیان	indo	ساسانی	indo	N;PL	
اجرایی	végrehajtó	اجرایی	végrehajtó	ADJ	
اجرایی	ügyvezető	اجرایی	ügyvezető	ADJ	N;NOM;SG
پست	posta	پست	posta	N;SG	
پست	post	پست	post	N;SG	
پست	közzétette	پست	közzétet	N;SG	V;DEF;IND;SG;3;PST;FIN;ACT
پست	kiküldött	پست	kiküldött	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
پست	közzétett	پست	közzétett	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
بشر	emberek	بشر	ember	N;SG	N;NOM;PL
بشر	emberi	بشر	emberi	N;SG	
کدام	ami	کدام	ami	N;SG	PRO;NOM;SG;3
کدام	melyik	کدام	melyik	N;SG	
کدام	mely	کدام	mely	N;SG	
کدام	amely	کدام	amely	N;SG	PRO;NOM;SG;3
نگهداری	karbantartási	نگهداری	karbantartási	N;SG	ADJ;NOM;SG
بهره	érd	بهره	érd	N;SG	
بهره	kamatok	بهره	kamat	N;SG	N;NOM;PL
باب	bab	باب	bab	N;SG	
اروپایی	európai	اروپایی	európai	N;SG	ADJ;NOM;SG
گرمی	melegség	گرمی	melegség	N;SG	
فرمول	formula	None	formula	N;SG	
نوری	nuri	نوری	nuri	N;SG	
نوری	light	نوری	light	N;SG	
زیبا	gyönyörű	زیبا	gyönyörű	ADJ	
مخالفت	ellenzéki	مخالفت	ellenzéki	N;SG	ADJ;NOM;SG
حمل	vinni	حمل	vin	N;SG	V;NFIN;ACT
دینی	vallásos	دین	vallásos	N;SG	
دینی	vallási	دین	vallási	N;SG	ADJ;NOM;SG
مسلمانان	muszlim	مسلمان	muszlim	N;PL	
مسلمانان	muzulmán	مسلمان	muzulom	N;PL	
آهن	vas	آهن	vas	N;SG	
پیشین	korábbi	پیشین	korábbi	N;SG	ADJ;NOM;CMPR;SG
پیشین	előző	پیشین	előző	N;SG	
پیشین	korábbi	پیشین	korábbi	N;SG	ADJ;NOM;CMPR;SG
مقایسه	összehasonlítás	مقایسه	összehasonlítás	N;SG	
مقایسه	összehasonlítani	مقایسه	összehasonlít	N;SG	V;NFIN;ACT
