fantasy	fantasier	fantasy	fantasi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
walk	walk	walk	walk	N;NOM;INDF;MASC+FEM;SG	
inledande	indledende	inledande	indlede	ADJ;NOM;PRS;V.PTCP	V;PRS;V.PTCP
inledande	oprindeligt	inledande	oprindeligt	ADJ;NOM;PRS;V.PTCP	ADV
inledande	indledende	inledande	indlede	ADJ;NOM;PRS;V.PTCP	V;PRS;V.PTCP
inledande	oprindelig	inledande	oprindelig	ADJ;NOM;PRS;V.PTCP	ADV
inledande	indledning	inledande	indledning	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC+FEM;SG
inledande	indvielse	inledande	indvielse	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC+FEM;SG
fusca	fusca	fusca	fusca	N;NOM;INDF;MASC+FEM;SG	
svarar	besvarelse	svara	besvarelse	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
svarar	svar	svara	svar	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
svarar	besvarelser	svara	besvarelse	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;PL
utomhus	udenfor	utomhus	udenfor	N;NOM;INDF;MASC+FEM;SG	ADV
utomhus	udvendig	utomhus	udvendig	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
utomhus	udvendigt	utomhus	udvendig	N;NOM;INDF;MASC+FEM;SG	ADV
utomhus	udendørs	utomhus	udendørs	N;NOM;INDF;MASC+FEM;SG	ADJ
utomhus	udendørs	utomhus	udendørs	N;NOM;INDF;MASC+FEM;SG	ADJ
bredare	bredere	bred	bred	ADJ;NOM;CMPR	ADV;CMPR
bredare	bredere	bred	bred	ADJ;NOM;CMPR	ADV;CMPR
förkortat	forkortede	förkorta	forkorte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PL;PST;V.PTCP
förkortat	afkortet	förkorta	afkorte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
förkortat	forkortet	förkorta	forkorte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
förkortat	afkortet	förkorta	afkorte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
förkortat	forkortet	förkorta	forkorte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
förkortat	forkortede	förkorta	forkorte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PL;PST;V.PTCP
förkortat	genveje	förkorta	genveje	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;MASC+FEM;PL
förkortat	genvej	förkorta	genvej	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;MASC+FEM;SG
sänds	afsendt	sända	afsende	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
sänds	afsendes	sända	afsende	V;IND;PRS;FIN;PASS	ADJ
mal	møl	mal	møl	V;IMP;FIN;ACT	N;INDF;NEUT;SG
americana	americana	american	americana	N;NOM;INDF;MASC+FEM;SG	
secret	hemmelige	sec	hemmelig	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
secret	hemmelig	sec	hemmelig	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
secret	secret	sec	secret	N;NOM;INDF;MASC+FEM;SG	
secret	hemmeligt	sec	hemmelig	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
kaj	kaj	kaj	kaj	PROPN;NOM	PROPN
karlskoga	karlskoga	karlskoga	karlskoga	PROPN;NOM	N;INDF;MASC+FEM;SG
svårigheter	vanskelighed	svårighet	vanskelighed	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
svårigheter	sværhedsgrad	svårighet	sværhedsgrad	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
seco	seco	seco	seco	N;NOM;SG	
mirabilis	mirabilis	mirabilis	mirabilis	N;NOM;INDF;MASC+FEM;SG	
vicente	vicente	vicente	vicente	PROPN;NOM	
borealis	borealis	borealis	borealis	N;NOM;INDF;MASC+FEM;SG	
ledaren	leader	ledare	leade	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ledaren	leder	ledare	leder	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bakre	baghjul	bakre	baghjul	ADJ;NOM;CMPR	N;INDF;NEUT;PL
bakre	bagud	bakre	bagud	ADJ;NOM;CMPR	ADV
bakre	bagerste	bakre	bag	ADJ;NOM;CMPR	ADJ;DEF;RL
bakre	bageste	bakre	bagest	ADJ;NOM;CMPR	ADJ;DEF;RL
reed	reed	reed	reed	PROPN;NOM	
baluchistan	baluchistan	baluchista	baluchistan	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
partner	partnerne	partner	partner	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;PL
partner	samarbejdspartnere	partner	samarbejdspartner	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
partner	partners	partner	partner	N;NOM;INDF;MASC+FEM;SG	N;GEN;INDF;MASC+FEM;PL
partner	makkere	partner	makker	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
partner	partnere	partner	partner	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
fina	fina	fin	fina	ADJ;NOM;PL	
fina	lækkert	fin	lækker	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
fina	dejligt	fin	dejlig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
fina	hyggeligt	fin	hyggelig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
fina	flot	fin	flot	ADJ;NOM;PL	ADJ;INDF;SG
fina	pænt	fin	pæn	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
fina	nice	fin	nice	ADJ;NOM;PL	
wan	wan	wan	wan	N;NOM;INDF;NEUT;SG	
nicosia	nicosia	nicosia	nicosia	PROPN;NOM	
kartan	kort	karta	kort	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;SG
kartan	landkort	karta	landkort	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
ingemar	ingemar	ingem	ingemar	PROPN;NOM	
diana	diana	du	diana	PROPN;NOM	
okända	ukendt	okänd	ukendt	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;SG
utförs	udførte	utföra	udføre	V;IND;PRS;FIN;PASS	V;IND;PST;FIN;ACT
utförs	udført	utföra	udføre	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
annie	annie	annie	annie	PROPN;NOM	N;INDF;MASC+FEM;SG
evenemang	begivenheder	evenemang	begivenhed	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
evenemang	hændelser	evenemang	hændelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
evenemang	arrangementer	evenemang	arrangement	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
evenemang	events	evenemang	events	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
evenemang	begivenhederne	evenemang	begivenhed	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;PL
evenemang	begivenheden	evenemang	begivenhed	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
flytt	flygtet	flytt	flygte	N;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
flytt	undsluppet	flytt	undsluppe	N;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
flytt	flygtede	flytt	flygte	N;NOM;INDF;MASC+FEM;SG	V;IND;PST;FIN;ACT
flytt	flytter	flytt	flytte	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
flytt	flytte	flytt	flytte	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
flytt	flygtede	flytt	flygte	N;NOM;INDF;MASC+FEM;SG	V;IND;PST;FIN;ACT
flytt	flygtet	flytt	flygte	N;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
ingeborg	ingeborg	ingeborg	ingeborg	PROPN;NOM	N;INDF;MASC+FEM;SG
flava	flava	flava	flava	N;NOM;INDF;MASC+FEM;SG	
skandinaviska	skandinavisk	skandinavisk	skandinavisk	ADJ;NOM;PL	ADJ;INDF;SG
skandinaviska	skandinavien	skandinavisk	skandinavien	ADJ;NOM;PL	
malcolm	malcolm	malcolm	malcolm	PROPN;NOM	
heinz	heinz	heinz	heinz	PROPN;NOM	N;INDF;MASC+FEM;SG
barnes	barnes	barn	barne	PROPN;NOM	N;INDF;MASC+FEM;SG
påverkas	påvirkede	påverka	påvirke	V;IND;PRS;FIN;PASS	V;PL;PST;V.PTCP
påverkas	berørt	påverka	berøre	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
påverkas	påvirket	påverka	påvirke	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
påverkas	berørte	påverka	berøre	V;IND;PRS;FIN;PASS	ADJ;PL
pusilla	pusilla	pusill	pusilla	N;NOM;INDF;MASC+FEM;SG	
lina	lina	lina	lina	PROPN;NOM	
helgon	helge	helgon	helge	N;NOM;INDF;NEUT;SG	
helgon	helgener	helgon	helgene	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
helgon	saint	helgon	saint	N;NOM;INDF;NEUT;SG	
hieracium	hieracium	hieracium	hieracium	N;NOM;INDF;MASC+FEM;SG	
malmöhus	malmöhus	malmöhus	malmöhus	PROPN;NOM	N;INDF;NEUT;SG
acuminata	acuminata	acuminat	acuminata	N;NOM;INDF;MASC+FEM;SG	
sats	batch	sats	batch	N;NOM;INDF;MASC+FEM;SG	
glenn	glenn	glen	glenn	PROPN;NOM	
timme	timen	timme	time	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
grotta	hulen	grott	hulen	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
birmingham	birmingham	birmingham	birmingham	PROPN;NOM	N;INDF;MASC+FEM;SG
todd	todd	todd	todd	PROPN;NOM	N;INDF;MASC+FEM;SG
härrör	afledt	härröra	aflede	V;IND;PRS;FIN;ACT	V;INDF;SG;PST;V.PTCP
härrör	afledte	härröra	aflede	V;IND;PRS;FIN;ACT	V;PL;PST;V.PTCP
varberg	varberg	varberg	varberg	PROPN;NOM	N;INDF;MASC+FEM;SG
motsvarighet	modsvarende	motsvarighet	modsvarende	N;NOM;INDF;MASC+FEM;SG	ADJ
jacobus	jacobus	jacobus	jacobus	PROPN;NOM	
paradise	paradiset	paradise	paradis	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
sena	sen	sen	sen	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
sena	forsinket	sen	forsinke	ADJ;NOM;PL	V;INDF;SG;PST;V.PTCP
sena	sent	sen	sent	ADJ;NOM;PL	ADV
täby	täby	täby	täby	PROPN;NOM	
utlopp	outlet	utlopp	outle	V;IMP;FIN;ACT	N;INDF;NEUT;SG
negativ	negativt	negativ	negativt	ADJ;NOM;INDF;MASC+FEM;SG	ADV
negativ	negative	negativ	negativ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
elin	elin	elin	elin	PROPN;NOM	
canterbury	canterbury	canterbury	canterbury	PROPN;NOM	N;INDF;MASC+FEM;SG
ove	ove	ove	ove	PROPN;NOM	PROPN
typisk	typisk	typisk	typisk	ADJ;NOM;INDF;MASC+FEM;SG	ADV
typisk	typiske	typisk	typisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
child	barns	child	barns	N;NOM;INDF;MASC+FEM;SG	N;GEN;INDF;NEUT;SG
child	child	child	child	N;NOM;INDF;MASC+FEM;SG	
sicilien	sicilien	sicilien	sicilie	PROPN;NOM	N;DEF;MASC+FEM;SG
sollentuna	sollentuna	sollentuna	sollentuna	PROPN;NOM	N;INDF;NEUT;SG
liggande	lyve	ligga	lyve	ADJ;NOM;PRS;V.PTCP	V;NFIN;ACT
liggande	lyver	ligga	lyve	ADJ;NOM;PRS;V.PTCP	V;IND;PRS;FIN;ACT
liggande	liggende	ligga	ligge	ADJ;NOM;PRS;V.PTCP	V;PRS;V.PTCP
liggande	landskaber	ligga	landskaber	ADJ;NOM;PRS;V.PTCP	N;INDF;NEUT;PL
liggande	landskab	ligga	landskab	ADJ;NOM;PRS;V.PTCP	N;INDF;NEUT;SG
liggande	landskabet	ligga	landskab	ADJ;NOM;PRS;V.PTCP	N;DEF;NEUT;SG
lópez	lópez	lópez	lópez	PROPN;NOM	
lópez	lópez	lópez	lópez	PROPN;NOM	
lópez	lopez	lópez	lop	PROPN;NOM	
republikanska	republikanere	republikansk	republikaner	ADJ;NOM;PL	N;INDF;MASC+FEM;PL
republikanska	republikaner	republikansk	republikane	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
republikanska	republikanerne	republikansk	republikaner	ADJ;NOM;PL	N;DEF;MASC+FEM;PL
ssr	ssr	ss	ssr	PROPN;NOM	ADJ;INDF;MASC+FEM;SG
jarl	jarl	jarl	jarl	PROPN;NOM	N;INDF;MASC+FEM;SG
enheten	anordning	enhet	anordning	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
enheten	apparat	enhet	apparat	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
enheten	enhed	enhet	enhed	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
enheten	enhed	enhet	enhed	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
enheten	unit	enhet	unit	N;NOM;DEF;MASC+FEM;SG	
edinburgh	edinburgh	edinburgh	edinburgh	PROPN;NOM	PROPN
singer	sanger	singa	sang	PROPN;NOM	N;INDF;MASC+FEM;SG
singer	singer	singa	singer	PROPN;NOM	N;INDF;MASC+FEM;SG
singer	sangerinde	singa	sangerinde	PROPN;NOM	N;INDF;MASC+FEM;SG
angrepp	angriber	angrepp	angriber	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;SG
angrepp	angreb	angrepp	angreb	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
angrepp	angrebet	angrepp	angreb	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;SG
angrepp	angrib	angrepp	angrib	N;NOM;INDF;NEUT;PL	V;IMP
angrepp	angriber	angrepp	angriber	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;SG
angrepp	angreb	angrepp	angreb	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
angrepp	overgreb	angrepp	overgreb	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
angrepp	overfald	angrepp	overfald	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
angrepp	angreb	angrepp	angreb	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
summering	oversigt	summering	oversigt	N;NOM;INDF;MASC+FEM;SG	V;IMP
strindberg	strindberg	strindberg	strindberg	PROPN;NOM	N;INDF;MASC+FEM;SG
filosofiska	filosofisk	filosofisk	filosofisk	ADJ;NOM;PL	ADV
iihf	iihf	iihf	iihf	PROPN;NOM	
stammar	stammer	stam	stamme	N;NOM;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
stammar	stammen	stam	stam	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;SG
stammar	stammer	stam	stamme	N;NOM;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
ein	ein	ei	ein	V;IMP;FIN;ACT	
kategorierna	kategorier	kategorium	kategori	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
sunne	sunne	sunne	sunne	PROPN;NOM	N;INDF;MASC+FEM;SG
ersättare	udskiftning	ersättare	udskiftning	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
ersättare	afløsning	ersättare	afløsning	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
ersättare	afløser	ersättare	afløser	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
ersättare	erstatning	ersättare	erstatning	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
wikidata	wikidata	pikidat	wikidata	N;NOM;INDF;NEUT;SG	
dalmatien	dalmatien	dalmatiun	dalmatie	N;NOM;DEF;MASC+FEM;SG	PROPN
chan	chan	chan	chan	N;NOM;INDF;MASC+FEM;SG	
undrar	spekulerer	undra	spekulere	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
undrar	vidunder	undra	vidunder	V;IMP;FIN;ACT	N;INDF;NEUT;SG
undrar	mon	undra	mon	V;IMP;FIN;ACT	ADV
undrar	wonder	undra	wonde	V;IMP;FIN;ACT	
omröstning	afstemningen	omröstning	afstemning	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
omröstning	stem	omröstning	stem	N;NOM;INDF;MASC+FEM;SG	V;IMP
omröstning	afstemninger	omröstning	afstemning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
omröstning	stemmer	omröstning	stemme	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
omröstning	afstemninger	omröstning	afstemning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
wallin	wallin	wallin	wallin	PROPN;NOM	
cleveland	cleveland	cleveland	cleveland	PROPN;NOM	
taube	taube	taube	taube	PROPN;NOM	N;INDF;MASC+FEM;SG
fin	finne	fin	finne	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
idrottare	atlet	idrottare	at	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
gravar	grave	grav	grave	N;NOM;INDF;MASC+FEM;PL	V;NFIN;ACT
gravar	graves	grav	grave	N;NOM;INDF;MASC+FEM;PL	V;NFIN;PASS
gravar	grave	grav	grave	N;NOM;INDF;MASC+FEM;PL	V;NFIN;ACT
gravar	gravene	grav	grav	N;NOM;INDF;MASC+FEM;PL	N;DEF;NEUT;PL
frivilliga	volontører	frivillig	volontør	ADJ;NOM;PL	N;INDF;MASC+FEM;PL
frivilliga	frivillighed	frivillig	frivillighed	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
frivilliga	frivilligt	frivillig	frivilligt	ADJ;NOM;PL	ADV
frivilliga	frivillig	frivillig	frivillig	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
runda	budrunde	rund	budrunde	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
runda	rundt	rund	rundt	ADJ;NOM;PL	ADV
runda	runde	rund	runde	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
runda	rund	rund	rund	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
runda	omgang	rund	omgang	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
leconte	leconte	leconte	leconte	N;NOM;INDF;MASC+FEM;SG	
petersen	petersen	peters	peterse	N;NOM;DEF;MASC+FEM;SG	PROPN
carroll	carroll	carroll	carroll	PROPN;NOM	
hannover	hannover	hannover	hannover	PROPN;NOM	
hannover	hannover	hannover	hannover	PROPN;NOM	
palace	paladset	palace	palads	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
hemmet	hjem	hem	hjem	N;NOM;DEF;NEUT;SG	ADV
hemmet	hjemme	hem	hjemme	N;NOM;DEF;NEUT;SG	ADV
hemmet	startside	hem	startside	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
hemmet	hjemad	hem	hjemad	N;NOM;DEF;NEUT;SG	ADV
hemmet	home	hem	home	N;NOM;DEF;NEUT;SG	
specifikt	specifik	specifikt	specifik	ADV	ADJ;INDF;MASC+FEM;SG
specifikt	specifikke	specifikt	specifikke	ADV	ADJ;PL
étienne	étienne	étienne	ktie	PROPN;NOM	
hänt	sket	hända	ske	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
hänt	skete	hända	ske	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
anka	and	anka	and	N;NOM;INDF;MASC+FEM;SG	
anka	ænder	anka	ænder	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
anka	duck	anka	duck	N;NOM;INDF;MASC+FEM;SG	
patienter	patienterne	patient	patient	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
palme	palme	palme	palme	PROPN;NOM	N;INDF;MASC+FEM;SG
erfarenheter	oplevelse	erfarenhet	oplevelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
erfarenheter	erfaring	erfarenhet	erfaring	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
erfarenheter	oplev	erfarenhet	opleve	N;NOM;INDF;MASC+FEM;PL	V;IMP
rat	rotten	rat	rotte	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
rat	rotter	rat	rotte	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
federation	føderationen	federation	føderation	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
hörnet	hjørne	hörn	hjørne	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
delong	delong	delong	delong	N;NOM;INDF;MASC+FEM;SG	
granada	grenada	granad	grenada	N;NOM;INDF;MASC+FEM;SG	
granada	granada	granad	granada	N;NOM;INDF;MASC+FEM;SG	PROPN
banor	kurserne	bana	kurs	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
haag	hague	haag	hague	PROPN;NOM	
haag	haag	haag	haag	PROPN;NOM	
blogg	bloggen	blogg	blog	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
salta	sprød	salta	sprød	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
salta	salt	salta	salt	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
salta	salt	salta	salt	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
olga	olga	olg	olga	PROPN;NOM	
willy	willy	willy	willy	PROPN;NOM	
amiral	admiral	amiral	admiral	PROPN;NOM	N;INDF;MASC+FEM;SG
amiral	admiralen	amiral	admiral	PROPN;NOM	N;DEF;MASC+FEM;SG
fasaden	facade	fasa	facade	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
smala	slank	smal	slank	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
smala	mager	smal	mage	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
smala	skinny	smal	skinny	ADJ;NOM;PL	N;INDF;NEUT;SG
smala	tynd	smal	tynd	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
smala	snæver	smal	snæver	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
smala	snævert	smal	snævert	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
smala	smal	smal	smal	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
march	marchere	march	marcher	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
mathias	mathias	mathias	mathias	PROPN;NOM	
verser	vers	vers	vers	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
bristol	bristol	bristol	bristol	PROPN;NOM	
reticulata	reticulata	reticulat	reticulata	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;NEUT;SG
vagnar	vognene	vagna	vogn	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
svante	svante	svante	svant	PROPN;NOM	N;INDF;MASC+FEM;SG
produkt	produktet	produkt	produkt	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
riktade	målrettet	riktad	målrettet	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;SG
riktade	retningsbestemt	riktad	retningsbestemt	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;SG
principen	princip	princip	princip	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
principen	principielt	princip	principielt	N;NOM;DEF;MASC+FEM;SG	ADV
hände	skete	hände	ske	V;IMP;FIN;ACT	V;IND;PST;FIN;ACT
monroe	monroe	monroe	monroe	PROPN;NOM	
sinensis	sinensis	sinensis	sinensis	N;NOM;INDF;MASC+FEM;SG	
clements	clements	clement	clement	PROPN;NOM	N;INDF;MASC+FEM;SG
besegra	nederlag	besegra	nederlag	V;IMP;FIN;ACT	N;INDF;NEUT;SG
besegra	nederlaget	besegra	nederlag	V;IMP;FIN;ACT	N;DEF;NEUT;SG
reaktion	reaktioner	reaktion	reaktion	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
reaktion	reaktionen	reaktion	reaktion	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
journalisten	journalist	journalist	journalist	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
morrison	morrison	morrison	morrison	PROPN;NOM	N;INDF;MASC+FEM;SG
sällsynta	sjælden	sällsynta	sjælden	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
sällsynta	sjældent	sällsynta	sjældent	ADJ;NOM;PL	ADV
tabell	bordet	tabell	bord	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
utbyte	børser	utbyte	børse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
utbyte	udvekslinger	utbyte	udveksling	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
utbyte	exchange	utbyte	exchange	N;NOM;INDF;NEUT;SG	
fleming	flemming	fleming	flemming	PROPN;NOM	
fleming	fleming	fleming	fleming	PROPN;NOM	N;INDF;MASC+FEM;SG
stationer	stationerne	station	station	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
malin	malin	malin	malin	PROPN;NOM	N;INDF;MASC+FEM;SG
mördad	myrdet	mörda	myrde	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
mördad	myrdede	mörda	myrde	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PL;PST;V.PTCP
mördad	dræbte	mörda	dræbe	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PL;PST;V.PTCP
mördad	dræbt	mörda	dræbe	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
mördad	myrdet	mörda	myrde	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ovanliga	usædvanligt	ovanlig	usædvanlig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
ovanliga	usædvanlig	ovanlig	usædvanlig	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
trädgården	have	trädgård	have	N;NOM;DEF;MASC+FEM;SG	V;NFIN;ACT
bass	bass	bass	bass	N	
grönt	green	grön	gre	ADJ;NOM;INDF;NEUT;SG	
grönt	grønne	grön	grøn	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
nyköping	nyköping	nyköping	nyköping	PROPN;NOM	N;INDF;MASC+FEM;SG
holländska	nederlandsk	holländsk	nederlandsk	ADJ;NOM;PL	ADJ;INDF;SG
holländska	hollandsk	holländsk	hollandsk	ADJ;NOM;PL	ADJ;INDF;SG
holländska	hollænder	holländsk	hollænder	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
präster	præsterne	präst	præst	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
