steven	стивен	stevnout	стивный	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
ptáky	птички	pták	птичка	N;ANIM;ACC;MASC;PL;POS	N;ANIM;NOM;FEM;PL
ptáky	птицы	pták	птица	N;ANIM;ACC;MASC;PL;POS	N;ANIM;NOM;FEM;PL
ptáky	птиц	pták	птица	N;ANIM;ACC;MASC;PL;POS	N;ANIM;GEN;FEM;PL
hluboko	глубокую	hluboko	глубокий	ADV;POS	ADJ;ACC;FEM;SG
hluboko	глубокое	hluboko	глубокий	ADV;POS	ADJ;NOM;NEUT;SG
hluboko	глубокая	hluboko	глубокий	ADV;POS	ADJ;NOM;FEM;SG
hluboko	глубокие	hluboko	глубокий	ADV;POS	ADJ;NOM;PL
hluboko	глубокий	hluboko	глубокий	ADV;POS	ADJ;NOM;MASC;SG
vítězný	победителями	vítězný	победитель	ADJ;INAN;NOM;MASC;SG;POS	N;ANIM;INS;MASC;PL
nacisty	нацисты	nacista	нацист	N;ANIM;INS;MASC;PL;POS	N;ANIM;NOM;MASC;PL
eddie	эдди	eddie	эдди	N;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
snadné	полегче	snadný	легкий	ADJ;NOM;NEUT;SG;POS	ADJ;CMPR
snadné	легче	snadný	легкий	ADJ;NOM;NEUT;SG;POS	ADJ;CMPR
barry	барри	barra	барри	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
barry	бэрри	barra	бэрри	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
vizuální	visual	vizuální	visual	ADJ;NOM;MASC;SG;POS	PROPN
viditelné	видны	viditelný	видный	ADJ;NOM;NEUT;SG;POS	ADJ;PL
viditelné	видимые	viditelný	видимый	ADJ;NOM;NEUT;SG;POS	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
viditelné	видимых	viditelný	видимый	ADJ;NOM;NEUT;SG;POS	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
pochod	марта	pochod	март	N;INAN;NOM;MASC;SG;POS	N;INAN;GEN;MASC;SG
pochod	marching	pochod	marching	N;INAN;NOM;MASC;SG;POS	PROPN
dětská	дитя	dětský	дитя	ADJ;NOM;FEM;SG;POS	N;INAN;NOM;NEUT;SG
dětská	ребенок	dětský	ребенок	ADJ;NOM;FEM;SG;POS	N;ANIM;NOM;MASC;SG
dětská	ребёнок	dětský	ребёнок	ADJ;NOM;FEM;SG;POS	N;ANIM;NOM;MASC;SG
dětská	ребенка	dětský	ребенок	ADJ;NOM;FEM;SG;POS	N;ANIM;ACC;MASC;SG
hit	ударил	hit	ударить	N;INAN;NOM;MASC;SG;POS	V;PFV;MASC;IND;SG;PST;FIN;ACT
připojen	связаны	připojený	связать	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
poznal	признано	poznat	признать	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
poznal	признана	poznat	признать	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
poznal	признанные	poznat	признать	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
poznal	признали	poznat	признать	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;PL;PST;FIN;ACT
poznal	признанных	poznat	признать	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;GEN;PL;PST;V.PTCP;PASS
sankt	sankt	sankt	sankt	PROPN;NOM;MASC;SG;POS	PROPN
sankt	санкт	sankt	санкт	PROPN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
spiknutí	заговора	spiknutí	заговор	N;NOM;NEUT;SG;POS	N;INAN;GEN;MASC;SG
spiknutí	заговоры	spiknutí	заговор	N;NOM;NEUT;SG;POS	N;INAN;NOM;MASC;PL
spiknutí	участки	spiknutí	участок	N;NOM;NEUT;SG;POS	N;INAN;NOM;MASC;PL
spiknutí	участков	spiknutí	участок	N;NOM;NEUT;SG;POS	N;INAN;GEN;MASC;PL
diskutovat	обсудить	diskutovat	обсудить	V;IPFV;POS;NFIN	V;PFV;NFIN;ACT
naději	надежда	naděje	надежда	N;ACC;FEM;SG;POS	N;INAN;NOM;FEM;SG
naději	надеюсь	naděje	надеяться	N;ACC;FEM;SG;POS	V;IPFV;IND;SG;1;PRS;FIN;MID
naději	хоуп	naděje	хоупоть	N;ACC;FEM;SG;POS	N;ANIM;NOM;MASC;SG
naději	надежда	naděje	надежда	N;ACC;FEM;SG;POS	N;INAN;NOM;FEM;SG
naději	надеемся	naděje	надеяться	N;ACC;FEM;SG;POS	V;IPFV;IND;PL;1;PRS;FIN;MID
nan	нэн	nan	нэн	PROPN;NOM;FEM;SG;POS	
stanoví	указывается	stanovit	указывать	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
stanoví	указывает	stanovit	указывать	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
továrně	фабрика	továrna	фабрика	N;DAT;FEM;SG;POS	N;INAN;NOM;FEM;SG
továrně	завод	továrna	завод	N;DAT;FEM;SG;POS	N;INAN;NOM;MASC;SG
pořady	показывает	pořad	показывать	N;INAN;NOM;MASC;PL;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
křesťanská	кристиан	křesťanský	кристианин	ADJ;NOM;FEM;SG;POS	N;ANIM;NOM;MASC;SG
křesťanská	христианин	křesťanský	христианин	ADJ;NOM;FEM;SG;POS	N;ANIM;NOM;MASC;SG
křesťanská	христиане	křesťanský	христианин	ADJ;NOM;FEM;SG;POS	N;ANIM;NOM;MASC;PL
křesťanská	христианство	křesťanský	христианство	ADJ;NOM;FEM;SG;POS	N;INAN;NOM;NEUT;SG
křesťanská	христиан	křesťanský	христианин	ADJ;NOM;FEM;SG;POS	N;ANIM;GEN;MASC;PL
odhalení	откровения	odhalení	откровение	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
odhalení	откровения	odhalení	откровение	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
münchen	münchen	münchen	münchen	PROPN;INAN;MASC;POS	PROPN
pojmenoval	назвал	pojmenovat	назвать	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
pojmenoval	названа	pojmenovat	назвать	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
cyril	кирилл	cyrita	кирилл	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
keith	кит	keith	кит	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
keith	кита	keith	кит	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;ACC;MASC;SG
toulouse	тулузе	toulouse	тулуз	PROPN;NOM;FEM;SG;POS	N;INAN;DAT;MASC;SG
terén	местности	terén	местность	N;INAN;NOM;MASC;SG;POS	N;INAN;NOM;FEM;PL
dno	снизу	dno	снизу	N;NOM;NEUT;SG;POS	ADV
přesvědčen	убедил	přesvědčený	убедить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
přesvědčen	убедили	přesvědčený	убедить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
přesvědčen	убедила	přesvědčený	убедить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
přesvědčen	убеждены	přesvědčený	убедить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
přesvědčen	убедил	přesvědčený	убедить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
přesvědčen	убедили	přesvědčený	убедить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
arabové	арабов	arabový	араб	N;ANIM;NOM;MASC;PL;POS	N;ANIM;GEN;MASC;PL
souvislost	связать	souvislost	связать	N;NOM;FEM;SG;POS	V;PFV;NFIN;ACT
souvislost	ссылку	souvislost	ссылка	N;NOM;FEM;SG;POS	N;INAN;ACC;FEM;SG
výuky	преподавания	výuka	преподавание	N;NOM;FEM;SG;POS	N;INAN;GEN;NEUT;SG
nejoblíbenější	любимая	oblíbený	любить	ADJ;NOM;RL;MASC;SG;POS	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;PASS
nejoblíbenější	любимое	oblíbený	любимый	ADJ;NOM;RL;MASC;SG;POS	ADJ;NOM;NEUT;SG
nejoblíbenější	любимые	oblíbený	любить	ADJ;NOM;RL;MASC;SG;POS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
nejoblíbenější	любимый	oblíbený	любить	ADJ;NOM;RL;MASC;SG;POS	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
švýcarské	швейцарии	švýcarský	швейцария	ADJ;NOM;MASC;SG;POS	N;INAN;NOM;FEM;PL
dočasné	временно	dočasný	временно	ADJ;NOM;NEUT;SG;POS	ADV
dočasné	временные	dočasný	временный	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;PL
chaty	домик	chata	домик	N;NOM;FEM;PL;POS	N;INAN;NOM;MASC;SG
ontario	онтарио	ontario	онтарио	PROPN;NOM;NEUT;SG;POS	N;INAN;NOM;MASC;SG
tkáně	ткань	tkáň	ткань	N;NOM;FEM;PL;POS	N;INAN;NOM;FEM;SG
tkáně	тканей	tkáň	ткань	N;NOM;FEM;PL;POS	N;INAN;GEN;FEM;PL
orel	игл	orel	игла	N;ANIM;NOM;MASC;SG;POS	N;INAN;GEN;FEM;PL
orel	орёл	orel	ореть	N;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
orel	орел	orel	орести	N;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
orel	хвосты	orel	хвост	N;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;MASC;PL
jasný	очистить	jasný	очистить	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;NFIN;ACT
jasný	чисто	jasný	чисто	ADJ;INAN;NOM;MASC;SG;POS	ADV
učebnice	учебников	učebnice	учебник	N;NOM;FEM;PL;POS	N;INAN;GEN;MASC;PL
učebnice	учебник	učebnice	учебник	N;NOM;FEM;PL;POS	N;INAN;NOM;MASC;SG
ozbrojené	вооруженный	ozbrojený	вооружить	ADJ;NOM;MASC;PL;POS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
ozbrojené	вооруженная	ozbrojený	вооружить	ADJ;NOM;MASC;PL;POS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
ozbrojené	вооруженных	ozbrojený	вооружить	ADJ;NOM;MASC;PL;POS	V;PFV;GEN;PL;PST;V.PTCP;PASS
jennifer	дженифер	jennifra	дженифер	PROPN;NOM;FEM;SG;POS	N;ANIM;NOM;FEM;SG
jennifer	дженнифер	jennifra	дженнифер	PROPN;NOM;FEM;SG;POS	N;ANIM;NOM;FEM;SG
podzimní	осень	podzimní	осень	ADJ;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
tibetu	тибет	tibet	тибет	N;INAN;DAT;MASC;SG;POS	N;INAN;NOM;MASC;SG
klíčové	ключ	klíčový	ключ	ADJ;NOM;MASC;PL;POS	N;INAN;NOM;MASC;SG
klíčové	ключевых	klíčový	ключевой	ADJ;NOM;MASC;PL;POS	ADJ;GEN;PL
vypukla	разразился	vypuknout	разразиться	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
hity	hits	hit	hits	N;INAN;NOM;MASC;PL;POS	PROPN
tragédie	трагедии	tragedie	трагедия	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
tragédie	трагедий	tragedie	трагедия	N;NOM;FEM;SG;POS	N;INAN;GEN;FEM;PL
tragédie	трагический	tragedie	трагический	N;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
tragédie	трагические	tragedie	трагический	N;NOM;FEM;SG;POS	ADJ;NOM;PL
tragédie	трагических	tragedie	трагический	N;NOM;FEM;SG;POS	ADJ;GEN;PL
tragédie	трагическая	tragedie	трагический	N;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
tragédie	трагедии	tragedie	трагедия	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
kritické	критические	kritický	критический	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;PL
cenné	ценное	cenný	ценный	ADJ;NOM;MASC;PL;POS	ADJ;NOM;NEUT;SG
cenné	ценный	cenný	ценный	ADJ;NOM;MASC;PL;POS	ADJ;NOM;MASC;SG
cenné	ценная	cenný	ценный	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;SG
faktor	фактором	faktor	фактор	N;INAN;NOM;MASC;SG;POS	N;INAN;INS;MASC;SG
hebrejsky	иврит	hebrejsky	иврит	ADV;POS	N;INAN;NOM;MASC;SG
hebrejsky	еврейский	hebrejsky	еврейский	ADV;POS	ADJ;NOM;MASC;SG
příbuzný	относительной	příbuzný	относительный	N;ANIM;NOM;MASC;SG;POS	ADJ;INS;FEM;SG
příbuzný	относительное	příbuzný	относительный	N;ANIM;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
příbuzný	относительные	příbuzný	относительный	N;ANIM;NOM;MASC;SG;POS	ADJ;NOM;PL
příbuzný	относительный	příbuzný	относительный	N;ANIM;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
příbuzný	относительная	příbuzný	относительный	N;ANIM;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
chodit	прогулки	chodit	прогулка	V;IPFV;POS;NFIN	N;INAN;NOM;FEM;PL
chodit	пройтись	chodit	пройтись	V;IPFV;POS;NFIN	V;PFV;NFIN;MID
chodit	прогулка	chodit	прогулка	V;IPFV;POS;NFIN	N;INAN;NOM;FEM;SG
chodit	пешком	chodit	пешком	V;IPFV;POS;NFIN	ADV
nežádoucí	нежелательных	žádoucí	нежелательный	ADJ;NOM;MASC;SG;NEG	ADJ;GEN;PL
nežádoucí	нежелательных	žádoucí	нежелательный	ADJ;NOM;MASC;SG;NEG	ADJ;GEN;PL
tvůrci	творцов	tvůrce	творец	N;ANIM;NOM;MASC;PL;POS	N;ANIM;GEN;MASC;PL
potenciální	потенциал	potenciální	потенциал	ADJ;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
koho	кто	kdo	кто	PRO;ANIM;ACC;MASC	PRO;NOM
koho	who	kdo	who	PRO;ANIM;ACC;MASC	PROPN
koho	воз	kdo	воз	PRO;ANIM;ACC;MASC	N;INAN;NOM;MASC;SG
písničky	songs	písnička	songs	N;NOM;FEM;PL;POS	PROPN
bolest	боли	bolest	боль	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
bolest	болью	bolest	боль	N;NOM;FEM;SG;POS	N;INAN;INS;FEM;SG
ploché	квартиру	plochý	квартира	ADJ;NOM;NEUT;SG;POS	N;INAN;ACC;FEM;SG
ploché	квартира	plochý	квартира	ADJ;NOM;NEUT;SG;POS	N;INAN;NOM;FEM;SG
elitní	элиты	elitní	элита	ADJ;NOM;MASC;SG;POS	N;INAN;NOM;FEM;PL
elitní	элита	elitní	элита	ADJ;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
peugeot	peugeot	peugeot	peugeot	N;INAN;NOM;MASC;SG;POS	PROPN
ali	али	ali	али	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;ANIM;NOM;MASC;SG
ali	эли	ali	эли	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;FEM;SG
opakování	повторения	opakování	повторение	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
opakování	повторений	opakování	повторение	N;NOM;NEUT;SG;POS	N;INAN;GEN;NEUT;PL
opakování	повторения	opakování	повторение	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
rozvíjí	развивается	rozvíjet	развиваться	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
klasického	классические	klasický	классический	ADJ;ANIM;GEN;MASC;SG;POS	ADJ;NOM;PL
klasického	классическая	klasický	классический	ADJ;ANIM;GEN;MASC;SG;POS	ADJ;NOM;FEM;SG
klasického	классический	klasický	классический	ADJ;ANIM;GEN;MASC;SG;POS	ADJ;NOM;MASC;SG
klasického	классика	klasický	классик	ADJ;ANIM;GEN;MASC;SG;POS	N;INAN;NOM;FEM;SG
klasického	классической	klasický	классический	ADJ;ANIM;GEN;MASC;SG;POS	ADJ;INS;FEM;SG
bloků	блоки	blok	блок	N;INAN;GEN;MASC;PL;POS	N;INAN;NOM;MASC;PL
ohně	пожаров	oheň	пожар	N;INAN;GEN;MASC;SG;POS	N;INAN;GEN;MASC;PL
ohně	пожары	oheň	пожар	N;INAN;GEN;MASC;SG;POS	N;INAN;NOM;MASC;PL
doporučená	рекомендуемые	doporučený	рекомендовать	ADJ;NOM;FEM;SG;POS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
doporučená	рекомендуется	doporučený	рекомендовать	ADJ;NOM;FEM;SG;POS	V;IPFV;IND;SG;3;PRS;FIN;PASS
doporučená	рекомендованные	doporučený	рекомендовать	ADJ;NOM;FEM;SG;POS	V;PFV;NOM;PL;PST;V.PTCP;PASS
doporučená	рекомендовано	doporučený	рекомендовать	ADJ;NOM;FEM;SG;POS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
doporučená	рекомендуемая	doporučený	рекомендовать	ADJ;NOM;FEM;SG;POS	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;PASS
sněhu	снег	sníh	снег	N;INAN;GEN;MASC;SG;POS	N;INAN;NOM;MASC;SG
sněhu	сноу	sníh	сноу	N;INAN;GEN;MASC;SG;POS	N;ANIM;NOM;FEM;SG
veden	управляемые	vedený	управлять	ADJ;MASC;SG;POS;V.PTCP;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
florencie	флоренции	florencie	флоренция	PROPN;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
florencie	флоренс	florencie	флоренс	PROPN;NOM;FEM;SG;POS	N;ANIM;NOM;FEM;SG
florencie	флоренция	florencie	флоренция	PROPN;NOM;FEM;SG;POS	N;INAN;NOM;FEM;SG
propagaci	поощрения	propagace	поощрение	N;ACC;FEM;SG;POS	N;INAN;NOM;NEUT;PL
propagaci	продвижение	propagace	продвижение	N;ACC;FEM;SG;POS	N;INAN;NOM;NEUT;SG
propagaci	поощрение	propagace	поощрение	N;ACC;FEM;SG;POS	N;INAN;NOM;NEUT;SG
propagaci	повышение	propagace	повышение	N;ACC;FEM;SG;POS	N;INAN;NOM;NEUT;SG
vegas	вегасе	vegas	вега	PROPN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
vegas	вегас	vegas	вегас	PROPN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
stupnice	шкалы	stupnice	шкала	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
stupnice	масштабы	stupnice	масштаб	N;NOM;FEM;SG;POS	N;INAN;NOM;MASC;PL
zeleně	зелень	zeleň	зелень	ADV;POS	N;INAN;NOM;FEM;SG
zeleně	зелени	zeleň	зелень	ADV;POS	N;INAN;NOM;FEM;PL
zeleně	зелёные	zeleň	зеленый	ADV;POS	ADJ;NOM;PL
zeleně	зелень	zeleň	зелень	ADV;POS	N;INAN;NOM;FEM;SG
zeleně	зелёный	zeleň	зелёный	ADV;POS	ADJ;NOM;MASC;SG
zeleně	зелёная	zeleň	зеленый	ADV;POS	ADJ;NOM;FEM;SG
zeleně	зеленый	zeleň	зеленый	ADV;POS	ADJ;NOM;MASC;SG
stuart	стюарта	stuart	стюарт	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;ACC;MASC;SG
stuart	стюарт	stuart	стюарт	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
přehrada	дам	přehrada	дать	N;NOM;FEM;SG;POS	
přehrada	плотины	přehrada	плотина	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
menšiny	меньшинство	menšina	меньшинство	N;NOM;FEM;PL;POS	N;INAN;NOM;NEUT;SG
menšiny	меньшинств	menšina	меньшинство	N;NOM;FEM;PL;POS	N;INAN;GEN;NEUT;PL
ted	тэд	ted	тэд	PROPN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
ted	тед	ted	тед	PROPN;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
prokopa	прокопий	prokop	прокопия	N;ANIM;ACC;MASC;SG;POS	N;ANIM;NOM;MASC;SG
odráží	отражены	odrážet	отразить	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;PL;PST;V.PTCP;PASS
photo	фотография	photo	фотография	PROPN;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
photo	фото	photo	фото	PROPN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
usnesení	резолюции	usnesení	резолюция	N;NOM;NEUT;SG;POS	N;INAN;NOM;FEM;PL
stěna	стене	stěna	стена	N;NOM;FEM;SG;POS	N;INAN;DAT;FEM;SG
tendence	тенденции	tendence	тенденция	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
tma	тьму	tma	тьма	N;NOM;FEM;SG;POS	N;INAN;ACC;FEM;SG
tma	темноту	tma	темнота	N;NOM;FEM;SG;POS	N;INAN;ACC;FEM;SG
tma	темноте	tma	темнота	N;NOM;FEM;SG;POS	N;INAN;DAT;FEM;SG
madridu	мадрид	madrida	мадрид	PROPN;INAN;GEN;MASC;SG;POS	N;INAN;NOM;MASC;SG
madridu	мадриде	madrida	мадрид	PROPN;INAN;GEN;MASC;SG;POS	N;INAN;NOM;MASC;SG
počítačová	компьютер	počítačový	компьютер	ADJ;NOM;FEM;SG;POS	N;INAN;NOM;MASC;SG
počítačová	computer	počítačový	computer	ADJ;NOM;FEM;SG;POS	PROPN
prsten	кольца	prsten	кольцо	N;INAN;NOM;MASC;SG;POS	N;INAN;NOM;NEUT;PL
kořist	добычу	kořist	добыча	N;NOM;FEM;SG;POS	N;INAN;ACC;FEM;SG
kořist	трофеи	kořist	трофея	N;NOM;FEM;SG;POS	N;INAN;NOM;MASC;PL
kořist	добычу	kořist	добыча	N;NOM;FEM;SG;POS	N;INAN;ACC;FEM;SG
kořist	добычу	kořist	добыча	N;NOM;FEM;SG;POS	N;INAN;ACC;FEM;SG
účastníky	участников	účastník	участник	N;ANIM;ACC;MASC;PL;POS	N;ANIM;GEN;MASC;PL
účastníky	участники	účastník	участник	N;ANIM;ACC;MASC;PL;POS	N;ANIM;NOM;MASC;PL
demonstrace	демонстрацию	demonstrace	демонстрация	N;NOM;FEM;SG;POS	N;INAN;ACC;FEM;SG
demonstrace	демонстрации	demonstrace	демонстрация	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
demonstrace	демонстрации	demonstrace	демонстрация	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
blood	кровь	blood	кровь	PROPN;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
blood	blood	blood	blood	PROPN;NOM;MASC;SG;POS	PROPN
blood	крови	blood	кровь	PROPN;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
metoděje	мефодий	metoděj	мефодия	N;ANIM;NOM;MASC;PL;POS	N;ANIM;NOM;MASC;SG
interní	внутренние	interní	внутренний	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PL
interní	внутреннего	interní	внутренний	ADJ;NOM;MASC;SG;POS	ADJ;GEN;MASC;SG
rohy	углов	roh	угол	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;MASC;PL
odstraněny	удален	odstraněný	удалный	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
odstraněny	удаляется	odstraněný	удалять	ADJ;INAN;PL;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
odstraněny	удалена	odstraněný	удалить	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
odstraněny	удалены	odstraněný	удалить	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
odstraněny	удалено	odstraněný	удалить	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
tokio	токио	tokio	токио	PROPN;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;SG
lotus	lotus	lotus	lotus	N;INAN;NOM;MASC;SG;POS	PROPN
váhy	веса	váha	вес	N;NOM;FEM;PL;POS	N;INAN;GEN;MASC;SG
váhy	весов	váha	весы	N;NOM;FEM;PL;POS	N;INAN;GEN;MASC;PL
váhy	вес	váha	вес	N;NOM;FEM;PL;POS	N;INAN;NOM;MASC;SG
závislá	зависимость	závislý	зависимость	ADJ;NOM;FEM;SG;POS	N;INAN;NOM;FEM;SG
marseille	марсель	marseille	марсель	PROPN;NEUT;POS	N;INAN;NOM;MASC;SG
marseille	марселе	marseille	марсель	PROPN;NEUT;POS	N;INAN;ESS;MASC;SG
hnědá	браун	hnědý	браун	ADJ;NOM;FEM;SG;POS	N;ANIM;NOM;MASC;SG
hnědá	коричневые	hnědý	коричневый	ADJ;NOM;FEM;SG;POS	ADJ;NOM;PL
potter	поттер	potter	поттер	N;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
charlotte	шарлотта	charlott	шарлотт	PROPN;FEM;SG;POS	N;ANIM;NOM;FEM;SG
roland	роланд	roland	роланд	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
vlajku	флаг	vlajka	флаг	N;ACC;FEM;SG;POS	N;INAN;NOM;MASC;SG
vlajku	флажок	vlajka	флажок	N;ACC;FEM;SG;POS	N;INAN;NOM;MASC;SG
těsné	крепко	těsný	крепко	ADJ;NOM;NEUT;SG;POS	ADV
kibucu	кибуц	kibuce	кибуц	N;INAN;DAT;MASC;SG;POS	N;INAN;NOM;MASC;SG
náboje	снарядов	náboj	снаряд	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;MASC;PL
indianapolis	индианаполис	indianapolis	индианаполис	PROPN;INAN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
náhradní	запасных	náhradní	запасной	ADJ;NOM;MASC;SG;POS	ADJ;GEN;PL
náhradní	замену	náhradní	замена	ADJ;NOM;MASC;SG;POS	N;INAN;ACC;FEM;SG
náhradní	замена	náhradní	замена	ADJ;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
náhradní	замены	náhradní	замена	ADJ;NOM;MASC;SG;POS	N;INAN;NOM;FEM;PL
fyzika	физики	fyzika	физика	N;NOM;FEM;SG;POS	N;ANIM;NOM;MASC;PL
warner	warner	warner	warner	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
krk	шею	krk	шея	N;INAN;NOM;MASC;SG;POS	N;INAN;ACC;FEM;SG
rameno	плечом	rameno	плечо	N;NOM;NEUT;SG;POS	N;INAN;INS;NEUT;SG
edmund	эдмунд	edmund	эдмунд	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
udělení	предоставлении	udělení	предоставление	N;NOM;NEUT;SG;POS	N;INAN;ESS;NEUT;SG
klein	кляйн	klein	кляйн	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
