černych	τσερνίχ	černy	τσερνίχ	N;ANIM;NOM;MASC;SG	
schopností	ικανότητες	schopnosť	ικανότητα	N;GEN;FEM;PL	N;NOM;FEM;PL
médium	media	médium	media	N;NOM;NEUT;SG	
médium	ψυχική	médium	ψυχικός	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
médium	ψυχικό	médium	ψυχικός	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
médium	μεσαία	médium	μεσαίος	N;NOM;NEUT;SG	ADV
médium	μέσο	médium	μέσος	N;NOM;NEUT;SG	N;ACC;NEUT;SG
vyhláška	διάταξη	vyhláška	διάταξη	N;NOM;FEM;SG	N;ACC;FEM;SG
úteku	δραπέτης	útek	δραπέτης	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
úteku	φυγάς	útek	φυγά	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
geometrie	γεωμετρία	geometrie	γεωμετρία	N;NOM;FEM;PL	N;NOM;FEM;SG
zachránil	αποθηκευμένα	zachrániť	αποθηκεύω	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
zachránil	αποθηκευμένες	zachrániť	αποθηκεύω	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
pravdepodobnosť	πιθανότητες	pravdepodobnosť	πιθανότητα	N;NOM;FEM;SG	N;NOM;FEM;PL
pravdepodobnosť	πιθανότητες	pravdepodobnosť	πιθανότητα	N;NOM;FEM;SG	N;NOM;FEM;PL
pravdepodobnosť	πιθανότητας	pravdepodobnosť	πιθανώτητα	N;NOM;FEM;SG	N;GEN;FEM;SG
pravdepodobnosť	πιθανότητα	pravdepodobnosť	πιθανότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
guide	οδηγό	guísť	οδηγός		N;ACC;MASC;SG
guide	οδηγός	guísť	οδηγός		N;NOM;MASC;SG
airbus	airbus	airbus	airbus	N;INAN;NOM;MASC;SG	
komentár	comment	komentár	comment	N;INAN;NOM;MASC;SG	
komentár	σχολια	komentár	σχολια	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
komentár	σχόλια	komentár	σχόλιο	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
komentár	παρατηρήσεις	komentár	παρατήρηση	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
vybraný	εκλεκτός	vybraný	εκλεκτός	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG
vybraný	επιλέξει	vybraný	επιλέγω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;FIN;ACT
vybraný	επιλέχθηκε	vybraný	επιλέχομαι	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
vybraný	επιλεγμένη	vybraný	επιλέγω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
vybraný	επιλεγμένα	vybraný	επιλεγμένα	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
vybraný	επιλεγμένο	vybraný	επιλέγω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
vybraný	επιλεγμένες	vybraný	επιλέγω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;PL;V.PTCP;PASS
vybraný	επιλέχθηκε	vybraný	επιλέχομαι	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zvon	μπελ	zvon	μπελ	N;INAN;NOM;MASC;SG	
zvon	bell	zvon	bell	N;INAN;NOM;MASC;SG	
kult	αίρεση	kult	αίρεση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
usb	usb	usba	usb	N;INAN;NOM;MASC;SG	
veží	πύργοι	veža	πύργος	N;GEN;FEM;PL	N;NOM;MASC;PL
veží	πύργους	veža	πύργος	N;GEN;FEM;PL	N;NOM;MASC;PL
dodáva	προσθήκες	dodávať	προσθήκη	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;PL
dodáva	παρεχόμενη	dodávať	παρεχόμενος	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;SG
unit	μονάδα	unit	μονάδα	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
lightgrey	lightgrey	lightgra	lightgrey	N;NOM;FEM;SG	
príbuzných	συγγενείς	príbuzný	συγγένης	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
polomer	ακτίνα	polomer	ακτίνα	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
užitočné	χρήσιμες	užitočný	χρήσιμος	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
užitočné	χρήσιμα	užitočný	χρήσιμα	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL
športovcov	αθλητές	športovec	αθλητός	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
dos	dos	dos	dos	PROPN;ANIM;NOM;MASC;SG	
terénu	έδαφος	terén	έδαφος	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
plemena	ράτσα	plemeno	ράτσα	N;NOM;NEUT;PL	N;NOM;FEM;SG
otázok	ερωτήματα	otázka	έρωτημα	N;GEN;FEM;PL	N;NOM;NEUT;PL
otázok	ερωτήσεις	otázka	ερώτηση	N;GEN;FEM;PL	N;NOM;FEM;PL
otázok	απορίες	otázka	απορία	N;GEN;FEM;PL	N;NOM;FEM;PL
kantónov	καντόνια	kantón	καντόνι	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
širokú	ευρεία	široký	ευρεία	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
širokú	πλατύ	široký	πλατύ	N;ACC;FEM;SG	ADV
širokú	ευρύ	široký	ευρύς	N;ACC;FEM;SG	N;NOM;NEUT;SG
širokú	πλατιά	široký	πλατιά	N;ACC;FEM;SG	ADJ;NOM;FEM;PL
buffalo	βουβάλι	buffať	βουβάλι	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
buffalo	βουβάλια	buffať	βουβάλιο	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;PL
buffalo	μπάφαλο	buffať	μπάφαλος	PROPN;ANIM;NOM;MASC;SG	
pripravený	έτοιμοι	pripravený	έτοιμος	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL
chemickej	χημικό	chemický	χημικός	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
chemickej	χημική	chemický	χημικός	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
chemickej	χημικά	chemický	χημικά	ADJ;GEN;FEM;SG	ADV
obnoviť	επαναφορά	obnoviť	επαναφορά	V;PFV;POS;NFIN	N;NOM;FEM;SG
obnoviť	επαναφορά	obnoviť	επαναφορά	V;PFV;POS;NFIN	N;NOM;FEM;SG
obnoviť	ανανέωση	obnoviť	ανανέωση	V;PFV;POS;NFIN	N;ACC;FEM;SG
obnoviť	βιογραφικό	obnoviť	βιογραφικός	V;PFV;POS;NFIN	N;NOM;NEUT;SG
ueda	ουέντα	ueda	ουέντα	PROPN;ANIM;NOM;MASC;SG	
vodiča	οδηγός	vodiča	οδηγός	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
zavedené	εισήχθη	zavedený	εισάγω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zavedené	εισήγαγε	zavedený	εισηγάγω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
zavedené	καθιερώθηκε	zavedený	καθιερώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zavedené	εφαρμόστηκε	zavedený	εφαρμόζω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
odborník	ειδικός	odborník	ειδικός	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
odborník	ειδικός	odborník	ειδικός	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
bordeaux	μπορντώ	bordeaux	μπορντώ	N;INAN;NOM;MASC;SG	
bordeaux	μπορντό	bordeaux	μπορντό	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
sietí	δίχτυα	sieť	δίχτυο	N;GEN;FEM;PL	N;NOM;NEUT;PL
sietí	δίκτυα	sieť	δίκτυο	N;GEN;FEM;PL	N;NOM;NEUT;PL
hrdinovia	ηρώων	hrdina	ηρώ	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
bloky	μπλοκ	blok	μπλοκ	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
bloky	τετράγωνα	blok	τετράγωνος	N;INAN;NOM;MASC;PL	ADV
táborov	στρατόπεδα	tábor	στρατόπεδο	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
táborov	κατασκηνώσεις	tábor	κατασκήνωση	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
predkov	πρόγονοι	predkov	πρόγονος	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
predkov	προγόνους	predkov	πρόγονος	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
predkov	προγονικό	predkov	προγονικός	N;INAN;GEN;MASC;PL	N;NOM;NEUT;SG
guinea	γουϊνέα	guinea	γουϊνέα	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
guinea	γουινέας	guinea	γουινέας	N;NOM;FEM;SG	ADJ;GEN;FEM;SG
guinea	γουινέα	guinea	γουινέα	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
ralph	ράλφ	ralp	ράλφ	PROPN;ANIM;NOM;MASC;SG	N
ralph	ραλφ	ralp	ραλφ	PROPN;ANIM;NOM;MASC;SG	
dáma	κυρία	dáma	κυρία	N;NOM;FEM;SG	N;VOC;FEM;SG
populárna	δημοφιλή	populárny	δημοφιλός	ADJ;NOM;FEM;SG	ADV
populárna	δημοφιλείς	populárny	δημοφιλέας	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
populárna	δημοφιλές	populárny	δημοφιλής	ADJ;NOM;FEM;SG	ADV
drámy	δράμα	dráma	δράμα	N;NOM;FEM;PL	N;NOM;NEUT;SG
premena	μετατροπής	premena	μετατροπή	N;NOM;FEM;SG	N;GEN;FEM;SG
premena	μετατροπή	premena	μετατροπή	N;NOM;FEM;SG	N;ACC;FEM;SG
vyriešiť	αποφασιστικότητα	vyriešiť	αποφασιστικότητα	V;PFV;POS;NFIN	N;ACC;FEM;SG
vyriešiť	επίλυση	vyriešiť	επίλυση	V;PFV;POS;NFIN	N;ACC;FEM;SG
vyriešiť	επίλυση	vyriešiť	επίλυση	V;PFV;POS;NFIN	N;ACC;FEM;SG
mobile	mobile	mobiť	mobile	N;NOM;FEM;SG	
mobile	κινητή	mobiť	κινητός	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
mobile	κινητά	mobiť	κινητός	N;NOM;FEM;SG	N;NOM;NEUT;PL
živí	ροές	živý	ροή	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;FEM;PL
živí	ζωντανός	živý	ζωντανός	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;MASC;SG
živí	ζωντανό	živý	ζωντανός	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;NEUT;SG
živí	ζωντανοί	živý	ζωντανός	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;MASC;PL
živí	ζωντανή	živý	ζωντανός	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;SG
pietro	πιέτρο	pietro	πιέτρο	PROPN;ANIM;NOM;MASC;SG	
spracovania	μεταποίηση	spracovanie	μεταποίηση	N;NOM;NEUT;PL	N;NOM;FEM;SG
spracovania	επεξεργασία	spracovanie	επεξεργασία	N;NOM;NEUT;PL	
vydávanie	έκδοσης	vydávanie	έκδοση	N;NOM;NEUT;SG	N;GEN;FEM;SG
autorka	συγγραφέα	autorka	συγγραφέα	N;NOM;FEM;SG	N;VOC;MASC;SG
politikov	πολιτικούς	politik	πολιτικός	N;ANIM;ACC;MASC;PL	ADJ;NOM;MASC;PL
politikov	πολιτικοί	politik	πολιτικός	N;ANIM;ACC;MASC;PL	ADJ;NOM;MASC;PL
uzavretá	κλειστό	uzavretý	κλειστός	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	N;NOM;NEUT;SG
uzavretá	κλειστο	uzavretý	κλειστος	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	DET;NOM;DEF;MASC;SG
uzavretá	κλειστά	uzavretý	κλειστώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADV
jeruzalem	ιερουσαλήμ	jeruzala	ιερουσαλήμ	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
stôp	πόδια	stôp	πόδι	N;GEN;FEM;PL	N;NOM;NEUT;PL
stôp	ίχνη	stôp	ίχνος	N;GEN;FEM;PL	N;NOM;NEUT;PL
stôp	ράγες	stôp	ράγη	N;GEN;FEM;PL	N;NOM;FEM;PL
stôp	ίχνη	stôp	ίχνος	N;GEN;FEM;PL	N;NOM;NEUT;PL
kennedy	κένεντι	kennedy	κένεντι	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
kennedy	κέννεντυ	kennedy	κέννεντος	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
kennedy	kennedy	kennedy	kennedy	N;ANIM;NOM;MASC;SG	
pilotov	πιλότους	pilot	πίλοτος	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
pilotov	πιλότοι	pilot	πιλότος	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
pilotov	χειριστές	pilot	χειριστής	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
spoločná	άρθρωση	spoločný	άρθρωση	ADJ;NOM;FEM;SG	N;ACC;FEM;SG
dolu	down	dolu	down	ADV	
progress	progress	progress	progress	INTJ	
progress	πρόοδος	progress	πρόοδος	INTJ	N;NOM;FEM;SG
progress	πρόοδο	progress	πρόοδος	INTJ	N;ACC;FEM;SG
obľúbené	αγαπημένο	obľúbený	αγαπημένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
obľúbené	αγαπημένος	obľúbený	αγαπημένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
obľúbené	δημοφιλή	obľúbený	δημοφιλός	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
obľúbené	δημοφιλείς	obľúbený	δημοφιλέας	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL
obľúbené	δημοφιλές	obľúbený	δημοφιλής	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
obľúbené	αγαπημένα	obľúbený	αγαπημένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
obľúbené	αγαπημένα	obľúbený	αγαπημένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
obľúbené	αγαπημένη	obľúbený	αγαπημένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
obľúbené	αγαπημένος	obľúbený	αγαπημένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
obľúbené	αγαπημένο	obľúbený	αγαπημένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
obľúbené	αγαπημένες	obľúbený	αγαπημένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;PL;V.PTCP;PASS
obľúbené	αγαπημένα	obľúbený	αγαπημένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
obľúbené	αγαπημένες	obľúbený	αγαπημένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;PL;V.PTCP;PASS
kino	κίνο	kino	κίνο	N;NOM;NEUT;SG	
kino	κινηματογράφο	kino	κινηματογράφος	N;NOM;NEUT;SG	N;ACC;MASC;SG
značku	μάρκα	značka	μάρκο	N;ACC;FEM;SG	N;NOM;NEUT;PL
aplikácia	app	aplikácia	app	N;NOM;FEM;SG	
vyšetrenie	εξέταση	vyšetrenie	εξέταση	N;NOM;NEUT;SG	N;ACC;FEM;SG
ázijské	ασιάτης	ázijský	ασιάτης	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
ázijské	ασιάτες	ázijský	ασιάτης	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
zástupcu	αναπληρωτής	zástupca	αναπληρωτής	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
zástupcu	βοηθός	zástupca	βοηθός	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
zástupcu	αναπληρωτή	zástupca	αναπληρωτής	N;ANIM;ACC;MASC;SG	N;VOC;MASC;SG
štandardný	προκαθορισμένα	štandardný	προκαθορίζω	ADJ;INAN;NOM;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
štandardný	αθέτηση	štandardný	αθέτηση	ADJ;INAN;NOM;MASC;SG	N;ACC;FEM;SG
štandardný	προκαθορισμένη	štandardný	προκαθορίζω	ADJ;INAN;NOM;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
štandardný	προκαθορισμένο	štandardný	προκαθορίζω	ADJ;INAN;NOM;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
štandardný	προεπιλογή	štandardný	προεπιλογή	ADJ;INAN;NOM;MASC;SG	N;NOM;FEM;SG
štandardný	στάνταρ	štandardný	στάνταρ	ADJ;INAN;NOM;MASC;SG	N;GEN;NEUT;PL
štandardný	πρότυπο	štandardný	πρότυπο	ADJ;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
štandardný	standard	štandardný	standard	ADJ;INAN;NOM;MASC;SG	
psychológie	ψυχολογία	psychológia	ψυχολογία	N;NOM;FEM;PL	N;ACC;FEM;SG
zameranie	εστιάζοντας	zameranie	εστιάζω	N;NOM;NEUT;SG	V;IPFV;V.CVB;ACT
zameranie	επικέντρωση	zameranie	επικέντρωση	N;NOM;NEUT;SG	N;ACC;FEM;SG
zameranie	εστίαση	zameranie	εστίαση	N;NOM;NEUT;SG	N;ACC;FEM;SG
zameranie	στόχευσης	zameranie	στόχευση	N;NOM;NEUT;SG	N;GEN;FEM;SG
zameranie	στόχευση	zameranie	στόχευση	N;NOM;NEUT;SG	N;ACC;FEM;SG
zameranie	εστίαση	zameranie	εστίαση	N;NOM;NEUT;SG	N;ACC;FEM;SG
príbehov	ιστορίες	príbeh	ιστορία	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
príbehov	παραμύθια	príbeh	παράμυθιος	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
príbehov	ιστορίες	príbeh	ιστορία	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
príbehov	ανακοινώσεις	príbeh	ανακοίνωση	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
pozor	προσοχή	pozor	προσοχή	INTJ	N;NOM;FEM;SG
pozor	προσοχη	pozor	προσόχος	INTJ	
podrobnosti	λεπτομέρεια	podrobnosť	λεπτομέρεια	N;NOM;FEM;PL	N;NOM;FEM;SG
obnovenie	αποκατάσταση	obnovenie	αποκατάσταση	N;NOM;NEUT;SG	N;ACC;FEM;SG
obnovenie	ανανέωση	obnovenie	ανανέωση	N;NOM;NEUT;SG	N;ACC;FEM;SG
metódu	τροπος	metóda	τροπος	N;ACC;FEM;SG	N;NOM;MASC;SG
metódu	μέθοδος	metóda	μέθοδος	N;ACC;FEM;SG	N;NOM;FEM;SG
malta	μάλτα	malta	μάλτα	N;NOM;FEM;SG	PROPN;ACC;FEM;SG
malta	malta	malta	malta	N;NOM;FEM;SG	
uzol	κόμπο	uzol	κόμπος	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
prednosť	προτεραιότητας	prednosť	προτεραιότητα	N;NOM;FEM;SG	N;GEN;FEM;SG
prednosť	προτεραιότητα	prednosť	προτεραιότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
prednosť	υπεροχή	prednosť	υπεροχή	N;NOM;FEM;SG	N;ACC;FEM;SG
prednosť	προτίμηση	prednosť	προτίμηση	N;NOM;FEM;SG	N;ACC;FEM;SG
ean	ean	ean	ean		
menšiny	μειοψηφία	menšina	μειοψηφία	N;NOM;FEM;PL	N;NOM;FEM;SG
menšiny	μειονότητα	menšina	μειονότητα	N;NOM;FEM;PL	N;ACC;FEM;SG
menšiny	μειονοτήτων	menšina	μειονότητα	N;NOM;FEM;PL	N;GEN;FEM;PL
striedavo	εναλλασσόμενο	striedavo	εναλλασσόμενος	ADV	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
striedavo	εναλλάξ	striedavo	εναλλάξ	ADV	NUM;NOM;FEM;PL
striedavo	εναλλάξ	striedavo	εναλλάξ	ADV	NUM;NOM;FEM;PL
prevzaté	τραβήχτηκε	prevziať	τραβήχω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
mŕtvy	νεκροί	mŕtvy	νεκρός	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
mŕtvy	νεκρή	mŕtvy	νεκρός	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
mŕtvy	νεκρό	mŕtvy	νεκρός	ADJ;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
vyrábali	κατασκευάζεται	vyrábať	κατασκευάζω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
vyrábali	κατασκευασμένα	vyrábať	κατασκευασμένος	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
vyrábali	κατασκευασμένο	vyrábať	κατασκευασμένος	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
vyrábali	παρασκευάζεται	vyrábať	παρασκευάζω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
vyrábali	κατασκευάστηκαν	vyrábať	κατασκευάζω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
vyrábali	κατασκευάζονται	vyrábať	κατασκευάζω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
leonard	λέοναρντ	leonard	λέοναρντ	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
leonard	leonard	leonard	leonard	N;ANIM;NOM;MASC;SG	
menšiu	μικρότερος	malý	μικρός	ADJ;ACC;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
menšiu	μικρότερο	malý	μικρός	ADJ;ACC;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
menšiu	μικρότερες	malý	μικρός	ADJ;ACC;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;PL
menšiu	μικρότερα	malý	μικρός	ADJ;ACC;CMPR;FEM;SG	ADV;CMPR
menšiu	μικρότερη	malý	μικρός	ADJ;ACC;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
algoritmus	αλγόριθμο	algoritmus	αλγόριθμος	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
ovládanie	ελέγχου	ovládanie	έλεγχος	N;NOM;NEUT;SG	N;GEN;MASC;SG
ovládanie	έλεγχοι	ovládanie	έλεγχος	N;NOM;NEUT;SG	N;NOM;MASC;PL
ovládanie	χειριστήρια	ovládanie	χειριστήρι	N;NOM;NEUT;SG	N;NOM;NEUT;PL
ovládanie	ελέγχων	ovládanie	έλεγχος	N;NOM;NEUT;SG	N;GEN;MASC;PL
strieborná	ασημί	strieborný	ασημί	ADJ;NOM;FEM;SG	N;NOM;NEUT;PL
strieborná	ασημένια	strieborný	ασημένιος	ADJ;NOM;FEM;SG	ADV
strieborná	σίλβερ	strieborný	σίλβερ	ADJ;NOM;FEM;SG	
strieborná	ασήμι	strieborný	ασήμι	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
strieborná	silver	strieborný	silver	ADJ;NOM;FEM;SG	
vchod	είσοδο	vchod	είσοδος	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
popravený	εκτελέστηκαν	popravený	εκτελώ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
popravený	εκτελέστηκε	popravený	εκτελώ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
popravený	εκτελείται	popravený	εκτελώ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
popravený	εκτελεστεί	popravený	εκτελώ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFIN;PASS
bel	μπελ	bel	μπελ	PROPN;ANIM;NOM;MASC;SG	
neoficiálne	ανεπίσημη	neoficiálne	ανεπίσημος	ADV	ADJ;NOM;FEM;SG
neoficiálne	ανεπίσημο	neoficiálne	ανεπίσημος	ADV	N;NOM;NEUT;SG
neoficiálne	ανεπίσημες	neoficiálne	ανεπίσημος	ADV	ADJ;NOM;FEM;PL
chicagu	σικάγο	chicag	σικάγος	N;INAN;GEN;MASC;SG	
chicagu	chicago	chicag	chicago	N;INAN;GEN;MASC;SG	
sekundárne	δευτερεύον	sekundárne	δευτερεύω	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
zoskupenie	συστοιχία	zoskupenie	συστοιχία	N;NOM;NEUT;SG	N;ACC;FEM;SG
zoskupenie	διασποράς	zoskupenie	διασπορά	N;NOM;NEUT;SG	N;GEN;FEM;SG
obmedzenia	περιορισμούς	obmedzenie	περιορισμός	N;NOM;NEUT;PL	N;ACC;MASC;PL
obmedzenia	περιορισμούς	obmedzenie	περιορισμός	N;NOM;NEUT;PL	N;ACC;MASC;PL
tisíce	χιλιάδες	tisíc`1000	χιλιάδα	N;NOM;MASC;PL	NUM;NOM;FEM;PL
pec	κλίβανο	pec	κλίβανο	N;NOM;FEM;SG	N;ACC;MASC;SG
pec	pec	pec	pec	N;NOM;FEM;SG	
testovanie	δοκιμές	testovanie	δοκιμή	N;NOM;NEUT;SG	N;NOM;FEM;PL
železníc	σιδηρόδρομοι	železnica	σιδηρόδρομος	N;GEN;FEM;PL	N;NOM;MASC;PL
železníc	σιδηρόδρομος	železnica	σιδηρόδρομος	N;GEN;FEM;PL	N;NOM;MASC;SG
original	αυθεντικό	originať	αυθεντικός	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
original	αρχική	originať	αρχικός	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
original	αρχικό	originať	αρχικός	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
