szeroki	wide	szeroki	wide	ADJ;NOM;MASC;SG	N;MASC;SG
włosy	hair	włos	hair	N;NOM;MASC;PL	N;MASC;SG
włosy	pêlo	włos	pêlo	N;NOM;MASC;PL	N;MASC;SG
włosy	cabelo	włos	cabelo	N;NOM;MASC;PL	N;MASC;SG
pancerna	panzer	pancerny	panzer	ADJ;NOM;FEM;SG	N;MASC;SG
mieszkalnych	residencial	mieszkalny	residencial	ADJ;GEN;MASC;PL	N;MASC;SG
mieszkalnych	residenciais	mieszkalny	residencial	ADJ;GEN;MASC;PL	N;MASC;PL
żydowska	judaica	żydowski	judaica	ADJ;NOM;FEM;SG	N;FEM;SG
żydowska	judeus	żydowski	judeu	ADJ;NOM;FEM;SG	N;MASC;PL
żydowska	judia	żydowski	judia	ADJ;NOM;FEM;SG	N;FEM;SG
żydowska	judeu	żydowski	judeu	ADJ;NOM;FEM;SG	N;MASC;SG
żydowska	judaico	żydowski	judaico	ADJ;NOM;FEM;SG	N;MASC;SG
ball	bola	ball	bola		N;FEM;SG
ball	ball	ball	ball		N;MASC;SG
pozytywnie	positivos	pozytywnie	positivo	ADV	N;MASC;PL
pozytywnie	positivas	pozytywnie	positivo	ADV	ADJ;FEM;PL
pozytywnie	positivo	pozytywnie	positivo	ADV	ADJ;MASC;SG
pozytywnie	positiva	pozytywnie	positivo	ADV	ADJ;FEM;SG
wątroby	fígado	wątroba	fígado		N;MASC;SG
wątroby	fígados	wątroba	fígar		N;MASC;PL
przedstawiony	retratado	przedstawić	retratado	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
przedstawiony	submetido	przedstawić	submeter	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
przedstawiony	apresentado	przedstawić	apresentar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
przedstawiony	apresentadas	przedstawić	apresentar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
przedstawiony	apresentados	przedstawić	apresentar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
girls	girls	girls	girl		N;MASC;SG
girls	miúdas	girls	miúda		N;FEM;PL
girls	garotas	girls	garota		N;FEM;PL
girls	raparigas	girls	rapariga		N;FEM;PL
girls	meninas	girls	menina		N;FEM;PL
potter	potter	potter	potter		N;MASC;SG
julien	julien	julien	julien	PROPN;NOM;MASC;SG	N;MASC;SG
julien	juliano	julien	juliano	PROPN;NOM;MASC;SG	N;MASC;SG
wyborczych	eleitoral	wyborczy	eleitoral	ADJ;GEN;MASC;PL	N;MASC;SG
marshall	marshall	marshall	marshall	PROPN;NOM;MASC;SG	N;MASC;SG
marshall	marechal	marshall	marechal	PROPN;NOM;MASC;SG	N;MASC;SG
znaczący	substancial	znaczący	substancial		ADJ;MASC;SG
znaczący	substanciais	znaczący	substancial		ADJ;MASC;PL
znaczący	significativo	znaczący	significativo		ADJ;MASC;SG
znaczący	significativa	znaczący	significativo		ADJ;FEM;SG
znaczący	significativas	znaczący	significativo		ADJ;FEM;PL
znaczący	significativos	znaczący	significativo		ADJ;MASC;PL
znaczący	significativo	znaczący	significativo		ADJ;MASC;SG
znaczący	significativa	znaczący	significativo		ADJ;FEM;SG
znaczący	significante	znaczący	significante		ADJ;MASC;SG
znaczący	significativas	znaczący	significativo		ADJ;FEM;PL
autostrady	autoestradas	autostrada	autoestrada		N;FEM;PL
autostrady	estradas	autostrada	estrada		N;FEM;PL
autostrady	rodovias	autostrada	rodovia		N;FEM;PL
autostrady	autoestrada	autostrada	autoestrada		N;FEM;SG
autostrady	autoestradas	autostrada	autoestrada		N;FEM;PL
autostrady	autoestradas	autostrada	autoestrada		N;FEM;PL
autostrady	highway	autostrada	highway		N;MASC;SG
autostrady	rodovia	autostrada	rodovia		N;FEM;SG
autostrady	autoestrada	autostrada	autoestrada		N;FEM;SG
autostrady	estrada	autostrada	estrada		N;FEM;SG
morris	morris	morris	morrer		N;MASC;SG
spadła	fell	spaść	fell	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;MASC;SG
zakupu	comprar	zakup	comprar	N;GEN;MASC;SG	V;NFIN
znaczące	notável	znaczący	notável		ADJ;MASC;SG
znaczące	notáveis	znaczący	notável		ADJ;MASC;PL
znaczące	significativo	znaczący	significativo		ADJ;MASC;SG
znaczące	significativa	znaczący	significativo		ADJ;FEM;SG
znaczące	significativas	znaczący	significativo		ADJ;FEM;PL
znaczące	significativos	znaczący	significativo		ADJ;MASC;PL
znaczące	significativo	znaczący	significativo		ADJ;MASC;SG
znaczące	significativa	znaczący	significativo		ADJ;FEM;SG
znaczące	significante	znaczący	significante		ADJ;MASC;SG
znaczące	significativas	znaczący	significativo		ADJ;FEM;PL
lokalizacji	localizações	lokalizacja	localização	N;GEN;FEM;SG	N;FEM;PL
lokalizacji	localidades	lokalizacja	localidade	N;GEN;FEM;SG	N;FEM;PL
lokalizacji	locais	lokalizacja	local	N;GEN;FEM;SG	N;MASC;PL
panna	saudades	panna	saudade	N;NOM;FEM;SG	N;FEM;PL
obliczu	enfrentando	oblicze	enfrentar	N;DAT;NEUT;SG	V;V.MSDR
obliczu	encarando	oblicze	encarar	N;DAT;NEUT;SG	V;V.MSDR
warren	warren	warren	warren	PROPN;NOM;MASC;SG	N;MASC;SG
castle	castelo	castło	castelo		N;MASC;SG
napisała	escrevia	napisać	escrever	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
uda	coxa	udać	coxa	V;PFV;IND;SG;3;FUT;FIN;ACT	N;FEM;SG
uda	coxas	udać	coxa	V;PFV;IND;SG;3;FUT;FIN;ACT	N;FEM;PL
uda	coxas	udać	coxa	V;PFV;IND;SG;3;FUT;FIN;ACT	N;FEM;PL
algierii	argelino	algieria	argelino	PROPN;GEN;FEM;SG	N;MASC;SG
algierii	argelina	algieria	argelino	PROPN;GEN;FEM;SG	N;FEM;SG
algierii	argélia	algieria	argélia	PROPN;GEN;FEM;SG	N;FEM;SG
algierii	argelinos	algieria	argelino	PROPN;GEN;FEM;SG	N;MASC;PL
algierii	argélia	algieria	argélia	PROPN;GEN;FEM;SG	N;FEM;SG
współczesna	modernas	współczesny	moderno	N;NOM;FEM;SG	N;FEM;PL
współczesna	moderno	współczesny	moderno	N;NOM;FEM;SG	ADJ;MASC;SG
współczesna	contemporâneo	współczesny	contemporâneo	N;NOM;FEM;SG	ADJ;MASC;SG
współczesna	contemporâneos	współczesny	contemporâneo	N;NOM;FEM;SG	N;MASC;PL
współczesna	contemporâneas	współczesny	contemporâneo	N;NOM;FEM;SG	ADJ;FEM;PL
włącznie	inclusiva	włącznie	inclusivo	ADV	N;FEM;SG
włącznie	inclusivo	włącznie	inclusivo	ADV	ADJ;MASC;SG
psy	psy	pies	psy	N;NOM;MASC;PL	N;MASC;SG
psy	cão	pies	cão	N;NOM;MASC;PL	N;MASC;SG
psy	cadela	pies	cadela	N;NOM;MASC;PL	N;FEM;SG
psy	dog	pies	dog	N;NOM;MASC;PL	N;MASC;SG
psy	cachorro	pies	cachorro	N;NOM;MASC;PL	N;MASC;SG
apg	apg	apg	apg		N;MASC;SG
liczyć	conde	liczyć	conde	V;IPFV;NFIN;ACT	N;MASC;SG
liczyć	count	liczyć	count	V;IPFV;NFIN;ACT	N;MASC;SG
liczyć	contagem	liczyć	contagem	V;IPFV;NFIN;ACT	N;FEM;SG
liczyć	contagem	liczyć	contagem	V;IPFV;NFIN;ACT	N;FEM;SG
pomiaru	medir	pomiar	medir	N;GEN;MASC;SG	V;NFIN
pomiaru	medindo	pomiar	medir	N;GEN;MASC;SG	V;V.MSDR
pomiaru	medições	pomiar	medição	N;GEN;MASC;SG	N;FEM;PL
osobowości	personalidades	osobowość	personalidade	N;GEN;FEM;SG	N;FEM;PL
kamiński	kamiński	kamiński	kamiński	PROPN;NOM;MASC;SG	N;MASC;PL
seulu	seul	seul	seul	PROPN;NOM;MASC;SG	N;MASC;SG
seulu	seoul	seul	seoul	PROPN;NOM;MASC;SG	N;MASC;SG
poprzednie	anterior	poprzednie	anterior		ADJ;MASC;SG
poprzednie	anteriores	poprzednie	anterior		ADJ;MASC;PL
electric	elétricos	electric	elétrico		N;MASC;PL
electric	eléctricos	electric	eléctrico		N;MASC;PL
electric	elétrica	electric	elétrico		N;FEM;SG
electric	elétrico	electric	elétrico		N;MASC;SG
komentarze	comentário	komentarz	comentário	N;NOM;MASC;PL	N;MASC;SG
komentarze	comentar	komentarz	comentar	N;NOM;MASC;PL	V;NFIN
komentarze	comenta	komentarz	comentar	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
keith	keith	keith	keith	PROPN;NOM;MASC;SG	N;MASC;SG
naczynia	loiça	naczynie	loiça	N;NOM;NEUT;PL	N;FEM;SG
naczynia	louça	naczynie	louça	N;NOM;NEUT;PL	N;FEM;SG
naczynia	loiça	naczynie	loiça	N;NOM;NEUT;PL	N;FEM;SG
zastąpić	substituição	zastąpić	substituição	V;PFV;NFIN;ACT	N;FEM;SG
zastąpić	substituto	zastąpić	substituto	V;PFV;NFIN;ACT	N;MASC;SG
zastąpić	substituta	zastąpić	substituta	V;PFV;NFIN;ACT	N;FEM;SG
reakcje	reacção	reakcja	reacção	N;NOM;FEM;PL	N;FEM;SG
reakcje	reação	reakcja	reação	N;NOM;FEM;PL	N;FEM;SG
piętrze	andar	piętro	andar	N;ACC;NEUT;SG	V;NFIN
reklamy	anúncios	reklama	anúncio	N;ACC;FEM;SG	N;MASC;PL
reklamy	anúncios	reklama	anúncio	N;ACC;FEM;SG	N;MASC;PL
odznaki	insígnias	odznak	insígnia	V;IPFV;IND;SG;3;FIN;ACT	N;FEM;PL
odznaki	distintivos	odznak	distintivo	V;IPFV;IND;SG;3;FIN;ACT	N;MASC;PL
kent	kent	kent	kent	PROPN;NOM;MASC;SG	N;MASC;SG
zestawienie	sumário	zestawienie	sumário	N;NOM;NEUT;SG	ADJ;MASC;SG
pomocnicze	auxiliares	pomocniczy	auxiliar	ADJ;NOM;NEUT;SG	N;MASC;PL
pomocnicze	auxiliar	pomocniczy	auxiliar	ADJ;NOM;NEUT;SG	V;NFIN
mali	mali	mala	mali		N;MASC;SG
pruski	prussiano	pruski	prussiano	ADJ;NOM;MASC;SG	N;MASC;SG
pruski	prussiana	pruski	prussiano	ADJ;NOM;MASC;SG	N;FEM;SG
początkowa	iniciais	początkowy	inicial	ADJ;NOM;FEM;SG	N;MASC;PL
ralph	ralph	ralph	ralph	PROPN;NOM;MASC;SG	N;MASC;SG
todd	todd	todd	todd	PROPN;NOM;MASC;SG	N;MASC;SG
joan	joana	joan	joana	PROPN;NOM;MASC;SG	N;FEM;SG
joan	joan	joan	joan	PROPN;NOM;MASC;SG	N;FEM;SG
encyklopedyczna	enciclopédico	encyklopycyczny	enciclopédico	ADJ;NOM;FEM;SG	N;MASC;SG
global	global	global	global		ADJ;MASC;SG
global	globais	global	global		ADJ;MASC;PL
karla	karla	karla	karla		N;FEM;SG
karla	karl	karla	karl		N;MASC;SG
powszechne	universal	powszechny	universal	ADJ;NOM;NEUT;SG	N;MASC;SG
powszechne	universais	powszechny	universal	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
powszechne	difundido	powszechny	difundir	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
powszechne	difundida	powszechny	difundir	ADJ;NOM;NEUT;SG	V;FEM;SG;V.PTCP
powszechne	generalizada	powszechny	generalizado	ADJ;NOM;NEUT;SG	V;FEM;SG;V.PTCP
fotografie	fotografia	fotografia	fotografia	N;NOM;FEM;PL	N;FEM;SG
zależne	dependentes	zależny	dependente	ADJ;NOM;NEUT;SG	N;MASC;PL
zależne	filiais	zależny	filial	ADJ;NOM;NEUT;SG	N;FEM;PL
zależne	subsidiárias	zależny	subsidiário	ADJ;NOM;NEUT;SG	N;FEM;PL
niebieskie	blue	niebieski	blue	ADJ;NOM;NEUT;SG	N;MASC;SG
niebieskie	azul	niebieski	azul	ADJ;NOM;NEUT;SG	N;MASC;SG
niebieskie	azuis	niebieski	azul	ADJ;NOM;NEUT;SG	N;MASC;PL
zenon	zenon	zenon	zenon	PROPN;NOM;MASC;SG	N;MASC;SG
owoców	fruto	owóc	fruto	N;GEN;MASC;PL	N;MASC;SG
owoców	fruta	owóc	fruta	N;GEN;MASC;PL	N;FEM;SG
pius	pio	pius	pio	PROPN;NOM;MASC;SG	N;MASC;SG
męski	macho	męski	macho	ADJ;NOM;MASC;SG	N;MASC;SG
męski	masculino	męski	masculino	ADJ;NOM;MASC;SG	N;MASC;SG
męski	masculino	męski	masculino	ADJ;NOM;MASC;SG	N;MASC;SG
tarnów	tarnów	tarny	tarnów		N;MASC;SG
chińskich	chineses	chiński	chinês	ADJ;GEN;MASC;PL	N;MASC;PL
chińskich	chinesa	chiński	chinês	ADJ;GEN;MASC;PL	N;FEM;SG
chińskich	chinês	chiński	chinês	ADJ;GEN;MASC;PL	N;MASC;SG
uznawane	reconhecido	uznawać	reconhecer	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
uznawane	reconheci	uznawać	reconhecer	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;SG;1;PST;FIN
uznawane	reconhecidas	uznawać	reconhecer	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
uznawane	reconhecidos	uznawać	reconhecer	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
uznawane	reconhecida	uznawać	reconhecer	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
uznawane	reconhecido	uznawać	reconhecer	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
uznawane	reconhecidas	uznawać	reconhecer	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
uznawane	reconhecidos	uznawać	reconhecer	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
uznawane	reconhecida	uznawać	reconhecer	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
używanie	utilizar	używać	utilizar	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
używanie	usar	używać	usar	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
używanie	usando	używać	usar	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;V.MSDR
używanie	utilizando	używać	utilizar	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;V.MSDR
cząstek	partícula	cząstka	partícula	N;GEN;FEM;PL	N;FEM;SG
xxx	xxx	xxx	xxx		N;MASC;SG
duchu	fantasmas	duch	fantasma	N;ACC;MASC;SG	N;MASC;PL
amt	amt	amt	amt		N;MASC;SG
niebo	céus	niebo	céu	N;NOM;NEUT;SG	N;MASC;PL
kłopoty	encrenca	kłopot	encrencar	N;ACC;MASC;PL	N;FEM;SG
węgierska	húngaros	węgierski	húngaro	ADJ;NOM;FEM;SG	N;MASC;PL
węgierska	húngaro	węgierski	húngaro	ADJ;NOM;FEM;SG	N;MASC;SG
węgierska	húngara	węgierski	húngaro	ADJ;NOM;FEM;SG	N;FEM;SG
tłumaczy	tradutores	tłumaczyć	tradutor	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
piątej	quinta	piąty	quinta	ADJ;GEN;FEM;SG	N;FEM;SG
wood	madeiras	wood	madeira		N;FEM;PL
wood	madeira	wood	madeira		N;FEM;SG
odkryte	descoberto	odkryć	descobrir	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
odkryte	descobertos	odkryć	descobrir	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
odkryte	descobriram	odkryć	descobrir	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PL;3;FIN
odkryte	descoberta	odkryć	descoberta	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;FEM;SG
odkryte	descoberto	odkryć	descobrir	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
odkryte	descobertos	odkryć	descobrir	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
mont	mont	mont	mont		N;MASC;SG
franciszkanów	franciscano	franciszkan	franciscano	N;ACC;MASC;PL	N;MASC;SG
classic	clássica	classicie	clássico		N;FEM;SG
classic	clássicos	classicie	clássico		N;MASC;PL
classic	classic	classicie	classic		N;MASC;SG
classic	clássico	classicie	clássico		N;MASC;SG
pat	impasse	pat	impasse		N;MASC;SG
pat	pat	pat	pat		N;MASC;SG
solidarność	solidária	solidarność	solidário	N;NOM;FEM;SG	ADJ;FEM;SG
castro	castro	castro	castro	PROPN;NOM;MASC;SG	N;MASC;SG
zalecenia	recomendação	zalecenie	recomendação	N;NOM;NEUT;PL	N;FEM;SG
roberts	roberts	roberts	robert	PROPN;NOM;MASC;SG	N;MASC;SG
róża	rose	róża	rose		N;FEM;SG
róża	rosa	róża	rosa		N;FEM;SG
róża	rosa	róża	rosa		N;FEM;SG
armaty	canhões	armata	canhão	N;ACC;FEM;SG	N;MASC;PL
armaty	canhões	armata	canhão	N;ACC;FEM;SG	N;MASC;PL
jung	jung	junga	jung	PROPN;NOM;MASC;SG	N;MASC;SG
dowody	prova	dowód	prova	N;NOM;MASC;PL	N;FEM;SG
dowody	evidência	dowód	evidência	N;NOM;MASC;PL	N;FEM;SG
dowody	prova	dowód	prova	N;NOM;MASC;PL	N;FEM;SG
zachowany	conservado	zachować	conservar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
zachowany	manteve	zachować	manter	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
zachowany	retida	zachować	reter	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
zachowany	mantidos	zachować	manter	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
zachowany	mantido	zachować	manter	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
zachowany	retidos	zachować	reter	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
zachowany	conservado	zachować	conservar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
zachowany	conservas	zachować	conserva	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;FEM;PL
zachowany	preservada	zachować	preservar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
zachowany	preservado	zachować	preservar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
zachowany	preservados	zachować	preservar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
ósemka	oito	ósemka	oito	N;NOM;FEM;SG	NUM
obsługiwane	apoiado	obsługiwać	apoiar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
obsługiwane	suportados	obsługiwać	suportar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
obsługiwane	suportadas	obsługiwać	suportar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
obsługiwane	suportada	obsługiwać	suportar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
obsługiwane	suportado	obsługiwać	suportar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
obsługiwane	servidos	obsługiwać	servido	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
obsługiwane	operado	obsługiwać	operar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
obsługiwane	operou	obsługiwać	operar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
obsługiwane	operados	obsługiwać	operar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
notowania	cotações	notować	cotação	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;FEM;PL
notowania	citações	notować	citação	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;FEM;PL
uszkodzony	danificado	uszkodzić	danificar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
uszkodzony	danificadas	uszkodzić	danificar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
uszkodzony	danificados	uszkodzić	danificar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
uszkodzony	danificada	uszkodzić	danificar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
uszkodzony	corrompida	uszkodzić	corromper	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
uszkodzony	corromper	uszkodzić	corromper	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;NFIN
uszkodzony	corrompidos	uszkodzić	corromper	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
uszkodzony	corrompido	uszkodzić	corromper	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
uszkodzony	defeituosos	uszkodzić	defeituoso	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL
airways	airways	airways	airway		N;MASC;PL
legia	legião	legia	legião		N;FEM;SG
legia	legia	legia	legiar		N;MASC;SG
libertadores	libertadores	libertadores	libertador	N;NOM;MASC;SG	N;MASC;PL
pfalz	pfalz	pfalzyć	pfalz	PROPN;NOM;MASC;SG	N;MASC;SG
zabrze	zabrze	zabrze	zabrze	PROPN;NOM;MASC;SG	N;MASC;SG
iran	irã	iran	irã	PROPN;NOM;MASC;SG	N;MASC;SG
iran	irão	iran	ir	PROPN;NOM;MASC;SG	V;IND;PL;3;FUT;FIN
icao	oaci	icao	oaci		N;FEM;SG
icao	icao	icao	icao		N;MASC;SG
han	han	han	han	PROPN;NOM;MASC;SG	N;MASC;SG
pisanie	digitando	pisać	digitar	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;V.MSDR
pisanie	escrevendo	pisać	escrever	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;V.MSDR
pisanie	escrever	pisać	escrever	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
olympic	olympic	olympic	olympic		N;MASC;SG
olympic	olímpico	olympic	olímpico		N;MASC;SG
olympic	olímpica	olympic	olímpico		N;FEM;SG
olympic	olímpicos	olympic	olímpico		N;MASC;PL
dochód	receitas	dochód	receita	N;NOM;MASC;SG	N;FEM;PL
dochód	receitas	dochód	receita	N;NOM;MASC;SG	N;FEM;PL
dochód	proveitos	dochód	proveito	N;NOM;MASC;SG	N;MASC;PL
dochód	rendimentos	dochód	rendimento	N;NOM;MASC;SG	N;MASC;PL
winter	inverno	winter	inverno		N;MASC;SG
zhang	zhang	zhang	zhang	PROPN;NOM;MASC;SG	N;MASC;SG
seattle	seattle	seatle	seattle	PROPN;NOM;MASC;SG	N;MASC;SG
łączna	cumulativos	łączny	cumulativo	ADJ;NOM;FEM;SG	ADJ;MASC;PL
łączna	acumulado	łączny	acumular	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
zbędne	desnecessárias	zbędny	desnecessário	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
zbędne	desnecessários	zbędny	desnecessário	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
zbędne	redundantes	zbędny	redundante	ADJ;NOM;NEUT;SG	N;MASC;PL
zbędne	redundância	zbędny	redundância	ADJ;NOM;NEUT;SG	N;FEM;SG
zawartych	concluiu	zawrzeć	concluir	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
zawartych	concluíram	zawrzeć	concluir	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	V;IND;PL;3;FIN
zawartych	concluídos	zawrzeć	concluir	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
santo	santo	santo	santo	PROPN;NOM;MASC;SG	N;MASC;SG
bristol	bristol	bristol	bristol	PROPN;NOM;MASC;SG	N;MASC;SG
centralna	centrais	centralny	central	ADJ;NOM;FEM;SG	N;MASC;PL
centralna	central	centralny	central	ADJ;NOM;FEM;SG	N;FEM;SG
mosty	bridges	most	bridge	N;NOM;MASC;PL	N;MASC;SG
traci	traci	tracić	tracer	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
działki	parcela	działka	parcela	N;ACC;FEM;PL	N;FEM;SG
działki	trama	działka	trama	N;ACC;FEM;PL	N;FEM;SG
działki	conspiração	działka	conspiração	N;ACC;FEM;PL	N;FEM;SG
działki	parcela	działka	parcela	N;ACC;FEM;PL	N;FEM;SG
działki	enredo	działka	enredo	N;ACC;FEM;PL	N;MASC;SG
krajowym	doméstica	krajowy	doméstico	ADJ;INS;MASC;SG	N;FEM;SG
krajowym	domésticos	krajowy	doméstico	ADJ;INS;MASC;SG	N;MASC;PL
nazwane	nomeada	nazwać	nomear	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
nazwane	nomeado	nazwać	nomear	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
autorskie	copyright	autorski	copyright	ADJ;NOM;NEUT;SG	N;MASC;SG
równanie	equações	równać	equação	N;NOM;NEUT;SG	N;FEM;PL
davisa	davis	davisa	davi		N;MASC;SG
rzekomo	supostamente	rzekomo	supostamente	N;DAT;FEM;PL	ADV
rzekomo	pretensamente	rzekomo	pretensamente	N;DAT;FEM;PL	ADV
rzekomo	alegadamente	rzekomo	alegadamente	N;DAT;FEM;PL	ADV
więzień	prisioneiro	więzienie	prisioneiro	N;GEN;NEUT;PL	N;MASC;SG
więzień	prisioneira	więzienie	prisioneira	N;GEN;NEUT;PL	N;FEM;SG
więzień	presidiário	więzienie	presidiário	N;GEN;NEUT;PL	N;MASC;SG
więzień	recluso	więzienie	recluso	N;GEN;NEUT;PL	ADJ;MASC;SG
poinformował	informados	poinformować	informar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;V.PTCP
jasno	brilhante	jasno	brilhante	ADV	ADJ;MASC;SG
jasno	bright	jasno	bright	ADV	N;MASC;SG
jasno	brilhantes	jasno	brilhante	ADV	N;MASC;PL
kuba	cuba	kuba	cubar	PROPN;NOM;MASC;SG	N;FEM;SG
utc	utc	utco	utc		N;MASC;SG
felix	felix	felix	felix	PROPN;NOM;MASC;SG	N;MASC;SG
felix	félix	felix	félix	PROPN;NOM;MASC;SG	N;MASC;SG
aktualne	correntes	aktualny	corrente	ADJ;NOM;NEUT;SG	N;MASC;PL
