اتھاہ	깊은	اتھاہ	깊+ㄴ		ADJ
اِطّلاع	정보	اِطّلاع	정보	PROPN;NOM;MASC;SG;3	N
اِطّلاع	공지	اِطّلاع	공지	PROPN;NOM;MASC;SG;3	N
اِطّلاع	지식인	اِطّلاع	지식인	PROPN;NOM;MASC;SG;3	N
اِطّلاع	지식	اِطّلاع	지식	PROPN;NOM;MASC;SG;3	N
اِطّلاع	발표	اِطّلاع	발표	PROPN;NOM;MASC;SG;3	N
اِطّلاع	공지	اِطّلاع	공지	PROPN;NOM;MASC;SG;3	N
اِطّلاع	공지사항	اِطّلاع	공지+사항	PROPN;NOM;MASC;SG;3	N
اِطّلاع	뉴스	اِطّلاع	뉴스	PROPN;NOM;MASC;SG;3	N
اِطّلاع	소식	اِطّلاع	소식	PROPN;NOM;MASC;SG;3	N
اِطّلاع	신고	اِطّلاع	신+고	PROPN;NOM;MASC;SG;3	
اِطّلاع	보고서	اِطّلاع	보고서	PROPN;NOM;MASC;SG;3	
اِطّلاع	보고	اِطّلاع	보+고	PROPN;NOM;MASC;SG;3	
اِطلاقی	응용	اِطلاقی	응용	ADJ;NOM	N
اِطمینان	신뢰	اِطمینان	신뢰	N;NOM;MASC;SG;3	
اِطمینان	만족	اِطمینان	만족	N;NOM;MASC;SG;3	
اِطمینان	신뢰	اِطمینان	신뢰	N;NOM;MASC;SG;3	
اطناب	케이블	اطناب	케이블	PROPN;NOM;MASC;SG;3	N
اطوار	매너	اطوار	매너	N;NOM;MASC;SG;3	
اطوار	커스텀	اطوار	커스텀	N;NOM;MASC;SG;3	
اطوار	맞춤	اطوار	맞추+ㄴ	N;NOM;MASC;SG;3	
اظلال	섀도	اظلال	섀도	PROPN;NOM;MASC;SG;3	
اظلال	그림자	اظلال	그림자	PROPN;NOM;MASC;SG;3	N
اِظہار	시위	اِظہار	시위	PROPN;NOM;MASC;SG;3	N
اِظہار	시연	اِظہار	시연	PROPN;NOM;MASC;SG;3	N
اِظہار	증언	اِظہار	증언	PROPN;NOM;MASC;SG;3	N
اِظہار	성명서	اِظہار	성명서	PROPN;NOM;MASC;SG;3	N
اِظہار	진술	اِظہار	진술	PROPN;NOM;MASC;SG;3	N
اِظہار	선언	اِظہار	선언	PROPN;NOM;MASC;SG;3	N
اِظہار	표시	اِظہار	표시	PROPN;NOM;MASC;SG;3	
اِظہار	표시됨	اِظہار	표시+되+ㄴ	PROPN;NOM;MASC;SG;3	V
اِظہار	선언	اِظہار	선언	PROPN;NOM;MASC;SG;3	N
اِظہار	표현	اِظہار	표현	PROPN;NOM;MASC;SG;3	N
اِظہار	표현식	اِظہار	표현식	PROPN;NOM;MASC;SG;3	N
اِعادہ	상쾌한	اِعادہ	상쾌+하+ㄴ	PROPN;NOM;MASC;SG;3	V
اِعادہ	반복	اِعادہ	반복	PROPN;NOM;MASC;SG;3	N
اعادی	적들	اعادی	적+들	ADJ	N
اِعانت	원조	اِعانت	원조	PROPN;NOM;MASC;SG;3	
اِعانت	도움	اِعانت	도움	PROPN;NOM;MASC;SG;3	
اِعانت	도움말	اِعانت	도움말	PROPN;NOM;MASC;SG;3	
اِعانت	원조	اِعانت	원조	PROPN;NOM;MASC;SG;3	
اِعانت	지원	اِعانت	지원	PROPN;NOM;MASC;SG;3	N
اِعانت	지지	اِعانت	지+지	PROPN;NOM;MASC;SG;3	
اِعانت	후원	اِعانت	후원	PROPN;NOM;MASC;SG;3	N
اِعتاق	해방	اِعتاق	해방	PROPN;NOM;MASC;SG;3	N
اِعتبار	신념	اِعتبار	신념	PROPN;NOM;MASC;SG;3	N
اِعتبار	믿음	اِعتبار	믿음	PROPN;NOM;MASC;SG;3	
اِعتبار	신앙	اِعتبار	신앙	PROPN;NOM;MASC;SG;3	N
اِعتبار	존경	اِعتبار	존경	PROPN;NOM;MASC;SG;3	N
اِعتبار	존중	اِعتبار	존중	PROPN;NOM;MASC;SG;3	N
اِعتبار	신뢰	اِعتبار	신뢰	PROPN;NOM;MASC;SG;3	
اِعتبار	신탁	اِعتبار	신탁	PROPN;NOM;MASC;SG;3	N
اِعتبار	믿음	اِعتبار	믿음	PROPN;NOM;MASC;SG;3	
اِعتبار	신념	اِعتبار	신념	PROPN;NOM;MASC;SG;3	N
اِعتبار	신앙	اِعتبار	신앙	PROPN;NOM;MASC;SG;3	N
اِعتباری	신뢰	اِعتباری	신뢰	N;NOM;MASC;SG;3	
اِعتدا	박해	اِعتدا	박해	PROPN;NOM;MASC;SG;3	N
اِعتدال	평형	اِعتدال	평형	PROPN;NOM;MASC;SG;3	N
اِعتدال	균형	اِعتدال	균형	PROPN;NOM;MASC;SG;3	
اِعتذار	사과	اِعتذار	사과	PROPN;NOM;MASC;SG;3	
اِعتراض	거부	اِعتراض	거부	PROPN;NOM;MASC;SG;3	N
اِعتراض	거절	اِعتراض	거절	PROPN;NOM;MASC;SG;3	
اِعتراض	시위	اِعتراض	시위	PROPN;NOM;MASC;SG;3	N
اِعتراض	항의	اِعتراض	항의	PROPN;NOM;MASC;SG;3	
اِعتراض	평론	اِعتراض	평론	PROPN;NOM;MASC;SG;3	N
اِعتراض	비판	اِعتراض	비판	PROPN;NOM;MASC;SG;3	N
اِعتراض	비평	اِعتراض	비평	PROPN;NOM;MASC;SG;3	N
اِعتراف	인식	اِعتراف	인식	PROPN;NOM;MASC;SG;3	N
اِعتراف	입장료	اِعتراف	입장료	PROPN;NOM;MASC;SG;3	
اِعتراف	입학	اِعتراف	입학	PROPN;NOM;MASC;SG;3	N
اِعتراف	고백	اِعتراف	고백	PROPN;NOM;MASC;SG;3	N
اِعتراف	신앙고백	اِعتراف	신앙+고백	PROPN;NOM;MASC;SG;3	N
اِعتزاز	우수	اِعتزاز	우수	PROPN;NOM;MASC;SG;3	
اِعتساف	박해	اِعتساف	박해	PROPN;NOM;MASC;SG;3	N
اِعتضاد	지원	اِعتضاد	지원	PROPN;NOM;MASC;SG;3	N
اِعتضاد	지지	اِعتضاد	지+지	PROPN;NOM;MASC;SG;3	
اِعتضاد	후원	اِعتضاد	후원	PROPN;NOM;MASC;SG;3	N
اِعتضاد	체력	اِعتضاد	체력	PROPN;NOM;MASC;SG;3	N
اِعتلا	고도	اِعتلا	고도	PROPN;NOM;MASC;SG;3	
اِعتلا	높이	اِعتلا	높이	PROPN;NOM;MASC;SG;3	
اِعتلا	키는	اِعتلا	키+는	PROPN;NOM;MASC;SG;3	N
اِعتماد	신뢰	اِعتماد	신뢰	PROPN;NOM;MASC;SG;3	
اِعتماد	신탁	اِعتماد	신탁	PROPN;NOM;MASC;SG;3	N
اِعتماد	신뢰	اِعتماد	신뢰	PROPN;NOM;MASC;SG;3	
اِعتماد	자신감	اِعتماد	자신감	PROPN;NOM;MASC;SG;3	N
اِعتمادی	신뢰	اِعتمادی	신뢰	ADJ	
اِعتنا	관심	اِعتنا	관심	PROPN;NOM;MASC;SG;3	N
اِعتنا	주의	اِعتنا	주+의	PROPN;NOM;MASC;SG;3	PROPN
اِعتنا	시선	اِعتنا	시선	PROPN;NOM;MASC;SG;3	
اِعتنا	염려	اِعتنا	염려	PROPN;NOM;MASC;SG;3	
اِعتنا	우려	اِعتنا	우려	PROPN;NOM;MASC;SG;3	N
اِعتنا	케어	اِعتنا	케+어	PROPN;NOM;MASC;SG;3	N
اِعتنا	고려	اِعتنا	고려	PROPN;NOM;MASC;SG;3	PROPN
اِعتیاد	중독증	اِعتیاد	중독증	PROPN;NOM;MASC;SG;3	
اِعتیاد	중독	اِعتیاد	중독	PROPN;NOM;MASC;SG;3	N
اعجاب	엉덩이	اعجاب	엉덩이	PROPN;NOM;MASC;SG;3	
اِعجاب	허영	اِعجاب	허영	PROPN;NOM;MASC;SG;3	
اِعجاز	마블	اِعجاز	마블	PROPN;NOM;MASC;SG;3	
اِعجاز	기적	اِعجاز	기적	PROPN;NOM;MASC;SG;3	
اُعجوبہ	특이한	اُعجوبہ	특이+하+ㄴ	PROPN;NOM;MASC;SG;3	V
اُعجوبہ	unusual	اُعجوبہ	unusual	PROPN;NOM;MASC;SG;3	
اُعجوبہ	odd	اُعجوبہ	odd	PROPN;NOM;MASC;SG;3	
اعدا	적들	اعدا	적+들	PROPN;NOM;MASC;SG;3	N
اِعدام	박멸	اِعدام	박멸	PROPN;NOM;MASC;SG;3	
اِعدامیت	허무주의	اِعدامیت	허무주의	PROPN;NOM;MASC;SG;3	
اعراب	아랍인	عراب	아랍인	N;NOM;MASC;PL;3	
اِعراض	거절	اِعراض	거절	PROPN;NOM;MASC;SG;3	
اِعزاز	구별	اِعزاز	구별	PROPN;NOM;MASC;SG;3	N
اِعزاز	명예	اِعزاز	명예	PROPN;NOM;MASC;SG;3	N
اِعزازی	명예	اِعزازی	명예	PROPN;NOM;MASC;SG;3	N
اعِزّہ	친척	اعِزّہ	친척	PROPN;NOM;MASC;SG;3	N
اعشاری	십진수	اعشاری	십진수	N;NOM;MASC;SG;3	
اعشاری	십진법	اعشاری	십진법	N;NOM;MASC;SG;3	
اعصا	막대기	اعصا	막대기	PROPN;NOM;MASC;SG;3	
اعصا	스틱	اعصا	스틱	PROPN;NOM;MASC;SG;3	
اعصاب	신경	اعصاب	신경	N;NOM;MASC;PL;3	
اعصار	타임스	اعصار	타임스	PROPN;NOM;MASC;SG;3	
اعصار	타임즈	اعصار	타임즈	PROPN;NOM;MASC;SG;3	
اعصار	연령	اعصار	연령	PROPN;NOM;MASC;SG;3	N
اِعصار	돌풍	اِعصار	돌풍	PROPN;NOM;MASC;SG;3	
اِعصار	회오리	اِعصار	회오리	PROPN;NOM;MASC;SG;3	
اعضا	두뇌	اعضا	두뇌	N;NOM;MASC;SG;3	
اعضا	브레인	اعضا	브레인	N;NOM;MASC;SG;3	
اعضا	장기	اعضا	장기	N;NOM;MASC;SG;3	
اعضا	세그먼트	اعضا	세그먼트	N;NOM;MASC;SG;3	
اعضا	하트	اعضا	하트	N;NOM;MASC;SG;3	
اعضا	간간	اعضا	간간	N;NOM;MASC;SG;3	
اعضا	간디	اعضا	간디	N;NOM;MASC;SG;3	
اِعطا	그랜트	اِعطا	그랜트	PROPN;NOM;MASC;SG;3	PROPN
اِعطا	자선단체	اِعطا	자선+단체	PROPN;NOM;MASC;SG;3	N
اِعطا	자선	اِعطا	자선	PROPN;NOM;MASC;SG;3	N
اِعلا	고도	اِعلا	고도	PROPN;NOM;MASC;SG;3	
اعلام	배너	اعلام	배너		N
اعلام	플래그	اعلام	플래그		N
اعلام	깃발	اعلام	깃발		N
اِعلام	알림	اِعلام	알리+ㅁ	PROPN;NOM;MASC;SG;3	N
اِعلام	발표	اِعلام	발표	PROPN;NOM;MASC;SG;3	N
اِعلام	영장	اِعلام	영장	PROPN;NOM;MASC;SG;3	N
اِعلامیہ	선언	اِعلامیہ	선언	PROPN;NOM;MASC;SG;3	N
اِعلامیہ	알림	اِعلامیہ	알리+ㅁ	PROPN;NOM;MASC;SG;3	N
اِعلان	알림	اِعلان	알리+ㅁ	PROPN;NOM;MASC;SG;3	N
اِعلان	광고	اِعلان	광고	PROPN;NOM;MASC;SG;3	N
اِعلان	게시	اِعلان	게시	PROPN;NOM;MASC;SG;3	N
اِعلان	출판	اِعلان	출판	PROPN;NOM;MASC;SG;3	N
اِعلان	선언	اِعلان	선언	PROPN;NOM;MASC;SG;3	N
اِعلان	발표	اِعلان	발표	PROPN;NOM;MASC;SG;3	N
اِعلان	공지	اِعلان	공지	PROPN;NOM;MASC;SG;3	N
اِعلان	공지사항	اِعلان	공지+사항	PROPN;NOM;MASC;SG;3	N
اِعلانیہ	공개적으로	اِعلانیہ	공개+적+으로	PROPN;NOM;MASC;SG;3	ADV
اعلیٰ	교장	اعلیٰ	교장	ADJ	N
اعلیٰ	슈프림	اعلیٰ	슈프림	ADJ	
اعلیٰ	최고	اعلیٰ	최고	ADJ	N
اعلیٰ	파라마운트	اعلیٰ	파라마파트	ADJ	PROPN
اعمار	연령	اعمار	연령	PROPN;NOM;MASC;SG;3	N
اعمیٰ	블라인드	اعمیٰ	블라인드	PROPN;NOM;MASC;SG;3	
اعوان	파키스탄	اعوان	파키스탄	PROPN;NOM;MASC;SG;3	PROPN
اعوان	보좌관	اعوان	보좌관	PROPN;NOM;MASC;SG;3	N
اعیاد	축제	عید	축제	PROPN;NOM;MASC;SG;3	N
اعیاد	페스티발	عید	페스티발	PROPN;NOM;MASC;SG;3	
اعیاد	페스티벌	عید	페스티벌	PROPN;NOM;MASC;SG;3	
اعیاد	축하	عید	축하	PROPN;NOM;MASC;SG;3	N
اعیال	가족	اعیال	가족	PROPN;NOM;MASC;SG;3	
اعیال	가족과	اعیال	가족+과	PROPN;NOM;MASC;SG;3	CONJ
اعیال	패밀리	اعیال	패밀리	PROPN;NOM;MASC;SG;3	
اغانی	노래	اغانی	노래	PROPN;NOM;MASC;SG;3	N
اغانی	songs	اغانی	songs	PROPN;NOM;MASC;SG;3	
اِغتسال	씻기	اِغتسال	씻+기	PROPN;NOM;MASC;SG;3	V
اِغتسال	세탁	اِغتسال	세탁	PROPN;NOM;MASC;SG;3	N
اِغتسال	세척	اِغتسال	세척	PROPN;NOM;MASC;SG;3	N
اِغتسال	목욕	اِغتسال	목욕	PROPN;NOM;MASC;SG;3	N
اغذیہ	조항	اغذیہ	조항	PROPN;NOM;MASC;SG;3	N
اغذیہ	음식	اغذیہ	음식	PROPN;NOM;MASC;SG;3	N
اغذیہ	식품	اغذیہ	식품	PROPN;NOM;MASC;SG;3	N
اغراض	욕망	غرض	욕망	N;NOM;MASC;PL;3	
اغراض	필요	غرض	필요	N;NOM;MASC;PL;3	
اِغراق	침몰	اِغراق	침몰	PROPN;NOM;MASC;SG;3	N
اِغراق	익사	اِغراق	익사	PROPN;NOM;MASC;SG;3	N
اِغراق	과장	اِغراق	과장	PROPN;NOM;MASC;SG;3	N
اِغراق	풍성한	اِغراق	풍성+하+ㄴ	PROPN;NOM;MASC;SG;3	V
اغصان	나뭇가지	اغصان	나뭇가+지	PROPN;NOM;MASC;SG;3	CONJ
اِغفال	방치	اِغفال	방치	PROPN;NOM;MASC;SG;3	N
اِغفال	부주의	اِغفال	부주+의	PROPN;NOM;MASC;SG;3	N
اغلال	사슬	اغلال	사슬	PROPN;NOM;MASC;SG;3	N
اغلال	체인	اغلال	체인	PROPN;NOM;MASC;SG;3	
اغلب	stronger	اغلب	stronger	N;NOM;MASC;SG;3	
اِغما	무의식	اِغما	무의식	PROPN;NOM;MASC;SG;3	
اِغماز	오만	اِغماز	오만	PROPN;NOM;MASC;SG;3	
اِغماز	자존심	اِغماز	자존심	PROPN;NOM;MASC;SG;3	
اِغماز	프라이드	اِغماز	프라이드	PROPN;NOM;MASC;SG;3	
اِغماض	오만	اِغماض	오만	PROPN;NOM;MASC;SG;3	
اِغماض	윙크	اِغماض	윙크	PROPN;NOM;MASC;SG;3	
اغنام	염소	اغنام	염소	PROPN;NOM;MASC;SG;3	N
اِغوا	납치	اِغوا	납치		N
اِغوا	납치	اِغوا	납치		N
اغیار	경쟁자	اغیار	경쟁자		
اغیار	경쟁사	اغیار	경쟁사		N
اغیار	적들	اغیار	적+들		N
اغیار	망각	اغیار	망각		N
اِفادہ	교육	اِفادہ	교육	PROPN;NOM;MASC;SG;3	N
اِفادہ	교사	اِفادہ	교사	PROPN;NOM;MASC;SG;3	N
اِفادہ	가르침	اِفادہ	가르치+ㅁ	PROPN;NOM;MASC;SG;3	V
اِفادہ	혜택	اِفادہ	혜택	PROPN;NOM;MASC;SG;3	N
اِفادہ	이득	اِفادہ	이득	PROPN;NOM;MASC;SG;3	
اِفادہ	혜택	اِفادہ	혜택	PROPN;NOM;MASC;SG;3	N
اِفادہ	장점	اِفادہ	장점	PROPN;NOM;MASC;SG;3	
اِفادیت	유용	اِفادیت	유용	N;NOM;MASC;SG;3	
اِفاضت	보람	اِفاضت	보람	PROPN;NOM;MASC;SG;3	
اُفتاد	태도	اُفتاد	태도	PROPN;NOM;MASC;SG;3	
اُفتاد	웨이팅	اُفتاد	웨이팅	PROPN;NOM;MASC;SG;3	
اُفتاد	way	اُفتاد	way	PROPN;NOM;MASC;SG;3	
اُفتاد	웨이	اُفتاد	웨+이	PROPN;NOM;MASC;SG;3	
اُفتاد	파운데이션	اُفتاد	파운데이션	PROPN;NOM;MASC;SG;3	N
اُفتاد	재단	اُفتاد	재단	PROPN;NOM;MASC;SG;3	
اُفتاد	기질	اُفتاد	기질	PROPN;NOM;MASC;SG;3	N
اُفتاد	misery	اُفتاد	misery	PROPN;NOM;MASC;SG;3	
اُفتاد	교통사고	اُفتاد	교통+사고	PROPN;NOM;MASC;SG;3	
اُفتاد	사고	اُفتاد	사고	PROPN;NOM;MASC;SG;3	
اُفتادگی	후퇴	اُفتادگی	후퇴	PROPN;NOM;MASC;SG;3	N
اُفتادگی	철수	اُفتادگی	철수	PROPN;NOM;MASC;SG;3	N
اُفتادگی	금단	اُفتادگی	금단	PROPN;NOM;MASC;SG;3	
اُفتادگی	약점	اُفتادگی	약점	PROPN;NOM;MASC;SG;3	N
اُفتادگی	패배	اُفتادگی	패배	PROPN;NOM;MASC;SG;3	N
اُفتادہ	비참한	اُفتادہ	비참+하+ㄴ	PROPN;NOM;MASC;SG;3	V
اُفتادہ	쓸모없는	اُفتادہ	쓸모없+는	PROPN;NOM;MASC;SG;3	
اُفتادہ	쓸데없는	اُفتادہ	쓸데없+는	PROPN;NOM;MASC;SG;3	ADJ
اُفتادہ	깨짐	اُفتادہ	깨+ㅁ	PROPN;NOM;MASC;SG;3	V
اُفتادہ	부러진	اُفتادہ	부러지+ㄴ	PROPN;NOM;MASC;SG;3	
اُفتادہ	깨진	اُفتادہ	깨+어+지+ㄴ	PROPN;NOM;MASC;SG;3	V
اُفتادہ	타락	اُفتادہ	타락	PROPN;NOM;MASC;SG;3	
اُفتاں	떨어지고	اُفتاں	떨어지+고		V
اُفتاں	falling	اُفتاں	falling		
اُفتاں	떨어지는	اُفتاں	떨어지+는		V
اِفتتاح	오프닝	اِفتتاح	오프닝	PROPN;NOM;MASC;SG;3	N
اِفتتاح	개봉	اِفتتاح	개봉	PROPN;NOM;MASC;SG;3	N
اِفتتاح	취임식	اِفتتاح	취임식	PROPN;NOM;MASC;SG;3	N
اِفتتاح	엑스터시	اِفتتاح	엑스터시	PROPN;NOM;MASC;SG;3	
اِفتتاح	출시	اِفتتاح	출시	PROPN;NOM;MASC;SG;3	N
اِفتتاح	런칭	اِفتتاح	런칭	PROPN;NOM;MASC;SG;3	
اِفتتاحی	오프닝	اِفتتاحی	오프닝	ADJ	N
اِفتتاحی	개봉	اِفتتاحی	개봉	ADJ	N
اِفتتاحیہ	소개	اِفتتاحیہ	소개	ADJ	N
اِفتتاحیہ	도입	اِفتتاحیہ	도입	ADJ	N
اِفتتاحیہ	소개팅	اِفتتاحیہ	소개팅	ADJ	N
اِفتتاحیہ	prologue	اِفتتاحیہ	prologue	ADJ	
اِفتخار	평판	اِفتخار	평판	PROPN;NOM;MASC;SG;3	N
اِفتخار	자존심	اِفتخار	자존심	PROPN;NOM;MASC;SG;3	
اِفتخار	프라이드	اِفتخار	프라이드	PROPN;NOM;MASC;SG;3	
اِفتخار	명예	اِفتخار	명예	PROPN;NOM;MASC;SG;3	N
اِفتخار	영광	اِفتخار	영광	PROPN;NOM;MASC;SG;3	
اِفتخار	글로리	اِفتخار	글로리	PROPN;NOM;MASC;SG;3	
اِفترا	거짓말	اِفترا	거짓말	PROPN;NOM;MASC;SG;3	
اِفتراع	지점	اِفتراع	지점	PROPN;NOM;MASC;SG;3	
اِفتراع	분기	اِفتراع	분기	PROPN;NOM;MASC;SG;3	
اِفتراع	부서	اِفتراع	부서	PROPN;NOM;MASC;SG;3	N
اِفتراق	사단	اِفتراق	사단	PROPN;NOM;MASC;SG;3	N
اِفتراق	디비전	اِفتراق	디비전	PROPN;NOM;MASC;SG;3	N
اِفتراق	갈등	اِفتراق	갈등	PROPN;NOM;MASC;SG;3	N
اِفتراق	갈등이	اِفتراق	갈등+이	PROPN;NOM;MASC;SG;3	N
اِفتراق	충돌	اِفتراق	충돌	PROPN;NOM;MASC;SG;3	N
اِفتراق	분쟁	اِفتراق	분쟁	PROPN;NOM;MASC;SG;3	N
اِفتراق	분리	اِفتراق	분리	PROPN;NOM;MASC;SG;3	
اِفتراق	스플리트	اِفتراق	스플리트	PROPN;NOM;MASC;SG;3	PROPN
اِفتراق	스플릿	اِفتراق	스플릿	PROPN;NOM;MASC;SG;3	
اِفتراق	분할	اِفتراق	분할	PROPN;NOM;MASC;SG;3	
اِفتراق	나누기	اِفتراق	나누+기	PROPN;NOM;MASC;SG;3	
اِفتعال	퇴근	اِفتعال	퇴근	PROPN;NOM;MASC;SG;3	
اِفتعال	직장	اِفتعال	직장	PROPN;NOM;MASC;SG;3	N
اِفتعال	작업	اِفتعال	작업	PROPN;NOM;MASC;SG;3	N
اِفتعال	행동	اِفتعال	행동	PROPN;NOM;MASC;SG;3	N
اِفتعال	활동	اِفتعال	활동	PROPN;NOM;MASC;SG;3	N
اِفتعال	작업	اِفتعال	작업	PROPN;NOM;MASC;SG;3	N
اِفتعال	동작	اِفتعال	동작	PROPN;NOM;MASC;SG;3	N
اِفتعال	액션	اِفتعال	액션	PROPN;NOM;MASC;SG;3	N
اِفتقار	가난	اِفتقار	가난	PROPN;NOM;MASC;SG;3	
اِفتقار	빈곤	اِفتقار	빈곤	PROPN;NOM;MASC;SG;3	N
اِفتقار	겸손	اِفتقار	겸손	PROPN;NOM;MASC;SG;3	
اُفتِندہ	타락	اُفتِندہ	타락	PROPN;NOM;MASC;SG;3	
اُفتِندہ	비참한	اُفتِندہ	비참+하+ㄴ	PROPN;NOM;MASC;SG;3	V
اُفتِندہ	낮은	اُفتِندہ	낮+ㄴ	PROPN;NOM;MASC;SG;3	ADJ
اُفتِندہ	낮음	اُفتِندہ	낮+ㅁ	PROPN;NOM;MASC;SG;3	ADJ
اُفتِندہ	low	اُفتِندہ	low	PROPN;NOM;MASC;SG;3	
افخم	존경받는	افخم	존경받+는	PROPN;NOM;MASC;SG;3	
افخم	존경하는	افخم	존경+하+는	PROPN;NOM;MASC;SG;3	V
افراتفری	패닉	افراتفری	패닉	ADJ	N
افراتفری	공황	افراتفری	공황	ADJ	N
افراتفری	혼란	افراتفری	혼란	ADJ	N
افراتفری	혼돈	افراتفری	혼돈	ADJ	N
افراتفری	카오스	افراتفری	카오스	ADJ	
افراتفری	혼란	افراتفری	혼란	ADJ	N
افراتفری	혼돈	افراتفری	혼돈	ADJ	N
افراتفری	혼동	افراتفری	혼동	ADJ	
افراتفری	패닉	افراتفری	패닉	ADJ	N
افراتفری	공황	افراتفری	공황	ADJ	N
افراختہ	길러	افراختہ	기르+어	PROPN;NOM;MASC;SG;3	
افراختہ	설치	افراختہ	설치	PROPN;NOM;MASC;SG;3	N
افراختہ	설치됨	افراختہ	설치+되+ㄴ	PROPN;NOM;MASC;SG;3	V
افراد	멤버	فرد	멤버	N;NOM;MASC;PL;3	
افراد	리스트	فرد	리스트	N;NOM;MASC;PL;3	
افراد	개인	فرد	개인	N;NOM;MASC;PL;3	
اِفراد	개성	اِفراد	개성	PROPN;NOM;MASC;SG;3	
اِفراز	분비	اِفراز	분비	PROPN;NOM;MASC;SG;3	N
اِفراز	확산	اِفراز	확산	PROPN;NOM;MASC;SG;3	N
افراس	말들	فرد	말+들	PROPN;NOM;MASC;SG;3	N
افراشتہ	길러	افراشتہ	기르+어	PROPN;NOM;MASC;SG;3	
اِفراط	초과	اِفراط	초+과	PROPN;NOM;MASC;SG;3	
اِفراط	풍성한	اِفراط	풍성+하+ㄴ	PROPN;NOM;MASC;SG;3	V
اِفراط	잉여	اِفراط	잉여	PROPN;NOM;MASC;SG;3	
اِفراط	넉넉한	اِفراط	넉넉+하+ㄴ	PROPN;NOM;MASC;SG;3	V
اِفراق	분리	اِفراق	분리	PROPN;NOM;MASC;SG;3	
افرشتہ	천사	افرشتہ	천사	PROPN;NOM;MASC;SG;3	N
افرشتہ	엔젤	افرشتہ	엔젤	PROPN;NOM;MASC;SG;3	
افریشم	명주	افریشم	명주	PROPN;NOM;MASC;SG;3	
افریشم	실크	افریشم	실크로드	PROPN;NOM;MASC;SG;3	
افریشم	비단	افریشم	비단	PROPN;NOM;MASC;SG;3	ADV
افریقہ	아프리카	افریقہ	아프리카	PROPN;NOM;MASC;SG;3	
افزا	추가하기	افزا	추가+하+기	ADJ	V
افزا	추가	افزا	추가	ADJ	
افزا	증가	افزا	증가	ADJ	N
افزائش	프로덕션	افزائش	프로덕션	N;NOM;MASC;SG;3	
افزائش	프로덕션	افزائش	프로덕션	N;NOM;MASC;SG;3	
افزائش	덧셈	افزائش	덧셈	N;NOM;MASC;SG;3	
افزود	기타	افزود	기타	PROPN;NOM;MASC;SG;3	N
افزود	연장	افزود	연장	PROPN;NOM;MASC;SG;3	N
افزونی	초과	افزونی	초+과	PROPN;NOM;MASC;SG;3	
افزونی	증가	افزونی	증가	PROPN;NOM;MASC;SG;3	N
افزونی	진행	افزونی	진행	PROPN;NOM;MASC;SG;3	N
افزونی	성장	افزونی	성장	PROPN;NOM;MASC;SG;3	N
افزونی	증가	افزونی	증가	PROPN;NOM;MASC;SG;3	N
افزونی	초과	افزونی	초+과	PROPN;NOM;MASC;SG;3	
افزونی	증가	افزونی	증가	PROPN;NOM;MASC;SG;3	N
افزونی	진행	افزونی	진행	PROPN;NOM;MASC;SG;3	N
افزونی	성장	افزونی	성장	PROPN;NOM;MASC;SG;3	N
افزونی	증가	افزونی	증가	PROPN;NOM;MASC;SG;3	N
افزونی	향상	افزونی	향상	PROPN;NOM;MASC;SG;3	N
اِفساد	장애	اِفساد	장애	PROPN;NOM;MASC;SG;3	N
اِفساد	소란	اِفساد	소란	PROPN;NOM;MASC;SG;3	
افسانہ	거짓말	افسانہ	거짓말	N;NOM;MASC;SG;3	
افسانہ	레전드	افسانہ	레전드	N;NOM;MASC;SG;3	
افسانوی	전설	افسانوی	전설	ADJ	N
افسانوی	거짓	افسانوی	거짓	ADJ	
افسانوی	가짜	افسانوی	가짜	ADJ	
افسانوی	전설	افسانوی	전설	ADJ	N
افسانوی	거짓	افسانوی	거짓	ADJ	
افسانوی	가짜	افسانوی	가짜	ADJ	
افسر	왕관	افسر	왕관	N;NOM;MASC;SG;3	
افسر	크라운	افسر	크랍+ㄴ	N;NOM;MASC;SG;3	
افسر	왕관	افسر	왕관	N;NOM;MASC;SG;3	
افسر	크라운	افسر	크랍+ㄴ	N;NOM;MASC;SG;3	
افسرِبالادست	권위	افسرِبالادست	권위	PROPN;NOM;MASC;SG;3	N
افسردہ	슬픔	افسردہ	슬픔	ADJ	N
افسردہ	슬픈	افسردہ	슬프+ㄴ	ADJ	
افسردہ	슬프다	افسردہ	슬프다	ADJ	
افسردہ	우울	افسردہ	우울	ADJ	N
افسری	권위	افسری	권위	PROPN;NOM;MASC;SG;3	N
افسری	법칙	افسری	법칙	PROPN;NOM;MASC;SG;3	N
افسری	규칙	افسری	규칙	PROPN;NOM;MASC;SG;3	N
افسری	주권	افسری	주권	PROPN;NOM;MASC;SG;3	N
افسوس	후회	افسوس	후회		N
افسوس	슬픔	افسوس	슬픔		N
افسوس	후회	افسوس	후회		N
افسوس	회개	افسوس	회개		N
افسوں	magic	افسا	magic	N;ACC;MASC;PL;3	
افسوں	매직	افسا	매직	N;ACC;MASC;PL;3	
افسوں	magic	افسا	magic	N;ACC;MASC;PL;3	
افسوں	매직	افسا	매직	N;ACC;MASC;PL;3	
افشاں	머리카락	افشاں	머리카락	PROPN;NOM;MASC;SG;3	N
افشاں	머리	افشاں	머리	PROPN;NOM;MASC;SG;3	N
