žagatas	sroki	žagata	srok	N;NOM;FEM;PL	
demonstrācijas	demonstracji	demonstrācija	demonstracja	N;NOM;FEM;PL	N;GEN;FEM;SG
mustela	mustela	mustela	mustel	N;NOM;FEM;SG	
niedres	trzciny	niedre	trzcin	N;NOM;FEM;PL	
usb	usb	usb	usba	N	
deviņu	dziewięciu	deviņi	dziewięć	NUM;ACC;MASC;PL	
deviņu	nine	deviņi	niny	NUM;ACC;MASC;PL	
deviņu	dziewięć	deviņi	dziewięć	NUM;ACC;MASC;PL	
veiksmīgu	udanych	veiksmīga	udać	ADJ;ACC;MASC;SG	ADJ;GEN;MASC;PL
veiksmīgu	udane	veiksmīga	udać	ADJ;ACC;MASC;SG	ADJ;NOM;NEUT;SG
veiksmīgu	udany	veiksmīga	udany	ADJ;ACC;MASC;SG	
veiksmīgu	udana	veiksmīga	udać	ADJ;ACC;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
england	anglia	england	anglia		
england	anglii	england	anglia		
england	england	england	england		
poznaņas	poznania	poznaņa	poznanie	PROPN;NOM;FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
poznaņas	poznań	poznaņa	poznanie	PROPN;NOM;FEM;SG	
dievi	bogów	dievs	bóg	N;NOM;MASC;PL	N;ACC;MASC;PL
vera	vera	vērt	vera	PROPN;NOM;FEM;SG	
semjuels	samuela	semjuels	samuel	N;NOM;MASC;SG	N;GEN;MASC;SG
semjuels	samuel	semjuels	samuel	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
petrovs	petrov	petrovs	petrov	PROPN;NOM;MASC;SG	
pretinieks	wrogowie	pretinieks	wróg	N;NOM;MASC;SG	N;NOM;MASC;PL
pretinieks	wroga	pretinieks	wróg	N;NOM;MASC;SG	
pretinieks	przeciwnika	pretinieks	przeciwnik	N;NOM;MASC;SG	N;ACC;MASC;SG
pretinieks	przeciwnikiem	pretinieks	przeciwnik	N;NOM;MASC;SG	N;INS;MASC;SG
dziļāk	głębsze	dziļi	głęboki	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
nodrošināta	zabezpieczone	nodrošināt	zabezpieczyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nodrošināta	zabezpieczony	nodrošināt	zabezpieczyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nodrošināta	zabezpieczona	nodrošināt	zabezpieczyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nodrošināta	zapewniona	nodrošināt	zapewnić	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nodrošināta	zapewnione	nodrošināt	zapewnić	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nodrošināta	zapewniony	nodrošināt	zapewnić	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nodrošināta	zapewniona	nodrošināt	zapewnić	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nodrošināta	zapewnione	nodrošināt	zapewnić	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nodrošināta	zapewniony	nodrošināt	zapewnić	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
liktenis	przeznaczenia	liktenis	przeznaczenie	N;NOM;MASC;SG	N;GEN;NEUT;SG
liktenis	przeznaczeniem	liktenis	przeznaczenie	N;NOM;MASC;SG	N;INS;NEUT;SG
liktenis	losy	liktenis	los	N;NOM;MASC;SG	N;NOM;MASC;PL
liktenis	przeznaczenia	liktenis	przeznaczenie	N;NOM;MASC;SG	N;GEN;NEUT;SG
vdk	kgb	vdk	kgba	PROPN	
drīzumā	niedługo	drīzums	niedługo	N;ESS;MASC;SG	ADV
drīzumā	wkrótce	drīzums	wkrótce	N;ESS;MASC;SG	ADV
drīzumā	nadchodzący	drīzums	nadchodzący	N;ESS;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
drīzumā	nadchodzące	drīzums	nadchodzić	N;ESS;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
sēklu	nasion	sēkla	nasiono	N;ACC;MASC;SG	
sēklu	nasienie	sēkla	nasienie	N;ACC;MASC;SG	N;NOM;NEUT;SG
sēklu	ziarno	sēkla	ziarno	N;ACC;MASC;SG	
sēklu	nasiona	sēkla	nasiono	N;ACC;MASC;SG	N;NOM;NEUT;PL
gaļa	mięsa	gaļa	mięso	N;NOM;FEM;SG	N;GEN;NEUT;SG
sietlas	seattle	sietla	seatle	PROPN;NOM;FEM;PL	PROPN;NOM;MASC;SG
smiltis	piach	smilts	pie	N;NOM;FEM;PL	
smiltis	piasek	smilts	piasek	N;NOM;FEM;PL	N;NOM;MASC;SG
smiltis	piasku	smilts	piasek	N;NOM;FEM;PL	N;GEN;MASC;SG
pievienoti	dodany	pievienot	dodać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
pievienoti	dodana	pievienot	dodać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
pievienoti	dodane	pievienot	dodać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
pievienoti	dołączony	pievienot	dołączyć	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
pievienoti	załączony	pievienot	załączyć	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
pievienoti	dołączone	pievienot	dołączyć	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
pievienoti	zamkniętych	pievienot	zamknąć	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
pievienoti	załączony	pievienot	załączyć	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
tuvo	przechodząc	tuvot	przechodzić	ADJ;ACC;MASC;SG	V;IPFV;PRS;V.CVB;ACT
tuvo	mijania	tuvot	mijanie	ADJ;ACC;MASC;SG	
tumša	dark	tumša	dark	ADJ;NOM;FEM;SG	
tumša	ciemno	tumša	ciemno	ADJ;NOM;FEM;SG	ADV
liepu	linden	liepa	linden	N;ACC;FEM;SG	
dzejā	wers	dzeja	wers	N;ESS;FEM;SG	N;NOM;MASC;SG
papua	papua	papust	pap		
varoņi	bohaterami	varonis	bohater	N;NOM;MASC;PL	N;INS;MASC;PL
varoņi	bohaterów	varonis	bohater	N;NOM;MASC;PL	N;ACC;MASC;PL
hip	hip	hipēt	hip		
hip	biodra	hipēt	biodro		N;NOM;NEUT;PL
hip	biodro	hipēt	biodro		N;NOM;NEUT;SG
formatdate	formatdate	formatdate	formatdaty	N;NOM;FEM;SG	
gēnu	genu	gēns	gen	N;ACC;MASC;SG	N;GEN;MASC;SG
gēnu	gene	gēns	gen	N;ACC;MASC;SG	PROPN;NOM;MASC;SG
gēnu	gen	gēns	gen	N;ACC;MASC;SG	
gēnu	geny	gēns	gena	N;ACC;MASC;SG	N;NOM;MASC;PL
romeo	romeo	romeo	romeo		
zobenu	miecz	zobens	miecz	N;ACC;MASC;SG	N;NOM;MASC;SG
bērnība	dzieciństwa	bērnība	dzieciństwo	N;NOM;FEM;SG	N;GEN;NEUT;SG
bērnība	dzieciństwie	bērnība	dzieciństwo	N;NOM;FEM;SG	N;DAT;NEUT;SG
departamentā	wydział	departaments	wydział	N;ESS;MASC;SG	N;NOM;MASC;SG
departamentā	departament	departaments	departament	N;ESS;MASC;SG	N;NOM;MASC;SG
departamentā	dział	departaments	dziać	N;ESS;MASC;SG	N;NOM;MASC;SG
amatniecības	rzemiosła	amatniecība	rzemieść	N;NOM;FEM;PL	V;PFV;FEM;IND;SG;PST;FIN;ACT
amatniecības	rzemiosło	amatniecība	rzemieść	N;NOM;FEM;PL	V;PFV;NEUT;IND;SG;PST;FIN;ACT
euro	eur	euro	eur		
euro	euro	euro	euro		
dvēsele	duszę	dvēsele	dusza	N;NOM;FEM;SG	N;ACC;FEM;SG
dvēsele	soul	dvēsele	soul	N;NOM;FEM;SG	
dvēsele	duszy	dvēsele	dusza	N;NOM;FEM;SG	N;GEN;FEM;SG
ericsson	ericsson	ericsson	ericsson	N	
smags	heavy	smags	heav	ADJ;NOM;MASC;SG	
bronza	brązu	bronzs	brąz	N;NOM;FEM;SG	N;GEN;MASC;SG
bronza	brąz	bronzs	brąz	N;NOM;FEM;SG	
papildināts	odświeżona	papildināt	odświeżyć	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
artis	artis	arts	artis	PROPN;NOM;MASC;SG	
migla	mgły	migla	mgła	N;NOM;FEM;SG	
migla	mgły	migla	mgła	N;NOM;FEM;SG	
krava	obciążenia	krava	obciążenie	N;NOM;FEM;SG	N;NOM;NEUT;PL
krava	ładunek	krava	ładunek	N;NOM;FEM;SG	N;ACC;MASC;SG
krava	cargo	krava	cargo	N;NOM;FEM;SG	
krava	ładunek	krava	ładunek	N;NOM;FEM;SG	N;ACC;MASC;SG
krava	towarowy	krava	towarowy	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
iekšzemē	śródlądowych	iekšzeme	śródlądowy	N;ESS;FEM;SG	ADJ;GEN;MASC;PL
iekšzemē	ląd	iekšzeme	ląd	N;ESS;FEM;SG	N;NOM;MASC;SG
sēž	siedzenie	sēdēt	siedzenie	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
sēž	siedzący	sēdēt	siedzieć	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
ieguldījums	inwestycje	ieguldījums	inwestycja	N;NOM;MASC;SG	N;NOM;FEM;PL
ieguldījums	inwestycji	ieguldījums	inwestycja	N;NOM;MASC;SG	N;GEN;FEM;SG
ieguldījums	inwestycyjne	ieguldījums	inwestycyjny	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
runu	mowa	runa	mowa	N;ACC;FEM;SG	
runu	przemowa	runa	przemować	N;ACC;FEM;SG	N;NOM;FEM;SG
runu	przemówienie	runa	przemówienie	N;ACC;FEM;SG	N;NOM;NEUT;SG
runu	wystąpienie	runa	wystąpienie	N;ACC;FEM;SG	N;NOM;NEUT;SG
militāri	wojskowy	militāre	wojskowy	ADV	ADJ;NOM;MASC;SG
militāri	wojsko	militāre	wojsko	ADV	N;NOM;NEUT;SG
militāri	wojskowe	militāre	wojskowy	ADV	ADJ;NOM;NEUT;SG
militāri	wojska	militāre	wojsko	ADV	N;NOM;NEUT;SG
redakcija	wersji	redakcija	wersja	N;NOM;FEM;SG	N;GEN;FEM;SG
redakcija	wersję	redakcija	wersja	N;NOM;FEM;SG	N;ACC;FEM;SG
somālijas	somalii	somālija	somalia	N;NOM;FEM;PL	N;GEN;FEM;SG
somālijas	somalii	somālija	somalia	N;NOM;FEM;PL	N;GEN;FEM;SG
sadaļas	rozdziałów	sadaļa	rozdział	N;NOM;FEM;PL	N;GEN;MASC;PL
advokātu	adwokat	advokāts	adwokat	N;ACC;MASC;SG	N;NOM;MASC;SG
advokātu	prawnik	advokāts	prawnik	N;ACC;MASC;SG	N;NOM;MASC;SG
darbnīca	warsztaty	darbnīca	warsztata	N;NOM;FEM;SG	N;NOM;MASC;PL
rīku	bieg	rīks	bieg	N;ACC;MASC;SG	N;NOM;MASC;SG
ženēvas	genewie	ženēva	genew	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
zemesraga	canaveral	zemesrags	canaveral	N;GEN;MASC;SG	N;ACC;MASC;SG
pusvadītāju	półprzewodnikowych	pusvadītājs	półprzewodnikowy	N;ACC;MASC;SG	ADJ;GEN;MASC;PL
skudru	mrówki	skudra	mrówka	N;ACC;MASC;SG	
zirgam	konia	zirgs	koń	N;DAT;MASC;SG	N;ACC;MASC;SG
zirgam	horse	zirgs	horse	N;DAT;MASC;SG	
zirgam	konie	zirgs	koń	N;DAT;MASC;SG	N;NOM;MASC;PL
zirgam	koń	zirgs	koń	N;DAT;MASC;SG	N;NOM;MASC;SG
zirgam	koniu	zirgs	koń	N;DAT;MASC;SG	N;ACC;MASC;SG
pozitīvi	pozytywna	pozitīvi	pozytywny	ADV	ADJ;NOM;FEM;SG
pozitīvi	pozytywne	pozitīvi	pozytywny	ADV	ADJ;NOM;NEUT;SG
pozitīvi	dodatni	pozitīvi	dodatnić	ADV	
pozitīvi	pozytywny	pozitīvi	pozytywny	ADV	ADJ;NOM;MASC;SG
atzīmēta	oznaczone	atzīmēt	oznaczyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
atzīmēta	oznaczona	atzīmēt	oznaczyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
atzīmēta	oznaczony	atzīmēt	oznaczyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
čeļabinskas	czelabińsk	čeļabinska	czelabiński	N;NOM;FEM;PL	
mednieki	myśliwych	mednieks	myśliwy	N;NOM;MASC;PL	N;ACC;MASC;PL
vērsts	skierowany	vērst	skierować	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vērsts	skierowana	vērst	skierować	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
vērsts	reżyseria	vērst	reżyser	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
vērsts	skierowane	vērst	skierować	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vērsts	ukierunkowana	vērst	ukierunkować	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
mantas	rzeczy	manta	rzecz	N;NOM;FEM;PL	N;ACC;FEM;PL
vilces	trakcji	vilce	trakcja	N;NOM;FEM;PL	N;GEN;FEM;SG
vilces	ciągu	vilce	ciąg	N;NOM;FEM;PL	N;GEN;MASC;SG
vilces	pchnięcie	vilce	pchnięcie	N;NOM;FEM;PL	N;NOM;NEUT;SG
vilces	ciąg	vilce	ciąg	N;NOM;FEM;PL	N;NOM;MASC;SG
izteiktas	wymawia	izteikt	wymawiać	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
pierādījumu	dowody	pierādījums	dowód	N;ACC;MASC;SG	N;NOM;MASC;PL
kristietība	chrześcijaństwa	kristietība	chrześcijaństwo	N;NOM;FEM;SG	N;GEN;NEUT;SG
dzēšanu	usunięcie	dzēšana	usunąć	N;ACC;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
dzēšanu	usuwanie	dzēšana	usuwać	N;ACC;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
izvairās	unika	izvairīties	unikać	V;FH;IND;3;POS;REFL;FUT;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
stiprs	mocna	stiprs	mocny	ADJ;NOM;MASC;SG	
zoo	zoo	zoo	zoo		
olimpiāde	olimpijskich	olimpiāde	olimpijski	N;NOM;FEM;SG	ADJ;GEN;MASC;PL
olimpiāde	olimpiady	olimpiāde	olimpiada	N;NOM;FEM;SG	N;ACC;FEM;SG
nulle	zero	nulle	zero	N;NOM;FEM;SG	
aprīkots	zamontowane	aprīkot	zamontować	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
aprīkots	zamontowany	aprīkot	zamontować	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
aprīkots	wyposażone	aprīkot	wyposażyć	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
aprīkots	wyposażony	aprīkot	wyposażyć	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
aprīkots	wyposażona	aprīkot	wyposażyć	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
disney	disney	disney	disney		
zaļas	zieleń	zaļa	zieleń	ADJ;NOM;FEM;PL	
zaļas	zielony	zaļa	zielony	ADJ;NOM;FEM;PL	
zaļas	zielono	zaļa	zielono	ADJ;NOM;FEM;PL	
zaļas	zielona	zaļa	zielony	ADJ;NOM;FEM;PL	
zaļas	zielone	zaļa	zielony	ADJ;NOM;FEM;PL	
lists	liszt	list	lisat	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
elza	elsa	elza	elsa	N;NOM;FEM;SG	
elza	elza	elza	elza	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
zum	zum	zus	zum		
pievienošanas	włączenia	pievienošana	włączyć	N;NOM;FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
tava	twoje	tava	twój	PRO;NOM;FEM;SG;3	DET;NOM;MASC;SG;2
tava	twój	tava	twój	PRO;NOM;FEM;SG;3	DET;NOM;MASC;SG;2
tava	twoja	tava	twój	PRO;NOM;FEM;SG;3	DET;NOM;FEM;SG;2
tava	twojego	tava	twój	PRO;NOM;FEM;SG;3	DET;GEN;MASC;SG;1
tava	twoim	tava	twój	PRO;NOM;FEM;SG;3	DET;INS;MASC;SG;2
alianse	sojuszu	alianse	sojusz	N;NOM;FEM;SG	N;GEN;MASC;SG
alianse	przymierze	alianse	przymierz	N;NOM;FEM;SG	
etc	etc	etc	etc		
etc	itd	etc	itd		
etc	itp	etc	itp		
arābi	arabów	arābs	arab	N;NOM;MASC;PL	N;ACC;MASC;PL
raktuves	miny	raktuve	mina	N;NOM;FEM;PL	N;ACC;FEM;SG
raktuves	kopalnia	raktuve	kopalniać	N;NOM;FEM;PL	N;NOM;FEM;SG
raktuves	kopalni	raktuve	kopalnia	N;NOM;FEM;PL	
raktuves	kopalnie	raktuve	kopalnia	N;NOM;FEM;PL	N;NOM;FEM;SG
raktuves	mine	raktuve	miny	N;NOM;FEM;PL	
raktuves	kopalnia	raktuve	kopalniać	N;NOM;FEM;PL	N;NOM;FEM;SG
raktuves	moja	raktuve	mój	N;NOM;FEM;PL	DET;NOM;FEM;SG;1
raktuves	mój	raktuve	mój	N;NOM;FEM;PL	DET;NOM;MASC;SG;1
raktuves	moje	raktuve	mój	N;NOM;FEM;PL	DET;NOM;NEUT;SG;1
kāpnes	drabinę	kāpnes	drabina	N;NOM;FEM	N;ACC;FEM;SG
kāpnes	drabiny	kāpnes	drabina	N;NOM;FEM	N;ACC;FEM;PL
kāpnes	drabina	kāpnes	drabina	N;NOM;FEM	N;NOM;FEM;SG
kāpnes	drabiny	kāpnes	drabina	N;NOM;FEM	N;ACC;FEM;PL
kāpnes	schodami	kāpnes	schody	N;NOM;FEM	N;INS;NEUT;PL
kāpnes	schody	kāpnes	schody	N;NOM;FEM	N;NOM;NEUT;PL
gana	ghana	gana	ghana	ADV	V;IPFV;IND;SG;PRS;FIN;ACT
vesels	całość	vesels	całość	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
vesels	cał	vesels	cał	ADJ;NOM;MASC;SG	ADV
virsbūves	nadwozia	virsbūve	nadwóziać	N;NOM;FEM;PL	
virsbūves	ciał	virsbūve	ciało	N;NOM;FEM;PL	
virsbūves	ciała	virsbūve	ciało	N;NOM;FEM;PL	N;GEN;NEUT;SG
parametrs	parametry	parametrs	parametra	N;NOM;MASC;SG	N;NOM;MASC;PL
militārie	wojskowy	militārs	wojskowy	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
militārie	wojsko	militārs	wojsko	ADJ;NOM;MASC;PL	N;NOM;NEUT;SG
militārie	wojskowe	militārs	wojskowy	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
militārie	wojska	militārs	wojsko	ADJ;NOM;MASC;PL	N;NOM;NEUT;SG
iestāšanās	przystąpienia	iestāšanās	przystąpienie	N;NOM;FEM;SG	N;GEN;NEUT;SG
leļļu	marionetką	lelle	marionetka	N;GEN;FEM;PL	N;INS;FEM;SG
vistas	kur	vista	kur	N;NOM;FEM;PL	
vistas	kury	vista	kura	N;NOM;FEM;PL	N;ACC;FEM;PL
vistas	kurczak	vista	kurczak	N;NOM;FEM;PL	
vistas	tchórz	vista	tchórz	N;NOM;FEM;PL	N;NOM;MASC;SG
vistas	kurczaka	vista	kurczak	N;NOM;FEM;PL	N;GEN;MASC;SG
vistas	kury	vista	kura	N;NOM;FEM;PL	N;ACC;FEM;PL
īpatņu	okazy	īpatne	okaz	N;GEN;MASC;PL	N;NOM;MASC;PL
getparent	getparent	getparent	getparent	N;NOM;MASC;SG	
deklarācija	deklaracje	deklarācija	deklaracja	N;NOM;FEM;SG	N;NOM;FEM;PL
deklarācija	deklarację	deklarācija	deklaracja	N;NOM;FEM;SG	N;ACC;FEM;SG
islandē	islandia	islandēt	islandia	N;ESS;FEM;SG	N;NOM;FEM;SG
islandē	islandii	islandēt	islandia	N;ESS;FEM;SG	
savādāk	różnie	savādi	różnie	ADV;CMPR	ADV
pjedestāla	podium	pjedestāla	podium	N;GEN;MASC;SG	N;ACC;NEUT;SG
pjedestāla	piedestale	pjedestāla	piedestale	N;GEN;MASC;SG	N;ACC;MASC;SG
autonomijas	autonomię	autonomija	autonomię	N;NOM;FEM;PL	N;ACC;FEM;SG
autonomijas	autonomii	autonomija	autonomia	N;NOM;FEM;PL	N;GEN;FEM;SG
paradīzes	raju	paradīze	raj	N;NOM;FEM;PL	N;GEN;MASC;SG
paradīzes	raj	paradīze	raj	N;NOM;FEM;PL	N;NOM;MASC;SG
paradīzes	paradise	paradīze	paradisa	N;NOM;FEM;PL	V;IPFV;IND;SG;PRS;FIN;ACT
vēsturisks	historycznej	vēsturisks	historyczny	ADJ;NOM;MASC;SG	ADJ;GEN;FEM;SG
panorāma	panorama	panorīt	panoram	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
atmosfēra	atmosferę	atmosfērs	atmosfera	N;NOM;FEM;SG	N;ACC;FEM;SG
atmosfēra	atmosfery	atmosfērs	atmosfera	N;NOM;FEM;SG	N;GEN;FEM;SG
eva	eva	eva	eva	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
eva	ewa	eva	ewa	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
eva	ewo	eva	ewo	PROPN;NOM;FEM;SG	
eva	evy	eva	evy	PROPN;NOM;FEM;SG	
eva	evo	eva	evo	PROPN;NOM;FEM;SG	
eva	eog	eva	eog	PROPN;NOM;FEM;SG	
astoņiem	ośmiu	astoņi	osiem	NUM;DAT;MASC;PL	
astoņiem	ósemka	astoņi	ósemka	NUM;DAT;MASC;PL	N;NOM;FEM;SG
astoņiem	osiem	astoņi	osiem	NUM;DAT;MASC;PL	
mobilais	mobile	mobils	mobil	ADJ;NOM;MASC;SG	
mobilais	mobilnej	mobils	mobilny	ADJ;NOM;MASC;SG	ADJ;GEN;FEM;SG
mobilais	komórka	mobils	komórka	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
inovācijas	innowacyjność	inovācija	innowacyjność	N;NOM;FEM;PL	N;NOM;FEM;SG
inovācijas	innowacja	inovācija	innowacja	N;NOM;FEM;PL	N;NOM;FEM;SG
inovācijas	innowacji	inovācija	innowacja	N;NOM;FEM;PL	N;GEN;FEM;SG
dītrihs	dietrich	dītrihs	dietrich	PROPN;NOM;MASC;SG	
bolīvijas	boliwii	bolīvija	boliwia	PROPN;NOM;FEM;SG	
seju	twarz	seja	twarz	N;ACC;FEM;SG	N;NOM;FEM;SG
seju	face	seja	faka	N;ACC;FEM;SG	
salo	salo	salo	salo		
dem	dem	dem	dem		
primārais	podstawowej	primārs	podstawowy	ADJ;NOM;MASC;SG	ADJ;GEN;FEM;SG
primārais	podstawowa	primārs	podstawowy	ADJ;NOM;MASC;SG	
apkārtējā	otoczenia	apkārtēja	otoczenie	ADJ;NOM;FEM;SG	N;GEN;NEUT;SG
apkārtējā	otoczenie	apkārtēja	otoczyć	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
darījumu	transakcje	darījums	transakcja	N;ACC;MASC;SG	N;NOM;FEM;PL
darījumu	transakcji	darījums	transakcja	N;ACC;MASC;SG	N;GEN;FEM;SG
darījumu	transakcja	darījums	transakcja	N;ACC;MASC;SG	N;NOM;FEM;SG
diplomu	dyplomy	diploms	dyplóm	N;ACC;MASC;SG	N;NOM;MASC;PL
diplomu	dyplom	diploms	dyplom	N;ACC;MASC;SG	N;NOM;MASC;SG
krastus	shores	krasts	shores	N;ACC;MASC;PL	V;IPFV;IND;SG;PRS;FIN;ACT
bono	bono	bons	bono	PROPN	
brūss	bruce	brūss	bruc	PROPN;NOM;MASC;SG	
tunelis	tunele	tunelis	tunel	N;NOM;MASC;SG	N;NOM;MASC;PL
tunelis	tunelu	tunelis	tunel	N;NOM;MASC;SG	N;GEN;MASC;SG
harju	harju	harja	harj	PROPN;ACC;MASC;SG	PROPN;NOM;MASC;SG
čigānu	gipsy	čigāns	gipsy	N;ACC;MASC;SG	
čigānu	cygan	čigāns	cygan	N;ACC;MASC;SG	PROPN;NOM;MASC;SG
čigānu	cygan	čigāns	cygan	N;ACC;MASC;SG	PROPN;NOM;MASC;SG
šekspīra	szekspira	šekspīrs	szekspira	N;NOM;MASC;SG	
šekspīra	shakespeare	šekspīrs	shakespeare	N;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
izpildi	spełnienie	izpilde	spełnić	N;ACC;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
izpildi	wypełnienie	izpilde	wypełnić	N;ACC;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
izpildi	spełnienia	izpilde	spełnić	N;ACC;FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
pastāvīgā	stał	pastāvīgs	stać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
pastāvīgā	stała	pastāvīgs	stać	ADJ;NOM;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
pastāvīgā	trwał	pastāvīgs	trwać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
pastāvīgā	stały	pastāvīgs	stać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
fiat	fiat	fiat	fiat		
glonass	glonass	glonass	glonass	N;NOM;FEM;PL	
