מהות	esencie	מהות	esencia	N;FEM;SG	N;NOM;FEM;PL
במימון	financoval	במימון	financovať	PROPN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
במימון	financované	במימון	financovaný	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
נסיגה	ustúpiť	נסיגה	ustúpiť	N;FEM;SG	V;PFV;POS;NFIN
פר	per	פר	per		
רפורמה	reformovať	רפורמה	reformovať	N;FEM;SG	V;IPFV;POS;NFIN
הומו	homo	הומה	homo		N;INAN;NOM;MASC;SG
הומו	gay	הומה	gay		PROPN;ANIM;NOM;MASC;SG
הומו	teplý	הומה	teplý		ADJ;INAN;NOM;MASC;SG
מעשים	koná	מעשה	kono	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
אובייקט	namietať	אובייקט	namietať	N;MASC;SG	V;IPFV;POS;NFIN
אובייקט	objekty	אובייקט	objekt	N;MASC;SG	N;INAN;NOM;MASC;PL
אובייקט	objektov	אובייקט	objekt	N;MASC;SG	N;INAN;GEN;MASC;PL
אובייקט	predmety	אובייקט	predmet	N;MASC;SG	N;INAN;NOM;MASC;PL
ביג	velke	ביג	velka		N;NOM;FEM;SG
ביג	velka	ביג	velka		N;NOM;FEM;SG
ביג	veľký	ביג	veľký		ADJ;ANIM;NOM;MASC;SG
ביג	big	ביג	big		
ביג	veľké	ביג	veľký		ADJ;NOM;NEUT;SG
ביג	veľká	ביג	veľký		ADJ;NOM;FEM;SG
גלן	glen	גלן	glen	PROPN	PROPN;ANIM;NOM;MASC;SG
גלן	glenn	גלן	glenn	PROPN	PROPN;ANIM;NOM;MASC;SG
הארט	hart	הארט	hart	PROPN	PROPN;ANIM;NOM;MASC;SG
תורמים	darcovia	תרם	darca	V;MASC;PL;V.PTCP;ACT	N;ANIM;NOM;MASC;PL
תורמים	darcov	תרם	darec	V;MASC;PL;V.PTCP;ACT	N;INAN;GEN;MASC;PL
תורמים	prispievateľov	תרם	prispievateľ	V;MASC;PL;V.PTCP;ACT	N;ANIM;ACC;MASC;PL
עוקב	nasledujúci	עקב	nasledujúci	V;MASC;SG;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
עוקב	nasleduje	עקב	nasledovať	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
עוקב	sledovanie	עקב	sledovanie	V;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG
מושפע	ovplyvnený	הושפע	ovplyvnený	V;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
מושפע	ovplyvnené	הושפע	ovplyvnený	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מושפע	ovplyvnili	הושפע	ovplyvniť	V;MASC;SG;V.PTCP;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
מושפע	ovplyvnená	הושפע	ovplyvnený	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
מושפע	postihnutý	הושפע	postihnutý	V;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG
מושפע	ovplyvnené	הושפע	ovplyvnený	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מושפע	ovplyvnená	הושפע	ovplyvnený	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
מושפע	zasiahnuté	הושפע	zasiahnutý	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מושפע	postihnutá	הושפע	postihnutý	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
פיק	pic	פיק	pic	PROPN	
מוצאת	nájde	מצא	nájsť	V;FEM;SG;V.PTCP	V;PFV;IND;SG;3;POS;PRS;FIN
גלילי	valcovité	גלילי	valcovitý	PROPN	ADJ;NOM;NEUT;SG
לאונרד	leonard	לאונרד	leonard	PROPN	N;ANIM;NOM;MASC;SG
מסורתיים	tradičné	מסורתי	tradičný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
מסורתיים	tradičná	מסורתי	tradičný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
מסורתיים	tradičný	מסורתי	tradičný	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
מלאך	anjelik	מלאך	anjelik	PROPN	N;ANIM;NOM;MASC;SG
מלאך	anjela	מלאך	anjelať	PROPN	N;ANIM;ACC;MASC;SG
מלאך	angel	מלאך	angel	PROPN	PROPN;ANIM;NOM;MASC;SG
מלאך	anjel	מלאך	anjel	PROPN	N;ANIM;NOM;MASC;SG
מהפכה	revolúcie	מהפכה	revolúcia	N;FEM;SG	N;NOM;FEM;PL
צוואר	krk	צוואר	krk	PROPN	N;INAN;NOM;MASC;SG
צוואר	šije	צוואר	šiť	PROPN	N;NOM;FEM;SG
צוואר	krku	צוואר	krk	PROPN	N;INAN;GEN;MASC;SG
צוואר	krky	צוואר	krk	PROPN	N;INAN;NOM;MASC;PL
רול	roll	רול	roll	PROPN	N;INAN;NOM;MASC;SG
חשף	nekryté	חשף	krytý	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
חשף	odhalená	חשף	odhalený	V;MASC;SG;3;PST;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
חשף	zjavené	חשף	zjavený	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
חשף	odhalené	חשף	odhalený	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
חשף	odhalený	חשף	odhalený	V;MASC;SG;3;PST;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
מיטשל	mitchell	מיטשל	mitchell	PROPN	PROPN;ANIM;NOM;MASC;SG
מיטשל	mitchel	מיטשל	mitchiať	PROPN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
מייצגים	reprezentujú	ייצג	reprezentovať	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
מייצגים	predstavujú	ייצג	predstavovať	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
מייצגים	zastupujúci	ייצג	zastupujúci	V;MASC;PL;V.PTCP;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
מייצגים	zastupujúcich	ייצג	zastupujúci	V;MASC;PL;V.PTCP;ACT	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
לפתע	odrazu	לפתע	odraz	ADV	N;INAN;GEN;MASC;SG
קולומבוס	columbus	קולומבוס	columbus	PROPN	N;INAN;NOM;MASC;SG
אמינות	dôveryhodné	אמינות	dôveryhodný	N;FEM;SG	ADJ;NOM;NEUT;SG
אמינות	dôveryhodný	אמינות	dôveryhodný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
אמינות	dôveryhodnosti	אמינות	dôveryhodnosť	N;FEM;SG	N;NOM;FEM;PL
אמינות	spoľahlivé	אמינות	spoľahlivý	N;FEM;SG	ADJ;NOM;NEUT;SG
אמינות	spoľahlivá	אמינות	spoľahlivý	N;FEM;SG	ADJ;NOM;FEM;SG
אמינות	spoľahlivý	אמינות	spoľahlivý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
אמינות	spoľahlivo	אמינות	spoľahlivo	N;FEM;SG	ADV
אמינות	spoľahlivosti	אמינות	spoľahlivosť	N;FEM;SG	N;NOM;FEM;PL
אמינות	pravosti	אמינות	pravosť	N;FEM;SG	N;NOM;FEM;PL
קדושה	posvätný	קדוש	posvätný	PROPN	ADJ;ANIM;NOM;MASC;SG
קדושה	posvätné	קדוש	posvätný	PROPN	ADJ;NOM;NEUT;SG
קדושה	svätá	קדוש	svätý	PROPN	ADJ;NOM;FEM;SG
קדושה	svätý	קדוש	svätý	PROPN	ADJ;ANIM;NOM;MASC;SG
קדושה	sväté	קדוש	svätý	PROPN	ADJ;NOM;NEUT;SG
קדושה	svätá	קדוש	svätý	PROPN	ADJ;NOM;FEM;SG
קדושה	svätý	קדוש	svätý	PROPN	ADJ;ANIM;NOM;MASC;SG
קדושה	saint	קדוש	saint	PROPN	PROPN;ANIM;NOM;MASC;SG
קדושה	svätec	קדוש	svätec	PROPN	N;ANIM;NOM;MASC;SG
קדושה	svätosti	קדוש	svätosť	PROPN	N;DAT;FEM;SG
קדושה	svätosť	קדוש	svätosť	PROPN	N;NOM;FEM;SG
המלאכה	workshopy	המלאכה	workshopy	PROPN	N;INAN;NOM;MASC;PL
המלאכה	workshop	המלאכה	workshop	PROPN	N;INAN;NOM;MASC;SG
המלאכה	seminár	המלאכה	seminár	PROPN	N;INAN;NOM;MASC;SG
נעורים	mládež	נעורים	mládež	N;MASC;PL	N;NOM;FEM;SG
נעורים	mladosť	נעורים	mladosť	N;MASC;PL	N;NOM;FEM;SG
נעורים	mládeže	נעורים	mládež	N;MASC;PL	N;NOM;FEM;SG
דירה	ploché	דירה	plochý	N;FEM;SG	ADJ;NOM;NEUT;SG
דירה	plochá	דירה	plochý	N;FEM;SG	ADJ;NOM;FEM;SG
מניחים	predpokladajú	הניח	predpokladať	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
מניחים	predpokladajme	הניח	predpokladať	V;MASC;PL;V.PTCP;ACT	V;IPFV;IMP;PL;1;POS;FIN
בקושי	sotva	בקושי	sotva	ADV	PART
בקושי	sotva	בקושי	sotva	ADV	PART
לאופולד	leopold	לאופולד	leopold	PROPN	N;ANIM;NOM;MASC;SG
ולטר	walther	ולטר	walther	PROPN	N;ANIM;NOM;MASC;SG
ולטר	waltera	ולטר	waltera	PROPN	N;ANIM;ACC;MASC;SG
ולטר	walter	ולטר	walter	PROPN	PROPN;ANIM;NOM;MASC;SG
השחר	dawn	השחר	dawn		PROPN;NOM;FEM;SG
השחר	úsvitu	השחר	úsvit		N;INAN;GEN;MASC;SG
השחר	úsvit	השחר	úsvit		N;INAN;NOM;MASC;SG
תזונה	výživy	תזונה	výživ	N;FEM;SG	N;NOM;FEM;PL
ליב	liv	ליב	liv	PROPN	PROPN;NOM;FEM;SG
ליב	lib	ליב	lib	PROPN	PROPN;ANIM;NOM;MASC;SG
השקעה	investície	השקעה	investícia	N;FEM;SG	N;NOM;FEM;PL
יוטיוב	youtube	יוטיוב	youtuba	PROPN	N;NOM;FEM;SG
בבלי	babylonskom	בבלי	babylonský	PROPN	ADJ;INS;NEUT;SG
ממונה	nadriadený	מונה	nadriadený	V;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
פורה	produktívne	פורה	produktívne		ADV
פורה	úrodnej	פורה	úrodný		ADJ;GEN;FEM;SG
פורה	plodnú	פורה	plodný		ADJ;ACC;FEM;SG
פטרוס	petrom	פטרוס	peter	PROPN	N;ANIM;INS;MASC;SG
פטרוס	peter	פטרוס	peter	PROPN	N;ANIM;NOM;MASC;SG
פטרוס	petra	פטרוס	petra	PROPN	PROPN;ANIM;ACC;MASC;SG
הווה	prítomná	הווה	prítomný	PROPN	ADJ;NOM;FEM;SG
הווה	prítomnosť	הווה	prítomnosť	PROPN	N;NOM;FEM;SG
הווה	prezentovať	הווה	prezentovať	PROPN	V;IPFV;POS;NFIN
הווה	darček	הווה	darček	PROPN	N;INAN;NOM;MASC;SG
הווה	prítomný	הווה	prítomný	PROPN	ADJ;ANIM;NOM;MASC;SG
סכר	dam	סכר	dam	N;MASC;SG	
תעודה	osvedčenia	תעודה	osvedčenie	N;FEM;SG	N;NOM;NEUT;PL
גולדמן	goldman	גולדמן	goldman	PROPN	PROPN;ANIM;NOM;MASC;SG
אוריאל	uriel	אוריאל	urieť	PROPN	N;ANIM;NOM;MASC;SG
המלווה	spoločníka	המלווה	spoločník	PROPN	N;ANIM;ACC;MASC;SG
המלווה	spoločníčka	המלווה	spoločníčky	PROPN	N;NOM;FEM;SG
המלווה	spoločník	המלווה	spoločník	PROPN	N;ANIM;NOM;MASC;SG
טורקית	turecká	תורכי	turecký	PROPN	ADJ;NOM;FEM;SG
טורקית	turecké	תורכי	turecký	PROPN	ADJ;NOM;NEUT;SG
טורקית	turecký	תורכי	turecký	PROPN	ADJ;ANIM;NOM;MASC;SG
טורקית	tureckých	תורכי	turecký	PROPN	ADJ;GEN;MASC;PL
ירה	strelený	ירה	strelený	V;MASC;SG;3;PST;ACT	ADJ;ANIM;NOM;MASC;SG
ירה	strela	ירה	strieť	V;MASC;SG;3;PST;ACT	N;NOM;FEM;SG
ירה	postrelený	ירה	postrelený	V;MASC;SG;3;PST;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ירה	záber	ירה	záber	V;MASC;SG;3;PST;ACT	N;INAN;NOM;MASC;SG
ירה	výstrel	ירה	výstrel	V;MASC;SG;3;PST;ACT	N;INAN;NOM;MASC;SG
ירה	padáka	ירה	padák	V;MASC;SG;3;PST;ACT	N;ANIM;ACC;MASC;SG
ירה	vyhodený	ירה	vyhodený	V;MASC;SG;3;PST;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
גרפי	grafické	גרף	grafický	PROPN	ADJ;NOM;NEUT;SG
גרפי	grafický	גרף	grafický	PROPN	ADJ;ANIM;NOM;MASC;SG
חוש	zmysly	חוש	zmysel	PROPN	N;INAN;NOM;MASC;PL
חוש	zmyslov	חוש	zmysel	PROPN	N;INAN;GEN;MASC;PL
חוש	rozum	חוש	rozum	PROPN	N;INAN;NOM;MASC;SG
חוש	zmysel	חוש	zmysel	PROPN	N;INAN;NOM;MASC;SG
איירון	železný	איירון	železný	PROPN	ADJ;ANIM;NOM;MASC;SG
איירון	železo	איירון	železo	PROPN	N;INAN;NOM;MASC;SG
איירון	železné	איירון	železný	PROPN	ADJ;NOM;NEUT;SG
איירון	iron	איירון	iron	PROPN	PROPN;ANIM;NOM;MASC;SG
איירון	železa	איירון	železa	PROPN	N;NOM;FEM;PL
אנונימי	anonymný	אנונימי	anonymný	ADV	ADJ;ANIM;NOM;MASC;SG
אנונימי	anonymných	אנונימי	anonymný	ADV	ADJ;ANIM;GEN;MASC;PL
אנונימי	anonymné	אנונימי	anonymný	ADV	ADJ;NOM;NEUT;SG
דרווין	darwin	דרווין	darwin	PROPN	PROPN;ANIM;NOM;MASC;SG
שרירים	svalstvo	שריר	svalstvo	N;MASC;PL	N;NOM;NEUT;SG
שרירים	sval	שריר	svať	N;MASC;PL	N;INAN;NOM;MASC;SG
שרירים	svalstvo	שריר	svalstvo	N;MASC;PL	N;NOM;NEUT;SG
טובי	toby	טוב	toby	PROPN	PROPN;ANIM;NOM;MASC;SG
מוג	moog	מוג	moog		N;INAN;NOM;MASC;SG
גבעות	hills	גבעות	hills	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
היידן	hayden	היידן	hayden	PROPN	N;ANIM;NOM;MASC;SG
היידן	haydn	היידן	haydn	PROPN	N;ANIM;NOM;MASC;SG
כתום	oranžová	כתום	oranžový		ADJ;NOM;FEM;SG
כתום	orange	כתום	oranga		N;INAN;NOM;MASC;SG
כתום	oranžový	כתום	oranžový		ADJ;ANIM;NOM;MASC;SG
כתום	pomaranč	כתום	pomaranč		N;INAN;NOM;MASC;SG
כתום	oranžové	כתום	oranžový		ADJ;NOM;NEUT;SG
הלוואי	želanie	הלוואי	želanie		N;NOM;NEUT;SG
הלוואי	prajem	הלוואי	priať		V;IPFV;IND;SG;1;POS;PRS;FIN
הלוואי	želám	הלוואי	želať		V;IPFV;IND;SG;1;POS;PRS;FIN
הלוואי	wish	הלוואי	wish		
פלוס	navyše	None	navyše		PART
פלוס	plus	None	plus		
האירוויזיון	eurovision	האירוויזיון	eurovision	PROPN	N;NOM;NEUT;SG
דודה	teta	דוד	tát		N;NOM;FEM;SG
דודה	teta	דוד	tát		N;NOM;FEM;SG
דודה	tetu	דוד	tát		N;ACC;FEM;SG
דודה	tete	דוד	teta		N;NOM;FEM;SG
בלוג	blog	בלוג	blog		N;INAN;NOM;MASC;SG
בלוג	blogu	בלוג	bloga		N;INAN;GEN;MASC;SG
השלם	vyplniť	השלם	vyplniť		V;PFV;POS;NFIN
השלם	úplné	השלם	úplný		ADJ;NOM;NEUT;SG
השלם	kompletný	השלם	kompletný		ADJ;INAN;NOM;MASC;SG
השלם	dokončiť	השלם	dokončiť		V;PFV;POS;NFIN
השלם	kompletná	השלם	kompletný		ADJ;NOM;FEM;SG
השלם	kompletné	השלם	kompletný		ADJ;NOM;NEUT;SG
להפיץ	šírenie	הפיץ	šírenie	V;NFIN;ACT	N;NOM;NEUT;SG
מחליטה	rozhodovanie	החליט	rozhodovanie	V;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
מחליטה	rozhoduje	החליט	rozhodovať	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
מחליטה	nerozhodne	החליט	nerozhodne	V;FEM;SG;V.PTCP;ACT	ADV
מחליטה	rozhodne	החליט	rozhodne	V;FEM;SG;V.PTCP;ACT	PART
ולנסיה	valencia	ולנסיה	valencia	PROPN	N;NOM;FEM;SG
ניגריה	nigérii	ניגריה	nigéria	PROPN	N;NOM;NEUT;PL
מסייעת	pomôže	סייע	pomôcť	V;FEM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
מסייעת	pomáha	סייע	pomáhať	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
טורקי	torquay	תורכי	torqua	PROPN	N;INAN;NOM;MASC;SG
טורקי	turecká	תורכי	turecký	PROPN	ADJ;NOM;FEM;SG
טורקי	turecké	תורכי	turecký	PROPN	ADJ;NOM;NEUT;SG
טורקי	turecký	תורכי	turecký	PROPN	ADJ;ANIM;NOM;MASC;SG
טורקי	tureckých	תורכי	turecký	PROPN	ADJ;GEN;MASC;PL
מימד	rozmery	ממד	rozmer	N;MASC;SG	N;INAN;NOM;MASC;PL
ייל	yale	ייל	yale	PROPN	PROPN;ANIM;NOM;MASC;SG
פתאום	odrazu	פתאום	odraz		N;INAN;GEN;MASC;SG
פתאום	náhle	פתאום	náhle		ADV
פתאום	zrazu	פתאום	zrazu		ADV
טרנר	turner	טרנר	turner	PROPN	PROPN;ANIM;NOM;MASC;SG
נלחמו	bojovala	נלחם	bojovať	V;PL;3;PST;MID	V;IPFV;FEM;SG;POS;PST;V.PTCP
נלחמו	bojoval	נלחם	bojovať	V;PL;3;PST;MID	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
שקול	zvážiť	שקול	zvážiť	ADJ;MASC;SG	V;PFV;POS;NFIN
שקול	zvážte	שקול	zvážiť	ADJ;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
שקול	zvažovať	שקול	zvažovať	ADJ;MASC;SG	V;IPFV;POS;NFIN
שקול	uvažovať	שקול	uvažovať	ADJ;MASC;SG	V;IPFV;POS;NFIN
דוחה	brutto	דחה	brutto	V;MASC;SG;V.PTCP;ACT	
דוחה	hrubé	דחה	hrubý	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG
דוחה	hrubá	דחה	hrubý	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG
דוחה	hrubého	דחה	hrubý	V;MASC;SG;V.PTCP;ACT	ADJ;GEN;NEUT;SG
דוחה	hrubý	דחה	hrubý	V;MASC;SG;V.PTCP;ACT	ADJ;ANIM;NOM;MASC;SG
דוחה	hnus	דחה	hnus	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG
עמידה	stáť	עמידה	stáť	N;FEM;SG	V;IPFV;POS;NFIN
עמידה	stála	עמידה	stáť	N;FEM;SG	V;IPFV;FEM;SG;POS;PST;V.PTCP
עמידה	stáleho	עמידה	stály	N;FEM;SG	ADJ;GEN;NEUT;SG
מימוש	splatiť	מימוש	splatiť	N;MASC;SG	V;PFV;POS;NFIN
ברברוסה	barbarossa	ברברוסה	barbarossa	PROPN	N;INAN;NOM;MASC;SG
האורך	dĺžka	האורך	dĺžka	PROPN	N;NOM;FEM;SG
האורך	dĺžky	האורך	dĺžka	PROPN	N;NOM;FEM;PL
האורך	dĺžku	האורך	dĺžka	PROPN	N;ACC;FEM;SG
מרפא	liečiteľ	מרפא	liečiteľ	PROPN	N;ANIM;NOM;MASC;SG
מרפא	liek	מרפא	liek	PROPN	N;INAN;NOM;MASC;SG
מרפא	vyliečiť	מרפא	vyliečiť	PROPN	V;PFV;POS;NFIN
נייד	mobilné	נייד	mobilný	N;MASC;SG	ADJ;NOM;NEUT;SG
נייד	mobilný	נייד	mobilný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
נייד	prenosné	נייד	prenosný	N;MASC;SG	ADJ;NOM;NEUT;SG
נייד	prenosný	נייד	prenosný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
קשורות	súvisiace	קשר	súvisiaci	V;FEM;PL;V.PTCP;ACT	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
קשורות	súvisiaci	קשר	súvisiaci	V;FEM;PL;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
קשורות	príbuzné	קשר	príbuzný	V;FEM;PL;V.PTCP;ACT	ADJ;NOM;NEUT;PL
מחפשים	hľadám	חיפש	hľadať	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
מחפשים	vyhľadávanie	חיפש	vyhľadávanie	V;MASC;PL;V.PTCP;ACT	N;NOM;NEUT;SG
חשבונות	účtovníctvo	חשבון	účtovníctvo	N;MASC;PL	N;NOM;NEUT;SG
איימי	amy	איימי	amy	PROPN	PROPN;NOM;FEM;SG
נרכש	nadobudnuté	נרכש	nadobudnutý	V;MASC;SG;3;PST;MID	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
נרכש	získaná	נרכש	získaný	V;MASC;SG;3;PST;MID	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
נרכש	získané	נרכש	získaný	V;MASC;SG;3;PST;MID	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
נרכש	zakúpené	נרכש	zakúpený	V;MASC;SG;3;PST;MID	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
נרכש	kúpené	נרכש	kúpený	V;MASC;SG;3;PST;MID	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
נבון	inteligentné	נבון	inteligentný	PROPN	ADJ;NOM;NEUT;SG
נבון	inteligentná	נבון	inteligentný	PROPN	ADJ;NOM;FEM;SG
נבון	inteligentný	נבון	inteligentný	PROPN	ADJ;ANIM;NOM;MASC;SG
נבון	múdre	נבון	múdry	PROPN	ADJ;NOM;NEUT;SG
נבון	múdro	נבון	múdro	PROPN	ADV
נבון	múdry	נבון	múdry	PROPN	ADJ;ANIM;NOM;MASC;SG
נבון	múdri	נבון	múdry	PROPN	ADJ;ANIM;NOM;MASC;PL
נבון	múdra	נבון	múdry	PROPN	ADJ;NOM;FEM;SG
ונצואלה	venezuelskej	ונצואלה	venezuelský	PROPN	ADJ;GEN;FEM;SG
ונצואלה	venezuela	ונצואלה	venezuiť	PROPN	N;NOM;FEM;SG
אמנויות	umení	אמנות	umenie	N;FEM;PL	N;NOM;NEUT;SG
אמנויות	umenie	אמנות	umenie	N;FEM;PL	N;NOM;NEUT;SG
טכניים	technický	טכני	technický	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
טכניים	technická	טכני	technický	ADJ;MASC;PL	ADJ;NOM;FEM;SG
טכניים	technickej	טכני	technický	ADJ;MASC;PL	ADJ;GEN;FEM;SG
טכניים	technické	טכני	technický	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
שומרים	kryty	שמר	kryt	V;MASC;PL;V.PTCP;ACT	N;INAN;NOM;MASC;PL
שומרים	strážcovia	שמר	strážca	V;MASC;PL;V.PTCP;ACT	N;ANIM;NOM;MASC;PL
שומרים	stráž	שמר	stráža	V;MASC;PL;V.PTCP;ACT	N;NOM;FEM;SG
שומרים	stráže	שמר	stráža	V;MASC;PL;V.PTCP;ACT	N;NOM;FEM;PL
שומרים	strážcovia	שמר	strážca	V;MASC;PL;V.PTCP;ACT	N;ANIM;NOM;MASC;PL
הרקולס	hercules	הרקולס	hercules	PROPN	N;INAN;NOM;MASC;SG
שמורות	rezervované	שמורה	rezervovaný	N;FEM;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
שמורות	vyhradené	שמורה	vyhradený	N;FEM;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
שמורות	vyhradená	שמורה	vyhradený	N;FEM;PL	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
פלסטיק	plastov	פלסטיק	plast	PROPN	N;INAN;GEN;MASC;PL
פלסטיק	plasty	פלסטיק	plast	PROPN	N;INAN;NOM;MASC;PL
פלסטיק	plastové	פלסטיק	plastový	PROPN	ADJ;NOM;NEUT;SG
פלסטיק	plast	פלסטיק	plast	PROPN	N;INAN;NOM;MASC;SG
פלסטיק	plasty	פלסטיק	plast	PROPN	N;INAN;NOM;MASC;PL
צמצום	úzka	צמצום	úzky	N;MASC;SG	ADJ;NOM;FEM;SG
צמצום	úzky	צמצום	úzky	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
צמצום	úzke	צמצום	úzka	N;MASC;SG	ADJ;NOM;NEUT;SG
מנור	panstvo	מנור	panstvo	PROPN	N;NOM;NEUT;SG
מנור	manor	מנור	manor	PROPN	PROPN;ANIM;NOM;MASC;SG
בטח	určite	בטח	určite		PART
בטח	urcite	בטח	urcite		INTJ
בטח	isto	בטח	isto		PART
קלט	vstupné	קלט	vstupný		ADJ;NOM;NEUT;SG
קלט	vstup	קלט	vstup		N;INAN;NOM;MASC;SG
חינם	voľné	חינם	voľný	PROPN	ADJ;NOM;NEUT;SG
חינם	slobodný	חינם	slobodný	PROPN	ADJ;ANIM;NOM;MASC;SG
חינם	volne	חינם	volna	PROPN	N;NOM;FEM;SG
חינם	free	חינם	free	PROPN	
חינם	voľný	חינם	voľný	PROPN	ADJ;ANIM;NOM;MASC;SG
עשן	fajčiť	עשן	fajčiť	N;MASC;SG	V;IPFV;POS;NFIN
מקסים	krásny	מקסים	krásny	PROPN	ADJ;ANIM;NOM;MASC;SG
מקסים	krásne	מקסים	krásne	PROPN	ADV
מקסים	rozkošný	מקסים	rozkošný	PROPN	ADJ;ANIM;NOM;MASC;SG
מקסים	roztomilé	מקסים	roztomilý	PROPN	ADJ;NOM;NEUT;SG
מקסים	maxim	מקסים	mať	PROPN	N;ANIM;NOM;MASC;SG
מקסים	očarujúca	מקסים	očarujúci	PROPN	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
רעות	zlý	רעות	zlý	PROPN	ADJ;ANIM;NOM;MASC;SG
רעות	zlá	רעות	zlo	PROPN	N;NOM;FEM;SG
רעות	bad	רעות	bad	PROPN	PROPN;ANIM;NOM;MASC;SG
רעות	zlé	רעות	zlý	PROPN	ADJ;NOM;NEUT;SG
רעות	blbo	רעות	blbo	PROPN	ADV
החלפה	prepnúť	החלפה	prepnúť	N;FEM;SG	V;PFV;POS;NFIN
החלפה	vymeniť	החלפה	vymeniť	N;FEM;SG	V;PFV;POS;NFIN
החלפה	trade	החלפה	triada	N;FEM;SG	
חזן	cantor	חזן	cantor	PROPN	PROPN;ANIM;NOM;MASC;SG
העקרונות	zásady	העקרונות	zásada	PROPN	N;NOM;FEM;PL
העקרונות	princípy	העקרונות	princíp	PROPN	N;INAN;NOM;MASC;PL
