aliado	الحلفاء	aliado	حَلِيف	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;PL
conservadores	محافظة	conservador	مُحَافَظَة	N;MASC;PL	N;NOM;INDF;SG
conservadores	المحافظة	conservador	مُحَافَظَة	N;MASC;PL	N;NOM;DEF;SG
contener	احتواء	contener	اِحتِوَاء	V;NFIN	N;NOM;INDF;SG
secos	الجافة	seco	جَافّ	ADJ;MASC;PL	N;NOM;DEF;SG
secos	جاف	seco	جاف	ADJ;MASC;PL	N;NOM;INDF;SG
secos	جافة	seco	جَافّ	ADJ;MASC;PL	ADJ;NOM;INDF;FEM;SG
shakespeare	شيكسبير	shakespeare	شِيكسبِير	N	
shakespeare	شكسبير	shakespeare	شكسبير	N	
marín	مارين	marín	مارين	N;MASC;SG	
für	fü	für	مَثّ	PROPN	
under	تحت	under	تَحتَ	PROPN	ADP;ACC
cap	كاب	cap	كَابّ		
cap	قبعة	cap	قِبعَة		N;NOM;INDF;SG
desarrollados	طور	desarrollado	طَور	ADJ;MASC;PL;V.PTCP	
baños	حمام	baño	حمام	N;MASC;PL	N;NOM;INDF;SG
baños	الحمام	baño	حَمَام	N;MASC;PL	N;NOM;DEF;SG
baños	باث	baño	بَاثِي	N;MASC;PL	
entiende	افهم	entender	أَفهَم	V;IND;SG;3;PRS;FIN	
entiende	فاهم	entender	فَاهَم	V;IND;SG;3;PRS;FIN	
entiende	تفهم	entender	أَفهَم	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IMP;SG;FIN
fresco	طازج	fresco	طَازَج	ADJ;MASC;SG	N;NOM;INDF;SG
nacionalismo	قومية	nacionalismo	قَومِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
nacionalismo	القومية	nacionalismo	قَومِيّ	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
cruzar	العبور	cruzar	عُبُور	V;NFIN	N;NOM;DEF;SG
cruzar	معبر	cruzar	مَعبَر	V;NFIN	N;NOM;INDF;SG
cruzar	عبور	cruzar	عُبُور	V;NFIN	N;NOM;INDF;SG
adulto	راشد	adulto	راشد	ADJ;MASC;SG	
geográficas	جغرافي	geográfico	جُغرَافِيّ	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
geográficas	جغرافية	geográfico	جُغرَافِيَّة	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
geográficas	جغرافي	geográfico	جُغرَافِيّ	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
geográficas	جغرافية	geográfico	جُغرَافِيَّة	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
responder	الاستجابة	responder	اِستِجَابَة	V;NFIN	N;NOM;DEF;SG
responder	اجابة	responder	إِجَابَة	V;NFIN	N;NOM;INDF;SG
responder	الاجابة	responder	إِجَابَة	V;NFIN	N;NOM;DEF;SG
responder	جواب	responder	جَابّ	V;NFIN	N;NOM;INDF;SG
responder	الجواب	responder	جَوَاب	V;NFIN	N;NOM;DEF;SG
responder	الرد	responder	رَدّ	V;NFIN	N;NOM;DEF;SG
hermosa	جميل	hermoso	جَمِيل	ADJ;FEM;SG	N;NOM;INDF;SG
hermosa	جميله	hermoso	جميله	ADJ;FEM;SG	PRO;NOM;FEM;SG;3
electrónicos	الالكتروني	electrónico	إِلِكترُونِيّ	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;SG
electrónicos	الكتروني	electrónico	إِلِكترُونِيّ	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
electrónicos	الالكترونية	electrónico	إِلِكترُونِيّ	ADJ;MASC;PL	ADJ;NOM;DEF;FEM;SG
electrónicos	الكترونية	electrónico	إِلِكترُونِيّ	ADJ;MASC;PL	ADJ;NOM;INDF;FEM;SG
electrónicos	الكترونيا	electrónico	كِترُونِيَا	ADJ;MASC;PL	ADJ;ACC;INDF;MASC;SG
galaxia	غالاكسي	galaxia	غالاكسي	N;FEM;SG	
cubiertas	غطى	cubierto	غَطَّى	ADJ;FEM;PL;V.PTCP	V;PFV;MASC;SG;3;ACT
cubiertas	غطيت	cubierto	غطيت	ADJ;FEM;PL;V.PTCP	V;PFV;FEM;SG;3;PASS
cubiertas	مغطاة	cubierto	مُغَطَّا	ADJ;FEM;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
cubiertas	مغطى	cubierto	مَغطَى	ADJ;FEM;PL;V.PTCP	
cubiertas	يغطي	cubierto	غَطَّى	ADJ;FEM;PL;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
cubiertas	الطوابق	cubierto	طَابِق	ADJ;FEM;PL;V.PTCP	N;NOM;DEF;PL
abu	ابو	abu	ابو	N;MASC;SG	
lázaro	لعازر	lázaro	لعازر	N;MASC;SG	
wolf	ذئب	wolf	ذَابّ	N	
wolf	ولف	wolf	ولف	N	
wolf	وولف	wolf	وولف	N	
certificado	مصدق	certificado	مصدق	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
certificado	الشهادة	certificado	شَهَادَة	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;SG
certificado	شهادة	certificado	شَهَادَة	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
certificado	الشهادات	certificado	شَهَادَة	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;PL
rita	ريتا	rita	ريتا	N;FEM;SG	
escándalo	الفضائح	escándalo	فَضِيحَة	N;MASC;SG	N;NOM;DEF;PL
tanque	تانك	tanque	تَانك	N;MASC;SG	
sólido	الصلبة	sólido	صَلبَة	ADJ;MASC;SG	N;NOM;DEF;SG
sólido	صلب	sólido	صُلب	ADJ;MASC;SG	N;NOM;INDF;SG
kiev	كييف	kiev	كييف	PROPN	
serpiente	افعى	serpiente	افعى	N;FEM;SG	
serpiente	الثعبان	serpiente	ثَعبَان	N;FEM;SG	N;NOM;DEF;DU
serpiente	ثعبان	serpiente	ثعبان	N;FEM;SG	
testigos	شاهد	testigo	شَاهَد	N;MASC;PL	
testigos	شاهدة	testigo	شَاهِدَة	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
testigos	الشاهد	testigo	شَاهِد	N;MASC;PL	N;NOM;DEF;SG
economista	اقتصادي	economista	اِقتِصَادِيّ	N;SG	ADJ;NOM;INDF;MASC;SG
submarino	فرعي	submarino	فَرعِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
submarino	الباطن	submarino	بَاطِن	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
códigos	شفرة	código	شَفرَة	N;MASC;PL	N;NOM;INDF;SG
códigos	الكود	código	الكود	N;MASC;PL	N;NOM;DEF;SG
códigos	رمز	código	رَمز	N;MASC;PL	N;NOM;INDF;SG
códigos	الرمز	código	رَمز	N;MASC;PL	N;NOM;DEF;SG
códigos	كود	código	كود	N;MASC;PL	
prevención	وقائية	prevención	وِقَائِيّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
descubierta	اكتشفت	descubrir	اِكتَشَف	ADJ;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
descubierta	رصدت	descubrir	رَصَد	ADJ;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
descubierta	شوهد	descubrir	شوهد	ADJ;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
descubierta	شوهدت	descubrir	شَاهَد	ADJ;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
solares	شمسية	solar	شَمسِيّ	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
solares	شمسي	solar	شمسي	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
solares	الشمسية	solar	شَمسِيّ	N;MASC;PL	ADJ;NOM;DEF;FEM;SG
estudia	دراسة	estudiar	دِرَاسَة	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
estudia	ادرس	estudiar	أَدرَس	V;IND;SG;3;PRS;FIN	
estudia	الدراسة	estudiar	دِرَاسَة	V;IND;SG;3;PRS;FIN	N;NOM;DEF;SG
paloma	دوف	paloma	دُوف	N;FEM;SG	
paloma	زاجل	paloma	زَاجِل	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
ira	غضب	ira	غَضَب	N;FEM;SG	
atractivo	الجذب	atractivo	جَذب	ADJ;MASC;SG	N;NOM;DEF;PL
atractivo	جاذبية	atractivo	جَاذِبِيَّة	ADJ;MASC;SG	N;NOM;INDF;SG
atractivo	جذب	atractivo	جَذب	ADJ;MASC;SG	N;NOM;INDF;SG
atractivo	مناشدة	atractivo	مُنَاشَدَة	ADJ;MASC;SG	N;NOM;INDF;SG
atractivo	النداء	atractivo	نِدَاء	ADJ;MASC;SG	N;NOM;DEF;SG
atractivo	الطعن	atractivo	طَعن	ADJ;MASC;SG	N;NOM;DEF;SG
atractivo	نداء	atractivo	نِدَاء	ADJ;MASC;SG	N;NOM;INDF;SG
atractivo	الاستئناف	atractivo	اِستِئنَاف	ADJ;MASC;SG	N;NOM;DEF;SG
atractivo	استئناف	atractivo	اِستِئنَاف	ADJ;MASC;SG	N;NOM;INDF;SG
volar	ذبابة	volar	ذَبَّابَة	V;NFIN	N;NOM;INDF;SG
volar	طيران	volar	طَيَرَان	V;NFIN	N;NOM;INDF;SG
volar	الطيران	volar	طَيَرَان	V;NFIN	N;NOM;DEF;SG
recta	مستقيم	recta	مُستَقِيم	N;FEM;SG	
ecuatoriano	الاكوادور	ecuatoriano	الاكوادور	N;MASC;SG	
entregado	سلمت	entregado	سَلِم	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
entregado	استسلمت	entregado	اِستَسلَم	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
etiopía	اثيوبيا	etiopía	أَثيُوبِيَا	N;FEM;SG	
etiopía	اثيوبيا	etiopía	أَثيُوبِيَا	N;FEM;SG	
dick	دك	dick	دَك	PROPN	
dick	ديك	dick	دِيك	PROPN	
jefferson	جيفرسون	jefferson	جيفرسون	N;MASC;SG	
jefferson	جيفيرسون	jefferson	جيفيرسون	N;MASC;SG	
celeste	سماوي	celeste	سماوي	ADJ;SG	
celeste	السماوي	celeste	سَمَاوِي	ADJ;SG	N;NOM;DEF;SG
palermo	باليرمو	palermo	بِ		
dominios	النطاق	dominio	نِطَاق	N;MASC;PL	N;NOM;DEF;SG
dominios	مجال	dominio	مَجَال	N;MASC;PL	N;NOM;INDF;SG
dominios	المجال	dominio	مَجَال	N;MASC;PL	N;NOM;DEF;SG
falsa	مزيف	falso	مَزِيف	ADJ;FEM;SG	N;NOM;INDF;SG
tribunales	محكمة	tribunal	مَحكَمَة	N;MASC;PL	N;NOM;INDF;SG
tribunales	المحكمة	tribunal	مَحكَمَة	N;MASC;PL	N;NOM;DEF;SG
bond	بوند	bond	بوند	N;SG	
danés	الدانمرك	danés	الدانمرك	N;MASC;SG	
danés	الدانمركية	danés	دَانَمِركِيّ	N;MASC;SG	
ring	خاتم	ring	خاتم	N;MASC;SG	
fiebre	حمي	fiebre	حمي	N;FEM;SG	
geometría	هندسية	geometría	هَندَسِيّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
geometría	الهندسية	geometría	هَندَسِيّ	N;FEM;SG	ADJ;NOM;DEF;FEM;SG
pink	وردي	pink	وردي	N;SG	
pink	وردية	pink	وَردِيّ	N;SG	ADJ;NOM;INDF;FEM;SG
hoteles	الفندق	hotel	فُندُق	N;MASC;PL	N;NOM;DEF;SG
hoteles	h	hotel	h	N;MASC;PL	
hoteles	دق	hotel	دَقّ	N;MASC;PL	
hoteles	فندق	hotel	فُندُق	N;MASC;PL	N;NOM;INDF;SG
derrotas	الهزيمة	derrota	هَزِيمَة	N;FEM;PL	N;NOM;DEF;SG
derrotas	هزيمة	derrota	هَزِيمَة	N;FEM;PL	N;NOM;INDF;SG
macizo	صلبة	macizo	صُلبَة	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
macizo	متين	macizo	متين	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
sacramento	ساكرامينتو	sacramento	ساكرامينتو	N;MASC;SG	
sacramento	ساكرامنتو	sacramento	ساكرامنتو	N;MASC;SG	
sacramento	سكرامنتو	sacramento	سكرامنتو	N;MASC;SG	
documentales	الوثائقي	documental	وَثَائِقِيّ	N;MASC;PL	ADJ;NOM;DEF;MASC;SG
documentales	وثائقي	documental	وَثَائِقِيّ	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
documentales	الوثائقية	documental	وَثَائِقِيّ	N;MASC;PL	N;NOM;DEF;SG
libia	الليبية	libia	لِيبِيَّة	ADJ;FEM;SG	N;NOM;DEF;SG
libia	الليبي	libia	لِيبِيّ	ADJ;FEM;SG	N;NOM;DEF;SG
libia	ليبيا	libia	لِيبِيَا	ADJ;FEM;SG	
collins	كولينز	collin	كُولِينز	N;MASC;SG	
silvia	سيلفيا	silvia	سِيلفِيَا	N;FEM;SG	
potente	قوى	potente	قُوَّة	ADJ;SG	N;NOM;INDF;PL
desafío	تحد	desafío	أَحَدّ	N;MASC;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
desafío	تحدى	desafío	تَحَدِّي	N;MASC;SG	
normandía	نورماندي	normandía	نورماندي	N;FEM;SG	
temporalmente	مؤقتا	temporalmente	مُؤَقَّت	ADV	ADJ;ACC;INDF;MASC;SG
temporalmente	مؤقتا	temporalmente	مُؤَقَّت	ADV	ADJ;ACC;INDF;MASC;SG
temporalmente	المؤقت	temporalmente	مُؤَقَّت	ADV	ADJ;NOM;DEF;MASC;SG
temporalmente	مؤقتة	temporalmente	مُؤَقَّت	ADV	ADJ;NOM;INDF;FEM;SG
temporalmente	مؤقت	temporalmente	مُؤَقَّت	ADV	ADJ;NOM;INDF;MASC;SG
ánimo	مزاجي	ánimo	مِزَاج	N;MASC;SG	
divina	الالهي	divino	إِلٰهِيّ	ADJ;FEM;SG	
divina	الالهية	divino	أَلهِيّ	ADJ;FEM;SG	N;NOM;DEF;SG
acusaciones	التهم	acusación	اِلتَهَم	N;FEM;PL	
oso	بير	oso	بَير	N;MASC;SG	
nat	نات	nat	نَات	N	
via	عبر	via	عَبرَ		ADP;ACC
via	فيا	via	فِيَا		
camp	كامب	camp	كَامب	N;MASC;SG	
levante	ليفانتي	levantar	ليفانتي	N;SG	
mirada	انظري	mirada	أَنظَرِيّ	N;FEM;SG	
mirada	انظر	mirada	أَنظَر	N;FEM;SG	
sri	سري	sri	سري	N;SG	
poblados	القرى	poblado	قَريَة	ADJ;MASC;PL;V.PTCP	N;NOM;DEF;PL
poblados	قرى	poblado	قَريَة	ADJ;MASC;PL;V.PTCP	N;NOM;INDF;PL
plumas	ريش	pluma	ريش	N;FEM;PL	
plumas	الريش	pluma	رِيش	N;FEM;PL	N;NOM;DEF;SG
cerrar	قريب	cerrar	قَرِيب	V;NFIN	ADJ;NOM;INDF;MASC;SG
cerrar	الوثيق	cerrar	وَثِيق	V;NFIN	ADJ;NOM;DEF;MASC;SG
cerrar	مقرب	cerrar	مقرب	V;NFIN	ADJ;NOM;INDF;MASC;SG
cerrar	اغلاق	cerrar	إِغلَاق	V;NFIN	N;NOM;INDF;SG
cerrar	الاغلاق	cerrar	إِغلَاق	V;NFIN	N;NOM;DEF;SG
cerrar	اغلاق	cerrar	إِغلَاق	V;NFIN	N;NOM;INDF;SG
tronco	سجل	tronco	سَجَّل	N;MASC;SG	V;PFV;MASC;SG;3;ACT
cuarteto	الرباعية	cuarteto	رُبَاعِيّ	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
cuarteto	الرباعي	cuarteto	رُبَاعِيّ	N;MASC;SG	
cook	الطباخ	cook	طَبِيخ	PROPN	N;NOM;DEF;SG
cook	طباخ	cook	طباخ	PROPN	N;NOM;INDF;SG
cook	كوك	cook	كُوك	PROPN	
eeuu	امريكا	eeuu	أَمرِيكَا	PROPN	
escribiendo	الطباعة	escribir	طِبَاعَة	V;V.MSDR	N;NOM;DEF;SG
escribiendo	الكتابة	escribir	كِتَابَة	V;V.MSDR	N;NOM;DEF;SG
escribiendo	الكتابه	escribir	الكتابه	V;V.MSDR	
escribiendo	كتابة	escribir	كِتَابَة	V;V.MSDR	N;NOM;INDF;SG
escribiendo	اكتب	escribir	كِتَاب	V;V.MSDR	
escribiendo	الكتابة	escribir	كِتَابَة	V;V.MSDR	N;NOM;DEF;SG
anunciado	اعلن	anunciado	أَعلَن	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
anunciado	اعلنت	anunciado	أَعلَن	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
estonia	استونيا	estonia	إِستُونِيَا	N;FEM;SG	
estonia	استونيا	estonia	إِستُونِيَا	N;FEM;SG	
bacterias	بكتيريا	bacteria	بِكتِيرِيَا	N;FEM;PL	
bacterias	البكتيريا	bacteria	البكتيريا	N;FEM;PL	
extendido	مددت	extendido	مَدَّد	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
extendido	مدد	extendido	مُدَّة	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
ejecutado	اعدم	ejecutado	أَعدَم	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
intentando	المحاولة	intentar	مُحَاوَلَة	V;V.MSDR	N;NOM;DEF;SG
intentando	احاول	intentar	احاول	V;V.MSDR	
escocés	الاسكتلنديون	escocés	إِسكُتلَندِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;PL
escocés	الاسكتلندي	escocés	إِسكُتلَندِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
crecer	المتزايد	crecer	مُتَزَايِد	V;NFIN	ADJ;NOM;DEF;MASC;SG
helena	هيلانة	heleno	هيلانة	N;FEM;SG	
helena	هيلينا	heleno	هيلينا	N;FEM;SG	
helena	هيلين	heleno	هيلين	N;FEM;SG	
apreciar	نقدر	apreciar	نقدر	V;NFIN	
apreciar	اقدر	apreciar	أَقدَر	V;NFIN	
discutir	مناقشة	discutir	مُنَاقَشَة	V;NFIN	N;NOM;INDF;SG
gabriela	غابريلا	gabriela	غابريلا	N;FEM;SG	
radios	المذياع	radio	مِذيَاع	N;FEM;PL	N;NOM;DEF;SG
radios	راديو	radio	راديو	N;FEM;PL	
radios	الراديو	radio	رَادِيُو	N;FEM;PL	N;NOM;DEF;SG
radios	الاذاعة	radio	إِذَاعَة	N;FEM;PL	N;NOM;DEF;SG
radios	اذاعة	radio	إِذَاعَة	N;FEM;PL	N;NOM;INDF;SG
coordinador	منسقة	coordinador	مُنَسَّق	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
coordinador	المنسقة	coordinador	مُنَسَّقَة	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
poseer	امتلاك	poseer	اِمتِلَاك	V;NFIN	N;NOM;INDF;SG
terrorismo	ارهابي	terrorismo	إِرهَابِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
terrorismo	ارهابية	terrorismo	إِرهَابِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
side	جانب	sedir	جَانِب		N;NOM;INDF;SG
side	جنب	sedir	جَنب		
side	الجانب	sedir	جَانِب		N;NOM;DEF;SG
poderosa	الجبار	poderoso	جَبَّار	ADJ;FEM;SG	
poderosa	قوى	poderoso	قُوَّة	ADJ;FEM;SG	N;NOM;INDF;PL
precipitaciones	التساقط	precipitación	تَسَاقُط	N;FEM;PL	N;NOM;DEF;SG
capturar	اسر	capturar	أُسرَة	V;NFIN	
capturar	القبض	capturar	قَبض	V;NFIN	N;NOM;DEF;SG
capturar	التقاط	capturar	اِلتِقَاط	V;NFIN	N;NOM;INDF;SG
adquiere	اكتساب	adquirir	اِكتِسَاب	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
defecto	الافتراضي	defecto	اِفتِرَاضِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
defecto	افتراضي	defecto	افتراضي	N;MASC;SG	
sud	l	sud	l		
sud	sud	sud	قِثَّة		
viajeros	الرحالة	viajero	رِحَالَة	N;MASC;PL	N;NOM;DEF;SG
viajeros	الرحل	viajero	رَحل	N;MASC;PL	N;NOM;DEF;SG
sobrevivir	نجاة	sobrevivir	نجاة	V;NFIN	N;NOM;INDF;SG
sobrevivir	البقاء	sobrevivir	بَقَاء	V;NFIN	N;NOM;DEF;SG
sobrevivir	بقاء	sobrevivir	بَقَاء	V;NFIN	N;NOM;INDF;SG
sobrevivir	النجاة	sobrevivir	النجاة	V;NFIN	N;NOM;DEF;SG
ferrari	فيراري	ferrari	فِيرَارِيّ	N;MASC;SG	
consideradas	نظر	considerar	نَظَر	ADJ;FEM;PL;V.PTCP	N;NOM;INDF;SG
escasos	الشحيحة	escaso	شَحِيحَة	PRO;MASC;PL	N;NOM;DEF;SG
adolescentes	المراهق	adolescente	مَرهَق	N;PL	N;NOM;DEF;SG
adolescentes	مراهق	adolescente	مَرهَق	N;PL	N;NOM;INDF;SG
adolescentes	مراهقة	adolescente	مُرَاهَقَة	N;PL	N;NOM;INDF;SG
adolescentes	المراهق	adolescente	مَرهَق	N;PL	N;NOM;DEF;SG
adolescentes	مراهق	adolescente	مَرهَق	N;PL	N;NOM;INDF;SG
adolescentes	المراهقة	adolescente	مُرَاهَقَة	N;PL	N;NOM;DEF;SG
confirmado	كد	confirmado	كَدّ	ADJ;MASC;SG;V.PTCP	
confirmado	اكد	confirmado	أَكَّد	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
habituales	المعتاد	habitual	مُعتَاد	ADJ;PL	ADJ;NOM;DEF;MASC;SG
brooklyn	بروكلين	brookly	بروكلين	N;MASC;SG	
impedir	منع	impedir	مَنع	V;NFIN	N;NOM;INDF;SG
impedir	امنع	impedir	أَمنِع	V;NFIN	
taekwondo	taekwo	taekwondo	رصحثث	N;MASC;SG	
evans	ايفانز	evan	ايفانز	PROPN	
aporte	مدخلات	aporte	مدخلات	N;MASC;SG	N;NOM;INDF;PL
aporte	المدخلات	aporte	مُدخِلَة	N;MASC;SG	N;NOM;DEF;PL
certificados	الشهادات	certificado	شَهَادَة	ADJ;MASC;PL;V.PTCP	N;NOM;DEF;PL
certificados	شهادات	certificado	شَهَادَة	ADJ;MASC;PL;V.PTCP	N;NOM;INDF;PL
certificados	معتمدة	certificado	مُعتَمَد	ADJ;MASC;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
certificados	مصدق	certificado	مصدق	ADJ;MASC;PL;V.PTCP	N;NOM;INDF;SG
certificados	معتمد	certificado	معتمد	ADJ;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
complejidad	تعقد	complejidad	عَقَد	N;FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;PASS
renacentista	النهضة	renacentista	نَهضَة	ADJ;SG	N;NOM;DEF;SG
adrián	ادريان	adrián	أَدرِيَان	PROPN	
head	راسي	head	راسي	N	
head	راس	head	رَأس	N	
gallo	قضيب	gallo	قَضِيب	N;MASC;SG	
gallo	جالو	gallo	جالو	N;MASC;SG	
ivan	ايفان	ivar	إِيفَان	PROPN	
matthew	ماثيو	matthew	مَاثِيُو	PROPN	
parlamentarias	برلمانية	parlamentario	بَرلَمَانِيّ	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
parlamentarias	برلماني	parlamentario	بَرلَمَانِيّ	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
parlamentarias	البرلماني	parlamentario	بَرلَمَانِيّ	ADJ;FEM;PL	ADJ;NOM;DEF;MASC;SG
parlamentarias	النواب	parlamentario	نَائِب	ADJ;FEM;PL	N;NOM;DEF;PL
salomón	سليمان	salomón	سليمان	PROPN	
exportación	الصادرات	exportación	صَادِر	N;FEM;SG	N;NOM;DEF;PL
exportación	صدر	exportación	صَدَر	N;FEM;SG	V;PFV;MASC;SG;3;ACT
exportación	الصادرات	exportación	صَادِر	N;FEM;SG	N;NOM;DEF;PL
susana	سوزانا	susano	سُوزَانَا	N;FEM;SG	
susana	سوزان	susano	سُوزَان	N;FEM;SG	
hambre	جائع	hambre	جَائِع	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
hambre	جوع	hambre	جوع	N;FEM;SG	
hambre	جوع	hambre	جوع	N;FEM;SG	
residuos	هدر	residuo	هَدر	N;MASC;PL	N;NOM;INDF;SG
residuos	مخلفات	residuo	مُخَلَّف	N;MASC;PL	ADJ;NOM;INDF;FEM;PL
américas	الامريكتين	américo	أَمرِيكَة	N;FEM;PL	N;ACC;DEF;DU
square	مربعة	square	مُرَبَّع	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
square	مربع	square	مُرَبَّع	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
leones	الاسود	león	أَسوَد	N;MASC;PL	N;NOM;DEF;SG
amy	ايمى	amy	ايمى	N;FEM;SG	
amy	ايمي	amy	ايمي	N;FEM;SG	
prohibición	بحظر	prohibición	بحظر	N;FEM;SG	
dean	دين	dear	دِين	PROPN	N;NOM;INDF;SG
dean	العميد	dear	عَمِيد	PROPN	N;NOM;DEF;SG
dean	عميد	dear	عَمِيد	PROPN	N;NOM;INDF;SG
leonor	اليانور	leonor	اليانور	N;FEM;SG	
consecutivos	متتالية	consecutivo	مُتَتَالِي	ADJ;MASC;PL	ADJ;NOM;INDF;FEM;SG
operar	التشغيل	operar	تَشغِيل	V;NFIN	N;NOM;DEF;SG
famosas	شهيرة	famoso	شَهِيرَة	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
famosas	مشهور	famoso	مَشهُور	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
famosas	شهير	famoso	شَهِير	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
famosas	مشهورة	famoso	مَشهُور	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
famosas	الشهيرة	famoso	شَهِير	ADJ;FEM;PL	N;NOM;DEF;SG
barro	طين	barro	طين	N;MASC;SG	
barro	طين	barro	طين	N;MASC;SG	
barro	كلاي	barro	كَلَاي	N;MASC;SG	
banca	مصرفية	banca	مَصرِفِيّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
banca	banca	banca	banca	N;FEM;SG	
banca	المصرفي	banca	مَصرِفِيّ	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
banca	مصرفي	banca	مَصرِفِيّ	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
únicas	فريدون	único	فريدون	ADJ;FEM;PL	
únicas	فريدة	único	فَرِيد	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
únicas	فريد	único	فريد	ADJ;FEM;PL	
acompañada	صاحبت	acompañado	صَاحَب	ADJ;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
stuttgart	شتوتغارت	stuttgart	شتوتغارت	N;MASC;SG	
riesgos	الاخطار	riesgo	خَطَر	N;MASC;PL	N;NOM;DEF;SG
riesgos	الاخطار	riesgo	خَطَر	N;MASC;PL	N;NOM;DEF;SG
riesgos	المخاطرة	riesgo	مُخَاطَرَة	N;MASC;PL	N;NOM;DEF;SG
riesgos	مخاطرة	riesgo	مُخَاطَرَة	N;MASC;PL	N;NOM;INDF;SG
eco	الايكولوجية	eco	إِيكُولُوجِيّ		ADJ;NOM;DEF;FEM;SG
eco	صدى	eco	صَدَى		N;NOM;INDF;SG
eco	الصدى	eco	صَدَى		N;NOM;DEF;SG
eco	ايكو	eco	ايكو		
apellidos	اللقب	apellido	لَقَب	N;MASC;PL	N;NOM;DEF;SG
presentadora	مقدم	presentador	مُقَدَّم	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
comisario	شريف	comisario	شريف	N;MASC;SG	
comisario	الشريف	comisario	الشريف	N;MASC;SG	
comisario	عمدة	comisario	عُمدَة	N;MASC;SG	
comisario	المارشال	comisario	مَارشَال	N;MASC;SG	
