кама	kama	кам	kams	N;INAN;NOM;FEM;SG	
интересный	interesantas	интересный	interesanta	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
реальные	reāli	реальный	reāli	ADJ;NOM;PL	ADV
реальные	īstais	реальный	īsts	ADJ;NOM;PL	ADJ;NOM;MASC;SG
реальные	īsta	реальный	īsta	ADJ;NOM;PL	ADJ;NOM;FEM;SG
реальные	reālā	реальный	reāls	ADJ;NOM;PL	ADJ;NOM;FEM;SG
лавры	lauriem	лавр	laurs	N;INAN;NOM;MASC;PL	N;DAT;MASC;PL
сделанные	izgatavots	делать	izgatavot	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
сделанные	made	делать	made	V;PFV;NOM;PL;PST;V.PTCP;PASS	
восприятия	uztveri	восприятие	uztvere	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG
восприятия	uztvere	восприятие	uztvere	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
татарский	tatāru	татарский	tatārs	ADJ;NOM;MASC;SG	N;GEN;MASC;SG
славу	slava	слава	slava	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
славу	slavas	слава	slava	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL
славу	fame	слава	fame	N;INAN;ACC;FEM;SG	
славу	slava	слава	slava	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
финансирование	finansējumu	финансирование	finansējums	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
финансирование	finanses	финансирование	finanses	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
финансирование	finanšu	финансирование	finanses	N;INAN;NOM;NEUT;SG	N;GEN;FEM
младшая	jaunāka	младший	jauna	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;FEM;SG
младшая	jaunāki	младший	jauns	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;PL
младшая	jaunāks	младший	jauns	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
младшая	jaunākā	младший	jauna	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;FEM;SG
младшая	jaunākiem	младший	jauns	ADJ;NOM;FEM;SG	ADJ;DAT;CMPR;MASC;PL
глазго	glāzgovas	глазго	glāzgova	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
библиотек	bibliotēkas	библиотека	bibliotēka	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
угроза	draudi	угроза	draude	N;INAN;NOM;FEM;SG	N;NOM;MASC
мтс	mts	мтс	mts	N;INAN;NOM;MASC;SG	
мозель	mozeles	мозель	mozele	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
подростков	pusaudža	подросток	pusaudzis	N;ANIM;GEN;MASC;PL	N;GEN;MASC;SG
подростков	pusaudži	подросток	pusaudzis	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
демо	demo	демо	demot	ADV	N
трагедия	traģisks	трагедия	traģisks	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
трагедия	traģiski	трагедия	traģiski	N;INAN;NOM;FEM;SG	ADV
трагедия	traģiska	трагедия	traģiska	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
заседание	sesiju	заседание	sesija	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
ушла	prom	уйти	prom	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADV
луки	lentām	лук	lenta	N;INAN;NOM;MASC;PL	ADJ;DAT;FEM;PL
луки	luka	лук	luka	N;INAN;NOM;MASC;PL	PROPN;NOM;FEM;SG
луки	luka	лук	luka	N;INAN;NOM;MASC;PL	PROPN;NOM;FEM;SG
таиланда	taizeme	таиланд	taizeme	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
таиланда	taizemes	таиланд	taizeme	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
таиланда	thai	таиланд	tha	N;INAN;GEN;MASC;SG	
пройдя	tuvo	пройти	tuvot	V;PFV;PST;V.CVB;ACT	ADJ;ACC;MASC;SG
советники	padomdevējiem	советник	padomdevējs	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
советники	domnieku	советник	domnieks	N;ANIM;NOM;MASC;PL	N;ACC;MASC;SG
троллейбус	trolejbusu	троллейбус	trolejbuss	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
отправили	nosūtīta	отправить	nosūtīt	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
отправили	nosūtīts	отправить	nosūtīt	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
гитлер	hitlers	гитлер	hitlers	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
гитлер	hitlera	гитлер	hitlers	N;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
оплаты	maksājumi	оплата	maksājums	N;INAN;GEN;FEM;SG	N;NOM;MASC;PL
оплаты	samaksa	оплата	samaksa	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
оплаты	maksājums	оплата	maksājums	N;INAN;GEN;FEM;SG	N;NOM;MASC;SG
организмов	organismi	организм	organisms	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
присоединиться	pievienojos	присоединиться	pievienoties	V;PFV;NFIN;MID	V;FH;IND;SG;1;POS;REFL;PST;FIN;ACT
счастье	laimi	счастье	laime	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
счастье	laimes	счастье	laime	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
холл	zālē	холл	zāle	N;INAN;NOM;MASC;SG	N;ESS;FEM;SG
лесных	meža	лесной	mežs	ADJ;GEN;PL	N;GEN;MASC;SG
лесных	meži	лесной	mežs	ADJ;GEN;PL	N;NOM;MASC;PL
лесных	mežs	лесной	mežs	ADJ;GEN;PL	N;NOM;MASC;SG
поколений	paaudzēm	поколение	paaudze	N;INAN;GEN;NEUT;PL	N;DAT;FEM;PL
поколений	paaudzes	поколение	paaudze	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL
поколений	paaudzēs	поколение	paaudzēt	N;INAN;GEN;NEUT;PL	N;ESS;FEM;PL
кондратьев	kondratjeva	кондратьев	kondratjuvs	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
утверждено	apstiprinātas	утвердить	apstiprināt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
утверждено	apstiprināti	утвердить	apstiprināt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
волос	apmatojums	волос	apmatojums	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG
волос	matus	волос	mats	N;INAN;GEN;FEM;PL	N;ACC;MASC;PL
волос	matiem	волос	mats	N;INAN;GEN;FEM;PL	N;DAT;MASC;PL
волос	mati	волос	mats	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
покрытия	vāks	покрытие	vākt	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
покрытия	vāka	покрытие	vāks	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
покрытия	segums	покрытие	segums	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
покрытия	segtu	покрытие	segt	N;INAN;NOM;NEUT;PL	V;SG;POS;FIN
ферма	saimniecības	ферма	saimniecība	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
произносится	izteiktas	произносить	izteikt	V;IPFV;IND;SG;3;PRS;FIN;MID	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
грозный	groznija	грозный	groznija	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
португальский	portugāles	португальский	portugāle	ADJ;NOM;MASC;SG	N;NOM;FEM;PL
португальский	portugāļu	португальский	portugālis	ADJ;NOM;MASC;SG	N;GEN;MASC;PL
древесины	koksne	древесина	koksne	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
древесины	koks	древесина	koks	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
древесины	koka	древесина	koks	N;INAN;NOM;FEM;PL	N;GEN;MASC;SG
уменьшить	samazinājums	уменьшить	samazinājums	V;PFV;NFIN;ACT	N;NOM;MASC;SG
типичный	raksturīgi	типичный	raksturīgi	ADJ;NOM;MASC;SG	ADV
типичный	tipiski	типичный	tipiski	ADJ;NOM;MASC;SG	ADV
типичный	tipiskas	типичный	tipiska	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
мобильных	mob	мобильный	mēb	ADJ;GEN;PL	N
мобильных	mobilo	мобильный	mobils	ADJ;GEN;PL	ADJ;ACC;MASC;SG
мобильных	mobilais	мобильный	mobils	ADJ;GEN;PL	ADJ;NOM;MASC;SG
получены	saņemts	получить	saņemt	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
получены	saņēma	получить	saņemt	V;PFV;PL;PST;V.PTCP;PASS	V;FH;IND;3;POS;PST;FIN;ACT
азота	slāpekli	азот	slāpeklis	N;INAN;GEN;MASC;SG	N;ACC;MASC;SG
азота	slāpeklis	азот	slāpeklis	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
мозг	smadzenes	мозг	smadzenes	N;INAN;NOM;MASC;SG	N;NOM;FEM
мозг	smadzeņu	мозг	smadzenes	N;INAN;NOM;MASC;SG	N;GEN;FEM
мозг	smadzenes	мозг	smadzenes	N;INAN;NOM;MASC;SG	N;NOM;FEM
бред	breds	бред	breds	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
десятка	desmit	десяток	desmit	N;INAN;NOM;MASC;SG	NUM;PL
десятка	ten	десяток	ten	N;INAN;NOM;MASC;SG	
десятка	desmiti	десяток	desmits	N;INAN;NOM;MASC;SG	NUM;NOM;MASC;PL
нацистской	nacistu	нацистский	nacist	ADJ;INS;FEM;SG	N;ACC;MASC;SG
господин	mister	господин	mister	N;ANIM;NOM;MASC;SG	
господин	dominus	господин	domināt	N;ANIM;NOM;MASC;SG	N;ACC;MASC;PL
богатых	bagāta	богатый	bagāta	ADJ;GEN;PL	ADJ;NOM;FEM;SG
богатых	bagātas	богатый	bagāta	ADJ;GEN;PL	ADJ;NOM;FEM;PL
богатых	bagāti	богатый	bagāts	ADJ;GEN;PL	ADJ;NOM;MASC;PL
богатых	bagātīgs	богатый	bagātīgs	ADJ;GEN;PL	ADJ;NOM;MASC;SG
богатых	bagāts	богатый	bagāts	ADJ;GEN;PL	ADJ;NOM;MASC;SG
акулы	haizivs	акула	haizivs	N;ANIM;NOM;FEM;PL	N;NOM;FEM;SG
диалектов	dialektiem	диалект	dialekts	N;INAN;GEN;MASC;PL	N;DAT;MASC;PL
сложность	grūtības	сложность	grūtības	N;INAN;NOM;FEM;SG	N;NOM;FEM
сложность	sarežģītības	сложность	sarežģītība	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
сложность	sarežģītību	сложность	sarežģītība	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
прибытия	ierašanās	прибытие	ierašanās	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
осло	oslo	осло	osls	N;INAN;NOM;MASC;SG	PROPN
введено	ieviesa	ввести	ieviest	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FH;IND;3;POS;PST;FIN;ACT
введено	ieviestie	ввести	ieviest	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
квантовой	kvantu	квантовый	kvants	ADJ;INS;FEM;SG	N;ACC;FEM;SG
джонатан	jonathan	джонатан	jonathan	N;ANIM;NOM;MASC;SG	
снималась	filmējusies	снимать	filmēties	V;IPFV;FEM;IND;SG;PST;FIN;MID	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP
оперативного	tūlītēja	оперативный	tūlītēja	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
разрыв	plaisu	разрыв	plaiss	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
греки	grieķu	грек	grieķis	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
проявления	izpausmi	проявление	izpausme	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG
проявления	izpausme	проявление	izpausme	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
эволюция	attīstību	эволюция	attīstība	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
подписания	parakstīšana	подписание	parakstīšana	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
подписания	parakstīšanas	подписание	parakstīšana	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
подписания	paraksta	подписание	paraksts	N;INAN;NOM;NEUT;PL	N;GEN;MASC;SG
подписания	parakstīšana	подписание	parakstīšana	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
подписания	paraksts	подписание	paraksts	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
леонардо	leonardo	леонардо	leonardo	N;ANIM;NOM;MASC;SG	
сеньор	senjoru	сеньор	senjors	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
постоянная	pastāvīgu	постоянный	pastāvīga	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
постоянная	pastāvīgās	постоянный	pastāvīga	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
постоянная	konstante	постоянный	konstante	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
постоянная	konstanti	постоянный	konstanti	ADJ;NOM;FEM;SG	N;NOM;MASC;PL
монахов	mūki	монах	mūki	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
паоло	paolo	пайть	paolot	N;INAN;NOM;MASC;SG	PROPN
рабов	vergiem	раб	vergs	N;ANIM;GEN;MASC;PL	N;DAT;MASC;PL
боливии	bolīvijas	боливия	bolīvija	N;INAN;NOM;FEM;PL	PROPN;NOM;FEM;SG
боливии	bolīvija	боливия	bolīvija	N;INAN;NOM;FEM;PL	PROPN;NOM;FEM;SG
популярная	tautas	популярный	tauta	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
желающие	gribētāji	желать	gribētājs	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	N;NOM;MASC;PL
шейх	sheikh	шейх	sheikh	N;ANIM;NOM;MASC;SG	
охлаждения	dzesēšana	охлаждение	dzesēšana	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
охлаждения	dzesēšanas	охлаждение	dzesēšana	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
гаити	haiti	гаить	haiti	N;INAN;NOM;FEM;SG	PROPN
отбор	atlases	отбор	atlase	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
автономии	autonomiju	автономия	autonomija	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
автономии	autonomija	автономия	autonomija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
мадам	kundze	мада	kundze	N;ANIM;DAT;FEM;PL	N;NOM;FEM;SG
мадам	kundze	мада	kundze	N;ANIM;DAT;FEM;PL	N;NOM;FEM;SG
молока	piens	молоко	piens	N;INAN;GEN;NEUT;SG	N;NOM;MASC
специалиста	speciālists	специалист	speciālists	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
специалиста	speciālista	специалист	speciālists	N;ANIM;ACC;MASC;SG	N;GEN;MASC;SG
специалиста	speciāliste	специалист	speciāliste	N;ANIM;ACC;MASC;SG	N;NOM;FEM;SG
окончательный	galīgo	окончательный	galīgs	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
окончательный	gala	окончательный	gals	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
мера	pasākuma	мера	pasākums	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
департаменты	departamentiem	департамент	departaments	N;INAN;NOM;MASC;PL	N;DAT;MASC;PL
новичков	jaunpienācējiem	новичок	jaunpienācējs	N;ANIM;GEN;MASC;PL	N;DAT;MASC;PL
рекорды	uzskaite	рекорд	uzskaite	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
меню	menu	меню	mens	N;INAN;NOM;NEUT;SG	
меню	izvēlnes	меню	izvēlne	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
меню	ēdienkartes	меню	ēdienkarte	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
меню	izvēlnes	меню	izvēlne	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
вилли	willi	вилль	fille	N;ANIM;NOM;MASC;SG	
хлеба	maize	хлеб	maize	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
владельцев	īpašnieki	владелец	īpašnieks	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
кислот	skābēm	кислота	skābe	N;INAN;GEN;FEM;PL	N;DAT;FEM;PL
кислот	skābes	кислота	skābe	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
археологических	arheoloģijas	археологический	arheoloģija	ADJ;GEN;PL	N;NOM;FEM;PL
сорока	soroka	сорок	soroks	NUM;NOM	N;NOM;MASC;SG
сорока	žagata	сорок	žagats	NUM;NOM	N;NOM;FEM;SG
инициатором	iniciators	инициатор	iniciators	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
инициатором	ierosinātājs	инициатор	ierosinātājs	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
дерби	derby	дербь	derby	N;INAN;NOM;NEUT;SG	
глеб	gļebs	глеб	gļebs	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
голода	bads	голод	bads	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
голода	bada	голод	bads	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
голода	bads	голод	bads	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
голода	bada	голод	bads	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
испанию	spānija	испание	spānija	N;INAN;ACC;NEUT;SG	PROPN;NOM;FEM;SG
ассамблеи	montāža	ассамблея	montāža	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
ассамблеи	asambleja	ассамблея	asambleja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
фернандес	fernández	фернандес	fernende	N;ANIM;NOM;MASC;SG	
фернандес	fernandes	фернандес	fernande	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
снаружи	ārpusē	снаружи	ārpuse	ADV	N;ESS;FEM;SG
снаружи	ārpuses	снаружи	ārpuse	ADV	N;NOM;FEM;PL
отмечена	apzīmēti	отметить	apzīmēt	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
отмечена	atzīmēti	отметить	atzīmēt	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
баскетбол	basketbola	баскетбол	basketbols	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
константинополь	konstantinopoles	константинополь	konstantinopole	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
гектаров	hektārus	гектар	hektārs	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
гектаров	hektāri	гектар	hektārs	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
предпочтение	priekšroku	предпочтение	priekšroka	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
предпочтение	vēlamā	предпочтение	vēlēt	N;INAN;NOM;NEUT;SG	V;NOM;DEF;FEM;SG;PRS;V.PTCP;PASS
предпочтение	vēlamais	предпочтение	vēlēt	N;INAN;NOM;NEUT;SG	V;NOM;DEF;MASC;SG;PRS;V.PTCP;PASS
общение	komunikācijas	общение	komunikācija	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
общение	sazinoties	общение	sazināties	N;INAN;NOM;NEUT;SG	V;REFL;V.CVB
встретились	ter	встретиться	terēt	V;PFV;IND;PL;PST;FIN;MID	
встретились	satikās	встретиться	satikties	V;PFV;IND;PL;PST;FIN;MID	V;FH;IND;3;POS;REFL;PST;FIN;ACT
джефф	džefs	джефф	džefs	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
абд	abd	абд	abd	N;ANIM;NOM;MASC;SG	
противоречия	pretruna	противоречие	pretruna	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
противоречия	pretrunu	противоречие	pretruna	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG
аст	ast	аста	ast	N;INAN;NOM;MASC;SG	
амстердам	amsterdamā	амстерд	amstert	N;INAN;NOM;MASC;PL	V;NOM;FEM;SG;V.CVB
амстердам	amsterdamas	амстерд	amstert	N;INAN;NOM;MASC;PL	V;NOM;FEM;V.CVB
эми	eimija	эмот	eimija	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
антуан	antuāns	антуан	antuāns	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
цветок	ziedu	цветок	zieds	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
философские	filozofisko	философский	filozofiska	ADJ;NOM;PL	ADJ;ACC;MASC;SG
частная	privāti	частный	privāts	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
частная	privātie	частный	privāts	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
частная	private	частный	private	ADJ;NOM;FEM;SG	
калия	kālija	калий	kālija	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
калия	kāliju	калий	kālija	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
ленте	barības	лента	barība	N;INAN;DAT;FEM;SG	N;NOM;FEM;PL
ленте	barību	лента	barība	N;INAN;DAT;FEM;SG	N;ACC;FEM;SG
ленте	barība	лента	barība	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
морган	morgan	морган	morgan	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
мигель	migels	мигель	migels	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
равных	vienlīdzīga	равный	vienlīdzīga	ADJ;GEN;PL	ADJ;NOM;FEM;SG
равных	vienlīdzīgi	равный	vienlīdzīgi	ADJ;GEN;PL	ADV
равных	līdzvērtīgs	равный	līdzvērtīgs	ADJ;GEN;PL	ADJ;NOM;MASC;SG
равных	vienāda	равный	vienāda	ADJ;GEN;PL	ADJ;NOM;FEM;SG
равных	vienāds	равный	vienāds	ADJ;GEN;PL	ADJ;NOM;MASC;SG
равных	vienāda	равный	vienāda	ADJ;GEN;PL	ADJ;NOM;FEM;SG
равных	vienāds	равный	vienāds	ADJ;GEN;PL	ADJ;NOM;MASC;SG
коммуне	commune	коммун	commune	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
сомали	somālija	сомали	somālija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
арк	loks	арк	loks		N;NOM;MASC;SG
арк	loka	арк	loks		N;NOM;FEM;SG
арк	ark	арк	ark		
чай	tējas	чай	tēja	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
чай	tēju	чай	tēja	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
этапы	posmiem	этап	posms	N;INAN;NOM;MASC;PL	N;DAT;MASC;PL
этапы	posmus	этап	posms	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
размягчения	mīkstināšanas	размягчение	mīkstināšana	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
родственники	radi	родственник	rads	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
родственники	radiniekiem	родственник	radinieks	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
доверие	uzticību	доверие	uzticība	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
доверие	uzticēties	доверие	uzticēties	N;INAN;NOM;NEUT;SG	V;POS;REFL;NFIN
доверие	uzticību	доверие	uzticība	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
доверие	ticu	доверие	ticēt	N;INAN;NOM;NEUT;SG	V;FH;IND;SG;1;POS;PRS;FIN;ACT
интерьер	interjera	интерьер	interjers	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
интерьер	iekšlietu	интерьер	iekšlietas	N;INAN;NOM;MASC;SG	N;GEN;FEM
интерьер	iekšējais	интерьер	iekšējs	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
интерьер	iekšējie	интерьер	iekšējs	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL
уничтожено	iznīcināti	уничтожить	iznīcināt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
уничтожено	iznīcina	уничтожить	iznīcināt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FH;IND;3;POS;PRS;FIN;ACT
мэтт	met	мэтт	mest	N;ANIM;NOM;MASC;SG	V;IMP;SG;2;POS;FIN;ACT
блоки	blokiem	блок	bloks	N;INAN;NOM;MASC;PL	N;DAT;MASC;PL
блоки	blokus	блок	bloks	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
михаэль	maikls	михаэль	maikls	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
михаэль	michael	михаэль	michael	N;ANIM;NOM;MASC;SG	
аргентинский	argentīnas	аргентинский	argentīna	ADJ;NOM;MASC;SG	PROPN;NOM;FEM;SG
хью	hjū	хия	hjū	N;ANIM;NOM;MASC;SG	
склоне	nogāzes	склон	nogāze	N;INAN;ESS;MASC;SG	N;NOM;FEM;PL
склоне	slīpums	склон	slīpums	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
сер	ser	сер	ser	N;INAN;NOM;MASC;SG	
нормальная	normāli	нормальный	normāli	ADJ;NOM;FEM;SG	ADV
нос	deguna	нос	deguna	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
нос	degunu	нос	deguns	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
произношение	izruna	произношение	izruna	N;INAN;NOM;NEUT;SG	V;FH;IND;3;POS;PRS;FIN;ACT
наследника	mantinieks	наследник	mantinieks	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
адама	adam	адам	ads	N;ANIM;ACC;MASC;SG	
уверенно	pārliecināti	уверенно	pārliecināt	ADV	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
уверенно	pārliecināta	уверенно	pārliecināt	ADV	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
кукол	lelles	кукла	lelle	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
зерна	graudu	зерно	grauds	N;INAN;NOM;NEUT;PL	N;ACC;MASC;SG
еврейские	ebreju	еврейский	ebrejs	ADJ;NOM;PL	N;ACC;MASC;SG
дракон	pūķi	дракон	pūķe	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
монархии	monarhija	монархия	monarhija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
пекин	pekinas	пекин	pekinas	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
пекин	pekinā	пекин	pekināt	N;INAN;NOM;MASC;SG	PROPN
девочек	meitenes	девочка	meitene	N;ANIM;GEN;FEM;PL	N;NOM;FEM;PL
девочек	meitenēm	девочка	meitene	N;ANIM;GEN;FEM;PL	N;DAT;FEM;PL
жозе	jose	жозе	jose	N;INAN;NOM;FEM;SG	
жозе	hosē	жозе	hosēt	N;INAN;NOM;FEM;SG	PROPN
жозе	hosē	жозе	hosēt	N;INAN;NOM;FEM;SG	PROPN
жозе	jos	жозе	jos	N;INAN;NOM;FEM;SG	
поставки	sūtījumiem	поставка	sūtījums	N;INAN;NOM;FEM;PL	N;DAT;MASC;PL
поставки	piegāde	поставка	piegāde	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
поставки	piedāvājums	поставка	piedāvājums	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
