loại	napíšte	loại	napísiť	N	V;PFV;IMP;PL;2;POS;FIN
trước	predchádzajúci	trước	predchádzajúci		ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
trước	predošlé	trước	predošlý		ADJ;NOM;NEUT;SG
trước	predchádzajúca	trước	predchádzajúci		ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
trước	predchádzajúce	trước	predchádzajúci		ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
trước	pred	trước	pred		ADP;INS
trước	predtym	trước	predtym		INTJ
trước	predtým	trước	predtým		ADV
đức	nemecká	đức	nemecko	N	ADJ;NOM;FEM;SG
đức	nemecky	đức	nemecky	N	ADV
đức	nemecké	đức	nemecký	N	ADJ;NOM;NEUT;SG
đức	nemecký	đức	nemecký	N	ADJ;ANIM;NOM;MASC;SG
đức	nemecko	đức	nemecko	N	PROPN;NOM;NEUT;SG
đêm	nočná	đêm	nočný	N	ADJ;NOM;FEM;SG
đêm	nočné	đêm	nočný	N	ADJ;NOM;NEUT;SG
bằng	rovná	bằng	rovný	ADP	V;IPFV;IND;SG;3;POS;PRS;FIN
nhỏ	small	nhỏ	small	ADJ	PROPN;ANIM;NOM;MASC;SG
nhỏ	malých	nhỏ	malý	ADJ	N;ANIM;GEN;MASC;PL
nhỏ	málo	nhỏ	málo	ADJ	ADV
nhỏ	maly	nhỏ	maly	ADJ	N;INAN;NOM;MASC;SG
nhỏ	junior	nhỏ	junior	ADJ	PROPN;ANIM;NOM;MASC;SG
nhỏ	menšie	nhỏ	malý	ADJ	ADV;CMPR
hợp	prispôsobiť	hợp	prispôsobiť	ADJ	V;PFV;POS;NFIN
hợp	fit	hợp	fit	ADJ	N;INAN;NOM;MASC;SG
hợp	union	hợp	union	ADJ	PROPN;ANIM;NOM;MASC;SG
hợp	únie	hợp	únia	ADJ	N;NOM;FEM;PL
hợp	únia	hợp	únia	ADJ	N;NOM;FEM;SG
hợp	zmestí	hợp	zmestiť	ADJ	V;PFV;IND;SG;3;POS;PRS;FIN
hợp	sedí	hợp	sedieť	ADJ	V;IPFV;IND;SG;3;POS;PRS;FIN
hợp	pasuje	hợp	pasovať	ADJ	V;IPFV;IND;SG;3;POS;PRS;FIN
đường	tang	đường	tang	N	INTJ
đường	cestná	đường	cestný	N	ADJ;NOM;FEM;SG
đường	cestný	đường	cestný	N	ADJ;ANIM;NOM;MASC;SG
đường	road	đường	road	N	PROPN;ANIM;NOM;MASC;SG
đường	cukrová	đường	cukrový	N	ADJ;NOM;FEM;SG
đường	sugar	đường	sugar	N	PROPN;NOM;FEM;SG
thêm	pridávanie	thêm	pridávanie	V	N;NOM;NEUT;SG
thêm	pridanie	thêm	pridanie	V	N;NOM;NEUT;SG
thêm	viacej	thêm	viaci	V	NUM;NOM;NEUT;SG
thêm	ďalšie	thêm	ďalší	V	ADJ;NOM;NEUT;SG
thêm	viac	thêm	viac	V	NUM;NOM;NEUT;SG
xem	predstavenie	xem	predstavenie	V	N;NOM;NEUT;SG
xem	hodinky	xem	hodinky	V	N;NOM;FEM;PL
xem	pozeranie	xem	pozeranie	V	N;NOM;NEUT;SG
xem	výhľad	xem	výhľad	V	N;INAN;NOM;MASC;SG
xem	pohľad	xem	pohľad	V	N;INAN;NOM;MASC;SG
xem	zobrazenie	xem	zobrazenie	V	N;NOM;NEUT;SG
diễn	hranie	diễn	hranie	V	N;NOM;NEUT;SG
diễn	herec	diễn	herec	V	N;ANIM;NOM;MASC;SG
diễn	herca	diễn	herec	V	N;ANIM;ACC;MASC;SG
máy	hostiteľskej	máy	hostiteľský	N	ADJ;GEN;FEM;SG
hoàng	huang	hoàng	huang	N	PROPN;ANIM;NOM;MASC;SG
hoàng	prince	hoàng	princť	N	PROPN;ANIM;NOM;MASC;SG
chức	držaný	chức	držaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
chức	držané	chức	držaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
chức	držala	chức	držať	N	V;IPFV;FEM;SG;POS;PST;V.PTCP
dương	pozitívnych	dương	pozitívny	N	ADJ;GEN;MASC;PL
dương	pozitívne	dương	pozitívne	N	ADV
dương	pozitívna	dương	pozitívny	N	ADJ;NOM;FEM;SG
dương	kladná	dương	kladný	N	ADJ;NOM;FEM;SG
dương	pozitívny	dương	pozitívny	N	ADJ;INAN;NOM;MASC;SG
dương	yeung	dương	yeung	N	PROPN;ANIM;NOM;MASC;SG
dương	yang	dương	yang	N	PROPN;ANIM;NOM;MASC;SG
thủ	zhodovať	thủ	zhodovať	N	V;IPFV;POS;NFIN
hay	sena	hay	sena	CONJ	N;NOM;FEM;SG
hay	seno	hay	seno	CONJ	N;NOM;FEM;PL
hay	dobre	hay	dobre	CONJ	ADV
hay	dobrá	hay	dobrý	CONJ	ADJ;NOM;FEM;SG
hay	dobra	hay	dobra	CONJ	N;NOM;FEM;SG
hay	dobré	hay	dobrý	CONJ	ADJ;NOM;NEUT;SG
hay	dobrý	hay	dobrý	CONJ	ADJ;ANIM;NOM;MASC;SG
sống	žijúci	sống	žijúci	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
sống	žijúce	sống	žijúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
sống	živé	sống	živý	V	ADJ;NOM;NEUT;SG
sống	ži	sống	ži	V	INTJ
sống	live	sống	liva	V	
sống	naživo	sống	naživo	V	ADV
sống	živá	sống	živý	V	ADJ;NOM;FEM;SG
sống	živý	sống	živý	V	ADJ;ANIM;NOM;MASC;SG
sống	nažive	sống	nažive	V	ADV
thường	zvyčajne	thường	zvyčajne		ADV
thường	obyčajne	thường	obyčajne		ADV
thường	obvykle	thường	obvykel		PART
thường	pravidelné	thường	pravidelný		ADJ;NOM;NEUT;SG
thường	pravidelná	thường	pravidelný		ADJ;NOM;FEM;SG
thường	pravidelne	thường	pravidelne		ADV
thường	pravidelný	thường	pravidelný		ADJ;ANIM;NOM;MASC;SG
thường	normálna	thường	normálny		ADJ;NOM;FEM;SG
thường	normálne	thường	normálne		ADV
thường	normalne	thường	normalne		ADV
thường	normálny	thường	normálny		ADJ;ANIM;NOM;MASC;SG
thường	bežný	thường	bežný		ADJ;ANIM;NOM;MASC;SG
tính	puf	tính	puf	V	PROPN;ANIM;NOM;MASC;SG
ban	približne	ban	približne		ADV
ban	band	ban	band		PROPN;ANIM;NOM;MASC;SG
ban	kapely	ban	kapela		N;NOM;FEM;PL
ban	pásmo	ban	pásmo		N;NOM;NEUT;SG
ban	kapela	ban	kapel		N;NOM;FEM;SG
ban	ban	ban	ban		PROPN;ANIM;NOM;MASC;SG
ban	zakázať	ban	zakázať		V;PFV;POS;NFIN
ban	zákaz	ban	zákaz		N;INAN;NOM;MASC;SG
jpg	jpg	jpg	jpg	N	
cộng	navyše	cộng	navyše		PART
cộng	plus	cộng	plus		
nhận	tvrdenie	nhận	tvrdenie	V	N;NOM;NEUT;SG
nhận	nárok	nhận	nárok	V	N;INAN;NOM;MASC;SG
nhận	pohľadávka	nhận	pohľadávka	V	N;NOM;FEM;SG
nhận	užívajúcich	nhận	užívajúci	V	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
qua	minulých	qua	minulý	V	ADJ;GEN;MASC;PL
qua	minulosť	qua	minulosť	V	N;NOM;FEM;SG
qua	minulosťou	qua	minulosť	V	N;INS;FEM;SG
qua	minulé	qua	minulý	V	ADJ;NOM;NEUT;SG
qua	minulosti	qua	minulosť	V	N;NOM;FEM;PL
qua	over	qua	over	V	
qua	konec	qua	konec	V	N;INAN;NOM;MASC;SG
qua	via	qua	via	V	PROPN;NOM;FEM;SG
qua	prostredníctvom	qua	prostredníctvom	V	ADP;GEN
qua	cez	qua	cez	V	ADP;ACC
qua	skrze	qua	skrze	V	N;ANIM;NOM;MASC;SG
qua	skrz	qua	skrz	V	
qua	prostredníctvom	qua	prostredníctvom	V	ADP;GEN
qua	cez	qua	cez	V	ADP;ACC
qua	pass	qua	pass	V	INTJ
ảnh	obrazok	ảnh	obrazok	N	INTJ
ảnh	photo	ảnh	photo	N	
thái	tai	thái	tai	N	
hòa	peace	hòa	peace	N	INTJ
hòa	fred	hòa	fred	N	PROPN;ANIM;NOM;MASC;SG
tổng	spolu	tổng	spolu	N	ADV
tổng	celkom	tổng	celkom	N	ADV
tổng	total	tổng	totať	N	INTJ
tổng	celkovo	tổng	celkovo	N	ADV
tổng	celkový	tổng	celkový	N	ADJ;INAN;NOM;MASC;SG
minh	minh	minh	miný	N	PROPN;ANIM;NOM;MASC;SG
minh	inteligentné	minh	inteligentný	N	ADJ;NOM;NEUT;SG
minh	múdry	minh	múdry	N	ADJ;ANIM;NOM;MASC;SG
minh	šikovný	minh	šikovný	N	ADJ;ANIM;NOM;MASC;SG
minh	múdra	minh	múdry	N	ADJ;NOM;FEM;SG
minh	ming	minh	ming	N	PROPN;ANIM;NOM;MASC;SG
tác	originálny	tác	originálny	N	ADJ;INAN;NOM;MASC;SG
tác	pôvodný	tác	pôvodný	N	ADJ;INAN;NOM;MASC;SG
tác	originálne	tác	originálne	N	ADJ;NOM;NEUT;SG
tác	pôvodné	tác	pôvodný	N	ADJ;NOM;NEUT;SG
gồm	vrátane	gồm	vrátane	V	ADV
gồm	včítane	gồm	včítane	V	ADV
gồm	zaradené	gồm	zaradený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gồm	zahrnuté	gồm	zahrnutý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gồm	zahrnutý	gồm	zahrnutý	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
gồm	pozostávajúci	gồm	pozostávajúci	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
gồm	pozostávajúce	gồm	pozostávajúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
kinh	sutra	kinh	sutra	V	N;NOM;FEM;SG
kinh	peking	kinh	peking	V	N;INAN;NOM;MASC;SG
kinh	pekingu	kinh	peking	V	N;INAN;GEN;MASC;SG
kinh	pekingu	kinh	peking	V	N;INAN;GEN;MASC;SG
biển	beach	biển	beach	N	PROPN;ANIM;NOM;MASC;SG
biển	morská	biển	morský	N	ADJ;NOM;FEM;SG
biển	ocean	biển	ocean	N	PROPN;ANIM;NOM;MASC;SG
cứng	tvrdo	cứng	tvrdo	ADJ	ADV
cứng	silno	cứng	silno	ADJ	ADV
cứng	ťažko	cứng	ťažko	ADJ	ADV
tiếp	nasledujúci	tiếp	nasledujúci	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
tiếp	ďalší	tiếp	ďalší	V	ADJ;ANIM;NOM;MASC;SG
tiếp	ďalšie	tiếp	ďalší	V	ADJ;NOM;NEUT;SG
tiếp	ďalšia	tiếp	ďalší	V	ADJ;NOM;FEM;SG
tiếp	budúci	tiếp	budúci	V	N;ANIM;NOM;MASC;SG
tiếp	ďalej	tiếp	ďalej	V	ADV
hàng	zs	hàng	zs	N	
rằng	že	rằng	že	CONJ	CONJ
đánh	beat	đánh	beat	V	PROPN;ANIM;NOM;MASC;SG
đánh	rytmus	đánh	rytmus	V	N;INAN;NOM;MASC;SG
đánh	hit	đánh	hit	V	N;INAN;NOM;MASC;SG
đánh	úder	đánh	úder	V	N;INAN;NOM;MASC;SG
nhạc	hudobné	nhạc	hudobný	V	ADJ;NOM;NEUT;SG
nhạc	hudobná	nhạc	hudobný	V	ADJ;NOM;FEM;SG
nhạc	music	nhạc	musica	V	N;NOM;MASC;SG
nhạc	hudba	nhạc	hudba	V	N;NOM;FEM;SG
nhạc	hudbu	nhạc	hudba	V	N;ACC;FEM;SG
nhạc	hudobný	nhạc	hudobný	V	ADJ;ANIM;NOM;MASC;SG
nhạc	muzikál	nhạc	muzikál	V	N;INAN;NOM;MASC;SG
nhạc	hudobná	nhạc	hudobný	V	ADJ;NOM;FEM;SG
nhạc	hudobné	nhạc	hudobný	V	ADJ;NOM;NEUT;SG
nhạc	musical	nhạc	musicať	V	PROPN;ANIM;NOM;MASC;SG
hóa	chemické	hóa	chemický		ADJ;NOM;NEUT;SG
hóa	chemická	hóa	chemický		ADJ;NOM;FEM;SG
hóa	chemickej	hóa	chemický		ADJ;GEN;FEM;SG
hóa	chemický	hóa	chemický		ADJ;INAN;NOM;MASC;SG
hóa	chémia	hóa	chémiť		N;NOM;FEM;SG
tranh	vojnové	tranh	vojnový	N	ADJ;NOM;NEUT;SG
tranh	vojnový	tranh	vojnový	N	ADJ;ANIM;NOM;MASC;SG
tranh	war	tranh	war	N	
gọi	hovor	gọi	hovor	V	ADV
gọi	volanie	gọi	volanie	V	N;NOM;NEUT;SG
tàu	lodný	tàu	lodný	N	ADJ;ANIM;NOM;MASC;SG
trang	bočný	trang	bočný	N	ADJ;ANIM;NOM;MASC;SG
trang	side	trang	sideť	N	INTJ
nguyên	materiálne	nguyên	materiálne	N	ADJ;NOM;NEUT;SG
nguyên	yuan	nguyên	yuan	N	PROPN;ANIM;NOM;MASC;SG
tạo	vytváranie	tạo	vytváranie	V	N;NOM;NEUT;SG
tạo	vytvorenie	tạo	vytvorenie	V	N;NOM;NEUT;SG
tạo	vytvorené	tạo	vytvorený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tạo	vytvorený	tạo	vytvorený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
tạo	vytvorená	tạo	vytvorený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
tạo	tvorba	tạo	tvorba	V	N;NOM;FEM;SG
tạo	stvorenie	tạo	stvorenie	V	N;NOM;NEUT;SG
tạo	vytváranie	tạo	vytváranie	V	N;NOM;NEUT;SG
tạo	vytvorenie	tạo	vytvorenie	V	N;NOM;NEUT;SG
tạo	mužstvo	tạo	mužstvo	V	N;NOM;NEUT;SG
tạo	tím	tạo	tím	V	N;INAN;NOM;MASC;SG
tạo	tým	tạo	to	V	DET;INS;NEUT;SG
tạo	team	tạo	team	V	PROPN;ANIM;NOM;MASC;SG
tạo	generovanie	tạo	generovanie	V	N;NOM;NEUT;SG
cầu	bridge	cầu	bridga	N	PROPN;ANIM;NOM;MASC;SG
đặc	pevný	đặc	pevný	N	ADJ;ANIM;NOM;MASC;SG
đặc	pevné	đặc	pevný	N	ADJ;NOM;NEUT;SG
đặc	pevná	đặc	pevný	N	ADJ;NOM;FEM;SG
đặc	somálska	đặc	somálsky	N	ADJ;NOM;FEM;SG
nên	malo	nên	mať	CONJ	V;IPFV;NEUT;SG;POS;PST;V.PTCP
phương	zoe	phương	zoe	N	PROPN;NOM;FEM;SG
phương	fang	phương	fang	N	PROPN;NOM;FEM;SG
mới	nová	mới	nový		ADJ;NOM;FEM;SG
mới	nove	mới	nový		N;NOM;FEM;PL
mới	nový	mới	nový		ADJ;ANIM;NOM;MASC;SG
mới	nové	mới	nový		ADJ;NOM;NEUT;SG
mới	novinka	mới	novinka		N;NOM;FEM;SG
lịch	naplánovať	lịch	naplánovať	N	V;POS;NFIN
đạo	morálny	đạo	morálny	N	ADJ;ANIM;NOM;MASC;SG
đạo	morálnu	đạo	morálny	N	ADJ;ACC;FEM;SG
đạo	morálne	đạo	morálne	N	ADJ;NOM;NEUT;SG
đạo	morálna	đạo	morálny	N	ADJ;NOM;FEM;SG
bắt	catch	bắt	catch	V	
bắt	úlovok	bắt	úlovok	V	N;INAN;NOM;MASC;SG
bắt	háčik	bắt	háčik	V	N;INAN;NOM;MASC;SG
bắt	prevzaté	bắt	prevziať	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bắt	prijatých	bắt	prijatý	V	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
bắt	prijaté	bắt	prijatý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bắt	zachytenie	bắt	zachytenie	V	N;NOM;NEUT;SG
bắt	zachytávanie	bắt	zachytávanie	V	N;NOM;NEUT;SG
mặt	face	mặt	faca	N	
tinh	planet	tinh	planet	N	PROPN;ANIM;NOM;MASC;SG
rất	veľmi	rất	veľmi		ADV
rất	veľ	rất	veľ		
rất	velmi	rất	velmi		PROPN;ANIM;NOM;MASC;SG
đất	pozemné	đất	pozemný	N	ADJ;NOM;NEUT;SG
đất	pozemný	đất	pozemný	N	ADJ;ANIM;NOM;MASC;SG
thức	recept	thức	recept	V	N;INAN;NOM;MASC;SG
tới	príchod	tới	príchod	V	N;INAN;NOM;MASC;SG
luận	komentovať	luận	komentovať	N	V;IPFV;POS;NFIN
luận	logické	luận	logický	N	ADJ;NOM;NEUT;SG
hải	hai	hải	hai	N	PROPN;ANIM;NOM;MASC;SG
khoảng	približne	khoảng	približne	ADJ	ADV
khoảng	medzery	khoảng	medzer	ADJ	N;NOM;FEM;PL
khoảng	priestory	khoảng	priestor	ADJ	N;INAN;NOM;MASC;PL
khoảng	okolo	khoảng	okolo	ADJ	ADP;GEN
khoảng	dookola	khoảng	dookola	ADJ	ADV
khoảng	cca	khoảng	cca	ADJ	
khoảng	zhruba	khoảng	zhruba	ADJ	PART
khoảng	hrubo	khoảng	hrubo	ADJ	N;NOM;FEM;SG
khoảng	približne	khoảng	približne	ADJ	ADV
lần	times	lần	times	N	
vương	wang	vương	wang	N	PROPN;ANIM;NOM;MASC;SG
vương	bohaté	vương	bohatý	N	ADJ;NOM;NEUT;SG
vương	bohatá	vương	bohatý	N	ADJ;NOM;FEM;SG
vương	rich	vương	rich	N	PROPN;ANIM;NOM;MASC;SG
vương	bohatý	vương	bohatý	N	ADJ;ANIM;NOM;MASC;SG
toàn	celý	toàn	celý	N	ADJ;INAN;NOM;MASC;SG
toàn	celé	toàn	celý	N	ADJ;NOM;NEUT;SG
toàn	celá	toàn	celý	N	ADJ;NOM;FEM;SG
nhật	japonské	nhật	japonský		ADJ;NOM;NEUT;SG
nhật	japonská	nhật	japonský		ADJ;NOM;FEM;SG
nhật	japonci	nhật	japonec		N;ANIM;NOM;MASC;PL
nhật	japonsky	nhật	japonsky		ADV
nhật	japonský	nhật	japonský		ADJ;ANIM;NOM;MASC;SG
nhật	jap	nhật	jap		PROPN;NOM;FEM;SG
viết	tlačiareň	viết	tlačiareň	V	N;NOM;FEM;SG
viết	tlačiarne	viết	tlačiarne	V	N;NOM;FEM;PL
viết	písanie	viết	písanie	V	N;NOM;NEUT;SG
lan	lan	lan	lan	N	
lan	ian	lan	ian	N	PROPN;ANIM;NOM;MASC;SG
lan	ian	lan	ian	N	PROPN;ANIM;NOM;MASC;SG
bảo	ask	bảo	ask	V	
bảo	bảo	bảo	bảo	V	PROPN;ANIM;NOM;MASC;SG
bảo	bao	bảo	bao	V	PROPN;ANIM;NOM;MASC;SG
đơn	tlačivá	đơn	tlačivý	N	ADJ;NOM;NEUT;PL
đơn	slobodná	đơn	slobodný	N	ADJ;NOM;FEM;SG
đơn	jednotného	đơn	jednotný	N	ADJ;GEN;NEUT;SG
đơn	jednotné	đơn	jednotný	N	ADJ;NOM;NEUT;SG
đơn	slobodný	đơn	slobodný	N	ADJ;ANIM;NOM;MASC;SG
đơn	jednotný	đơn	jednotný	N	ADJ;INAN;NOM;MASC;SG
điện	elektrická	điện	elektrický	N	ADJ;NOM;FEM;SG
điện	elektrický	điện	elektrický	N	ADJ;INAN;NOM;MASC;SG
điện	elektrických	điện	elektrický	N	ADJ;GEN;MASC;PL
điện	elektrické	điện	elektrický	N	ADJ;NOM;NEUT;SG
điện	elektrický	điện	elektrický	N	ADJ;INAN;NOM;MASC;SG
điện	elektrických	điện	elektrický	N	ADJ;GEN;MASC;PL
điện	elektrická	điện	elektrický	N	ADJ;NOM;FEM;SG
điện	elektrické	điện	elektrický	N	ADJ;NOM;NEUT;SG
bao	bao	bao	bao		PROPN;ANIM;NOM;MASC;SG
bao	nikdy	bao	nikdy		ADV
bao	vrece	bao	vrece		N;NOM;NEUT;SG
bao	ako	bao	ako		ADV
bao	jak	bao	jak		INTJ
truyền	presun	truyền	presun	V	N;INAN;NOM;MASC;SG
truyền	prenos	truyền	prenos	V	N;INAN;NOM;MASC;SG
truyền	prevod	truyền	prevod	V	N;INAN;NOM;MASC;SG
truyền	infúzie	truyền	infúzia	V	N;NOM;FEM;PL
truyền	prevody	truyền	prevoda	V	N;INAN;NOM;MASC;PL
truyền	presuny	truyền	presun	V	N;INAN;NOM;MASC;PL
truyền	transfery	truyền	transfer	V	N;INAN;NOM;MASC;PL
truyền	prenosy	truyền	prenos	V	N;INAN;NOM;MASC;PL
nghiệp	chudák	nghiệp	chudák	ADJ	N;ANIM;NOM;MASC;SG
nghiệp	kariéru	nghiệp	kariéra	ADJ	N;ACC;FEM;SG
nghiệp	kariéra	nghiệp	kariéra	ADJ	N;NOM;FEM;SG
nghiệp	kariéry	nghiệp	kariéra	ADJ	N;NOM;FEM;PL
fontsize	fontsize	fontsize	fontsiza		N;NOM;FEM;SG
nội	vnútorné	nội	vnútorný	N	ADJ;NOM;NEUT;SG
nội	vnútorná	nội	vnútorný	N	ADJ;NOM;FEM;SG
nội	vnútorný	nội	vnútorný	N	ADJ;ANIM;NOM;MASC;SG
nội	vnútorné	nội	vnútorný	N	ADJ;NOM;NEUT;SG
nội	vnútorná	nội	vnútorný	N	ADJ;NOM;FEM;SG
nội	vnútorný	nội	vnútorný	N	ADJ;ANIM;NOM;MASC;SG
thuật	magické	thuật	magický	N	ADJ;NOM;NEUT;SG
thuật	magic	thuật	magic	N	PROPN;NOM;MASC;SG
tiêu	xiao	tiêu	xiao	N	PROPN;ANIM;NOM;MASC;SG
thiết	potrebný	thiết	potrebný	V	ADJ;INAN;NOM;MASC;SG
thiết	potrebné	thiết	potrebný	V	ADJ;NOM;NEUT;SG
thiết	potrebná	thiết	potrebný	V	ADJ;NOM;FEM;SG
gian	gian	gian	gian	N	PROPN;ANIM;NOM;MASC;SG
gian	time	gian	tima	N	
tướng	všeobecné	tướng	všeobecný	N	ADJ;NOM;NEUT;SG
tướng	všeobecne	tướng	všeobecne	N	ADV
tướng	všeobecná	tướng	všeobecný	N	ADJ;NOM;FEM;SG
phong	phong	phong	phong	N	PROPN;ANIM;NOM;MASC;SG
utc	utc	utc	utc	N	
tâm	centrum	tâm	centrum		N;NOM;NEUT;SG
tâm	centre	tâm	centrum		N;NOM;NEUT;SG
tâm	center	tâm	center		N;INAN;NOM;MASC;SG
tâm	stred	tâm	stred		N;INAN;NOM;MASC;SG
thanh	bary	thanh	bara		N;NOM;FEM;PL
thanh	mreže	thanh	mreže		N;INAN;NOM;MASC;PL
thanh	bars	thanh	bars		N;ANIM;NOM;MASC;SG
thanh	tyčinky	thanh	tyčinka		N;NOM;FEM;PL
thanh	tyče	thanh	tyče		N;NOM;FEM;PL
thanh	thanh	thanh	thanh		PROPN;ANIM;NOM;MASC;SG
dùng	používanie	dùng	používanie	V	N;NOM;NEUT;SG
dùng	použitie	dùng	použitie	V	N;NOM;NEUT;SG
dùng	užívateľ	dùng	užívateľ	V	N;ANIM;NOM;MASC;SG
dùng	užívateľa	dùng	užívateľ	V	N;ANIM;ACC;MASC;SG
dùng	používateľa	dùng	používateľ	V	N;ANIM;ACC;MASC;SG
dùng	užívateľské	dùng	užívateľský	V	ADJ;NOM;NEUT;SG
dùng	používateľ	dùng	používateľ	V	N;ANIM;NOM;MASC;SG
nói	hovor	nói	hovor	V	ADV
nói	talk	nói	talk	V	
nói	hovor	nói	hovor	V	ADV
sông	river	sông	river	N	PROPN;ANIM;NOM;MASC;SG
sông	riečna	sông	riečno	N	ADJ;NOM;FEM;SG
hoạt	animácie	hoạt	animácia	V	N;NOM;FEM;PL
shift	posunúť	shift	posunúť	N	V;PFV;POS;NFIN
phủ	vládne	phủ	vládnuť	N	V;IPFV;IND;SG;3;POS;PRS;FIN
phủ	vlada	phủ	vlada	N	PROPN;ANIM;ACC;MASC;SG
phủ	rak	phủ	rak	N	PROPN;ANIM;NOM;MASC;SG
đang	sú	đang	byť		V;IPFV;IND;PL;3;POS;PRS;FIN
giữa	zameraný	giữa	zameraný	ADP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
giữa	sústredená	giữa	sústredený	ADP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
giữa	sústredené	giữa	sústredený	ADP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
giữa	blízkom	giữa	blízky	ADP	ADJ;INS;NEUT;SG
giữa	stredný	giữa	stredný	ADP	ADJ;ANIM;NOM;MASC;SG
giữa	stredné	giữa	stredný	ADP	ADJ;NOM;NEUT;SG
giữa	stredná	giữa	stredný	ADP	ADJ;NOM;FEM;SG
giữa	stred	giữa	stred	ADP	N;INAN;NOM;MASC;SG
giữa	sústredené	giữa	sústredený	ADP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
giữa	sústredená	giữa	sústredený	ADP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
phòng	rím	phòng	rím	N	PROPN;INAN;NOM;MASC;SG
đổi	splatenie	đổi	splatenie	V	N;NOM;NEUT;SG
đổi	zmena	đổi	zmena	V	N;NOM;FEM;SG
chuyển	presun	chuyển	presun	V	N;INAN;NOM;MASC;SG
chuyển	prenos	chuyển	prenos	V	N;INAN;NOM;MASC;SG
chuyển	prevod	chuyển	prevod	V	N;INAN;NOM;MASC;SG
chuyển	prepínač	chuyển	prepínač	V	N;INAN;NOM;MASC;SG
chuyển	spínač	chuyển	spínač	V	N;INAN;NOM;MASC;SG
chuyển	ťah	chuyển	ťah	V	N;INAN;NOM;MASC;SG
chuyển	pohyb	chuyển	pohyb	V	N;INAN;NOM;MASC;SG
chuyển	presun	chuyển	presun	V	N;INAN;NOM;MASC;SG
nay	nay	nay	nay	PROPN	
nay	dneska	nay	dnesk	PROPN	INTJ
nay	dnešok	nay	dnešok	PROPN	N;INAN;NOM;MASC;SG
nay	today	nay	todať	PROPN	INTJ
nay	dnes	nay	dnes	PROPN	ADV
nay	dnešné	nay	dnešný	PROPN	ADJ;NOM;NEUT;SG
trọng	dôležití	trọng	dôležitý		ADJ;ANIM;NOM;MASC;PL
trọng	dôležitá	trọng	dôležitý		ADJ;NOM;FEM;SG
trọng	dôležité	trọng	dôležitý		ADJ;NOM;NEUT;SG
trọng	dolezite	trọng	dolezit		
trọng	dôležitý	trọng	dôležitý		ADJ;ANIM;NOM;MASC;SG
dịch	preklady	dịch	preklad		N;INAN;NOM;MASC;PL
dịch	prekladov	dịch	preklad		N;INAN;GEN;MASC;PL
dịch	prekladateľ	dịch	prekladateľ		N;ANIM;NOM;MASC;SG
dịch	preklady	dịch	preklad		N;INAN;NOM;MASC;PL
dịch	preklad	dịch	preklad		N;INAN;NOM;MASC;SG
dịch	prekladať	dịch	prekladať		V;IPFV;POS;NFIN
dịch	preložiť	dịch	preložiť		V;PFV;POS;NFIN
tài	talentovaný	tài	talentovaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
tài	talentovaná	tài	talentovaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
chế	vyrobený	chế	vyrobený	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
chế	vyrobené	chế	vyrobený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
chế	vyrobená	chế	vyrobený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
biết	vediet	biết	vediet	V	N;INAN;NOM;MASC;SG
biết	know	biết	know	V	
nằm	umiestnený	nằm	umiestnený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
nằm	umiestnená	nằm	umiestnený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
nằm	umiestnené	nằm	umiestnený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
