نيبال	nepalu	نيبال	nepal		PROPN;NOM;MASC;SG
العشرات	dziesiątki	عَشَرَة	dziesiątka	N;NOM;DEF;PL	
العشرات	tuzin	عَشَرَة	tuzin	N;NOM;DEF;PL	
العشرات	kilkadziesiąt	عَشَرَة	kilkadziesiąt	N;NOM;DEF;PL	DET;ACC;MASC;PL
شين	podbródek	شين	podbródek		N;NOM;MASC;SG
شين	broda	شين	broda		N;NOM;FEM;SG
شين	chin	شين	chuna		PROPN;NOM;MASC;SG
شين	china	شين	chiny		
شين	shin	شين	shina		
المبلغ	sum	مَبلَغ	suma	N;NOM;DEF;SG	
المبلغ	sumę	مَبلَغ	suma	N;NOM;DEF;SG	N;ACC;FEM;SG
المبلغ	sumy	مَبلَغ	suma	N;NOM;DEF;SG	
وارسو	warszawa	وارسو	warszawa		
ذكية	mądry	ذَكِيّ	mądry	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
ذكية	mądrze	ذَكِيّ	mądrze	ADJ;NOM;INDF;FEM;SG	
ذكية	mądra	ذَكِيّ	mądry	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
ذكية	smart	ذَكِيّ	smart	ADJ;NOM;INDF;FEM;SG	
الزيارة	wizyty	زِيَارَة	wizyta	N;NOM;DEF;SG	N;ACC;FEM;PL
الزيارة	odwiedza	زِيَارَة	odwiedzać	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
دوما	zawsze	دَوم	zawsze	N;ACC;INDF;SG	ADV
تنزانيا	tanzanii	تنزانيا	tanzania		
ميلر	miller	مِيلِر	miller		N;NOM;MASC;SG
ميلر	millera	مِيلِر	miller		N;ACC;MASC;SG
البوب	pop	بُوب	pop		
حاشية	przypis	حَاشِي	przypis	N;NOM;INDF;SG	
حاشية	świta	حَاشِي	świt	N;NOM;INDF;SG	
حاشية	postscript	حَاشِي	postscript	N;NOM;INDF;SG	
بيتي	betty	بِيتِي	betty		V;IPFV;IND;SG;1;PRS;FIN;ACT
دمرت	zniszczona	دَمَّر	zniszczyć	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
دمرت	zniszczone	دَمَّر	zniszczyć	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
دمرت	zniszczony	دَمَّر	zniszczyć	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
العلاجات	leczenie	عَلَاجَة	leczenie	N;NOM;DEF;PL	N;NOM;NEUT;SG
العلاجات	zabiegów	عَلَاجَة	zabieg	N;NOM;DEF;PL	N;GEN;MASC;PL
العلاجات	terapii	عَلَاجَة	terapia	N;NOM;DEF;PL	N;GEN;FEM;SG
سديم	mgławicy	سديم	mgławica		N;GEN;FEM;SG
سديم	mgławica	سديم	mgławica		N;NOM;FEM;SG
ليه	leh	ليه	leh		PROPN;NOM;MASC;SG
لاوس	laos	لَاوس	laos		PROPN;NOM;MASC;SG
التراب	brud	تُرَاب	brud	N;NOM;DEF;SG	
تجار	handlowców	تَاجِر	handlowiec	N;NOM;INDF;PL	N;ACC;MASC;PL
تجار	kupców	تَاجِر	kupiec	N;NOM;INDF;PL	N;ACC;MASC;PL
تجار	dealerów	تَاجِر	dealer	N;NOM;INDF;PL	N;ACC;MASC;PL
تجار	dystry	تَاجِر	dystry	N;NOM;INDF;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
واجهت	napotkanych	وَاجَه	napotkać	V;PFV;FEM;SG;3;ACT	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
التوصيل	dostawa	تَوصِيل	dostawa	N;NOM;DEF;SG	
التوصيل	dostawy	تَوصِيل	dostawa	N;NOM;DEF;SG	N;ACC;MASC;SG
بشري	ludzkie	بشري	ludzki		ADJ;NOM;NEUT;SG
بشري	ludzka	بشري	ludzki		ADJ;NOM;FEM;SG
بشري	ludzki	بشري	ludzki		ADJ;NOM;MASC;SG
بشري	człowiek	بشري	człowiek		N;NOM;MASC;SG
بشري	human	بشري	human		
بشري	człowieka	بشري	człowiek		N;ACC;MASC;SG
الرحالة	podróżnych	رِحَالَة	podróżny	N;NOM;DEF;SG	N;GEN;MASC;PL
الرحالة	podróżnicy	رِحَالَة	podróżnik	N;NOM;DEF;SG	N;NOM;MASC;PL
العلاجية	terapeutycznych	عِلَاجِيّ	terapeutyczny	ADJ;NOM;DEF;FEM;SG	ADJ;GEN;MASC;PL
ركاب	pasażerom	رَاكِب	pasażer	N;NOM;INDF;PL	N;DAT;MASC;PL
ركاب	pasażerów	رَاكِب	pasażer	N;NOM;INDF;PL	N;ACC;MASC;PL
رينيه	renee	رينيه	renee		PROPN;NOM;FEM;SG
الكهف	jaskinia	كَهف	jaskiniać	N;NOM;DEF;SG	
الكهف	jaskini	كَهف	jaskinia	N;NOM;DEF;SG	
لينين	lenin	لِينِين	lenin		PROPN;NOM;MASC;SG
المطاعم	restauracje	مَطعَم	restauracja	N;NOM;DEF;PL	N;GEN;FEM;SG
حازم	firma	حازم	firma		N;NOM;FEM;SG
حازم	kancelaria	حازم	kancelaria		N;NOM;FEM;SG
معماري	architektem	مُعَمَّار	architekt	ADJ;NOM;INDF;MASC;SG	N;INS;MASC;SG
معماري	architekta	مُعَمَّار	architekta	ADJ;NOM;INDF;MASC;SG	N;ACC;MASC;SG
معماري	architekt	مُعَمَّار	architekt	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
معماري	architektury	مُعَمَّار	architektura	ADJ;NOM;INDF;MASC;SG	N;GEN;FEM;SG
الروك	skała	رُوك	skała		N;NOM;FEM;SG
الروك	kamień	رُوك	kamień		N;NOM;MASC;SG
الروك	skały	رُوك	skała		N;ACC;FEM;PL
الروك	rock	رُوك	rock		
عانت	poniesionej	عَانَى	ponieść	V;PFV;FEM;SG;3;ACT	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
عانت	cierpiał	عَانَى	cierpieć	V;PFV;FEM;SG;3;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
عانت	cierpiała	عَانَى	cierpieć	V;PFV;FEM;SG;3;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
الترخيص	licencje	تَرخِيص	licencja	N;NOM;DEF;SG	N;NOM;FEM;PL
الترخيص	licencji	تَرخِيص	licencja	N;NOM;DEF;SG	N;GEN;FEM;SG
الترخيص	licencje	تَرخِيص	licencja	N;NOM;DEF;SG	N;NOM;FEM;PL
الترخيص	licencjonowania	تَرخِيص	licencjonować	N;NOM;DEF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
الترخيص	licencji	تَرخِيص	licencja	N;NOM;DEF;SG	N;GEN;FEM;SG
الترخيص	licencje	تَرخِيص	licencja	N;NOM;DEF;SG	N;NOM;FEM;PL
المعاملات	transakcji	مُعَامَلَة	transakcja	N;NOM;DEF;PL	N;GEN;FEM;SG
المعاملات	transakcja	مُعَامَلَة	transakcja	N;NOM;DEF;PL	N;NOM;FEM;SG
المعاملات	transakcji	مُعَامَلَة	transakcja	N;NOM;DEF;PL	N;GEN;FEM;SG
المختبر	laboratoryjne	مُختَبَر	laboratoryjny	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
شعاع	wiązki	شعاع	wiązka	N;NOM;INDF;SG	N;ACC;FEM;PL
التحرك	przeprowadzki	تَحَرُّك	przeprowadzki	N;NOM;DEF;SG	N;NOM;FEM;PL
اكتملت	zrealizowane	اِكتَمَل	zrealizować	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اكتملت	zakończone	اِكتَمَل	zakończyć	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اكتملت	zakończona	اِكتَمَل	zakończyć	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
اكتملت	zaliczone	اِكتَمَل	zaliczyć	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اكتملت	ukończone	اِكتَمَل	ukończyć	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
سلمى	selma	سلمى	selma		V;IPFV;IND;SG;PRS;FIN;ACT
سلمى	salma	سلمى	salm		
غسان	ghassan	غسان	ghassan		
ستيفان	stefana	ستِيفَان	stefany		
ستيفان	stefan	ستِيفَان	stefan		PROPN;NOM;MASC;SG
ستيفان	stefanie	ستِيفَان	stefan		
قضائية	sądowej	قَضَائِيّ	sądowy	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;FEM;SG
دينامو	dynamo	دِينَامُو	dynamo		N;NOM;NEUT;SG
الشريك	partnerem	شَرِيك	partner	N;NOM;DEF;SG	N;INS;MASC;SG
الشريك	partnera	شَرِيك	partner	N;NOM;DEF;SG	N;ACC;MASC;SG
القران	koran	قَرن	korano	N;NOM;DEF;SG	
القران	koran	قَرن	korano	N;NOM;DEF;SG	
كاميرا	kamery	كَامِيرَا	kamera		N;ACC;FEM;PL
كاميرا	aparatu	كَامِيرَا	aparat		N;GEN;MASC;SG
كاميرا	kamera	كَامِيرَا	kamera		N;NOM;FEM;SG
كاميرا	aparat	كَامِيرَا	aparat		N;NOM;MASC;SG
التجريبي	demo	تَجرِيبِيّ	demo	ADJ;NOM;DEF;MASC;SG	
التجريبي	demonstracja	تَجرِيبِيّ	demonstracja	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
وجبة	posiłek	وجبة	posiłek	N;NOM;INDF;SG	N;ACC;MASC;SG
وجبة	mączki	وجبة	mączka	N;NOM;INDF;SG	N;ACC;FEM;SG
هوارد	howard	هوارد	howard		N;NOM;MASC;SG
البقاع	bekaa	بِقَاع	bekaa		
دافع	motyw	دَافَع	motyw	V;PFV;MASC;SG;3;ACT	N;NOM;MASC;SG
دافع	motywacji	دَافَع	motywacja	V;PFV;MASC;SG;3;ACT	N;GEN;FEM;SG
دافع	motywacja	دَافَع	motywacja	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
بارد	zimno	بَارِد	zimno		
بارد	chłód	بَارِد	chłód		N;NOM;MASC;SG
بارد	zimne	بَارِد	zimny		ADJ;NOM;NEUT;SG
بارد	zimny	بَارِد	zimny		
بارد	zimna	بَارِد	zimny		
مسجلة	zarejestrowano	مُسَجَّل	zarejestrować	ADJ;NOM;INDF;FEM;SG	V;PFV;IND;0;PST;FIN;ACT
مسجلة	zarejestrowanych	مُسَجَّل	zarejestrować	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
الاشتراك	subskrypcji	اِشتِرَاك	subskrypcja	N;NOM;DEF;SG	N;GEN;FEM;SG
كيلي	kelly	كيلي	kelly		PROPN;NOM;MASC;SG
الجذر	root	جِذر	root	N;NOM;DEF;SG	
قمع	represji	قَمع	represja	N;NOM;INDF;SG	N;GEN;FEM;SG
قمع	represje	قَمع	represja	N;NOM;INDF;SG	N;NOM;FEM;PL
قمع	stłumić	قَمع	stłumić	N;NOM;INDF;SG	V;PFV;NFIN;ACT
قمع	lej	قَمع	l	N;NOM;INDF;SG	
قمع	tłumiąc	قَمع	tłumić	N;NOM;INDF;SG	V;IPFV;PRS;V.CVB;ACT
قمع	tłumienia	قَمع	tłumienie	N;NOM;INDF;SG	
الجنسيات	narodowości	جِنسِيّ	narodowość	ADJ;NOM;DEF;FEM;PL	N;GEN;FEM;SG
الولاء	lojalności	وَلَاء	lojalność	N;NOM;DEF;SG	N;GEN;FEM;SG
تنافس	rywalizacja	نَافَس	rywalizacja	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
تنافس	zawody	نَافَس	zawód	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;MASC;PL
تنافس	konkurencja	نَافَس	konkurencja	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
تنافس	konkurs	نَافَس	konkurs	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;MASC;SG
تنافس	konkurencji	نَافَس	konkurencja	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;GEN;FEM;SG
ريفر	rzeki	رِيفِر	rzeka		
ريفر	river	رِيفِر	river		
ريفر	rzeka	رِيفِر	rzeka		N;NOM;FEM;SG
ميلا	mila	مِيل	mila		
جيرمان	germain	جِيرَمَان	germain		
السند	obligacji	سَنَد	obligacja	N;NOM;DEF;SG	N;ACC;FEM;SG
السند	bond	سَنَد	bond	N;NOM;DEF;SG	
السند	sindh	سَنَد	sindh	N;NOM;DEF;SG	
بلانك	plancka	بَلَانِك	plancki		ADJ;NOM;FEM;SG
بلانك	plank	بَلَانِك	plank		
بلانك	deska	بَلَانِك	deska		N;NOM;FEM;SG
تقاليد	tradycję	تَقلِيد	tradycja	N;NOM;INDF;PL	N;ACC;FEM;SG
تقاليد	tradycja	تَقلِيد	tradycja	N;NOM;INDF;PL	N;NOM;FEM;SG
تقاليد	tradycji	تَقلِيد	tradycja	N;NOM;INDF;PL	N;GEN;FEM;SG
تقاليد	tradycja	تَقلِيد	tradycja	N;NOM;INDF;PL	N;NOM;FEM;SG
تقاليد	tradycji	تَقلِيد	tradycja	N;NOM;INDF;PL	N;GEN;FEM;SG
جيري	jerry	جيري	jerry		PROPN;NOM;MASC;SG
سنان	sinan	سنان	sinan		
مكتوم	maktum	مكتوم	maktum		
مكتوم	stłumiony	مكتوم	stłumić		ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
مكسيكو	meksyk	مَكسِيكُو	meksyk		N;NOM;MASC;SG
هاوس	house	هاوس	housy		
هاوس	domu	هاوس	dom		N;GEN;MASC;SG
هاوس	dom	هاوس	dom		N;NOM;MASC;SG
الشك	wątpliwości	شَكّ	wątpliwość	N;NOM;DEF;SG	N;ACC;FEM;SG
المخيم	obozy	مُخَيَّم	obóz	N;NOM;DEF;SG	N;NOM;MASC;PL
المخيم	obozu	مُخَيَّم	obóz	N;NOM;DEF;SG	N;GEN;MASC;SG
المخيم	camp	مُخَيَّم	campa	N;NOM;DEF;SG	
كيس	torebka	كَيس	torebka		N;NOM;FEM;SG
كيس	worek	كَيس	worek		N;NOM;MASC;SG
كيس	torba	كَيس	torba		N;NOM;FEM;SG
كيس	torbę	كَيس	torba		N;ACC;FEM;SG
كيس	torby	كَيس	torba		N;NOM;FEM;PL
كيس	worek	كَيس	worek		N;NOM;MASC;SG
مد	pływów	مَدّ	pływ	N;NOM;INDF;SG	N;GEN;MASC;PL
لورنس	lawrence	لُورنس	lawrenka		V;IPFV;IND;SG;2;PRS;FIN;ACT
شخصيا	osobiscie	شَخصِيّ	osobiscie	ADJ;ACC;INDF;MASC;SG	
شخصيا	osobiście	شَخصِيّ	osobiście	ADJ;ACC;INDF;MASC;SG	ADV
البشير	bashir	البشير	bashir		
عصابة	gangu	عِصَابَة	gang	N;NOM;INDF;SG	N;GEN;MASC;SG
عصابة	gang	عِصَابَة	ganga	N;NOM;INDF;SG	
هلسنكي	helsinkach	هِلسِنكِي	helsinka		N;DAT;FEM;PL
البخار	parowa	بِخَار	parowy	N;NOM;DEF;SG	
البخار	pary	بِخَار	para	N;NOM;DEF;SG	
البخار	para	بِخَار	para	N;NOM;DEF;SG	
مسارات	ścieżki	مَسَار	ścieżka	N;NOM;INDF;PL	N;ACC;FEM;PL
مسارات	ścieżek	مَسَار	ścieżka	N;NOM;INDF;PL	N;GEN;FEM;PL
مسارات	ścieżki	مَسَار	ścieżka	N;NOM;INDF;PL	N;ACC;FEM;PL
مسارات	ścieżki	مَسَار	ścieżka	N;NOM;INDF;PL	N;ACC;FEM;PL
الحفريات	skamieniałości	حَفرِيَّات	skamieniałość		N;ACC;FEM;PL
الحفريات	wykopalisk	حَفرِيَّات	wykopalisko		
تفجيرات	zamachów	تَفجِير	zamach	N;NOM;INDF;PL	N;GEN;MASC;PL
تفجيرات	eksplozji	تَفجِير	eksplozja	N;NOM;INDF;PL	N;GEN;FEM;SG
براين	brian	برَايِن	brian		PROPN;NOM;MASC;SG
براين	briana	برَايِن	briana		
الانفصال	separacji	اِنفِصَال	separacja	N;NOM;DEF;SG	N;GEN;FEM;SG
التحدث	mówić	تَحَدُّث	mówić	N;NOM;DEF;SG	V;IPFV;NFIN;ACT
وال	oraz	وَال	oraz	N;NOM;DEF;SG	CONJ
هان	hana	هان	han		V;IPFV;IND;SG;PRS;FIN;ACT
هان	han	هان	han		PROPN;NOM;MASC;SG
القطط	kotów	قُطَّة	kot	N;NOM;DEF;PL	N;ACC;MASC;PL
القطط	kotki	قُطَّة	kotka	N;NOM;DEF;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
مصير	losy	مَصِير	los	N;NOM;INDF;SG	N;NOM;MASC;PL
مصير	przeznaczenia	مَصِير	przeznaczenie	N;NOM;INDF;SG	N;GEN;NEUT;SG
زنجبار	zanzibar	زنجبار	zanzibar		V;IPFV;IND;SG;PRS;FIN;ACT
بون	bonn	بون	bonn		PROPN;NOM;MASC;SG
بلغراد	belgradzie	بلغراد	belgrad		PROPN;DAT;MASC;SG
وهب	dały	وَهَب	dać		V;PFV;FEM;IND;PL;PST;FIN;ACT
وهب	dał	وَهَب	dać		V;PFV;MASC;IND;SG;PST;FIN;ACT
نينوى	niniwie	نينوى	niniwie		
صدى	echa	صَدَى	echo	N;NOM;INDF;SG	
صدى	echo	صَدَى	echo	N;NOM;INDF;SG	
المعلوماتية	informatyka	مَعلُومَاتِيَّة	informatyka		
الحجاب	welon	حِجَاب	welon	N;NOM;DEF;SG	
ذهبي	złote	ذهبي	złoty	ADJ;NOM;INDF;MASC;SG	
ذهبي	golden	ذهبي	golden	ADJ;NOM;INDF;MASC;SG	
ذهبي	złoty	ذهبي	złoty	ADJ;NOM;INDF;MASC;SG	
ذهبي	złota	ذهبي	złoty	ADJ;NOM;INDF;MASC;SG	
ذهبي	złota	ذهبي	złoty	ADJ;NOM;INDF;MASC;SG	
ذهبي	złoto	ذهبي	złoto	ADJ;NOM;INDF;MASC;SG	
ذهبي	gold	ذهبي	gold	ADJ;NOM;INDF;MASC;SG	
ذهبي	złoty	ذهبي	złoty	ADJ;NOM;INDF;MASC;SG	
ساكسونيا	saksonii	ساكسونيا	saksonia		
ساكسونيا	saksonia	ساكسونيا	saksonia		N;NOM;FEM;SG
القنبلة	bomby	قُنبُلَة	bomba	N;NOM;DEF;SG	N;ACC;FEM;SG
القنبلة	bomba	قُنبُلَة	bomba	N;NOM;DEF;SG	
مسبق	zaliczki	مُسبَق	zaliczka	N;NOM;INDF;SG	N;ACC;FEM;PL
مسبق	uprzednie	مُسبَق	uprzednie	N;NOM;INDF;SG	
دعاية	propagandy	دِعَايَة	propaganda	N;NOM;INDF;SG	N;GEN;FEM;SG
وزيرة	ministrze	وَزِيرَة	minister	N;NOM;INDF;SG	
وزيرة	ministrowie	وَزِيرَة	minister	N;NOM;INDF;SG	N;NOM;MASC;PL
احتفال	świętuje	اِحتِفَال	świętować	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
احتفال	uroczystości	اِحتِفَال	uroczystość	N;NOM;INDF;SG	N;GEN;FEM;SG
احتفال	świętowania	اِحتِفَال	świętowanie	N;NOM;INDF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
التحديد	wyboru	تَحدِيد	wybór	N;NOM;DEF;SG	
التحديد	dobór	تَحدِيد	dobór	N;NOM;DEF;SG	V;IPFV;IND;PRS;FIN;ACT
التحديد	identyfikacji	تَحدِيد	identyfikacja	N;NOM;DEF;SG	N;GEN;FEM;SG
ليفي	opłata	لِيفِي	opłatać		N;NOM;FEM;SG
الاستخدامات	wykorzystuje	اِستِخدَام	wykorzystywać	N;NOM;DEF;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
الاستخدامات	używa	اِستِخدَام	używać	N;NOM;DEF;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
الاستخدامات	zastosowań	اِستِخدَام	zastosowanie	N;NOM;DEF;PL	N;GEN;NEUT;PL
الاستخدامات	zastosowania	اِستِخدَام	zastosowanie	N;NOM;DEF;PL	N;GEN;NEUT;SG
العبودية	niewolnictwa	عُبُودِيّ	niewolnictwo	N;NOM;DEF;SG	N;GEN;NEUT;SG
العبودية	niewoli	عُبُودِيّ	niewola	N;NOM;DEF;SG	N;GEN;FEM;SG
فوج	fogg	فَوجَ	fogg	N;NOM;INDF;SG	
فوج	vogue	فَوجَ	vogu	N;NOM;INDF;SG	
ينحدر	zstąpił	اِنحَدَر	zstąpić	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
منحنى	krzywej	منحنى	krzywy	N;NOM;INDF;SG	
منحنى	krzywą	منحنى	krzywać	N;NOM;INDF;SG	N;INS;FEM;SG
السلك	drutu	سِلكَة	drut	N;NOM;DEF;SG	N;GEN;MASC;SG
السلك	druty	سِلكَة	drut	N;NOM;DEF;SG	N;NOM;MASC;PL
لغوية	językowej	لَغوِيّ	językowy	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;FEM;SG
وطن	ojczyzny	وَطَن	ojczyzna	N;NOM;INDF;SG	N;GEN;FEM;SG
استضافة	organizowane	اِستِضَافَة	organizować	N;NOM;INDF;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
استضافة	gospodarzem	اِستِضَافَة	gospodarz	N;NOM;INDF;SG	N;INS;MASC;SG
الشبكية	siatkówki	شَبَكِيّ	siatkówka		N;NOM;FEM;SG
تعامل	traktować	تَعَامُل	traktować	N;NOM;INDF;SG	V;IPFV;NFIN;ACT
تعامل	traktuj	تَعَامُل	traktować	N;NOM;INDF;SG	V;IPFV;IMP;SG;2;FIN;ACT
تعامل	leczyć	تَعَامُل	leczyć	N;NOM;INDF;SG	V;IPFV;NFIN;ACT
عنق	kark	عَنق	karka		N;NOM;MASC;SG
عنق	szyja	عَنق	szyj		
عنق	szyi	عَنق	szyi		
التشريع	prawodawstwa	تَشرِيع	prawodawstwo	N;NOM;DEF;SG	N;GEN;NEUT;SG
انعدام	brak	اِنعِدَام	brak	N;NOM;INDF;SG	V;IND;PRS;FIN
كونيتيكت	connecticut	كُونِيتِيكت	connecticut		
بادن	baden	بَادِن	baden		
بار	bar	بَار	bar		N;NOM;MASC;SG
قراصنة	piraci	قراصنة	pirat		
قراصنة	piratów	قراصنة	pirat		N;ACC;MASC;PL
ثالثة	trzecie	ثَالِث	trzeci	ADJ;NOM;INDF;FEM;SG	
ملح	sól	ملح	sól	N;NOM;INDF;SG	
ملح	soli	ملح	sola	N;NOM;INDF;SG	
بوخارست	bukareszcie	بُوخرَست	bukareszt		N;NOM;MASC;SG
حبيبي	baby	حبيبي	baba		
حبيبي	dziecko	حبيبي	dziecko		N;NOM;NEUT;SG
حبيبي	kochanie	حبيبي	kochanie		N;NOM;NEUT;SG
فقرات	kręgów	فَقرَة	krąg	N;NOM;INDF;PL	N;GEN;MASC;PL
مزدوج	duplex	مزدوج	duplex	ADJ;NOM;INDF;MASC;SG	
مزدوج	bliźniak	مزدوج	bliźniak	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
مزدوج	podwójnie	مزدوج	podwójnie	ADJ;NOM;INDF;MASC;SG	ADV
كلود	klaudia	كلود	klaudia		PROPN;NOM;FEM;SG
كلود	claude	كلود	claudy		PROPN;NOM;MASC;SG
العمق	głębokości	عُمق	głębokość	N;NOM;DEF;SG	N;GEN;FEM;SG
مصنوع	made	مَصنُوع	mada	ADJ;NOM;INDF;MASC;SG	
غازات	gazu	غَاز	gaz	N;NOM;INDF;PL	
غازات	gaz	غَاز	gaz	N;NOM;INDF;PL	N;NOM;MASC;SG
داروين	darwin	دَارُوين	darwin		PROPN;NOM;MASC;SG
كارول	carol	كارول	carol		PROPN;NOM;FEM;SG
تطبق	zastosowano	طَبَّق	zastosować	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
تطبق	stosowane	طَبَّق	stosować	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
تطبق	zastosowane	طَبَّق	zastosować	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
تطبق	stosowana	طَبَّق	stosować	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
تطبق	zastosowana	طَبَّق	zastosować	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
تطبق	zastosowany	طَبَّق	zastosować	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
تطبق	zastosować	طَبَّق	zastosować	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;NFIN;ACT
كوسوفو	kosowo	كُوسُوفُو	kosowo		
كوسوفو	kosowa	كُوسُوفُو	kosowy		
الدجاج	kurczak	دَجَاج	kurczak	N;NOM;DEF;SG	
الدجاج	kurczaki	دَجَاج	kurczak	N;NOM;DEF;SG	N;NOM;MASC;PL
الدجاج	kurczaka	دَجَاج	kurczak	N;NOM;DEF;SG	N;GEN;MASC;SG
السباقات	ras	سِبَاقَة	rasa	N;NOM;DEF;PL	N;GEN;MASC;PL
السباقات	rasy	سِبَاقَة	rasa	N;NOM;DEF;PL	N;ACC;FEM;PL
السباقات	wyścig	سِبَاقَة	wyścig	N;NOM;DEF;PL	N;NOM;MASC;SG
السباقات	racing	سِبَاقَة	racing	N;NOM;DEF;PL	
السباقات	ściganie	سِبَاقَة	ścigać	N;NOM;DEF;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
التحديات	wyzwania	تَحَدِّي	wyzwanie	N;NOM;DEF;PL	N;NOM;NEUT;SG
كريمة	śmietana	كَرِيم	śmietana	ADJ;NOM;INDF;FEM;SG	
كريمة	śmietanki	كَرِيم	śmietanka	ADJ;NOM;INDF;FEM;SG	N;GEN;FEM;SG
كريمة	krem	كَرِيم	krem	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
كريمة	śmietanka	كَرِيم	śmietanka	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
جونغ	jung	جُونغ	junga		PROPN;NOM;MASC;SG
ساكن	mieszkańców	سَاكِن	mieszkaniec	ADJ;NOM;INDF;MASC;SG	N;ACC;MASC;PL
ساكن	mieszkańcy	سَاكِن	mieszkaniec	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;PL
شهيرة	znana	شَهِيرَة	znany	ADJ;NOM;INDF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
شهيرة	znany	شَهِيرَة	znany	ADJ;NOM;INDF;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
التجديد	innowacje	تَجدِيد	innowacja	N;NOM;DEF;SG	N;NOM;FEM;PL
التجديد	innowacji	تَجدِيد	innowacja	N;NOM;DEF;SG	N;GEN;FEM;SG
التجديد	renowacji	تَجدِيد	renowacja	N;NOM;DEF;SG	N;GEN;FEM;SG
التجديد	odnowienia	تَجدِيد	odnowienie	N;NOM;DEF;SG	
المدرعة	opancerzony	مَدرَعَة	opancerzyć	N;NOM;DEF;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
المدرعة	opancerzone	مَدرَعَة	opancerzyć	N;NOM;DEF;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
