hovards	howard	hovards	howard	PROPN;NOM;MASC;SG	PROPN
smaga	severas	smaga	severo	ADJ;NOM;FEM;SG	ADJ;FEM;PL
zīmogs	sellos	zīmogs	sello	N;NOM;MASC;SG	N;MASC;PL
zīmogs	sella	zīmogs	sella	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
atdalīts	separadas	atdalīt	separado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
atdalīts	separado	atdalīt	separar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
atdalīts	separada	atdalīt	separado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
atdalīts	separados	atdalīt	separado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
andra	andra	andrs	andra	PROPN;NOM;FEM;SG	
plaknes	avión	plakne	avión	N;NOM;FEM;PL	N;MASC;SG
plaknes	plano	plakne	plano	N;NOM;FEM;PL	N;MASC;SG
plaknes	avion	plakne	avion	N;NOM;FEM;PL	N;MASC;SG
tradicionālā	tradicionales	tradicionāla	tradicional	ADJ;NOM;FEM;SG	ADJ;PL
verdi	verdi	verds	verdi	PROPN	N;FEM;SG
saistības	pasivos	saistība	pasivo	N;NOM;FEM;PL	ADJ;MASC;PL
saistības	pasivo	saistība	pasivo	N;NOM;FEM;PL	ADJ;MASC;SG
saistības	compromiso	saistība	compromiso	N;NOM;FEM;PL	N;MASC;SG
kolēģijas	college	kolēģija	collegar	N;NOM;FEM;PL	N;MASC;SG
kolēģijas	colegio	kolēģija	colegio	N;NOM;FEM;PL	N;MASC;SG
kolēģijas	universidad	kolēģija	universidad	N;NOM;FEM;PL	N;FEM;SG
parādīt	espectáculo	parādīt	espectáculo	V;POS;NFIN	N;MASC;SG
parādīt	show	parādīt	show	V;POS;NFIN	N;MASC;SG
pārveidots	modificada	pārveidot	modificado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
pārveidots	modificados	pārveidot	modificado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
pārveidots	modificadas	pārveidot	modificar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
pārveidots	modificado	pārveidot	modificado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
osaka	osaka	osacīt	osaka	PROPN;NOM;FEM;SG	N;SG
parametru	parámetros	parametrs	parámetro	N;ACC;MASC;SG	N;MASC;PL
pomerānijas	pomerania	pomerānija	pomerania	N;NOM;FEM;PL	N;FEM;SG
pomerānijas	pomerania	pomerānija	pomerania	N;NOM;FEM;PL	N;FEM;SG
karsta	karst	karsta	karst	ADJ;NOM;FEM;SG	N;MASC;SG
norādes	indicación	norāde	indicación	N;NOM;FEM;PL	N;FEM;SG
atlaists	despedidos	atlaist	despedido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
atlaists	despedido	atlaist	despedido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
atlaists	despedida	atlaist	despedida	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;FEM;SG
atlaists	despedidos	atlaist	despedido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
atlaists	destituido	atlaist	destituido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
atlaists	despedida	atlaist	despedida	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;FEM;SG
atlaists	despedido	atlaist	despedido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uzturēšanas	manutención	uzturēšana	manutención	N;NOM;FEM;PL	N;FEM;SG
uzturēšanas	mantenimiento	uzturēšana	mantenimiento	N;NOM;FEM;PL	N;MASC;SG
ceļoja	viajado	ceļot	viajar	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
piešķirti	asignadas	piešķirt	asignado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
piešķirti	asignada	piešķirt	asignar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
piešķirti	asignado	piešķirt	asignar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
piešķirti	asignados	piešķirt	asignado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
piešķirti	asignado	piešķirt	asignar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
piešķirti	asignada	piešķirt	asignar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
piešķirti	asignados	piešķirt	asignado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
albert	albert	albert	albert		N;SG
albert	alberto	albert	alberto		N;MASC;SG
ejot	caminar	iet	caminar		V;NFIN
ejot	caminando	iet	caminar		V;V.MSDR
ejot	pasear	iet	pasear		V;NFIN
ejot	paseando	iet	pasear		V;V.MSDR
dzeltenas	amarilla	dzeltena	amarillo	ADJ;NOM;FEM;PL	ADJ;FEM;SG
dzeltenas	amarillo	dzeltena	amarillo	ADJ;NOM;FEM;PL	ADJ;MASC;SG
saime	familiar	saime	familiar	N;NOM;FEM;SG	ADJ;SG
saime	familiares	saime	familiar	N;NOM;FEM;SG	N;MASC;PL
veci	viejo	vecs	viejo	ADJ;NOM;MASC;PL	ADJ;MASC;SG
veci	antiguo	vecs	antiguo	ADJ;NOM;MASC;PL	ADJ;MASC;SG
veci	antigua	vecs	antiguo	ADJ;NOM;MASC;PL	ADJ;FEM;SG
veci	vieja	vecs	viejo	ADJ;NOM;MASC;PL	ADJ;FEM;SG
aparatūra	aparatos	aparatūra	aparato	N;NOM;FEM;SG	N;MASC;PL
ieteicams	recomendado	ieteikt	recomendado	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
ieteicams	recomendada	ieteikt	recomendado	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
ieteicams	recomendable	ieteikt	recomendable	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;SG
ieteicams	recomendados	ieteikt	recomendado	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
ieteicams	recomendó	ieteikt	recomendar	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
ieteicams	aconsejado	ieteikt	aconsejar	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
ieteicams	aconsejó	ieteikt	aconsejar	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
cukurs	azucar	cukurs	azucar	N;NOM;MASC	N;MASC;SG
cukurs	azúcar	cukurs	azúcar	N;NOM;MASC	N;MASC;SG
remonta	reparaciones	remonts	reparación	N;GEN;MASC;SG	N;FEM;PL
remonta	reparar	remonts	reparar	N;GEN;MASC;SG	V;NFIN
atklājās	revelados	atklāties	revelar	V;FH;IND;3;POS;REFL;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
atklājās	reveladas	atklāties	revelar	V;FH;IND;3;POS;REFL;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
atklājās	revelada	atklāties	revelado	V;FH;IND;3;POS;REFL;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
atklājās	revelado	atklāties	revelar	V;FH;IND;3;POS;REFL;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
sīrijā	siria	sīrija	sirio	N;ESS;FEM;SG	ADJ;FEM;SG
patērētāju	consumidores	patērētājs	consumidor	N;ACC;MASC;SG	N;MASC;PL
matīss	mathis	matīss	mathis	PROPN;NOM;MASC;SG	N
ģeogrāfiskā	geográficos	ģeogrāfiska	geográfico	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ģeogrāfiskā	geográficas	ģeogrāfiska	geográfico	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ģeogrāfiskā	geográficos	ģeogrāfiska	geográfico	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ģeogrāfiskā	geográficas	ģeogrāfiska	geográfico	ADJ;NOM;FEM;SG	ADJ;FEM;PL
franko	franco	franka	franco	PROPN	
veimāras	weimar	veimāra	weimar	N;NOM;FEM;PL	N;FEM;SG
elites	élite	elite	élite	N;NOM;FEM;PL	N;FEM;SG
elites	elitista	elite	elitista	N;NOM;FEM;PL	ADJ;SG
elites	elite	elite	elite	N;NOM;FEM;PL	N;FEM;SG
kanāriju	canarias	kanārija	canario	N;ACC;FEM;SG	N;FEM;PL
definē	definida	definēt	definido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;SG;V.PTCP
definē	definidos	definēt	definido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;PL;V.PTCP
definē	definidas	definēt	definido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;PL;V.PTCP
definē	definido	definēt	definido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
definē	defina	definēt	definir	V;FH;IND;3;POS;PRS;FIN;ACT	V;IMP;SG;3;FIN
kaija	gaviota	kaija	gaviota	PROPN;NOM;FEM;SG	N;FEM;SG
uzskaitīti	listado	uzskaitīt	listado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uzskaitīti	enumerado	uzskaitīt	enumerado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uzskaitīti	enumerados	uzskaitīt	enumerado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
guļ	dormido	gulēt	dormido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
guļ	dormidos	gulēt	dormido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;PL;V.PTCP
guļ	dormida	gulēt	dormido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;SG;V.PTCP
guļ	dormido	gulēt	dormido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
guļ	dormida	gulēt	dormido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;SG;V.PTCP
atbilde	contestar	atbilde	contestar	N;NOM;FEM;SG	V;NFIN
atbilde	contesta	atbilde	contestar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
atbilde	responder	atbilde	responder	N;NOM;FEM;SG	V;NFIN
atbilde	contestar	atbilde	contestar	N;NOM;FEM;SG	V;NFIN
atbilde	responder	atbilde	responder	N;NOM;FEM;SG	V;NFIN
concat	concat	concat	concat	N;NOM;MASC;SG	
ziņojums	reportar	ziņojums	reportar	N;NOM;MASC;SG	V;NFIN
ziņojums	denunciar	ziņojums	denunciar	N;NOM;MASC;SG	V;NFIN
ziņojums	mensajes	ziņojums	mensaje	N;NOM;MASC;SG	N;MASC;PL
organisko	orgánicos	organiska	orgánico	ADJ;ACC;MASC;SG	ADJ;MASC;PL
organisko	orgánicas	organiska	orgánico	ADJ;ACC;MASC;SG	ADJ;FEM;PL
venecuēlas	venezolana	venecuēla	venezolano	PROPN;NOM;FEM;PL	ADJ;FEM;SG
venecuēlas	venezolanos	venecuēla	venezolano	PROPN;NOM;FEM;PL	N;MASC;PL
venecuēlas	venezolano	venecuēla	venezolano	PROPN;NOM;FEM;PL	N;MASC;SG
venecuēlas	venezuela	venecuēla	venezuela	PROPN;NOM;FEM;PL	N;FEM;SG
editpage	editpage	editpage	editpage		
neinere	neuner	neinere	neuner	PROPN;NOM;FEM;SG	
milānas	milán	milāna	milán	PROPN;NOM;FEM;SG	N;MASC;SG
milānas	milan	milāna	milar	PROPN;NOM;FEM;SG	N;MASC;SG
skolotāji	profesorado	skolotājs	profesorado	N;NOM;MASC;PL	ADJ;MASC;SG;V.PTCP
automātiskā	automatica	automātisks	automatico	ADJ;NOM;FEM;SG	N;FEM;SG
bens	ben	bens	ben	PROPN;NOM;MASC;SG	PROPN
ieradies	llegaron	ierasties	llegar	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;IND;PL;3;PST;FIN
ieradies	llegamos	ierasties	llegar	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;IND;PL;1;PRS;FIN
starojums	radiaciones	starojums	radiación	N;NOM;MASC;SG	N;FEM;PL
nikola	nikola	nikols	nikola	PROPN;NOM;FEM;SG	N;MASC;SG
nikola	nicole	nikols	nicole	PROPN;NOM;FEM;SG	N;FEM;SG
andrea	andrea	andrea	andrear		PROPN
hana	hana	hana	hanar	PROPN;NOM;FEM;SG	N;FEM;SG
raiens	ryan	raiens	ryan	PROPN;NOM;MASC;SG	PROPN
vērtīgs	preciosas	vērtīgs	precioso	ADJ;NOM;MASC;SG	ADJ;FEM;PL
vērtīgs	preciosos	vērtīgs	precioso	ADJ;NOM;MASC;SG	ADJ;MASC;PL
vērtīgs	valiosas	vērtīgs	valioso	ADJ;NOM;MASC;SG	ADJ;FEM;PL
vērtīgs	valiosos	vērtīgs	valioso	ADJ;NOM;MASC;SG	ADJ;MASC;PL
klods	claudia	klods	claudia	PROPN;NOM;MASC;SG	N;FEM;SG
klods	claude	klods	claude	PROPN;NOM;MASC;SG	PROPN
klods	claudio	klods	claudio	PROPN;NOM;MASC;SG	PROPN
iebrukums	invasiones	iebrukums	invasión	N;NOM;MASC;SG	N;FEM;PL
stade	stade	stade	stade		N;MASC;SG
negatīvi	negativa	negatīvi	negativo	ADV	ADJ;FEM;SG
negatīvi	negativas	negatīvi	negativo	ADV	ADJ;FEM;PL
negatīvi	negativos	negatīvi	negativo	ADV	ADJ;MASC;PL
negatīvi	negativo	negatīvi	negativo	ADV	ADJ;MASC;SG
apturēt	parada	apturēt	parada	V;POS;NFIN	N;FEM;SG
apturēt	stop	apturēt	stop	V;POS;NFIN	
apturēt	alto	apturēt	alto	V;POS;NFIN	ADJ;MASC;SG
madridē	madrid	madride	madrid	PROPN;ESS;FEM;SG	N;MASC;SG
austrumi	este	austrumi	este	N;NOM;MASC	PRO;MASC;SG
austrumi	oriente	austrumi	oriente	N;NOM;MASC	N;MASC;SG
austrumi	east	austrumi	east	N;NOM;MASC	N;MASC;SG
laulību	matrimonios	laulība	matrimonio	N;ACC;FEM;SG	N;MASC;PL
laulību	matrimonial	laulība	matrimonial	N;ACC;FEM;SG	ADJ;SG
linecolor	linecolor	linecolor	linecolor	N	PROPN
kareivis	soldados	kareivis	soldado	N;NOM;MASC;SG	N;MASC;PL
kareivis	soldado	kareivis	soldado	N;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
nīlas	nilo	nīla	nilo	N;NOM;FEM;PL	N;MASC;SG
labāku	better	labs	better	ADJ;ACC;CMPR;MASC;SG	N
labāku	mejores	labs	mejor	ADJ;ACC;CMPR;MASC;SG	ADJ;PL
labāku	mejor	labs	mejor	ADJ;ACC;CMPR;MASC;SG	ADV
buļļu	toros	buļļa	toro	N;ACC;FEM;SG	N;MASC;PL
buļļu	bulls	buļļa	bulls	N;ACC;FEM;SG	N;MASC;PL
georgijs	georgy	georgijs	georgy	PROPN;NOM;MASC;SG	N;MASC;SG
georgijs	georgi	georgijs	georgi	PROPN;NOM;MASC;SG	N;MASC;SG
telegrāfa	telegráfica	telegrāfa	telegráfico	N;GEN;MASC;SG	ADJ;FEM;SG
veicināšana	ascensos	veicināšana	ascenso	N;NOM;FEM;SG	N;MASC;PL
veicināšana	promociones	veicināšana	promoción	N;NOM;FEM;SG	N;FEM;PL
kļūda	errores	kļūda	error	N;NOM;FEM;SG	N;MASC;PL
nora	nora	nora	nora	PROPN;NOM;FEM;SG	N;FEM;SG
sur	sur	sur	sur		N;MASC;SG
log	troncos	logt	tronco		N;MASC;PL
log	tronco	logt	tronco		N;MASC;SG
log	bitácora	logt	bitácora		N;FEM;SG
pagarināts	ampliada	pagarināt	ampliado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
pagarināts	extendidas	pagarināt	extendido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
pagarināts	extendido	pagarināt	extendido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
pagarināts	extendida	pagarināt	extendido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
pagarināts	ampliado	pagarināt	ampliar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
pagarināts	prolongados	pagarināt	prolongado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
pagarināts	prolongada	pagarināt	prolongado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
pagarināts	prolongado	pagarināt	prolongado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
gultas	cama	gulta	cama	N;NOM;FEM;PL	N;FEM;SG
gultas	lecho	gulta	lecho	N;NOM;FEM;PL	N;MASC;SG
grizzlies	grizzlies	grizzlies	grizzlie	N;NOM;MASC;SG	N;PL
olivers	oliver	olivers	oliver	PROPN;NOM;MASC;SG	PROPN
atnesa	traído	atnest	traer	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
atnesa	traída	atnest	traído	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
forums	forum	forums	forum	N;NOM;MASC;SG	
forums	foros	forums	foro	N;NOM;MASC;SG	N;MASC;PL
vienpadsmit	eleven	vienpadsmit	elevar	NUM;PL	N;PL
papildina	complementos	papildināt	complemento	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
papildina	complemento	papildināt	complemento	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;SG
sila	sila	sila	sila	N;NOM;FEM;SG	
ceļotājs	nómada	ceļotājs	nómada	N;NOM;MASC;SG	ADJ;SG
simti	cien	simti	cien	N;NOM;MASC;PL	NUM;PL
simti	centenar	simti	centenar	N;NOM;MASC;PL	N;MASC;SG
simti	cientos	simti	ciento	N;NOM;MASC;PL	NUM;PL
sociālais	sociales	sociāls	social	ADJ;NOM;MASC;SG	ADJ;PL
darīts	hecho	darīt	hecho	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
abū	yas	abū	yas	PROPN	
minoritātes	minoría	minoritāte	minoría	N;NOM;FEM;PL	N;FEM;SG
modas	matilde	moda	matilde	N;NOM;FEM;PL	N;FEM;SG
modas	maud	moda	maud	N;NOM;FEM;PL	N;FEM;SG
barošanas	alimentando	barošana	alimentar	N;NOM;FEM;SG	V;V.MSDR
barošanas	alimentarse	barošana	alimentar	N;NOM;FEM;SG	V;SBJV;SG;3;IPFV;FIN
pārveidot	transformada	pārveidot	transformado	V;POS;NFIN	ADJ;FEM;SG;V.PTCP
pārveidot	transformación	pārveidot	transformación	V;POS;NFIN	N;FEM;SG
briesmas	peligros	briesmas	peligro	N;NOM;FEM	N;MASC;PL
briesmas	peligro	briesmas	peligro	N;NOM;FEM	N;MASC;SG
atvaļināts	jubilados	atvaļināt	jubilado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
atvaļināts	retirados	atvaļināt	retirar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
atvaļināts	retirado	atvaļināt	retirado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
atvaļināts	retirada	atvaļināt	retirada	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;FEM;SG
atvaļināts	jubilado	atvaļināt	jubilado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
novērotas	observados	novērot	observado	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
novērotas	observado	novērot	observar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
novērotas	observada	novērot	observado	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
novērotas	observó	novērot	observar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
sociālistu	socialistas	sociālists	socialista	N;ACC;MASC;SG	N;PL
piecdesmit	fifty	piecdesmit	fifty	NUM;PL	N
piecdesmit	cincuenta	piecdesmit	cincuenta	NUM;PL	N;FEM;PL
piekļūt	accesos	piekļūt	acceso	V;POS;NFIN	N;MASC;PL
piekļūt	acceso	piekļūt	acceso	V;POS;NFIN	N;MASC;SG
piekļūt	access	piekļūt	acces	V;POS;NFIN	N;MASC
atcelta	cancelados	atcelt	cancelado	ADJ;NOM;FEM;SG	ADJ;MASC;PL;V.PTCP
atcelta	canceladas	atcelt	cancelado	ADJ;NOM;FEM;SG	ADJ;FEM;PL;V.PTCP
atcelta	cancelados	atcelt	cancelado	ADJ;NOM;FEM;SG	ADJ;MASC;PL;V.PTCP
atcelta	canceladas	atcelt	cancelado	ADJ;NOM;FEM;SG	ADJ;FEM;PL;V.PTCP
barbara	barbara	barbars	barbar	PROPN;NOM;FEM;SG	N;FEM;SG
barbara	bárbara	barbars	bárbara	PROPN;NOM;FEM;SG	N;FEM;SG
masačūsetsas	massachusetts	masačūsets	massachusetts	PROPN;NOM;FEM;SG	N
prezidentūras	presidencia	prezidentūra	presidencia	N;NOM;FEM;PL	N;FEM;SG
sēj	sembrado	sēja	sembrado	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
neapoles	nápoles	neapole	nápol	PROPN;NOM;FEM;SG	N;MASC;SG
kaļķu	lima	kaļķis	lima	N;GEN;MASC;PL	N;FEM;SG
kaļķu	cal	kaļķis	cal	N;GEN;MASC;PL	N;FEM;SG
čaka	chaka	čaka	chaka	PROPN;NOM;FEM;SG	N;SG
čaka	chuck	čaka	chuck	PROPN;NOM;FEM;SG	PROPN
uzstādīt	conjunto	uzstādīt	conjunto	V;POS;NFIN	N;MASC;SG
uzstādīt	set	uzstādīt	set	V;POS;NFIN	N;MASC;SG
uzstādīt	fijado	uzstādīt	fijado	V;POS;NFIN	ADJ;MASC;SG;V.PTCP
uzstādīt	plató	uzstādīt	plató	V;POS;NFIN	N;MASC;SG
uzstādīt	instalación	uzstādīt	instalación	V;POS;NFIN	N;FEM;SG
uzstādīt	instalada	uzstādīt	instalado-AB	V;POS;NFIN	ADJ;FEM;SG;V.PTCP
uzstādīt	instaladas	uzstādīt	instalado	V;POS;NFIN	ADJ;FEM;PL;V.PTCP
uzstādīt	instalados	uzstādīt	instalado	V;POS;NFIN	ADJ;MASC;PL;V.PTCP
uzstādīt	instalado	uzstādīt	instalado	V;POS;NFIN	ADJ;MASC;SG;V.PTCP
ceļojums	trip	ceļojums	trip	N;NOM;MASC;SG	
pastāvīga	permanentes	pastāvīga	permanente	ADJ;NOM;FEM;SG	ADJ;PL
tendence	tendencias	tendence	tendencia	N;NOM;FEM;SG	N;FEM;PL
nogāzes	pendiente	nogāze	pendiente	N;NOM;FEM;PL	ADJ;SG
nogāzes	ladera	nogāze	ladera	N;NOM;FEM;PL	N;FEM;SG
nogāzes	pendientes	nogāze	pendiente	N;NOM;FEM;PL	ADJ;PL
noslēdz	cierra	noslēgt	cerrar	V;FH;IND;SG;2;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
noslēdz	concluye	noslēgt	concluir	V;FH;IND;SG;2;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ienaidnieks	enemigas	ienaidnieks	enemiga	N;NOM;MASC;SG	ADJ;FEM;PL
ienaidnieks	enemiga	ienaidnieks	enemigo	N;NOM;MASC;SG	ADJ;FEM;SG
ienaidnieks	enemigos	ienaidnieks	enemigo	N;NOM;MASC;SG	N;MASC;PL
pagātnes	pasadas	pagātne	pasado	N;NOM;FEM;PL	ADJ;FEM;PL;V.PTCP
pagātnes	pasada	pagātne	pasado	N;NOM;FEM;PL	ADJ;FEM;SG;V.PTCP
pagātnes	pasado	pagātne	pasado	N;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
pagātnes	pasados	pagātne	pasado	N;NOM;FEM;PL	ADJ;MASC;PL;V.PTCP
piedzīvojumi	aventura	piedzīvojums	aventura	N;NOM;MASC;PL	N;FEM;SG
atvērt	abierta	atvērt	abierto	V;POS;NFIN	ADJ;FEM;SG;V.PTCP
atvērt	abierto	atvērt	abierto	V;POS;NFIN	ADJ;MASC;SG;V.PTCP
gabriels	gabriel	gabriels	gabriel	N;NOM;MASC;SG	PROPN
uzsver	destacadas	uzsvērt	destacado	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;PL;V.PTCP
uzsver	destacados	uzsvērt	destacado	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;PL;V.PTCP
uzsver	reflejos	uzsvērt	reflejo	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
donavas	danubio	donava	danubio	N;NOM;FEM;PL	N;MASC;SG
auss	oído	auss	oír	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
lcp	lcp	lcp	lcp	PROPN	
kviešu	trigo	kvietis	trigo	N;GEN;MASC;PL	N;MASC;SG
šaura	estrechas	šaura	estrecho	ADJ;NOM;FEM;SG	ADJ;FEM;PL
šaura	estrechos	šaura	estrecho	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ledu	hielo	ledus	hielo	N;ACC;MASC	N;MASC;SG
neolīta	neolítico	neolīt	neolítico	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG
izgatavota	fabricados	izgatavot	fabricado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
izgatavota	fabricado	izgatavot	fabricado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
izgatavota	fabricada	izgatavot	fabricado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
izgatavota	manufacturados	izgatavot	manufacturado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
egejas	egeo	egeja	egeo	N;NOM;FEM;PL	N;MASC;SG
ienākumus	ingreso	ienākums	ingreso	N;ACC;MASC;PL	N;MASC;SG
ienākumus	renta	ienākums	renta	N;ACC;MASC;PL	N;FEM;SG
skalas	balanza	skala	balanza	N;NOM;FEM;PL	N;FEM;SG
akts	act	akts	act	N;NOM;MASC;SG	PROPN
galīgi	definitiva	galīgi	definitivo	ADV	ADJ;FEM;SG
galīgi	definitivas	galīgi	definitivo	ADV	ADJ;FEM;PL
galīgi	definitivos	galīgi	definitivo	ADV	ADJ;MASC;PL
galīgi	definitivo	galīgi	definitivo	ADV	ADJ;MASC;SG
