din	vom	din	vom	ADP;ACC	
alb	weiss	alb	wissen	ADJ;INDF;MASC;SG	
alb	white	alb	white	ADJ;INDF;MASC;SG	PROPN;NOM;SG
verde	grün	verde	grün		ADJ
verde	green	verde	Green		PROPN;NOM;SG
verde	grünen	verde	grün		ADJ
verde	grüne	verde	grün		ADJ;NOM;FEM;PL
urmeaza	folge	urmează	folge	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
urmeaza	folgt	urmează	folgen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
urmeaza	folge	urmează	folge	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
urmeaza	folgt	urmează	folgen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
debit	flow	debit	flow	N;INDF;MASC;SG	PROPN
debit	fließen	debit	fließen	N;INDF;MASC;SG	V;NFIN
debit	strömung	debit	strömung	N;INDF;MASC;SG	ADJ
debit	belasten	debit	belasten	N;INDF;MASC;SG	V;NFIN
hunedoara	hunedoara	hunedoară	hunedoara	PROPN	PROPN
arata	zeigt	arata	zeigen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
arata	show	arata	show	V;IND;SG;3;IPFV;FIN	N
arata	zeigt	arata	zeigen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
arata	zeige	arata	zeigen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
arata	show	arata	show	V;IND;SG;3;IPFV;FIN	N
arata	zeigt	arata	zeigen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
arata	zeige	arata	zeigen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
actiune	aktion	actiune	aktion	N;INDF;FEM;SG	
actiune	maßnahme	actiune	maßnahmen	N;INDF;FEM;SG	ADJ
actiune	aktionen	actiune	aktion	N;INDF;FEM;SG	V;NFIN
actiune	klage	actiune	klage	N;INDF;FEM;SG	ADJ
actiune	maßnahmen	actiune	maßnahmen	N;INDF;FEM;SG	V;NFIN
actiune	aktion	actiune	aktion	N;INDF;FEM;SG	
actiune	maßnahme	actiune	maßnahmen	N;INDF;FEM;SG	ADJ
actiune	aktionen	actiune	aktion	N;INDF;FEM;SG	V;NFIN
actiune	klage	actiune	klage	N;INDF;FEM;SG	ADJ
actiune	maßnahmen	actiune	maßnahmen	N;INDF;FEM;SG	V;NFIN
actiune	aktion	actiune	aktion	N;INDF;FEM;SG	
actiune	maßnahme	actiune	maßnahmen	N;INDF;FEM;SG	ADJ
actiune	aktionen	actiune	aktion	N;INDF;FEM;SG	V;NFIN
actiune	klage	actiune	klage	N;INDF;FEM;SG	ADJ
actiune	maßnahmen	actiune	maßnahmen	N;INDF;FEM;SG	V;NFIN
saxonia	niedersachsen	saxonie	niedersachsen	PROPN	PROPN;NOM;NEUT;SG
saxonia	sachsen	saxonie	sachsen	PROPN	PROPN;NOM;NEUT;SG
include	inklusive	include	inklusive	V;IND;SG;3;PRS;FIN	ADP
obtine	erhalten	obtin	erhalten	V;IND;SG;3;PRS;FIN	ADJ;V.PTCP
league	league	league	league	N;INDF;MASC;SG	PROPN;SG
daniel	daniel	daniel	daniel	PROPN	PROPN;NOM;MASC;SG
destul	reicht	destul	reichen	ADV	V;IND;SG;3;PRS;FIN
jurnalul	fachzeitschrift	jurnal	fachzeitschrift	N;DEF;MASC;SG	ADJ
jurnalul	zeitschrift	jurnal	zeitschrefen	N;DEF;MASC;SG	ADJ
jurnalul	tagebuch	jurnal	tagebuch	N;DEF;MASC;SG	ADJ
jurnalul	veranstaltungskalender	jurnal	veranstaltungskalender	N;DEF;MASC;SG	ADJ
jurnalul	terminkalender	jurnal	terminkalender	N;DEF;MASC;SG	ADJ
jurnalul	tagebücher	jurnal	tagebüch	N;DEF;MASC;SG	ADJ
jurnalul	tagebuch	jurnal	tagebuch	N;DEF;MASC;SG	ADJ
turistice	tourist	turistic	tourist	ADJ;INDF;FEM;PL	
turistice	touristen	turistic	tourist	ADJ;INDF;FEM;PL	
turistice	tourismus	turistic	tourismus	ADJ;INDF;FEM;PL	ADV
live	leben	livă	leben		V;NFIN
live	live	livă	live		ADJ
live	wohnen	livă	wohnen		V;NFIN
live	lebe	livă	leben		V;IND;SG;3;PRS;FIN
live	lebend	livă	lebend		ADJ
publicate	publiziert	publica	publizieren	ADJ;INDF;FEM;PL	V;V.PTCP
publicate	veröffentlichte	publica	veröffentlichen	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
publicate	erschienen	publica	erscheinen	ADJ;INDF;FEM;PL	V;V.PTCP
publicate	veröffentlicht	publica	veröffentlichen	ADJ;INDF;FEM;PL	V;V.PTCP
situatia	situation	situatie	situation	N;DEF;FEM;SG	ADJ
situatia	lage	situatie	lagen	N;DEF;FEM;SG	ADJ
situatia	situation	situatie	situation	N;DEF;FEM;SG	ADJ
situatia	lage	situatie	lagen	N;DEF;FEM;SG	ADJ
maghiara	ungarisch	maghiară	ungarisch	N;DEF;FEM;SG	ADJ
maghiara	ungarischen	maghiară	ungarisch	N;DEF;FEM;SG	ADJ;PL
maghiara	ungarische	maghiară	ungarisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
maghiara	ungarischer	maghiară	ungarisch	N;DEF;FEM;SG	ADJ
negru	schwarze	negru	schwarz	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
negru	black	negru	black	ADJ;INDF;MASC;SG	PROPN
omul	mann	om	mann	N;DEF;MASC;SG	
omul	man	om	man	N;DEF;MASC;SG	PRO;NOM;INDF;SG
interes	zinsen	interes	zinsen	N;INDF;MASC;SG	
interes	interessen	interes	interesse	N;INDF;MASC;SG	N;NOM;PL
interes	zins	interes	zins	N;INDF;MASC;SG	
interes	interesse	interes	interesse	N;INDF;MASC;SG	
stiinta	naturwissenschaften	stiintă	naturwissenschaft	N;DEF;FEM;SG	ADJ
stiinta	wissenschaften	stiintă	wissenschaft	N;DEF;FEM;SG	ADJ
stiinta	wissenschaft	stiintă	wissenschaft	N;DEF;FEM;SG	
stiinta	naturwissenschaft	stiintă	naturwissenschaft	N;DEF;FEM;SG	ADJ
stiinta	naturwissenschaften	stiintă	naturwissenschaft	N;DEF;FEM;SG	ADJ
stiinta	wissenschaften	stiintă	wissenschaft	N;DEF;FEM;SG	ADJ
stiinta	wissenschaft	stiintă	wissenschaft	N;DEF;FEM;SG	
stiinta	naturwissenschaft	stiintă	naturwissenschaft	N;DEF;FEM;SG	ADJ
acordat	gewährte	acordat	gewährt	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
acordat	bewilligt	acordat	bewilligen	ADJ;INDF;MASC;SG	V;V.PTCP
acordat	gewährt	acordat	gewähren|währen	ADJ;INDF;MASC;SG	V;V.PTCP
acordat	erteilt	acordat	erteilen	ADJ;INDF;MASC;SG	V;V.PTCP
acordat	stattgegeben	acordat	stattgeben	ADJ;INDF;MASC;SG	V;V.PTCP
acordat	dran	acordat	dran	ADJ;INDF;MASC;SG	ADV
acordat	verliehen	acordat	verleihen	ADJ;INDF;MASC;SG	V;V.PTCP
altii	sonstiges	altul	sonstig		ADJ;NOM;NEUT;SG
altii	andere	altul	ander		ADJ;NOM;FEM;PL
altii	anderen	altul	ander		ADJ;NOM;PL
altii	sonstige	altul	sonstig		ADJ;NOM;FEM;PL
altii	sonstiges	altul	sonstig		ADJ;NOM;NEUT;SG
altii	andere	altul	ander		ADJ;NOM;FEM;PL
altii	anderen	altul	ander		ADJ;NOM;PL
altii	sonstige	altul	sonstig		ADJ;NOM;FEM;PL
teoria	theorie	teorie	theorie	N;DEF;FEM;SG	PROPN
teoria	theory	teorie	theory	N;DEF;FEM;SG	PROPN
teoria	theoretisch	teorie	theoretisch	N;DEF;FEM;SG	ADJ
karl	carl	karl	carl	PROPN	PROPN;NOM;MASC;SG
karl	karl	karl	karlen	PROPN	PROPN;NOM;MASC;SG
rand	reihe	rand	reih		;SG
rand	rudern	rand	rudern		V;NFIN
rand	rand	rand	rinden		ADV
foloseste	verwendung	folosest	verwendung	V;IND;SG;3;PRS;FIN	N;SG
foloseste	nutzung	folosest	nutzung	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
foloseste	gebrauch	folosest	gebrauch	V;IND;SG;3;PRS;FIN	ADJ
valoare	wert	valoare	wert	N;INDF;FEM;SG	ADJ
civil	civil	civil	civil	ADJ;INDF;MASC;SG	PROPN
civil	zivilen	civil	zivil	ADJ;INDF;MASC;SG	ADJ;PL
civil	bauwesen	civil	bauwesen	ADJ;INDF;MASC;SG	
civil	zivilen	civil	zivil	ADJ;INDF;MASC;SG	ADJ;PL
civil	zivilisten	civil	zivilist	ADJ;INDF;MASC;SG	
civil	zivile	civil	zivil	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
tudor	tudor	tudor	tudor	PROPN	PROPN
modul	modus	mod	modus	N;DEF;MASC;SG	
modul	mode	mod	mode	N;DEF;MASC;SG	
modul	moduls	mod	moduls	N;DEF;MASC;SG	
modul	modulen	mod	modul	N;DEF;MASC;SG	V;NFIN
modul	modul	mod	modul	N;DEF;MASC;SG	
modul	module	mod	modul	N;DEF;MASC;SG	
modul	komponente	mod	komponent	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
modul	modul	mod	modul	N;DEF;MASC;SG	
modul	plugin	mod	plugin	N;DEF;MASC;SG	PROPN;SG
regizat	gerichtet	regiza	richten	ADJ;INDF;MASC;SG	V;V.PTCP
regizat	gelenkt	regiza	lenken	ADJ;INDF;MASC;SG	V;V.PTCP
regizat	regie	regiza	Regie	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
albert	albert	albert	albern	PROPN	PROPN;SG
albert	albrecht	albert	albrecht	PROPN	PROPN
sursa	informationsquelle	sursă	informationsquelle	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
sursa	quelle	sursă	quelle	N;DEF;FEM;SG	ADJ;NOM;SG
sursa	informationsquelle	sursă	informationsquelle	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
sursa	quelle	sursă	quelle	N;DEF;FEM;SG	ADJ;NOM;SG
lacul	see	lac	see	N;DEF;MASC;SG	
lacul	lake	lac	laken	N;DEF;MASC;SG	PROPN;SG
per	je	per	je		ADV
per	pro	per	pro		ADP
per	per	per	per		ADP
italian	italiener	italian	italiener	ADJ;INDF;MASC;SG	
italian	italienischen	italian	italienisch	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
italian	italienische	italian	italienisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
schimb	austausch	schimb	austausch	N;INDF;MASC;SG	
schimb	austauschen	schimb	austauschen	N;INDF;MASC;SG	V;NFIN
schimb	tauschen	schimb	tauschen	N;INDF;MASC;SG	V;NFIN
schimb	börse	schimb	börsen	N;INDF;MASC;SG	
schimb	tausch	schimb	tausch	N;INDF;MASC;SG	
schimb	austauschen	schimb	austauschen	N;INDF;MASC;SG	V;NFIN
schimb	swap	schimb	swap	N;INDF;MASC;SG	
schimb	tausche	schimb	tausche	N;INDF;MASC;SG	;SG
schimb	tauschen	schimb	tauschen	N;INDF;MASC;SG	V;NFIN
singura	allein	singur	allein	ADJ;DEF;FEM;SG	ADV
singura	alleine	singur	alleine	ADJ;DEF;FEM;SG	ADV
singura	einzel	singur	einzel	ADJ;DEF;FEM;SG	
singura	einzige	singur	einzig	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
singura	einzelne	singur	einzeln	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
singura	einzigen	singur	einzig	ADJ;DEF;FEM;SG	ADJ;NOM;PL
singura	single	singur	single	ADJ;DEF;FEM;SG	
craiova	craiova	craiova	craiova	PROPN	PROPN
culoare	farbe	culoare	farben	N;INDF;FEM;SG	
culoare	färben	culoare	färben	N;INDF;FEM;SG	V;NFIN
culoare	farben	culoare	farben	N;INDF;FEM;SG	V;NFIN
culoare	farbig	culoare	farbig	N;INDF;FEM;SG	ADJ
culoare	farbe	culoare	farben	N;INDF;FEM;SG	
culoare	farben	culoare	farben	N;INDF;FEM;SG	V;NFIN
culoare	farbig	culoare	farbig	N;INDF;FEM;SG	ADJ
culoare	farbton	culoare	farbton	N;INDF;FEM;SG	ADJ
chitara	gitarre	chitară	gitarre	N;DEF;FEM;SG	ADJ
chitara	gitarrist	chitară	gitarrist	N;DEF;FEM;SG	ADJ
chitara	gitarren	chitară	gitarr	N;DEF;FEM;SG	N;NOM;FEM;PL
chitara	gitarre	chitară	gitarre	N;DEF;FEM;SG	ADJ
chitara	gitarrist	chitară	gitarrist	N;DEF;FEM;SG	ADJ
chitara	gitarren	chitară	gitarr	N;DEF;FEM;SG	N;NOM;FEM;PL
munca	arbeiten	muncă	arbeiten	N;DEF;FEM;SG	V;NFIN
munca	werk	muncă	werk	N;DEF;FEM;SG	N;NOM;NEUT;SG
munca	arbeit	muncă	arbeit	N;DEF;FEM;SG	N;NOM;FEM;SG
munca	arbeitsplatz	muncă	arbeitsplatz	N;DEF;FEM;SG	
munca	arbeiten	muncă	arbeiten	N;DEF;FEM;SG	V;NFIN
munca	werk	muncă	werk	N;DEF;FEM;SG	N;NOM;NEUT;SG
munca	arbeit	muncă	arbeit	N;DEF;FEM;SG	N;NOM;FEM;SG
munca	arbeitsplatz	muncă	arbeitsplatz	N;DEF;FEM;SG	
model	vorbild	model	vorbild	N;INDF;MASC;SG	ADJ
model	model	model	model	N;INDF;MASC;SG	
model	modell	model	modell	N;INDF;MASC;SG	ADJ
model	vorlagen	model	vorliegen	N;INDF;MASC;SG	V;NFIN
model	template	model	templat	N;INDF;MASC;SG	PROPN;SG
model	schablone	model	schablone	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
model	vorlage	model	vorlagen	N;INDF;MASC;SG	
trece	pässe	trece	passen	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
trece	pass	trece	pass	V;IND;SG;3;PRS;FIN	
folosind	mit	folosi	mit	V;V.MSDR	ADP
gaseste	finde	gaseste	finden	V;IND;SG;3;PRS;FIN	V;IND;SG;2;PRS;FIN
gaseste	finde	gaseste	finden	V;IND;SG;3;PRS;FIN	V;IND;SG;2;PRS;FIN
apropiere	bürgernähe	apropiere	bürgernäh	N;INDF;FEM;SG	ADJ;NOM
apropiere	nähe	apropiere	nähe	N;INDF;FEM;SG	N;NOM;FEM;SG
studio	atelier	studio	atelaur	N;INDF;MASC;SG	
studio	studio	studio	studio	N;INDF;MASC;SG	PROPN;NOM;SG
jitomir	schytomyr	jitomir	schytomyr	N;INDF;MASC;SG	ADJ
materiale	materialien	material	materialien	N;INDF;FEM;PL	V;NFIN
materiale	material	material	material	N;INDF;FEM;PL	ADJ
materiale	werkstoffe	material	werkstoff	N;INDF;FEM;PL	
materiale	werkstoff	material	werkstoff	N;INDF;FEM;PL	
materiale	baustoffe	material	baustoff	N;INDF;FEM;PL	
materiale	materialien	material	materialien	N;INDF;FEM;PL	V;NFIN
materiale	werkstoffe	material	werkstoff	N;INDF;FEM;PL	
dezvoltat	entwickelte	dezvolta	entwickeln	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
dezvoltat	entwickelt	dezvolta	entwickeln	ADJ;INDF;MASC;SG	V;V.PTCP
dezvoltat	entwickelten	dezvolta	entwickeln	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
populara	beliebtes	populară	beliebt	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
populara	populäre	populară	populär	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
populara	beliebte	populară	beliebt	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
populara	beliebt	populară	belieben	N;DEF;FEM;SG	ADJ
populara	beliebter	populară	beliebter	N;DEF;FEM;SG	ADJ
populara	beliebtes	populară	beliebt	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
populara	populäre	populară	populär	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
populara	beliebte	populară	beliebt	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
populara	beliebt	populară	belieben	N;DEF;FEM;SG	ADJ
populara	beliebter	populară	beliebter	N;DEF;FEM;SG	ADJ
frederic	frederic	frederic	frederic	N;INDF;MASC;SG	PROPN;NOM;SG
frederic	frédéric	frederic	frédéric	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
frederic	friedrich	frederic	friedrich	N;INDF;MASC;SG	PROPN;NOM;SG
frederic	frederick	frederic	frederick	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
corpul	body	corp	body	N;DEF;MASC;SG	PROPN;NOM;SG
corpul	körper	corp	körp	N;DEF;MASC;SG	
corpul	karosserie	corp	karosserie	N;DEF;MASC;SG	ADJ
corpul	stelle	corp	stellen	N;DEF;MASC;SG	V;IND;SG;3;PRS;FIN
elena	elena	elena	elena	N;DEF;FEM;SG	PROPN;NOM;SG
elena	griechischen	elena	griechisch	N;DEF;FEM;SG	ADJ;NOM;PL
elena	griechische	elena	griechisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
populare	beliebtes	popular	beliebt	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
silla	silla	sillă	silla	PROPN	PROPN;NOM;MASC;SG
ideea	idee	idee	idee	N;DEF;FEM;SG	N;NOM;FEM;SG
ideea	vorstellung	idee	vorstellung	N;DEF;FEM;SG	ADJ;SG
autori	schriftsteller	autor	schriftsteller	N;INDF;MASC;PL	ADJ
autori	verfasser	autor	verfasser	N;INDF;MASC;PL	
autori	urheber	autor	urheber	N;INDF;MASC;PL	
autori	autoren	autor	autor	N;INDF;MASC;PL	
diagrama	diagramm	diagramă	diagramm	N;DEF;FEM;SG	
diagrama	abbildung	diagramă	abbildung	N;DEF;FEM;SG	
diagrama	skizze	diagramă	skizz	N;DEF;FEM;SG	
diagrama	diagramm	diagramă	diagramm	N;DEF;FEM;SG	
diagrama	abbildung	diagramă	abbildung	N;DEF;FEM;SG	
diagrama	skizze	diagramă	skizz	N;DEF;FEM;SG	
diagrama	diagramm	diagramă	diagramm	N;DEF;FEM;SG	
diagrama	abbildung	diagramă	abbildung	N;DEF;FEM;SG	
cercetare	forschungen	cercetare	forschungen	N;INDF;FEM;SG	V;NFIN
cercetare	forschung	cercetare	forschung	N;INDF;FEM;SG	N;NOM;FEM;SG
cercetare	recherchen	cercetare	recherch	N;INDF;FEM;SG	V;NFIN
actual	aktuelle	actual	aktuell	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
companie	firma	companie	firma	N;INDF;FEM;SG	N;NOM;FEM;SG
companie	gesellschaft	companie	gesellschaft	N;INDF;FEM;SG	ADJ
companie	unternehmen	companie	unternehmen	N;INDF;FEM;SG	N;NOM;NEUT;PL
crimeea	krim	crimee	krim	N;DEF;FEM;SG	PROPN;NOM;SG
crimeea	krim	crimee	krim	N;DEF;FEM;SG	PROPN;NOM;SG
controlul	control	control	control	N;DEF;MASC;SG	PROPN
controlul	steuerung	control	steuerung	N;DEF;MASC;SG	ADJ
controlul	steuern	control	steuern	N;DEF;MASC;SG	V;NFIN
controlul	kontrolle	control	kontroll	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
california	california	californie	california	N;DEF;FEM;SG	PROPN;NOM;SG
california	kalifornien	californie	kalifornien	N;DEF;FEM;SG	PROPN;NOM;NEUT;SG
minute	minuten	minut	minuten	N;INDF;FEM;PL	V;NFIN
minute	protokolle	minut	protokoll	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
minute	niederschrift	minut	niederschreifen	N;INDF;FEM;PL	ADJ
minute	protokoll	minut	protokoll	N;INDF;FEM;PL	ADJ
artist	maler	artist	maler	N;INDF;MASC;SG	ADJ
artist	künstlerinnen	artist	künstlerinnen	N;INDF;MASC;SG	N;NOM;PL
artist	künstler	artist	künstler	N;INDF;MASC;SG	
artist	künstlerin	artist	künstlerin	N;INDF;MASC;SG	PROPN;NOM;SG
pace	friede	pace	friede	N;INDF;FEM;SG	PROPN;SG
pace	peace	pace	peace	N;INDF;FEM;SG	PROPN;NOM;SG
pace	frieden	pace	frieden	N;INDF;FEM;SG	
pace	friedens	pace	friedens	N;INDF;FEM;SG	
societatea	gesellschaft	societate	gesellschaft	N;DEF;FEM;SG	ADJ
comitat	shire	comita	shire	N;INDF;MASC;SG	
evrei	juden	evreu	juden	N;INDF;MASC;PL	
sens	sinn	sens	sein	N;INDF;MASC;SG	
formula	formel	formulă	formel	N;DEF;FEM;SG	
formula	rezeptur	formulă	rezeptur	N;DEF;FEM;SG	PROPN
formula	formeln	formulă	formeln	N;DEF;FEM;SG	V;NFIN
formula	formel	formulă	formel	N;DEF;FEM;SG	
formula	rezeptur	formulă	rezeptur	N;DEF;FEM;SG	PROPN
formula	formeln	formulă	formeln	N;DEF;FEM;SG	V;NFIN
meci	streichholz	meci	streichholz	N;INDF;MASC;SG	ADJ
meci	treffer	meci	treffer	N;INDF;MASC;SG	
meci	match	meci	match	N;INDF;MASC;SG	PROPN
contra	contra	contra	contra		
contra	counter	contra	counter		PROPN
contra	schalter	contra	schalter		ADJ
contra	gegen	contra	gegen		ADP
contra	dagegen	contra	dagegen		ADV
aparitia	auftauchen	aparitie	auftauchen	N;DEF;FEM;SG	V;NFIN
aparitia	entstehen	aparitie	entstehen	N;DEF;FEM;SG	V;NFIN
aparitia	aufkommen	aparitie	aufkommen	N;DEF;FEM;SG	V;NFIN
aparitia	entstehung	aparitie	Entstehung	N;DEF;FEM;SG	
utilizator	verwender	utilizator	verwender	N;INDF;MASC;SG	
utilizator	anwender	utilizator	anwender	N;INDF;MASC;SG	ADJ
utilizator	nutzer	utilizator	nutzer	N;INDF;MASC;SG	
utilizator	benutzer	utilizator	benutzer	N;INDF;MASC;SG	ADJ
suedia	schweden	suedia	schweden	PROPN	PROPN
locuitorii	anwohner	locuitor	anwohner	N;DEF;MASC;PL	
locuitorii	einwohner	locuitor	einwohner	N;DEF;MASC;PL	N;NOM;MASC;PL
locuitorii	bewohner	locuitor	bewohner	N;DEF;MASC;PL	ADJ
printesa	princess	printesă	princess	N;DEF;FEM;SG	PROPN;NOM;NEUT;SG
printesa	fürstin	printesă	fürstin	N;DEF;FEM;SG	PROPN;NOM;SG
printesa	prinzessin	printesă	prinzessin	N;DEF;FEM;SG	N;NOM;FEM;SG
printesa	prinzessinnen	printesă	prinzessinnen	N;DEF;FEM;SG	N;NOM;FEM;PL
printesa	princess	printesă	princess	N;DEF;FEM;SG	PROPN;NOM;NEUT;SG
printesa	fürstin	printesă	fürstin	N;DEF;FEM;SG	PROPN;NOM;SG
printesa	prinzessin	printesă	prinzessin	N;DEF;FEM;SG	N;NOM;FEM;SG
printesa	prinzessinnen	printesă	prinzessinnen	N;DEF;FEM;SG	N;NOM;FEM;PL
printesa	princess	printesă	princess	N;DEF;FEM;SG	PROPN;NOM;NEUT;SG
printesa	fürstin	printesă	fürstin	N;DEF;FEM;SG	PROPN;NOM;SG
printesa	prinzessin	printesă	prinzessin	N;DEF;FEM;SG	N;NOM;FEM;SG
printesa	prinzessinnen	printesă	prinzessinnen	N;DEF;FEM;SG	N;NOM;FEM;PL
comunitatea	gemeinschaften	comunitate	gemeinschaft	N;DEF;FEM;SG	ADJ
comunitatea	gemeinde	comunitate	gemeinde	N;DEF;FEM;SG	N;NOM;FEM;SG
comunitatea	gemeinschaft	comunitate	gemeinschaft	N;DEF;FEM;SG	ADJ
cap	head	cap	head	N;INDF;MASC;SG	PROPN;NOM;SG
cap	kopf	cap	kopfen	N;INDF;MASC;SG	
cap	leiter	cap	leiter	N;INDF;MASC;SG	ADJ
cap	haupt	cap	haupen	N;INDF;MASC;SG	
cap	cap	cap	cap	N;INDF;MASC;SG	PROPN
cap	sockel	cap	sockel	N;INDF;MASC;SG	
cap	gap	cap	gepen	N;INDF;MASC;SG	PROPN
cuvinte	worte	cuvânt	wort	N;INDF;FEM;PL	
cuvinte	wörter	cuvânt	wört	N;INDF;FEM;PL	
cuvinte	worten	cuvânt	worten	N;INDF;FEM;PL	V;NFIN
colaborare	zusammenarbeiten	colaborare	zusammenarbeiten	N;INDF;FEM;SG	V;NFIN
colaborare	mitarbeit	colaborare	mitarbeit	N;INDF;FEM;SG	N;NOM;SG
colaborare	zusammenarbeit	colaborare	zusammenarbeit	N;INDF;FEM;SG	ADJ
colaborare	kooperationen	colaborare	kooperation	N;INDF;FEM;SG	N;NOM;FEM;PL
colaborare	gemeinschaftlich	colaborare	gemeinschaftlich	N;INDF;FEM;SG	ADJ
colaborare	zusammenarbeit	colaborare	zusammenarbeit	N;INDF;FEM;SG	ADJ
jocurile	spiel	joc	spielen	N;DEF;FEM;PL	N;NOM;NEUT;SG
jocurile	videospiele	joc	videospiel	N;DEF;FEM;PL	
jocurile	spiele	joc	spiel	N;DEF;FEM;PL	N;NOM;NEUT;PL
jocurile	spielen	joc	spielen	N;DEF;FEM;PL	V;NFIN
mijlocul	mitte	mijloc	mitte	N;DEF;MASC;SG	ADV
mijlocul	mid	mijloc	mid	N;DEF;MASC;SG	
personal	persönlichen	personal	persönlich	ADV	ADJ;ACC;MASC;SG
personal	persönliche	personal	persönlich	ADV	ADJ;NOM;FEM;PL
personal	persönliches	personal	persönlich	ADV	ADJ;NOM;NEUT;SG
personal	persönlicher	personal	persönlich	ADV	ADJ
personal	persönlich	personal	persönlich	ADV	ADJ
personal	personal	personal	personal	ADV	ADJ
personal	personalabteilung	personal	personalabteilung	ADV	N;NOM;FEM;SG
personal	belegschaft	personal	belegschaft	ADV	ADJ
personal	persönlich	personal	persönlich	ADV	ADJ
personal	personal	personal	personal	ADV	ADJ
personal	belegschaft	personal	belegschaft	ADV	ADJ
personal	mitarbeiter	personal	Mitarbeiter	ADV	ADJ
personal	staff	personal	staff	ADV	
regizor	direktor	regizor	direktor	N;INDF;MASC;SG	ADJ
regizor	regisseurin	regizor	regisseurin	N;INDF;MASC;SG	ADJ
regizor	leitung	regizor	leitung	N;INDF;MASC;SG	ADJ
regizor	direktorin	regizor	direktorin	N;INDF;MASC;SG	ADJ
cine	who	cine	who	PRO;3	PROPN;NOM;SG
cine	wem	cine	wer	PRO;3	ADV
cine	wen	cine	wer	PRO;3	ADV
cine	wer	cine	wer	PRO;3	PRO;NOM;SG
star	star	star	Star		PROPN
inferioara	lower	inferiora	lower	ADJ;DEF;FEM;SG	PROPN
inferioara	inferior	inferiora	inferior	ADJ;DEF;FEM;SG	PROPN
marie	marie	marie	marie	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
muzical	musikinstrumente	muzical	musikinstrument	ADJ;INDF;MASC;SG	ADJ;NOM;PL
muzical	musical	muzical	musical	ADJ;INDF;MASC;SG	
organizat	organisierte	organiza	organisieren	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
organizat	organisierten	organiza	organisieren	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
organizat	veranstaltet	organiza	veranstalten	ADJ;INDF;MASC;SG	V;V.PTCP
organizat	organisierte	organiza	organisieren	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
organizat	organisierten	organiza	organisieren	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
organizat	veranstaltet	organiza	veranstalten	ADJ;INDF;MASC;SG	V;V.PTCP
varsare	vergießen	varsare	vergeißen	N;INDF;FEM;SG	V;NFIN
literar	literarische	literar	literarisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
situl	aufstellungsort	sit	aufstellungsort	N;DEF;MASC;SG	ADJ
situl	webseite	sit	webseite	N;DEF;MASC;SG	
situl	standort	sit	standoren	N;DEF;MASC;SG	ADV
publicata	publiziert	publicat	publizieren	ADJ;DEF;FEM;SG	V;V.PTCP
