aires	айресе	aires	айрес	PROPN	N;INAN;NOM;MASC;SG
sean	шон	sean	шон	PROPN	N;ANIM;NOM;MASC;SG
schi	ски	schi	ска	N;INDF;MASC;SG	
schi	лыжи	schi	лыжа	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
schi	ski	schi	ski	N;INDF;MASC;SG	PROPN
schi	лыжи	schi	лыжа	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
fondarea	основание	fondare	основание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
fictiv	фиктивные	fictiv	фиктивный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
aeroport	airport	aeroport	airport	N;INDF;MASC;SG	PROPN
talentul	талант	talent	талант	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
talentul	таланты	talent	талант	N;DEF;MASC;SG	N;INAN;NOM;MASC;PL
oklahoma	оклахома	oklahoma	оклахом	PROPN	N;INAN;NOM;MASC;SG
terestra	наземные	terestră	наземный	N;DEF;FEM;SG	ADJ;NOM;PL
terestra	земное	terestră	земной	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
terestra	сухопутные	terestră	сухопутный	N;DEF;FEM;SG	ADJ;NOM;PL
terestra	наземных	terestră	наземный	N;DEF;FEM;SG	ADJ;GEN;PL
permisiunea	разрешите	permisiune	разрешить	N;DEF;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
permisiunea	разрешение	permisiune	разрешение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
nepoata	внучка	nepoată	внучка	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
nepoata	племянница	nepoată	племянница	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
nepoata	внучка	nepoată	внучка	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
nepoata	племянница	nepoată	племянница	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
batut	избили	bate	избить	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
batut	избит	bate	избить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
batut	избили	bate	избить	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
batut	избит	bate	избить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
pragul	порог	prag	порог	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
oua	яйца	ou	яйцо	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
oua	яйца	ou	яйцо	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
panchen	панчен	panchen	панчный	N;INDF;MASC;SG	
alpha	alpha	alpha	alpha		PROPN
alpha	альфа	alpha	альф		N;INAN;NOM;MASC;SG
atlético	атлетико	atlético	атлетика	PROPN	N;INAN;NOM;MASC;SG
liudmila	людмила	liudmilă	людмила	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
sprijina	поддерживает	sprijină	поддерживать	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
sprijina	поддерживаются	sprijină	поддерживать	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;PL;3;PRS;FIN;PASS
sprijina	поддерживается	sprijină	поддерживать	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
tiparita	печатных	tiparită	печатный	ADJ;DEF;FEM;SG	ADJ;GEN;PL
rica	рика	rica	рик	PROPN	N;ANIM;NOM;FEM;SG
imnul	гимн	imn	гимн	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
chirurgie	хирургия	chirurgie	хирургия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
chirurgie	операция	chirurgie	операция	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
icoana	значок	icoană	значок	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
amy	эми	amy	эмот	PROPN	N;ANIM;NOM;FEM;SG
klaus	клаус	klaus	клаус	PROPN	N;ANIM;NOM;MASC;SG
adriana	адриана	adriană	адриан	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
pasi	этапы	pas	этап		N;INAN;NOM;MASC;PL
pasi	ступеньки	pas	ступенька		N;INAN;NOM;FEM;PL
pasi	шаги	pas	шаг		N;INAN;NOM;MASC;PL
pasi	стопам	pas	стопы		N;INAN;DAT;MASC;PL
pasi	шаги	pas	шаг		N;INAN;NOM;MASC;PL
pasi	этапы	pas	этап		N;INAN;NOM;MASC;PL
pasi	ступеньки	pas	ступенька		N;INAN;NOM;FEM;PL
pasi	шаги	pas	шаг		N;INAN;NOM;MASC;PL
spatial	пространственных	spatial	пространственный	N;INDF;MASC;SG	ADJ;GEN;PL
legislatia	законодательство	legislatie	законодательство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
butler	дворецкий	butler	дворецкий	PROPN	ADJ;NOM;MASC;SG
butler	батлер	butler	батлер	PROPN	N;ANIM;NOM;MASC;SG
discutat	обсудили	discuta	обсудить	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
discutat	обсуждалось	discuta	обсуждать	ADJ;INDF;MASC;SG	V;IPFV;NEUT;IND;SG;PST;FIN;PASS
discutat	обсуждались	discuta	обсуждать	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;PST;FIN;MID
inutil	бессмысленно	inutil	бессмысленный	ADV	ADJ;NEUT;SG
inutil	бесполезна	inutil	бесполезный	ADV	ADJ;FEM;SG
inutil	бесполезный	inutil	бесполезный	ADV	ADJ;NOM;MASC;SG
inutil	бесполезно	inutil	бесполезный	ADV	ADJ;NEUT;SG
inutil	бесполезен	inutil	бесполезный	ADV	ADJ;MASC;SG
rolling	rolling	rolling	rolling	PROPN	PROPN
explicatie	пояснения	explicatie	пояснение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
explicatie	объяснение	explicatie	объяснение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
explicatie	пояснение	explicatie	пояснение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
explicatie	разъяснение	explicatie	разъяснение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
explicatie	разъяснения	explicatie	разъяснение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
explicatie	пояснения	explicatie	пояснение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
explicatie	объяснение	explicatie	объяснение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
explicatie	пояснение	explicatie	пояснение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
explicatie	разъяснение	explicatie	разъяснение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
explicatie	разъяснения	explicatie	разъяснение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
hudson	хадсон	hudson	хадсон	PROPN	N;ANIM;NOM;MASC;SG
edmund	эдмунд	edmunde	эдмунд	PROPN	N;ANIM;NOM;MASC;SG
mercedes	mercedes	mercedes	mercedes	N;INDF;MASC;SG	PROPN
intelectuali	интеллектуальной	intelectual	интеллектуальный	N;INDF;MASC;PL	ADJ;INS;FEM;SG
intelectuali	интеллектуальная	intelectual	интеллектуальный	N;INDF;MASC;PL	ADJ;NOM;FEM;SG
protejat	охраняемых	protejat	охранять	ADJ;INDF;MASC;SG	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
protejat	защищена	protejat	защитить	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
protejat	защищены	protejat	защитить	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
protejat	защищен	protejat	защитить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
ronald	рональд	ronald	рональд	PROPN	N;ANIM;NOM;MASC;SG
alin	алинь	alin	алинь	PROPN	
colective	коллектив	colectiv	коллектив	ADJ;INDF;FEM;PL	N;INAN;NOM;MASC;SG
colective	коллективная	colectiv	коллективный	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
colective	коллективное	colectiv	коллективный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
popularitate	популярность	popularitate	популярность	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
popularitate	популярности	popularitate	популярность	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
gandit	мысль	gandi	мысль	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
gandit	думал	gandi	думать	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
homo	homo	homo	хомо	N;INDF;MASC;SG	PROPN
homo	gay	homo	gay	N;INDF;MASC;SG	PROPN
homo	геи	homo	гея	N;INDF;MASC;SG	N;ANIM;NOM;FEM;PL
castle	касл	castle	касл	N;INDF;MASC;SG	PART
droguri	наркотик	drog	наркотик	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
droguri	препарат	drog	препарат	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
droguri	наркотик	drog	наркотик	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
willem	виллем	willem	виллем	PROPN	N;ANIM;NOM;MASC;SG
executie	казни	executie	казнь	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
executie	исполнение	executie	исполнение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
executie	казнь	executie	казнь	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
executie	казни	executie	казнь	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
executie	исполнение	executie	исполнение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
executie	казнь	executie	казнь	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
jucand	играю	juca	играть	N;INDF;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
jucand	играет	juca	играть	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
intervenit	вмешался	interveni	вмешаться	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;MID
succese	успех	succes	успех	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
succese	успеха	succes	успех	N;INDF;FEM;PL	N;INAN;GEN;MASC;SG
bratislava	братиславе	bratislavă	братислав	N;DEF;FEM;SG	N;INAN;ESS;MASC;SG
nuvela	роман	nuvelă	роман	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
nuvela	повесть	nuvelă	повесть	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
nuvela	новелла	nuvelă	новелло	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
nuvela	повесть	nuvelă	повесть	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
nuvela	новелла	nuvelă	новелло	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
morbihan	морбиан	morbihan	морбиан	N;INDF;MASC;SG	
reformei	реформирование	reformă	реформирование	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
reformei	реформы	reformă	реформа	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
reformei	реформа	reformă	реформа	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
necunoscute	неизвестное	necunoscut	неизвестный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
necunoscute	неизвестный	necunoscut	неизвестный	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
necunoscute	неизвестно	necunoscut	неизвестный	ADJ;INDF;FEM;PL	ADJ;NEUT;SG
necunoscute	неизвестная	necunoscut	неизвестный	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
necunoscute	неизвестен	necunoscut	неизвестный	ADJ;INDF;FEM;PL	ADJ;MASC;SG
filipine	филиппины	filipine	филиппины	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
secundara	среднее	secundar	средний	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
promis	обещали	promite	обещать	V;MASC;SG;V.PTCP	V;IPFV;IND;PL;PST;FIN;ACT
semnificatia	значимость	semnificatie	значимость	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
plecare	выезд	plecare	выезд	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
plecare	отъезда	plecare	отъезд	N;INDF;FEM;SG	N;INAN;GEN;MASC;SG
plecare	отъезд	plecare	отъезд	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
plecare	отход	plecare	отход	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
gandire	думаю	gandire	думать	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
gandire	мышление	gandire	мышление	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
identificate	выявленные	identificat	выявить	ADJ;INDF;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
anatomia	анатомии	anatomie	анатомия	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
farmacie	аптека	farmacie	аптека	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
farmacie	аптеке	farmacie	аптек	N;INDF;FEM;SG	N;INAN;DAT;FEM;SG
farmacie	аптека	farmacie	аптека	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
farmacie	аптеки	farmacie	аптека	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
farmacie	аптеке	farmacie	аптек	N;INDF;FEM;SG	N;INAN;DAT;FEM;SG
biti	кусочки	biti	кусочек		N;INAN;NOM;MASC;PL
rightarm	rightarm	rightarm	rightarm	N;INDF;MASC;SG	PROPN
mexican	мексики	mexican	мексика	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;PL
five	пятеро	fiv	пятеро	N;INDF;MASC;SG	NUM;NOM
five	пять	fiv	пять	N;INDF;MASC;SG	NUM;NOM
pictate	нарисовал	picta	рисовать	ADJ;INDF;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
pozitiva	положительные	pozitivă	положительный	ADJ;DEF;FEM;SG	ADJ;NOM;PL
pozitiva	положительно	pozitivă	положительно	ADJ;DEF;FEM;SG	ADV
pozitiva	позитивная	pozitivă	позитивный	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
pozitiva	положительный	pozitivă	положительный	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
pozitiva	позитивные	pozitivă	позитивный	ADJ;DEF;FEM;SG	ADJ;NOM;PL
tiparit	печатных	tipari	печатный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
sangele	кровь	sange	кровь	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
sangele	blood	sange	blood	N;DEF;MASC;SG	PROPN
sangele	крови	sange	кровь	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
yemen	йемен	yemen	йемен	PROPN	N;INAN;NOM;MASC;SG
yemen	йемена	yemen	йемен	PROPN	N;INAN;GEN;MASC;SG
cantand	поет	cantand	петь		V;IPFV;IND;SG;3;PRS;FIN;ACT
cantand	поют	cantand	петь		V;IPFV;IND;PL;3;PRS;FIN;ACT
cantand	пою	cantand	пай		V;IPFV;IND;SG;1;PRS;FIN;ACT
cantand	пение	cantand	пение		N;INAN;NOM;NEUT;SG
cantand	петь	cantand	петь		V;IPFV;NFIN;ACT
cantand	поет	cantand	петь		V;IPFV;IND;SG;3;PRS;FIN;ACT
cantand	поют	cantand	петь		V;IPFV;IND;PL;3;PRS;FIN;ACT
cantand	пою	cantand	пай		V;IPFV;IND;SG;1;PRS;FIN;ACT
cantand	пение	cantand	пение		N;INAN;NOM;NEUT;SG
cantand	петь	cantand	петь		V;IPFV;NFIN;ACT
stiluri	стайлз	stil	стайлза	N;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
protejarea	защита	protejare	защита	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
norvegian	норвегии	norvegian	норвегия	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;PL
impuscat	выстрел	impusca	выстрел	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
impuscat	кадр	impusca	кадр	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
impuscat	застрелил	impusca	застрелить	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
impuscat	застрелен	impusca	застрелить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
impuscat	выстрел	impusca	выстрел	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
impuscat	кадр	impusca	кадр	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
impuscat	застрелил	impusca	застрелить	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
impuscat	застрелен	impusca	застрелить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
salbatica	wild	salbatică	wild	N;DEF;FEM;SG	
salbatica	дикий	salbatică	дикий	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
salbatica	дикая	salbatică	дикий	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
salbatica	дикие	salbatică	дикий	N;DEF;FEM;SG	ADJ;NOM;PL
teama	страх	teamă	страх	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
teama	страх	teamă	страх	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
sambata	суббота	sambata	суббота	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
sambata	субботу	sambata	суббота	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
sambata	суббота	sambata	суббота	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
sambata	субботу	sambata	суббота	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
sambata	субботы	sambata	суббота	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
sambata	субботам	sambata	суббота	N;DEF;FEM;SG	N;INAN;DAT;FEM;PL
sambata	суббота	sambata	суббота	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
sambata	субботу	sambata	суббота	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
sambata	суббота	sambata	суббота	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
sambata	субботу	sambata	суббота	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
profesionisti	профессионалы	profesionist	профессионал	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
profesionisti	специалистов	profesionist	специалист	ADJ;INDF;MASC;PL	N;ANIM;GEN;MASC;PL
profesionisti	специалисты	profesionist	специалист	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
profesionisti	профессионалы	profesionist	профессионал	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
profesionisti	специалистов	profesionist	специалист	ADJ;INDF;MASC;PL	N;ANIM;GEN;MASC;PL
profesionisti	специалисты	profesionist	специалист	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
irlandez	ирландец	irlandez	ирландец	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
irlandez	ирландии	irlandez	ирландия	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;PL
bunica	бабушка	bunică	бабушка	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
bunica	бабушка	bunică	бабушка	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
bunica	бабушка	bunică	бабушка	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
bunica	бабушка	bunică	бабушка	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
bunica	бабушка	bunică	бабушка	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
lituaniei	литве	lituanie	литв	PROPN;DEF;FEM;SG	N;INAN;NOM;FEM;SG
lituaniei	литвы	lituanie	литв	PROPN;DEF;FEM;SG	N;INAN;NOM;FEM;PL
lituaniei	литва	lituanie	литва	PROPN;DEF;FEM;SG	N;INAN;NOM;FEM;SG
limitate	ограниченные	limitat	ограничить	ADJ;INDF;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
limitate	ограниченное	limitat	ограничить	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
limitate	ограниченная	limitat	ограничить	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
limitate	ограниченный	limitat	ограничить	ADJ;INDF;FEM;PL	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
perry	перри	perry	перрь	PROPN	N;INAN;NOM;MASC;SG
sept	перегородки	sept	перегородка		N;INAN;NOM;FEM;PL
sept	сентябрь	sept	сентябрь		N;INAN;NOM;MASC;SG
distinctie	разграничение	distinctie	разграничение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
distinctie	различие	distinctie	различие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
distinctie	различия	distinctie	различие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
cronici	chronicles	cronică	chronicles	N;INDF;FEM;PL	PROPN
rugaciune	молитву	rugaciune	молитва	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
rugaciune	молитва	rugaciune	молитва	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
rugaciune	молитву	rugaciune	молитва	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
rugaciune	молитва	rugaciune	молитва	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
luther	лютер	luther	лютер	PROPN	N;ANIM;NOM;MASC;SG
luther	лютера	luther	лютер	PROPN	N;ANIM;ACC;MASC;SG
personalitatea	личности	personalitate	личность	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
personalitatea	индивидуальность	personalitate	индивидуальность	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
personalitatea	личность	personalitate	личность	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
atelierul	практикум	atelier	практикум	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
atelierul	семинар	atelier	семинар	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
atelierul	мастерская	atelier	мастерская	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
cook	приготовить	cook	приготовить	PROPN	V;PFV;NFIN;ACT
cook	повар	cook	повар	PROPN	N;ANIM;NOM;MASC;SG
cook	кук	cook	кук	PROPN	N;ANIM;NOM;MASC;SG
cook	готовить	cook	готовить	PROPN	V;IPFV;NFIN;ACT
blois	блуа	blois	блуа	PROPN	N;INAN;NOM;MASC;SG
oleg	олег	oleg	олег	PROPN	PROPN;ANIM;NOM;MASC;SG
respectarea	соблюдение	respectare	соблюдение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
vama	таможня	vamă	таможня	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
vama	таможня	vamă	таможня	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
adult	взрослая	adult	взрослый	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
adult	взрослый	adult	взрослый	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
adult	взрослых	adult	взрослый	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
adult	взрослые	adult	взрослый	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
imparte	сплит	imparte	сплить	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
imparte	раскол	imparte	раскол	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
experimental	экспериментальных	experimental	экспериментальный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
experimental	экспериментальные	experimental	экспериментальный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
dir	реж	dir	реж		V;IPFV;IMP;SG;2;FIN;ACT
helsinki	хельсинки	helsinki	хельсинка	PROPN	N;INAN;NOM;FEM;PL
julia	юлия	julie	юлия	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
julia	джулия	julie	джулие	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
julia	юля	julie	юля	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
mussolini	муссолини	mussolină	муссолин	N;INDF;MASC;PL	N;ANIM;NOM;MASC;SG
faimos	знаменитость	faimos	знаменитость	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
magdalena	магдалена	magdalenă	магдальный	N;DEF;FEM;SG	ADJ;FEM;SG
anastasia	анастасия	anastasie	анастасия	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
studiourile	студии	studio	студия	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
studiourile	studios	studio	studios	N;DEF;FEM;PL	PROPN
bat	бат	bate	бат	V;IND;PL;3;PRS;FIN	N;INAN;NOM;MASC;SG
bat	бита	bate	бита	V;IND;PL;3;PRS;FIN	N;INAN;NOM;MASC;SG
mintea	разум	minte	разум	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
mintea	ум	minte	ум	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
dmitri	дмитрий	dmitru	дмитрий	PROPN	N;ANIM;NOM;MASC;SG
dmitri	дмитрий	dmitru	дмитрий	PROPN	N;ANIM;NOM;MASC;SG
americanii	американцы	american	американец	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
alexei	алексей	alexe	алекс	PROPN;DEF;FEM;SG	N;ANIM;NOM;MASC;SG
sarb	сербская	sarb	сербский	PROPN	ADJ;NOM;FEM;SG
sarb	сербы	sarb	серб	PROPN	N;ANIM;NOM;MASC;PL
sarb	сербов	sarb	серб	PROPN	N;ANIM;GEN;MASC;PL
sarb	сербии	sarb	сербия	PROPN	N;INAN;NOM;FEM;PL
sarb	сербские	sarb	сербский	PROPN	ADJ;NOM;PL
sarb	сербская	sarb	сербский	PROPN	ADJ;NOM;FEM;SG
documentul	документ	document	документ	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
baba	баба	babă	баба	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
baba	бабы	babă	баба	N;DEF;FEM;SG	N;ANIM;NOM;FEM;PL
baba	баба	babă	баба	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
baba	бабы	babă	баба	N;DEF;FEM;SG	N;ANIM;NOM;FEM;PL
brusc	внезапный	brusc	внезапный	ADV	ADJ;NOM;MASC;SG
brusc	внезапное	brusc	внезапный	ADV	ADJ;NOM;NEUT;SG
japonezi	японские	japonez	японский	N;INDF;MASC;PL	ADJ;NOM;PL
japonezi	японская	japonez	японский	N;INDF;MASC;PL	ADJ;NOM;FEM;SG
japonezi	японский	japonez	японский	N;INDF;MASC;PL	ADJ;NOM;MASC;SG
japonezi	японское	japonez	японский	N;INDF;MASC;PL	ADJ;NOM;NEUT;SG
japonezi	японии	japonez	япония	N;INDF;MASC;PL	N;INAN;NOM;FEM;SG
inspirata	вдохновил	inspirat	вдохновить	ADJ;DEF;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
paraguay	парагвая	paraguay	парагвая	PROPN	N;INAN;NOM;MASC;SG
paraguay	парагвае	paraguay	парагвая	PROPN	N;INAN;NOM;MASC;SG
paraguay	парагвай	paraguay	парагвай	PROPN	N;INAN;NOM;MASC;SG
consacrat	освящена	consacra	освясти	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
jennifer	дженифер	jennifer	дженифер	PROPN	N;ANIM;NOM;FEM;SG
jennifer	дженнифер	jennifer	дженнифер	PROPN	N;ANIM;NOM;FEM;SG
facto	факто	facto	факто		N;INAN;NOM;MASC;SG
facto	facto	facto	facto		PROPN
cantal	канталь	cantal	канталь	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
izolat	изолированы	izolat	изолировать	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
izolat	изолированных	izolat	изолировать	ADJ;INDF;MASC;SG	V;PFV;GEN;PL;PST;V.PTCP;PASS
berg	берг	berg	берга	PROPN	N;ANIM;NOM;MASC;SG
